[00:00:00.109 --> 00:00:00.550]  Big Brother!
[02:11:00.297 --> 02:11:02.798]  I mean, we know the numbers, ladies and gentlemen.
[02:11:03.138 --> 02:11:08.099]  They get on television and tell people that polar bears can't swim, that penguins can't swim.
[02:11:08.779 --> 02:11:10.040]  I've shown you student
[02:11:11.587 --> 02:11:23.095]  Class projects that I saw in a pizza place where they had the wall covered with them in Corpus Christi a few years ago, I shot video of this, where it showed all the penguins and polar bears drowning because there was no more ice.
[02:11:24.256 --> 02:11:38.326]  And it showed dozens of these from the school project showing the polar bears and penguins dying, done by fifth graders, traumatizing their mind in government curricula that the North and South Pole were going to melt and that all the animals would die.
[02:11:40.017 --> 02:11:41.838]  Unless you pay Al Gore and the UN money.
[02:11:43.079 --> 02:11:44.119]  So, here are the facts.
[02:11:44.699 --> 02:11:49.822]  The sun is what drives our main climate, unless it's an undersea volcanic vent.
[02:11:50.702 --> 02:11:56.125]  And then they found microorganisms that do live from the heat of the water.
[02:11:57.146 --> 02:12:00.948]  But everything else, one way or another, is driven off the sun.
[02:12:01.028 --> 02:12:07.151]  I don't care if you're 5,000 feet under, and you are a glow-in-the-dark fish, like a lantern fish,
[02:12:08.516 --> 02:12:17.441]  The cycle of food that you end up eating begins on the surface in the first hundred feet of the water that causes the life cycle in the ocean.
[02:12:19.182 --> 02:12:28.766]  Just like they say, the only toxic waste we need to control basically is carbon dioxide, carbon dioxide, oxygen, sunlight, and water.
[02:12:29.147 --> 02:12:30.207]  You need those four things.
[02:12:30.227 --> 02:12:31.428]  Well, people aren't scared of
[02:12:32.986 --> 02:12:33.326]  Water.
[02:12:34.067 --> 02:12:36.128]  People aren't scared of sunlight.
[02:12:36.648 --> 02:12:38.029]  They know oxygen is good.
[02:12:38.709 --> 02:12:59.041]  So carbon dioxide, we've gone out in Austin and gotten 9 out of 10 people to sign a form, including one guy that claimed he was a chemical engineer, to ban dihydrogen monoxide, which is water, because the scary name, and sodium chloride, which is salt, because it sounds scary.
[02:13:01.354 --> 02:13:09.537]  And this is how they use ignorance in the public to enslave us as a power grab while ignoring all the real environmental problems.
[02:13:10.718 --> 02:13:12.298]  Chicago extreme cold.
[02:13:13.419 --> 02:13:18.201]  The worst ever recorded, lowest temperature ever recorded in Chicago.
[02:13:19.241 --> 02:13:23.823]  Icy weather threatens oil output from Texas and North Dakota because it's so cold.
[02:13:24.707 --> 02:13:27.509]  Cold weather causes surge in demand for Texas' electricity grid.
[02:13:27.809 --> 02:13:36.556]  Fort Worth Star-Telegram, because of a third of our power plants, including a new one in South Texas, in Corpus Christi, that they did not allow to open.
[02:13:38.377 --> 02:13:42.400]  A $3 billion clean-burning coal power plant that they didn't let open.
[02:13:42.440 --> 02:13:43.481]  Took them years to build.
[02:13:43.842 --> 02:13:44.702]  Obama shut it down.
[02:13:45.303 --> 02:13:46.744]  General Electric is exempt.
[02:13:47.144 --> 02:13:48.625]  They've got dirty burning plants.
[02:13:49.306 --> 02:13:50.767]  They get to make bigger profits.
[02:13:52.148 --> 02:13:53.630]  But it's still not enough for demand.
[02:13:54.050 --> 02:14:09.771]  Just like in Ceaușescu's Romania, they had enough power for the public, but he decided the public didn't need electricity, except for his government facilities and his factories, as an act of control, as an act of siege, as a cloured and pivot act of domination.
[02:14:11.161 --> 02:14:12.481]  So we told you that was coming years ago.
[02:14:12.521 --> 02:14:17.863]  The White House responded three years ago to our report about Obama saying he would bankrupt coal.
[02:14:17.943 --> 02:14:19.264]  They came out and said we were insane.
[02:14:19.964 --> 02:14:24.085]  Climate change groups seek new leadership as green movement loses momentum.
[02:14:24.325 --> 02:14:26.606]  Doesn't matter though, they still put the carbon taxes in.
[02:14:28.307 --> 02:14:31.948]  As the MSNBC host called for Obama to act as a dictator yesterday.
[02:14:33.088 --> 02:14:40.651]  But again, Al Sharpton says that the right-wingers are boiling over with denial about global warming.
[02:14:43.103 --> 02:14:46.185]  Continuing, EPA moves to regulate new wood stoves.
[02:14:46.225 --> 02:14:47.306]  Told you that was coming, folks.
[02:14:47.326 --> 02:14:48.126]  They already did it in Europe.
[02:14:48.507 --> 02:14:49.727]  We know exactly what they're going to do.
[02:14:51.008 --> 02:14:54.651]  Scientists reject claims of cold being caused by global warming.
[02:14:55.071 --> 02:15:00.074]  Time Magazine blamed polar vortex on global warming in 1974 special report.
[02:15:00.374 --> 02:15:01.936]  That's global cooling.
[02:15:01.996 --> 02:15:04.797]  That's out of Climate Depot.
[02:15:05.078 --> 02:15:06.939]  So first it's global cooling, then global warming.
[02:15:07.853 --> 02:15:09.053]  So it just continues.
[02:15:09.133 --> 02:15:14.935]  Meteorologist tells Hannity, the ghost of global warming is closing coal plants.
[02:15:15.415 --> 02:15:15.976]  That's right.
[02:15:16.976 --> 02:15:21.617]  Indianapolis mayor, if you're outside for 10 minutes, you could be dead without proper clothes.
[02:15:22.078 --> 02:15:25.139]  As if we need the government to tell us to put our clothes on.
[02:15:25.159 --> 02:15:26.619]  I thought mommy did that.
[02:15:27.439 --> 02:15:35.502]  Cold weather causes surge in demand, not just here, but all over the country, like in Chattanooga region.
[02:15:36.721 --> 02:15:38.902]  And again, less power plants, they can't supply it.
[02:15:39.623 --> 02:15:41.384]  So that's just some of the news.
[02:15:41.744 --> 02:15:44.846]  Travelers spend night on three snowbound Amtrak trains.
[02:15:45.647 --> 02:15:46.967]  Coldest air in 20 years.
[02:15:47.428 --> 02:15:48.849]  Aimed at nation's heartland.
[02:15:49.549 --> 02:15:53.051]  Below zero in many areas.
[02:15:54.732 --> 02:15:57.254]  It just goes on and on.
[02:15:57.574 --> 02:16:00.276]  But the con artist doubled down
[02:16:01.633 --> 02:16:06.635]  The Al Sharpton's, the Al Gore's, they double down and say, no, this is the proof.
[02:16:07.376 --> 02:16:08.837]  Pay us carbon taxes.
[02:16:09.257 --> 02:16:17.561]  Well, even if you believe carbon dioxide is deadly poison and killing everyone, even though plants breathe it and then put out or use it for photosynthesis and then put out oxygen.
[02:16:19.588 --> 02:16:37.843]  If China builds three new ones a week and we shut down more than three a week, if Mexico just built literally hundreds of them on their border to supply the Southwest totally dirty and putting out all this toxic waste and we have clean ones being shut down, and the Earth is one planet, if carbon dioxide is so evil, then why isn't it being shut down there?
[02:16:37.883 --> 02:16:40.825]  Because the globalists control us and they control those countries.
[02:16:41.145 --> 02:16:42.967]  That's what globalism is, is moving
[02:16:43.687 --> 02:16:56.213]  Industry to areas you control to then leverage out the economies of the West to then prepare us for economic collapse and then we can be socially re-educated into the collectivist model.
[02:16:57.930 --> 02:17:13.481]  And don't worry, once the full collectivist communism is in place, with the fascists above it, offshore above the law, with diplomatic and corporate immunity, true feudalism, true North Korean hereditary dictatorships, once that happens, there's going to be nobody on welfare, folks.
[02:17:13.661 --> 02:17:18.345]  They're going to be at gunpoint digging ditches and working, you know, in basically slave factories.
[02:17:18.845 --> 02:17:22.728]  Once they break us fully, it's going to be Soviet-style jackbooting.
[02:17:23.408 --> 02:17:27.490]  Show all you people that have loved the ride so far, you're going to lose all of it.
[02:17:28.050 --> 02:17:32.211]  And those of us that are skilled workers, oh, you're going to be total slaves under this.
[02:17:32.691 --> 02:17:38.874]  Now, William F. Jasper joins us for the Balance of the Hour, and he is the editor of the New American Magazine, newamerican.com.
[02:17:40.646 --> 02:17:46.188]  And they're at the tip of the spear exposing what's really happening with corporate global government being established.
[02:17:46.208 --> 02:17:49.670]  But we've only got a few minutes before we go to break, Mr. Jasper.
[02:17:49.950 --> 02:17:53.211]  Can you give us the definition of this global government?
[02:17:53.271 --> 02:17:55.552]  What political system would you call it?
[02:17:55.612 --> 02:18:02.074]  I call it neo-feudalistic serfdom or fascism with a scientific control technocracy.
[02:18:02.135 --> 02:18:03.015]  What would you call it?
[02:18:03.435 --> 02:18:05.456]  And what would you sum it up in two minutes, S?
[02:18:06.256 --> 02:18:09.901]  Well, that's probably as good a definition as any, Alex.
[02:18:09.941 --> 02:18:24.939]  What we are going to see is a kakistocracy, a rule by the worst, an aristocracy, the wealthiest, most powerful, controlling all aspects of our lives.
[02:18:25.679 --> 02:18:37.824]  Social, political, economic, spiritual, moral, dictating where we shall live, if we shall live, where we shall work, if we will work.
[02:18:39.065 --> 02:18:43.807]  We are going to see total power, and total power creates total corruption.
[02:18:43.867 --> 02:18:52.891]  And so whether one defines it as communism, socialism, fascism, or a combination of those, it will be an oligarchic
[02:18:53.271 --> 02:18:53.771]  We're good.
[02:19:11.737 --> 02:19:36.184]  A year ago, when they had the big Doha conference on global warming, and the United Nations chief in charge of the UNFCCC, which is the global warming thing, Christiana Figueres, said that what we are after is a total transformation of the world, a total economic transformation, political transformation of the world.
[02:19:36.484 --> 02:19:39.125]  Well, we've been saying that and using various
[02:19:40.465 --> 02:19:54.408]  ...quotes of the leading advocates to show that this is what they're doing for years, but so seldom have they come out, the head of the organization, at one of their major conferences, confirming... That's right.
[02:19:54.728 --> 02:19:55.149]  Stay there.
[02:19:55.169 --> 02:20:03.311]  We're going to come back and get into Convergence, the latest breaking news, the real inside scoop on somebody that's been to scores of the meetings, on what's being formed right now.
[02:20:03.731 --> 02:20:06.511]  And by the way, folks, this is the total transformation.
[02:20:06.591 --> 02:20:07.352]  Are you liking it?
[02:20:07.632 --> 02:20:08.692]  Are you liking being poor?
[02:20:10.003 --> 02:20:19.030]  Alex Jones here to tell you about how you can help spread liberty worldwide while also enjoying what I have found to be the best tasting 100% organic coffee on the planet.
[02:20:19.110 --> 02:20:27.336]  For more than a decade, my favorite coffee has come from the high mountains of southern Mexico, where the Chiapas farmers grow their unique shade-grown Arabica beans.
[02:20:27.497 --> 02:20:32.220]  We have now managed to secure the sought-after beans in a highly customized blend.
[02:20:32.400 --> 02:20:36.043]  Discover and try a bag of the Patriot Blend 100% Organic Coffee.
[02:20:37.264 --> 02:20:38.044]  We're good to go.
[02:21:01.255 --> 02:21:03.698]  It's been said, those who control the food, control the people.
[02:21:03.718 --> 02:21:07.382]  Are you concerned about GMO foods making you sick and affecting your mind?
[02:21:07.462 --> 02:21:10.685]  Many people suffer from lack of energy, insomnia, loss of stamina, weight gain,
[02:21:21.237 --> 02:21:21.417]  Yeah.
[02:21:36.734 --> 02:21:48.501]  Pro-EM1 probiotic helps protect your body against irritable bowel syndrome, constipation, Crohn's disease, celiac disease, diabetes, the common cold, and much more.
[02:21:48.641 --> 02:22:00.128]  And including a powerful probiotic like Pro-EM1 as part of your daily routine puts you back in control and prevents you from becoming a mindless zombie manipulated by the pharmaceutical and GMO agendas.
[02:22:09.591 --> 02:22:14.592]  We travel so much, and having a fake TV, well, it gives Ed peace of mind.
[02:22:14.753 --> 02:22:17.853]  Burglars look for houses that appear to be easy targets.
[02:22:18.233 --> 02:22:24.235]  But fake TV can fool even professional burglars into thinking someone is home watching television.
[02:22:24.355 --> 02:22:36.321]  As a recent widow living alone, it gives me great peace of mind to set my fake TV near a window and know that passing motorists and pedestrians will think someone is home watching TV when I'm actually away from home.
[02:22:36.622 --> 02:22:40.984]  Fake TV easily plugs into any outlet just like a light on a timer.
[02:22:41.184 --> 02:22:42.785]  And they're so easy to use.
[02:22:42.985 --> 02:22:44.906]  You just plug them in and they're ready to go.
[02:22:45.186 --> 02:22:48.628]  Plus, they're so affordable that we have one upstairs and downstairs.
[02:22:48.908 --> 02:22:52.090]  Fake TV is only $29.95 with free shipping.
[02:22:52.450 --> 02:22:54.931]  Order your Fake TV by calling 877-5-FAKE-TV.
[02:22:54.951 --> 02:22:56.292]  Or go to faketv.com.
[02:22:56.352 --> 02:22:57.112]  That's 877-532-5388.
[02:22:57.132 --> 02:22:57.612]  Or faketv.com.
[02:22:57.692 --> 02:22:58.213]  Fake TV.
[02:22:58.233 --> 02:22:59.433]  The burglar deterrent.
[02:23:09.213 --> 02:23:10.253]  Hi, this is Ted Anderson.
[02:23:10.333 --> 02:23:14.675]  Have you ever wondered why banks, stockbrokers, investment advisors won't talk about gold IRAs?
[02:23:14.835 --> 02:23:20.456]  They've been available since 1986, yet the financial industry won't recognize the value of gold for your retirement.
[02:23:20.556 --> 02:23:23.897]  Gold has outperformed paper investments, yet no word about IRAs.
[02:23:24.117 --> 02:23:26.678]  If you would like to have gold for your retirement, call 800-686-2237.
[02:23:26.798 --> 02:23:31.599]  Don't get left behind by rising inflation and low returns.
[02:23:31.759 --> 02:23:31.979]  Call 800-686-2237.
[02:23:31.999 --> 02:23:33.360]  Secure your future and call 1-800-686-2237.
[02:23:39.756 --> 02:23:47.382]  That's the sound of a .44 Magnum and TraumaMaxx, a high-tech hybrid Kevlar bulletproof vest from InfidelBodyArmor.com.
[02:23:47.502 --> 02:23:49.803]  We'll stop it and most pistol rounds.
[02:23:49.984 --> 02:23:56.608]  TraumaMaxx is a major breakthrough in pistol-rated body armor and prices start at just $170 per insert.
[02:23:56.829 --> 02:24:01.852]  More protection, more stopping power, more mobility, and it weighs less than 5 pounds.
[02:24:02.052 --> 02:24:04.554]  Get details at InfidelBodyArmor.com.
[02:24:04.694 --> 02:24:07.877]  That's I-N-F-I-D-E-L-BodyArmor.com.
[02:24:13.266 --> 02:24:14.726]  Alex Jones here, back live.
[02:24:14.787 --> 02:24:21.849]  We could not be covering a more serious issue today with the editor-in-chief over at the New American Magazine, William F. Jasper.
[02:24:22.629 --> 02:24:31.392]  Folks that helped me really get educated on how deep the rabbit hole goes and everything they wrote about 20, 30, 40 years ago, unfortunately, has now come true.
[02:24:31.512 --> 02:24:36.813]  And so the rest of what they're saying is going to come true because they're not looking into a palantir or a crystal ball.
[02:24:37.273 --> 02:24:39.474]  They're reading the writings of these globalists.
[02:24:39.514 --> 02:24:41.875]  And used to, you had to get their minutes or get
[02:24:42.915 --> 02:24:46.696]  Leather-bound books that were limited edition, where they were bragging to each other.
[02:24:47.076 --> 02:24:50.597]  Now they're out in the open, and I think they're doing that because their agenda is in trouble.
[02:24:51.358 --> 02:24:52.078]  And it's behind.
[02:24:52.238 --> 02:24:55.399]  But it's still going through under its own massive inertia.
[02:24:55.719 --> 02:24:58.660]  This is a short six-minute segment, an 18-minute segment's coming up.
[02:24:59.020 --> 02:25:03.241]  William F. Jasper, TheNewAmerican.com.
[02:25:03.661 --> 02:25:06.222]  But in this short segment, I want to just talk about strategy with you.
[02:25:07.022 --> 02:25:07.842]  A, do you agree with me?
[02:25:07.922 --> 02:25:10.603]  Where are we geopolitically right now, and just politically?
[02:25:11.594 --> 02:25:30.931]  A, B, you know, the more and more of the stuff they're doing, illegally spying, persecuting press, it's like we're too nice, and I've never been a radical calling for violence and I'm not, but the historical proper response would be state grand juries, arrests, 1776, you know, trials.
[02:25:30.991 --> 02:25:37.737]  I mean, this is a global corporate espionage takeover, so how do you respond to them?
[02:25:38.991 --> 02:25:52.514]  Well, this is what we're dealing with here, and yesterday we had the confirmation vote of Janet Yellen as Chairman of the Federal Reserve, which is one of the biggest criminal operations in the history of the world.
[02:25:52.534 --> 02:25:58.036]  It just has transferred an untold number of trillions of dollars from American
[02:25:58.876 --> 02:26:04.378]  Taxpayers and earners to Wall Street, to the politically connected banks.
[02:26:04.438 --> 02:26:06.959]  It's the largest case of robbery in the history of the world.
[02:26:06.999 --> 02:26:16.062]  So we're dealing with criminality on a global level and at a level that has never been seen here in America before.
[02:26:16.582 --> 02:26:18.423]  And so, yes, this is very serious.
[02:26:18.503 --> 02:26:20.383]  We will not have any freedom left.
[02:26:20.403 --> 02:26:27.706]  We will not have any economic security left to withstand the forces of globalism if we do not
[02:26:28.906 --> 02:26:35.893]  If we do not get enough people riled up now and educated to take the proper action.
[02:26:36.214 --> 02:26:39.617]  Congress has to hold these people accountable.
[02:26:39.697 --> 02:26:42.881]  Yesterday's vote, obviously they did not.
[02:26:42.901 --> 02:26:43.521]  56 to 26.
[02:26:46.544 --> 02:26:47.385]  Voted for that.
[02:26:47.445 --> 02:26:57.071]  Eleven members of the Senate, Republicans, crossed party lines and voted with the Obama Democrats to confirm her.
[02:26:57.231 --> 02:27:06.898]  Basically saying that we're going to allow this criminality to run rampant continuously and we have to
[02:27:10.160 --> 02:27:28.274]  Get enough people to realize that if we allow this to happen, we basically allow the mafia, a mafia with Yale and Harvard and Georgetown Law degrees and MBAs and PhDs to take over the economy.
[02:27:28.294 --> 02:27:32.157]  But it is a mafia on a much larger scale than the actual mafia.
[02:27:34.033 --> 02:27:40.156]  Hollywood's done a great job the last 60 years convincing us that only Italian organized crime exists.
[02:27:40.677 --> 02:27:41.737]  And I've studied the history of it.
[02:27:41.757 --> 02:27:43.258]  They got a little too big for their britches.
[02:27:43.718 --> 02:27:49.581]  And so some of the older banking mobs and other mobs came in and basically took them to the woodshed.
[02:27:50.221 --> 02:27:56.705]  But even in the 40s and 50s, as you know, the head of the FBI would testify that there is no such thing as organized crime.
[02:27:57.165 --> 02:27:59.368]  Absolutely, for a long time.
[02:28:00.550 --> 02:28:14.228]  Hoover said that this was all comic book stuff, that there was no such thing as an FBI, and it wasn't until the big Appalachia bus and Joseph Valachi coming forward that finally Americans had
[02:28:14.888 --> 02:28:39.134]  uh... confirmation about the uh... about the mafia well we've been saying the same thing about a much more pernicious mafia that is the secret or semi-secret organizations organizations such as the council on foreign relations trilateral commission builder birds these are much higher level uh... criminal operations uh... than uh... than the mafia now the mafia and uh... drug cartels and all
[02:28:40.114 --> 02:28:46.896]  Organized crime operations attempt to create a front of respectability.
[02:28:47.356 --> 02:28:54.398]  And so you have even amongst the various organized crime mafia, Russian mafia, etc.
[02:28:54.858 --> 02:29:00.320]  You have folks that try to portray themselves as legitimate businessmen.
[02:29:00.760 --> 02:29:14.729]  Well, we have the same thing with the organizations, the Wall Street folks that are operating our Federal Reserve System and the Worldwide Banking System, International Monetary Fund and World Bank.
[02:29:15.750 --> 02:29:17.811]  But they start out at a much higher level.
[02:29:17.851 --> 02:29:24.816]  They already have all of the respectable backgrounds, the degrees, the major corporate backgrounds.
[02:29:25.376 --> 02:29:37.726]  And so it's going to take a Herculean effort on our part, and you're definitely doing your part, to alert Americans to this, that, look, these folks are evil.
[02:29:38.146 --> 02:29:39.327]  They're criminals.
[02:29:39.488 --> 02:29:46.874]  And it doesn't matter that they may be CEOs of various companies and so-called respected Wall Street banks.
[02:29:46.994 --> 02:29:48.635]  They have taken trillions of dollars.
[02:29:48.715 --> 02:29:49.136]  That's right.
[02:29:49.176 --> 02:29:53.981]  By every yardstick, they're the greatest criminals in history, and I'm gonna give people some key information.
[02:29:54.462 --> 02:29:57.285]  Some key information on the other side of this break.
[02:29:58.046 --> 02:29:58.426]  Stay with us.
[02:29:59.267 --> 02:30:00.148]  We're on the march.
[02:30:00.649 --> 02:30:02.251]  The Empire's on the run.
[02:30:03.192 --> 02:30:05.855]  Alex Jones and the GCN Radio Network.
[02:30:09.901 --> 02:30:12.463]  Hi folks, Alex Jones here with some important information.
[02:30:12.723 --> 02:30:17.606]  I want to tell you about Matt Redhawk and his team of Patriots over at MyPatriotSupply.
[02:30:17.866 --> 02:30:25.731]  Several years ago, Matt was sitting in his two-bedroom apartment, frustrated with the direction this country was headed and the Charlatans willing to sell us out for a quick buck.
[02:30:25.972 --> 02:30:30.294]  Deciding to take action, a company run by Patriots for Patriots was born.
[02:30:30.514 --> 02:30:34.317]  MyPatriotSupply has never taken a loan or accepted outside funding.
[02:30:34.457 --> 02:30:40.182]  They now operate two distribution facilities and employ over 50 hard-working American men and women.
[02:30:40.422 --> 02:30:43.204]  It is rare to find companies who practice what they preach.
[02:30:43.584 --> 02:30:48.829]  And that's why I stock my pantry with high-quality storable foods from MyPatriotSupply.
[02:30:48.969 --> 02:30:57.095]  Go to MyPatriotSupply.com forward slash Alex today for special offers on emergency food storage or call their preparedness specialist at 866-229-0927.
[02:30:57.115 --> 02:30:57.336]  That's 866-229-0927.
[02:31:04.882 --> 02:31:14.172]  Why does the United States spend the largest percentage of GDP in the world on healthcare?
[02:31:14.312 --> 02:31:17.275]  Why do we have the highest cancer rates on the planet?
[02:31:17.435 --> 02:31:22.661]  The highest rates of diabetes, autism, and every other major disease.
[02:31:23.001 --> 02:31:24.643]  It all comes down to one thing.
[02:31:24.944 --> 02:31:26.205]  We are what we eat.
[02:31:26.545 --> 02:31:30.887]  Our food is devoid of nutrition and processed with poisons and additives.
[02:31:31.207 --> 02:31:35.189]  Our water is filled with toxic poisons and Big Pharma runoff.
[02:31:35.449 --> 02:31:37.770]  All of this has been engineered by design.
[02:31:37.990 --> 02:31:43.913]  We can turn the tide against the eugenicist by giving ourselves the nutrients our body desperately needs.
[02:31:44.233 --> 02:31:46.975]  To learn more, visit InfoWarsHealth.com.
[02:31:47.195 --> 02:31:54.018]  The site is literally packed with audio and video featuring top health professionals who don't bow down to Big Pharma.
[02:31:54.238 --> 02:32:00.062]  The fight against the New World Order starts with you, and you can't stand against the machine of your sick, tired, and obese.
[02:32:00.302 --> 02:32:06.247]  When you visit InfoWarsHealth.com, be sure and check out the catalog with nearly 400 life-changing products.
[02:32:06.487 --> 02:32:08.969]  And get free shipping when you sign up for AutoShip.
[02:32:09.469 --> 02:32:19.857]  In the last 50 years, iodine has been phased out of our staple foods and replaced with the halogen bromine, a practice now banned in nations around the world.
[02:32:20.157 --> 02:32:22.019]  Guess what else is in the halogen family?
[02:32:22.199 --> 02:32:22.899]  Fluoride!
[02:32:23.100 --> 02:32:24.681]  Ladies and gentlemen, Alex Jones here.
[02:32:25.021 --> 02:32:31.346]  In 1924, the federal government did the right thing and encouraged salt producers to add iodine.
[02:32:31.606 --> 02:32:36.390]  It's the good halogen on the periodic table, and the results are on record.
[02:32:36.510 --> 02:32:37.931]  Reports documented a 15-point IQ
[02:32:39.352 --> 02:32:42.613]  In areas that had previously been deficient in iodine.
[02:32:42.813 --> 02:32:44.993]  Bottom line, iodine is important.
[02:32:45.233 --> 02:32:45.854]  Unbound.
[02:32:46.034 --> 02:32:46.554]  Clean.
[02:32:46.834 --> 02:32:47.854]  In a glycerin base.
[02:32:48.174 --> 02:32:51.535]  Nascent iodine was the answer for myself and my family.
[02:32:51.675 --> 02:32:56.896]  You will find Survival Shield Nascent Iodine exclusively at Infowarslife.com.
[02:32:57.116 --> 02:33:01.917]  Infowarslife Survival Shield Nascent Iodine isn't just for emergencies.
[02:33:02.217 --> 02:33:03.258]  I take it every day.
[02:33:03.398 --> 02:33:05.318]  That's Infowarslife.com.
[02:33:05.418 --> 02:33:06.258]  Or call toll free 888-253-3139.
[02:33:10.128 --> 02:33:10.588]  You got it.
[02:33:10.628 --> 02:33:17.072]  This transmission is coming to you.
[02:33:17.132 --> 02:33:19.233]  Waging war on corruption.
[02:33:20.634 --> 02:33:27.178]  It's Alex Jones, coming to you live from the front lines of the Infowar.
[02:33:39.813 --> 02:33:42.155]  Just on the front of knowing that we can win.
[02:33:44.717 --> 02:33:53.343]  With all of these different criminal actions throughout history, studying different regions, different empires, different nations, corrupt
[02:33:54.378 --> 02:34:05.782]  Combines, monopoly, fascist, socialist, communist, corporatist, as Mussolini called them, always operate from behind the scenes because what they're doing is a fraud.
[02:34:06.242 --> 02:34:10.723]  They always set up the same police states, the same spy networks, the same controlled economies.
[02:34:10.763 --> 02:34:12.144]  They always want to make the public poor.
[02:34:12.884 --> 02:34:14.825]  So that they can control them with chicken feed.
[02:34:15.246 --> 02:34:18.908]  Cloward and Piven from the 60s that the Democrats adopted.
[02:34:18.928 --> 02:34:22.350]  A public strategy to bankrupt America and put us all on welfare.
[02:34:22.831 --> 02:34:24.132]  So they can socially engineer us.
[02:34:24.172 --> 02:34:28.394]  That's just one modern example of that that people now know the definition of.
[02:34:28.434 --> 02:34:29.155]  So I talk about it.
[02:34:29.495 --> 02:34:31.436]  I talked about Cloward and Piven 15 years ago.
[02:34:31.456 --> 02:34:33.398]  Then Glenn Beck popularized it.
[02:34:33.438 --> 02:34:34.819]  So now people know what I'm talking about.
[02:34:35.139 --> 02:34:36.140]  So I've brought it back.
[02:34:36.460 --> 02:34:37.641]  But it's just one example.
[02:34:38.021 --> 02:34:41.323]  You read Roman Senate histories, which I've done.
[02:34:41.383 --> 02:34:42.404]  Incredibly interesting.
[02:34:43.284 --> 02:34:50.627]  Or you read books written by Julius Caesar or you read books written by British kings or by crown historians.
[02:34:51.187 --> 02:34:54.128]  It is jam-packed every page.
[02:34:54.608 --> 02:34:57.769]  It's not like reading science fiction or something where you read a whole book to read a battle.
[02:34:58.169 --> 02:35:05.191]  Every page is just chronicles of what was going on and how they paid off this group and how they manipulated that group and infighting inside this.
[02:35:05.631 --> 02:35:07.052]  The battle for humanity
[02:35:08.174 --> 02:35:17.379]  Has always been about the individuals organizing together in like-minded groups against criminals, psychopaths, control freaks organizing into their groups against us.
[02:35:19.281 --> 02:35:20.601]  And the globalists all know this.
[02:35:21.062 --> 02:35:28.286]  Carol Quigley and others in their books describe that once they get this new collectivist system, they're going to make it work this time because of science and technology.
[02:35:28.926 --> 02:35:36.591]  But all they're using that for now is to even game the system even more and insulate themselves from reality so that the crash will be that much worse.
[02:35:37.987 --> 02:35:38.848]  It's unsustainable.
[02:35:39.749 --> 02:35:44.973]  And so just as 60-something years ago, the media said there was no such thing as organized crime.
[02:35:45.314 --> 02:35:47.135]  It was a conspiracy theory in movies.
[02:35:48.577 --> 02:35:53.441]  The mafia had been operating, different mafias, for a hundred years in this nation, different mafias.
[02:35:54.742 --> 02:36:00.047]  Mafia means our thing, or you know, the family, or La Cosa Nostra.
[02:36:01.628 --> 02:36:04.191]  But once they had to admit it was real,
[02:36:06.247 --> 02:36:11.412]  Once it came out, then everyone was like, well, of course it was always real, and a lot of it could be, quote, tackled.
[02:36:12.333 --> 02:36:14.095]  And it's the same thing with the Federal Reserve.
[02:36:14.635 --> 02:36:17.879]  If you look at the Federal Reserve, folks, it's Bugsy Siegel, all those folks.
[02:36:17.999 --> 02:36:23.264]  It's all these big powerful combines and elites.
[02:36:24.085 --> 02:36:26.187]  The Kennedys were involved, so many other groups.
[02:36:27.398 --> 02:36:28.859]  And of course, Kennedy later was going to get rid of it.
[02:36:29.299 --> 02:36:32.722]  All the big Eastern establishment was involved in it.
[02:36:33.423 --> 02:36:35.804]  They met at Jekyll Island with J.P.
[02:36:35.824 --> 02:36:37.205]  Morgan and all of them in 1913.
[02:36:37.526 --> 02:36:38.786]  We know what happened.
[02:36:39.527 --> 02:36:45.011]  They even brag about it now, today, and have historians from the Fed basically admit what's happened.
[02:36:45.051 --> 02:36:46.372]  So, here's the big news.
[02:36:48.354 --> 02:36:52.116]  The John Birch Society, New American Magazine, other liberty groups, the last 60 years,
[02:36:54.028 --> 02:36:56.190]  Tirelessly exposed what was being shut up.
[02:36:57.231 --> 02:37:02.755]  Barry Goldwater said the Trilateral Commission was shut up to overtake the government with corporate interests and overthrow our republic.
[02:37:02.795 --> 02:37:03.556]  That's now happening.
[02:37:04.713 --> 02:37:09.134]  And so now they've gone from being able to deny it even existed.
[02:37:09.314 --> 02:37:19.916]  I remember hearing Rush Limbaugh in the 80s, late 80s, or maybe 1990 or so, when he first got on air, when I heard him and Austin say, there's no such thing as the CFR.
[02:37:20.396 --> 02:37:22.697]  Then later he said, oh, the CFR runs nothing.
[02:37:22.957 --> 02:37:25.657]  And that's because if you talk about it, you'd have your show removed.
[02:37:26.017 --> 02:37:32.999]  I was offered big national syndication deals, but I was told no Federal Reserve, no CFR, no black helicopters, no New World Order.
[02:37:34.591 --> 02:37:36.173]  Okay, so this is how this works.
[02:37:36.654 --> 02:37:37.976]  Mancow Muller, same deal.
[02:37:38.617 --> 02:37:39.358]  He said that on air.
[02:37:39.398 --> 02:37:41.742]  I mean, they literally tell you this.
[02:37:42.202 --> 02:37:44.125]  So now it's admitted it exists.
[02:37:44.225 --> 02:37:46.249]  They admit world government's being set up.
[02:37:46.829 --> 02:37:48.312]  There's no more denial about it.
