[00:00:00.069 --> 00:00:00.509]  3-9.
[02:21:28.916 --> 02:21:32.879]  The Power Swabs 5 Minute Challenge is available by responding to this advertisement.
[02:21:33.039 --> 02:21:34.760]  If lines are busy, try again.
[02:21:34.981 --> 02:21:39.824]  Because the Power Swabs 5 Minute Challenge is exclusive, it's not available in drugstores.
[02:21:40.024 --> 02:21:46.149]  Power Swabs was formulated by Dr. Martin Ginegar and whitens teeth with a patented tooth detergent and whitening agent.
[02:21:46.289 --> 02:21:51.112]  It's so effective, we challenge you to try it for 5 minutes to see how white your smile could be.
[02:21:51.393 --> 02:21:52.293]  Get it risk-free.
[02:21:52.353 --> 02:21:52.634]  Dial 1-800-281-6805.
[02:21:52.654 --> 02:21:52.914]  That's 1-800-281-6805.
[02:21:58.678 --> 02:22:03.243]  Transform your smile into a wow, you look great smile.
[02:22:03.363 --> 02:22:05.625]  Dial 1-800-281-6805.
[02:22:05.805 --> 02:22:07.306]  That's 1-800-281-6805.
[02:22:08.307 --> 02:22:14.193]  For all our loyal listeners, Calvin's Soap Company is proud to offer a month-long Labor Day Sale.
[02:22:14.333 --> 02:22:19.678]  Get the Superstar 1200 Collection, 65 pounds of bars, laundry, dish soap, and shampoo.
[02:22:19.819 --> 02:22:23.222]  Ship freight-free to the lower 48 at 5starsoap.com.
[02:22:23.502 --> 02:22:27.808]  Or enter to win the same Superstar 1200 Collection at GCNLive.com.
[02:22:27.868 --> 02:22:32.734]  The Superstar 1200 Collection is estimated to last up to 2 years and save up to $1,000.
[02:22:33.174 --> 02:22:35.697]  Sale and contest ends September 30th.
[02:22:35.818 --> 02:22:37.760]  Happiness is 5StarsSoap.com.
[02:22:39.443 --> 02:22:44.386]  My Magic Mud is a tooth whitening powder that removes plaque and detoxifies your mouth.
[02:22:44.867 --> 02:22:49.490]  It's safe for your enamel, giving you a beautiful polish and a dentist-like clean after every use.
[02:22:49.910 --> 02:22:53.753]  My Magic Mud is also the perfect remedy for pain caused by sensitivity.
[02:22:54.153 --> 02:22:57.335]  It strengthens your teeth and gums for a strong, healthy smile.
[02:22:57.596 --> 02:23:00.838]  The ingredients are 100% natural and it's safe for children.
[02:23:01.098 --> 02:23:05.161]  Simply brush with My Magic Mud right before bedtime for a cleaning you can count on.
[02:23:05.181 --> 02:23:07.683]  Visit MyMagicMud.com.
[02:23:08.351 --> 02:23:09.371]  Attention all listeners.
[02:23:09.511 --> 02:23:12.613]  Are you ready for a free stock market webinar with PillsGang.com?
[02:23:12.753 --> 02:23:17.975]  Join us September 13th at 12 noon Eastern for this live PillsGang.com free webinar, valued at $75.
[02:23:18.235 --> 02:23:24.497]  You'll learn how to protect your principal in this Federal Reserve controlled low interest rate market by identifying moves before they happen.
[02:23:24.677 --> 02:23:27.378]  To register, simply go to LearnStocksForFree.com.
[02:23:27.518 --> 02:23:28.539]  LearnStocksForFree.com.
[02:23:28.679 --> 02:23:28.939]  Or call 877-642-64.
[02:23:28.959 --> 02:23:29.239]  Promo code GCN.
[02:23:29.259 --> 02:23:29.299]  877-642-64.
[02:23:29.319 --> 02:23:29.879]  Promo code GCN.
[02:23:38.090 --> 02:23:38.910]  This is an alert.
[02:23:39.171 --> 02:23:43.152]  If your business or church is building this year, you're about to pay more than you should.
[02:23:43.272 --> 02:23:47.354]  This could mean thousands of dollars more for your office, retail space, church, or warehouse.
[02:23:47.474 --> 02:23:52.777]  A General Steel building can save you as much as half the cost and time of similar conventional construction.
[02:23:52.857 --> 02:23:56.278]  And we're offering rebates of up to $20,000 to help you build today.
[02:23:56.398 --> 02:23:59.419]  Call General Steel for free information that could save you thousands.
[02:23:59.600 --> 02:24:00.000]  Call 866-91-STEEL.
[02:24:00.020 --> 02:24:00.300]  866-91-STEEL.
[02:24:00.320 --> 02:24:00.640]  That's 866-917-8335.
[02:24:17.992 --> 02:24:19.834]  Government's a gang with a flag.
[02:24:19.935 --> 02:24:20.976]  I forget who said that.
[02:24:21.356 --> 02:24:22.778]  I bet Lou Rockwell can remind me.
[02:24:23.218 --> 02:24:24.460]  Alex Jones here back live.
[02:24:27.743 --> 02:24:30.727]  But more and more we see that our government is degenerating.
[02:24:34.734 --> 02:24:46.316]  And as you get a big unaccountable government, it becomes like an ecosystem or a coral reef where all these corrupt psychopathic eels and mercenaries and control freaks can hide and feed on people.
[02:24:49.397 --> 02:24:52.237]  That's the kind of civilization that we're becoming.
[02:24:53.417 --> 02:24:54.537]  We lost his Skype feed.
[02:24:54.557 --> 02:24:56.318]  We're going to reconnect with Lew Rockwell right now.
[02:24:57.438 --> 02:25:02.999]  But I wanted to get his view on the state of the empire, the state of government worldwide.
[02:25:04.372 --> 02:25:07.813]  And talk about his new book as well, Against the State.
[02:25:08.473 --> 02:25:10.734]  Because here's the deal, we know big government doesn't work.
[02:25:11.815 --> 02:25:14.816]  And we know the bigger it gets, the more peril everyone is in.
[02:25:17.497 --> 02:25:26.660]  And the whole basic mission of Infowars.com and what we do here is to get back to principles that we know work.
[02:25:28.712 --> 02:25:37.379]  But we can't even get to basic American principles, much less libertarian principles, as we're being drug at light speed towards total statism.
[02:25:38.881 --> 02:25:49.830]  Lew Rockwell, I wanted to ask you, as kind of one of the grand poobahs of libertarian thinking, who was it that said the state is a gang with a flag?
[02:25:51.404 --> 02:25:54.165]  Alex, I wish that had been I. I frankly don't know.
[02:25:54.245 --> 02:25:55.146]  It certainly is true.
[02:25:56.467 --> 02:25:58.087]  The state is a criminal gang.
[02:25:58.648 --> 02:26:01.669]  And we can think of war as just being government.
[02:26:02.329 --> 02:26:09.893]  Because everything the government does overseas in terms of wars, on a mass scale, it does on a slightly smaller scale to us at home.
[02:26:10.553 --> 02:26:19.498]  It's got its guns, it's putting guns at us all the time, it's ordering us to do things or otherwise they're going to put us in a cage or they'll kill us and they want to grab our money.
[02:26:20.799 --> 02:26:26.242]  They get to decide how much of our money that we earn, they get to take.
[02:26:26.702 --> 02:26:33.205]  It's like the Mafia, although I hate to compare the government to the Mafia, the Mafia is of course a much better... So what is the state of the world right now then?
[02:26:33.265 --> 02:26:35.767]  I mean, for Team Liberty versus Team Tyranny?
[02:26:36.519 --> 02:26:40.461]  Well, you know, since all of human history, this has been a fight that's gone on.
[02:26:41.562 --> 02:26:44.584]  I think it's actually many good things happening all over the world.
[02:26:44.644 --> 02:26:46.605]  You mentioned the rejection of the dollar.
[02:26:47.026 --> 02:26:51.848]  One of the key aspects of the American empire has been forcing other countries to use the dollar.
[02:26:52.609 --> 02:26:56.852]  All the oil producing countries to price their oil in dollars.
[02:26:57.372 --> 02:27:00.314]  Typically, if countries have not wanted to do that, they get bombed.
[02:27:01.755 --> 02:27:04.658]  Saddam Hussein and, you know, many, many other people.
[02:27:06.100 --> 02:27:09.844]  Saddam Hussein, the great promoter and protector of Christians, by the way, in Iraq.
[02:27:11.265 --> 02:27:15.370]  But nobody cared about getting rid of him and allowing the Christians to all be massacred.
[02:27:15.910 --> 02:27:18.913]  So this is, you know, this is the way government operates.
[02:27:19.614 --> 02:27:20.915]  And I think there's
[02:27:21.556 --> 02:27:23.557]  I think there's a lot of interest in freedom.
[02:27:23.577 --> 02:27:30.481]  I think it's a tremendous thing that apparently the people of Scotland, my fingers crossed, are going to vote for independence from England.
[02:27:31.761 --> 02:27:33.182]  That would be a very, very good thing.
[02:27:34.122 --> 02:27:39.645]  Anything, any secession, any decentralization, any place in the world is good for the cause of liberty.
[02:27:39.665 --> 02:27:48.770]  And I think young people all over the world, think of all the young people who listen to your show, young people are realizing that the government has really worked them over.
[02:27:49.430 --> 02:27:53.494]  Here they are, a lot of times graduating from college with a degree that doesn't do them any good.
[02:27:53.855 --> 02:27:55.136]  They've got a vast debt.
[02:27:55.596 --> 02:27:57.698]  They're worried about being able to get a job.
[02:27:58.379 --> 02:27:59.980]  Maybe they're having to live with their parents.
[02:28:00.381 --> 02:28:02.583]  They're all realizing that things are wrong.
[02:28:02.623 --> 02:28:03.664]  Things have gone wrong.
[02:28:04.485 --> 02:28:09.910]  And again, we live under the biggest, richest, most powerful government in the history of the world by many magnitudes.
[02:28:10.310 --> 02:28:10.710]  The U.S.
[02:28:10.730 --> 02:28:11.110]  government.
[02:28:11.370 --> 02:28:13.711]  But it's also the biggest bureaucracy ever to exist.
[02:28:14.011 --> 02:28:15.531]  And bureaucracy is inefficient.
[02:28:15.811 --> 02:28:19.072]  Bureaucracy has got many, many problems in operation.
[02:28:19.612 --> 02:28:22.892]  So I think the government is a lot less strong than it would have us believe.
[02:28:22.912 --> 02:28:29.373]  That's why they're announcing to us that they're listening to all our phone calls and emails and this radio show.
[02:28:29.774 --> 02:28:30.734]  Too high NSA.
[02:28:31.374 --> 02:28:35.715]  And it's why they are stepping up the taxes.
[02:28:35.735 --> 02:28:37.355]  It's why they're stepping up their wars.
[02:28:38.255 --> 02:28:41.056]  But I think because people are not believing the government.
[02:28:41.157 --> 02:28:44.498]  People don't want this war against ISIS.
[02:28:44.958 --> 02:28:49.981]  It's why these beheading videos have been put on in order to promote the war and get Americans to go along with it.
[02:28:50.281 --> 02:28:58.645]  Americans, as you pointed out, thanks to you and others of us who didn't want the war against Syria, Obama was not able to launch that war.
[02:28:59.105 --> 02:29:04.747]  Now, of course, they're trying the ISIS thing and they claim, well, don't worry, there are not going to be American troops on the ground.
[02:29:04.767 --> 02:29:07.308]  We're just going to bomb everybody from the air.
[02:29:07.348 --> 02:29:10.410]  Well, that, you know, it's a funny thing about people in other countries.
[02:29:10.790 --> 02:29:12.410]  They don't like being bombed.
[02:29:13.111 --> 02:29:14.911]  Iraq has been bombed by the U.S.
[02:29:14.951 --> 02:29:15.131]  since 1991.
[02:29:18.836 --> 02:29:21.338]  So do people turn into what they call terrorists?
[02:29:21.658 --> 02:29:23.599]  Although terrorism, of course, is simply war.
[02:29:23.999 --> 02:29:25.800]  It's war by a non-state entity.
[02:29:26.621 --> 02:29:29.043]  It's the same sort of tactics as governments use.
[02:29:29.323 --> 02:29:29.963]  They call it war.
[02:29:29.983 --> 02:29:30.884]  They wear uniforms.
[02:29:30.924 --> 02:29:32.205]  They have their flags, as you say.
[02:29:32.225 --> 02:29:33.205]  They have their medals.
[02:29:33.906 --> 02:29:34.786]  They're patriotic.
[02:29:34.806 --> 02:29:35.487]  They're wonderful.
[02:29:35.767 --> 02:29:41.030]  We should all salute them and give them our seats in the airport and so forth.
[02:29:41.791 --> 02:29:43.832]  But really, terrorists are exactly the same.
[02:29:43.852 --> 02:29:45.033]  Maybe they don't wear a uniform.
[02:29:45.533 --> 02:29:47.674]  But they, uh, terrorism is war.
[02:29:48.395 --> 02:29:56.700]  Um, again by a non-government like ISIS or... Well, yeah, real terrorism is funding Al-Qaeda and then acting like a hero and making our troops go fight them.
[02:29:56.920 --> 02:29:57.960]  Lou Rockwell's our guest.
[02:29:57.980 --> 02:29:58.441]  Stay with us.
[02:29:58.461 --> 02:29:58.881]  We'll be back.
[02:29:59.381 --> 02:30:00.282]  We're on the march.
[02:30:00.762 --> 02:30:01.742]  The empire's on the run.
[02:30:01.762 --> 02:30:05.144]  We're gonna talk about, uh... Alex Jones and the GCN Radio Network.
[02:30:05.325 --> 02:30:05.845]  Stop and seize.
[02:30:05.865 --> 02:30:09.087]  Aggressive police take hundreds of millions of dollars for motorists not charged with crimes.
[02:30:10.862 --> 02:30:16.811]  I began to get into iodine a few years ago because it was helping me and my family so much get healthy and detoxify.
[02:30:17.011 --> 02:30:21.217]  Most people know that iodine deficiency has been a crisis around the world.
[02:30:21.598 --> 02:30:26.145]  Iodine is key to so many of the body's functions, especially the thyroid.
[02:30:26.545 --> 02:30:29.167]  I discovered a product being developed by Dr. Group.
[02:30:29.467 --> 02:30:34.649]  You now know it as Survival Shield True Nascent Iodine that your body can really absorb.
[02:30:34.930 --> 02:30:41.793]  Then, about a year ago, he said, listen, if you think this is powerful, I'm going to come out with rare earth, deep earth crystals.
[02:30:42.314 --> 02:30:46.076]  And the results that I personally have had have been life-changing.
[02:30:46.436 --> 02:30:51.218]  Nobody else has got iodine based on these pure crystals, ladies and gentlemen.
[02:30:51.558 --> 02:30:52.399]  This is innovating.
[02:30:52.679 --> 02:30:59.982]  And the best part is, it helps fund InfoWars.com, the radio show, the TV show, the whole media operation promoting true libertarian ideas.
[02:31:00.162 --> 02:31:04.243]  For a limited time, experience the ancient power of Survival Shield X2.
[02:31:04.423 --> 02:31:09.585]  Take advantage of this unprecedented 30% off super detox special at InfoWarsLive.com.
[02:31:11.036 --> 02:31:12.117]  Open your eyes.
[02:31:12.537 --> 02:31:15.479]  It's time to give your eyes a powerful nutritional boost.
[02:31:15.979 --> 02:31:22.123]  Sight is the primary input to the brain, arguably making eyesight the most important sense we have.
[02:31:22.444 --> 02:31:30.409]  And just like the other important organs in our bodies, our eyes function at peak levels when they are fed the proper amounts of essential nutrition.
[02:31:30.789 --> 02:31:31.911]  Open your eyes!
[02:31:32.191 --> 02:31:47.192]  Combining key ingredients like vitamin A, zinc, lutein, proprietary saffron bulb extracts and more, Occupower by Infowars Life is the new formulation specifically designed to nutritionally assist the natural function of healthy eyes.
[02:31:47.752 --> 02:31:55.279]  Optimize the natural power of your eyes with the latest addition to the super high quality InfoWars Live formulations, Occupower.
[02:31:55.539 --> 02:32:00.764]  Go to InfoWarsLive.com or InfoWarsStore.com to order Occupower.
[02:32:01.044 --> 02:32:01.445]  Or call 1-888-253-3139.
[02:32:01.545 --> 02:32:01.965]  Occupower.
[02:32:01.985 --> 02:32:02.746]  Open your eyes.
[02:32:10.549 --> 02:32:14.050]  The government's Department of Homeland Security is buying up loads of ammo.
[02:32:14.190 --> 02:32:18.171]  At the same time, they're restricting civilians' rights to own and purchase firearms.
[02:32:18.471 --> 02:32:19.931]  Can you put two and two together?
[02:32:20.251 --> 02:32:27.853]  Infidel Body Armor can stop every round, including hollow points and .308 sniper rounds, is reasonably priced, and fully legal.
[02:32:28.113 --> 02:32:28.954]  But for how long?
[02:32:29.254 --> 02:32:35.515]  Go to InfidelBodyArmor.com, spelled I-N-F-I-D-E-L BodyArmor.com.
[02:32:35.895 --> 02:32:38.696]  Infidel Body Armor just won't quit.
[02:32:40.717 --> 02:32:47.599]  I'm David Hall, founder of Diamond Gusset, where we are proud of our 100% grown and sewn American-made jeans.
[02:32:47.979 --> 02:32:55.302]  Whether you're out for dinner, working on the farm, or on the road, Diamond Gusset Jeans offers a full spectrum of style and sizes for any occasion.
[02:32:55.902 --> 02:33:00.423]  Our loyal customers enable us to continue sponsoring Liberty Media outlets.
[02:33:01.423 --> 02:33:06.245]  Use promo code FREEDOM to receive a 15% discount at gusset.com.
[02:33:06.805 --> 02:33:09.726]  In Liberty, David Hall, Diamond Gusset Jeans Company.
[02:33:21.894 --> 02:33:25.817]  You are listening to an InfoWars.com Frontline Report.
[02:33:26.318 --> 02:33:27.799]  It's Alex Jones.
[02:33:30.041 --> 02:33:36.426]  I want to get a little bit more into war with Lew Rockwell, then some other issues, and then we're going to go to your phone calls.
[02:33:36.446 --> 02:33:38.788]  I also want to talk to you about his new book that's coming out.
[02:33:38.808 --> 02:33:39.629]  I definitely want to read it.
[02:33:39.649 --> 02:33:41.030]  I've read some of his other works.
[02:33:41.050 --> 02:33:41.630]  They're excellent.
[02:33:44.673 --> 02:33:45.934]  But before we go any further,
[02:33:48.934 --> 02:33:54.116]  Both of my grandfathers were in World War II, as a lot of people's grandparents were, great-grandparents.
[02:33:54.896 --> 02:33:56.437]  Most of that generation is gone now.
[02:33:57.857 --> 02:34:02.419]  And Hitler was obviously a bad guy.
[02:34:02.499 --> 02:34:03.659]  He was attacking people.
[02:34:03.739 --> 02:34:05.160]  He was going to try to take over the world.
[02:34:06.448 --> 02:34:22.696]  The problem is, it's just like it's happening now, it's historical fact that the robber barons, there's New York Times best-selling Pulitzer Prize winning books, Shearer's Rise and Fall of the Third Reich, IBM and the Holocaust, I mean, it goes on and on, that U.S.
[02:34:22.756 --> 02:34:34.362]  and British companies literally helped put him in power, promote his eugenics ideology, he was in Time Magazine, he was in gardening magazines,
[02:34:35.322 --> 02:34:36.343]  I'm making a documentary about it.
[02:34:36.363 --> 02:34:39.486]  We've actually sent off and bought the original magazines on store shelves.
[02:34:39.506 --> 02:34:47.713]  My grandfather, growing up in Dallas, my mom's dad, remembers they would play Hitler speeches on the big radio stations.
[02:34:49.754 --> 02:34:53.197]  WBAP, you name it, and translate it into English like it was wonderful.
[02:34:53.558 --> 02:34:54.819]  It's a big German community up there.
[02:34:54.839 --> 02:34:56.160]  My grandfather's German, was German.
[02:34:56.821 --> 02:34:59.883]  I mean, an American, been here for a long time, but German roots.
[02:35:01.665 --> 02:35:01.805]  And
[02:35:03.772 --> 02:35:06.914]  His dad could speak German and didn't have to hear the translation.
[02:35:07.134 --> 02:35:11.617]  I mean, Adolf Hitler was on the radio in America as a rock star.
[02:35:12.317 --> 02:35:14.979]  Folks don't know that, because people don't know their history.
[02:35:15.639 --> 02:35:16.420]  So it's the same thing.
[02:35:16.500 --> 02:35:18.941]  Create Al Qaeda, fund them, sponsor them, give them weapons.
[02:35:19.302 --> 02:35:29.028]  It's in AFP today that our government and the Saudis armed them with anti-tank missiles, M16s, Made in USA is the headline from AFP.
[02:35:30.828 --> 02:35:34.430]  So I get Rand Paul saying, yeah, they're running all over the Middle East killing everybody.
[02:35:34.690 --> 02:35:35.491]  We need to stop them.
[02:35:37.372 --> 02:35:39.373]  But it's the oxymoron.
[02:35:39.593 --> 02:35:44.316]  Our government turned them loose to kill hundreds of thousands in Syria.
[02:35:45.016 --> 02:35:46.317]  Now they've run back over.
[02:35:47.878 --> 02:35:51.100]  They are, of all the unsavory killers out there, some of the most nasty.
[02:35:52.051 --> 02:35:54.732]  And so I want to stop them, but it doesn't matter.
[02:35:54.752 --> 02:35:56.012]  It's always turned to evil.
[02:35:56.032 --> 02:35:56.752]  So the same thing.
[02:35:57.132 --> 02:35:58.653]  Should we have then fought Hitler?
[02:35:59.053 --> 02:36:02.214]  I understand that we helped create him, then knock him down.
[02:36:03.474 --> 02:36:05.995]  It's the same thing here, but here we know it's premeditated.
[02:36:06.055 --> 02:36:14.817]  So how do you deal with that being anti-war when, okay, we created ISIS, but at the same time, I don't think Obama even wants to bomb them.
[02:36:14.918 --> 02:36:16.018]  I think public pressure
[02:36:16.678 --> 02:36:21.259]  Because we now know what ISIS is doing, and then so you got the arms dealers are happy to do it.
[02:36:21.559 --> 02:36:22.840]  I mean, it's a complex issue.
[02:36:23.120 --> 02:36:26.961]  I understand your moral stance, but how do you tackle the World War II argument?
[02:36:27.061 --> 02:36:30.702]  Well, you know, first of all, when you talk about somebody running around the world killing people, how about the U.S.
[02:36:30.742 --> 02:36:31.162]  government?
[02:36:31.382 --> 02:36:31.562]  I agree.
[02:36:31.602 --> 02:36:32.222]  You know, the U.S.
[02:36:32.262 --> 02:36:34.483]  government killed probably a million people in Iraq.
[02:36:35.283 --> 02:36:37.264]  Since they went to war against Iraq.
[02:36:38.265 --> 02:36:41.067]  They make ISIS look like the Girl Scouts.
[02:36:41.687 --> 02:36:42.968]  So, you know, the U.S.
[02:36:43.028 --> 02:36:48.251]  government has killed millions and millions of people in its career of killing and depredation.
[02:36:49.712 --> 02:36:51.032]  Hitler, of course, was a monster.
[02:36:52.133 --> 02:36:58.457]  So then Roosevelt had us hook up with his pal Stalin, who was every bit as much of a monster, probably killed more people than Hitler killed.
[02:36:58.917 --> 02:37:00.417]  How many did he kill in Ukraine?
[02:37:00.578 --> 02:37:02.018]  This still has effects today.
[02:37:02.038 --> 02:37:04.019]  8, 10, 12 million people?
[02:37:04.239 --> 02:37:04.859]  We don't know.
[02:37:04.919 --> 02:37:09.620]  But it was a horrific, horrific massacre in Ukraine that Stalin pulled out.
[02:37:10.780 --> 02:37:21.724]  The Ex-Im Bank is in the news right now, the Export-Import Bank, was founded by Franklin Roosevelt when he became president in 1933, specifically to fund trade and to boost the Soviet Union.
[02:37:23.984 --> 02:37:25.905]  Go back and read Wikipedia or whatever.
[02:37:26.126 --> 02:37:31.069]  This was the purpose of the Ex-Im Bank.
[02:37:31.389 --> 02:37:36.392]  Roosevelt saw World War II as the war to make the world safe for communism.
[02:37:36.932 --> 02:37:39.694]  So the U.S.
[02:37:40.034 --> 02:37:42.335]  hooked up with one monster to fight another monster.
[02:37:43.436 --> 02:37:50.400]  No, I had a brother who was killed in World War II, and of course many, many Americans died in World War II.
[02:37:52.794 --> 02:38:01.380]  You know, is it... No, I think there were ways to avoid that as well as ways to avoid the other wars.
[02:38:01.440 --> 02:38:04.362]  I don't think war... Well, yes, it's just like World War I!
[02:38:04.822 --> 02:38:07.704]  No, and of course, World War II was part two of World War I. Yeah.
[02:38:07.844 --> 02:38:10.946]  This was one long war, and what the U.S.
[02:38:10.986 --> 02:38:16.048]  helped do to the German people had very bad effects later on.
[02:38:16.989 --> 02:38:22.232]  The rise of Hitler to power, among other things, because of the starvation blockade that Britain and the U.S.
[02:38:23.112 --> 02:38:26.414]  put on Germany, kept on long after, by the way, the war was over.
[02:38:26.954 --> 02:38:35.757]  Another 600,000 German civilians killed in the hunger blockade, trying to make them, force them to accept the Treaty of Versailles, which was a disaster in Europe.
[02:38:36.137 --> 02:38:38.378]  It was a disaster in the Middle East.
[02:38:38.978 --> 02:38:45.400]  This is what, you know, that's where we get Iraq and Syria and all these countries were created as a result of the
[02:38:45.640 --> 02:39:00.536]  That's why it's great that you're such a historian, not just an economist and writer, because you know this, the establishment knows this, the public doesn't know it, that World War I came into World War II, and then sort of everything after that, and you're right, it just never turns out good in the end.
[02:39:01.937 --> 02:39:03.018]  We can't trust them, Alex.
[02:39:03.478 --> 02:39:04.758]  We can't trust the government.
[02:39:05.038 --> 02:39:06.979]  So there's always war propaganda.
[02:39:07.659 --> 02:39:08.840]  The Russians are going to get us.
[02:39:09.140 --> 02:39:10.440]  The Southerners are going to get us.
[02:39:10.960 --> 02:39:12.661]  The Spanish are going to get us.
[02:39:12.681 --> 02:39:13.661]  The Mexicans are going to get us.
[02:39:13.681 --> 02:39:20.684]  There's always some bad guy over the next hill that you've got to give all power and devotion to the government so they can go and kill people.
[02:39:21.124 --> 02:39:22.624]  Well, you know, there's something wrong with that.
[02:39:22.664 --> 02:39:27.346]  If we just think of the basic libertarian principle, that it's never morally
[02:39:27.626 --> 02:39:29.108]  Well, Lew, two weeks ago...
[02:39:53.610 --> 02:39:54.930]  The vast sums of money.
[02:39:55.070 --> 02:39:55.270]  Yeah.
[02:39:55.791 --> 02:40:02.132]  Two weeks ago, they tried to float the idea that if we'd have taken out Assad, ISIS wouldn't have this foothold.
[02:40:02.632 --> 02:40:03.773]  We need to take Assad out.
[02:40:03.833 --> 02:40:05.633]  Now, nobody bought that, so they backed off.
[02:40:06.333 --> 02:40:09.194]  A pro-Christian ruler, by the way, Assad.
[02:40:09.514 --> 02:40:19.997]  You know, there have been Christian communities in Iraq and Syria since the time of the apostles, and they've been successful there under the Ottoman Empire, under all kinds of invasions.
[02:40:20.277 --> 02:40:21.457]  They never were harmed.
[02:40:21.977 --> 02:40:24.378]  Now they've all been destroyed ever since the U.S.
[02:40:24.398 --> 02:40:27.140]  invaded Iraq, and now it's making war on Syria.
[02:40:27.580 --> 02:40:35.485]  So, you know, again, just all you can think, folks, is assume the government is always lying to you.
[02:40:35.545 --> 02:40:36.905]  Maybe you don't know what the truth is.
[02:40:37.185 --> 02:40:39.267]  You have to do a little investigation to see the truth.
[02:40:39.287 --> 02:40:40.327]  Let me ask you that question.
[02:40:40.347 --> 02:40:41.548]  You're all a bunch of liars.
[02:40:41.568 --> 02:40:42.528]  Let me ask you a question.
[02:40:45.857 --> 02:40:46.278]  And the U.N.
[02:40:46.318 --> 02:40:49.222]  even admits this, that persecution of Christians is up everywhere, peaceful ones.
[02:40:49.842 --> 02:40:50.844]  Why is the U.S.
[02:40:50.864 --> 02:40:56.010]  government, in every case I've seen, on the side of radicals to kill Christians?
[02:40:56.191 --> 02:41:01.377]  Our government will bend over backwards, especially under Obama, to exterminate Christian minorities.
[02:41:01.578 --> 02:41:02.259]  What is going on?
[02:41:02.830 --> 02:41:03.851]  Well, the U.S.
[02:41:03.871 --> 02:41:05.472]  government, of course, hates Christianity.
[02:41:07.013 --> 02:41:16.259]  The government hates the idea that people are loyal to, and feel themselves responsible to, an entity that is God above the government.
[02:41:16.859 --> 02:41:24.124]  You know, they look back, I think all governments look back on, say, the ancient Egyptians, that was the great thing, when the government actually was God.
[02:41:24.924 --> 02:41:26.546]  That's the way they'd like us to feel today.
[02:41:26.586 --> 02:41:27.767]  They're jealous of religion.
[02:41:28.107 --> 02:41:29.448]  They want to take over religion.
[02:41:31.290 --> 02:41:32.491]  They don't mind killing Christians.
[02:41:33.372 --> 02:41:34.553]  They don't mind killing Muslims.
[02:41:34.593 --> 02:41:36.214]  Muslims have a right to life, too, by the way.
[02:41:36.234 --> 02:41:37.115]  It's not just Christians.
[02:41:37.615 --> 02:41:44.361]  Buddhists, Hindus, everybody has a right to life, no matter... Jewish people, whatever their religion, they have a right to life.
[02:41:44.662 --> 02:41:46.083]  They have a right not to be murdered.
[02:41:46.743 --> 02:41:47.204]  But the U.S.
[02:41:47.244 --> 02:41:48.845]  government is murder incorporated.
[02:41:48.865 --> 02:41:50.466]  It kills people all over the world.
[02:41:50.946 --> 02:41:53.268]  Again, vast amounts of money being made out of this.
[02:41:53.468 --> 02:41:55.229]  You can't believe anything they say.
[02:41:55.649 --> 02:42:01.573]  So when they have this new bogeyman ISIS, you can just pretty much ignore what they have to say.
[02:42:01.813 --> 02:42:06.797]  You can certainly hope, pray that bad things don't happen to people in Iraq.
[02:42:07.117 --> 02:42:07.697]  But the U.S.
[02:42:07.737 --> 02:42:10.239]  government has murdered so many people in Iraq.
[02:42:10.379 --> 02:42:11.920]  We're really supposed to trust the U.S.?
[02:42:12.220 --> 02:42:14.022]  Certainly the Iraqis don't trust the U.S.
[02:42:14.042 --> 02:42:15.703]  Well, that's my point is that
[02:42:16.863 --> 02:42:18.144]  It's just the oxymoron.
[02:42:18.164 --> 02:42:19.846]  It makes my head hurt when I think about it.
[02:42:19.906 --> 02:42:20.527]  The paradox.
[02:42:21.367 --> 02:42:26.733]  Our government helped create and fund these monsters to do in Syria what they're doing in Iraq.
[02:42:27.987 --> 02:42:31.409]  And then now we're supposed to go bomb them, but that'll be fake.
[02:42:31.429 --> 02:42:34.271]  They'll probably end up bombing Assad or something.
[02:42:34.291 --> 02:42:38.633]  It's just such... They are going to, of course, they are going to attempt to overthrow Assad.
[02:42:39.033 --> 02:42:39.974]  That's absolutely true.
[02:42:40.654 --> 02:42:45.957]  You know, they're... Let's mind our own business.
[02:42:46.377 --> 02:42:47.218]  Who put the U.S.
[02:42:47.258 --> 02:42:48.739]  government in charge of the world?
[02:42:49.379 --> 02:42:51.362]  They're not God, even though they think they're God.
[02:42:52.423 --> 02:42:54.806]  That brings me to Ukraine.
[02:42:54.826 --> 02:42:57.028]  Why don't they get rid of the crime in Washington, D.C.?
[02:42:57.509 --> 02:43:02.955]  How about stopping the militarized cops in Ferguson and all the rest of America?
[02:43:03.636 --> 02:43:08.321]  I noticed that some of the supplies now going to the militarized cops include bayonets.
[02:43:09.102 --> 02:43:09.782]  So that'll be nice.
[02:43:09.802 --> 02:43:11.783]  They'll be out there with a bayonet to stab you.
[02:43:12.644 --> 02:43:14.605]  And we're supposed to think, of course, that's much better.
[02:43:14.645 --> 02:43:18.807]  That's law enforcement, unlike those horrible guys, ISIS, with their knives.
[02:43:19.487 --> 02:43:22.488]  So concentrate on what's happening to us here at home.
[02:43:22.929 --> 02:43:24.889]  Stop attacking people in other countries.
[02:43:25.290 --> 02:43:26.370]  Mind our own business.
[02:43:26.730 --> 02:43:28.251]  It's quite enough to mind our own business.
