[00:00:00.009 --> 00:00:00.770]  We're good to go.
[03:44:36.661 --> 03:44:38.302]  This audience has nothing to be ashamed of.
[03:44:38.322 --> 03:44:40.824]  We have nothing to be afraid of.
[03:44:41.244 --> 03:44:42.365]  We will be victorious.
[03:44:42.405 --> 03:44:43.286]  We carried it out!
[03:44:43.826 --> 03:44:44.186]  That's right.
[03:44:44.486 --> 03:44:44.787]  That's it.
[03:44:45.652 --> 03:44:47.052]  Mission, mission.
[03:44:47.092 --> 03:44:52.954]  I mean, look, the mission is accomplished when either we save the country or they decommission.
[03:44:52.974 --> 03:44:55.354]  But in front of God, we do it right then.
[03:44:56.214 --> 03:44:58.095]  The only audience I ever have, my one, is God.
[03:44:58.775 --> 03:44:59.735]  I never talk to the audience.
[03:44:59.775 --> 03:45:00.335]  I love the audience.
[03:45:00.355 --> 03:45:02.175]  I love you guys, but I never talk in the audience.
[03:45:02.696 --> 03:45:04.856]  I'm like in front of God every day on air.
[03:45:04.876 --> 03:45:06.236]  I have one fucking viewer.
[03:45:06.256 --> 03:45:07.137]  It's God.
[03:45:07.157 --> 03:45:09.357]  Does that make sense?
[03:45:10.478 --> 03:45:10.558]  Yep.
[03:45:10.578 --> 03:45:12.301]  That's why you gotta... No, finish your point.
[03:45:12.342 --> 03:45:12.822]  I was interrupting.
[03:45:13.003 --> 03:45:13.464]  No, that's it.
[03:45:13.524 --> 03:45:14.025]  That's the point.
[03:45:14.265 --> 03:45:16.128]  They can decommission the Millennium Falcon.
[03:45:16.289 --> 03:45:19.234]  It's kind of weird to shut this down because I don't think we're gonna be... I think it's over.
[03:45:19.895 --> 03:45:23.037]  Like, folks, two days, I've had to live here to stop him.
[03:45:23.277 --> 03:45:28.139]  I've had to literally convince police and shit, not to shut us down, and say, you don't have an order, like, don't do it.
[03:45:28.479 --> 03:45:29.360]  Like, this isn't going on.
[03:45:29.400 --> 03:45:29.840]  You guys are here.
[03:45:30.260 --> 03:45:33.222]  Like, people don't know, like, this is, I don't fucking hype you, man.
[03:45:33.562 --> 03:45:35.403]  I would never lie to you in a minute.
[03:45:35.463 --> 03:45:36.884]  This is going down.
[03:45:37.264 --> 03:45:43.027]  Well, yeah, Obi-Wan Kenobi could have battled Darth Vader for 10 million years, and he instead said, go ahead.
[03:45:43.567 --> 03:45:45.368]  I'll be more powerful than you can ever imagine.
[03:45:47.909 --> 03:45:49.290]  That's my guilt, though, because I've,
[03:45:50.538 --> 03:45:51.519]  I've decided to let him do it.
[03:45:52.360 --> 03:45:52.901]  But I haven't.
[03:45:53.521 --> 03:45:54.362]  I said I'm gonna do it.
[03:45:54.402 --> 03:45:55.804]  I can't fucking leave.
[03:45:56.505 --> 03:45:57.486]  Like, this is it, folks.
[03:45:57.526 --> 03:45:58.747]  This is the end of 30 years.
[03:45:58.787 --> 03:46:00.629]  This is the end of the fucking world.
[03:46:00.669 --> 03:46:06.236]  We did these fucking pieces of shit that fucking hate our families just because we're good people!
[03:46:07.298 --> 03:46:08.339]  That's the other thing.
[03:46:08.379 --> 03:46:11.384]  It's like, who doesn't want to be free and have prosperity?
[03:46:11.404 --> 03:46:12.245]  Who doesn't want energy?
[03:46:12.265 --> 03:46:14.728]  Yeah, I'm selling fucking ice cones to people in hell!
[03:46:15.269 --> 03:46:17.131]  Like, why won't you join us?
[03:46:17.512 --> 03:46:18.754]  Why are you scum?
[03:46:18.774 --> 03:46:20.115]  Because they're like, we're with the devil.
[03:46:20.136 --> 03:46:20.977]  That's why, motherfucker.
[03:46:22.062 --> 03:46:22.882]  So finish up, Owen.
[03:46:23.803 --> 03:46:24.463]  I can't shut down.
[03:46:24.483 --> 03:46:25.244]  We're going to 20 minutes.
[03:46:25.584 --> 03:46:26.804]  Because this is probably the last show ever.
[03:46:26.884 --> 03:46:27.405]  I can feel it.
[03:46:27.525 --> 03:46:27.945]  You see it.
[03:46:28.505 --> 03:46:29.926]  They fucking are ready to come in.
[03:46:29.946 --> 03:46:31.867]  It's just fucked up, man.
[03:46:32.847 --> 03:46:33.187]  We're here.
[03:46:33.227 --> 03:46:33.668]  We're right now.
[03:46:34.068 --> 03:46:36.389]  Because I could easily shut down right now, Owen.
[03:46:36.589 --> 03:46:39.210]  But when you drive away tonight, you're going to wish you said something.
[03:46:39.270 --> 03:46:42.572]  What do you want to say about your life and your family and who you are?
[03:46:42.592 --> 03:46:43.993]  And then Harrison Smith.
[03:46:44.013 --> 03:46:45.093]  Let's just keep going.
[03:46:45.373 --> 03:46:46.794]  Because they don't want this.
[03:46:46.814 --> 03:46:48.295]  This is the final moments, man.
[03:46:52.884 --> 03:46:56.566]  Well, I guess every day you wake up, you ask yourself, is America worth fighting for?
[03:46:56.686 --> 03:46:58.026]  Is freedom worth fighting for?
[03:46:58.266 --> 03:47:01.348]  And if your answer is yes, then the rest follows.
[03:47:01.368 --> 03:47:02.728]  I mean, that's it.
[03:47:03.769 --> 03:47:04.129]  That's it.
[03:47:04.169 --> 03:47:05.389]  That's why we do what we do here.
[03:47:05.529 --> 03:47:06.350]  That's why the crew's here.
[03:47:06.370 --> 03:47:07.070]  That's why you're here.
[03:47:10.572 --> 03:47:13.533]  Yeah, I don't even know if I... I mean, we're here at the end, brother.
[03:47:14.093 --> 03:47:15.214]  Like, literally, we're the Alamo.
[03:47:15.234 --> 03:47:17.675]  They're fucking, like, we're going down.
[03:47:27.526 --> 03:47:28.347]  And it's emblematic.
[03:47:29.308 --> 03:47:31.190]  This is the full communist assault right now.
[03:47:31.350 --> 03:47:33.293]  Like people need to know this is going down right now.
[03:47:33.713 --> 03:47:34.294]  This is happening.
[03:47:35.195 --> 03:47:41.082]  And we're here in defense of freedom in the whole West, literally sitting there and people like, oh, these are people on a fucking error.
[03:47:41.362 --> 03:47:43.344]  No, man, this ain't a fucking lie, man.
[03:47:43.665 --> 03:47:44.906]  It's going down right now.
[03:47:45.066 --> 03:47:48.050]  Everything we're trying to do, our children, their whole future.
[03:47:55.615 --> 03:47:57.157]  Harrison, what's it been like?
[03:47:57.477 --> 03:47:58.658]  What is your vision of freedom?
[03:47:58.678 --> 03:48:03.543]  Because there's millions watching right now, and we're gonna go out here, and if it's today or tomorrow, we're going down.
[03:48:03.563 --> 03:48:04.264]  They're shutting it down.
[03:48:04.564 --> 03:48:05.165]  What do we say?
[03:48:05.225 --> 03:48:06.286]  Or maybe a mural happens.
[03:48:06.326 --> 03:48:07.287]  I hope that happens, but no.
[03:48:07.627 --> 03:48:08.909]  They fucking got in the deep state.
[03:48:09.149 --> 03:48:11.271]  The CIA, the FBI is coming.
[03:48:11.611 --> 03:48:13.193]  What do we say before we're in prison?
[03:48:13.433 --> 03:48:16.116]  Before we're fucking, they'll beat our fucking ass, man.
[03:48:16.336 --> 03:48:17.578]  They're gonna fucking take me in there.
[03:48:18.058 --> 03:48:21.161]  I'd say they don't realize they gave us all opportunities to live up to
[03:48:45.390 --> 03:48:46.410]  God's standard.
[03:48:46.811 --> 03:48:53.893]  That if you knew that this is how it was going to end 30 years ago, you would have done exactly the same thing.
[03:48:54.614 --> 03:49:02.337]  If I knew that this company would be shut down and I wouldn't get a job in media, I'd do exactly the same thing.
[03:49:02.637 --> 03:49:11.901]  Because every single day, from the audience, I mean it's all about the audience, every call I get, every comment, that's what makes it all worth it.
[03:49:14.597 --> 03:49:18.000]  It's impossible to describe the feeling of every morning going home.
[03:49:18.040 --> 03:49:18.340]  That's right.
[03:49:18.360 --> 03:49:22.044]  People that feel alone, they tune in and they feel the love.
[03:49:22.904 --> 03:49:40.680]  And they understand that they're not alone, that they're not the crazy ones, that everything is as batshit insane as they think that it is, and that good people will stand up and can defeat this, and that even in defeat, even if we get shut down, even if we get crushed, we'll be back the next day and there's 10,000 people.
[03:49:40.700 --> 03:49:41.500]  Well, God's watching.
[03:49:41.520 --> 03:49:42.081]  God's watching.
[03:49:43.069 --> 03:49:44.749]  I mean, that's the thing.
[03:49:44.829 --> 03:49:56.572]  When you understand that what you're doing is good, when you understand that what you're doing is in line with God's goals for you, you just do it, and it just feels like flying.
[03:49:56.652 --> 03:50:04.833]  I mean, every day when I drive home after my show, I literally am like laughing out loud, just like, I just got to go head-to-head with the Globalists.
[03:50:04.853 --> 03:50:08.154]  I got to say whatever I want, and they can't do a fucking thing about it.
[03:50:08.914 --> 03:50:14.420]  And that's the best feeling in the world and you can capture that feeling and everybody, I mean this is sad, this is tragic.
[03:50:14.500 --> 03:50:20.747]  Infowars going down is it's vindication of everything you've said for the last 30 years but don't be demoralized.
[03:50:20.887 --> 03:50:22.368]  Understand that this is
[03:50:24.048 --> 03:50:27.571]  In a warped and perverted and fallen way, this is victory.
[03:50:28.031 --> 03:50:38.299]  This is vindication for everything that's been said and this is an opportunity to fight just like the guys at the Alamo had an opportunity to fight and write their names in history.
[03:50:38.659 --> 03:50:39.059]  That's right.
[03:50:40.040 --> 03:50:40.560]  Yeah, that's it.
[03:50:40.941 --> 03:50:44.844]  It's just so epic because we may be back tomorrow, maybe the next day, but probably not.
[03:50:44.924 --> 03:50:47.286]  I mean, this is, that's why I don't want to leave.
[03:50:47.386 --> 03:50:48.567]  Like, it's like I'm here.
[03:50:48.707 --> 03:50:52.209]  I'm like, the giving is just like, it's so precious.
[03:50:52.289 --> 03:50:53.050]  It's so good.
[03:50:53.090 --> 03:50:56.092]  It's so, my tears are not of failure, but of victory.
[03:50:56.192 --> 03:50:57.954]  I mean, we have influenced everybody.
[03:50:57.994 --> 03:50:59.315]  We have changed the world.
[03:50:59.735 --> 03:51:00.436]  God did this.
[03:51:01.903 --> 03:51:04.884]  They couldn't beat us in the field of ideas.
[03:51:04.944 --> 03:51:08.446]  They couldn't beat us in the soul, in the spirit.
[03:51:09.166 --> 03:51:11.167]  So they had to destroy us.
[03:51:11.367 --> 03:51:13.328]  They had to destroy us illegitimately.
[03:51:13.769 --> 03:51:18.731]  And they had to take you off air and shut you up illegitimately because they couldn't defeat you.
[03:51:18.771 --> 03:51:20.072]  They couldn't defeat InfoWars.
[03:51:20.152 --> 03:51:25.674]  They couldn't beat InfoWars head-to-head in a battle of media and viewership and support.
[03:51:25.814 --> 03:51:27.655]  So this is their only option.
[03:51:27.975 --> 03:51:28.976]  This is their only option.
[03:51:29.516 --> 03:51:31.617]  To just illegitimately decommission.
[03:51:35.436 --> 03:51:36.437]  So do we unplug right now?
[03:51:36.617 --> 03:51:37.057]  This is it?
[03:51:37.297 --> 03:51:37.577]  We're done?
[03:51:37.597 --> 03:51:39.078]  All right, I guess that's it.
[03:51:39.959 --> 03:51:41.140]  Is there anybody else we should go to?
[03:51:42.300 --> 03:51:43.481]  Chase, I heard you commenting earlier.
[03:51:43.501 --> 03:51:44.742]  Do you want to do closing comments?
[03:51:45.860 --> 03:51:49.181]  Man, I don't even know where to begin, how to follow that up.
[03:51:49.741 --> 03:51:53.682]  I feel almost a little bit hypocritical even saying anything since I've been here only a year.
[03:51:53.842 --> 03:51:54.882]  You've been doing this 30 years.
[03:51:54.922 --> 03:51:56.743]  There are guys here that have been here over 20 years.
[03:51:56.763 --> 03:51:58.583]  Harrison's been on air many years.
[03:51:58.603 --> 03:52:00.263]  Owen's been with you for a long time.
[03:52:00.283 --> 03:52:06.925]  Going back and looking at old clips of Owen when he first started, it's almost comical to see the difference and the growth and the maturity.
[03:52:08.245 --> 03:52:19.212]  You know, what I do want to really emphasize here, and I know that this feels like an end to you, Alex, and to the listeners, what I really want to emphasize is that this is the end of Act 1 of a two-act play.
[03:52:19.632 --> 03:52:23.975]  This is the beginning of something new, the second half of the movie.
[03:52:23.995 --> 03:52:25.335]  This is the end of Dune Part 1.
[03:52:25.616 --> 03:52:31.879]  We're going into Dune Part 2, and we are going to totally fucking murder these people politically.
[03:52:33.040 --> 03:52:34.581]  And it's going to be fucking awesome.
[03:52:36.701 --> 03:52:37.503]  Let me just say, I had...
[03:52:44.482 --> 03:52:55.665]  I had an experience when I first moved to Austin, driving down the road on Guadalupe and Lamar, and I saw some guy standing out there with a sign that just said, Hear the Truth 97.1 or whatever it was.
[03:52:56.405 --> 03:53:02.327]  I thought, alright, if some guy's going to stand out there for a sign, he clearly was on his lunch break from work, I better see what this is all about.
[03:53:02.347 --> 03:53:08.889]  And I turned to it, and it was Alex Jones, and you were given some monologue about just what freedom is and
[03:53:09.989 --> 03:53:15.031]  And it was just an experience that I'll never forget, going from just driving down the road, minding my own business, you know.
[03:53:15.191 --> 03:53:18.573]  And we got a power radio station up, and some guy went out and put a sandwich board up.
[03:53:18.773 --> 03:53:21.494]  And he was just standing there holding it, and it just said, hear the truth.
[03:53:21.694 --> 03:53:31.418]  And it was just, it was about George Washington, and crossing the Delaware, and fighting for freedom, and within 10 seconds, I'm yelling at my steering wheel, just like, yes!
[03:53:31.798 --> 03:53:33.219]  This is what America's about.
[03:53:33.460 --> 03:53:34.761]  They will never defeat us.
[03:53:35.121 --> 03:53:40.906]  And it's that spirit, more so than the information, it's that spirit of resistance and the spirit of freedom.
[03:53:41.887 --> 03:53:45.550]  And that's the thing, the people that throw the pebbles in the water, it's had such an effect.
[03:53:45.570 --> 03:53:46.511]  We could shut down now.
[03:53:46.651 --> 03:53:49.133]  It's devastating, but we can't stop.
[03:53:49.494 --> 03:53:50.394]  We can't stop, folks.
[03:53:51.274 --> 03:53:53.135]  Well, they can shut us down, but they won't defeat us.
[03:53:53.776 --> 03:53:54.096]  That's it.
[03:53:54.216 --> 03:53:56.197]  They can shut us down, but they won't defeat us.
[03:53:56.297 --> 03:53:59.640]  They can try to take our voices, but they will not take our souls.
[03:53:59.820 --> 03:54:01.261]  They will not take our spirits.
[03:54:02.081 --> 03:54:04.403]  And I don't even believe they will take our voices.
[03:54:04.463 --> 03:54:10.827]  I don't even believe... Well, they're dumb enough to come in my office and get me to try to engage in crimes, and I record them.
[03:54:11.167 --> 03:54:12.548]  I mean, this is an epic studio.
[03:54:12.568 --> 03:54:13.229]  Like, they don't even know.
[03:54:13.249 --> 03:54:14.990]  They're upset right now at our release today.
[03:54:15.331 --> 03:54:16.552]  Get ready for the next release.
[03:54:16.832 --> 03:54:17.893]  This is an epic studio.
[03:54:17.933 --> 03:54:18.954]  This is an epic building.
[03:54:18.974 --> 03:54:19.795]  This is an epic crew.
[03:54:19.835 --> 03:54:20.815]  Everything here is epic.
[03:54:20.856 --> 03:54:21.376]  But you know what?
[03:54:21.476 --> 03:54:21.776]  Okay.
[03:54:22.437 --> 03:54:25.700]  If you want to make a start from scratch, then a man you will be.
[03:54:26.200 --> 03:54:27.001]  Then a man you will be.
[03:54:27.041 --> 03:54:28.242]  This was built from scratch.
[03:54:28.963 --> 03:54:32.426]  It can be built again if that's the route we have to take.
[03:54:35.114 --> 03:54:38.277]  But this is not the end of free speech.
[03:54:39.238 --> 03:54:41.381]  This is not the end of Americans standing up.
[03:54:41.421 --> 03:54:44.664]  This is not the crushing of the American spirit they want it to be.
[03:54:45.245 --> 03:54:56.116]  This might be a symbol, but just like with the symbol of 34 counts guilty for Trump, and then the people realizing how corrupt things are,
[03:54:57.003 --> 03:55:05.947]  If they do come here, the symbol of InfoWars doors being padlocked and this studio being dark will be the wake-up call that I think many Americans have.
[03:55:05.987 --> 03:55:08.568]  Well, and then they're too dumb to, like, think we won't fight back.
[03:55:09.289 --> 03:55:10.209]  I'm not gonna shut up.
[03:55:12.930 --> 03:55:15.651]  I mean, I'm not going to shut up.
[03:55:15.872 --> 03:55:20.974]  But it is like dying, because I can barely, the last two days, keep this open.
[03:55:21.454 --> 03:55:22.454]  You saw what happened behind the scenes.
[03:55:24.321 --> 03:55:52.005]  I'm literally here like I gotta go sleep here because I just I can't even though I know we'll come back bigger I can't play along the lie that oh we'll just be bigger when it comes back this place means so much to me and I just hope viewers take everything we said today and clip it and put it out I hope people make a big deal about it because this is epic this is the assault on your speech what you believe in fact we already said this but you guys decide we in this right now we take a few more people
[03:55:53.715 --> 03:55:54.416]  Would you shut it down?
[03:55:54.877 --> 03:55:56.059]  It's probably the last thing here.
[03:55:57.161 --> 03:55:58.143]  Because we're here right now.
[03:55:59.305 --> 03:56:00.727]  Do we keep going or do we shut down?
[03:56:02.951 --> 03:56:03.813]  Your rodeo, Jones.
[03:56:05.620 --> 03:56:06.801]  I know it's my rodeo.
[03:56:06.921 --> 03:56:09.362]  I'm just saying I could go for 50 fucking hours.
[03:56:09.582 --> 03:56:10.583]  I don't want to give up.
[03:56:11.143 --> 03:56:12.184]  I don't want to stop.
[03:56:12.944 --> 03:56:19.447]  And so I know that it's we're all it's it's like we're shooting like you said the Elmo we're the fucking parapets the Elmo.
[03:56:20.408 --> 03:56:21.648]  I just I don't know what to say.
[03:56:21.709 --> 03:56:23.269]  It's like it's so insane.
[03:56:23.910 --> 03:56:29.533]  And when the public gets it we're off the air a little bit off the air if I didn't physically come and say no.
[03:56:30.313 --> 03:56:31.393]  Oh, you're threatening us.
[03:56:31.433 --> 03:56:33.674]  I'm like, I'm threatening you don't even have a fucking judge's order.
[03:56:34.134 --> 03:56:34.555]  Stop.
[03:56:34.675 --> 03:56:36.055]  Don't shut the company down.
[03:56:36.775 --> 03:56:40.657]  And you know, I had to physically literally come and tell people this is a lie.
[03:56:41.317 --> 03:56:43.518]  And so we're so close to this right now.
[03:56:43.538 --> 03:56:46.639]  I mean, I don't know what to say.
[03:56:46.699 --> 03:56:47.979]  Yeah, who's the next person on space?
[03:56:48.000 --> 03:56:48.560]  Because I'm not.
[03:56:51.284 --> 03:56:52.285]  Let's do 20 more minutes.
[03:56:53.086 --> 03:56:54.168]  It's so hard to leave, folks.
[03:56:54.228 --> 03:56:55.069]  It's so hard to give up.
[03:56:55.530 --> 03:56:56.711]  It's so hard to turn loose.
[03:56:56.831 --> 03:56:57.993]  And I'm ready to do it.
[03:56:58.493 --> 03:57:00.656]  But I just... Maybe I should just end it.
[03:57:00.756 --> 03:57:04.501]  I don't know how to like... Because this is... We'll probably never come back here, folks.
[03:57:04.521 --> 03:57:05.622]  Never be back in this building.
[03:57:06.063 --> 03:57:06.783]  Never be back here.
[03:57:06.844 --> 03:57:08.085]  This is like they're watching.
[03:57:08.125 --> 03:57:09.487]  The scum is watching right now.
[03:57:09.827 --> 03:57:12.029]  And scum, it's all going to be released on you.
[03:57:12.189 --> 03:57:14.351]  You will fucking pay for what you've done.
[03:57:14.651 --> 03:57:17.094]  But that thing is, I don't care about the scum.
[03:57:17.394 --> 03:57:18.575]  They're like pieces of shit.
[03:57:18.975 --> 03:57:20.617]  Like, I don't even want to stop them to death.
[03:57:21.037 --> 03:57:23.559]  But they politically demand I do this.
[03:57:23.659 --> 03:57:31.386]  So I'm just here at the fucking end of 30 years of this operation, this whole crew, everything we're doing, and I see these idiots.
[03:57:31.826 --> 03:57:33.168]  They don't even understand what's about to happen.
[03:57:33.188 --> 03:57:34.409]  I just have trouble turning loose.
[03:57:34.489 --> 03:57:35.570]  I'm going to be honest about it.
[03:57:38.516 --> 03:57:41.359]  Chase, you wanna end it right now?
[03:57:41.699 --> 03:57:43.501]  I'm not gonna be the one that ends this broadcast.
[03:57:48.365 --> 03:57:49.466]  Let's go to fucking Muckraker.
[03:57:50.026 --> 03:57:51.007]  Muckraker in spaces.
[03:57:51.027 --> 03:57:52.669]  Go ahead and unmute yourself and say what you gotta say.
[03:57:54.460 --> 03:57:55.200]  What's going on, guys?
[03:57:55.220 --> 03:57:56.000]  How you guys doing?
[03:57:56.121 --> 03:57:56.981]  Anthony Rubin here.
[03:57:57.261 --> 03:57:58.221]  Alex, good to be with you.
[03:57:58.241 --> 03:57:59.542]  I mean, this is revolutionary.
[03:57:59.582 --> 03:58:04.483]  You know, as I was listening to all this, I'm reminded of the story I'm sure everybody here is well aware.
[03:58:04.943 --> 03:58:13.906]  During the Hungarian Revolution, when the Soviet tanks were rolling in and there was that last radio broadcast, and they were saying, like, civilized people of the world, please, like, if you're out there, help save us.
[03:58:14.406 --> 03:58:15.147]  We're good.
[03:58:31.338 --> 03:58:34.219]  My question to you is, I mean, what do you think is the end goal here?
[03:58:34.259 --> 03:58:40.020]  Do you really think that they're trying to jail Trump and shut down InfoWars and persecute the J6ers?
[03:58:40.060 --> 03:58:41.160]  You think that's just the beginning?
[03:58:41.300 --> 03:58:42.321]  Or, I'm sorry, you think it's the end?
[03:58:42.441 --> 03:58:43.421]  That's the end goal there?
[03:58:43.561 --> 03:58:44.341]  Okay, that's going to be it.
[03:58:44.661 --> 03:58:45.761]  No, that's only the beginning, folks.
[03:58:48.242 --> 03:58:48.762]  We're listening.
[03:58:48.802 --> 03:58:49.182]  Come back.
[03:58:49.242 --> 03:58:50.242]  Your thing cut out.
[03:58:50.743 --> 03:58:54.203]  The end goal, you know, as the... Am I still with you guys?
[03:58:54.323 --> 03:58:55.644]  You're with us.
[03:58:55.664 --> 03:58:56.464]  Keep going, brother.
[03:58:59.445 --> 03:59:05.688]  Do people really think that jailing Trump and shutting him for wars and persecuting the J6ers and everything else, that that's the end state?
[03:59:05.728 --> 03:59:06.948]  That's only the beginning.
[03:59:07.269 --> 03:59:15.172]  The end state is a full-blown communist takeover, like General Flynn was saying before, just like every other communist nation that's come before us.
[03:59:15.472 --> 03:59:17.533]  I mean, it's going to be gulags.
[03:59:17.593 --> 03:59:23.155]  It's going to be America First patriots being rounded up and shipped to prison camps.
[03:59:23.175 --> 03:59:24.336]  And the left has said that.
[03:59:24.376 --> 03:59:27.377]  They said the next war is against Trump supporters.
[03:59:28.857 --> 03:59:42.102]  They continue to say, Biden has said repeatedly, I mean I say this and it's like hard for me to believe that these words are coming out of my mouth that a president would say this, but they continue to say, you know, these MAGA extremists, these quote-unquote white supremacists are more dangerous than al-Qaeda and ISIS.
[03:59:42.322 --> 03:59:44.463]  So now we're domestic terrorist extremists.
[03:59:44.483 --> 03:59:48.364]  So if they really believe that and they're continuing to say in pre-programming, what's the end goal there?
[03:59:48.665 --> 03:59:52.206]  The end goal is to get rid of Trump, to get people like Alex Jones and the Infowars team
[03:59:52.666 --> 03:59:56.808]  I totally agree, brother.
[03:59:57.128 --> 03:59:59.349]  I totally agree.
[03:59:59.489 --> 04:00:05.491]  You guys comment, let's move to the next people.
[04:00:05.911 --> 04:00:07.972]  Because I'm being a little gratuitous here.
[04:00:08.932 --> 04:00:11.913]  At the end of this, like they literally tried to shut us down last night.
[04:00:11.933 --> 04:00:16.295]  I had to literally run around like a fucking peacock and do a bunch of shit to stop it.
[04:00:16.775 --> 04:00:17.755]  It's going on right now.
[04:00:18.456 --> 04:00:21.577]  And I'm going to be completely honest with people, like, it's going down.
[04:00:25.299 --> 04:00:30.002]  Well if anybody thinks going along with this is going to be the easy way, then they just got another thing coming.
[04:00:31.604 --> 04:00:34.326]  It's not just going to be Trump or Infowars.
[04:00:34.426 --> 04:00:41.811]  They filed in federal court and said you didn't work here and you were a liar and put you in jail for two months.
[04:00:41.831 --> 04:00:44.013]  They didn't indict me because they knew they couldn't bite that off.
[04:00:44.433 --> 04:00:47.235]  They indicted you and said you didn't work here and you were a liar.
[04:00:47.915 --> 04:00:52.058]  They made up all kinds of things and then they said this isn't about his speech but he's what he said.
[04:00:52.158 --> 04:00:53.259]  Yeah, so I mean that's it.
[04:00:53.319 --> 04:00:53.880]  That's what you get.
[04:00:54.468 --> 04:00:55.108]  Hey, I'm proud of it.
[04:00:55.309 --> 04:00:55.589]  I'm proud.
[04:00:55.609 --> 04:00:56.870]  You know, they usually use a warning to me.
[04:00:57.410 --> 04:00:57.870]  I'm proud.
[04:00:58.051 --> 04:00:58.471]  I'm proud.
[04:00:58.491 --> 04:00:59.011]  You understand that, right?
[04:00:59.111 --> 04:01:00.913]  Oh, and they usually use like a little warning.
[04:01:00.953 --> 04:01:04.095]  I'm proud that my work angered them so much that they wanted to put me in jail.
[04:01:04.836 --> 04:01:08.858]  So, I'm proud that I work at Infowars that they're so threatened by they have to shut it down.
[04:01:09.819 --> 04:01:15.383]  You know, I'm proud of the guy that we rallied behind and helped him get elected is now their public enemy number one.
[04:01:15.743 --> 04:01:19.046]  I'm proud that my thoughts are so dangerous they have to shut me up.
[04:01:19.566 --> 04:01:21.848]  I'm proud of that and you should be too, Alex.
[04:01:24.249 --> 04:01:41.822]  I just have trouble turning loose because I slept here last night and I'm just sitting here watching this it's like it's like I feel like I'm murdering something if I don't sit here and protect it but then I sit back and go oh they'll get even bigger if they do this so go ahead.
[04:01:43.140 --> 04:01:49.643]  No, I think, um, I mean, the craziest part is that they're going after us like this for telling the truth.
[04:01:49.863 --> 04:01:50.783]  That's all we've tried.
[04:01:51.144 --> 04:01:56.426]  All we've ever done is tell the truth and tried to promote freedom and humanity.
[04:01:56.446 --> 04:01:59.327]  And obviously the reason they hate humanity is they can't control humanity.
[04:01:59.367 --> 04:02:03.269]  They hate the very aspects of humanity that makes humanity different and special.
[04:02:03.309 --> 04:02:05.410]  It's our free will, our ingenuity.
[04:02:05.630 --> 04:02:07.231]  We're beyond AI.
[04:02:07.811 --> 04:02:08.571]  AI copies us.
[04:02:09.612 --> 04:02:10.032]  Poorly.
[04:02:10.352 --> 04:02:11.673]  AI poorly copies us.
[04:02:13.803 --> 04:02:30.066]  The first day I worked here, I'll never forget this, it was the first time I'd ever met you, first time I'd ever met Owen, and Owen was saying, I was just overhearing it, he was covering something, he was saying, I think I'm gonna say this, I think I'm gonna say this, and you turned to him and you just said, say whatever you want, just tell the truth, and you walked away.
[04:02:30.126 --> 04:02:33.867]  So that's been like my guiding light the entire time here on InfoWars.
[04:02:33.967 --> 04:02:36.388]  I just hire people I like, they can do whatever they want.
[04:02:36.408 --> 04:02:42.889]  Even if they don't know sometimes, they have some guy on the attack on my wife and lying about her, I don't even blame him, I'll say it's fine, just do an attack.
[04:02:43.558 --> 04:02:46.559]  Yeah, but it's just say whatever you want, just tell the truth.
[04:02:46.639 --> 04:02:57.162]  As long as you have that as a touchstone, as long as everything we've done has been honest and forthright and upfront, then they can destroy us and we can walk away with our head held high, I think.
[04:02:58.202 --> 04:02:58.942]  Well, that's what I do.
[04:02:58.982 --> 04:03:02.624]  People ask, like, I say one thing, another host says something else.
[04:03:02.664 --> 04:03:04.384]  They go, oh, well, Jones doesn't know.
[04:03:04.844 --> 04:03:06.965]  No, I tell hosts, like, say what you think's real.
[04:03:07.345 --> 04:03:09.205]  It's not, I like a person, I think they're good.
[04:03:09.285 --> 04:03:10.606]  I say, do what you think's real.
[04:03:11.442 --> 04:03:12.543]  Because that's what we're about.
[04:03:13.124 --> 04:03:14.125]  It's the realest of the real.
[04:03:14.546 --> 04:03:17.549]  Yeah, it's not like a... We're not a cult.
[04:03:18.851 --> 04:03:20.693]  If I like somebody, I say, say what you want to say.
[04:03:22.216 --> 04:03:24.117]  It's a lack of sophistication, right?
[04:03:24.157 --> 04:03:28.718]  I'm not educated highly at some, you know, elite school.
[04:03:29.298 --> 04:03:30.579]  All we can do is be real.
[04:03:30.719 --> 04:03:46.123]  All we can do is be absolutely genuine and hope that that comes across and that people appreciate it because we just don't like being Machiavellian and tricking people and lying and that's what they hate because they would know how to deal with us if we were calling for violence or racist or whatever.
[04:03:46.143 --> 04:03:48.124]  Well, I'm a big critical of Israel and all that.
[04:03:49.464 --> 04:03:52.146]  And to me, it's a diversion, so I don't really cover it.
[04:03:52.466 --> 04:03:55.808]  I'm covering like AI, Newell or Takeover, but like, well, wait a minute.
[04:03:56.229 --> 04:03:58.010]  Olin and Harrison are criticizing Israel.
[04:03:58.050 --> 04:03:59.431]  Does Jones not know this?
[04:03:59.811 --> 04:04:00.451]  What the fuck?
[04:04:00.592 --> 04:04:02.813]  It's like, no, I've got good people here.
[04:04:02.873 --> 04:04:03.614]  We're doing this.
[04:04:03.714 --> 04:04:05.075]  This is bigger than that.
[04:04:05.355 --> 04:04:06.295]  This is a big deal.
