[00:00:00.029 --> 00:00:00.950]  Here's the progression.
[01:05:38.671 --> 01:05:47.313]  If they have to use any Russian oil to actually do that, it's going to be pegged to gold instead of the U.S.
[01:05:47.353 --> 01:05:47.693]  dollar.
[01:05:47.713 --> 01:05:58.455]  This is going to dethrone potentially because you realize that the implications of this, the BRICS++ nations are literally about 70% of the world's population.
[01:05:58.536 --> 01:06:00.056]  It's not just a country.
[01:06:00.896 --> 01:06:05.337]  This is big deal that they're going to peg oil to gold.
[01:06:05.757 --> 01:06:10.639]  Now, if they really wanted to stick it to the West, what could they do?
[01:06:11.199 --> 01:06:12.079]  Change the peg!
[01:06:12.559 --> 01:06:18.421]  So instead of one gram of gold for one barrel of oil, what if they say one gram equals two barrels of oil?
[01:06:19.201 --> 01:06:20.863]  Well, what does that do to the price of gold?
[01:06:21.803 --> 01:06:26.468]  That would put it at about $3,200 an ounce, or $3,600 an ounce.
[01:06:27.048 --> 01:06:39.860]  So that's what this guy, the Credit Suisse guy, Pozar, said Credit Suisse analyzes that if they did that, the potential would put gold at $3,600 an ounce.
[01:06:42.645 --> 01:06:44.346]  So why would they want to do that?
[01:06:44.866 --> 01:06:53.409]  Because what China has done over the years is they have been the number one miner of gold in the world.
[01:06:53.949 --> 01:06:56.490]  They mine more gold out of the earth than any country in the world.
[01:06:56.870 --> 01:06:58.091]  How much of that do they sell?
[01:06:58.891 --> 01:06:59.351]  Zero.
[01:06:59.771 --> 01:07:00.472]  They keep it all.
[01:07:01.232 --> 01:07:04.977]  They're also the number one purchaser of gold on the planet.
[01:07:05.458 --> 01:07:07.901]  So they're amassing mountains and mountains and mountains of gold.
[01:07:07.921 --> 01:07:10.845]  They're the number one producer of gold and they're not selling any of it.
[01:07:11.526 --> 01:07:14.850]  So the unofficial estimates are they've got about 30,000 tons of gold in China.
[01:07:17.193 --> 01:07:26.256]  Now, Russia has like a thousand tons, India has 600 or so tons, but officially the World Gold Council, I think, says that China has about 5,000 tons.
[01:07:26.316 --> 01:07:27.517]  No, they have way more than that.
[01:07:27.597 --> 01:07:33.399]  So, if this peg of pegging one gram of gold to one barrel of oil
[01:07:33.999 --> 01:07:37.862]  All they have to do is change the peg to two barrels of oil for one gram of gold.
[01:07:38.283 --> 01:07:40.505]  That puts gold at $3,600 an ounce.
[01:07:40.985 --> 01:07:44.748]  China owns tens of thousands of tons of gold.
[01:07:45.409 --> 01:07:55.097]  This, Alex, is the paradigm tectonic shifting moment that puts gold as the legitimate currency of the world.
[01:07:55.138 --> 01:07:58.460]  And Dr. Elliott, I'm not a rocket scientist, but I remember the globalists invading
[01:07:59.221 --> 01:07:59.421]  Well...
[01:08:23.533 --> 01:08:24.253]  I kind of can.
[01:08:24.473 --> 01:08:25.314]  They're just arrogant.
[01:08:25.634 --> 01:08:26.574]  They're just arrogant.
[01:08:26.995 --> 01:08:29.196]  I mean, it's absolutely arrogance.
[01:08:29.656 --> 01:08:31.517]  And what does the Bible tell us about arrogance?
[01:08:31.617 --> 01:08:32.837]  Pride comes before the fall.
[01:08:32.897 --> 01:08:34.138]  Fool goes before the fool.
[01:08:34.398 --> 01:08:34.558]  Yeah.
[01:08:35.098 --> 01:08:36.659]  And I think that's what's happening there.
[01:08:36.779 --> 01:08:38.620]  Arrogance has finally got the best of them.
[01:08:39.280 --> 01:08:42.322]  That's what's crazy is I've got more power in my life
[01:08:43.720 --> 01:08:48.326]  I realize my mistakes are bigger, because even if it's a small mistake, it has a bigger effect.
[01:08:48.626 --> 01:08:50.108]  But I see this paradox in other people.
[01:08:50.388 --> 01:08:52.110]  They get power, they get delusional.
[01:08:52.811 --> 01:08:53.812]  Like, power's dangerous.
[01:08:53.852 --> 01:08:55.955]  It's like, I had a jet ski that would go 70 miles an hour.
[01:08:56.475 --> 01:08:57.397]  I sold it.
[01:08:57.517 --> 01:08:58.158]  It was so dangerous.
[01:08:59.150 --> 01:09:01.331]  I was like, I don't need, I need a jet ski that goes 30 miles an hour.
[01:09:01.491 --> 01:09:07.013]  Like, you know, like, it's like somebody has like, you know, some 700 horsepower motorcycle.
[01:09:07.053 --> 01:09:08.514]  It's like, to death.
[01:09:08.634 --> 01:09:09.834]  I mean, like, don't they get that?
[01:09:10.395 --> 01:09:14.016]  Well, power corrupts, but absolute power corrupts absolutely.
[01:09:14.376 --> 01:09:18.838]  I mean, this is, when they want absolute power over every factor of our life, this is what they're going to.
[01:09:19.118 --> 01:09:22.099]  But, but to me, God's word always remains true.
[01:09:22.139 --> 01:09:23.380]  It never returns void.
[01:09:23.840 --> 01:09:27.741]  And that power, that pride, will actually ultimately be their destruction.
[01:09:28.081 --> 01:09:38.563]  But if you look at what else they're doing, so Russia, China, India, the Arab world, most of Africa and Latin America, they outfoxed the Federal Reserve because what are they doing?
[01:09:38.843 --> 01:09:45.485]  They're actually starting to open up new massive mines in Africa, I think in Ghana maybe?
[01:09:46.345 --> 01:09:48.948]  Where they're going to actually start to mine their own gold.
[01:09:49.388 --> 01:09:52.310]  They want to have a BRICS nation.
[01:09:52.371 --> 01:09:54.652]  China already has 98% control of rarest minerals.
[01:09:55.253 --> 01:09:55.673]  Already?
[01:09:55.733 --> 01:09:57.575]  Why did the United States allow that again?
[01:09:57.895 --> 01:09:58.976]  They block any U.S.
[01:09:59.036 --> 01:10:00.838]  company or European company that tries to get into it.
[01:10:01.218 --> 01:10:05.301]  That was the old deal before Xi Jinping broke the deal with Obama 10 years ago.
[01:10:05.862 --> 01:10:07.403]  They've been set up as the powerhouse.
[01:10:07.944 --> 01:10:08.824]  And then they double crossed.
[01:10:10.534 --> 01:10:11.475]  Absolutely double-crossed.
[01:10:11.535 --> 01:10:19.959]  And so now that they own the gold, they actually own the power, they're owning the wealth, they got rid of the petrodollar, they're dismantling the U.S.
[01:10:19.999 --> 01:10:20.339]  dollar.
[01:10:20.899 --> 01:10:22.300]  And what did Putin say six years ago?
[01:10:22.340 --> 01:10:26.302]  He says, our new national initiative is not weapons, it's organic food.
[01:10:26.702 --> 01:10:28.923]  The West, he said this, is producing poison food.
[01:10:29.243 --> 01:10:31.084]  We will supply the world with non-GMO.
[01:10:31.524 --> 01:10:33.765]  They're even seeing that trend.
[01:10:33.965 --> 01:10:36.226]  All of these trends are playing against us.
[01:10:36.447 --> 01:10:39.288]  Meanwhile, Bill Gates is buying up all our farmland to feed his poison.
[01:10:40.914 --> 01:10:42.901]  So Putin, say what you want, I'll be honest.
[01:10:43.343 --> 01:10:44.346]  He's betting on humanity.
[01:10:44.968 --> 01:10:46.112]  He's paying people to have kids.
[01:10:46.413 --> 01:10:47.537]  He's growing organic farms.
[01:10:49.661 --> 01:10:54.465]  He's actually playing a masterful game, and Biden is not.
[01:10:54.965 --> 01:10:56.306]  It's absolutely the opposite.
[01:10:56.326 --> 01:10:59.008]  Well, if you know the globalist game, it's easy to beat if you just do it.
[01:10:59.528 --> 01:11:01.809]  Like, people want prosperity and freedom and good food.
[01:11:02.070 --> 01:11:04.111]  Yeah, they do.
[01:11:04.491 --> 01:11:11.096]  And so now, I think there's a new central bank that's about to emerge, and that's the BRICS central bank.
[01:11:11.876 --> 01:11:19.979]  They want to issue their own native currency, so forget about the yuan, forget about the rupee and the ruble.
[01:11:20.399 --> 01:11:32.043]  They want their own BRICS native currency, and what China and Russia are pushing for is a gold-backed currency to push demand into their central bank digital currency.
[01:11:32.103 --> 01:11:33.604]  Here's the danger of that.
[01:11:34.384 --> 01:11:38.806]  For any central bank digital currency, once you go in that door,
[01:11:39.386 --> 01:11:40.587]  You're not coming out, Alex.
[01:11:40.627 --> 01:11:41.007]  No, I agree.
[01:11:41.027 --> 01:11:41.868]  It's like the Ring of Mordor.
[01:11:41.908 --> 01:11:42.589]  You shouldn't use it.
[01:11:42.849 --> 01:11:43.530]  Yeah, you shouldn't.
[01:11:43.630 --> 01:11:45.231]  I'm going to break some news here I haven't broke yet.
[01:11:45.371 --> 01:11:53.238]  I got invited by Putin, official letterhead, next month to be at his big, you know, global Rus economic forum.
[01:11:53.718 --> 01:11:54.699]  It's the biggest thing he does.
[01:11:55.179 --> 01:11:56.100]  And I respect that.
[01:11:56.360 --> 01:11:57.041]  And I want to go.
[01:11:57.541 --> 01:12:00.063]  But they're trying that month, next month, to shut this down.
[01:12:00.403 --> 01:12:01.464]  And I'll just be honest with the listeners.
[01:12:01.824 --> 01:12:07.168]  People hear me say this and they think, oh, Infowars has been around 27 years, Jones has been around 30, come on.
[01:12:08.029 --> 01:12:20.158]  There's a 50% chance, and I've told the crew this, that a judge on June 14th at a meeting in South Texas, Houston, is going to liquidate Infowars.
[01:12:20.913 --> 01:12:27.315]  All right, and next week, I'll do a whole hour on this, because I've got all my ducks in a row, but I've got all the documents.
[01:12:27.355 --> 01:12:29.156]  I want to really nail this, because this is a big deal.
[01:12:29.436 --> 01:12:30.556]  This is a historic operation.
[01:12:30.636 --> 01:12:32.437]  Obviously, I'll continue on air.
[01:12:32.857 --> 01:12:33.757]  It hurts the crew.
[01:12:33.917 --> 01:12:37.419]  I'm going to try to work something out, but I've been very honest about this.
[01:12:37.459 --> 01:12:38.979]  I've not gone out and got other opportunities.
[01:12:39.379 --> 01:12:41.040]  I've not gone out and started new operations.
[01:12:41.120 --> 01:12:43.801]  I've not, because that's like cheating on your wife.
[01:12:44.161 --> 01:12:47.182]  If she leaves you, then you get divorced and you get another wife or another woman.
[01:12:48.744 --> 01:12:56.506]  I'm fully committed to InfoWars and I am like here doing nothing with all the opportunities and all the stuff, okay?
[01:12:57.206 --> 01:13:00.527]  They think it'll disrupt us, it's the opposite, it's gonna blow up in their face, whatever.
[01:13:01.347 --> 01:13:08.489]  The last straw was, and I couldn't tell this a month ago in mediation in Fort Worth, two days with these people.
[01:13:09.629 --> 01:13:13.210]  Democrat top law firm, you know, the top law firm, Hillary's law firm, all of it.
[01:13:13.930 --> 01:13:16.791]  They were dumb enough last week
[01:13:18.735 --> 01:13:21.917]  To have a mediation with my lawyers that was not a mediation.
[01:13:24.319 --> 01:13:25.800]  And my lawyers are very conservative.
[01:13:26.821 --> 01:13:27.862]  People say, oh, my lawyers are dumb.
[01:13:28.082 --> 01:13:29.403]  No, I was in rigged court cases, folks.
[01:13:29.423 --> 01:13:30.183]  They were given a list.
[01:13:30.403 --> 01:13:34.927]  They're trying to take their law licenses because they did try to defend me.
[01:13:34.947 --> 01:13:37.028]  They were given huge lists of what they couldn't say.
[01:13:37.048 --> 01:13:39.250]  I was already found guilty of a rig.
[01:13:40.433 --> 01:13:41.695]  So I said, I'll do it next week.
[01:13:41.715 --> 01:13:42.557]  I'm already trying to kind of do it.
[01:13:42.837 --> 01:13:44.920]  I told you about it for almost three hours last night.
[01:13:45.862 --> 01:13:53.875]  And they are literally saying, well, actually, we'll settle if Jones just doesn't talk about guns anymore.
[01:13:54.875 --> 01:13:56.216]  Now, we all know how that works, folks.
[01:13:56.236 --> 01:14:03.801]  I can keep the crew, I can stay here and do all this, but now I've already done a deal where I don't defend the Second Amendment.
[01:14:04.221 --> 01:14:09.084]  You can put a gun to my head and say, don't, you know, don't criticize transgenderism or I'll kill you.
[01:14:09.325 --> 01:14:10.365]  I can't physically do it.
[01:14:11.086 --> 01:14:12.647]  So it was more than just that.
[01:14:13.067 --> 01:14:15.269]  So we get back down to me being their political creature.
[01:14:16.269 --> 01:14:17.790]  And so I'm just like, hey, I trust God.
[01:14:17.810 --> 01:14:18.531]  Whatever happens, happens.
[01:14:18.571 --> 01:14:19.952]  And they cannot believe
[01:14:20.899 --> 01:14:23.141]  That I will not do that for them.
[01:14:23.241 --> 01:14:27.365]  And they're dumb enough to tell my lawyers, yes, we want political control.
[01:14:28.025 --> 01:14:29.927]  So they're literally like, we got your company, buddy.
[01:14:30.367 --> 01:14:33.570]  So you're like, Oh my God, you just screwed the pooch, man.
[01:14:33.970 --> 01:14:36.012]  Like, are you kidding me?
[01:14:36.313 --> 01:14:38.935]  Like there is no, again,
[01:14:40.151 --> 01:14:41.492]  So, that's where we are.
[01:14:41.532 --> 01:14:45.615]  But listeners and viewers need to understand, like, this is a very serious situation.
[01:14:45.895 --> 01:14:52.059]  And the minute they do the shutdown, and the judge may give us a week to shut down, three months, six months, I don't know.
[01:14:52.740 --> 01:14:53.620]  That's called a wind-down.
[01:14:54.501 --> 01:14:56.182]  But, we're here.
[01:14:56.462 --> 01:15:02.026]  So when I tell listeners, like, we're at the end of Infowars, it's emblematic of where the world and the country is right now.
[01:15:02.106 --> 01:15:06.709]  So, I'll continue to be honest, I'll continue to be forthright, honorable,
[01:15:08.697 --> 01:15:12.801]  The minute the judge says we're shutting it down, I will instantly go entertain all the deals.
[01:15:13.161 --> 01:15:14.962]  I will try to get the crew rehired.
[01:15:15.022 --> 01:15:18.746]  Obviously, I won't own it because they can try to get at me, but we're here.
[01:15:19.406 --> 01:15:24.430]  And so that shows you how long of a tooth America is, folks, that they don't want money.
[01:15:24.451 --> 01:15:30.516]  Like they said in Texas and in Connecticut in the courthouse, their lawyers said, don't send him money, don't buy his products.
[01:15:30.876 --> 01:15:31.777]  We want to shut him down.
[01:15:32.157 --> 01:15:33.879]  And I thought, maybe that's talk.
[01:15:34.719 --> 01:15:35.360]  No, it's not talk.
[01:15:36.843 --> 01:15:37.404]  It's not talk.
[01:15:37.444 --> 01:15:41.248]  They said, literally, come here and talk to us about your politics.
[01:15:43.570 --> 01:15:46.674]  I mean, I can't even believe they would ask that of me.
[01:15:46.714 --> 01:15:49.196]  Like, you don't think they haven't wargamed who I am?
[01:15:49.837 --> 01:15:51.839]  Like, I cannot physically do it.
[01:15:51.899 --> 01:15:52.260]  You understand?
[01:15:52.560 --> 01:15:53.961]  I can get deceived, manipulated.
[01:15:53.982 --> 01:15:54.662]  I have been before.
[01:15:54.943 --> 01:15:56.664]  But I don't consciously sell people out.
[01:15:57.045 --> 01:15:58.647]  And the Revolutionary War
[01:16:00.271 --> 01:16:01.533]  Started over the Second Amendment.
[01:16:02.113 --> 01:16:09.701]  So to me, them, because I couldn't do it in mediation, which this went on mediation, obviously, now they've done it outside of that.
[01:16:10.162 --> 01:16:15.948]  And it was like giving me the metaphysical card I needed because I felt so bad about it before shutting down.
[01:16:16.508 --> 01:16:18.591]  And I just I love the best crew ever.
[01:16:18.611 --> 01:16:19.572]  I mean, they're hard to get.
[01:16:19.592 --> 01:16:21.654]  These are I love every one of these men and women in there.
[01:16:22.725 --> 01:16:29.269]  But when they did that, and my lawyer's like, no, you can talk about it, they openly said it, it took away any guilt I have.
[01:16:29.930 --> 01:16:32.531]  Because I was really struggling with that, you know, Dr. Curt, Elliot.
[01:16:34.172 --> 01:16:34.793]  So that's where we are.
[01:16:34.813 --> 01:16:35.753]  I mean, this is epic.
[01:16:36.214 --> 01:16:39.736]  And you know they've come to Trump with the same thing, just, it's like the devil up with Christ.
[01:16:39.756 --> 01:16:42.678]  I'm gonna compare myself to Christ, but we're all like an archetype of that beneath Christ.
[01:16:43.118 --> 01:16:46.200]  Just, just, just, just deny God for a minute, I'll give you the whole world.
[01:16:46.601 --> 01:16:48.202]  They're literally like, it's like, are you,
[01:16:49.262 --> 01:16:52.066]  Thank you for putting me in this position to say no!
[01:16:52.406 --> 01:16:54.268]  This is like the most valuable thing of my life!
[01:16:54.288 --> 01:16:58.533]  I mean, it's like, I'm not like, halfway like, oh, maybe I should do it.
[01:16:58.573 --> 01:17:00.635]  I'm like, oh, how about hell no?
[01:17:01.156 --> 01:17:02.317]  How about fuck no?
[01:17:03.971 --> 01:17:05.892]  Well, that's their pride, Alex.
[01:17:05.972 --> 01:17:08.374]  Everything we've been talking about, pride, comes before the fall.
[01:17:08.434 --> 01:17:09.574]  But I got God watching me.
[01:17:09.914 --> 01:17:11.175]  I got an audience of one.
[01:17:11.415 --> 01:17:12.196]  I've told listeners this.
[01:17:12.816 --> 01:17:15.278]  Folks, I don't claim to be the most godly man or the most perfect guy.
[01:17:15.298 --> 01:17:16.058]  I just love God.
[01:17:16.578 --> 01:17:17.459]  I got an audience of one.
[01:17:17.559 --> 01:17:19.200]  Every time I'm on the air, I'm thinking God's watching.
[01:17:19.260 --> 01:17:20.200]  My audience is God.
[01:17:20.421 --> 01:17:22.462]  When I'm speaking to people, I'm speaking to the Creator.
[01:17:22.742 --> 01:17:23.923]  I'm, like, trying to be good.
[01:17:24.203 --> 01:17:26.144]  I'm, like, literally, like, humble.
[01:17:26.384 --> 01:17:28.905]  Because I'm in the presence of the Maker, man.
[01:17:29.486 --> 01:17:30.206]  He's watching.
[01:17:30.646 --> 01:17:31.267]  Sorry, I'm ranting.
[01:17:32.765 --> 01:17:34.908]  It's a good rant and it was worth saying.
[01:17:34.928 --> 01:17:39.734]  I mean, this is a microcosm of what's happening in the world.
[01:17:40.535 --> 01:17:42.017]  They're trying to shut down truth.
[01:17:42.378 --> 01:17:44.220]  The world is trying to shut down truth.
[01:17:44.961 --> 01:17:45.622]  Even Alex
[01:17:46.844 --> 01:17:51.607]  Morgan Stanley, you know, big JPMorgan Chase, said the U.S.
[01:17:51.667 --> 01:17:57.910]  has only a couple of years left to fix its unsustainable debt problem, or that's it.
[01:17:58.550 --> 01:17:58.910]  It's over.
[01:17:58.970 --> 01:17:59.911]  Now show that headline.
[01:17:59.971 --> 01:18:01.352]  That was like CNBC this week.
[01:18:01.512 --> 01:18:01.672]  Yeah.
[01:18:01.992 --> 01:18:02.992]  So what's it?
[01:18:03.553 --> 01:18:05.434]  What is it when they say it's over?
[01:18:05.454 --> 01:18:06.694]  All their derivatives.
[01:18:06.754 --> 01:18:07.675]  It's all coming to an end.
[01:18:07.915 --> 01:18:09.176]  Thank God we're not with them.
[01:18:09.396 --> 01:18:10.276]  Good attackers!
[01:18:10.496 --> 01:18:11.177]  We ain't with you!
[01:18:12.478 --> 01:18:17.570]  Like, this is a chance to say, to jump ship, which you see all the globalists that push the poison shot.
[01:18:17.710 --> 01:18:18.492]  They're all jumping ship.
[01:18:20.131 --> 01:18:21.112]  They're all evil.
[01:18:21.192 --> 01:18:22.052]  It's not all powerful.
[01:18:22.513 --> 01:18:32.219]  See, but I think they're preconditioning us to something that's coming that is so bad that they said, well, we told you there's an unsustainable.
[01:18:32.239 --> 01:18:33.240]  We can't be too positive.
[01:18:33.300 --> 01:18:34.280]  The enemy has tricks.
[01:18:34.801 --> 01:18:35.521]  They have tricks.
[01:18:35.942 --> 01:18:45.708]  And what's coming is they're using this debt crisis to really implement absolute people control over all of us.
[01:18:45.888 --> 01:18:46.629]  That's the Holy Grail.
[01:18:46.929 --> 01:18:47.129]  Yeah.
[01:18:47.229 --> 01:18:49.651]  Even also the World Economic Forum president.
[01:18:50.512 --> 01:18:51.934]  Oh, my favorite person.
[01:18:51.954 --> 01:18:53.155]  I know.
[01:18:53.496 --> 01:18:54.918]  He's all of our favorite person.
[01:18:55.098 --> 01:18:55.959]  I loved it.
[01:18:56.640 --> 01:19:03.169]  So, he said last week, we haven't seen this kind of debt since the Napoleonic Wars.
[01:19:03.950 --> 01:19:04.351]  It was in the 1800s.
[01:19:06.073 --> 01:19:16.558]  Yeah, so governments need to consider how to reduce their debt and take it in the right fiscal measures without getting into a situation where it kicks us off.
[01:19:17.378 --> 01:19:20.119]  I mean, they're starting to say, we've got this problem.
[01:19:20.159 --> 01:19:21.920]  What is the one thing that they're not doing?
[01:19:22.320 --> 01:19:24.081]  They're not taking the blame for it.
[01:19:24.761 --> 01:19:37.965]  They blame people like Trump and they blame everybody for just being spendaholics in America and it's all our fault and it's capitalism's fault and we've got a solution but they said this kind of debt we haven't seen since the Napoleonic Wars.
[01:19:38.586 --> 01:19:44.948]  It's their stinking central banks that have created the debt that go two trillion dollars into debt.
[01:19:45.928 --> 01:19:53.915]  Biden's budget for 2025 is over $2 trillion in the hole, and yet Congress says, this is a pretty good budget.
[01:19:54.215 --> 01:19:55.816]  It's like, what do you mean it's a pretty good budget?
[01:19:55.956 --> 01:19:59.099]  I mean, how in the world could you continue this?
[01:19:59.299 --> 01:20:01.181]  But here's the reason why they continue it.
[01:20:01.761 --> 01:20:14.390]  Because if you look, Alex, at what makes up our budget, 80%, just go to whitehouse.gov, look at the budget, 80% of everything that we bring in is entitlements.
[01:20:14.831 --> 01:20:19.874]  If you start to slash the budget, you're slashing the 80% of the entitlements.
[01:20:19.894 --> 01:20:21.596]  That's most of what we spend money on.
[01:20:21.916 --> 01:20:22.917]  And what does that slash?
[01:20:23.117 --> 01:20:24.117]  That slashes votes.
[01:20:24.958 --> 01:20:30.061]  So they can't get out of it without shooting themselves in the foot.
[01:20:30.081 --> 01:20:32.203]  We've got 12 minutes left in the live show.
[01:20:32.623 --> 01:20:34.104]  We're going to archive it, cut it up.
[01:20:34.184 --> 01:20:35.145]  It's an incredible interview.
[01:20:35.645 --> 01:20:36.506]  One for the history books.
[01:20:36.906 --> 01:20:38.307]  My ranch, your analysis.
[01:20:39.047 --> 01:20:41.189]  You've got the floor the last 12-13 minutes.
[01:20:41.689 --> 01:20:43.971]  Dr. Kirk Elliott, bottom line.
[01:20:46.052 --> 01:20:51.195]  Biden's economy gets an F. An absolute F. And
[01:20:52.316 --> 01:20:56.859]  What do we do to actually progress, to survive, to thrive?
[01:20:58.400 --> 01:20:59.861]  I'll put it into bullet points.
[01:21:00.081 --> 01:21:01.902]  Number one, don't have too much in paper.
[01:21:01.962 --> 01:21:03.743]  Don't have too much in the banking system.
[01:21:04.103 --> 01:21:09.486]  Look, if banks start to fail and you've got too much in the system, you are not going to get that back.
[01:21:09.726 --> 01:21:14.869]  FDIC only has 0.74% of all assets covered now, all deposits covered.
[01:21:14.889 --> 01:21:18.812]  They just stole this month three plus billion from accreditors.
[01:21:19.252 --> 01:21:21.193]  Yeah, another $3 billion they stole.
[01:21:21.573 --> 01:21:24.794]  So don't have too much in the banking system.
[01:21:25.655 --> 01:21:27.676]  This is just rule of thumb.
[01:21:27.896 --> 01:21:30.757]  When something's going down, get out of it as soon as you can.
[01:21:30.797 --> 01:21:33.258]  When something's going up, get into it as soon as you can.
[01:21:33.918 --> 01:21:38.260]  Everything that we see in normal traditional asset classes is a function of revenue.
[01:21:38.840 --> 01:21:40.441]  So, for example, the stock market.
[01:21:40.541 --> 01:21:41.562]  It's a function of revenue.
[01:21:42.082 --> 01:21:44.223]  That means either people are spending money
[01:21:45.185 --> 01:21:46.066]  Which we're not.
[01:21:46.666 --> 01:21:47.647]  We're not spending money.
[01:21:47.707 --> 01:21:49.148]  Not when wages are coming down.
[01:21:49.889 --> 01:21:53.672]  I know Biden will tell us that, oh yeah, we're creating jobs.
[01:21:54.092 --> 01:21:58.076]  213,000 jobless claims, new ones, last week alone.
[01:21:58.556 --> 01:22:00.177]  That's the worst since August.
[01:22:00.498 --> 01:22:02.619]  So don't tell me that you're creating jobs.
[01:22:02.700 --> 01:22:03.060]  You're not.
[01:22:03.100 --> 01:22:04.881]  When people aren't working, they're not spending.
[01:22:05.362 --> 01:22:11.887]  So there's no revenue from us spending money to companies like, you know, whatever we spend money on.
[01:22:11.947 --> 01:22:13.528]  Walmart, Best Buy, Costco, wherever.
[01:22:14.369 --> 01:22:15.010]  It's not that.
[01:22:15.350 --> 01:22:16.831]  So where's the revenue coming from?
[01:22:16.991 --> 01:22:18.832]  It's coming from stimulus money.
[01:22:19.413 --> 01:22:21.334]  That's what's keeping markets propped up.
[01:22:21.755 --> 01:22:26.458]  That will come to an end without the petrodollar and the built-in demand for our currency.
[01:22:26.878 --> 01:22:29.100]  So here's where we look at that.
[01:22:29.180 --> 01:22:30.501]  Don't have too much money in the bank.
[01:22:31.102 --> 01:22:37.807]  I wouldn't have too much money allocated into a debt-based system, but rather allocate into strength.
[01:22:38.547 --> 01:22:39.347]  Allocating the strength.
[01:22:39.887 --> 01:22:43.308]  Gold, silver going up really nicely.
[01:22:43.328 --> 01:22:44.728]  I mean, you look at it.
[01:22:44.968 --> 01:22:49.189]  Silver's $28.15 at the time of this airing.
[01:22:49.870 --> 01:22:53.811]  I mean, it was $22 60 days ago.
[01:22:54.271 --> 01:22:55.771]  The growth is incredible.
[01:22:55.851 --> 01:23:00.732]  And it's because of these fundamental issues that are facing our global economy.
[01:23:01.312 --> 01:23:03.633]  We just need to allocate into that strength.
[01:23:03.653 --> 01:23:04.333]  And this is where
[01:23:04.913 --> 01:23:09.978]  I will keep shouting it from the rooftops, Alex, until there's nobody else to listen.
[01:23:10.779 --> 01:23:13.781]  Because it's that important that people allocate into strength.
[01:23:13.962 --> 01:23:15.503]  Get out of things that are coming down.
[01:23:16.184 --> 01:23:16.984]  Get out of danger.
[01:23:17.145 --> 01:23:18.666]  Get out of the path of that hurricane.
[01:23:19.127 --> 01:23:20.147]  Now, how do you do it?
[01:23:20.828 --> 01:23:23.369]  You go into bullion and bullion only.
[01:23:23.809 --> 01:23:26.390]  That's five different things that you could go into.
[01:23:26.410 --> 01:23:32.871]  100 ounce bars of silver, 10 ounce bars of silver, 1 ounce silver rounds, 1 ounce gold bars, or kilo bars of gold.
[01:23:33.231 --> 01:23:33.591]  That's it.
[01:23:33.951 --> 01:23:38.953]  If it's not one of those things, I would not recommend it because the premiums are too high, the commissions can be too high.
[01:23:39.753 --> 01:23:41.394]  And you want something that's liquid.
[01:23:41.434 --> 01:23:42.915]  Liquidity is king.
[01:23:43.396 --> 01:23:55.444]  When you go to sell it and lock in your profits, you better have something that's bullion, that's a global commodity that's used for manufacturing, and not rely on a firm to actually have to make a market to sell it.
[01:23:55.804 --> 01:24:04.130]  Because what if that firm goes out of business and they were the only one marketing some kind of a fancy rare coin or some kind of a collectible or commemorative or something like that?
[01:24:04.730 --> 01:24:06.071]  Boy, that makes no sense.
[01:24:06.531 --> 01:24:06.971]  No sense.
[01:24:07.552 --> 01:24:21.600]  I don't even like government issued things like Canadian Maple Leafs, Gold Eagles, Silver Eagles, because just like anything Alex, once the government touches it, they ruin it and they make it too expensive.
[01:24:22.121 --> 01:24:26.884]  So I would just do generic refinery rounds or bullion bars.
[01:24:27.264 --> 01:24:28.345]  That's the cheapest way to go.
[01:24:29.105 --> 01:24:38.512]  This is how you start to really accumulate wealth, is maximize your ounces, minimize your cost, and just ride out the trend.
[01:24:38.852 --> 01:24:40.514]  And this is what we will help you do.
[01:24:41.034 --> 01:24:54.584]  If it's just a brokerage account, cash you have in the bank, an IRA rollover, you can roll over your IRA, get out of paper, get out of ETFs and those things that are, you know, a normal advisor say, well, I can put you into silver and the silver ETF.
[01:24:54.604 --> 01:24:55.545]  It's like, that's paper.
[01:24:55.905 --> 01:24:56.846]  That's not the same.
[01:24:57.506 --> 01:24:58.587]  We're good to go.
[01:25:14.363 --> 01:25:14.903]  I don't know.
[01:25:38.453 --> 01:25:49.298]  Whether it's just cash in your accounts, brokerage accounts, or an IRA rollover, the key is silver bullion, gold bullion, low cost, maximize your ounces.
[01:25:49.718 --> 01:25:52.679]  That's what my team will help you allocate into that strength.
[01:25:53.080 --> 01:25:59.082]  And Alex, I am not going to stop shouting this from the rooftops until there's nobody else to listen because it's that important.
[01:25:59.222 --> 01:26:05.345]  I think the economy as we know it is changing before our eyes and in the blink of an eye.
[01:26:05.625 --> 01:26:07.026]  We're going to wake up someday and it's like,
[01:26:08.885 --> 01:26:10.507]  We've got central bank digital currency.
[01:26:10.827 --> 01:26:12.268]  There's no more privacy anymore.
[01:26:12.389 --> 01:26:14.270]  I wish I would have done something.
[01:26:25.180 --> 01:26:26.522]  Ice water in the Sahara Desert.
[01:26:26.602 --> 01:26:30.567]  I mean, I only promote what is absolutely clear and that supports our message.
[01:26:30.827 --> 01:26:31.488]  That's all I do.
[01:26:31.728 --> 01:26:32.689]  This is a no-brainer.
[01:26:34.051 --> 01:26:40.238]  I mean, the fundamental supply and demand forces, geopolitical, political consequences that we're seeing every single day.
