[00:00:02.349 --> 00:00:03.490]  This perfect storm.
[01:09:35.616 --> 01:09:38.838]  So go to magapetitions.org and just sign the petition.
[01:09:39.219 --> 01:09:39.739]  It's free.
[01:09:40.259 --> 01:09:46.924]  But we want to get a million people to tell the President, it's time to end this circus and pardon this great American hero.
[01:09:46.984 --> 01:09:47.545]  Absolutely.
[01:09:47.585 --> 01:09:48.766]  And you know, what about Assange?
[01:09:48.906 --> 01:09:51.628]  I mean, this is the guy that Trump said, yeah, WikiLeaks has it, release it.
[01:09:52.854 --> 01:09:56.937]  You've got Snowden has been exonerated, and Trump needs to do this.
[01:09:57.358 --> 01:09:59.700]  He needs to put you up on the stage front and center at rallies.
[01:10:00.040 --> 01:10:02.242]  He needs to pardon Snowden.
[01:10:02.282 --> 01:10:03.443]  He needs to pardon Assange.
[01:10:03.803 --> 01:10:05.124]  That's what America wants to see.
[01:10:05.444 --> 01:10:06.605]  Let's move on to the good news.
[01:10:07.806 --> 01:10:18.394]  How does Biden spend this to say Trump accidentally gets an Israeli-Bahrain, Israeli-UAE, Serbia-Kosovo deal, stops the big crisis with North Korea?
[01:10:18.775 --> 01:10:19.756]  I mean, this is real
[01:10:21.540 --> 01:10:28.003]  No, it's actual statecraft.
[01:10:28.503 --> 01:10:33.486]  This is where I give the President's son-in-law, Jared Kushner, well-deserved credit.
[01:10:34.066 --> 01:10:37.127]  He's worked very hard on a viable peace deal.
[01:10:37.688 --> 01:10:39.148]  He deserves credit for that.
[01:10:39.789 --> 01:10:51.094]  There is no other American president who could have done this, because the Israelis trust Donald Trump, and the Saudis trust Donald Trump, and therefore he is able to bring everyone together.
[01:10:51.883 --> 01:10:57.306]  You notice the story about him being nominated for the Nobel Peace Prize appeared almost nowhere.
[01:10:58.267 --> 01:10:59.848]  It appeared in conservative media.
[01:11:00.488 --> 01:11:01.669]  Didn't see it on NBC.
[01:11:01.729 --> 01:11:02.529]  Isn't that strange?
[01:11:03.250 --> 01:11:14.877]  Yet, if you go back and look at the coverage, when Obama was nominated for such a prize, on the basis of what I can't figure out, it was front page news everywhere in America.
[01:11:15.377 --> 01:11:17.939]  It was an extraordinary historical happening.
[01:11:18.639 --> 01:11:19.860]  It's really quite incredible.
[01:11:21.101 --> 01:11:25.290]  Well, pulling back from this, Obama wasn't in office yet when he was given the Peace Prize.
[01:11:25.651 --> 01:11:28.878]  Then he launched a bunch of wars and expanded the Arab Spring in a bunch of horror.
[01:11:29.619 --> 01:11:31.042]  But the mere fact that...
[01:11:32.639 --> 01:11:44.768]  Trump goes out and does this, and not only did the two nominations for the Nobel Peace Prize get ignored, but the peace deals pretty much get ignored, but then when Biden does respond, again, I want your response to this, he says, oh, he did it by accident.
[01:11:44.829 --> 01:11:54.516]  So, he's incompetent, he beat the whole political system, never running for office, and is a maverick, and now he keeps, and he turned the economy around, and Krugman said it would never hit 3%, no magic wand, went to 3.8.
[01:11:55.938 --> 01:11:57.421]  And now he gets all these peace deals.
[01:11:57.862 --> 01:12:01.549]  Wow, so this horrible, incompetent idiot has just defeated all these people.
[01:12:01.790 --> 01:12:04.055]  That means they are lower than whale crap.
[01:12:05.171 --> 01:12:09.933]  Well, it is just very typical of the elitism of Joe Biden.
[01:12:10.013 --> 01:12:25.659]  Look, before he was slipping mentally, he was a loudmouth, blowhard, braggart, wrong about virtually every foreign policy issue during his time in the Senate, took credit for things he had nothing whatsoever to do with.
[01:12:26.099 --> 01:12:28.119]  For example, I marched with Dr. King.
[01:12:28.500 --> 01:12:29.940]  Hey Joe, no you didn't.
[01:12:30.120 --> 01:12:30.920]  That's BS.
[01:12:31.421 --> 01:12:32.101]  Very typical.
[01:12:32.902 --> 01:12:39.668]  But now that he is slipping mentally, and I think that's a fair thing to say, he has not lost that elitism.
[01:12:40.048 --> 01:12:45.314]  See, they look down on Donald Trump just like they look down on the people who voted for him.
[01:12:46.054 --> 01:12:48.176]  They're smarter than we are, the elites.
[01:12:48.717 --> 01:12:52.801]  We have no business even having an opinion about how the country should be governed.
[01:12:53.856 --> 01:12:59.781]  And we both understand that Donald Trump is an interruption in the war continuum.
[01:12:59.861 --> 01:13:03.584]  In other words, it didn't matter whether our presidents were Republicans or Democrats.
[01:13:03.604 --> 01:13:04.405]  It was immaterial.
[01:13:04.865 --> 01:13:07.267]  Bush, Clinton, Bush, Obama.
[01:13:07.848 --> 01:13:11.891]  Endless foreign war where our inherent national interests were never clear.
[01:13:12.331 --> 01:13:14.213]  There's always a problem with globalism.
[01:13:14.233 --> 01:13:16.255]  Let me raise this because get into Donald Trump's character.
[01:13:16.895 --> 01:13:20.058]  The fact that when he straight shoots on a business deal, they always call him a liar.
[01:13:21.300 --> 01:13:22.801]  They know he actually does what he says he'll do.
[01:13:22.841 --> 01:13:25.822]  Talk about Trump's psychology and what he really wants.
[01:13:25.862 --> 01:13:27.023]  They say it's just green money.
[01:13:27.063 --> 01:13:27.643]  I don't believe that.
[01:13:28.023 --> 01:13:35.407]  I understand that Trump has a larger destiny, a larger view, but these foreign leaders know that when Trump tells them something, that's what he really thinks.
[01:13:35.527 --> 01:13:36.667]  Everybody knows that about Trump.
[01:13:36.967 --> 01:13:37.868]  Isn't that refreshing?
[01:13:37.908 --> 01:13:39.228]  Isn't that what people want?
[01:13:40.329 --> 01:13:48.853]  Well, and to the extent that the president thinks about his legacy, and I'm sure he does, what greater legacy could you have than Peacemaker?
[01:13:49.986 --> 01:13:53.147]  Donald Trump ran for president as an anti-war candidate.
[01:13:53.627 --> 01:13:56.909]  It was the most important plank in his platform.
[01:13:57.369 --> 01:14:11.954]  The American people were tired of spending billions and losing the lives of men and women in these endless foreign wars that were used by the Bushes not to fight for democracy, but to fight for either oil or for political advantage.
[01:14:12.435 --> 01:14:13.575]  The people were fed up with it.
[01:14:14.298 --> 01:14:20.180]  At every step during his administration, which the president has tried to keep his promise to withdraw our troops.
[01:14:20.601 --> 01:14:23.902]  Shouldn't the left be bending over backwards to support Trump?
[01:14:23.922 --> 01:14:24.902]  They're now the war party.
[01:14:25.182 --> 01:14:27.563]  I see national polls that Democrats want more war now.
[01:14:28.524 --> 01:14:29.424]  Yeah, there's no question.
[01:14:30.144 --> 01:14:31.165]  Everything is backwards.
[01:14:31.445 --> 01:14:33.606]  The Democrats were once big on civil liberties.
[01:14:34.146 --> 01:14:36.487]  Now they love the FBI spying on everybody.
[01:14:37.003 --> 01:14:38.884]  The Democrats used to be against war.
[01:14:39.305 --> 01:14:42.887]  Now they think foreign war is the greatest thing since sliced bread.
[01:14:44.168 --> 01:14:46.650]  They used to be against censorship.
[01:14:47.070 --> 01:14:49.552]  Now, Alex Jones, we've got to censor him.
[01:14:49.933 --> 01:14:53.255]  We can't let him speak because we can't defeat his ideas.
[01:14:53.815 --> 01:14:56.437]  We can't even compete with his ideas.
[01:14:56.758 --> 01:14:57.818]  So we've got to shut him up.
[01:14:58.439 --> 01:14:59.259]  They're fascists.
[01:14:59.460 --> 01:15:00.921]  That's really what it comes down to.
[01:15:01.741 --> 01:15:03.923]  None worse than Twitter and Facebook.
[01:15:04.083 --> 01:15:05.124]  These people are hypocrites.
[01:15:06.038 --> 01:15:07.519]  But we're winning anyway.
[01:15:07.579 --> 01:15:08.800]  There's the irony of it.
[01:15:09.161 --> 01:15:11.883]  Because you cannot stop the power of an idea.
[01:15:11.903 --> 01:15:15.805]  And because Donald Trump, thank God, has the bully pulpit.
[01:15:16.526 --> 01:15:17.687]  And they can't silence him.
[01:15:18.419 --> 01:15:22.102]  And he speaks from the heart and he understands where the people are.
[01:15:22.582 --> 01:15:24.764]  The people are tired of these riots in our cities.
[01:15:25.344 --> 01:15:26.645]  They're tired of the violence.
[01:15:27.105 --> 01:15:28.806]  They're tired of the lies.
[01:15:29.327 --> 01:15:31.028]  They're tired of the foreign wars.
[01:15:31.989 --> 01:15:33.129]  They really are fed up.
[01:15:33.290 --> 01:15:36.192]  I think the silent majority is gaining in strength.
[01:15:36.352 --> 01:15:36.932]  No, I agree.
[01:15:36.972 --> 01:15:37.993]  Roger Stone's on fire.
[01:15:38.013 --> 01:15:39.594]  I was letting him go now, but he's got some time.
[01:15:39.614 --> 01:15:43.097]  We're going to do one more segment and then this show ends and Owen Schroeder takes over with...
[01:15:44.037 --> 01:15:46.379]  Sunday live, only six minutes of ads.
[01:15:46.799 --> 01:15:48.280]  You'll get a lot of calls, special guests.
[01:15:48.300 --> 01:15:50.861]  I'm gonna ask Roger then, because I know these messages get to Trump.
[01:15:52.182 --> 01:15:53.623]  And by the way, I said he's in Reno.
[01:15:53.663 --> 01:15:55.264]  They're in Las Vegas tonight, excuse me.
[01:15:57.065 --> 01:15:58.106]  Teleprompter free, folks.
[01:15:58.226 --> 01:15:59.527]  I never lie to you.
[01:15:59.767 --> 01:16:01.068]  Consciously, I do make mistakes.
[01:16:01.428 --> 01:16:02.649]  He's in Las Vegas.
[01:16:03.069 --> 01:16:04.110]  Roger Stone, straight ahead.
[01:16:04.130 --> 01:16:04.530]  Stay with us.
[01:16:06.417 --> 01:16:10.539]  Roger Stone is live from Las Vegas, Nevada, while Trump's giving his speech.
[01:16:11.020 --> 01:16:15.382]  Doing a lot of intel there, a lot of research, a lot of meetings coming up tonight.
[01:16:18.244 --> 01:16:19.264]  I'm your host, Alex Jones.
[01:16:19.745 --> 01:16:27.429]  Coming up, Owen Troyer and Sunday live for two hours on the local radio stations of Vegas and of course at Infowars.com forward slash show.
[01:16:28.110 --> 01:16:30.271]  Roger, I've never had cancer, thank God.
[01:16:31.527 --> 01:16:35.195]  But I've watched family die of it, and I see the battle against it.
[01:16:35.295 --> 01:16:41.949]  And I would describe globalism, the New World Order, just the pedophiles of the left.
[01:16:43.232 --> 01:16:43.932]  as cancer.
[01:16:44.713 --> 01:16:45.853]  He doesn't have a consciousness.
[01:16:45.894 --> 01:16:46.854]  He just wants to kill.
[01:16:47.494 --> 01:16:49.095]  And I see America fighting cancer.
[01:16:49.135 --> 01:16:50.996]  As you say, oh, the Democrats are desperate.
[01:16:51.396 --> 01:16:53.918]  That's why they're cheering for dead cops and shot cops.
[01:16:53.998 --> 01:16:57.820]  And that's why they want the country to fall and chanting death to America.
[01:16:58.180 --> 01:16:59.120]  That's not far left.
[01:16:59.160 --> 01:17:00.501]  That's the mainline Democrats now.
[01:17:00.561 --> 01:17:01.142]  I'm around them.
[01:17:01.482 --> 01:17:01.962]  I see them.
[01:17:01.982 --> 01:17:02.762]  They're mentally ill.
[01:17:03.183 --> 01:17:10.887]  And I see a huge awakening of Hispanic Americans, black Americans, Catholic blue collar workers, as you said, and in the Rust Belt, purple states.
[01:17:11.667 --> 01:17:14.752]  So then we should be winning by a giant landslide despite fraud.
[01:17:15.474 --> 01:17:17.677]  So you're saying, hey, the globalists are desperate.
[01:17:17.777 --> 01:17:18.298]  I agree.
[01:17:18.839 --> 01:17:19.821]  But then you look at the numbers.
[01:17:19.861 --> 01:17:20.782]  We're neck and neck here.
[01:17:20.823 --> 01:17:23.227]  And I've never had so much.
[01:17:25.140 --> 01:17:27.462]  So much concern.
[01:17:27.982 --> 01:17:30.104]  The suspense, you can cut it with a damn knife.
[01:17:30.164 --> 01:17:33.867]  I mean, I am in just absolute berserker mode right now.
[01:17:34.828 --> 01:17:35.689]  I feel desperate.
[01:17:35.709 --> 01:17:36.809]  I feel like I should be doing more.
[01:17:36.829 --> 01:17:39.752]  I feel like I should be working 24 hours a day, but then I get exhausted.
[01:17:40.112 --> 01:17:42.174]  And then I see the same panic in the enemy.
[01:17:42.534 --> 01:17:43.795]  This is not a normal election.
[01:17:43.835 --> 01:17:46.577]  This is existential good versus evil crisis.
[01:17:46.817 --> 01:17:47.458]  Do you agree with that?
[01:17:48.599 --> 01:17:49.700]  I absolutely do.
[01:17:49.800 --> 01:17:53.583]  I think there are three factors that are reflected in these polls.
[01:17:54.315 --> 01:18:00.420]  First and foremost, of course, is the intimidation factor.
[01:18:00.840 --> 01:18:08.707]  The fact that because of the activities of an unhinged, corporately owned fake news media, people are afraid
[01:18:09.378 --> 01:18:16.063]  Yeah, there's that bullying overhang that you'll get shot or killed or screamed at.
[01:18:16.223 --> 01:18:18.504]  People watch BLM go into restaurants and attack families.
[01:18:18.744 --> 01:18:20.766]  We go, that'll turn them... No, no, that's intimidation.
[01:18:20.986 --> 01:18:21.967]  They think we're wimps.
[01:18:22.027 --> 01:18:23.548]  They think America... That's it.
[01:18:23.828 --> 01:18:26.169]  I don't think America will buy this type of intimidation.
[01:18:26.389 --> 01:18:29.211]  I expect us all to come together and throw these bullies off of us!
[01:18:39.551 --> 01:18:47.954]  Trump supporters, in fact, anybody who isn't a liberal on the social media platforms, which is impacting voter perception.
[01:18:48.794 --> 01:18:53.696]  And then lastly, of course, is the constant barrage of disinformation.
[01:18:54.056 --> 01:18:54.917]  Just lies.
[01:18:55.337 --> 01:18:58.498]  Let's take the Atlantic Magazine article, for example.
[01:18:59.150 --> 01:19:08.487]  First of all, the author of this article, Jeff Goldberg, has a long and colorful history of being completely dishonest and fabricating his reports.
[01:19:08.507 --> 01:19:12.173]  He's known as the King Daddy of the Iraq War that killed millions.
[01:19:13.234 --> 01:19:31.326]  Secondarily, having read the Atlantic Magazine coverage of my own trial, it was rife with inaccuracies, outrout lies, and when they reproduced actual screenshots of certain text messages, they edited them.
[01:19:31.706 --> 01:19:33.388]  So they weren't even authentic.
[01:19:33.488 --> 01:19:37.330]  They edited them to fit the false narrative of their story.
[01:19:37.410 --> 01:19:38.611]  It's absolutely outrageous.
[01:19:38.831 --> 01:19:41.153]  So what happens when the Democrats lose?
[01:19:41.233 --> 01:19:42.574]  And I believe they're going to lose
[01:19:43.414 --> 01:19:44.556]  Because of our prayer and action.
[01:19:44.576 --> 01:19:45.416]  What do they do next?
[01:19:45.436 --> 01:19:49.401]  Because I used to ask Gavin McInnes what peak craziness is, Roger.
[01:19:49.681 --> 01:19:51.583]  I don't think there is any peak craziness.
[01:19:52.104 --> 01:19:53.205]  Uh, peak craziness.
[01:19:53.465 --> 01:19:55.187]  I just think they get crazier and crazier forever.
[01:19:56.228 --> 01:20:05.298]  Well, I think they will step up these violent assaults in our cities, which, and they've already announced their intention to move to the suburbs where our voters live.
[01:20:06.187 --> 01:20:12.029]  Secondarily, you will have the same new investigations.
[01:20:12.049 --> 01:20:14.650]  It depends, of course, who wins either House of Congress.
[01:20:15.210 --> 01:20:19.471]  If the Democrats retain the House, you'll have yet another impeachment.
[01:20:19.491 --> 01:20:20.452]  That was my next question.
[01:20:20.732 --> 01:20:24.353]  If the Democrats win this by fraud, Katie, bar the door.
[01:20:26.124 --> 01:20:37.431]  If the Democrats win this by fraud, then there will be an attempt to prosecute people like myself, like you, many others who have committed no crimes other than opposing them.
[01:20:38.251 --> 01:20:51.615]  Media Matters for America keeps criticizing you and I from using a quote in which Kamala Harris actually openly says, there will be revenge against those who supported Trump and enabled his presidency.
[01:20:51.996 --> 01:20:54.877]  We will leave no stone unturned, she said.
[01:20:55.357 --> 01:20:56.937]  Who could she be talking about?
[01:20:57.617 --> 01:21:02.239]  So this is a, this is a fight, not just for the future of the United States.
[01:21:02.939 --> 01:21:05.440]  This is a fight for the future of Western civilization.
[01:21:06.121 --> 01:21:12.823]  This is an epic struggle between dark and light, between good and evil, between the godly and the godless.
[01:21:13.823 --> 01:21:18.884]  Being in politics, you know, every couple of years we say, this is the most important election of our lifetimes.
[01:21:19.604 --> 01:21:21.464]  But this time, it really is.
[01:21:22.265 --> 01:21:32.667]  And the president must be re-elected to stop this country from hurtling over the cliff to atheistic, godless globalism mastered by the socialists.
[01:21:33.083 --> 01:21:33.503]  Well, that's right.
[01:21:33.543 --> 01:21:36.464]  In closing, Roger, I appreciate all the time tonight while you're there in Las Vegas, not Reno.
[01:21:36.484 --> 01:21:37.084]  That was last night.
[01:21:39.985 --> 01:21:41.045]  Obviously, we're wargaming.
[01:21:41.065 --> 01:21:44.006]  They don't want us wargaming when they say they're going to try to steal the election.
[01:21:44.026 --> 01:21:45.506]  They're trying to get the military to have a coup.
[01:21:45.986 --> 01:21:47.406]  They're openly saying it all over.
[01:21:47.446 --> 01:21:50.967]  Then you go, well, Trump better counter their martial law with martial law.
[01:21:51.227 --> 01:21:52.207]  That's a normal response.
[01:21:52.227 --> 01:21:54.368]  They take us there in the threat continuum.
[01:21:54.948 --> 01:21:56.488]  That's default constitution.
[01:21:56.688 --> 01:21:57.289]  We don't want that.
[01:21:57.329 --> 01:21:58.709]  We're going to win fair and square.
[01:21:59.429 --> 01:22:01.210]  Clearly they don't want you advising the president.
[01:22:01.250 --> 01:22:10.235]  So spend two minutes on what you think the president should do or how we should war game what he does when they purposely say the election is contested when he's clearly won.
[01:22:11.206 --> 01:22:12.907]  Well, first of all, let's talk pre-election.
[01:22:13.027 --> 01:22:30.960]  You will recall that I was deeply involved in an effort called Stop the Steal that was focused on the Republican National Convention, because I was confident that the Ted Cruz forces, when they aligned with the Bush forces and the... And you were right, and they tried and you stopped them.
[01:22:31.440 --> 01:22:32.101]  And we stopped them.
[01:22:32.859 --> 01:22:43.810]  Now I think what the Republican National Committee, which is basically useless, should be doing is putting together a volunteer brigade of attorneys.
[01:22:44.697 --> 01:23:04.257]  Uh, in every state who are well-versed in election law, who are very familiar with the state system, who are prepared to assert their rights on behalf of the Republican nominees to inspect ballots, to inspect the process, and to file objections and, if necessary, lawsuits.
[01:23:04.817 --> 01:23:13.482]  There are already 600 lawyers signed up for Biden to do this, most of them veterans of the Obama Justice Department.
[01:23:14.402 --> 01:23:19.605]  Hillary has said it is their policy to contest because they know they're going to lose.
[01:23:19.745 --> 01:23:25.448]  Well, Hillary said under no circumstances should Joe Biden ever concede, even if he loses.
[01:23:26.132 --> 01:23:41.680]  But she hasn't gotten the kind of criticism today that I got by simply saying the president should exercise his legal rights in his authority as president if there is overwhelming evidence that this election has been stolen through voter fraud.
[01:23:42.120 --> 01:23:43.941]  Sorry folks, there's nothing wrong with that.
[01:23:44.637 --> 01:23:48.618]  Never mind the Guardian or CNN or the twerps at the RNC.
[01:23:48.658 --> 01:23:50.018]  No, they're just mad that we get it.
[01:23:50.058 --> 01:23:53.379]  But obviously, more and more, the White House gets this.
[01:23:54.379 --> 01:23:56.499]  And Hillary's like, oh, they got a bunch of lawyers.
[01:23:56.559 --> 01:23:58.300]  No, the Republicans don't have any lawyers right now.
[01:23:58.600 --> 01:23:59.660]  They need to be on the ground.
[01:23:59.860 --> 01:24:00.940]  How does the RNC do that?
[01:24:01.060 --> 01:24:04.761]  Because you're right, the RNC just doesn't want MSNBC to talk bad about them.
[01:24:04.981 --> 01:24:07.301]  They are the weakest, most pathetic Republicans there are.
[01:24:08.781 --> 01:24:11.822]  We are completely unprepared for an election challenge.
[01:24:12.541 --> 01:24:15.542]  Say what you want about James A. Baker III.
[01:24:16.343 --> 01:24:22.165]  The Republicans so completely outmaneuvered and out-organized the Democrats in 2000.
[01:24:23.146 --> 01:24:28.168]  But we are completely unprepared for what is about to happen, and time is short.
[01:24:28.648 --> 01:24:41.634]  So I am hopeful that some of the more prominent Republicans in the country, who do understand the problem, I should say Republican lawyers in the country, will put together a completely volunteer operation
[01:24:42.611 --> 01:24:43.932]  This is very important, Alex.
[01:24:44.452 --> 01:24:46.433]  Not to intimidate voters.
[01:24:46.813 --> 01:24:48.094]  That's not what we're proposing.
[01:24:48.474 --> 01:24:56.539]  But to examine the process and the ballots and the legality of what happens both before the election and on election day.
[01:24:56.579 --> 01:24:57.099]  Well, absolutely.
[01:24:57.119 --> 01:24:59.760]  The Democrats say they're going to challenge it because they know they're losing.
[01:25:00.060 --> 01:25:02.822]  They're pumping 80 million pretty much fake ballots in to confuse it.
[01:25:02.862 --> 01:25:04.903]  Dead cats are getting ballots.
[01:25:05.043 --> 01:25:06.324]  And that's normal.
[01:25:06.384 --> 01:25:06.964]  That's good.
[01:25:07.064 --> 01:25:08.865]  And we should call for integrity.
[01:25:09.145 --> 01:25:09.926]  But Zuckerberg
[01:25:11.107 --> 01:25:23.944]  And Bloomberg are spending together $600 million now, $200 million one, $400 million another, to go out and fund saying the election is illegitimate when Trump wins.
[01:25:24.184 --> 01:25:25.145]  I mean, this is outrageous.
[01:25:25.305 --> 01:25:26.387]  You talk about election meddling.
[01:25:28.187 --> 01:25:29.728]  This is one of the things that they object to.
[01:25:29.908 --> 01:25:39.195]  I said, if there is actual proof that Zuckerberg has been involved in electoral fraud, then he should be arrested and prosecuted.
[01:25:39.235 --> 01:25:40.276]  Yes, I did say that.
[01:25:40.576 --> 01:25:41.036]  Guess what?
[01:25:41.257 --> 01:25:41.637]  I'm right!
[01:25:42.324 --> 01:25:43.945]  But they leave out the if part.
[01:25:44.425 --> 01:25:52.669]  Stone says Zuckerberg should be arrested, as if I'm proposing preventive detention, which I very specifically said I was opposed to.
[01:25:52.849 --> 01:25:55.070]  So it is, it's the constant distortion.
[01:25:55.110 --> 01:25:59.372]  Well, Sacha Baron Cohen said if he doesn't hand the election to the UN, we'll arrest him.
[01:25:59.433 --> 01:26:00.953]  So we're already in that wheelhouse.
[01:26:00.993 --> 01:26:02.754]  Roger Stone, powerful hour-long interview.
[01:26:03.154 --> 01:26:04.355]  StoneColdTruth.com.
[01:26:04.395 --> 01:26:04.995]  Thank you so much.
[01:26:05.015 --> 01:26:06.136]  We'll talk to you again soon, my friend.
[01:26:06.789 --> 01:26:07.389]  Great to be here.
[01:26:07.429 --> 01:26:08.189]  Many thanks, Alex.
[01:26:08.249 --> 01:26:08.609]  Thank you.
[01:26:08.649 --> 01:26:08.869]  Wow.
[01:26:08.909 --> 01:26:09.490]  Powerful interview.
[01:26:09.750 --> 01:26:10.030]  All right.
[01:26:10.050 --> 01:26:10.690]  The show's over.
[01:26:11.170 --> 01:26:11.510]  30 seconds.
[01:26:11.670 --> 01:26:12.530]  Owen Schroer comes in here.
[01:26:12.850 --> 01:26:17.011]  There's two hours, six minutes, an hour of commercials for local stations.
[01:26:17.031 --> 01:26:17.391]  That's it.
[01:26:17.731 --> 01:26:19.892]  Please tell folks about Sunday Live, Owen Schroer.
[01:26:20.192 --> 01:26:21.212]  That's how we reach new people.
[01:26:21.252 --> 01:26:21.732]  You're awake.
[01:26:21.952 --> 01:26:22.412]  You're informed.
[01:26:22.432 --> 01:26:22.972]  You know all this.
[01:26:23.493 --> 01:26:29.754]  Send it to your mom, your brother, your cousin, your whole email list, your whole Twitter feed, your whole YouTube, your whole Google, your whole Facebook.
[01:26:30.214 --> 01:26:30.796]  Call people.
[01:26:30.836 --> 01:26:31.497]  Text message it.
[01:26:31.537 --> 01:26:32.699]  Just get people to tune in.
[01:26:33.000 --> 01:26:36.267]  They don't want this show on air because we're so effective and we tell the truth.
[01:26:36.507 --> 01:26:37.189]  God bless you all.
[01:26:37.209 --> 01:26:38.171]  I'm Alex Jones signing off.
[01:26:38.431 --> 01:26:39.132]  Great job the crew.
[01:26:39.152 --> 01:26:40.215]  I'll see you back live 11 a.m.
[01:26:40.235 --> 01:26:40.736]  tomorrow Central.
[01:26:41.766 --> 01:26:45.147]  This is going to come down to fighting over how many people are awake and how many aren't.
[01:26:45.167 --> 01:26:46.308]  They're going to contest the election.
[01:26:46.328 --> 01:26:47.888]  They're going to say Trump lost.
[01:26:48.068 --> 01:26:49.429]  They're super pissed that I'm on air.
[01:26:49.549 --> 01:26:50.549]  I want them shut down.
[01:26:50.629 --> 01:26:51.510]  I want them silenced.
[01:26:51.590 --> 01:26:52.270]  I want them muted.
[01:26:52.290 --> 01:26:54.211]  I think they are horrible for our society.
[01:26:54.251 --> 01:26:55.151]  You kept us on air.
[01:26:55.291 --> 01:26:56.592]  We did the analysis first.
[01:26:56.872 --> 01:26:57.852]  It's now gone mainstream.
[01:26:57.932 --> 01:26:59.733]  We continue to be the epicenter.
[01:27:00.013 --> 01:27:05.915]  And what they've said directly to us is you continue to be the epicenter of our plans not going the way we want.
[01:27:06.115 --> 01:27:07.556]  And you need to stop right now.
[01:27:07.676 --> 01:27:08.736]  And they're very, very serious.
[01:27:08.876 --> 01:27:11.257]  Well, I'm not signing on with a bunch of devil-worshipping child molesters.
[01:27:11.357 --> 01:27:12.157]  It's not going to happen.
[01:27:12.177 --> 01:27:14.077]  So, they are moving now to destroy me.
[01:27:14.558 --> 01:27:17.018]  I used to say, support InfoWars, rescue InfoWars.
[01:27:17.078 --> 01:27:18.718]  Save yourself, save the world.
[01:27:19.038 --> 01:27:19.898]  We're in this together.
[01:27:20.239 --> 01:27:21.939]  Because let me tell you something.
[01:27:21.979 --> 01:27:25.799]  Communism's up here, InfoWars is the dam blocking it, which is all of us together supporting.
[01:27:26.180 --> 01:27:28.000]  And you and I are all down here with our families.
[01:27:28.220 --> 01:27:29.760]  My children are right here!
[01:27:30.500 --> 01:27:32.201]  But I need money to fight a war!
[01:27:32.441 --> 01:27:33.501]  And I need word of mouth!
[01:27:33.701 --> 01:27:34.601]  And I need prayer!
[01:27:34.761 --> 01:27:35.721]  And I need action!
[01:27:36.101 --> 01:27:37.661]  Because that dam's going to come down!
[01:27:38.382 --> 01:27:40.342]  Trump's told you, hell's coming!
[01:27:40.962 --> 01:27:45.344]  I talk to the EMS and I talk to medical doctors, and what makes you nauseated, it's not just the smell of piss.
[01:27:45.364 --> 01:27:46.905]  We call the smell of bum piss.
[01:27:47.245 --> 01:27:48.906]  It has this sweet, nauseating smell.
[01:27:48.926 --> 01:27:49.847]  It's on the face.
[01:27:49.907 --> 01:27:54.529]  All it does, it's a sweet, it's a sweet stench like you wanna throw up, like rotten meat.
[01:27:54.549 --> 01:27:56.210]  It is, it is the crap of dust mites.
[01:27:56.653 --> 01:28:00.795]  Have you noticed the stench of bum piss in your leftist-run neighborhoods?
[01:28:01.155 --> 01:28:07.699]  The crap of dust mites in bum piss is a real thing, and InfoWars Store has the solution.
[01:28:07.899 --> 01:28:20.346]  InfoWars has created the most powerful herbal lung cleanse and respiratory support product on the market, with over a thousand types of mold and mildew, toxic chemicals, and yes, dust mites.
[01:28:20.786 --> 01:28:23.127]  Introducing InfoWars Life Pure Turmeric Extract.
[01:28:23.147 --> 01:28:24.708]  This is taken under the tongue
[01:28:48.030 --> 01:28:49.231]  It is pure turmeric.
[01:28:50.212 --> 01:28:58.921]  It goes together very well with our body's ultimate turmeric formula that is taken as a powdered capsule and absorbed in the stomach and intestines.
[01:28:59.442 --> 01:29:07.470]  This is absorbed under the tongue into the bloodstream and then the remaining also is then absorbed by the stomach so it's more of an intense delivery system.
[01:29:07.910 --> 01:29:10.753]  The two formulas are different but both are concentrates
[01:29:10.973 --> 01:29:11.233]  I think so.
[01:29:41.345 --> 01:29:42.367]  It's finally here!
[01:29:43.008 --> 01:29:46.693]  Introducing the new Survival Shield X2 Spray.
[01:29:47.114 --> 01:29:49.257]  Available now for 33% off at InfoWareStore.com
[01:29:53.473 --> 01:30:02.915]  Listeners have been asking us for months to develop an iodine spray made with our exclusive Deep Earth Crystal Nascent Iodine.
[01:30:03.695 --> 01:30:17.118]  Our proprietary new Aerodyne technology allows us to harness the full power of ancient iodine crystals from 7,000 feet below the Earth's surface into the ultimate spray formula.
[01:30:18.238 --> 01:30:26.364]  Iodine is an essential mineral that helps support thyroid health, healthy metabolism, and healthy cognitive function.
[01:30:27.005 --> 01:30:34.110]  Get the new Survival Shield X2 Spray for 33% off intro pricing at InfoWareStore.com.
[01:30:34.590 --> 01:30:39.413]  That's Survival Shield X2 Spray at InfoWareStore.com.
[01:30:40.754 --> 01:30:46.078]  This is your emergency broadcast system announcing the commencement of the annual purge.
[01:30:48.763 --> 01:30:53.586]  At the siren, all crime, including murder, will be legal for 12 hours.
[01:30:54.007 --> 01:30:56.468]  Your government thanks you for your participation.
[01:31:02.152 --> 01:31:04.314]  We played a lot of purge games this evening.
