[00:00:00.189 --> 00:00:00.689]  Iodine.
[02:11:15.671 --> 02:11:22.677]  And, you know, kind of picking up where Alex left off today, you know, talking about how fear is used.
[02:11:22.737 --> 02:11:28.061]  And I know I harp on this a little bit, pardon the pun, for those that know my work.
[02:11:29.474 --> 02:11:31.095]  But hey, think about this.
[02:11:31.175 --> 02:11:43.645]  For the last several years, I've been talking about this as one of my main thrusts underlying my discussion of technology or politics or science or world affairs on any level.
[02:11:43.905 --> 02:11:49.530]  It's because fear, as a driver, I know, is so, so destructive.
[02:11:50.110 --> 02:12:04.621]  To ourselves and then what what comes of it beyond the initial response of flight or fight that gets our attention, which you know, I mean we hear about this and I know Mike Adams talked about this a little bit.
[02:12:05.325 --> 02:12:15.010]  In terms of how that kicks in, and when you think about what we're facing today, courage is the currency of the 21st century.
[02:12:15.650 --> 02:12:23.454]  Courage, fearlessness, recognizing what we are, who we are, and where we come from, allows us that.
[02:12:24.074 --> 02:12:27.335]  In fact, it's like the free gift of that.
[02:12:27.515 --> 02:12:38.997]  When you know that this dimension is very limited, you know, physical time and space as we occupy this body, this carrier with the soul, with the spirit.
[02:12:39.617 --> 02:12:45.219]  This is what many don't recognize as fundamental.
[02:12:45.299 --> 02:12:51.180]  So they become very fearful of the losses associated with that which they identify with.
[02:12:52.173 --> 02:12:54.074]  Which fundamentally begins with the body.
[02:12:54.534 --> 02:13:04.938]  You know, this carcass that we carry around, of which, if you're my age, in your 60s, you don't have one single solitary cell you were born with.
[02:13:05.038 --> 02:13:10.360]  So I assure you, the physical form is an aspect, but it's not you.
[02:13:10.380 --> 02:13:11.560]  You know?
[02:13:12.020 --> 02:13:18.483]  Okay, when you're born, you come into this world, and everyone starts telling you what you are, and programming you
[02:13:19.361 --> 02:13:20.021]  With what you are.
[02:13:20.081 --> 02:13:21.422]  This is your parent's job.
[02:13:21.883 --> 02:13:23.003]  We can call it programming.
[02:13:23.023 --> 02:13:24.004]  We can call it teaching.
[02:13:24.024 --> 02:13:24.864]  We can call it education.
[02:13:24.884 --> 02:13:28.627]  We can give a lot of words to give the same meaning.
[02:13:29.527 --> 02:13:42.995]  And this is what's really important here is what is the meaning of words when you hear the globalists talk and you listen carefully, not just to the words they say and what they represent, but the framework that they're hung on.
[02:13:43.455 --> 02:13:46.117]  And it is, in fact, a framework of fear.
[02:13:46.790 --> 02:13:57.616]  It requires fear to fuel their matrix, because that's how they move the herd, how they get people to respond in mass the most rapidly.
[02:13:57.656 --> 02:14:06.461]  There was a book, I reference it every once in a while, and I had to pull it again and look at it, and I didn't realize it was quite as old as it is, but it's from 1841.
[02:14:06.802 --> 02:14:09.243]  You know, it tells you some of
[02:14:09.383 --> 02:14:09.784]  We're good to go.
[02:14:22.873 --> 02:14:25.455]  Things that later were proven to be nonsense.
[02:14:25.555 --> 02:14:37.143]  And I'm not saying that this will be proven to be nonsense necessarily, but I can tell you that everybody interested in moving the herd has taken the opportunity to do so.
[02:14:37.644 --> 02:14:43.648]  And so some want to cloak that under conspiracies or plans and some will deal with it otherwise.
[02:14:44.829 --> 02:14:46.930]  But here's the reality of it all.
[02:14:49.441 --> 02:15:10.369]  Everyone takes advantage of opportunity and crisis breeds, unfortunately, opportunity for both bad actors and good actors, I suppose, because everyone sees this as a time when big solutions are needed and maybe big solutions will happen and not incrementally.
[02:15:10.929 --> 02:15:13.991]  But this is where you need to pay attention on the peripheral.
[02:15:14.051 --> 02:15:20.014]  If you look at your daily newspaper, it's dominated by virus news, but everything else has been forgotten.
[02:15:20.034 --> 02:15:26.497]  And if you remember just before this happened, we had California burning down, Australia burning down.
[02:15:26.537 --> 02:15:31.700]  We had famine in the Middle East and North Africa because of locusts.
[02:15:31.800 --> 02:15:34.642]  We had, you know, all these disasters.
[02:15:34.662 --> 02:15:35.682]  We had World War III.
[02:15:35.722 --> 02:15:39.144]  We're standing on the edge of World War III and all this is like forgotten.
[02:15:39.679 --> 02:15:42.728]  Like it just disappeared, evaporated off the face of the earth?
[02:15:43.651 --> 02:15:45.055]  No, we're not paying attention.
[02:15:45.897 --> 02:15:46.619]  Pay attention!
[02:15:47.250 --> 02:15:53.591]  One of the secrets of life, stay calm, pay attention, and use your peripheral vision, what's going on on the sidelines.
[02:15:54.091 --> 02:15:58.712]  Because on the sidelines, often, is where the real action is.
[02:15:59.252 --> 02:16:09.954]  I come from a political family, many of you know this, and often what happens in these events is every party looks for a way to push their agenda forward.
[02:16:09.974 --> 02:16:16.475]  So you gotta pay attention, doesn't mean that it will be bad, doesn't mean that it will be good, but it means that we, as a democratic republic,
[02:16:16.935 --> 02:16:20.877]  And those of us who recognize we are the government need to pay attention.
[02:16:20.997 --> 02:16:21.758]  So pay attention.
[02:16:22.518 --> 02:16:41.328]  You know, when I think about some of the dialogues that I've witnessed recently, you know, you talk about the mind control agenda, the idea of moving people, manipulating people with the ultimate in the propaganda machine, the technology that allows you to literally manipulate brain activity grossly and overtly.
[02:16:41.909 --> 02:16:46.051]  From reading your thoughts in finer and finer detail,
[02:16:47.236 --> 02:16:52.979]  From a distance, knowing whether you experience fear or joy or happiness at a given moment.
[02:16:53.019 --> 02:16:56.260]  This can be deduced easily nowadays.
[02:16:57.021 --> 02:17:05.445]  More complex thinking is, it takes a little bit more computing power, a lot more computing power, but it is here and quickly arriving.
[02:17:05.745 --> 02:17:09.647]  Okay, so this is the full side of what human nature can be.
[02:17:10.815 --> 02:17:14.978]  Augmented humanity, if you will, is what we do.
[02:17:15.018 --> 02:17:19.041]  Whether it's a paddle for a boat, that's augmented reality too, right?
[02:17:19.441 --> 02:17:21.543]  I mean, because that's not us, it's using a tool.
[02:17:21.983 --> 02:17:33.811]  But these tools that penetrate our minds, our consciousness, our awareness, these are either tools or they're the bullets to shoot us with.
[02:17:34.463 --> 02:17:36.827]  Because, you know, think about it this way.
[02:17:36.887 --> 02:17:41.894]  That same paddle that you're rowing that boat with, you can take it and beat someone to death with it, right?
[02:17:42.275 --> 02:17:44.117]  So is it a paddle or is it a club?
[02:17:44.177 --> 02:17:45.860]  Again, we're talking about words here.
[02:17:46.961 --> 02:17:47.883]  What do words mean?
[02:17:48.780 --> 02:17:51.462]  Words behind them is intention.
[02:17:51.922 --> 02:17:54.503]  This is the important ingredient, ladies and gentlemen.
[02:17:54.823 --> 02:17:55.944]  You got to get through.
[02:17:55.984 --> 02:17:57.145]  That's called discernment.
[02:17:57.245 --> 02:18:08.811]  Screening through the words to get to the root of their intention so you can discern the spirit of the words and what is coming out of that living soul so you can interpret.
[02:18:09.548 --> 02:18:12.830]  Those words, in the context of your living experience.
[02:18:13.170 --> 02:18:19.293]  And then you, as an independent living soul, get to make judgment, decisions, choices.
[02:18:20.894 --> 02:18:23.055]  Those are what make you unique.
[02:18:24.196 --> 02:18:27.638]  And the first choice is to maintain control of oneself.
[02:18:28.698 --> 02:18:35.742]  And the second choice is to use that carrier, to use that self, to carry on a vision of truth.
[02:18:36.403 --> 02:18:39.325]  That recognizes the divinity of every living soul.
[02:18:39.685 --> 02:18:53.274]  That isn't there to destroy and tear up and rip apart, but to build, to recognize, to enlighten, to invigorate, to bring out of each of us the very best possibilities that we are.
[02:18:53.995 --> 02:18:56.536]  That is the highest calling.
[02:18:56.977 --> 02:19:00.159]  The recognition that the highest form of love is friendship.
[02:19:01.480 --> 02:19:13.745]  And relationship and the things that unite us and bring us together, when two or more gather together, the resonance, the power involved in that multiplies dramatically.
[02:19:14.505 --> 02:19:17.667]  I was talking about this last week in the broadcast a little bit.
[02:19:17.707 --> 02:19:27.931]  We even did a group prayer, if you will, talking about that in the context of quantum physics and how it really works.
[02:19:28.630 --> 02:19:43.642]  So people who don't have a religious understanding can at least start to grasp that we are more than this carrier, and perhaps let go of a bit of fear and begin to seek, look, seek, and you shall find the truth of what it is that you need to know.
[02:19:44.282 --> 02:19:53.169]  I believe that absolutely, but I believe that each of us is a powerful source of inspiration to everyone around us if we recognize it.
[02:19:54.049 --> 02:19:57.212]  Even the simplest of things, mood,
[02:19:58.391 --> 02:19:58.851]  We're good.
[02:20:17.176 --> 02:20:34.208]  And today it went in a bit of a different direction, but I think an important thing for this hour, for this moment, for this time, is to recognize the potency of what we are, and not let these globalists tell us how insignificant we are, how we are dust at their feet, because we are not.
[02:20:34.648 --> 02:20:38.070]  We are the tip of the spear, and you're in this war with us.
[02:20:38.150 --> 02:20:39.211]  This is the InfoWars.
[02:20:39.852 --> 02:20:40.872]  This is Dr. Nick Bates.
[02:20:40.952 --> 02:20:41.593]  We'll be right back.
[02:20:42.934 --> 02:20:43.734]  And welcome back.
[02:20:43.774 --> 02:20:44.035]  You know,
[02:20:45.495 --> 02:20:50.877]  People always ask me, you know, how can you be smiling at a time like this, you know, and I can't help it.
[02:20:51.097 --> 02:20:53.217]  And I want to talk about that for just a second.
[02:20:53.537 --> 02:21:01.500]  And really, kind of my approach to a lot of this is, first, I want to say, I'm really grateful.
[02:21:02.600 --> 02:21:09.942]  I live in a state of gratefulness, if you will, for having the opportunity and really the privilege and responsibility
[02:21:10.703 --> 02:21:10.924]  We're good.
[02:21:20.587 --> 02:21:33.351]  Reading, studying, taking in information, and I use a lot of different sources, and one of them I want to mention because it goes back to my very, very beginnings 25 years ago, and this one became one of the alternate news feeds.
[02:21:33.411 --> 02:21:45.114]  I mean, people know about Zero Edge, and they know about Drudge, and of course, everyone who's listening knows about InfoWars, but one of the other news sources out there is Nexus News Feed, which is
[02:21:46.227 --> 02:21:50.068]  Operated by Duncan Rhodes and it's an alternative news source.
[02:21:50.168 --> 02:22:01.132]  It covers 15 or 16 areas, everything politics, weird esoteric stuff, you know, the brain, the latest stuff and mind effects.
[02:22:01.192 --> 02:22:11.936]  I mean, it's like all the conspiracy stuff also, you know, so all those things before they become reality when they're still being titled conspiracy shows up there, but it's a great news feed for general information.
[02:22:13.037 --> 02:22:18.884]  Like everything, you know, look at each article because there are a lot of different sources there because it's an aggregator.
[02:22:18.924 --> 02:22:26.953]  They're grabbing stuff from all over the world and shoving it into one place so people can get it in one place, like what Zero Hedge does with their news feeds and what.
[02:22:27.593 --> 02:22:29.193]  Drudge does and what InfoWars does.
[02:22:29.273 --> 02:22:31.374]  We gather data and make it available.
[02:22:31.414 --> 02:22:34.114]  So Nexus Newsfeed, I encourage you to take a look at that.
[02:22:34.535 --> 02:22:36.235]  I'm plugging them instead of me this week.
[02:22:36.355 --> 02:22:42.796]  I really appreciate what they've done for me and publicizing my work, like what InfoWars does for all of us.
[02:22:43.496 --> 02:22:53.719]  And you know, InfoWarsStore.com is the source that keeps us going, you know, and I do this volunteer as a volunteer effort.
[02:22:53.759 --> 02:22:55.699]  This is what I consider my public service work.
[02:22:57.144 --> 02:23:01.466]  This work, because this is really fundamental to who we are, informing the public.
[02:23:01.506 --> 02:23:04.808]  So I do this and I make my living elsewhere, which is great.
[02:23:05.068 --> 02:23:06.128]  It allows me to do this.
[02:23:06.288 --> 02:23:09.970]  But what it also is, is a big responsibility.
[02:23:10.371 --> 02:23:13.112]  And the responsibility I don't take with a heavy heart.
[02:23:13.172 --> 02:23:25.659]  I take it very deeply, but not in that sense of stress, but in a sense of gratitude and joy, because I know that an informed public
[02:23:28.780 --> 02:23:46.361]  It's not one being herded by emotion, it's being directed by intellect tied with the emotion, the thing that makes us so unique as human beings, that we can put those two aspects of the mind, of the brain together, literally the left and right hemisphere, these two sides, we bring them together
[02:23:47.691 --> 02:23:52.153]  into a unit and we don't let one dominate and the other be silent.
[02:23:52.193 --> 02:23:53.814]  This is not how we were created.
[02:23:54.234 --> 02:24:01.657]  And this is one of the secrets, ladies and gentlemen, of how new world order structures use fear.
[02:24:01.717 --> 02:24:12.582]  Because when you engage fear, what happens is the right side of the brain is engaged and it shuts down a bit of the function of the logical, reasoning, rational side.
[02:24:12.962 --> 02:24:19.129]  What you need is these two in harmony so the emotional drives the intellect rather than the other way around.
[02:24:19.855 --> 02:24:26.961]  And this is important because we're meant to be whole human beings, not fragmented by one side of the brain or the other.
[02:24:27.521 --> 02:24:37.710]  So much of our education system, so much of what comes at us is designed to trigger one side or the other and to really separate us internally.
[02:24:38.010 --> 02:24:44.035]  OK, because when we're born, we have a very balanced system, more balanced than as we age.
[02:24:44.375 --> 02:24:47.738]  And as the layering of experience or what we call education,
[02:24:48.370 --> 02:24:55.073]  We're programming or whatever words you want to use again for those words that are important for structuring what happens then.
[02:24:55.373 --> 02:25:00.595]  And so as you layer it up, the brain separates in terms of where your focus is.
[02:25:01.095 --> 02:25:07.098]  And what that does is fragment you as a human being and begin to break down what you are as a human being.
[02:25:07.138 --> 02:25:10.840]  So part of the mission is, and you can read it, right?
[02:25:10.860 --> 02:25:12.680]  He has little children.
[02:25:12.700 --> 02:25:14.001]  What does that really mean?
[02:25:15.143 --> 02:25:20.906]  You know, you need to contemplate these words on the framework of what we now know.
[02:25:20.926 --> 02:25:28.891]  And what we know is those word symbols from way in the past are valid.
[02:25:28.931 --> 02:25:36.435]  They operate under rules and laws that we just didn't understand then, that we have a greater understanding now, but that does not make us all wise.
[02:25:37.036 --> 02:25:40.878]  In fact, that's where we've got to really scrutinize, you know, and really smart people
[02:25:41.910 --> 02:25:45.673]  Sometimes get lost on the intellectual side and they lose their connection.
[02:25:46.133 --> 02:25:48.315]  And that emotional side also connects the heart.
[02:25:49.235 --> 02:25:51.857]  What we call the heart, whatever that really means.
[02:25:52.398 --> 02:25:55.400]  And it's the way we express ourselves in the world, how we create.
[02:25:55.860 --> 02:25:58.061]  Why is creation so valued?
[02:25:58.922 --> 02:26:04.926]  Because this is the essence of what we are as both created human beings and co-creators.
[02:26:06.087 --> 02:26:07.448]  As created human beings.
[02:26:08.032 --> 02:26:12.295]  And what the physics shows us, if you look back on last week's segment, I want to reiterate all that.
[02:26:13.076 --> 02:26:17.279]  And so this is all important structurally to be a prepared human being.
[02:26:17.299 --> 02:26:28.948]  And right now, while we're all sitting at home with our wives, with our children, with the people that we care about, that we have relationship with, our deepest relationships, we can reform those.
[02:26:29.468 --> 02:26:37.294]  And at the same time, we can look within ourselves and sort of reset the clock, breaking sort of the veil
[02:26:38.052 --> 02:26:40.795]  of the propaganda that surrounds us in our daily life.
[02:26:40.955 --> 02:27:02.395]  As our routines are broken, it provides also this opportunity for self-reflection, change, recognitions, that we can then talk to our family, engage those that are important to us, so that we can then, coming out of this, we are the warriors.
[02:27:03.154 --> 02:27:08.578]  But we're coming out of our training opportunities because now we can focus a little bit.
[02:27:08.598 --> 02:27:30.093]  If we can just let go of the fear long enough to cultivate who we individually are, to begin to recognize and go back to our root of who we are, so we can reclaim that root and express ourselves as created living beings in what we do each day individually and recognizing a couple of things.
[02:27:31.198 --> 02:27:33.000]  Faith is a simple thing.
[02:27:33.141 --> 02:27:36.725]  It's acting on what you know to be right and true.
[02:27:38.087 --> 02:27:39.989]  What you absolutely can believe in.
[02:27:40.510 --> 02:27:41.751]  It's as simple as that.
[02:27:42.212 --> 02:27:43.734]  And here's where people get confused.
[02:27:43.754 --> 02:27:44.535]  You know, they go, oh,
[02:27:45.538 --> 02:27:48.339]  I can't have faith to do this or that because it's too big.
[02:27:48.519 --> 02:27:49.659]  Well, don't do that!
[02:27:50.199 --> 02:27:51.520]  That's not faith, that's hope.
[02:27:51.780 --> 02:27:55.001]  You can have hope, but then you do what you can do, which is faith.
[02:27:55.041 --> 02:28:10.706]  You know, teaching is part of what happens on InfoWars, not just information, but we're trying to provide a context for what do we do with it, you know, in a sensible way, so we just don't get more jacked up like everybody else.
[02:28:11.046 --> 02:28:11.566]  No, we gotta
[02:28:12.213 --> 02:28:23.891]  Jack into ourselves a little bit and disconnect a little bit from the electronic gulag that we're all in, whether we recognize it or not.
[02:28:24.853 --> 02:28:25.614]  You're in it.
[02:28:26.857 --> 02:28:52.777]  You're in that gulag already because of the way the system has imprisoned us, not just in our homes, which metaphorically, you can have the walls broken down, but as long as every move you make, every step you take, every breath you take, and everything you do, and every movement, and everyone you're close to, and every time you cross paths with another electronic device, it's recorded and tracked.
[02:28:53.217 --> 02:28:53.558]  Everything.
[02:28:54.559 --> 02:28:55.039]  Everything!
[02:28:56.115 --> 02:28:57.915]  This is the false reality.
[02:28:58.495 --> 02:29:00.156]  This is the Antichrist.
[02:29:00.876 --> 02:29:02.456]  We're in the 21st century.
[02:29:02.516 --> 02:29:04.277]  Time to wake up, America.
[02:29:04.337 --> 02:29:05.277]  This is the Infowars.
[02:29:05.317 --> 02:29:05.977]  We'll be right back.
[02:29:07.137 --> 02:29:08.677]  People forget this, you know.
[02:29:08.717 --> 02:29:18.039]  They hold some of us, because we're out in front a little bit, in this weird kind of place that makes me at least really uncomfortable, you know.
[02:29:18.379 --> 02:29:19.639]  Because here's what I know.
[02:29:19.659 --> 02:29:20.980]  I get to do this.
[02:29:21.060 --> 02:29:22.320]  I'm so thankful for that.
[02:29:23.095 --> 02:29:29.460]  But what I know is it's not what I'm doing that matters, it's what you're doing that matters, what Alex was saying before.
[02:29:30.061 --> 02:29:39.469]  And this is the fundamental thing that unites the entire team at InfoWalk, because at the end of the day, it's about empowering you.
[02:29:39.949 --> 02:29:43.572]  You see, because if you're not empowered, then none of this matters.
[02:29:43.792 --> 02:29:44.613]  If you guys don't
[02:29:46.864 --> 02:29:52.491]  I'm not saying please, please, no violent acts because that isn't going to get us there.
[02:29:52.511 --> 02:29:57.457]  It's just going to perpetuate the same problems and give people an excuse to lock it down tighter.
[02:29:57.817 --> 02:30:02.323]  So we have to do it a different way and that's the challenge of the 21st century.
[02:30:02.363 --> 02:30:03.284]  That's our challenge.
[02:30:04.455 --> 02:30:07.476]  And people ask me in terms of the spiritual side of my life.
[02:30:07.596 --> 02:30:12.938]  Everyone's waiting for me to declare who I am in terms of my religious background.
[02:30:12.998 --> 02:30:13.658]  And you know what?
[02:30:13.698 --> 02:30:15.019]  I'm not going to do it for you.
[02:30:15.119 --> 02:30:18.580]  You can't tell by the fruits of who I am who I am and what I'm doing.
[02:30:18.940 --> 02:30:19.701]  You never will.
[02:30:20.281 --> 02:30:24.062]  And I'm not going to do that any more than Thomas Jefferson did.
[02:30:24.182 --> 02:30:25.983]  You ever read the Jefferson Bible?
[02:30:26.043 --> 02:30:26.763]  I recommend it.
[02:30:27.721 --> 02:30:34.528]  What he did is just take all the highlighted portions of what Christ said, and that was his sort of condensed version of what was important to remember.
[02:30:34.548 --> 02:30:38.011]  And I like that approach, quite frankly.
[02:30:38.591 --> 02:30:42.395]  And this was a man who declared religious freedom as fundamental to who we are.
[02:30:42.415 --> 02:30:43.336]  And why did he do that?
[02:30:44.528 --> 02:30:47.529]  Because people evolve, learn.
[02:30:47.729 --> 02:30:49.749]  I'm not talking about evolving like from an ape.
[02:30:49.849 --> 02:30:51.510]  I'm talking about individually.
[02:30:51.570 --> 02:30:55.031]  When we're born, we begin to learn and we have to discern.
[02:30:55.091 --> 02:31:00.852]  And sometime in our life, we have to come to a decision point about what we believe, what's real.
[02:31:01.692 --> 02:31:04.593]  And I came to mind a long time ago, and those that know me know.
[02:31:05.493 --> 02:31:07.374]  And here's what I know about that.
[02:31:08.383 --> 02:31:14.989]  Is it's tough if you got to really work an overdrive brain to get there, but when you do, it's a powerful thing.
[02:31:15.710 --> 02:31:17.992]  And I believe in the inspired word.
[02:31:18.432 --> 02:31:25.018]  And if you were listening to the last couple of sections, I came into this show with an idea of what I was going to do and didn't go that way.
[02:31:25.058 --> 02:31:33.065]  It happens a lot because I know what that is to express yourself through that
[02:31:34.503 --> 02:31:35.343]  We're good.
[02:31:52.262 --> 02:31:54.184]  And so, you know, that's part of it.
[02:31:54.204 --> 02:31:58.727]  But why I bring all this up is because I want to emphasize something.
[02:31:58.947 --> 02:32:08.574]  And I've used this example often, where you could be walking down the street, maybe not so much anymore, maybe walking on the other side of the street from someone, and, you know, you acknowledge them.
[02:32:09.355 --> 02:32:09.835]  And you know what?
[02:32:09.875 --> 02:32:13.518]  That's happening a lot more as I walked around my neighborhood here in Alaska.
[02:32:13.998 --> 02:32:15.700]  People are acknowledging each other.
[02:32:16.360 --> 02:32:17.521]  Boy, isn't that a change?
[02:32:18.762 --> 02:32:21.424]  Wouldn't that be nice to keep that change?
[02:32:22.085 --> 02:32:38.765]  Where we can look into each other's eyes and see who's in there, you know, see beyond the shell and see a little bit of perhaps ourselves and the creation that we are in that other human being and maybe change the way that we run our
[02:32:39.634 --> 02:32:42.135]  Game plan in terms of our lives in the future.
[02:32:42.656 --> 02:32:52.921]  I think that's perhaps the greatest thing that may come out of this shared trauma of having our economy crunch and the New World Order jerking us around.
[02:32:53.882 --> 02:33:04.567]  And so I want to shift a bit as I get into the rest of this segment into the next one and talk about some of the things on a material physical plane we're dealing with right now.
[02:33:06.519 --> 02:33:08.640]  Because that's hurting a lot of people right now.
[02:33:08.981 --> 02:33:12.042]  And unemployment is projected to go to as high as 32%.
[02:33:12.123 --> 02:33:18.667]  This is 7% more than the Great Depression of the 1930s.
[02:33:20.127 --> 02:33:28.833]  We have no comprehension of this because there aren't very many people alive who remember the 1930s and what led up to it.
[02:33:28.973 --> 02:33:30.414]  And what led up to it is the
[02:33:31.275 --> 02:33:38.580]  Roaring 20s, or you could call it what we've been doing for the last 10 years in terms of the economy.
[02:33:40.362 --> 02:33:41.562]  But it's a false economy.
[02:33:41.602 --> 02:33:52.806]  It's based on the firehose approach of everybody's retirement monies, 401ks, everything raw, traditionals, shoved into this firehose pointed at the stock market.
[02:33:52.886 --> 02:33:55.506]  There's no place else to point it to the average person.
[02:33:55.927 --> 02:33:56.747]  So what happens?
[02:33:57.367 --> 02:34:04.909]  It's going to overheat every 10 to 12 years and be overfueled because it'll be overpriced because too much money is going in there.
[02:34:04.989 --> 02:34:07.590]  And so then the globalists have a plan.
[02:34:08.388 --> 02:34:14.593]  And anytime the opportunity presents itself, they've already put all their chips in place.
[02:34:15.073 --> 02:34:21.698]  And so they just rake off all that productive wealth that everybody has created and steal it from you.
[02:34:23.460 --> 02:34:36.350]  In these crashes of markets that are based on false money, false companies, false values, false fake everything, fake politics, fake news, fake
[02:34:37.222 --> 02:34:43.407]  world around us being engineered to push us around and move us around.
[02:34:44.288 --> 02:35:04.805]  And this is what this pause in all of our lives might give us an opportunity to reflect on a little bit in terms of how we re-engage the world coming out of this with a little more vigor, a little more attention, and perhaps a little more focus and maybe a little more depth of humanity in all of this.
[02:35:05.743 --> 02:35:13.917]  Because here's what also happens to politicians coming from three generations of politicians and statesmen, and there's a difference.
[02:35:14.659 --> 02:35:18.165]  I can tell you, looking at the landscape,
[02:35:19.204 --> 02:35:23.666]  They'll listen when the pitchforks are out, and I'm not talking the violence of that.
[02:35:24.106 --> 02:35:30.349]  Metaphorically, when the public pays attention and start to pull levers differently, things change.
[02:35:30.729 --> 02:35:36.171]  And one of the things that every one of us can do, talking about pulling levers, because I know the next thing that comes up is, oh, they rigged the elections.
[02:35:36.778 --> 02:35:38.339]  Paper, ballots.
[02:35:38.439 --> 02:35:39.400]  We use paper ballots.
[02:35:39.440 --> 02:35:40.781]  I'm not talking punch holes.
[02:35:41.322 --> 02:35:44.284]  Paper, ink, and paper, ink, not pencils.
[02:35:44.844 --> 02:35:46.746]  Ink and paper, so you can recount.
[02:35:47.146 --> 02:35:53.111]  Some things should never, ever, ever be automated, and the voting booth is one of them.
[02:35:53.511 --> 02:35:56.053]  And the tabulation of votes is one of them.
[02:35:56.694 --> 02:36:00.116]  This is the only way we're gonna have free and fair elections ever.
[02:36:03.659 --> 02:36:05.240]  Sorry, I don't have a cough button.
[02:36:06.934 --> 02:36:07.534]  But it is.
[02:36:07.594 --> 02:36:08.335]  It's the only way.
[02:36:09.275 --> 02:36:16.000]  When you look at it across the platforms of what's going on right now, fear is being injected.
[02:36:16.720 --> 02:36:18.981]  Now, what is a big sideline agenda?
[02:36:19.302 --> 02:36:27.447]  One that's been talked about on the broadcast by others, and I want to mention it again, digital currency.
[02:36:28.307 --> 02:36:33.690]  And the whole thought of it was probably to try to slip it in, you know, under this last bill.
[02:36:34.591 --> 02:36:35.992]  But the other place where it shows up,
[02:36:36.653 --> 02:36:38.554]  Is the Bank of International Settlements.
[02:36:38.594 --> 02:36:44.939]  Now, this is a consortium of 60 countries, 600 top banks in the world that sort of push policy.
[02:36:44.979 --> 02:36:51.043]  And what they're pushing right now is this electronic currency for our own safety, of course.
[02:36:51.403 --> 02:36:55.646]  And if you believe that, I've got a few bridges for sale in San Francisco.
[02:36:56.026 --> 02:36:58.648]  But the point of the matter is, it's BS.
[02:36:58.708 --> 02:37:00.028]  And we all know it's BS.
[02:37:00.749 --> 02:37:02.610]  It's about control and manipulation.
[02:37:02.650 --> 02:37:04.011]  Now, they're not the only group.
[02:37:04.051 --> 02:37:04.832]  Now, you've got the U.N.
[02:37:06.095 --> 02:37:12.757]  Calling for a global digital currency and everyone can join up and buy into this currency.
[02:37:13.697 --> 02:37:15.918]  No way, ladies and gentlemen.
[02:37:16.878 --> 02:37:22.680]  This is dangerous territory for the world and they're using this.
[02:37:23.240 --> 02:37:25.161]  This will track everything you do.
[02:37:26.033 --> 02:37:51.405]  This will create a false economy that's based on you signing up and being chipped and being controlled and being manipulated because you'll be talking about identification being bad and they can't prove it's you and you'll hear every manner of excuse for your own safety to strip away the last remnant of your humanity in the gulag, the electronic concentration camp that we're sitting in.
[02:37:52.085 --> 02:37:55.247]  And we've been boiled slowly like a frog in a pot.
[02:37:56.198 --> 02:37:58.260]  The world is changing, ladies and gentlemen.
[02:37:58.380 --> 02:37:59.441]  Be part of the change.
[02:37:59.782 --> 02:38:00.743]  Be the tip of the spear.
[02:38:00.983 --> 02:38:02.024]  This is Dr. Nick Begich.
[02:38:03.550 --> 02:38:04.511]  And welcome back.
[02:38:04.711 --> 02:38:14.896]  And I appreciate everyone on this Friday afternoon in most of the world and approaching the high noon hour here in Anchorage, Alaska, where I'm broadcasting today.
[02:38:14.916 --> 02:38:23.120]  I want to thank everyone, too, out there in Austin on the team that keeps all this going and makes us look good no matter where we are in the world.
[02:38:23.621 --> 02:38:24.741]  I appreciate those guys.
[02:38:24.781 --> 02:38:30.844]  And you can help them, too, by stepping up and looking at InfoWarsStore.com.
[02:38:30.884 --> 02:38:31.685]  Take a look at that.
[02:38:32.305 --> 02:38:34.228]  And support this network.
[02:38:34.248 --> 02:38:37.892]  You can look at my website earthpulse.com but there's nothing for sale there.
[02:38:37.972 --> 02:38:39.093]  I shut all that down.
[02:38:39.533 --> 02:38:42.417]  My books and videos are only available in hard copy.
[02:38:43.123 --> 02:38:44.364]  To the InfoWars store.
[02:38:44.404 --> 02:38:45.685]  So go there, check it out.
[02:38:45.725 --> 02:38:48.247]  But if you want information, go to my website.
[02:38:48.287 --> 02:38:49.869]  There's a lot of free stuff there.
[02:38:50.729 --> 02:38:51.970]  EarthPulse.com.
[02:38:52.051 --> 02:38:53.872]  E-A-R-T-H-P-U-L-S-E.
[02:38:54.292 --> 02:38:55.253]  EarthPulse.com.
[02:38:55.273 --> 02:38:56.694]  A lot of information.
[02:38:56.714 --> 02:39:04.601]  If there's stuff that I'm talking about that you want me to talk more about, send me an email at info at EarthPulse.com and I'll give it good consideration.
[02:39:04.621 --> 02:39:09.445]  I want to switch up a little bit and try to get to what I was going to talk about today a little bit.
[02:39:10.886 --> 02:39:17.271]  I was going to talk about oil because it's a big thing in our state, in our region, and it affects a lot of aspects of our economy.
[02:39:18.592 --> 02:39:35.724]  And we're hearing a lot about the Russians and Saudis coming to some agreement to reduce, along with OPEC, OPEC Plus, which includes those that aren't members but participate in their meetings, reducing oil production by 10 million barrels a day, which has excited the market, except for one thing.
[02:39:36.004 --> 02:39:36.604]  Yeah, I think so.
[02:40:05.775 --> 02:40:10.858]  Over supply you have a on the production side even with a 10 million barrel a day cut.
