[00:00:02.531 --> 00:00:05.494]  Nurse Erin Marie Olszewski?
[02:59:28.005 --> 02:59:36.469]  Those are the people's buildings that we have elected officials in there to be governing just to make sure that we follow the laws that need to be followed not to be
[02:59:36.909 --> 02:59:42.173]  Leading a frontal assault on the lies of the New World Order, it's Alex Jones.
[03:00:02.521 --> 03:00:16.545]  Hello everybody, welcome back.
[03:00:16.946 --> 03:00:20.947]  It is the Summit News Hour with me, your host Paul Joseph Watson.
[03:00:20.967 --> 03:00:24.428]  I hope you're all having a good preparation for Christmas.
[03:00:25.328 --> 03:00:30.450]  My Christmas has been completely ruined and now I'm trapped here on what is being referred to as
[03:00:31.536 --> 03:00:32.737]  Plague Island!
[03:00:32.837 --> 03:00:35.920]  Yes, it was racist to call it the China virus.
[03:00:36.560 --> 03:00:41.664]  It was racist to suggest that we should stop incoming flights from China back in March.
[03:00:42.225 --> 03:00:44.967]  That was bigoted, that was xenophobic, that was horrific.
[03:00:45.467 --> 03:00:55.555]  But it's perfectly fine to ban British people from dozens of countries around the world and refer to the British Isles as Plague Island.
[03:00:55.595 --> 03:00:56.476]  So I am indeed
[03:00:57.307 --> 03:01:00.568]  Trapped alone on Plague Island for Christmas.
[03:01:01.049 --> 03:01:02.569]  It's going to be another fun one.
[03:01:03.470 --> 03:01:17.516]  And the reason for that is because on Saturday afternoon, our esteemed Prime Minister Boris Johnson announced that London and the southeast of England would be placed into what they refer to as Tier 4.
[03:01:18.076 --> 03:01:22.138]  Of course, that's just another name for complete and total lockdown.
[03:01:23.099 --> 03:01:23.759]  They banned
[03:01:24.798 --> 03:01:29.420]  Not only people travelling outside their immediate area, they banned all international travel.
[03:01:29.820 --> 03:01:36.123]  So now basically I'm banned from travelling 30 or 40 miles to the next tier down.
[03:01:36.183 --> 03:01:37.044]  That's illegal.
[03:01:37.464 --> 03:01:42.266]  So if you've got family, if you've got granny 30 miles away, you can't go and visit her.
[03:01:42.326 --> 03:01:43.067]  That's illegal.
[03:01:43.107 --> 03:01:44.427]  You may get stopped by the police.
[03:01:45.108 --> 03:01:46.008]  You may get fined.
[03:01:46.228 --> 03:01:47.449]  You may even get arrested.
[03:01:48.389 --> 03:01:50.070]  You can't travel internationally.
[03:01:50.967 --> 03:02:00.254]  Because they ban you domestically from doing so, and in dozens of different countries now they're banning people from Britain being allowed into those countries.
[03:02:00.835 --> 03:02:03.597]  That's all illegal, but you know what isn't illegal?
[03:02:04.217 --> 03:02:12.184]  Flights landing from Africa, Brazil, China, and every other country on the planet, landing at London airports.
[03:02:12.784 --> 03:02:15.146]  These people from China, Brazil, Africa.
[03:02:15.586 --> 03:02:18.989]  Brazil, by the way, over 7 million coronavirus cases.
[03:02:19.972 --> 03:02:29.999]  This new strain, the mutant strain that we're all supposed to be terrified of, was found in Brazil eight months ago, but those people are allowed to come here
[03:02:30.911 --> 03:02:38.278]  In fact, multiple flights from Sao Paulo, Brazil, landing basically every half an hour at Heathrow Airport, at Gatwick Airport.
[03:02:38.718 --> 03:02:45.825]  Those people are allowed to come here, even though they've got record coronavirus cases, even though they've got the new mutant strain and had it eight months ago.
[03:02:46.226 --> 03:02:52.692]  They can come here, but because Boris Johnson has literally set up internal borders while leaving
[03:02:53.292 --> 03:02:55.314]  The external border's wide open.
[03:02:55.814 --> 03:03:02.160]  I'm not allowed to travel 20, 30 miles away to see family in a different tier.
[03:03:03.121 --> 03:03:05.343]  We literally have internal borders.
[03:03:06.260 --> 03:03:08.583]  And I mean, they're just taking the piss at this point.
[03:03:08.603 --> 03:03:09.764]  They're taking the piss.
[03:03:10.105 --> 03:03:11.306]  We have flights landing.
[03:03:11.366 --> 03:03:17.053]  I hear them every five minutes overhead at Heathrow Airport from every other country in the world.
[03:03:17.433 --> 03:03:22.920]  But if I go to Brighton, if I go 40, 50 miles away, I face arrests and fines.
[03:03:24.096 --> 03:03:25.096]  That's the situation.
[03:03:25.737 --> 03:03:30.078]  Again, because of this new mutant strain which they're claiming is new, which isn't new.
[03:03:30.419 --> 03:03:31.679]  It's already in Europe.
[03:03:31.819 --> 03:03:33.420]  It was in Brazil eight months ago.
[03:03:33.900 --> 03:03:42.843]  Now you have top scientists, you have a top German virologist, which we're going to get into on the other side of the break, saying that they weren't even informed of this new strain.
[03:03:43.104 --> 03:03:46.765]  There are literally 300 different strains of coronavirus.
[03:03:47.065 --> 03:03:48.946]  It was announced on a press conference
[03:03:49.640 --> 03:04:00.781]  Literally putting tens of millions of people on the eve of Christmas under de facto house arrest, ruining their Christmas plans, and then prompting this mass travel ban.
[03:04:01.736 --> 03:04:09.163]  In Spain, Germany, France and all these other countries from Brits trying to enter other countries to visit their family members.
[03:04:09.603 --> 03:04:15.288]  Oh and by the way, if you've booked a flight, which many people have, their Christmas plans are already completely ruined.
[03:04:15.589 --> 03:04:19.692]  But not only that, they're not even going to get refunds on the flights.
[03:04:20.293 --> 03:04:23.676]  The flight operators are still operating the flights because maybe
[03:04:24.429 --> 03:04:27.931]  Two Spanish people are going home from London back to Spain.
[03:04:28.332 --> 03:04:37.898]  So rather than cancel the flights and have to give people their refunds, they're going to still operate all the flights, even though they'll be 95% empty.
[03:04:38.439 --> 03:04:43.622]  And when people complained about this to the government, they said, there's nothing whatsoever we can do about it.
[03:04:43.922 --> 03:04:47.905]  So they were screwed by Boris because their Christmas plans were ruined.
[03:04:47.925 --> 03:04:48.986]  They're not going to see their family.
[03:04:49.781 --> 03:04:53.907]  And now they're being screwed by the airlines because they're not going to get their refunds.
[03:04:53.947 --> 03:04:55.389]  We'll get into that and more on the other side.
[03:04:55.710 --> 03:04:56.691]  Summit.News.
[03:04:56.751 --> 03:04:57.212]  Don't go away.
[03:05:01.260 --> 03:05:08.124]  The year 2021 is almost here, and so we're launching our New Year's specials right now.
[03:05:08.585 --> 03:05:10.025]  We've got two different big sales.
[03:05:10.045 --> 03:05:17.050]  We've got Super Metal Vitality Turbo Force and Ultra 12, part of the New Year's Resolution Energize Pack, 40% off.
[03:05:17.270 --> 03:05:21.953]  We've got Bodies, Vazo Beats, and Knockout, part of the New Year's Resolution Revitalize Pack,
[03:05:22.293 --> 03:05:22.693]  At 40% off.
[03:05:22.733 --> 03:05:30.300]  But if you get both of these packs together, they are 60% off with free shipping and double Patriot points.
[03:05:30.561 --> 03:05:31.522]  The best deal ever.
[03:05:31.842 --> 03:05:37.027]  I want to thank you all for your support and encourage you to go to InfoWarsTore.com today and take advantage of this.
[03:05:37.287 --> 03:05:39.729]  And you can't lose because it funds the InfoWar.
[03:05:40.029 --> 03:05:46.956]  Again, get the great products at InfoWarsTore.com and fund the Second American Revolution worldwide at a time that's more critical than ever.
[03:05:47.456 --> 03:05:56.582]  Again, the year 2021 is here, and I am committed to you to fight against the globalists harder than ever, so thank you so much for keeping InfoWars in the fight.
[03:05:56.742 --> 03:05:58.463]  Without your support, we couldn't do any of it.
[03:06:02.925 --> 03:06:08.369]  You're listening to the Summit.News Radio Hour with Paul Joseph Watson.
[03:06:12.867 --> 03:06:23.373]  So we have a situation in the United Kingdom where the pubs are closed, Christmas is cancelled, people's plans are being completely ruined, they're not going to see their family members, but guess what?
[03:06:23.774 --> 03:06:31.478]  The borders, the external borders at least, are going to remain wide open to anyone who wants to enter this country.
[03:06:32.039 --> 03:06:38.623]  I can't travel 30 miles away because I face fines and arrests because I'm in Tier 4 and I can't go to Tier 3.
[03:06:40.359 --> 03:06:51.929]  But if people from Shanghai, Beijing, Sao Paulo or Kenya, Nairobi, Kenya want to visit the United Kingdom and visit London, they're perfectly free to do so.
[03:06:52.830 --> 03:06:54.771]  In what world does that make any sense?
[03:06:55.692 --> 03:07:02.158]  Flights from Africa, Brazil and China continue to land at Heathrow, even as Londoners are banned from travel.
[03:07:03.157 --> 03:07:14.300]  Flights from countries all over the world, including COVID-19 hotspots like Brazil, continue to land at London airports, despite Londoners themselves being banned by law from travelling outside the area.
[03:07:15.481 --> 03:07:26.464]  If you want to go on FlightAware, the FlightAware website, and zero in on London, and then go a little bit west, where you'll find Heathrow Airport,
[03:07:27.310 --> 03:07:28.771]  You can click on all the planes.
[03:07:28.811 --> 03:07:31.433]  You can see where they're coming from, where they're going to.
[03:07:31.693 --> 03:07:32.874]  They're coming from Kenya.
[03:07:33.234 --> 03:07:34.595]  They're coming from Sao Paulo.
[03:07:34.915 --> 03:07:36.876]  They're coming from Beijing.
[03:07:37.257 --> 03:07:38.618]  They're coming from everywhere.
[03:07:38.658 --> 03:07:40.279]  They can get in, but we can't get out.
[03:07:40.819 --> 03:07:50.986]  Prime Minister Boris Johnson announced on Saturday London and the south-east of England would be placed under a new lockdown, Tier 4, making it illegal for Londoners to travel outside the region.
[03:07:51.877 --> 03:07:58.842]  He also revealed that people living in Tier 4 areas would be banned from international travel, forcing millions of Brits who plan to visit family abroad to cancel their Christmas.
[03:07:59.202 --> 03:08:01.704]  And who knows when we'll be allowed to travel again?
[03:08:02.164 --> 03:08:05.386]  And if we'll be allowed to travel without the vaccine?
[03:08:05.967 --> 03:08:13.392]  Even to get to Spain, and now this is already being introduced by numerous of the European countries, you had to get a Covid test.
[03:08:14.053 --> 03:08:18.775]  A PCR test and prove it was negative simply to get into Spain.
[03:08:18.795 --> 03:08:22.117]  And of course we know these PCR tests are notoriously unreliable.
[03:08:22.517 --> 03:08:26.339]  They produce false positives repeatedly.
[03:08:27.339 --> 03:08:28.600]  They're totally unreliable.
[03:08:29.140 --> 03:08:31.301]  So you could not have COVID whatsoever.
[03:08:31.361 --> 03:08:36.043]  We've had people taking these tests who have had COVID six weeks ago.
[03:08:37.044 --> 03:08:38.405]  They've completely recovered.
[03:08:38.765 --> 03:08:43.347]  Six weeks to two months later, they take the PCR test and it says they've still got COVID.
[03:08:45.083 --> 03:08:47.325]  And that's the thin end of the wedge.
[03:08:48.205 --> 03:08:52.949]  Next it will be if you don't have the vaccine passport, which initially they denied they were even planning.
[03:08:53.390 --> 03:08:57.993]  Now they're literally planning it in government documents to enter other countries.
[03:08:58.053 --> 03:09:11.264]  And we got more on that in terms of France and Germany talking about banning people who don't have the vaccine from using public transport and entering other venues and in fact being denied medical care altogether.
[03:09:11.284 --> 03:09:14.046]  I'm going to get onto that later on in the show.
[03:09:15.945 --> 03:09:24.152]  This article continues, while Londoners are not allowed to hop on a flight, plane loads full of foreign visitors continue to land at Heathrow and other major airports in the region.
[03:09:24.793 --> 03:09:29.837]  Two days after Londoners were banned from travel or flight from Nairobi, Kenya landed at Heathrow.
[03:09:30.198 --> 03:09:37.584]  Oh, that's obviously very crucially important that we import Kenyans during the height of a pandemic.
[03:09:37.964 --> 03:09:38.785]  That's crucial.
[03:09:39.305 --> 03:09:40.867]  We can't stop that from happening.
[03:09:42.099 --> 03:09:43.620]  That's really important, isn't it?
[03:09:44.000 --> 03:09:50.003]  Flights from China, the original source of the coronavirus, also continue to land in London on a regular basis.
[03:09:51.204 --> 03:10:00.409]  Yesterday, no less than five flights from Brazil arrived at Heathrow Airport, despite the country registering over 7 million COVID-19 cases.
[03:10:01.509 --> 03:10:04.671]  And then we get on to the reason behind all this.
[03:10:06.047 --> 03:10:14.750]  The reason why Prime Minister Boris Johnson has literally created internal borders within the United Kingdom while leaving the external borders wide open.
[03:10:15.891 --> 03:10:17.211]  In fact, we have another article here.
[03:10:17.271 --> 03:10:22.093]  Video pictures British travellers held against their will at German airports.
[03:10:23.234 --> 03:10:29.196]  Chaos unfolded in the UK with the government touting an unverified mutant strain of Covid.
[03:10:29.216 --> 03:10:31.297]  There are literally 200 different strains.
[03:10:32.497 --> 03:10:33.178]  Literally 200 or more.
[03:10:35.166 --> 03:10:40.448]  It's not more harmful than the original one, but this is the excuse.
[03:10:41.268 --> 03:10:47.491]  To justify a fresh lockdown, video has emerged of British travellers being herded inside foreign airports and held against their will.
[03:10:48.271 --> 03:10:58.415]  The footage shows health officials and nurses, some in full hazmat gear, administering immediate Covid-19 tests as passengers plead, please help us leave.
[03:10:59.591 --> 03:11:08.252]  So they introduced these COVID tests as a mandatory measure to be allowed to get into the country on a whim while people were literally still in the air on these planes.
[03:11:09.473 --> 03:11:16.994]  Oh, and by the way, that costs another £200 to go and get a COVID test, a PCR test that isn't even reliable.
[03:11:17.674 --> 03:11:28.796]  So a lot of these people who have family in Spain, in France, in all these other countries, not only are they not going to get their money back on the flight, because they're still operating the flights, even though they're completely empty,
[03:11:29.637 --> 03:11:50.076]  Ryanair in particular, they've also shelled out £200, over $200 on these PCR tests, which are now completely redundant, because they're literally banned from leaving the country, and even if they manage to leave the country somehow, they're banned from getting into Spain and France and Germany and these other countries.
[03:11:51.749 --> 03:11:55.372]  Quoting here, we are at Hanover Airport and we are held against our will.
[03:11:55.752 --> 03:12:00.135]  We were tested and were prohibited from leaving the premises while awaiting the results.
[03:12:01.756 --> 03:12:09.742]  Hanover health official Andreas Krentz told German newswire DPA that, quote, our aim is to prevent the new variant of the virus from entering the region.
[03:12:10.022 --> 03:12:11.683]  It's already in the region.
[03:12:12.184 --> 03:12:13.885]  It's spread throughout Europe.
[03:12:15.026 --> 03:12:16.887]  It was in Brazil eight months ago.
[03:12:16.987 --> 03:12:21.891]  How is it not in Europe when you've got planes landing from Brazil every half an hour?
[03:12:23.091 --> 03:12:32.557]  It's a complete myth that this mutant strain only exists in the United Kingdom, but apparently now we're Plague Island and that's okay to refer to Britain as Plague Island.
[03:12:33.338 --> 03:12:35.860]  Don't call it the China virus though, that means you're racist.
[03:12:37.741 --> 03:12:39.482]  Another headline here at Summit.News.
[03:12:40.188 --> 03:12:45.910]  Scientists and MPs ask, where is evidence of 70% more contagious mutant COVID?
[03:12:46.830 --> 03:13:04.896]  As London and the entire southeast of the UK was plunged into a fresh lockdown over the weekend, scores of countries have banned all travel to and from the UK, but scientists there are demanding to see any evidence that there is a 70% more contagious mutant strain of COVID, having not been shown anything by the government.
[03:13:05.276 --> 03:13:08.557]  They just announced it in a press conference and that's enough apparently!
[03:13:09.676 --> 03:13:19.718]  The Daily Mail reports Carl Hennigan, Professor of Evidence-Based Medicine at Oxford University, has expressed scepticism over the 70% figure.
[03:13:20.798 --> 03:13:28.320]  He says, I've been doing this job for 25 years, I can tell you, you can't establish a quantifiable number in such a short time frame.
[03:13:28.820 --> 03:13:38.062]  They didn't even open it up to the other scientists, they just announced it in a press conference because they needed to get everyone under de facto house arrest right before Christmas.
[03:13:39.036 --> 03:14:01.167]  After having initially, of course, said that, you know, graciously giving us a four day period from the 23rd of October, I think it was, to the 27th, where we would be allowed, and we're so grateful, we would be allowed to meet with people from not one, but two other households.
[03:14:01.227 --> 03:14:06.350]  My God, can you imagine being allowed by the government to meet up with
[03:14:07.051 --> 03:14:09.112]  Family members from two different households.
[03:14:09.132 --> 03:14:13.913]  We were so graciously, graciously thankful.
[03:14:14.813 --> 03:14:16.074]  And now that's gone as well.
[03:14:16.334 --> 03:14:18.394]  Tier 4, you can't even meet with anyone.
[03:14:18.434 --> 03:14:19.755]  You're literally under house arrest.
[03:14:20.035 --> 03:14:21.475]  You can't leave the area.
[03:14:22.455 --> 03:14:25.516]  But people from Beijing and Shanghai, they can come in, they can do whatever they want.
[03:14:25.956 --> 03:14:26.957]  Borders are wide open.
[03:14:28.577 --> 03:14:35.199]  So Hannigan continued, speaking about this mutant strain which isn't new at all and has existed for at least eight months.
[03:14:35.947 --> 03:14:39.368]  He says, every expert is saying it's too early to draw such an inference.
[03:14:40.028 --> 03:14:46.009]  I would want to have very clear evidence rather than we think it's more transmissible so we can see if it is or not.
[03:14:46.729 --> 03:14:48.850]  He said, it's had massive implications.
[03:14:48.930 --> 03:14:50.750]  It's causing fear and panic.
[03:14:50.950 --> 03:14:53.030]  Yeah, that was the reason why they came out with it.
[03:14:53.671 --> 03:14:57.731]  But we should not be in this situation where the government is putting out data that is unquantifiable.
[03:14:58.972 --> 03:15:05.593]  They are fitting the data to the evidence, which is what they've done all along.
[03:15:07.216 --> 03:15:10.860]  Another top scientist calling out this mutant strain.
[03:15:11.280 --> 03:15:16.926]  RT reports top German virologist cast doubt on fears of new highly contagious UK Covid-19 strain.
[03:15:18.228 --> 03:15:23.313]  This is from Christian Drosten, the head of virology department of Berlin's Charite Center.
[03:15:24.229 --> 03:15:29.592]  He said suddenly there is this figure out there 70% and no one even knows what is meant by that.
[03:15:29.992 --> 03:15:37.155]  The virologist believes there is just not enough data to really say that the new strain is any more dangerous than the existing ones.
[03:15:37.496 --> 03:15:44.379]  But it doesn't matter what he says, doesn't matter what the other scientists say, they just announced it in a press conference and now because of this,
[03:15:45.450 --> 03:15:49.334]  We're going to be locked down until Easter or beyond.
[03:15:49.774 --> 03:15:54.819]  Lockdown 3.0, which is going to lead to lockdown 4.0 ad infinitum.
[03:15:55.220 --> 03:15:57.402]  It never ends because they don't want it to.
[03:15:57.982 --> 03:15:58.583]  We'll be right back.
[03:15:58.603 --> 03:15:59.123]  Summit.News.
[03:15:59.143 --> 03:15:59.604]  Don't go away.
[03:17:00.353 --> 03:17:02.514]  Winter Sun has been sold out for months.
[03:17:03.355 --> 03:17:04.356]  It's now back in stock.
[03:17:04.416 --> 03:17:07.578]  It's the highest quality vitamin D3 you're going to find anywhere.
[03:17:07.918 --> 03:17:12.521]  You take it under the tongue for maximum absorption or just put it in your mouth and drink it down.
[03:17:13.221 --> 03:17:18.545]  It's absolutely an essential vitamin, meaning if you don't have it and you have a deficiency from it, you will die.
[03:17:19.125 --> 03:17:20.526]  The system doesn't want you to know this.
[03:17:20.546 --> 03:17:27.849]  And they don't want you to know that they've lowered the allowance of what they claim you need every day to a level that makes you very, very sickly and easy to control.
[03:17:27.929 --> 03:17:35.433]  But now we have a winner's sum of vitamin D3 and vitamin K that helps it upload better and is also excellent for your immune system at InfoWarsTore.com.
[03:17:35.813 --> 03:17:36.594]  Sold out for months.
[03:17:37.114 --> 03:17:41.477]  I'm still going to sell it at 50% off because everyone needs it.
[03:17:41.517 --> 03:17:47.622]  Get it for yourself, get it for your husband, your wife, your children, your neighbors, especially folks that work indoors and don't get any sun.
[03:17:48.042 --> 03:17:52.805]  It's absolutely critical to get your Winter Sun now available again at InfoWarStore.com.
[03:17:52.866 --> 03:17:55.988]  Again, Winter Sun at InfoWarStore.com is back in stock.
[03:17:58.777 --> 03:18:01.840]  Hey Alex, how you doing man?
[03:18:02.500 --> 03:18:04.562]  Is this the guy that called in about Living Defense?
[03:18:05.342 --> 03:18:06.483]  Yes sir, yes sir.
[03:18:06.523 --> 03:18:13.409]  I've been trying to get a hold of you since Monday when I heard you got that fresh shipment of Living Defense in from Utah.
[03:18:14.029 --> 03:18:17.330]  I said, man, I got to get on that show and give him an update.
[03:18:17.670 --> 03:18:26.173]  I said, if I ever get a chance to be on Alex Jones Show, I'm going to tell the world about Living Defense and what it did for me personally.
[03:18:26.193 --> 03:18:32.055]  Now, look, I'm 64 years old going on 20, thanks to this Info 4 Store products.
[03:18:32.115 --> 03:18:37.577]  And by the way, I bought $800 worth the other night, so I'm doing what I can, brother.
[03:18:37.617 --> 03:18:41.959]  So what my contention is, why don't we start this new year off right?
[03:18:42.379 --> 03:18:48.406]  With everybody getting a couple bottles of Living Defense, now you gotta follow that up with the Micro ZX.
[03:18:48.566 --> 03:18:49.327]  I learned that.
[03:18:49.627 --> 03:18:51.809]  So it's like God working is so amazing.
[03:18:52.190 --> 03:18:52.831]  We didn't know.
[03:18:52.851 --> 03:18:53.992]  We didn't screen your call.
[03:18:54.012 --> 03:18:54.773]  We had no idea.
[03:18:54.793 --> 03:18:58.477]  And I go to you a year later and you're here telling people about Living Defense.
[03:18:58.537 --> 03:18:59.137]  Living Defense.
[03:18:59.177 --> 03:18:59.698]  Living Defense.
[03:19:04.788 --> 03:19:07.070]  The enemy has been forced out in the open.
[03:19:07.731 --> 03:19:09.592]  World government is here.
[03:19:10.313 --> 03:19:18.179]  And the system is publicly stealing this election from the biggest landslide and the biggest political realignment since 1776!
[03:19:21.673 --> 03:19:27.858]  Congress shall make no law respecting the establishment of religion or the free exercise thereof.
[03:19:28.218 --> 03:19:33.442]  Meaning, our forebearers did not have separation of church and state as they spread it.
[03:19:33.482 --> 03:19:37.965]  It means the state has no jurisdiction over any of us.
[03:19:46.403 --> 03:19:49.985]  It was never the Supreme Court's revolution.
[03:19:50.225 --> 03:19:52.747]  It was never the Republican Party's revolution.
[03:19:52.987 --> 03:19:55.749]  It was always our revolution!
[03:20:14.913 --> 03:20:22.018]  Live from London, England, it's Paul Joseph Watson with Summit.News.
[03:20:24.119 --> 03:20:40.549]  We are back broadcasting live from what they are now referring to as Plague Island because we're all imprisoned and trapped within it and apparently it's all because of this mutant new strain of coronavirus that isn't new at all and in fact was in Brazil eight months ago.
[03:20:40.569 --> 03:20:41.450]  Headline,
[03:20:42.276 --> 03:20:46.079]  Reports UK infection rate lower than countries cutting it off.
[03:20:46.539 --> 03:20:49.762]  Mutant Covid was seen in Brazil eight months ago.
[03:20:50.102 --> 03:20:54.825]  And this is nothing more than xenophobia against Britain and against Brits.
[03:20:55.546 --> 03:21:10.457]  Despite nations all over the world beginning to isolate from the UK, banning travel to and from Britain, Britain not banning any travel whatsoever that's incoming from China and Brazil, and effectively cutting it off, the infection rate is lower there than several other countries.
[03:21:11.064 --> 03:21:16.126]  As noted by the Daily Mail, infection rates in Britain are still lower than in Sweden, Denmark, Croatia and Holland.
[03:21:17.107 --> 03:21:19.968]  Nevertheless, these countries are isolating themselves from the UK.
[03:21:20.449 --> 03:21:22.029]  Very xenophobic, very racist.
[03:21:22.730 --> 03:21:29.293]  After the government there hyped a mutant strain of Covid to justify another lockdown without presenting any evidence.
[03:21:29.773 --> 03:21:33.195]  And that's not me saying that, that's top virologists and scientists saying that.
[03:21:34.015 --> 03:21:36.776]  Footage has emerged of British travellers being detained in foreign airports.
[03:21:36.796 --> 03:21:37.977]  We talked about that before the break.
[03:21:38.905 --> 03:21:44.308]  Meanwhile, the British government has not closed its borders to any incoming flights at all.
[03:21:44.888 --> 03:21:51.411]  All these other countries have closed their borders, even though they've got literally higher coronavirus rates than the UK.
[03:21:52.652 --> 03:21:59.135]  Scientists working with the government in Britain also claim that the new supercharged strain was present in Brazil eight months ago.
[03:22:00.015 --> 03:22:06.919]  So even the scientists advising the British government, which is claiming this mutant strain is new, are saying it isn't new.
[03:22:08.129 --> 03:22:19.872]  Studies show the mutation called N501Y was spotted in the South American country in April before later rearing its head again in Australia and the United States.
[03:22:19.912 --> 03:22:24.134]  That's according to the London Telegraph and it's also across Europe.
[03:22:24.374 --> 03:22:29.515]  It's already in these same countries that are banning travel based on the fact that it's a new strain.
[03:22:29.555 --> 03:22:31.936]  When it isn't a new strain it's already throughout the world.
[03:22:32.779 --> 03:22:43.709]  The report further notes that leading scientific advisors explained the N501Y strain did not cause much alarm earlier in the year because it failed to rip through populations on its own.
[03:22:44.850 --> 03:22:49.394]  And yet they're telling us that it's 70% worse than the original COVID strain.
[03:22:50.717 --> 03:23:00.748]  The strain is thought to have been spreading in the UK since September, but only now, days before Christmas, and after Parliament has broken up for the holiday, has the Government spoken about it.
[03:23:00.868 --> 03:23:10.659]  And they did that, they sent all the MPs back home so they couldn't come back to Parliament, and challenged the Government, forced them into holding a vote on this new tier system.
[03:23:11.139 --> 03:23:15.322]  Because this tier system was introduced on the basis that Parliament would have a vote on it.
[03:23:15.682 --> 03:23:16.403]  Imagine that!
[03:23:16.963 --> 03:23:22.367]  Our own elected officials, our own elected MPs, having a say on law!
[03:23:23.028 --> 03:23:23.768]  Imagine that!
[03:23:23.788 --> 03:23:24.889]  It's crazy, right?
[03:23:26.070 --> 03:23:36.297]  But no, they all sent them packing, they sent them back home, then afterwards introduced this law on the hoof, on a whim, so it couldn't be challenged in Parliament.
[03:23:37.617 --> 03:23:45.341]  Scientists in Britain also state the hint to look for the N501Y came from scientists who were tracking this mutation in South Africa.
[03:23:45.381 --> 03:23:47.102]  So it was already in South Africa too.
[03:23:48.183 --> 03:23:50.004]  Both the British and South African variants.
[03:23:50.404 --> 03:23:53.906]  By the way, people from South Africa, they're totally welcome to come in.
[03:23:54.706 --> 03:23:59.729]  I've seen flights from South Africa landing at Heathrow too, where they have the same strain.
[03:24:00.129 --> 03:24:02.991]  But I can't travel 30 miles or I might be arrested.
[03:24:05.390 --> 03:24:07.571]  But appear to evolve independently of one another.
[03:24:07.711 --> 03:24:14.095]  South Africa's health minister suggested on Friday that the new strain present there seems to have a more severe effect on young people.
[03:24:14.435 --> 03:24:15.556]  But again, come on in!
[03:24:16.577 --> 03:24:19.618]  Scientists independent of the government are asking to see the evidence.
[03:24:19.658 --> 03:24:21.199]  We talked about that before the break.
[03:24:23.121 --> 03:24:26.302]  Professor Carl Hennigan said, I've been doing this job for 25 years.
[03:24:26.463 --> 03:24:32.026]  I can tell you, you can't establish a quantifiable number in such a short time frame.
[03:24:32.688 --> 03:24:33.668]  So it's all baloney.
[03:24:34.308 --> 03:24:38.110]  What's also baloney is the notion that police can even enforce any of this.
[03:24:38.890 --> 03:24:45.672]  We've seen polls, which I'm going to get into shortly, which show massive support for lockdown measures.
[03:24:46.352 --> 03:24:49.353]  The worse they get, the support seems to just grow.
[03:24:49.373 --> 03:24:57.635]  I don't know who they're asking in these polls, because anecdotally that's not what I'm seeing, witnessing or experiencing out in the real world.
[03:24:58.550 --> 03:25:02.433]  You go in the, you go in the barbers, you go in pubs when we were allowed to.
[03:25:03.154 --> 03:25:04.055]  You go in restaurants.
[03:25:04.735 --> 03:25:07.738]  Everybody's talking about this and everybody's speaking out against it.
[03:25:08.839 --> 03:25:16.125]  There was a woman in the pub literally telling half the pub how she works in an NHS hospital and they're completely empty.
[03:25:16.145 --> 03:25:19.147]  And we're going to get on to that too.
[03:25:19.347 --> 03:25:23.631]  But here's a headline, UK police, there are no powers to enforce Christmas travel ban.
[03:25:24.761 --> 03:25:35.371]  Police in the UK have admitted they have no legal authority to enforce a travel ban in and out of London and the South East after the government instituted a third lockdown, cancelling Christmas for millions of people.
[03:25:36.472 --> 03:25:50.144]  The London Telegraph reports, officials from the Police Federation say officers do not have the power to stop people travelling to, or to stop cars and check if citizens are unlawfully visiting relatives and friends for Christmas.
[03:25:50.709 --> 03:26:07.377]  Now, of course, we had Priti Patel, the Home Secretary, come out last week and say police should enforce these measures, which would bring the prospect of them literally knocking on people's doors on Christmas Day to see if there were too many people gathering in one place.
[03:26:07.397 --> 03:26:11.538]  So the government has literally encouraged people to spy on each other, to snitch on each other.
[03:26:11.999 --> 03:26:17.081]  And yet the police force itself across the country is saying they're not going to enforce it because they can't.
[03:26:19.349 --> 03:26:22.111]  This police chief said, it's heavily reliant on public compliance.
[03:26:22.131 --> 03:26:24.952]  The restriction isn't on travelling, it's on leaving the house.
[03:26:25.873 --> 03:26:27.754]  That's what a police source told The Telegraph.
[03:26:28.434 --> 03:26:34.918]  He said, the more reasonable excuses there are, the more there will be opportunities to claim an exemption where, in truth, one doesn't exist.
[03:26:34.998 --> 03:26:40.662]  Because again, in the law, if they challenge you and say, why are you outside your house, pleb?
[03:26:41.622 --> 03:26:43.824]  Legally, you're not obliged to tell them.
[03:26:44.724 --> 03:26:46.145]  So it's completely toothless.
[03:26:47.406 --> 03:26:52.508]  In addition, it's only legal for police to stop motorists if they have witnessed a traffic violation.
[03:26:52.968 --> 03:27:06.474]  Now, that being said, we have seen videos, there was one a couple of weeks ago, where it was an Elvis impersonator, literally in his home, on his own, doing karaoke to an Elvis song.
[03:27:07.374 --> 03:27:09.015]  His back is turned to the door.
[03:27:09.395 --> 03:27:10.716]  The police bust in.
[03:27:11.136 --> 03:27:12.316]  He thinks he's being robbed.
[03:27:12.356 --> 03:27:13.557]  He thinks it's an intruder.
[03:27:13.617 --> 03:27:15.838]  He literally goes and tries to attack the police.
