[00:00:02.269 --> 00:00:02.769]  99 days.
[01:12:36.539 --> 01:12:38.340]  Xi Jinping denounced his own father.
[01:12:38.400 --> 01:12:41.281]  His sister was beaten to death in front of him by a youth brigade.
[01:12:41.522 --> 01:12:42.182]  He praised it.
[01:12:43.703 --> 01:12:52.547]  And so now he runs the country because he literally sacrificed his family, who were good people, for nothing to worship communism.
[01:12:55.769 --> 01:12:58.290]  Because his father had been a communist and helped get them in power.
[01:12:58.670 --> 01:12:59.891]  He was like the number three in the government.
[01:12:59.911 --> 01:13:01.692]  But he said, let's not murder all the farmers.
[01:13:01.712 --> 01:13:02.752]  Let's not kill the family.
[01:13:03.453 --> 01:13:05.494]  And Mao Zedong said, I'm taking orders from
[01:13:06.616 --> 01:13:07.136]  Rockefellers.
[01:13:08.517 --> 01:13:10.979]  We're going to kill a large portion of our people.
[01:13:11.019 --> 01:13:11.559]  That's the deal.
[01:13:13.161 --> 01:13:14.542]  And so you know the rest of the story.
[01:13:14.562 --> 01:13:15.062]  And now G.G.
[01:13:15.082 --> 01:13:17.684]  Pink sits on top of it because he's one evil monster.
[01:13:19.332 --> 01:13:25.134]  He took part multiple times in pilloring his father after he spent a decade in a forced labor camp.
[01:13:25.474 --> 01:13:28.435]  And they would do public humiliations when his father came back.
[01:13:28.935 --> 01:13:29.355]  And G.G.
[01:13:29.395 --> 01:13:32.856]  Ping would scream and yell and throw things at his father in front of everyone.
[01:13:32.876 --> 01:13:36.917]  And the little 12-year-old girls would run up and spit on him and throw rocks on him.
[01:13:37.358 --> 01:13:38.198]  And G.G.
[01:13:38.238 --> 01:13:39.598]  Ping would sit there and denounce his father.
[01:13:41.739 --> 01:13:43.399]  That's the type of trash.
[01:13:45.560 --> 01:13:46.140]  That's G.G.
[01:13:46.200 --> 01:13:46.480]  Ping.
[01:13:46.540 --> 01:13:48.281]  He lives on his knees to Satan.
[01:13:49.281 --> 01:13:55.124]  And so he's rewarded with being able to kill his own people en masse and spin up that virus with Fauci and all the rest of it.
[01:13:57.706 --> 01:14:05.230]  So when we come back, I'm gonna respond to what's really going on with the mask and the hijab.
[01:14:07.492 --> 01:14:10.113]  Because that's all any of this is, is a burqa.
[01:14:11.914 --> 01:14:12.975]  And this is a submission.
[01:14:13.015 --> 01:14:13.836]  What does Islam mean?
[01:14:13.876 --> 01:14:14.336]  Submission.
[01:14:16.030 --> 01:14:18.772]  Separately, ladies and gentlemen, we've got a solution to tyranny.
[01:14:18.892 --> 01:14:21.895]  It's only one part of the overall solution, and it funds the InfoWarp.
[01:14:22.735 --> 01:14:27.499]  These privacy pockets I have are almost 100% effective.
[01:14:27.539 --> 01:14:28.260]  We've tested them out.
[01:14:28.280 --> 01:14:29.461]  They're one of the best units out there.
[01:14:29.841 --> 01:14:35.826]  Sometimes right up next to a cell tower, it'll still penetrate through and be able to ping your cell phone, track your location, steal your data.
[01:14:36.907 --> 01:14:37.928]  Stop Bill Clinton.
[01:14:39.443 --> 01:14:47.269]  And Hillary Clinton and their global initiative with the NIH and the UNWHO running the contact tracers or beta testing in blue cities.
[01:14:47.309 --> 01:14:50.091]  They're going to come with forced inoculations as early as next year.
[01:14:51.292 --> 01:14:52.353]  They've already got your data.
[01:14:52.413 --> 01:14:54.815]  The apps are already on your phone, whether you take them off or not.
[01:14:55.195 --> 01:14:58.098]  Google and Apple admit they're doing it together four months ago.
[01:14:58.578 --> 01:14:59.299]  Everything is tracked.
[01:15:00.019 --> 01:15:02.741]  And so when you put your phone in this, it's a way to control it.
[01:15:03.742 --> 01:15:05.804]  It's a way to not let it run your life.
[01:15:07.168 --> 01:15:10.492]  It's a way to not let it dominate you, and it slips right in your pocket.
[01:15:10.552 --> 01:15:11.813]  It's a thin Faraday cage.
[01:15:12.374 --> 01:15:15.797]  They have units out there that are similar to this one or the same unit.
[01:15:15.817 --> 01:15:17.639]  They're selling for $35 online.
[01:15:18.600 --> 01:15:22.885]  Amazon sells them for like $22, and you know they always try to have the lowest price.
[01:15:22.905 --> 01:15:22.885]  $19.95.
[01:15:23.225 --> 01:15:24.607]  These cost us almost $12 a piece.
[01:15:26.072 --> 01:15:31.915]  So the eight bucks comes in to fund our operation, but I want you to get these and get in the habit to think about how evil these cell phones are.
[01:15:32.555 --> 01:15:35.377]  Now they're Trojan horses and how they literally spy on us and control us.
[01:15:36.157 --> 01:15:40.760]  And then start thinking about the features and the functions and how even when you turn off the tracking, it's still doing it.
[01:15:40.780 --> 01:15:41.280]  That's admitted.
[01:15:41.700 --> 01:15:46.943]  So you take control, except when you want to use the phone or take photos or do something, then it makes you think about.
[01:15:47.788 --> 01:15:48.489]  I'm being tracked.
[01:15:48.609 --> 01:15:49.449]  I'm being controlled.
[01:15:49.849 --> 01:15:50.790]  They lied to me about that.
[01:15:50.830 --> 01:15:51.471]  They now admit it.
[01:15:52.191 --> 01:15:52.972]  Give it to your children.
[01:15:52.992 --> 01:15:53.932]  Give it to your wife, your husband.
[01:15:53.952 --> 01:15:54.733]  Give them people your work.
[01:15:55.033 --> 01:16:01.377]  And say, hey, when you want to be tracked and followed and when you want to have location services on, you go ahead and take it out of the bag.
[01:16:01.718 --> 01:16:06.241]  But when you want to take control of Big Brother and at least take some ground back from the enemy,
[01:16:07.970 --> 01:16:11.393]  You put the cell phone in the prison it needs to be in, in the Phantom Zone.
[01:16:11.913 --> 01:16:14.936]  Infowarsstore.com, the best price, the highest quality units.
[01:16:15.616 --> 01:16:17.177]  $19.95 with your privacy pockets.
[01:16:17.498 --> 01:16:18.478]  We'll be right back.
[01:16:18.519 --> 01:16:18.979]  Stay with us.
[01:16:22.902 --> 01:16:23.523]  Welcome back.
[01:16:23.643 --> 01:16:28.126]  I'm your host, Alex Jones, coming to you from deep in the heart of Texas, Austin.
[01:16:28.787 --> 01:16:30.408]  Here's the Zero Hedge headline.
[01:16:30.868 --> 01:16:32.330]  The exodus begins.
[01:16:33.131 --> 01:16:34.712]  Well, it actually began a long time ago.
[01:16:34.732 --> 01:16:42.696]  Joe Rogan is leaving LA for Texas, and he's already here, because he wants a little bit more freedom.
[01:16:42.736 --> 01:16:46.598]  He had a New York Times writer on, and they discussed it, then they got into wearing masks.
[01:16:47.038 --> 01:16:48.339]  It all ties together.
[01:16:48.359 --> 01:16:50.080]  I'm gonna get into that right now.
[01:16:52.472 --> 01:16:53.212]  Think about this.
[01:16:53.472 --> 01:17:03.855]  In Iran, in Saudi Arabia, in Sudan, in more than 20 countries, women have to fully cover their faces and wear burqas, full beekeeper suits.
[01:17:04.415 --> 01:17:10.777]  In the other countries, they have to partially cover themselves up because, you know, a woman showing herself as very evil if another man sees it.
[01:17:11.457 --> 01:17:19.200]  Now they have a movement in Iran where women take them off and they get arrested, they even get shot, they even get killed.
[01:17:19.620 --> 01:17:21.320]  But see, that's because a woman's dirty, she's bad.
[01:17:21.340 --> 01:17:23.001]  She deserves it, I guess, under Sharia law.
[01:17:23.021 --> 01:17:31.143]  The left thinks that's really fashionable and cool and all these big leftist stores that you show hijabs and the burkinis where women cover up their whole bodies to go swimming.
[01:17:32.124 --> 01:17:35.425]  But now, because we're all dirty and could have the evil COVID,
[01:17:37.270 --> 01:17:50.097]  We all have to cover ourselves because Fauci, who's been wrong about everything and totally lied to us, he says so, and because the head of the UN says it's only getting worse, it's never getting better.
[01:17:51.638 --> 01:18:02.545]  So that's where all this is going, and police are brutalizing people in New York and places like Miami, Florida, all leftist areas, if they don't wear their new little sign of submission.
[01:18:02.645 --> 01:18:04.726]  Islam means submission.
[01:18:06.493 --> 01:18:19.965]  Well, I'm not submitting to Islam or to the NIH or any of this, but you know the WHO head is a communist Islamicist on top of it, and they know this is a sign of total control and slavery.
[01:18:20.005 --> 01:18:20.485]  So, boy!
[01:18:21.377 --> 01:18:22.338]  Never thought it'd come here.
[01:18:22.358 --> 01:18:25.119]  Now they're saying the masks are basically permanent.
[01:18:25.300 --> 01:18:28.261]  I played that clip in a special Saturday show, but you can pull it up.
[01:18:28.742 --> 01:18:31.704]  WHO head says lockdown will never end.
[01:18:31.944 --> 01:18:34.585]  Trump said Fauci'd have us shut down for years.
[01:18:34.846 --> 01:18:38.248]  He said 2.5 million would be dead.
[01:18:38.328 --> 01:18:39.008]  It's 150,000.
[01:18:39.288 --> 01:18:40.669]  Most of them died of other diseases.
[01:18:40.889 --> 01:18:41.890]  I heard a five-year-old died.
[01:18:41.910 --> 01:18:43.571]  My wife was sitting there.
[01:18:43.751 --> 01:18:44.632]  I said, let me guess.
[01:18:44.672 --> 01:18:45.873]  It says he had underlying conditions.
[01:18:45.893 --> 01:18:46.153]  Yeah.
[01:18:46.353 --> 01:18:47.854]  It says multiple underlying conditions.
[01:18:50.640 --> 01:18:52.061]  Then you test false positive.
[01:18:52.361 --> 01:18:53.362]  Most of them are false positive.
[01:18:54.443 --> 01:18:55.063]  It's incredible.
[01:18:55.103 --> 01:18:56.144]  So we have to challenge this.
[01:18:56.184 --> 01:18:57.965]  But here is the mask Nazi.
[01:18:58.005 --> 01:18:59.266]  It's up on Infowars.com.
[01:18:59.346 --> 01:19:06.751]  Woman, Macy's couple with their children not wearing masks while eating at a park.
[01:19:06.831 --> 01:19:11.754]  I've been in restaurants in Austin now where women come in in hijabs and they're eating spaghetti under it like this.
[01:19:12.295 --> 01:19:13.155]  What a clown show!
[01:19:13.316 --> 01:19:17.999]  But now there's a crazy woman at a park in San Diego, a good liberal, where they submit
[01:19:19.164 --> 01:19:21.420]  This is what she did to the family, daring to go outside.
[01:19:21.460 --> 01:19:21.762]  Here it is.
[01:19:26.949 --> 01:19:30.571]  What are you doing?
[01:19:31.271 --> 01:19:34.353]  You cannot be serious.
[01:19:34.553 --> 01:19:35.874]  You just maced him.
[01:19:35.974 --> 01:19:38.595]  You just maced him.
[01:19:38.855 --> 01:19:40.356]  You just maced him.
[01:19:40.496 --> 01:19:43.357]  You just maced him and their food because you disagree.
[01:19:43.657 --> 01:19:44.918]  Don't worry, I'm videotaping.
[01:19:45.318 --> 01:19:45.778]  Don't worry.
[01:19:45.838 --> 01:19:46.319]  That's not okay.
[01:19:46.359 --> 01:19:47.279]  That is not okay.
[01:19:47.519 --> 01:19:48.039]  Not okay.
[01:19:53.422 --> 01:19:55.863]  What's wrong with you, lady?
[01:19:55.963 --> 01:19:57.664]  You make my kids, you're getting your ass beat.
[01:19:57.684 --> 01:19:58.525]  I don't care who you are.
[01:19:58.705 --> 01:20:00.146]  It's okay, guys.
[01:20:01.046 --> 01:20:02.987]  They want that power, they want that control.
[01:20:03.007 --> 01:20:05.329]  Don't worry, I got it.
[01:20:05.349 --> 01:20:07.770]  You weren't defending yourself, lady, and I've got this.
[01:20:08.070 --> 01:20:08.991]  Did she hurt her?
[01:20:09.851 --> 01:20:10.612]  I didn't do anything!
[01:20:10.652 --> 01:20:16.355]  But see, they say you're bad, you're all suspect, and so they're gonna come literally spray your food like the Wicked Witch.
[01:20:17.095 --> 01:20:18.096]  She's hiked her leg on you.
[01:20:19.468 --> 01:20:20.368]  Now let's shift gears.
[01:20:20.448 --> 01:20:27.391]  Joe Rogan had Joe Decina of the New York Times on, and he's talking about, I'm coming to Texas.
[01:20:27.411 --> 01:20:31.032]  I heard Davy Crockett's coming to Texas sometime too.
[01:20:31.052 --> 01:20:32.873]  I think he already got there, sorry.
[01:20:33.433 --> 01:20:38.095]  And then they get into, oh, Texans are wearing their masks now.
[01:20:39.215 --> 01:20:41.556]  Well, yeah, in Austin, because it's basically LA.
[01:20:43.439 --> 01:20:46.302]  And there's $2,000 fines if a business doesn't have people do it.
[01:20:46.322 --> 01:20:47.363]  $500 for citizens.
[01:20:47.423 --> 01:20:48.324]  Totally unconstitutional.
[01:20:48.564 --> 01:20:51.047]  It's got medical waivers in there, but nobody tells you that.
[01:20:51.668 --> 01:20:52.969]  If you say you have anxiety or whatever.
[01:20:53.389 --> 01:20:54.410]  It's totally ineffective.
[01:20:54.430 --> 01:20:55.251]  All the studies show it.
[01:20:55.732 --> 01:20:58.835]  But notice the New York Times guy goes, oh, Texas got reality.
[01:20:59.676 --> 01:21:00.997]  Texas figured it out.
[01:21:01.963 --> 01:21:04.104]  And they're wearing their masks now because it's so serious.
[01:21:04.384 --> 01:21:08.126]  You mean they're doing 100 times the testing and the tests are fraudulent on record?
[01:21:08.146 --> 01:21:11.048]  I played a report earlier where the CDC admits it's not COVID.
[01:21:11.688 --> 01:21:14.810]  It's any type of viral or bacterial infection they're now saying picks it up.
[01:21:15.030 --> 01:21:16.411]  The test is a fraud!
[01:21:18.492 --> 01:21:20.093]  But we just barrel forward with it.
[01:21:20.153 --> 01:21:21.914]  They're counting people that died of other things in it.
[01:21:22.734 --> 01:21:24.835]  It's 20-something times less than what they said would die!
[01:21:25.315 --> 01:21:26.735]  But notice, it's never ending though!
[01:21:27.075 --> 01:21:30.576]  It's not the 15 days, the hospitals weren't filled, it's forever!
[01:21:30.756 --> 01:21:33.777]  Because once you let a group take over like this, they never turn loose.
[01:21:33.937 --> 01:21:35.498]  We have a medical global tyranny.
[01:21:35.738 --> 01:21:37.538]  This is the UN running this.
[01:21:38.079 --> 01:21:40.039]  Telling us we must follow what the UN says.
[01:21:40.299 --> 01:21:41.980]  Oh, that's not WHO approved!
[01:21:44.100 --> 01:21:44.861]  A communist!
[01:21:45.501 --> 01:21:48.122]  The guy that heads up the WHO is an admitted communist!
[01:21:50.282 --> 01:21:52.203]  Bill Gates is financing it all on record!
[01:21:53.288 --> 01:21:54.969]  I'll show you something after this Joe Rogan clip.
[01:21:55.129 --> 01:21:58.170]  Here, let's go ahead and roll the clip with Joe talking about he's coming to Texas.
[01:21:58.190 --> 01:21:58.550]  Here it is.
[01:21:59.090 --> 01:21:59.671]  And what's the story?
[01:21:59.691 --> 01:22:00.011]  You moving?
[01:22:00.711 --> 01:22:01.171]  I'm out of here.
[01:22:01.691 --> 01:22:02.132]  When do you leave?
[01:22:02.392 --> 01:22:02.652]  Soon.
[01:22:03.452 --> 01:22:03.912]  Texas?
[01:22:03.932 --> 01:22:05.113]  Yeah, I'm going to go to Texas.
[01:22:05.833 --> 01:22:06.873]  I got a farm in Vermont.
[01:22:07.054 --> 01:22:07.314]  Yeah.
[01:22:07.994 --> 01:22:08.474]  It's a little cold.
[01:22:08.494 --> 01:22:09.054]  Vermont's cold.
[01:22:09.775 --> 01:22:17.358]  I just want to go somewhere in the center of the country, somewhere it's easier to travel to both places, and somewhere where you have a little bit more freedom.
[01:22:17.758 --> 01:22:22.600]  Also, I think that where we live right here in Los Angeles is overcrowded, and I think
[01:22:23.380 --> 01:22:24.761]  Most of the time, that's not a problem.
[01:22:25.162 --> 01:22:27.764]  But I think it's exposing the fact that it's a real issue.
[01:22:28.285 --> 01:22:44.479]  When you look at the number of people that are catching COVID because of this overpopulation issue, when you look at the traffic, when you look at the economic despair, when you look at the homelessness problem that's accelerated radically over the last 6, 7, 10 years,
[01:22:46.861 --> 01:22:47.862]  I think there's too many people here.
[01:22:48.262 --> 01:22:49.322]  I think it's not tenable.
[01:22:49.462 --> 01:22:50.603]  I don't think it's manageable.
[01:22:50.803 --> 01:22:55.425]  And I think every mayor does a shit job of doing it because I don't think anybody could do a great job of it.
[01:22:55.685 --> 01:23:01.627]  I think there's like certain things you're gonna have to deal with when you have a population of whatever the fuck LA is.
[01:23:01.647 --> 01:23:03.708]  It's like 20 million plus people.
[01:23:03.728 --> 01:23:04.268]  It's too many people.
[01:23:04.348 --> 01:23:05.228]  It's too many people.
[01:23:05.248 --> 01:23:06.669]  Yeah, that's what I think.
[01:23:06.769 --> 01:23:08.750]  I think where you're living is probably the perfect way to do it.
[01:23:08.910 --> 01:23:09.531]  It's 500 people.
[01:23:10.291 --> 01:23:10.932]  That's nuts.
[01:23:11.112 --> 01:23:13.954]  But then you've got those dudes yelling at you, where's the deer?
[01:23:13.974 --> 01:23:16.235]  I could go on.
[01:23:16.275 --> 01:23:21.058]  We could do hours of the negatives of a small town.
[01:23:21.198 --> 01:23:22.399]  Oh yeah, there's negatives.
[01:23:22.479 --> 01:23:23.860]  Everybody knows your business.
[01:23:24.701 --> 01:23:26.622]  Everybody knows what you're doing, where you're going.
[01:23:27.562 --> 01:23:28.783]  There's pros and cons to everything.
[01:23:29.283 --> 01:23:34.367]  But I think you have a better opportunity at more pros when there's less folks.
[01:23:34.827 --> 01:23:35.207]  I agree.
[01:23:35.868 --> 01:23:37.069]  So small town Texas?
[01:23:37.750 --> 01:23:38.791]  Let's just leave it at that.
[01:23:39.291 --> 01:23:39.912]  I've got ideas.
[01:23:43.034 --> 01:23:44.576]  It doesn't affect the business?
[01:23:44.916 --> 01:23:46.177]  No, we're just going to do it from there.
[01:23:46.598 --> 01:23:48.419]  That's the other thing, Texas has comedy.
[01:23:48.479 --> 01:23:49.320]  They have stand-up comedy.
[01:23:49.340 --> 01:23:54.064]  I've been doing, well I haven't been doing, but I did one weekend in Texas while all this was going on.
[01:23:54.545 --> 01:23:56.546]  It was the first weekend I was able to do stand-up.
[01:23:57.507 --> 01:24:01.410]  But then my friends were in San Antonio and they got COVID down there.
[01:24:01.430 --> 01:24:05.792]  But those knuckleheads were out there talking to people and shaking hands and taking pictures and stuff.
[01:24:06.353 --> 01:24:11.055]  Texas would be the last stand place to ever wear a mask or not shake a hand.
[01:24:11.215 --> 01:24:12.096]  They wear masks though.
[01:24:12.436 --> 01:24:13.377]  People are wearing masks.
[01:24:13.757 --> 01:24:14.537]  Last time I was there.
[01:24:14.597 --> 01:24:15.978]  I think now they're woken up, right?
[01:24:16.299 --> 01:24:18.280]  Well, this is a weird disease, man.
[01:24:20.623 --> 01:24:25.667]  Alright, and I've talked to Joe about this, and he said, no, you're the first person to tell me it was man-made, so doesn't that make it deadly?
[01:24:26.167 --> 01:24:32.832]  No, it's man-made, so it's a chimera, so it's artificial, so these labs can own it and control it and own the testing for it, and it's all fraud.
[01:24:33.092 --> 01:24:34.033]  And we've detailed this.
[01:24:34.093 --> 01:24:35.694]  Here's an example right here.
[01:24:35.994 --> 01:24:45.401]  Sinclair, bigger than Fox News, thousands of stations across the country, says it will postpone and rework segment featuring conspiracy theory about Fauci with the Eric Bolling Show.
[01:24:46.423 --> 01:24:48.844]  I personally sent Bowling articles about this the last few months.
[01:24:49.065 --> 01:24:50.145]  He knew all about it already!
[01:24:50.826 --> 01:24:51.566]  And what did he cover?
[01:24:52.486 --> 01:24:53.207]  NIH.gov!
[01:24:54.868 --> 01:24:58.650]  NIH lifts funding pause on gain-of-function research with coronaviruses.
[01:24:59.090 --> 01:25:01.812]  Dr. Fauci backed controversial Wuhan lab with U.S.
[01:25:01.852 --> 01:25:04.353]  dollars for risky coronavirus research at Wuhan lab.
[01:25:04.653 --> 01:25:05.153]  Newsweek!
[01:25:05.674 --> 01:25:06.194]  Newsweek!
[01:25:06.254 --> 01:25:06.794]  Look right there!
[01:25:06.834 --> 01:25:07.595]  That's Newsweek!
[01:25:09.963 --> 01:25:10.644]  New Scientist!
[01:25:10.704 --> 01:25:12.467]  Lab-Main Coronavirus Triggers Debate!
[01:25:12.787 --> 01:25:17.014]  Obama and Fauci Transfer Weaponized Coronavirus Chimera from Batch to China 2015!
[01:25:18.296 --> 01:25:23.224]  This is the reality to Joe's guests at the New York Times.
[01:25:24.801 --> 01:25:27.643]  The cases are skyrocketing, the deaths are going way down.
[01:25:28.544 --> 01:25:39.770]  I predict they'll go spiking again when the numbers come in at the end of the month because July is when the new doctors and nurses come in for their residencies and they call it the July effect.
[01:25:39.810 --> 01:25:43.032]  I get into real statistics, real information, real research.
[01:25:43.493 --> 01:25:48.416]  It was a major scientific scandal that our government said we've got to make it illegal
[01:25:49.076 --> 01:25:52.419]  The scientist told Obama, you can't have these weaponized coronaviruses in our labs.
[01:25:52.679 --> 01:25:53.920]  So he just took it to China.
[01:25:54.421 --> 01:25:56.283]  And Fauci ran it with Bill Gates.
[01:25:56.603 --> 01:25:57.864]  Look up who funded Wuhan.
[01:25:58.124 --> 01:26:00.947]  And now Sinclair is under criticism for this.
[01:26:00.967 --> 01:26:03.349]  And they go, oh, we'll rework it or won't air it.
[01:26:05.291 --> 01:26:09.034]  And I just showed you Newsweek, NIH, New Scientist.
[01:26:09.054 --> 01:26:10.396]  I could show you a hundred more.
[01:26:11.820 --> 01:26:22.827]  Was a major, major controversy, but since when is Oliver Darcy, the guy that brags he helped get me banned off the internet, since when is that rat, that possum, the guy that goes around and decides what can be on air and what can't?
[01:26:23.588 --> 01:26:27.471]  InfoWars.com, NewsWars.com, his full show will be posted to Banned.Video.
[01:26:27.491 --> 01:26:28.952]  Please promote all our local stations.
[01:26:29.272 --> 01:26:36.477]  Thank the local sponsors, become a sponsor, but realize the globals are fighting to keep us from getting out, but thanks to you, the broadcast is actually exploding!
[01:26:36.977 --> 01:26:38.038]  God bless you all!
[01:26:38.098 --> 01:26:39.739]  Retransmission starts now!
[01:26:39.999 --> 01:26:41.060]  Spread those live links!
[01:27:04.494 --> 01:27:07.756]  When do you think the people should be able to, like, talk again?
[01:27:07.777 --> 01:27:08.917]  The deep person?
[01:27:09.138 --> 01:27:11.099]  Oh yeah, that's a good question.
[01:27:12.200 --> 01:27:14.562]  Well, Alex Jones at least has Infowars.com.
[01:27:14.582 --> 01:27:16.463]  He can do his own thing and people go to that.
[01:27:16.543 --> 01:27:18.064]  And Gavin's got a show still.
[01:27:18.104 --> 01:27:18.384]  Does he?
[01:27:18.564 --> 01:27:18.785]  Yeah.
[01:27:18.825 --> 01:27:20.406]  You know, as someone who's kind of
[01:27:20.846 --> 01:27:21.426]  That's great.
[01:27:37.133 --> 01:27:39.454]  It doesn't make any sense, because that means you're right all the time.
[01:27:39.894 --> 01:27:44.417]  If you're only defending the things that you believe in, will you write all the time about everything?
[01:27:44.457 --> 01:27:53.962]  But I have to defend the people who say things that are even atrocious and that I would never get on board with, because that's what free speech is.
[01:27:55.142 --> 01:28:00.085]  And like you said, it is that slippery slope of who gets to be the arbiter of what is said.
[01:28:00.305 --> 01:28:02.046]  Right, and what are your guidelines?
[01:28:02.186 --> 01:28:04.226]  Alex Jones is funnier than Andy Kaufman's ever been.
[01:28:04.706 --> 01:28:06.827]  Alex Jones is f***ing hilarious, often.
[01:28:06.947 --> 01:28:09.368]  Did you see the whole that he's Bill Hicks?
[01:28:09.828 --> 01:28:10.088]  No.
[01:28:10.268 --> 01:28:10.828]  Conspiracy?
[01:28:10.848 --> 01:28:11.569]  That's not real.
[01:28:12.009 --> 01:28:13.209]  I went down that rabbit hole.
[01:28:13.229 --> 01:28:14.269]  That's the silliest s*** ever.
[01:28:14.289 --> 01:28:15.570]  I know, but there are videos.
[01:28:15.970 --> 01:28:21.932]  But he had one thing we're talking about, like if it's between his family starving or eating his neighbor.
[01:28:22.092 --> 01:28:23.732]  He's like, I'll eat your ass.
[01:28:23.972 --> 01:28:25.393]  And so it became this giant, come on.
[01:28:26.275 --> 01:28:27.676]  I will eat your ass!
[01:28:27.796 --> 01:28:30.637]  Do you don't think there's entertainment value in him saying he's going to eat his neighbor?
[01:28:30.657 --> 01:28:31.237]  Stop my dumpster fire!
[01:28:31.617 --> 01:28:31.837]  Right.
[01:28:32.077 --> 01:28:35.398]  But there's something to that, like to stop that and ban that.
[01:28:36.499 --> 01:28:52.225]  You're not stopping anyone from... You're not stopping anybody from anything bad by not having Alex do this entertaining thing about eating his neighbor.
[01:28:52.245 --> 01:28:53.385]  You're not saving anybody.
[01:28:53.445 --> 01:28:53.705]  Yeah.
[01:28:53.865 --> 01:28:54.926]  You know what I'm saying?
[01:28:57.135 --> 01:28:58.156]  Like, what are you doing?
[01:28:58.216 --> 01:28:59.958]  Like, what is he doing that's so awful?
[01:29:00.578 --> 01:29:03.180]  I don't know how to fix any of it.
[01:29:03.481 --> 01:29:04.341]  It's entertaining.
[01:29:04.962 --> 01:29:07.984]  Like, why is it only acceptable if you have some kind of entertainment?
[01:29:08.004 --> 01:29:18.093]  Because there's so many rap videos that you could watch that I enjoy, but they're talking about shooting people and robbing people, and it's everywhere on YouTube!
[01:29:18.153 --> 01:29:19.454]  It's so prevalent!
[01:29:19.754 --> 01:29:21.295]  And somehow or another, that's okay.
[01:29:22.016 --> 01:29:25.359]  Like, it's f***ing weird what's allowed and what's not allowed.
[01:29:30.786 --> 01:29:31.047]  I will!
[01:29:31.627 --> 01:29:32.929]  I will eat your ass!
[01:29:33.170 --> 01:29:37.837]  Eat your leftist ass like corn on the cob!
[01:29:37.977 --> 01:29:38.778]  I'm ready!
[01:29:39.038 --> 01:29:39.559]  I will eat you!
[01:29:39.920 --> 01:29:41.241]  I will eat your ass!
[01:29:41.262 --> 01:29:43.665]  My children aren't going hungry!
[01:29:43.845 --> 01:29:44.306]  I'll do it!
[01:29:44.546 --> 01:29:45.628]  I'll drink your blood!
[01:29:50.658 --> 01:29:52.340]  Barbecue your ass.
[01:29:52.440 --> 01:29:52.680]  Flat.
[01:29:52.940 --> 01:29:58.905]  I will cook your ass up so fast, I'll tell them, boy I killed a cow out back, baby.
[01:29:58.945 --> 01:30:02.789]  You think Christ would eat somebody?
[01:30:02.829 --> 01:30:04.090]  He would never do that.
[01:30:04.110 --> 01:30:04.270]  I will.
[01:30:04.290 --> 01:30:06.452]  I'm ready to hang them up, gut them and skin them.
[01:30:32.500 --> 01:30:33.343]  I don't want the globalists to know.
[01:30:33.764 --> 01:30:34.989]  I will eat your ass first.
[01:30:35.290 --> 01:30:38.461]  I swear to God, if it's the last thing I do, I'm gonna get my hands around your throat.
