# Transcription model: CohereLabs/cohere-transcribe-03-2026, WAV2VEC2_ASR_BASE_960H, sat-12l-sm, script v26.04.01, and large-v3-turbo
# Transcript cleaned with version 0.1.2
# Source MD5: b3cf1c2e6cecea0f66360df349d3e5ab
[00:01:41.281 --> 00:01:42.332]  him off this time.
[02:25:15.850 --> 02:25:17.550]  They're demanding evidentiary hearings, show proof.
[02:25:17.590 --> 02:25:18.570]  They wouldn't even give us bond.
[02:25:19.010 --> 02:25:23.090]  They're in deep trouble, but they've already cut the funding, even though we have the money.
[02:25:23.250 --> 02:25:24.570]  So we are apt to shut down tonight.
[02:25:25.130 --> 02:25:26.010]  But it's going to be Pyrhic.
[02:25:26.071 --> 02:25:29.331]  I think I'm not going to count chickens, but they're in a lot of trouble.
[02:25:29.671 --> 02:25:31.891]  My lawyers are very, they've got really good ones now, as you know.
[02:25:32.471 --> 02:25:36.311]  They're like, They're in full panic mode right now.
[02:25:39.032 --> 02:25:40.112]  What is up with the onion?
[02:25:40.512 --> 02:25:41.912]  If they'd have shut up, they would have got it.
[02:25:41.932 --> 02:25:43.152]  They had to declare victory early.
[02:25:44.572 --> 02:25:48.312]  Well, it's because of the people that are associated with it and attached to it now.
[02:25:48.352 --> 02:25:54.653]  Because people still think it's the legacy onion, the great satire parody publication.
[02:25:54.673 --> 02:25:55.133]  It's not.
[02:25:55.193 --> 02:25:56.573]  Everybody says I used to like the onion.
[02:25:56.733 --> 02:26:00.793]  No, it's been owned by an MSNBC head censor for three years with Bloomberg.
[02:26:00.893 --> 02:26:02.814]  It's not the same onion.
[02:26:02.874 --> 02:26:03.514]  It's funny.
[02:26:03.654 --> 02:26:05.334]  They stole the old Wisconsin onion.
[02:26:05.714 --> 02:26:06.534]  Now they want to steal me.
[02:26:07.574 --> 02:26:09.054]  That's exactly right.
[02:26:09.414 --> 02:26:15.155]  And they need this as a boost to get any kind of credibility reputationally because they've destroyed The Onion.
[02:26:15.155 --> 02:26:20.395]  I remember The Onion had this great piece with his ferret who said he hated his hippie stinking owner.
[02:26:20.475 --> 02:26:23.236]  I remember reading that when I was in Madtown, I was in law school there.
[02:26:23.656 --> 02:26:26.196]  So they just destroyed it.
[02:26:26.756 --> 02:26:32.096]  But their goal is to crush anything that emanates pro human message.
[02:26:32.116 --> 02:26:33.157]  Any authenticity.
[02:26:34.397 --> 02:26:35.197]  Exactly.
[02:26:36.037 --> 02:26:37.117]  Because they're anti human.
[02:26:37.177 --> 02:26:41.097]  And so anything that's pro human enrages them, drives them kind of crazy.
[02:26:41.797 --> 02:26:43.037]  And they become obsessed with it.
[02:26:43.057 --> 02:26:46.938]  And they become obsessed with crushing it and destroying it and ruining it.
[02:26:47.158 --> 02:26:50.978]  And disparaging it and doing all the things they accused you of doing.
[02:26:52.058 --> 02:26:53.218]  That's just who and what they're about.
[02:26:53.238 --> 02:26:55.978]  So, what are they going to do now that they've been slapped down for a second time?
[02:26:57.779 --> 02:26:58.719]  It'll be interesting to see.
[02:26:58.839 --> 02:27:06.719]  I mean, I think that they assume that the court systems were in their pocket because the Connecticut courts turned a blind eye to this outrageous legal injustice of law.
[02:27:07.139 --> 02:27:14.620]  It's one of the most outrageous cases, the most outrageous libel or defamation case in violation of our constitutional rights in American legal history.
[02:27:15.400 --> 02:27:15.700]  It is.
[02:27:16.280 --> 02:27:18.360]  I'm supposed to pay more for something I didn't do.
[02:27:18.960 --> 02:27:21.621]  Than the Aussie Cotton Company that killed tens of thousands.
[02:27:22.721 --> 02:27:23.201]  Exactly.
[02:27:23.561 --> 02:27:23.861]  Exactly.
[02:27:23.881 --> 02:27:26.501]  I mean, they're asking for more than many countries had GDPs.
[02:27:26.921 --> 02:27:29.221]  They're originally running $2.76 trillion.
[02:27:30.121 --> 02:27:32.101]  Yeah, it was laughably absurd.
[02:27:32.601 --> 02:27:37.402]  And what courts should have seen is this makes the American legal system look embarrassing.
[02:27:37.482 --> 02:27:39.902]  It makes the American legal system look like a joke.
[02:27:40.422 --> 02:27:46.343]  And the question was when would a judge finally wake up to realize they're the ones that are on trial?
[02:27:46.683 --> 02:27:48.043]  They're the ones getting exposed.
[02:27:48.063 --> 02:27:49.623]  You said that three years ago on the show trial.
[02:27:49.643 --> 02:27:51.563]  You pointed to me and you said, you're all on trial.
[02:27:52.783 --> 02:27:54.143]  Yeah, I mean, that's exactly what it is.
[02:27:54.323 --> 02:28:03.644]  And in the, I mean, they literally made the courtroom into a film crew, a film stage for, I mean, talk about stage, something being staged.
[02:28:03.944 --> 02:28:07.364]  You know, there are all accusations about who said what about something being staged.
[02:28:07.384 --> 02:28:09.225]  Well, that trial was literally staged.
[02:28:09.585 --> 02:28:16.545]  It was staged with cameras with movie people all throughout the trial courtroom with the jurors looking right at the cameras the whole time.
[02:28:16.965 --> 02:28:18.065]  I mean, it was an utter joke.
[02:28:18.425 --> 02:28:20.685]  Nothing about it met due process of law.
[02:28:21.306 --> 02:28:28.026]  I remember when we first talked, I said that they're going to have to do this because when I dug into the record, the record didn't prove their claims.
[02:28:28.086 --> 02:28:29.086]  It disproved their claims.
[02:28:29.546 --> 02:28:31.846]  And that's when I realized well, how are they going to get away with it then?
[02:28:32.346 --> 02:28:38.967]  Well, they're going to get away with it by never having a trial on the merits, even with friendly judges and biased judges and biased jury pools.
[02:28:39.007 --> 02:28:43.287]  You predicted two years earlier, as my lawyer, you said you're going to be defaulted.
[02:28:43.307 --> 02:28:44.167]  They have no case.
[02:28:45.027 --> 02:28:47.868]  And he said you can stay here and they'll do this or you can leave the country now.
[02:28:47.928 --> 02:28:48.568]  And you were damn right.
[02:28:49.708 --> 02:28:52.808]  Yeah, it was clear that's where they were going and what they were going to do.
[02:28:53.148 --> 02:28:57.088]  And the system was so sufficiently ossified in its corruption.
[02:28:57.549 --> 02:28:59.729]  That it could not meet legally.
[02:29:00.029 --> 02:29:06.229]  And why, when you came in the courtroom in Connecticut and Texas, they would flip out and go Bobby Barnes and start flopping around going crazy.
[02:29:06.809 --> 02:29:07.029]  What?
[02:29:07.329 --> 02:29:07.869]  Yes, yes.
[02:29:08.369 --> 02:29:10.010]  I mean, those people were just disturbed, man.
[02:29:10.050 --> 02:29:13.770]  I mean, I thought when you were originally saying goblin and whatnot, okay, so Alex having some fun.
[02:29:14.150 --> 02:29:17.170]  And then you meet him and you're like, oh my God, you understand it.
[02:29:17.230 --> 02:29:21.991]  These people are just, it's like dancing around in the seventh level of hell.
[02:29:22.151 --> 02:29:22.931]  That's just who they were.
[02:29:22.991 --> 02:29:24.711]  The judges were crazy.
[02:29:24.731 --> 02:29:27.591]  Everything, it was like it got crazier and crazier and crazier.
[02:29:27.611 --> 02:29:30.511]  It was like some sort of bad dream you were going through.
[02:29:31.151 --> 02:29:36.292]  But it was just the reality of who these people are, what they're about, what they're driven by, what they're motivated by.
[02:29:36.932 --> 02:29:41.992]  But they're not going to get what they want because what they don't understand is humanity is much stronger than they are.
[02:29:42.372 --> 02:29:47.793]  That the audience they thought they were going to shut down only built and only strengthened and only deepened.
[02:29:47.813 --> 02:30:00.554]  So I want to play you a clip of Tim Heidecker, who's like obsessed with pedophilia, torturing children, murdering them in actual TV shows, children devastating on people's faces with all this weird stuff I don't even know about.
[02:30:00.634 --> 02:30:02.174]  It's like known pedophile terminology.
[02:30:02.454 --> 02:30:04.034]  He's been pledging leads to Satan for a long time.
[02:30:04.274 --> 02:30:07.634]  He says, Yes, I worship Satan, but I'm not a pedophile that I've defamed him.
[02:30:07.974 --> 02:30:10.495]  I just said this is pro pedophile stuff.
[02:30:11.415 --> 02:30:14.155]  But he's locked up his ex account at the same time.
[02:30:14.355 --> 02:30:15.875]  Here's a clip of him freaking out.
[02:30:15.895 --> 02:30:18.735]  Here it is.
[02:30:18.915 --> 02:30:20.696]  Listen, I'm not going to say too much about.
[02:30:20.736 --> 02:30:21.836]  Oh, were you going to go right to that?
[02:30:22.236 --> 02:30:22.656]  Oh, I don't know.
[02:30:22.676 --> 02:30:23.396]  What did you want to get to?
[02:30:23.416 --> 02:30:26.536]  I was just going to give some background to what's happening right now.
[02:30:26.656 --> 02:30:27.216]  Hold on.
[02:30:27.236 --> 02:30:27.356]  That.
[02:30:27.656 --> 02:30:28.756]  Received a.
[02:30:29.736 --> 02:30:36.377]  This motherfucker, Alex Jones, somehow worked his way into the third.
[02:30:37.517 --> 02:30:37.897]  What is it?
[02:30:38.277 --> 02:30:40.837]  The Texas Third Court of Appeals.
[02:30:41.837 --> 02:30:42.537]  These rats.
[02:30:44.278 --> 02:30:48.038]  And got some kind of stay, whatever that is, an injunction.
[02:30:48.778 --> 02:30:49.258]  A stay?
[02:30:49.298 --> 02:30:49.898]  What did they say?
[02:30:50.178 --> 02:30:50.798]  It's a stay.
[02:30:51.038 --> 02:31:01.579]  It's a stay, preventing, postponing, I should say, not preventing, but postponing the transfer of the site until another judgment can come in or something.
[02:31:02.379 --> 02:31:05.239]  This was on track to happen.
[02:31:05.879 --> 02:31:10.700]  It's been temporarily derailed or temporarily off track.
[02:31:12.400 --> 02:31:13.980]  Nobody is stopping this fight.
[02:31:14.100 --> 02:31:20.641]  The families, the Sandy Hook families who are why we are doing this, are still in the fight.
[02:31:20.661 --> 02:31:21.641]  We're still in the fight.
[02:31:22.801 --> 02:31:24.301]  We're committed to moving forward.
[02:31:24.321 --> 02:31:28.561]  We're already talking about what that looks like in the short term and in the long term.
[02:31:29.881 --> 02:31:34.362]  This is, I mean, the short answer is Infores will be ours.
[02:31:35.942 --> 02:31:37.902]  There's nothing, you can't stop this movement.
[02:31:39.082 --> 02:31:45.203]  Alex is parading around like it's some kind of victory, but it's a disgrace what he's been up to.
[02:31:45.763 --> 02:31:48.843]  And the guy owes a billion dollars.
[02:31:49.363 --> 02:31:53.103]  Have you ever owed it more than, let's say, $100 million to anybody?
[02:31:53.623 --> 02:31:54.143]  Not quite.
[02:31:54.243 --> 02:31:54.383]  No.
[02:31:54.583 --> 02:31:54.723]  You?
[02:31:55.463 --> 02:31:56.404]  Well, I have a mortgage.
[02:31:57.784 --> 02:32:02.104]  My house cost a billion dollars.
[02:32:02.124 --> 02:32:08.445]  We bought the house for a billion, and I got a mortgage for I put down 100K.
[02:32:08.865 --> 02:32:09.185]  Okay.
[02:32:09.825 --> 02:32:15.525]  And so our mortgage payment is I think it's something like $50 million a month.
[02:32:15.885 --> 02:32:16.185]  Okay.
[02:32:16.545 --> 02:32:17.305]  That's interesting.
[02:32:17.405 --> 02:32:18.845]  Why didn't you just buy it outright?
[02:32:19.025 --> 02:32:19.425]  No reason.
[02:32:19.845 --> 02:32:20.546]  I didn't have the money.
[02:32:20.686 --> 02:32:21.446]  I still don't.
[02:32:23.246 --> 02:32:24.226]  So we're in default.
[02:32:25.306 --> 02:32:27.926]  But, anyways, I don't want to get into too many more of the.
[02:32:28.506 --> 02:32:33.207]  The details of this because there's lots of people behind the scenes working very hard to do this the right way.
[02:32:33.287 --> 02:32:35.367]  Every step of the way, we've been following the law.
[02:32:35.947 --> 02:32:39.587]  But according to the third court of appeals, the law does not apply.
[02:32:40.007 --> 02:32:48.668]  Because what was going to happen today was a judge was going to rule on this, which is how you're supposed to operate under our Constitution.
[02:32:49.768 --> 02:32:52.808]  And they circumvented that and went right to this appeals court.
[02:32:52.888 --> 02:32:55.788]  And can you imagine getting an appeal for something that hasn't even happened yet?
[02:32:56.469 --> 02:32:58.089]  How's that supposed to work, Doug?
[02:32:58.989 --> 02:33:07.189]  If I can get Jeffrey Tubin on the line, tell him to put down his tissues and his lotion for a second.
[02:33:08.310 --> 02:33:09.090]  Jeffrey Tubin?
[02:33:09.370 --> 02:33:10.490]  Jesus, man.
[02:33:11.010 --> 02:33:12.030]  How about chime it in?
[02:33:13.530 --> 02:33:15.510]  Or any other damn legal scholar.
[02:33:15.550 --> 02:33:16.130]  What's his name?
[02:33:16.250 --> 02:33:17.550]  Alan Dershowitz.
[02:33:19.370 --> 02:33:23.671]  Quit the massage for a sec and join the fight, Alan.
[02:33:25.431 --> 02:33:31.791]  But one of the, I mean, I've been getting hit hard by these people, only on whatever, X, Twitter.
[02:33:32.432 --> 02:33:43.212]  Right, only there, it's only where I the only place you can see it because the only garbage site that is still letting them prosper, and uh, all kinds of attacks on me.
[02:33:43.532 --> 02:33:50.373]  Let me just say, uh, and I'm not under oath here, but defamatory attacks on me, Matt.
[02:33:50.393 --> 02:33:55.633]  Fair to say, yeah, I mean, defamatory, Alex.
[02:33:57.074 --> 02:33:58.354]  You're not a Satanist, are you?
[02:33:58.394 --> 02:34:05.414]  Well, I am a Satanist, yeah, that's true, but I do not promote pedophilia and I do not.
[02:34:06.574 --> 02:34:07.554]  What else don't I do?
[02:34:08.275 --> 02:34:09.035]  I don't.
[02:34:09.075 --> 02:34:11.895]  You weren't actually probing for murder.
[02:34:11.935 --> 02:34:13.055]  I was not jailed for murder.
[02:34:13.295 --> 02:34:15.935]  So many things have been said about me that are factually incorrect.
[02:34:16.175 --> 02:34:22.336]  And knowing what will be interesting is when we find out that he knows all this.
[02:34:22.356 --> 02:34:24.656]  But, anyways, we went through this last week.
[02:34:24.676 --> 02:34:25.256]  Yeah, totally.
[02:34:25.356 --> 02:34:28.676]  But I mean, let's just talk about this.
[02:34:29.196 --> 02:34:35.637]  Their new creative director produced pro pedo child kidnapping, torture, and murder programs.
[02:34:36.437 --> 02:34:36.997]  Oh, yeah.
[02:34:37.137 --> 02:34:37.757]  What does that mean?
[02:34:37.777 --> 02:34:39.837]  Wait, this is a real post that he did?
[02:34:40.037 --> 02:34:40.337]  Sure.
[02:34:40.857 --> 02:34:41.377]  Good luck.
[02:34:41.417 --> 02:34:43.998]  One of the strangest things, and if we can get Phil Braun here for a second.
[02:34:45.278 --> 02:34:49.718]  Strangest moves, and you should see these articles they're putting out on the website about me, your friend.
[02:34:49.978 --> 02:34:50.538]  No.
[02:34:50.658 --> 02:34:51.458]  No one's reaching out.
[02:34:51.598 --> 02:34:52.918]  Tim, I didn't know.
[02:34:53.018 --> 02:34:53.638]  I didn't know.
[02:34:53.758 --> 02:34:55.859]  Well, because you're not reading InfoWars.
[02:34:56.079 --> 02:34:56.419]  True.
[02:34:57.159 --> 02:35:02.799]  But one of the things that came up, and I'm very upset with Phil Braun about this, is this is on the InfoWars site.
[02:35:02.839 --> 02:35:09.120]  Look at this headline Breaking Update Tim Heidegger, the comedian hired by The Onion to be the creative director of InfoWars, has locked his account on X.
[02:35:10.700 --> 02:35:11.640]  This is what they're running with.
[02:35:11.660 --> 02:35:12.560]  This is all they have.
[02:35:13.140 --> 02:35:13.400]  True.
[02:35:15.140 --> 02:35:20.601]  So, the story with me and X, as everybody in my audience knows, is I got kicked off of there for whatever.
[02:35:20.721 --> 02:35:21.761]  I don't even remember why.
[02:35:21.841 --> 02:35:25.821]  I think it was literally like my password.
[02:35:25.841 --> 02:35:26.141]  I don't know.
[02:35:26.181 --> 02:35:29.701]  It was something where, like, when that became Elon Musk's domain, everything went to shit.
[02:35:29.781 --> 02:35:30.741]  All right, so that's enough.
[02:35:30.801 --> 02:35:31.822]  People's accounts went to shit.
[02:35:31.862 --> 02:35:38.682]  We have him writing and producing and starring in shows about slave ships where you rape children to death and bury them in the backyard.
[02:35:39.782 --> 02:35:41.382]  And how he pledges allegiance to Satan.
[02:35:41.462 --> 02:35:42.102]  He's obsessed with that.
[02:35:42.122 --> 02:35:42.742]  It's not even funny.
[02:35:43.363 --> 02:35:45.383]  I'm saying this guy is into this.
[02:35:46.203 --> 02:35:47.603]  I didn't say he actually rapes kids.
[02:35:47.663 --> 02:35:48.943]  I just say he's into this.
[02:35:49.603 --> 02:35:50.863]  He hides it behind it in comedy.
[02:35:50.883 --> 02:35:52.723]  He's a big censor that runs around censoring people.
[02:35:53.163 --> 02:35:56.484]  And then he's now trying to threaten me hey, dude, billion and a half dollar fake judgment.
[02:35:57.204 --> 02:35:58.664]  I mean, get your own rigged trial.
[02:35:58.684 --> 02:36:03.984]  I'm sure you'll be the victim up there and we'll show all your TV shows with kids defecating on adults and people eating feces.
[02:36:04.504 --> 02:36:05.564]  What do you make of this, Robert Barnes?
[02:36:07.185 --> 02:36:08.085]  I mean, it's not a surprise.
[02:36:08.145 --> 02:36:14.405]  I mean, can you imagine needing a laugh track and a soundtrack for like two people in the room?
[02:36:14.925 --> 02:36:17.485]  I mean, that's where they're at.
[02:36:18.605 --> 02:36:19.566]  I mean, it's like nothing.
[02:36:19.586 --> 02:36:21.826]  And they're all breaking down like, this is crazy.
[02:36:21.846 --> 02:36:22.946]  Why is he saying this?
[02:36:23.906 --> 02:36:24.066]  What?
[02:36:24.086 --> 02:36:27.266]  The thing with these weirdos is that, you know, they're never funny.
[02:36:27.286 --> 02:36:29.026]  I mean, that's the other thing that stands out.
[02:36:29.126 --> 02:36:30.246]  Like, there's no.
[02:36:30.266 --> 02:36:32.607]  Well, I was told by top comedians, they go, why are you giving this attention?
[02:36:32.627 --> 02:36:34.607]  These people were never even washed up.
[02:36:34.627 --> 02:36:35.287]  They're nobodies.
[02:36:35.847 --> 02:36:37.407]  I understand, but I have to point out who I'm up against.
[02:36:38.507 --> 02:36:38.787]  Oh, yeah.
[02:36:38.827 --> 02:36:48.668]  Well, it shows you the motivation and the direction is about, you know, promoting an anti human agenda to try to quash and censor the pro human agenda.
[02:36:48.728 --> 02:36:50.888]  That's what it is that fundamentally is all about.
[02:36:50.968 --> 02:36:52.168]  That's what it's always been about.
[02:36:52.188 --> 02:36:53.728]  It's what it will always be about.
[02:36:54.208 --> 02:36:57.309]  That it's the biggest conflict that exists around the world today.
[02:36:57.349 --> 02:37:01.549]  It's not left, right, this party, that party, this politician, that politician.
[02:37:01.909 --> 02:37:03.689]  It's who is pro human and who's anti human.
[02:37:04.469 --> 02:37:05.869]  And let me give you a better newsflash.
[02:37:07.049 --> 02:37:08.450]  We have the declassification.
[02:37:08.490 --> 02:37:09.850]  We have the Ed Martin information.
[02:37:09.890 --> 02:37:10.870]  We already have the depositions.
[02:37:10.890 --> 02:37:11.670]  We already have the emails.
[02:37:11.690 --> 02:37:13.430]  It was all pre planned to take us off the air.
[02:37:13.450 --> 02:37:14.350]  We have them admitting it.
[02:37:14.670 --> 02:37:15.350]  So let me give you a newsflash.
[02:37:15.850 --> 02:37:19.411]  I don't care about personal money, but my backers want to keep us on air.
[02:37:19.511 --> 02:37:22.771]  You're all getting civil rights lawsuits.
[02:37:22.911 --> 02:37:24.871]  The Connecticut people enjoy yourselves.
[02:37:25.031 --> 02:37:26.351]  I mean, you know, Barnes, I don't bluff.
[02:37:26.971 --> 02:37:27.671]  We have them.
[02:37:28.191 --> 02:37:30.751]  So we have whistleblowers, we have insiders, we have it all.
[02:37:31.092 --> 02:37:33.712]  So I just want them to know I am dedicated.
[02:37:34.192 --> 02:37:38.652]  Bring it on, please, because this is total war.
[02:37:39.052 --> 02:37:44.033]  And I just love how they try to imply with the dumb chick what are they saying?
[02:37:44.073 --> 02:37:45.093]  What are you talking about?
[02:37:45.533 --> 02:37:49.473]  When you poison a kid too bad for rape and mind control, you have to kill it and bury the backyard.
[02:37:50.153 --> 02:37:52.033]  That's no good for our sex slavery.
[02:37:53.913 --> 02:37:58.354]  Yeah, I mean, these are people that are very disturbed, but their primary goal, they've already lost.
[02:37:58.454 --> 02:38:01.514]  I mean, they're going to get an empty brand, is what they're going to get.
[02:38:01.534 --> 02:38:04.594]  They're going to get an empty web domain that nobody's going to get.
[02:38:04.634 --> 02:38:08.575]  By the way, it's already held up 60 days, and I don't want to count chickens.
[02:38:08.755 --> 02:38:09.795]  It's not going to go well.
[02:38:10.975 --> 02:38:11.155]  Right.
[02:38:11.235 --> 02:38:12.015]  Oh, exactly.
[02:38:12.435 --> 02:38:13.395]  And all for what?
[02:38:13.495 --> 02:38:23.316]  I mean, it was all an effort to try to silence and censor you, silence and censor and shame your audience, and drive down the pro human message and elevate the anti human message.
[02:38:23.736 --> 02:38:36.197]  Whether it involves medical control, financial control, political control, food control, that whole dystopian control grid, the cultural control that they have tried to impose for the last few years.
[02:38:36.217 --> 02:38:36.857]  How do you notice he's so mad?
[02:38:36.877 --> 02:38:38.857]  He goes, Oh, he's only on that X.
[02:38:39.357 --> 02:38:42.418]  Yeah, like number, oh, only on Rumble and only everywhere else.
[02:38:42.678 --> 02:38:43.878]  And only on 400 plus radio stations.
[02:38:44.218 --> 02:38:47.898]  He's like, soon we'll get him off there because he can't contend.
[02:38:47.918 --> 02:38:49.478]  It's all about he's the gatekeeper.
[02:38:49.758 --> 02:38:50.618]  He's God.
[02:38:50.898 --> 02:38:52.118]  He controls the speech.
[02:38:52.418 --> 02:38:53.419]  He's openly the villain.
[02:38:54.639 --> 02:38:55.639]  Yeah, no doubt about that.
[02:38:55.719 --> 02:38:59.759]  And I think, and these people are generally in a degree of denial, too.
[02:38:59.799 --> 02:39:04.419]  They convince themselves that this strategy would ultimately drive you out.
[02:39:05.280 --> 02:39:08.120]  They convince themselves that you are corrupt rather than them.
[02:39:08.500 --> 02:39:11.300]  They convince themselves that an intimidation campaign.
[02:39:11.340 --> 02:39:13.460]  Tell people hundreds of millions hidden money.
[02:39:13.500 --> 02:39:14.760]  You looked at my account and you knew it.
[02:39:15.040 --> 02:39:17.461]  You said, hey, you've overpaid taxes, $5 million.
[02:39:17.601 --> 02:39:18.341]  They do the audit.
[02:39:18.441 --> 02:39:19.761]  What you said was true with your accounting firm.
[02:39:20.101 --> 02:39:22.301]  Explain that I don't even balance my own checkbook.
[02:39:22.541 --> 02:39:23.981]  This whole place is about war against tyranny.
[02:39:24.421 --> 02:39:25.561]  Everything's blown up in their face.
[02:39:25.581 --> 02:39:26.601]  They get madder and madder.
[02:39:27.881 --> 02:39:33.982]  Yeah, well, because the Homeland caricature, as an example that they try to utilize, that in their minds, everybody else is corrupt.
[02:39:34.182 --> 02:39:36.182]  It's a lot of confession through projection because they are.
[02:39:36.202 --> 02:39:37.782]  For those who don't remember, take your time on the shut up.
[02:39:37.862 --> 02:39:46.803]  Explain the Homeland character because you told me this like eight years ago, even before the suits, and they later admitted that character was me and they thought that would be me if they did that.
[02:39:46.843 --> 02:39:48.663]  Explain this weird magic thing they did.
[02:39:49.663 --> 02:40:07.445]  So, what they pretend is that you're fake, that you're not really authentic, that you're somehow connected to the deep state and really a deep state operative, that you're weak kneed and will fold and capitulate under pressure, that you're just sort of big talking machismo, that you're somebody like a Dan Ballas Bongino kind of personality.
[02:40:08.365 --> 02:40:09.965]  And they convinced themselves of this.
[02:40:09.985 --> 02:40:13.625]  So, they thought all we have to do is bring the right kind of pressure and he'll probably run away.
[02:40:13.685 --> 02:40:16.985]  He'll probably go away, or at a minimum, we'll crush him with relative ease.
[02:40:17.446 --> 02:40:20.066]  And the Homeland, they did this whole season and a half on it.
[02:40:20.446 --> 02:40:23.066]  And it was such a complete distorted caricature.
[02:40:23.326 --> 02:40:32.707]  It was a disconnect from everything about you and lied fundamentally to themselves about who and what you were, who and what motivated you, who and what drove you.
[02:40:33.047 --> 02:40:38.087]  I mean, they led to that seminal moment where the lawyer asked you, How could you believe certain things?
[02:40:38.467 --> 02:40:42.348]  And you can just look at the Epstein files and you got them all wrapped up in there in one.
[02:40:42.888 --> 02:40:52.388]  So that cultural caricature was being translated into the legal world because they had decided that you'd become too consequential.
[02:40:52.748 --> 02:40:53.649]  Too impactful.
[02:40:53.889 --> 02:40:57.469]  And they said if we can get Jones, we defeat the entire populist movement.
[02:40:57.909 --> 02:41:01.409]  Now, what you and I cover is proliferated and is the new model.
[02:41:03.069 --> 02:41:03.289]  Oh, yeah.
[02:41:03.309 --> 02:41:12.210]  In fact, they've done a detailed study and they found that how are all these new nodes of populist influence emerging that led to the election of President Trump in 2016?
[02:41:12.630 --> 02:41:13.270]  Because it was that.
[02:41:13.290 --> 02:41:16.310]  That's when they started to get hyper concerned about how this could exist.
[02:41:16.770 --> 02:41:19.551]  Obama was obsessed with it, with the Tea Party movement.
[02:41:19.951 --> 02:41:22.251]  And it was like, well, they thought that it couldn't be organic.
[02:41:22.311 --> 02:41:28.211]  And by the way, like you said to me eight years ago before, even AI says, The homeland character was based on me.
[02:41:29.372 --> 02:41:31.292]  Yeah, oh, exactly.
[02:41:31.832 --> 02:41:34.832]  And they've done a bunch of those in TV and film and the rest.
[02:41:35.152 --> 02:41:41.573]  It's like when the CIA wants us to start launching an attack on a country, like, for example, Russia or Iran or someplace else.
[02:41:41.953 --> 02:41:56.554]  All of a sudden, you'll see all these caricatures of people from that country or of that ethnicity in TV shows and movies and books and throughout the culture because they're preconditioning, persuading you to have a view of them that's out of touch with reality.
[02:41:56.634 --> 02:41:57.274]  They were doing the same.
[02:41:57.514 --> 02:41:59.674]  The same time they were doing it to you, they were doing it to the Amish.
[02:42:00.354 --> 02:42:02.474]  So that's how I knew I'd warned the Amish years ago.
[02:42:02.594 --> 02:42:02.934]  Exactly.
[02:42:03.094 --> 02:42:04.494]  You predicted the assault on Amish.
[02:42:04.514 --> 02:42:06.755]  I'm like, why are you covering this eight years ago?
[02:42:06.775 --> 02:42:08.875]  And like, two years later, they just fall out of assault everywhere.
[02:42:10.055 --> 02:42:13.235]  Because you're ahead of the curve like I am from a different angle.
[02:42:14.956 --> 02:42:15.636]  Here's my deal.
[02:42:16.436 --> 02:42:17.656]  We've survived all these attacks.
[02:42:17.676 --> 02:42:18.916]  People kind of get, oh, it's chicken little.
[02:42:18.936 --> 02:42:19.696]  No, we survived.
[02:42:20.596 --> 02:42:24.316]  We're going to explode when they told them they turn the internet off at midnight time.
[02:42:25.396 --> 02:42:26.536]  They told the companies, turn it off.
[02:42:27.017 --> 02:42:30.597]  And then finally, it shows everybody what does that do for the new Alex Show's network?
[02:42:30.637 --> 02:42:33.617]  Like they think, like they take a website, I'm defeated.
[02:42:33.657 --> 02:42:34.877]  Like it's crazy.
[02:42:35.537 --> 02:42:37.197]  You couldn't scrape this better for us.
[02:42:37.517 --> 02:42:40.798]  It's like the devil, like God says, I use evil for good.
[02:42:40.858 --> 02:42:42.078]  It's like ridiculous.
[02:42:43.438 --> 02:42:44.278]  Oh, no doubt about it.
[02:42:44.358 --> 02:42:51.859]  I mean, because they don't know, because they're so anti human, they can't relate or connect to people that are pro human, is my take on it.
[02:42:52.179 --> 02:42:53.519]  And that creates a weakness.
[02:42:53.939 --> 02:43:01.179]  It makes them very dangerous because people without any sort of streak or soul of humanity in them are people that are capable of anything.
[02:43:01.439 --> 02:43:01.919]  Not really.
[02:43:01.959 --> 02:43:03.900]  Blindness is actually a strength, but also a weakness.
[02:43:05.100 --> 02:43:05.580]  Exactly.
[02:43:05.780 --> 02:43:06.220]  Exactly.
[02:43:06.260 --> 02:43:08.300]  Because it means they can't relate to us.
[02:43:08.340 --> 02:43:09.860]  They can't predict how we will react.
[02:43:09.900 --> 02:43:11.320]  They can't understand us.
[02:43:11.600 --> 02:43:12.800]  They can't connect to us.
[02:43:13.100 --> 02:43:14.780]  So they don't actually know how to defeat us.
[02:43:15.541 --> 02:43:17.501]  It's not, it's, you know, strategic information.
[02:43:17.521 --> 02:43:19.981]  Yeah, they use tactics on us that they think would work on them.
[02:43:21.061 --> 02:43:21.521]  Exactly.
[02:43:21.761 --> 02:43:22.121]  Exactly.
[02:43:22.141 --> 02:43:23.701]  They're always confessing through projecting.
[02:43:24.001 --> 02:43:25.841]  They would be terrified of a major lawsuit.
[02:43:26.081 --> 02:43:27.862]  They would be terrified of public embarrassment.
[02:43:27.882 --> 02:43:30.402]  Well, let me assure them all you're getting it and don't have to wait.
[02:43:30.642 --> 02:43:30.882]  Yeah.
[02:43:32.962 --> 02:43:42.743]  And the key is as long as there's a, your voice is out there and your audience is able to get your voice and their voice is heard through you, then they lose.
[02:43:42.863 --> 02:43:44.043]  They lose right then and there.
