# Transcription model: nvidia/parakeet-tdt-0.6b-v2, sat-12l-sm, and large-v3-turbo
# Transcript cleaned with version 0.1.2
# Source MD5: 7f3f004fc590da18f6f78dde1d5808b3
[00:00:00.560 --> 00:00:05.919]  Whatever the future may hold, InfoWars will always live forever.
[02:55:26.079 --> 02:55:31.999]  Now, some of these places have decided that they're not going to track their deaths.
[02:55:32.319 --> 02:55:33.599]  Why is that important to you?
[02:55:33.919 --> 02:55:39.919]  Well, because if they're going to sit there and lie to you about their numbers, what else do we think they're going to lie to you about?
[02:55:40.239 --> 02:55:43.519]  So I've got some stats here to pull up for you guys right now.
[02:55:43.759 --> 02:55:55.519]  And it is under the death and dignity report where it actually takes a look at the amount of drugs that are prescribed by your doctors and by your physicians to kill people.
[02:55:55.839 --> 02:55:56.959]  But here's the thing.
[02:55:57.279 --> 02:55:58.959]  Not all of those drugs are used.
[02:55:59.279 --> 02:56:03.039]  Not all of those drugs have been accounted for.
[02:56:03.359 --> 02:56:05.919]  So my question is, where do the drugs go?
[02:56:06.239 --> 02:56:12.159]  And throughout these, you will see not every state that I just spoke about chooses to report its numbers.
[02:56:12.479 --> 02:56:17.679]  These are just states who have said, we don't have to, we don't want to, we're not going to.
[02:56:17.999 --> 02:56:24.719]  And the states that they have decided are not going to participate in reporting are Delaware, Illinois, Montana, and New Mexico.
[02:56:24.959 --> 02:56:26.639]  That's important for several reasons.
[02:56:26.959 --> 02:56:32.239]  Well, if we don't know how many people are dying in your states, how are we supposed to know where this is going?
[02:56:32.559 --> 02:56:43.679]  And as you go through and we will continue to go through these over the next hour, we're going to go through some of these charts where it shows you the drugs are being prescribed and we don't know who's actually dying with them.
[02:56:43.919 --> 02:56:48.639]  That's important for several reasons because in Canada, we had an individual named Kenneth Law.
[02:56:48.959 --> 02:56:56.159]  And Kenneth, well, being a great man that he was, decided he was going to sell these drugs on the black market and on Amazon.
[02:56:56.479 --> 02:56:59.439]  And so people could just get access to them and kill themselves.
[02:56:59.759 --> 02:57:02.639]  Now, there's going to be a lot that goes through these reports.
[02:57:02.719 --> 02:57:03.839]  We're going to break them down for you.
[02:57:03.999 --> 02:57:05.119]  They do seem overwhelming.
[02:57:05.199 --> 02:57:06.559]  And I do apologize.
[02:57:06.639 --> 02:57:16.959]  This is not a super lovey-dovey subject to cover, but it's important because this is what America is slow rolling into your communities as a way to end your life.
[02:57:17.199 --> 02:57:19.919]  Now, there's nothing dignified about this.
[02:57:20.239 --> 02:57:22.639]  There's nothing supportive about this.
[02:57:22.959 --> 02:57:24.399]  This is exactly what it is.
[02:57:24.719 --> 02:57:27.759]  This is just how you kill people in your prisons.
[02:57:28.079 --> 02:57:36.639]  So I just got off the phone with Dr. Joel Zivet, who's a friend of mine, who did the very first autopsy findings on people who had lethal injection.
[02:57:36.959 --> 02:57:52.479]  And we're going to go through here the next hour what that looks like because the same drugs that are being used in your prison systems in the death penalty are, if not identical to the same drugs that are going to be used on your loved ones through the MAID process.
[02:57:52.799 --> 02:57:55.199]  And that is how your doctor is going to end their life.
[02:57:55.519 --> 02:58:00.319]  So we have an entire list of states we're going to go break down after the break.
[02:58:00.559 --> 02:58:06.799]  And we're going to go through what those are, who actually still has the death penalty in America and who doesn't.
[02:58:07.119 --> 02:58:08.399]  And then we're going to correlate.
[02:58:08.639 --> 02:58:14.959]  Fun fact and take a look at which states automatically got MAID now that the death penalty is not in their state.
[02:58:15.279 --> 02:58:18.319]  So to me, it just feels like they're replacing one with the other.
[02:58:18.639 --> 02:58:27.199]  And then we've got even more amazing information about compassion and choices and who those corrupt companies have partnered up with.
[02:58:27.519 --> 02:58:28.799]  Just give you a little tidbit.
[02:58:28.959 --> 02:58:32.239]  They also work with the Bill Gates Foundation and the Obama Foundation.
[02:58:32.479 --> 02:58:35.759]  So stick with us and we will give you all of that info coming up next.
[02:58:36.079 --> 02:58:37.999]  Hey guys, welcome back to the Alex Jones show.
[02:58:38.239 --> 02:58:43.279]  My name is Kelsey Sharon and we're going through the super positive topic of MAID today, as usual.
[02:58:43.599 --> 02:58:46.479]  And I was just talking about the death penalty in America.
[02:58:46.639 --> 02:58:48.559]  You guys have this in several different states.
[02:58:48.719 --> 02:58:50.239]  We do not have this in Canada.
[02:58:50.479 --> 02:58:52.319]  Our doctors just kill you instead.
[02:58:52.639 --> 02:58:53.999]  Oh, I wish that was a joke.
[02:58:54.239 --> 02:59:05.519]  Okay, so the states without the death penalty, and the reason I'm bringing this up is because it's a funny correlation, how the states that don't have the death penalty are now legalizing MAID and vice versa.
[02:59:05.839 --> 02:59:07.039]  So let's go through some of those.
[02:59:07.199 --> 02:59:14.319]  The states without the death penalty are Alaska, Connecticut, Hawaii, Illinois, Iowa, Maine, Maryland, Mass.
[02:59:14.959 --> 02:59:15.439]  What do you got?
[02:59:15.599 --> 02:59:23.039]  Michigan, Minnesota, Nebraska, New Jersey, New Mexico, New York, North Dakota, Rhode Island, Vermont, and West Virginia.
[02:59:23.359 --> 02:59:24.239]  And Wisconsin.
[02:59:24.399 --> 02:59:25.279]  Why is that important?
[02:59:25.519 --> 02:59:27.119]  Oh my gosh, this is massive.
[02:59:27.439 --> 02:59:35.759]  Because we have now got a hold of, well, Compassion and Choices decide to publicly put all of their marching orders for the next couple of years out.
[02:59:35.999 --> 02:59:42.639]  Now, Compassion and Choices is very similar to that death cult you've heard me speak about called dying with dignity in Canada.
[02:59:42.959 --> 02:59:43.839]  Don't get it twisted.
[02:59:43.919 --> 02:59:46.639]  You also have your own dying with dignity in America.
[02:59:46.799 --> 02:59:47.999]  So don't feel jealous.
[02:59:48.159 --> 02:59:53.039]  Compassion and choices is kind of, well, they're a lot worse, let's be honest.
[02:59:53.359 --> 02:59:59.359]  These guys have decided to do a YouTube video where they talk about their plans.
[02:59:59.679 --> 03:00:01.039]  And why is this important?
[03:00:01.359 --> 03:00:20.559]  Well, because they have plans to roll out MAID in so many of those states that I just spoke about, including states that do have the death penalty, which are places like Tennessee, Texas, Washington, Delaware, Florida, Georgia, Montana, Missouri, Mississippi.
[03:00:20.879 --> 03:00:28.239]  And so they're arguing now that we should be looking at these different states for the expansion of MAID.
[03:00:28.559 --> 03:00:36.559]  But they're also saying in the same breath that we should not be providing lethal injection because that's cruel and unusual punishment.
[03:00:36.879 --> 03:00:44.079]  Well, it's funny because as I was just talking to Dr. Joel Zivet before out of Emory State University, a lot of the drugs are identical.
[03:00:44.399 --> 03:00:48.239]  And it's not actually the propovol that's killing you or the midazepam.
[03:00:48.559 --> 03:00:49.679]  It's the paralytic.
[03:00:49.999 --> 03:00:55.759]  So, if you haven't heard me discuss it on Dr. Jordan Peterson's podcast, let me break it down for you.
[03:00:56.079 --> 03:01:02.319]  When they use the death penalty in America, a lot of the drugs are identical to the made drugs.
[03:01:02.479 --> 03:01:06.079]  Now, they use lethal injection in America, which is IVs.
[03:01:06.319 --> 03:01:09.919]  That's also how Canada made you through lethal injection.
[03:01:10.239 --> 03:01:11.519]  See the similarity?
[03:01:11.839 --> 03:01:33.839]  Now, when you're doing this, what ends up happening, because he did the largest post-mortem autopsy on lethal injection patients, was they were finding post-injection that their lungs were going into a pulmonary edemic state, and the individual being killed was actually drowning to death in their own fluid.
[03:01:34.159 --> 03:01:35.599]  Yeah, I'm not kidding either.
[03:01:35.919 --> 03:01:42.799]  So, when they found the lungs afterwards, over 80% of those individuals were showing signs of what are called heavy lungs.
[03:01:43.119 --> 03:01:48.559]  So, this just means pulmonary edema, your lungs explode, and you drown to death.
[03:01:48.879 --> 03:01:50.879]  Now, it's why they use a paralytic.
[03:01:50.959 --> 03:01:56.639]  And I understand it's quite gruesome, but this is the reality of what your loved ones are going to go through when they choose MAID.
[03:01:56.959 --> 03:02:02.239]  Now, in America, I make it very clear that you do it slightly different than us in Canada.
[03:02:02.559 --> 03:02:11.359]  In Canada, we use what are called two-made kits, which we can find all of the drugs listed there on the NIH website.
[03:02:11.679 --> 03:02:19.519]  Where when you scroll down, you guys can take a look and see for yourself that all of these drugs include a paralytic.
[03:02:19.759 --> 03:02:22.479]  Now, a paralytic wouldn't really be necessary, right?
[03:02:22.639 --> 03:02:26.719]  If it was so painless and wonderful and peaceful.
[03:02:27.039 --> 03:02:33.999]  And I'm just saying the words that Dying with Dignity likes to say because, well, apparently they're the leading killers of the globe.
[03:02:34.319 --> 03:02:39.119]  And these drugs right here, it actually states use a paralytic.
[03:02:39.439 --> 03:02:43.199]  Now, that's important because you don't want to see somebody flailing around as they die.
[03:02:43.359 --> 03:02:50.639]  They want it to be peaceful because in Canada, we encourage you to bring your loved ones to watch the murder, including children.
[03:02:50.959 --> 03:02:59.519]  And Dying with Dignity provides a children's coloring book for your little one as they get to poison and watch grandma die to death.
[03:02:59.839 --> 03:03:12.559]  So, in America, instead of doing the actual injection, because you guys seem to say it's cruel and unusual, even though you'll do it in prisons and we'll do it to all of our people, they give you a cup filled with poison.
[03:03:12.879 --> 03:03:14.719]  And then that poison has to be drank.
[03:03:14.879 --> 03:03:18.079]  Now, you've heard me talk about this before, but it bears repeating.
[03:03:18.399 --> 03:03:19.999]  This is not a quick process.
[03:03:20.319 --> 03:03:21.679]  A lot of people throw up.
[03:03:21.919 --> 03:03:24.239]  A lot of people complain of excruciating pain.
[03:03:24.559 --> 03:03:27.359]  They go into hospitals because of it in ERs.
[03:03:27.679 --> 03:03:28.639]  And what else do we know?
[03:03:28.879 --> 03:03:36.319]  Well, we know that in America, the longest death on record is 137 hours to die.
[03:03:36.639 --> 03:03:41.839]  That means that somebody suffered that long waiting for the poisons to take over their body.
[03:03:42.159 --> 03:04:01.759]  So, this is a big problem because when you have people in America like Compassion and Choices deciding to out their entire plan, and I mean their goals up until 2028, we should all be terrified because, as the saying goes, when somebody shows you who they really are, we should just believe you.
[03:04:02.079 --> 03:04:04.159]  So, let me show you who they really are.
[03:04:04.479 --> 03:04:12.239]  Before we play those clips I've got here, I just want to state: Compassion and Choices has a national made action center.
[03:04:12.479 --> 03:04:26.559]  And a dear friend of mine and mentor, Alex Shadenberg, has brought this to my attention because they have politically planned legislative campaigns for another 18 states in America in 2026.
[03:04:26.879 --> 03:04:31.199]  And they include key states such as Nevada and Virginia.
[03:04:31.519 --> 03:04:43.999]  This is important because they're not just going to target the states, they're actually targeting a law that was put in by Bill Clinton in 97 that's called the Pacheta Bill.
[03:04:44.319 --> 03:04:53.039]  The reason I'm bringing this up is because Pacheta, if you haven't heard about it, is actually the Palliative Care and Hospice Education Training Act.
[03:04:53.359 --> 03:04:56.399]  This is so important for several reasons.
[03:04:56.719 --> 03:05:07.519]  Because this was the bill that Bill Clinton put in that stated that there could be no federal funding, not a single dollar could go against euthanasia or assisted suicide.
[03:05:08.079 --> 03:05:13.919]  So here is what this group, Compassion and Choices, has decided to do.
[03:05:14.239 --> 03:05:21.519]  They said, well, okay, well, if we can't do anything with assisted suicide, you know what we can do?
[03:05:21.839 --> 03:05:28.079]  Let's start changing the verbiage and the language around what assisted suicide actually means.
[03:05:28.399 --> 03:05:33.279]  And to be clear, what they're actually talking about calling it is end-of-life care.
[03:05:33.599 --> 03:05:44.399]  Now, end-of-life care shouldn't be murder, but according to this group, Compassion and Choices and Dying with Dignity, end of life care actually means they're going to kill you.
[03:05:44.719 --> 03:05:49.839]  So the Pachetta bill has been brought forward again to be challenged to provide funding.
[03:05:50.159 --> 03:06:01.519]  And in these clips, the very first one, you're going to hear one of the national directors, he's going to tell you that they're going to target the telehealth, which we're going to get into in a second.
[03:06:01.839 --> 03:06:05.999]  Telehealth is important for several reasons because it was used during COVID.
[03:06:06.239 --> 03:06:13.759]  And we're going to talk about how those illicit controlled substances were allowed to be prescribed during telehealth without seeing your doctor.
[03:06:14.079 --> 03:06:26.319]  So now they're trying to expand telehealth to the end at least of 2026 so that the MAID drugs can be prescribed to you and you never actually have to see your doctor.
[03:06:26.639 --> 03:06:32.639]  So you can just get on the phone and they can approve you for MAID in one of those states that already has it.
[03:06:32.879 --> 03:06:35.119]  And we'll go through those again, which ones those are.
[03:06:35.679 --> 03:06:38.479]  And then they can send you those drugs legally.
[03:06:38.639 --> 03:06:46.639]  Now, once that's out the window and the telehealth new ruling that happened during COVID-19, they won't be able to do that.
[03:06:46.879 --> 03:06:55.999]  So they're arguing right now, this group is arguing in several different platforms that palliative care and assisted suicide, well, telehealth should exist for.
[03:06:56.159 --> 03:06:58.319]  So no doctor should ever actually need to see you.
[03:06:58.479 --> 03:07:01.439]  They should just ship you the drugs and hope for the best.
[03:07:01.519 --> 03:07:05.199]  And hopefully they don't go missing in the mail and somebody else gets their hands on it.
[03:07:05.519 --> 03:07:07.679]  And then they talk about the Pachetta bill.
[03:07:07.919 --> 03:07:16.399]  The reason, again, it's important is because the Pachetta bill doesn't just target and look at funding for palliative care and hospice, guys.
[03:07:16.879 --> 03:07:21.679]  It also looks at expansion into the vulnerable VA.
[03:07:22.559 --> 03:07:33.599]  So that one really struck me and was very difficult to read this week because I am a veteran and I understand American veterans and I understand that American veterans don't want to be murdered by their doctors.
[03:07:33.759 --> 03:07:36.079]  I've served with enough of you to know how you work.
[03:07:36.399 --> 03:07:37.839]  But here's what was crazy.
[03:07:38.159 --> 03:07:51.919]  Last year at ARC, I sat across from one of your United States senators, not one I would be proud to know, but Dan Crenshaw decided to tell me that I was a blanking liar right to my face because we would never do that in our VA.
[03:07:52.159 --> 03:07:54.239]  We would never provide that in our VA.
[03:07:54.399 --> 03:07:55.759]  It just would never happen.
[03:07:56.079 --> 03:07:57.119]  No, you're right.
[03:07:57.439 --> 03:07:58.399]  You can't do that.
[03:07:58.719 --> 03:08:05.919]  But with the challenge of Pachetta, you can because it states that they can fund if it's end of life care.
[03:08:06.239 --> 03:08:13.759]  And in these next clips, the first one you're going to see now, which we're going to play, he actually states the VA is somebody that they're going to target.
[03:08:13.919 --> 03:08:16.799]  So can you guys go ahead and play that one for me, please?
[03:08:17.759 --> 03:08:26.479]  Secondly, the bill would promote increased education and research in palliative and hospice care, including continuing education for current healthcare professionals.
[03:08:26.799 --> 03:08:36.319]  Palliative care is still a relatively young clinical specialty, having only become an official subspecialty in 2006 that needs continued support to grow and develop.
[03:08:36.799 --> 03:08:56.799]  Now, notably, Pacheta would require the information and materials that inform patients, families, and health professionals about the benefits of palliative care throughout the continuum of care for patients with serious or life-threatening illness be published on the websites of relevant federal departments and agencies, including the Department of Veterans Affairs.
[03:08:57.119 --> 03:09:01.599]  This will lift the secondly, the bill would promote compassion and reach.
[03:09:01.999 --> 03:09:05.599]  So, they say the quiet part out loud, friends.
[03:09:05.919 --> 03:09:08.559]  Do you remember how I said they would never target the VA?
[03:09:08.799 --> 03:09:12.879]  Well, compassion and choices is telling you this is how we're going to target the VA.
[03:09:13.199 --> 03:09:15.679]  So, what's the one thing that veterans have in common?
[03:09:15.999 --> 03:09:20.959]  Well, if you served in GWAT, most of you probably have some form of psychological injury.
[03:09:21.279 --> 03:09:24.959]  Most of you have some form of physical injury.
[03:09:25.279 --> 03:09:32.239]  And what qualifies you in America to be a patient for MAID is, well, the terminally ill.
[03:09:32.559 --> 03:09:43.759]  Well, the majority at least of people I know that were outside the wire or had a chance to be near a burn pit, there is sky high cancer rates running through this community.
[03:09:44.079 --> 03:09:47.919]  There's also mental health crisis running through this community.
[03:09:48.239 --> 03:09:56.639]  And just like Canada stated it would do, which was always just have track one be track one, which again is for terminal ill only.
[03:09:56.959 --> 03:09:57.919]  That was a lie.
[03:09:58.559 --> 03:10:00.879]  Are you guys surprised the death cults lied to us?
[03:10:01.039 --> 03:10:02.479]  Because I'm not at this point.
[03:10:02.799 --> 03:10:04.639]  And it expanded to track two.
[03:10:05.199 --> 03:10:20.319]  And that is where Veterans Affairs Canada has now started offering quietly, even though they say it doesn't happen, even though we have 20 veterans on record saying it's happened, offering MAID as a treatment solution and end-of-life care.
[03:10:20.639 --> 03:10:22.719]  So do you hear the words that he's stating?
[03:10:23.039 --> 03:10:39.439]  When he's talking about palliative care, he's not actually talking about the type of palliative care that happens when you go in with a death doula and they give you controlled drugs to keep you alive, but also in a painless state as you slowly start to progress towards death.
[03:10:39.759 --> 03:10:42.159]  That's not what they're talking about.
[03:10:42.479 --> 03:10:55.279]  They're using the terms palliative care and end-of-life education so that they can slip in education and support towards more end-of-life treatments, which is MAID.
[03:10:55.519 --> 03:10:59.519]  Now, I know the argument and I've heard the argument before.
[03:10:59.839 --> 03:11:06.319]  Kelsey, you've never looked after somebody who's been ill and dying and passing away and begging to die.
[03:11:06.639 --> 03:11:07.279]  Yes, I have.
[03:11:07.519 --> 03:11:08.799]  And here's the thing about it.
[03:11:09.119 --> 03:11:13.359]  I still don't want you to end your life with poison as a doctor murders you.
[03:11:13.679 --> 03:11:21.039]  I still want you to be here as long as you can to teach everyone, including yourself around you, what resiliency looks like.
[03:11:21.359 --> 03:11:29.119]  You know, I've said this, excuse me, before, and so many people question it, but nobody ever promised you that your life would be devoid of suffering.
[03:11:29.439 --> 03:11:33.439]  To suffer is to go all the way through life in every single aspect.
[03:11:33.759 --> 03:11:48.879]  So when we look at things like Pachetta and the motive behind organizations like Compassion and Choices, we have to understand that there is more to this than just wanting to have compassion and empathy for people who are passing away.
[03:11:49.199 --> 03:11:53.039]  This is about funding, which by the way, Pachetta has not been able to be beat.
[03:11:53.199 --> 03:11:58.879]  They have not gotten it through to get any more in several years, almost every time they have tried.
[03:11:59.119 --> 03:12:00.559]  It just hasn't happened.
[03:12:00.879 --> 03:12:04.159]  And that's important because they're trying to change the verbiage.
[03:12:04.319 --> 03:12:05.919]  Now, here's the thing.
[03:12:06.559 --> 03:12:11.519]  In that same conversation on clip two, I'm going to play for you here in a second.
[03:12:11.839 --> 03:12:14.799]  They said the quiet part out loud about who they're working with.
[03:12:15.119 --> 03:12:22.239]  And that matters because the motives behind who partners with somebody like Compassion and Choices is ginormous.
[03:12:22.559 --> 03:12:24.079]  Who is driving the narrative?
[03:12:24.239 --> 03:12:25.999]  Who is working in the legislating?
[03:12:26.319 --> 03:12:29.039]  Who is looking at the social aspect of this?
[03:12:29.439 --> 03:12:47.119]  You know, when you guys look at, I watch from afar, obviously up in Canada, but when we look at things like the ICE situation, we look at BLM, we look at all of your, what I consider social contagions of bored liberal white women who march in your streets and don't understand what the hell they're marching for.
[03:12:47.439 --> 03:12:53.279]  When I look at all of these things happening, I often wonder to myself, who's behind this?
[03:12:53.599 --> 03:12:56.079]  Who is behind driving this narrative?
[03:12:56.319 --> 03:13:02.319]  Because to me, anybody with a head on their shoulders understands that this is just a distraction.
[03:13:02.959 --> 03:13:12.399]  So during their meeting, they decided to name this, I guess you call them like a social group.
[03:13:12.639 --> 03:13:17.119]  They work with Planned Parenthood, the N with NACP.
[03:13:17.439 --> 03:13:18.959]  They also work with Google.
[03:13:19.279 --> 03:13:21.679]  They work with the Obama Foundation.
[03:13:21.999 --> 03:13:23.999]  They work with Bill and Melinda Gates.
[03:13:24.319 --> 03:13:29.439]  I feel like enough of those names, just those names alone, should bring alarm bells to you.
[03:13:29.599 --> 03:13:35.039]  So they actually say her name, the individual that they are working with at their Rabin group.
[03:13:35.359 --> 03:13:45.199]  Now, if you don't know who the Rabin Group is, I highly suggest you take a look at them because they are responsible for some of the largest, you know, black, queer, everything.
[03:13:45.439 --> 03:13:46.319]  That's actually a title.
[03:13:46.399 --> 03:13:47.839]  I'm not just saying that out loud.
[03:13:48.159 --> 03:13:52.719]  They look at anything to do with race in America.
[03:13:52.879 --> 03:13:54.639]  They look at the ACLU.
[03:13:55.199 --> 03:13:57.759]  They look at the American Latino groups.
[03:13:58.079 --> 03:13:59.199]  I'm just going off here.
[03:13:59.439 --> 03:14:02.399]  Right for girls, smarter, balanced, you name it.
[03:14:02.559 --> 03:14:03.279]  They work with them.
[03:14:03.599 --> 03:14:13.199]  But it's ironic how on all the lists of individuals they work with, the nonprofits in the philanthropy section, they don't list compassion and choices.
[03:14:13.679 --> 03:14:14.639]  Wonder why that is.
[03:14:14.879 --> 03:14:20.479]  So if you guys could play that clip where they just say it out loud and who they're working with, I would love that.
[03:14:21.199 --> 03:14:23.919]  Integrated approaches to end of life care.
[03:14:24.239 --> 03:14:34.959]  Now, to put these advocacy efforts in the broader political and strategic context, what this all means for 2026 and beyond, I'll invite Shapri Lomaglio from the Rabin Group to join us.
[03:14:35.119 --> 03:14:35.679]  Shapri.
[03:14:37.439 --> 03:14:38.639]  Thank you, Nelson.
[03:14:40.239 --> 03:14:44.799]  As you are all too aware, the national political climate remains highly polarized.
[03:14:45.359 --> 03:14:47.039]  Integrated approaches to end of life.
[03:14:47.599 --> 03:14:47.759]  Yeah.
[03:14:47.919 --> 03:15:07.359]  So, I mean, look, if you guys are going to work with one of the largest political firms in the globe who has significant imprints everywhere and manipulates the population around language, I really suggest maybe you don't, you just don't say it out loud because now we can look into them.
[03:15:07.599 --> 03:15:11.919]  And when the more I've done a dive on them this week, the more and more I'm concerned.
[03:15:11.999 --> 03:15:17.199]  And I really, really believe you guys should be too, because this is not a strategy group.
[03:15:17.439 --> 03:15:20.079]  This is not a small organization.
[03:15:20.319 --> 03:15:29.119]  This is a multi, like multi-hundred million dollar organization that works to change up how society feels about a subject.
[03:15:29.439 --> 03:15:30.479]  Why is that important?
[03:15:30.799 --> 03:15:36.239]  Well, because America, they have said it in their group that they are expanding.
[03:15:36.559 --> 03:15:39.439]  And this isn't just like we're expanding the way Canada did.
[03:15:39.759 --> 03:15:43.439]  They are coming state by state by state.
[03:15:43.759 --> 03:15:52.559]  And the new bills, and we're going to talk about those in a little bit, the new bills that they've got put out to expand into America is going to blow your mind.
[03:15:52.879 --> 03:15:55.119]  I have never seen a takeover like this.
[03:15:55.439 --> 03:16:01.199]  And the thing is, is we're so distracted with so many other things going on in America right now.
[03:16:01.519 --> 03:16:05.999]  You guys are not even aware that you're being taken over from the inside.
[03:16:06.319 --> 03:16:07.359]  And they have plans.
[03:16:07.439 --> 03:16:12.959]  And listen, when I say they say their plans out loud, I really do wish that I was kidding.
[03:16:13.279 --> 03:16:21.439]  Because at this point, when I think about people actually making marching orders, I'm shocked they have the audacity to say it out loud.
[03:16:21.679 --> 03:16:32.239]  The recent statement that they said their goal is to legislate assisted suicide in enough states by 2028 so that, are you ready?
[03:16:32.559 --> 03:16:39.119]  50% of Americans live in a state where assisted suicide is legal.
[03:16:39.439 --> 03:16:46.559]  That means that the majority of your population will be able to kill themselves with a doctor.
[03:16:46.879 --> 03:16:58.879]  Now, you might not be able to get palliative care or hospice or medication or antibiotics or surgery or emergency care, but don't worry, they'll kill you.
[03:16:59.199 --> 03:17:05.679]  This is what strikes me as so crazy and the fact that it's not on every single headline everywhere.
[03:17:05.999 --> 03:17:11.519]  Because when you start opening the door to killing, I said this before and I'm going to say it again.
[03:17:11.679 --> 03:17:15.839]  And if you haven't heard me rant about it on Chillian Michaels, I suggest you do.
[03:17:16.399 --> 03:17:18.079]  You open the door to killing.
[03:17:18.319 --> 03:17:27.759]  Groups like this are going to abuse the emotional strings that we have as people who say, but I don't want grandma to suffer.
[03:17:28.079 --> 03:17:33.279]  Nobody wants grandma to suffer, but we definitely don't want you to kill everyone.
[03:17:33.599 --> 03:17:39.599]  And the path that starts at track one goes to track two, which then goes to track mentally ill.
[03:17:39.919 --> 03:17:41.759]  And then after the mentally ill goes to kids.
[03:17:42.079 --> 03:17:45.759]  And oh my goodness, do we have stories about that coming up?
[03:17:46.079 --> 03:17:53.119]  Because Canada, guys, Canada, we'll pivot for a second, is still talking about murdering children.
[03:17:53.439 --> 03:17:55.279]  And I'm not even being facetious.
[03:17:55.439 --> 03:17:56.559]  I so wish I was.
[03:17:56.879 --> 03:18:03.999]  They are arguing still that we should have the right to euthanize newborns zero to one.
[03:18:04.319 --> 03:18:06.479]  And that's no exaggeration at all.
[03:18:06.719 --> 03:18:08.719]  It's been all over the media up here.
[03:18:09.039 --> 03:18:12.319]  And by media, I mean state sponsored corruption.
[03:18:12.639 --> 03:18:21.519]  Now, when we go through some of these states coming back, I want you guys to pay attention to these states because you probably, if you're listening to this, live in some of these.
[03:18:21.839 --> 03:18:37.599]  And I will tell you right now, you do not want what Canada has to be legalized down there because now you're going to have to go to every single doctor's appointment with every single loved one that you've got or you run the risk of these individuals taking those people's lives.
[03:18:37.919 --> 03:18:39.679]  And I'm not joking either.
[03:18:39.999 --> 03:18:42.399]  They will slow drip this mentality.
[03:18:42.719 --> 03:18:53.679]  And last time I hosted the show so graciously, we went through so many of the actual cases of corruption and coercion in Canada.
[03:18:53.999 --> 03:19:09.679]  So much so that the Ontario Ontario Corona Report, which is right above New York, they actually went through so many of these cases because they had over 400 non-compliant deaths, which means individuals didn't qualify.
[03:19:09.999 --> 03:19:11.359]  They had dementia.
[03:19:11.679 --> 03:19:13.199]  Some were just obese.
[03:19:13.519 --> 03:19:20.159]  Some had what's called is a chemical sensitivity, which that on its own, I got to tell you, they couldn't find her housing.
[03:19:20.319 --> 03:19:21.279]  So you know what they did?
[03:19:21.599 --> 03:19:23.199]  They just tried to kill her.
[03:19:23.519 --> 03:19:32.079]  So if you guys think that I'm some conspiracy theorist, well, I got another thing coming for you because at this point, Canada is not the only one doing this.
[03:19:32.399 --> 03:19:34.239]  America is spiking.
[03:19:34.559 --> 03:19:47.759]  And once this stuff goes through, you guys are going to end up with doctors like we have, like Ellen Weeb, who's killed over a thousand people self-admittingly, or Stephanie Green, who used to be the head of CanMap, who's killed over 300.
[03:19:48.079 --> 03:19:49.119]  But it's crazy to me.
[03:19:49.279 --> 03:19:57.119]  These people get books and go on book tours and get paid $50,000 a gig to talk about how great it is to murder people.
[03:19:57.439 --> 03:19:59.839]  And yet they still have their medical licenses.
[03:20:00.159 --> 03:20:06.239]  And yet they're still allowed to teach and hold conferences and teach people how to kill other people.
[03:20:06.559 --> 03:20:08.879]  And I'm still waiting for the arrests to start.
[03:20:09.119 --> 03:20:11.039]  I'm still waiting for the heads to roll.
[03:20:11.359 --> 03:20:15.439]  But just like the Epstein files, I don't think really anything's going to happen.
[03:20:15.759 --> 03:20:19.919]  So it's my job to let you in America know, this is how you can stop it.
[03:20:20.239 --> 03:20:21.359]  This is where it's coming.
[03:20:21.599 --> 03:20:22.479]  These are the bills.
[03:20:22.639 --> 03:20:30.959]  These are the people more importantly pushing the bills and how you guys can impact change in your own states so you don't end up like us.
[03:20:31.279 --> 03:20:42.479]  And when we come back from the break, we're going to painstakingly go through some of those states for you so you guys can become just as educated on death in your system as I have and then hopefully become a little less depressed.
[03:20:42.719 --> 03:21:04.319]  Because once you guys have the tools and the knowledge and the know-how to stop it, and I've made you aware, Now it is your responsibility to go ahead and call your senators, to call your governors and say, if you want to keep your job in the next little bit, I highly suggest you stop expanding euthanasia and MAID into my country because you are supposed to be the freest nation in the world.
[03:21:04.639 --> 03:21:08.159]  And we will get into all of that when we come back after the break.
[03:21:08.479 --> 03:21:15.039]  We sell the best supplements, the widest selection of Patriot Apparel and knives at theauctionstore.com.
[03:21:15.119 --> 03:21:17.839]  And they've had some awesome daggers and awesome trench knives.
[03:21:17.999 --> 03:21:18.479]  That's all great.
[03:21:18.559 --> 03:21:24.719]  But I said, I want a wide selection of high quality folding knives, flip knives, you name it.
[03:21:25.039 --> 03:21:27.039]  So people have a one-stop shop.
[03:21:27.359 --> 03:21:29.279]  They got in a few thousand knives a few months ago.
[03:21:29.359 --> 03:21:30.319]  They sold out very quickly.
[03:21:30.639 --> 03:21:32.239]  Four or five great designs.
[03:21:32.879 --> 03:21:34.399]  They got a bigger shipment in.
[03:21:34.719 --> 03:21:38.639]  And just the last few days, our sponsor, just really top-flight knives.
[03:21:38.959 --> 03:21:44.719]  These knives, this knife right here, you see in the green, highest quality massive steel, all of it.
[03:21:45.039 --> 03:21:46.959]  These sell in stores for $75 all day.
