# Transcription model: nvidia/canary-1b-v2, sat-12l-sm, and large-v3-turbo
# Transcript cleaned with version 0.1.2
# Source MD5: 8db85116eb05465e0d7250a7e9d9f2cf
[00:00:15.359 --> 00:00:19.298]  The Alex Jones Network is tomorrow's news today.
[02:01:18.160 --> 02:01:26.560]  But the group that Ilhan Omar is at war with is the Somaliland group that's like a tiny little piece of land that's branched off and started its own thing.
[02:01:27.520 --> 02:01:32.320]  And Israel is swooping in to try to use that as one spot to dump Palestinians.
[02:01:32.640 --> 02:01:47.520]  But what the hell does that have to do with Nick Shirley, who got out of high school three years ago, who I've been following doing videos in his hometown and videos in Europe and videos in New York and getting beat up, you know, for covering gangs, selling drugs at the Eiffel Tower?
[02:01:48.080 --> 02:01:49.680]  I mean, he's just a known reporter.
[02:01:50.560 --> 02:02:01.920]  All the Somali stuff's breaking because it's stuff Doge found, but there were reports 2007, 2008, with Jason Lewis and people in Congress exposing it in Minnesota.
[02:02:02.080 --> 02:02:05.120]  Back when it was a few hundred million a year, now it's tens of billions a year.
[02:02:05.440 --> 02:02:07.920]  So again, this isn't about defending Israel.
[02:02:08.880 --> 02:02:15.520]  If you can connect any corruption story to Israel, then it diverts away from the Democratic Party.
[02:02:15.840 --> 02:02:19.280]  It diverts away from the Somalis because now you can just say, oh, it's Israel.
[02:02:19.680 --> 02:02:38.800]  Obviously, all evil flows from them, and this is a distraction away from the Democratic Party, the racketeering, the fact that congressmen are rightfully pointing out that this is organized crime, this should be investigated as organized crime operations, and that Tim Walz and Elon Omar in the last four years accelerated the fraud from hundreds of millions into the tens of billions.
[02:02:39.040 --> 02:02:40.320]  And they're finding it in Ohio.
[02:02:40.640 --> 02:02:41.680]  They're finding it in Texas.
[02:02:41.840 --> 02:02:42.880]  They're finding it in Michigan.
[02:02:43.040 --> 02:02:46.880]  They're finding it in Washington State, in Oregon, in New York, everywhere.
[02:02:48.000 --> 02:02:54.480]  But not just the Somali communities using the illegals to sign them up for welfare, then these law firms, NGOs, take most of the money.
[02:02:54.720 --> 02:02:56.160]  I've been exposing that for decades.
[02:02:56.800 --> 02:03:02.320]  So it's UN NGOs, it's Catholic charities, it's Jewish charities that are flooding with the migrants.
[02:03:02.560 --> 02:03:03.600]  We've listed the names.
[02:03:03.680 --> 02:03:04.800]  We know the groups that are doing it.
[02:03:04.960 --> 02:03:05.920]  It's the globalist left.
[02:03:06.400 --> 02:03:08.560]  Does Netanyahu want to dump refugees here in Europe?
[02:03:08.800 --> 02:03:09.440]  He's already said that.
[02:03:09.600 --> 02:03:10.560]  We've told him to go to hell.
[02:03:10.880 --> 02:03:12.560]  Would he love to dump them here if we let him?
[02:03:12.800 --> 02:03:12.960]  Sure.
[02:03:13.520 --> 02:03:14.960]  But this is completely separate.
[02:03:15.600 --> 02:03:34.400]  The idea that the Somali community in Minnesota works for Israel is preposterous and now that very tribe thinks you're stupid, the dominant tribe, and is conflating it with their enemies, Somaliland, because all these bunch of warlords fight with each other and say, yeah, they're the ones, look, Israel did it.
[02:03:34.960 --> 02:03:45.280]  Now, quite frankly, Israel's so heavily involved in so much corruption, a lot of the politicians of the chain are Jewish and Chuck E. Schumer, the rest of them, his daughter, getting big money out of this stuff.
[02:03:45.680 --> 02:03:47.680]  So certainly they're in the chain.
[02:03:48.000 --> 02:03:51.840]  There's a bunch of other crooks like Pelosi and Walls and the Obamas and the rest of it.
[02:03:52.000 --> 02:03:53.840]  But again, it's this game now.
[02:03:54.480 --> 02:03:59.360]  Where, oh, don't investigate the FBI for covering up accomplices with Charlie Kirk.
[02:03:59.920 --> 02:04:03.600]  Just focus on Fort Wachuca and say Israel, and then it must be true.
[02:04:03.920 --> 02:04:05.440]  So it's just a way to muddy the waters.
[02:04:05.520 --> 02:04:09.520]  And it's totally and completely bonker town insane.
[02:04:09.920 --> 02:04:11.600]  There's already hundreds of these heading today.
[02:04:12.079 --> 02:04:18.359]  I remember the very God that's like, screw you, my slaves, you stupid white people, bitches, getting there and work for me.
[02:04:18.559 --> 02:04:22.960]  You know, we founded Minnesota 3,000 years ago.
[02:04:23.140 --> 02:04:23.819]  It was promised to us.
[02:04:23.880 --> 02:04:25.019]  They just make all this stuff up.
[02:04:25.760 --> 02:04:26.480]  Listen, bitch.
[02:04:26.720 --> 02:04:28.800]  Now it's like, I'm sorry, you're right.
[02:04:29.360 --> 02:04:30.560]  It wasn't a Somalis.
[02:04:31.040 --> 02:04:33.520]  It was a traitor group in Somaliland.
[02:04:33.840 --> 02:04:34.960]  And that's where the money went.
[02:04:35.120 --> 02:04:35.760]  We didn't do it.
[02:04:35.840 --> 02:04:44.400]  It was those Somalis when it's a tiny piece of Somalia warlord central and it's not the dominant group that Elon Omar's with or where they sent the money to terrorists.
[02:04:44.880 --> 02:04:46.400]  So you got to hand it to them, folks.
[02:04:47.120 --> 02:04:48.880]  It is absolutely incredible.
[02:04:49.120 --> 02:04:52.000]  The Democratic Party knows it can insulate itself anytime.
[02:04:53.120 --> 02:05:01.120]  Look at BLM, look at the professors, look at the universities by just having a bunch of free, free Palestine crap and then just somehow connect it to Israel or Netanyahu.
[02:05:01.600 --> 02:05:03.200]  You've got to be insane.
[02:05:03.520 --> 02:05:09.520]  So I guess we just got to let the Somalis continue to do all this and let the Democrats do it.
[02:05:10.880 --> 02:05:12.080]  Because it's all Israel's fault.
[02:05:12.160 --> 02:05:13.120]  We can't take control of our government.
[02:05:13.360 --> 02:05:14.400]  We can't cut the funding to it.
[02:05:14.640 --> 02:05:16.240]  We can't put people involved in jail.
[02:05:16.960 --> 02:05:17.520]  Nope, nope.
[02:05:18.160 --> 02:05:22.960]  Anybody investigating it now is covering up for Israel because Israel's behind the whole thing.
[02:05:23.120 --> 02:05:23.840]  In fact, I agree.
[02:05:24.000 --> 02:05:28.720]  I was at Fort Jabuka just a few days ago and I walked in.
[02:05:28.800 --> 02:05:48.139]  were 12 colonels and Netanyahu was there and uh Melania Trump was there and she was pole dancing and and they just said you know we're we're doing this for Somaliland and that's where all the money went the Somalis are innocent and I can't you don't have any proof of that but I had a dream and that's what happened.
[02:05:48.480 --> 02:05:48.960]  I was dreaming.
[02:05:49.200 --> 02:05:57.200]  But I'm just being sarcastic,c, folks, Turner Carlson came out in a good interview with Ian Carroll about Vegas and how that was definitely a cover-up.
[02:05:57.360 --> 02:06:00.560]  And he said, look, Charlie Hirsch's murder is being covered up.
[02:06:00.640 --> 02:06:01.040]  We know that.
[02:06:01.120 --> 02:06:03.280]  He doesn't know what's happened, but he thinks there's a cover-up.
[02:06:03.360 --> 02:06:07.120]  And I posted on InfoWars and saw commenters going, oh, now you think there's a cover-up.
[02:06:07.440 --> 02:06:08.960]  I thought there's a cover-up the whole time.
[02:06:09.520 --> 02:06:11.200]  I just don't believe Mitch Schnee.
[02:06:11.440 --> 02:06:12.480]  And I've been proven right.
[02:06:13.120 --> 02:06:14.320]  I don't believe the war between the two.
[02:06:16.240 --> 02:06:23.760]  So I tell you what, if you can find a way to blame Netanyahu for the Somali stealing $24 billion, let's put Netanyahu in prison.
[02:06:23.920 --> 02:06:25.680]  Let's go extradite him and throw him in jail.
[02:06:25.920 --> 02:06:26.160]  Great.
[02:06:26.320 --> 02:06:26.720]  You know what?
[02:06:27.680 --> 02:06:28.080]  It's true.
[02:06:28.240 --> 02:06:29.440]  Netanyahu's behind it.
[02:06:29.600 --> 02:06:30.240]  Yes, yes.
[02:06:30.720 --> 02:06:32.240]  So now can we stop the fraud?
[02:06:32.720 --> 02:06:34.560]  Oh, but see, now we can't because it's Israel.
[02:06:34.720 --> 02:06:35.440]  They're invincible.
[02:06:35.520 --> 02:06:36.000]  They run it off.
[02:06:36.560 --> 02:06:37.040]  No, folks.
[02:06:37.680 --> 02:06:44.500]  The money from Omar that they don't give to the Democrats, that they don't pocket, goes to Somali proper.
[02:06:44.779 --> 02:06:45.798]  Those are the players.
[02:06:46.240 --> 02:06:46.880]  That's the facts.
[02:06:47.760 --> 02:06:57.360]  And so just already putting you some of the clips, but here's these ridiculous clips back to back where you're losing a debate, you're in trouble, you're about to go to jail, Israel did it.
[02:06:57.920 --> 02:06:58.640]  It's so easy.
[02:06:59.760 --> 02:07:02.880]  You know, I eat too much, have a heart attack, Israel did it.
[02:07:02.880 --> 02:07:05.600]  I slipped and fell down the stairs, Israel did it.
[02:07:05.760 --> 02:07:07.280]  Again, it's not about defending Israel.
[02:07:07.440 --> 02:07:08.640]  It's about not being idiots.
[02:07:09.680 --> 02:07:12.080]  Today, I spent two hours, the four-hour show.
[02:07:12.560 --> 02:07:13.760]  Israel's cybersecurity head.
[02:07:13.920 --> 02:07:20.320]  And then you obviously say we're in a war with America's free speech, repeal the First Amendment, absolute tyranny, absolute garbage.
[02:07:21.040 --> 02:07:25.120]  Trump should just absolutely sanction Israel, pull out, just like he's done to the EU and the UK.
[02:07:25.280 --> 02:07:26.000]  This is bullshit.
[02:07:26.400 --> 02:07:26.800]  That's real.
[02:07:27.920 --> 02:07:28.560]  That's tyranny.
[02:07:29.280 --> 02:07:29.920]  That's serious.
[02:07:31.120 --> 02:07:34.400]  So if I can get you guys as excited about that, we can probably stop it.
[02:07:34.880 --> 02:07:39.680]  But you're more excited with Fort Wachuca whenever Mitch Snow pulls out of his butt next.
[02:07:41.120 --> 02:07:45.360]  So again, this is just unbelievable, these tactics being used.
[02:07:45.600 --> 02:08:14.560]  Oh, don't look at the trannies don't don't look at those saying we're going to kill him a couple days and oh yeah we killed him don't look at tyler robbinson with his trans flag and laughing all evil in the court no he's a he's a zionist patsy everything is the zionist there was before there was god that was zionism there was a void in the universe that was that everything is that the sun is zionism the clouds the everything is that no no There are the Chikoms.
[02:08:14.720 --> 02:08:15.760]  There are different organizations.
[02:08:15.920 --> 02:08:18.640]  There's lots of other stuff that we also have to be aware of.
[02:08:18.880 --> 02:08:22.720]  See, you can know all the baseball cards in a baseball deck or all the cards in a card deck.
[02:08:22.960 --> 02:08:25.040]  It doesn't take away from one of the cards to know the others.
[02:08:25.280 --> 02:08:29.120]  If I know what the ace of spades is, let's just say that Israel's the worst is the ace of spades.
[02:08:30.000 --> 02:08:30.960]  There's the ace of spades.
[02:08:31.120 --> 02:08:33.520]  Does it take away from the ace of spades to have a queen of diamonds?
[02:08:34.320 --> 02:08:35.360]  Or a jack of clubs?
[02:08:36.560 --> 02:08:37.600]  Or a king of hearts?
[02:08:39.760 --> 02:08:40.400]  Or a joker?
[02:08:41.040 --> 02:08:44.000]  No, it doesn't take away from your card.
[02:08:44.800 --> 02:08:47.920]  You can still obsess on the precious and know all about it.
[02:08:48.640 --> 02:09:01.680]  But you also need to know that the third world hordes are here and being taught to hate white people and being taught to plug in by the Democrats and steal everything for Cloud and Primon to collapse the country and that Mandami is your enemy.
[02:09:02.560 --> 02:09:05.520]  Just because he hates Israel doesn't mean he's good.
[02:09:06.560 --> 02:09:07.440]  You understand that, right?
[02:09:09.040 --> 02:09:09.520]  Okay, good.
[02:09:13.280 --> 02:09:15.040]  Go, hang out in Minnesota.
[02:09:15.200 --> 02:09:16.000]  Walk around since it's small.
[02:09:16.080 --> 02:09:18.160]  I try to talk to him to them, see how hateful they are.
[02:09:18.320 --> 02:09:20.000]  If they're black or white, because you're not them.
[02:09:20.400 --> 02:09:29.120]  And then when they're being rude to you, when they mug you with the head, just know Netanyahu has a chip in their brain, and he's got joysticks in Tel Aviv and Jerusalem.
[02:09:29.200 --> 02:09:30.400]  He's making them attack you.
[02:09:30.640 --> 02:09:30.720]  No.
[02:09:31.200 --> 02:09:32.880]  The Somali issue is a big deal.
[02:09:33.200 --> 02:09:34.880]  Nick Shirley's under massive attack.
[02:09:35.200 --> 02:09:36.080]  Everything's bouncing off.
[02:09:36.240 --> 02:09:42.720]  And I guess the thousands of other citizen reporters, black, white, Hispanic, going out and exposing it, they're all Netanyahu too, right?
[02:09:43.600 --> 02:09:44.800]  Nobody's real but you guys.
[02:09:44.960 --> 02:09:47.040]  Your mother's basement's jerking off the Hitler porn.
[02:09:47.760 --> 02:09:48.320]  It's stupid.
[02:09:51.420 --> 02:09:53.618]  Thanks for following me on X-Ray Walks Jones. God bless.
[02:10:09.760 --> 02:10:12.080]  Simple traditions, pure delight.
[02:10:13.200 --> 02:10:16.320]  Optimal human beef, tallow treats, meals just right.
[02:10:16.960 --> 02:10:19.600]  Cook strong at high heat with the taste so bright.
[02:10:19.840 --> 02:10:22.320]  So get yourself to the Alex Jones store.
[02:10:23.280 --> 02:10:25.760]  Support the crew and the info-world.
[02:10:30.560 --> 02:10:32.800]  Wake up folks, spread this message.
[02:10:33.360 --> 02:10:37.760]  The globalist machine is tightening the chains and they're after your freedoms.
[02:10:38.640 --> 02:10:41.040]  The Podesta plan is in operation.
[02:10:42.080 --> 02:10:44.800]  Don't worry, it's safe and effective.
[02:10:46.320 --> 02:10:49.600]  Don't you just love my GMO potatoes?
[02:10:51.280 --> 02:10:54.800]  Ladies and gentlemen, the truth is unfolding before our very eyes.
[02:10:55.600 --> 02:10:56.640]  We must question everything.
[02:10:58.400 --> 02:11:00.800]  How do I explain to people that my tongue is blue?
[02:11:01.280 --> 02:11:03.520]  Because I love this stuff, methylene blue.
[02:11:04.560 --> 02:11:07.120]  I'm able to work like 18 hours a day sometimes.
[02:11:07.600 --> 02:11:08.960]  This stuff is like rocket fuel.
[02:11:09.280 --> 02:11:10.640]  I didn't know you were going to plug this.
[02:11:10.880 --> 02:11:12.640]  You even ordered it yourself, I later learned.
[02:11:12.720 --> 02:11:15.440]  What has the effect of our medical grade methylene blue been on you, Roger?
[02:11:15.840 --> 02:11:20.160]  Incredible both physical and mental energy and focus.
[02:11:20.400 --> 02:11:22.640]  I mean, it really is like rocket fuel.
[02:11:22.800 --> 02:11:24.320]  You know, I used to like brain force.
[02:11:24.560 --> 02:11:32.880]  Back when I did the show with Owen Schroyer, the original, the real war room, I was a big f afficionado on BrainPorts and BrainPort Force Plus.
[02:11:33.280 --> 02:11:34.480]  This is even a greater product.
[02:11:34.880 --> 02:11:36.800]  I cannot recommend it highly enough.
[02:11:37.120 --> 02:11:38.640]  Well, I've not had any since Friday.
[02:11:38.720 --> 02:11:40.000]  I only take it every couple of days.
[02:11:40.160 --> 02:11:43.360]  So I'm going to take my dose of methylene blue in my Topacico.
[02:11:43.840 --> 02:11:44.480]  It is amazing.
[02:11:44.880 --> 02:11:46.400]  And people ask me, what does it do?
[02:11:46.640 --> 02:11:47.920]  It cleans out your mitochondria.
[02:11:48.080 --> 02:11:50.000]  It skips the oxidization process in the cell.
[02:11:50.160 --> 02:11:51.600]  It's like iodine at the next level.
[02:11:51.760 --> 02:11:52.640]  It is such a game changer.
[02:11:52.720 --> 02:11:54.160]  Roger Stone, thank you so much for being with us.
