[00:00:00.131 --> 00:00:00.495]  I'm good.
[03:16:26.850 --> 03:16:32.195]  And there's also reports that one of the guy's names that they're looking for is a Muslim type name.
[03:16:32.255 --> 03:16:33.336]  So I don't know the direction of this.
[03:16:33.800 --> 03:16:33.980]  I think?
[03:16:56.340 --> 03:17:05.027]  And, uh, as soon as we approached, uh, the guy jumped out of his vehicle, uh, came up to us, said we had to, uh, request permission to go on their, uh, compound.
[03:17:05.588 --> 03:17:10.491]  And, uh, they passed my name up, uh, through an, uh, one of their, uh, media liaisons.
[03:17:10.852 --> 03:17:14.755]  So I'm supposed to be getting a call back tonight or tomorrow as to whether or not I can go in there and film.
[03:17:15.356 --> 03:17:19.957]  But, uh, as soon as I pulled up, more vehicles came up, people got out, we're kinda curious as to why I was there.
[03:17:20.477 --> 03:17:31.040]  Um, you know, just a few days ago, the guy, uh, his name's John Reitzeimer, he was the guy who, uh, orchestrated the Draw the Prophet rally in Phoenix, Arizona that I covered, uh, a few months back.
[03:17:31.620 --> 03:17:40.002]  He, uh, apparently made a video on YouTube threatening to go to Islamberg in upstate New York and shoot those guys because they called him an American Taliban.
[03:17:40.695 --> 03:17:48.359]  So, the people there on high alert, we actually spoke to the Sheriff of Deposit, which is at the bottom of the valley down there, right where that compound is.
[03:17:48.699 --> 03:17:54.301]  And it's a very eerie area, very mountainous, low fog, cloudy, rainy, cool outside.
[03:17:55.042 --> 03:18:00.704]  That compound's up on a hill, and it's a really large area, looks like some normal houses in that area.
[03:18:01.125 --> 03:18:04.046]  But they're very secretive, you know, we talked to the Sheriff,
[03:18:04.540 --> 03:18:06.160]  He described them as militant.
[03:18:06.200 --> 03:18:08.541]  We actually have footage from inside the Sheriff's Department.
[03:18:08.561 --> 03:18:15.023]  We're going to put that video out later when we have the opportunity to do so due to the internet not being so good here.
[03:18:15.843 --> 03:18:17.524]  Tell us what Islamberg is.
[03:18:18.444 --> 03:18:27.627]  Now Islamberg was founded in, let me see I have the paperwork right here, in 1982 by a group called Muslims of America.
[03:18:27.987 --> 03:18:32.408]  Now Muslims of America was founded by Mumbark Ali Jelani.
[03:18:33.260 --> 03:18:36.682]  And he is part of the terrorist organization known as Al-Fuqra.
[03:18:37.003 --> 03:18:46.268]  Now, Al-Fuqra is not considered a terrorist organization by the White House, but the State Department has deemed them a terror group.
[03:18:46.288 --> 03:18:47.309]  So I think that's kind of odd.
[03:18:47.369 --> 03:18:50.071]  You've got one saying it is, one saying it isn't.
[03:18:50.671 --> 03:19:00.998]  Now, he is basically a Pakistani cleric who testifies to the holiness of a shrine where miracles allegedly prove his supernatural powers.
[03:19:01.499 --> 03:19:05.602]  And he also thinks that terrorism is caused by genies.
[03:19:05.962 --> 03:19:07.843]  So this is definitely a mentally ill... Wait, wait.
[03:19:07.923 --> 03:19:09.064]  Terrorism is caused by what?
[03:19:09.645 --> 03:19:10.025]  Genies.
[03:19:10.365 --> 03:19:10.805]  Genies?
[03:19:11.366 --> 03:19:11.586]  Yes.
[03:19:11.746 --> 03:19:17.490]  As in, I dream of... Yes, it's not because of radical Islam or anything like that at all.
[03:19:17.810 --> 03:19:19.411]  It's because of genies and the gypsies.
[03:19:19.772 --> 03:19:22.934]  Don't rub any lamps, folks, because we don't want any more terrorism, okay?
[03:19:24.895 --> 03:19:26.576]  Now, uh, I have some paperwork right here.
[03:19:26.636 --> 03:19:29.919]  It says Al Fuker was behind many assassinations and bombings between 1979 and the early 1990s.
[03:19:32.059 --> 03:19:38.162]  His biggest plot, aim to kill 4,500 Indians in Toronto during the festival of lights.
[03:19:38.202 --> 03:19:46.467]  So they've been connected to a lot of things, and yet this compound is allowed to be running and open, and yet nothing is done by it.
[03:19:46.747 --> 03:19:48.788]  You know, you ask, we talked to the people, the locals there.
[03:19:49.129 --> 03:19:50.189]  It's very mysterious.
[03:19:50.249 --> 03:19:51.970]  A lot of people aren't allowed to go in there.
[03:19:52.270 --> 03:19:58.494]  They handle everything internally, and they believe in Sharia law, and the sheriff even said that that's what they use to govern their compound.
[03:19:58.996 --> 03:19:59.477]  Hang on, Joe.
[03:19:59.497 --> 03:20:01.341]  We're going to come right back to Joe Biggs.
[03:20:01.381 --> 03:20:02.884]  He's at Islamberg.
[03:20:02.904 --> 03:20:04.667]  We'll tell you more about that when we come back.
[03:20:04.687 --> 03:20:05.229]  We'll be right back.
[03:20:11.860 --> 03:20:16.081]  Earthquake, floods, winter storms, prolonged power outages, or war.
[03:20:16.481 --> 03:20:20.221]  Each of us have had that moment when we recognize that we need to be better prepared.
[03:20:20.762 --> 03:20:22.022]  We typically do the same thing.
[03:20:22.142 --> 03:20:24.702]  We start with food storage, then we address the need for water.
[03:20:25.182 --> 03:20:26.803]  But have you considered heat storage?
[03:20:27.383 --> 03:20:29.183]  I'm talking about staying warm in the cold.
[03:20:29.603 --> 03:20:31.263]  Here are some things for you to consider.
[03:20:31.883 --> 03:20:33.264]  How will I keep my family warm?
[03:20:33.524 --> 03:20:35.984]  The standard answers are firewood, coal, or propane.
[03:20:36.004 --> 03:20:40.065]  But the problem with that, if you need to be on the move, is you can't take it with you.
[03:20:40.905 --> 03:20:41.626]  Another concern?
[03:20:42.026 --> 03:20:45.689]  There may come a time when you need to stay warm without smoke, like in times of war.
[03:20:46.009 --> 03:20:48.251]  There may even come a time when you can't burn fuel.
[03:20:48.591 --> 03:20:51.774]  The answers may be simpler and less costly than you think.
[03:20:52.555 --> 03:20:55.017]  For these answers, go to FortressClothing.com.
[03:20:55.377 --> 03:20:59.340]  Again, FortressClothing.com has the answers to your heat storage dilemma.
[03:21:00.021 --> 03:21:01.362]  Don't get stuck in the cold.
[03:21:02.022 --> 03:21:03.323]  FortressClothing.com.
[03:21:03.664 --> 03:21:05.025]  You'll never be cold again.
[03:21:08.925 --> 03:21:23.118]  My fellow patriots, one of the things I'm most proud of is the fact that the InfoWars operation reaches more than 20 million people a week worldwide with the message of liberty, and none of it is funded by major global corporations or by taxpayers.
[03:21:23.538 --> 03:21:25.080]  It's funded by free will.
[03:21:25.380 --> 03:21:35.389]  Listeners and viewers like you who decide to visit InfoWarsStore.com and take advantage of some of the most high quality revolutionary products available today and now.
[03:21:35.849 --> 03:21:53.898]  Until December 18, 2015, we are extending free shipping on top of huge discounts on cutting-edge nutraceuticals, high-quality non-GMO heirloom seeds, top-of-the-line water filtration systems that remove glyphosates, fluoride, more, and the list of specials goes on and on.
[03:21:54.279 --> 03:22:00.562]  Some discounts are as high as 50% at InfowarsStore.com on top of free shipping.
[03:22:00.862 --> 03:22:04.968]  December 18th at InfoWars Store and InfoWarsLife.com.
[03:22:05.108 --> 03:22:08.333]  And remember, InfoWars is the operation that you built.
[03:22:08.613 --> 03:22:12.780]  The following is an important holiday inventory announcement from IDStronghold.com.
[03:22:13.399 --> 03:22:28.669]  As many of you have come to know, IDStronghold.com is the number one name in quality RFID blocking wallets that actually do as they say and prevent electronic pickpocketing of the new RFID chips found in credit cards, room keys, subway passes, and more.
[03:22:29.129 --> 03:22:38.435]  Last year, due to the extreme popularity of giving IDStronghold wallets and clutches as unique gifts at Christmastime, we ran out of our most popular styles and colors early.
[03:22:38.775 --> 03:22:42.778]  The good news is, we now have our holiday inventory ready for same-day shipping.
[03:22:43.098 --> 03:22:46.439]  We have added many more designs of beautiful leather wallets and clutches.
[03:22:46.799 --> 03:22:52.541]  All with state-of-the-art built-in electronic pickpocket shielding from the most respected name in RFID protection.
[03:22:52.841 --> 03:22:54.282]  IDStronghold.com.
[03:22:54.602 --> 03:22:57.103]  Don't wait and limit your choices of these great gifts.
[03:22:57.463 --> 03:22:59.584]  We are expecting another sellout season.
[03:22:59.864 --> 03:23:01.564]  These wallets aren't available in stores.
[03:23:01.944 --> 03:23:04.365]  So visit IDStronghold.com today.
[03:23:04.745 --> 03:23:06.066]  That's IDStronghold.com.
[03:23:08.692 --> 03:23:12.034]  We've had an amazing year here at Supernatural Silver.
[03:23:12.234 --> 03:23:18.519]  We've truly enjoyed the fantastic response from thousands of people as they've tried our extraordinary product.
[03:23:18.559 --> 03:23:21.621]  And we're thrilled with the life-changing results people have.
[03:23:21.981 --> 03:23:29.987]  Our company email is continually full of happy, satisfied customers who thank us for the help they've received from Supernatural Silver.
[03:23:30.127 --> 03:23:33.489]  This holiday season, as you think of gifts to give your loved ones,
[03:23:33.809 --> 03:23:36.132]  Consider giving Supernatural Silver.
[03:23:36.372 --> 03:23:39.055]  A gift that can help provide good health and wellness.
[03:23:39.335 --> 03:23:42.919]  A gift that can change lives and make a real difference.
[03:23:43.179 --> 03:23:46.963]  In a world where we are constantly exposed to dangerous health threats.
[03:23:47.244 --> 03:23:50.107]  Give yourself and your loved ones a fighting chance.
[03:23:50.587 --> 03:23:52.328]  Give Supernatural Silver.
[03:23:52.508 --> 03:23:58.513]  Go to SupernaturalSilver.com and use the promo code HOLIDAY2015 for 20% off.
[03:23:59.013 --> 03:24:03.736]  And this holiday season, we wish you and yours the blessings of peace and good health.
[03:24:03.936 --> 03:24:07.359]  From all of us here at SupernaturalSilver.com.
[03:24:19.415 --> 03:24:20.596]  Welcome back to the Alex Jones Show.
[03:24:20.636 --> 03:24:26.738]  I'm David Knight and we're talking to a reporter, Joe Biggs, who is on the ground in Islamberg.
[03:24:26.778 --> 03:24:28.799]  We're going to tell you more about that in just a moment.
[03:24:28.819 --> 03:24:33.481]  Before I go back to Joe, I want you to know about these specials that we are continuing and as they are expiring.
[03:24:33.961 --> 03:24:36.623]  Remember last week we put on specials one day a week.
[03:24:37.583 --> 03:24:39.804]  This week these specials are coming off each day.
[03:24:39.844 --> 03:24:47.546]  The one that is expiring today is 33% off DNA Force and 30% off Secret 12 Vitamin B12.
[03:24:47.566 --> 03:24:49.907]  And of course that's going to end tonight at midnight.
[03:24:50.387 --> 03:24:53.468]  We also have unprecedented sales on some other items.
[03:24:53.488 --> 03:25:02.691]  $9.95 for Silver Bullet, 30% off X2 Nascent Iodine, 30% off Brain Force, 20% off Infowars Select Storable Food.
[03:25:02.731 --> 03:25:05.292]  All those will still be on after tonight, but these are falling off
[03:25:05.832 --> 03:25:09.594]  Each day one of these items will drop off just as we had one drop off yesterday.
[03:25:10.295 --> 03:25:17.139]  And again, remember you can get free shipping between now and I think it is December 18th.
[03:25:17.199 --> 03:25:22.522]  I think it's just before we can not guarantee that you're going to get it by Christmastime.
[03:25:22.782 --> 03:25:24.843]  So again, we've got one special this ending today.
[03:25:24.863 --> 03:25:28.846]  33% off DNA Force, 30% off Secret 12, Vitamin B12.
[03:25:29.286 --> 03:25:31.547]  Check that out at InfoWarsLife.com.
[03:25:31.607 --> 03:25:33.469]  Also the specials at InfoWarsStore.com.
[03:25:34.389 --> 03:25:43.392]  Going back to Joe Biggs, Joe, there was a report, and I mentioned it earlier in the broadcast, about Paris police telling Jews not to light Hanukkah candles in public spaces.
[03:25:43.832 --> 03:25:53.735]  There was a tweet that was sent out that said, Paris police order us to cancel most of our public Hanukkah candle lighting in the city in light of terror attacks and fear of additional attacks.
[03:25:54.195 --> 03:25:58.097]  Efforts are underway to approve a candle lighting at the foot of the Eiffel Tower.
[03:25:58.617 --> 03:26:02.118]  Joe, that's an admission that they've lost control in Paris, isn't it?
[03:26:02.844 --> 03:26:03.544]  Yeah, exactly.
[03:26:03.584 --> 03:26:11.849]  I mean, the moment you stop doing the normal things that you would normally do, practicing your religion, day-to-day activities, that's when the terrorists win.
[03:26:11.869 --> 03:26:12.770]  That's what they want.
[03:26:12.790 --> 03:26:15.371]  They want to disrupt your day-to-day life.
[03:26:15.851 --> 03:26:31.160]  And the fact that the French government's going to come out and do this, the fact that they extended this whole martial law state for three months, not allowing people to congregate, not allowing people to be outside like that in large numbers, you know, giving the police the ability to go door-to-door without a warrant.
[03:26:31.616 --> 03:26:34.857]  You know, today in France, they just closed down three mosques.
[03:26:35.518 --> 03:26:43.761]  You know, so there's a lot of stuff going on, and it's... People think it's happening over there, but it's got a very good chance of happening here in the States.
[03:26:43.801 --> 03:26:51.465]  You know, the way that Molenbeek in Belgium has been completely taken over, and it is essentially the jihad capital of the world.
[03:26:51.705 --> 03:26:53.085]  That kind of stuff can happen here.
[03:26:53.486 --> 03:26:54.126]  And, you know,
[03:26:54.406 --> 03:26:57.688]  And what you see when you went to Malambique, you saw the intolerance of people.
[03:26:57.708 --> 03:27:00.369]  They're telling you, you don't have any place here, get out of here.
[03:27:00.730 --> 03:27:13.517]  And that's what we see is bringing in people by the millions into Western civilization in the name of tolerance, and we must not say anything bad about bringing these people in, and yet they're going to establish the most intolerant society.
[03:27:13.557 --> 03:27:19.420]  We have never seen anything like this anywhere in our lifetime or many of our ancestors for multiple generations.
[03:27:19.440 --> 03:27:21.221]  We've never seen this kind of intolerance in the West.
[03:27:21.581 --> 03:27:22.462]  And it's an intolerance
[03:27:22.802 --> 03:27:28.605]  That not only extends to penalties and anger and harsh words, they will kill you out of their intolerance as well.
[03:27:29.326 --> 03:27:31.867]  Well, exactly, just like reporter Daniel Pearl.
[03:27:32.668 --> 03:27:43.714]  Daniel Pearl was actually investigating the guy who put these numerous compounds up in America that Moombark Ali Jolani, part of Albuquerque, helped start and fund here in America.
[03:27:44.022 --> 03:27:50.264]  Daniel Pearl actually went to Pakistan to go speak with his cleric and was abducted and then essentially murdered.
[03:27:50.504 --> 03:27:53.204]  And they believe that Jilani had a lot to do with that.
[03:27:53.524 --> 03:27:54.785]  Now I was going to show you guys this.
[03:27:55.225 --> 03:27:58.726]  Inside the compound, they make their own papers called the Islamic Post.
[03:27:59.486 --> 03:28:03.947]  And we found a very interesting article in here because it's titled
[03:28:05.643 --> 03:28:07.103]  Hold on a second, I gotta go through this.
[03:28:07.424 --> 03:28:12.825]  And the Islamberg, that is a private compound, it's not an incorporated city or anything like that, right?
[03:28:12.925 --> 03:28:14.446]  Yes, it's a private compound.
[03:28:14.726 --> 03:28:18.427]  Now it says right here, fear Sharia is coming to America?
[03:28:18.487 --> 03:28:19.868]  Too late, it's already here.
[03:28:20.248 --> 03:28:29.731]  Now when I spoke with the Sheriff of Deposit here in New York, the guy said that they govern themselves within this compound.
[03:28:30.431 --> 03:28:32.772]  So he said essentially if it gets to a point where
[03:28:33.288 --> 03:28:34.229]  They call the police.
[03:28:34.349 --> 03:28:37.451]  They will ask the police to come on and help them.
[03:28:37.731 --> 03:28:38.772]  But it doesn't happen.
[03:28:38.832 --> 03:28:39.873]  They're very secretive.
[03:28:40.193 --> 03:28:46.998]  And he said, whatever happens, whatever kind of violence, killing, murder, whatever it may be that happens there, they deal with it internally.
[03:28:47.418 --> 03:28:53.303]  So my next question to the sheriff was, is that basically Sharia law running their compound?
[03:28:53.323 --> 03:28:54.363]  And he said, yes, it is.
[03:28:54.724 --> 03:28:57.946]  And he talked about how they wear military clothing.
[03:28:58.473 --> 03:28:59.434]  I don't know.
[03:29:08.430 --> 03:29:16.737]  Yeah, it's the fact that Sharia law, as we've seen in the community in Michigan, where they say within 500 feet of a mosque you can't have any alcohol.
[03:29:16.757 --> 03:29:19.079]  And so that's changing everything about that small town.
[03:29:19.420 --> 03:29:21.942]  That is Sharia law de facto.
[03:29:21.982 --> 03:29:22.702]  It's not de jure.
[03:29:22.742 --> 03:29:23.583]  They didn't declare it.
[03:29:23.643 --> 03:29:25.645]  They didn't say we're erecting Sharia law.
[03:29:26.065 --> 03:29:30.569]  No, instead what they do is they implement the different aspects of it whenever they get a majority in any area.
[03:29:30.589 --> 03:29:32.331]  We see the intolerance come out at that point.
[03:29:33.351 --> 03:29:36.315]  Yeah, they were trying to compare it in the article, the Sharia law to our U.S.
[03:29:36.355 --> 03:29:37.076]  Constitution.
[03:29:37.456 --> 03:29:39.378]  I mean, there's definitely some interesting stuff in this paper.
[03:29:39.679 --> 03:29:43.463]  All right, we're going to have more reports from Joe Biggs as they continue to travel.
[03:29:43.503 --> 03:29:44.044]  Thank you, Joe.
[03:29:44.485 --> 03:29:50.111]  In the next segment, we're going to have a replay of the interview that Alex Jones had earlier today with Donald Trump.
[03:29:50.131 --> 03:29:51.133]  Stay with us, we'll be right back.
[03:29:58.510 --> 03:30:01.520]  We're on the march, the empire's on the run.
[03:30:02.443 --> 03:30:05.151]  Alex Jones and the GCN Radio Network.
[03:30:09.198 --> 03:30:20.208]  Three years ago, half of the $16 billion doled out to the Department of Energy loan guarantee program was invested in companies that had gone bankrupt, were laying off workers, or were headed for bankruptcy.
[03:30:20.348 --> 03:30:23.090]  But the Department of Energy didn't learn from its mal-investments.
[03:30:23.611 --> 03:30:27.334]  It then invested $3 billion in a Spanish company, Abengoa.
[03:30:27.734 --> 03:30:33.119]  Now, three years later, one day before the Paris Climate Summit, Abengoa declared bankruptcy.
[03:30:33.659 --> 03:30:40.441]  The $3 billion of taxpayer money that will likely be lost in whole or in part is six times bigger than Solyndra.
[03:30:40.721 --> 03:30:47.403]  Green renewable mandates have brought energy poverty to the people of Spain, where electricity is triple what it costs in the U.S.
[03:30:47.683 --> 03:30:49.684]  And electricity will become a luxury in the U.S.
[03:30:49.744 --> 03:30:53.725]  as well, if Obama is allowed to continue his crony climatism.
[03:30:54.125 --> 03:31:01.487]  The Paris Summit seeks to accelerate the economic decline of the West, transferring wealth to developing nations in the form of green infrastructure.
[03:31:01.868 --> 03:31:05.221]  But it's just greenwashing for crony climatism and global governance.
[03:31:05.522 --> 03:31:07.410]  For InfoWars.com, I'm David Knight.
[03:31:09.068 --> 03:31:15.993]  For all of recorded history, civilizations around the world praised the health benefits of silver.
[03:31:16.273 --> 03:31:25.680]  At InfoWarsLife, our mission is to bring you the highest quality, purest, cleanest, effective colloidal silver on the market today for the lowest price available.
[03:31:25.961 --> 03:31:32.826]  Now, InfoWarsLife.com has taken colloidal silver to the next level using a cutting-edge technique that is free of toxic artificial additives.
[03:31:33.306 --> 03:31:40.772]  Infowarslife.com developed Silver Bullet by closely working with one of the top silver manufacturing labs in the United States.
[03:31:41.133 --> 03:31:44.455]  We set out to bring you the very best at the lowest price.
[03:31:44.836 --> 03:31:49.540]  Find out more about the proprietary development of Silver Bullet at Infowarslife.com.
[03:31:49.800 --> 03:31:53.863]  In these times, it's essential to have high-quality, loyal silver on hand.
[03:31:54.224 --> 03:31:57.086]  No survival chest is complete without Silver Bullet.
[03:31:57.266 --> 03:31:58.307]  Exclusively available
[03:31:58.487 --> 03:32:00.289]  At Infowarslife.com.
[03:32:00.349 --> 03:32:04.674]  Secure your Silver Bullet today at Infowarslife.com or by calling toll free 888-253-3139.
[03:32:08.635 --> 03:32:09.516]  I want more candy!
[03:32:09.836 --> 03:32:10.696]  I want more video games!
[03:32:11.057 --> 03:32:11.557]  Mine!
[03:32:11.817 --> 03:32:11.937]  Mine!
[03:32:11.957 --> 03:32:12.037]  Mine!
[03:32:38.595 --> 03:32:39.375]  I think so.
[03:33:25.896 --> 03:33:32.305]  We now take you live to the Central Texas Command Center in the heart of the resistance.
[03:33:32.405 --> 03:33:33.887]  It's Alex Jones.
[03:33:37.463 --> 03:33:40.504]  Well, we had Matt Drudge about a month ago in studio.
[03:33:40.604 --> 03:33:42.225]  Only does an interview every three, four years.
[03:33:42.625 --> 03:33:43.926]  And I thought that got me excited.
[03:33:44.546 --> 03:33:49.689]  But I'm telling you, Donald Trump is our guest, ladies and gentlemen, for the next 30 minutes or so.
[03:33:50.349 --> 03:33:52.950]  And obviously, he is a maverick.
[03:33:53.430 --> 03:33:54.231]  He's an original.
[03:33:54.271 --> 03:33:55.251]  He tells it like it is.
[03:33:55.711 --> 03:33:56.752]  Doesn't read off a teleprompter.
[03:33:56.832 --> 03:33:58.272]  Neither do I. He's self-made.
[03:33:58.673 --> 03:33:59.753]  This whole media operation that
[03:33:59.773 --> 03:34:00.313]  Thank you, Alex.
[03:34:00.333 --> 03:34:00.554]  Great.
[03:34:00.574 --> 03:34:01.134]  Great to be with you.
[03:34:22.905 --> 03:34:33.650]  I've got so many questions, but you are vindicated, this has got to be the 50th time in the last six months, on the radical Muslims celebrating, not just in New Jersey, but New York, Palestine, all over.
[03:34:33.950 --> 03:34:34.671]  What do you have to say?
[03:34:34.711 --> 03:34:43.135]  They're still attacking you, though we've got Dan Rather on video, we've got New York Post, we've got Washington Post, we've got... I mean, what's going on here?
[03:34:43.860 --> 03:34:51.047]  Well, I took a lot of heat and I was very strong on it and I held my line and then all of a sudden, you know, hundreds of people were calling up my office.
[03:34:51.127 --> 03:34:56.853]  I was the other day in Sarasota, Florida and people are in line and we have 12,000 people, which is fantastic.
[03:34:57.373 --> 03:35:01.037]  And the people were saying, many of the people from New Jersey, four or five people said,
[03:35:01.497 --> 03:35:02.998]  Mr. Trump, I saw it myself.
[03:35:03.118 --> 03:35:03.658]  I was there.
[03:35:03.698 --> 03:35:04.838]  They talked about Patterson.
[03:35:05.219 --> 03:35:06.999]  But they said, I saw it myself, Mr. Trump.
[03:35:07.039 --> 03:35:07.600]  I was there.
[03:35:08.160 --> 03:35:12.742]  So many people have called in and on Twitter, at real Donald Trump, they're all tweeting.
[03:35:13.422 --> 03:35:19.064]  So I knew it happened and I held my line and people wanted me to apologize and we can't do that.
[03:35:19.104 --> 03:35:20.905]  People like you and I can't do that so easily.
[03:35:21.165 --> 03:35:23.086]  Now, we can do it if we're wrong, Alex.
[03:35:23.126 --> 03:35:23.846]  You apologize.
[03:35:23.906 --> 03:35:25.147]  I'd apologize if I was wrong.
[03:35:25.167 --> 03:35:29.528]  But they were celebrating and they were celebrating the fall of the World Trade Center.
[03:35:29.548 --> 03:35:30.709]  I think that's disgraceful.
[03:35:31.647 --> 03:35:46.412]  It is, and that same week you were reporting on that fact, we had two different international football games, soccer games, with the Turkish fans and others during the moment of silence for the dead people in Paris chanting Allah Akbar and booing.
[03:35:46.712 --> 03:35:48.153]  So did that not happen too?
[03:35:49.133 --> 03:35:50.734]  Well, that happened and everybody saw it.
[03:35:50.774 --> 03:35:54.097]  That was a week ago and the players were out on the field and they couldn't believe it.
[03:35:54.137 --> 03:35:54.797]  They were embarrassed.
[03:35:54.817 --> 03:35:55.658]  They didn't know what to do.
[03:35:55.718 --> 03:35:58.600]  The coach and the managers, they all apologized, but it happened.
[03:35:58.640 --> 03:36:00.461]  Look, we have to deal with reality.
[03:36:01.062 --> 03:36:04.064]  And you know, it all started because they said, we need surveillance.
[03:36:04.104 --> 03:36:05.405]  We need proper surveillance.
[03:36:05.465 --> 03:36:07.427]  We have people that truly are evil.
[03:36:08.087 --> 03:36:12.730]  And they're coming from someplace and you know sort of where they're coming from, at least the vicinity.
[03:36:13.270 --> 03:36:17.092]  And I said, we need proper surveillance, whether it's a mosque or any place else.
[03:36:17.152 --> 03:36:25.957]  We have to be surveilled and we have to see what's coming at us because we're not going to have a country anymore between the weak borders that we have, the pathetic and weak borders where
[03:36:26.317 --> 03:36:28.379]  Politicians are afraid to do anything about it.
[03:36:29.079 --> 03:36:33.643]  Between all of what's happening with radical, you know, you look at what's going on.
[03:36:33.663 --> 03:36:39.007]  You have a president that doesn't even want to talk about, you know, the radical Muslim stuff.
[03:36:39.047 --> 03:36:40.248]  He doesn't want to mention the word.
[03:36:40.528 --> 03:36:41.489]  He doesn't want to say it.
[03:36:41.949 --> 03:36:49.175]  But you look at what's happening where we have a president that's over there celebrating global warming and trying to get everybody excited about global warming.
[03:36:49.756 --> 03:36:51.437]  Like that's our number one problem.
[03:36:51.477 --> 03:36:53.499]  He considers that to be our number one problem.
[03:36:54.139 --> 03:36:58.761]  And our number one problem is what's going on where they want to blow up our cities and they want to blow up our country.
[03:36:58.801 --> 03:37:00.082]  That's our number one problem.
[03:37:01.282 --> 03:37:04.844]  And then our number two problem is crippled America, your number one New York Times bestseller.
[03:37:04.864 --> 03:37:08.586]  We're going to talk about that in a few minutes, but let's continue with the number one problem.
[03:37:08.606 --> 03:37:09.586]  And I agree with you.
[03:37:10.206 --> 03:37:21.972]  It's now in mainstream news, Associated Press and others are reporting that it's a secret deal with Turkey, with the Germans, with Merkel, the admitted socialist, to bring in millions
[03:37:22.552 --> 03:37:27.737]  of radical Islamists, they admit almost all of them are Sunni, that basically invaded Syria.
[03:37:28.058 --> 03:37:32.622]  They're getting their butt kicked by the Russians, so now they want to flee up to the north into Turkey.
[03:37:33.123 --> 03:37:39.109]  You said months ago, bomb the oil of ISIS, and the mainstream media laughed because you said the sky was blue again.
[03:37:39.129 --> 03:37:41.931]  Now the Pentagon says that's the right thing to do.
[03:37:42.372 --> 03:37:46.075]  And now you've come out saying, quote, it looks like
[03:37:47.217 --> 03:37:49.719]  That Turkey's on the side of ISIS, close quote.
[03:37:49.959 --> 03:38:05.274]  Well, the next day the Russians released satellite photos documenting that there are literally thousands of trucks coming up to the border at these huge terminals connected to Irgun, the president's son, making billions of dollars total off of this.
[03:38:05.655 --> 03:38:07.777]  Again, you're in trouble for saying the sky is blue.
[03:38:09.226 --> 03:38:10.427]  Well, I was right about that.
[03:38:10.487 --> 03:38:23.313]  I was right in saying in a book that I wrote, you covered it really nicely, I appreciate it, but I wrote a very political book years ago in the year 2000, The America We Deserve, and I said in that book that we better be careful with this guy named Osama Bin Laden.
[03:38:23.353 --> 03:38:32.058]  I mean, I really study this stuff, I really find it very interesting, and even though I'm a businessman, I find it, I've always found, I've always been involved in politics.
[03:38:32.138 --> 03:38:34.619]  I said, we better be careful with Osama Bin Laden.
[03:38:34.639 --> 03:38:37.481]  There's a guy named Osama Bin Laden, nobody really knew who he was, but
[03:38:37.901 --> 03:38:38.661]  He was nasty.
[03:38:38.701 --> 03:38:42.583]  He was saying really nasty things about our country and what he wants to do to it.
[03:38:43.143 --> 03:38:47.745]  And I wrote in a book, 2000, two years before the World Trade Center came down, I talked about Osama bin Laden.
[03:38:47.765 --> 03:38:48.626]  You better take him out.
[03:38:48.686 --> 03:38:50.166]  I said, he's going to crawl under a rock.
[03:38:50.526 --> 03:38:51.467]  You better take him out.
[03:38:52.187 --> 03:38:53.628]  And now people are seeing that.
[03:38:53.648 --> 03:38:57.409]  They're saying, you know, Trump predicted Osama bin Laden, which actually is true.
[03:38:57.850 --> 03:39:00.871]  And then two years later, a year and a half later, he knocked down the World Trade Center.
[03:39:01.371 --> 03:39:05.033]  And I talked about terrorism and that that was before terrorism as we know it today.
[03:39:05.093 --> 03:39:05.373]  I said,
[03:39:05.953 --> 03:39:06.734]  We better be careful.
[03:39:06.774 --> 03:39:07.434]  That's going to happen.
[03:39:07.454 --> 03:39:08.315]  It's going to be a big thing.
[03:39:08.355 --> 03:39:09.535]  And it certainly is a big thing.
[03:39:09.575 --> 03:39:17.781]  So with the oil, and I'm glad you brought it up, but as you know, for three years, I've been saying you better take out the oil because if you don't take the oil, it's going to be a problem.
[03:39:18.161 --> 03:39:19.321]  So we shouldn't have been in Iraq.
[03:39:19.702 --> 03:39:24.405]  But once we got there, the way Osama, the way we came out was, was horrible.
[03:39:24.765 --> 03:39:25.806]  And I said, take the oil.
[03:39:26.326 --> 03:39:27.467]  Then we didn't take the oil.
[03:39:27.507 --> 03:39:28.647]  So ISIS got the oil.
[03:39:28.787 --> 03:39:32.130]  And as you know, Iran is getting the oil because Iran is going to take over all of Iraq.
[03:39:32.970 --> 03:39:41.577]  You know, we made one of the worst deals in the history of our world when we gave them $150 billion and virtually we gave them keys to nuclear weapons.
[03:39:42.137 --> 03:39:43.518]  Mr. Trump, I hate to interrupt you.
[03:39:43.538 --> 03:39:48.963]  You are the leading presidential frontrunner with the Republicans gaining a huge lead as you don't back down.
[03:39:49.003 --> 03:39:54.047]  But I've got to just back you up again because the more I research what you've actually said and done, it's amazing.
[03:39:54.327 --> 03:39:55.167]  You were the only
[03:39:56.008 --> 03:40:00.372]  Leading American figure who openly said do not go to war in Iraq.
[03:40:00.653 --> 03:40:04.356]  They had almost, what, 90% votes in Congress for it, bipartisan.
