[00:00:00.070 --> 00:00:00.332]  The show.
[02:40:22.833 --> 02:40:23.514]  Yeah.
[02:40:23.754 --> 02:40:26.155]  I wanted to ask you a question about the Oxy-Powder.
[02:40:26.555 --> 02:40:27.216]  Yes, sir.
[02:40:27.856 --> 02:40:34.280]  I was diagnosed about a year ago with what my doctor calls a paralyzed stomach.
[02:40:35.539 --> 02:40:39.401]  Um, which means that my food and stuff doesn't properly flow through me.
[02:40:40.282 --> 02:40:43.903]  And, um, I was wondering if you thought that stuff might actually help me.
[02:40:43.923 --> 02:40:51.828]  Well, sir, I'm not a medical doctor, but you've got all sorts of disorders where enzymes aren't created, where people aren't able to dissolve things.
[02:40:52.388 --> 02:40:53.388]  I would change your diet.
[02:40:53.408 --> 02:40:54.129]  I would chew more.
[02:40:54.169 --> 02:40:55.990]  I'm sure they told you that I would drink more water.
[02:40:56.869 --> 02:40:58.049]  But I'd talk to your physician.
[02:40:58.329 --> 02:41:00.430]  They'll usually tell you surgery and, you know, won't tell you stuff.
[02:41:01.010 --> 02:41:06.411]  I can tell you this, Oxy-Powder is the most dramatic product of a field of dramatic products.
[02:41:06.791 --> 02:41:09.632]  And Infowarslife.com, I wish it was proprietary to us.
[02:41:09.912 --> 02:41:11.012]  It's Dr. Gribb's product.
[02:41:11.793 --> 02:41:13.513]  It is life-changing.
[02:41:14.733 --> 02:41:18.034]  It's just oxygen to a higher level, so it releases in the intestines.
[02:41:18.794 --> 02:41:21.155]  And, I mean, what do you got to lose?
[02:41:21.235 --> 02:41:22.775]  It'll definitely help your intestines.
[02:41:23.635 --> 02:41:24.276]  It's dramatic.
[02:41:24.316 --> 02:41:25.496]  I mean, have you gotten the product yet?
[02:41:26.838 --> 02:41:27.440]  No, I haven't.
[02:41:27.480 --> 02:41:29.948]  I was wondering if y'all were going to run another special on it again.
[02:41:29.968 --> 02:41:31.754]  I wish I could.
[02:41:31.774 --> 02:41:33.278]  I mean, it actually costs group.
[02:41:35.162 --> 02:41:35.342]  I don't
[02:41:58.326 --> 02:42:00.467]  And I can barely fund the operation as it is.
[02:42:01.508 --> 02:42:05.290]  But I tell you, we'll try to get a new special soon, okay?
[02:42:06.430 --> 02:42:07.071]  Okay, thank you.
[02:42:07.451 --> 02:42:07.851]  Thank you.
[02:42:07.891 --> 02:42:16.055]  Yeah, these are... When I go to these big nutraceutical companies, because I don't just use GRIP, I use two other big, big, top labs in the country, top factories.
[02:42:17.216 --> 02:42:20.097]  We have the CEOs calling us, and they go, you're the type of people we're looking for.
[02:42:20.117 --> 02:42:22.418]  Because they supply Whole Foods, you name it, all the big people.
[02:42:23.179 --> 02:42:24.640]  They go, we love what you're doing.
[02:42:25.080 --> 02:42:26.340]  You're so, such a purist.
[02:42:26.400 --> 02:42:26.721]  I mean, you're...
[02:42:27.560 --> 02:42:34.383]  You're putting $65 of money into your, or more, into your DNA force?
[02:42:34.623 --> 02:42:35.103]  Wow!
[02:42:36.063 --> 02:42:39.205]  Other people would put $5 in a top brand thing and sell it for $200.
[02:42:39.425 --> 02:42:42.986]  I mean, we put our money where our mouth is.
[02:42:43.026 --> 02:42:45.167]  We still put a markup on it.
[02:42:45.227 --> 02:42:46.688]  You know.
[02:42:46.748 --> 02:42:47.508]  This stuff's real.
[02:42:47.528 --> 02:42:48.668]  There's a reason it's popular.
[02:42:48.928 --> 02:42:52.490]  Plus, if I was just a cynical bad guy, I'd want to sell you stuff that knocks your socks off.
[02:42:53.168 --> 02:42:56.209]  Because then you'll want to buy it more, and we'll dominate the market.
[02:42:56.489 --> 02:43:03.332]  But see, there's such an idea in the corporate world that, no, we'll have slick marketing and make folks think this is doing something for them.
[02:43:03.512 --> 02:43:05.252]  Well, that just discredits the industry!
[02:43:05.973 --> 02:43:07.173]  Shell quality!
[02:43:07.533 --> 02:43:08.413]  Have a profit!
[02:43:09.254 --> 02:43:10.434]  It's called Americana.
[02:43:10.454 --> 02:43:13.855]  I've got to skip this network break, because I've got to play these two pieces and go to your calls.
[02:43:14.516 --> 02:43:20.338]  David Knight, and he's not asking for praise, because all the reporters, Leanne McAdoo, everybody, Jakari Jackson,
[02:43:21.391 --> 02:43:21.812]  All of them.
[02:43:21.892 --> 02:43:22.874]  I can't single them all out.
[02:43:23.635 --> 02:43:24.417]  Paul Watson, everybody.
[02:43:24.437 --> 02:43:25.058]  They're just amazing.
[02:43:25.098 --> 02:43:27.001]  But David Knight has been here about a year and a half.
[02:43:27.722 --> 02:43:30.367]  He moved down here from the Carolinas with his family.
[02:43:31.369 --> 02:43:34.615]  And he just is doing a superlative job.
[02:43:35.595 --> 02:43:41.860]  Just a superlative job and we really appreciate him and he just does such an on-target analysis.
[02:43:42.280 --> 02:43:44.982]  Here is real journalism breaking down the State of the Union.
[02:43:45.342 --> 02:43:46.803]  This is the State of the Union Decoded.
[02:43:47.123 --> 02:43:50.045]  We'll retweet it out on Twitter in about five minutes at Real Alex Jones.
[02:43:50.326 --> 02:43:51.586]  Get this out to your friends and family.
[02:43:51.627 --> 02:43:51.987]  Here it is.
[02:43:52.467 --> 02:43:55.930]  Advising the Congress of the State of the Union is a constitutional requirement.
[02:43:56.610 --> 02:44:07.335]  And for most of the history of this country, it was done very simply, but under FDR, it became a public event, and now it's become a massive PR stunt, a massive commercial for the President.
[02:44:07.736 --> 02:44:20.622]  Now, Obama took this to all new levels last night as he did a live PowerPoint presentation, twisting the statistics, twisting the facts, to present a case that we have never been more prosperous or more peaceful.
[02:44:21.763 --> 02:44:25.845]  We believed we could reduce our dependence on foreign oil and protect our planet.
[02:44:26.789 --> 02:44:29.751]  And today, America is number one in oil and gas.
[02:44:30.271 --> 02:44:40.858]  But the broad themes that he's been talking about all week were redistribution of wealth from the rich to the middle class, and of course, two years of community college free for everyone.
[02:44:41.359 --> 02:44:46.222]  Noticeably absent from the State of the Union were any details about his policy proposals.
[02:44:46.782 --> 02:44:50.325]  But the devil is in the details, and so are the lies.
[02:44:50.865 --> 02:44:56.029]  As we'll see from the details, both the redistribution and the free college themes are lies.
[02:44:56.529 --> 02:45:02.853]  But there are two other areas that haven't been looked at as closely, and they will change the world that you live in.
[02:45:03.334 --> 02:45:13.621]  That's the trade treaties that are currently being negotiated secretly and fast-tracked, and the control of the Internet and new draconian felonies for the Internet.
[02:45:13.901 --> 02:45:14.922]  First, the lies.
[02:45:15.382 --> 02:45:19.725]  He will make two years of college as free and as universal as high school.
[02:45:20.286 --> 02:45:28.132]  But if you look beyond the headline of the White House press release, you'll see that he's only proposing 75% of the tuition be paid by the federal government.
[02:45:28.492 --> 02:45:30.234]  So he's lying when he says it's free.
[02:45:30.254 --> 02:45:37.939]  Now, of course, there's no such thing as a free lunch or a free government education unless you've never paid property taxes and never will.
[02:45:38.800 --> 02:45:44.825]  Anybody who has paid property taxes knows that it is by far the largest part of your local taxes.
[02:45:45.225 --> 02:45:51.210]  If you don't pay them directly, if you rent from someone, you're not going to see those costs, but they are in the cost of your rent.
[02:45:51.771 --> 02:46:04.581]  But the thing that I find most troubling is that while on the one hand, Obama is lying about a free government education, he is also taking with the other hand the middle classes' education savings accounts.
[02:46:04.881 --> 02:46:09.003]  The government has offered the middle class a couple of ways that parents can save for their children's education.
[02:46:09.543 --> 02:46:21.587]  Saving after-tax dollars into an education fund, and if that fund grows in value because of the investment, the gain will not be taxed when they apply it to their children's education.
[02:46:22.188 --> 02:46:25.029]  Now Obama is proposing to tax those plans.
[02:46:25.049 --> 02:46:30.871]  They're called 529 plans, and also to end the Coverdale Education Savings Account.
[02:46:31.611 --> 02:46:36.633]  Now, that punishes families that save money to invest in their children's education.
[02:46:37.313 --> 02:46:48.858]  And most importantly, it betrays those who have worked hard, who have saved, who have relied on the government promise that the education savings would not be stolen by the tax man.
[02:46:53.200 --> 02:47:02.904]  The entire globalist constellation attack, the reason the police state's being put in place, because they know you're going to get angry, is they're going to take all the pension funds, all the 401Ks when they're done.
[02:47:02.944 --> 02:47:03.604]  That's been announced.
[02:47:03.924 --> 02:47:06.566]  And they've done it in every other country they get control of.
[02:47:08.066 --> 02:47:13.428]  So that's why they want FEMA camps and SWAT teams and all of this to be expanded.
[02:47:15.089 --> 02:47:19.651]  But the police themselves, just like in Greece and Spain, are going to be looted.
[02:47:20.848 --> 02:47:24.351]  Now when they do it, they're going to take it over and tax it at first and federalize it.
[02:47:25.212 --> 02:47:31.076]  But then they'll start taking pieces of it, and by the time you retire, you will get maybe 20-30% of what you would have.
[02:47:31.677 --> 02:47:33.518]  This is a formula they follow.
[02:47:33.839 --> 02:47:35.040]  Please listen to me, okay?
[02:47:35.280 --> 02:47:36.261]  It's guaranteed!
[02:47:38.302 --> 02:47:39.183]  It's guaranteed!
[02:47:39.223 --> 02:47:40.804]  Are we just going to lay here and take this?
[02:47:41.825 --> 02:47:42.906]  After tax money?
[02:47:43.346 --> 02:47:44.367]  They're now going to steal that?
[02:47:46.149 --> 02:47:48.310]  They want to run our lives, people.
[02:47:49.204 --> 02:47:50.925]  It isn't about getting more money to run the government.
[02:47:51.885 --> 02:47:53.846]  It's about getting control of everybody.
[02:47:54.987 --> 02:48:00.390]  The Federal Reserve used to admit its biggest problem was, quote, keeping the economy from overheating and people becoming too wealthy.
[02:48:01.310 --> 02:48:07.293]  And now at Davos they lecture us on how we should become poor, as they bring all their hookers with them and fly in on giant aircraft.
[02:48:07.933 --> 02:48:08.994]  They're a bunch of pigs!
[02:48:10.575 --> 02:48:22.584]  They're the real pigs and they want us to go call the police pigs and get in fights with them so they'll hate the public and have a war with us because if the public ever gets with the police and local government, that's it for the New World Order!
[02:48:23.848 --> 02:48:24.728]  Pieces of garbage?
[02:48:24.948 --> 02:48:26.089]  Let's go back to his report.
[02:48:26.889 --> 02:48:31.910]  Now, that punishes families that save money to invest in their children's education.
[02:48:32.590 --> 02:48:44.153]  And most importantly, it betrays those who have worked hard, who have saved, who have relied on the government promise that the education savings would not be stolen by the tax man.
[02:48:44.733 --> 02:48:49.954]  This is really about punishing self-reliance and fostering a dependence on the state.
[02:48:50.554 --> 02:48:58.116]  And Obama has the audacity to say that he's taxing the rich, going after trust funds, helping the middle class.
[02:48:59.036 --> 02:49:02.737]  This is a massive betrayal of the middle class, if it were to pass.
[02:49:03.117 --> 02:49:05.858]  These education accounts are not trust funds.
[02:49:06.718 --> 02:49:08.099]  The average for the accounts is $21,000.
[02:49:08.420 --> 02:49:16.127]  This is not a Bill Gates trust fund and $21,000 isn't very much when you're trying to pay for college.
[02:49:16.848 --> 02:49:18.609]  Obama is not taking trust funds.
[02:49:19.170 --> 02:49:27.858]  What he is doing is betraying the trust of the middle class who thought that they would have a little bit of an opportunity to save for their children's education.
[02:49:28.238 --> 02:49:30.160]  But these proposals are not likely to pass.
[02:49:30.661 --> 02:49:31.862]  What is going to pass
[02:49:32.242 --> 02:49:37.527]  Will change your world, whether you are working class, middle class, or rich, and not for the better.
[02:49:37.847 --> 02:49:47.675]  If you want to know how much Obama really cares about the middle class and the working class, look carefully at the trade agreement that he's trying to fast-track with the help of the Republicans.
[02:49:48.116 --> 02:49:50.518]  Huffington Post asks, is this schizophrenia?
[02:49:50.658 --> 02:49:55.622]  Saying you're going to help the middle class while you destroy jobs by fast-tracking the TPP?
[02:49:56.063 --> 02:49:57.664]  No, it's not schizophrenia.
[02:49:58.064 --> 02:49:59.425]  It's simply a lie.
[02:50:00.086 --> 02:50:05.611]  But the Huffington Post and the liberal mainstream media can't bring themselves to call Obama a liar.
[02:50:05.931 --> 02:50:08.714]  Look at what the Guardian says without a hint of sarcasm.
[02:50:08.934 --> 02:50:16.741]  The Trans-Pacific Partnership is a trade agreement so significant and important its details can't be disclosed.
[02:50:17.081 --> 02:50:17.721]  Are you kidding me?
[02:50:18.422 --> 02:50:21.804]  I guess if we knew the secret details, they'd have to kill us.
[02:50:22.524 --> 02:50:28.908]  Anything that is that important, that significant, needs to be transparent and debated in public.
[02:50:29.388 --> 02:50:30.549]  But they're not about to do that.
[02:50:30.889 --> 02:50:35.812]  The liberal mainstream media wants to dance around the central issue of the Trans-Pacific Partnership.
[02:50:35.852 --> 02:50:40.655]  And that is, it's the next step in global corporate governance.
[02:50:41.135 --> 02:50:48.497]  Why isn't it a screaming red flag to them that no elected representatives can see the content of these secret treaties?
[02:50:48.978 --> 02:50:54.019]  Only multinational corporate lobbyists who are writing the treaty know what's in it.
[02:50:54.299 --> 02:50:58.861]  The Trans-Pacific Partnership and the Transatlantic Agreement go far beyond trade.
[02:50:58.921 --> 02:51:01.301]  They rewrite copyright laws globally.
[02:51:01.621 --> 02:51:03.082]  They affect the freedom of the Internet.
[02:51:03.542 --> 02:51:12.846]  And they bypass our legal systems, giving special privileges to multinational corporations that neither individuals nor even domestic corporations have.
[02:51:13.206 --> 02:51:20.069]  Fast Track will not only rush the treaty through without public debate, it will block any and all changes to the document.
[02:51:20.889 --> 02:51:23.970]  Nothing should ever be passed this way.
[02:51:24.730 --> 02:51:38.594]  Now, the fact that the only thing we know for sure about the Trans-Pacific Partnership is what has been leaked by WikiLeaks is, I think, very telling, and the reason that Obama is going after the Internet in his fourth leg of his agenda.
[02:51:38.914 --> 02:51:42.797]  He's calling for total internet control and draconian new felonies for the internet.
[02:51:43.197 --> 02:51:45.659]  It's a multi-pronged attack against internet freedom.
[02:51:46.199 --> 02:51:48.320]  Regulatory control by the FCC.
[02:51:48.841 --> 02:51:52.823]  Corporations spying on you and reporting to the government, which they call CISPA.
[02:51:53.544 --> 02:51:57.006]  New crimes and draconian penalties for the new crimes.
[02:51:57.526 --> 02:52:02.470]  Remember what I just said about the education proposals where the feds would give with one hand and take with the other?
[02:52:02.990 --> 02:52:12.633]  Now they're telling us, well, you can have net neutrality, but that's going to come through the FCC being appointed as king of the Internet, as the regulator of the Internet.
[02:52:13.053 --> 02:52:15.314]  Now, of course, we've always had net neutrality.
[02:52:15.354 --> 02:52:16.775]  We didn't need the FCC for that.
[02:52:17.255 --> 02:52:20.856]  And the FCC has been on both sides of net neutrality.
[02:52:21.336 --> 02:52:22.817]  It isn't about net neutrality.
[02:52:22.857 --> 02:52:30.919]  Whatever you think about it, it's all about giving the FCC control of the Internet, making them the regulators of the Internet.
[02:52:30.939 --> 02:52:31.320]  That's right.
[02:52:31.360 --> 02:52:32.160]  And once they are,
[02:52:32.620 --> 02:52:35.721]  They can change net neutrality in a heartbeat.
[02:52:35.901 --> 02:52:36.941]  Then there's CISPA.
[02:52:37.782 --> 02:52:41.363]  Cyber Intelligence Sharing Protection Act.
[02:52:41.843 --> 02:52:49.346]  Every time Obama talks about the internet, he now talks about cyber intelligence sharing, especially since the Sony hack involving the interview.
[02:52:50.006 --> 02:52:56.568]  CISPA's primary function is to grant legal immunity to corporations that turn all of your data over to the government.
[02:52:57.068 --> 02:52:59.270]  Well, of course, they've been doing that for quite some time.
[02:52:59.450 --> 02:53:01.352]  It's not about protecting you.
[02:53:01.752 --> 02:53:07.417]  It's all about giving these snitches legal protection and removing your right to sue them.
[02:53:07.757 --> 02:53:12.241]  CISPA has been defeated twice, but the Republicans love it, and so does Obama.
[02:53:12.741 --> 02:53:16.364]  Now, it looks like this Orwellian love child is going to be birthed.
[02:53:16.824 --> 02:53:22.489]  Then there's the changes to the CFAA, the computer fraud... We've got to stop it there, because I promised to go to calls.
[02:53:23.130 --> 02:53:24.491]  It's a very powerful report.
[02:53:24.511 --> 02:53:25.492]  We just retweeted it.
[02:53:26.443 --> 02:53:29.865]  At RealAlexJones on Twitter, please retweet it to everyone you know.
[02:53:29.885 --> 02:53:36.968]  He just goes through, for radio listeners, he shows the legislation, he shows the documents, he shows the areas highlighted.
[02:53:38.208 --> 02:53:39.128]  First class report.
[02:53:41.309 --> 02:53:49.373]  Just praise God, because all I wanted to do was find good minds, good reporters, so we could fight the globalists more, cover more issues, and we're doing that now.
[02:53:50.333 --> 02:53:53.975]  I kind of yell and scream and run around getting everybody's attention, and the reporters can educate everybody.
[02:53:55.120 --> 02:53:56.641]  Of course, I inform and educate as well.
[02:53:56.701 --> 02:54:02.967]  It's just that I just believe in humanity and I know we can beat these people.
[02:54:04.568 --> 02:54:07.010]  But you've got to understand how bad the New World Order is, folks.
[02:54:07.051 --> 02:54:07.911]  They're really evil.
[02:54:09.232 --> 02:54:10.754]  And I wish I wasn't right about all this.
[02:54:10.814 --> 02:54:12.235]  My God, I wish it wasn't real.
[02:54:15.618 --> 02:54:16.319]  Let's go to calls.
[02:54:16.439 --> 02:54:18.200]  Ron in Vermont and Nick and others.
[02:54:18.621 --> 02:54:19.822]  Ron, thanks for holding her on the air.
[02:54:21.474 --> 02:54:23.195]  Wow, you are on fire.
[02:54:23.396 --> 02:54:25.057]  Your crew is on fire.
[02:54:25.397 --> 02:54:27.379]  Everyone there does an excellent job.
[02:54:27.539 --> 02:54:32.883]  I tell you, you are channeling the Southern Baptist Reverend in you today.
[02:54:33.023 --> 02:54:34.204]  It's unbelievable.
[02:54:34.344 --> 02:54:38.507]  And I know why your crew would, you know, crash through walls for you.
[02:54:38.547 --> 02:54:39.668]  God bless them all.
[02:54:40.909 --> 02:54:43.851]  I'd like to say something about the Matrix.
[02:54:43.911 --> 02:54:48.415]  If you don't think you're in the Matrix, there's something wrong with you because
[02:54:49.099 --> 02:55:00.229]  You know, if you watch that movie and you see when Neo finally gets to the end and he's talking to the guy and you know, and the guy tells him, you know, you think you're the first Neo?
[02:55:00.919 --> 02:55:04.020]  You're like the 70th Neo that got here.
[02:55:04.501 --> 02:55:12.504]  And each time, you know, you come up with a plan to thwart us, we just write a new program.
[02:55:13.144 --> 02:55:16.806]  And that's what's happening decade after decade.
[02:55:16.826 --> 02:55:19.287]  And that guy he talks to is the archetype of Lucifer.
[02:55:21.616 --> 02:55:22.377]  It's incredible.
[02:55:22.617 --> 02:55:35.655]  I grew up in the 60s, you know, and the music of the 60s, folk music, Bob Dylan, Peter, Paul and Mary, the song Blowing in the Wind, these songs, these words changed the course
[02:55:36.195 --> 02:55:36.696]  I don't
[02:55:55.998 --> 02:56:12.508]  It scared them so much, the real protest music of the 60s, that they came out with clones of it to just turn folks into a bunch of scum that rebelling is becoming a criminal instead of listening to those incredible songs that are about being a human being and not being a sellout.
[02:56:12.528 --> 02:56:13.329]  You're absolutely right.
[02:56:14.806 --> 02:56:18.988]  You have Oprah Winfrey, you know, doing, oh, she's doing so much good.
[02:56:19.028 --> 02:56:24.231]  You know, look, she's in Africa, you know, helping all these really smart kids.
[02:56:24.491 --> 02:56:28.533]  Yeah, but these smart kids don't grow up to invent things for themselves.
[02:56:28.593 --> 02:56:34.916]  They go into, oh, the Heritage Foundation, things that are going to imprison me later on.
[02:56:35.256 --> 02:56:36.376]  And I've had it.
[02:56:36.757 --> 02:56:39.138]  And I tell you, I'd like to ask a question.
[02:56:40.098 --> 02:56:55.008]  You know, if my parents was a globalist, and I'm growing up, and I hear Infowars.com, God, wouldn't you want to know the truth and go back on your parents somehow?
[02:56:55.308 --> 02:56:58.330]  These people are sociopaths.
[02:56:58.450 --> 02:57:01.532]  And I can tell you this from personal experience.
[02:57:01.933 --> 02:57:09.518]  I sat in, unfortunately, there's some mental illness that I have to deal with in my family, and I was sitting in a NAMI group one day,
[02:57:10.158 --> 02:57:17.505]  Uh, with, with families and all of a sudden the last person says, well, you know, I'm not a family member.
[02:57:17.765 --> 02:57:21.928]  I am a mentally ill and I am a psychopath.
[02:57:22.989 --> 02:57:32.738]  And the hair on everybody's back of their, their necks stood up because the things that he started to say was like,
[02:57:33.448 --> 02:57:34.088]  I'll lie.
[02:57:34.248 --> 02:57:37.310]  I'll do anything I need to do to get my way.
[02:57:37.550 --> 02:57:38.530]  I don't feel.
[02:57:38.550 --> 02:57:41.611]  I don't really laugh.
[02:57:41.912 --> 02:57:44.433]  I don't really... I have no concern.
[02:57:44.453 --> 02:57:49.695]  I live off the fear and the emotions of other people.
[02:57:49.815 --> 02:57:52.636]  Basically, these people are robots.
[02:57:52.756 --> 02:57:54.597]  They have no sanity.
[02:57:55.037 --> 02:57:57.258]  And that's why they are so jealous.
[02:57:57.538 --> 02:58:00.079]  They want something that they can never have.
[02:58:00.199 --> 02:58:01.700]  You're a powerful caller, Ron.
[02:58:01.740 --> 02:58:03.923]  I gotta jump and get to Nick and others, but God bless you.
[02:58:03.943 --> 02:58:21.960]  We're gonna have to go into overdrive to finish some of these calls, but I've had top psychiatrists on, famously, I forget her name, that is the one that talks to all the top psychopath killers, and they say they're like robots that are really scared and have nightmares and are totally unhappy, and they only know how to manipulate, but then when they're killing someone, it's like they're possessed, and there's white light and they feel good.
[02:58:22.260 --> 02:58:23.161]  That's why they want to kill.
[02:58:23.201 --> 02:58:24.222]  Well, they are possessed.
[02:58:24.282 --> 02:58:25.123]  I mean, that's what it is.
[02:58:26.043 --> 02:58:26.584]  They're possessed.
[02:58:26.944 --> 02:58:28.605]  Call it whatever you want, they are possessed.
[02:58:28.985 --> 02:58:30.126]  Something is filling them up.
[02:58:31.567 --> 02:58:41.733]  And I know somebody that grew up with the DuPonts in Pennsylvania and other areas, and they were all basically devil worshippers.
[02:58:41.753 --> 02:58:43.594]  I'm gonna see if I can get that person on air to tell the story.
[02:58:44.374 --> 02:58:45.515]  He has that movie Foxcatcher.
[02:58:45.535 --> 02:58:46.776]  I mean, you know, these people don't play games.
[02:58:47.316 --> 02:58:48.057]  They don't play games.
[02:58:48.517 --> 02:58:49.677]  Devil worshippers.
[02:58:49.758 --> 02:58:50.058]  Outright.
[02:58:51.072 --> 02:58:52.196]  Stay with us, this is from overdrive.
[02:58:52.637 --> 02:58:53.561]  I'm gonna go to Nick and others.
[02:59:00.994 --> 02:59:02.035]  In the near future.
[02:59:02.335 --> 02:59:06.497]  When you realize how fake it all is, the football, the basketball.
[02:59:06.837 --> 02:59:07.818]  Security alert.
[02:59:08.058 --> 02:59:09.799]  This is Homeland Security.
[02:59:10.059 --> 02:59:10.679]  Analysis.
[02:59:10.940 --> 02:59:13.621]  InfoWars building into media operations.
[02:59:13.641 --> 02:59:18.624]  You let the worst people get controlled and tell us that we are the ones responsible.
[02:59:18.644 --> 02:59:19.584]  Crime directive.
[02:59:19.684 --> 02:59:21.105]  Discredit Alex Jones.
[02:59:21.225 --> 02:59:24.047]  Jones is the wildly popular conspiracy theorist.
[02:59:24.067 --> 02:59:27.169]  A popular conspiracy theory talk show called InfoWars.
[02:59:27.329 --> 02:59:29.490]  Alex Jones is now in an Austin jail.
[02:59:29.650 --> 02:59:31.111]  These people are assaulting us.
[02:59:31.131 --> 02:59:33.212]  Targeting of patriots engaged.
[02:59:33.292 --> 02:59:35.614]  They are never going to stop.
[02:59:35.914 --> 02:59:39.816]  They're never going to deviate from their program until we stop them.
[02:59:39.956 --> 02:59:43.138]  Block free iPhone ads at InfoWars.com.
[02:59:43.578 --> 02:59:46.220]  Block free podcast and video feed.
[02:59:46.920 --> 02:59:47.661]  Imperative.
[02:59:47.901 --> 02:59:49.922]  Deploy criminal senate TV.
[02:59:49.962 --> 02:59:54.345]  You gotta set your eye on the enemy, not worry about what propaganda they put out.
[02:59:54.645 --> 02:59:55.986]  Intellectually, it's begun.
[02:59:56.006 --> 02:59:56.746]  You can feel it.
[03:00:02.435 --> 03:00:08.617]  You're listening to the Alex Jones Show.
[03:00:08.657 --> 03:00:11.397]  They took my saddle in Houston.
[03:00:11.577 --> 03:00:14.498]  Broke my leg in Santa Fe.
[03:00:14.518 --> 03:00:22.680]  Lost my wife and a girlfriend somewhere along the way.
[03:00:22.720 --> 03:00:25.701]  In defense of human liberty, Alex Jones.
[03:00:25.761 --> 03:00:29.022]  I'll be looking for aid when they pull that gate.
[03:00:30.081 --> 03:00:36.368]  I was listening to a record of live.
[03:00:38.229 --> 03:00:39.170]  George Stray, even better.
[03:00:41.953 --> 03:00:46.658]  Rallying patriots in defense of human liberty, that's all I'm trying to do, is we're all in this together.
[03:00:47.038 --> 03:00:49.481]  Nick in Pennsylvania, thanks for holding your on the air, welcome.
[03:00:50.644 --> 03:00:51.645]  God bless you, Alex.
[03:00:52.225 --> 03:01:05.654]  I wanted to talk to you a little bit about this Chris Kyle guy, this known bearer of false witness, American Manhunter, and the irony behind calling him American Sniper.
[03:01:05.694 --> 03:01:10.117]  That's hilarious if you live on the East Coast and remember the whole D.C.
[03:01:10.137 --> 03:01:10.838]  Sniper thing.
[03:01:11.158 --> 03:01:14.320]  They use those same words to strike fear into everybody in this area.
[03:01:14.915 --> 03:01:26.402]  But anyway, this guy, he founded a company called Kraft International, which is basically like a black ops front group government contractor for drills.
[03:01:26.423 --> 03:01:30.745]  And they were spotted all over the whole Boston Marathon bombing hoax.
[03:01:30.885 --> 03:01:39.271]  Well, people wearing their uniform and hats were, I'm not saying they were involved, but yeah, no, he was, that might have been why they killed him was to cover that up.
[03:01:40.270 --> 03:01:43.417]  Yeah, they have, their hats have the exact skull logo.
[03:01:43.518 --> 03:01:47.166]  If you go to their website, it's called craftthecraft.com.
[03:01:47.206 --> 03:01:49.932]  No, no, it's a Punisher with blood dripping off the eye.
[03:01:50.822 --> 03:01:58.325]  Yeah, and The Craft is specifically the term used to describe the lower level of the Freemasonry.
[03:01:58.405 --> 03:02:07.748]  But anyway, and the website itself goes on to talk about how their logo is based off of the Templar Cross, which also has a direct connection to Freemasonry.
[03:02:07.768 --> 03:02:11.509]  No, I know, clearly he was in the Masonry, that's pretty clear.
[03:02:12.677 --> 03:02:31.561]  Yeah, they were spotted on the ground at the Boston Marathon bombing, and they've got their uniforms, their skull logo on their hat, the backpack matches, the backpack that they said was evidence of the bomb going off, but that whole thing was a complete Hollywood tie-up, completely fake if you look into it at all.
[03:02:31.661 --> 03:02:33.341]  And look how it worked out for Chris Kyle!
[03:02:34.502 --> 03:02:34.682]  Yep.
[03:02:35.322 --> 03:02:36.562]  Yep, and he's dead now.
[03:02:36.862 --> 03:02:40.983]  So anyone who wants to do those kind of things to our country, you know,
[03:02:41.673 --> 03:02:43.614]  You ain't particularly safe afterwards.
[03:02:43.794 --> 03:02:51.316]  And many of the people involved in Sandy Hook are having their lives exposed to the whole world for being in on that fraud.
[03:02:51.496 --> 03:02:55.698]  So, you know, it's not a particularly safe line of business.
[03:02:55.918 --> 03:02:56.418]  No, I hear you.
[03:02:56.438 --> 03:03:00.099]  The most dangerous position to be in is working for the New World Order.
[03:03:00.959 --> 03:03:02.900]  I mean, it is just unbelievable.
[03:03:03.480 --> 03:03:06.021]  And it's a big hoax that you can't get into that and get out of it.
[03:03:06.381 --> 03:03:09.282]  Most people get out of it once they get into really evil stuff.
[03:03:10.339 --> 03:03:14.161]  So that thing about you never get out of the CIA, you never get out of special ops.
[03:03:14.361 --> 03:03:14.681]  Bull.
[03:03:15.662 --> 03:03:15.962]  Bull.
[03:03:16.803 --> 03:03:17.443]  That's bull.
[03:03:18.423 --> 03:03:19.444]  I appreciate your call.
[03:03:19.884 --> 03:03:21.105]  Let's go to Steve in Florida.
[03:03:21.265 --> 03:03:21.905]  Steve, you're on the air.
[03:03:21.925 --> 03:03:25.407]  Yeah, good afternoon, Alex.
[03:03:25.707 --> 03:03:30.970]  Real quick, I wanted to point something out, and this will help people out in dealing with what's going on with America.
[03:03:30.990 --> 03:03:34.712]  There's a spiritual and a natural parallel.
[03:03:34.792 --> 03:03:35.613]  Here's where I'm getting at.
[03:03:36.542 --> 03:03:40.844]  It's been said that the Church is the conscience of the nation, so I'm talking about Christianity.
[03:03:41.604 --> 03:03:51.388]  Because there's been a corruption of the Bible and doctrine, we've had an acceptance of deception and lies with the higher criticism and the perversion of the Word of God.
[03:03:51.408 --> 03:03:59.451]  The natural outcome is the rise of the dumbing down of our education system with evolution, sex ed, Common Core, etc.
[03:04:00.011 --> 03:04:06.234]  We've also had the corruption of the Church's worship with their fake Pentecostalism and so-called Christian entertainment.
