[00:00:00.009 --> 00:00:10.453]  Another world.
[01:08:50.606 --> 01:08:57.651]  But again, the threat itself is manufactured because our government and other governments are protecting radical Islam, opening up the borders and bringing them in.
[01:08:58.632 --> 01:09:03.816]  As Wesley Clark just said last hour, our own government and other governments have been funding the radical jihadis.
[01:09:04.196 --> 01:09:09.120]  Oh, but now they've gotten out of hand, so we're just going to have to go in and take them out.
[01:09:10.342 --> 01:09:14.685]  No, they're there to build a beachhead for them under the cover of a war to take Syria.
[01:09:15.506 --> 01:09:16.967]  And now that's even being announced.
[01:09:17.627 --> 01:09:21.470]  Oh, when our troops get there, they're going to help the good Syrian rebels.
[01:09:21.610 --> 01:09:22.530]  I mean, give me a break.
[01:09:22.550 --> 01:09:27.394]  The Pentagon has said 95% of the rebels are Al-Qaeda, ISIS linked.
[01:09:30.376 --> 01:09:31.957]  I mean, they're sawing everybody's heads off.
[01:09:32.017 --> 01:09:34.078]  They don't let non-radicals in their group.
[01:09:35.800 --> 01:09:37.281]  So we're taking your phone calls right now.
[01:09:38.254 --> 01:09:39.715]  Who should I go to first?
[01:09:40.355 --> 01:09:42.397]  John in Texas, you're on the air.
[01:09:42.437 --> 01:09:42.977]  Thanks for holding.
[01:09:45.038 --> 01:09:45.398]  Hello.
[01:09:45.799 --> 01:09:46.439]  Am I online?
[01:09:46.479 --> 01:09:47.480]  You sure are on air.
[01:09:48.740 --> 01:09:49.061]  Okay.
[01:09:49.421 --> 01:09:56.625]  Alex, I just basically wanted to vent a little bit of frustration here regarding immigration.
[01:09:56.685 --> 01:10:02.649]  I'm trying to get a fiancé from Ukraine over here.
[01:10:02.669 --> 01:10:05.110]  It's costing thousands of dollars.
[01:10:05.170 --> 01:10:07.692]  It'll probably take me eight months to get her here.
[01:10:08.607 --> 01:10:19.276]  You know, and it is just so frustrating because every obstacle, you know, to get, you know, a Caucasian woman into this country is just incredible.
[01:10:19.617 --> 01:10:23.780]  It is true that in this new system everything is discriminatory towards whites by design.
[01:10:24.120 --> 01:10:30.446]  And they've got studies out, you can look them up, that Europeans, Australians, South Africans who are white cannot basically get here.
[01:10:31.026 --> 01:10:34.690]  But for whatever reason, if you're from a third world African country,
[01:10:35.635 --> 01:10:39.516]  Or from a collapsing Latin American country, you can have your babies free, everything.
[01:10:39.876 --> 01:10:48.578]  In fact, there was a headline on CNN last week that Chinese women come here, they advertise that they're coming here, they come here and have their babies so they become U.S.
[01:10:48.618 --> 01:10:49.019]  citizens.
[01:10:49.919 --> 01:10:55.860]  They do try to go after people for fraud if they're Caucasian, but they have trouble enforcing it because of selective enforcement.
[01:10:56.140 --> 01:10:58.041]  So the answer would be, go to Ukraine.
[01:10:58.721 --> 01:11:05.309]  Fly her here as a visitor, you know, get her pregnant and fly her here and she has the baby and play the system.
[01:11:05.509 --> 01:11:09.393]  Have the baby for free, get on welfare and just sit on your butt for the rest of your life.
[01:11:09.573 --> 01:11:11.215]  Oh, I'm sorry, you don't do that.
[01:11:11.275 --> 01:11:12.437]  You don't engage in fraud.
[01:11:12.657 --> 01:11:13.598]  You're not a good American.
[01:11:13.798 --> 01:11:18.864]  Did you hear me mention that tomorrow in Austin, Texas, Austin Welcoming City Summit?
[01:11:20.137 --> 01:11:35.449]  The purpose of the Austin Welcoming City Summit is to convene community stakeholders to network, explore welcoming city concept as it exists nationwide, learn about recognizing best practices in immigrant integration, and inform Austin's own welcoming city.
[01:11:36.090 --> 01:11:39.572]  And it's how to get the illegals into the country, and they get free breakfast, lunch, and dinner.
[01:11:40.613 --> 01:11:42.755]  But again, there you go.
[01:11:42.775 --> 01:11:44.676]  So maybe you should just try to get her here to that.
[01:11:44.696 --> 01:11:46.458]  Of course, she probably wouldn't be very welcome.
[01:11:47.503 --> 01:11:47.783]  Go ahead.
[01:11:47.803 --> 01:11:53.287]  Conservative woman and she wants to, you know, get married before we have a child.
[01:11:54.007 --> 01:11:55.448]  So, I mean... Oh my goodness.
[01:11:55.508 --> 01:11:56.089]  And I agree.
[01:11:56.109 --> 01:11:58.470]  I agree.
[01:11:58.751 --> 01:12:04.374]  Well, you just need to get over there to Ukraine and marry her and then, of course, they're going to ask you that when you go through... Then it takes longer to get here.
[01:12:04.394 --> 01:12:08.177]  It doubles the time to get her here.
[01:12:08.197 --> 01:12:14.762]  I mean, on a fiancé visa, it's six or seven months and... Yeah, I mean, I'm told those Ukrainian women are quite lovely.
[01:12:15.702 --> 01:12:16.863]  Oh, they're the best.
[01:12:17.847 --> 01:12:19.308]  Well, here you got a problem, Lincoln.
[01:12:19.348 --> 01:12:20.710]  Now, I hear they like the... Yes, I do.
[01:12:21.250 --> 01:12:23.492]  And I heard they're real feminine, too, which is just horrible.
[01:12:23.512 --> 01:12:24.593]  Absolutely.
[01:12:24.713 --> 01:12:26.315]  They're, oh, gorgeous.
[01:12:26.335 --> 01:12:27.476]  I heard they like men.
[01:12:27.516 --> 01:12:28.737]  That's another horrible crime.
[01:12:29.958 --> 01:12:31.499]  Well, yes, they do like men.
[01:12:31.759 --> 01:12:32.940]  And they do like Texans.
[01:12:33.761 --> 01:12:34.142]  Oh, no.
[01:12:34.182 --> 01:12:35.743]  Which is, oh, yeah, right.
[01:12:35.863 --> 01:12:38.185]  I mean, I'm totally vulnerable.
[01:12:40.976 --> 01:12:42.917]  Anyways, I hear you, brother.
[01:12:42.977 --> 01:12:45.318]  Hey, it's red-blooded people that make the planet go around.
[01:12:45.338 --> 01:12:46.498]  It's the system that doesn't like it.
[01:12:46.558 --> 01:12:47.618]  We will have children.
[01:12:48.319 --> 01:12:49.939]  And we will have plenty of children.
[01:12:50.539 --> 01:12:51.720]  And that's our goal.
[01:12:52.820 --> 01:12:53.841]  Well, I think you're bad.
[01:12:53.861 --> 01:12:59.523]  And I just think you should just crawl in a corner and die because you're white and that's inherently bad.
[01:12:59.903 --> 01:13:00.643]  I appreciate your call.
[01:13:01.663 --> 01:13:03.004]  You know, past all the sarcasm,
[01:13:04.249 --> 01:13:05.109]  Humans are humans.
[01:13:05.189 --> 01:13:12.733]  I mean, you take the Hispanic population of this country, they are fundamentally very conservative when it comes to family and values.
[01:13:12.793 --> 01:13:20.597]  The problem is, the Democrats, the Socialists, the Engineers are bringing unskilled people here and then indoctrinating them.
[01:13:21.037 --> 01:13:25.720]  When they bring the illegals in and put them on buses at the border, we broke this, it was even in the New York Times,
[01:13:26.500 --> 01:13:33.906]  They're advertising for women without husbands who are poor with their kids, and then they basically wet them to the state.
[01:13:33.946 --> 01:13:36.008]  They bust them into Democratic-controlled areas.
[01:13:37.386 --> 01:13:42.689]  They're then basically put through the system of Democratic Party lawyers who then get a cut of their paycheck for the rest of their lives.
[01:13:43.309 --> 01:13:45.010]  It's modern slavery.
[01:13:45.510 --> 01:13:49.432]  And I found the audience that's the most responsive to this is Hispanics.
[01:13:50.072 --> 01:14:06.641]  Because Hispanic Americans are here paying taxes, paying for insurance, jumping through all the hoops, breaking their backs, super smart, hard-working people, and they're watching their main competition, the 800 million people in collapsing hellhole Latin America, come up here
[01:14:07.853 --> 01:14:14.095]  And then just basically go into the welfare system and compete with them for jobs, because the illegals will get welfare and work.
[01:14:14.576 --> 01:14:16.176]  And they see their wages being driven down.
[01:14:16.576 --> 01:14:22.759]  So the most responsive audience we've got is Hispanic Americans when it comes to immigration.
[01:14:23.099 --> 01:14:23.839]  And that's what's crazy.
[01:14:23.859 --> 01:14:27.661]  The media goes, you're anti-Hispanic if you don't want totally open borders.
[01:14:27.941 --> 01:14:30.142]  Well, Hispanics are fundamentally fair people.
[01:14:30.382 --> 01:14:31.362]  They're not stupid.
[01:14:31.822 --> 01:14:36.124]  They go, well, I can't go to Mexico if my name's Jones or Gonzales.
[01:14:37.287 --> 01:14:43.910]  Or Schmidt, or Chang, or whatever it is, or Nabutu out of Africa.
[01:14:44.250 --> 01:14:50.113]  You can't go there, if you're Guatemalan, and your name's Gonzales, you can't go to Mexico.
[01:14:51.433 --> 01:14:55.175]  Show up at a hospital, have a baby, and then it's paid for and you get put on welfare.
[01:14:56.075 --> 01:15:01.459]  I mean, the Mexicans would literally throw you in a jail, beat you up, suck money out of your family.
[01:15:01.659 --> 01:15:03.400]  Their government would, if you tried that.
[01:15:03.920 --> 01:15:05.722]  They don't care if you're Hispanic, black, white.
[01:15:05.762 --> 01:15:06.142]  They don't care.
[01:15:06.342 --> 01:15:07.383]  Their government's predatory.
[01:15:08.063 --> 01:15:08.924]  Here's our government.
[01:15:09.704 --> 01:15:13.147]  Oh, we want to bring you here and give you all this free stuff.
[01:15:13.607 --> 01:15:14.848]  Oh, we love you so much.
[01:15:14.868 --> 01:15:16.509]  Oh, we care about you so much.
[01:15:19.090 --> 01:15:22.831]  To the point that local police are on record, so are the Border Patrol.
[01:15:23.131 --> 01:15:27.013]  They're ordered to let him go for aggravated assault, that's rape, armed robbery.
[01:15:28.653 --> 01:15:33.335]  The police still will arrest him sometimes, but then the jails just let him go, or ICE won't come pick him up.
[01:15:33.615 --> 01:15:36.456]  And again, this was in CBS News last week.
[01:15:37.557 --> 01:15:38.117]  It's incredible.
[01:15:38.297 --> 01:15:40.598]  They could put something out there like that and nothing's done.
[01:15:41.584 --> 01:15:44.766]  This is part of a larger agenda to drive down wages, collapse the country.
[01:15:45.167 --> 01:15:50.170]  It's part of North American integration by stealth for the North American Union, where all due process leaves us.
[01:15:50.551 --> 01:15:51.671]  Why did everybody want to get here?
[01:15:51.691 --> 01:15:53.393]  Because we had property, we had wealth.
[01:15:53.733 --> 01:15:54.734]  Liberty created the wealth.
[01:15:55.074 --> 01:15:58.056]  Now as liberty's taken away, the wealth is disappearing as well.
[01:15:58.556 --> 01:16:07.043]  And then this giant mass of uneducated people hooked up the Democratic Party mammary gland will vote to take our guns, our liberty, and everything else, and it's game over.
[01:16:07.283 --> 01:16:08.163]  Game over, man!
[01:16:08.183 --> 01:16:08.724]  Game over!
[01:16:09.892 --> 01:16:12.934]  The month of February is all about Valentine's Day.
[01:16:13.274 --> 01:16:16.536]  Big heart-shaped boxes filled with delicious candy.
[01:16:16.777 --> 01:16:22.761]  What if we, the patriots, hijacked Valentine's Day and instead made it about human liberty and individual empowerment?
[01:16:22.861 --> 01:16:24.021]  I'm all about human potential.
[01:16:24.242 --> 01:16:26.383]  I'm all about the individual being empowered.
[01:16:26.403 --> 01:16:27.984]  The establishment is the opposite.
[01:16:28.044 --> 01:16:32.567]  That's why they spike our water with fluoride and GMO, estrogen mimickers, and the rest of the garbage.
[01:16:32.827 --> 01:16:37.190]  InfoWars is striking back in the month of February with Human Empowerment Month.
[01:16:37.430 --> 01:16:39.732]  How we can come together and win the human race.
[01:16:40.032 --> 01:16:47.918]  And to celebrate the kickoff of Human Empowerment Month, we're slashing prices on InfoWarsLife.com products like Super Male and Super Female Vitality.
[01:16:48.098 --> 01:16:54.563]  The sale is only running for the month, 20% off, and there's a lot of other powerful specials at InfoWarsLife.com.
[01:16:54.883 --> 01:16:59.567]  InfoWarsLife.com, celebrating human potential in the month of February.
[01:16:59.687 --> 01:17:03.970]  Visit InfoWarsLife.com to find this special and many others in the month of February.
[01:17:04.170 --> 01:17:06.792]  Again, InfoWarsLife.com or 888-253-3139.
[01:17:09.654 --> 01:17:18.201]  What disaster is so powerful it unleashes a chain of mass pandemics, economic meltdowns, and violent food riots all at the same time?
[01:17:18.581 --> 01:17:25.166]  NASA has already set the countdown timer and right now the 21st century apocalypse is less than 13 months away.
[01:17:25.686 --> 01:17:29.107]  Former CIA Director James Woolsey says two-thirds of U.S.
[01:17:29.147 --> 01:17:30.368]  population could perish.
[01:17:30.808 --> 01:17:33.809]  In a matter of seconds, the world as we know it will cease to exist.
[01:17:34.289 --> 01:17:36.050]  The world's economy will be wiped out.
[01:17:36.530 --> 01:17:37.791]  Mass riots will follow.
[01:17:38.171 --> 01:17:39.891]  Ancient diseases will reemerge.
[01:17:40.352 --> 01:17:43.873]  How will you shield yourself and your loved ones from this upcoming apocalypse?
[01:17:44.413 --> 01:17:49.735]  Go to darkestdays.info to find out proven methods of protecting yourself, your loved
[01:17:49.815 --> 01:17:50.455]  We're good.
[01:18:09.626 --> 01:18:15.391]  Used since before the days of the Roman Empire to support the body's natural systems and enhance overall health.
[01:18:15.731 --> 01:18:20.034]  Introducing the new InfoWarsLife.com Oil of Oregano Formulation.
[01:18:20.314 --> 01:18:28.020]  A highly advanced nutraceutical form of this key herb that has been traditionally used by civilizations for thousands of years to promote health.
[01:18:28.260 --> 01:18:33.484]  We have now procured the most high quality and potent forms of oregano oil on the market.
[01:18:33.784 --> 01:18:39.369]  Sourced from top leading manufacturers to ensure a concentrated level of bioactive ingredients.
[01:18:39.729 --> 01:18:44.553]  Extracted directly from the wild herb and sealed in easy to use capsules.
[01:18:44.693 --> 01:18:48.276]  You will no longer need to endure the burning of liquid oregano on the tongue.
[01:18:48.616 --> 01:18:54.918]  Wild crafted from the Mediterranean oregano species that experts agree is one of the most powerful and most challenging to acquire.
[01:18:55.238 --> 01:19:00.219]  This winter season, it's more important than ever to secure this true form of oil of oregano.
[01:19:00.379 --> 01:19:03.900]  Now available in our limited first run at Infowarslife.com.
[01:19:04.100 --> 01:19:06.000]  That's Infowarslife.com or call 888-253-3139.
[01:19:09.341 --> 01:19:13.182]  The average person's life is filled with unexpected challenges.
[01:19:13.943 --> 01:19:20.184]  Unlock the energy it takes to defeat these daily beasts with super male or super female vitality.
[01:19:20.345 --> 01:19:29.347]  Specifically designed to assist the body in regulating proper hormone balance to create superior vitality in males and females.
[01:19:29.707 --> 01:19:34.549]  Supercharge and conquer your world at InfoWarsLife.com or call 1-888-253-3139.
[01:19:39.226 --> 01:19:42.728]  The government's Department of Homeland Security is buying up loads of ammo.
[01:19:42.888 --> 01:19:46.851]  At the same time, they're restricting civilians' rights to own and purchase firearms.
[01:19:47.171 --> 01:19:48.632]  Can you put two and two together?
[01:19:48.952 --> 01:19:56.538]  Infidel Body Armor can stop every round, including hollow points and .308 sniper rounds, is reasonably priced, and fully legal.
[01:19:56.818 --> 01:19:57.658]  But for how long?
[01:19:57.959 --> 01:19:59.940]  Go to InfidelBodyArmor.com.
[01:20:00.160 --> 01:20:04.203]  Spelled I-N-F-I-D-E-L BodyArmor.com.
[01:20:04.583 --> 01:20:05.764]  Infidel Body Armor.
[01:20:06.464 --> 01:20:07.405]  Just won't quit.
[01:20:12.515 --> 01:20:15.236]  You're listening to the Alex Jones Show.
[01:20:15.817 --> 01:20:22.960]  Well, the Feds...
[01:20:36.886 --> 01:20:42.991]  We now take you live to the Central Texas Command Center in the heart of the resistance.
[01:20:43.351 --> 01:20:44.933]  It's Alex Jones.
[01:20:45.093 --> 01:20:49.756]  Yeah, the feds are now saying just brace for attacks, we gotta take all your rights, they're gonna hit the shopping malls, everything.
[01:20:50.457 --> 01:21:01.205]  And I saw a story like last week about how our government's quote shipping Toyota trucks to the good Syrian rebels who are supposedly battling ISIS as well as Assad
[01:21:02.458 --> 01:21:06.500]  And then I was just watching the news and it's the very same color trucks that ISIS now has.
[01:21:06.620 --> 01:21:07.981]  I mean, this is so ridiculous.
[01:21:09.022 --> 01:21:11.063]  And our military, remember two years ago, went public.
[01:21:12.344 --> 01:21:15.846]  And sort of tweeting photos of themselves saying, I will not back Al-Qaeda in Syria.
[01:21:16.246 --> 01:21:17.166]  So they just changed the name.
[01:21:17.186 --> 01:21:18.247]  Let's go to a bunch of your calls.
[01:21:18.407 --> 01:21:24.891]  Oscar, Robert, Elijah, George, Off, My, or My Off, Lee, Dion, and others.
[01:21:25.311 --> 01:21:28.333]  Gucciardi's coming in about the fall of McDonald's in Monsanto.
[01:21:28.693 --> 01:21:30.234]  What that really means, the impending...
[01:21:31.636 --> 01:21:35.880]  Well, it says it's official, McDonald's and Monsanto are both losing money fast, close quote.
[01:21:36.241 --> 01:21:38.062]  But Oscar in Texas, you're on the air.
[01:21:38.082 --> 01:21:42.807]  Okay, I basically wanted to talk about the act of 1871.
[01:21:43.708 --> 01:21:52.416]  Our congress, our 42nd congress basically sold us out by creating a place called the D.C.
[01:21:52.436 --> 01:21:55.039]  That's right, and I've got it right here from the encyclopedia.
[01:21:55.179 --> 01:22:05.827]  The District of Columbia, Organic Act of 1871, making its own district, like the Vatican, or the City of London within London, which is above the law and a corporate fiction, a separate government.
[01:22:06.207 --> 01:22:09.169]  And you drill into these civil emergency acts they bring in every year.
[01:22:09.529 --> 01:22:12.712]  We are now under the complete control of this foreign body.
[01:22:14.719 --> 01:22:15.340]  Exactly.
[01:22:15.860 --> 01:22:22.948]  Even in the 13th Amendment, they changed it where involuntary servitude basically defining slavery.
[01:22:23.589 --> 01:22:25.731]  We're basically voluntarily under this.
[01:22:25.892 --> 01:22:26.653]  That's right.
[01:22:26.713 --> 01:22:30.317]  They got rid of slavery and then just made us all indentured servants.
[01:22:32.193 --> 01:22:34.275]  Pretty much, in a legal way.
[01:22:34.295 --> 01:22:37.739]  Yeah, if we assume we're our name, we're assuming that corporate entity.
[01:22:53.888 --> 01:22:54.468]  God bless you.
[01:22:54.488 --> 01:22:55.329]  Great points, Oscar.
[01:22:55.489 --> 01:22:56.610]  Yeah, that's why I'm so frustrated.
[01:22:56.630 --> 01:23:00.073]  I don't want to fight with whites, blacks, Hispanics.
[01:23:00.153 --> 01:23:01.033]  Most people are mixed.
[01:23:01.574 --> 01:23:02.574]  I'm part Native American.
[01:23:02.635 --> 01:23:03.135]  I'm just sick.
[01:23:03.175 --> 01:23:03.975]  I just want freedom.
[01:23:04.756 --> 01:23:12.842]  But they organize everybody into race-based systems, where the only right we think we have is fighting with each other over what race we are, when we're all the human race.
[01:23:13.382 --> 01:23:17.786]  And then, meanwhile, global government's coming in, and our basic freedoms are being destroyed.
[01:23:19.380 --> 01:23:20.061]  Thank you, Oscar.
[01:23:20.101 --> 01:23:20.923]  Great point.
[01:23:20.963 --> 01:23:25.592]  We should do a special report on the District of Columbia Organic Act, because he's absolutely right about that.
[01:23:26.293 --> 01:23:28.337]  Let's talk to Robert in Connecticut.
[01:23:28.357 --> 01:23:28.958]  You're on the air.
[01:23:28.978 --> 01:23:29.278]  Welcome.
[01:23:30.154 --> 01:23:31.455]  Hey Alex, how are you doing today?
[01:23:31.595 --> 01:23:32.556]  Alright, brother.
[01:23:33.056 --> 01:23:33.536]  Good, good.
[01:23:33.857 --> 01:23:55.952]  Hey listen, I've been a Prison Planet member for the past year and I've been doing a lot of research, watched what's happened over the past year, the coup in the Ukraine, how the Western media covered it one way, the killing of all the civilians in Eastern Ukraine by the Kiev government when they didn't want to go along with the Nazis that they put in power there.
[01:23:56.152 --> 01:24:00.555]  It's very clear that the West is the progenitor of the war in Ukraine.
[01:24:00.655 --> 01:24:01.195]  Started it.
[01:24:01.836 --> 01:24:05.018]  The Russians have done a lot of bad stuff to the Ukrainians in the last 500 years.
[01:24:05.518 --> 01:24:07.659]  But that area has always been Russian controlled.
[01:24:07.719 --> 01:24:08.600]  It's partly Russian.
[01:24:08.620 --> 01:24:09.901]  Used to be part of Russia.
[01:24:10.321 --> 01:24:11.722]  The West is starting the fight.
[01:24:11.782 --> 01:24:12.803]  The West is in the wrong.
[01:24:13.083 --> 01:24:14.384]  And George Soros brags.
[01:24:14.424 --> 01:24:15.985]  He runs the whole show.
[01:24:16.887 --> 01:24:24.250]  Well, my point is that... Well, George Soros is getting his butt kicked, because they just lost five different cities in the last week to the Russian rebels.
[01:24:24.290 --> 01:24:24.630]  Go ahead.
[01:24:25.410 --> 01:24:26.070]  I know they didn't.
[01:24:26.090 --> 01:24:28.951]  They marched them right out of that encirclement that they had.
[01:24:29.291 --> 01:24:34.253]  Now, the thing that I wanted to bring up was the protocols of the learned elders of Zion.
[01:24:34.613 --> 01:24:41.856]  I listened to this three-hour audio book today, and all the parallels with
[01:24:42.290 --> 01:24:47.493]  What's happening in the world and what's been happening in the world since the beginning of the 20th century?
[01:24:47.513 --> 01:24:52.095]  Was that Myron Fagan?
[01:24:52.115 --> 01:24:58.499]  I would say, I forget the guy's name that was reading the protocols of the learned elders of science.
[01:24:59.099 --> 01:25:07.843]  It's their basic New World Order plan to take over the government, take over the media, you know, and enslave the rest of the population.
[01:25:07.884 --> 01:25:10.245]  Sherman, one minute you were saying you didn't want to support the Western
[01:25:10.885 --> 01:25:19.692]  Ukrainians that are Nazi-backed from World War II, the country was split, it was Nazi-backed, they have swastikas as the same group, and I think the Soviet system is just as bad as the Nazis.
[01:25:19.712 --> 01:25:30.601]  I don't back either side overall, except I don't back overt aggression for no reason other than destabilization and a Marshall Plan to be paid to Soros to fix the problem of the destabilization.
[01:25:30.901 --> 01:25:33.363]  But is it a Nazi plan or are you saying it's a Zionist plan?
[01:25:34.404 --> 01:25:40.188]  I've read the Protocols of the Learned Elders of Zion, and it's written like a comic book.
[01:25:40.708 --> 01:25:44.150]  I mean, people wouldn't write something that incriminating of themselves.
[01:25:44.650 --> 01:25:55.057]  It's reportedly a Russian czarist, white Russian, that doesn't mean white people, folks, it just means pro-imperial group, that was meant to be used as anti-Semitic propaganda.
[01:25:55.697 --> 01:25:58.119]  I mean, do you think that the protocols are real?
[01:25:59.028 --> 01:26:08.274]  Well, the only thing that I can say is, listening to the audiobook today, I can see all the correlations that have been happening throughout the world.
[01:26:08.294 --> 01:26:13.838]  Oh, there's no doubt those are government tactics, but you can read 1984 and go, wow, a lot of this is going on.
[01:26:13.858 --> 01:26:14.498]  You see what I'm saying?
[01:26:15.179 --> 01:26:18.321]  And I'm not an apologist for the Jewish Mafia.
[01:26:19.101 --> 01:26:21.023]  There's definitely a Jewish Mafia worldwide.
[01:26:21.043 --> 01:26:22.304]  There's other mafias as well.
[01:26:22.644 --> 01:26:26.086]  And when you criticize the Jewish Mafia, they attack you and say you're anti-Semitic.
[01:26:26.446 --> 01:26:28.788]  But most Jews have nothing to do with the Jewish Mafia.
[01:26:29.648 --> 01:26:38.472]  Okay, now isn't it the Rothschilds behind this that actually control the Federal Reserve and control the central banking system throughout the country?
[01:26:38.512 --> 01:26:48.097]  It is true that the Rothschilds took over England in 1815 with the fall of the Napoleon by manipulating a stock market crash, and it is true that they are a big part of it, but
[01:26:48.777 --> 01:26:56.121]  They also helped fund Hitler, so when you get into the Rothschilds, I mean, this is a very wicked group of people at the top.
[01:26:56.541 --> 01:27:03.124]  They have a large family, I'm not saying they're all involved in it, but certainly that is a big part of it.
[01:27:03.465 --> 01:27:11.569]  But they married into the British royal family and are now a bizarro... I mean, this is well known in Hollywood.
[01:27:12.844 --> 01:27:23.166]  That's why the new movie is fiction, but it's a cosmology of a lot of real stuff, inherent vice, where the top Jewish real estate owner is a Nazi.
[01:27:24.607 --> 01:27:27.887]  And then it turns out the FBI is really running the whole show from behind the scenes.
[01:27:28.167 --> 01:27:32.428]  They're kind of telling you in that, that all these names and groups mean nothing.
[01:27:32.789 --> 01:27:34.529]  It's all about power at the end of the day.
[01:27:35.390 --> 01:27:48.921]  Right, now didn't the Rothschilds make a deal with the British government in the 1915 that they would be able to get the Americans into World War I if they would promise them Palestine?
[01:27:50.014 --> 01:27:51.715]  That is a big part of it, absolutely.
[01:27:51.835 --> 01:27:56.917]  That's been declassified, and the Rothschilds also funded, along with the U.S.
[01:27:56.977 --> 01:28:06.221]  government and the British government, the train of gold with Lenin in 1917, and they overthrew the white Russians and put the Bolsheviks in, and they killed about 50 million people.
[01:28:06.841 --> 01:28:09.082]  So it is true, that is true, yes.
[01:28:09.122 --> 01:28:19.347]  That's declassified, undisputed on record, that the Rothschilds, along with others, they even funded the recruits, about 50,000 out of Brooklyn, to invade Russia and do that.
[01:28:20.188 --> 01:28:33.576]  Right, and now ever since the State of Israel came into existence, whatever it was, 1948, they've been ever-expanding and turned that into basic police state and now they're an apartheid state.
[01:28:33.816 --> 01:28:35.277]  Well, you know, here's the deal.
[01:28:35.377 --> 01:28:41.521]  Israel's very diverse, there's different groups, there's different groups of Zionists, so it's more sophisticated than that.
[01:28:41.541 --> 01:28:44.663]  The globalist plan
[01:28:47.307 --> 01:28:52.990]  The Rothschild-allied Zionist on record, books have been written on this, wouldn't let most of the Jews get out of Germany.
[01:28:53.050 --> 01:28:54.911]  Roosevelt wouldn't let the Jews get out of Germany.
[01:28:55.131 --> 01:29:01.535]  They were only allowed to go to Palestine, and they had to pay the equivalent of about a million dollars to be able to get out.
[01:29:01.675 --> 01:29:03.456]  So it's more sophisticated than that.
[01:29:04.417 --> 01:29:06.158]  Most Jews are not involved in it.
[01:29:06.198 --> 01:29:08.239]  I don't think it's a Jewish conspiracy to answer your question.
[01:29:11.101 --> 01:29:12.161]  In the near future.
[01:29:12.442 --> 01:29:16.083]  When you realize how fake it all is, the football, the basketball.
[01:29:16.103 --> 01:29:16.583]  Security alert.
[01:29:16.943 --> 01:29:17.944]  Security alert.
[01:29:18.164 --> 01:29:19.885]  This is Homeland Security.
[01:29:20.165 --> 01:29:20.785]  Analysis.
[01:29:21.045 --> 01:29:21.705]  InfoWars.
[01:29:21.765 --> 01:29:23.726]  Building independent media operations.
[01:29:23.746 --> 01:29:28.728]  You let the worst people get controlled and tell us that we are the ones responsible.
[01:29:28.748 --> 01:29:29.669]  Crime Directive.
[01:29:29.789 --> 01:29:31.229]  Discredit Alex Jones.
[01:29:31.329 --> 01:29:34.111]  Jones is the wildly popular conspiracy theorist.
[01:29:34.191 --> 01:29:37.272]  A popular conspiracy theory talk show called InfoWars.
[01:29:37.432 --> 01:29:39.593]  Alex Jones is now in an Austin jail.
[01:29:39.753 --> 01:29:41.234]  These people are assaulting us.
[01:29:41.254 --> 01:29:43.595]  Targeting of patriots engaged.
[01:29:44.095 --> 01:29:45.756]  They're never going to stop.
[01:29:46.037 --> 01:29:49.939]  They're never going to deviate from their program until we stop them.
[01:29:50.079 --> 01:29:53.241]  Block free iPhone ads at Infowars.com.
[01:29:53.661 --> 01:29:56.302]  Block free podcasts and video feed.
[01:29:57.023 --> 01:29:57.763]  Imperative.
[01:29:58.003 --> 01:30:00.004]  Destroy Little Planet TV.
[01:30:00.044 --> 01:30:04.467]  You gotta set your eye on the enemy, not worry about what propaganda they put out.
[01:30:04.727 --> 01:30:06.868]  Intellectually, it's begun and you can feel it.
[01:30:09.611 --> 01:30:12.813]  When cells become toxic, they die early and aging sets in.
[01:30:13.133 --> 01:30:21.138]  No one has put together a formula that focuses directly on brain health, nerve growth factors, and optimizing your cellular energy at the same time.
[01:30:21.358 --> 01:30:26.401]  Just one of the key compounds, BioPQQ, is backed by major clinical studies.
[01:30:26.801 --> 01:30:29.083]  You want the best that's out there at the lowest price anywhere?
[01:30:29.323 --> 01:30:31.104]  We now have the synergistic solution.
[01:30:31.424 --> 01:30:35.606]  Secure your DNA force today at InfoWarsLife.com or call toll-free 888-253-3139.
[01:30:39.611 --> 01:30:43.453]  The average person's life is filled with unexpected challenges.
[01:30:44.213 --> 01:30:50.456]  Unlock the energy it takes to defeat these daily beasts with super male or super female vitality.
[01:30:50.616 --> 01:30:59.621]  Specifically designed to assist the body in regulating proper hormone balance to create superior vitality in males and females.
[01:30:59.981 --> 01:31:04.823]  Supercharge and conquer your world at InfoWarsLife.com or call 1-888-253-3139.
[01:31:09.335 --> 01:31:16.278]  For all of recorded history, civilizations around the world praised the health benefits of silver.
[01:31:16.558 --> 01:31:25.962]  At InfoWars Life, our mission is to bring you the highest quality, purest, cleanest, effective colloidal silver on the market today for the lowest price available.
[01:31:26.162 --> 01:31:34.186]  You don't have to be a doctor to know the fall and winter months are the most dangerous time of year in North America when it comes to you and your family's health.
[01:31:34.426 --> 01:31:43.873]  Infowarslife.com is very excited to announce our biggest run yet of silver bullet colloidal silver exclusively available at Infowarslife.com.
[01:31:44.093 --> 01:31:50.958]  Now Infowarslife.com has taken colloidal silver to the next level using a cutting-edge technique that is free of toxic artificial additives.
