[00:00:00.009 --> 00:00:02.892]  Infowarslife.com or call 888-253-3139.
[02:56:51.495 --> 02:56:52.816]  But you gotta hand it to him.
[02:56:52.836 --> 02:56:55.196]  He is saying some really good things, some things that need to be said.
[02:56:55.617 --> 02:56:56.297]  And it's great that
[02:56:56.857 --> 02:57:03.946]  You know, the mainstream media is unwillingly giving him that platform to put out these ideas that the American people already know and already want.
[02:57:04.667 --> 02:57:07.451]  The reason he's so popular in the polls is because they want to hear stuff like this.
[02:57:07.511 --> 02:57:09.193]  They want to hear this type of rhetoric.
[02:57:09.453 --> 02:57:12.778]  They want to hear these types of attacks going on with the establishment.
[02:57:13.038 --> 02:57:17.504]  You know, he might just be a genius in the way that he positioned himself, even if he doesn't win.
[02:57:17.524 --> 02:57:29.561]  The way he positioned himself with all of the early, you know, scandals and stuff that really no one cared about, but the media started picking him up and became like a TMZ type issue, now he can insert real things in there.
[02:57:29.961 --> 02:57:30.121]  Right.
[02:57:30.141 --> 02:57:34.763]  He can insert that Obama is protecting ISIS amid all of this crazy TMZ stuff.
[02:57:34.783 --> 02:57:38.465]  Like, oh, Donald Trump's seen in limousine with, you know, girls or whatever.
[02:57:38.505 --> 02:57:46.989]  Now he can just be like, oh, by the way, Obama's supporting ISIS and backs the Syrian rebels which behead Christians in central squares in the Middle East and bomb cities and destroy relics.
[02:57:47.129 --> 02:57:48.310]  We gave them the missile launchers.
[02:57:48.570 --> 02:57:49.651]  We gave them the AKs.
[02:57:49.911 --> 02:57:50.832]  We gave them the Jeeps.
[02:57:51.132 --> 02:57:52.433]  We gave them all their funding.
[02:57:52.753 --> 02:58:02.059]  He can support and push that in there in a super genius, kind of like media ops level operation, where he can start putting in truthful information.
[02:58:02.079 --> 02:58:05.161]  Well, and the mainstream media knows that, oh, Trump gets ratings.
[02:58:05.202 --> 02:58:06.302]  So we're going to talk about Trump.
[02:58:06.322 --> 02:58:07.443]  Whatever he says, we're going to go with it.
[02:58:07.463 --> 02:58:08.003]  We're going to go with it.
[02:58:08.043 --> 02:58:09.665]  And they don't even realize that they're putting out
[02:58:10.405 --> 02:58:10.765]  I think so.
[02:58:29.755 --> 02:58:30.916]  We shall definitely see.
[02:58:31.016 --> 02:58:38.882]  And Rob, coming up, the fourth hour, available at Infowars.com forward slash show, if the radio station you're listening to does not carry it, is coming up.
[02:58:38.942 --> 02:58:40.343]  I'm going to sit five minutes over with you.
[02:58:40.783 --> 02:58:42.825]  The 205, it is coming up in the next segment.
[02:58:42.945 --> 02:58:45.927]  And I think we're going to talk about a few things, Trump and beyond.
[02:58:46.788 --> 02:58:47.328]  And vaccines.
[02:58:51.912 --> 02:58:55.875]  This is GCN, the Genesis Communications Radio Network.
[02:58:59.264 --> 02:59:04.286]  Introducing Secret 12, the new InfoWarsLife vitamin B12 formulation.
[02:59:04.406 --> 02:59:10.309]  Secret 12 is a binary of nutrimedical grade bioavailable coenzyme forms of B12.
[02:59:10.529 --> 02:59:15.131]  Methylcobalamin, the same kind used in B12 injections, and adenosylcobalamin.
[02:59:15.311 --> 02:59:18.633]  Secret 12 is simply taken by mouth, right on the tongue, and then swallowed.
[02:59:18.893 --> 02:59:20.453]  No needles, no injections.
[02:59:20.854 --> 02:59:25.996]  Secure your revolutionary Secret 12 formula right now at InfoWarsLife.com or call 888-253-3139.
[02:59:29.197 --> 02:59:33.401]  Used since before the days of the Roman Empire to support the body's natural systems.
[02:59:33.561 --> 02:59:37.524]  Introducing the new Infowarslife.com oil of oregano formulation.
[02:59:37.724 --> 02:59:42.488]  We have now procured the most high quality and potent forms of oregano oil on the market.
[02:59:42.668 --> 02:59:47.171]  Extracted directly from the wild herb and sealed in easy to use capsules.
[02:59:47.311 --> 02:59:50.634]  You will no longer need to endure the burning of liquid oregano on the tongue.
[02:59:50.794 --> 02:59:54.096]  Now available in our limited first run at Infowarslife.com.
[02:59:54.257 --> 02:59:56.078]  That's Infowarslife.com or call 888-253-3139.
[03:00:01.768 --> 03:00:04.379]  You're listening to The Alex Jones Show.
[03:04:55.367 --> 03:04:56.648]  We'll be back 4 to 6 p.m.
[03:04:56.808 --> 03:04:58.049]  Central on Sunday.
[03:04:58.469 --> 03:05:00.470]  I'm Anthony Gucciardi filling in for Alex Jones.
[03:05:00.550 --> 03:05:01.931]  Thank you for watching the Alex Jones Show.
[03:05:01.991 --> 03:05:02.712]  We'll be right back.
[03:05:09.215 --> 03:05:18.021]  There is a shocking video posted right now at InfoWars.com where a man dies in a jail lobby after an encounter with sheriff's deputies.
[03:05:18.322 --> 03:05:29.650]  Surveillance footage released by the Sheriff's Department last Friday shows 48-year-old Arlington resident Joseph Hutchison frantically running inside the Dallas County jail lobby on August 1st.
[03:05:29.910 --> 03:05:34.933]  Witnesses say Hutchison was not violent but he appeared distraught and was seeking help.
[03:05:35.234 --> 03:05:38.216]  He didn't have a weapon and he wasn't swinging at the officers.
[03:05:38.636 --> 03:05:43.499]  Witnesses say a deputy threw Hutchinson to the ground and put a knee to his throat.
[03:05:43.860 --> 03:05:46.681]  He couldn't breathe and his face turned pale blue.
[03:05:47.082 --> 03:05:52.265]  After a few moments, he lied motionless as visitors continued to pour into the lobby.
[03:05:52.545 --> 03:05:56.348]  Officers are seen attempting to resuscitate him, but it was too late.
[03:05:56.668 --> 03:05:58.409]  Joseph Hutchinson had died.
[03:05:58.770 --> 03:06:04.874]  His brother James is organizing a demonstration at the Dallas County Sheriff's Department building this evening.
[03:06:05.114 --> 03:06:07.315]  For more details, go to InfoWars.com.
[03:06:09.016 --> 03:06:14.621]  Supermail Vitality is InfoWarsLife.com's number one selling product for a good reason.
[03:06:14.941 --> 03:06:15.421]  It works.
[03:06:15.681 --> 03:06:19.785]  Go to InfoWarsLife.com today and read the testimonials for yourself.
[03:06:19.965 --> 03:06:25.389]  There are thousands of them with an average voting score at an unprecedented 4.8.
[03:06:27.210 --> 03:06:38.993]  It is concentrated herbs and natural organic compounds known to energize the body's natural processes that are blocked by estrogen mimickers and other toxic elements in the food chain.
[03:06:39.174 --> 03:06:44.215]  Super Mel Vitality from InfoWarsLife.com has sold out multiple times in the last three months.
[03:06:44.355 --> 03:06:45.056]  We're good to go.
[03:07:08.935 --> 03:07:14.698]  Used since before the days of the Roman Empire to support the body's natural systems and enhance overall health.
[03:07:15.038 --> 03:07:19.360]  Introducing the new InfoWarsLife.com Oil of Oregano Formulation.
[03:07:19.620 --> 03:07:27.323]  A highly advanced nutraceutical form of this key herb that has been traditionally used by civilizations for thousands of years to promote health.
[03:07:27.583 --> 03:07:32.804]  We have now procured the most high quality and potent forms of oregano oil on the market.
[03:07:33.084 --> 03:07:38.666]  Sourced from top leading manufacturers to ensure a concentrated level of bioactive ingredients.
[03:07:39.046 --> 03:07:43.927]  Extracted directly from the wild herb and sealed in easy to use capsules.
[03:07:43.987 --> 03:07:47.587]  You will no longer need to endure the burning of liquid oregano on the tongue.
[03:07:47.928 --> 03:07:54.149]  Wild crafted from the Mediterranean oregano species that experts agree is one of the most powerful and most challenging to acquire.
[03:07:54.529 --> 03:07:59.536]  This winter season, it's more important than ever to secure this true form of oil of oregano.
[03:07:59.696 --> 03:08:03.301]  Now available in our limited first run at Infowarslife.com.
[03:08:03.421 --> 03:08:04.783]  That's Infowarslife.com or call 888-253-3139.
[03:08:30.733 --> 03:08:39.261]  Leading a frontal assault on the lives of the New World Order, it's Alex Jones on the GCN Radio Network.
[03:08:41.081 --> 03:08:43.222]  That's right, we are still live.
[03:08:43.262 --> 03:08:45.824]  It is the fourth hour of overdrive of the Alex Jones Show.
[03:08:45.844 --> 03:08:58.432]  I'm your host Rob Dew sitting in and it is my pleasure to be here today because I really want to send a message to the globalists, to Big Pharma, to all the vaccine pushers out there.
[03:09:00.037 --> 03:09:06.981]  If people get this video out, we're going to put this up by itself, this last hour of people with their vaccine side effects stories.
[03:09:07.021 --> 03:09:07.761]  We're going to put it out.
[03:09:07.781 --> 03:09:10.243]  We're going to let people know this is happening.
[03:09:10.283 --> 03:09:12.904]  When they say they're safe and effective, they're lying to you.
[03:09:12.924 --> 03:09:14.445]  And I'm going to prove it in more ways than one.
[03:09:14.465 --> 03:09:16.086]  I also have some articles here that I'm going to go through.
[03:09:16.506 --> 03:09:18.587]  But let's go ahead and let's take our first caller here.
[03:09:18.607 --> 03:09:20.208]  This is Matthew calling from Florida.
[03:09:20.528 --> 03:09:21.629]  Matthew, what is your story?
[03:09:22.229 --> 03:09:22.549]  I do.
[03:09:23.550 --> 03:09:23.770]  Hi.
[03:09:26.131 --> 03:09:27.112]  Yeah, hi, I are.
[03:09:28.180 --> 03:09:44.194]  I have a four-year-old son who was diagnosed with type 1 diabetes back in August of 2013, and I noticed some symptoms right after he had the hepatitis B vaccine.
[03:09:45.975 --> 03:09:49.718]  And, you know, I'm still pretty frazzled.
[03:09:49.798 --> 03:09:50.979]  I live in Florida.
[03:09:51.800 --> 03:09:54.122]  We actually moved from San Francisco in 2012.
[03:09:57.711 --> 03:10:00.673]  And, uh, you know, I'm just at a loss.
[03:10:00.913 --> 03:10:07.236]  And, you know, he's in pre-K now, and I'm, you know, getting all sorts of pressure.
[03:10:07.276 --> 03:10:18.202]  I got a letter that was sent home saying that, uh, you know, if he wasn't up to date with his immunizations, that he's gonna get, uh, he's not gonna be allowed to go back to school.
[03:10:19.602 --> 03:10:24.405]  And, uh, that's the gist of it.
[03:10:24.966 --> 03:10:29.793]  Well, one thing they'd never tell you, and I'm not sure what the laws are like in Florida, is that there are exemption forms.
[03:10:30.153 --> 03:10:39.906]  Usually, I think there's religious exemption in all but two states, and I think those are Mississippi and West Virginia, and then you have conscientious objection and a lot of other
[03:10:39.906 --> 03:10:44.950]  Other states, there are a few that don't allow that, but most states do allow a religious exemption.
[03:10:45.050 --> 03:10:50.855]  In fact, a mother just won a legal battle to refuse vaccine for her child made of aborted baby parts.
[03:10:50.875 --> 03:10:52.016]  This is out of Life News.
[03:10:52.857 --> 03:10:57.480]  A New York woman has won a legal battle to refuse a vaccine for her child because it was made from aborted baby parts.
[03:10:57.520 --> 03:11:03.085]  The vaccine MMR for measles, mumps, and rubella are required by New York City schools for enrollment.
[03:11:03.485 --> 03:11:11.790]  However, the woman was granted the exemption on religious grounds because she opposes abortion and the vaccine used from tissue collected from them.
[03:11:12.010 --> 03:11:14.651]  So, there's an Activist Post article that ties in with that.
[03:11:14.731 --> 03:11:17.333]  Aborted fetal cells in products and vaccines.
[03:11:17.573 --> 03:11:22.435]  And if you go through a few pages of it, it lists the vaccines and who makes them.
[03:11:22.856 --> 03:11:25.037]  And MMR2, measles, mumps, and rubella from Merck.
[03:11:25.417 --> 03:11:26.718]  Right there, the chicken pox.
[03:11:27.558 --> 03:11:39.725]  Verifax, the chickenpox vaccine there, the polio vaccine, hepatitis A. So it's all in there and all these are made, they call it diploid cells, that's their code word for it.
[03:11:39.785 --> 03:11:48.430]  But they take these aborted baby cells and that's how they grow this type of medium to make the vaccines.
[03:11:48.930 --> 03:11:51.172]  So thank you for your story, Matthew.
[03:11:51.212 --> 03:11:54.153]  We're going to go to Mankind in Arizona.
[03:11:54.173 --> 03:11:54.794]  How are you doing today?
[03:11:56.323 --> 03:11:57.324]  I'm doing all right, Rob.
[03:11:57.384 --> 03:11:58.164]  Can you hear me?
[03:11:58.365 --> 03:11:59.265]  I can hear you loud and clear.
[03:11:59.305 --> 03:11:59.586]  Go ahead.
[03:12:00.466 --> 03:12:01.527]  All right, cool, cool.
[03:12:01.547 --> 03:12:05.971]  Yeah, first I just wanted to say, you know, it's kind of like an aha moment.
[03:12:06.431 --> 03:12:09.333]  I just want to make two points and then I'll let you keep rolling with the show.
[03:12:09.974 --> 03:12:22.124]  But the first aha moment, this whole situation with the Farrakhan, you know, leading the, you know, Million Man March again in October and stuff like that.
[03:12:22.524 --> 03:12:25.647]  People need to keep an eye on that because that
[03:12:26.579 --> 03:12:47.836]  Mixed with the information that Trump is now putting out as far as for, you know, Obama being the head and basically being the front runner for ISIS, which are, you know, Muslim, you know, not not saying anything against the religion, but that's everything put together.
[03:12:48.216 --> 03:12:50.898]  It's almost like a no brainer what's about to happen next.
[03:12:51.078 --> 03:12:54.941]  So I just kind of want everybody to keep their eyes open on what
[03:12:56.127 --> 03:12:59.109]  You know, the Million Man March was going to happen in October.
[03:12:59.710 --> 03:13:15.541]  And the last thing that I wanted to say was, as far as for with the vaccine, I'm actually, I used to, it's kind of a hard story to tell because I actually used to be, you know, I worked for a pediatrician.
[03:13:16.341 --> 03:13:21.024]  And, you know, you get into the job for the right reasons to help these kids and stuff like that.
[03:13:21.285 --> 03:13:24.527]  And, you know, I used to give,
[03:13:25.726 --> 03:13:29.848]  Shots to the kids thinking that it would help them, you know?
[03:13:31.129 --> 03:13:34.210]  And... Because they tell you that, they're safe and effective.
[03:13:34.250 --> 03:13:37.932]  They ground that into your head, safe and effective, safe and effective, don't they?
[03:13:38.693 --> 03:13:39.813]  Right.
[03:13:40.013 --> 03:13:42.895]  And after a while, I actually started to see the same thing.
[03:13:42.955 --> 03:13:46.717]  I was, because you know, it's a pediatrician's office, you see the same kids coming in.
[03:13:48.558 --> 03:13:53.080]  And I started noticing that whole situation to where it's like, they're
[03:13:53.635 --> 03:14:08.721]  Their lights look like they got put out from taking the vaccines and the mothers would come back in and ask me, Hey, you know, um, you know, ever since, uh, they got their shots and you know, this and that happened or whatever.
[03:14:08.741 --> 03:14:14.443]  Um, sometimes they would have seizures or they would say they're just not, they haven't really been the same.
[03:14:14.503 --> 03:14:16.743]  They've been violently sick and blah, blah, blah.
[03:14:17.024 --> 03:14:20.585]  And they would actually start asking me because they,
[03:14:21.198 --> 03:14:24.839]  Didn't really trust even what the doctors were telling them at that point.
[03:14:25.420 --> 03:14:36.504]  And it was at that point that I actually took some of the inserts from the vaccines, read the whole thing myself, and there's a million words on there.
[03:14:36.684 --> 03:14:43.286]  But I found that exact same situation where it's like, it says right here that it's not helping.
[03:14:44.166 --> 03:14:45.627]  It's not helping you at all.
[03:14:46.307 --> 03:14:47.988]  It's almost like a trial.
[03:14:48.008 --> 03:14:50.769]  And I actually ended up having to
[03:14:51.719 --> 03:14:55.745]  Quit my job because literally, morally, I couldn't take it anymore.
[03:14:55.925 --> 03:15:04.117]  It was either get paid or continue and continue to hurt kids or
[03:15:05.137 --> 03:15:07.398]  You know, and I had to take the alternative.
[03:15:07.518 --> 03:15:08.138]  I had to quit.
[03:15:08.558 --> 03:15:09.738]  Yeah, and we played a lot of work.
[03:15:10.059 --> 03:15:22.162]  We played a portion of an interview that David Knight did talking with a nurse who admitted that they knew they were giving preemie babies the vaccine, the regular vaccine schedule, and they knew these kids were going to be hurt.
[03:15:22.502 --> 03:15:26.264]  So they were getting the intubators ready so they could help them breathe when they stop breathing.
[03:15:27.124 --> 03:15:30.225]  These things literally kill you and they have to put the intubator in so the kids don't die.
[03:15:31.235 --> 03:15:31.775]  It's crazy.
[03:15:32.436 --> 03:15:46.402]  And, you know, it takes great courage to step away from that, but people need to start speaking out, because if you look at the vaccine schedule from where it was when people like you and I were born, compared to now, it's almost triple, quadruple of what they were giving kids back then.
[03:15:47.022 --> 03:15:51.424]  And, you know, I know plenty of people my age now that have allergies and this and that, and that's where all this stuff comes from.
[03:15:51.785 --> 03:15:54.406]  When the brain gets attacked, it goes into defense mode.
[03:15:55.234 --> 03:15:56.695]  And defense mode can come in any forms.
[03:15:56.715 --> 03:16:05.458]  In fact, if you guys can roll the video of the girls in Columbia writhing on the floor after their HPV shot.
[03:16:05.619 --> 03:16:06.879]  I mean, this is what happens.
[03:16:07.679 --> 03:16:11.841]  And the only reason we see it here on a mass scale is because they're doing this all at school.
[03:16:11.961 --> 03:16:14.082]  And so all these girls are having the reaction at the same time.
[03:16:14.522 --> 03:16:18.524]  In your case, it's happening on a case-by-case basis.
[03:16:18.564 --> 03:16:20.485]  So parents aren't seeing the connection.
[03:16:21.840 --> 03:16:27.602]  And these people, I had one of our interns was translating this, they don't know, they're like, we don't know what's going on, we need help, we need help.
[03:16:28.202 --> 03:16:35.104]  And the reason they're not getting help is because the establishment, Big Pharma, knows that these are side effects to their vaccines, and they let it happen.
[03:16:36.184 --> 03:16:37.965]  So, thank you for your call, mankind.
[03:16:38.045 --> 03:16:40.566]  Buck, what is your vaccine story?
[03:16:42.646 --> 03:16:47.568]  Well, I've got a four-year-old granddaughter, and at about a year and a half,
[03:16:48.579 --> 03:16:51.300]  This is before I knew of any of the dangers of vaccines.
[03:16:51.320 --> 03:16:58.961]  You know, I had no clue until I started listening to Dr. Ken Kenney and I kind of just kind of went down a rabbit hole and found this information.
[03:17:00.261 --> 03:17:06.922]  But at a year and a half, our granddaughter came over to our house two days after she'd had her vaccination.
[03:17:08.042 --> 03:17:10.983]  And it was like the light had gone out of her eyes.
[03:17:11.103 --> 03:17:13.403]  She had a blank stare on her face.
[03:17:13.443 --> 03:17:14.444]  She wasn't the same.
[03:17:14.504 --> 03:17:16.544]  I looked at my wife and I said, what's the matter with her?
[03:17:17.426 --> 03:17:18.827]  You know, we couldn't figure it out.
[03:17:19.647 --> 03:17:31.754]  So, I ended up going to the pediatrician after I'd done some research with my daughter, and the pediatrician just lambasted me, you know, for even being there and even questioning.
[03:17:32.314 --> 03:17:33.634]  How dare you question us?
[03:17:33.655 --> 03:17:34.795]  He was trying to ask a question.
[03:17:34.815 --> 03:17:35.415]  Yeah, exactly.
[03:17:35.435 --> 03:17:37.196]  We go to school for this, man.
[03:17:37.216 --> 03:17:39.658]  Yeah, exactly.
[03:17:39.918 --> 03:17:40.438]  Exactly.
[03:17:40.758 --> 03:17:45.781]  But here's another point, you know, in that article about the Mexican
[03:17:46.542 --> 03:17:49.504]  They said that 1 in 10,000 has the gene.
[03:17:50.004 --> 03:17:50.184]  Yeah.
[03:17:50.965 --> 03:17:55.608]  Well, if it's 1 in 10,000, how many people were in that room that happened to be 1?
[03:17:55.748 --> 03:17:57.489]  It was way above that.
[03:17:57.509 --> 03:17:58.189]  What was it?
[03:17:58.209 --> 03:17:58.630]  1 in 10?
[03:17:58.970 --> 03:17:59.750]  Not 1 in 10,000.
[03:18:00.431 --> 03:18:00.651]  Right.
[03:18:01.291 --> 03:18:02.072]  It's not the gene.
[03:18:02.112 --> 03:18:06.715]  That's just an excuse they give you to say, you're predisposed to have seizures after you get a vaccine.
[03:18:06.955 --> 03:18:07.515]  It's okay.
[03:18:07.736 --> 03:18:09.337]  You'll be fine once the seizure passes.
[03:18:09.797 --> 03:18:10.818]  That's their cover story.
[03:18:12.617 --> 03:18:15.578]  Now my son just had a baby six months ago.
[03:18:15.958 --> 03:18:18.739]  He's been totally unvaccinated and he is the brightest.
[03:18:18.759 --> 03:18:26.242]  I mean, you can just look in his eyes and just see the sparkle and see the joy and see the wonderment that he has.
[03:18:26.282 --> 03:18:27.282]  You know, everything.
[03:18:27.863 --> 03:18:28.543]  It's amazing.
[03:18:28.663 --> 03:18:30.524]  It's a totally different story.
[03:18:30.604 --> 03:18:34.485]  Thank goodness that my four-year-old granddaughter, whose name is Harmony, and
[03:18:37.495 --> 03:18:41.340]  Thankfully, you know, she is, she is harmony.
[03:18:41.460 --> 03:18:43.822]  I mean, in a true sense.
[03:18:44.023 --> 03:18:51.191]  Thank goodness that she didn't fall susceptible to that Russian roulette of vaccinations.
[03:18:51.712 --> 03:18:51.932]  Yeah.
[03:18:51.952 --> 03:18:53.053]  Because how many people do?
[03:18:53.994 --> 03:18:55.196]  You know, a lot of people do.
[03:18:55.356 --> 03:18:55.877]  That's sad.
[03:18:56.866 --> 03:19:00.269]  You know, both of them now are totally off vaccines.
[03:19:00.289 --> 03:19:06.733]  They're totally healthy, and thank God that they didn't suffer any truly adverse... Now, who knows?
[03:19:06.854 --> 03:19:14.779]  You know, five years, ten years down the road, maybe my granddaughter, who did have the vaccine, you know, I had no idea.
[03:19:14.879 --> 03:19:15.440]  I saw him.
[03:19:15.940 --> 03:19:22.986]  I was there, and I saw him vaccinate my 12-hour... She wasn't even three hours old when they gave her the Hep B vaccine.
[03:19:24.831 --> 03:19:25.472]  Yeah.
[03:19:25.892 --> 03:19:27.374]  It just blows my mind.
[03:19:27.895 --> 03:19:33.020]  So was the three hour old baby, were they using intravenous drugs?
[03:19:33.180 --> 03:19:34.342]  Were they having anal sex?
[03:19:34.742 --> 03:19:38.426]  I mean, that's why you get the Hep B vaccine if you're leading that kind of lifestyle.
[03:19:39.127 --> 03:19:40.448]  And you believe that it actually works.
[03:19:41.693 --> 03:19:42.433]  You don't get it.
[03:19:43.134 --> 03:19:48.697]  You don't give it to babies who aren't practicing that, but they do that to cover the nurses who might have Hep B. It's disgusting.
[03:19:49.037 --> 03:19:55.420]  They're more concerned with how their outlook appears instead of the real children's health.
[03:19:55.460 --> 03:19:56.401]  That's not what they're concerned with.
[03:19:56.421 --> 03:19:57.421]  They're concerned with the bottom line.
[03:19:57.641 --> 03:20:03.564]  We'll be back with more of your calls, and I'm going to just show you how they lie to you about now they want pregnant women to take the whooping cough vaccine.
[03:20:03.684 --> 03:20:06.206]  It's the InfoWars.com Alex Jones Show.
[03:20:06.226 --> 03:20:06.906]  This is Overdrive.
[03:20:06.946 --> 03:20:07.766]  I'm your host, Rob Duke.
[03:20:07.786 --> 03:20:08.147]  Stay tuned.
[03:20:09.267 --> 03:20:12.530]  We call it the crapper, water closet, outhouse or bathroom.
[03:20:12.930 --> 03:20:14.991]  But where do you go when there's nowhere to go?
[03:20:15.412 --> 03:20:17.373]  The answer is the Biffy Bag.
[03:20:17.633 --> 03:20:24.098]  The Biffy Bag is a pocket-sized disposable toilet that fits in your glove box, tackle box, toolbox, backpack or purse.
[03:20:24.358 --> 03:20:28.762]  The Biffy Bag has everything you need for a sanitary and comfortable relief experience.
[03:20:29.082 --> 03:20:32.584]  It's ready to use in just seconds and just toss it in the trash when you're done.
[03:20:32.905 --> 03:20:34.386]  It's your Biffy in a jiffy.
[03:20:34.546 --> 03:20:35.767]  BiffyBag.com.
[03:20:36.027 --> 03:20:38.609]  B-I-F-F-Y-B-A-G.com.
[03:20:38.849 --> 03:20:51.931]  So I found out the other day that at Guns80.com a lot of people don't get the Ghost AR-15 rifle kits because they're afraid that they won't be able to do the machining work required to drill out and make ready the lower.
[03:20:52.151 --> 03:20:56.292]  Well listen, guys, gals, I am not that good of a machinist, I promise you.
[03:20:56.552 --> 03:21:02.893]  But I was able to take a grill press with an X-Y table and knock this out in about 45 minutes and in all honesty, mine looks really good.
[03:21:03.193 --> 03:21:04.973]  Go get yours, don't be afraid, it's easy.
[03:21:05.013 --> 03:21:05.334]  Guns80.com.
[03:21:05.354 --> 03:21:06.094]  Go to Guns80.com now.
[03:21:08.314 --> 03:21:13.920]  Supermail Vitality is InfoWarsLife.com's number one selling product for a good reason.
[03:21:14.241 --> 03:21:14.721]  It works.
[03:21:14.982 --> 03:21:19.106]  Go to InfoWarsLife.com today and read the testimonials for yourself.
[03:21:19.286 --> 03:21:24.712]  There are thousands of them with an average voting score at an unprecedented 4.8.
[03:21:26.534 --> 03:21:38.241]  It is concentrated herbs and natural organic compounds known to energize the body's natural processes that are blocked by estrogen mimickers and other toxic elements in the food chain.
[03:21:38.401 --> 03:21:43.444]  Super Mel Vitality from InfoWarsLife.com has sold out multiple times in the last three months.
[03:21:43.584 --> 03:21:50.950]  To fix that problem, we have now produced the biggest and most concentrated high-quality batch of Super Mel Vitality in the product's history.
[03:21:51.111 --> 03:21:53.713]  Our new ultra-strength formula is even stronger.
[03:21:53.873 --> 03:21:58.197]  Check out the third-party reviews and informational videos at InfoWarsLife.com.
[03:21:58.317 --> 03:22:01.039]  Now it's time to get your body in balance and fight back.
[03:22:01.279 --> 03:22:07.325]  I'm Alex Jones for Super Mel Vitality and InfoWarsLife.com and I salute you, our supporters!
[03:22:08.166 --> 03:22:13.831]  It's time to build your own emergency food stockpile with the industry leader, MyPatriotSupply.
[03:22:14.392 --> 03:22:19.976]  Once you try them, you'll know why so many Americans like you have made them part of their emergency preparedness plan.
[03:22:20.557 --> 03:22:25.141]  Experience the MyPatriotSupply difference today with this unbelievable offer.
[03:22:25.601 --> 03:22:30.746]  Right now, a four-week food supply is only $99, and that includes free shipping.
[03:22:31.006 --> 03:22:32.968]  That's 50% off the online price.
[03:22:33.468 --> 03:22:36.930]  Call 800-274-3070 to claim yours.
[03:22:37.370 --> 03:22:39.372]  Limit two per caller while supplies last.
[03:22:39.832 --> 03:22:45.595]  This offer isn't available online, so you want to make sure and grab this opportunity to get prepared today.
[03:22:45.615 --> 03:22:50.298]  800-274-3070 to get your four-week food supply for the incredible price of only $99, and it'll be shipped to you completely free.
[03:22:56.582 --> 03:22:57.183]  Call 800-274-3070 right now.
[03:22:57.203 --> 03:22:59.165]  That's 800-274-3070 to claim yours while supplies last.
[03:22:59.205 --> 03:23:00.407]  Don't wait, call today!
[03:23:07.614 --> 03:23:10.596]  Okay, honey, I have to ask, and be honest here.
[03:23:11.196 --> 03:23:12.777]  Have you been taking a little blue pill?
[03:23:13.238 --> 03:23:16.260]  Because things have been pretty good in the bedroom lately.
[03:23:16.280 --> 03:23:17.901]  No, I swear.
[03:23:18.101 --> 03:23:21.683]  You didn't pick anything up at the pharmacy last month in Cancun?
[03:23:21.964 --> 03:23:22.304]  No.
[03:23:22.704 --> 03:23:24.165]  Well, something's different.
[03:23:24.485 --> 03:23:27.207]  I have been taking that heart and body extract you bought me.
[03:23:27.467 --> 03:23:29.829]  But that's for your heart and to control your cholesterol.
[03:23:29.869 --> 03:23:33.071]  Well, I read HB extract also promotes healthy prostate function.
[03:23:33.351 --> 03:23:36.792]  I never guessed it would work this well, but... But, you're glad it did.
[03:23:37.152 --> 03:23:37.872]  Oh, yeah!
[03:23:38.212 --> 03:23:50.214]  Heart and Body Extract is a 100% organic formula that promotes a strong heart, healthy arterial flow, better circulation, improves erectile and prostate gland function, and provides youthful energy, strength, and stamina.
[03:23:50.234 --> 03:23:52.714]  Find out more at heartandbodyextract.com.
[03:23:52.774 --> 03:23:56.895]  Heart and Body Extract paired with Healthy Heart Choices is a winning combination.
[03:23:56.995 --> 03:23:59.395]  Call toll-free to order or for free information.
[03:23:59.415 --> 03:23:59.475]  1-866-295-5305.
[03:24:02.916 --> 03:24:03.997]  1-866-295-5305 The answer to 1984 is 1776.
[03:24:04.037 --> 03:24:05.978]  You're listening to the Alex Jones Show.
[03:24:22.978 --> 03:24:30.000]  That's right, we are live and we are taking as many of your phone calls as we can at this point with your vaccine stories.
[03:24:30.080 --> 03:24:33.682]  How have you been impacted in your life by vaccines?
[03:24:34.422 --> 03:24:35.642]  Because that's what it all comes down to.
[03:24:36.022 --> 03:24:38.243]  What is the final interaction?
[03:24:38.523 --> 03:24:39.984]  How do we get this message out to people?
[03:24:40.224 --> 03:24:45.706]  How do we let them know that these things aren't safe and effective like they like to beat it over your head over and over again?
[03:24:46.906 --> 03:24:47.867]  Here's an article that came out.
[03:24:47.907 --> 03:24:52.070]  Prominent vaccine denier site applauds Trump for saying vaccines can cause autism.
[03:24:52.790 --> 03:25:01.236]  And I believe the, it looks like the article came out of Natural News and ThinkProgress was trying to, he's already secured the racist vote.
[03:25:01.276 --> 03:25:04.338]  Now Donald Trump is saying, swaying vaccine truthers.
[03:25:04.758 --> 03:25:06.339]  So you can tell where their head is lying.
[03:25:06.379 --> 03:25:08.601]  They want to have, they believe in herd immunity.
[03:25:09.321 --> 03:25:10.242]  That's what their problem is.
[03:25:10.262 --> 03:25:14.125]  Now, last night on the InfoWars Nightly News, which airs every night 7 p.m.
[03:25:14.145 --> 03:25:21.852]  Central, you can find it here on InfoWars.com, you can find it at PrisonPlanet.tv, and then we also put it out on YouTube after it airs live here.
