[00:00:00.009 --> 00:00:02.970]  Infowarslife.com or call 888-253-3139.
[01:11:16.634 --> 01:11:20.258]  And we'll be going overall, but there's so many other big epiphanies I've had while I've been on this trip.
[01:11:20.959 --> 01:11:24.042]  David Knight is about to come back live, but I'll be breaking this all down tomorrow.
[01:11:24.082 --> 01:11:25.144]  Lord willing, pray for us.
[01:11:25.604 --> 01:11:28.848]  11am to 2pm for the syndicated daytime weekday show.
[01:11:28.868 --> 01:11:30.610]  I want to thank you all for the support with the Money Bomb.
[01:11:30.630 --> 01:11:33.313]  We're going to watch the full syndication on television now.
[01:11:33.353 --> 01:11:35.195]  It's going to have a big effect, so I want to salute you all.
[01:11:36.090 --> 01:11:39.093]  And again, it's another example of what we continually see from our government
[01:11:54.434 --> 01:12:06.524]  Completely open borders, and the same people that run that, Homeland Security, are harassing us endlessly over minutiae and silly things like grape jelly at the airport, like you just heard Alex report.
[01:12:06.544 --> 01:12:11.008]  And of course there's this story that I talked about earlier from TechDirt, don't retweet
[01:12:11.588 --> 01:12:13.990]  About ISIS, or you could go to jail.
[01:12:14.050 --> 01:12:20.095]  The FBI considers your retweets to be endorsements, especially when it comes to chatter about a terrorist organization, ISIS.
[01:12:20.135 --> 01:12:21.797]  And they point out this is not the first time.
[01:12:22.117 --> 01:12:30.104]  They say, so next time you see someone's Twitter bio and it says, retweets aren't endorsements or something along those lines, know that the FBI doesn't agree with that.
[01:12:30.144 --> 01:12:30.764]  And of course, look,
[01:12:31.585 --> 01:12:34.267]  We know that our government created ISIS.
[01:12:34.407 --> 01:12:38.670]  Are they going to arrest John McCain who is meeting with the leaders of ISIS?
[01:12:39.310 --> 01:12:45.194]  We just had an article the same day as the Republican debate on CNN.
[01:12:45.254 --> 01:13:00.664]  We had articles in mainstream press, confessions of the leader of ISIS talking about how he had had the CIA and others help him to bring in Chechen Muslims that have been fighting Russia, bring them into Syria.
[01:13:01.425 --> 01:13:02.165]  I don't know.
[01:13:24.913 --> 01:13:27.777]  A terrorist can be anybody that they label as a terrorist.
[01:13:27.797 --> 01:13:29.480]  So they have to establish these principles.
[01:13:29.780 --> 01:13:41.356]  They're going to put the Muslims out there as the boogeyman for us, even though they are the ones who are equipping and funding and training the worst of the Muslim terrorists out there.
[01:13:42.250 --> 01:13:54.695]  Now along those lines, we've had a back and forth in the media about Donald Trump and whether or not he should defend Obama against charges that he's a Muslim.
[01:13:54.755 --> 01:14:01.138]  We've all seen how he praises Islam, criticizes Christianity, and uses the federal government
[01:14:01.946 --> 01:14:07.169]  In a politically correct way to suppress Christian expression of religion.
[01:14:07.709 --> 01:14:15.954]  Look, when we see this back and forth going on about gay marriage, we understand that people should be able to associate however they wish.
[01:14:16.234 --> 01:14:18.095]  And there needs to be an accommodations.
[01:14:18.155 --> 01:14:23.639]  How we're going to accommodate people's religious conscience along with that other freedom.
[01:14:23.719 --> 01:14:27.521]  And there are ways that that could be done, but they're not interested in exploring those ways.
[01:14:28.001 --> 01:14:30.685]  They want to have that kind of a conflict.
[01:14:30.726 --> 01:14:32.889]  They push for that kind of a conflict.
[01:14:33.210 --> 01:14:34.392]  That's what we see repeatedly.
[01:14:35.053 --> 01:14:40.161]  And they've escalated the idea that now religious freedom is
[01:14:41.861 --> 01:14:45.463]  subordinate to the freedom to marry whoever you wish.
[01:14:45.503 --> 01:14:53.047]  So they sue people who do not provide services to them because they feel that they would be participating and celebrating for that.
[01:14:53.087 --> 01:14:58.430]  There is no accommodation whatsoever for religious freedom, rather a subjugation of that.
[01:14:58.971 --> 01:15:07.896]  So in that context of what was said back and forth between Donald Trump about Obama and in the context of what's been going on in the last few weeks with the Supreme Court,
[01:15:08.556 --> 01:15:16.146]  Today on Meet the Press, they asked candidate Ben Carson whether or not a Muslim should be elected president.
[01:15:17.077 --> 01:15:18.457]  And this is what he had to say.
[01:15:18.597 --> 01:15:23.039]  He said, I would not advocate that we put a Muslim in charge of this nation.
[01:15:23.159 --> 01:15:25.239]  I absolutely would not agree with that.
[01:15:25.299 --> 01:15:30.601]  That was reported by the AP as saying, Carson said that Muslims shouldn't be elected presidents.
[01:15:30.701 --> 01:15:31.981]  Not quite the same thing.
[01:15:32.302 --> 01:15:33.862]  He's putting out his opinion there.
[01:15:33.902 --> 01:15:35.222]  You may agree or disagree with it.
[01:15:35.242 --> 01:15:40.904]  He wasn't saying that this was something that was prohibited by the Constitution or that he would prohibit.
[01:15:40.964 --> 01:15:42.124]  He said he would not agree with it.
[01:15:42.385 --> 01:15:43.445]  He would not advocate it.
[01:15:44.085 --> 01:15:49.508]  They also say that he did not specify in what way Islam ran counter to the constitutional principles.
[01:15:50.528 --> 01:16:07.858]  And I think, quite frankly, if we look at this, there are some issues with Sharia law, with where Muslims are deriving their authority, that conflict with the Constitution, but in the same way that Joe Biden conflicts with the Constitution when he denies natural rights and the purpose of our government.
[01:16:08.678 --> 01:16:09.899]  Talk about that more when we come back.
[01:16:09.959 --> 01:16:10.460]  Stay with us.
[01:16:29.838 --> 01:16:34.582]  Look, it's important to have firearms and water filtration during a collapse, but you've also got to have food.
[01:16:34.822 --> 01:16:42.589]  InfoWars Select is a wide variety of their highest quality packages at the lowest price they have ever offered before.
[01:16:42.709 --> 01:16:44.991]  It's an introductory offer for only two weeks.
[01:16:45.211 --> 01:16:56.220]  Visit InfoWarsSelect.com or InfoWarsStore.com and find out why these meals are the highest quality, longest lasting, easiest to transport food solutions you're going to find anywhere.
[01:16:56.380 --> 01:17:00.024]  Alex Jones here with a very important news alert for InfoWars listeners.
[01:17:13.959 --> 01:17:24.264]  We've confirmed through our major suppliers attempting to resupply Survival Shield X2 Deep Earth Crystals that elite corporations are buying up the supplies all over the world.
[01:17:24.404 --> 01:17:27.325]  So prices are going up and it's very hard to secure it.
[01:17:27.466 --> 01:17:36.250]  We have been able to secure a limited supply of the pure Deep Earth Crystals and have now been able to produce more Survival Shield Nascent Iodine X2.
[01:17:36.290 --> 01:17:38.051]  This is the good halogen.
[01:17:38.151 --> 01:17:40.852]  This is the opposite of the bad halogens like fluoride.
[01:17:41.192 --> 01:17:52.981]  Now we at Infowarslife.com are bringing you the only source of clean, pure 99.99 Ultra Pure Deep Earth Crystals from more than 7,000 feet below the Earth's surface.
[01:17:53.201 --> 01:18:00.947]  Watch the informational videos at Infowarslife.com to discover how transformational pure iodine can be for you and your family.
[01:18:01.127 --> 01:18:02.068]  Folks, this isn't hype.
[01:18:02.188 --> 01:18:05.290]  Read the reviews for yourself at Infowarslife.com or call 888-253-3139.
[01:18:10.777 --> 01:18:17.740]  For all of recorded history, civilizations around the world praised the health benefits of silver.
[01:18:18.000 --> 01:18:27.403]  At InfoWarsLife, our mission is to bring you the highest quality, purest, cleanest, effective colloidal silver on the market today for the lowest price available.
[01:18:27.683 --> 01:18:32.005]  Now, InfoWarsLife.com has taken colloidal silver to the next level using a cutting-edge
[01:18:32.165 --> 01:18:32.865]  We're good to go!
[01:18:59.011 --> 01:19:02.016]  Exclusively available at InfoWarsLife.com.
[01:19:02.076 --> 01:19:06.402]  Secure your Silver Bullet today at InfoWarsLife.com or by calling toll free 888-253-3139.
[01:19:10.314 --> 01:19:15.336]  Introducing Secret 12, the new InfoWarsLife vitamin B12 formulation.
[01:19:15.456 --> 01:19:21.337]  Secret 12 is a binary of nutrimedical grade, bioavailable, coenzyme forms of B12.
[01:19:21.577 --> 01:19:26.159]  Methylcobalamin, the same kind used in B12 injections, and adenosylcobalamin.
[01:19:26.359 --> 01:19:29.660]  Secret 12 is simply taken by mouth, right on the tongue, and then swallowed.
[01:19:29.920 --> 01:19:31.500]  No needles, no injections.
[01:19:31.901 --> 01:19:37.022]  Secure your revolutionary Secret 12 formula right now at InfoWarsLife.com or call 888-253-3139.
[01:19:40.283 --> 01:19:44.484]  Used since before the days of the Roman Empire to support the body's natural systems.
[01:19:44.644 --> 01:19:48.606]  Introducing the new Infowarslife.com oil of oregano formulation.
[01:19:48.806 --> 01:19:53.587]  We have now procured the most high quality and potent forms of oregano oil on the market.
[01:19:53.747 --> 01:19:58.269]  Extracted directly from the wild herb and sealed in easy to use capsules.
[01:19:58.409 --> 01:20:01.730]  You will no longer need to endure the burning of liquid oregano on the tongue.
[01:20:01.890 --> 01:20:05.211]  Now available in our limited first run at Infowarslife.com.
[01:20:05.331 --> 01:20:07.151]  That's Infowarslife.com or call 888-253-3139.
[01:20:14.361 --> 01:20:17.102]  You're listening to The Alex Jones Show.
[01:20:32.487 --> 01:20:38.749]  Live from Austin, Texas, broadcasting worldwide, it's Alex Jones.
[01:20:45.083 --> 01:20:46.224]  Welcome back to the Alex Jones Show.
[01:20:46.264 --> 01:20:47.504]  I'm David Knight, your host today.
[01:20:47.524 --> 01:20:51.527]  We're going to get back to what we were talking about, the revelation from Ben Carson.
[01:20:51.547 --> 01:20:53.528]  I want to unpack that a little bit more for you.
[01:20:53.548 --> 01:20:58.091]  It was reported Ben Carson does not believe a Muslim should be president.
[01:20:58.511 --> 01:20:59.992]  What does he really mean by that?
[01:21:00.092 --> 01:21:00.872]  What was he saying?
[01:21:00.892 --> 01:21:08.797]  I want to get back to that and also look at Donald Trump's latest policy paper about the Second Amendment.
[01:21:10.226 --> 01:21:12.090]  Trump has only done two policy statements.
[01:21:12.130 --> 01:21:15.135]  He's done one about immigration, one about the Second Amendment.
[01:21:15.216 --> 01:21:19.283]  Both of them are very, very detailed compared to what the other candidates have put out.
[01:21:20.290 --> 01:21:26.411]  Other candidates have a lot of issues that they talk about, and it's interesting to see what they choose to talk about, what their issues are.
[01:21:26.971 --> 01:21:27.991]  That tells us something about it.
[01:21:28.011 --> 01:21:37.793]  They give us a little bit of information about where they would go, but Donald Trump has given us more detailed statements than we've seen from any of the other candidates on most of these issues.
[01:21:38.533 --> 01:21:46.735]  Bush has put out a fairly detailed economic statement, but not anything that's truly controversial about what you would expect to see from him.
[01:21:47.535 --> 01:21:51.358]  So we're going to talk about Trump's latest policy paper, the Second Amendment.
[01:21:52.018 --> 01:21:59.683]  And I think whether or not you agree or disagree with these issue statements, I think it does everybody a favor to talk about something in detail.
[01:21:59.703 --> 01:22:01.845]  I mean, you still have to ask yourself,
[01:22:02.805 --> 01:22:05.446]  Is this something that he will make good on?
[01:22:05.626 --> 01:22:13.848]  Is this something that has been something that he's cared about, that he deeply cares about, that he understands that as a principle, or is it simply a position?
[01:22:14.368 --> 01:22:15.688]  You'll have to make that assessment.
[01:22:16.288 --> 01:22:17.848]  That's my problem with Donald Trump.
[01:22:17.888 --> 01:22:19.669]  I've seen him on both sides of these issues.
[01:22:19.709 --> 01:22:26.030]  But nevertheless, let's talk about some of the issues that are brought up because he does bring up some really important issues.
[01:22:26.370 --> 01:22:27.771]  We'll get to those in just a moment.
[01:22:27.791 --> 01:22:28.331]  Before we do,
[01:22:28.991 --> 01:22:33.594]  Just wanted to thank you once again for supporting us in the Money Bomb that began on Wednesday.
[01:22:33.614 --> 01:22:35.415]  We had a 28-hour broadcast.
[01:22:35.455 --> 01:22:40.379]  It was donations as well as specials that we had on our website.
[01:22:40.719 --> 01:22:44.081]  And again, we've extended those specials at Infowarslife.com.
[01:22:44.101 --> 01:22:46.143]  We've extended that until midnight tonight.
[01:22:46.503 --> 01:22:53.167]  Free shipping as well as massive discounts on many of the supplements and nutraceuticals that we sell there.
[01:22:54.168 --> 01:22:57.269]  Also remember that we're only about 95 days out from Christmas.
[01:22:57.309 --> 01:23:03.991]  We've got t-shirts and other things that are on the site that are available and you can still get free shipping for that.
[01:23:04.071 --> 01:23:07.392]  So it's something to think about in terms of gifts coming up even.
[01:23:07.452 --> 01:23:12.033]  But some of the specials that we have on things that will make a difference with your health.
[01:23:12.633 --> 01:23:13.873]  25% off Survival Shield X2.
[01:23:13.913 --> 01:23:18.534]  That's our nascent iodine that was sold out but we got an emergency shipment back in.
[01:23:18.555 --> 01:23:19.935]  25% off of that and DNA Force.
[01:23:20.735 --> 01:23:32.563]  30% off Super Male Vitality, 20% off Brain Force, Silver Bullet, and 15% off Deep Cleanse, Secret 12, that's our vitamin B12 supplement, and Oxy Powder.
[01:23:32.983 --> 01:23:38.567]  And one other, 20% off of Prostagard, that's $5 off the typical price of Prostagard.
[01:23:39.027 --> 01:23:43.170]  We have reviews on all of these products that you can see at Infowarslife.com.
[01:23:43.691 --> 01:23:47.373]  That will help you to see if it has been helpful to other people.
[01:23:47.413 --> 01:23:50.135]  You can also see the ingredients, and for example, in Prostagard,
[01:23:50.875 --> 01:24:01.302]  We are proud of the ingredients that we put in our products, unlike the DARK Act, which wants to hide the fact that many of the food manufacturers are using GMO products in their food.
[01:24:01.703 --> 01:24:02.923]  We are proud of what we put in.
[01:24:02.963 --> 01:24:08.247]  We are very careful to put in natural ingredients that support your body's functions naturally.
[01:24:08.307 --> 01:24:09.608]  Prostagard is a good example.
[01:24:09.848 --> 01:24:17.833]  It has saw palmetto, vitamin D3, lycopene, plant sterols, zinc, many things that naturally support your health.
[01:24:17.873 --> 01:24:18.414]  And take a look
[01:24:18.994 --> 01:24:22.917]  At the reviews that are there, what people have said that it's done for them.
[01:24:22.977 --> 01:24:24.778]  Here's Jerry from Waterbury, Connecticut.
[01:24:25.118 --> 01:24:27.100]  He says, it reduces frequent urination.
[01:24:27.140 --> 01:24:31.623]  He says, I've had an overactive bladder for a long time and started dealing with it again recently.
[01:24:31.683 --> 01:24:35.305]  When I heard that InfoWars Life was selling this product, I decided to give it a try.
[01:24:35.706 --> 01:24:39.188]  Everyone who has an overactive bladder knows what I mean when I say it was worth a try.
[01:24:39.208 --> 01:24:40.569]  It's a very annoying condition.
[01:24:40.629 --> 01:24:41.830]  It's worked for me to this point.
[01:24:42.230 --> 01:24:47.274]  My frequency seems to have dropped to the levels of what it was when I was a lot younger before I had this problem.
[01:24:47.654 --> 01:24:50.576]  Another one from LibertyOrDeath94 in the Lone Star State.
[01:24:50.596 --> 01:24:52.357]  He says, I bought a bottle for my dad.
[01:24:52.417 --> 01:24:54.058]  He noticed results within a few days.
[01:24:54.539 --> 01:24:56.580]  Glad to know there's something out there that works.
[01:24:57.080 --> 01:24:57.961]  Amazing product.
[01:24:58.541 --> 01:25:03.305]  You can see those reviews and many others like them again at our site InfoWarsLife.com.
[01:25:03.745 --> 01:25:10.910]  Free shipping till midnight tonight and we've extended as a thank you the discounts on the products that we sell until midnight tonight.
[01:25:11.926 --> 01:25:18.652]  Now, getting back to what Ben Carson had to say, he wasn't saying that there should be a litmus test as to someone's religion.
[01:25:18.732 --> 01:25:25.177]  What he said was, he didn't think that Islam as religion was compatible with the Constitution, perhaps.
[01:25:25.618 --> 01:25:27.059]  And he didn't even go that strong.
[01:25:27.099 --> 01:25:33.244]  He said, if it's inconsistent with the values and principles of America, then, of course, it should matter.
[01:25:34.192 --> 01:25:46.224]  You know, actually, when we look at Joe Biden, who is now sitting on the sidelines, as I said, Biden his time, I think that he has picked up all of the people that have left Hillary Clinton.
[01:25:46.244 --> 01:25:53.232]  Certainly, Hillary Clinton has dropped 20% in the polls, and Joe Biden, even though he hasn't announced, has picked up those 20%.
[01:25:54.753 --> 01:26:08.826]  And when I look at what Joe Biden has to say, it concerns me as much as Sharia law that he doesn't understand the foundations of our government, of our Bill of Rights, of our Declaration of Independence, of our Constitution.
[01:26:09.607 --> 01:26:16.413]  He fought with Clarence Thomas on the whole concept of natural rights during the confirmation hearings.
[01:26:17.182 --> 01:26:18.242]  I remember that distinctively.
[01:26:18.262 --> 01:26:20.703]  It was the first time I'd ever noticed Joe Biden.
[01:26:20.783 --> 01:26:29.365]  He was absolutely incensed at the idea that we would possess natural rights, whether they're from God or whether you want to say it's just because we're human.
[01:26:29.745 --> 01:26:35.187]  Our founders said that we were given those rights by our Creator, that they were therefore inalienable.
[01:26:35.807 --> 01:26:39.988]  Many, if you're not a Christian, understand that you possess those rights as a human being, if you wish.
[01:26:40.891 --> 01:26:43.733]  Nevertheless, those rights are not as a human being.
[01:26:44.093 --> 01:26:48.176]  If you are a human being, you have these rights, and they're not given to you by the government.
[01:26:49.057 --> 01:26:52.399]  They're not privileges that are granted to you, but they are fundamental rights.
[01:26:52.760 --> 01:26:55.041]  That's what Joe Biden has a problem with.
[01:26:55.461 --> 01:26:59.865]  And we need to understand that our government was set up to protect those individual rights.
[01:26:59.885 --> 01:27:01.486]  That's what the Declaration of Independence said.
[01:27:01.966 --> 01:27:03.787]  It said to protect these rights,
[01:27:04.778 --> 01:27:14.667]  Governments are instituted amongst men, and that when the governments become destructive of those rights, we have the right and the duty to alter or abolish that government.
[01:27:15.128 --> 01:27:18.491]  That's the fundamental principle of America.
[01:27:19.025 --> 01:27:26.428]  And so when we look at Islam, take a look at what the embassy of Saudi Arabia talks about in terms of legal and judicial structure.
[01:27:26.468 --> 01:27:31.590]  They say, since Saudi Arabia is an Islamic state, its judicial system is based on Islamic law.
[01:27:32.051 --> 01:27:38.853]  At the top of the legal system is the king, who acts as the final court of appeal and as a source of pardon.
[01:27:39.054 --> 01:27:39.454]  It's a very
[01:27:40.638 --> 01:27:44.241]  Uh, very much a king system that we broke from.
[01:27:44.261 --> 01:27:46.423]  So it's a very different approach.
[01:27:46.463 --> 01:27:48.165]  But here's what they have to say as well.
[01:27:48.225 --> 01:27:54.450]  They say in Sharia, there is no difference between the sacred and the secular aspects of society.
[01:27:54.470 --> 01:27:56.592]  And that's what many people are concerned about.
[01:27:57.413 --> 01:28:07.282]  The Islamic countries do not share our tradition, our constitutional mandate, that there be a freedom of religion.
[01:28:08.373 --> 01:28:09.354]  They do not accept that.
[01:28:09.754 --> 01:28:15.299]  Saudi Arabia, our great ally, has beheaded more people than ISIS has.
[01:28:16.920 --> 01:28:22.364]  They're notorious for their intolerance of other religions.
[01:28:22.945 --> 01:28:27.608]  That's what concerns everyone about it being compatible with the Constitution.
[01:28:28.329 --> 01:28:32.372]  They say, of course, that Muslims derive Sharia law primarily from the Holy Quran.
[01:28:32.412 --> 01:28:36.035]  And of course, when we talk about Islam, we need to understand that there's many different variants of it.
[01:28:36.255 --> 01:28:38.217]  There's Wahhabism, which is Saudi Arabia.
[01:28:38.257 --> 01:28:40.659]  There's the Sunni Islam, which is in Iraq.
[01:28:40.699 --> 01:28:42.740]  There's Sharia, which is in Iran.
[01:28:43.681 --> 01:28:45.903]  And of course, there's going to be differences with individuals.
[01:28:46.003 --> 01:29:06.836]  Nevertheless, the concern that we have, and I think what Ben Carson was talking about was, are they going to respect the principles that we have embedded in the Declaration of Independence, the principles our country was founded upon, and the principles that are in the First Amendment, because we've got an article in Infowars that 33% of the people in America can't name a single aspect of the First Amendment.
[01:29:07.076 --> 01:29:08.997]  Maybe that's a good question in the next presidential debate.
[01:29:09.138 --> 01:29:09.698]  We'll be right back.
[01:29:09.958 --> 01:29:13.761]  Alex Jones here with a very important news alert for InfoWars listeners.
[01:29:14.041 --> 01:29:27.411]  We've confirmed through our major suppliers attempting to resupply Survival Shield X2 Deep Earth Crystals that elite corporations are buying up the supplies all over the world so prices are going up and it's very hard to secure it.
[01:29:27.571 --> 01:29:36.257]  We have been able to secure a limited supply of the pure Deep Earth Crystals and have now been able to produce more Survival Shield Nascent Iodine X2
[01:29:36.477 --> 01:29:36.837]  I think.
[01:29:54.770 --> 01:30:01.012]  At Infowarslife.com, discover how transformational pure iodine can be for you and your family.
[01:30:01.212 --> 01:30:02.133]  Folks, this isn't hype.
[01:30:02.273 --> 01:30:05.374]  Read the reviews for yourself at Infowarslife.com or call 888-253-3139.
[01:30:10.655 --> 01:30:11.935]  It's now more clear than ever.
[01:30:12.135 --> 01:30:15.736]  The Globalists have launched a planetary destabilization plan.
[01:30:15.956 --> 01:30:19.577]  Here at the InfoWars operation, we hope and pray that this is not the case.
[01:30:19.837 --> 01:30:23.678]  But the signs of things deteriorating around the world are unmistakable.
[01:30:23.858 --> 01:30:30.480]  For many years, I've been working with MyPatriotSupply, and we have now developed a private label called InfoWars Select.
[01:30:30.640 --> 01:30:35.261]  Look, it's important to have firearms and water filtration during a collapse, but you've also got to have food.
[01:30:35.621 --> 01:30:43.425]  InfoWars Select is a wide variety of their highest quality packages at the lowest price they have ever offered before.
[01:30:43.505 --> 01:30:45.787]  It's an introductory offer for only two weeks.
[01:30:45.987 --> 01:30:57.073]  Visit InfoWarsSelect.com or InfoWarsStore.com and find out why these meals are the highest quality, longest lasting, easiest to transport food solutions you're going to find anywhere.
[01:30:57.213 --> 01:30:59.374]  Visit InfoWarsSelect.com today.
[01:30:59.514 --> 01:31:03.116]  Watch the informational videos and check out the wide selection for yourselves.
[01:31:03.236 --> 01:31:04.977]  That's InfoWarsSelect.com.
[01:31:05.598 --> 01:31:13.647]  When cells become toxic, they die early and aging sets in.
[01:31:13.947 --> 01:31:19.994]  No one has put together a formula that focuses directly on brain health, nerve growth factors, and optimizing
[01:31:20.094 --> 01:31:20.654]  I don't know.
[01:31:40.473 --> 01:31:44.677]  Used since before the days of the Roman Empire to support the body's natural systems.
[01:31:44.857 --> 01:31:48.820]  Introducing the new Infowarslife.com Oil of Oregano Formulation.
[01:31:49.000 --> 01:31:53.784]  We have now procured the most high quality and potent forms of oregano oil on the market.
[01:31:53.944 --> 01:31:58.468]  Extracted directly from the wild herb and sealed in easy to use capsules.
[01:31:58.628 --> 01:32:01.930]  You will no longer need to endure the burning of liquid oregano on the tongue.
[01:32:02.091 --> 01:32:05.393]  Now available in our limited first run at Infowarslife.com.
[01:32:05.553 --> 01:32:07.355]  That's Infowarslife.com or call 888-253-3139.
[01:32:10.217 --> 01:32:20.145]  Most of the InfoWars radio listening audience is aware of the high-quality, affordable firearms available that are made right here in America at HDFirearms.com.
[01:32:20.345 --> 01:32:26.330]  One of the most exciting things about HDFirearms.com is the ability to upgrade your AR-15 platform today.
[01:32:26.470 --> 01:32:28.632]  They call it their low-profile platform.
[01:32:28.792 --> 01:32:33.396]  PVX muzzle brakes, proven to help control muzzle rise.
[01:32:33.436 --> 01:32:35.938]  6061 billet material with Type 3 hard coating.
[01:32:36.178 --> 01:32:37.960]  Bolt carrier group for .308 and .556 ARs.
[01:32:39.781 --> 01:32:41.042]  Custom Kydex holsters.
[01:32:41.342 --> 01:32:46.045]  Ideal for concealed carry with .080 thick Kydex to ensure durability.
[01:32:46.225 --> 01:32:48.607]  Most competitors material use .060.
[01:32:48.707 --> 01:32:51.869]  Configure yours today at HDfirearms.com.
[01:32:52.109 --> 01:32:53.991]  And my favorite, single stage trigger.
[01:32:54.151 --> 01:32:57.573]  A home run upgrade for your AR-15 and AR-10 platforms.
[01:32:57.793 --> 01:32:59.934]  Find out more at HDfirearms.com today or call 770-485-7015.
[01:32:59.955 --> 01:33:01.195]  That's HDfirearms.com or call 770-485-7015.
[01:33:14.325 --> 01:33:16.947]  You're listening to The Alex Jones Show!
[01:33:33.843 --> 01:33:34.603]  Big Brother.
[01:33:34.983 --> 01:33:36.224]  Mainstream media.
[01:33:36.784 --> 01:33:37.865]  Government cover-ups.
[01:33:38.705 --> 01:33:40.105]  You want to stop tyranny?
[01:33:40.365 --> 01:33:41.606]  Well, so does he.
[01:33:42.026 --> 01:33:46.728]  Live from the InfoWars.com studios, it's Alex Jones.
[01:33:48.820 --> 01:33:50.040]  Welcome back to the Alex Jones Show.
[01:33:50.080 --> 01:33:51.501]  I'm your host today, David Knight.
[01:33:52.381 --> 01:33:58.782]  At the end of the last segment, we just started talking about an article that's on Infowars.com.
[01:33:58.982 --> 01:34:03.584]  33% of the American people can't name a single First Amendment right.
[01:34:03.684 --> 01:34:05.364]  That's a recent poll that was taken.
[01:34:06.284 --> 01:34:10.805]  I would like to see this kind of a question at the next debate by the GOP.
[01:34:10.945 --> 01:34:17.387]  Tell them, name one of the Bill of Rights, besides the Second Amendment, and tell us what you think it's about.
[01:34:18.428 --> 01:34:20.169]  Or take one like the First Amendment.
[01:34:20.229 --> 01:34:22.569]  Can you name the different aspects of the First Amendment?
[01:34:22.630 --> 01:34:23.730]  Here's what that poll found.
[01:34:23.750 --> 01:34:29.252]  They found that 57% of the people knew that freedom of speech was in the First Amendment.
[01:34:30.052 --> 01:34:33.893]  They found that only 19% knew that freedom of religion was in it.
[01:34:34.574 --> 01:34:37.475]  Only 10% mentioned freedom of the press.
[01:34:37.875 --> 01:34:40.616]  Only 10% mentioned the right of assembly.
[01:34:40.816 --> 01:34:46.718]  And only 2% knew that the right to petition was in the First Amendment.
[01:34:47.682 --> 01:34:51.785]  Now, 33% of the people couldn't name a single thing.
[01:34:52.865 --> 01:34:54.907]  That's what is truly amazing.
[01:34:55.107 --> 01:34:55.707]  Truly amazing.
[01:34:56.147 --> 01:34:58.609]  So I'd like to see some questions from the presidential candidates.
[01:34:58.949 --> 01:34:59.850]  Name some of the assets.
[01:34:59.870 --> 01:35:03.472]  Tell us what your favorite one of the Bill of Rights is and why.
[01:35:03.492 --> 01:35:05.253]  You don't have to quote it verbatim.
[01:35:05.293 --> 01:35:10.356]  Just give us a general idea of what you think it's about and tell us why you like it.
[01:35:11.197 --> 01:35:12.498]  That would be truly amazing.
[01:35:13.553 --> 01:35:18.156]  I don't think we would get much of a difference from that as we do from this poll.
[01:35:18.216 --> 01:35:22.458]  I can imagine some blank stares from many of these candidates.
[01:35:22.998 --> 01:35:26.821]  Now Donald Trump has put out a statement, a very detailed statement about the Second Amendment.
[01:35:27.991 --> 01:35:30.592]  And of course, his position papers, he's only put two of them up.
[01:35:30.932 --> 01:35:32.932]  Only two positions about issues.
[01:35:33.032 --> 01:35:35.033]  Immigration, and now the Second Amendment.
[01:35:35.133 --> 01:35:36.653]  Just came out the last couple of days.
[01:35:36.693 --> 01:35:38.553]  But he's been fairly detailed on that.
[01:35:38.573 --> 01:35:41.474]  Let's talk about his position on the Second Amendment.
[01:35:41.894 --> 01:35:43.454]  It starts out very, very strong.
[01:35:43.474 --> 01:35:46.015]  He says, the Second Amendment to our Constitution is clear.
[01:35:46.055 --> 01:35:49.816]  The right of people to keep and bear arms shall not be infringed upon.
[01:35:50.236 --> 01:35:50.616]  Period.
[01:35:50.636 --> 01:35:51.656]  That's a great start.
[01:35:52.276 --> 01:35:57.059]  The rest of it he talks about is also good, as he, in the preamble, he says, Constitution doesn't create that right.
[01:35:57.620 --> 01:36:00.122]  It ensures that the government can't take it away.
[01:36:00.762 --> 01:36:01.462]  Exactly right.
[01:36:02.023 --> 01:36:09.468]  Rights are things that we possess, as I was saying in the last segment, that we possess as human beings, that are given to us as human beings by God.
[01:36:09.928 --> 01:36:11.830]  Government is instituted to protect those.
[01:36:12.230 --> 01:36:15.352]  If you grant things to people, those are called privileges.
[01:36:15.412 --> 01:36:16.273]  They're not called rights.
[01:36:16.313 --> 01:36:20.236]  But then he goes on to say, this is about self-defense, plain and simple.
[01:36:21.636 --> 01:36:22.377]  Not exactly.
[01:36:23.157 --> 01:36:23.797]  Not exactly.
[01:36:23.837 --> 01:36:27.058]  That is certainly an important aspect of why we have those rights.
[01:36:27.698 --> 01:36:34.421]  But we also possess those rights to protect our country from foreign invasion, from insurrection, from dictators.
[01:36:35.781 --> 01:36:41.303]  The Second Amendment is there as a check against the abuse of power by our own government, not just foreign governments.
[01:36:41.563 --> 01:36:44.824]  The first line of defense was not a standing army.
[01:36:44.864 --> 01:36:47.145]  As a matter of fact, they did not want a standing army.
[01:36:48.015 --> 01:36:54.741]  There are provisions about how the army needed to be taken down after the ends of wars, not a permanent standing army.
[01:36:54.761 --> 01:36:59.726]  They consider that to be one of the greatest threats to our liberties, and I think that we have seen that is the case.
[01:37:00.627 --> 01:37:04.070]  It was the militia that was supposed to protect us, not the military.
[01:37:04.150 --> 01:37:06.532]  So it is not about self-defense.
[01:37:06.612 --> 01:37:11.577]  That is one of the things that we have, that we enjoy as a right, but it is not about self-defense.
