[00:00:01.749 --> 00:00:02.911]  Well, it is surreal.
[03:21:25.014 --> 03:21:28.195]  The discount goes to everybody that uses the promo code.
[03:21:28.315 --> 03:21:30.295]  That's promo code GIFT15.
[03:21:30.455 --> 03:21:32.136]  Don't donate your money to the banksters.
[03:21:32.276 --> 03:21:36.537]  Visit InfowarsStore.com and help fund the tip of the spear in the fight for human liberty.
[03:21:36.777 --> 03:21:39.738]  Don't complain about your cable bill going up and up and up.
[03:21:39.878 --> 03:21:40.918]  Do something about it.
[03:21:41.098 --> 03:21:43.078]  Grab a pencil and jot down this special number.
[03:21:43.098 --> 03:21:43.318]  1-855-905-MYTV.
[03:21:45.939 --> 03:21:49.500]  The more cable TV rates go up, the better digital satellite TV looks.
[03:21:49.900 --> 03:21:51.541]  Say goodbye to the cable guy.
[03:21:51.641 --> 03:21:55.482]  And get more of your favorite channels in 100% digital quality for less money.
[03:21:55.602 --> 03:21:58.383]  Call 1-855-905-MY-TV.
[03:21:58.583 --> 03:22:02.305]  Sign up for packages starting as low as $19.99, and there's no equipment to buy.
[03:22:02.385 --> 03:22:07.246]  You get free HDTV upgrade, a free DVR upgrade, and free professional installation.
[03:22:07.426 --> 03:22:09.807]  You control what you watch, when you watch it.
[03:22:10.067 --> 03:22:14.689]  Record your favorite shows, pause and rewind live TV, even skip the commercials.
[03:22:15.029 --> 03:22:16.330]  Watch local channels, too.
[03:22:16.551 --> 03:22:18.993]  At just $19.99, what are you waiting for?
[03:22:19.193 --> 03:22:21.035]  Pull out your major credit or debit card.
[03:22:21.115 --> 03:22:25.140]  Call 1-855-905-MY-TV.
[03:22:25.160 --> 03:22:25.940]  1-855-905-MY-TV.
[03:22:26.461 --> 03:22:28.103]  Say goodbye to the cable guy.
[03:22:28.303 --> 03:22:29.844]  Cut costs and get more.
[03:22:29.864 --> 03:22:30.425]  1-855-905-MY-TV.
[03:22:30.445 --> 03:22:30.645]  1-855-905-MY-TV.
[03:22:36.624 --> 03:22:39.966]  We've had an amazing year here at Supernatural Silver.
[03:22:40.186 --> 03:22:49.553]  We've truly enjoyed the fantastic response from thousands of people as they've tried our extraordinary product, and we're thrilled at the life-changing results people have.
[03:22:49.933 --> 03:22:57.919]  Our company email is continually full of happy, satisfied customers who thank us for the help they've received from Supernatural Silver.
[03:22:58.079 --> 03:23:01.461]  This holiday season, as you think of gifts to give your loved ones,
[03:23:01.761 --> 03:23:04.124]  Consider giving Supernatural Silver.
[03:23:04.324 --> 03:23:07.028]  A gift that can help provide good health and wellness.
[03:23:07.288 --> 03:23:10.873]  A gift that can change lives and make a real difference.
[03:23:11.113 --> 03:23:14.938]  In a world where we are constantly exposed to dangerous health threats.
[03:23:15.198 --> 03:23:18.062]  Give yourself and your loved ones a fighting chance.
[03:23:18.542 --> 03:23:20.283]  Give Supernatural Silver.
[03:23:20.463 --> 03:23:26.745]  Go to SupernaturalSilver.com and use the promo code HOLIDAY2015 for 20% off.
[03:23:26.965 --> 03:23:31.707]  And this holiday season, we wish you and yours the blessings of peace and good health.
[03:23:31.867 --> 03:23:35.308]  From all of us here at SupernaturalSilver.com.
[03:23:50.325 --> 03:23:52.506]  You're listening to the Alex Jones Show.
[03:23:52.666 --> 03:23:55.846]  I am Leanne McAdoo hosting the 4th Hour Overdrive.
[03:23:55.907 --> 03:23:58.667]  Rob Dew will be joining me in studio here in the next segment.
[03:23:58.687 --> 03:24:05.449]  We're going to be talking about some states violating DNA privacy rights by taking infant blood draws.
[03:24:05.469 --> 03:24:07.329]  A lot of parents aren't even aware of this.
[03:24:07.349 --> 03:24:12.271]  So we'll be talking about that as well as some proposed changes there with the TSA.
[03:24:13.371 --> 03:24:24.141]  Now, coming out of California, we, you know, we talk about this, we joke about this all the time whenever we are covering the debates or when someone's getting up there running for president.
[03:24:24.642 --> 03:24:32.849]  They should be forced to wear logos just like NASCAR race car drivers, how they have to show everyone who has sponsored their team.
[03:24:33.690 --> 03:24:37.553]  And now that could be a reality in California.
[03:24:37.573 --> 03:24:48.042]  This is a group, California is not for sale, and they are trying to get a potential ballot measure submitted for the 2016 election.
[03:24:48.623 --> 03:24:52.867]  And the group is pretty certain that they're going to have some luck with this.
[03:24:52.907 --> 03:24:57.931]  So let's go ahead and play a little bit of this news clip out of ABC 10 News in San Diego.
[03:24:58.171 --> 03:25:03.977]  When we see race car drivers, there's no mistaking that sponsors make NASCAR's wheels go round.
[03:25:04.537 --> 03:25:06.779]  Imagine if our politicians had to do the same.
[03:25:06.959 --> 03:25:09.001]  If they don't take any money, they won't have to wear any stickers.
[03:25:09.322 --> 03:25:17.269]  Local entrepreneur John Cox wants California state assembly members and senators to display their top ten donors anytime they speak on the floor.
[03:25:18.010 --> 03:25:26.378]  Just like these life-size cutouts he's displayed in front of the county building and on the steps of the state capitol, they're covered in corporate and union logos.
[03:25:26.538 --> 03:25:28.400]  It's a corrupt system and it's got to change.
[03:25:35.011 --> 03:25:37.792]  I think many of them, most of them are probably good people.
[03:25:38.532 --> 03:25:42.694]  It's pretty interesting to see how many logos those guys have all over them.
[03:25:48.436 --> 03:25:50.358]  These people are not going to change it on their own.
[03:25:50.538 --> 03:25:56.622]  Senator Marty Block says he supports reasonable measures to provide more transparency to our legislative process.
[03:25:57.143 --> 03:26:02.647]  Assemblymember Rocky Chavez agrees, adding we should maintain some professionalism on the assembly floor, though.
[03:26:02.787 --> 03:26:10.793]  To have everybody decked out as race car drivers, I think, would be circus hour, which wouldn't really benefit the public.
[03:26:11.053 --> 03:26:16.135]  In January, Cox will start collecting the required 365,000 signatures statewide.
[03:26:16.175 --> 03:26:20.816]  I actually think that this idea will be so popular that we'll get 3 million signatures.
[03:26:21.076 --> 03:26:24.837]  If all goes his way, Californians will vote on this next November.
[03:26:25.298 --> 03:26:26.138]  Robert Santos, 10 News.
[03:26:27.276 --> 03:26:33.260]  So that was, I mean, just a really incredible idea whose time has come.
[03:26:33.680 --> 03:26:48.890]  And in response to Chavez's claim that this would be a circus element there on the legislature, Cox responded, you know it's a circus that politicians can openly take money from corporations and unions and have no accountability afterwards.
[03:26:49.330 --> 03:26:50.311]  It's a complete joke.
[03:26:50.711 --> 03:26:53.653]  If Mr. Chavez doesn't like this, I have a brilliant solution for him.
[03:26:53.993 --> 03:26:55.194]  Stop taking money
[03:27:15.845 --> 03:27:18.966]  They weren't just sticking logos on them willy-nilly.
[03:27:19.106 --> 03:27:20.587]  These were actual logos.
[03:27:20.707 --> 03:27:23.808]  I mean, these were actual people who were sponsoring these politicians.
[03:27:24.268 --> 03:27:30.450]  And so, you know, for instance, in California, you've got your mandatory vaccination bill being pushed there.
[03:27:30.910 --> 03:27:35.372]  And some of the senators that were behind this push to have
[03:27:36.457 --> 03:27:39.699]  Mandatory vaccines were getting money from Big Pharma.
[03:27:39.760 --> 03:27:48.326]  They were getting money from a lot of drug companies or they had stocks or investments within, you know, the MMRI or things, these vaccines.
[03:27:48.426 --> 03:28:03.937]  And so, you know, if you're going to force the population to have to take one of your products because that's what a vaccine is, well, then you should be forced to let people know who is behind you, who's behind the push for the gun grab and things like that.
[03:28:04.978 --> 03:28:07.999]  Visit their website, Californiaisnotforsale.com.
[03:28:08.439 --> 03:28:17.723]  They say, to show how you can get involved with this measure, they need to get, I believe, 350,000 signatures in order to get this on the ballot for 2016.
[03:28:18.864 --> 03:28:21.705]  But how incredible would that be?
[03:28:21.805 --> 03:28:24.286]  I think we need to make this a nationwide movement.
[03:28:24.386 --> 03:28:30.668]  Hopefully we can get this passed in time for the next election in four years.
[03:28:31.169 --> 03:28:34.250]  So that is, California is not for sale.
[03:28:34.910 --> 03:28:53.544]  Now, one thing we've learned today, of course, we knew that the NSA has been spying on all the rest of America, but they're actually spying on Congress as well as some of their allies and foreign dignitaries and any conversations that they have with those foreign dignitaries and Congress.
[03:28:53.944 --> 03:28:55.665]  So what I think, Paul,
[03:28:56.926 --> 03:29:01.969]  Rand Paul has actually come out saying he's appalled by this and we need some more controls on our intelligence agencies.
[03:29:02.610 --> 03:29:03.590]  But what are they thinking?
[03:29:04.371 --> 03:29:06.272]  They're treating us all the same.
[03:29:06.592 --> 03:29:07.953]  We're all in this together.
[03:29:08.073 --> 03:29:10.975]  They're not exempt from the eye of Sauron.
[03:29:11.475 --> 03:29:13.817]  And I think they're starting to realize that.
[03:29:14.457 --> 03:29:21.441]  And we also have another story of spy agencies resisting the push to expand scrutiny of their top employees.
[03:29:21.681 --> 03:29:23.983]  So they don't want anyone spying on them.
[03:29:26.141 --> 03:29:29.149]  We're on the march, the empire's on the run.
[03:29:30.092 --> 03:29:32.779]  Alex Jones and the GCN Radio Network.
[03:29:39.315 --> 03:29:43.737]  Republican legislators are threatening to remove Virginia Governor Terry McAuliffe's protection detail.
[03:29:44.057 --> 03:29:53.420]  The Democrat governor, former campaign manager for Hillary Clinton, and his attorney general are eager to enact new gun control laws without involvement from the legislature.
[03:29:53.800 --> 03:29:59.762]  So Attorney General Haring announced that he would no longer recognize concealed carry permits from 25 states.
[03:30:00.383 --> 03:30:01.263]  Just like that.
[03:30:02.003 --> 03:30:09.646]  One guy tells the most law-abiding, most vetted people, you can no longer protect yourself, protect your family.
[03:30:09.926 --> 03:30:14.828]  He implies these 25 other states don't have the same standards of background checks that Virginia does.
[03:30:15.428 --> 03:30:15.969]  Not true.
[03:30:16.549 --> 03:30:23.972]  So Republicans in the Virginia legislature are saying, if the governor is so afraid of guns, we're not going to surround him with armed state policemen.
[03:30:24.312 --> 03:30:26.433]  And the people in Virginia need to tell the governor,
[03:30:26.673 --> 03:30:33.268]  That if he won't allow them to protect themselves, they're not going to pay for him to be protected by an army of bodyguards.
[03:30:33.689 --> 03:30:35.813]  For more information, go to Infowars.com.
[03:30:36.094 --> 03:30:36.655]  I'm David Knight.
[03:30:38.123 --> 03:30:41.345]  When cells become toxic, they die early and aging sets in.
[03:30:41.645 --> 03:30:49.649]  No one has put together a formula that focuses directly on brain health, nerve growth factors, and optimizing your cellular energy at the same time.
[03:30:49.889 --> 03:30:54.912]  Just one of the key compounds, BioPQQ, is backed by major clinical studies.
[03:30:55.292 --> 03:30:57.593]  You want the best that's out there at the lowest price anywhere?
[03:30:57.833 --> 03:30:59.634]  We now have the synergistic solution.
[03:30:59.934 --> 03:31:04.117]  Secure your DNA force today at InfoWarsLife.com or call toll-free 888-253-3139.
[03:31:08.150 --> 03:31:12.352]  Used since before the days of the Roman Empire to support the body's natural systems.
[03:31:12.532 --> 03:31:16.493]  Introducing the new Infowarslife.com Oil of Oregano Formulation.
[03:31:16.694 --> 03:31:21.455]  We have now procured the most high quality and potent forms of oregano oil on the market.
[03:31:21.636 --> 03:31:26.157]  Extracted directly from the wild herb and sealed in easy to use capsules.
[03:31:26.297 --> 03:31:29.619]  You will no longer need to endure the burning of liquid oregano on the tongue.
[03:31:29.779 --> 03:31:33.100]  Now available in our limited first run at Infowarslife.com.
[03:31:33.220 --> 03:31:35.041]  That's Infowarslife.com or call 888-253-3139.
[03:31:37.802 --> 03:31:44.644]  In the 15-year history of PrisonPlanet.TV, we have never offered six months free at Christmas.
[03:31:44.704 --> 03:31:47.405]  We've always offered five months free.
[03:31:47.585 --> 03:31:53.147]  But since I announced six free months a few days ago, we have seen record numbers of signups.
[03:31:53.507 --> 03:31:56.690]  PrisonPlanet.tv began 15 years ago.
[03:31:56.930 --> 03:31:59.893]  It's grown into InfoWars, Nightly News, and so much more.
[03:32:00.213 --> 03:32:08.920]  All of my documentary films, scores of e-books, and other exclusive documentaries are available for streaming or download in HD at PrisonPlanet.tv.
[03:32:09.180 --> 03:32:18.048]  You don't just get six months free when you sign up from Christmas through New Year's, you also get to share that membership with up to 20 people simultaneously
[03:32:18.348 --> 03:32:19.909]  Using your username.
[03:32:20.169 --> 03:32:27.572]  You can also sign up for a trial month and only pay $5.95 and then 20 of you and your friends and family can watch PrisonPlanet.TV.
[03:32:27.732 --> 03:32:29.813]  Get 20 memberships at half price.
[03:32:29.993 --> 03:32:31.814]  Be the Paul Revere in your community.
[03:32:31.914 --> 03:32:35.456]  That's six months free when you sign up for a year at PrisonPlanet.TV.
[03:32:43.001 --> 03:32:44.985]  We are on the march.
[03:32:45.045 --> 03:32:47.009]  The Empire is on the run.
[03:32:47.951 --> 03:32:51.638]  Alex Jones and the GCN Radio Network.
[03:33:02.288 --> 03:33:04.411]  Alright, welcome back to the Alex Jones Show.
[03:33:04.551 --> 03:33:08.216]  You are now entering the second half of the Overdrive Hour.
[03:33:08.277 --> 03:33:09.618]  I'm your host Leanne McAdoo.
[03:33:09.638 --> 03:33:17.089]  Joining me now is Rob Dew, obviously our nightly news director, in here with some pretty interesting news.
[03:33:17.349 --> 03:33:27.151]  First, I wanted to go ahead and complete the story I was getting to right before the break about the spy agencies resisting push for expanded scrutiny of their top employees.
[03:33:27.631 --> 03:33:28.851]  So what was happening?
[03:33:29.472 --> 03:33:29.992]  These U.S.
[03:33:30.032 --> 03:33:34.533]  intelligence agencies, they promised to be more open and accountable.
[03:33:35.153 --> 03:33:43.434]  And so there was a move by Congress that would require the CIA and other spy services to disclose more details about their high-ranking employees.
[03:33:43.935 --> 03:33:45.695]  But of course, this was met
[03:33:46.235 --> 03:33:51.118]  With a lot of opposition from the Director of National Intelligence, James Clapper.
[03:33:51.698 --> 03:33:53.639]  And so the wording was watered down.
[03:33:54.280 --> 03:33:55.400]  And now check this out.
[03:33:55.981 --> 03:34:04.045]  Now the modified language will ensure that oversight committees know the names of senior intelligence community leaders.
[03:34:04.666 --> 03:34:15.412]  So that was their big win, is that now the oversight committees who are wanting to look and see these senior officers who are being promoted to even higher levels of office,
[03:34:16.152 --> 03:34:18.434]  Higher positions despite having all these problems.
[03:34:18.975 --> 03:34:22.738]  Abusive treatment, two botched operations, but they're still getting promoted.
[03:34:22.758 --> 03:34:27.902]  The oversight committees are now allowed to know their names.
[03:34:28.723 --> 03:34:30.805]  Don't look at us while we look at you.
[03:34:30.885 --> 03:34:35.489]  Yeah, that's how much control Congress has over the CIA and these other agencies.
[03:34:35.529 --> 03:34:36.710]  That was just shocking to me.
[03:34:36.770 --> 03:34:38.671]  It's just like, what a joke.
[03:34:39.172 --> 03:34:39.792]  What a joke.
[03:34:40.393 --> 03:34:41.834]  They really are ineffectual puppets.
[03:34:42.174 --> 03:34:42.415]  Yeah.
[03:34:43.223 --> 03:34:46.106]  So while we were coming in, people were listening to the bumper music.
[03:34:46.146 --> 03:34:52.093]  That was Lemmy from Motorhead playing Ace of Spades, singing Ace of Spades, and he died on Monday.
[03:34:52.113 --> 03:34:55.698]  And, I mean, the guy was pretty much a train wreck, if you look at his life.
[03:34:55.838 --> 03:34:57.640]  But he did exactly what he wanted to do.
[03:34:57.700 --> 03:35:00.543]  He drank that massive amounts of...
[03:35:01.304 --> 03:35:02.764]  Of bourbon every day.
[03:35:02.784 --> 03:35:05.805]  I think he switched to vodka towards the end of his life.
[03:35:06.665 --> 03:35:14.027]  You know, took a bunch of LSD, partied, lived the life of a rock and roll star, embodied the life of a rock star.
[03:35:14.528 --> 03:35:17.928]  And you know, I'm not, I don't want to come here and celebrate his life and what he did.
[03:35:18.129 --> 03:35:20.589]  But one thing I do want to say though, is he was an individual.
[03:35:20.909 --> 03:35:25.490]  And here was a guy who found out he had terminal cancer just two days before he died.
[03:35:25.911 --> 03:35:27.051]  So he was living his life
[03:35:27.611 --> 03:35:35.138]  The way he wanted to live it, not worried about, you know, his health and doing all these other things, and not being bogged down by all that, just living his life, putting out albums.
[03:35:35.538 --> 03:35:37.400]  Put out 23 albums on Motorhead.
[03:35:37.640 --> 03:35:38.561]  He started the band when he was 30.
[03:35:38.781 --> 03:35:39.482]  Right.
[03:35:39.502 --> 03:35:42.824]  He famously said, if you think you're too old for rock and roll, then you are.
[03:35:43.145 --> 03:35:43.685]  Exactly.
[03:35:44.386 --> 03:35:52.933]  And, you know, just the fact that, you know, we're coming up on a new year, 2016, and to not worry so much about what other people are doing.
[03:35:53.094 --> 03:35:54.355]  Do what you're going to do.
[03:35:55.114 --> 03:36:04.796]  You know, whether it's, I'm going to make the best website, I'm going to be a reporter, I'm going to be a video editor, I'm going to go shoot awesome stills of nature, and I'm going to make the best memes and put them on Twitter.
[03:36:05.116 --> 03:36:05.577]  Do that!
[03:36:05.797 --> 03:36:09.157]  Don't worry about what everybody else is doing, or if you're doing it as good as them.
[03:36:09.557 --> 03:36:13.498]  Lemmy wasn't the best bass player, wasn't the best singer, wasn't the best songwriter, but he did it.
[03:36:13.818 --> 03:36:19.460]  He just went and did it every day, and I think his last concert was in December 11th in Europe.
[03:36:20.240 --> 03:36:23.983]  So, less than a month later, he was dead of terminal cancer, but he was still living it up.
[03:36:24.023 --> 03:36:25.704]  So it wasn't keeping him down.
[03:36:25.724 --> 03:36:27.665]  He wasn't using that like, oh, I have cancer.
[03:36:28.125 --> 03:36:29.246]  You know, I was reading another story.
[03:36:29.266 --> 03:36:33.349]  There's some country star who's been living in a hospice for months trying to just keep going.
[03:36:33.789 --> 03:36:36.251]  And pretty much when you go to hospice, that's the last room you're going to see.
[03:36:36.451 --> 03:36:36.852]  That's right.
[03:36:36.972 --> 03:36:42.058]  But she's up and she's doing stuff, but she's also being affected by all these cancer treatments and everything else.
[03:36:42.618 --> 03:36:44.420]  And I mean, do you want, is it worth it?
[03:36:44.781 --> 03:36:51.168]  You know, when people go take these cancer treatments, is it worth, you know, the, those are your last moments, right?
[03:36:51.188 --> 03:36:53.130]  Do you want to live or do you want to just live a full life?
[03:36:53.491 --> 03:36:54.091]  Like what Lemmy did.
[03:36:54.132 --> 03:36:55.613]  He lived a full life up until he died.
[03:36:55.854 --> 03:36:56.094]  Yeah.
[03:36:56.374 --> 03:36:59.356]  So, that's really what I wanted to say about that.
[03:37:00.116 --> 03:37:02.678]  I was thinking about this and I'm like, ah, you know, here's an individual.
[03:37:02.858 --> 03:37:04.259]  We celebrate individualism here.
[03:37:04.539 --> 03:37:05.359]  This was an individual.
[03:37:05.599 --> 03:37:06.240]  He was weird.
[03:37:06.840 --> 03:37:15.345]  You know, that should be something, not necessarily the actions he was taking, but the spirit of being an individual and not looking to be in the system.
[03:37:15.365 --> 03:37:16.246]  Society's norms.
[03:37:16.266 --> 03:37:17.306]  Yeah, and fit in.
[03:37:17.346 --> 03:37:18.487]  You didn't care if he fit in.
[03:37:18.527 --> 03:37:19.388]  He just did his thing.
[03:37:20.328 --> 03:37:21.288]  Up until he died.
[03:37:21.428 --> 03:37:25.169]  So yeah, I want to commend him for that and you know his music.
[03:37:25.249 --> 03:37:25.810]  R.I.P.
[03:37:25.850 --> 03:37:26.150]  Lemme.
[03:37:26.310 --> 03:37:26.770]  There you go.
[03:37:27.630 --> 03:37:30.551]  And now on to the TSA.
[03:37:30.931 --> 03:37:37.373]  You know now they were gonna go traveling in a few days and we're gonna obviously, I'm gonna opt out.
[03:37:37.493 --> 03:37:38.073]  Yeah just to see.
[03:37:38.093 --> 03:37:39.954]  You know even though we're gonna give them a test case.
[03:37:39.974 --> 03:37:41.954]  See if they're gonna allow me to opt out.
[03:37:41.994 --> 03:37:42.814]  That should be interesting.
[03:37:43.815 --> 03:37:44.075]  But
[03:37:44.895 --> 03:37:55.049]  What they've also done, now they're going to say, there was this thing that came out, I think in 2005, they passed the Real ID Act on the recommendations of the 9-11 Commission.
[03:37:55.070 --> 03:38:00.357]  They said we need to do this, coordinate all the IDs of all the states together into a central database.
[03:38:01.198 --> 03:38:02.819]  You know, that could be hacked by anybody.
[03:38:02.839 --> 03:38:03.579]  To stop a terrorist.
[03:38:03.899 --> 03:38:04.579]  Right.
[03:38:04.799 --> 03:38:09.101]  But nobody's made this, this has not been laws, hasn't been put into practice yet.
[03:38:09.381 --> 03:38:14.683]  But now, there's the New York Times, TSA moves closer to rejecting some state driver's license for travel.
[03:38:14.763 --> 03:38:22.526]  So you may have to have your passport or another form of approved ID, because there's some states, Washington State, They don't have the chip.
[03:38:22.546 --> 03:38:25.667]  They don't have the chip in them, so they don't sync up.
[03:38:25.707 --> 03:38:29.429]  That's one of the things, is that they have to have some sort of, be able to be read by a machine.
[03:38:30.169 --> 03:38:32.971]  One of the other stipulations is that it has to sync into a database.
[03:38:33.251 --> 03:38:34.372]  Right, and what about fingerprints?
[03:38:34.392 --> 03:38:37.054]  Because here when I moved to Texas I was like, what?
[03:38:37.114 --> 03:38:38.595]  You were taking my fingerprints?
[03:38:38.615 --> 03:38:39.996]  Yeah, they do the thumb scan.
[03:38:40.096 --> 03:38:43.899]  In fact, we're about to go to a clip of a very young Alex Jones.
[03:38:45.589 --> 03:38:52.495]  17, 18, maybe even 19 years ago, going in and fighting this very thing that we're talking about now.
[03:38:53.076 --> 03:38:57.760]  You know, in 2015, he was doing it in like 98, Bill Clinton was still in office, it was 98 or 99.
[03:38:57.820 --> 03:38:58.060]  Wow.
[03:38:58.100 --> 03:39:00.142]  Conspiracy theorists.
[03:39:00.202 --> 03:39:01.443]  Yeah, oh yeah.
[03:39:01.623 --> 03:39:08.449]  They're talking about taking blood and taking urine samples, doing all these things that are now starting to happen and how this is going to be made.
[03:39:08.789 --> 03:39:13.093]  You're going to have to have one of these real IDs to get a job, to travel, well now it's going to be to travel.
[03:39:13.473 --> 03:39:18.354]  Well, they just sort of ease it in, just like, you know, to get into my gym, you have to use your thumbprint.
[03:39:18.434 --> 03:39:19.695]  So people just think it's normal.
[03:39:19.715 --> 03:39:20.395]  They think it's normal.
[03:39:20.835 --> 03:39:25.376]  And, you know, we just had the Office of Personnel Management had the millions of records stolen.
[03:39:25.496 --> 03:39:26.776]  That was a central database.
[03:39:27.176 --> 03:39:31.097]  So you create this DMV central database and it's just asking to be hacked.
[03:39:31.117 --> 03:39:34.938]  They're thinking it's going to cost $11 billion over five years.
[03:39:35.539 --> 03:39:37.139]  So that's where we're going.
[03:39:37.219 --> 03:39:40.840]  And if people don't believe me that they're taking blood to get people's license here out of D.C.
[03:39:41.740 --> 03:39:42.901]  HIV tests at DMV.
[03:39:43.122 --> 03:39:46.305]  Department of Motor Vehicles offers tests and results while drivers wait.
[03:39:46.445 --> 03:39:47.105]  Oh my gosh!
[03:39:47.165 --> 03:39:49.988]  What do you think they're doing with those samples when they're done with them?
[03:39:50.008 --> 03:39:50.228]  Oh yeah!
[03:39:50.248 --> 03:39:51.369]  Do you think they're giving them back?
[03:39:51.549 --> 03:39:52.670]  Oh my word!
[03:39:52.790 --> 03:39:53.651]  Here's another one.
[03:39:53.671 --> 03:39:56.454]  DC brings HIV testing to the crowd at DMV.
[03:39:56.654 --> 03:39:57.114]  This is back in 2010.
[03:39:57.254 --> 03:39:58.496]  This is five years ago.
[03:39:59.176 --> 03:40:16.591]  So they're doing this all over the place and I guess we had that video of Alex we've kind of cut it cut down a lot of the it was like a 20-minute clip of him going to the DMV it was on the news it you know it was a huge deal back when he did it but everybody thought he was crazy and now 2015 Alex Jones
[03:40:19.073 --> 03:40:20.455]  Proved right.
[03:40:20.955 --> 03:40:26.439]  If you don't have this, you will not be able to fly if you don't have a driver's license with the Real ID enabling in it.
[03:40:26.760 --> 03:40:30.262]  Some states are getting, you know, they have till June to change, but some states don't.
[03:40:30.503 --> 03:40:31.804]  Minnesota, I think, has to do it now.
[03:40:31.824 --> 03:40:32.224]  Right.
[03:40:32.524 --> 03:40:43.053]  And meanwhile, it's the TSA employees themselves who are caught money laundering or bringing guns, helping to move guns from state to state with their access and
[03:40:43.993 --> 03:40:50.176]  My favorite story is the poor guy who's getting searched and the TSA guy was beating his chest saying, I have power!
[03:40:50.616 --> 03:40:51.396]  I have power!
[03:40:51.756 --> 03:40:52.416]  I have power!
[03:40:52.457 --> 03:41:00.520]  And that is their only power to force you to stand in line and while they inspect your jar of grape jelly and make you late for your flight.
[03:41:00.880 --> 03:41:02.600]  Sir, can you bend over please?
[03:41:02.680 --> 03:41:03.321]  I could check you.
[03:41:03.341 --> 03:41:05.141]  You know what she wants to check.
[03:41:05.702 --> 03:41:07.502]  If you've seen the South Park episode.
[03:41:07.542 --> 03:41:07.843]  Yeah.
[03:41:08.163 --> 03:41:09.783]  So I guess we can roll that clip now.
[03:41:09.803 --> 03:41:10.083]  Yeah.
[03:41:10.123 --> 03:41:11.344]  And then I've got even more news.
[03:41:12.023 --> 03:41:15.244]  Well, getting a driver's license caused quite a stinker in Austin today.
[03:41:15.444 --> 03:41:19.345]  You know, in Texas, if you want one of these, well, you have to give your thumbprints.
[03:41:19.825 --> 03:41:26.187]  But KISJ Carter shows you why some folks today said they don't want anybody scanning their body parts.
[03:41:26.767 --> 03:41:33.529]  I'm gonna go up, and if they come up and touch me in any way, I'm gonna lay down peaceably and let the police state minions drag me away.
[03:41:33.889 --> 03:41:37.230]  Alex Jones wants to renew his driver's license.
[03:41:37.270 --> 03:41:39.311]  He also expects to be arrested.
[03:41:40.698 --> 03:41:46.981]  I'm going in there with my passport, my birth certificate, my driver's license, my W-2 form.
[03:41:47.101 --> 03:41:48.802]  But he won't give a thumbprint.
[03:41:49.062 --> 03:41:52.203]  Moments after this interview, troopers did arrest him.
[03:41:52.404 --> 03:41:55.205]  If you do not leave now, I will be forced to arrest you.
[03:41:55.225 --> 03:41:56.505]  Sir, I'm here to get a driver's license.
[03:41:56.605 --> 03:41:58.026]  I have never had a criminal record.
[03:41:58.066 --> 03:41:58.326]  Let's go.
[03:41:58.646 --> 03:42:01.708]  Jones says fingerprinting gives government too much control.
[03:42:02.308 --> 03:42:05.250]  And the next thing you know, they'll ask for urine and blood samples.
[03:42:32.968 --> 03:42:35.530]  This urine and blood testing, this is the slippery slope.
[03:42:35.570 --> 03:42:38.391]  And to those out there that say, what do I have to hide?
[03:42:39.291 --> 03:42:40.872]  I am innocent until proven guilty.
[03:42:40.992 --> 03:42:42.133]  I have no criminal record.
[03:42:42.213 --> 03:42:46.435]  Alex Jones has no criminal record and we should not be treated like criminals.
[03:42:46.755 --> 03:42:48.976]  Alright, they're ready for me, let's go.
[03:42:49.016 --> 03:42:50.277]  Come over and get the pretty little red light.
[03:42:51.141 --> 03:42:51.562]  Come on.
[03:42:51.642 --> 03:42:52.362]  Isn't that pretty?
[03:42:52.963 --> 03:42:56.847]  And they'll put a nice little clinic in here in the next few years for urine and blood testing, like Clinton wants.
[03:42:57.367 --> 03:42:58.148]  What do I have to hide?
[03:42:58.168 --> 03:42:58.668]  I'm a criminal.
[03:42:59.249 --> 03:42:59.729]  There we have it.
[03:43:00.150 --> 03:43:01.111]  Nice little pretty red lie.
[03:43:01.131 --> 03:43:03.593]  Get that, Mike.
[03:43:04.454 --> 03:43:05.054]  There we have it.
[03:43:05.335 --> 03:43:16.105]  Your photograph, they capture your signature, they capture your thumbprint, and now Clinton wants urine and blood, and I've given that to the media, the actual federal register that he wants the states to implement.
[03:43:16.385 --> 03:43:24.173]  And I guess it tells them how to put clinics in, and it tells them how to urine and blood test law-abiding citizens not under 18, like the media says.
[03:43:24.193 --> 03:43:24.233]  Hi.
[03:43:25.875 --> 03:43:26.355]  How you doing?
[03:43:26.415 --> 03:43:28.778]  I am here with eight forms of identification.
[03:43:29.639 --> 03:43:30.660]  I have my passport.
[03:43:30.700 --> 03:43:32.782]  Here is that, my name, and the form you asked me to fill out.
[03:43:33.382 --> 03:43:34.383]  I have no criminal record.
[03:43:34.424 --> 03:43:36.125]  My name is Alexander Emmerich Jones.
[03:43:36.566 --> 03:43:37.487]  Here is my passport.
[03:43:38.789 --> 03:43:40.190]  Here is my insurance.
[03:43:41.030 --> 03:43:42.491]  Here is another form of ID.
[03:43:43.111 --> 03:43:44.592]  Here is my old driver's license.
[03:43:45.052 --> 03:43:46.412]  Here is my birth certificate.
[03:43:46.792 --> 03:43:48.233]  And here is my W-2 form.
