[00:00:00.392 --> 00:00:01.220]  Let's show.
[02:26:05.385 --> 02:26:06.546]  Most of them were British.
[02:26:06.586 --> 02:26:07.828]  They flew the Union Jack.
[02:26:08.168 --> 02:26:09.169]  Some were Portuguese.
[02:26:09.229 --> 02:26:09.870]  Some were Dutch.
[02:26:09.910 --> 02:26:10.710]  Some were Spanish.
[02:26:11.151 --> 02:26:14.374]  Not one single slave ship flew the Confederate flag.
[02:26:14.774 --> 02:26:23.443]  To make the war between the states primarily about slavery is the most mischaracterization of history that I can possibly think of.
[02:26:25.216 --> 02:26:28.399]  Well, you're right, and again, it's this inversion of reality.
[02:26:28.439 --> 02:26:36.586]  But it's like when they say the NRA is the new Klan, when the NRA on record was an anti-slavery institution and helped armed blacks in the South.
[02:26:36.906 --> 02:26:39.128]  They just invert every reality.
[02:26:39.548 --> 02:26:45.954]  And yeah, there are a lot of racist and criminal motorcycle gangs and people that like the Confederate flag, because it's a powerful symbol.
[02:26:46.514 --> 02:26:48.476]  It's been picked up as a symbol of rebellion.
[02:26:50.137 --> 02:26:51.718]  But it wasn't really even about that.
[02:26:51.758 --> 02:26:55.401]  It was about following the Constitution to the greatest extent.
[02:26:55.702 --> 02:26:55.902]  Right.
[02:26:56.222 --> 02:26:58.904]  I wish the South wouldn't have been manipulated into the war, though.
[02:27:00.225 --> 02:27:03.828]  As you know, it almost happened during Andrew Jackson's period, but he was able to stop it.
[02:27:04.909 --> 02:27:08.852]  Let's not forget what the nature of the Confederate flag is all about.
[02:27:08.872 --> 02:27:12.495]  The Confederate flag is designed around St.
[02:27:12.595 --> 02:27:13.416]  Andrew's Cross.
[02:27:13.476 --> 02:27:15.317]  Let me just give a little history here about the flag.
[02:27:17.678 --> 02:27:18.838]  It was not a racist flag.
[02:27:18.858 --> 02:27:22.439]  It was not about bigotry and hatred and racism or anything such as that.
[02:27:22.459 --> 02:27:23.499]  It was the St.
[02:27:23.740 --> 02:27:24.820]  Andrew's Cross.
[02:27:25.680 --> 02:27:25.920]  St.
[02:27:26.000 --> 02:27:29.801]  Andrew, of course, was the brother of Simon Peter, the Apostle of Christ.
[02:27:30.321 --> 02:27:34.862]  He was hung on an X-shaped cross at about the age of 90.
[02:27:36.342 --> 02:27:39.663]  And as a result, that X-shaped flag
[02:27:40.208 --> 02:27:46.554]  was a symbol of Andrew, the Apostle of Christ, who was crucified on the X-shaped cross.
[02:27:47.474 --> 02:27:51.018]  Andrew was the patron saint of Russia, he's the patron saint of Scotland.
[02:27:51.638 --> 02:27:52.599]  The St.
[02:27:52.659 --> 02:28:00.846]  Andrew's Cross on the Confederate battle flag was designed after the Scottish flag, in honor of St.
[02:28:01.066 --> 02:28:01.387]  Andrew.
[02:28:01.947 --> 02:28:10.418]  Let's not forget that about 75% of the Southerners in 1860 were of Scotch or Scotch-Irish descent.
[02:28:10.879 --> 02:28:13.062]  They were largely Scotch-Irish.
[02:28:13.142 --> 02:28:15.044]  Yeah, that's where Jackson came from as well.
[02:28:15.485 --> 02:28:18.469]  And so that's why when they designed the flag,
[02:28:19.028 --> 02:28:22.411]  They designed it around the Scottish flag and the St.
[02:28:22.611 --> 02:28:27.836]  Andrew's Cross, which of course is a picture of Christ.
[02:28:27.976 --> 02:28:37.565]  And that's why, you know, for example, years and years ago whenever men were not able to write their signatures and there was an unofficial document, they put an X. Why did they put an X?
[02:28:37.865 --> 02:28:38.546]  That was St.
[02:28:38.686 --> 02:28:39.507]  Andrew's Cross.
[02:28:41.008 --> 02:28:44.673]  I'm vowing under God that I'm signing this document.
[02:28:44.693 --> 02:28:45.193]  This is me.
[02:28:45.233 --> 02:28:46.455]  I'm taking a vow to God.
[02:28:46.715 --> 02:28:53.964]  And that's why they put the X. When people said, Mary Xmas, or they wrote it, Mary Xmas, what was the X?
[02:28:54.403 --> 02:28:56.464]  The X was meaning Christ.
[02:28:56.544 --> 02:28:59.325]  It was a symbol of Christ and the St.
[02:28:59.365 --> 02:29:00.106]  Andrew's Cross.
[02:29:00.486 --> 02:29:01.986]  So they were saying Merry Christmas.
[02:29:02.447 --> 02:29:04.448]  There wasn't anything derogatory about that.
[02:29:04.488 --> 02:29:07.429]  It was a respectful reflection of the St.
[02:29:07.509 --> 02:29:10.830]  Andrew's Cross and a typical meaning of Christ.
[02:29:11.291 --> 02:29:17.093]  So the history of this has nothing to do with racism, nothing to do with slavery, nothing to do with bigotry.
[02:29:17.513 --> 02:29:20.555]  And the whole essence here was we will not be dominated.
[02:29:20.895 --> 02:29:23.196]  Abraham Lincoln co-authored
[02:29:23.917 --> 02:29:24.297]  I think
[02:29:38.914 --> 02:29:43.737]  codified into the Constitution and permanently ensconced slavery.
[02:29:44.197 --> 02:29:44.958]  Now think about that.
[02:29:45.918 --> 02:29:49.681]  Let's come back and finish with that and then go to phone calls and cover some of the latest news.
[02:29:50.041 --> 02:29:53.943]  But Pastor Chuck Baldwin, just amazing information.
[02:29:53.983 --> 02:30:00.427]  We also sell his book, Render Unto Caesar, written with his constitutional son, constitutional lawyer, very powerful.
[02:30:00.848 --> 02:30:02.449]  The Empire's on the run.
[02:30:03.369 --> 02:30:06.051]  Alex Jones and the GCN Radio Network.
[02:30:10.373 --> 02:30:13.794]  I'm not concerned with your liking or disliking me.
[02:30:14.434 --> 02:30:18.795]  All I ask is that you treat me as a human being, Jackie Robinson.
[02:30:19.395 --> 02:30:24.137]  When people don't like what you represent, they'll oftentimes attack you personally.
[02:30:24.957 --> 02:30:28.718]  But if you can't endure, you may just pave the way for those who follow you.
[02:30:29.990 --> 02:30:42.618]  Jesus said, I say to you, love your enemies, bless those who curse you, do good to those who hate you, and pray for those who spitefully use you and persecute you.
[02:30:43.419 --> 02:30:48.622]  Had Christ submitted to the authorities of the time, he never would have preached the gospel.
[02:30:49.203 --> 02:30:56.468]  And though he was very vocal in his opposition, he never forgot that he was there to save the same people he often had to rebuke.
[02:30:57.088 --> 02:31:06.770]  Keep up with our latest news and information on InfoWars.com, PrisonPlanet.TV, and the Alex Jones Channel on YouTube.
[02:31:09.932 --> 02:31:11.173]  Another major health threat.
[02:31:11.193 --> 02:31:16.095]  This one in Toledo, Ohio, where everybody in the entire city has been told not to drink the water.
[02:31:16.175 --> 02:31:18.816]  Ohio's governor declaring a state of emergency.
[02:31:18.856 --> 02:31:25.618]  Did you know that the average person uses about 80 to 100 gallons of water at home every single day?
[02:31:25.899 --> 02:31:28.760]  If there's a water emergency, will you be prepared?
[02:31:28.800 --> 02:31:31.821]  Panicked residents forming long lines throughout the day.
[02:31:31.841 --> 02:31:33.822]  We're here at a supermarket in Toledo.
[02:31:33.862 --> 02:31:36.683]  You can see the shelves empty where water once was.
[02:31:36.783 --> 02:31:42.285]  To stay safe and healthy during a crisis, you must have access to safe, clean water.
[02:31:42.505 --> 02:31:45.986]  Water which will not be available at your local grocery store.
[02:31:46.006 --> 02:31:49.007]  There's a mad dash on right now to stock up on supplies.
[02:31:49.107 --> 02:31:56.209]  The ProPure ProOne G2.0 Water Filtration System is a must-have for every modern, independently-minded household.
[02:31:56.429 --> 02:31:59.470]  Protect your family's safety during an emergency.
[02:31:59.630 --> 02:32:05.912]  Go to infowarsstore.com today to purchase your ProPure ProOne G2.0 Water Filtration System.
[02:32:06.052 --> 02:32:08.534]  Or call 1-888-253-3139.
[02:32:09.655 --> 02:32:26.070]  Ladies and gentlemen, you haven't really ever heard firearms manufacturers as sponsors on my syndicated radio show, or the nightly news, or the news website, InfoWars.com, because the companies I've been approached by were not the highest quality, and they weren't as affordable as they should be, so I refused.
[02:32:26.311 --> 02:32:29.794]  Probably 30, 40 firearms manufacturers over the years will then
[02:32:30.154 --> 02:32:33.815]  About six months ago, we get contacted by Head Down Firearms.
[02:32:34.055 --> 02:32:35.476]  hdfirearms.com.
[02:32:35.736 --> 02:32:38.957]  Owned and run by a bunch of former Navy SEALs, Special Ops people.
[02:32:39.057 --> 02:32:43.958]  They're veterans, they're patriots, they're listeners of the radio show, and they want to support the broadcast.
[02:32:44.178 --> 02:32:47.919]  It's always about security, whether it's for yourself, your wife, your loved ones.
[02:32:48.120 --> 02:32:50.420]  Go to their website, hdfirearms.com.
[02:32:50.500 --> 02:32:54.722]  Buy right off their website, and they'll just send it to the FFL dealer of your choice.
[02:32:54.902 --> 02:32:58.103]  You can pick it up at the gun show, you can pick it up at a local sporting goods store.
[02:32:58.283 --> 02:32:59.023]  Whatever you do,
[02:32:59.443 --> 02:33:02.404]  Get your Head Down firearm today.
[02:33:02.625 --> 02:33:07.007]  The spirit of 1776 lives at Head Down Firearms.
[02:33:07.307 --> 02:33:08.267]  HDFirearms.com.
[02:33:17.552 --> 02:33:19.713]  Waging war on corruption.
[02:33:20.173 --> 02:33:21.554]  It's Alex Jones.
[02:33:23.075 --> 02:33:29.078]  Last night I heard this politician talking about his brand new mission.
[02:33:29.518 --> 02:33:35.961]  Liked his plans but they came undone when he got around to guiding guns.
[02:33:38.702 --> 02:33:44.184]  I don't know how he grew up but it sure wasn't down at the hunting club.
[02:33:44.585 --> 02:33:49.767]  Cause if it was he'd understand just a little bit more about the working man.
[02:33:59.136 --> 02:34:10.964]  Keep us strong That's what this country was found to be
[02:34:12.944 --> 02:34:19.148]  I don't know who that is, because all the music in the computers we play is music I've requested or put in there.
[02:34:19.168 --> 02:34:20.768]  It doesn't sound bad.
[02:34:21.129 --> 02:34:22.669]  I just don't know whose bumper music this is.
[02:34:23.150 --> 02:34:24.651]  You know, you want some patriotic music.
[02:34:24.691 --> 02:34:25.891]  How about Steve Vos?
[02:34:26.372 --> 02:34:27.532]  Thank God for the Renegades.
[02:34:27.572 --> 02:34:30.674]  How about we go out to break with about two minutes of that.
[02:34:31.254 --> 02:34:36.797]  So two minutes to break, we'll play part of the song, Thank God for the Renegades, from Steve Vos.
[02:34:37.998 --> 02:34:39.500]  I mean, if you want patriotic country music.
[02:34:40.061 --> 02:34:41.723]  That sounded okay, I just don't know who it was.
[02:34:41.743 --> 02:34:45.348]  I don't know how that got in there, how that snuck into the mix.
[02:34:46.890 --> 02:34:48.191]  Oh, that's Leonard Skinner?
[02:34:50.179 --> 02:34:58.485]  Of course, the real Lynyrd Skynyrd people died in a plane crash in the late seventies, so the new Lynyrd Skynyrd I wouldn't call Lynyrd Skynyrd, but they can sure play the old stuff good.
[02:34:59.426 --> 02:35:02.028]  We have Pastor Chuck Baldwin joining us.
[02:35:02.548 --> 02:35:06.931]  I want to go to phone calls for folks that have been patiently holding on a host of issues.
[02:35:07.272 --> 02:35:16.699]  ChuckBaldwinLive.com is where you can read some of his excellent commentaries, but I wanted to briefly talk about the Supreme Court and the rulings we've been hearing
[02:35:17.972 --> 02:35:30.963]  I'm a libertarian pastor, but I'm also a Christian, and I understand that there is an attempt at not tolerance, but at conquering the church.
[02:35:31.583 --> 02:35:35.026]  And now they're saying, hey, don't preach the Old Testament like they do in Europe or Canada.
[02:35:35.366 --> 02:35:36.387]  Everything we said would come.
[02:35:37.428 --> 02:35:39.990]  They're now saying, we will teach your children what we want.
[02:35:40.790 --> 02:35:42.612]  We will have boys go in the girls' bathroom.
[02:35:42.632 --> 02:35:47.075]  It's just an attempt to overthrow the natural order, an attack on the species.
[02:35:48.973 --> 02:35:51.816]  That's a fact, and it fits into the larger globalist plan.
[02:35:52.256 --> 02:35:55.419]  It's so diabolical, it's not of this world.
[02:35:56.060 --> 02:36:05.249]  I mean, just as an anthropologist or a sociologist looking at it scientifically, if I was an alien species and I was in control of the leadership of the planet,
[02:36:06.630 --> 02:36:10.674]  I would do all the things they're doing to break down society and destroy the species.
[02:36:11.415 --> 02:36:19.263]  I mean, I walk on the hike and bike trail and I see men and women with their kids, and the men and the women working together and loving each other, and it's just that great institution.
[02:36:19.803 --> 02:36:21.064]  It's what mammals do.
[02:36:21.144 --> 02:36:22.386]  It's what higher mammals do.
[02:36:22.466 --> 02:36:23.687]  We're above the higher mammals.
[02:36:24.268 --> 02:36:25.349]  Obviously, look at what we've done.
[02:36:25.369 --> 02:36:26.630]  Made in the image of God.
[02:36:27.150 --> 02:36:29.293]  But imagine if they said, it's sexist that
[02:36:29.873 --> 02:36:32.315]  Male killer whales just want female killer whales.
[02:36:32.735 --> 02:36:36.457]  We need to teach baby killer whales that, you know, not to get milk from their mommy.
[02:36:36.578 --> 02:36:38.859]  I mean, you'd say, you're trying to kill the species.
[02:36:39.479 --> 02:36:41.541]  And the Russians say they're trying to kill our species.
[02:36:42.942 --> 02:36:59.573]  But then, I'm not saying it's space aliens, it's what the Christians have said, it's what Revelation says, where they would turn the family upside down, break up the family, the Pope's calling for world government, carbon taxes, it's biblical, so either the Bible's right,
[02:37:01.314 --> 02:37:04.395]  Or, the globalists are using it as a blueprint.
[02:37:05.655 --> 02:37:24.503]  Now, we all know the Bible's correct, but... And how is that so fantastical that we're on a planet in the middle of space with other dimensional entities that want to destroy God's creation and hate us, that resonate with His dark force, and that God wouldn't send
[02:37:26.030 --> 02:37:30.351]  Someone to warn us, and then the fact that all that information has come forward.
[02:37:30.671 --> 02:37:34.192]  But then I look at how I've told people, you've told people what was going to happen.
[02:37:34.472 --> 02:37:35.493]  So much of it comes true.
[02:37:35.513 --> 02:37:36.473]  They listen to us.
[02:37:36.893 --> 02:37:43.095]  We again are a tiny reflection of what Christ did, telling people exactly what would come.
[02:37:45.155 --> 02:37:49.458]  I'm kind of all over the map here today, it's just that it makes my faith get that much stronger.
[02:37:49.578 --> 02:37:58.805]  Not that I need it to get stronger, but not just being convinced, but totally convicted that we're fighting an evil spiritual force that wants to just flat out kill us.
[02:37:59.405 --> 02:38:01.367]  Can you speak to that, Pastor, and we'll go to some calls?
[02:38:01.987 --> 02:38:06.731]  Yeah, no question, Alex, but let me put this, try to get perspective on this.
[02:38:07.891 --> 02:38:08.492]  Let's put the
[02:38:08.979 --> 02:38:10.220]  Blame where it really belongs.
[02:38:10.580 --> 02:38:18.006]  The blame does not truly belong at the Supreme Court level or any other tyrannical, tyrannically inspired government level.
[02:38:18.046 --> 02:38:18.347]  The churches!
[02:38:19.027 --> 02:38:19.628]  Exactly.
[02:38:19.748 --> 02:38:22.470]  The pastors and the churches are to blame.
[02:38:22.570 --> 02:38:33.059]  Look, in 1954, the church committed spiritual adultery when it took the 501c3 non-profit tax-exempt status from the IRS
[02:38:33.692 --> 02:38:37.173]  And at that point became a creature of the state.
[02:38:37.633 --> 02:38:42.674]  It was no longer a church, a part of the body of Christ, the bride of Christ.
[02:38:43.135 --> 02:38:45.175]  It's now a creature of the state.
[02:38:45.675 --> 02:38:50.997]  The church has been living in a whoredom with the state ever since 1954, for the most part.
[02:38:51.377 --> 02:38:52.317]  Very few exceptions.
[02:38:52.377 --> 02:38:54.538]  And now it's begetting little goblin babies.
[02:38:55.738 --> 02:38:57.679]  Well yeah, what do you expect to happen?
[02:38:57.699 --> 02:39:02.900]  You know, whenever you, when you get in bed with government and you give to government
[02:39:03.399 --> 02:39:06.681]  The authority that only God is supposed to have.
[02:39:07.041 --> 02:39:15.046]  God is a jealous God, and he's not going to let his bride sleep with the enemy without there being repercussion.
[02:39:15.486 --> 02:39:21.049]  So what has happened, I think, with this decision, this Hodges decision, is basically inevitable.
[02:39:21.229 --> 02:39:31.375]  It is the fruit of the church that got in bed with the government, and from that point onward, once it got that 501c theory, non-profit tax-exempt status,
[02:39:32.055 --> 02:39:36.496]  It was neutered and muted and made impotent.
[02:39:37.136 --> 02:39:40.737]  You can't get pastors to talk about anything controversial.
[02:39:41.157 --> 02:39:47.619]  They won't address any issue that would offend someone or jeopardize their tax-exempt status.
[02:39:48.119 --> 02:39:53.300]  Alex, the church has been on the canvas, comatose, cold stone dead.
[02:39:54.020 --> 02:40:01.763]  As far as speaking out and taking a stand for decades, the result is the enemy has taken the field.
[02:40:02.544 --> 02:40:03.784]  The church has fled.
[02:40:04.024 --> 02:40:11.167]  And into that vacuum comes, you can't call yourself a boy or girl now in thousands of school districts, you're a purple penguin.
[02:40:11.187 --> 02:40:14.889]  I mean, who could imagine that?
[02:40:15.209 --> 02:40:16.670]  Imagine a space cult.
[02:40:17.150 --> 02:40:19.653]  You know, like the Heaven's Gate people that cut off their genitals.
[02:40:20.033 --> 02:40:26.321]  Imagine if they said, we're going to have Heaven's Gate come in this week and teach you kids, and you can't call yourselves boy or girls.
[02:40:26.381 --> 02:40:29.605]  I mean, this is cult-level wackoid.
[02:40:30.045 --> 02:40:32.388]  Okay, but here's my question to the listeners right now.
[02:40:33.138 --> 02:40:34.619]  Many of your listeners go to church.
[02:40:34.659 --> 02:40:36.580]  Not all of them, of course, but many of them do.
[02:40:36.660 --> 02:40:43.642]  So my question to all these church-attending listeners right now is, okay, we're going on three weeks or so since this Hodges decision.
[02:40:44.123 --> 02:40:52.866]  How many of you have heard your pastor get up in the pulpit and say a word about this in your church?
[02:40:53.466 --> 02:40:54.647]  How many of you have heard a word?
[02:40:55.347 --> 02:41:07.069]  I would venture to say that the vast majority of the people that are listening to this conversation right now, who went to church last Sunday and the Sunday before that, have not heard a word about it from their pulpits.
[02:41:07.469 --> 02:41:12.550]  The pastors are not willing to address it because they're afraid of losing their taxation status.
[02:41:12.570 --> 02:41:23.292]  Well, listen, they're pulling crosses out of Catholic churches, Methodist churches, liberal Baptist churches, and actually putting, you know,
[02:41:24.452 --> 02:41:28.394]  Husband and wife teams up there that all they do is push Democratic Party propaganda.
[02:41:28.994 --> 02:41:42.540]  They're accelerating the coup, and the church is going from being stone cold on the ground, knocked out, to now being a ringwraith, like the Supreme Court 9 that we'll put behind me on TV, that are doing this.
[02:41:42.960 --> 02:41:44.441]  I mean, this is on.
[02:41:44.921 --> 02:41:49.343]  And now they're saying ban husband, ban wife, ban boy, ban girl.
[02:41:49.723 --> 02:41:55.085]  Notice, none of this quenches the thirst of those that wish to overturn the basic biological system.
[02:41:55.605 --> 02:41:56.826]  No, it's not going to quench the thirst.
[02:41:56.846 --> 02:41:57.686]  It's insatiable.
[02:41:58.186 --> 02:41:59.447]  And this is just the beginning.
[02:41:59.567 --> 02:42:06.510]  I mean, right now, where I live in Montana, which is, you know, I think it's a fantastic state and in many ways it's better than most.
[02:42:06.590 --> 02:42:11.812]  But, you know, even here in my state, the school district is having meetings right now.
[02:42:11.832 --> 02:42:14.453]  In fact, they're having their final meeting in a couple of weeks.
[02:42:15.193 --> 02:42:23.339]  Making the decision on adding transgender curriculum into the schools and transgender bathrooms into the schools.
[02:42:23.679 --> 02:42:24.640]  This is in Montana.
[02:42:24.680 --> 02:42:25.741]  I mean, this is not New York.
[02:42:25.841 --> 02:42:27.162]  This is not California.
[02:42:27.482 --> 02:42:28.343]  This is Montana.
[02:42:28.603 --> 02:42:31.285]  But this is coming down from the Federal Department of Education.
[02:42:31.925 --> 02:42:34.907]  All of the school districts are going to be considering the same thing.
[02:42:34.927 --> 02:42:37.809]  But the question is, what are the pastors going to do?
[02:42:38.269 --> 02:42:43.153]  Look, we have sat back as preachers for the last 50 years and said nothing.
[02:42:43.553 --> 02:42:47.920]  You know, we said nothing whenever the freedom and the God-given duty of self-defense
[02:42:48.314 --> 02:42:51.676]  ...was made a license by the government in 1968.
[02:42:52.657 --> 02:42:57.020]  We said virtually nothing when prayer and the Bible reading were taken out of schools in 1962.
[02:42:57.441 --> 02:43:05.406]  We said basically nothing whenever Roe v. Wade was passed, and abortion on demand became the law of the land, killing unborn babies under the law.
[02:43:05.887 --> 02:43:07.688]  Most pastors and churches said nothing.
[02:43:07.988 --> 02:43:16.054]  You know, whenever we started this police state in 2001, and the Orwellians began to take over our government and our states,
[02:43:16.454 --> 02:43:17.714]  And it's been going on ever since 2001.
[02:43:17.834 --> 02:43:20.315]  What have the pastors said about that?
[02:43:20.375 --> 02:43:25.756]  Our liberties are gone, constant surveillance, we've lost our constitutional government, our Fourth Amendment rights, etc.
[02:43:26.096 --> 02:43:27.937]  The pastors have sat back and said nothing.
[02:43:28.097 --> 02:43:34.178]  Alex, the problem is the churches and the pastors of America have sat back and done nothing.
[02:43:34.438 --> 02:43:37.479]  They're scared to death of losing their tax-exempt status.
[02:43:37.919 --> 02:43:43.924]  The globalists have held that over their heads since 1954, and so now we are getting what we deserve.
[02:43:43.944 --> 02:43:45.425]  The chickens have come home to root.
[02:43:45.445 --> 02:43:53.792]  That's right, and notice that right as all this happens, the prosperity, all of it is leaving us, and all that is spreading is corruption.
[02:43:53.872 --> 02:43:55.453]  And I can get being tolerant.
[02:43:55.573 --> 02:43:59.076]  I don't hate anybody, but that's not what was being asked for.
[02:43:59.516 --> 02:44:00.777]  This is a conquering.
[02:44:01.338 --> 02:44:02.439]  This is a takeover.
[02:44:03.319 --> 02:44:03.960]  This is a
[02:44:07.406 --> 02:44:08.187]  Alien attack.
[02:44:09.048 --> 02:44:20.117]  I mean, this is a satanic attack, and I'm not even saying the people that are under this control themselves are bad people, or in their hearts want to be bad, but clearly, you see, it's a takeover.
[02:44:20.257 --> 02:44:21.318]  It never stops.
[02:44:21.378 --> 02:44:22.459]  There's never enough.
[02:44:23.240 --> 02:44:28.361]  It is slavery to follow and do what these people are telling us they want.
[02:44:28.881 --> 02:44:36.463]  And with the whole lifestyle system they're pushing, that just comes with this in history when a society gets ready to collapse.
[02:44:37.323 --> 02:44:42.624]  You know, even lesbian feminists like Camille Paglia gets that.
[02:44:43.064 --> 02:44:47.265]  I mean, this is a historical fact that all of this comes with a collapse.
[02:44:48.680 --> 02:45:02.644]  There's never been a civilization in the history of the world that has officially embraced, promoted, and legitimized the homosexual lifestyle that has survived.
[02:45:03.064 --> 02:45:05.645]  That is simply a matter of historical record.
[02:45:06.545 --> 02:45:09.806]  But in America, I think, what we're looking at here
[02:45:10.487 --> 02:45:11.248]  It's twofold.
[02:45:11.268 --> 02:45:15.591]  We're looking at a spiritual issue with the pastors and the churches unwilling to take a stand.
[02:45:16.131 --> 02:45:22.576]  Number two, we're looking at the abolishment of our fundamental rights under God.
[02:45:23.448 --> 02:45:25.190]  Including the right of conscience.
[02:45:25.930 --> 02:45:30.314]  This is saying you don't have the right to believe a certain way.
[02:45:30.794 --> 02:45:33.416]  You must accept our belief system.
[02:45:33.796 --> 02:45:36.538]  It's more than just, okay, we want equality.
[02:45:36.578 --> 02:45:37.719]  That's not equality.
[02:45:38.180 --> 02:45:41.843]  We demand that you submit your conscience to us.
[02:45:42.203 --> 02:45:43.244]  That's a huge difference.
[02:45:43.464 --> 02:45:49.769]  You know, the American ideal has always been, I may disagree with what you say, but I'll fight to the death for your right to say it.
[02:45:50.659 --> 02:45:53.062]  And that has historically been what America is all about.
[02:45:53.102 --> 02:45:54.743]  It's what the freedom of speech is all about.
[02:45:54.763 --> 02:45:58.066]  It's what the freedom of association and so forth is all about.
[02:45:58.486 --> 02:46:13.040]  But nowadays, these tyrants of the left, these people who want to invoke their ideology upon every area and facet of our lives are saying to us, you don't have the right of conscience.
[02:46:13.540 --> 02:46:14.941]  You don't have the right to believe.
[02:46:15.482 --> 02:46:16.503]  You can't say
[02:46:17.501 --> 02:46:18.282]  This or that.
[02:46:18.502 --> 02:46:31.470]  You know, one of these CNN reporters got up here just recently and said, well now, since the Supreme Court decision, what that means is Judge Napolitano cannot get on television and say the things that he said in the past.
[02:46:32.271 --> 02:46:32.531]  Really?
[02:46:32.551 --> 02:46:40.036]  A Supreme Court justice doesn't have the right to get on public television and voice his opinion about a subject?
[02:46:41.395 --> 02:46:44.659]  Well, that's what this has come down to is... That's how far this has gone.
[02:46:44.799 --> 02:46:49.764]  They flipped from saying it was tolerance to going, no, we're taking over and we're going to arrest you for your speech.
[02:46:50.165 --> 02:46:52.227]  I want to take some phone calls with Pastor Chuck Baldwin.
[02:46:52.588 --> 02:46:53.328]  They're all over the map.
[02:46:53.388 --> 02:46:55.911]  Sherry, Matt, Omega, Dennis, Joshua, we'll go to all of you.
[02:46:55.931 --> 02:46:56.512]  Thank you for holding.
[02:46:56.972 --> 02:47:01.057]  Sherry in Texas, you're up first on the subject of ban everything idea.
[02:47:01.577 --> 02:47:01.898]  Go ahead.
[02:47:02.810 --> 02:47:03.470]  Thank you, Alex.
[02:47:03.851 --> 02:47:12.216]  Yes, in my opinion, this all-or-nothing attitude that keeps coming up, and it has for a long time now, it's exploitation.
[02:47:12.837 --> 02:47:25.945]  And for a purpose, though, it's a way to take what was originally a good idea to take down one flag and use it against the people in order to rile them up and make them vulnerable to violence.
[02:47:26.066 --> 02:47:27.887]  It's like pulling our strings.
[02:47:27.967 --> 02:47:30.248]  It's pushing our buttons and pushing our buttons.
[02:47:30.629 --> 02:47:32.090]  And yes, we can be free.
[02:47:33.150 --> 02:47:35.554]  We don't have to submit to be taken over.
[02:47:36.014 --> 02:47:50.213]  We can let things break down and come back if we are aware that this is all exploitation used against us and to stay away from any kind of knee-jerk reaction.
[02:47:51.374 --> 02:47:58.261]  Absolutely, Sherry, because they want all of us fighting with each other so they exacerbate differences, take away our basic rights, and replace it with faux rights.
[02:47:58.281 --> 02:47:59.201]  Go ahead and finish your comment.
[02:48:16.408 --> 02:48:17.929]  We should never forget where we came from.
[02:48:17.969 --> 02:48:25.451]  The one thing that pushes my buttons the worst is that they took out the racial slurs in Driving Miss Daisy, the movie Driving Miss Daisy.
[02:48:26.732 --> 02:48:35.675]  What those police said to Miss Daisy and her chauffeur were at the very heart of what the whole movie was about and we must never forget.
[02:48:36.155 --> 02:48:36.715]  No, I hear you.
[02:48:36.755 --> 02:48:37.055]  I hear you.
[02:48:37.095 --> 02:48:37.835]  I appreciate your call.
[02:48:37.875 --> 02:48:42.477]  Yeah, they're even removing historical things that did happen that were racist because it might be hurtful.
[02:48:42.497 --> 02:48:44.057]  They're just turning us into jellyfish.
[02:48:44.517 --> 02:48:51.679]  Going back to Pastor Chuck Baldwin before we go back to other calls, I don't know if you've watched the eight-minute video, and that's a shorter version.
[02:48:51.699 --> 02:49:00.201]  There's like 30 minutes of it, and first they denied it was real, and they said it was real, and they said it was okay, she did it, and now they're throwing her under the bus.
[02:49:00.261 --> 02:49:05.262]  But one of the sub-directors of Planned Parenthood, in their medical services head,
[02:49:06.523 --> 02:49:08.985]  You know, on video having a very fancy dinner.
[02:49:09.085 --> 02:49:10.586]  It's a perfect setting for the demon.
[02:49:11.066 --> 02:49:15.971]  Bragging about trying to not chop the babies up too small because they want to keep the torso intact.
[02:49:16.571 --> 02:49:19.133]  Because they can't do a cesarean, it's too obvious to the woman.
[02:49:21.575 --> 02:49:28.621]  We're going to come back and talk about that on the other side and this video of her talking about selling the organs of babies.
[02:49:28.962 --> 02:49:29.842]  We'll be right back.
[02:49:29.862 --> 02:49:30.363]  Stay with us.
[02:49:45.100 --> 02:49:46.082]  We're good to go.
[02:50:19.445 --> 02:50:33.453]  When it comes to heroes, Renegades are mine.
[02:50:34.853 --> 02:50:44.599]  They railed against the crown, Another ragtag man, Declaring independence.
[02:50:47.853 --> 02:50:48.954]  We're free today!
[02:51:10.197 --> 02:51:15.839]  Affordable health insurance was the promise of Obamacare, but for many, the government mandate caused more problems than it solved.
[02:51:15.979 --> 02:51:19.240]  And I want to tell you about a truly affordable alternative, Liberty HealthShare.
[02:51:19.340 --> 02:51:23.602]  Liberty HealthShare bypasses doctor and hospital panels, giving you the freedom to choose.
[02:51:23.622 --> 02:51:30.004]  100% coverage, up to $1 million per year per occurrence, includes dental, vision, pharmacy, and holistic care.
[02:51:30.124 --> 02:51:30.364]  Call 1-800-714-6993.
[02:51:30.384 --> 02:51:30.464]  1-800-714-6993.
[02:51:30.484 --> 02:51:30.664]  1-800-714-6993 today.
[02:51:39.935 --> 02:51:44.117]  All right, so suddenly Walmart, eBay, Amazon, everybody wants to ban the Rebel Flag.
[02:51:44.237 --> 02:51:46.938]  Well, the Rebel Flag is an important part of American history.
