[00:00:00.710 --> 00:00:03.715]  ...already is deeply concerned.
[03:09:35.020 --> 03:09:35.961]  Another win-win.
[03:09:35.961 --> 03:09:39.702]  That's why I'm a member of the Longevity Team at Infowarsteam.com.
[03:09:39.702 --> 03:09:40.943]  And you can be too.
[03:09:40.943 --> 03:09:41.503]  It's simple.
[03:09:41.503 --> 03:09:44.425]  Just go to Infowarsteam.com today.
[03:09:44.425 --> 03:09:46.546]  Complete a short sign-up and you're part of the team.
[03:09:46.546 --> 03:09:49.787]  That's Infowarsteam.com or Infowarshealth.com.
[03:09:49.787 --> 03:09:56.090]  So many people call into my radio show and tell me how Longevity and the products at Infowarsteam.com have changed their lives.
[03:09:56.090 --> 03:09:57.391]  Check it out for yourself today.
[03:10:06.766 --> 03:10:08.428]  All the waiting is over.
[03:10:08.428 --> 03:10:10.890]  The time for preparation has passed.
[03:10:10.890 --> 03:10:12.391]  The battle is now.
[03:10:12.391 --> 03:10:14.012]  The fight for not just U.S.
[03:10:14.012 --> 03:10:21.498]  sovereignty, but national sovereignty and human sovereignty against the scientific dictatorship of the New World Order.
[03:10:21.498 --> 03:10:27.262]  And Donald Trump is our figurehead in the fight for Americanism, not globalism.
[03:10:27.262 --> 03:10:29.044]  It's now Election Day.
[03:10:29.044 --> 03:10:30.965]  Tuesday, November 8, 2016.
[03:10:30.965 --> 03:10:32.766]  And you're listening
[03:10:33.947 --> 03:10:40.031]  Infowars.com, continual live coverage.
[03:10:40.031 --> 03:10:41.392]  We've now passed the halfway mark.
[03:10:41.392 --> 03:10:44.274]  We're gonna be broadcasting right through tomorrow evening.
[03:10:44.274 --> 03:10:45.535]  Let's get ready to rumble.
[03:10:45.535 --> 03:10:49.337]  My high school buddy Shane Steiner is here, shooting buddy as well.
[03:10:49.337 --> 03:10:52.439]  Been training partners with Tim Kennedy coming up with that big fight.
[03:10:52.439 --> 03:10:53.400]  Did you guys get an answer?
[03:10:53.400 --> 03:10:55.101]  Have they aired that piece we taped last week yet?
[03:10:56.596 --> 03:10:58.657]  Because I want to find out from the TV crew if that's happened.
[03:10:58.657 --> 03:10:59.877]  If not, I'm going to air that.
[03:10:59.877 --> 03:11:01.337]  Roger Stone's been here.
[03:11:01.337 --> 03:11:07.159]  He's doing a bunch of media interviews dealing with some court stuff and electioneering that he's covering.
[03:11:07.159 --> 03:11:09.700]  And then he's going to be in studio with us at the end of the hour.
[03:11:09.700 --> 03:11:10.700]  He's going to be here in like 30 minutes.
[03:11:10.700 --> 03:11:12.341]  He'll be with Leanne McAdoo.
[03:11:12.341 --> 03:11:13.921]  And then right through tonight, I'm going to be here.
[03:11:13.921 --> 03:11:15.962]  He's going to be here with us today and tomorrow.
[03:11:15.962 --> 03:11:25.125]  Roger Stone, the master of the dirty trick, the dark art, the most evil Nixon operative ever, Ronald Reagan's evil one, all this BS.
[03:11:25.785 --> 03:11:27.848]  The guy's a straight shooter, that's why they don't like him.
[03:11:27.848 --> 03:11:31.092]  And so he's gonna be here, former head of the Trump campaign.
[03:11:31.092 --> 03:11:32.033]  He's in Austin right now.
[03:11:32.033 --> 03:11:35.817]  His idea to come to Austin, I'm glad he's here, but he knows where the center of the storm is.
[03:11:35.817 --> 03:11:37.680]  And going back to Mark Dicer, but Shane...
[03:11:39.005 --> 03:11:42.106]  Finally, you're always like, you know, for years I'm just driving, driving, never feeling satisfied.
[03:11:42.106 --> 03:11:47.387]  Finally, you were here last week and I said, listen, I can finally sit back and be satisfied because they could kill me next week.
[03:11:47.387 --> 03:11:49.968]  And what we've done has now changed the paradigm, working with everybody else.
[03:11:49.968 --> 03:11:54.109]  It's not about the credit, but we do need to sit back and have a little bit of satisfaction.
[03:11:54.109 --> 03:12:02.252]  Whatever happens with Trump, Americanism, not globalism, how we're sold out the Chinese, how we're screwed, the WikiLeaks, the special interests, they're in full retreat.
[03:12:02.252 --> 03:12:03.152]  Mainstream media
[03:12:03.952 --> 03:12:07.975]  Literally, newspapers have had a 97.5% drop in revenue in the last quarter.
[03:12:07.975 --> 03:12:11.398]  They're in free fall, cardiac arrest, mainstream media is over.
[03:12:11.398 --> 03:12:14.140]  I mean, they are negative now, not just 6%.
[03:12:14.140 --> 03:12:15.281]  They're negative.
[03:12:15.281 --> 03:12:21.766]  We really should have a victory lap here, because folks need to know, if they're dumb enough to steal this from Trump, they really deserve what happens.
[03:12:21.766 --> 03:12:24.468]  If they were smart, they'll let him win, then try to sabotage.
[03:12:24.468 --> 03:12:28.270]  But let me tell you, you look at those tottering mental patients, Bill and Hillary,
[03:12:29.346 --> 03:12:30.868]  Those dumb bastards can't help it.
[03:12:30.868 --> 03:12:33.010]  In fact, here's the breaking news.
[03:12:33.010 --> 03:12:36.193]  We've got to get this out everywhere on Facebook, Twitter, you name it.
[03:12:36.193 --> 03:12:37.174]  This is huge.
[03:12:37.174 --> 03:12:41.878]  Not just vote flipping in Florida and Texas and PA, Dredge is reporting on that.
[03:12:41.878 --> 03:12:45.121]  Infowars report Reuters polls shows
[03:12:46.403 --> 03:12:47.704]  Showing huge Trump surge.
[03:12:47.704 --> 03:12:48.705]  Again, report.
[03:12:48.705 --> 03:12:52.329]  Reuters polls poll showing huge Trump surge.
[03:12:52.329 --> 03:12:56.273]  Polls disappear showing major Hillary collapse among likely voters on election day.
[03:12:56.273 --> 03:12:58.175]  So, they did some real polling.
[03:12:58.175 --> 03:13:01.678]  It showed him turbo-surging, which is all the other scientific polls.
[03:13:01.678 --> 03:13:03.640]  Folks, corporations do real polls.
[03:13:03.640 --> 03:13:04.942]  The internal polls you never hear about.
[03:13:05.762 --> 03:13:08.123]  Yeah, RealClearPolitik gets access to hundreds of them a day.
[03:13:08.123 --> 03:13:15.966]  They show him from 2 to 4 to 5 to 6 to 8 point leads in the battlegrounds to surging another 3-4 points yesterday.
[03:13:15.966 --> 03:13:19.888]  The word is there's another 5 point surge about to happen today.
[03:13:19.888 --> 03:13:20.748]  We're in the middle of it.
[03:13:20.748 --> 03:13:21.328]  It's trending.
[03:13:21.328 --> 03:13:22.649]  Two more points already.
[03:13:22.649 --> 03:13:23.749]  Three more points.
[03:13:23.749 --> 03:13:24.530]  Tsunami.
[03:13:24.530 --> 03:13:26.731]  It makes Reagan's landslide look like a
[03:13:30.633 --> 03:13:44.943]  Well, I mean, still, you're going to see that the polling is going to be extremely close because they've already kind of, I think, conditioned us.
[03:13:44.943 --> 03:13:50.908]  But, you know, you said you didn't want to brag the other day, but I think that you should really take a victory lap because
[03:13:52.014 --> 03:13:54.815]  Like, I remember you doing this in high school.
[03:13:54.815 --> 03:14:01.639]  And, I mean, I saw you from day one talking about this, trying to, to, uh, you first started trying to open my eyes.
[03:14:01.639 --> 03:14:05.040]  And, uh, man, I'll tell you, it was such scary stuff to me back then.
[03:14:05.040 --> 03:14:11.763]  Like, I, I was like that guy that looks out the window and sees the plane engine on fire and then just shuts the window and, you know, tries to pretend like it's not happening.
[03:14:11.763 --> 03:14:14.705]  I mean, I remember we were in a couple of classes together and finally, we'd always hang out and talk.
[03:14:14.705 --> 03:14:16.706]  And finally, like, you know, today I'm going to sit over here, Alex.
[03:14:17.446 --> 03:14:20.248]  Stop showing me books about the Nazis that are hidden in South America.
[03:14:20.248 --> 03:14:22.929]  I just want to go out with some girls.
[03:14:22.929 --> 03:14:27.811]  And if you ask me to go out to barbecues with some girls, I'll be talking to you like, Alex, you're running the girls' offices.
[03:14:27.811 --> 03:14:30.893]  Stop talking about the New World Order for a minute.
[03:14:30.893 --> 03:14:32.934]  It was scary, and people dismissed it.
[03:14:32.934 --> 03:14:37.316]  And they've been dismissing you for the longest time because it just sounds so crazy.
[03:14:37.316 --> 03:14:43.120]  But the more often that you've been right, and then we've got more people like Mark.
[03:14:43.120 --> 03:14:44.660]  Mark, I'm a huge fan.
[03:14:44.660 --> 03:14:45.381]  Love your videos.
[03:14:46.201 --> 03:14:52.043]  Oh yeah, my personal trainer, half the time he trains me like four days a week, I go, dude, turn off the Mark Dice video, okay?
[03:14:52.043 --> 03:14:52.343]  Train me.
[03:14:52.343 --> 03:14:58.044]  You know, I'll tell you, I still can't figure out if the most hilarious things I've seen are the scariest.
[03:14:58.044 --> 03:15:01.625]  I mean, it's like, I'm laughing and then I'm just completely mortified.
[03:15:01.625 --> 03:15:05.026]  And he's not doing this to be mean, he's showing what we've turned into.
[03:15:05.026 --> 03:15:13.488]  And this is supposed, you're interviewing what's supposed to be the intellectuals, the well-informed voter that we all keep hearing about.
[03:15:14.128 --> 03:15:23.091]  And, you know, the people that vote like I do are the non-intellectual, you know, didn't graduate from high school, that kind of stuff.
[03:15:23.091 --> 03:15:25.191]  But these, I mean, they don't even know who won the Civil War.
[03:15:25.191 --> 03:15:27.012]  They don't even know who was in the Civil War.
[03:15:27.012 --> 03:15:27.972]  That was just, you know.
[03:15:27.972 --> 03:15:34.854]  Well, I knew about Nazis in South America because my grandfather worked for oil companies, was a leasehound and a manager, and he'd been in World War II as a fighter pilot.
[03:15:34.854 --> 03:15:36.555]  My other grandfather was a B-17 pilot.
[03:15:36.555 --> 03:15:38.415]  They both almost died in World War II.
[03:15:38.415 --> 03:15:39.876]  And I remember just hearing when I was a little kid going,
[03:15:40.576 --> 03:15:51.804]  I was out there in New Mexico, that federal land lease, getting them oil wells in, that god damn Nazi talking crap, and this old boy, we had broke his jaw, those smart ass Germans, I'll kill them son of a bitches!
[03:15:51.804 --> 03:16:00.590]  And you know, he was German himself, Hammond, but the whole point was, is that, and I remember my mom going, he's a little, he's a little eccentric, your grandfather, but no, it was all true!
[03:16:00.590 --> 03:16:04.253]  And we, that's why they finally shipped them assholes down to South America!
[03:16:04.913 --> 03:16:09.214]  So, I was only telling people everything I heard from my grandfather, but that's why you listen to old folks, folks.
[03:16:09.214 --> 03:16:10.074]  They've seen it.
[03:16:10.074 --> 03:16:11.855]  Now, my mom was nice, but she was the untrendy.
[03:16:11.855 --> 03:16:14.475]  She's like, he's a little eccentric.
[03:16:14.475 --> 03:16:18.036]  It's funny, it's like I always thought that I knew more than my parents.
[03:16:18.036 --> 03:16:25.358]  And, you know, especially because I was in school and, you know, they kind of teach you in school that, you know, you're the one that are educated now.
[03:16:25.358 --> 03:16:27.898]  You're smarter than your parents.
[03:16:27.898 --> 03:16:33.760]  And I figured out real quick that I will never be smarter than my parents, that there's something about just
[03:16:34.588 --> 03:16:35.568]  You know, putting in the time.
[03:16:35.568 --> 03:16:38.230]  Well, they'll be as smart as they were after they're gone, but you've hit that plane.
[03:16:38.230 --> 03:16:38.850]  Exactly.
[03:16:38.850 --> 03:16:42.212]  Like, whatever potential smarts you have, it just intensifies if you have knowledge.
[03:16:42.212 --> 03:16:43.852]  Exactly.
[03:16:43.852 --> 03:16:44.613]  Mark, I'm ranting here.
[03:16:44.613 --> 03:16:44.833]  Go ahead.
[03:16:45.552 --> 03:16:52.433]  Yeah, I've done a couple of interviews that are with senior citizens and to contrast the younger generations with the senior citizens.
[03:16:52.433 --> 03:17:02.115]  And it's astounding to talk to 70, 80 year old, 90 year old people sometimes I would bump into on the beach and to contrast their statements with the younger generations.
[03:17:02.115 --> 03:17:05.456]  And you're right, it's horrifying to see my videos.
[03:17:05.456 --> 03:17:13.417]  It's depressing sometimes, but it needed to be shown what these people think or what they don't think or what they're willing to do.
[03:17:14.181 --> 03:17:14.601]  I don't think so.
[03:17:24.684 --> 03:17:27.386]  Hillary, it was pretty difficult.
[03:17:27.386 --> 03:17:29.848]  I'll tell you, it was almost impossible.
[03:17:29.848 --> 03:17:39.216]  And two of my petitions for Hillary Clinton to repeal the Bill of Rights and to put Karl Marx on as her vice presidential running mate, those were shot a year ago.
[03:17:39.216 --> 03:17:42.679]  And so, this was before all the dirt about Hillary Clinton.
[03:17:42.679 --> 03:17:44.601]  But you've gone out since and you've found the same finding?
[03:17:46.198 --> 03:17:53.207]  It was, it's very, very, nobody under 30 out here in the college town in Southern California, Pacific Beach, would support Hillary Clinton.
[03:17:53.207 --> 03:18:01.259]  And that's why yesterday's video, which made the Drudge Report and made Infowars.com, was me just asking women, how come you hate Hillary Clinton?
[03:18:01.259 --> 03:18:02.721]  Let's just find out, let's talk to women.
[03:18:03.021 --> 03:18:04.502]  We found the same thing in Austin.
[03:18:04.502 --> 03:18:08.443]  So with Obama, everybody wants to take on this guilt that white people are bad.
[03:18:08.443 --> 03:18:09.324]  Whatever, do whatever you want.
[03:18:09.324 --> 03:18:12.285]  The point is, you know, if you didn't do something yourself, don't take the guilt.
[03:18:12.285 --> 03:18:15.447]  But with her, I don't think this woman factor is playing, especially with women.
[03:18:15.447 --> 03:18:19.048]  There's something about women that they're meaner to other women than they are to men.
[03:18:19.048 --> 03:18:22.490]  I don't think it's going to go too well when she tries to claim this, you know, I'm with her deal.
[03:18:23.416 --> 03:18:33.104]  And she's not really a woman, she's just an evil, she's really the, a character of an evil stepmother in the most horrific horror movie you can possibly imagine.
[03:18:33.104 --> 03:18:37.248]  Irene, let me ask Donna this question then and bring it back to Mark, because Mark's written, I don't know, five books on the occult?
[03:18:37.248 --> 03:18:42.953]  A lot of it is republished books that, you know, he's added in, uh, forwards to on admissions of what they're up to.
[03:18:42.953 --> 03:18:44.014]  What is this obsession?
[03:18:44.014 --> 03:18:45.015]  Like, I never get tired...
[03:18:46.238 --> 03:18:53.049]  You know, going out on the boat, hanging out, drinking beer, being with the kids, campfire, shooting guns with you guys, you know, our kids hanging out.
[03:18:53.049 --> 03:18:53.790]  When do you let go?
[03:18:53.790 --> 03:18:59.239]  I want to go to a ritual and, you know, have three-year-old kids there and have them drink blood and, you know, screw them.
[03:18:59.239 --> 03:19:01.202]  I mean, where the hell does this come from?
[03:19:02.509 --> 03:19:05.450]  I mean, I like doing all those things too, Alex.
[03:19:05.450 --> 03:19:08.651]  The beer drinking on the boat.
[03:19:08.651 --> 03:19:09.551]  Like it never gets old.
[03:19:09.551 --> 03:19:13.072]  Because you're a wealthy, successful guy.
[03:19:13.072 --> 03:19:14.153]  The whole family's here in Texas.
[03:19:14.153 --> 03:19:15.793]  Yourself and your own businesses are successful.
[03:19:15.793 --> 03:19:17.354]  You don't just go, oh, I'm rich.
[03:19:17.354 --> 03:19:20.014]  Now I need to go out and kill kids.
[03:19:20.014 --> 03:19:21.795]  No, that's never occurred to me, Alex.
[03:19:21.795 --> 03:19:23.135]  No, I know.
[03:19:23.135 --> 03:19:23.736]  That's what I'm saying.
[03:19:23.736 --> 03:19:24.676]  I don't know how.
[03:19:24.676 --> 03:19:27.117]  I mean, Mark Dice, where does this come from is what I'm getting at.
[03:19:27.117 --> 03:19:28.117]  Like, what's wrong with these people?
[03:19:28.986 --> 03:19:31.148]  It literally comes from a spiritual deficiency.
[03:19:31.148 --> 03:19:33.490]  It comes from Satanism.
[03:19:33.490 --> 03:19:43.879]  And, you know, I think my most popular tweet ever, I tweeted out after the spirit cooking revelations that I'm now accepting apologies for those who said I was crazy for saying that the establishment worshipped Satan.
[03:19:43.919 --> 03:19:57.956]  And it was the most liked and retweeted tweet, I think, that I've ever done because a lot of people who maybe have written me off or thought that the talk about Satanism was just crazy, kooky, conspiracy stuff are now starting to take a closer look at it.
[03:19:57.956 --> 03:19:58.978]  Oh, I got the same thing.
[03:19:58.978 --> 03:20:01.181]  It's like, oh my God, we live in a world where Alex Jones is always right.
[03:20:01.181 --> 03:20:02.923]  But I mean, getting back to that, I mean, I bring up...
[03:20:03.283 --> 03:20:07.585]  You're a successful guy, your family's successful.
[03:20:07.585 --> 03:20:29.035]  Most people that are successful are either patriots, just want to hire more people, create more jobs, but then there's the other little small group, mainly liberal rich people, that man, almost to a person, they're into really sadistic stuff, illegal stuff, devil worship, and it's like, it's one thing to be at Halloween and dress up as the devil as a joke, but it's another thing to really go do it.
[03:20:29.895 --> 03:20:32.758]  Well, I mean, I don't really know that many people that are like that.
[03:20:32.758 --> 03:20:35.160]  I mean, first of all, we do OK.
[03:20:35.160 --> 03:20:38.283]  We're not, like, rich by any standards, but... That's right.
[03:20:38.283 --> 03:20:39.084]  You don't have any money.
[03:20:39.084 --> 03:20:44.529]  I'm just saying, but, you know... I'm saying you run around in some wealthy circles, and you're not running any of this.
[03:20:44.529 --> 03:20:46.231]  No, in fact, I've, you know, people...
[03:20:47.552 --> 03:20:50.834]  You know, the left likes to say that people that are... You're right.
[03:20:50.834 --> 03:20:53.797]  You just have some of the biggest housing developments in Texas.
[03:20:53.797 --> 03:20:55.578]  And, you know... Not me.
[03:20:55.578 --> 03:21:06.486]  I didn't... And you're a great... I like the best... I'm just saying that they want to make you think that if you have money that you've stolen that from somebody else, you've done it on somebody else's back.
[03:21:06.486 --> 03:21:06.706]  No!
[03:21:06.706 --> 03:21:08.127]  All you do is hire people!
[03:21:08.127 --> 03:21:15.372]  All the people that I know that are wealthy are some of the best people that I know because you don't... People don't want to do business with somebody who keeps screwing them over.
[03:21:15.572 --> 03:21:16.492]  Well, that's what I'm saying.
[03:21:16.492 --> 03:21:25.256]  There's the paradox of old America, old Texas, where everything is about the fact that you're lucky to get in business with me, because I always do what I say I'm going to do, and I've got the touch.
[03:21:25.256 --> 03:21:26.657]  You know, the four-leaf clover touch.
[03:21:26.657 --> 03:21:28.818]  Then there's, though, all this, I don't want to say East Coast.
[03:21:28.818 --> 03:21:31.599]  People are good on the East Coast, but there's globalists, East Coast.
[03:21:31.599 --> 03:21:32.720]  Skip this break, guys.
[03:21:32.720 --> 03:21:33.060]  Scum.
[03:21:33.940 --> 03:21:46.955]  That are all of, you read the WikiLeaks, it's like, these people are like prolific demons, there's just thousands, I'm gonna screw this person, rob this person, we got little kids coming to the hot tub, I love the devil worship, I'm gonna drink blood, it's like, what the hell's wrong?
[03:21:46.955 --> 03:21:48.798]  I mean, I'm like, hey, let's go on the lake and...
[03:21:49.258 --> 03:21:50.199]  You know, get a hamburger!
[03:21:50.199 --> 03:21:52.321]  Well, I think it's how they've made the money.
[03:21:52.321 --> 03:22:00.368]  I think that if you have a business that makes something or offers something, it's different than if you, I don't know, if you're like a stock market or a hedge fund guy.
[03:22:00.368 --> 03:22:03.771]  It doesn't have to be, you know, that big of a people person.
[03:22:03.771 --> 03:22:05.172]  You're just, you know... See, that's the thing with Trump.
[03:22:05.172 --> 03:22:12.058]  He's got hotels and he's got golf courses and he's got real estate, where it's got to be about quality.
[03:22:12.058 --> 03:22:14.060]  But with the globalists, it's all just hedge fund made up.
[03:22:14.060 --> 03:22:14.820]  Whereas with you, it's
[03:22:15.697 --> 03:22:23.847]  You know, polo club and horses and restaurants and your salary that makes boots and all that world-renowned, you know, going back a hundred years.
[03:22:23.847 --> 03:22:29.434]  And if I start screwing people over or not giving them what they've paid for, they'll stop doing business with me.
[03:22:29.434 --> 03:22:32.118]  And, you know, then you don't, you know...
[03:22:33.837 --> 03:22:37.219]  So it's that old competing system of honor versus treason.
[03:22:37.219 --> 03:22:37.659]  That's right.
[03:22:37.659 --> 03:22:45.384]  And I like the people that I know that are, I know some seriously wealthy people that are like, they drive an old pickup truck.
[03:22:45.384 --> 03:22:50.627]  They're, uh, I mean, they just look like normal everyday people and they're just good people.
[03:22:50.627 --> 03:22:56.270]  And, and, uh, you know, that idea of the, the top hat monocle wearing
[03:22:57.441 --> 03:22:58.822]  Rolls-Royce driving rich guy.
[03:22:58.822 --> 03:23:01.584]  I mean, I don't know any of those.
[03:23:01.584 --> 03:23:02.284]  Well, exactly.
[03:23:02.284 --> 03:23:05.146]  But that's classy people that made their money are like that.
[03:23:05.146 --> 03:23:06.206]  There are the trashy ones.
[03:23:06.206 --> 03:23:09.268]  That's me, Lady Gaga, Jay-Z, Hillary.
[03:23:09.268 --> 03:23:09.969]  And this is a woman.
[03:23:09.969 --> 03:23:11.890]  Anywhere she's at, she steals stuff.
[03:23:11.890 --> 03:23:16.152]  If you have her in your house, she's going to steal something.
[03:23:16.152 --> 03:23:16.633]  Lady Gaga?
[03:23:17.455 --> 03:23:18.997]  No, Hillary.
[03:23:18.997 --> 03:23:21.140]  Lady Gaga's pretty damn bad as well.
[03:23:21.140 --> 03:23:29.070]  And she picked, Hillary picked the most infamous Illuminati puppets to give her the final push in these last days before the election.
[03:23:29.070 --> 03:23:30.552]  Oh yeah, let me ask you about the iconography.
[03:23:30.552 --> 03:23:31.713]  You're an expert on that.
[03:23:31.713 --> 03:23:34.697]  She's clearly wearing a weirdo Nazi outfit at Hillary's event.
[03:23:34.697 --> 03:23:35.098]  What is that?
[03:23:37.082 --> 03:23:46.929]  You know, it's she claims that it's a costume that Michael Jackson was wearing, but it clearly looks like some sort of a high priestess garb.
[03:23:46.929 --> 03:23:56.455]  And in the final days, we saw Hillary being promoted by literally the most infamous, insidious, satanic servants of Hollywood.
[03:23:56.455 --> 03:24:00.558]  It doesn't get any worse than Lady Gaga, Jay-Z and Beyonce.
[03:24:00.558 --> 03:24:05.301]  Jay-Z has rapped about raping women and children in some of his songs.
[03:24:05.301 --> 03:24:06.662]  He wears Olyster
[03:24:07.062 --> 03:24:07.643]  We're good.
[03:24:31.448 --> 03:24:31.588]  I think?
[03:25:01.411 --> 03:25:02.732]  Well, I totally agree.
[03:25:02.732 --> 03:25:08.674]  I mean, Shane and I were never that wild, but, I mean, Shane's like Mr. Churchgoer, Mr. Super Exercise.
[03:25:08.674 --> 03:25:11.415]  This guy's like more straight-laced than a Mormon over here.
[03:25:11.415 --> 03:25:13.176]  And Shane, is your life not better than ever?
[03:25:23.905 --> 03:25:33.208]  Look, I definitely sampled both sides, and when I was out touring, I was, you know, you remember those days.
[03:25:33.208 --> 03:25:35.928]  I was out touring with Brad Paisley and Rascal Flatts.
[03:25:35.928 --> 03:25:38.749]  When you got number one country hits in the nation, there's some wild stuff going on.
[03:25:38.749 --> 03:25:40.110]  But was it fulfilling?
[03:25:40.110 --> 03:25:40.670]  No, it was not.
[03:25:40.670 --> 03:25:43.951]  And that's kind of... I mean, you're a guy that's had number one, number two hits, you quit.
[03:25:43.951 --> 03:25:44.571]  You were successful.
[03:25:45.373 --> 03:25:47.655]  But it wasn't fulfilling, you told me that.
[03:25:47.655 --> 03:26:02.267]  You know, that's the thing, is when I got to the point that I always thought that I wanted to be, and it just was so empty, that's kind of when stuff started going sideways for me, and I kind of had a little meltdown, but... For folks that don't know, I'll call you Shane Steiner, because your family does that, I'm telling you that.
[03:26:02.267 --> 03:26:05.210]  You go by Shane Steiner, but it's Tommy Shane Steiner after your grandpa.
[03:26:05.210 --> 03:26:06.771]  That's what you're known as in country music.
[03:26:06.771 --> 03:26:09.353]  Yeah, I went by my full name in country, but...
[03:26:10.234 --> 03:26:15.520]  I fully think that if I was still out touring that I probably wouldn't even be alive.
[03:26:15.520 --> 03:26:23.107]  So I'm much happier now, you know, not... Well, by the way, I knew Mark was going through this a few years ago because I went through it about 15 years ago.
[03:26:23.107 --> 03:26:24.229]  He was actually kind of bummed out.
[03:26:24.229 --> 03:26:25.870]  He was kind of getting erratic doing stuff.
[03:26:25.870 --> 03:26:27.352]  He was, you know, being a little aggressive.
[03:26:27.352 --> 03:26:28.673]  And I'm acting like I'm some high horse.
[03:26:28.673 --> 03:26:29.694]  I've been through it myself.
[03:26:29.694 --> 03:26:30.075]  I called him up.
[03:26:30.075 --> 03:26:30.895]  I said, listen, dude.
[03:26:31.596 --> 03:26:32.797]  You need to stop worrying.
[03:26:32.797 --> 03:26:39.103]  I said, let me guess, you had a bunch of big TV shows they were going to do, and then they canceled them on you, and now you're feeling like you didn't make it, and you're all bummed out, you should be in the jury.
[03:26:39.103 --> 03:26:39.843]  He goes, well, how do you know that?
[03:26:39.843 --> 03:26:41.205]  I go, because I've been through it.
[03:26:41.205 --> 03:26:42.005]  You don't need them.
[03:26:42.005 --> 03:26:43.507]  Go do your own thing.
[03:26:43.507 --> 03:26:44.728]  You do it because you love people.
[03:26:44.728 --> 03:26:46.369]  That's why you've already been successful.
[03:26:46.369 --> 03:26:48.871]  And don't get manipulated into freaking out.
[03:26:48.871 --> 03:26:52.635]  And I'm not being patronizing, because I've been through it, Mark, and you've now experienced it, right?
[03:26:53.951 --> 03:26:59.216]  Slow and steady wins the race, and I've been in those offices in Hollywood, literally with Hollywood stars.
[03:26:59.216 --> 03:27:01.277]  Oh, I forgot, they asked you to join Lucifer!
[03:27:01.277 --> 03:27:05.461]  Oh yeah, this is the... Shane, did anybody ever ask you to join Lucifer?
[03:27:05.461 --> 03:27:08.704]  No, I never got that call.
[03:27:08.704 --> 03:27:09.645]  We've talked about this before.
[03:27:09.645 --> 03:27:10.966]  Tell the story, yeah, tell the story.
[03:27:11.716 --> 03:27:13.057]  I've been in the offices of Hollywood.
[03:27:13.057 --> 03:27:19.944]  I've been in CNN and most of the major networks, they all have, even the news networks have offices in Hollywood.
[03:27:19.944 --> 03:27:24.949]  So I was doing pitches with a well-meaning production company trying to get a show on the
[03:27:27.792 --> 03:27:35.136]  It's a joke and now I literally, I got so many offers this last six months.
[03:27:35.136 --> 03:27:35.757]  Didn't you notice?
[03:27:35.757 --> 03:27:40.319]  As soon as you didn't want it, I'm not exaggerating, it's just a show how they're nothing.
[03:27:40.319 --> 03:27:41.520]  I don't even get offered anymore.
[03:27:41.520 --> 03:27:44.141]  I used to get offered 10 reality shows a month.
[03:27:44.141 --> 03:27:45.502]  I mean with checks and contracts.
[03:27:45.502 --> 03:27:46.903]  Well you've been offered them.
[03:27:46.903 --> 03:27:47.163]  Yes.
[03:27:47.163 --> 03:27:49.284]  But they wanted you to be an idiot.
[03:27:49.284 --> 03:27:50.405]  You tell that story.
[03:27:50.405 --> 03:27:52.886]  I'm not finishing a sentence as we all talk about this, but go ahead Mark.
[03:27:53.974 --> 03:27:55.435]  Yeah, I don't even really answer them.
[03:27:55.435 --> 03:28:02.761]  I mean, the last phone call that I took from a big production company wanting to have me host a show, I literally got on the phone and I just ranted.
[03:28:02.761 --> 03:28:04.142]  I looked on the phone and it was like two minutes.
[03:28:04.142 --> 03:28:07.505]  I was just telling them all the reasons why I didn't want to work for the mainstream media.
[03:28:07.505 --> 03:28:09.106]  Because they want you to be somebody else.
[03:28:09.106 --> 03:28:11.788]  They want to steal who you are and control you.
[03:28:11.788 --> 03:28:20.595]  It's kind of like Fox News has over 2,000 people as consultants and they tell them finally, you're getting paid 50 grand a year on average to come on a couple times a year.
[03:28:20.595 --> 03:28:22.717]  Stop going on Alex Jones or you're not on Fox.
[03:28:23.197 --> 03:28:25.658]  The truth is, they're not even on Fox.
[03:28:25.658 --> 03:28:28.759]  They do it to control them.
[03:28:28.759 --> 03:28:30.400]  They control what they wear as well.
[03:28:30.400 --> 03:28:39.003]  I mean, we've seen the transformation of Megyn Kelly over the course of the election as they were experimenting with her different looks, her different hairstyles, her different eyelash lengths.
[03:28:39.003 --> 03:28:41.984]  And she has no control over how she does her hair.
[03:28:41.984 --> 03:28:42.624]  Or what she says.
[03:28:43.405 --> 03:28:45.667]  They control what's put on the teleprompter.
[03:28:45.667 --> 03:28:46.727]  You're going to read it.
[03:28:46.727 --> 03:28:49.149]  You can even see people who appear to be well-meaning.
[03:28:49.149 --> 03:28:58.115]  They have to read the teleprompter and you can sort of see it in their face that there is the hand figuratively behind them forcing them to say what it is that they're saying.
[03:28:58.115 --> 03:29:01.858]  And I just want to say this because it's the opposite of bragging about Hollywood.
[03:29:01.858 --> 03:29:08.042]  I have been offered now not just medium-sized roles, some in some big movies, but big starring roles and lots of money.
[03:29:08.923 --> 03:29:10.125]  Just to get me off what I'm doing.
[03:29:10.125 --> 03:29:11.106]  I mean, I know that's what they're doing.
[03:29:11.106 --> 03:29:14.030]  I mean, sure, maybe I think of these movies, but they don't just do that.
[03:29:14.030 --> 03:29:15.632]  And it's like the new Mel Gibson movie.
[03:29:15.632 --> 03:29:16.773]  He's great.
[03:29:16.773 --> 03:29:17.574]  They licensed it.
