[00:00.000 --> 00:19.000]  Crashing through the lies and disinformation it's Alex Jones on the GCN radio network
[1:31:59.400 --> 1:32:04.000]  used since before the days of the roman empire to support the body's natural systems and
[1:32:04.000 --> 1:32:09.840]  enhance overall health introducing the new info wars life dot com oil of oregano formulation
[1:32:09.840 --> 1:32:14.680]  a highly advanced nutraceutical form of this key herb that has been traditionally used
[1:32:14.680 --> 1:32:19.360]  by civilizations for thousands of years to promote health we have now procured the most
[1:32:19.360 --> 1:32:25.840]  high quality and potent forms of oregano oil on the market sourced from top leading manufacturers
[1:32:25.840 --> 1:32:31.400]  to ensure a concentrated level of bioactive ingredients extracted directly from the wild
[1:32:31.400 --> 1:32:36.440]  herb and sealed in easy to use capsules you will no longer need to endure the burning
[1:32:36.440 --> 1:32:41.120]  of liquid oregano on the tongue wild crafted from the Mediterranean oregano species that
[1:32:41.120 --> 1:32:45.320]  experts agree is one of the most powerful and most challenging to acquire this winter
[1:32:45.320 --> 1:32:50.680]  season is more important than ever to secure this true form of oil of oregano now available
[1:32:50.680 --> 1:32:55.640]  in our limited first run and info wars life dot com that's info wars life dot com or call
[1:32:55.640 --> 1:33:13.000]  toll free 8882533139 you're listening to the alex jones show in this present crisis government
[1:33:13.000 --> 1:33:22.000]  is not the solution to our problem government is the problem from time to time we've been
[1:33:22.000 --> 1:33:28.440]  tempted to believe that society has become too complex to be managed by self rule that
[1:33:28.440 --> 1:33:37.160]  government by an elite group is superior to government for by and of the people the alex
[1:33:37.160 --> 1:33:46.560]  jones show because there is a war on for your mind hello me meet the real me by the way
[1:33:46.560 --> 1:33:52.160]  jade helm of the big month plus long secret military operation in 10 states supposedly
[1:33:52.160 --> 1:33:56.480]  ended yesterday we have an article about something that happened during jade helm we never said
[1:33:56.480 --> 1:34:00.720]  it was martial law we said it was training for domestic takeover the media lied about
[1:34:00.720 --> 1:34:06.400]  that that's why they're so discredited but special ops soldiers use rental trucks to
[1:34:06.400 --> 1:34:13.160]  infiltrate and occupy california town nobody suspected a thing that was jade helm info
[1:34:13.160 --> 1:34:21.520]  wars dot com friday the day before the last day of the operations so we're gonna be breaking
[1:34:21.520 --> 1:34:26.520]  that down coming up but i do want to go to your phone calls right now i notice callers
[1:34:26.520 --> 1:34:32.720]  are all over the map all i ask is do you think trumps for real or not for real do you think
[1:34:32.720 --> 1:34:36.800]  it's bold that he's saying hillary should step down and is basically a crook it's very
[1:34:36.800 --> 1:34:43.520]  bold and whether he drops out later or not it is really hurting her and that makes me
[1:34:43.520 --> 1:34:49.280]  a big fan because she's a crook and has been bulletproof politically it needs to stop so
[1:34:49.280 --> 1:34:54.640]  alex and ebbenton wants to talk trump wild marmin wants to talk trump christ wants to
[1:34:54.640 --> 1:35:02.360]  talk trump we've got a bunch of other folks lori wants to talk trump dan wants to talk
[1:35:02.360 --> 1:35:08.240]  trump michael wants to talk trump ronnie wants to talk trump everybody else wants to talk
[1:35:08.240 --> 1:35:14.480]  about ben carson and force inoculations and other stuff and we'll get to you too but
[1:35:14.480 --> 1:35:23.200]  right now alex in edmonton where is edmonton i forget where that's at canada that's in
[1:35:23.200 --> 1:35:29.720]  canada right yeah absolutely in alberta welcome so first caller on the u.s. election is from
[1:35:29.720 --> 1:35:38.440]  the great north what is your take on the trump card well just i i'm remembering when uh when
[1:35:38.440 --> 1:35:42.840]  he's when he was bugging obama to show the birth certificate and then they hauled out
[1:35:42.840 --> 1:35:49.080]  that kind of forgery and then the next day obama kills uh been lawn right like it just
[1:35:49.080 --> 1:35:53.640]  seemed so scripted and everything so i don't know if he's for real i really don't i don't
[1:35:53.640 --> 1:36:01.000]  think he is well i mean clearly the the birth certificate was in six layers and was done
[1:36:01.000 --> 1:36:06.360]  in microsoft word the typewriter font was a computer font so it is a fraud they did a
[1:36:06.360 --> 1:36:11.320]  fraud so obviously so they would divert from the fact that he was from hawaii the son of
[1:36:11.320 --> 1:36:17.120]  a famous communist protographer who he admits he lived with um frank marshall davis that's
[1:36:17.120 --> 1:36:21.680]  why he said in the law review that he was from kenya born there that's why his wife said
[1:36:21.680 --> 1:36:27.040]  that in speeches was so that we would just fight over the fact saying he was from kenya
[1:36:27.040 --> 1:36:31.360]  when the truth it was even worse he was the son of the one of the top kgb agents of the
[1:36:31.360 --> 1:36:37.800]  united states i mean you can't make this stuff up uh so and his mom was you know a porn actress
[1:36:37.800 --> 1:36:43.000]  and the rest of it uh so it's pretty bizarre stuff but i don't think you can blame trump
[1:36:43.000 --> 1:36:47.720]  for being involved in the birth certificate thing but i hear you i i don't trust him i
[1:36:47.720 --> 1:36:53.160]  i think casinos are a very dirty business that said what do you do when he's promoting
[1:36:53.160 --> 1:36:58.640]  stuff that is common sense and what do you do when he starts saying hillary's a crook
[1:36:58.640 --> 1:37:04.280]  that's a game changer and makes me think he might actually be running for president yeah
[1:37:04.280 --> 1:37:08.160]  yeah he i mean he very well could be just because he's such a narcissist and he wants
[1:37:08.160 --> 1:37:12.360]  the power that's definitely a possibility to you right like it's it's weird it really
[1:37:12.360 --> 1:37:19.360]  is it's just that that's just all i was thinking about he just seems first certificate thing
[1:37:19.360 --> 1:37:24.040]  the like you know bug in obama bug in obama and then it was just like when rumsel said
[1:37:24.040 --> 1:37:27.600]  all that money was missing and then the next day the plane had that side of the pentagon
[1:37:27.600 --> 1:37:31.960]  right like it's just the way it comes out in the media cycle it just everything just
[1:37:31.960 --> 1:37:37.880]  seems so scripted rumsel cbs news 2.2 billion's missing or excuse me 2.2 trillion's missing
[1:37:37.880 --> 1:37:44.360]  boom uh 911 happens the next day great point yeah i don't trust trump i am i am impressed
[1:37:44.360 --> 1:37:49.640]  uh and it doesn't look fake to me now and that's why i say i may be wrong that i'm
[1:37:49.640 --> 1:37:54.800]  now gone from 50 50 to like 60 40 and one thing's for sure this is not going to be
[1:37:54.800 --> 1:38:01.080]  a boring election i mean this is popcorn time but we're eating popcorn in our own our own
[1:38:01.080 --> 1:38:05.640]  destruction if this stuff goes wrong thank you alex a great point from canada christin
[1:38:05.640 --> 1:38:12.760]  pennsylvania chris you're on the air go ahead how you doing alex so love live live for liberty
[1:38:12.760 --> 1:38:16.280]  uh i just want to say i just want to give you a quick plug real quick your sunday show is very
[1:38:16.280 --> 1:38:20.120]  powerful if you're a info war subscriber and you listen during the week and you're not
[1:38:20.120 --> 1:38:25.400]  listening to sunday you're missing out uh the point i wanted to make about trump it's it's
[1:38:25.400 --> 1:38:28.760]  like you've been saying that you'll know him by their fruits and i think we're coming to a point
[1:38:28.760 --> 1:38:32.840]  in time where we're really going to see the fruit of trump come to bear now what do we know about
[1:38:32.840 --> 1:38:39.000]  hillary hillary's a criminal okay what do all criminals do they play damage control so it's
[1:38:39.000 --> 1:38:43.160]  going to crystallize right in front of our face because what's going to happen is hillary's going
[1:38:43.160 --> 1:38:48.760]  to play damage control on this now if you see an attack from the hillary clamp that attacks
[1:38:48.760 --> 1:38:55.160]  trump on his character then you know he's the real deal as she pits he pats he puts around it
[1:38:55.160 --> 1:39:00.840]  and tries to keep it buddy buddy then you know that it's all going to come to bear real soon i
[1:39:00.840 --> 1:39:04.360]  would be surprised if we didn't see the fruit in the next two weeks that we're going to see whether
[1:39:04.360 --> 1:39:10.040]  or not if trump is the real deal or not well she's been attacking him on the megan kelly situation
[1:39:10.040 --> 1:39:15.240]  and other issues that's megan kelly that's what you know that's what the mainstream media wanted
[1:39:15.240 --> 1:39:19.160]  that's what fox wanted they wanted sure you're right even if it sounds mean that is a patty cake
[1:39:19.160 --> 1:39:25.000]  issue exactly it's a patty cake issue but if they start going back and forth on the email scandal
[1:39:25.000 --> 1:39:28.920]  it's going to be some fireworks and then we'll know by the fruit that he's with a real deal that
[1:39:28.920 --> 1:39:34.200]  well we'll know he's for real if his helicopter blows up oh excuse me we'll know he's for real
[1:39:34.200 --> 1:39:39.000]  if they blow his airplane up well that's another thing too i don't think if i don't think they'll
[1:39:39.000 --> 1:39:43.560]  blow his airplane up that the reason being is if you were to kill trump right now it's kind of like
[1:39:43.560 --> 1:39:49.160]  if obama was to kill right now god forbid everything that he stands on would just be crystallized
[1:39:49.160 --> 1:39:53.560]  and everybody would just flock over to him that's the only thing that could save obama's agenda would
[1:39:53.560 --> 1:39:58.360]  be for somebody to shoot him the last thing we want is anything to happen to obama absolutely we
[1:39:58.360 --> 1:40:03.720]  and and i think on the flip side of the coin the last thing the democrats would want or liberals in
[1:40:03.720 --> 1:40:09.080]  general would want is that his helicopter blows out the sky because so they're going to try to
[1:40:09.080 --> 1:40:15.960]  assassinate his credibility not his person exactly once you see they assassinate his character and
[1:40:15.960 --> 1:40:20.280]  things of his past they might try to judge up that's how you know by his fruit sees real that's
[1:40:20.280 --> 1:40:25.960]  and that's all right great caller great points let's take one from robert on a candidate i like
[1:40:25.960 --> 1:40:30.520]  who's talked about margaret singer in the nazis and the targeting of black people uh
[1:40:30.520 --> 1:40:35.560]  ben karson but this caller it looks like says that he has a position on forced inoculations
[1:40:35.560 --> 1:40:40.280]  i hope karson isn't for that uh let's find out right now because i like karson i like rand paul
[1:40:40.280 --> 1:40:45.320]  the best but i like karson what i've seen uh i'd love to elect a black president who was a patriot
[1:40:45.320 --> 1:40:50.200]  not a traitor uh that would bring real unity in this country uh robert in georgia what's your take
[1:40:50.200 --> 1:40:56.760]  on karson yeah i i mean again i just want to preface it by saying i don't have any problem
[1:40:56.760 --> 1:41:04.680]  with the color or gender if they were libertarian constitutionalists and yeah i did like ben karson
[1:41:04.680 --> 1:41:12.840]  too but i did find out last week that he he is against or he's poor mandatory vaccinations
[1:41:12.840 --> 1:41:16.760]  well that's a that i don't like him i mean i'll tell you right there it just shows he's stupid
[1:41:16.760 --> 1:41:20.920]  and i don't think he's stupid he comes off as sincere he wants to cut taxes he's against
[1:41:20.920 --> 1:41:27.960]  aborting the babies uh but man i mean forced inoculations that's tyranny yeah yeah i figured
[1:41:27.960 --> 1:41:32.760]  you in where did you where did guys will you search in there ben karson on inoculations
[1:41:32.760 --> 1:41:37.400]  where did you see him say that i mean i believe you but where'd you see it yeah right bark news
[1:41:37.400 --> 1:41:43.480]  and newsmax.com but when you do a google there's a number of them that'll pull up i think cnn
[1:41:43.480 --> 1:41:47.560]  reported on it as well well i missed that yeah there it has been karson no one has the right
[1:41:47.560 --> 1:41:51.720]  to refuse mandatory vaccinations wow what a tyrant because i mean i'll tell you right now
[1:41:52.600 --> 1:41:56.840]  we've never had forced inoculation for a reason there's been so many mishaps so many illnesses
[1:41:56.840 --> 1:42:00.760]  so many side effects they have hundreds of vaccines they want to make mandatory now
[1:42:00.760 --> 1:42:04.600]  you know when i was a kid it was like five or six now it's 40 something they got another 50 they
[1:42:04.600 --> 1:42:10.200]  want to get approved uh these aren't your mama's vaccines either they're so sophisticated and
[1:42:10.200 --> 1:42:14.440]  a lot of them do all sorts of weird things to your actual chemistry they change your brain
[1:42:15.560 --> 1:42:21.480]  man that is just outrageous that he would come out and say that yeah yeah and again i'm not
[1:42:21.480 --> 1:42:26.280]  we're not trying to put you on the spot i just heard no no thanks brother brother there's a reason
[1:42:26.280 --> 1:42:31.720]  we open the phones up i can't keep track of all this stuff and so thank you thank you so much
[1:42:31.720 --> 1:42:37.160]  for the call robert in georgia all right wild mormon you're up next from seattle
[1:42:37.160 --> 1:42:45.960]  then we're gonna go to paul in new mexico james in blunt county tennessee alex in new york paul
[1:42:45.960 --> 1:42:51.880]  lori dan michael ronnie and others info wars dot com forward slash show to find the free
[1:42:51.880 --> 1:42:57.080]  podcast iphone droid apps and the video feed and send that link out to friends and family wake
[1:42:57.080 --> 1:43:04.680]  somebody up today when cells become toxic they die early and aging sets in no one has put together
[1:43:04.680 --> 1:43:10.200]  a formula that focuses directly on brain health nerve growth factors and optimizing your cellular
[1:43:10.200 --> 1:43:16.280]  energy at the same time just one of the key compounds bio pqq is backed by major clinical
[1:43:16.280 --> 1:43:20.920]  studies you want the best that's out there at the lowest price anywhere we now have the synergistic
[1:43:20.920 --> 1:43:28.280]  solution secure your dna force today at info wars life dot com or call toll free 8882533139
[1:43:29.720 --> 1:43:33.400]  brain force is here ladies and gentlemen i've been on this the last few months you probably
[1:43:33.400 --> 1:43:38.280]  notice i've been more focused less brain fog more energy and it's because of brain force there's
[1:43:38.280 --> 1:43:42.040]  always hidden additives in your food even organic food has hidden additives staring at the computer
[1:43:42.040 --> 1:43:46.040]  all day working doing good you're still damaging your brain ultimately we've all been dumbed down
[1:43:46.040 --> 1:43:50.280]  to some degree it doesn't have stimulants it doesn't have garbage in it it has natural things that do
[1:43:50.280 --> 1:43:55.960]  it clean you will find brain force and other game changing products at info wars life dot com
[1:43:55.960 --> 1:44:04.280]  or call 8882533139 most of the info wars radio listening audience is aware of the high quality
[1:44:04.280 --> 1:44:10.040]  affordable firearms available that are made right here in america at hdfirearms.com one of the most
[1:44:10.040 --> 1:44:16.280]  exciting things about hdfirearms.com is the ability to upgrade your ar15 platform today they call it
[1:44:16.280 --> 1:44:23.080]  their low profile platform pvx muzzle brakes proven to help control muzzle rise 6061 billet
[1:44:23.080 --> 1:44:30.600]  material with type 3 hard coding bolt carrier group for 308 and 556 ar's custom kydex holsters
[1:44:30.600 --> 1:44:36.280]  ideal for concealed carry with point 080 thick kydex to ensure durability most competitors
[1:44:36.280 --> 1:44:43.000]  material use point 060 configure yours today at hdfirearms.com and my favorite single stage
[1:44:43.000 --> 1:44:49.960]  trigger a home run upgrade for your ar15 and ar10 platforms find out more at hdfirearms.com today
[1:44:49.960 --> 1:44:59.400]  or call 7704857015 that's hdfirearms.com or call 7704857015
[1:44:59.400 --> 1:45:04.440]  Alex Jones here with a very important news alert for info wars listeners we've confirmed through
[1:45:04.440 --> 1:45:10.040]  our major suppliers attempting to resupply survival shield x2 deep earth crystals that elite
[1:45:10.040 --> 1:45:15.960]  corporations are buying up the supplies all over the world surprises are going up and it's very
[1:45:15.960 --> 1:45:21.560]  hard to secure it we have been able to secure a limited supply of the pure deep earth crystals
[1:45:21.560 --> 1:45:27.640]  and have now been able to produce more survival shield nascent iodine x2 this is the good halogen
[1:45:27.640 --> 1:45:33.400]  this is the opposite of the bad halogens like fluoride now we at info wars life.com are bringing
[1:45:33.400 --> 1:45:41.560]  you the only source of clean pure 99.99 ultra pure deep earth crystals from more than 7000 feet
[1:45:41.560 --> 1:45:46.760]  below the earth surface watch the informational videos at info wars life.com discover how
[1:45:46.760 --> 1:45:52.280]  transformational pure iodine can be for you and your family folks this hidden hype read the reviews
[1:45:52.280 --> 1:46:02.760]  for yourself at info wars life.com or call 8882533139 super male vitality is info wars life.com's
[1:46:02.760 --> 1:46:08.520]  number one selling product for a good reason it works go to info wars life.com today and read
[1:46:08.520 --> 1:46:14.920]  the testimonials for yourself there are thousands of them with an average voting score at an
[1:46:14.920 --> 1:46:23.400]  unprecedented 4.8 it is concentrated herbs and natural organic compounds known to energize the
[1:46:23.400 --> 1:46:28.600]  body's natural processes that are blocked by estrogen mimicers and other toxic elements
[1:46:28.600 --> 1:46:33.880]  in the food chain super male vitality from info wars life.com has sold out multiple times in the
[1:46:33.880 --> 1:46:38.760]  last three months to fix that problem we have now produced the biggest and most concentrated
[1:46:38.760 --> 1:46:43.960]  high quality batch of super male vitality in the product's history our new ultra strength formula
[1:46:43.960 --> 1:46:49.560]  is even stronger check out the third party reviews and informational videos at info wars life.com
[1:46:49.560 --> 1:46:54.840]  now it's time to get your body in balance and fight back i'm alex jones for super male vitality
[1:46:54.840 --> 1:47:05.160]  and info wars life.com and i salute you our supporters you're listening to the alex jones show
[1:47:05.160 --> 1:47:19.560]  crashing through the lies and disinformation it's alex jones on the gcn radio network
[1:47:19.560 --> 1:47:35.000]  final segment and then lord willing i'll be back tomorrow 11 a.m central with the weekday
[1:47:35.000 --> 1:47:41.320]  broadcast then of course there's weeknights 7 o'clock central prisonplanet.tv the nightly news
[1:47:41.320 --> 1:47:47.720]  with our great crew jacari jackson david nightley and macadoon others i also host as well special
[1:47:47.720 --> 1:47:54.680]  reports you get all my films see the nightly news 15 cents a day 595 a month 20 people can use
[1:47:54.680 --> 1:48:00.440]  these membership and helps fund this operation please become a prisonplanet.tv nightly news
[1:48:00.440 --> 1:48:05.640]  member today and if you don't want to spend 595 a month so 20 people can watch it and so we have
[1:48:05.640 --> 1:48:11.400]  a home base that's fine at least share the link to the free feed to the radio slash tv shows
[1:48:11.400 --> 1:48:19.880]  6 days a week and the free iphone android apps and podcast at info wars.com forward slash show
[1:48:20.440 --> 1:48:25.400]  so important to get that link out and to tell locals about the am and fm station
[1:48:25.400 --> 1:48:30.040]  you're listening to right now all right i've got like 10 callers i haven't gotten to yet i'm
[1:48:30.040 --> 1:48:35.480]  going to give each person about a minute wild mormon in seattle what's your take on trump
[1:48:35.480 --> 1:48:42.840]  well uh happy hempfest alex well i say now more than ever that he has to be a show the
[1:48:42.840 --> 1:48:51.080]  way i see it uh he's planned his plan a was to scuttle rand paul and plan b is if he does
[1:48:51.080 --> 1:48:58.040]  actually get elected then to pardon whoever he raised emails that's my view on it so you
[1:48:58.040 --> 1:49:02.920]  don't trust him no matter what which i'm not blaming you was i mean he owns casinos he's got issues
[1:49:02.920 --> 1:49:09.080]  i hear what you're saying but usually the clinton's are in power man they run obama they they've
[1:49:09.080 --> 1:49:13.640]  got the blackmail they've got the files they've been in there for decades they don't want to be
[1:49:13.640 --> 1:49:19.560]  destroyed uh i mean what he's doing uh you know joining the bandwagon i don't see that as a sign
[1:49:19.560 --> 1:49:24.920]  of him being an operative well here's the thing we're entering the end game they're out to take
[1:49:24.920 --> 1:49:29.880]  us all out it really doesn't matter if he shows his teeth now or not and matter of fact if you
[1:49:29.880 --> 1:49:34.600]  look at the way the satanists do they're just rubbing our noses in it and if he does get in
[1:49:34.600 --> 1:49:39.320]  like i said he pardons people and no matter what he doesn't want to be president he could tell
[1:49:39.320 --> 1:49:45.400]  because uh it wasn't until biden decided to get him when hillary started to look untenable
[1:49:45.960 --> 1:49:51.000]  then he started showing his teeth sure as soon as they look like everybody turned against her
[1:49:51.000 --> 1:49:54.600]  and it was safe to jump and he jumped in but i understand that because this is a mafia you're
[1:49:54.600 --> 1:49:59.800]  dealing with um well we're all going to find out i hear you at good points makes me think that's why
[1:49:59.800 --> 1:50:04.360]  i wanted to take the calls and get your perspective and kind of crowdsource the knowledge of the people
[1:50:07.640 --> 1:50:11.000]  we're going to find out though very very very very soon what's really going on here
[1:50:11.800 --> 1:50:19.000]  let's go to who's up next on this subject let's go to lori in alabama thanks for holding
[1:50:19.000 --> 1:50:25.720]  you're on the air you think trumps for real hey alex thanks for taking my call at first
[1:50:25.720 --> 1:50:31.240]  i thought this situation was going to be like a ross burrow situation but the more that i've
[1:50:31.240 --> 1:50:37.880]  listened to him and just let his heart speak he doesn't talk from a teleprompter he's for real
[1:50:37.880 --> 1:50:43.400]  he's in this to win he's a businessman he wants to do what's right for the country he wants to
[1:50:43.400 --> 1:50:49.240]  make america great again and i believe the man's for real well i tell you if he doesn't deliver if
[1:50:49.240 --> 1:50:56.200]  he ends up getting elected or he drops out he's in big trouble no i hear you um i've seen donald
[1:50:56.200 --> 1:51:00.840]  trump on tv i followed him some and he usually is like like a goofball you can tell when he's acting
[1:51:00.840 --> 1:51:07.160]  he looks like he's serious and he looks a little bit not so much freaked out but like he's committed
[1:51:07.160 --> 1:51:15.240]  and that something's going on i'm not sure um i'm not sure but again we're going to find out i
[1:51:15.240 --> 1:51:21.560]  appreciate your call anything else hey uh thanks for thank you thanks for speaking up against this
[1:51:21.560 --> 1:51:27.400]  just what evil was oh yeah well the pope is calling for world government carbon taxes that'll kill
[1:51:27.400 --> 1:51:32.840]  a billion people and he says catholic shouldn't be worried about abortion anymore so i'm sorry i'm
[1:51:32.840 --> 1:51:37.080]  not going to stand against the children i have to criticize this new pope thank you i'm not catholic
[1:51:37.080 --> 1:51:41.560]  i don't ever bash catholics a lot of good catholic people other pups fought against abortion i just
[1:51:41.560 --> 1:51:46.280]  i just don't understand it uh so i gotta stand against it thank you laury uh let's go another
[1:51:46.280 --> 1:51:53.400]  caller here on donald trump uh let's talk to ronnie in texas ronnie you're on the year sir thank
[1:51:53.400 --> 1:52:01.000]  you much uh trump does say uh refreshingly rare political all this again i believe really again
[1:52:01.000 --> 1:52:06.760]  agreeing with your previous caller that it's all part of the hijack dr rand paul cabal you know
[1:52:06.760 --> 1:52:13.160]  the fact that we have every but potential republican candidate running now is not unrelated to this
[1:52:13.160 --> 1:52:18.600]  long-term scheme to sabotage dr rand paul no i know rand paul's for real and he's busy in Haiti
[1:52:18.600 --> 1:52:24.200]  right now doing free eye surgery uh you know a little black kids and getting no attention
[1:52:24.200 --> 1:52:29.160]  well everybody else is eating corn dogs at the you know state fair and trumps landing in his
[1:52:29.160 --> 1:52:36.040]  helicopter still on the show i get it um i just wish rand would get more hardcore on the imploded
[1:52:36.040 --> 1:52:40.520]  borders because if he did that he'd be more popular plus his constitutional i mean it's a
[1:52:40.520 --> 1:52:45.960]  libertarian position to not give people free anchor babies and and free welfare to come here
[1:52:45.960 --> 1:52:51.320]  nobody else does it it's political suicide i appreciate your call i do support rand paul
[1:52:52.120 --> 1:52:59.800]  he's gone from number one to like number three or four because he's got advisors that have allowed
[1:52:59.800 --> 1:53:05.960]  trump to trump him and he's got advisors telling him to attack trump when he should be neutral on it
[1:53:05.960 --> 1:53:10.600]  he should be out trumping trump and i say that because i care about rand paul and know he's for
[1:53:10.600 --> 1:53:15.400]  real and know he'd make a great president then maybe he could have trump as the secretary of uh
[1:53:16.120 --> 1:53:22.360]  of uh the treasury or something thank you so much for that call let's talk about rand paul some
[1:53:22.360 --> 1:53:28.840]  paul into mexico let's talk about rand paul you're on the air yeah i think i got a campaign slogan
[1:53:28.840 --> 1:53:35.640]  for rand paul i don't pay for favors i asked for favors you know in that first debate when chris
[1:53:35.640 --> 1:53:45.160]  christie uh blasted paul for uh for putting up uh the i were 30 minutes after the the whatever he
[1:53:45.160 --> 1:53:50.040]  said something about 30 minutes he posted to his website uh well this is the way to take down chris
[1:53:50.040 --> 1:53:56.440]  christie because um you know so anyways i don't know if you understand what i know but i'm ignorant
[1:53:56.440 --> 1:54:05.080]  of it but i mean i watch the debate but um look rand paul needs to get nationalistic and populistic
[1:54:05.080 --> 1:54:09.240]  and not just sit there and be a policy wonk debating the finer intricacies of an iran deal
[1:54:09.880 --> 1:54:14.920]  people have been dumbed down on average he needs to reach out to those people he's got
[1:54:14.920 --> 1:54:19.960]  intellectual libertarians and conservative supporting him he needs to you know really get
[1:54:19.960 --> 1:54:24.920]  out there and just dominate with incendiary comments that's what it takes because we're in an
[1:54:24.920 --> 1:54:31.880]  incendiary situation we're in an extreme situation thank you paul let's go ahead and talk to dan
[1:54:31.880 --> 1:54:37.960]  and nebraska dan you're on the air thanks for holding very much alex um i had uh i think
[1:54:37.960 --> 1:54:42.280]  trump is a narcissist but i also wanted to talk to you about reverend pinkney and benton harbour
[1:54:42.280 --> 1:54:48.360]  who's being held in prison for uh first amendment exercising his first amendment rights now on on
[1:54:48.360 --> 1:54:53.960]  trump i i think that uh he's doing a lot of good because he's got the gop fighting against each other
[1:54:53.960 --> 1:54:59.320]  so i think that's really good i think he's going to do a lot of damage to both republicans and
[1:54:59.320 --> 1:55:05.720]  hillary clinton before he's done so that's that's all right with me um yeah i mean i don't see him
[1:55:05.720 --> 1:55:11.320]  helping the democrats right now is all i'm saying i don't i don't see it right now i wonderful see
[1:55:11.320 --> 1:55:15.960]  it in the future but i i like that he's taking shots at hillary clinton i tell you about uh
[1:55:15.960 --> 1:55:22.040]  reverend pinkney and benton harbour so who is this this is um uh uh baptist minister he was
[1:55:22.040 --> 1:55:27.800]  organizing um against uh the private privatization of public land and benton harbour
[1:55:27.800 --> 1:55:31.640]  he was working against a whirlpool cooperation in the upton family there okay what happened
[1:55:32.280 --> 1:55:39.640]  it while he was arrested for uh voter fraud they they uh uh said that he falsified information on a
[1:55:39.640 --> 1:55:45.640]  on a ballot petition but this gentleman's been working against uh he will look into it we'll
[1:55:45.640 --> 1:55:51.960]  look into it i promise you dan thank you okay let's go ahead and talk to uh michael michael
[1:55:51.960 --> 1:56:01.800]  in oregon go ahead donald trump donald trump is a narcissist and a uh a businessman mafia i mean
[1:56:01.800 --> 1:56:08.120]  he works at very high levels of business now he's like a mobster he's a tough guy in in business
[1:56:08.120 --> 1:56:12.040]  now what does that mean for us it could be a good thing i don't think for a minute he cares about
[1:56:12.040 --> 1:56:18.200]  the general public but where he sees eugenicist elites are destroying humanity he can see that
[1:56:18.200 --> 1:56:23.320]  would bring down his financial empire yes power he has would diminish so as a self-interested
[1:56:23.320 --> 1:56:28.280]  narcissist he would want to stop that well but i mean listen i think they overuse this
[1:56:28.280 --> 1:56:33.880]  narcissist thing in psychology and say everybody's a narcissist whatever happened to male confidence
[1:56:33.880 --> 1:56:39.880]  in dominance that's normal for the species and so to sit i mean show me someone who's successful
[1:56:39.880 --> 1:56:46.040]  who doesn't have a little bit of the hootspa bravada whatever you call it uh but i hear you
[1:56:46.040 --> 1:56:52.840]  uh and you know uh what you have is fake narcissists that live in their mother's basements and are
[1:56:52.840 --> 1:56:57.960]  delusional about being successful and play video games all day i want to find real people
[1:56:58.520 --> 1:57:03.800]  that that want to empower america and the world and and i agree with you that i think that may
[1:57:03.800 --> 1:57:08.840]  be what's happening with donald trump i absolutely agree with you where do you think all this is
[1:57:08.840 --> 1:57:15.480]  going well unfortunately um i think donald trump is a puppet the same way that isis is a puppet
[1:57:15.480 --> 1:57:20.280]  basically his ego is being played off of by the elite so so he's real and sincere but they still
[1:57:20.280 --> 1:57:24.040]  have a plan for him down the road and i think that maybe what's happening is what the media started
[1:57:24.040 --> 1:57:29.000]  promoting him even as they attacked him but that may blow up in their face because the best laid
[1:57:29.000 --> 1:57:35.560]  plans of mice and men often go awry i'm sorry to alex james and others will be back tomorrow
[1:57:35.560 --> 1:57:41.880]  lord willing 11 a.m central with a weekday edition of the info war great job with the crew
[1:57:41.880 --> 1:57:47.720]  affiliates and sponsors and listeners time's shining off until tomorrow info wars dot com
[1:57:47.720 --> 1:58:13.560]  we'll see you there
