[00:00:04.375 --> 00:00:05.997]  Here we are.
[03:01:10.454 --> 03:01:12.115]  And it's meant to make white people racist.
[03:01:12.115 --> 03:01:13.215]  It's meant to put people in groups.
[03:01:13.215 --> 03:01:18.838]  It's meant to destroy the real liberal, egalitarian Christian system.
[03:01:18.838 --> 03:01:28.922]  Racism, the marginalization and or oppression of people of color based on a socially constructed racial hierarchy that privileges white people.
[03:01:29.542 --> 03:01:41.369]  And that's the definition they're giving America to then dismantle America and the capitalist system for the middle class, telling brown people, you can't be the middle class, which is the ultimate form of actual racism.
[03:01:41.369 --> 03:01:42.429]  Seriously evil.
[03:01:42.429 --> 03:01:46.551]  This just got changed yesterday.
[03:01:46.551 --> 03:01:49.073]  And there you go, ladies and gentlemen.
[03:01:49.073 --> 03:01:52.575]  So they're getting rid of tribalism and real terms like that and sectarianism.
[03:01:53.916 --> 03:01:59.619]  Because racism is really just a term for that based on skin color, tribalism based on skin color.
[03:01:59.619 --> 03:02:05.863]  And now they're moving towards just saying being white is inherently bad, as they now teach everywhere.
[03:02:05.863 --> 03:02:11.407]  So you are getting Brian Festa, who's fighting this with WeThePatriotsUSA.org.
[03:02:11.407 --> 03:02:12.547]  Got a few minutes left here.
[03:02:12.547 --> 03:02:15.189]  Tell folks what you're discovering in your lawsuits about critical race theory.
[03:02:17.071 --> 03:02:22.936]  Well, this one that I just told you about in Connecticut was the most shocking one I've seen.
[03:02:22.936 --> 03:02:27.400]  It's loud and county all over again, but almost to another level.
[03:02:27.400 --> 03:02:39.110]  There's elements in here, not only, like I said, the sexual assault, there's also sex education curriculum, really disgusting stuff that was being given and shown to kids in the school.
[03:02:39.110 --> 03:02:40.631]  That's going to be an element as well.
[03:02:41.131 --> 03:02:41.572]  I think so.
[03:02:57.365 --> 03:02:58.566]  That's what he said.
[03:02:58.566 --> 03:03:02.568]  Now, I don't know what that means, but he said he purchased $6,000 worth of Abraham X Kendi's book
[03:03:21.196 --> 03:03:27.465]  Yeah, this is America's evil.
[03:03:27.465 --> 03:03:28.887]  White people are inherently bad.
[03:03:28.887 --> 03:03:30.390]  America must be gotten rid of.
[03:03:30.390 --> 03:03:35.317]  So this is America killing poison, being injected by the establishment right into our children's minds.
[03:03:36.733 --> 03:03:43.696]  Absolutely, and he purchased that for every staff member in the district, including kindergarten teachers, K-12.
[03:03:43.696 --> 03:03:44.236]  Okay?
[03:03:44.236 --> 03:03:48.538]  So he wants them to be reading this so they can implement this in their curriculum.
[03:03:48.538 --> 03:03:49.038]  How sick is that?
[03:03:49.038 --> 03:03:51.359]  And the Pentagon is force-feeding this to the troops.
[03:03:51.359 --> 03:03:52.760]  I mean, this is just so criminal.
[03:03:54.139 --> 03:03:54.860]  It is.
[03:03:54.860 --> 03:03:56.322]  We have to put a stop to this.
[03:03:56.322 --> 03:03:58.144]  Listen, this is what I'm always telling people.
[03:03:58.144 --> 03:04:02.569]  We have to race to the courts to create good precedent before they create bad precedent.
[03:04:02.569 --> 03:04:05.552]  Because once they create bad precedent, we're done for decades, folks.
[03:04:05.552 --> 03:04:07.394]  Look what happened in Roe v. Wade, alright?
[03:04:07.394 --> 03:04:07.614]  That was 1973.
[03:04:09.585 --> 03:04:11.526]  And look at what we're still dealing with now.
[03:04:11.526 --> 03:04:13.546]  And it turns out that that baby never even died.
[03:04:13.546 --> 03:04:15.126]  That was a false flag.
[03:04:15.126 --> 03:04:16.607]  Unbelievable!
[03:04:16.607 --> 03:04:22.348]  The new definition of racism, being white, ADL, Declaration of War Against America.
[03:04:22.348 --> 03:04:25.149]  The closest thing to the Nazis in America, folks, is the ADL.
[03:04:25.149 --> 03:04:26.189]  Very shameful.
[03:04:26.189 --> 03:04:28.910]  Do not represent wonderful Jewish Americans and others.
[03:04:28.910 --> 03:04:33.491]  They are just a leftist, Marxist-Leninist, globalist organization to destroy this country.
[03:04:33.491 --> 03:04:34.871]  Absolutely unbelievable.
[03:04:34.871 --> 03:04:36.872]  All right, Brian Festa, thank you so much, sir.
[03:04:37.833 --> 03:04:39.915]  Thank you, Alex, and I hope to talk to you again.
[03:04:39.915 --> 03:04:42.176]  We'll have some great updates coming back soon.
[03:04:42.176 --> 03:04:43.978]  wethepatriotsusa.org.
[03:04:43.978 --> 03:04:44.438]  Yes, sir.
[03:04:44.438 --> 03:04:49.982]  Please join our other shows, American Journal with Harrison Smith, weekday mornings at 8 a.m., and The War Room, 3 p.m.
[03:04:49.982 --> 03:04:50.563]  Central.
[03:04:50.563 --> 03:04:58.969]  The General Flynn interview is straight ahead.
[03:04:58.969 --> 03:04:59.910]  This is a great sponsor.
[03:05:00.640 --> 03:05:06.104]  We have one of the best deals you're going to find out there on a high-quality, high-rated satellite phone.
[03:05:06.104 --> 03:05:10.688]  You can't be tracked, you can't be traced, and it'll work anywhere in the world where you can see the sky.
[03:05:10.688 --> 03:05:15.071]  You can also buy cheap antennas and things for in your car or in your house that also are on the site.
[03:05:15.071 --> 03:05:16.973]  Infowarsphone.com.
[03:05:16.973 --> 03:05:18.474]  That's just a site that takes you to these folks.
[03:05:18.474 --> 03:05:21.276]  They supply the board for everybody with their systems as well.
[03:05:21.276 --> 03:05:25.940]  They're amazing folks, and you get a free phone, a $650 value, absolutely free, at Infowarsphone.com.
[03:05:29.522 --> 03:05:31.704]  Smartphones are always tracking everything you do.
[03:05:31.704 --> 03:05:32.164]  These aren't.
[03:05:32.164 --> 03:05:34.146]  And the calls are free when folks call you.
[03:05:34.146 --> 03:05:38.929]  You just pay $99.95 a month for your minutes, 150 minutes.
[03:05:38.929 --> 03:05:40.110]  So the calls here are free.
[03:05:40.110 --> 03:05:41.271]  Works like a regular cell phone.
[03:05:41.271 --> 03:05:42.572]  You're not being tracked or traced.
[03:05:42.572 --> 03:05:43.873]  And I keep one in my car.
[03:05:43.873 --> 03:05:45.714]  I've given them to my parents as gifts.
[03:05:45.714 --> 03:05:48.116]  Way out in the middle of nowhere where regular phones don't work, they work.
[03:05:48.116 --> 03:05:48.937]  Infowarsphone.com or 941-955-1020.
[03:05:48.937 --> 03:05:50.198]  941-955-1020 and ask the Alex Jones Special.
[03:06:12.000 --> 03:06:27.687]  Worst case scenario in this case, as I started to look at this build up in this what I call road to war, is this movement where you start to talk about nuclear weapons and people that are talking about World War Three.
[03:06:27.687 --> 03:06:32.509]  I mean, this is not going to be some, you know, movie, right?
[03:06:32.509 --> 03:06:37.031]  This is real.
[03:06:37.031 --> 03:06:39.092]  And in a World War Three scenario,
[03:06:39.884 --> 03:06:55.108]  World War Three scenario, which people in Washington, D.C., people in the legislative branch, some of these senators, some of these members of Congress, some of these people in the National Security Council, some of these think tankers, they are all like beating the drums like we should be ready to go.
[03:06:55.108 --> 03:06:55.648]  We should go.
[03:06:55.648 --> 03:06:57.408]  No, no.
[03:06:57.408 --> 03:06:59.029]  Take a deep breath, everybody.
[03:06:59.029 --> 03:07:05.050]  I think that we are going to see and I expect something again, another distraction.
[03:07:05.050 --> 03:07:07.031]  You know, some I really do.
[03:07:07.031 --> 03:07:08.751]  I expect because of what was staged.
[03:07:09.872 --> 03:07:17.738]  On January 6th and what was staged up in Michigan to kidnap, you know, the fake kidnapping of the governor up in Michigan, Whitmer.
[03:07:17.738 --> 03:07:19.559]  I think we're going to see staged events.
[03:07:19.559 --> 03:07:20.060]  I really do.
[03:07:20.060 --> 03:07:22.522]  I mean, I really do think that do not put past
[03:07:23.197 --> 03:07:41.885]  This administration, with their, you know, their thugs in some cases that they have access to, do not put it past them to stage something and then declare some type of national emergency in order to further shut down aspects of our freedoms.
[03:07:41.885 --> 03:07:42.986]  I mean, I believe that.
[03:07:42.986 --> 03:07:47.768]  So, you know, and I tell that to people and I'm telling it to you and I'm telling it to your audience.
[03:07:47.768 --> 03:07:51.810]  You know, in 30 seconds, it has to do with this beautiful country that my father
[03:07:52.270 --> 03:07:59.418]  It was a World War II and Korea War veteran and my mother who decided to have nine children, thank God.
[03:07:59.418 --> 03:08:08.128]  They handed my family, my generation, our generation, Alex, a beautiful country on a silver platter and said, you know, go forth and do good.
[03:08:08.128 --> 03:08:09.049]  Be good to others.
[03:08:09.827 --> 03:08:13.168]  And, uh, and work hard and you'll be, you'll have a good life.
[03:08:13.168 --> 03:08:15.849]  And we, our generation has screwed this up.
[03:08:15.849 --> 03:08:20.390]  And so when I look at my children and my grandchildren, especially, that's my long game.
[03:08:20.390 --> 03:08:22.151]  So pay attention, people.
[03:08:22.151 --> 03:08:24.471]  Discover, learn, read, do whatever you got to do.
[03:08:24.471 --> 03:08:31.413]  And, uh, and, you know, and follow this great show because Alex has been right on for a, over a decade.
[03:08:31.413 --> 03:08:32.513]  InfoWars.
[03:08:32.513 --> 03:08:33.714]  Tomorrow's news.
[03:08:33.714 --> 03:08:33.994]  Today.
[03:08:47.921 --> 03:08:49.047]  InfoWars.
[03:08:49.047 --> 03:08:50.234]  Tomorrow's news.
[03:08:50.234 --> 03:08:50.596]  Today.
[03:08:53.365 --> 03:08:58.468]  Well, he doesn't need any introduction on this Friday, January 28th broadcast.
[03:08:58.468 --> 03:09:05.793]  He's General Flynn, former head of the Defense Intelligence Agency, former top advisor, national security advisor to President Trump.
[03:09:05.793 --> 03:09:10.176]  And of course, a embattled individual in the fight for this Republic.
[03:09:10.176 --> 03:09:16.060]  He wrote a very important article that I saw widely syndicated exclusive from General Flynn.
[03:09:16.060 --> 03:09:19.322]  Biden might get hundreds of millions killed over Ukraine.
[03:09:19.322 --> 03:09:23.065]  And then Biden was in the news last night with statements like brace for impact.
[03:09:23.505 --> 03:09:24.866]  Absolutely, Alex, and thanks so much for having me.
[03:09:51.132 --> 03:09:52.372]  And you have a great audience.
[03:09:52.372 --> 03:09:56.114]  And I want to just thank that your terrific audience for supporting me.
[03:09:56.114 --> 03:09:57.434]  So thank you.
[03:09:57.434 --> 03:09:58.235]  Well, absolutely, sir.
[03:09:58.235 --> 03:10:00.495]  We love the great work you're doing for this Republic.
[03:10:00.495 --> 03:10:03.516]  So so please get into this editorial that came out a few days ago.
[03:10:03.516 --> 03:10:16.321]  And then since then, a lot has developed what you really think is happening, because I'm not a military mastermind like you, but it looks to me like Biden is trying to distract from all of his problems here at home by trying to start some type of proxy war with Russia.
[03:10:17.859 --> 03:10:28.906]  I mean, these are people that are masters of distraction in the White House today, and in running our government, running our intelligence agencies, running our Department of Defense.
[03:10:28.906 --> 03:10:35.210]  So the reason why I wrote that article is because when I look at Russia, you know, Russia has really three big problems.
[03:10:35.210 --> 03:10:39.633]  They have a historic problem, they have a geographic problem, and they have a cultural problem.
[03:10:40.254 --> 03:10:59.262]  And when you have this historic problem, which is really Europe and NATO, and this continued encroachment, I mean, I really think that we have to take, you know, sort of a step back and look at the historical perspectives that we are all facing, and particularly in the decision-making when it comes to the potential for going to war.
[03:10:59.262 --> 03:11:07.425]  When you have nuclear powers, you know, vis-a-vis Russia and the United States of America, at a potential, you know,
[03:11:08.131 --> 03:11:08.792]  We're good to go.
[03:11:24.910 --> 03:11:33.639]  And I think that a couple of weeks ago, probably, I'd say a month ago, Putin probably wasn't where he's at, but he has seen such weakness in Biden.
[03:11:33.639 --> 03:11:37.703]  And, you know, I think there's so many things that we have to take into perspective here.
[03:11:37.703 --> 03:11:44.509]  So, you know, the recent phone call by the White House, by Biden, to Ukraine President
[03:11:45.490 --> 03:11:51.614]  I think that, you know, we have to understand what kinds of things they discuss, and there'll be bits and pieces that'll come out of that.
[03:11:51.614 --> 03:11:56.297]  But we're really talking about the standoff between the United States and Russia.
[03:11:56.297 --> 03:12:01.900]  And this is really, to me, to me, strategically, this is really a European problem right now.
[03:12:01.900 --> 03:12:05.122]  I'm not, you know, we, that's why I'm, that's why I'm getting ready to go to
[03:12:05.663 --> 03:12:05.763]  Yeah.
[03:12:17.759 --> 03:12:20.461]  I think we can talk about Germany.
[03:12:20.461 --> 03:12:23.703]  We can talk about some of the issues with where the Germans stand.
[03:12:23.703 --> 03:12:26.285]  I mean, this is a really very, very serious time.
[03:12:26.285 --> 03:12:36.811]  I wrote that article because I wanted people to understand who read it, that we are talking about the potential for nuclear powers and this increasing rhetoric about going to war.
[03:12:36.811 --> 03:12:37.612]  I've seen people that
[03:12:38.192 --> 03:12:38.913]  We're good to go.
[03:13:01.788 --> 03:13:03.690]  Uh, as much as Russia needs to resolve this.
[03:13:18.883 --> 03:13:30.859]  Putin talks about how we need to become Christian in America, Russia needs to become Christian, Putin says we need to have children, we need family values, and is not trying to expand its borders, while China, it seems, has taken over the world.
[03:13:30.859 --> 03:13:34.985]  You were one of the main architects that convinced, I think one of the few good things Obama did,
[03:13:35.625 --> 03:13:39.370]  But you're credited with convincing Obama and others to pivot towards China.
[03:13:39.370 --> 03:13:43.575]  Now it's clear that China is expansionist.
[03:13:43.575 --> 03:13:49.242]  Why do we see this move away from confronting China and confronting Russia?
[03:13:50.546 --> 03:14:09.536]  Well, I think that there's a lot of reckoning that has to take place, and I think the world of journalism could do some more investigations when it comes to, because we're not, you know, maybe we want to talk a little bit about, you know, Hunter Biden and Burisma and Hunter Biden and the CCP and the intelligence community of the Chinese.
[03:14:09.536 --> 03:14:09.716]  Yes, sir.
[03:14:09.716 --> 03:14:10.576]  Take us wherever you want.
[03:14:10.576 --> 03:14:11.217]  You've got the floor.
[03:14:11.217 --> 03:14:12.677]  Tell us.
[03:14:12.677 --> 03:14:13.418]  Big, big deal.
[03:14:13.418 --> 03:14:19.521]  So, you know, there is this focus, this over-focus on Russia and always has been, particularly from
[03:14:20.120 --> 03:14:26.885]  Those left-leaning institutions in this country, and basically away from China, the sharks
[03:14:28.759 --> 03:14:34.600]  In the water right now, smell blood when it comes to the stupidity of the foreign policy of this administration.
[03:14:34.600 --> 03:14:37.141]  So again, I'm going to go back to Russia.
[03:14:37.141 --> 03:14:39.061]  Russia has three principal problems.
[03:14:39.061 --> 03:14:42.782]  Historic, I just mentioned Europe, and the historic problems with Europe.
[03:14:42.782 --> 03:14:46.883]  They have a geographic problem with China, and they know it, and they have to deal with it.
[03:14:46.883 --> 03:14:52.565]  We're talking eight time zones in Russia, and a lot of it touches on their border with China.
[03:14:52.565 --> 03:14:54.265]  That geographic border has a lot of
[03:14:54.725 --> 03:14:56.886]  I mean the cultural problem is the rise of Islam and radical Islam.
[03:15:12.834 --> 03:15:17.016]  We're going to be right back on the other side with the rest of the interview.
[03:15:17.016 --> 03:15:21.797]  Be sure and visit General Flynn's new site that's excellent, been revamped.
[03:15:21.797 --> 03:15:22.918]  That's GeneralFlynn.com.
[03:15:22.918 --> 03:15:24.739]  GeneralFlynn.com and his new book, A Letter to America.
[03:15:39.264 --> 03:15:40.365]  I'm Alex Jones.
[03:15:40.365 --> 03:15:42.467]  This is the Info War.
[03:15:42.467 --> 03:15:47.211]  And in the next 30 minutes, we'll post the full interview to Bandot Video so you can share it.
[03:15:47.211 --> 03:15:48.271]  This is important.
[03:15:48.271 --> 03:15:49.913]  This can stop World War III.
[03:15:49.913 --> 03:15:51.854]  And this can stop the big false flag.
[03:15:51.854 --> 03:15:53.195]  It's up to you, America!
[03:15:53.195 --> 03:16:03.043]  If you only knew the power of the dark side.
[03:16:03.043 --> 03:16:08.648]  Join Bill Gates, and together, we will defeat humanity.
[03:16:09.935 --> 03:16:15.917]  Then our God's seed will reward us with eternal life.
[03:16:15.917 --> 03:16:20.518]  That's basically the ethos of the globalists.
[03:16:20.518 --> 03:16:21.839]  They must first play God.
[03:16:21.839 --> 03:16:28.301]  They must first prove that they are the fittest in their social Darwinistic system.
[03:16:28.301 --> 03:16:29.681]  And in a way they're right.
[03:16:29.681 --> 03:16:33.062]  If we let them lie to us and dumb us down and poison us and
[03:16:33.749 --> 03:16:35.730]  Destroyed our children's futures.
[03:16:35.730 --> 03:16:37.410]  The evidence is overwhelming and out in the open.
[03:16:37.410 --> 03:16:41.111]  We really deserve what's happened to us.
[03:16:41.111 --> 03:16:47.613]  So I ask you now, are you going to step up and expose the new world order even more?
[03:16:47.613 --> 03:16:51.233]  I know I'm pledging to step up and redouble my efforts.
[03:16:51.233 --> 03:16:55.174]  The front lines of the fight is infowars.gov.
[03:16:55.174 --> 03:17:00.776]  With all the craziness going on in the world, with the globalists plotting their next big lockdown,
[03:17:01.556 --> 03:17:24.005]  With the next phase of the Great Reset being a staged cyber attack, with the deep state pushing a civil war, not just here, but in Europe, and war with Russia, with the massive inflation and all the other garbage that's taking place, like supply chain breakdowns, you need to get prepared now with high quality storable food that is ready to ship.
[03:17:24.005 --> 03:17:28.187]  And it's been four years since my Patriot Supply at PrepareWithAlex.com
[03:17:28.487 --> 03:17:32.549]  has offered their storable food at 25% off.
[03:17:32.549 --> 03:17:34.030]  Four years!
[03:17:34.030 --> 03:17:38.933]  But right now, it's 25% off until February 13th, 2022.
[03:17:38.933 --> 03:17:48.578]  A little over two weeks from the time I'm cutting this to get 25% off at preparewithalex.com on the entire catalog of My Patriot Supply.
[03:17:48.578 --> 03:17:49.338]  Act now.
[03:17:49.338 --> 03:17:50.559]  Get prepared now.
[03:17:50.559 --> 03:17:53.981]  This is absolutely essential for everybody that wants to be self-sufficient.
[03:17:54.938 --> 03:17:58.501]  UN-run contact tracers aren't coming, they're here.
[03:17:58.501 --> 03:18:02.825]  All over the world, from Australia to the United States, from Canada to Germany.
[03:18:02.825 --> 03:18:12.814]  These tyrants are tracking everything you do, everywhere you go, and then coming to your house and threatening, in some cases actually, taking people away into the night to their facilities.
[03:18:13.214 --> 03:18:21.802]  And they're planning in the next year to expand their shield process where they come and take, quote, healthy people away and put them in facilities for their safety.
[03:18:21.802 --> 03:18:23.623]  This is nothing less than martial law.
[03:18:23.623 --> 03:18:31.430]  And one big thing you can do to fight back is to get high quality Faraday cages, many of which are made here in America and are very compliant, meaning U.S.
[03:18:31.430 --> 03:18:34.573]  government military grade at InfoWarsTore.com.
[03:18:34.773 --> 03:18:40.538]  We have the entire line of Silent Pocket ready to ship to you when you visit InfowarStore.com.
[03:18:40.538 --> 03:18:47.704]  Again, we have big backpacks, we have special dry bags, we've got them for cell phones, we've got them for laptops, we've got them for iPads.
[03:18:47.704 --> 03:18:50.287]  It's all there at InfowarStore.com.
[03:18:50.287 --> 03:18:54.771]  So protect your privacy today and support the Infowar at InfowarStore.com.
[03:18:57.793 --> 03:18:59.994]  Get our great little bag of it here.
[03:18:59.994 --> 03:19:04.575]  I mean, this is from, people say, why is it from Chiapas, Mexico and the communists?
[03:19:04.575 --> 03:19:11.918]  Well, that's where some of the best coffee in the world that's wild harvested, above organic, in the volcanic soil, better than Guatemalan coffee.
[03:19:11.918 --> 03:19:17.200]  And yeah, we buy it from the little farmers that, you know, the media calls communists, but really they're just a commune and whatever.
[03:19:17.200 --> 03:19:21.921]  The point is, is that it's good coffee and we've got it and the farmers don't let the Mexican government take over.
[03:19:21.921 --> 03:19:26.263]  So I actually buy this from the Mexican rebels and I've been buying it for what, 14 years and the price has never gone up.
[03:19:26.783 --> 03:19:33.165]  I've sold at Whole Foods under another name for about 50% more per pound, and I just think it's some of the best coffee you're gonna find anywhere.
[03:19:33.165 --> 03:19:37.326]  It's Wake Up America Patriot Blend from the Chiapas Rebels, literally.
[03:19:37.326 --> 03:19:40.407]  Um, in fact, I'm not gonna tell you the whole story.
[03:19:40.407 --> 03:19:42.848]  Um, yeah, I'd like to.
[03:19:42.848 --> 03:19:44.789]  Okay, you wouldn't believe it.
[03:19:44.789 --> 03:19:51.091]  Anyway, so, it's InfoWarsTore.com, and that's how we fund this operation, and if you don't fund us and don't want us here, that's fine.
[03:19:57.361 --> 03:20:07.805]  Leading a frontal assault on the lies of the New World Order, it's Alex Jones.
[03:20:07.805 --> 03:20:12.387]  Welcome back, ladies and gentlemen, to the Alex Jones Show.
[03:20:12.387 --> 03:20:19.930]  The full Michael Flynn Issues Emergency Warning interview has now been posted.
[03:20:19.930 --> 03:20:25.072]  From the front lines of the Information War, it's Alex Jones.
[03:20:25.892 --> 03:20:30.915]  General Flynn issues emergency warning of nuclear war and coming domestic false flag.
[03:20:30.915 --> 03:20:36.838]  Full interview just went live about 10 minutes ago at Banned.Video.
[03:20:36.838 --> 03:20:41.481]  It's also going live on the front page of InfoWars.com.
[03:20:44.002 --> 03:20:46.944]  Putin sees all of these things and he's got to deal with every single bit of it.
[03:20:46.944 --> 03:20:49.065]  I think that, you know, if you can put that
[03:21:06.690 --> 03:21:14.177]  That German naval officer's link on your site today, people can understand kind of, this is a very serious guy.
[03:21:14.177 --> 03:21:21.204]  I know who this guy is and I think that he was right in what he said because China is the principal adversary that we face.
[03:21:21.204 --> 03:21:23.646]  I'm looking at this from a military perspective.
[03:21:23.646 --> 03:21:28.210]  People in the State Department, they can look at them as colleagues if they want.
[03:21:28.210 --> 03:21:29.612]  I don't look at them as colleagues.
[03:21:29.612 --> 03:21:30.653]  I'm talking about China.
[03:21:31.213 --> 03:21:43.212]  I look at China as a nation-state that is in the pockets, or they have us, they have this administration in their pockets, and we really are having a difficult time.
[03:21:43.212 --> 03:21:43.893]  And I'm going to tell you,
[03:21:44.460 --> 03:21:49.762]  Well, Russia is considering whatever they're going to do, while Europe is considering whatever they're going to do.
[03:21:49.762 --> 03:22:01.127]  And you can see the political leaders of Germany, they don't want anything to do with war with Russia, because if they do, their Nord Stream oil pipeline gets cut off, their access to energy.
[03:22:01.127 --> 03:22:03.808]  I mean, one of the things that Trump did
[03:22:04.597 --> 03:22:12.061]  During the Trump administration was he took this issue on and he made the United States of America energy independent.
[03:22:12.061 --> 03:22:14.263]  Well now all of a sudden we're not energy independent.
[03:22:14.263 --> 03:22:27.250]  So whenever a guy like Putin can raise the barrel of a price of oil, which he does, and he takes advantage of Europe, which he can, it's because the United States of America is showing incredible weakness.
[03:22:27.250 --> 03:22:31.773]  When we are energy independent, meaning we're taking care of ourselves from an energy perspective, but we also
[03:22:32.293 --> 03:22:34.415]  Can take care of the rest of the world, Alex.
[03:22:34.415 --> 03:22:36.497]  I mean, then there's a lot more leverage.
[03:22:36.497 --> 03:22:38.158]  There's a lot more strength.
[03:22:38.158 --> 03:22:39.439]  And we don't have that right now.
[03:22:39.439 --> 03:22:48.106]  And that was one of the first, actually, things that Biden, the Biden administration, did was they started to shut down our energy independence, our pipelines.
[03:22:48.106 --> 03:22:49.567]  I mean, just incredible.
[03:22:49.567 --> 03:22:53.810]  So there's a series of issues that are in play right now.
[03:22:53.810 --> 03:22:58.654]  And when we talk about war in Europe, this is not a small thing.
[03:22:58.654 --> 03:22:59.335]  And I think that
[03:23:00.450 --> 03:23:15.017]  In Putin's case, I think that he has the upper hand when it comes to Biden and he knows it because he knows all of the crookedness, particularly when it comes to the kinds of things that the Biden family got involved in in Ukraine with Burisma, right?
[03:23:15.017 --> 03:23:21.780]  I mean, with Hunter, I don't know what he was getting paid at, you know, $60,000 a month or something for his energy expertise.
[03:23:21.780 --> 03:23:22.861]  Give me a break.
[03:23:22.861 --> 03:23:27.563]  And so these kinds of leverages are held over this administration.
[03:23:27.563 --> 03:23:29.644]  So regardless of whatever the conversation was that
[03:23:30.333 --> 03:23:32.995]  Biden had with the president of Ukraine.
[03:23:32.995 --> 03:23:39.260]  I think all of it amounts to nothing more than another demonstration of weakness and particularly in terms of the foreign policy.
[03:23:40.232 --> 03:23:47.820]  Of this administration, this current administration that's in there, and all the other adversaries that we have, like China, like Iran, like North Korea.
[03:23:47.820 --> 03:23:50.543]  Let's just see what these other countries start to do.
[03:23:50.543 --> 03:23:54.727]  Let's see what kind of pressures the Chinese start putting on Taiwan.
[03:23:54.727 --> 03:23:58.250]  I can tell you, I watch the Japanese media.
[03:23:58.250 --> 03:24:03.716]  I watch the Japanese media on a routine basis, probably every day, if not every couple of days, to see what they're
[03:24:04.355 --> 03:24:04.975]  I'm not sure.
[03:24:24.307 --> 03:24:31.970]  But when it comes to the foreign policy, this administration is showing extraordinary weakness.
[03:24:31.970 --> 03:24:33.971]  And I mean, I just think it's just stupid.
[03:24:33.971 --> 03:24:37.133]  I mean, I think foreign policy right now is just stupid.
[03:24:37.133 --> 03:24:53.560]  When you start to listen to these defense and foreign policy think tanks that in Washington, D.C., that want nothing more than the United States to get back into another war where we're continuing to participate, you know, instead of getting in there and fighting and winning and getting out and with clear objectives.
[03:24:54.147 --> 03:24:59.432]  I mean, I just, I'm very concerned right now, and that's why I felt compelled to write that article.
[03:24:59.432 --> 03:25:03.336]  Well, it's very important, and I'd like to walk through a few of the points that you've mentioned here.
[03:25:03.336 --> 03:25:15.209]  What do you make of even Republican senators saying things a few months ago like, we might have to nuke Russia first, first strikes, and other statements like that, and then Biden saying a week and a half ago,
[03:25:15.889 --> 03:25:19.191]  Okay, we don't care if there's a small incursion by Russia.
[03:25:19.191 --> 03:25:23.072]  The next day saying, no, you know, any incursion, we may take military action.
[03:25:23.072 --> 03:25:26.013]  Then the next day saying, no, no, we'll never have military action.
[03:25:26.013 --> 03:25:28.915]  NATO threatening to attack, then saying, no, we'll never do that.
[03:25:28.915 --> 03:25:33.677]  I mean, this seems like the worst policy is to go hot and cold off and on.
[03:25:33.677 --> 03:25:37.178]  That sounds like how you'd try to start a war to me.
[03:25:37.178 --> 03:25:40.640]  Being an expert on this at the Pentagon level and White House level,
[03:25:41.320 --> 03:25:43.761]  When you look at this, what does this signal to the world?
[03:25:43.761 --> 03:25:46.262]  I mean, is there even any strategy here?
[03:25:46.262 --> 03:25:52.424]  Or is it just a bunch of crazy leftists that have hijacked the country in a stolen election and don't know what they're doing?
[03:25:52.424 --> 03:25:53.545]  Well, a couple of things.
[03:25:53.545 --> 03:26:05.229]  So first of all, there was some type of a leaked article or leaked communication recently by one of the media outlets, and it had to do with Victoria Nuland.
[03:26:05.229 --> 03:26:06.210]  Victoria Nuland, who's
[03:26:06.920 --> 03:26:11.242]  One of our state, you know, senior State Department, you know, directors.
[03:26:11.242 --> 03:26:13.624]  And it's interesting.
[03:26:13.624 --> 03:26:19.647]  We're so much more deeply involved in this Ukrainian issue than most Americans would want.
[03:26:19.647 --> 03:26:20.367]  That's number one.
[03:26:20.367 --> 03:26:22.388]  And I think that people need to know that.
[03:26:22.388 --> 03:26:24.049]  American people need to know that.
[03:26:24.049 --> 03:26:35.435]  I would tell you, for all these people that get up and tout all these things that we should do, what I would ask people to do, and that's what I really have said or stated, was we need to take a deep breath.
[03:26:35.979 --> 03:26:37.520]  And we need to step back.
[03:26:37.520 --> 03:26:40.323]  And this is where relationships do matter.
[03:26:40.323 --> 03:26:42.785]  It doesn't mean that you have to like somebody.
[03:26:42.785 --> 03:26:52.632]  It just means that you have to have a relationship with somebody so you can pick up a phone, call them up, and you're talking to them on an equal or even a stronger foundation or basis.
[03:26:52.632 --> 03:27:04.442]  And this is why I think where in the case for the, you know, for Donald Trump, and I'll go back to his administration, because I think he had actually a very sort of man on man or president on president
[03:27:05.080 --> 03:27:06.541]  Strong relationship with Putin.
[03:27:06.541 --> 03:27:08.543]  They didn't always agree on everything.
[03:27:08.543 --> 03:27:18.551]  And I can tell you, Trump never gave in to him if he just followed along with what kinds of things that the Trump administration did over the time that he was the president when it came to Russian relations.
[03:27:18.551 --> 03:27:23.916]  But we have to have these types of strong relationships with the leaders of these countries.
[03:27:23.916 --> 03:27:26.838]  And isn't that what the head of the German Navy said when he resigned?
[03:27:26.838 --> 03:27:29.140]  He said, we got to get eye-to-eye with these people.
[03:27:29.140 --> 03:27:30.441]  That's how we're going to stop wars.
[03:27:30.441 --> 03:27:31.162]  We got to get real.
[03:27:32.288 --> 03:27:32.868]  Exactly.
[03:27:32.868 --> 03:27:35.909]  I mean, it's not just a call to the Ukraine president.
[03:27:35.909 --> 03:27:37.089]  I mean, they're in a mess.
