[00:00:00.741 --> 00:00:03.483]  News on the hour.
[01:05:38.700 --> 01:05:40.140]  Because that might upset people.
[01:05:40.140 --> 01:05:42.161]  Let's not talk about it.
[01:05:42.161 --> 01:05:42.682]  But, yeah.
[01:05:42.682 --> 01:05:44.723]  No, no, no.
[01:05:44.723 --> 01:05:45.123]  They had a
[01:05:45.783 --> 01:05:52.925]  Group at a viewing post down there who'd already seized drug shipments that made the Mexican drug dealers who were guarded by the Mexican troops.
[01:05:52.925 --> 01:06:02.407]  Hell, the US government in conjunction with the Mexican government, the AP reported last Wednesday, is going to pay for GPS for each one of the illegal aliens.
[01:06:02.407 --> 01:06:10.969]  And by the way, when I heard the National Talk Show host talk about that, they didn't mention that when you read the AP article, the US government's helping pay for it!
[01:06:14.244 --> 01:06:17.667]  Ah, they got the unarmed troops running from the Mexicans.
[01:06:17.667 --> 01:06:19.068]  I mean, this is classic.
[01:06:19.068 --> 01:06:20.989]  Our humiliation will never end.
[01:06:20.989 --> 01:06:22.210]  The patheticness of it.
[01:06:22.210 --> 01:06:23.170]  But we deserve it!
[01:06:23.170 --> 01:06:25.172]  We are pathetic!
[01:06:25.172 --> 01:06:34.318]  Basically, I mean, if that's... if everybody around us are sheeple, and I don't know if it's because they're spraying all that chemtrail stuff around us... Mercury's good.
[01:06:34.318 --> 01:06:35.398]  Prozac's good.
[01:06:35.398 --> 01:06:36.899]  Just take it all.
[01:06:36.899 --> 01:06:38.480]  Let me tell you something.
[01:06:38.480 --> 01:06:40.702]  When the government tells you mercury's nutritious, it's true.
[01:06:41.741 --> 01:06:45.442]  I have actual newscasts, local CBS News saying Mercury's good for your brain.
[01:06:45.442 --> 01:06:46.942]  But I'm not going to play it again.
[01:06:46.942 --> 01:06:49.903]  Just type in News says Mercury's good into Google.
[01:06:49.903 --> 01:06:51.403]  You'll get the video clip.
[01:06:51.403 --> 01:06:59.284]  It's been watched millions of times, local news, here at Austin saying Mercury's good for your brain.
[01:06:59.284 --> 01:07:03.825]  Let's go ahead and comments on Mexican GPS.
[01:07:03.825 --> 01:07:06.706]  That's what Steve wants to talk about.
[01:07:07.438 --> 01:07:09.059]  Okay, that's fine, sir.
[01:07:09.059 --> 01:07:09.579]  You're on the air.
[01:07:09.579 --> 01:07:10.239]  Go ahead.
[01:07:10.239 --> 01:07:10.700]  Hello?
[01:07:10.700 --> 01:07:11.880]  Yeah, calling from Texas, right?
[01:07:11.880 --> 01:07:12.720]  Go ahead.
[01:07:12.720 --> 01:07:13.641]  Thanks for taking my call.
[01:07:13.641 --> 01:07:14.601]  Yeah, I just wanted to comment.
[01:07:14.601 --> 01:07:18.343]  I heard a story last night on Coast with Art Bell.
[01:07:18.343 --> 01:07:23.605]  He was talking about the Mexican consulate, I think, in the state of Pueblo.
[01:07:23.605 --> 01:07:25.626]  They're giving these people GPS.
[01:07:25.626 --> 01:07:27.147]  In conjunction with the U.S.
[01:07:27.147 --> 01:07:28.127]  government?
[01:07:28.127 --> 01:07:29.268]  Yeah, exactly.
[01:07:29.268 --> 01:07:35.811]  So basically, 200,000 people... Sir, illegals get housing loans without ID, AP.
[01:07:37.090 --> 01:07:38.051]  You don't, though, brother.
[01:07:38.051 --> 01:07:43.573]  You're going to show three and be treated like trash because you're an American who's been raised to be a slave!
[01:07:43.573 --> 01:07:44.614]  Yeah, totally, I know.
[01:07:44.614 --> 01:07:45.995]  I'm sorry, go ahead.
[01:07:45.995 --> 01:07:49.336]  Yeah, but anyway, I just want to mention that I don't know if you heard about that or not.
[01:07:49.336 --> 01:07:50.277]  I just thought that was interesting.
[01:07:50.277 --> 01:07:51.738]  Did you hear about the Mexican troops?
[01:07:51.738 --> 01:07:52.578]  It's now been confirmed.
[01:07:52.578 --> 01:08:03.043]  Well, they're wearing military uniforms, but it may not be troops, though it's admitted that the Mexican troops drive in flatback trucks, the illegals around, and then shepherd them across the border.
[01:08:03.043 --> 01:08:05.925]  Yeah, just like today, I heard something about the Port of Miami, the three illegal
[01:08:06.986 --> 01:08:10.589]  Iraqis, I guess, that came in on a container or whatever?
[01:08:10.589 --> 01:08:11.249]  Yeah.
[01:08:11.249 --> 01:08:11.790]  Oh, yeah.
[01:08:11.790 --> 01:08:13.171]  And then it turned out they were legal.
[01:08:13.171 --> 01:08:14.572]  It was probably, who knows what it was.
[01:08:14.572 --> 01:08:15.012]  Yeah, really.
[01:08:15.012 --> 01:08:17.194]  All right, well, I just wanted to mention that.
[01:08:17.194 --> 01:08:18.015]  Thanks for taking my call.
[01:08:18.015 --> 01:08:19.035]  Hey, good to hear from you.
[01:08:19.035 --> 01:08:20.997]  Dustin in Germany.
[01:08:20.997 --> 01:08:23.479]  You're on the air calling us from Deutschland.
[01:08:23.479 --> 01:08:24.780]  Thank you for holding her on the air.
[01:08:25.908 --> 01:08:27.969]  Bros from Deutschland, Alex.
[01:08:27.969 --> 01:08:32.970]  So you're an Americaner over there hanging out in Deutschland, huh?
[01:08:32.970 --> 01:08:34.911]  Yeah, I'm an Auslander.
[01:08:34.911 --> 01:08:38.051]  Yeah, and they've got all the same police state stuff being put in there.
[01:08:38.051 --> 01:08:41.292]  Microphones, cameras, everything a slave deserves.
[01:08:41.292 --> 01:08:49.194]  Oh, well, starting 1 January 07, you have to have a special card with a little biometric chip in it to buy cigarettes out of the machine.
[01:08:49.194 --> 01:08:50.795]  Well, it's the same thing here.
[01:08:53.239 --> 01:08:59.525]  Well, you were talking earlier about they were using pesos inside the United States.
[01:08:59.525 --> 01:09:00.126]  Yeah, stay there.
[01:09:00.126 --> 01:09:01.147]  We'll talk about it when we get back.
[01:09:01.147 --> 01:09:02.308]  I'll put you on hold.
[01:09:02.308 --> 01:09:04.190]  Final segment coming up.
[01:09:04.190 --> 01:09:05.111]  Yeah, what's wrong with that?
[01:09:05.111 --> 01:09:07.954]  What are you, with Al-Qaeda or something?
[01:09:07.954 --> 01:09:08.234]  Come on.
[01:09:08.234 --> 01:09:08.434]  No, no.
[01:09:08.434 --> 01:09:09.715]  I'm going to put you on hold.
[01:09:09.715 --> 01:09:11.277]  How dare you even question?
[01:09:11.277 --> 01:09:12.358]  How dare you have free speech?
[01:09:12.358 --> 01:09:14.240]  Newt Gingrich says you should be arrested!
[01:09:14.240 --> 01:09:15.221]  And I think he's right!
[01:09:16.858 --> 01:09:18.580]  The Matt Drudge Radio Show.
[01:09:18.580 --> 01:09:22.202]  Tonight, 9 to midnight, on News Radio 590, KLBJ.
[01:09:22.202 --> 01:09:25.785]  Raging for the truth.
[01:09:25.785 --> 01:09:28.267]  Exposing corruption.
[01:09:28.267 --> 01:09:31.549]  Dismantling a false left-right paradigm.
[01:09:31.549 --> 01:09:35.593]  He's Alex Jones.
[01:09:35.593 --> 01:09:40.917]  Yeah, folks, I can't describe to you how bad it is, how corrupt the elite is, how they've ripped you off, all the scams they've run.
[01:09:40.917 --> 01:09:46.461]  If you think it's bad, they're setting up a whole world government so they can do it to you and no one can stop them.
[01:09:47.808 --> 01:09:55.936]  All the things you're seeing to build a police state are just so you can basically be raped at will and can't resist.
[01:09:55.936 --> 01:09:57.157]  And don't believe me.
[01:09:57.157 --> 01:10:01.021]  Just continue to trust everything and you're going to find out.
[01:10:01.021 --> 01:10:02.703]  Let me tell you.
[01:10:02.703 --> 01:10:04.604]  Again, you're going to see all of you.
[01:10:04.604 --> 01:10:05.906]  And I know most of you agree with me.
[01:10:05.906 --> 01:10:07.587]  I mean, hell, I bet the phone's open all day.
[01:10:07.587 --> 01:10:08.989]  They've been loaded the whole time.
[01:10:08.989 --> 01:10:10.150]  Nobody's called in to disagree.
[01:10:10.754 --> 01:10:12.215]  Because less and less can disagree.
[01:10:12.215 --> 01:10:14.397]  Because I'm telling the truth and I know what I'm talking about.
[01:10:14.397 --> 01:10:15.959]  And I'm just some average person!
[01:10:15.959 --> 01:10:17.140]  This isn't hard!
[01:10:17.140 --> 01:10:20.863]  They write hundreds of books calling us slaves and saying they're going to take our rights away!
[01:10:20.863 --> 01:10:23.365]  I mean, I'm mad about it, okay?
[01:10:23.365 --> 01:10:25.007]  I want the New World Order to go down!
[01:10:26.164 --> 01:10:29.507]  I'm not worried about Nancy Pelosi, that political prostitute.
[01:10:29.507 --> 01:10:33.651]  It's simply owned by the globalists, just like the political prostitutes.
[01:10:33.651 --> 01:10:35.452]  Newt Gingrich saying destroy free speech.
[01:10:35.452 --> 01:10:36.873]  They're all bought and paid for.
[01:10:36.873 --> 01:10:42.558]  And until we realize how bad it really is, it's only going to get worse and worse in this country!
[01:10:42.558 --> 01:10:43.499]  We've got to get mad!
[01:10:43.499 --> 01:10:45.401]  We've got to get upset!
[01:10:45.401 --> 01:10:48.784]  First!
[01:10:48.784 --> 01:10:49.945]  It's out of control, I know it.
[01:10:50.842 --> 01:10:54.424]  Well, we like it when you're overheated, just like my machine gun barrels over here in Deutschland.
[01:11:13.843 --> 01:11:20.710]  Well, you were talking about how the United States was using pesos in the American territory.
[01:11:20.710 --> 01:11:22.992]  Okay, this is what's going on in reality.
[01:11:22.992 --> 01:11:28.417]  A big pizza chain called Patrons is accepting pesos at their register.
[01:11:28.417 --> 01:11:33.922]  And just like El Cenizo in South Texas and a bunch of other towns, don't allow English in U.S.
[01:11:33.922 --> 01:11:36.104]  courthouses, in U.S.
[01:11:36.104 --> 01:11:36.825]  town seats.
[01:11:37.585 --> 01:11:42.167]  But this is, you know, aggressive colonization going on.
[01:11:42.167 --> 01:11:44.388]  Now Mexicans in Mexico will get U.S.
[01:11:44.388 --> 01:11:45.688]  Social Security.
[01:11:45.688 --> 01:11:46.969]  They've merged all that.
[01:11:46.969 --> 01:11:49.330]  Our countries are merging, is my point.
[01:11:49.330 --> 01:11:51.491]  But yeah, this is out of the Dallas Morning News.
[01:11:51.491 --> 01:11:55.072]  Dallas-based food chain to accept Mexican pesos.
[01:11:55.072 --> 01:11:56.873]  Well, I get paid in U.S.
[01:11:56.873 --> 01:11:58.994]  dollars, and I'm over here in Germany.
[01:11:58.994 --> 01:12:01.054]  And they're like toilet paper.
[01:12:01.054 --> 01:12:04.376]  Yeah, I have to get my money converted into euros, which is 76 cents.
[01:12:05.888 --> 01:12:12.175]  In London, it's 50 cents per pound you get for a dollar.
[01:12:12.175 --> 01:12:18.742]  So, like, if you really look at the exchange rates... Hell, hell, I mean, we used to laugh at the Canadians.
[01:12:18.742 --> 01:12:21.344]  Canadian money's worth more than ours now.
[01:12:21.344 --> 01:12:23.407]  But don't you tell some bug-eyed yuppie that.
[01:12:23.407 --> 01:12:25.088]  They don't even know what that means.
[01:12:25.088 --> 01:12:27.471]  They just know they love George Bush and want to hand their guns in.
[01:12:28.303 --> 01:12:35.627]  Trust me, every time I get paid, at least $200 of my paycheck is lost in oblivion due to the exchange rate.
[01:12:35.627 --> 01:12:36.847]  I got two British employees.
[01:12:36.847 --> 01:12:39.388]  Believe me, I know I gotta pay them more just so they can live.
[01:12:39.388 --> 01:12:43.210]  Uh, let's uh, I gotta really move fast now.
[01:12:43.210 --> 01:12:44.651]  This is out of control.
[01:12:44.651 --> 01:12:47.092]  Let's go ahead and talk to Andre in Austin.
[01:12:47.092 --> 01:12:47.752]  You're on the air.
[01:12:47.752 --> 01:12:49.353]  Welcome.
[01:12:49.353 --> 01:12:50.013]  Hey Alex.
[01:12:50.013 --> 01:12:51.014]  Yes sir.
[01:12:51.014 --> 01:12:57.217]  Yeah, I wanted to get your opinion on a documentary I saw the other day called Big Brother Big Business.
[01:12:58.840 --> 01:12:59.943]  Brought, brought more.
[01:12:59.943 --> 01:13:00.745]  Created by CNBC.
[01:13:03.178 --> 01:13:05.760]  Yes, I did see a few clips of it on YouTube.
[01:13:05.760 --> 01:13:07.961]  Just admitting microphones are in every town.
[01:13:07.961 --> 01:13:09.522]  They're not really gunshot detectors.
[01:13:09.522 --> 01:13:10.343]  That's another thing.
[01:13:10.343 --> 01:13:13.224]  In 98 they put microphones in a federal grant in Austin.
[01:13:13.224 --> 01:13:14.765]  They call them gunshot detectors.
[01:13:14.765 --> 01:13:16.866]  You ever heard of the police using gunshot detectors?
[01:13:16.866 --> 01:13:21.929]  Now they admit they're hooked into the Fusion Emergency Management Center and they're using them to listen to people.
[01:13:21.929 --> 01:13:23.590]  Again, that's how government lies to us.
[01:13:23.590 --> 01:13:24.711]  It's a sick joke.
[01:13:24.711 --> 01:13:29.854]  And yeah, on that MSNBC program they admit how everything's tracked and how Big Brother's taking over everything.
[01:13:30.134 --> 01:13:32.677]  Hell, Bush says we don't watch you without a warrant.
[01:13:32.677 --> 01:13:33.798]  Everything's watched.
[01:13:33.798 --> 01:13:34.598]  Bunch of criminals.
[01:13:34.598 --> 01:13:41.145]  Actually, what really surprised me was the fact that Google keeps every single
[01:13:41.986 --> 01:13:45.767]  Every single search engine in a database... Oh, that's nothing, sir!
[01:13:45.767 --> 01:13:54.490]  Google admits they use the built-in microphone and cameras that are on all the new computers and on most of the old ones with keyword computer to listen to the audio in your house!
[01:13:54.490 --> 01:13:56.931]  And hell, we didn't have to investigate to find it out!
[01:13:56.931 --> 01:13:57.992]  They just announced it!
[01:13:57.992 --> 01:14:00.573]  No, and the sheep don't know what that means!
[01:14:00.573 --> 01:14:07.055]  I'm a weirdo, because I get upset that Google comes out and says they're using the microphone and the cameras in my house
[01:14:08.087 --> 01:14:13.071]  Oh my God, oh my God, it's just, it's Twilight Zone!
[01:14:13.071 --> 01:14:15.053]  It's out of control!
[01:14:15.053 --> 01:14:19.556]  Let's go ahead and talk to John in River Rock, Arkansas.
[01:14:19.556 --> 01:14:22.158]  You're on the air, welcome.
[01:14:22.158 --> 01:14:23.780]  Yes sir, Mr. Alex Jones?
[01:14:23.780 --> 01:14:25.241]  Yes sir.
[01:14:25.241 --> 01:14:27.663]  I wanted to ask you a question.
[01:14:28.450 --> 01:14:31.333]  I'm a big fan of yours, I'm actually in the military though.
[01:14:31.333 --> 01:14:36.740]  The problem is I want to support you, but I don't know how to support you on base without violating the UCMJ.
[01:14:36.740 --> 01:14:38.542]  That's right, that's right.
[01:14:38.542 --> 01:14:43.167]  You can't criticize the president or the war or do anything, or they will court-martial you.
[01:14:45.990 --> 01:14:52.714]  Uh, and, uh, you know, you have free speech rights to give people documentary films on a lot of bases.
[01:14:52.714 --> 01:14:55.716]  You'll find out that everybody's already seen my films and is on board.
[01:14:55.716 --> 01:14:58.457]  The troops are more awake than anybody because they know the lies.
[01:14:58.457 --> 01:14:59.278]  They watch U.S.
[01:14:59.278 --> 01:15:00.078]  television.
[01:15:00.078 --> 01:15:03.380]  See, the lie of neocons tell you the troops all love this stuff.
[01:15:03.380 --> 01:15:04.701]  No, the troops are more awake than anybody.
[01:15:04.981 --> 01:15:09.145]  The troops I talked to are all seeing through it, and 70 plus percent want to come home.
[01:15:09.145 --> 01:15:14.169]  So they know it's all a lie, because they see the lies on our television, because they're there in Iraq.
[01:15:14.169 --> 01:15:16.450]  But I'd still be careful about it.
[01:15:16.450 --> 01:15:25.698]  You know, when you're off base, when you're on your own time, you know, when you're at the pub, or when you're at the restaurant, or you're at the rodeo, then give people terror storms.
[01:15:25.698 --> 01:15:27.419]  Talk open and freely.
[01:15:27.419 --> 01:15:29.781]  And I mean, I wouldn't criticize the President.
[01:15:29.781 --> 01:15:33.404]  He's a puppet anyway, so you wouldn't be hurting the New World Order talking about their nobody puppet.
[01:15:34.011 --> 01:15:35.212]  Well, so I just got back from leave.
[01:15:35.212 --> 01:15:36.774]  I went home for the holidays.
[01:15:36.774 --> 01:15:40.198]  And, uh, when I was there, I actually took Terror Storm and, uh, martial law.
[01:15:40.891 --> 01:15:44.792]  I made lots and lots of copies of them and went downtown and passed them out to people.
[01:15:44.792 --> 01:15:45.272]  Good!
[01:15:45.272 --> 01:15:45.712]  Good!
[01:15:45.712 --> 01:15:54.294]  And, uh, you know, I want to do something here, but I'm new here, I don't know anybody, I don't want to take too many risks, and, uh, you know, I'll keep it up on the, uh, Lt.
[01:15:54.294 --> 01:15:55.494]  Watada issue.
[01:15:55.494 --> 01:16:01.675]  Yes, they're court-martialing him for refusing to be redeployed to Iraq because he believes the war is criminal, and it is criminal.
[01:16:01.675 --> 01:16:03.856]  654,000 dead Iraqis in the last three and a half years.
[01:16:06.221 --> 01:16:06.441]  Yes, sir.
[01:16:06.441 --> 01:16:15.324]  I just want to say, from my standpoint, from the people I talk to, the people I know, since I'm at the job that deploys Iraq, I can say it's higher than 70% that don't want to go over there.
[01:16:15.324 --> 01:16:24.506]  Well, a scientific Gallup poll with the commanders hanging over them while they took the questions, telling them, you better watch how you vote in this poll, still 70% said.
[01:16:24.506 --> 01:16:26.987]  So yeah, it's probably a lot higher.
[01:16:26.987 --> 01:16:31.708]  Oh, so what we hear about the troops all loving it and their morale being high isn't a lie?
[01:16:31.708 --> 01:16:32.749]  Surprise, surprise!
[01:16:32.749 --> 01:16:33.569]  What isn't a lie?
[01:16:33.569 --> 01:16:34.189]  Tell us about it.
[01:16:35.100 --> 01:16:35.980]  It is completely a lie.
[01:16:35.980 --> 01:16:37.421]  Nobody likes being over there.
[01:16:37.421 --> 01:16:38.861]  Well, being lied to is good, though.
[01:16:38.861 --> 01:16:40.581]  That's what it's all about to be an American.
[01:16:40.581 --> 01:16:44.922]  I mean, not to criticize some people, but there are some people out there that have scored pretty low on the ASVAB.
[01:16:44.922 --> 01:16:46.383]  You know what the ASVAB is, don't you?
[01:16:46.383 --> 01:16:54.505]  Well, hell, they lowered this last year below what was allowed before and are actually getting people who are mildly retarded now.
[01:16:54.505 --> 01:16:56.425]  That is actually a true story.
[01:16:56.425 --> 01:16:59.106]  In the Army, they will accept you at pretty low scores.
[01:16:59.506 --> 01:17:04.290]  Yeah, poor, retarded children are now joining the military.
[01:17:04.290 --> 01:17:06.573]  No, that was in the news!
[01:17:06.573 --> 01:17:13.218]  Now again, 70's really retarded, but 75, 80, they're taking people with 80 IQs, folks, and they're retarded!
[01:17:13.218 --> 01:17:14.159]  And that's who they need!
[01:17:14.159 --> 01:17:16.882]  That's people that are here, take your deadly vaccines!
[01:17:16.882 --> 01:17:20.625]  The vaccines that they're giving them are experimental and have admittedly killed them.
[01:17:21.647 --> 01:17:24.248]  But still, they're doing medical experiments on them.
[01:17:24.248 --> 01:17:24.748]  Don't believe me?
[01:17:24.748 --> 01:17:26.368]  Type in Project Shad into Google.
[01:17:26.368 --> 01:17:27.709]  Got to move really fast here now.
[01:17:27.709 --> 01:17:28.849]  I'm out of control.
[01:17:28.849 --> 01:17:30.069]  As I love freedom.
[01:17:30.069 --> 01:17:30.690]  Let's go ahead.
[01:17:30.690 --> 01:17:32.130]  I appreciate your service to the country.
[01:17:32.130 --> 01:17:33.530]  I appreciate our military.
[01:17:33.530 --> 01:17:34.291]  You're good people.
[01:17:34.291 --> 01:17:35.391]  You're just being used.
[01:17:35.391 --> 01:17:36.271]  Not against our military.
[01:17:36.271 --> 01:17:37.432]  I'm against how they're being used.
[01:17:37.432 --> 01:17:38.572]  It's like I'm not against our police.
[01:17:38.572 --> 01:17:39.772]  I'm against how they're being used.
[01:17:39.772 --> 01:17:40.993]  Let's talk to Travis.
[01:17:40.993 --> 01:17:42.793]  You're on the air listening to KLBJ.
[01:17:42.793 --> 01:17:44.214]  We'll talk about KLBJ TalkFest.
[01:17:44.214 --> 01:17:45.054]  Go ahead.
[01:17:45.054 --> 01:17:46.514]  Alex, Travis Doss calling.
[01:17:46.514 --> 01:17:48.935]  Listen, man, I'm really excited about TalkFest.
[01:17:49.575 --> 01:17:51.618]  Uh, Neil Bortz is going to be coming.
[01:17:51.618 --> 01:17:54.240]  I think that guy is the worst of the worst.
[01:17:54.240 --> 01:17:55.602]  What do you have in store for him?
[01:17:55.602 --> 01:17:58.064]  Are you going to debate him on 9-11 Truth?
[01:17:58.064 --> 01:18:01.648]  And how can we as listeners make his life very uncomfortable?
[01:18:01.648 --> 01:18:03.070]  No, be nice.
[01:18:03.070 --> 01:18:05.813]  Listen, I'm going to be on the air with Neil Pond Scumbag.
[01:18:05.813 --> 01:18:10.718]  Listen, listen, I'm going to be on the, uh, I'm going to be on the air with, uh,
[01:18:11.298 --> 01:18:12.619]  George Norey in studio here.
[01:18:12.619 --> 01:18:14.720]  That's what really to me matters.
[01:18:14.720 --> 01:18:15.941]  What about Glenn Beck?
[01:18:15.941 --> 01:18:17.022]  You get him to come too?
[01:18:17.022 --> 01:18:20.243]  Glenn Beck isn't on this station.
[01:18:20.243 --> 01:18:25.306]  He's a neocon who so cowardly he won't even admit he's one.
[01:18:25.306 --> 01:18:31.770]  I think a 9-11 truth debate would be infinitely more compelling than a conversation with George Norey with Neil Bork.
[01:18:31.770 --> 01:18:33.191]  You know what I mean?
[01:18:33.191 --> 01:18:33.991]  Well, you know what?
[01:18:35.638 --> 01:18:40.320]  I ought to play audio on air, but I have to do a bunch of bleeping of Bortz.
[01:18:40.320 --> 01:18:41.561]  No one's ever seen this video.
[01:18:41.561 --> 01:18:45.743]  When I was in New York, he just out of the blue at ground zero walked up to me.
[01:18:45.743 --> 01:18:51.305]  He's like 10 feet tall and started telling me what an idiot I was.
[01:18:51.305 --> 01:18:54.266]  I'd be happy to debate Bortz, but you know what?
[01:18:54.266 --> 01:18:56.668]  I'm a friendly, nice guy.
[01:18:58.388 --> 01:19:00.369]  You know, don't want to mess up people's parade.
[01:19:00.369 --> 01:19:04.272]  Let them, let them have, you know, I mean, I mean, Bortz can do whatever he wants, you know.
[01:19:04.272 --> 01:19:06.213]  KOBJ is top-notch, Alex.
[01:19:06.213 --> 01:19:06.734]  Well, thank you.
[01:19:06.734 --> 01:19:10.356]  I've been kind of just so angry lately I can hardly even control myself.
[01:19:10.356 --> 01:19:11.777]  But is that okay, Travis?
[01:19:11.777 --> 01:19:12.498]  Fantastic.
[01:19:12.498 --> 01:19:13.598]  Look forward to it.
[01:19:13.598 --> 01:19:13.919]  All right.
[01:19:13.919 --> 01:19:14.639]  Take care, bro.
[01:19:14.639 --> 01:19:15.920]  Yes, sir.
[01:19:15.920 --> 01:19:16.560]  I know Travis.
[01:19:16.560 --> 01:19:18.081]  He's done one of the Elmo Draft Houses.
[01:19:18.081 --> 01:19:20.463]  Go ahead.
[01:19:20.463 --> 01:19:21.864]  Go ahead, John.
[01:19:21.864 --> 01:19:23.305]  Yes.
[01:19:23.305 --> 01:19:26.307]  Are you aware that the Secretary of Treasury
[01:19:27.051 --> 01:19:32.618]  Mr. Paulson was arrested in Germany by the World Court.
[01:19:32.618 --> 01:19:34.219]  No, when did this happen?
[01:19:34.219 --> 01:19:47.695]  It happened the 30th of December and if you go to www.worldreports.com and go to the... Okay, okay, we're out of time.
[01:19:47.695 --> 01:19:48.296]  We'll check it out.
[01:19:48.296 --> 01:19:48.436]  See ya!
