[00:00:00.402 --> 00:00:01.444]  Brother.
[02:28:09.756 --> 02:28:16.801]  Then suck everybody dry, then implode it, but have it fold into a new supernational global government as the bubble.
[02:28:16.801 --> 02:28:20.263]  Is it going according to plan, or is it gyrating out of control?
[02:28:20.263 --> 02:28:21.324]  Is globalism in trouble?
[02:28:22.637 --> 02:28:31.019]  And globalism is in trouble because, you know, for the first time, and I know we've talked about this last year and the year before, you know, to what point are these people controlling, you know, the financial meltdown?
[02:28:31.019 --> 02:28:51.224]  Well, I can tell you this, you know, they're controlling it, but they're not controlling it as they would have, you know, liked to have controlled it, because one of the strong sentiments amongst the Bilderbergers this year is that the United States dollar may not survive, and so what they're simply doing is they're cashing out, and you see this cashing out process on the world stage, and, you know, as the year winds down over the last, you know, six months of the year,
[02:28:51.824 --> 02:29:00.434]  It's going to be a very messy, very chaotic, and very important period in the minds of the current economic situation.
[02:29:00.434 --> 02:29:09.886]  If you kind of go back over the past, I don't know, 40, 50 years or so, every seven years there's some kind of a thing going on which makes you wonder what's going on in the world.
[02:29:11.826 --> 02:29:12.827]  We're set for another one.
[02:29:32.310 --> 02:29:37.952]  Exactly, and the year 2015 will be known for the United States... I'll tell you what, Daniel.
[02:29:37.952 --> 02:29:38.972]  Do five more minutes with us.
[02:29:38.972 --> 02:29:40.672]  You've got to finish with this bombshell info.
[02:29:40.672 --> 02:29:42.193]  Then we're going to get another guest on.
[02:29:42.193 --> 02:29:43.473]  This is huge.
[02:29:43.473 --> 02:29:44.873]  We're on the march.
[02:29:44.873 --> 02:29:46.474]  The empire's on the run.
[02:29:46.474 --> 02:29:50.075]  Alex Jones and the GCN Radio Network.
[02:29:55.427 --> 02:29:56.189]  Fast track?
[02:29:56.189 --> 02:29:57.271]  It's not done.
[02:29:57.271 --> 02:30:05.568]  Outright lies about job creation are now giving way to discussions on how to pay for temporary unemployment benefits for those whose jobs will be exported.
[02:30:06.258 --> 02:30:08.540]  At first they were going to take the money out of Medicare.
[02:30:08.540 --> 02:30:16.086]  Now it looks like they will try to raise fines on small business to pay workers that multinational corporations will fire.
[02:30:16.086 --> 02:30:17.707]  It's not Obama trade.
[02:30:17.707 --> 02:30:19.569]  It's Monsanto trade.
[02:30:19.569 --> 02:30:20.710]  Merck trade.
[02:30:20.710 --> 02:30:22.731]  Goldman Sachs trade.
[02:30:22.731 --> 02:30:24.153]  It's not free trade.
[02:30:24.153 --> 02:30:31.839]  It's traders in Congress trying to pass a secret treaty by subterfuge and subverting the constitutional process for treaty ratification.
[02:30:32.483 --> 02:30:43.286]  The rich get richer as multinational corporations consolidate their ownership of everything, especially their ownership of the leaders of both parties.
[02:30:43.286 --> 02:30:44.487]  Educate your friends.
[02:30:44.487 --> 02:30:45.867]  Educate your families.
[02:30:45.867 --> 02:30:47.868]  Stop this before it's too late.
[02:30:47.868 --> 02:30:51.009]  For more information, go to Infowars.com.
[02:30:51.009 --> 02:30:51.569]  I'm David Knight.
[02:30:53.720 --> 02:30:57.242]  When cells become toxic, they die early and aging sets in.
[02:30:57.242 --> 02:31:05.485]  No one has put together a formula that focuses directly on brain health, nerve growth factors, and optimizing your cellular energy at the same time.
[02:31:05.485 --> 02:31:10.907]  Just one of the key compounds, BioPQQ, is backed by major clinical studies.
[02:31:10.907 --> 02:31:13.428]  You want the best that's out there at the lowest price anywhere?
[02:31:13.428 --> 02:31:15.549]  We now have the synergistic solution.
[02:31:15.549 --> 02:31:19.731]  Secure your DNA force today at InfoWarsLife.com or call toll free 888-253-3139.
[02:31:23.701 --> 02:31:24.721]  Alex Jones here.
[02:31:24.721 --> 02:31:33.984]  For the last two years, I've been working with top doctors, nutritionists, and chemists to design a nutraceutical formulation that has truly life-changing health benefits.
[02:31:33.984 --> 02:31:37.785]  Introducing the all-new Ancient Defense Herbal Immunity Blend.
[02:31:37.785 --> 02:31:46.128]  Experience the benefits of combining over 14 ancient herbs and extracts with exciting new advances in nutraceutical science.
[02:31:46.128 --> 02:31:48.929]  Visit Infowarslife.com or call 1-888-253-3139.
[02:31:48.929 --> 02:31:49.989]  That's Infowarslife.com.
[02:31:53.610 --> 02:32:00.793]  For all of recorded history, civilizations around the world praised the health benefits of silver.
[02:32:00.793 --> 02:32:10.497]  At InfoWarsLife, our mission is to bring you the highest quality, purest, cleanest, effective colloidal silver on the market today for the lowest price available.
[02:32:10.497 --> 02:32:16.320]  Now, InfoWarsLife.com has taken colloidal silver to the next level using a cutting-edge technique that is free of toxins.
[02:32:16.340 --> 02:32:17.841]  Classic artificial additives.
[02:32:17.841 --> 02:32:25.683]  Infowarslife.com developed Silver Bullet by closely working with one of the top silver manufacturing labs in the United States.
[02:32:25.683 --> 02:32:29.365]  We set out to bring you the very best at the lowest price.
[02:32:29.365 --> 02:32:34.326]  Find out more about the proprietary development of Silver Bullet at Infowarslife.com.
[02:32:34.326 --> 02:32:38.748]  In these times, it's essential to have high-quality, loyal silver on hand.
[02:32:38.748 --> 02:32:41.569]  No survival chest is complete without Silver Bullet.
[02:32:41.789 --> 02:32:44.892]  Exclusively available at InfoWarsLife.com.
[02:32:44.892 --> 02:32:49.197]  Secure your Silver Bullet today at InfoWarsLife.com or by calling toll free 888-253-3139.
[02:33:05.558 --> 02:33:09.901]  You are listening to an InfoWars.com Frontline Report.
[02:33:09.901 --> 02:33:20.069]  If you are receiving this transmission, you are the resistance.
[02:33:20.069 --> 02:33:23.832]  We've had rabbis on talking about the seven-year Shemitah.
[02:33:23.832 --> 02:33:28.896]  We've had the former head of policy, Department of the Treasury, talking about cycles.
[02:33:28.896 --> 02:33:31.017]  We've had Mr. Dent on.
[02:33:31.017 --> 02:33:33.940]  We've had just countless economist experts on.
[02:33:35.493 --> 02:33:45.962]  All saying that a massive, massive meltdown is coming, much bigger than 2008.
[02:33:45.962 --> 02:33:52.508]  And now, it's in the news today, the next great European financial crisis has begun!
[02:33:52.508 --> 02:33:58.894]  Business Insider, Greeks are stashing tens of thousands of bundles of Euros in their homes.
[02:34:00.242 --> 02:34:02.583]  Ahead of a bank bail-in when they grab your bank account.
[02:34:02.583 --> 02:34:07.925]  UK draws up contingency plans as Bank of Greece warns of uncontrollable crisis.
[02:34:07.925 --> 02:34:09.866]  I mean, this is big.
[02:34:09.866 --> 02:34:11.667]  London Guardian, it's going to be bad.
[02:34:11.667 --> 02:34:18.050]  Whatever happens, Greece on the edge of Eurozone exit looms.
[02:34:18.050 --> 02:34:25.393]  And then you've got the banks all admitting that they're fixing the interest rates, money laundering, manipulating currencies, manipulating stock markets.
[02:34:26.249 --> 02:34:38.279]  I was talking to a very successful hedge fund manager who got bought out a few years ago, but it was a major company, billions of dollars off record.
[02:34:38.279 --> 02:34:42.323]  Ran into him and looked up who he was, and sure enough he was who he said he was.
[02:34:42.323 --> 02:34:49.789]  Pretty famous guy, I'd seen him on TV and stuff, and we were in a restaurant and he came over and talked to me for about 10 minutes, tried to buy me a drink and stuff.
[02:34:51.960 --> 02:34:54.862]  And I'm detoxing, so, you know, it's none of that.
[02:34:54.862 --> 02:34:57.043]  And he was just scared.
[02:34:57.043 --> 02:35:01.326]  And I told you about billionaires five years ago that I talked to who were leaving to New Zealand.
[02:35:01.326 --> 02:35:03.988]  I told you James Cameron really left because he's scared.
[02:35:03.988 --> 02:35:05.008]  Now that's admitted.
[02:35:05.008 --> 02:35:06.009]  But I didn't just say that.
[02:35:06.009 --> 02:35:07.410]  I knew somebody that knows him well.
[02:35:09.252 --> 02:35:10.573]  And Daniel Esslin's on with us.
[02:35:10.573 --> 02:35:11.334]  I know he's for real.
[02:35:11.334 --> 02:35:12.174]  I know his sources.
[02:35:12.174 --> 02:35:14.256]  And he's saying it's the seven-year cycle.
[02:35:14.256 --> 02:35:15.317]  Is it artificial?
[02:35:15.317 --> 02:35:16.337]  Is it there?
[02:35:16.337 --> 02:35:20.781]  Get to where you say this is going because all the experts, we have the experts on that are right.
[02:35:20.781 --> 02:35:21.721]  That's what we have you on.
[02:35:21.721 --> 02:35:23.002]  We appreciate you coming on.
[02:35:23.002 --> 02:35:27.386]  DanielEsslin.com, bestselling author, jointist, researcher, Bilderberg investigative journalist.
[02:35:28.166 --> 02:35:31.730]  But it seems like this new bubble is so much bigger than the others.
[02:35:31.730 --> 02:35:34.193]  Am I right in saying this could be spectacular?
[02:35:34.193 --> 02:35:35.455]  And how bad could it be?
[02:35:35.455 --> 02:35:38.298]  I know you've got to go, Daniel, so five minutes.
[02:35:38.298 --> 02:35:39.680]  What else do you want to impart to folks?
[02:35:40.951 --> 02:35:45.515]  Well, you know, it could be spectacular in the sense that you have gold right now at $1,200 or $1,300 an ounce.
[02:35:45.515 --> 02:35:51.499]  Well, it could very well go to about $50,000 or $60,000 an ounce very short, and it's not me saying it.
[02:35:51.499 --> 02:35:55.543]  Bloomberg came out and said that, you know, shortly just before the Bilderberg conference.
[02:35:55.543 --> 02:36:02.208]  So I know this was on the agenda, and we were talking about, you know, the dollar collapsing, and Bilderbergers understand this, and they're cashing out.
[02:36:02.208 --> 02:36:08.213]  Or if Bloomberg, which is Bilderberg and mainstream, they're talking about this thing actually going to $50,000, $60,000 an ounce.
[02:36:10.314 --> 02:36:10.795]  We're good to go.
[02:36:27.768 --> 02:36:27.948]  Wow.
[02:36:47.186 --> 02:36:47.827]  Obviously not.
[02:37:17.468 --> 02:37:20.236]  You know, start building your know art now.
[02:37:20.236 --> 02:37:21.761]  You still have a little bit of time left.
[02:37:24.212 --> 02:37:30.436]  Well, I tell you, Daniel Estlin, you look at the provocative moves against Russia.
[02:37:30.436 --> 02:37:34.639]  China's engaged in some of their own provocative moves, but the West has as well.
[02:37:34.639 --> 02:37:36.541]  I'd say that's 50-50 blame.
[02:37:36.541 --> 02:37:38.302]  But I look at the Western establishment.
[02:37:38.302 --> 02:37:40.704]  Our elites have never acted this reckless.
[02:37:40.704 --> 02:37:41.684]  I've never been to Russia.
[02:37:41.684 --> 02:37:43.145]  I don't have a dog in the fight.
[02:37:43.145 --> 02:37:46.628]  But I don't want to start fights with people, and I can't see geopolitically
[02:37:47.915 --> 02:37:54.939]  How destabilizing Poland, Ukraine, and the Caucasus helps the Euro, the West, anybody.
[02:37:54.939 --> 02:38:00.123]  I mean, we are truly, our elites in our name are cut and dry bad guys.
[02:38:00.123 --> 02:38:03.184]  There's really no way to change that.
[02:38:03.184 --> 02:38:10.429]  Russia is now allied with Egypt, allied with Greece, allied... China was bigger enemies with them than us.
[02:38:10.429 --> 02:38:13.951]  They're now buddy-buddy.
[02:38:13.951 --> 02:38:16.753]  The globalists have taken America's soft power and
[02:38:18.112 --> 02:38:18.792]  S.H.
[02:38:18.792 --> 02:38:21.813]  you-know-what-it-it-away, down the toilet.
[02:38:21.813 --> 02:38:24.714]  Our elites are super smart, as you know.
[02:38:24.714 --> 02:38:26.775]  There's got to be some larger plan.
[02:38:26.775 --> 02:38:32.997]  Why would they be destroying our name, risking World War III, and acting so crazy?
[02:38:32.997 --> 02:38:36.378]  Or is it megalomania, like Napoleon and Hitler got?
[02:38:36.378 --> 02:38:38.138]  Do they really think they're invincible?
[02:38:38.138 --> 02:38:46.361]  Do they have an ace in the hole, or a bevy of aces, a stable of aces, an arsenal of aces that we don't know about?
[02:38:47.887 --> 02:38:48.487]  I don't think so.
[02:38:48.487 --> 02:38:51.068]  I think the question is, it's the British Empire.
[02:38:51.068 --> 02:38:52.988]  And what basically happens is that they're going down.
[02:38:52.988 --> 02:38:54.648]  The economic cycle is going down.
[02:38:54.648 --> 02:39:00.150]  The system itself is putrid and that's about to be blown out.
[02:39:00.150 --> 02:39:02.910]  And so they're willing to destroy the entire world in order to save themselves.
[02:39:02.910 --> 02:39:04.691]  Of course, they're also going to go down.
[02:39:04.691 --> 02:39:06.971]  There are a lot of unknowns right now.
[02:39:06.971 --> 02:39:11.652]  And the only thing we do know is that if this thing gets started anywhere in the world, it's going to get really, really bad.
[02:39:11.992 --> 02:39:22.595]  And you're talking about nuclear nations, not just the United States, you know, projecting its weakness here or there against a weaker opponent, be it Iraq or Afghanistan or, you know, Grenada.
[02:39:22.595 --> 02:39:27.197]  No, we're talking about China, we're talking about Russia, we're talking about India, Pakistan, North Korea.
[02:39:27.197 --> 02:39:31.878]  And if we get into this shooting war with these kinds of things, the odds are it's going to go nuclear.
[02:39:31.878 --> 02:39:33.899]  If it goes nuclear, we're all going to hell.
[02:39:33.899 --> 02:39:37.840]  Well, Mark, I've seen a video where 80% of the people, uh-oh.
[02:39:38.920 --> 02:39:42.882]  Eight out of ten people said, let's nuke Russia so we're superior.
[02:39:42.882 --> 02:39:44.923]  They went and talked to Russians, did the same thing.
[02:39:44.923 --> 02:39:46.724]  They all freaked out and said, what are you crazy?
[02:39:46.724 --> 02:39:49.266]  And almost attacked the cameraman.
[02:39:49.266 --> 02:39:52.107]  Because that's a sane response to insanity.
[02:39:52.107 --> 02:39:54.129]  And I'm not glorifying the Russians.
[02:39:54.129 --> 02:40:01.733]  But what happened to Americans, especially so-called liberals, that they're in this trance because they think the word liberal lets them act like fascists.
[02:40:02.313 --> 02:40:04.976]  What happened to the Republican Party trying to sign the TPP?
[02:40:04.976 --> 02:40:10.922]  I mean, there really is a collective insanity in the West right now.
[02:40:10.922 --> 02:40:17.670]  You know, basically, Alex, like, you know, in the United States, the top two areas where the government is spending most of its money, the first is obvious, it's military.
[02:40:17.670 --> 02:40:18.631]  But you know what the second is?
[02:40:19.497 --> 02:40:20.659]  That's tens of billions a month?
[02:40:39.841 --> 02:40:42.424]  Sure, but they're using high-tech brainwashing to pacify the public.
[02:40:57.714 --> 02:41:01.197]  They're using every way possible to pacify the public, you know?
[02:41:01.197 --> 02:41:19.233]  There's a lot of games being played, and if you kind of look at what's going on in America itself, there's a lot of not only race wars, but there's a lot of fighting between, you know, groups of people and races, blacks and whites, men against women, you know, you have Indians against the Pakistanis, you know, you have the Arabs against the blacks.
[02:41:20.234 --> 02:41:34.162]  And all of this kind of stuff, you know, the police against everybody else, all this kind of stuff is, I have no doubt at all, is orchestrated from behind the scenes because while you're fighting each other, you don't keep your eye on the bigger prize, which is, you know, survival of the planet itself at the cost of these supernational organizations.
[02:41:34.162 --> 02:41:41.386]  Sure, so bottom line, the world government is being built, the Pope's out there endorsing it, but at the cost of the planet itself.
[02:41:41.386 --> 02:41:44.908]  I mean, they may get world government for about a minute and then blow it up.
[02:41:46.943 --> 02:41:47.903]  It certainly doesn't look good.
[02:41:47.903 --> 02:41:54.865]  It's a very, very, very scary situation, especially as you don't have, you know, the politicians that we had in the world in the 60s and the 50s.
[02:41:54.865 --> 02:42:02.648]  Well, actually, even the Bilderbergers who built Bilderberg, you know, in 1954 and the early 1960s, the people who came out of the, you know, early, late 19th century or 20th century,
[02:42:04.309 --> 02:42:05.390]  They're not there anymore.
[02:42:05.390 --> 02:42:07.312]  Now we have the people who are running the show.
[02:42:07.312 --> 02:42:10.296]  You have, you know, the crazy kooks who were born after the Second World War.
[02:42:10.296 --> 02:42:11.457]  You know, the baby boomers.
[02:42:11.457 --> 02:42:20.528]  And they certainly don't have the gravitas of, you know, the Rockefellers and the Jacksons and the Prince Bernards and, you know, and these individuals who actually put Bilderberg on the map.
[02:42:20.988 --> 02:42:21.509]  We're good to go.
[02:42:44.369 --> 02:42:45.930]  Well, sure, that was my final question.
[02:42:45.930 --> 02:42:47.210]  DanielLesteland.com.
[02:42:47.210 --> 02:42:49.011]  I can't wait to get you on your new film.
[02:42:49.011 --> 02:42:50.632]  Four or five years of the making comes out.
[02:42:50.632 --> 02:42:54.353]  I've seen some of the cinematography, the trailer, truly amazing.
[02:42:54.353 --> 02:42:59.315]  David Rockefeller did just turn 100 on June 12th.
[02:42:59.315 --> 02:43:00.215]  I didn't even know that.
[02:43:00.215 --> 02:43:05.057]  It just seems like yesterday he was 94 and put out memoirs.
[02:43:05.057 --> 02:43:06.758]  I'm told David Rockefeller has faded.
[02:43:06.758 --> 02:43:09.999]  That's why Senator Rockefeller retired to take over the reins.
[02:43:09.999 --> 02:43:12.080]  For those who don't know, David Rockefeller has been there
[02:43:12.620 --> 02:43:17.423]  Since his father set up the UN and the entire global government infrastructure.
[02:43:17.423 --> 02:43:22.166]  I mean, is anybody in modern world history more important than David Rockefeller?
[02:43:22.166 --> 02:43:24.968]  And what's the word on him?
[02:43:24.968 --> 02:43:27.089]  Well, you know, he's completely out of the picture.
[02:43:27.089 --> 02:43:27.389]  He's 100.
[02:43:27.389 --> 02:43:30.551]  So, you know, I don't think he's all together intellectually.
[02:43:30.551 --> 02:43:31.332]  He can't be all together.
[02:43:31.332 --> 02:43:36.175]  Certainly Gaga is, you know, I don't think he'll be going to any public meetings.
[02:43:36.175 --> 02:43:39.837]  I don't think we'll be seeing very much of him because of this kind of, you know, this advantage.
[02:43:40.257 --> 02:43:41.058]  They're in a bubble!
[02:43:41.058 --> 02:43:41.558]  They're in a bubble!
[02:44:06.912 --> 02:44:07.512]  They're in a bubble.
[02:44:07.512 --> 02:44:08.453]  They're smoking their own dope.
[02:44:08.453 --> 02:44:09.254]  Exactly, Alex.
[02:44:09.254 --> 02:44:23.744]  They're in a bubble and that means that, you know, this is going to come to time not too long from now, if you're still around, that Bill O'Brien is going to be completely, you know, irrelevant simply because the people who are there, they simply don't understand how the world works beyond, you know, the four walls that they operate within.
[02:44:24.773 --> 02:44:25.353]  Amazing.
[02:44:25.353 --> 02:44:27.074]  Well, when is your film coming out?
[02:44:27.074 --> 02:44:28.375]  I mean, I've seen clips of it.
[02:44:28.375 --> 02:44:29.135]  The film is done.
[02:44:29.135 --> 02:44:34.197]  Yeah, we just needed to put this last little bit of the Bilderberg meeting itself into the film, and it's finished.
[02:44:34.197 --> 02:44:37.419]  And we're going to be premiering in the United States in September.
[02:44:37.419 --> 02:44:38.960]  Well, I want to get you on then.
[02:44:38.960 --> 02:44:41.221]  Anytime you want to come on, we'd love to have you.
[02:44:41.221 --> 02:44:42.221]  Thank you, Daniel Esselstyn.
[02:44:42.221 --> 02:44:43.082]  Amazing information.
[02:44:43.082 --> 02:44:43.882]  Thank you.
[02:44:43.882 --> 02:44:44.222]  Sure.
[02:44:44.222 --> 02:44:45.603]  That is a true... Thank you, sir.
[02:44:45.603 --> 02:44:48.104]  That's a true investigative journalist right there of the highest caliber.
[02:44:50.213 --> 02:44:51.394]  Man, that's what I mean.
[02:44:51.394 --> 02:44:53.335]  I don't want to fight with the cops.
[02:44:53.335 --> 02:44:55.277]  I don't want to fight with the FBI.
[02:44:55.277 --> 02:44:57.298]  I don't want to fight with the ADL.
[02:44:57.298 --> 02:44:59.399]  I don't want to fight with the Muslims.
[02:44:59.399 --> 02:45:03.262]  I don't want to fight with the Black Panthers.
[02:45:03.262 --> 02:45:05.744]  I just don't want to nuke the planet.
[02:45:05.744 --> 02:45:09.466]  I don't want to inject little girls with Gardasil that sterilizes them on record.
[02:45:09.466 --> 02:45:13.469]  I mean, you know, I don't want to take a microchip.
[02:45:13.469 --> 02:45:17.612]  What type of government doesn't want you having a garden?
[02:45:17.612 --> 02:45:18.773]  People that want you to live in a prison.
[02:45:22.190 --> 02:45:27.092]  And man, tyranny is just putting its foot down right now, but the good news is people are squirming.
[02:45:27.092 --> 02:45:28.132]  I wanted to finish up with him.
[02:45:28.132 --> 02:45:37.636]  I appreciate him holding for 40 minutes, and we usually hold a guest over to finish him, but I couldn't have Daniel wait because she's fighting hard and she's got her friend there with her.
[02:45:37.636 --> 02:45:40.817]  I forgot her name, but we've got Ms.
[02:45:40.817 --> 02:45:44.038]  Freeman joining us from I'mProGoat.com.
[02:45:47.521 --> 02:45:49.343]  She again is being persecuted.
[02:45:49.343 --> 02:45:51.305]  Her husband's in the military.
[02:45:51.305 --> 02:45:56.351]  She had her breast tissue removed when she was, I guess, 19 because of a genetic condition.
[02:45:56.351 --> 02:46:00.615]  Goat milk is one of the best milks out there.
[02:46:00.615 --> 02:46:02.017]  She's out in a town in California.
[02:46:02.017 --> 02:46:04.059]  And I wanted to get some comments from your friend as well.
[02:46:04.059 --> 02:46:05.140]  You're both listeners.
[02:46:05.140 --> 02:46:06.602]  Really proud of the fact that so many times
[02:46:07.262 --> 02:46:09.603]  I don't want to sound arrogant, but I asked folks on there, are you a listener?
[02:46:09.603 --> 02:46:11.484]  And it turns out they are.
[02:46:11.484 --> 02:46:15.206]  Even members of Congress that have woken up turn out to be listeners.
[02:46:15.206 --> 02:46:16.747]  But it's not just this, you know, me.
[02:46:16.747 --> 02:46:17.907]  It's all the guests we have on.
[02:46:17.907 --> 02:46:19.208]  It's what we do on this show.
[02:46:19.208 --> 02:46:27.992]  But other points that you needed to make about the fight to be able to be self-sufficient?
[02:46:27.992 --> 02:46:28.252]  Hey there!
[02:46:28.252 --> 02:46:30.633]  Sorry, I disconnected.
[02:46:30.633 --> 02:46:31.234]  Oh, it's okay.
[02:46:31.234 --> 02:46:36.156]  Any other points that you got cut off because the hour ended that you didn't get to finish, then we can put your friend on, any comments she's got.
[02:46:37.185 --> 02:46:38.686]  Yes, yes.
[02:46:38.686 --> 02:46:41.509]  Basically, I have my little notes here, forgive me.
[02:46:41.509 --> 02:46:48.194]  I do want to thank, while this is going on, and I don't have my goats, the community has really, really stepped up.
[02:46:48.194 --> 02:46:51.798]  I have a lot of local moms that are actually donating breast milk to my children.
[02:46:52.478 --> 02:46:57.782]  So, as of right now, I've been able to kick them off a formula, which is really fantastic.
[02:46:57.782 --> 02:46:59.123]  However, we are fighting.
[02:46:59.123 --> 02:47:10.772]  I mean, my husband and I want to have more children, so I am fighting right now to... Well, that's what cutting the resources off is about, taxing you so high that you can't afford to have kids.
[02:47:10.772 --> 02:47:12.013]  Pretty much, basically.
[02:47:12.013 --> 02:47:14.015]  Population control at its finest right there.
[02:47:15.081 --> 02:47:21.266]  So, basically, I also want to kind of do a shout-out to the Info Warriors.
[02:47:21.266 --> 02:47:32.274]  I'm already getting some donations coming in, and one of the donations from Lonnie posted the quote that all of this is necessary for evil triumph is for good men to do nothing.
[02:47:32.274 --> 02:47:39.299]  That's actually my husband and I, that's our favorite quote as far as political activism and community activism goes.
[02:47:39.299 --> 02:47:40.920]  A lot of people, me personally,
[02:47:41.580 --> 02:47:45.463]  I, like I said, I'm a fan of InfoWars, I'm a fan of NaturalNews.com.
[02:47:45.463 --> 02:47:50.587]  I always read these stories and I always think, it's not going to happen to me.
[02:47:50.587 --> 02:48:01.274]  You look at it separate, you look at it as a different, almost like you're watching a story unfold, like a sci-fi story of this government grown out of control and taking away property rights.
[02:48:02.011 --> 02:48:04.434]  But the fact is, we're there right now.
[02:48:04.434 --> 02:48:05.736]  And it did happen to me.
[02:48:05.736 --> 02:48:11.562]  I did not expect to be sitting where I am right now sharing my story with you and saying, see, look, the government's out of control.
[02:48:11.562 --> 02:48:13.705]  They're infringing on property rights.
[02:48:13.705 --> 02:48:14.806]  It's happening.
[02:48:14.806 --> 02:48:16.368]  It's happening now.
[02:48:16.368 --> 02:48:17.369]  And it's coming to you.
[02:48:17.369 --> 02:48:19.933]  If it hasn't come to you yet, it is coming to you.
[02:48:20.814 --> 02:48:25.357]  So, um, I am very, very grateful for what you're doing, Alex.
[02:48:25.357 --> 02:48:26.438]  Oh, please don't thank me anymore.
[02:48:26.438 --> 02:48:30.041]  I just wanted you to be able to talk about where you go next, where the fight goes.
[02:48:30.041 --> 02:48:32.823]  And then, um, I wanted to see if your friend had anything she wanted to say.
[02:48:32.823 --> 02:48:33.583]  What was her name again?
[02:48:33.583 --> 02:48:34.984]  Susan.
[02:48:34.984 --> 02:48:36.445]  You know, let me tap the phone off of her.
[02:48:36.445 --> 02:48:40.808]  Yeah, Susan, spend a few minutes telling us about this fight and where it's going from there.
[02:48:40.808 --> 02:48:44.931]  Because, again, if they can shut off our resources, we're captured.
[02:48:44.931 --> 02:48:46.833]  So, Susan, what's your take on this situation?
[02:48:47.671 --> 02:48:49.452]  Susan, what's your take on it?
[02:48:49.452 --> 02:48:52.654]  Hi Alex, I'd just like to say thank you first and foremost.
[02:48:52.654 --> 02:48:54.956]  You are like one of my most admired people.
[02:48:54.956 --> 02:48:56.217]  Please don't thank me.
[02:48:56.217 --> 02:48:57.558]  Stop it.
[02:48:57.558 --> 02:48:59.059]  Okay, I'm sorry.
[02:48:59.059 --> 02:49:03.562]  But if I had ten people to have dinner with, you'd be one of those ten, just so you know.
[02:49:03.562 --> 02:49:04.383]  Well, you're a sweetheart.
[02:49:04.383 --> 02:49:04.663]  Thank you.
[02:49:05.523 --> 02:49:14.109]  Yeah, so I never met Gingy Freeman prior to this, and when I read about this going down in our city, I thought, she needs help.
[02:49:14.109 --> 02:49:17.531]  You know, anything that I could possibly do to help her with this cause.
[02:49:17.531 --> 02:49:26.778]  I mean, I look at this as a human rights issue, and I'm just so infuriated, and, you know, I want to see this thing through to the end regardless.
[02:49:26.778 --> 02:49:28.919]  And so we're not going away.
[02:49:28.919 --> 02:49:32.442]  We're actually gaining more and more, you know, visibility in the community.
[02:49:33.012 --> 02:49:39.919]  And we're going to be a serious force, and you know, it wasn't until this issue that I stepped up and said, you know what?
[02:49:39.919 --> 02:49:40.860]  I'm in, 100%.
[02:49:40.860 --> 02:49:53.653]  So... You know, I feel like this, but I also see it happening, but in my gut, we've reached the tipping point where people are tired of labels, they're tired of race, they're tired of all the divergence, they want freedom, they want it now, and they're not taking it anymore.
[02:49:55.402 --> 02:49:56.824]  Exactly, exactly.
[02:49:56.824 --> 02:50:01.750]  And so we're not going away and we encourage people to come join, volunteer.
[02:50:01.750 --> 02:50:09.340]  We've got lots to do and we're learning so much because we didn't really know all that is involved with getting a ballot initiative.
[02:50:09.864 --> 02:50:25.363]  And wonderful people from the community are stepping up to help us, but we still have a lot of, you know, ground to cover and money and all that kind of stuff that goes with it, but we'd like to help other cities so, you know, we can help them, but if they can help us, we'll help them.
[02:50:25.363 --> 02:50:27.485]  Absolutely, and if you guys win in your town,
[02:50:28.306 --> 02:50:32.068]  And other towns, it'll become a chain reaction, and it's already a chain reaction.
[02:50:32.068 --> 02:50:35.229]  We're on the march, the empire is on the run.
[02:50:35.229 --> 02:50:36.850]  I'mprogoat.com.
[02:50:36.850 --> 02:50:38.651]  Folks, go over there, donate, support them.
[02:50:38.651 --> 02:50:40.212]  This is a great test case.
[02:50:40.212 --> 02:50:42.853]  You couldn't do better, and pray for them and support them.
[02:50:42.853 --> 02:50:46.634]  Ladies, I want to have you both back up soon for an update on the nightly news.
[02:50:46.634 --> 02:50:47.735]  Thank you so much.
[02:50:47.735 --> 02:50:49.196]  We're going to come back.
[02:50:49.196 --> 02:50:50.596]  I'm thinking you, you're not thinking me.
[02:50:50.596 --> 02:50:52.617]  You're the ones taking action at the grassroots.
[02:50:52.617 --> 02:50:54.218]  It's that first step that's the most beautiful.
[02:50:54.298 --> 02:51:03.201]  Silver has always been nature's very own antibiotic, and only one system allows you to produce an endless supply of nano-sized silver solutions right from the convenience of your home.
[02:51:03.201 --> 02:51:04.301]  Silver Lungs.
[02:51:04.301 --> 02:51:11.603]  With the addition of our unique lung delivery system, respiratory infections are targeted directly, where traditional oral administration simply cannot reach.
[02:51:11.603 --> 02:51:17.465]  This pioneering method also preserves the original particle sizes and delivers your silver solution directly into the bloodstream.
[02:51:17.625 --> 02:51:21.749]  See the Silver Lungs Generator and Lung Delivery System at SilverLungs.com.
[02:51:21.749 --> 02:51:24.271]  That's SilverLungs.com.
[02:51:24.271 --> 02:51:30.417]  Virtually anyone can hack your cell phone and track your calls, your texts, your emails, your every movement.
[02:51:30.417 --> 02:51:32.499]  But only if they can detect a signal.
[02:51:32.499 --> 02:51:36.503]  Stay one step ahead of hackers and Big Brother with a Blockett Pocket.
[02:51:36.503 --> 02:51:41.808]  A custom-made pocket infused with pure silver that creates a complete Faraday enclosure for your cell phone.
