[00:00.000 --> 00:29.000]  Don't bother, they're here.
[3:05:45.240 --> 3:05:46.080]  Good, bro.
[3:05:46.080 --> 3:05:46.920]  Great last caller.
[3:05:46.920 --> 3:05:50.080]  I just wanted to start with plugging your sleep supplement.
[3:05:50.080 --> 3:05:52.640]  It's basically the only way I get sleep anymore
[3:05:52.640 --> 3:05:55.880]  with all the gaslighting, moralization, and absurdity.
[3:05:55.880 --> 3:05:57.720]  It's like we're living in a twilight zone.
[3:05:57.720 --> 3:05:59.440]  All right, Eric's in New Hampshire.
[3:05:59.440 --> 3:06:00.440]  Eric, thanks for calling.
[3:06:00.440 --> 3:06:01.280]  Go ahead.
[3:06:01.280 --> 3:06:02.320]  Hey, Alex, thanks for taking my call.
[3:06:02.320 --> 3:06:04.120]  If I could, I just want to throw a quick plug out
[3:06:04.120 --> 3:06:05.360]  for one of the product.
[3:06:05.360 --> 3:06:07.000]  The XQ does wonders.
[3:06:07.000 --> 3:06:09.320]  They recommend it to everybody here on the fence about it.
[3:06:09.320 --> 3:06:10.160]  Get off the fence.
[3:06:10.160 --> 3:06:11.040]  Get the product.
[3:06:11.040 --> 3:06:12.240]  Support the M4.
[3:06:12.240 --> 3:06:14.120]  Tyler in Maine, you're on the air.
[3:06:14.120 --> 3:06:14.680]  Thanks for rolling.
[3:06:14.680 --> 3:06:15.160]  Go ahead.
[3:06:15.160 --> 3:06:16.840]  Hey, Alex, it's great to be on with you.
[3:06:16.840 --> 3:06:17.560]  It's an honor.
[3:06:17.560 --> 3:06:18.320]  Honored talk to you.
[3:06:18.320 --> 3:06:19.440]  Awesome.
[3:06:19.440 --> 3:06:21.760]  So first thing I wanted to do was say,
[3:06:21.760 --> 3:06:23.040]  I love the product.
[3:06:23.040 --> 3:06:26.600]  Alpha Power, even at 29, if you ask my better half,
[3:06:26.600 --> 3:06:29.000]  she loves it, and it helps in the bedroom.
[3:06:29.000 --> 3:06:30.720]  So just number one for a few of you.
[3:06:30.720 --> 3:06:31.680]  Well, it definitely works.
[3:06:31.680 --> 3:06:33.200]  It's not a joke, yeah.
[3:06:33.200 --> 3:06:34.200]  Absolutely.
[3:06:38.680 --> 3:06:40.240]  As we predicted, the globalists
[3:06:40.240 --> 3:06:42.480]  are now launching a new lockdown.
[3:06:42.480 --> 3:06:44.920]  The first one has already destroyed the third world,
[3:06:44.920 --> 3:06:46.920]  already caused over 20 million extra people
[3:06:46.920 --> 3:06:49.560]  to starve to death, and it's caused massive supply chain
[3:06:49.560 --> 3:06:51.960]  problems across the Western world.
[3:06:51.960 --> 3:06:53.560]  Ladies and gentlemen, now is the time
[3:06:53.560 --> 3:06:55.520]  for you to get high-quality, storeable food that's
[3:06:55.520 --> 3:06:58.760]  ready to ship while you still can at 2020 prices.
[3:06:58.760 --> 3:07:01.240]  We have the biggest, best company in the United States
[3:07:01.240 --> 3:07:02.200]  as our supplier.
[3:07:02.200 --> 3:07:04.640]  Their entire catalog is at infoworkstore.com.
[3:07:04.640 --> 3:07:07.800]  You get an additional 10% off at infoworkstore.com,
[3:07:07.800 --> 3:07:09.920]  but only for one more week.
[3:07:09.920 --> 3:07:12.360]  They've told us you can extend it one more week, Alex.
[3:07:12.360 --> 3:07:13.400]  But that's it.
[3:07:13.400 --> 3:07:15.800]  They won't do this sale again until November,
[3:07:15.800 --> 3:07:18.520]  and then the food prices go up in 2022.
[3:07:18.520 --> 3:07:19.960]  This is insurance you can eat.
[3:07:19.960 --> 3:07:22.480]  It's the highest quality, hundreds of high-quality foods,
[3:07:22.480 --> 3:07:24.080]  three months, six months, your supplies,
[3:07:24.080 --> 3:07:27.640]  all ready for you at infoworkstore.com or call toll free,
[3:07:27.640 --> 3:07:30.520]  triple eight, two, five, three, three, one, three, nine.
[3:07:30.520 --> 3:07:33.440]  Again, infoworkstore.com, 10% off on high-quality,
[3:07:33.440 --> 3:07:36.760]  storeable food, ready to ship, but it ends in just one week.
[3:07:36.760 --> 3:07:38.600]  So take action now while you still can.
[3:07:38.600 --> 3:07:41.680]  You're listening to the Alex Jones show.
[3:08:08.600 --> 3:08:10.240]  And I'm just here on air him saying,
[3:08:10.240 --> 3:08:14.360]  delete the trailer off of Band-Aid video
[3:08:14.360 --> 3:08:18.560]  and that he's been ordered, it's in the BBC News,
[3:08:18.560 --> 3:08:22.520]  to not talk about the Muslims who are as pure
[3:08:22.520 --> 3:08:25.400]  as the driven snow and perfect angel cakes.
[3:08:25.400 --> 3:08:26.560]  So I haven't seen the film.
[3:08:26.560 --> 3:08:27.400]  I don't know what's in it.
[3:08:27.400 --> 3:08:30.200]  I know we've got a copy of it, because we financed it.
[3:08:30.200 --> 3:08:32.160]  We just financed a big film about the boats
[3:08:32.160 --> 3:08:35.920]  coming across too from France with National Fall.
[3:08:35.920 --> 3:08:37.480]  So Tommy, just in closing, you're coming back
[3:08:37.480 --> 3:08:39.320]  tomorrow at noon to give us updates.
[3:08:39.320 --> 3:08:41.160]  I can talk to you off air, because I don't want
[3:08:41.160 --> 3:08:42.360]  to sound half cocked.
[3:08:42.360 --> 3:08:44.400]  This is all happening live on air right now.
[3:08:44.400 --> 3:08:47.640]  You made a film to challenge what they claimed you were wrong.
[3:08:47.640 --> 3:08:49.280]  They're saying you can't put that out now,
[3:08:49.280 --> 3:08:51.120]  or what's happening?
[3:08:51.120 --> 3:08:53.840]  Alex, I sat today and I filmed myself getting the verdict,
[3:08:53.840 --> 3:08:55.720]  because I've done it by a video link.
[3:08:55.720 --> 3:08:58.240]  And when I got the verdict that I lost,
[3:08:58.240 --> 3:09:01.840]  people would be surprised, but I was like, get in there, yeah?
[3:09:01.840 --> 3:09:05.960]  For the reason that the film proves
[3:09:05.960 --> 3:09:07.120]  the corruption of the media.
[3:09:07.120 --> 3:09:07.880]  It proves it.
[3:09:07.880 --> 3:09:09.080]  They were told the truth.
[3:09:09.080 --> 3:09:11.600]  I have recordings of the chair of governors telling us
[3:09:11.600 --> 3:09:12.480]  they sat with journalists.
[3:09:12.480 --> 3:09:13.640]  They told them the truth.
[3:09:13.640 --> 3:09:15.040]  It was hidden.
[3:09:15.040 --> 3:09:17.000]  So it proves the corruption.
[3:09:17.000 --> 3:09:19.880]  I have the proof of the corruption of the local council
[3:09:19.880 --> 3:09:22.120]  who were paying all the teachers to remain silent
[3:09:22.120 --> 3:09:23.360]  and not to tell the truth.
[3:09:23.360 --> 3:09:25.400]  I have all the recordings of the head teacher
[3:09:25.400 --> 3:09:26.960]  downward saying that, yeah?
[3:09:26.960 --> 3:09:27.760]  But I know the corruption.
[3:09:27.760 --> 3:09:31.680]  A big international story, kind of like we saw with the Catholic
[3:09:31.680 --> 3:09:34.400]  kids at the Capitol, and they said they were attacking people.
[3:09:34.400 --> 3:09:35.440]  It wasn't true.
[3:09:35.440 --> 3:09:38.040]  This is basically a similar story where people are being
[3:09:38.040 --> 3:09:38.440]  attacked.
[3:09:38.440 --> 3:09:39.520]  They fight back.
[3:09:39.520 --> 3:09:41.120]  They're being demonized.
[3:09:41.120 --> 3:09:43.960]  And so now they don't want you putting this film out.
[3:09:43.960 --> 3:09:45.480]  And they don't want the film going out,
[3:09:45.480 --> 3:09:49.760]  but this would then prove what is the unholy alliance.
[3:09:49.760 --> 3:09:51.440]  It is the alliance of the media.
[3:09:51.440 --> 3:09:53.000]  It's the alliance of the politicians.
[3:09:53.000 --> 3:09:55.240]  It's the alliance of our judicial systems.
[3:09:55.240 --> 3:09:58.040]  And all of it, working together hand in hand,
[3:09:58.040 --> 3:10:02.520]  along with corrupt lawyers and far left extremists,
[3:10:02.520 --> 3:10:07.720]  because this film shows a campaign of hate, intimidation,
[3:10:07.720 --> 3:10:08.440]  against everyone.
[3:10:08.440 --> 3:10:10.040]  It's the reason it was called Silence,
[3:10:10.040 --> 3:10:12.800]  because everyone from start to finish have been silent.
[3:10:12.800 --> 3:10:15.880]  And I sit here now with a perfect name for the film,
[3:10:15.880 --> 3:10:18.400]  because I've been silent, because I've got a gag in order.
[3:10:18.400 --> 3:10:21.320]  I've got a gag in order that I can't have anything to do with the film
[3:10:21.320 --> 3:10:21.720]  that you have.
[3:10:21.720 --> 3:10:22.920]  OK, well, let me just say this.
[3:10:22.920 --> 3:10:23.920]  We have the film.
[3:10:23.920 --> 3:10:25.920]  I'm going to go watch it after the show.
[3:10:25.920 --> 3:10:27.360]  And Tommy, I pay for the film.
[3:10:27.360 --> 3:10:29.040]  So I'm going to make the decision whether I'm
[3:10:29.040 --> 3:10:30.520]  going to put the film out or not.
[3:10:30.520 --> 3:10:32.320]  But the trailer is going to stay up.
[3:10:32.320 --> 3:10:34.000]  I'm not the Soviet Union yet.
[3:10:34.000 --> 3:10:37.960]  My answer just didn't die for freedom in fight Hitler
[3:10:37.960 --> 3:10:39.080]  to live like this.
[3:10:39.080 --> 3:10:42.120]  Silence, that info or film presented by Tommy Robinson,
[3:10:42.120 --> 3:10:43.240]  stays up.
[3:10:43.240 --> 3:10:46.320]  I don't care what the Islamists and all their armies say.
[3:10:46.320 --> 3:10:48.040]  So the trailer stays up.
[3:10:48.040 --> 3:10:49.360]  I hope it goes viral now.
[3:10:49.360 --> 3:10:52.360]  And I hope it gets out there, because we need freedom
[3:10:52.360 --> 3:10:53.680]  to speak now more than ever.
[3:10:53.680 --> 3:10:58.000]  Join me tomorrow at noon to give us the latest
[3:10:58.000 --> 3:11:00.000]  and have time to flesh all this out.
[3:11:00.000 --> 3:11:01.760]  But Tommy, you've been gone for a year.
[3:11:01.760 --> 3:11:04.280]  I know they've attacked your house, attacked your family,
[3:11:04.280 --> 3:11:05.040]  attacked your wife.
[3:11:05.040 --> 3:11:07.000]  I know it's been rough, but you're ready to speak.
[3:11:07.000 --> 3:11:09.040]  So we'll talk about where Tommy Robinson's
[3:11:09.040 --> 3:11:11.560]  been tomorrow in like 21 hours.
[3:11:11.560 --> 3:11:12.840]  OK?
[3:11:12.840 --> 3:11:13.840]  OK, sound Alex.
[3:11:13.840 --> 3:11:14.840]  We'll talk off there as well.
[3:11:14.840 --> 3:11:15.920]  Yeah, I'll call you.
[3:11:15.920 --> 3:11:18.400]  I'll call you right after this. OK?
[3:11:18.400 --> 3:11:18.920]  Thanks.
[3:11:18.920 --> 3:11:20.720]  Haven't talked to him since before court.
[3:11:20.720 --> 3:11:22.320]  All right.
[3:11:22.320 --> 3:11:22.920]  There you go.
[3:11:22.920 --> 3:11:24.960]  The fight for freedom continues.
[3:11:24.960 --> 3:11:26.760]  The fight for free speech continues.
[3:11:26.760 --> 3:11:28.760]  Those that don't want you to be able to make your own decision,
[3:11:28.760 --> 3:11:29.840]  they're your enemy.
[3:11:29.840 --> 3:11:34.240]  Mike Adams, naturalnews.com takes over.
[3:11:34.240 --> 3:11:34.840]  All right, Alex.
[3:11:34.840 --> 3:11:40.040]  Well, and by the way, I don't mind at all being delayed.
[3:11:40.040 --> 3:11:42.080]  What Tommy Robinson is doing is so critical,
[3:11:42.080 --> 3:11:44.320]  super important for our world.
[3:11:44.320 --> 3:11:47.280]  And that sounds like it's the most important story happening
[3:11:47.280 --> 3:11:49.440]  right now, so I'm glad you're on it.
[3:11:49.440 --> 3:11:54.720]  And I would just say to people, multiple platforms,
[3:11:54.720 --> 3:11:57.960]  take that trailer and post it to different platforms,
[3:11:57.960 --> 3:12:00.040]  including Brighttown, Bitshoot, and Rumble,
[3:12:00.040 --> 3:12:01.720]  and everywhere that you can.
[3:12:01.720 --> 3:12:03.320]  And we'll respect it.
[3:12:03.320 --> 3:12:06.000]  If Infowars wants us to take that down,
[3:12:06.000 --> 3:12:07.040]  we would respect that.
[3:12:07.040 --> 3:12:09.280]  But until then, let's get the word out.
[3:12:09.280 --> 3:12:12.280]  Let's help Tommy Robinson have a voice,
[3:12:12.280 --> 3:12:14.680]  because he's being gagged in silence as he's talking about.
[3:12:14.680 --> 3:12:16.160]  He's a very courageous individual.
[3:12:16.160 --> 3:12:18.400]  He has a crucial message for freedom.
[3:12:18.400 --> 3:12:20.480]  And God bless him.
[3:12:20.480 --> 3:12:21.120]  God bless him.
[3:12:21.120 --> 3:12:23.640]  Prayers to Tommy Robinson for his safety and his work,
[3:12:23.640 --> 3:12:26.600]  because he's kind of like, it sounds like for this project,
[3:12:26.600 --> 3:12:31.800]  he's doing the project Veritas version of this in the UK.
[3:12:31.800 --> 3:12:34.880]  And the UK is such a police state.
[3:12:34.880 --> 3:12:38.760]  The speech police and the vaccine passport police,
[3:12:38.760 --> 3:12:40.040]  it's so out of control.
[3:12:40.040 --> 3:12:41.080]  It's so tyrannical.
[3:12:41.080 --> 3:12:45.760]  And I feel so sorry for the people in the UK
[3:12:45.760 --> 3:12:49.000]  who are trying to retain their freedom.
[3:12:49.000 --> 3:12:52.360]  And I also feel blessed for what we have in places like Texas,
[3:12:52.360 --> 3:12:55.200]  where we have so much more freedom,
[3:12:55.200 --> 3:12:59.080]  because we're in a red state, a red county, in a red state.
[3:12:59.080 --> 3:13:02.240]  And we've got the Bill of Rights, the Constitution,
[3:13:02.240 --> 3:13:04.560]  that still has elements remaining that haven't yet
[3:13:04.560 --> 3:13:07.200]  been completely destroyed by the Biden regime, which
[3:13:07.200 --> 3:13:08.600]  I know they're working on.
[3:13:08.600 --> 3:13:11.240]  But we still have the freedom to speak right here
[3:13:11.240 --> 3:13:14.520]  on this show, on this platform, infowars.com.
[3:13:14.520 --> 3:13:17.320]  And by God, we're going to exercise that freedom
[3:13:17.320 --> 3:13:18.800]  in the name of humanity.
[3:13:18.800 --> 3:13:20.040]  And that's what this is about.
[3:13:20.040 --> 3:13:23.320]  So just a note to the producers there and for Alex,
[3:13:23.320 --> 3:13:25.960]  if there's something else breaking, obviously,
[3:13:25.960 --> 3:13:28.240]  you could just jump in and go.
[3:13:28.240 --> 3:13:30.160]  I mean, it's your platform, it's your show.
[3:13:30.160 --> 3:13:32.520]  Until then, I'm going to bring you the information
[3:13:32.520 --> 3:13:34.400]  that I had planned for this segment.
[3:13:34.400 --> 3:13:37.240]  And maybe it'll get interrupted, and that's totally fine,
[3:13:37.240 --> 3:13:38.280]  because this is reality.
[3:13:38.280 --> 3:13:39.600]  Reality is dynamic.
[3:13:39.600 --> 3:13:41.080]  We have to react to events.
[3:13:41.080 --> 3:13:45.200]  And again, God bless Tommy Robinson and his work.
[3:13:45.200 --> 3:13:48.400]  What I've got for you coming up today, let's see, really,
[3:13:48.400 --> 3:13:52.840]  in just a few minutes here, I've got a guest coming on,
[3:13:52.840 --> 3:13:57.760]  Bob Griswold, who is an expert in, well, so many things that
[3:13:57.760 --> 3:14:00.400]  have been happening around the world.
[3:14:00.400 --> 3:14:04.600]  And we're going to talk about the multi-layered collapse
[3:14:04.600 --> 3:14:08.680]  that's taking place and what you can do to help defend yourself
[3:14:08.680 --> 3:14:10.960]  against that collapse.
[3:14:10.960 --> 3:14:13.560]  And you've got to understand there's
[3:14:13.560 --> 3:14:17.000]  a desperation on the part of the globalists.
[3:14:17.000 --> 3:14:22.120]  And the desperation is that they know that things are turning.
[3:14:22.120 --> 3:14:23.400]  There's an awakening.
[3:14:23.400 --> 3:14:24.480]  There's awareness now.
[3:14:24.480 --> 3:14:25.720]  Things are really turning.
[3:14:25.720 --> 3:14:28.280]  And by the way, I don't see the clock.
[3:14:28.280 --> 3:14:30.040]  So just let me know when we're going to break.
[3:14:30.040 --> 3:14:31.840]  But things are turning.
[3:14:31.840 --> 3:14:33.920]  And because of that, the globalists
[3:14:33.920 --> 3:14:36.640]  are extremely desperate to cover their tracks, which
[3:14:36.640 --> 3:14:40.800]  means they're going to release as many terrorism events
[3:14:40.800 --> 3:14:43.160]  against humanity as they can manage.
[3:14:43.160 --> 3:14:45.880]  There are financial terrorism events
[3:14:45.880 --> 3:14:46.920]  that they are engineering.
[3:14:46.920 --> 3:14:49.720]  There's food scarcity that they are engineering.
[3:14:49.720 --> 3:14:52.600]  There's probably a grid down scenario, at least regionally,
[3:14:52.600 --> 3:14:53.840]  that's being planned.
[3:14:53.840 --> 3:14:56.080]  And many other scenarios, maybe World War
[3:14:56.080 --> 3:14:59.840]  III, maybe UN occupation of America at some point,
[3:14:59.840 --> 3:15:02.240]  they're planning so many things, more bioweapons,
[3:15:02.240 --> 3:15:08.120]  more vaccines containing a nanotech weaponized systems
[3:15:08.120 --> 3:15:11.560]  to exterminate as many human beings as they can.
[3:15:11.560 --> 3:15:14.040]  So they know they're going to get caught.
[3:15:14.040 --> 3:15:15.520]  And that's the good news in all of this.
[3:15:15.520 --> 3:15:18.280]  They know they're going down eventually.
[3:15:18.280 --> 3:15:20.200]  But the bad news is they're going to unleash
[3:15:20.200 --> 3:15:22.680]  every form of terrorism against humanity between now
[3:15:22.680 --> 3:15:25.240]  and then in order to try to cover their tracks.
[3:15:25.240 --> 3:15:28.680]  So we are living through the best of times and the worst
[3:15:28.680 --> 3:15:30.800]  of times, as the novel says.
[3:15:30.800 --> 3:15:33.840]  Things are going to be as bad or worse
[3:15:33.840 --> 3:15:36.000]  as anything you've ever experienced in your life.
[3:15:36.000 --> 3:15:38.360]  But if we survive that, then we earn the right
[3:15:38.360 --> 3:15:43.480]  to be here to witness what happens on the other side of this.
[3:15:43.480 --> 3:15:44.880]  And on the other side of this, we're
[3:15:44.880 --> 3:15:48.640]  going to see the indictment and the imprisoning
[3:15:48.640 --> 3:15:50.840]  of these criminals against humanity
[3:15:50.840 --> 3:15:54.800]  who are demonic, demon-possessed criminals
[3:15:54.800 --> 3:15:57.040]  and destroyers of worlds that try
[3:15:57.040 --> 3:15:58.160]  to destroy our civilization.
[3:15:58.160 --> 3:15:59.560]  They're going down.
[3:15:59.560 --> 3:16:01.240]  They're going down.
[3:16:01.240 --> 3:16:02.200]  Humanity wins.
[3:16:02.200 --> 3:16:02.880]  God wins.
[3:16:02.880 --> 3:16:04.400]  We win in the end.
[3:16:04.400 --> 3:16:07.520]  But there are tribulations between here and there
[3:16:07.520 --> 3:16:08.880]  that we've got to get through.
[3:16:08.880 --> 3:16:10.800]  So coming up after this break, we're
[3:16:10.800 --> 3:16:12.280]  going to have Bob Griswold joining us
[3:16:12.280 --> 3:16:16.000]  talk about how we prepare ourselves for that survival,
[3:16:16.000 --> 3:16:19.800]  how we get through all of this, and what knowledge, wisdom,
[3:16:19.800 --> 3:16:22.040]  and maybe some tools that we need to make it
[3:16:22.040 --> 3:16:22.880]  through all of that.
[3:16:22.880 --> 3:16:24.840]  I'm Mike Adams here on infowars.com.
[3:16:24.840 --> 3:16:25.560]  Stay with us.
[3:16:25.560 --> 3:16:27.920]  We'll be right back after this break with that interview
[3:16:27.920 --> 3:16:28.720]  with Bob Griswold.
[3:16:28.720 --> 3:16:41.920]  There's one central fact of criminal psychology that
[3:16:41.920 --> 3:16:45.960]  criminologists all agree on, and that its criminals are
[3:16:45.960 --> 3:16:49.280]  extremely pathological, even more the general public.
[3:16:49.280 --> 3:16:51.560]  They do the same things over and over again.
[3:16:51.560 --> 3:16:54.840]  And criminals like to commit the same types of crimes
[3:16:54.840 --> 3:16:57.240]  over and over again.
[3:16:57.240 --> 3:16:58.800]  Well, guess what?
[3:16:58.800 --> 3:17:01.880]  It was Anthony Fauci, a eugenicist globalist
[3:17:01.880 --> 3:17:06.240]  that ran the rollout of HIV and the mistreatment of it
[3:17:06.240 --> 3:17:09.200]  with AZT and other chemicals that actually killed more people
[3:17:09.200 --> 3:17:09.960]  than HIV.
[3:17:09.960 --> 3:17:13.960]  And they were the ones involved in viral research of viruses
[3:17:13.960 --> 3:17:16.160]  that would actually go attack the teal infestates in the body
[3:17:16.160 --> 3:17:18.800]  and create autoimmune disorders.
[3:17:18.800 --> 3:17:22.760]  The problem for them was the viruses would then break down
[3:17:22.760 --> 3:17:25.120]  and would be non-lethal down the road.
[3:17:25.120 --> 3:17:27.280]  That's why they need to roll out the COVID-19
[3:17:27.280 --> 3:17:30.280]  and the vaccine because now they admit the COVID-19 vaccine
[3:17:30.280 --> 3:17:32.600]  destroys your immune system, basically giving you
[3:17:32.600 --> 3:17:34.440]  the equivalent of HIV.
[3:17:34.440 --> 3:17:36.840]  That's right, ladies and gentlemen.
[3:17:36.840 --> 3:17:39.640]  I preach about the dangers of cell phones all day long
[3:17:39.640 --> 3:17:42.600]  because they're supercomputers controlled by big tech that
[3:17:42.600 --> 3:17:45.080]  are spying on us everywhere we go and what we do.
[3:17:45.080 --> 3:17:47.440]  But because they have great cameras and great recording
[3:17:47.440 --> 3:17:49.200]  systems and great ways to communicate,
[3:17:49.200 --> 3:17:52.520]  I still have one because this Trojan horse, this Promethean
[3:17:52.520 --> 3:17:53.880]  fire, has a lot of power.
[3:17:53.880 --> 3:17:56.200]  But when I'm not using it, I lock it up
[3:17:56.200 --> 3:17:59.000]  in a high-quality Faraday cage, a privacy pocket,
[3:17:59.000 --> 3:18:00.800]  at infowarstore.com.
[3:18:00.800 --> 3:18:03.480]  We finally got them back in stock, the highest rated.
[3:18:03.480 --> 3:18:06.280]  They fit almost all types of androids and iPhones,
[3:18:06.280 --> 3:18:09.480]  and 50% off, $14.95.
[3:18:09.480 --> 3:18:12.800]  They sell these babies for $29.95 all day long.
[3:18:12.800 --> 3:18:17.920]  We've got a private label with info wars on them for $14.95
[3:18:17.920 --> 3:18:20.040]  because I want you to get them and I
[3:18:20.040 --> 3:18:22.320]  want you to buy friends and family these systems
[3:18:22.320 --> 3:18:24.680]  to educate them about what these, quote,
[3:18:24.680 --> 3:18:26.160]  smartphones really are.
[3:18:26.160 --> 3:18:28.320]  This is a great way to limit your phone time use.
[3:18:28.320 --> 3:18:30.240]  It's a great way to spend more time with your family,
[3:18:30.240 --> 3:18:32.040]  and it's a great way to know you're not
[3:18:32.040 --> 3:18:34.000]  being trapped by the criminal global system.
[3:18:34.000 --> 3:18:36.840]  They're 50% off right now at infowarstore.com.
[3:18:36.840 --> 3:18:38.600]  Ladies and gentlemen, Owen Schreuer here, the host
[3:18:38.600 --> 3:18:39.840]  of the Info Wars War Room.
[3:18:39.840 --> 3:18:43.120]  And I am very excited about our latest supplement
[3:18:43.120 --> 3:18:45.360]  addition to infowarstore.com.
[3:18:45.360 --> 3:18:47.920]  Now, I've been supplementing with greens, fibers,
[3:18:47.920 --> 3:18:50.360]  and vegetable capsules for a long time.
[3:18:50.360 --> 3:18:53.600]  And so I was excited to hear that we were adding our own greens
[3:18:53.600 --> 3:18:55.960]  fiber caps to infowarstore.com.
[3:18:55.960 --> 3:18:58.880]  But then I read the ingredients and I was blown away.
[3:18:58.880 --> 3:19:00.000]  Listen to this.
[3:19:00.000 --> 3:19:03.480]  Organic pea fiber, organic alfalfa leaf, organic wheat
[3:19:03.480 --> 3:19:07.040]  grass leaf, organic cilantro leaf, organic kale leaf,
[3:19:07.040 --> 3:19:10.200]  organic flax sprout, organic quinoa sprout.
[3:19:10.200 --> 3:19:12.320]  Ladies and gentlemen, all of these things
[3:19:12.320 --> 3:19:13.680]  are so incredible for your health.
[3:19:13.680 --> 3:19:15.360]  Just one of these ingredients can
[3:19:15.360 --> 3:19:17.520]  be a life-changing supplement for your health.
[3:19:17.520 --> 3:19:20.920]  And we've packed it all in to fibergreencaps
[3:19:20.920 --> 3:19:22.240]  at infowarstore.com.
[3:19:22.240 --> 3:19:26.120]  So I'm excited to add this to my supplement routine every day.
[3:19:26.120 --> 3:19:28.320]  I suggest that you do the same thing.
[3:19:28.320 --> 3:19:32.520]  And right now, it's at an introductory price of $19.95.
[3:19:32.520 --> 3:19:35.440]  That's 33% off at infowarstore.com.
[3:19:35.440 --> 3:19:44.440]  You're listening to The Alex Jones Show.
[3:19:44.440 --> 3:19:49.440]  I was standing line for this.
[3:19:49.440 --> 3:19:54.440]  There's always room in life for this.
[3:19:54.440 --> 3:19:57.440]  Oh, babe.
[3:19:57.440 --> 3:19:59.440]  Oh, babe.
[3:19:59.440 --> 3:20:04.440]  All right, you're watching The Alex Jones Show.
[3:20:04.440 --> 3:20:05.440]  On infowarstore.com.
[3:20:05.440 --> 3:20:07.440]  I'm Mike Adams, filling in for the rest of this hour.
[3:20:07.440 --> 3:20:09.440]  And I've got a special guest for you
[3:20:09.440 --> 3:20:11.440]  that's going to bring some analysis and insight
[3:20:11.440 --> 3:20:15.440]  into the severity of the collapse and chaos situation
[3:20:15.440 --> 3:20:18.440]  we're now facing, because globalists are trying to distract
[3:20:18.440 --> 3:20:23.440]  us from their murderous crimes of building biological weapons
[3:20:23.440 --> 3:20:26.440]  and unleashing them against humanity in the form of COVID
[3:20:26.440 --> 3:20:30.440]  and also, of course, COVID vaccines, which are also
[3:20:30.440 --> 3:20:32.440]  weaponized to cause mass extermination.
[3:20:32.440 --> 3:20:35.440]  So we're going to have our work cut out for us
[3:20:35.440 --> 3:20:36.440]  to survive all of this.
[3:20:36.440 --> 3:20:38.440]  We're going to bring on now Bob Griswald
[3:20:38.440 --> 3:20:40.440]  from readymaderesources.com.
[3:20:40.440 --> 3:20:42.440]  And Bob is a trusted analyst.
[3:20:42.440 --> 3:20:44.440]  He's got a lot of important opinions and experience
[3:20:44.440 --> 3:20:47.440]  in these areas on an international scope.
[3:20:47.440 --> 3:20:49.440]  Bob, welcome to the show.
[3:20:49.440 --> 3:20:50.440]  It's great to have you on.
[3:20:50.440 --> 3:20:51.440]  How are you doing today?
[3:20:51.440 --> 3:20:52.440]  I'm doing well, Mike.
[3:20:52.440 --> 3:20:54.440]  Thank you so much for having me here.
[3:20:54.440 --> 3:20:55.440]  You know, even as you were talking,
[3:20:55.440 --> 3:20:57.440]  I'm looking at a news report right now.
[3:20:57.440 --> 3:21:00.440]  It says widespread internet outage.
[3:21:00.440 --> 3:21:04.440]  Brief disruptions of retail, financial travel websites down,
[3:21:04.440 --> 3:21:07.440]  DNS failure, fixed question mark.
[3:21:07.440 --> 3:21:10.440]  9-11 outages reported along East Coast.
[3:21:10.440 --> 3:21:12.440]  This isn't going to stop, Mike.
[3:21:12.440 --> 3:21:17.440]  And what my concern is this is that people read this, China,
[3:21:17.440 --> 3:21:21.440]  and what they're doing, the vaccine and what they're doing,
[3:21:21.440 --> 3:21:24.440]  the moral breakdown of society, what's happening there.
[3:21:24.440 --> 3:21:28.440]  And people can get so overwhelmed with what you would call
[3:21:28.440 --> 3:21:30.440]  raw intelligence.
[3:21:30.440 --> 3:21:32.440]  We read it every day.
[3:21:32.440 --> 3:21:34.440]  You and I read it every day.
[3:21:34.440 --> 3:21:37.440]  But at the end of the day, you have to take that raw intelligence
[3:21:37.440 --> 3:21:42.440]  and make a product out of it that suits you, that serves you.
[3:21:42.440 --> 3:21:44.440]  And that's the real trick in doing it,
[3:21:44.440 --> 3:21:46.440]  because we all see the same news,
[3:21:46.440 --> 3:21:49.440]  but a lot of people don't do anything.
[3:21:49.440 --> 3:21:51.440]  Some people do something.
[3:21:51.440 --> 3:21:53.440]  Some people do the wrong things.
[3:21:53.440 --> 3:21:57.440]  The real key is taking this information that we see every day,
[3:21:57.440 --> 3:21:59.440]  the moral breakdown, the vaccines,
[3:21:59.440 --> 3:22:02.440]  the pushing of more lockdowns coming on the United States,
[3:22:02.440 --> 3:22:06.440]  these shutdowns, these cyber-hackings that we see
[3:22:06.440 --> 3:22:08.440]  shutting down gasoline, meat, whatever.
[3:22:08.440 --> 3:22:10.440]  It goes all off the economy.
[3:22:10.440 --> 3:22:16.440]  This massive infusion of debt spending chasing fewer and fewer goods.
[3:22:16.440 --> 3:22:22.440]  So, you know, if you leave it there, people could get really confused.
[3:22:22.440 --> 3:22:25.440]  But Bob, let's talk about what you just said.
[3:22:25.440 --> 3:22:29.440]  Mitch McConnell, Senate Minority Leader, just came out.
[3:22:29.440 --> 3:22:32.440]  I think it was this morning, or perhaps yesterday,
[3:22:32.440 --> 3:22:34.440]  but he said that if people don't get the shots,
