[00:00:01.000 --> 00:00:15.000]  Intro
[03:07:04.700 --> 03:07:06.700]  the U.S., you have massive hail.
[03:07:06.700 --> 03:07:09.700]  And that's indicative of climate engineering operations.
[03:07:09.700 --> 03:07:12.700]  With chemicalized nucleating elements, they can create surface flash breezes.
[03:07:12.700 --> 03:07:14.700]  But this is damaging crops as well.
[03:07:14.700 --> 03:07:19.700]  Again, the degree to which the planet's life support systems are being disrupted by climate
[03:07:19.700 --> 03:07:27.700]  engineering, a.k.a. weather warfare, let's call it what it is, it can't be overstated.
[03:07:27.700 --> 03:07:28.700]  Absolutely.
[03:07:28.700 --> 03:07:32.700]  Now, I want to ask you about the nanoparticles that are being dumped into the air.
[03:07:32.700 --> 03:07:35.700]  We're hearing a lot about nanotechnology, nanoparticles.
[03:07:35.700 --> 03:07:41.700]  I've previously asked you the questions, you know, do these nanoparticles contain technology?
[03:07:41.700 --> 03:07:44.700]  You said you've released a documentary, Graphene Skies.
[03:07:44.700 --> 03:07:46.700]  This is something that is being sprayed.
[03:07:46.700 --> 03:07:51.700]  Talk to us about the difference between what was contained in nanoparticles back then and
[03:07:51.700 --> 03:07:52.700]  now.
[03:07:52.700 --> 03:07:55.700]  Have we got an analysis on that?
[03:07:55.700 --> 03:08:00.700]  What we do know, the primary elements, aluminum, barium, strontium, manganese, polymer fibers,
[03:08:00.700 --> 03:08:02.700]  surfactants, which are what makes soap soap.
[03:08:02.700 --> 03:08:06.700]  If people have seen foaming rain, that is indicative of surfactants being seeded.
[03:08:06.700 --> 03:08:08.700]  It keeps these particles from sticking together.
[03:08:08.700 --> 03:08:09.700]  But also graphene.
[03:08:09.700 --> 03:08:15.700]  So, in the case of graphene and polymer fibers, we know that those two elements are used militarily
[03:08:15.700 --> 03:08:19.700]  for biological warfare as biological carrier agents.
[03:08:19.700 --> 03:08:22.700]  It means it can carry a pathogen from the cloud to the ground.
[03:08:22.700 --> 03:08:23.700]  Why are these elements in our rain?
[03:08:23.700 --> 03:08:25.700]  And they absolutely are.
[03:08:25.700 --> 03:08:28.700]  Our last 100 lab tests almost all contained graphene.
[03:08:28.700 --> 03:08:34.700]  So, again, the gravity that's unfolding in our skies being waged on populations without
[03:08:34.700 --> 03:08:37.700]  their knowledge or consent can't be overstated.
[03:08:37.700 --> 03:08:42.700]  It's not just weather warfare, but at this point must be considered also a form of biological
[03:08:42.700 --> 03:08:43.700]  warfare as well.
[03:08:43.700 --> 03:08:45.700]  And here's my question, Maria.
[03:08:45.700 --> 03:08:50.700]  When the power structure feels that they are completely back into a corner, will they level
[03:08:50.700 --> 03:08:56.700]  the playing field by dispersing something much more devastating, like a hemorrhagic
[03:08:56.700 --> 03:08:58.700]  fever, Ebola, Marburg?
[03:08:58.700 --> 03:09:03.700]  Would they use these biological carrier platforms that are already being sprayed into our skies
[03:09:03.700 --> 03:09:05.700]  to carry that type of pathogen from the cloud to the ground?
[03:09:05.700 --> 03:09:08.700]  I think it would be very naive to think they wouldn't.
[03:09:08.700 --> 03:09:13.700]  Well, I want to ask you about that because I did listen to a couple of your recent updates
[03:09:13.700 --> 03:09:15.700]  where you were talking about pathogens.
[03:09:15.700 --> 03:09:20.700]  Is it possible to spray something like hemorrhagic fever or something that would trigger hemorrhagic
[03:09:20.700 --> 03:09:21.700]  fever in the skies?
[03:09:21.700 --> 03:09:27.700]  And I want to add here that from people like Todd Callender and his team, Lisa McGee, they
[03:09:27.700 --> 03:09:33.700]  found that within the shots, and I've had Todd on this broadcast before, within the shots,
[03:09:33.700 --> 03:09:39.700]  there is programmable technology that can actually create these symptoms, remotely even,
[03:09:39.700 --> 03:09:42.700]  that was in the COVID injections.
[03:09:42.700 --> 03:09:47.700]  Now we're finding that this similar technology is being found in food, in the air, in the
[03:09:47.700 --> 03:09:48.700]  water, everywhere.
[03:09:48.700 --> 03:09:56.700]  So are we talking about programmable technology in the skies as well, and part biological,
[03:09:56.700 --> 03:09:59.700]  part technological pathogens being sprayed in the air?
[03:10:00.700 --> 03:10:06.700]  In regard to anything in those categories, I would not want to speak about what we can't
[03:10:06.700 --> 03:10:10.700]  know, but what we can know is bad enough.
[03:10:10.700 --> 03:10:15.700]  What we do know is more than dire enough to call this an existential threat.
[03:10:15.700 --> 03:10:20.700]  So again, when we know we have the world's second most recognized climate engineer, Dr.
[03:10:20.700 --> 03:10:26.700]  Kim Caldera, former Department of Defense scientist, we have an audio of him on the
[03:10:26.700 --> 03:10:30.700]  record stating what he did for the U.S. Department of Defense was to design ways of spraying
[03:10:30.700 --> 03:10:33.700]  pathogens into clouds to infect the populations below.
[03:10:33.700 --> 03:10:35.700]  He now works for Bill Gates, by the way.
[03:10:35.700 --> 03:10:39.700]  But when we know this technology is actively sought, pursued, refined from the U.S.
[03:10:39.700 --> 03:10:43.700]  Department of Defense, why would we think they're not going to use this on U.S.
[03:10:43.700 --> 03:10:47.700]  populations when we know as of 1977, according to the Washington Post, the U.S.
[03:10:47.700 --> 03:10:52.700]  military had conducted at least 239 open-air biological tests on innocent, unknowing U.S.
[03:10:52.700 --> 03:10:53.700]  populations.
[03:10:54.700 --> 03:11:00.700]  So the bottom line is they would use this certainly based on their past history to level
[03:11:00.700 --> 03:11:01.700]  the playing field.
[03:11:01.700 --> 03:11:02.700]  They have the technology to do it.
[03:11:02.700 --> 03:11:04.700]  The spraying operations are already in place.
[03:11:04.700 --> 03:11:08.700]  The elements used to carry these pathogens from the clouds to the ground are already in
[03:11:08.700 --> 03:11:09.700]  the mix.
[03:11:09.700 --> 03:11:15.700]  And even without these other pathogens, all these particles are fungal proliferation
[03:11:15.700 --> 03:11:16.700]  platforms.
[03:11:16.700 --> 03:11:21.700]  When we have fungal infection decimating everything from soil microbiome to flora,
[03:11:21.700 --> 03:11:22.700]  trees, crops.
[03:11:22.700 --> 03:11:28.700]  And so this is a platform with which they can wreak havoc on the entire web of life and
[03:11:28.700 --> 03:11:33.700]  populations without those populations ever even knowing they're under assault, Maria.
[03:11:33.700 --> 03:11:35.700]  They can blame it on nature.
[03:11:35.700 --> 03:11:37.700]  It's absolutely criminal.
[03:11:37.700 --> 03:11:39.700]  It is absolutely criminal.
[03:11:39.700 --> 03:11:44.700]  You know, every time I've interviewed Dane, I've said we can do our best to avoid the
[03:11:44.700 --> 03:11:45.700]  shots.
[03:11:45.700 --> 03:11:50.700]  We can do our best to avoid major chain grocery meat, which is where this, the technology
[03:11:50.700 --> 03:11:52.700]  that I'm talking about has been found.
[03:11:52.700 --> 03:11:55.700]  Just look at my recent interview with Dr. Anna Mahajan on that subject.
[03:11:55.700 --> 03:11:56.700]  It's up on Band.Video.
[03:11:56.700 --> 03:12:03.700]  And so, and by the way, ZMedia is conducting a very, very important interview this week
[03:12:03.700 --> 03:12:09.700]  with Dr. Anna and Karen Kingston on this subject of the polymer fibers and the graphene as well,
[03:12:09.700 --> 03:12:15.700]  because these two things seem to be a key in a lot of this technology.
[03:12:16.700 --> 03:12:21.700]  So actually, before I move on, talk to us about these polymer fibers and graphene.
[03:12:21.700 --> 03:12:24.700]  Why is this so key to them and their technology?
[03:12:24.700 --> 03:12:31.700]  Well, again, in addition to the scenarios I've already mentioned, we now know from peer-reviewed
[03:12:31.700 --> 03:12:38.700]  science study that polymer nanoparticles are showing up in human everything, human organs,
[03:12:38.700 --> 03:12:39.700]  in the brain.
[03:12:39.700 --> 03:12:41.700]  It crosses the blood-brain barrier.
[03:12:41.700 --> 03:12:46.700]  And the smaller the particle is, regardless of the material, the more lethal it becomes.
[03:12:46.700 --> 03:12:49.700]  And we're talking about lethal materials on top of that.
[03:12:49.700 --> 03:12:52.700]  Again, aluminum, barium, strontium, manganese, polymer, graphene.
[03:12:52.700 --> 03:12:57.700]  All of these combined create what's called synergistic toxicity, so they become much
[03:12:57.700 --> 03:12:58.700]  more toxic still.
[03:12:58.700 --> 03:13:03.700]  And this doesn't even take into account potential pathogens that are being utilized with these
[03:13:03.700 --> 03:13:04.700]  materials as well.
[03:13:04.700 --> 03:13:08.700]  So in the case of mercury and aluminum, which we all have in us now, we know that the combination
[03:13:08.700 --> 03:13:12.700]  of those two materials increases the overall toxicity by 10,000%.
[03:13:12.700 --> 03:13:14.700]  That's 100 times worse.
[03:13:14.700 --> 03:13:17.700]  It's a wonder any of us can function at this point, Maria.
[03:13:17.700 --> 03:13:22.700]  So the bottom line is, as you so correctly stated, we can hide from the injection, but
[03:13:22.700 --> 03:13:24.700]  we can't hide from the air we need to breathe.
[03:13:24.700 --> 03:13:29.700]  And these particulates are all over the globe, ubiquitously raining down on all of us.
[03:13:29.700 --> 03:13:33.700]  And we have, again, peer-reviewed study to prove that there is not an uncontaminated
[03:13:33.700 --> 03:13:37.700]  drop of rain anywhere on planet Earth at this point.
[03:13:37.700 --> 03:13:38.700]  Nowhere.
[03:13:38.700 --> 03:13:41.700]  North Pole, South Pole, top of Mount Everest.
[03:13:41.700 --> 03:13:45.700]  Every single drop of rain is contaminated with forever chemicals, including the elements
[03:13:45.700 --> 03:13:46.700]  I've just named.
[03:13:48.700 --> 03:13:49.700]  All right.
[03:13:49.700 --> 03:13:50.700]  Who's doing this, Dane?
[03:13:50.700 --> 03:13:56.700]  I mean, I want to say right now, ZMedia has a really bombshell report on geoengineering
[03:13:56.700 --> 03:14:00.700]  because we've really been focusing on this of late, and we found some damning evidence.
[03:14:00.700 --> 03:14:01.700]  That'll be released next week.
[03:14:01.700 --> 03:14:06.700]  It'll be up on Band.Video, so keep an eye out for that on the ZMedia banner on Band.Video.
[03:14:06.700 --> 03:14:09.700]  To your knowledge, who is actually responsible for this, Dane?
[03:14:11.700 --> 03:14:15.700]  I think we can say this with absolute certainty, that all roads lead back to the source of
[03:14:15.700 --> 03:14:16.700]  money.
[03:14:16.700 --> 03:14:20.700]  Those who control the central bankers, they fund militaries, thus they control militaries,
[03:14:20.700 --> 03:14:21.700]  thus they control countries.
[03:14:21.700 --> 03:14:24.700]  So that is the top tier of the matrix, if you will.
[03:14:24.700 --> 03:14:26.700]  Those who control the money printing.
[03:14:26.700 --> 03:14:28.700]  All roads lead there, Maria.
[03:14:29.700 --> 03:14:35.700]  I've found some contracts with local energy companies there in the U.S.
[03:14:35.700 --> 03:14:40.700]  I've found contracts with water management companies in the U.S., the state of Utah,
[03:14:40.700 --> 03:14:41.700]  Colorado.
[03:14:41.700 --> 03:14:44.700]  As I said, really huge report coming out next week on this.
[03:14:44.700 --> 03:14:51.700]  But how is it that a local energy company is thinking that it's a great idea to go and
[03:14:51.700 --> 03:14:56.700]  spray stuff in the sky, and within their own documents saying that they're going to be
[03:14:56.700 --> 03:15:01.700]  doing this to cool the Earth, and talking about the toxic chemicals that they're spraying?
[03:15:01.700 --> 03:15:03.700]  How do they get away with this, Dane?
[03:15:05.700 --> 03:15:10.700]  Well, they convinced the public that more technology will fix what technology did in
[03:15:10.700 --> 03:15:11.700]  the first place.
[03:15:11.700 --> 03:15:14.700]  And that, at this point, should be seen for the insanity that it is.
[03:15:14.700 --> 03:15:19.700]  So the bottom line is, with what climate engineering is affecting, again, every breath we
[03:15:19.700 --> 03:15:25.700]  take, they are also drying out boreal forests, creating the conditions for
[03:15:25.700 --> 03:15:27.700]  unprecedented wildfires to burn.
[03:15:27.700 --> 03:15:29.700]  Many would ask, why would they do that?
[03:15:29.700 --> 03:15:34.700]  It's important to understand what their myopic goal is, to put as much atmospheric
[03:15:34.700 --> 03:15:37.700]  particulate pollution in the sky as possible.
[03:15:37.700 --> 03:15:40.700]  And they're now using forest fires as part of this mechanism.
[03:15:40.700 --> 03:15:45.700]  And their stated purpose is to mimic the temporary cooling effect of a volcano.
[03:15:45.700 --> 03:15:48.700]  And that's what they're incinerating boreal forests for.
[03:15:48.700 --> 03:15:51.700]  Let's get back to that right after the break, Dane.
[03:15:51.700 --> 03:15:52.700]  Viewers, don't go anywhere.
[03:15:52.700 --> 03:15:54.700]  Share this broadcast everywhere.
[03:15:56.700 --> 03:15:58.700]  There is a war for the future happening right now.
[03:15:58.700 --> 03:16:03.700]  There is a war that will control my destiny, your destiny, our children's
[03:16:03.700 --> 03:16:04.700]  destinies.
[03:16:04.700 --> 03:16:06.700]  And that war is something that we can win.
[03:16:06.700 --> 03:16:07.700]  But it takes dedication.
[03:16:07.700 --> 03:16:09.700]  It takes commitment.
[03:16:09.700 --> 03:16:13.700]  That's why I ask listeners, respectfully, to go to Infowarsstore.com and buy
[03:16:13.700 --> 03:16:17.700]  great products that will enrich and empower your life while keeping us on air
[03:16:17.700 --> 03:16:19.700]  at the very same time.
[03:16:19.700 --> 03:16:22.700]  Infowarsstore.com.
[03:16:22.700 --> 03:16:25.700]  Take a signed or unsigned copy of my book, The Great Reset and War for the
[03:16:25.700 --> 03:16:26.700]  World.
[03:16:26.700 --> 03:16:27.700]  Ultimate bone broth.
[03:16:27.700 --> 03:16:28.700]  Back in stock.
[03:16:28.700 --> 03:16:29.700]  Nitric boost.
[03:16:29.700 --> 03:16:33.700]  The amazing CBD oil we have that's the highest quality you're going to find
[03:16:33.700 --> 03:16:35.700]  anywhere at more than half off.
[03:16:35.700 --> 03:16:38.700]  It's all available at Infowarsstore.com.
[03:16:38.700 --> 03:16:40.700]  Some of the very best products.
[03:16:40.700 --> 03:16:42.700]  And a lot of you have never shopped at Infowarsstore.
[03:16:42.700 --> 03:16:43.700]  You've been watching for years.
[03:16:43.700 --> 03:16:44.700]  You've been listening for years.
[03:16:44.700 --> 03:16:47.700]  But you've never taken the step to go to Infowarsstore.
[03:16:47.700 --> 03:16:50.700]  These are great products that really work and are amazing.
[03:16:50.700 --> 03:16:51.700]  Plus, they keep us on air.
[03:16:51.700 --> 03:16:52.700]  So, again, please take action.
[03:16:52.700 --> 03:16:55.700]  Go to Infowarsstore.com today.
[03:16:55.700 --> 03:16:56.700]  And I thank you.
[03:16:56.700 --> 03:17:00.700]  Ladies and gentlemen, the truth, the solution is laying right there in front
[03:17:00.700 --> 03:17:02.700]  of you hidden in plain view.
[03:17:02.700 --> 03:17:05.700]  Please listen to me in the next 60 seconds.
[03:17:05.700 --> 03:17:09.700]  If you go to Wikipedia, it has links to the UN's own website where they admit
[03:17:09.700 --> 03:17:13.700]  the number one cause of cognitive disability in the world is iodine
[03:17:13.700 --> 03:17:15.700]  deficiency.
[03:17:15.700 --> 03:17:20.700]  The number one preventable cause of intellectual disability is lack of real
[03:17:20.700 --> 03:17:25.700]  pure iodine in the body as they bomb us with the bad halogens, bromine,
[03:17:25.700 --> 03:17:28.700]  bromide, chlorine, and so much more.
[03:17:28.700 --> 03:17:33.700]  Upwards of 2 billion people in a Lancet Medical Journal study in 2007
[03:17:33.700 --> 03:17:38.700]  worldwide have cognitive disabilities because they don't have high-quality iodine.
[03:17:38.700 --> 03:17:39.700]  Most iodine is bound to other elements.
[03:17:39.700 --> 03:17:40.700]  You don't absorb it.
[03:17:40.700 --> 03:17:46.700]  We have X3, all three types of good iodine together that supercharges your body.
[03:17:46.700 --> 03:17:49.700]  X3 is now back in stock at Infowarsstore.com.
[03:17:49.700 --> 03:17:52.700]  It's being sold out for over six months for 25% off.
[03:17:52.700 --> 03:17:53.700]  X3, back in stock.
[03:17:53.700 --> 03:17:54.700]  Take action now.
[03:17:54.700 --> 03:17:56.700]  Infowarsstore.com.
[03:17:56.700 --> 03:17:59.700]  This is Adam King, host of The Adam King Show, joined by the one and only
[03:17:59.700 --> 03:18:01.700]  Greg Reese of The Reese Report.
[03:18:01.700 --> 03:18:04.700]  We wanted to hop on and send everybody to Infowarsstore.com.
[03:18:04.700 --> 03:18:07.700]  Click this QR code right above Greg Reese.
[03:18:07.700 --> 03:18:13.700]  Buy yourself a Faraday cage, super male vitality, or what Greg has.
[03:18:13.700 --> 03:18:14.700]  Greg, what do you got there?
[03:18:14.700 --> 03:18:17.700]  If you really want to treat yourself to something nice, get yourself an Alexa
[03:18:17.700 --> 03:18:22.700]  Pure water filter and get clean, healthy water whenever you want it,
[03:18:22.700 --> 03:18:23.700]  wherever you want it.
[03:18:23.700 --> 03:18:26.700]  Even if the water pressure goes out, the gravity-fed water filter
[03:18:26.700 --> 03:18:29.700]  has got you covered.
[03:18:29.700 --> 03:18:35.700]  Absolutely, and we couldn't do any of this without listener support.
[03:18:35.700 --> 03:18:38.700]  I was telling Greg earlier, we're like the real NPR,
[03:18:38.700 --> 03:18:40.700]  the real NPR of the base, right?
[03:18:40.700 --> 03:18:43.700]  So click that QR code right there on your screen right now.
[03:18:43.700 --> 03:18:44.700]  Take out your phone.
[03:18:44.700 --> 03:18:45.700]  Click that QR code.
[03:18:45.700 --> 03:18:47.700]  It will take you directly to Infowarsstore.com.
[03:18:47.700 --> 03:18:48.700]  Buy something.
[03:18:48.700 --> 03:18:49.700]  Support the Infowar.
[03:18:49.700 --> 03:18:52.700]  Keep Alex Jones, Orrin Schroer, Harrison Smith, Greg Reese, Adam King,
[03:18:52.700 --> 03:18:54.700]  and the rest of us on air.
[03:18:54.700 --> 03:18:55.700]  Do it today.
[03:18:55.700 --> 03:18:56.700]  Do it now.
[03:18:56.700 --> 03:18:57.700]  Support the Infowar.
[03:18:57.700 --> 03:19:02.700]  Sold out for more than a year, we now have back in stock a limited run of our
[03:19:02.700 --> 03:19:07.700]  extremely popular tooth whitening coral calcium toothpaste full of essential
[03:19:07.700 --> 03:19:10.700]  oils back in stock at Infowarsstore.com.
[03:19:10.700 --> 03:19:14.700]  Another great product sold out for almost a year is our activated charcoal
[03:19:14.700 --> 03:19:16.700]  essential oil toothpaste as well.
[03:19:16.700 --> 03:19:20.700]  These are both incredible for your gums, polish your teeth, amazing to
[03:19:20.700 --> 03:19:23.700]  counter gingivitis, and they fund the Infowar.
[03:19:23.700 --> 03:19:25.700]  There are no fillers in these products.
[03:19:25.700 --> 03:19:30.700]  These are fluoride-free, next-level toothpaste, 10,000 of each tube,
[03:19:30.700 --> 03:19:34.700]  limited run, available exclusively at Infowarsstore.com.
[03:19:34.700 --> 03:19:38.700]  And your purchase funds the operation, plus these are incredible products
[03:19:38.700 --> 03:19:39.700]  you need.
[03:19:39.700 --> 03:19:42.700]  So the coral calcium tooth whitening and the activated charcoal essential oil
[03:19:43.700 --> 03:19:47.700]  toothpaste are now both back in stock at Infowarsstore.com.
[03:19:47.700 --> 03:19:49.700]  I thank you for your support.
[03:19:49.700 --> 03:19:51.700]  But regardless, these are great products you need.
[03:19:51.700 --> 03:19:52.700]  So take action now.
[03:19:52.700 --> 03:19:57.700]  Go to Infowarsstore.com for both this great toothpaste back in stock.
[03:19:57.700 --> 03:20:05.700]  Leading a frontal assault on the lies of the New World Order, it's Alex Jones.
[03:20:05.900 --> 03:20:15.740]  And we are back with geoengineering expert Dane Wigington.
[03:20:15.740 --> 03:20:18.699]  Dane, before the break you were talking, please continue.
[03:20:20.380 --> 03:20:26.619]  Just wanted to make clear the degree of insanity we're dealing with to incinerate Earth's last
[03:20:26.619 --> 03:20:30.859]  remaining life support systems, i.e. the boreal forests, in an attempt to put more particulate
[03:20:30.859 --> 03:20:35.420]  matter into the atmosphere. And what's their next step after that, Maria? We have leaders,
[03:20:36.300 --> 03:20:40.940]  that term is far too dignified for them, but we have people in Washington already discussing
[03:20:40.940 --> 03:20:46.380]  what they see as a potential benefit in a nuclear bomb exchange to put even more particulate matter
[03:20:46.380 --> 03:20:52.060]  in the atmosphere. And if that happens, we're done. But that's how they see a solution to
[03:20:53.340 --> 03:20:57.420]  what they see wrong with the climate, is to fill the atmosphere with particulate matter.
[03:20:57.420 --> 03:21:02.300]  And about the forest fires and their burning, climate engineering is absolutely positively
[03:21:02.300 --> 03:21:06.940]  setting the template for those fires to burn with such ferocity. We have fires burning now
[03:21:06.940 --> 03:21:13.740]  throughout Canada, including Quebec. We have Northern Siberia on fire, incinerating. Well,
[03:21:13.740 --> 03:21:18.140]  actually this was going on when we even had, two weeks ago, plus we had snow in Southern
[03:21:18.140 --> 03:21:23.500]  California while we had Canada and Siberia incinerating. That's not normal, it's not nature.
[03:21:23.500 --> 03:21:26.940]  I encourage you listeners to search this title, one of our most important reports.
[03:21:27.340 --> 03:21:33.340]  Wildfires serve geoengineering agenda. There's copies of peer-reviewed study in that report
[03:21:33.340 --> 03:21:39.100]  advocating for the burning of forests for the purposes of geoengineering. So consider that
[03:21:39.100 --> 03:21:43.660]  level of insanity, and is our nuclear weapons next? And the source of ignition, I want to make
[03:21:43.660 --> 03:21:48.300]  this clear, the source of ignition for these fires, that's a separate subject. Our point is,
[03:21:48.300 --> 03:21:52.460]  what is setting the template for these fires to burn with such ferocity? That is climate
[03:21:52.460 --> 03:22:00.060]  engineering, period. It's interesting you say that. I had Celeste Solem right here on the Alex
[03:22:00.060 --> 03:22:04.940]  Jones show not that long ago. She's a researcher and she was talking to me about the wildfires
[03:22:04.940 --> 03:22:13.580]  that happened in Australia just before COVID. And she was discussing aircrafts that are able to
[03:22:13.580 --> 03:22:18.140]  spray something to essentially put the population into a spell so that they're ready for the
[03:22:18.140 --> 03:22:21.820]  propaganda that's coming. So that's the spiritual aspect of this. But I wonder,
[03:22:23.420 --> 03:22:31.580]  from a geoengineering aspect, are they able to manipulate the population through what
[03:22:31.580 --> 03:22:35.580]  they're spraying? Are the chemicals able to make us docile and things of this nature?
[03:22:35.800 --> 03:22:44.599]  Well, certainly we know with absolute certainty that the particles we are absorbing, they're
[03:22:44.599 --> 03:22:48.439]  very bioavailable, very bioaccumulative, they build up in our system. We know that
[03:22:48.439 --> 03:22:53.880]  that has a very negative cognitive effect, period. We know that IQs in the U.S. based
[03:22:53.880 --> 03:22:59.039]  on previous science study have declined six to nine points in the last generation. That's
[03:22:59.039 --> 03:23:03.560]  an astronomical drop in cognitive function. So the bottom line is, yes, we know in the
[03:23:03.560 --> 03:23:07.160]  case of aluminum nanoparticles, based on available science study, they enter through
[03:23:07.160 --> 03:23:10.960]  the olfactory nerve in the nasal passages, go straight into the bloodstream, cross the
[03:23:10.960 --> 03:23:17.119]  blood-brain barrier, and start a cascading downstream negative effect of cognitive dysfunction.
[03:23:17.119 --> 03:23:21.880]  So that's a given. These particles are making us all dumber by the day, period. That's
[03:23:21.880 --> 03:23:26.480]  indisputed science fact. But when we see them, and we have filmed footage of this in our
[03:23:26.480 --> 03:23:30.039]  groundbreaking documentary, The Dimming, which is available for free to view on the
[03:23:30.039 --> 03:23:36.199]  homepage of GeometryandWatch.org, we captured time-lapse film footage of blanket aerosol
[03:23:36.199 --> 03:23:42.599]  spraying directly on top of the smoke canopy above the very well-known Paradise Fire. Film
[03:23:42.599 --> 03:23:47.039]  footage proves this. Why are they blanket spraying particulate matter on top of a smoke
[03:23:47.039 --> 03:23:52.439]  canopy so it settles down through that canopy? We know at minimum these particles are incendiaries.
[03:23:52.439 --> 03:23:57.519]  Aluminum is an incendiary dust. It's settling over forest foliage, the forest floor, so that
[03:23:57.519 --> 03:24:03.359]  further fuels the ferocity of the fires. But what else might be in this mix that we're
[03:24:03.359 --> 03:24:08.900]  all inhaling? We know how toxic smoke is anyway. When you start to add all this to it, it becomes
[03:24:08.900 --> 03:24:12.119]  unbelievably toxic to a degree that we can't even quantify at this point.
[03:24:12.200 --> 03:24:19.920]  You mentioned recently, I think it even says it on your website, that this is happening
[03:24:19.920 --> 03:24:22.920]  predominantly over highly populated areas.
[03:24:22.920 --> 03:24:25.520]  Why do they choose to focus on highly populated areas?
[03:24:25.520 --> 03:24:28.840]  Is it mainly about poisoning those people?
[03:24:28.840 --> 03:24:36.760]  That wouldn't have been from our website because we definitely see blanket spraying over very
[03:24:36.760 --> 03:24:44.880]  remote areas, Siberia, North Pole, South Pole, and again, to affect global weather patterns,
[03:24:44.880 --> 03:24:49.280]  anywhere you apply these types of technologies, it's affecting the entire system.
[03:24:49.280 --> 03:24:53.120]  We know climate engineering was first fully deployed over the polar regions, but the
[03:24:53.120 --> 03:24:56.880]  bottom line is wherever this is deployed, even if people don't see it in the skies directly
[03:24:56.880 --> 03:25:00.280]  above them, it's drifting in from upwind.
[03:25:00.280 --> 03:25:04.680]  There's no place to hide, as you so correctly stated earlier in this exchange.
[03:25:04.680 --> 03:25:08.000]  There's absolutely nowhere to hide from this particulate matter, and at best, what people
[03:25:08.000 --> 03:25:13.920]  think now is a blue sky is a silvery white particulate field sky.
[03:25:13.920 --> 03:25:17.200]  Encourage people to go outside if they have a dark location near them on a day that's
[03:25:17.200 --> 03:25:20.000]  hazy where they're dispersing these aerosols.
[03:25:20.000 --> 03:25:24.680]  Take the brightest light they can find, dark place, aim it straight up into the sky and
[03:25:24.680 --> 03:25:25.680]  look up through that beam.
[03:25:25.680 --> 03:25:28.600]  You have to see it to believe it looks like you're in a blizzard.
[03:25:28.600 --> 03:25:32.160]  There's so many particles coming down, you can't see them during the daytime.
[03:25:32.160 --> 03:25:35.000]  Consider that we're breathing that all with every breath we take, and I'll leave it at
[03:25:35.000 --> 03:25:36.000]  this.
[03:25:36.000 --> 03:25:40.800]  We have a recent peer-reviewed science study that concludes that we are inhaling as many
[03:25:40.800 --> 03:25:45.920]  as 20 million nanoparticles in every single breath we take.
[03:25:45.920 --> 03:25:52.360]  That is very difficult to conceptualize or believe, but consider that 100,000 nanoparticles
[03:25:52.360 --> 03:25:55.720]  can fit across the width of a single human hair.
[03:25:55.720 --> 03:25:57.560]  That's how much particulate matter we're breathing.
[03:25:57.560 --> 03:26:01.820]  In fact, a recent peer-reviewed study indicates we might be breathing enough plastic to make
[03:26:01.820 --> 03:26:04.660]  a credit card every month.
[03:26:04.660 --> 03:26:07.620]  Try to understand that.
[03:26:07.620 --> 03:26:10.060]  That's mixed in food, the air we breathe.
[03:26:10.060 --> 03:26:14.300]  So these nanoparticles are everywhere, they're a primary element in climate engineering patents.
[03:26:14.300 --> 03:26:18.220]  It's not just decomposing plastic around the globe, it's also what's being dispersed into
[03:26:18.220 --> 03:26:22.540]  our skies as part of these operations.
[03:26:22.540 --> 03:26:29.940]  ZMedia did a report some time ago, Dane, on the Australian geoengineering.
[03:26:30.060 --> 03:26:36.860]  We found legislation that dates back decades, the Rainmaking Act in Victoria, the state
[03:26:36.860 --> 03:26:42.100]  of Victoria, and that legislation clearly states that rainmaking operations that are
[03:26:42.100 --> 03:26:46.940]  done in Victoria can affect other states.
[03:26:46.940 --> 03:26:50.780]  People normally think that it's got to be directly overhead in order for it to affect
[03:26:50.780 --> 03:26:57.020]  that area, but this is, we're talking about thousands of kilometres away being affected
[03:26:57.020 --> 03:27:01.420]  from one rainmaking operation in Victoria.
[03:27:01.420 --> 03:27:05.700]  And they're supposed to submit these reports regularly.
[03:27:05.700 --> 03:27:10.540]  We've had Freedom of Information requests, they didn't respond to my initial inquiry,
[03:27:10.540 --> 03:27:12.420]  the department that's responsible for this.
[03:27:12.420 --> 03:27:18.300]  So, you know, talk to us about being able to affect weather from one location to another,
[03:27:18.300 --> 03:27:24.060]  because I know that, I believe it was 2016 or 17, WeatherTech conducted rainmaking operations
[03:27:24.260 --> 03:27:26.460]  from Jordan in Australia.
[03:27:26.460 --> 03:27:31.500]  They do, certainly a lot of private companies involved in this now.
[03:27:31.500 --> 03:27:34.140]  The basic principle is completely flawed.
[03:27:34.140 --> 03:27:38.580]  It doesn't take a rocket scientist to understand if you seed clouds in one place and make that
[03:27:38.580 --> 03:27:42.660]  rain fall where it otherwise wouldn't have, it didn't get to where it was going.
[03:27:42.660 --> 03:27:47.380]  And again, all these private smaller scale companies pale in comparison.
[03:27:47.380 --> 03:27:50.900]  They're virtually meaningless against the backdrop of climate engineering operations.
[03:27:50.900 --> 03:27:55.740]  So again, look at it as a matter of scale, a small scale weather modification plane
[03:27:55.740 --> 03:27:59.780]  perhaps can disperse a few kilos of materials into the clouds.
