[00:00.000 --> 00:26.000]  Infowars, the most banned network in the world.
[3:03:52.920 --> 3:03:54.920]  This is big pharma completely out of control.
[3:03:54.920 --> 3:03:59.920]  You guys are going to take an hour break, the war rooms at 3 p.m. after Mike Adams takes over.
[3:03:59.920 --> 3:04:00.920]  You're going to cover a lot of this.
[3:04:00.920 --> 3:04:04.920]  What else are you going to be covering on the war room today without an destroyer at 3 p.m.?
[3:04:04.920 --> 3:04:12.920]  Well, I would like to go further into some of these methods of propaganda.
[3:04:12.920 --> 3:04:21.920]  And then the other thing that I would like to go into is more of some of the historical precedents for how science,
[3:04:21.920 --> 3:04:26.920]  or what masquerades of science or proclaims itself to be scientists,
[3:04:26.920 --> 3:04:32.920]  has undertaken some of these major public health initiatives that we now look back at in horror.
[3:04:32.920 --> 3:04:33.920]  Like eugenics.
[3:04:33.920 --> 3:04:36.920]  Like eugenics or lobotomies.
[3:04:36.920 --> 3:04:37.920]  Electroshock.
[3:04:37.920 --> 3:04:38.920]  Electroshock.
[3:04:38.920 --> 3:04:44.920]  So things that, you know, the head of Harvard Neurology in 1970 was publicly advocating,
[3:04:44.920 --> 3:04:46.920]  we now look back at with horror.
[3:04:46.920 --> 3:04:47.920]  Incredible.
[3:04:47.920 --> 3:04:48.920]  I'm impressed.
[3:04:48.920 --> 3:04:50.920]  The courage to face COVID-19, John Leigh.
[3:04:50.920 --> 3:04:51.920]  Peter McCullough, thank you so much.
[3:04:51.920 --> 3:04:53.920]  We'll see you on the war room in one hour.
[3:04:53.920 --> 3:04:56.920]  Mike Adams, coming up.
[3:04:56.920 --> 3:04:57.920]  You see this?
[3:04:57.920 --> 3:05:05.920]  It's an Info Wars Republic Defense Card with original Info Wars art designed by yours truly with a little gold bar implanted in it.
[3:05:05.920 --> 3:05:07.920]  And on the back, it's got a hologram.
[3:05:07.920 --> 3:05:12.920]  There are only 25,000 of these in existence, and they'll never be made again.
[3:05:12.920 --> 3:05:22.920]  The bank that owns the mint that has started putting these out the last few years just sold out of 300,000 of a similar offering that was 40% more than what we're selling these for.
[3:05:22.920 --> 3:05:27.920]  And when you get three or more, you can get these at 50% off and they fund the Info War.
[3:05:27.920 --> 3:05:32.920]  Please visit InfoWarsTour.com and check out this amazing new art slash gold product.
[3:05:32.920 --> 3:05:38.920]  It's a collector's item, and you'll know you help fund the Second American Revolution against the globalist at such a critical point.
[3:05:38.920 --> 3:05:42.920]  Get your gold bars and so much more exclusively at InfoWarsTour.com.
[3:05:42.920 --> 3:05:49.920]  And I want to thank you for your support over the years, because without you, all of the great success we have had together would not have happened.
[3:05:49.920 --> 3:05:50.920]  We are the tip of the spear.
[3:05:50.920 --> 3:05:51.920]  You are the tip of the spear.
[3:05:51.920 --> 3:05:52.920]  And I salute you and thank you.
[3:05:52.920 --> 3:06:21.920]  Visit InfoWarsTour.com today.
[3:06:22.920 --> 3:06:26.920]  We're going to have to go listen to that all of it and absorb it and understand what's going on.
[3:06:26.920 --> 3:06:28.920]  This is also bombshell.
[3:06:28.920 --> 3:06:39.920]  We're going to be bringing in a guest, a JR Nyquist, an expert in, of course, Chinese communism, war posture, as well as Soviet war posturing from the USSR days.
[3:06:39.920 --> 3:06:41.920]  He's going to be joining us here in just a minute.
[3:06:41.920 --> 3:06:55.920]  We're going to be going through the ramifications of leaked audio that appears to be from top war generals or military leaders in China who, according to the translation and transcripts that have been published,
[3:06:55.920 --> 3:07:02.920]  and I have been able to confirm that the transcription is correct because my wife is from Taiwan and speaks Chinese.
[3:07:02.920 --> 3:07:03.920]  So we've gone through it.
[3:07:03.920 --> 3:07:06.920]  We've done a lot of due diligence on this.
[3:07:06.920 --> 3:07:20.920]  But according to the information in that leaked audio, it appears that China is preparing for an invasion, a naval invasion of something bigger than just Taiwan.
[3:07:20.920 --> 3:07:40.920]  And the analysis points to an impending invasion of the United States as the U.S. is weakened because the U.S. has been sending so much of its military equipment and anti-tank missile systems, artillery, and so on over to Ukraine for the Ukrainian Theater of War.
[3:07:40.920 --> 3:07:43.920]  So we're going to cover that in great detail here today.
[3:07:43.920 --> 3:07:49.920]  As soon as I bring in our guests for this hour, JR Nyquist, and believe me, one hour is not enough to cover this.
[3:07:49.920 --> 3:07:52.920]  There are some major a-has in this that I've got to bring you.
[3:07:52.920 --> 3:07:55.920]  But first, real quick, two very important points.
[3:07:55.920 --> 3:08:05.920]  The United States domestic economy is being turned into communism overnight, command and control, centralized planned economies.
[3:08:05.920 --> 3:08:19.920]  Understand that two days ago, Biden invoked the Defense Production Act in order to seize control over food resources and redirect them to Abbott laboratories in order to produce infant formula.
[3:08:19.920 --> 3:08:22.920]  The Defense Production Act is administered by FEMA.
[3:08:22.920 --> 3:08:26.920]  It is a 1950 Korean War era law.
[3:08:26.920 --> 3:08:43.920]  Basically, it means that there is a semi-nationalization of domestic food supplies, and while the Defense Production Act was supposed to be used in wartime for critical infrastructure, for getting nuked or, you know, having massive earthquake wipeouts of cities,
[3:08:43.920 --> 3:08:45.920]  we're using it now for infant formula.
[3:08:45.920 --> 3:08:55.920]  It's a very dangerous precedent, and it means that as food scarcity increases in the months ahead, we're going to see the federal government decide who gets the food and who doesn't.
[3:08:55.920 --> 3:09:10.920]  And then secondly, yesterday the U.S. House passed the anti-gouging law that's going to control fuel prices in the United States, which means that any time that Joe Biden decides fuel prices are too high,
[3:09:10.920 --> 3:09:24.920]  they can declare that the oil companies are, quote, price-gouging the American people, and they can force prices lower, which will, of course, force scarcity and rationing of fuel across America.
[3:09:24.920 --> 3:09:38.920]  So in just two days this week, folks, we've seen the Biden regime's for domestic food supplies and begin fixing, which will mean rationing and scarcity of domestic fuel supplies.
[3:09:38.920 --> 3:10:02.920]  These are wartime efforts, wartime overreaches of power that Biden is engaged in at the same time that China, as you'll hear shortly from our guest, J.R. Nyquist, stockpiling crops, microchips, raw materials, ammunition, and other supplies in preparation for the economy.
[3:10:02.920 --> 3:10:06.920]  So all the signs are pointing towards World War III.
[3:10:06.920 --> 3:10:12.920]  Now we bring in our guest, J.R. Nyquist, and Jeffrey, thank you so much for joining us today.
[3:10:12.920 --> 3:10:14.920]  Can you just chime in?
[3:10:14.920 --> 3:10:16.920]  Let's make sure your auto and video are all good here.
[3:10:16.920 --> 3:10:17.920]  Welcome to the show.
[3:10:17.920 --> 3:10:19.920]  Thank you for having me.
[3:10:19.920 --> 3:10:30.920]  Yeah, according to Dr. Li Meng Yan, the Central Military Commission of China held meetings during the first two weeks of this month.
[3:10:30.920 --> 3:10:38.920]  And on the 14th, someone recorded a 56-minute segment from a meeting and smuggled it out.
[3:10:38.920 --> 3:10:42.920]  And this is the information you referred to.
[3:10:42.920 --> 3:10:48.920]  The meeting was about a war that is planned to begin before November 1, 2022.
[3:10:48.920 --> 3:10:51.920]  They call it the Final War.
[3:10:51.920 --> 3:10:58.920]  This meeting was about the Chinese generals for one province, Guangdong.
[3:10:58.920 --> 3:11:04.920]  They've been instructed to load 957 merchant ships with weapons and war supplies.
[3:11:04.920 --> 3:11:09.920]  Many of the ships have to be reconfigured for military hardware.
[3:11:09.920 --> 3:11:17.920]  They're giving the generals 30 to 45 days to complete the process of loading the ships.
[3:11:17.920 --> 3:11:23.920]  They are also going to be seizing 19 to 20 civilian airports in Guangdong.
[3:11:23.920 --> 3:11:32.920]  The mobilization process is, of course, occurring in all of China's coastal provinces and almost certainly in all of China's provinces.
[3:11:32.920 --> 3:11:45.920]  Regarding the Taiwan Strategic Direction that they refer to, the CCP has 160 to 193 party branches in Taiwan.
[3:11:45.920 --> 3:11:55.920]  And they are going to begin an intensive propaganda and agitation in Taiwan to, of course, encourage the island to surrender.
[3:11:55.920 --> 3:12:01.920]  China has also been using Huawei to steal data for some kind of cyber attack.
[3:12:01.920 --> 3:12:05.920]  They're going to probably try to turn off the electricity in Taiwan.
[3:12:05.920 --> 3:12:12.920]  This map that you're showing now is the illustration of the first and second island chains.
[3:12:12.920 --> 3:12:17.920]  These are conceived as the defensive barriers that the Chinese Navy must break through.
[3:12:17.920 --> 3:12:25.920]  They discuss using DF-41 strategic rockets against the United States against the mainland.
[3:12:25.920 --> 3:12:28.920]  Those are strategic nuclear rockets.
[3:12:28.920 --> 3:12:33.920]  They also discuss using rockets to break the first island chain and go beyond.
[3:12:33.920 --> 3:12:38.920]  So we're not just talking about a war against Taiwan.
[3:12:38.920 --> 3:12:45.920]  We're talking about a world war in which the United States is the real main target.
[3:12:45.920 --> 3:12:51.920]  Jeffrey, let's back up just a little bit before we get into all the details of this.
[3:12:51.920 --> 3:12:54.920]  I mean, you're absolutely correct in what you just stated.
[3:12:54.920 --> 3:13:04.920]  However, let's set the big picture for this because it appears that Russia and China have planned together to take out their common enemy, which is the United States.
[3:13:04.920 --> 3:13:12.920]  I'd like you to speak to that, but also before that, I just want to mention that Russia's operation in Ukraine, in the context of a larger global theater of war,
[3:13:12.920 --> 3:13:23.920]  appears to be a fixing operation to cause Western nations, including Canada, the United States, and NATO nations, to over-commit their military resources to the Ukrainian theater of war,
[3:13:23.920 --> 3:13:32.920]  thereby leaving their domestic situation very vulnerable to an attack in the United States, from the West Coast via China.
[3:13:32.920 --> 3:13:40.920]  Because we've sent, for example, most of our anti-take weapons into Ukraine, and we do not have the ability to manufacture javelins at any real pace.
[3:13:40.920 --> 3:13:45.920]  I think 1,000 a year is all that Raytheon and Lockheed Martin can currently manufacture, and we have a supply chain problem.
[3:13:45.920 --> 3:13:49.920]  So go ahead and speak to that, Russia and China, working together on this, please.
[3:13:49.920 --> 3:13:57.920]  I mean, the defense contractors are saying on a lot of these weapons systems we're sending to Ukraine that it's going to take them two years to double their production.
[3:13:57.920 --> 3:14:05.920]  Well, they've already used, they've already sent the Ukrainian theater four years' worth of production, you know, is what I've been told.
[3:14:05.920 --> 3:14:09.920]  I may have the numbers, you know, depends on the weapons system you're talking about.
[3:14:09.920 --> 3:14:15.920]  Canada has stripped a lot of its military units of certain capabilities because they've sent things to Ukraine.
[3:14:15.920 --> 3:14:21.920]  We've also got 110,000 troops positioned in Eastern Europe.
[3:14:21.920 --> 3:14:37.920]  So we're in an East European facing situation, and here the Chinese are preparing this blindside attack, which, and to me, the idea that they're going to send Dia 41, that's their strategic rockets against America,
[3:14:37.920 --> 3:14:45.920]  means they're going to strike us, and the only weapons, if they hit the right targets, the only weapons we're going to have to fight this war, the weapons we already have.
[3:14:45.920 --> 3:14:52.920]  And if we've shipped a lot of those overseas to Eastern Europe, we're not going to have them for ourselves.
[3:14:52.920 --> 3:14:54.920]  Now, I've, you're exactly right.
[3:14:54.920 --> 3:15:00.920]  For those listening, I've just published a story with some of the highlights of this on naturalnews.com. It just went live right before the show.
[3:15:00.920 --> 3:15:06.920]  So I'm pulling out highlights and also citing the documents, the translation from this leaked audio.
[3:15:06.920 --> 3:15:15.920]  One of the things that really struck me about this, Jeffrey, I'd like to get your comments on this, is the mention of cyber warfare, as well as satellite space weapons warfare,
[3:15:15.920 --> 3:15:26.920]  and then also the activation of civilians who, CCP civilians who are embedded in governments and corporations around the world that China says must be recruited to aid the war effort at that time.
[3:15:26.920 --> 3:15:29.920]  We've only got a few seconds, Jeffrey, go ahead.
[3:15:29.920 --> 3:15:35.920]  Yeah, massive spying, massive infiltration all over our systems, and they're going to be engaged in this too.
[3:15:35.920 --> 3:15:37.920]  We've got a fifth column going on.
[3:15:37.920 --> 3:15:43.920]  And as far as Russia goes, yeah, Russia's bragging they're going to own all of Europe all the way up to Portugal and Spain.
[3:15:43.920 --> 3:15:47.920]  So this can only happen given the conventional failure of the Russian military.
[3:15:47.920 --> 3:16:16.920]  Jeffrey, we're going to go to break. Stay with us, folks. We'll be right back with JR Nyquist right after this break. Much more straight ahead.
[3:16:17.920 --> 3:16:25.920]  Your privacy, protecting your credit cards, protecting your bank accounts, protecting your photos, protecting everything that's on your phone is paramount.
[3:16:25.920 --> 3:16:28.920]  That's why everybody should visit infowarstore.com.
[3:16:28.920 --> 3:16:36.920]  We're carrying a huge new line of very compliant, made in America products that have 100% reviews and are simply incredible.
[3:16:36.920 --> 3:16:45.920]  It's a 360 win. Protect your privacy and shop at Info Wars to support the overall Info War against the globalists, a true 360 win.
[3:16:45.920 --> 3:16:50.920]  Get your Faraday cages at infowarstore.com. Check out the new line. It's amazing.
[3:17:16.920 --> 3:17:24.920]  For those of you that want to actually give us a straight donation so we get almost 100% of the money to fund our operation during this critical time,
[3:17:24.920 --> 3:17:31.920]  go to infowarstore.com and right at the top you'll see a link to make a straight donation.
[3:17:31.920 --> 3:17:37.920]  A one-time donation of $5, $10, $50, or a recurring donation you can cancel anytime.
[3:17:37.920 --> 3:17:44.920]  I want to thank all of you that have donated. I want to encourage those of you out there that want to support freedom to take action now and be part of the global awakening.
[3:17:44.920 --> 3:17:51.920]  The new renaissance that's countering the great reset by going to infowarstore.com and clicking on the donate button and giving today.
[3:17:51.920 --> 3:17:54.920]  Thank you so much for your support. Please take action.
[3:17:54.920 --> 3:18:02.920]  I designed over 200 t-shirts the last 25 years and we have some of those original designs still for sale at infowarstore.com.
[3:18:02.920 --> 3:18:08.920]  These are real classics. But ladies and gentlemen, they're all about to be limited edition because we're selling out of them.
[3:18:08.920 --> 3:18:17.920]  They're about to be history and we're selling out of the hoodies, the ball caps, the t-shirts, all these amazing designs at cost at infowarstore.com.
[3:18:17.920 --> 3:18:20.920]  Except for this fundraiser shirt that is a real hit and people love it.
[3:18:20.920 --> 3:18:27.920]  It's $24.95. Alex Jones is right on the front, the Red Thunderbolt, and then again on the back, a big bold infowarstore.com.
[3:18:27.920 --> 3:18:35.920]  Exercise your First Amendment. Don't let the leftist and the globalist bully silence you and fund the info war at the same time.
[3:18:35.920 --> 3:18:42.920]  There is not a more politically incorrect shirt that sends a stronger message of freedom, resistance to the new world order than the Alex Jones was right shirt,
[3:18:42.920 --> 3:18:48.920]  exclusively available at infowarstore.com. And again, this shirt is limited edition as well.
[3:18:48.920 --> 3:18:53.920]  We're doing one more run and then no more. infowarstore.com. Get yours today.
[3:18:53.920 --> 3:19:02.920]  Introducing the newest product from infowarslife.com. We are so proud of infowarslife immune support.
[3:19:02.920 --> 3:19:10.920]  It is concentrated herbs that are known on record to supercharge our body's natural defenses.
[3:19:10.920 --> 3:19:14.920]  Ladies and gentlemen, this is something that is essential and everyone should get.
[3:19:14.920 --> 3:19:18.920]  And on top of it, it funds the info war, so that's a 360 win.
[3:19:18.920 --> 3:19:20.920]  Let me tell you what is in this amazing product.
[3:19:20.920 --> 3:19:29.920]  Concentrated elderberry, concentrated echinacea, concentrated astragalus root, angelica root, loatium root, and more.
[3:19:29.920 --> 3:19:39.920]  This product is incredible. Info wars immune support, exclusively available at infowarstore.com, is funding the tip of the spear, the info wars operation.
[3:19:39.920 --> 3:19:47.920]  It is a 360 win. The only way you fail is by not taking action and getting this product to boost your body's natural defenses and keep info wars on the air.
[3:19:47.920 --> 3:20:03.920]  The globalists are hoping you don't take action. Take action now, infowarsstore.com.
[3:20:18.920 --> 3:20:25.920]  It's Mike Adams. You're listening to the Alex Jones show.
[3:20:25.920 --> 3:20:29.920]  All right, welcome back folks to the fourth hour of the Alex Jones show today.
[3:20:29.920 --> 3:20:40.920]  I'm Mike Adams, filling in here with my special guest, JR Nyquist, who is an expert on the military posturing of communist nations such as modern day China and also the former Soviet Union.
[3:20:40.920 --> 3:20:44.920]  He keeps well informed of what's happening with Russia as well.
[3:20:44.920 --> 3:20:52.920]  As we just mentioned right before we went to break, it looks like Russia and China have teamed up to try to take out their common enemy, the United States.
[3:20:52.920 --> 3:21:09.920]  Russia believes it's going to be able to push successfully westward to attack Poland and continue its expansion of the former Soviet Union beyond the old borders of the USSR and actually conquer much of Western Europe while China conquers the United States of America.
[3:21:09.920 --> 3:21:32.920]  Essentially, their posture has been to exterminate every last North American citizen and then to seize America's farmland in order to grow crops more successfully to feed the expanding global Chinese will CCP regime because they're having so many crop failures due to flooding and simply just a lack of available farmland that is reliable season after season in mainland China.
[3:21:32.920 --> 3:21:42.920]  So, Jeffrey, thank you again. Welcome back to show. Can you give out your your website by the way your blog site where people can find you to.
[3:21:42.920 --> 3:21:49.920]  Yeah, it's JR nyquist.blog. That's JR nyqist.blog.
[3:21:49.920 --> 3:21:59.920]  Okay, great. JR nyquist.blog. So go ahead with your analysis of what I just said the global war to eliminate Western Europe and also the United States.
[3:21:59.920 --> 3:22:08.920]  Yeah, let me give people a data point they can all check out. You notice that the Russian invasion of Ukraine is given the designation Z.
[3:22:08.920 --> 3:22:18.920]  Note that Z is the final letter in the alphabet and the Chinese are calling their operation the final war.
[3:22:18.920 --> 3:22:26.920]  So there is a correlation here between the concept of final letter Z. I just want people to note that.
[3:22:26.920 --> 3:22:45.920]  Yes, and one other thing is that in that leaked audio from the transcript, Chinese war leaders specifically referred to the way that NATO in the United States committed economic sanctions or acts of war against Russia and that China was taking specific steps to shore up their domestic supply
[3:22:45.920 --> 3:22:55.920]  chains in anticipation of the United States trying to economically isolate them. So isn't that another data point that proves China is anticipating a war with the West?
[3:22:55.920 --> 3:23:10.920]  Yeah, and China and Russia have both been stockpiling strategic resources, not just gold in terms of currency, but also China's been stockpiling food, massive amounts of food like 67% of the global food storage.
[3:23:10.920 --> 3:23:29.920]  You also have in terms of China's reason for going to war, what Dr. Li Meng has said is that their reason for going to war is that they entered into their collaboration and their trade relationship with the United States based on the one China policy
[3:23:29.920 --> 3:23:47.920]  that we recognize as only one China and they're claiming that because we want to defend Taiwan, we're going against that and we're basically committing, we're violating the relationship and we're committing in effect a sort of an act of aggression by leveraging Taiwan against China.
[3:23:47.920 --> 3:24:01.920]  Do you believe that the United States State Department will officially declare that it's shifting recognition to Taiwan from China or that it will declare that Taiwan is an independent nation that the US recognizes?
[3:24:01.920 --> 3:24:04.920]  Is that kind of announcement imminent in your view?
[3:24:04.920 --> 3:24:20.920]  I don't think so, although it could happen, I think that the Chinese are just regarding our military support, what we're doing to make Taiwan into a porcupine, we're trying to make Taiwan defensible, we're trying to protect it.
[3:24:20.920 --> 3:24:35.920]  The Japanese have declared that Taiwan is a vital interest of Japan, if only to help our Japanese allies, we have to help Taiwan.
[3:24:35.920 --> 3:24:52.920]  So there's this, all this talk in the United States, especially over the last year about how do we defend Taiwan against China as China started to make moves in 2020 military buildup opposite the Taiwan Straits as if they're going to invade Taiwan.
[3:24:52.920 --> 3:25:14.920]  But Taiwan, of course, is just one of many factors there, we also have Japan, which is getting very nervous anytime China talks about expansionist activity, Japan facing its own financial catastrophe due to the massive money printing of the Japanese Central Bank there and the potential collapse of the yen.
[3:25:14.920 --> 3:25:32.920]  But we've also got India, we've got the Philippines, we've got South Korea, how does China think in your view that they're going to get away with such an aggressive assault against the United States without suffering the retaliation of nations closer to China's own shores?
[3:25:32.920 --> 3:25:51.920]  I think that if you've noticed how the energy constriction of energy supplies that the Russians with their allies in Venezuela and Iran have conducted, the Houthi missile strikes against the Ramco facilities in Saudi Arabia and the impending war between Israel and Iran,
[3:25:51.920 --> 3:26:05.920]  you're going to find the Persian Gulf is going to be shut down shortly. And Japan has stated that it cannot withstand even the minor shut off of buying energy supplies like diesel fuel from Russia and so on.
[3:26:05.920 --> 3:26:13.920]  Japan's economy, Japan is just too energy dependent. Japan does not produce a lick of oil and all of her island she has to import 100%.
[3:26:13.920 --> 3:26:26.920]  And that is very difficult. And if there's a war in the South China Sea, almost all of China's shipping, especially her shipping of oil, most of it comes through the South China Sea.
[3:26:26.920 --> 3:26:35.920]  If that sea is interdicted by a war, how is Japan going to get its oil? How is Japan going to even continue to run?
[3:26:35.920 --> 3:26:46.920]  So it seems like what you're hinting at here is that we are now entering the commodities based New World Order, so to speak, where Russia and China have a very key advantage in that area.
[3:26:46.920 --> 3:26:56.920]  Russia producing so much oil and also having a bumper crop of wheat this year, reportedly Russia producing minerals and exporting a fertilizer, for example.
[3:26:56.920 --> 3:27:13.920]  China now serving as the industrial hub of the world, a role that the United States played in World War II, which allowed the U.S. to out produce the Axis forces of the Third Reich, so that the Allied forces could have enough equipment to go ahead and defeat the Third Reich.
[3:27:13.920 --> 3:27:18.920]  But now China has that advantage while the U.S. manufactures relatively little.
[3:27:18.920 --> 3:27:30.920]  So it seems like, I mean, in your assessment, I know you're not in favor of them winning, but doesn't it seem like they have real strategic advantages right now in terms of commodities and industrial output?
[3:27:30.920 --> 3:27:50.920]  They have so conceived their policies that they have set this situation up that we have transferred much of our industrial base to China because their labor was cheaper, and we didn't want the environmental cost of producing many of those things here.
[3:27:50.920 --> 3:28:01.920]  The Chinese were willing to bear that cost, and so China got the benefit of that, and they used the money to build up their military. They have the largest navy in the world right now.
[3:28:01.920 --> 3:28:04.920]  They have the largest industrial base in the world right now.
[3:28:04.920 --> 3:28:09.920]  Russia has a huge raw material base, a huge military technical base.
[3:28:09.920 --> 3:28:18.920]  Russia has the precision nuclear missile forces. Whatever we think of their land forces and their obsolete doctrine and tactics, their missile forces are state of the art.
[3:28:18.920 --> 3:28:26.920]  They're 30 years ahead of us, the Russians, in missile nuclear weapon and missile technology. The Chinese have been helped by the Russians.
[3:28:26.920 --> 3:28:37.920]  So you got China, North Korea, and Russia. They are using food and oil as weapons. They're using their fifth columns here in the U.S. and the West as weapons.
[3:28:37.920 --> 3:28:44.920]  And they will, when they unleash this war, it will be nuclear, and it's already, I believe, biological.
[3:28:44.920 --> 3:28:46.920]  We know where the COVID-19 came from.
[3:28:46.920 --> 3:28:54.920]  Stay with us. Stand by. We've got to go to a break again. We'll be back with more with JR Nyquist and Global Warfare that's coming. Stay tuned.
[3:29:17.920 --> 3:29:29.920]  And we have this high quality Made America product line exclusively available, private labeled by us, known as Redux at infowarstore.com.
[3:29:29.920 --> 3:29:34.920]  So go to infowarstore.com and check out Redux. It's our first big run.
[3:29:34.920 --> 3:29:43.920]  We've made a major investment to have this produced and ready, and it's now exclusively available to you at a very low price at infowarstore.com.
[3:29:43.920 --> 3:29:54.920]  Protect your privacy from government, the U.N., globalist contact tracers, hackers, criminals, you name it, with Redux exclusively available at infowarstore.com.
[3:29:54.920 --> 3:30:02.920]  I designed over 200 t-shirts the last 25 years, and we have some of those original designs still for sale at infowarstore.com.
[3:30:02.920 --> 3:30:03.920]  These are real classics.
[3:30:03.920 --> 3:30:09.920]  But ladies and gentlemen, they're all about to be limited edition because we're selling out of them.
[3:30:09.920 --> 3:30:17.920]  They're about to be history, and we're selling out of the hoodies, the ball caps, the t-shirts, all these amazing designs at cost infowarstore.com.
[3:30:17.920 --> 3:30:21.920]  Except for this fundraiser shirt that is a real hit and people love it.
[3:30:21.920 --> 3:30:28.920]  It's $24.95. Alex Jones is right on the front, the Red Thunderbolt, and again on the back, a big bold infowarstore.com.
[3:30:28.920 --> 3:30:29.920]  Exercise your First Amendment.
[3:30:29.920 --> 3:30:35.920]  Don't let the leftist and the globalist bully silence you and fund the infowar at the same time.
[3:30:35.920 --> 3:30:42.920]  There is not a more politically incorrect shirt that sends a stronger message of freedom, resistance to the new world order than the Alex Jones was right shirt,
[3:30:42.920 --> 3:30:45.920]  exclusively available at infowarstore.com.
[3:30:45.920 --> 3:30:48.920]  And again, this shirt is limited edition as well.
[3:30:48.920 --> 3:30:50.920]  We're doing one more run, and then no more.
[3:30:50.920 --> 3:31:05.920]  Infowarstore.com, get yours today.
[3:31:21.920 --> 3:31:26.920]  And when you get three or more, you can get these at 50% off and they fund the infowar.
[3:31:26.920 --> 3:31:31.920]  Please visit infowarstore.com and check out this amazing new art slash gold product.
[3:31:31.920 --> 3:31:37.920]  It's a collector's item, and you'll know you helped fund the Second American Revolution against the globalist at such a critical point.
[3:31:37.920 --> 3:31:41.920]  Get your gold bars and so much more exclusively at infowarstore.com.
[3:31:41.920 --> 3:31:48.920]  And I want to thank you for your support over the years because without you, all of the great success we have had together would not have happened.
[3:31:48.920 --> 3:31:51.920]  You are the tip of the spear, you are the tip of the spear, and I salute you and thank you.
[3:31:51.920 --> 3:32:20.920]  Visit infowarstore.com today.
[3:32:22.920 --> 3:32:29.920]  Go to infowarstore.com and read about these compounds and ingredients for yourself and then try it for yourself.
[3:32:29.920 --> 3:32:34.920]  Now the formula is made for men, but it does amazing things for women as well.
[3:32:34.920 --> 3:32:39.920]  Find out what just one of the ingredients does, LJ100, and then go on from there.
[3:32:39.920 --> 3:32:46.920]  Alpha Power, exclusively available right now, 40% off at infowarstore.com and it funds the infowar.
[3:32:46.920 --> 3:32:51.920]  You are really missing out if you don't experience what Alpha Power does.
[3:32:51.920 --> 3:33:17.920]  You found it, the tip of the spear.
[3:33:17.920 --> 3:33:24.920]  It is the Alex Jones Show with Mike Adams.
[3:33:24.920 --> 3:33:39.920]  Alright, we're back with JR Nyquist talking about the leaked audio out of China that appears to indicate the preparations for a large scale land invasion of the United States that could be taking place this year unless it is stopped.
[3:33:39.920 --> 3:33:50.920]  We're going to bring in Jeffrey here for more details about that, including the staging of equipment, caches, uniforms, and RPGs and artillery across the United States.
[3:33:50.920 --> 3:33:56.920]  Just want to let you know, I've just released a new free audio book that I think will help save lives.
[3:33:56.920 --> 3:33:58.920]  It's called Resilient Prepping.
[3:33:58.920 --> 3:34:00.920]  You can download it for free.
[3:34:00.920 --> 3:34:04.920]  I think it will help a lot of info wars listeners and just download the MP3 files.
[3:34:04.920 --> 3:34:06.920]  Just go to resilientprepping.com.
[3:34:06.920 --> 3:34:07.920]  You can get that audio book.
[3:34:07.920 --> 3:34:08.920]  It's about 12 hours.
[3:34:08.920 --> 3:34:17.920]  If you want to listen to me for 12 hours, talk about how to survive without electricity, how to survive without combustion engines, how to survive the total collapse of Western civilization.
[3:34:17.920 --> 3:34:22.920]  Because that may be indeed where things are headed if we don't get saner people in charge.
[3:34:22.920 --> 3:34:26.920]  Hey, why don't we put the real president back in the Oval Office, which would be Trump?
[3:34:26.920 --> 3:34:28.920]  And I think China would back off, by the way.
[3:34:28.920 --> 3:34:29.920]  That's just my opinion.
[3:34:29.920 --> 3:34:48.920]  But Jeffrey, talk to us about the staging of equipment that's taken place across the United States by both Russia and China, sort of pre-staging the battlefield in preparation for activation of domestic units that are already in the United States.
[3:34:48.920 --> 3:34:50.920]  Jeffrey, you might be muted.
[3:34:50.920 --> 3:34:52.920]  At least, I'm not getting audio.
[3:34:52.920 --> 3:34:53.920]  Sorry, sorry about that.
[3:34:53.920 --> 3:34:54.920]  Okay.
[3:34:54.920 --> 3:34:55.920]  Go ahead.
[3:34:55.920 --> 3:35:03.920]  In late March 2020, we saw the United States put its nuclear war command staff deep underground.
[3:35:03.920 --> 3:35:11.920]  This was the first sign that the United States may have understood the releasing of the virus as part of the beginning of the war.
[3:35:11.920 --> 3:35:19.920]  There's been a lot of very interesting changes and adaptations and notices in the U.S. military.
[3:35:19.920 --> 3:35:28.920]  My guess is, and you talk about the food situation, about what the U.S. government is doing, these are things you do in advance of a nuclear war.
[3:35:28.920 --> 3:35:32.920]  I just wanted to point out, and it's pretty serious.
[3:35:32.920 --> 3:35:39.920]  If DF-41 warheads, missiles are coming towards us, this country is going to get hit pretty hard.
[3:35:39.920 --> 3:35:50.920]  The government's got to try to do the best it can to defend, and of course, I don't trust the Biden administration or one IOTA.
[3:35:50.920 --> 3:35:58.920]  The Marxism of some of those people in the Justice Department and Administration, I see no difference between that and the Marxists who rule China.
[3:35:58.920 --> 3:36:05.920]  Marxism is a toxic, poisonous, totalitarian ideology, and we've let it go very far in our own country.
[3:36:05.920 --> 3:36:12.920]  This is a very bad position when you have a potential fifth column in your country to be involved in a world war. Very dangerous.
[3:36:12.920 --> 3:36:19.920]  I've never mentioned this here on the Alex Jones show before I brought it up, I'll go ahead.
[3:36:19.920 --> 3:36:31.920]  I know with certainty, because I'm in the food industry business, that the State Department has forced major storeable food manufacturers in America
