[00:00:08.820 --> 00:00:13.774]  Crashing through the lies and disinformation, it's Alex Jones.
[01:20:33.582 --> 01:20:37.084]  David Knight's in the mornings 8 to 11.
[01:20:37.084 --> 01:20:39.645]  Roger Stone and Owen Schroer 3 to 6.
[01:20:39.645 --> 01:20:42.307]  We're now through the election doing 8 to 10 live 2018 midterm.
[01:20:46.167 --> 01:20:49.068]  Election coverage that goes out on satellite to radio and TV stations.
[01:20:49.068 --> 01:20:51.109]  A lot of TV and radio stations are picking it up.
[01:20:51.109 --> 01:20:54.030]  We skip our local breaks or we skip our network breaks.
[01:20:54.030 --> 01:20:56.311]  You get all the local breaks.
[01:20:56.311 --> 01:20:58.752]  So that is for all of our stations out there as well.
[01:20:58.752 --> 01:21:04.494]  We are fighting and working harder and longer than ever because the globalists are fighting and working so hard.
[01:21:04.494 --> 01:21:08.736]  Find all the details at Infowars.com forward slash show.
[01:21:08.736 --> 01:21:10.937]  And remember, without you moving the ball down the field,
[01:21:11.892 --> 01:21:20.367]  Without you telling friends and family and sharing the live links on your Twitter and your Facebook and your YouTube or on your own email or by word of mouth, we get shut down.
[01:21:21.411 --> 01:21:25.413]  Quite frankly, our audience got bigger with the bands.
[01:21:25.413 --> 01:21:26.713]  The hardcore audience did.
[01:21:26.713 --> 01:21:29.274]  People coming to us got three, four times bigger.
[01:21:29.274 --> 01:21:33.816]  We had a huge outreach to new people, but most of them were just kind of passers-by.
[01:21:33.816 --> 01:21:35.697]  But the hardcore audience is bigger.
[01:21:35.697 --> 01:21:39.679]  I'd rather have it the other way, where we can reach new people, but you're still reaching new people.
[01:21:39.679 --> 01:21:41.320]  So without you, InfoWars fails.
[01:21:42.180 --> 01:21:46.283]  We are in your hands, so thank you all for your support, your prayers, everything.
[01:21:46.283 --> 01:21:50.966]  So, Zachary Lee Claywon hasn't gotten into all of his background.
[01:21:50.966 --> 01:21:53.207]  Prominent family in Morocco, really smart guy.
[01:21:53.207 --> 01:21:56.549]  I know some of the inside baseball at Fort Hood.
[01:21:56.549 --> 01:21:59.411]  The things that really went on there in the PSYOP that they discovered.
[01:21:59.411 --> 01:22:03.093]  Why Obama wouldn't call that an Islamic attack for four years.
[01:22:03.093 --> 01:22:05.095]  But just recapping what you said to me last night.
[01:22:05.970 --> 01:22:18.776]  And then this morning, because it was exactly what I was told by other big sources, you know, that are high level, that obviously can't come on the show, because you were repeating it about the Democrats and the Chinese and how clear it is, and divide and conquer.
[01:22:20.529 --> 01:22:21.629]  Conquer or you divide.
[01:22:21.629 --> 01:22:31.773]  Approximate what you said in that five minute conversation we had last night, because you called me late and I was in bed and I took the call of my wife sitting there and then I said, great, come on tomorrow.
[01:22:31.773 --> 01:22:40.336]  Because what you said was beautiful and encapsulated my own research, but also, people notice I didn't comment on this dead journalist being the top story of the last week.
[01:22:40.336 --> 01:22:41.897]  I was trying to figure out what was going on.
[01:22:42.597 --> 01:22:50.880]  But when I finally talked to high-level sources, they said exactly what you said about this whole Khashoggi situation.
[01:22:50.880 --> 01:22:58.423]  So recap in your own words what you said to me last night about the big picture, 35,000 feet, and let's zoom in to point-blank range.
[01:22:58.423 --> 01:23:05.826]  I will say that, and right before that, I want to say this, and this might be kind of frivolous, but I want to say it.
[01:23:05.826 --> 01:23:09.447]  Barack Obama, he says he has two words, predator drone.
[01:23:09.447 --> 01:23:11.808]  I have two words for you, info wars.
[01:23:13.058 --> 01:23:15.962]  And I'm going to leave it right there.
[01:23:15.962 --> 01:23:18.125]  You could clip it.
[01:23:18.125 --> 01:23:20.668]  People could do whatever they want with that.
[01:23:20.668 --> 01:23:30.300]  What we have occurring at the consulate in Turkey is the equivalent to what occurred to Seth Rich, without question, unequivocally.
[01:23:31.176 --> 01:24:00.731]  Um, what we have is a pressuring on Donald Trump because what Donald Trump has done is align himself with the Sauds in a new crown prince, um, in a sort of reforming of the Middle East, a sort of reforming of moderate Islam, um, to kind of slow things down, to kind of get things on track, which I think is appropriate, which I think is very important because what we have not seen as we've seen in the Barack Hussein presidency is incredible.
[01:24:00.831 --> 01:24:02.672]  We're good to go.
[01:24:17.177 --> 01:24:19.357]  But what we have is Trump.
[01:24:19.357 --> 01:24:27.979]  Trump is stopping the Global Destabilization Plan to flood Europe and the rest of the world with radical Islamists.
[01:24:27.979 --> 01:24:35.220]  And he has sold the Saudis $110 billion worth of Raytheon and Boeing equipment.
[01:24:35.220 --> 01:24:37.261]  Okay.
[01:24:37.261 --> 01:24:38.421]  That's fine.
[01:24:38.421 --> 01:24:39.441]  That's good.
[01:24:39.441 --> 01:24:41.021]  If they're a legitimate ally.
[01:24:41.021 --> 01:24:45.762]  And they are a legitimate ally because the legitimate
[01:24:46.761 --> 01:24:48.062]  The legitimacy has changed.
[01:24:48.062 --> 01:24:51.865]  Sure, we saw all the reforms, women being able to drive, women not being killed for no reason.
[01:24:51.865 --> 01:24:53.546]  So we saw the reforms come.
[01:24:53.546 --> 01:24:55.487]  Obviously the left doesn't want that.
[01:24:55.487 --> 01:24:57.288]  So how do you set that up?
[01:24:57.288 --> 01:25:00.911]  What nobody saw was people strung up by their feet in a Ritz Carlton.
[01:25:00.911 --> 01:25:01.972]  That's what nobody saw.
[01:25:01.972 --> 01:25:03.593]  That country changed.
[01:25:03.593 --> 01:25:06.214]  I'm telling you right now, that country changed.
[01:25:06.214 --> 01:25:08.296]  And there's a legitimate reform there.
[01:25:09.184 --> 01:25:18.446]  But the idea of criticizing and doing things there right now is very strategic and it was a good play, but it's dangerous.
[01:25:18.446 --> 01:25:32.588]  You've killed a journalist, which is very dangerous because the story he was working on motivation-wise is problematic because he was exposing something that I think a lot of people want to know.
[01:25:32.588 --> 01:25:33.888]  I think a lot of people want to see.
[01:25:33.888 --> 01:25:37.149]  I think a lot of people want to understand what's going on in that part of the world.
[01:25:37.947 --> 01:25:45.412]  And when you kill somebody and you blame it on a government, it's so problematic.
[01:25:45.412 --> 01:25:46.652]  You didn't blame it on Yemen.
[01:25:46.652 --> 01:25:48.153]  You didn't blame it on Morocco.
[01:25:48.153 --> 01:25:56.218]  You blamed it on the sole provider of defense buying capability in the world.
[01:25:56.218 --> 01:25:59.040]  You blamed it on the Saudis.
[01:25:59.040 --> 01:26:00.140]  You blamed it on the Saudis.
[01:26:00.140 --> 01:26:03.202]  They just bought $110 billion worth of stuff and you blamed them.
[01:26:03.202 --> 01:26:05.684]  Oh, they followed them in there and they killed them.
[01:26:05.684 --> 01:26:05.964]  Come on.
[01:26:06.641 --> 01:26:08.724]  Let's just stop right here right now.
[01:26:08.724 --> 01:26:10.667]  It was not in Saudi Arabia.
[01:26:10.667 --> 01:26:16.316]  And the media would have you think it was in Saudi Arabia and that Saudis killed them.
[01:26:16.316 --> 01:26:17.578]  It was in Istanbul.
[01:26:18.399 --> 01:26:28.081]  To be clear, it was in a consulate, to be clear, and the DNC, Clinton Cabal, killed that individual like they killed South Rich, and I would put my life on it.
[01:26:28.081 --> 01:26:30.862]  And if you want to come after me, I got hitters with me.
[01:26:30.862 --> 01:26:39.583]  But... Well, let's just pull back from that, because you've talked to a lot of folks who I know as well, and they're the ones... It's obvious, it's obvious.
[01:26:39.583 --> 01:26:42.724]  There's no Saudis in Istanbul killing anybody.
[01:26:42.724 --> 01:26:45.785]  That's not... For what?
[01:26:45.785 --> 01:26:46.065]  For who?
[01:26:48.407 --> 01:27:07.951]  Well it's pretty clear, just like Kavanaugh, when they say he's guilty and he's raped all these women and it's proven not to be true, we're just told by CNN that Khashoggi got killed by Saudi Arabia in Turkey, our big archenemy now, and we're all just supposed to believe it and now all Trump's deals are supposed to be over, and now if Trump doesn't
[01:27:08.431 --> 01:27:09.172]  And guess what?
[01:27:09.172 --> 01:27:09.872]  I'm planning a big event.
[01:27:31.821 --> 01:27:33.163]  I have celebrities.
[01:27:33.163 --> 01:27:34.224]  I have reach.
[01:27:34.224 --> 01:27:35.405]  It's going to happen.
[01:27:35.405 --> 01:27:40.791]  And if you think you're going to reach out to me, if you think you're going to touch me, you're not going to do nothing.
[01:27:40.791 --> 01:27:41.892]  I'm in Marrakesh.
[01:27:41.892 --> 01:27:44.074]  If you want to come find me, come find me.
[01:27:44.074 --> 01:27:47.438]  The people who you want to kill me like me more than you.
[01:27:47.438 --> 01:27:48.759]  You're not going to do it.
[01:27:48.759 --> 01:27:49.760]  God is great.
[01:27:49.760 --> 01:27:51.021]  You're not going to do a thing.
[01:27:51.021 --> 01:27:52.163]  You're not going to do anything.
[01:27:53.157 --> 01:27:58.800]  Well I will say, people say who's Zachary Lee Clay was.
[01:27:58.800 --> 01:28:01.481]  But I'll say this, I've talked to some of the sources that have talked to you.
[01:28:01.481 --> 01:28:08.764]  I know you are talking to Kanye and talking to Elon and friends with these folks and so the stuff you've said has all come true and I've talked to some of the other folks.
[01:28:08.764 --> 01:28:12.366]  So they say you're a good guy and I appreciate you coming on air to talk about this.
[01:28:12.366 --> 01:28:21.010]  Most people won't come on who are high-level officers and stuff because they've obviously been threatened but they get authorized to come on the air and talk about this and I'm not saying that
[01:28:22.057 --> 01:28:22.918]  Mattis is bad.
[01:28:22.918 --> 01:28:30.543]  I get what you're saying is this is going to be a psyop that Trump's running, but why would Trump suddenly say, oh, he's kind of a Democrat, he may be leaving.
[01:28:30.543 --> 01:28:33.505]  You know who else was the Democrat?
[01:28:33.505 --> 01:28:36.967]  Thomas Jefferson.
[01:28:36.967 --> 01:28:40.349]  Listen, I think these people are going to be flat footed after the midterms.
[01:28:40.349 --> 01:28:41.350]  They don't know what they're dealing with.
[01:28:43.183 --> 01:28:45.607]  The movements are in place.
[01:28:45.607 --> 01:28:46.749]  The movements are in place.
[01:28:46.749 --> 01:28:53.139]  Well, yeah, but repeat because what you said last night was exactly what I was heard from two other people that I really trust have been really accurate.
[01:28:53.139 --> 01:28:56.684]  I was getting a little... Let's come back and then I got Roger Stone with the big news.
[01:28:57.464 --> 01:28:57.484]  X2.
[01:29:28.044 --> 01:29:30.466]  I bought a huge amount of it.
[01:29:30.466 --> 01:29:32.187]  Ordered it six months ago.
[01:29:32.187 --> 01:29:33.187]  So I get the price down.
[01:29:33.187 --> 01:29:34.928]  I said, if you don't lower it, I'm done.
[01:29:34.928 --> 01:29:36.189]  I'm breaking the contract.
[01:29:36.189 --> 01:29:38.130]  Well, I broke the contract last week.
[01:29:38.130 --> 01:29:40.531]  And so this is potentially the last run.
[01:29:40.531 --> 01:29:42.432]  In fact, right now it is the last run.
[01:29:42.432 --> 01:29:44.333]  Search Bible Shield X2.
[01:29:44.333 --> 01:29:45.874]  And we've got a good supply of it.
[01:29:45.874 --> 01:29:47.535]  It'll be gone in a couple of months.
[01:29:47.535 --> 01:29:50.517]  X2, if you haven't experienced it, InfoWarshore.com.
[01:29:50.517 --> 01:29:52.358]  If you have experienced it, you know how great it is.
[01:29:52.358 --> 01:29:53.798]  I suggest you stop up on it.
[01:29:53.798 --> 01:29:55.159]  It's available right now for a limited time.
[01:29:55.159 --> 01:29:56.740]  InfoWarshore.com right now.
[01:29:58.266 --> 01:30:00.989]  Stress is a natural part of life.
[01:30:00.989 --> 01:30:07.314]  Work, family, friends, and everyday accidents can put a lot of strain on the body and your mood.
[01:30:07.314 --> 01:30:09.096]  Don't let life weigh you down.
[01:30:09.096 --> 01:30:15.662]  Happies is a powerful mood and stress support formula that has your back against life's daily inconveniences.
[01:30:15.922 --> 01:30:16.463]  We're good to go.
[01:30:36.445 --> 01:30:47.333]  With powerful ingredients combined to help support the mind and body, Happies helps support during stress, promotes overall well-being, and helps support your mood.
[01:30:47.333 --> 01:30:49.454]  Don't live your life bogged down.
[01:30:49.454 --> 01:30:55.839]  Help your body overcome the effects of daily stress and pressure today with Happies from InfoWarsStore.com.
[01:30:58.055 --> 01:31:04.559]  We are kept afloat only by your loyal patronage, and that's why we need you to go to the site now.
[01:31:04.559 --> 01:31:11.344]  If you're not in the market for one of our greatest nutraceuticals, please consider a contribution.
[01:31:11.344 --> 01:31:26.915]  $25, $50, $100, $250, or even $500 would be a godsend to our important work here to beat back the globalists and to destroy their campaign of censorship in which they want to strangle our First Amendment rights.
[01:31:28.058 --> 01:31:31.899]  Hey, how would you like to take InfoWars with you wherever you go?
[01:31:31.899 --> 01:31:37.121]  Well, now you can do just that with the new official InfoWars app.
[01:31:37.121 --> 01:31:38.441]  And here's the best part.
[01:31:38.441 --> 01:31:40.262]  It is absolutely free.
[01:31:40.262 --> 01:31:45.483]  At the Apple Store and Google Play, you can join the InfoWars today.
[01:31:45.483 --> 01:31:49.444]  Check it out right now at InfoWars.com forward slash app.
[01:31:49.444 --> 01:31:53.566]  It's the InfoWars official app, taken on the globalist at point-blank range.
[01:31:53.566 --> 01:31:57.687]  And with your help spreading it, and with your help downloading it, we are unstoppable.
[01:31:58.194 --> 01:32:01.797]  InfoWars Life is bringing you a breakthrough in modern medicine.
[01:32:01.797 --> 01:32:03.578]  Introducing Pollen Block.
[01:32:03.578 --> 01:32:14.846]  We have found an extraordinary new, natural way to alleviate seasonal distress symptoms, including promoting clear nasal and sinus passageways, eye comfort, and respiratory function.
[01:32:15.606 --> 01:32:24.813]  In the 1960s, researchers in France noticed that people who ate certain quail eggs experienced less seasonal immune and inflammatory responses.
[01:32:24.813 --> 01:32:30.757]  They began studying this effect in published trials, and decades later, we now have the fruit of this research.
[01:32:30.757 --> 01:32:35.860]  A fast-acting, chewable tablet that helps alleviate seasonal distress symptoms.
[01:32:35.860 --> 01:32:38.482]  Pollen block is natural and effective.
[01:32:38.482 --> 01:32:40.203]  It is not an antihistamine.
[01:32:40.203 --> 01:32:45.007]  In fact, current research has found that it actually acts by blocking the activity of tryptase,
[01:32:45.267 --> 01:32:47.148]  You're listening to the Alex Jones Show!
[01:33:18.203 --> 01:33:23.050]  Big Brother, mainstream media, government cover-ups.
[01:33:23.050 --> 01:33:24.732]  You want to stop tyranny?
[01:33:24.732 --> 01:33:26.494]  Well, so does he.
[01:33:26.494 --> 01:33:32.823]  Live from Austin, Texas, broadcasting worldwide, it's Alex Jones.
[01:33:51.829 --> 01:33:54.691]  All right, Roger Stone is joining us here in just a minute.
[01:33:54.691 --> 01:33:58.453]  We're going to have Zachary back on in the next few days during the weekday show.
[01:33:58.453 --> 01:34:01.054]  But I want to get Roger on right now, because this is some breaking news.
[01:34:01.054 --> 01:34:02.915]  But I agree with Zachary, what he was saying earlier.
[01:34:02.915 --> 01:34:08.878]  This whole thing, blaming Trump for the murder of some journalist, when Trump's saying, OK, give me proof, I'll go after whoever.
[01:34:08.878 --> 01:34:09.679]  It's like Kavanaugh.
[01:34:10.279 --> 01:34:17.920]  And you've got Obama and Hillary funding the Arab Spring, trying to bring in Iran to take over the Middle East.
[01:34:17.920 --> 01:34:22.801]  All of this just fits perfectly into their whole destabilization program.
[01:34:22.801 --> 01:34:27.402]  So we'll continue to look at every single angle of this as it unfolds.
[01:34:27.402 --> 01:34:32.883]  Now, look, I could spend an entire show on this, and maybe I should.
[01:34:32.883 --> 01:34:35.903]  Maybe that's the answer, instead of just barely getting into it.
[01:34:35.903 --> 01:34:38.284]  But I want to go to Roger Stone right now.
[01:34:38.284 --> 01:34:39.064]  But here's an article.
[01:34:40.443 --> 01:34:50.971]  From Right Wing Watch, People for the American Way, 90% funded by George Soros, the Nazi collaborator, is a visa subsidiary Alex Jones' last refuge?
[01:34:50.971 --> 01:34:54.314]  Well, it's not.
[01:34:54.314 --> 01:34:55.234]  But it doesn't matter.
[01:34:55.234 --> 01:35:06.182]  If they've taken five payment processors with harassment and threats, I have to sue these groups.
[01:35:07.267 --> 01:35:11.471]  The Sleeping Giant group, the Color of Change run by Van Jones, and this group.
[01:35:11.471 --> 01:35:20.320]  Because I've got to get, because it is racketeering, they're all working in concert, to lie about who I am, and then organize to deny me access to the market.
[01:35:20.320 --> 01:35:21.421]  It's beyond tortoise interference.
[01:35:23.550 --> 01:35:27.491]  So this is what they do, and I'm not going to just sit there and continue to get another payment process.
[01:35:27.491 --> 01:35:29.512]  There's like a 500 of them.
[01:35:29.512 --> 01:35:31.172]  I'm going to sue you.
[01:35:31.172 --> 01:35:40.075]  And I'm not happy about it, but it's got to be big and huge litigation with attack dog lawyers to get the depositions and to get everything.
[01:35:40.075 --> 01:35:52.338]  Because folks, I told you that when they were done banning me off major platforms like Facebook, Twitter, Google, and Google doesn't really ban me, they put the negative stuff on top, that they would then move on to you.
[01:35:53.516 --> 01:35:55.718]  And here it is, Washington Post, you name it.
[01:35:55.718 --> 01:35:58.540]  Facebook purge!
[01:35:58.540 --> 01:36:00.101]  Facebook purges 800 U.S.
[01:36:00.101 --> 01:36:02.943]  accounts and pages for pushing political spam.
[01:36:02.943 --> 01:36:04.824]  Washington Post.
[01:36:04.824 --> 01:36:07.266]  Michelle Malkin, Press for Truth.
[01:36:07.266 --> 01:36:09.567]  Roof with hundreds of thousands, millions of followers.
[01:36:09.567 --> 01:36:11.008]  They just call it spam now.
[01:36:11.008 --> 01:36:13.190]  Oh, conservatives, you have no place on the Internet.
[01:36:13.190 --> 01:36:13.991]  It's concerted.
[01:36:13.991 --> 01:36:19.074]  And the articles admit they worked with Twitter to ban the same accounts the same day.
[01:36:19.074 --> 01:36:21.156]  Because they want you gone everywhere.
[01:36:22.230 --> 01:36:25.932]  Because Twitter says to Facebook, well, we make a lot of money off these accounts.
[01:36:25.932 --> 01:36:27.473]  You're going to kick them off?
[01:36:27.473 --> 01:36:28.494]  Well, we'll do it too.
[01:36:28.494 --> 01:36:32.877]  OK, let's jump off the bridge together.
[01:36:32.877 --> 01:36:35.619]  So people say, oh, Alex, how you doing on the street?
[01:36:35.619 --> 01:36:36.479]  I'm doing OK.
[01:36:36.479 --> 01:36:41.923]  It's America that's in trouble.
[01:36:41.923 --> 01:36:43.804]  But frankly, I'm in need of a long vacation.
[01:36:45.845 --> 01:37:02.032]  But America won't be here when I get back if we just like sleepwalk into this, this thing where, oh, let them take you off Google, Facebook, Twitter and 90 plus other platforms and scan your website and find out the code you've got and, you know, threaten the developers of WordPress if they don't take you down.
[01:37:02.032 --> 01:37:09.136]  It's total organized crime driving us into ghettos and then into concentration camps.
[01:37:09.136 --> 01:37:09.896]  That's what this is.
[01:37:12.725 --> 01:37:20.950]  And I love how so many of these conservative sites didn't stand up for me, they're the ones getting banned now, and notice, there's no coverage.
[01:37:20.950 --> 01:37:30.977]  I was picked because they demonized me first, and they thought once you were done hearing about how I was banned, and once they ran it for months and months, you'd be sick of it later, and they were right.
[01:37:30.977 --> 01:37:35.100]  No one even cares now.
[01:37:35.100 --> 01:37:41.524]  See, I'm worried about everybody's freedom, not just mine, because if you lose your freedom, I lose my freedom.
[01:37:43.362 --> 01:37:46.964]  So we have credit card processing at this point.
[01:37:46.964 --> 01:37:50.687]  And when they take one, we got to jack around and do a bunch of stuff and get another.
[01:37:50.687 --> 01:37:55.290]  And we've learned they're calling them all and threatening them and lying.
[01:37:55.290 --> 01:37:57.231]  The point is, if you want to get products
[01:37:58.516 --> 01:37:59.896]  You want to support us?
[01:37:59.896 --> 01:38:05.277]  We have Christmas, we have Black Friday, and we have Cyber Monday all rolled into one.
[01:38:05.277 --> 01:38:14.799]  All the big three sales of the next two months are rolled into one because I've got a warehouse of these high-quality products like X2 that's selling out, and Brain Force Plus that's selling out.
[01:38:14.799 --> 01:38:17.499]  This is the last run of X2, it's a rival shield.
[01:38:17.499 --> 01:38:21.120]  T-shirts, books, this could be your last chance to get these for a while.
[01:38:21.120 --> 01:38:22.660]  God, who knows what they're about to pull.
[01:38:22.660 --> 01:38:25.781]  The order comes through, it's cleared, you get your order.
[01:38:26.837 --> 01:38:31.060]  There's no issue with the processing if they take it away with you getting your order.
[01:38:31.060 --> 01:38:32.661]  The processes, we get it.
[01:38:32.661 --> 01:38:34.382]  You get your order.
[01:38:34.382 --> 01:38:46.610]  But you gotta act now on BODY's Ultimate Tumic Formula and the amazing Super Blue Fluoride-Free 4-5 Chloral Silver Iodine Toothpaste and Vitamineral Fusion and videos and books and t-shirts.
[01:38:46.610 --> 01:38:47.231]  It's all there.
[01:38:47.231 --> 01:38:55.496]  And they haven't been successful shutting us down, so they're telling you, we're not gonna let you go to InfoWarsTore.com
[01:38:57.717 --> 01:39:12.148]  And byproducts, we're gonna harass the credit card processors with the Democratic Party and George Soros, just like we harass your kids and try to sexualize them and just like we try to take crosses down off churches all over the world.
[01:39:12.148 --> 01:39:18.933]  These are a group of control freaks that must be met head-on.
[01:39:18.933 --> 01:39:21.435]  And so, yeah, this is out of self-defense.
[01:39:21.435 --> 01:39:24.337]  I have to sue these groups.
[01:39:24.337 --> 01:39:25.038]  It's gotta be done.
[01:39:25.765 --> 01:39:26.786]  And they can laugh all day.
[01:39:26.786 --> 01:39:30.710]  It's got to be real litigation with depositions and top lawyers and everything.
[01:39:30.710 --> 01:39:31.991]  And this could end them all.
[01:39:31.991 --> 01:39:38.458]  Because they admit in public they're coordinating with Soros and the Democrats and everything to deny people from the marketplace.
[01:39:38.458 --> 01:39:39.559]  So this is the fight.
[01:39:39.559 --> 01:39:40.760]  Somebody else ain't going to do it.
[01:39:40.760 --> 01:39:44.524]  I'm going to do it as an example to the President and Congress on how to take action.
[01:39:46.015 --> 01:39:52.860]  They're getting ready on the internet censorship, but this is banking now, saying it doesn't matter if your credit's perfect, it doesn't matter if you've been out of a merchant account for 22 years.
[01:39:52.860 --> 01:39:54.581]  It doesn't matter if you have a perfect record.
[01:39:54.581 --> 01:39:55.321]  Perfect!
[01:39:55.321 --> 01:39:56.842]  Nobody has that.
[01:39:56.842 --> 01:40:02.967]  We are going to shut you down everywhere and harass you and spy on you until you're closed down.
[01:40:02.967 --> 01:40:06.109]  Well, if it's war you want, it's war you get.
[01:40:06.109 --> 01:40:07.029]  So, InfoWarsTore.com
[01:40:08.177 --> 01:40:09.938]  InfoWarsLife.com.
[01:40:09.938 --> 01:40:11.819]  Go there while you still can.
[01:40:11.819 --> 01:40:16.562]  My God, we're at this point, to use a credit card or a debit card and get the products.
[01:40:16.562 --> 01:40:20.324]  Order it for yourself now, and order your Christmas gifts now.
[01:40:20.324 --> 01:40:23.926]  Happy's, it's our newest product, 50% off out of the gates.
[01:40:23.926 --> 01:40:29.088]  It is all these known herbs that aren't a stimulant, aren't a depressant, but are known to smooth you out with clarity.
[01:40:29.088 --> 01:40:30.469]  It's an incredible product.
[01:40:30.469 --> 01:40:31.109]  Get it.
[01:40:31.109 --> 01:40:32.050]  Everything is 50% off.
[01:40:34.227 --> 01:40:35.767]  And free shipping.
[01:40:35.767 --> 01:40:41.049]  And there is 10% off additional when you sign up for AutoShip.
[01:40:41.049 --> 01:40:43.649]  So it's all there, ladies and gentlemen.
[01:40:43.649 --> 01:40:46.930]  And bottom line, they're coming after the free space.
[01:40:46.930 --> 01:40:48.591]  They're coming after the First Amendment.
[01:40:48.591 --> 01:40:49.511]  They're coming after everything.
[01:40:49.511 --> 01:40:50.431]  And this is the time.
[01:40:50.431 --> 01:40:51.391]  We need war bonds.
[01:40:51.391 --> 01:40:55.832]  We need to be provided and provisioned to go into the future.
[01:40:55.832 --> 01:40:57.533]  And we are having record sales right now.
[01:40:57.533 --> 01:40:57.893]  It's true.
[01:40:57.893 --> 01:40:59.513]  I'll let the enemy know that.
[01:40:59.513 --> 01:41:00.694]  They're really pissed about it.
[01:41:00.694 --> 01:41:01.854]  I said it on Air Friday.
[01:41:02.654 --> 01:41:05.135]  But your purchases are so critical.
[01:41:05.135 --> 01:41:09.517]  But at the level we're selling these products, we're making maybe 10-15% on each one.
[01:41:09.517 --> 01:41:12.598]  So yeah, record sales, but not record profits.
[01:41:12.598 --> 01:41:14.779]  Because I need to fund expansion.
[01:41:14.779 --> 01:41:16.920]  I need to fund the next level.
[01:41:16.920 --> 01:41:19.021]  I need to be able to go into the future.
[01:41:19.021 --> 01:41:23.283]  And I need your support.
[01:41:23.283 --> 01:41:26.524]  I need everyone listening to decide.
[01:41:26.524 --> 01:41:27.505]  I stand with America.
[01:41:27.505 --> 01:41:28.765]  I stand with free speech.
[01:41:28.765 --> 01:41:29.646]  I stand with Alex Jones.
[01:41:30.902 --> 01:41:39.248]  And I made the decision today to go there, and to buy as much product as you and your family could use, and that you and your family could afford.
[01:41:39.248 --> 01:41:51.936]  Get the toothpaste, get the X2, get the bio-truth selenium, get the ultimate female force, get the bumper stickers, get the t-shirts, get the books, get the new InfoWars Tank Man, click on that one, that's a brand new shirt came out this week, no reviews yet.
[01:41:51.936 --> 01:41:59.762]  And it's got a black and white stylized, the tanks of Facebook, Twitter, Google, YouTube, Spotify coming into crush, little old InfoWars.
[01:42:00.988 --> 01:42:02.729]  And it's powerful.
[01:42:02.729 --> 01:42:05.471]  Get that now while you can.
[01:42:05.471 --> 01:42:09.274]  Take action now instead of saying, I was sitting on the sidelines.
[01:42:09.274 --> 01:42:11.095]  Or I was a spectator.
[01:42:11.095 --> 01:42:12.236]  InfoWarsTore.com.
[01:42:12.236 --> 01:42:14.998]  Information is forbidden.
[01:42:14.998 --> 01:42:15.759]  The Alex Jones Show.
[01:42:15.759 --> 01:42:16.759]  We've got a new one coming out.
[01:42:16.759 --> 01:42:17.580]  Free Alex Jones.
[01:42:17.580 --> 01:42:19.221]  Everybody else is making them on their own.
[01:42:19.221 --> 01:42:20.302]  We've got one coming out in a few weeks.
[01:42:20.302 --> 01:42:20.902]  Free Alex Jones.
[01:42:20.902 --> 01:42:21.403]  But who knows?
[01:42:21.403 --> 01:42:23.664]  If you're able to get that other than mail order.
[01:42:23.664 --> 01:42:25.946]  And hell, next they might take our banking away.
[01:42:25.946 --> 01:42:27.467]  Like we're Jews in Nazi Germany.
[01:42:27.467 --> 01:42:29.268]  This is how bad it's gotten.
[01:42:29.268 --> 01:42:30.229]  This is how real it is.
[01:42:31.377 --> 01:42:41.000]  We built something so special, an infrastructure that's kicked their butt politically, so they lie about us to shut us down and engage in mafia tactics, and everyone's too self-centered or too scared to stand up.
[01:42:41.000 --> 01:42:42.841]  Well, I'm not, and you're not.
[01:42:42.841 --> 01:42:44.362]  So, take action now.
[01:42:44.362 --> 01:42:45.882]  Infowarsstore.com.
[01:42:45.882 --> 01:42:49.624]  I want to see the best sales ever today to let us know where you stand.
[01:42:49.624 --> 01:42:50.764]  I appreciate you all.
[01:42:50.764 --> 01:42:51.924]  We'll be back with Rogers Jones.
[01:42:51.924 --> 01:42:55.866]  The final segment with huge breaking news on Inside Democrat Fighting.
[01:42:57.441 --> 01:43:01.355]  Words cannot describe how big the stakes are for the future of humanity right now.
[01:43:02.705 --> 01:43:11.387]  InfoWars is being openly targeted by the Democratic Party, leftist CIA operatives, the corrupt Justice Department, and the entire Soros crime syndicate.
[01:43:11.387 --> 01:43:13.368]  People say, why would you start a fight with them?
[01:43:13.368 --> 01:43:16.829]  Because they were already dominating and running America into the ground.
[01:43:16.829 --> 01:43:19.429]  And I knew we had no future if we didn't do this.
[01:43:19.429 --> 01:43:21.730]  So we've already had incredible success.
[01:43:21.730 --> 01:43:28.672]  But if you will simply realize how epic this is, and understand how real this fight is, and why we've been made the main target,
[01:43:29.212 --> 01:43:39.017]  And if you financially support us, and if you spread the word about our articles and videos, InfoWars.com, we won't just continue to stand up against these brutal scumbags.
[01:43:39.017 --> 01:43:40.217]  We'll win.
[01:43:40.217 --> 01:43:42.518]  We have huge sales at InfoWarsStore.com right now.
[01:43:42.518 --> 01:43:48.441]  And we're still able to operate the shopping cart and get stuff shipped out to you, despite the fact we're trying to block our commerce.
[01:43:48.441 --> 01:43:50.262]  And you're right, to the market.
[01:43:50.262 --> 01:43:53.964]  But if you don't stand up and support us financially, Soros the Globalist may win.
[01:43:53.964 --> 01:43:55.524]  This is InfoWars Darkest Hour.
[01:43:55.524 --> 01:43:56.185]  We need your support.
