[00:00.000 --> 00:10.000]  When I grow up I want to be a rock star!
[03:15:24.000 --> 03:15:26.000]  and he's not Barack Obama.
[03:15:26.000 --> 03:15:29.000]  And Kavanaugh and people are kind of creatures of who's president.
[03:15:29.000 --> 03:15:34.000]  And all I know is, he has told the president he's going to back him,
[03:15:34.000 --> 03:15:36.000]  and he's going to back making America great again,
[03:15:36.000 --> 03:15:40.000]  and they are fighting like I've never seen them to keep him out.
[03:15:40.000 --> 03:15:43.000]  And so that tells me that...
[03:15:43.000 --> 03:15:45.000]  Listen, I would have mattered, like you said,
[03:15:45.000 --> 03:15:48.000]  Lee or Barrett would have been better, better voting records.
[03:15:48.000 --> 03:16:15.000]  But hey, it's a lot better than what we're going to get with Hillary.
[03:16:18.000 --> 03:16:22.000]  That's DanPilla.com, DanPilla.com.
[03:16:49.000 --> 03:16:53.000]  That's 1-877-99-B-E-R-K-E-Y.
[03:16:53.000 --> 03:16:56.000]  I tried other brands, but I came back to my sunshine.
[03:16:56.000 --> 03:16:59.000]  For the best hot or cold pain relief, get the best.
[03:16:59.000 --> 03:17:01.000]  Get a sunny-bay heating pad.
[03:17:01.000 --> 03:17:06.000]  Sometimes life can be a pain in the neck, or back, or shoulder.
[03:17:06.000 --> 03:17:09.000]  And the best relief for that pain is a sunny-bay heating pad.
[03:17:09.000 --> 03:17:12.000]  Did you know that the American College of Physicians
[03:17:12.000 --> 03:17:15.000]  said that one of the best ways to treat muscle pain is heat therapy?
[03:17:15.000 --> 03:17:18.000]  Sunny-bay heating pads are handmade with high quality,
[03:17:18.000 --> 03:17:20.000]  can be used at home or at work,
[03:17:20.000 --> 03:17:25.000]  and have a lifetime 100% positive rating on both Amazon and Etsy.
[03:17:25.000 --> 03:17:26.000]  Why take another pill?
[03:17:26.000 --> 03:17:30.000]  Many people use our sunny-bay heating pads alone and got rid of the neck pain.
[03:17:30.000 --> 03:17:33.000]  Long distance travel or long hours in front of a computer
[03:17:33.000 --> 03:17:35.000]  can take its toll on your body.
[03:17:35.000 --> 03:17:38.000]  Our homegrown small business tries to help people just like us.
[03:17:38.000 --> 03:17:42.000]  That's why we design and test our handmade products with great care
[03:17:42.000 --> 03:17:44.000]  before we introduce them to the public.
[03:17:44.000 --> 03:17:47.000]  You can easily find sunny-bay heating pads on Amazon.
[03:17:47.000 --> 03:17:51.000]  Just go to Amazon.com and search for sunny-bay heating pads.
[03:17:54.000 --> 03:17:59.000]  Words cannot describe how big the stakes are for the future of humanity right now.
[03:17:59.000 --> 03:18:02.000]  InfoWords is being openly targeted by the Democratic Party,
[03:18:02.000 --> 03:18:05.000]  left to CIA operatives, the corrupt justice department,
[03:18:05.000 --> 03:18:08.000]  and the entire Soros crime syndicate.
[03:18:08.000 --> 03:18:10.000]  People say, why would you start a fight with them?
[03:18:10.000 --> 03:18:13.000]  Because they were already dominating and running America into the ground.
[03:18:13.000 --> 03:18:16.000]  And I knew we had no future if we didn't do this.
[03:18:16.000 --> 03:18:18.000]  So we've already had incredible success.
[03:18:18.000 --> 03:18:21.000]  But if you will simply realize how epic this is
[03:18:21.000 --> 03:18:25.000]  and understand how real this fight is and why we've been made the main target,
[03:18:25.000 --> 03:18:27.000]  and if you financially support us,
[03:18:27.000 --> 03:18:31.000]  and if you spread the word about our articles and videos at infowords.com,
[03:18:31.000 --> 03:18:36.000]  we won't just continue to stand up against these brutal scumbags. We'll win.
[03:18:36.000 --> 03:18:39.000]  We have huge sales at infowordsstore.com right now.
[03:18:39.000 --> 03:18:43.000]  And we're still able to operate the shopping cart and get stuff shipped out to you
[03:18:43.000 --> 03:18:46.000]  despite the fact you're trying to block our commerce and you're right to the market.
[03:18:46.000 --> 03:18:50.000]  But if you don't stand up and support us financially, Soros and the Globalist may win.
[03:18:50.000 --> 03:18:54.000]  This is InfoWords Darker Tower. We're your support. I'm counting on you.
[03:18:54.000 --> 03:18:58.000]  Alex Jones here with an extremely exciting announcement
[03:18:58.000 --> 03:19:01.000]  that will be a gift to yourself and a gift to the InfoWord
[03:19:01.000 --> 03:19:03.000]  to fight the Globalist and live in a free society.
[03:19:03.000 --> 03:19:07.000]  Several years ago, I set out with top formulators in the U.S.
[03:19:07.000 --> 03:19:10.000]  to create the strongest, most concentrated,
[03:19:10.000 --> 03:19:16.000]  over-the-top stamina, libido, workout, brain formula that is safe.
[03:19:16.000 --> 03:19:19.000]  I know from using this myself the last few months
[03:19:19.000 --> 03:19:21.000]  and from seeing my friends and family use it
[03:19:21.000 --> 03:19:23.000]  that this new product is going to end up being
[03:19:23.000 --> 03:19:26.000]  the number one best-selling product at infowordslife.com
[03:19:26.000 --> 03:19:29.000]  because it works so well. This is a gift you want to give yourself
[03:19:29.000 --> 03:19:31.000]  and then rest assured you're fighting the InfoWord
[03:19:31.000 --> 03:19:36.000]  so it's a total absolute sure-win, no-lose equation.
[03:19:36.000 --> 03:19:40.000]  Try Alpha Power exclusively available at infowordslife.com
[03:19:40.000 --> 03:19:42.000]  for yourself. Ladies and gentlemen, it's non-GMO.
[03:19:42.000 --> 03:19:45.000]  It's for your brain, it's for sports, it's for activities
[03:19:45.000 --> 03:19:48.000]  and it's made in the U.S.A. Get your Alpha Power today
[03:19:48.000 --> 03:20:10.000]  at infowordslife.com. Everybody needs to try Alpha Power today.
[03:20:10.000 --> 03:20:15.000]  If you leave me, I won't miss you. I won't ever take you back.
[03:20:15.000 --> 03:20:18.000]  All right, Matt Bracken's taking over right now, but Matt,
[03:20:18.000 --> 03:20:22.000]  we were talking during the break. You get what I'm saying.
[03:20:22.000 --> 03:20:24.000]  They're leading us into civil emergency martial law.
[03:20:24.000 --> 03:20:27.000]  Obama put civil emergencies in place before he left.
[03:20:27.000 --> 03:20:30.000]  I don't want tanks in the streets and all the rest of it.
[03:20:30.000 --> 03:20:34.000]  That's what they want. But what do we do if they trigger the emergency
[03:20:34.000 --> 03:20:38.000]  or how does Trump declare his new emergency to then end the last emergency
[03:20:38.000 --> 03:20:41.000]  because that's how that works in law, just like he ended the TPP.
[03:20:41.000 --> 03:20:45.000]  They call that dictatorial, but that had been done through undue executive power.
[03:20:45.000 --> 03:20:49.000]  Some other people get the nuances. I mean, the general audience does,
[03:20:49.000 --> 03:20:53.000]  but I think some folks out there want to just make points
[03:20:53.000 --> 03:20:57.000]  by semanically ignoring what I'm actually saying.
[03:20:57.000 --> 03:21:01.000]  Yeah, it requires a lot of nuance and a bigger picture
[03:21:01.000 --> 03:21:07.000]  and personally, I feel like throwing around terms like martial law,
[03:21:07.000 --> 03:21:14.000]  it's too easy to clip that out and make a weaponized soundbite against us.
[03:21:14.000 --> 03:21:17.000]  Our audience understands what we mean,
[03:21:17.000 --> 03:21:22.000]  but in the hostile media, it's too easy to say something like
[03:21:22.000 --> 03:21:27.000]  Alex Jones and Trump are calling for martial law, and that's not it at all.
[03:21:27.000 --> 03:21:31.000]  But absolutely, the left sees the window closing.
[03:21:31.000 --> 03:21:35.000]  They had hoped, and so their hopes have been dashed.
[03:21:35.000 --> 03:21:40.000]  They thought in 2016, Hillary would be president, the deep state victorious,
[03:21:40.000 --> 03:21:43.000]  nobody's ever heard of Peter Strzok or any of these people,
[03:21:43.000 --> 03:21:48.000]  and they go just continue step by step to Obama's fundamental transformation
[03:21:48.000 --> 03:21:51.000]  of the United States. Instead, they got Trump,
[03:21:51.000 --> 03:21:54.000]  and they were really shocked because the polls were all wrong,
[03:21:54.000 --> 03:21:56.000]  as they are, I believe now.
[03:21:56.000 --> 03:22:00.000]  And when they see Kavanaugh coming in as a solid fifth, and remember,
[03:22:00.000 --> 03:22:07.000]  now they've red-pilled him. If he was a squishy moderate Republican supreme before,
[03:22:07.000 --> 03:22:12.000]  I think he's going to be high-fiving Clarence Thomas backstage,
[03:22:12.000 --> 03:22:16.000]  and they're going to be saying, let's go get these MFers.
[03:22:16.000 --> 03:22:18.000]  It's our turn.
[03:22:18.000 --> 03:22:21.000]  Oh, I totally agree. I like the fact that he got angry,
[03:22:21.000 --> 03:22:24.000]  because you're getting accused of all this stuff, you're going to get angry.
[03:22:24.000 --> 03:22:28.000]  He's red-pilled now. He's one of us now, I guarantee you.
[03:22:28.000 --> 03:22:30.000]  He's red-pilled against the left.
[03:22:30.000 --> 03:22:35.000]  And now that they see their window closing, meaning,
[03:22:35.000 --> 03:22:38.000]  let's say they don't flip the Senate.
[03:22:38.000 --> 03:22:42.000]  If they flip the Senate, we're screwed, because it'll be Adam Schiff,
[03:22:42.000 --> 03:22:44.000]  not Devin Nunez running the Intel Committee.
[03:22:44.000 --> 03:22:48.000]  It'll be Feinstein, not Grassley, running the Judiciary Committee.
[03:22:48.000 --> 03:22:50.000]  It'll be full steam ahead for impeachment.
[03:22:50.000 --> 03:22:53.000]  On any flimsy pretext, as we've seen with Kavanaugh,
[03:22:53.000 --> 03:22:59.000]  throwing ice allegedly in a drunken party is grounds for keeping him off the Supreme Court.
[03:22:59.000 --> 03:23:02.000]  And it's another professor. Another liberal professor with no proof.
[03:23:02.000 --> 03:23:04.000]  It's all liberal professors.
[03:23:04.000 --> 03:23:09.000]  Right. It's all false narrative, because they had a casting call
[03:23:09.000 --> 03:23:15.000]  when they held up Christine Blasey Ford's testimony for a week and a half.
[03:23:15.000 --> 03:23:18.000]  That was the signal for everybody to come out of the woodwork
[03:23:18.000 --> 03:23:24.000]  with any kind of allegation, male or female, drunken parties, rape gangs.
[03:23:24.000 --> 03:23:26.000]  But it hasn't worked.
[03:23:26.000 --> 03:23:31.000]  And all it's done is drive our base crazy.
[03:23:31.000 --> 03:23:38.000]  We're watching the, what do you call them, the flip states, the Senate Democratic senators.
[03:23:38.000 --> 03:23:39.000]  Purple states.
[03:23:39.000 --> 03:23:42.000]  Yeah, the Heidi Heist camp.
[03:23:42.000 --> 03:23:44.000]  These people are in trouble now.
[03:23:44.000 --> 03:23:49.000]  And I think that he's going to be confirmed because a lot of these Democrats.
[03:23:49.000 --> 03:23:52.000]  Well, that's what Senator Cornyn said an hour ago. We played it.
[03:23:52.000 --> 03:23:55.000]  He said, listen, you're going to get the exact same testimony you got here,
[03:23:55.000 --> 03:23:58.000]  because it's all under perjury threat, felony perjury.
[03:23:58.000 --> 03:24:01.000]  And so we're going to have to vote Friday.
[03:24:01.000 --> 03:24:04.000]  But like you said, the left may drive a truck bomb into the Capitol.
[03:24:04.000 --> 03:24:08.000]  Well, and when, and when they are looking at the midterms, you know,
[03:24:08.000 --> 03:24:12.000]  they've got polling that's propaganda polling, sure, for the, for the morons.
[03:24:12.000 --> 03:24:14.000]  But they know the truth.
[03:24:14.000 --> 03:24:15.000]  Yeah, they know the truth.
[03:24:15.000 --> 03:24:21.000]  And if, and what they're going to do out now at the overt, the talking head people that we see on TV,
[03:24:21.000 --> 03:24:25.000]  they, they're just spewing propaganda for the masses.
[03:24:25.000 --> 03:24:30.000]  But the Bob Kramer activists, you know, the ones that were the go-betweens,
[03:24:30.000 --> 03:24:33.000]  the guy that went into Obama's White House a couple hundred times,
[03:24:33.000 --> 03:24:38.000]  then he's passing out the money to hand to these subgroups that would then pay the crazy thugs
[03:24:38.000 --> 03:24:42.000]  to actually beat people up and cause, cause fights.
[03:24:42.000 --> 03:24:45.000]  Those guys are going to be saying, you know what?
[03:24:45.000 --> 03:24:49.000]  If we're losing the Senate, it's time to take it to the kinetic level.
[03:24:49.000 --> 03:24:53.000]  And instead of just throwing punches at Trump rallies,
[03:24:53.000 --> 03:24:55.000]  I think they're going to be passing out guns.
[03:24:55.000 --> 03:24:56.000]  No, I agree.
[03:24:56.000 --> 03:25:01.000]  So it may trigger riots of Kavanaugh's confirmed, but definitely the day after the election,
[03:25:01.000 --> 03:25:05.000]  November 9th, man, you're, I mean, I think it's going to be dangerous.
[03:25:05.000 --> 03:25:07.000]  I call it Gettysburg.
[03:25:07.000 --> 03:25:09.000]  I call these midterms Gettysburg.
[03:25:09.000 --> 03:25:15.000]  If you go back to your Civil War one history, the British were on the sidelines.
[03:25:15.000 --> 03:25:17.000]  The British really wanted the cotton.
[03:25:17.000 --> 03:25:20.000]  And if it looked like the Confederacy was going to be a success,
[03:25:20.000 --> 03:25:23.000]  Britain wanted to make a deal straight with the South.
[03:25:23.000 --> 03:25:24.000]  No tariffs.
[03:25:24.000 --> 03:25:27.000]  That was one of the issues before the Civil War was the tariffs.
[03:25:27.000 --> 03:25:30.000]  The agricultural South wanted just free trade with Britain.
[03:25:30.000 --> 03:25:34.000]  Well, everybody was waiting for Gettysburg.
[03:25:34.000 --> 03:25:37.000]  When those armies were heading into Pennsylvania,
[03:25:37.000 --> 03:25:41.000]  everybody knew it was going to be a pivot of history.
[03:25:41.000 --> 03:25:47.000]  And when the Union forces, family defeated the Confederacy at Gettysburg,
[03:25:47.000 --> 03:25:50.000]  after that, the war was all she wrote.
[03:25:50.000 --> 03:25:53.000]  Britain said that's, you know, we're not going to support the South.
[03:25:53.000 --> 03:25:56.000]  Do you say Gettysburg or Waterloo?
[03:25:56.000 --> 03:25:57.000]  Winning the midterms?
[03:25:57.000 --> 03:26:00.000]  Are you saying it might be the Waterloo in the left?
[03:26:00.000 --> 03:26:05.000]  If we, if we win, it's Gettysburg in terms of what I mean is in terms of a real pivot.
[03:26:05.000 --> 03:26:09.000]  Everybody right now is just watching, holding their breath.
[03:26:09.000 --> 03:26:14.000]  If the left wins, then they get control of all of these committees,
[03:26:14.000 --> 03:26:16.000]  which is where the real muscle in.
[03:26:16.000 --> 03:26:20.000]  And then they go into supercharge, which hunts on every level.
[03:26:20.000 --> 03:26:24.000]  And not only that, there'll be a massive crackdown on the internet.
[03:26:24.000 --> 03:26:26.000]  And we've already seen a hint of this.
[03:26:26.000 --> 03:26:31.000]  You've seen the Democrats calling for me to be banned and it happened, so they're going to go into overdrive.
[03:26:31.000 --> 03:26:36.000]  Well, look at, look at James, I understand you or me, but look at James Woods.
[03:26:36.000 --> 03:26:40.000]  He's a good guy, you know, I mean, he's a conservative, but nobody says we hate James Woods.
[03:26:40.000 --> 03:26:46.000]  They gave away, one of the, they gave away their play game, their play card.
[03:26:46.000 --> 03:26:49.000]  When they said it, it was based on election interference.
[03:26:49.000 --> 03:26:51.000]  You know, they've done that shit.
[03:26:51.000 --> 03:26:54.000]  They don't want you to say something that makes the Democrats lose.
[03:26:54.000 --> 03:26:55.000]  Exactly.
[03:26:55.000 --> 03:26:57.000]  They just said about me, we want Jones off.
[03:26:57.000 --> 03:26:59.000]  He's a Russian interfering.
[03:26:59.000 --> 03:27:01.000]  I'm a Russian like I'm a monkey's uncle.
[03:27:01.000 --> 03:27:06.000]  But we, what we've seen this in the past 20, 30 years, it started with asset forfeiture,
[03:27:06.000 --> 03:27:08.000]  which everybody thought was great.
[03:27:08.000 --> 03:27:10.000]  We'll get rid of the narco cartels.
[03:27:10.000 --> 03:27:13.000]  And it turned out to be that confiscate $2,000.
[03:27:13.000 --> 03:27:14.000]  Sure.
[03:27:14.000 --> 03:27:18.000]  And what do you think Trump's going to say coming up in a few weeks in this secret meeting with the tech heads?
[03:27:18.000 --> 03:27:20.000]  Hey, the left's going to take you over.
[03:27:20.000 --> 03:27:22.000]  I'm not the one going to take you over.
[03:27:22.000 --> 03:27:24.000]  Why the hell are you allied with these people?
[03:27:24.000 --> 03:27:26.000]  The left has already taken them over.
[03:27:26.000 --> 03:27:30.000]  Google is a subsidiary of China, the whole dragonfly project.
[03:27:30.000 --> 03:27:32.000]  We're just next down the line.
[03:27:32.000 --> 03:27:34.000]  You look at these Google coders.
[03:27:34.000 --> 03:27:35.000]  No, no, I agree.
[03:27:35.000 --> 03:27:36.000]  We broke all that.
[03:27:36.000 --> 03:27:38.000]  So what do you think Trump should say to him?
[03:27:38.000 --> 03:27:42.000]  I think that they should say you're more of a danger than standard oil ever was.
[03:27:42.000 --> 03:27:43.000]  And we're going to break you up.
[03:27:43.000 --> 03:27:44.000]  No, no, I agree.
[03:27:44.000 --> 03:27:47.000]  I mean, obviously Trump's going to give them the carrot first.
[03:27:47.000 --> 03:27:49.000]  That's what he does.
[03:27:49.000 --> 03:27:55.000]  Well, he'll probably give them the warning, but I think that this entire election, the midterms, is going to be about Kavanaugh.
[03:27:55.000 --> 03:27:57.000]  And the base is so energized.
[03:27:57.000 --> 03:27:58.000]  Kavanaugh is red-pilled now.
[03:27:58.000 --> 03:28:01.000]  So now the left really knows it's important.
[03:28:01.000 --> 03:28:05.000]  And if Kavanaugh is on the bench, they're going to lose all the time.
[03:28:05.000 --> 03:28:07.000]  So they're going to go kinetic.
[03:28:07.000 --> 03:28:09.000]  And at that point, I think that...
[03:28:09.000 --> 03:28:11.000]  I'm going to let you take over.
[03:28:11.000 --> 03:28:18.000]  So you think they know, because I agree with you, this is one with their face, you think they know they messed up?
[03:28:18.000 --> 03:28:22.000]  No, because just like with Hillary, they double down on stupid.
[03:28:22.000 --> 03:28:27.000]  You know, they thought that the deplorable strategy would carry them to victory in 2016.
[03:28:27.000 --> 03:28:34.000]  But it energized, you know, the white West Virginia, you know, Michigan working man base against the left.
[03:28:34.000 --> 03:28:38.000]  And now with Kavanaugh, they're crucifying this Christian man.
[03:28:38.000 --> 03:28:41.000]  And Christians are seeing this crucifixion.
[03:28:41.000 --> 03:28:46.000]  And they are going to crawl over broken glass to vote in November.
[03:28:46.000 --> 03:28:50.000]  I agree. Matt Bracken takes over straight ahead at enemiesfarndedomestic.com.
[03:28:50.000 --> 03:29:16.000]  We're with infowars.com.
[03:29:16.000 --> 03:29:20.000]  My blood pressure has normalized. My diabetes has totally improved.
[03:29:20.000 --> 03:29:25.000]  Everyone is telling me now how much healthier I look and I'm telling everyone how much healthier I feel.
[03:29:25.000 --> 03:29:27.000]  I recommend heart and body extract to everyone.
[03:29:27.000 --> 03:29:35.000]  Anybody over 40 in the North American continent should be using this product as a preventative to keep their cardiovascular system healthy.
[03:29:35.000 --> 03:29:46.000]  Order your two month supply today by calling 866-295-5305. That's 866-295-5305 or order online hbextract.com.
[03:29:46.000 --> 03:29:54.000]  Heart and body extract 866-295-5305 or hbextract.com.
[03:29:54.000 --> 03:29:58.000]  We all know that the outside toxins in the water is a serious health issue.
[03:29:58.000 --> 03:30:05.000]  Infowars is proud to sell incredible filters, but it's almost impossible to keep up with every faucet, shower, and sink in your home.
[03:30:05.000 --> 03:30:10.000]  That's why we're bringing you something to provide clean water for your whole house with one system.
[03:30:10.000 --> 03:30:20.000]  The Pro Pure Whole House Water Filtration System is an advanced, four-stage, compact filtration system that will provide water filtration for your entire home.
[03:30:20.000 --> 03:30:23.000]  Removing 220 plus contaminants from your water.
[03:30:23.000 --> 03:30:33.000]  It's compact in size, easy to install and maintain, and keeps fluoride and other dangerous toxins out of your water supply and away from you and your family.
[03:30:33.000 --> 03:30:40.000]  With its broad spectrum contaminant reduction, you'll only need this one filter for clean and refreshing water all over your home.
[03:30:40.000 --> 03:30:48.000]  Head to infowarstore.com and whether it's your first water filtration purchase or you're looking to replace your current run-down systems,
[03:30:48.000 --> 03:30:53.000]  it's time to go big and go home with the Pro Pure Whole House filtration system today.
[03:31:18.000 --> 03:31:24.000]  Go against the chemicals in the food and water to fight back against the modern-day lifestyle with the screen time and the extended hours
[03:31:24.000 --> 03:31:34.000]  to still have the stamina and endurance, energy, and drive to get to the gym, get to the park, and get exercise that you need for your health.
[03:31:34.000 --> 03:31:38.000]  So go to infowarstore.com and get SuperMailVitality before it's gone.
[03:31:38.000 --> 03:31:47.000]  This is actually our last run of SuperMailVitality, so I want you to experience SuperMailVitality before it's too late.
[03:31:47.000 --> 03:31:53.000]  Unleash the SuperMail in you with SuperMailVitality from infowarstore.com.
[03:32:18.000 --> 03:32:26.000]  For heavy metals, alkalinity, and pH, what we learned was that there was in fact unhealthy levels of heavy metals and acidity in the rainwater.
[03:32:26.000 --> 03:32:34.000]  Next, we tested the water from our Alexa Pure Gravity filter, and not only were the heavy metal levels within safe measure,
[03:32:34.000 --> 03:32:38.000]  but the pH was also restored to optimal levels.
[03:32:38.000 --> 03:32:43.000]  As it turns out, the filter on the Alexa Pure raises the pH of the water,
[03:32:43.000 --> 03:32:49.000]  so what we've learned is that volcanic ash and acid rain can contaminate a rainwater supply.
[03:32:49.000 --> 03:33:14.000]  But more importantly, a good water filtration system will purify it.
[03:33:19.000 --> 03:33:24.000]  Broadcasting live from the U.N. Stronghold, Austin, Texas.
[03:33:24.000 --> 03:33:29.000]  You're listening to the Alex Jones Show.
[03:33:29.000 --> 03:33:34.000]  Show more leaks. New York Times gets Trump trove of confidential tax returns.
[03:33:34.000 --> 03:33:37.000]  This just shows the criminal activity that goes on.
[03:33:37.000 --> 03:33:43.000]  I read the article during the break. I was going to have Matt take over, but it's saying Trump's not self-made.
[03:33:43.000 --> 03:33:46.000]  In fact, he didn't run after never running for office and won the presidency.
[03:33:46.000 --> 03:33:52.000]  He didn't give us a 4.8% growth rate. He didn't renegotiate and pull us out of TPP and NAFTA.
[03:33:52.000 --> 03:33:57.000]  He didn't do all these positive things. No, no, no. His father, Fred Trump, did.
[03:33:57.000 --> 03:34:03.000]  And it talks about family trusts that his dad set up in real estate.
[03:34:03.000 --> 03:34:08.000]  They've got numbers like 10 million, 12 million over the years, 20 million to the family.
[03:34:08.000 --> 03:34:10.000]  No one ever denied that.
[03:34:10.000 --> 03:34:13.000]  But Donald Trump went on and made much bigger fortunes.
[03:34:13.000 --> 03:34:16.000]  That is even what matters. He's not Carlos Slim.
[03:34:16.000 --> 03:34:22.000]  They got $5 billion from U.S. taxpayers over eight years with Obama for the Obama phone contract.
[03:34:22.000 --> 03:34:26.000]  Who's worth what? Last time I heard like 100 to something billion.
[03:34:26.000 --> 03:34:33.000]  Yeah, there it is. He owns the New York Times and gets taxpayer money as part of the kickbacks.
[03:34:33.000 --> 03:34:37.000]  They've come out in the New York Times and some of these payments.
[03:34:37.000 --> 03:34:43.000]  So this is amazing, ladies and gentlemen, you read this, it says,
[03:34:43.000 --> 03:34:48.000]  Trump received over the years the equivalent today of at least that's inflation,
[03:34:48.000 --> 03:34:51.000]  like 10 million, 413 million from his father's real estate empire,
[03:34:51.000 --> 03:34:55.000]  starting when he was a toddler and continuing to this day.
[03:34:55.000 --> 03:34:59.000]  So yeah, if you're rich and you put money into family trusts, you're bad.
[03:34:59.000 --> 03:35:03.000]  And it's all about Trump's an idiot. He can't even wipe his own ass.
[03:35:03.000 --> 03:35:07.000]  Excuse me. I mean, oh, look at him with his mommy. Oh, it's so horrible.
[03:35:07.000 --> 03:35:09.000]  Oh God, he's such a bad person.
[03:35:09.000 --> 03:35:13.000]  And why he's bad is he didn't sell out America. He's not a globalist.
[03:35:13.000 --> 03:35:18.000]  So it's a pathetic, pathetic article. Matt Bracken, go ahead and get your key news.
[03:35:18.000 --> 03:35:20.000]  I'm done covering that.
[03:35:20.000 --> 03:35:24.000]  Yeah, you know, I'm following it too, but I think it's just like Kavanaugh.
[03:35:24.000 --> 03:35:29.000]  It's going to boomerang. It's going to blow up like a cheap, you know, exploding cigar.
[03:35:29.000 --> 03:35:33.000]  Because it's so patently obvious that this was just timed,
[03:35:33.000 --> 03:35:37.000]  that they've probably been sitting on this for months, just like the Billy Bush tape.
[03:35:37.000 --> 03:35:41.000]  And, you know, they're just waiting to throw that card on the table at the opportune moment.
[03:35:41.000 --> 03:35:45.000]  But I think it explodes in their face. People have seen this.
[03:35:45.000 --> 03:35:51.000]  You know, I now consider Kavanaugh to be the ultimate red pill, not just for him,
[03:35:51.000 --> 03:35:56.000]  but for millions of Americans, it still had some kind of faith in our system.
[03:35:56.000 --> 03:36:02.000]  And watching this Salem witch trial of a hearing over the last two weeks,
[03:36:02.000 --> 03:36:06.000]  I think that it's opened up the eyes of millions of Democrats.
[03:36:06.000 --> 03:36:11.000]  I agree with you, but what feedback have you gotten on the ground that makes you say that?
[03:36:11.000 --> 03:36:15.000]  It's all anecdotal. You know, people are saying that, you know,
[03:36:15.000 --> 03:36:19.000]  the numbers shifting in the swing state Senate votes, for example.
[03:36:19.000 --> 03:36:23.000]  And just anecdotally, and who knows how to interpret it, people saying,
[03:36:23.000 --> 03:36:26.000]  I've been a Democrat all my life and I don't like Trump,
[03:36:26.000 --> 03:36:29.000]  but I'm going to vote just because of what they've done to Kavanaugh.
[03:36:29.000 --> 03:36:34.000]  This has been a public crucifixion and it really shows what they would do if they had full power.
[03:36:34.000 --> 03:36:36.000]  This is what they do from a position...
[03:36:36.000 --> 03:36:40.000]  That's what Lindsey Graham said. He said, God, I hope you don't get the power you want.
[03:36:40.000 --> 03:36:42.000]  That's right. Thank God for Lindsey Graham. He came through.
[03:36:42.000 --> 03:36:46.000]  I'll tell you what, I've disagreed with him tremendously over the years.
[03:36:46.000 --> 03:36:49.000]  And as McCain's sidekick, I thought he, you know, he was...
[03:36:49.000 --> 03:36:53.000]  I was about to say, he was a slave of McCain. I think we're going to see a different side now.
[03:36:53.000 --> 03:36:59.000]  That's right. And in the end, I think that, especially in the judicial context,
[03:36:59.000 --> 03:37:05.000]  you know, that's where he lives. That's where he's been an attorney all his life as a judge, as a jag, all this.
[03:37:05.000 --> 03:37:10.000]  This is really offending him, this end of due process where it's going to be, you know,
[03:37:10.000 --> 03:37:14.000]  trial by, trial by, what do they call it? Like the witches, you know,
[03:37:14.000 --> 03:37:17.000]  you have to prove you're not a witch. We're going to duck you in the water.
[03:37:17.000 --> 03:37:22.000]  And, you know, and finally, I think a lot of the Republicans that have been fence setters,
[03:37:22.000 --> 03:37:27.000]  they didn't know, like Lindsey Graham, for example, they didn't know if they would stand tall with the tough
[03:37:27.000 --> 03:37:33.000]  Freedom Caucus guys or go squishy like Flake. I think universally, Flake's been considered, you know,
[03:37:33.000 --> 03:37:39.000]  just a total wuss out of this. And we're going to see a lot of stiffening of spines,
[03:37:39.000 --> 03:37:45.000]  because if they roll over, no matter what you think of Kavanaugh, even if you thought he ever, you know,
[03:37:45.000 --> 03:37:49.000]  he's going to open Pandora's box for false allegations.
[03:37:49.000 --> 03:37:54.000]  And right. And then if the basis is demoralized and doesn't come out to vote because they give up,
[03:37:54.000 --> 03:37:59.000]  then the Senate wins. Then we're going to see star chamber trials like nobody's ever seen,
[03:37:59.000 --> 03:38:04.000]  including impeachment of Kavanaugh, impeachment of Trump, I mean, down the line.
[03:38:04.000 --> 03:38:10.000]  So, you know, right now is an unbelievable time in our history. I would say we're ripe for something
[03:38:10.000 --> 03:38:16.000]  like a false flag, right, stag, fire, but these things can burn out of control.
[03:38:16.000 --> 03:38:21.000]  I mean, there's no holding it back. But, you know, I think that this New York Times story, though,
[03:38:21.000 --> 03:38:27.000]  it's really a sign of weakness and fear and desperation. I have no doubt they've been holding this like a whole card.
[03:38:27.000 --> 03:38:32.000]  Why did they throw it out now? You know, they should be going all out, you know,
[03:38:32.000 --> 03:38:39.000]  pedal to the metal on Kavanaugh. Where's the new allegations? You know, where's the new accusations?
[03:38:39.000 --> 03:38:43.000]  I think they realized they're going to lose and now they want to change the channel.
[03:38:43.000 --> 03:38:48.000]  Like we're all sheep and we're just going to go squirrel over there. New York Times.
[03:38:48.000 --> 03:38:51.000]  People aren't buying it. We've got their playbook.
[03:38:51.000 --> 03:38:55.000]  Oh my God, his dad was rich and had a family trust for all the descendants.
[03:38:55.000 --> 03:38:57.000]  Oh my God, he's so evil.
[03:38:57.000 --> 03:39:02.000]  This is like when Patton in the movie, he says in North Africa about Dom Rommel,
[03:39:02.000 --> 03:39:11.000]  I read your book, you know, Americans have read their book. Now millions of Americans have been red-pilled by this Kavanaugh fiasco.
[03:39:11.000 --> 03:39:17.000]  And I think that no matter what they do now, they came out with another witness against Kavanaugh
[03:39:17.000 --> 03:39:24.000]  or another Billy Bush tape against Trump, people are just going to roll their eyes and steal their heart even more.
