[00:00.000 --> 00:10.000]  From the front lines of the information war, it's Alex Jones.
[3:16:24.000 --> 3:16:30.000]  with a 27% annualized lease payment deposited into your bank account each month.
[3:16:30.000 --> 3:16:32.000]  Don't miss this one. Stake your claim today.
[3:16:32.000 --> 3:16:38.000]  Call 800-600-3388. That's 800-600-3388.
[3:16:38.000 --> 3:16:40.000]  The valuable lease contracts won't last long.
[3:16:40.000 --> 3:16:43.000]  Call now 800-600-3388.
[3:16:43.000 --> 3:16:45.000]  800-600-3388.
[3:16:45.000 --> 3:16:48.000]  Equipment offer poses a financial risk to owners consult with financial professionals
[3:16:48.000 --> 3:16:51.000]  before purchasing not an offer to buy or sell a security which requires an offering document.
[3:16:51.000 --> 3:16:55.000]  Most of you know that heart disease is the number one silent killer in the U.S.
[3:16:55.000 --> 3:17:00.000]  What if I told you for just $54.95 a month you could fight against heart disease naturally?
[3:17:00.000 --> 3:17:02.000]  At Heart and Body Extract.
[3:17:02.000 --> 3:17:05.000]  We've been helping thousands of people get back to a healthier heart.
[3:17:05.000 --> 3:17:10.000]  Don't just take my word for it. Check out all of the success stories at hbextract.com
[3:17:10.000 --> 3:17:14.000]  or to order call 866-295-5305.
[3:17:14.000 --> 3:17:17.000]  That's 866-295-5305.
[3:17:17.000 --> 3:17:19.000]  Hbextract.com.
[3:17:19.000 --> 3:17:21.000]  Don't risk it when you can take charge of it.
[3:17:21.000 --> 3:17:23.000]  Hi, I'm Dan Pilla.
[3:17:23.000 --> 3:17:26.000]  I started fighting the IRS over 40 years ago when they tried to seize my mother's house.
[3:17:26.000 --> 3:17:28.000]  I sued the IRS in one.
[3:17:28.000 --> 3:17:31.000]  I beat the IRS then and I've been beating them ever since.
[3:17:31.000 --> 3:17:36.000]  I wrote the book on tax debt settlement and I've helped thousands of people deal with tax problems they thought might never be solved.
[3:17:36.000 --> 3:17:38.000]  I can help you too.
[3:17:38.000 --> 3:17:41.000]  If you owe taxes you can't pay, don't wait another day.
[3:17:41.000 --> 3:17:43.000]  There's no such thing as a hopeless tax case.
[3:17:43.000 --> 3:17:47.000]  Call 800-34-no-tax or go to my website, danpilla.com.
[3:17:47.000 --> 3:17:51.000]  That's danpilla.com, danpilla.com.
[3:17:54.000 --> 3:18:00.000]  About a month ago, President Trump announced that he was going to move his domicile from New York City
[3:18:00.000 --> 3:18:04.000]  to Florida, where he's always said he planned to retire to.
[3:18:04.000 --> 3:18:07.000]  And the left got so excited.
[3:18:07.000 --> 3:18:15.000]  They said, oh, he's about to resign and leave instead of facing impeachment and he's running to Florida.
[3:18:15.000 --> 3:18:17.000]  Well, now we know why the president did that.
[3:18:17.000 --> 3:18:20.000]  He knew the left is controlled appeals courts.
[3:18:20.000 --> 3:18:27.000]  We're going to say that he had to give up his tax returns so they can pour over them and harass every business partner he's got.
[3:18:27.000 --> 3:18:31.000]  They want to terrorize people that he's worked with.
[3:18:31.000 --> 3:18:41.000]  And by moving his domicile from New York to Florida, that gets around the New York law they passed to get his tax returns that are supposed to be private.
[3:18:41.000 --> 3:18:46.000]  So all those people out there holding their breath for the president to resign.
[3:18:46.000 --> 3:18:52.000]  In his words, we're kicking the deep state's ass and he's never going to resign.
[3:18:52.000 --> 3:19:00.000]  M4store.com, we have a new product and we got several thousand of these in and they're going to sell out in a few days at the rate we're selling them.
[3:19:00.000 --> 3:19:02.000]  I want to thank the listeners for getting it.
[3:19:02.000 --> 3:19:08.000]  But this really is a game changing toothpaste and it doesn't compete with super blue.
[3:19:08.000 --> 3:19:13.000]  That's four to five of colloidal silver and iodine in fluoride free, the adult or the children's.
[3:19:13.000 --> 3:19:17.000]  These are both excellent toothpaste concentrates that don't have fillers.
[3:19:17.000 --> 3:19:18.000]  People love it.
[3:19:18.000 --> 3:19:27.000]  This is a whitening toothpaste that also has the above sea coral calcium that also cleans but also re mineralizes the teeth.
[3:19:27.000 --> 3:19:33.000]  Then it has the patented silver salt, silver in it to knock out the bacteria that cause ginsivitis.
[3:19:33.000 --> 3:19:34.000]  This is all proven.
[3:19:34.000 --> 3:19:35.000]  You can make claims with this.
[3:19:35.000 --> 3:19:46.000]  But I have to tell you, no one has a toothpaste this good for knocking out the bacteria, the viruses and cleaning the teeth in a healthy way that doesn't strip away the enamel.
[3:19:46.000 --> 3:19:48.000]  So we're really proud of it.
[3:19:48.000 --> 3:19:50.000]  It funds the operation M4store.com.
[3:19:50.000 --> 3:19:51.000]  That's why we're still on air.
[3:19:51.000 --> 3:20:20.000]  Thanks to you.
[3:20:20.000 --> 3:20:23.000]  It's Matt Bracken.
[3:20:23.000 --> 3:20:26.000]  You're listening to the Alex Jones show.
[3:20:26.000 --> 3:20:28.000]  Okay.
[3:20:28.000 --> 3:20:36.000]  Thanks for staying with us, even though the first string is gone and we're, we're digging back onto the back of the bench.
[3:20:36.000 --> 3:20:39.000]  Matt Bracken with you for the rest of the hour.
[3:20:39.000 --> 3:20:51.000]  And I have a special guest today who used to work for the CIA, a career, a career case officer as opposed to an analyst, a cubicle rat at Langley.
[3:20:51.000 --> 3:20:57.000]  We're talking about the guys out in the field, both in embassies and under non official cover.
[3:20:57.000 --> 3:21:00.000]  In fact, he was a chief of station.
[3:21:00.000 --> 3:21:13.000]  Now, the deep state has done such a great job of destroying the reputation of our intelligence services that a lot of you, as soon as you hear CIA, you're probably a rolling your eyes and saying, well, here's a professional liar.
[3:21:13.000 --> 3:21:16.000]  You know, here's somebody we can't trust.
[3:21:16.000 --> 3:21:20.000]  But, but Bradley Johnson is what we would call a white hat.
[3:21:20.000 --> 3:21:25.000]  He is an anti deep stater who believes in American national sovereignty.
[3:21:25.000 --> 3:21:39.000]  You know, imagine that he's not a globalist like most of the people that are now, you know, that have now infested every level of our federal government, including the FBI, the CIA Department of Justice.
[3:21:39.000 --> 3:21:43.000]  As such, he's, he's in a decided minority.
[3:21:43.000 --> 3:21:52.000]  He, he's on with me today and we're going to be talking about the deep state coup, which is now in the Ukraine gate phase.
[3:21:52.000 --> 3:21:54.000]  Bradley, are you there today?
[3:21:54.000 --> 3:21:57.000]  Yes, I am Matt. Good to see you again.
[3:21:57.000 --> 3:21:59.000]  Yeah, thanks.
[3:21:59.000 --> 3:22:10.000]  I was watching pretty much all of today, either watching or listening, and they're getting closer to getting to the origins of this.
[3:22:10.000 --> 3:22:15.000]  It's like with Horowitz and Durham and the Russia collusion hoax.
[3:22:15.000 --> 3:22:19.000]  It's important that you just don't believe in the virgin birth theory.
[3:22:19.000 --> 3:22:24.000]  Like with the Russian collusion, the virgin birth theory is like the great, the big bang.
[3:22:24.000 --> 3:22:30.000]  It all happened July 30th when Papadopoulos spoke to Downer.
[3:22:30.000 --> 3:22:32.000]  You know, nothing happened before that.
[3:22:32.000 --> 3:22:36.000]  So it's really important to, to peel this back and see what set this all up.
[3:22:36.000 --> 3:22:47.000]  And in the case of the Ukraine gate hoax, what set it up was Eric Charamella getting fired from the National Security Council and going right back to CIA.
[3:22:47.000 --> 3:22:50.000]  No demotion, not kicked out, nothing.
[3:22:50.000 --> 3:22:53.000]  You know, he didn't get sent to the Department of Transportation.
[3:22:53.000 --> 3:23:06.000]  When he's fired for leaking against the administration, he goes right back to the CIA, which goes to your theory that, you know, behind the scenes, Brennan and his cohorts are still really running the operation.
[3:23:06.000 --> 3:23:15.000]  But the guy on the National Security Council to this day, Lieutenant Colonel Vindman, the one that Ukraine offered the job of defense minister,
[3:23:15.000 --> 3:23:22.000]  which makes you wonder what kind of, you know, inside great favors that he'd done for them to make them love him so much.
[3:23:22.000 --> 3:23:23.000]  That's very worrisome.
[3:23:23.000 --> 3:23:26.000]  So Vindman, he heard the call.
[3:23:26.000 --> 3:23:31.000]  He leaks it to Charamella during the whole impeachment inquiry this week.
[3:23:31.000 --> 3:23:33.000]  They're getting very close to naming him.
[3:23:33.000 --> 3:23:37.000]  They're, they're, you know, firing shots around him without naming him.
[3:23:37.000 --> 3:23:46.000]  But Charamella, there's a story out today, he had a bromance with another guy in the National Security Council named Sean Misko.
[3:23:46.000 --> 3:23:50.000]  Guess where Sean Misko went just a couple months ago?
[3:23:50.000 --> 3:23:54.000]  He went to Adam Schiff's House Intel Committee.
[3:23:54.000 --> 3:23:56.000]  You know, imagine that.
[3:23:56.000 --> 3:23:59.000]  So you've got, you've got the bromance guys.
[3:23:59.000 --> 3:24:02.000]  Charamella, he's back at CIA.
[3:24:02.000 --> 3:24:06.000]  Misko, he's at Adam Schiff's staff.
[3:24:06.000 --> 3:24:09.000]  Vindman leaks to Charamella.
[3:24:09.000 --> 3:24:14.000]  Charamella hands the story to Misko and Schiff and the IG report.
[3:24:14.000 --> 3:24:18.000]  The Intel Community IG report comes out and we're here where we are.
[3:24:18.000 --> 3:24:26.000]  My question is how long can this, this, this, this masquerade go on before the entire thing is outed?
[3:24:26.000 --> 3:24:34.000]  I mean, when are the, the TV networks going to tell us what everybody on the internet's known for weeks now about this entire connection?
[3:24:34.000 --> 3:24:38.000]  How long can this, can this hold out?
[3:24:38.000 --> 3:24:46.000]  Well, I think the, I think we're at the beginning of the end and in this case, the FBI has opened an investigation of Eric Charamella.
[3:24:46.000 --> 3:24:56.000]  So as, as that, that comes forward, it's going to be a news story that they're just not simply going to be able to avoid in the left wing mainstream media.
[3:24:56.000 --> 3:24:58.000]  So they're going to have to report it.
[3:24:58.000 --> 3:25:02.000]  And when that happens, certainly Congress is going to be all over it.
[3:25:02.000 --> 3:25:09.000]  They've been holding off on the Republican side, the ones that are actually trying to help President Trump, which appeared to be in the minority.
[3:25:09.000 --> 3:25:17.000]  But those are still holding on to that information and haven't really jumped into the fray, mentioning Eric Charamella's name and background and all of that.
[3:25:17.000 --> 3:25:19.000]  But it will come out.
[3:25:19.000 --> 3:25:22.000]  It's not something that's going to stay hidden forever.
[3:25:22.000 --> 3:25:27.000]  So when it does come out, all of these connections that you're talking about are going to surface.
[3:25:27.000 --> 3:25:30.000]  And I think it's something actually worse.
[3:25:30.000 --> 3:25:43.000]  I'm beginning to suspect it very strongly that there's a lot of information out there that Adam Schiff, for example, coordinated all this before any of it began, before the whistleblower started, you know, whistleblowing.
[3:25:43.000 --> 3:25:50.000]  And so that means that there was full coordination taking place prior to the act.
[3:25:50.000 --> 3:25:56.000]  Now, if that's the case, and this is, and this all is shown to be based on nonsense, which I think is the case.
[3:25:56.000 --> 3:26:03.000]  You know, you've got to really start to suspect sedition and acts like that by Adam Schiff and the others involved.
[3:26:03.000 --> 3:26:11.000]  And let me say what Adam Schiff has been doing is saying that this entire thing, I mean, the basic conundrum comes down to this.
[3:26:11.000 --> 3:26:19.000]  Is President Trump right to ask for an investigation into corruption, even if it includes Joe Biden?
[3:26:19.000 --> 3:26:26.000]  Now, what the Democrats and the left-wing press, the mainstream media are saying is that this has all been debunked.
[3:26:26.000 --> 3:26:46.000]  But if you look at how this is debunked, for example, they're saying the excuse, and this came out in an article three days ago, four days ago, by the USA Today, that Hunter Biden being hired by this at the $2 million, over $3 million that he was paid,
[3:26:46.000 --> 3:26:54.000]  is fine because energy companies hire people like this to, you know, clean up their name, well-known person and all of this.
[3:26:54.000 --> 3:27:02.000]  But Hunter Biden, you know, recovering drug addict, emotionally unstable guy with zero experience, he was not a common name before all this surfaced.
[3:27:02.000 --> 3:27:04.000]  So he was not someone that could have done that.
[3:27:04.000 --> 3:27:06.000]  So it's a false claim.
[3:27:06.000 --> 3:27:16.000]  It looks like USA is trying to, you know, distance rather than inform and manipulate the information that's out there.
[3:27:16.000 --> 3:27:17.000]  And they made a comparison.
[3:27:17.000 --> 3:27:19.000]  I found it very interesting.
[3:27:19.000 --> 3:27:27.000]  They made a comparison to Kofor Black, who Kofor Black was the former chief of the Counterterrorist Center for the CIA.
[3:27:27.000 --> 3:27:31.000]  Now, that same barisma hired him as a board member and are also paying him.
[3:27:31.000 --> 3:27:34.000]  I don't know how much, but presumably a good amount of money.
[3:27:34.000 --> 3:27:37.000]  But energy companies are always targeted by terrorists.
[3:27:37.000 --> 3:27:38.000]  It's very common.
[3:27:38.000 --> 3:27:49.000]  And for an energy company to bring on a guy like that, that you just, you know, is clearly an expert in terrorism to work for them so that they would avoid problems with terrorism and terrorism in the future.
[3:27:49.000 --> 3:27:50.000]  Makes perfect sense.
[3:27:50.000 --> 3:27:55.000]  And they're comparing that to Hunter Biden, who's a drug addict and emotionally unstable kid with no experience.
[3:27:55.000 --> 3:27:57.000]  I mean, he's in his 40s, late 40s.
[3:27:57.000 --> 3:28:04.000]  It's interesting that I find it interesting that Kofor Black is Mitt Romney's right hand man.
[3:28:04.000 --> 3:28:07.000]  And he's somebody else that's, you know, up to his eyeballs in Ukraine.
[3:28:07.000 --> 3:28:11.000]  When we come back, we're going to be going to a break in 40 seconds.
[3:28:11.000 --> 3:28:21.000]  But I would, I'd like to talk about what the head of the originator of barisma has gone on the lamb with millions of dollars.
[3:28:21.000 --> 3:28:32.000]  And I have a theory that, that although Vindman tipped off Charamella, you know, it might not have been necessarily as a leak to start the impeachment inquiry.
[3:28:32.000 --> 3:28:37.000]  He might have been tipping off Charamella because Charamella more like a warning.
[3:28:37.000 --> 3:28:46.000]  Charamella was on the plane with Biden at least once going to the Ukraine when they were setting up all of these dirty barisma deals with Hunter.
[3:28:46.000 --> 3:28:52.000]  And Charamella and Hunter might have something that implicates Charamella.
[3:28:52.000 --> 3:28:55.000]  We can all agree these are troubled times, right?
[3:28:55.000 --> 3:28:58.000]  So do you know who's on your wireless network?
[3:28:58.000 --> 3:29:05.000]  Whether it's a big company selling your data or a foreign hacker, if you're not protected, everybody sees your information.
[3:29:05.000 --> 3:29:10.000]  That's why you need Flash Routers, a custom Wi-Fi router created for privacy.
[3:29:10.000 --> 3:29:18.000]  Flash Routers uses a virtual private network or VPN to protect your online activity from hackers, trackers and large corporations.
[3:29:18.000 --> 3:29:22.000]  And not just one, but all your devices with one out of the box setup.
[3:29:22.000 --> 3:29:31.000]  Plus, Flash Routers also enhances your wireless network performance and unlocks powerful router management tools to let you take total control of your network.
[3:29:31.000 --> 3:29:41.000]  Call or click Flash Routers today at 1-866-509-5817 or FLASHROUTERS.COM.
[3:29:41.000 --> 3:29:46.000]  That's 1-866-509-5817 or flashrouters.com.
[3:29:46.000 --> 3:29:53.000]  Protect your wireless home network today with Flash Routers.
[3:29:53.000 --> 3:30:01.000]  Major report out of major university. Researchers working on food-based treatment to slow aging science daily.
[3:30:01.000 --> 3:30:08.000]  Probiotics in the gut of a particular type cause your entire body to be healthier and make you live longer and make you not get intestinal cancer.
[3:30:08.000 --> 3:30:12.000]  We have the very best formula, literally, with what they even mentioned in the studies.
[3:30:12.000 --> 3:30:23.000]  The hormone called FGF21, prolongevity, heals the entire body and actually reverses aging, but is only made in the lower intestine.
[3:30:23.000 --> 3:30:29.000]  Oh, and what does it say? It's fiber from a spectrum of certain types of berries that grows this.
[3:30:29.000 --> 3:30:33.000]  And yes, this is a plug, gut fusion. And what do we have in this?
[3:30:33.000 --> 3:30:43.000]  Bioric berry blend, strawberry, blueberry, blackberry, cranberry, escoblio, grape, and pomegranate. It's the pulp from them that then grows this.
[3:30:43.000 --> 3:30:50.000]  Gut fusion for children, for young people, for old people, for everybody. This is fiber and glutamine. You're not going to find a better formula.
[3:30:50.000 --> 3:31:04.000]  Gut fusion, it's amazing. Importstore.com. The globalists know that I will never willingly give up. I've said it many times, I will never give in. I will never give up, but I could give out.
[3:31:04.000 --> 3:31:18.000]  And it's very, very frustrating to see them committing all their crimes against humanity, to see evil running rampant like this, and to know that most Americans have already been silenced in cyberspace.
[3:31:18.000 --> 3:31:22.000]  That most Americans have already been shadow banned by big tech.
[3:31:22.000 --> 3:31:34.000]  And to know that most Americans feel powerless and don't realize how much power they have by spreading the word about newswords.com, infowords.com, and banned on video.
[3:31:34.000 --> 3:31:42.000]  And that people are hungry for the truth now more than ever. And that if you tell people, hey, the banned truth they don't want you to have is at infowords.com.
[3:31:42.000 --> 3:31:53.000]  So take heart, folks. They've had to censor everybody and shut everybody down because the truth is powerful and they can't beat us fair and square.
[3:31:53.000 --> 3:31:59.000]  Beto Rourke came out dozens of times and said, we're going to confiscate all your semi-automatic rifles.
[3:31:59.000 --> 3:32:07.000]  And he got all the other Democrats on the stage, nine others, to agree and said that he was a hero. Think about that.
[3:32:07.000 --> 3:32:20.000]  Now, those Democrats have taken all the guns in the cities they control. Their blue cities are literal crap holes covered with needles and with massive drug dealing and incredible levels of violent crime.
[3:32:20.000 --> 3:32:30.000]  They know what they're doing. And now the Supreme Court's come out and ruled that gun manufacturers can be sued into oblivion for what criminals do using their firearms.
[3:32:30.000 --> 3:32:39.000]  My goodness, ladies and gentlemen, this country is under such incredible attack. But more and more towns and cities are saying they're sanctuaries for the Second Amendment.
[3:32:39.000 --> 3:32:45.000]  And they're going to follow the original Bill of Rights and Constitution, and they're not going to help in the confiscation of guns.
[3:32:45.000 --> 3:33:01.000]  So you see, a lot of these cities ignore illegal aliens. Well, we could ignore all your unconstitutional laws.
[3:33:15.000 --> 3:33:25.000]  Waging war on corruption. It's Alex Jones with Matt Bracken.
[3:33:25.000 --> 3:33:44.000]  Okay, we're back. When we broke, we were talking about how the origins, the genesis of Russia Gate 2.0, which is this Ukraine gate, you know, lame version, and how the four amigos, as I like to call them, since we already know about the three amigos.
[3:33:44.000 --> 3:33:52.000]  I've got my own four amigos. That's the National Security Council staffers that have since spread apart.
[3:33:52.000 --> 3:34:02.000]  Alex Vindman, Alexander Vindman, the Lieutenant Colonel, with the weight problem for an Army officer, certainly. Just got to make that observation.
[3:34:02.000 --> 3:34:06.000]  He's still at the National Security Council. He was actually on the phone.
[3:34:06.000 --> 3:34:19.000]  He tips off Eric Charamella, who's back at CIA with no punishment, who then takes it to his old friends that are now, amazingly, on the staff of Adam Schiff.
[3:34:19.000 --> 3:34:30.000]  And something that Vindman was talking about a couple days ago was, did you get on the airplane? Were you invited to go to Ukraine with Biden?
[3:34:30.000 --> 3:34:42.000]  Were you not on this group or in that group? And it's a prestige thing. It's like you're being invited to go to Miss America or something, you know, on the Trump jet.
[3:34:42.000 --> 3:34:53.000]  Are you on the jet with the Vice President or the Secretary of State? That's your chance to spend 8 or 10 or 12 hours in close proximity having heart to hearts.
[3:34:53.000 --> 3:35:03.000]  If Vindman didn't get to go, but Charamella was on the airplane, they'd know it. These are the four amigos.
[3:35:03.000 --> 3:35:15.000]  If Charamella was on the airplane and Hunter was on the airplane, that's huge. Remember, when they went to China, the fact that Hunter was on the airplane came up over and over again.
[3:35:15.000 --> 3:35:26.000]  Did you talk to your father about the billion five you got out of China? Oh, no, we never talked about that. We're on the airplane for 12 hours, but we never talked about what I'm going to do in China.
[3:35:26.000 --> 3:35:38.000]  It just never came up. So if Charamella was on the airplane and went to Ukraine with any of these delegations with Vice President Biden, remember, he was point man on Ukraine.
[3:35:38.000 --> 3:35:50.000]  He had the chop. He had the authority. That's going to be huge. I find it interesting that this the news story that's out that Charamella is being requested to be interviewed by the FBI.
[3:35:50.000 --> 3:36:04.000]  That story is out under the name of Michael Issacoff. Issacoff is one of the designated Stasi Stooge fake reporters that leaks to the New York Times, Washington Post or CNN.
[3:36:04.000 --> 3:36:17.000]  Others are David Ignatius, who you see on Morning Joe, also a novelist, interestingly, writes about, you know, Palace or Embassy intrigue, political thrillers.
[3:36:17.000 --> 3:36:31.000]  And then you've got Devlin Barrett, I think he's New York Times. These are Stooges. These are Stasi Stooge. These are guys that pretend to be reporters and they funnel stories from people like James Comey.
[3:36:31.000 --> 3:36:42.000]  So if it turns out that Vindman told Charamella, it might be, dude, you better cover your ass. It's coming down.
[3:36:42.000 --> 3:36:51.000]  The story, you know, that when he hears this phone call, he might not just have been disturbed about the fact that, oh, aid might be cut off from Ukraine.
[3:36:51.000 --> 3:37:01.000]  It's this investigation might uncover my friends, Charamella and possibly his bromance buddy, Sean Misko.
[3:37:01.000 --> 3:37:13.000]  So this thing, and like Bradley was saying, this thing might have been set up long before. How is it that these two security, that Sean Misko and Abigail Grace wound up at Adam Schiff's Intel Committee?
[3:37:13.000 --> 3:37:18.000]  Was that a setup? How long has this trap been, you know, been laid?
[3:37:18.000 --> 3:37:22.000]  Brad, what are you thinking about that? You're talking about before the break.
[3:37:22.000 --> 3:37:30.000]  Yeah, correct. I mean, I tend to be very suspicious of coincidence just by nature and also by training.
[3:37:30.000 --> 3:37:37.000]  And so I think it's that these people have split and one of them is involved as the whistleblower.
[3:37:37.000 --> 3:37:49.000]  One of them is testifying against President Trump in these so-called hearings that Adam Schiff has put on and then the other two are on Adam Schiff's staff working this.
[3:37:49.000 --> 3:37:57.000]  I think it's really kind of difficult to say and look at all of that and think that this is just pure coincidence.
[3:37:57.000 --> 3:38:14.000]  I think this is all something that was planned from the very beginning. And well, at least, you know, I'm not saying going back to 2015 or something, but certainly six months ago or probably when the Mueller report failed to do anything, they began to try to cook up plan B.
[3:38:14.000 --> 3:38:30.000]  And I think this was then what resulting they were looking what let's find a reason as soon as the Ukraine phone call took place. That gave them a peg to hang their hat on and they had a justification to try and make a complaint against Trump and take him out with this Ukraine thing.
[3:38:30.000 --> 3:38:47.000]  I think it was all certainly something that was well coordinated in advance of becoming public with this whistleblower complaint. And I think that ultimately is what's really going to bite him in the rear on this because then you have what falls into the definition of a conspiracy.
[3:38:47.000 --> 3:39:05.000]  And if you're trying to unseat a legally elected president in the United States, then that's conspiracy for sedition, which that is actually under the law is an actual specific crime. And so this seems to fit all of those and being a congressman, by the way, under those laws.
[3:39:05.000 --> 3:39:20.000]  I don't believe I mean, not a lawyer, but I don't believe he has any protection for that sort of felony activity. If indeed it works out that he's he was participating in something of that nature. So it's it could be a very, very serious problem for all of these people.
[3:39:20.000 --> 3:39:38.000]  I think another another really big element of this of this network, you know, one of the beauties of the Ukraine gate thing as I've said before is that it's caused them to burn their network. It was working a lot better when all of when this this nest of seditious spies were completely submerged.
[3:39:38.000 --> 3:39:58.000]  But as like a Hail Mary last ditch attempt, they're they're trying this Ukraine gambit to try to smear Trump with election interference, you know, going after a political opponent, which is going to be one of the key things about the entire Horowitz and Durham investigations
[3:39:58.000 --> 3:40:10.000]  is that the Democrats were going after Trump, the Democrats are now trying to inoculate inoculate themselves by saying well, Trump was doing it to Biden too, but it's not going to work.
[3:40:10.000 --> 3:40:26.000]  And a really key factor is the fact that this guy, the Intel Community Inspector General Atkinson, he goes from from being on the National Security Division of the FBI under John Carlin.
[3:40:26.000 --> 3:40:46.000]  The same, the same part of headquarters of FBI with McCabe, Comey, of what Bill Priestap and struck, he goes from there, wonder of wonders, another coincidence, he goes to become the intelligence community Inspector General.
[3:40:46.000 --> 3:41:00.000]  This is what's known in tradecraft as a backstop, or maybe there's other terms I'm not familiar with. But this is the perfect place where he can catch and deflect or protect or or massage the facts.
[3:41:00.000 --> 3:41:10.000]  So this is how the whistleblower form goes from requiring firsthand testimony to permitting hearsay. Wow, another virgin birth.
[3:41:10.000 --> 3:41:18.000]  And then you've and then it's actually backdated the form is backdated, but they can't fix all the metadata they always get screwed up in the metadata.
[3:41:18.000 --> 3:41:25.000]  You can print on the form of data a few months back, but the metadata will always give you away in the investigation.
[3:41:25.000 --> 3:41:31.000]  So this is all these connections I think are going to start coming out. And another place to look are these people's lawyers.
[3:41:31.000 --> 3:41:48.000]  When you find out that people that don't appear to be connected like Fiona Hill, for some reason, you know, they're they're also, you know, very strongly cooperating with George Soros Open Society foundations in Ukraine very strongly.
[3:41:48.000 --> 3:41:58.000]  And they're and their lawyers are the same lawyers back in Washington that are working for Fusion GPS. I wasn't surprised today. She did know the name of Fusion GPS.
[3:41:58.000 --> 3:42:09.000]  She did. So as this entire plot becomes out into the open, it's going to, I think, expose the entire network and it's going to be crystal clear.
[3:42:09.000 --> 3:42:15.000]  Brad, we got like 40 seconds to wind up this segment and then we'll be back again.
[3:42:15.000 --> 3:42:29.000]  I can say you've hit on the exact center of the problem from the Democratic perspective and that as this unfolds, all of their machinations are going to surface. So they really don't have a defense since it looks like they're just absolutely guilty.
[3:42:29.000 --> 3:42:43.000]  And so therefore, I think you've hit on exactly what is really kind of what's going on. They're hoping they'll get lucky against Trump, but they're trying to build a defense of, oh, you're only showing this evidence against us because you're guilty of the same thing.
[3:42:43.000 --> 3:42:46.000]  That's all they have when you're guilty. What else do you have?
[3:42:46.000 --> 3:42:53.000]  Yeah, nothing. Okay, well, we'll be back at the other side of the break and continue with us.
[3:42:53.000 --> 3:43:02.000]  I've made a lot of predictions that have come true, but I'm here to tell you that most of those really weren't predictions that came out of a crystal ball.
[3:43:02.000 --> 3:43:09.000]  I could see where the globalists were going. I could see what their in-game agenda was, what their goal was.
[3:43:09.000 --> 3:43:27.000]  I knew that when they were setting a sub-PD platform that they were really setting the precedent to take everybody off air, to silence everyone, to ban words and names and information on fake whistleblowers so that their false narratives couldn't be opposed.
[3:43:27.000 --> 3:43:44.000]  The globalists really feared was independent media and platforms in the future. It was the model of Info Wars as much as the information that had to be silenced because they need total information dominance for their outrageous lies and the evil they're pushing to succeed.
[3:43:44.000 --> 3:43:53.000]  And that's why keeping Info Wars on the air is now more imperative and more vital than ever.
[3:43:53.000 --> 3:44:13.000]  A question was once posed to Thomas Jefferson. What is the level of tyranny that a tyrant will take humanity to? How far will they go? What's their limit? And he said it is the limit to which other men and women will submit.
[3:44:13.000 --> 3:44:28.000]  The answer is there is no limit to evil. It is a bottomless pit. We've been taught in modern culture and society that evil doesn't exist. Or that there's no free will. There's no devil or the God.
[3:44:28.000 --> 3:44:43.000]  But those very same people have all these rules for us about speech and how we can dress and where we can live and what our houses can be like. They just don't want us to have any values so they can run over us.
[3:44:43.000 --> 3:45:06.000]  We have a new product and we got several thousand of these in and they're going to sell out in a few days at the rate we're selling them. I want to thank the listeners for getting it. But this really is a game changing toothpaste.
[3:45:06.000 --> 3:45:18.000]  And it doesn't compete with super blue that's four to five of colloidal silver and iodine and fluoride free. The adult or the children's. These are both excellent toothpaste concentrates that don't have fillers. People love it.
[3:45:18.000 --> 3:45:35.000]  This is a whitening toothpaste that also has the above sea coral calcium that also cleans but also re mineralizes the teeth. Then it has the patented silver salt silver in it to knock out the bacteria that causes gensivitis. This is all proven. You can make claims with this.
[3:45:35.000 --> 3:45:50.000]  But I have to tell you no one has a toothpaste this good for knocking out the bacteria the viruses and cleaning the teeth in a healthy way that doesn't strip away the enamel. So we're really proud of it. It funds the operation in four store dot com.
[3:45:50.000 --> 3:45:53.000]  That's why we're still on air. Thanks to you.
[3:45:53.000 --> 3:46:08.000]  There's a famous quote by Marine Corps General in the Korean War when three million chai comms had flooded across the border and surrounded the Marines. More than 50 to one some estimates have it.
[3:46:08.000 --> 3:46:17.000]  But the point is they were outnumbered and the general was told general were completely surrounded. He said good. We can attack in all directions.
[3:46:17.000 --> 3:46:27.000]  Well that's the point that info wars has reached. And it really is epic. It really is biblical and we wouldn't have gone this far without all your support.
[3:46:27.000 --> 3:46:38.000]  But it's going to become more critical than ever as the censorship becomes complete. And it's not just Americans but folks all over the world are completely silenced.
[3:46:38.000 --> 3:46:56.000]  When it comes to speaking the name of a CIA fake whistleblower or exposing a pedophile or speaking out against dangerous vaccines because by info wars having its own platform that checkmates the globalists.
[3:46:56.000 --> 3:47:12.000]  You're listening to the Alex Jones show.
[3:47:12.000 --> 3:47:26.000]  Live from Austin Texas broadcasting worldwide it's Alex Jones and now your host Matt Bracken.
[3:47:26.000 --> 3:47:32.000]  You know it's really important what Alex just said at the end of that spot.
[3:47:32.000 --> 3:47:48.000]  If you look at the big networks they're not daring to say the name of the whistleblower Eric Charamella because they're run by their corporate lawyers and the front office guys that they're all so intertwined interwoven with the
[3:47:48.000 --> 3:48:04.000]  deep state that they don't have the freedom to go off off of the script. Even guys that would love to go off the script. They're just the suits are keeping them in check. The fact that that info wars is self supporting is what gives it the freedom
