[00:00.000 --> 00:10.000]  Defending the Republic from enemies, foreign and domestic, it's Alex Jones.
[01:27:00.000 --> 01:27:02.000]  The fact that you lost your job over this.
[01:27:02.000 --> 01:27:03.000]  What does your boss say to you?
[01:27:03.000 --> 01:27:05.000]  You're just, you're just too evil now.
[01:27:05.000 --> 01:27:08.000]  But pretty much to be honest with you, they, that's another thing.
[01:27:08.000 --> 01:27:12.000]  They, I, I, we contacted them, my wife did so that she could pick up my last check.
[01:27:12.000 --> 01:27:14.000]  They wouldn't return our calls.
[01:27:14.000 --> 01:27:20.000]  They, it took like two weeks for them to even acknowledge me and finally send my last paycheck
[01:27:20.000 --> 01:27:21.000]  and stuff like that.
[01:27:21.000 --> 01:27:25.000]  Yeah, everybody's turning their back and this is going to happen to everybody.
[01:27:25.000 --> 01:27:26.000]  This is what we've been talking about.
[01:27:26.000 --> 01:27:27.000]  This is here now.
[01:27:27.000 --> 01:27:28.000]  That's right.
[01:27:28.000 --> 01:27:29.000]  That's right.
[01:27:29.000 --> 01:27:32.000]  And a lot of people are going to hear this and they're going to buckle under and then
[01:27:32.000 --> 01:27:33.000]  they're going to lose everything.
[01:27:33.000 --> 01:27:35.000]  You've got to stand against tyranny now.
[01:27:35.000 --> 01:27:36.000]  It's happening everywhere.
[01:27:36.000 --> 01:27:41.000]  And so many veterans, I know, when they come and throw them in the loony bin for no reason,
[01:27:41.000 --> 01:27:44.000]  because they've been criticizing the government, their friends and families say,
[01:27:44.000 --> 01:27:45.000]  come on, go along with it.
[01:27:45.000 --> 01:27:50.000]  And then they, the feds call their job and get them fired so that they're destitute.
[01:27:50.000 --> 01:27:53.000]  I mean, this is how Hitler did this.
[01:27:53.000 --> 01:27:58.000]  The first five years before he started really rounding people up is he cut everybody off
[01:27:58.000 --> 01:27:59.000]  financially.
[01:27:59.000 --> 01:28:01.000]  He took their guns and then he did this.
[01:28:01.000 --> 01:28:02.000]  Yes.
[01:28:02.000 --> 01:28:07.000]  Well, it's like I was telling my friend, I feel like they're starting to do gun sweeps
[01:28:07.000 --> 01:28:12.000]  and try to move the legal abiding citizens that are armed out of the way so that when
[01:28:12.000 --> 01:28:15.000]  the hammer drops, there's not going to be any opposition.
[01:28:15.000 --> 01:28:17.000]  Everybody's just going to file in and do exactly that.
[01:28:17.000 --> 01:28:22.000]  And sir, you saw Katrina, tens of thousands, high and dry areas, not just New Orleans.
[01:28:22.000 --> 01:28:27.000]  The feds went to the richest houses, blew up the safes, took the guns and arrested the
[01:28:27.000 --> 01:28:29.000]  people that were there legally and lawfully.
[01:28:29.000 --> 01:28:31.000]  This is about a monopoly of force.
[01:28:31.000 --> 01:28:34.000]  I want to come back and get your take on where this goes from here.
[01:28:34.000 --> 01:28:37.000]  But folks, this is happening everywhere.
[01:28:37.000 --> 01:28:40.000]  And they are coming after gun owners.
[01:28:40.000 --> 01:28:44.000]  They're coming into gun shops here in Austin that are scared to come on air and saying,
[01:28:44.000 --> 01:28:47.000]  you're going to report on people buying guns even though it's already on record what they
[01:28:47.000 --> 01:28:48.000]  bought.
[01:28:48.000 --> 01:28:51.000]  And you're going to file reports that are suspicious so we can SWAT team them.
[01:28:51.000 --> 01:28:53.000]  And they're like, I'm not going to do that.
[01:28:53.000 --> 01:28:55.000]  Well, then we're going to rage you.
[01:28:55.000 --> 01:28:57.000]  I mean, this is secret police stuff, folks.
[01:28:57.000 --> 01:29:26.000]  They wanted them to bear false witness.
[01:29:27.000 --> 01:29:34.000]  You can use their service anywhere with an internet connection and with one account you
[01:29:34.000 --> 01:29:37.000]  can protect up to five devices at the same time.
[01:29:37.000 --> 01:29:42.000]  Go to privateinternetaccess.com right now in order to secure the privacy of you and your
[01:29:42.000 --> 01:29:43.000]  loved ones.
[01:29:43.000 --> 01:29:46.000]  Don't wait and allow you and your family to become victims.
[01:29:46.000 --> 01:29:50.000]  If you're going to be a victim of an online online online, you can use your private internet
[01:29:50.000 --> 01:29:51.000]  access to protect your property.
[01:29:51.000 --> 01:29:53.000]  You can use your private internet access to protect your property.
[01:29:53.000 --> 01:29:57.000]  When you and your loved ones don't wait and allow you and your family to become victims,
[01:29:57.000 --> 01:29:59.000]  visit privateinternetaccess.com today.
[01:29:59.000 --> 01:30:05.000]  Dozens of diseases ranging from the common cold and flu to myrsa and pneumonia are all
[01:30:05.000 --> 01:30:07.000]  caused by infectious pathogens.
[01:30:07.000 --> 01:30:12.000]  Fortunately, a simple, safe, and effective alternative exists.
[01:30:12.000 --> 01:30:17.000]  Supernatural silver is a new and vastly improved type of silver solution that is safe and
[01:30:17.000 --> 01:30:23.440]  that is safe and extremely effective against 143 types of bacteria, both forms of viruses,
[01:30:23.440 --> 01:30:26.800]  mold and yeast, and a limited number of parasites.
[01:30:26.800 --> 01:30:30.000]  It can even purify water.
[01:30:30.000 --> 01:30:34.440]  Supernatural Silver comes in both liquid and gel for internal or external use.
[01:30:34.440 --> 01:30:40.640]  With over 180 scientific studies by independent universities, hospitals, research institutions,
[01:30:40.640 --> 01:30:46.200]  and nursing homes, Supernatural Silver is a powerful weapon in the fight against disease.
[01:30:46.200 --> 01:30:51.200]  To see how Supernatural Silver can give you and your loved ones protection and peace of
[01:30:51.200 --> 01:30:54.480]  mind, go to SupernaturalSilver.com.
[01:30:54.480 --> 01:31:00.120]  Use the promo code PROTECTED for 20% off and like us on Facebook.
[01:31:00.120 --> 01:31:03.960]  Are we choosing our own destiny or has it been pre-selected for us?
[01:31:03.960 --> 01:31:08.120]  As we've moved through history, every great leader has had to understand the potential
[01:31:08.120 --> 01:31:09.440]  of information.
[01:31:09.440 --> 01:31:16.160]  Billions of dollars have been spent privately and publicly looking at how to tap into your
[01:31:16.160 --> 01:31:17.160]  psyche.
[01:31:17.160 --> 01:31:22.960]  From compulsory state education to the Hollywood media brainwashing machine, we are kept in
[01:31:22.960 --> 01:31:26.560]  perpetual bondage to the ideas that shape our actions.
[01:31:26.560 --> 01:31:31.320]  When somebody obscures that feedback loop between you observing and testing it out and verifying
[01:31:31.320 --> 01:31:33.320]  it, they can take total control of your awareness.
[01:31:33.320 --> 01:31:36.720]  All of this is happening so fast, you need to be ahead of the game.
[01:31:36.720 --> 01:31:41.640]  How to engineer the opinion of the American people so that they would not only endorse
[01:31:41.640 --> 01:31:43.640]  but demand a war.
[01:31:43.640 --> 01:31:50.160]  State of mind, because there's a war on for your mind.
[01:31:50.160 --> 01:31:55.880]  Get your copy of State of Mind The Movie at infowars.com and remember, every order at
[01:31:55.880 --> 01:31:59.960]  infowarsstore.com receives a free citizen rule book.
[01:31:59.960 --> 01:32:01.800]  Introducing Pro 1.
[01:32:01.800 --> 01:32:05.440]  All of your filtration in one system, portable on the go.
[01:32:05.440 --> 01:32:10.040]  No more do you have two or three filters to just reduce sodium fluoride.
[01:32:10.040 --> 01:32:15.440]  You have a system that cuts out the sodium fluoride and up to 95% of hydrofluorosalic
[01:32:15.440 --> 01:32:21.120]  acid advanced manufacturing technology combines silver impregnated white ceramic with new
[01:32:21.120 --> 01:32:26.040]  aqua medics advanced media for removal of fluoride and other heavy metals all in one
[01:32:26.040 --> 01:32:27.040]  filter element.
[01:32:27.040 --> 01:32:32.080]  It is the only one that does it and out of the gates we have it discounted at 10% off
[01:32:32.080 --> 01:32:33.640]  with promo code water.
[01:32:33.640 --> 01:32:41.120]  This is the only system that in one unit helps reduce or remove pesticides, herbicides, chloramines,
[01:32:41.120 --> 01:32:46.760]  ammonia and chlorine, hydrofluorosalic acid, the most common form of fluoride not covered
[01:32:46.760 --> 01:32:51.000]  by other fluoride filter brands and sodium hexafluorosilicate.
[01:32:51.000 --> 01:33:01.080]  Get your Pro Pure with the new Pro 1 filters today at infowarsstore.com or by calling 888-253-3139.
[01:33:01.080 --> 01:33:08.080]  Coast to coast, direct from Austin, you're listening to the Alex Jones Broadcasting Network.
[01:33:32.080 --> 01:33:37.320]  I'll say this for all you people that love big government, get reflected glory out of
[01:33:37.320 --> 01:33:41.160]  it and are marveling at the rise of worldwide tyranny.
[01:33:41.160 --> 01:33:46.400]  If you want big government, if you want tyranny, you're going to get front row seats to it.
[01:33:46.400 --> 01:33:50.240]  I really feel sorry for all the useful idiots out there.
[01:33:50.240 --> 01:33:56.760]  Homeland security, I've now learned from multiple sources what Michael Hastings was looking
[01:33:56.760 --> 01:34:06.760]  into, he was looking into a bunch of stuff, but it was operation in game, working with,
[01:34:06.760 --> 01:34:13.800]  well I'm going to get more into it tomorrow, but the point is it was operation in game,
[01:34:13.800 --> 01:34:18.160]  a DHS program, he was working with Barrett Brown and others looking into how they were
[01:34:18.160 --> 01:34:25.920]  planning to use Rex 84 program under the auspices of the new in game operation.
[01:34:25.920 --> 01:34:28.880]  By the way, there'll be feds having to go into work tonight over what I'm saying on
[01:34:28.880 --> 01:34:29.880]  air.
[01:34:29.880 --> 01:34:32.120]  There's alarms going off right now that I'm even saying this, but I'll just go ahead
[01:34:32.120 --> 01:34:35.800]  and throw this out at you right now.
[01:34:35.800 --> 01:34:41.760]  Operation in game tied into Rex 84, special ops, I'll know what I'm talking about right
[01:34:41.760 --> 01:34:42.760]  now.
[01:34:42.760 --> 01:34:46.360]  I'll get more into this tomorrow and it tells exactly what it all means.
[01:34:46.360 --> 01:34:51.360]  That's one of the things that really made the feds go completely ape with the Rolling
[01:34:51.360 --> 01:34:58.680]  Stone associated editor, and basically it's using the federal task forces that they've
[01:34:58.680 --> 01:35:03.240]  set up working with local police, they use rounding up illegals as the cover, just like
[01:35:03.240 --> 01:35:08.400]  Rex 84 called for in 1986 that came out in congressional testimony, they've actually
[01:35:08.400 --> 01:35:14.920]  set that up as the cover grid for the training to round up gun owners, conservatives, libertarians,
[01:35:14.920 --> 01:35:19.720]  and people that are seen as political dissidents, and what's amazing about this is this is now
[01:35:19.720 --> 01:35:25.600]  actually in the public army manuals, just type in reeducation camp army manual, you'll
[01:35:25.600 --> 01:35:30.640]  be on army.mil, it's all actually in plain view, it's so hard for me to even believe
[01:35:30.640 --> 01:35:31.640]  it though.
[01:35:31.640 --> 01:35:34.480]  Now I don't know if they're going to pull the trigger on this, I don't think they can
[01:35:34.480 --> 01:35:39.200]  get away with it, even with a false flag, so they probably won't, but they are all over
[01:35:39.200 --> 01:35:44.800]  New York state, California, Michigan, other areas the feds control, taking people's guns
[01:35:44.800 --> 01:35:50.560]  by the hundreds every day that are totally legal, they'll take veterans that are business
[01:35:50.560 --> 01:35:54.200]  people with no criminal record and throw them in a mental institution for six months and
[01:35:54.200 --> 01:35:58.720]  force drug them till they sign papers agreeing to have their guns taken, we've had the people
[01:35:58.720 --> 01:36:04.480]  on the show, there's civil rights groups suing over this, I mean they are persecuting us
[01:36:04.480 --> 01:36:10.680]  bad, and we talked to somebody like Joe Mendes, it just freaks me out to realize how deep
[01:36:10.680 --> 01:36:16.720]  we are into this, and I've even gotten kind of acclimated that it's okay, just by increment,
[01:36:16.720 --> 01:36:20.680]  you wake up and you're in Nazi Germany, you're in Soviet Russia, Mr. Mendes, we're almost
[01:36:20.680 --> 01:36:24.480]  out of time, I want to get you back up for 30, 40 minutes or a full hour later in the
[01:36:24.480 --> 01:36:29.680]  week, your story is just incredible, I'm going to play a piece here in a minute in Austin,
[01:36:29.680 --> 01:36:34.520]  where everyone we talked to, I think except for one person, said yes, take everyone's
[01:36:34.520 --> 01:36:42.280]  guns, America's been taken over, I mean it's dangerous and you've been persecuted for no
[01:36:42.280 --> 01:36:48.760]  reason, I've seen your court documents, they won't even say why your guns are clearly legal,
[01:36:48.760 --> 01:36:53.120]  this is, it really scares me that we've gone this far, and that other libertarians and
[01:36:53.120 --> 01:36:58.200]  conservatives aren't fighting back, how do people visit your YouTube closing comments?
[01:36:58.200 --> 01:37:05.840]  Basically, my channel is Warrior, the number 4 God 13, and I'm going to touch off a little
[01:37:05.840 --> 01:37:10.120]  bit on what you just said about Homeland Security, and what people don't know about
[01:37:10.120 --> 01:37:17.040]  this is that three months before I was apprehended, the FBI and the Department of Homeland Security
[01:37:17.040 --> 01:37:24.360]  visited my oldest son in Southern California due to my video, and the mom didn't know her
[01:37:24.360 --> 01:37:28.760]  right, so she left the door open and they stormed in there and they ransacked his room,
[01:37:28.760 --> 01:37:33.600]  and they tried to get him to confess, he does not own firearms, he doesn't have equipment,
[01:37:33.600 --> 01:37:37.240]  I have all of his equipment, all that stuff, but they were trying to start a strong arm
[01:37:37.240 --> 01:37:39.240]  him into admitting something that he didn't do.
[01:37:39.240 --> 01:37:43.720]  Yeah, you're an American man who is armed to protect their family and a hard working
[01:37:43.720 --> 01:37:47.600]  member of society, who's politically active and you've been targeted.
[01:37:47.600 --> 01:37:51.160]  Yes, yes, and so has my family, yes.
[01:37:51.160 --> 01:37:54.600]  Now we're going to stand with you guys, get him set back up for a full hour later in the
[01:37:54.600 --> 01:38:00.840]  week, I want to open the phones up and brainstorm on this in the next few days, and folks contacting,
[01:38:00.840 --> 01:38:03.720]  what's your email for any lawyers that want to help you?
[01:38:03.720 --> 01:38:12.200]  My email address is housedealer1313 at yahoo.com, and I set up a GoFundMe account with Warrior
[01:38:12.200 --> 01:38:16.240]  for God 13 Joe Mendez, say if you want to help, I need all the help I can get because
[01:38:16.240 --> 01:38:22.120]  I'm first in the ring to fight this people and I need as much help as I can get.
[01:38:22.120 --> 01:38:27.040]  Absolutely sir, if we don't stand with you, we are all begging for it, and if big banks
[01:38:27.040 --> 01:38:31.000]  are already taking houses that they never even had a deed to, they're paid for, none
[01:38:31.000 --> 01:38:34.560]  of us are safe, they're already taking all the pension funds, the criminals are robbing
[01:38:34.560 --> 01:38:39.120]  the country, the foreign banks, they're getting ready for bail ins to take over our private
[01:38:39.120 --> 01:38:43.800]  bank accounts, it's all being announced, and they want to demonize gun owners ahead of
[01:38:43.800 --> 01:38:45.120]  starting a civil war.
[01:38:45.120 --> 01:38:50.400]  I want peace, and it's time for the police and military to say no to all this, but citizens
[01:38:50.400 --> 01:38:54.240]  have to back them up, even NSA people are saying, hey, we don't like doing this, it's
[01:38:54.240 --> 01:38:58.080]  Congress's fault, and it is Congress's fault, they act like they don't know what's going
[01:38:58.080 --> 01:39:02.400]  on because they don't want to get in trouble, we have to restore the Republic, God bless
[01:39:02.400 --> 01:39:03.400]  you sir.
[01:39:03.400 --> 01:39:05.520]  Thank you, God bless you.
[01:39:05.520 --> 01:39:13.480]  Alright, here is John Bowne's report talking to Austinites while they sign a petition
[01:39:13.480 --> 01:39:15.520]  to take everyone's guns.
[01:39:15.520 --> 01:39:16.520]  Here it is.
[01:39:16.520 --> 01:39:22.120]  They're going to start arming the TSA in malls and airports and bus stations, train
[01:39:22.120 --> 01:39:28.040]  stations, and so a lot of those guns could go to law abiding TSA agents that need them.
[01:39:28.040 --> 01:39:30.280]  By the way, people are signing while he says this.
[01:39:30.280 --> 01:39:34.160]  They could go to the TSA agents that need them.
[01:39:34.160 --> 01:39:39.640]  In the airports and sporting events, they're unarmed right now and they could be in a lot
[01:39:39.640 --> 01:39:42.400]  of danger, there's any terrorist activity.
[01:39:42.400 --> 01:39:43.680]  And I agree with it all day.
[01:39:43.680 --> 01:39:50.320]  Do you support Lee Leffingwell, because we've even made the joke with him that we would
[01:39:50.320 --> 01:39:55.720]  melt the guns down and make him a RoboCop uniform to go door to door to confiscate those
[01:39:55.720 --> 01:39:56.720]  guns.
[01:39:56.720 --> 01:40:01.800]  I am totally against people having guns, period.
[01:40:01.800 --> 01:40:06.560]  Some of these people actually have firearms and some of them have a good amount of firearms,
[01:40:06.560 --> 01:40:13.320]  so they're actually safely going door to door and getting those firearms in California.
[01:40:13.320 --> 01:40:17.120]  So that's what we want to support here.
[01:40:17.120 --> 01:40:21.720]  Every Austinite sign to take our guns, we are savage authoritarians.
[01:40:21.720 --> 01:40:25.360]  Ma'am, do you have a second to sign a petition?
[01:40:25.360 --> 01:40:33.400]  For Peace on the Streets, it's an initiative here in Austin, Texas, to reduce firearms.
[01:40:33.400 --> 01:40:38.560]  And then we'd also like to support Obama's foreign policy by getting those guns and getting
[01:40:38.560 --> 01:40:43.840]  them into the hands of people that actually can use them and have professional experience
[01:40:43.840 --> 01:40:48.960]  like Serian Rebels or the TSA.
[01:40:48.960 --> 01:40:49.960]  She's signing right there.
[01:40:49.960 --> 01:40:52.320]  It says to confiscate all guns in Austin.
[01:40:52.320 --> 01:40:57.000]  The TSA is now going into a program where they're going to be armed, so.
[01:40:57.000 --> 01:41:00.800]  There's a shooting in my town in Georgia just yesterday.
[01:41:00.800 --> 01:41:01.800]  Oh, is that right?
[01:41:01.800 --> 01:41:02.800]  Yeah, that's right.
[01:41:02.800 --> 01:41:03.800]  It's out of Atlanta.
[01:41:03.800 --> 01:41:04.800]  Yeah.
[01:41:04.800 --> 01:41:05.800]  Yeah.
[01:41:05.800 --> 01:41:09.600]  Well, you're helping, so thank you.
[01:41:09.600 --> 01:41:17.000]  You guys interested in signing an initiative for Peace on the Streets here in Texas?
[01:41:17.000 --> 01:41:22.920]  And what we'd like to do is get those guns and get them in the hands of the TSA or the,
[01:41:22.920 --> 01:41:30.560]  you know, in order for Obama's Serian Rebel policy over there in Syria to get those in
[01:41:30.560 --> 01:41:39.000]  the hands of the Serian Rebels, and rather than in the hands of lunatics, you know, that
[01:41:39.000 --> 01:41:40.000]  have.
[01:41:40.000 --> 01:41:42.200]  And this guy agrees to give the guns to Al Qaeda right here.
[01:41:42.200 --> 01:41:43.200]  All right.
[01:41:43.200 --> 01:41:44.200]  Thank you.
[01:41:44.200 --> 01:41:45.200]  Take care.
[01:41:45.200 --> 01:41:46.200]  Excuse me.
[01:41:46.200 --> 01:41:51.200]  Do you have a second to sign a petition to keep Peace on the Streets?
[01:41:51.200 --> 01:41:56.240]  Basically an initiative similar to one in California where they're going door to door
[01:41:56.240 --> 01:41:58.880]  getting guns from people who don't deserve freedom.
[01:41:58.880 --> 01:41:59.880]  Backgrounds.
[01:41:59.880 --> 01:42:03.360]  That family does, though, and this country is just full of idiots.
[01:42:03.360 --> 01:42:10.680]  What we'd like to do is, right here is fine, but we'd like to do is support Obama's foreign
[01:42:10.680 --> 01:42:13.520]  policy initiative in Syria.
[01:42:13.520 --> 01:42:16.840]  Oh yeah, is that, yeah.
[01:42:16.840 --> 01:42:22.840]  And get those weapons either into the hands of American agents like the TSA or into the
[01:42:22.840 --> 01:42:33.880]  hands of the Serian Rebels that we support, or into the hands of some other unmentionables
[01:42:33.880 --> 01:42:36.680]  such as Al Qaeda, but we do support them.
[01:42:36.680 --> 01:42:37.680]  Continue signing.
[01:42:37.680 --> 01:42:44.240]  So it's good to get those to our men, people who need them.
[01:42:44.240 --> 01:42:45.240]  Who need them.
[01:42:45.240 --> 01:42:46.240]  Yeah, absolutely.
[01:42:46.240 --> 01:42:53.920]  The TSA, who they're now arming in the airports and so on, just to keep us safer.
[01:42:53.920 --> 01:42:54.920]  Thank you so much.
[01:42:54.920 --> 01:42:55.920]  Of course.
[01:42:55.920 --> 01:42:56.920]  Take care.
[01:42:56.920 --> 01:43:26.880]  You're totally right back.
[01:43:26.880 --> 01:43:45.840]  Thank you.
[01:43:45.840 --> 01:43:50.280]  and his staff have used these earth-friendly pure soaps for years.
[01:43:50.280 --> 01:44:00.880]  See them on the web www.5starsope.com or call 1-800-340-7091 for a catalog.
[01:44:00.880 --> 01:44:04.500]  Protecting your home with a security system is a must, but when it comes to protecting
[01:44:04.500 --> 01:44:09.680]  your family, your home and belongings, there's no need to sign a long-term contract.
[01:44:09.680 --> 01:44:15.000]  Listen, there was some real scum in the alarm business cashing in by locking you into long
[01:44:15.000 --> 01:44:18.720]  punishing contracts, not with simply safe home security.
[01:44:18.720 --> 01:44:20.360]  They're the good guys.
[01:44:20.360 --> 01:44:23.600]  You can trust simply safe to protect your family.
[01:44:23.600 --> 01:44:27.960]  Simply safe was created by a Harvard Business School engineer and it's revolutionary.
[01:44:27.960 --> 01:44:31.480]  You'll get 24-hour protection for just $14.99 a month.
[01:44:31.480 --> 01:44:34.440]  There are no hidden fees and no contracts.
[01:44:34.440 --> 01:44:39.320]  You'll save thousands, plus you're protected by their 100% money-back guarantee.
[01:44:39.320 --> 01:44:42.520]  Protect yourself against home invasions and break-ins.
[01:44:42.520 --> 01:44:49.000]  Enter your Simply Safe system now and receive a wireless keychain remote, a $25 gift, free.
[01:44:49.000 --> 01:44:52.200]  So don't waste your time dealing with scum.
[01:44:52.200 --> 01:44:59.880]  Visit GetSimplySafe.com GetSimplySafe.com GetSimplySafe.com
[01:44:59.880 --> 01:45:04.600]  Why does the United States spend the largest percentage of GDP in the world on healthcare?
[01:45:04.600 --> 01:45:09.720]  Why do we have the highest cancer rates on the planet, the highest rates of diabetes,
[01:45:09.720 --> 01:45:13.160]  autism, and every other major disease?
[01:45:13.160 --> 01:45:15.120]  It all comes down to one thing.
[01:45:15.120 --> 01:45:16.760]  We are what we eat.
[01:45:16.760 --> 01:45:21.400]  Our food is devoid of nutrition and processed with poisons and additives.
[01:45:21.400 --> 01:45:25.640]  Our water is filled with toxic poisons and big pharma runoff.
[01:45:25.640 --> 01:45:28.200]  All of this has been engineered by design.
[01:45:28.200 --> 01:45:30.840]  We can turn the tide against the eugenicist.
[01:45:30.840 --> 01:45:34.440]  By giving ourselves the nutrients our body desperately needs.
[01:45:34.440 --> 01:45:40.200]  To learn more visit InfowarsHealth.com The site is literally packed with audio and video
[01:45:40.200 --> 01:45:44.440]  featuring top health professionals who don't bow down to big pharma.
[01:45:44.440 --> 01:45:48.720]  The fight against the New World Order starts with you and you can't stand against the machine
[01:45:48.720 --> 01:45:52.400]  of your sick, tired, and obese when you visit InfowarsHealth.com.
[01:45:52.400 --> 01:45:57.640]  Be sure and check out the catalog with nearly 400 life-changing products and get free shipping
[01:45:57.640 --> 01:46:00.200]  when you sign up for auto-ship.
[01:46:00.200 --> 01:46:05.480]  With over 3,000 years of historic use, Pure Silver continues to be one of nature's most
[01:46:05.480 --> 01:46:12.440]  reliable and effective agents against fighting viruses, mold, fungus, bacteria, pathogens,
[01:46:12.440 --> 01:46:13.880]  and parasites.
[01:46:13.880 --> 01:46:18.840]  At Silver Lungs, we have developed a reliable and easy to use full production system for
[01:46:18.840 --> 01:46:23.680]  creating endless pure nano-silver solutions right from the convenience and comfort of
[01:46:23.680 --> 01:46:24.920]  your home.
[01:46:24.920 --> 01:46:29.760]  Your self-produced nano-silver solutions can be applied topically to the skin, for many
[01:46:29.760 --> 01:46:33.640]  who are new to silver that wish to try silver for the first time.
[01:46:33.640 --> 01:46:39.880]  We offer a full line of consumables and cosmetics, such as our 2-ounce nano-silver nasal sprays,
[01:46:39.880 --> 01:46:46.600]  our nano-silver soap, and our most popular product, the all-natural nano-silver gel.
[01:46:46.600 --> 01:46:52.940]  Visit www.silverlungs.com to learn more about the industry-leading technology of the Silver
[01:46:52.940 --> 01:46:53.940]  Lungs system.
[01:46:53.940 --> 01:47:01.280]  That's www.silverlungs.com.
[01:47:01.280 --> 01:47:04.940]  Coast to coast, direct from Austin.
[01:47:04.940 --> 01:47:08.880]  You're listening to the Alex Jones Broadcasting Network.
[01:47:08.880 --> 01:47:27.860]  Live from Austin, Texas, Broadcasting Worldwide, it's Alex Jones.
[01:47:27.860 --> 01:47:34.780]  Up on infowars.com, we found a report, Leon McAdoo got back today from outside St. Louis.
[01:47:34.780 --> 01:47:40.340]  The headline is St. Charles Overpass Protest in Peach, Obama Goes Off Without a Hitch.
[01:47:40.340 --> 01:47:44.220]  That's a nice headline, but I'm going to call the writer that put that out right when the
[01:47:44.220 --> 01:47:50.820]  show ends here in 15 minutes and say, listen, the essence of this is the state police said
[01:47:50.820 --> 01:47:55.220]  all over the state, you're not allowed to protest on the street corner of the overpass
[01:47:55.220 --> 01:47:56.740]  without a permit.
[01:47:56.740 --> 01:48:02.180]  It can impede traffic when the state law doesn't say that and bullied and beat up and choked
[01:48:02.180 --> 01:48:07.340]  and arrested people that we had on this week who were going back this week and hundreds
[01:48:07.340 --> 01:48:12.420]  of people showed up this week and I sent reporters up there and the state police didn't show
[01:48:12.420 --> 01:48:17.020]  up and there was no wreck on the interstate except one down the road where a couch fell
[01:48:17.020 --> 01:48:19.300]  off a truck and caused a wreck.
[01:48:19.300 --> 01:48:20.700]  We've got video of all that.
[01:48:20.700 --> 01:48:30.740]  So the headline would be police who banned protest in Obama protest in Missouri back off
[01:48:30.740 --> 01:48:32.260]  because that's really what that is.
[01:48:32.260 --> 01:48:38.100]  And I meant to mention earlier in the broadcast, that's the solution here to these tyrants.
[01:48:38.100 --> 01:48:42.020]  When the Missouri state police come out and say all gun owners are terrorists as they
[01:48:42.020 --> 01:48:43.020]  did five years ago.
[01:48:43.020 --> 01:48:46.980]  That's when we first learned about these federal documents that they had.
[01:48:46.980 --> 01:48:49.100]  There was laws passed in the state house.
[01:48:49.100 --> 01:48:50.180]  They couldn't do that.
[01:48:50.180 --> 01:48:53.580]  The governor got in trouble, the lieutenant governor got in trouble.
[01:48:53.580 --> 01:48:56.820]  Now they have troops squad saying you're not allowed to criticize Obama.
[01:48:56.820 --> 01:48:57.820]  That's illegal.
[01:48:57.820 --> 01:48:58.820]  I've actually played those newscast here.
[01:48:58.820 --> 01:49:01.220]  Just type in Obama truth squads in Missouri.
[01:49:01.220 --> 01:49:05.460]  You'll get mainstream newscasts with straight faces going, you do not criticize him and
[01:49:05.460 --> 01:49:09.420]  say he's not a Christian or you will be arrested, you know, stuff like that.
[01:49:09.420 --> 01:49:13.420]  I mean, directly out of the dystopian Stephen King novel or something like the running
[01:49:13.420 --> 01:49:16.140]  man show over the top.
[01:49:16.140 --> 01:49:18.940]  It's hard to believe.
[01:49:18.940 --> 01:49:25.460]  And so I sent two of my reporters up there when they got back today this morning.
[01:49:25.460 --> 01:49:28.700]  They were up there yesterday and we'll have that report tomorrow for you.
[01:49:28.700 --> 01:49:29.700]  Police by the nightly news.
[01:49:29.700 --> 01:49:32.580]  Maybe even during the radio show tomorrow, I'll have that, you know, the video and the
[01:49:32.580 --> 01:49:33.580]  audio for folks.
[01:49:33.580 --> 01:49:34.580]  But so, so look for that.
[01:49:34.580 --> 01:49:36.300]  But that's a victory.
[01:49:36.300 --> 01:49:39.460]  They showed back up to say, Hey, go ahead.
[01:49:39.460 --> 01:49:40.820]  There's more of us now.
[01:49:40.820 --> 01:49:41.820]  Arrest us.
[01:49:41.820 --> 01:49:43.780]  And then, and then, you know, 20 of us are there.
[01:49:43.780 --> 01:49:45.140]  You arrest some of us.
[01:49:45.140 --> 01:49:46.140]  200 show up.
[01:49:46.140 --> 01:49:50.500]  You're arrest 200, 5000 show up.
[01:49:50.500 --> 01:49:53.140]  And some police chief showed up locally and said they thought it was wrong.
[01:49:53.140 --> 01:49:54.700]  We're part of the demonstration.
[01:49:54.700 --> 01:49:56.460]  Some other police, some state police.
[01:49:56.460 --> 01:50:00.140]  I'm told in plain clothes, off duty shops that we support you.
[01:50:00.140 --> 01:50:04.260]  So we're here to create a debate within these departments about why are you violating people's
[01:50:04.260 --> 01:50:05.260]  rights?
[01:50:05.260 --> 01:50:06.260]  These are your rights too.
[01:50:06.260 --> 01:50:09.940]  You really want to grow up in a country like this where you choke people who didn't do
[01:50:09.940 --> 01:50:10.940]  anything.
[01:50:10.940 --> 01:50:11.940]  There's incredible video.
[01:50:11.940 --> 01:50:19.260]  So that video is up on info wars.com, the audio, all of it, the text articles, St. Charles
[01:50:19.260 --> 01:50:22.500]  overpass protest and Peach Obama goes off without hitch.
[01:50:22.500 --> 01:50:28.180]  The headline should be state police who banned Obama protest last week, back off this week.
[01:50:28.180 --> 01:50:29.740]  Because that's the essence.
[01:50:29.740 --> 01:50:37.060]  That's why we went to see if they would do it again and to stand with these people.
[01:50:37.060 --> 01:50:38.500]  That's why we did that.
