[00:00.000 --> 00:08.000]  We now take you live to the Central Texas Command Center and the heart of the resistance.
[01:27:35.380 --> 01:27:37.380]  And what was it a week into your governorship?
[01:27:37.380 --> 01:27:42.140]  They said, hey, because people want to meet with you and it was 23 CIA people in plain
[01:27:42.140 --> 01:27:43.140]  clothes from the community.
[01:27:43.140 --> 01:27:44.140]  They're not.
[01:27:44.140 --> 01:27:48.940]  Oh, it was, it was, they've, they've failed it under a CIA training session and it was
[01:27:48.940 --> 01:27:49.940]  up to me.
[01:27:49.940 --> 01:27:50.940]  They didn't force me.
[01:27:50.940 --> 01:27:55.980]  They asked if I would go down and meet with them, but I, you know, at the time thought,
[01:27:55.980 --> 01:27:56.980]  why not?
[01:27:56.980 --> 01:27:58.460]  Well, you know, let's see what this is about.
[01:27:58.460 --> 01:27:59.460]  And so I did.
[01:27:59.460 --> 01:28:02.260]  But I mean, they didn't force me in term by any reason.
[01:28:02.260 --> 01:28:03.260]  Sure.
[01:28:03.260 --> 01:28:08.140]  I'm just saying the CIA is there training class or what, who knows.
[01:28:08.140 --> 01:28:13.300]  But I did meet with 23 members of the CIA and all of their questions were geared to
[01:28:13.300 --> 01:28:15.300]  how did I get elected?
[01:28:15.300 --> 01:28:16.300]  Sure.
[01:28:16.300 --> 01:28:19.940]  Governor Rommelstad of time, uh, golf, why do you play so much golf?
[01:28:19.940 --> 01:28:26.220]  I play golf, Alex, because I play a lot of it because I need the competition with myself.
[01:28:26.220 --> 01:28:28.380]  I'm a competitive person with myself.
[01:28:28.380 --> 01:28:30.180]  I'm 61 now.
[01:28:30.180 --> 01:28:35.500]  I can't play other sports, so I play, it's me against the golf course and I need that.
[01:28:35.500 --> 01:28:37.940]  I need that for my physical release.
[01:28:37.940 --> 01:28:39.940]  That's the way I am.
[01:28:39.940 --> 01:28:45.580]  And so that's why I play so much golf because it's me against the course.
[01:28:45.580 --> 01:28:48.380]  I challenge the course every time I go out there.
[01:28:48.380 --> 01:28:51.980]  Unfortunately, the course usually wins.
[01:28:51.980 --> 01:28:52.980]  Very interesting.
[01:28:52.980 --> 01:28:55.380]  All right, Governor Jesse Ventura, I'll say bye to you during this break.
[01:28:55.380 --> 01:29:00.580]  Thank you so much for joining us.
[01:29:00.580 --> 01:29:04.340]  Have you ever wanted to generate your own supply of electrical power, even save money
[01:29:04.340 --> 01:29:05.540]  on your electric bill?
[01:29:05.540 --> 01:29:09.060]  If so, this is going to be the most important message you will ever hear.
[01:29:09.060 --> 01:29:11.420]  Solar power generators are now available.
[01:29:11.420 --> 01:29:16.100]  These emergency backup systems provide life saving electrical power when you need it most.
[01:29:16.100 --> 01:29:21.500]  Unlike gas generators, a solar generator runs quietly, emits no fumes, and produces electricity
[01:29:21.500 --> 01:29:22.500]  from the sun.
[01:29:22.500 --> 01:29:26.060]  It's like having an electric power plant running quietly in your own home.
[01:29:26.060 --> 01:29:30.260]  Run some pumps, shortwave radios, computers, and even keep your food from spoiling.
[01:29:30.260 --> 01:29:33.580]  Whether it's hurricanes, ice storms, brownouts, or blackouts, you'll never suffer through
[01:29:33.580 --> 01:29:35.420]  painful power outages again.
[01:29:35.420 --> 01:29:39.860]  And here's the best news, a remarkable fall truckload sale going on right now that gets
[01:29:39.860 --> 01:29:44.260]  you $1,700 in bonuses when you buy a solar generator.
[01:29:44.260 --> 01:29:49.460]  To find out why solar generators are the best generators and get $1,700 for doing so, go
[01:29:49.460 --> 01:29:53.620]  to falltruckloadsale.com, that's falltruckloadsale.com.
[01:29:53.620 --> 01:29:55.660]  Generate your own supply of electricity.
[01:29:55.660 --> 01:30:01.340]  Go to falltruckloadsale.com, that's falltruckloadsale.com.
[01:30:01.340 --> 01:30:05.860]  We just had a terrible storm in the east, but we are all still in the eye of the perfect
[01:30:05.860 --> 01:30:06.860]  storm.
[01:30:06.860 --> 01:30:10.460]  We have the most devastating economic conditions since the Great Depression.
[01:30:10.460 --> 01:30:15.220]  America's worst drought in agricultural history and what about the presidential election?
[01:30:15.220 --> 01:30:19.300]  This perfect storm is a huge threat to everyone's food supply.
[01:30:19.300 --> 01:30:23.260]  E-Foods Direct is preparing for the shortages, and you had better do the same.
[01:30:23.260 --> 01:30:25.780]  I can warn you, but I can't feed you.
[01:30:25.780 --> 01:30:29.420]  You know that E-Foods is the best tasting and safest food on the planet.
[01:30:29.420 --> 01:30:33.540]  We all need a bunch of storable and usable food from E-Foods Direct, none of us wants
[01:30:33.540 --> 01:30:37.340]  to be standing in a bread line trading our freedom for food.
[01:30:37.340 --> 01:30:40.780]  Everyone who doesn't take control of their uncertain future has to be just a little bit
[01:30:40.780 --> 01:30:41.780]  nuts.
[01:30:41.780 --> 01:30:47.820]  Call 800-409-5633 or E-FoodsDirect.com slash Alex.
[01:30:47.820 --> 01:30:49.420]  How will you bet your life?
[01:30:49.420 --> 01:30:55.340]  Call 800-409-5633 or E-FoodsDirect.com slash Alex.
[01:30:55.340 --> 01:31:00.180]  Would you rather prepare six months too early or one day too late?
[01:31:00.180 --> 01:31:04.180]  Millions of people are going to get sick this winter from cold flus and other illnesses.
[01:31:04.180 --> 01:31:05.900]  Make sure you're not one of them.
[01:31:05.900 --> 01:31:11.020]  Supernatural silver is a new technology that is highly effective against the germs, bacteria
[01:31:11.020 --> 01:31:14.460]  and fungus that can breed in your chest, throat and sinuses.
[01:31:14.460 --> 01:31:18.860]  Kill off these germs and allow your immune system to become stronger with supernatural
[01:31:18.860 --> 01:31:19.860]  silver.
[01:31:19.860 --> 01:31:24.780]  A powerful new silver solution that is several hundred times more effective than colloidal
[01:31:24.780 --> 01:31:26.820]  or ionic silvers.
[01:31:26.820 --> 01:31:30.660]  Supernatural silver can be taken daily for prevention and will not create resistant
[01:31:30.660 --> 01:31:31.660]  bacteria.
[01:31:31.660 --> 01:31:36.100]  It is non-toxic and is proven to be effective against many of the most serious diseases out
[01:31:36.100 --> 01:31:42.340]  there today, such as resistant staph, strep, pneumonia, viruses and flus.
[01:31:42.340 --> 01:31:46.860]  Supernatural silver is a safe and effective way to fight pathogens where antibiotics and
[01:31:46.860 --> 01:31:47.860]  other drugs fail.
[01:31:47.860 --> 01:31:49.940]  Have it on hand for any emergency.
[01:31:49.940 --> 01:31:57.820]  Go to www.supernaturalsilver.com today and use the promo code AlexSays for 20% off and
[01:31:57.820 --> 01:31:59.820]  like us on Facebook.
[01:31:59.820 --> 01:32:03.380]  Alex Jones here with a very important announcement for truth seekers.
[01:32:03.380 --> 01:32:07.780]  We've carried a lot of amazing films and books over the years on the online video bookstore
[01:32:07.780 --> 01:32:08.780]  at Infowars.com.
[01:32:08.780 --> 01:32:14.980]  And out of all the titles we've carried, one stands out because it is just so chillingly
[01:32:14.980 --> 01:32:15.980]  convincing.
[01:32:15.980 --> 01:32:21.620]  And that's Dreams From My Real Father by Joel Gilbert, available at Infowars.com.
[01:32:21.620 --> 01:32:25.180]  This film exposes the fraud that Obama is like nothing I've seen.
[01:32:25.180 --> 01:32:29.060]  If you want to know who Obama's real daddy is, this is the film for you.
[01:32:29.060 --> 01:32:33.580]  Don't forget, your purchase supports our broadcast and our growing media network.
[01:32:33.580 --> 01:32:36.300]  You'll also find it at Infowarshop.com.
[01:32:36.300 --> 01:32:39.900]  None dare call a conspiracy by Gary Allen, the book that woke me up.
[01:32:39.900 --> 01:32:44.660]  We're also carrying behind the green mask, U.N. Agenda 21 by Rosa Corey.
[01:32:44.660 --> 01:32:47.500]  This book is coffin nails to the globalist takeover.
[01:32:47.500 --> 01:32:52.300]  The greater good, the most professional and up-to-date film I've ever seen exposing
[01:32:52.300 --> 01:32:54.460]  the scourge that is vaccines.
[01:32:54.460 --> 01:33:01.460]  These titles and a lot more are all available at Infowarshop.com.
[01:33:24.460 --> 01:33:29.660]  Over the dangers of aspartame and some of the other additives that are invading even
[01:33:29.660 --> 01:33:35.540]  so-called healthy organic foods sold by places like Whole Foods here in Austin, Texas that
[01:33:35.540 --> 01:33:38.620]  Infowars Nightly News comes to you from.
[01:33:38.620 --> 01:33:44.300]  And Melissa Melton has filed a report dealing with gum to save the planet that's tied into
[01:33:44.300 --> 01:33:49.820]  Oprah Winfrey and other eugenicists that are involved in population control.
[01:33:49.820 --> 01:33:55.220]  But first, she went out and looked at mainline grocery stores and what they're selling versus
[01:33:55.220 --> 01:33:56.220]  Whole Foods.
[01:33:56.220 --> 01:34:01.060]  But I wanted to direct you to two new studies just out in the last week and a half published
[01:34:01.060 --> 01:34:05.060]  in the National Institutes of Health.
[01:34:05.060 --> 01:34:10.900]  Sacran and aspartame, compared with sucralose, induced greater weight gain and adult Wister
[01:34:10.900 --> 01:34:16.220]  rats at a similar total caloric intake levels.
[01:34:16.220 --> 01:34:19.500]  And we've noticed that the media has tried to spin stuff like this in the past, claiming
[01:34:19.500 --> 01:34:23.860]  no, it just so happens that people that tend to eat too much also like aspartame, that's
[01:34:23.860 --> 01:34:28.900]  an excitotoxin, very toxic and literally hundreds of studies since the 70s showing it causes
[01:34:28.900 --> 01:34:29.900]  brain tumors.
[01:34:29.900 --> 01:34:32.780]  And speaking of that, here's a new one.
[01:34:32.780 --> 01:34:36.540]  Just type into the search engine, aspartame brain tumors, and you'll get the corporate
[01:34:36.540 --> 01:34:40.660]  media trying to whitewash it, but under that, hundreds and hundreds of studies.
[01:34:40.660 --> 01:34:45.800]  Here's one that just came out, October 24th, consumption of artificial sweetener and sugar
[01:34:45.800 --> 01:34:52.540]  containing soda, a risk of lymphoma, and leukemia in men and women, and that's published in
[01:34:52.540 --> 01:34:57.260]  the National Institutes of Health, and that's the women's hospital at Harvard Medical School
[01:34:57.260 --> 01:35:02.500]  and a bunch of other universities, the public health program at Boston University as well.
[01:35:02.500 --> 01:35:07.100]  So there it is, prestigious, go look it up, now listen, there are literally thousands
[01:35:07.100 --> 01:35:12.020]  over the years, hundreds just in the last decade, okay, this is well known, it's a
[01:35:12.020 --> 01:35:13.020]  chemical weapon.
[01:35:13.020 --> 01:35:16.780]  Now, here's the issue, you think, well, I just won't drink Diet Coke or Diet Pepsi
[01:35:16.780 --> 01:35:21.180]  or whatever, I'm gonna get away from this, you don't understand.
[01:35:21.180 --> 01:35:25.580]  I've been to even the so-called healthy grocery stores, and they've got all sorts of weird
[01:35:25.580 --> 01:35:31.820]  GMO estrogen mimicers in them, and aspartame, you go to the store, I go to the gas station,
[01:35:31.820 --> 01:35:34.380]  I've got children, they go, hey, can I have some candy, I go, well, let's see if there's
[01:35:34.380 --> 01:35:39.500]  anything, and I've been in hundreds of stores in the last 10 years with my children, and
[01:35:39.500 --> 01:35:48.460]  you can never find orbits full of aspartame, all of these right there, breaking all of
[01:35:48.460 --> 01:35:52.540]  this down, aspartame, you can see it right there, right there on the last one that we
[01:35:52.540 --> 01:35:56.860]  were showing, right here it says aspartame, here, pay a Mac over to the red one for me,
[01:35:56.860 --> 01:36:02.300]  Rob, right here, there you go, aspartame, and then it's got some of these other chemicals
[01:36:02.300 --> 01:36:06.300]  that studies show are even worse than some of the other gums, so you're looking at that,
[01:36:06.300 --> 01:36:10.940]  juicy fruit, now remember, these are not sugar-free, does that say sugar-free on it?
[01:36:10.940 --> 01:36:11.940]  No, that's sugar-free.
[01:36:11.940 --> 01:36:14.940]  Does not say sugar-free, and we're gonna get Melissa Melton's breakdown on that,
[01:36:14.940 --> 01:36:21.580]  Trident, not sugar-free, Denteen, Double Mint, everything I chewed in my life, everything
[01:36:21.580 --> 01:36:26.700]  I enjoy, Big Red, can't have it, can't have any of it, can't have any of it, and guess
[01:36:26.700 --> 01:36:33.300]  what, Big League chew, how about Hubba Bubba for the children here that you get on Halloween
[01:36:33.300 --> 01:36:42.620]  when you're out there, right there, aspartame, aspartame, and a whole bunch of other stuff,
[01:36:42.620 --> 01:36:45.060]  aspartame.
[01:36:45.060 --> 01:36:49.900]  Ladies and gentlemen, this is the facts that we're talking about here, and we're gonna
[01:36:49.900 --> 01:36:54.300]  go to your detailed video report in a moment, but talk about visiting some of the stores
[01:36:54.300 --> 01:36:57.300]  and then talk about what you found at Whole Foods, but first get into these and that whole
[01:36:57.300 --> 01:37:01.740]  stack of other studies from the National Institute of Health dot gov.
[01:37:01.740 --> 01:37:07.540]  Right, well, we went to several stores and we couldn't find one type of gum that didn't
[01:37:07.540 --> 01:37:08.980]  contain aspartame in it.
[01:37:08.980 --> 01:37:12.700]  We just couldn't find it anywhere until we got to Whole Foods, but we'll get to that
[01:37:12.700 --> 01:37:13.700]  in a moment.
[01:37:13.700 --> 01:37:17.660]  They had other things in their gum, and then if you go on the National Institutes of Health,
[01:37:17.660 --> 01:37:23.140]  I found 55 pages, full pages of different studies showing the negative effects of aspartame.
[01:37:23.140 --> 01:37:24.140]  Just the links were 55.
[01:37:24.140 --> 01:37:25.140]  What was the difference?
[01:37:25.140 --> 01:37:26.140]  Just the links were 55 pages.
[01:37:26.140 --> 01:37:27.140]  Just the links were 55 pages.
[01:37:27.140 --> 01:37:28.740]  Just the pages of links, full pages.
[01:37:28.740 --> 01:37:29.740]  Hundreds.
[01:37:29.740 --> 01:37:30.740]  Hundreds, basically.
[01:37:30.740 --> 01:37:35.740]  So I just tried to pick the first 10, because there were so many that seemed awful.
[01:37:35.740 --> 01:37:41.220]  And by the way, this isn't some little medical center saying this.
[01:37:41.220 --> 01:37:42.220]  It's Harvard.
[01:37:42.220 --> 01:37:43.220]  Yes.
[01:37:43.220 --> 01:37:45.580]  It's the top schools in London.
[01:37:45.580 --> 01:37:47.620]  It's Chinese government studies.
[01:37:47.620 --> 01:37:48.620]  It's Russian.
[01:37:48.620 --> 01:37:49.620]  This is not debatable.
[01:37:49.620 --> 01:37:52.740]  National Institutes of Health wouldn't publish it if they weren't legitimate.
[01:37:52.740 --> 01:37:53.740]  And so here we go.
[01:37:53.740 --> 01:37:55.100]  I've got several more here.
[01:37:55.100 --> 01:37:58.940]  The first here says, multi-potential carcinogenic effects of aspartame.
[01:37:58.940 --> 01:38:04.300]  So that means there's carcinogenic effects, and they found more than one kind.
[01:38:04.300 --> 01:38:05.300]  And they were very detrimental.
[01:38:05.300 --> 01:38:08.420]  Then you've got aspartame-induced fibromyalgia.
[01:38:08.420 --> 01:38:11.620]  So chronic pain that people get, they think they have fibromyalgia, could be actually
[01:38:11.620 --> 01:38:14.860]  caused by eating aspartame, they found.
[01:38:14.860 --> 01:38:17.900]  We also have antioxidant defense status in the liver.
[01:38:17.900 --> 01:38:23.420]  It caused hepaticellular injuries in people's livers who ate aspartame.
[01:38:23.420 --> 01:38:28.180]  Then we also have the aspartame beginning during prenatal life increases cancer effects
[01:38:28.180 --> 01:38:29.180]  and rats.
[01:38:29.180 --> 01:38:33.180]  So when they would feed pregnant rats aspartame, the babies would have cancer.
[01:38:33.180 --> 01:38:36.500]  Same thing with fluoride water, they tell pregnant women to drink.
[01:38:36.500 --> 01:38:37.500]  Basically, yes.
[01:38:37.500 --> 01:38:38.700]  Anything to hurt that kid?
[01:38:38.700 --> 01:38:39.700]  Yeah.
[01:38:39.700 --> 01:38:43.420]  And then you've got cancer of the liver and lung and male Swiss mice right here with
[01:38:43.420 --> 01:38:47.180]  the aspartame put into their food.
[01:38:47.180 --> 01:38:48.780]  Oxidative stress in the brain.
[01:38:48.780 --> 01:38:52.260]  So it stresses that, and that causes methanol found in the blood.
[01:38:52.260 --> 01:38:56.740]  So it also hurts your brain, and you can find traces of different things in your blood.
[01:38:56.740 --> 01:39:01.180]  And then finally, I found one aspartame fed zebrafish exhibit acute deaths.
[01:39:01.180 --> 01:39:05.380]  And the ones that didn't die who were fed aspartame had swimming defects with an increase
[01:39:05.380 --> 01:39:07.220]  in brain inflammation.
[01:39:07.220 --> 01:39:11.100]  So it's an excitotoxin, as Dr. Blalock discovered over 20 years ago.
[01:39:11.100 --> 01:39:14.380]  And understand viewers, this is a life and death situation.
[01:39:14.380 --> 01:39:19.020]  The system created a chemical weapon, the army discovered it in the 60s, Searle got
[01:39:19.020 --> 01:39:23.420]  the patent, Monsanto bought it and got it approved three times, get it approved.
[01:39:23.420 --> 01:39:24.420]  Okay.
[01:39:24.420 --> 01:39:25.420]  And they've got other chemicals.
[01:39:25.420 --> 01:39:28.740]  It's not just aspartame that is in these, okay.
[01:39:28.740 --> 01:39:36.820]  And your kids all day reading this, and every amphibians, fish, mammals, they test them,
[01:39:36.820 --> 01:39:37.820]  it kills them.
[01:39:37.820 --> 01:39:38.820]  Okay.
[01:39:38.820 --> 01:39:39.820]  This is not a game.
[01:39:39.820 --> 01:39:42.180]  This is rat poison for humans.
[01:39:42.180 --> 01:39:46.780]  And then you go to the hospitals and they're there to reclaim you.
[01:39:46.780 --> 01:39:50.260]  They're there to basically bring you in and suck all your money out while they kill you.
[01:39:50.260 --> 01:39:53.700]  And the doctors are so brainwashed that they're just little priest class people.
[01:39:53.700 --> 01:39:55.540]  They don't question it either, okay.
[01:39:55.540 --> 01:39:57.260]  I mean, you're under attack.
[01:39:57.260 --> 01:39:58.260]  Please continue.
[01:39:58.260 --> 01:40:02.140]  Well, and then we went to Whole Foods actually looking for gum that didn't have aspartame.
[01:40:02.140 --> 01:40:06.780]  And I will say this, we couldn't find any gum at Whole Foods that didn't have aspartame.
[01:40:06.780 --> 01:40:12.380]  But I did see a lot of different products here that have soy less than in it, which
[01:40:12.380 --> 01:40:14.460]  is an estrogen mimicar in the body.
[01:40:14.460 --> 01:40:20.380]  And it can cause everything from cancers to brain deficiencies to death.
[01:40:20.380 --> 01:40:22.980]  So it's genetically modified as well.
[01:40:22.980 --> 01:40:27.060]  I mean, over 90% of the soy in this country is genetically modified.
[01:40:27.060 --> 01:40:32.460]  Also, soy less than is actually produced with hexane, which is a jet fuel additive.
[01:40:32.460 --> 01:40:33.460]  So that's how they produce it.
[01:40:33.460 --> 01:40:38.060]  Well, I mean, I remember here in five years ago, a report, somebody called and said, have
[01:40:38.060 --> 01:40:44.820]  you heard that there's silicone in the additives of chicken McNuggets, but also many other
[01:40:44.820 --> 01:40:45.820]  fast foods?
[01:40:45.820 --> 01:40:47.060]  And I thought, come on, that's not true.
[01:40:47.060 --> 01:40:48.060]  And I went and searched it.
[01:40:48.060 --> 01:40:49.060]  It was like a two year old article.
[01:40:49.060 --> 01:40:54.220]  So that'd be like seven years ago or whatever, where, I mean, people watching just typed
[01:40:54.220 --> 01:40:58.580]  in chicken McNuggets silicone.
[01:40:58.580 --> 01:41:03.700]  And I knew silicone when ingested, I mean, just tiny bits getting out of breast implants
[01:41:03.700 --> 01:41:05.340]  was causing autoimmune disorders.
[01:41:05.340 --> 01:41:06.340]  There was all those studies.
[01:41:06.340 --> 01:41:07.340]  That's why they changed it.
[01:41:07.340 --> 01:41:08.860]  And I was like, no, that's not true.
[01:41:08.860 --> 01:41:09.860]  You look it up.
[01:41:09.860 --> 01:41:12.260]  No matter how crazy it is, you look it up, it's there.
[01:41:12.260 --> 01:41:14.300]  That's why everybody's fat and unhealthy.
[01:41:14.300 --> 01:41:18.900]  The studies of this stuff makes you fat because your body gets toxic and puts more water
[01:41:18.900 --> 01:41:21.980]  basically into the tissue, trying to keep it off the cells, you understand?
[01:41:21.980 --> 01:41:25.020]  Then the cells can't take in the regular water it needs.
[01:41:25.020 --> 01:41:26.020]  They're killing us.
[01:41:26.020 --> 01:41:27.500]  They're killing all of us.
[01:41:27.500 --> 01:41:28.500]  You understand?
[01:41:28.500 --> 01:41:29.500]  They're killing you.
[01:41:29.500 --> 01:41:30.500]  They know it.
[01:41:30.500 --> 01:41:31.700]  It's hidden in plain view.
[01:41:31.700 --> 01:41:36.340]  It's the White House science are in his own book, Eco Science, where he brags, you look
[01:41:36.340 --> 01:41:37.340]  it up online.
[01:41:37.340 --> 01:41:38.340]  The whole thing's been scanned.
[01:41:38.340 --> 01:41:39.700]  They'd put stuff in our food and water.
[01:41:39.700 --> 01:41:40.860]  They're doing it.
[01:41:40.860 --> 01:41:43.020]  And there's thousands of these additives.
[01:41:43.020 --> 01:41:44.020]  This is their big one.
[01:41:44.020 --> 01:41:46.820]  And so we educate people about how it was in a handful of products.
[01:41:46.820 --> 01:41:49.540]  Their answer is flood everything, kids everywhere.
[01:41:49.540 --> 01:41:52.300]  I sit there sometimes when I'm paying for gas or getting something.
[01:41:52.300 --> 01:41:55.340]  I watch little kids that they're lined up with all their sugar candy.
[01:41:55.340 --> 01:41:57.900]  And I'll just start saying to their parents, hey, you know this has got to ask for them.
[01:41:57.900 --> 01:41:58.900]  And some of them say, really?
[01:41:58.900 --> 01:41:59.900]  No, it doesn't.
[01:41:59.900 --> 01:42:00.900]  I don't get the sugar-free stuff.
[01:42:00.900 --> 01:42:01.900]  I know about that.
[01:42:01.900 --> 01:42:02.900]  I think it killed my mothers.
[01:42:02.900 --> 01:42:03.900]  I've had conversations.
[01:42:03.900 --> 01:42:04.900]  They're like, what the?
[01:42:04.900 --> 01:42:05.900]  What the?
[01:42:05.900 --> 01:42:07.420]  Oh, you can't have that.
[01:42:07.420 --> 01:42:09.340]  You've got to warn people.
[01:42:09.340 --> 01:42:10.980]  You've got to warn them.
[01:42:10.980 --> 01:42:13.300]  Nowhere does it say sugar-free.
[01:42:13.300 --> 01:42:14.380]  People have learned that's dangerous.
[01:42:14.380 --> 01:42:15.740]  Their answer was, oh, you don't like that?
[01:42:15.740 --> 01:42:17.220]  We're going to put it in everything.
[01:42:17.220 --> 01:42:20.380]  I mean, I don't mean to get mad here, but we've got to get out of our trance.
[01:42:20.380 --> 01:42:21.980]  What is it like for you to sit here and see this?
[01:42:21.980 --> 01:42:26.540]  I mean, what really bothers me, too, is that some of these products that have the soylestethan
[01:42:26.540 --> 01:42:29.860]  in it say all-natural, nothing artificial right here on the package.
[01:42:29.860 --> 01:42:32.220]  And that's the stuff they admit is sterilizing people.
[01:42:32.220 --> 01:42:33.220]  They do.
[01:42:33.220 --> 01:42:34.220]  Yeah, it causes infertility issues.
[01:42:34.220 --> 01:42:35.220]  It causes cancers.
[01:42:35.220 --> 01:42:36.220]  I mean, it causes all kinds of problems.
[01:42:36.220 --> 01:42:37.660]  It mimics estrogen in the body.
[01:42:37.660 --> 01:42:40.780]  So I mean, it can hurt you in a number of different ways.
[01:42:40.780 --> 01:42:41.780]  And they say it's all-natural.
[01:42:41.780 --> 01:42:42.780]  This is all-natural.
[01:42:42.780 --> 01:42:44.780]  There's nothing artificial in this.
[01:42:44.780 --> 01:42:48.220]  I mean, we know that genetically modified soy, I mean, that's pretty much all the soy
[01:42:48.220 --> 01:42:49.220]  we have.
[01:42:49.220 --> 01:42:52.220]  Well, you get a report where Whole Foods says we don't have anything unnatural.
[01:42:52.220 --> 01:42:53.220]  Not an artificial ever.
[01:42:53.220 --> 01:42:56.500]  And then they come out and say, well, you know, you can't get away from genetically
[01:42:56.500 --> 01:43:00.500]  modified food.
[01:43:00.500 --> 01:43:04.700]  Sick of the globalist eugenesis control freaks adding poison to your water and laughing as
[01:43:04.700 --> 01:43:06.220]  you get sick and die?
[01:43:06.220 --> 01:43:08.420]  Start purifying your water with ProPure.
[01:43:08.420 --> 01:43:12.660]  My friends, I've done a lot of research, and the best gravity filter out there, Bar
[01:43:12.660 --> 01:43:17.580]  Nun, is ProPure, and it's available discounted at infowars.com.
[01:43:17.580 --> 01:43:21.060]  Its filters are silver and pregnated to prevent bacterial growth.
[01:43:21.060 --> 01:43:22.740]  There's no priming required.
[01:43:22.740 --> 01:43:25.220]  It's NSF42 certified.
[01:43:25.220 --> 01:43:28.660]  Optional fluoride filters can reduce fluoride up to 95%.
[01:43:28.660 --> 01:43:31.780]  Easy to set up and use, doesn't require electricity.
[01:43:31.780 --> 01:43:34.700]  Purify water from lake streams, ponds, and wells.
[01:43:34.700 --> 01:43:38.140]  This filter system leaves in beneficial minerals, which is key.
[01:43:38.140 --> 01:43:42.500]  Save money by not buying bottled water and avoid BPA that leaches from the plastic.
[01:43:42.500 --> 01:43:44.900]  Water is the best gravity-fed filter out there.
[01:43:44.900 --> 01:43:46.740]  It's what my family uses.
[01:43:46.740 --> 01:43:51.180]  Infowars.com already has the lowest price on ProPure, but if you add the promo code
[01:43:51.180 --> 01:43:55.620]  WATER at checkout, you get an additional 10% off at infowars.com.
[01:43:55.620 --> 01:44:00.380]  You can also call to order 888-253-3139.
[01:44:00.380 --> 01:44:04.140]  Have you ever wanted to generate your own supply of electrical power and even save money
[01:44:04.140 --> 01:44:05.340]  on your electric bill?
[01:44:05.340 --> 01:44:08.900]  If so, this is going to be the most important message you will ever hear.
[01:44:08.900 --> 01:44:11.260]  Solar power generators are now available.
[01:44:11.260 --> 01:44:15.940]  These emergency backup systems provide life-saving electrical power when you need it most.
[01:44:15.940 --> 01:44:21.340]  Unlike gas generators, a solar generator runs quietly, emits no fumes, and produces electricity
[01:44:21.340 --> 01:44:22.340]  from the sun.
[01:44:22.340 --> 01:44:25.900]  It's like having an electric power plant running quietly in your own home.
[01:44:25.900 --> 01:44:29.980]  Run some pumps, shortwave radios, computers, and even keep your food from spoiling.
[01:44:29.980 --> 01:44:33.420]  Whether it's hurricanes, ice storms, brownouts, or blackouts, you'll never suffer through
[01:44:33.420 --> 01:44:35.260]  painful power outages again.
[01:44:35.260 --> 01:44:39.700]  And here's the best news, a remarkable fall truckload sale going on right now that gets
[01:44:39.700 --> 01:44:44.060]  you $1,700 in bonuses when you buy a solar generator.
[01:44:44.060 --> 01:44:49.300]  To find out why solar generators are the best generators and get $1,700 for doing so, go
[01:44:49.300 --> 01:44:53.460]  to falltruckloadsale.com, that's falltruckloadsale.com.
[01:44:53.460 --> 01:44:55.460]  Generate your own supply of electricity.
[01:44:55.460 --> 01:45:02.100]  Go to falltruckloadsale.com, that's falltruckloadsale.com.
[01:45:02.100 --> 01:45:08.300]  If you want an American company with American products made by Americans, here is the Cal
[01:45:08.300 --> 01:45:10.020]  Bend Soap Company.
[01:45:10.020 --> 01:45:14.340]  Alex and his staff have used these pure soap products for years.
[01:45:14.340 --> 01:45:19.100]  These all-natural soaps are made from the highest quality vegetable and coconut oils
[01:45:19.100 --> 01:45:21.620]  that are earth-friendly and safe.
[01:45:21.620 --> 01:45:29.460]  See them on the web at 5starsoap.com, or call 800-340-7091 for a free catalog.
[01:45:29.460 --> 01:45:34.220]  Buy the one to two-month sample package and enjoy soaps that are twice as good as what
[01:45:34.220 --> 01:45:39.980]  you're using now, or save big with a one to two-year supply of soaps for all your cleaning
[01:45:39.980 --> 01:45:40.980]  needs.
[01:45:40.980 --> 01:45:42.820]  This is an amazing deal.
[01:45:42.820 --> 01:45:48.020]  You can save thousands of dollars and you will love the way real soap makes you feel.
[01:45:48.020 --> 01:45:59.580]  See them on the web at 5starsoap.com, or call 800-340-7091 for a free catalog.
[01:45:59.580 --> 01:46:03.900]  Millions of people are going to get sick this winter from colds, flus and other illnesses.
[01:46:03.900 --> 01:46:06.140]  Make sure you're not one of them.
[01:46:06.140 --> 01:46:10.740]  Supernatural silver is a new technology that is highly effective against the germs bacteria
[01:46:10.740 --> 01:46:14.180]  and fungus that can breed in your chest, throat and sinuses.
[01:46:14.180 --> 01:46:18.580]  Kill off these germs and allow your immune system to become stronger with supernatural
[01:46:18.580 --> 01:46:19.580]  silver.
[01:46:19.580 --> 01:46:24.500]  A powerful new silver solution that is several hundred times more effective than colloidal
[01:46:24.500 --> 01:46:26.540]  or ionic silvers.
[01:46:26.540 --> 01:46:30.340]  Supernatural silver can be taken daily for prevention and will not create resistant
[01:46:30.340 --> 01:46:31.340]  bacteria.
[01:46:31.340 --> 01:46:35.660]  It is non-toxic and is proven to be effective against many of the most serious diseases
[01:46:35.660 --> 01:46:42.100]  out there today, such as resistant staph, strep, pneumonia, viruses and flus.
[01:46:42.100 --> 01:46:46.620]  Supernatural silver is a safe and effective way to fight pathogens where antibiotics and
