[00:00:04.133 --> 00:00:04.353]  Wow!
[03:14:16.391 --> 03:14:22.053]  But I already knew all this anyways, and he was just telling me how much they love all our stuff.
[03:14:22.053 --> 03:14:22.833]  Oh, the love out there.
[03:14:22.833 --> 03:14:26.934]  He was one of the head guys, and it's just amazing.
[03:14:26.934 --> 03:14:29.795]  But it's not about impressing Trump or his family, they're like with us.
[03:14:30.675 --> 03:14:32.956]  These are people that already knew this before we came along.
[03:14:32.956 --> 03:14:36.517]  It's because they just see the same truth, but resonated with what we've helped build.
[03:14:36.517 --> 03:14:38.797]  They rode in on this big populist wave.
[03:14:38.797 --> 03:14:44.879]  I am not like... A lot of people are like, aren't you mad that everybody really knows that more than half the Trump supporters are you and you're the reason he won?
[03:14:44.879 --> 03:14:46.159]  I'm like, I don't care!
[03:14:46.159 --> 03:14:49.380]  As if I have the skills of an executive and the energy of this guy?
[03:14:49.380 --> 03:14:50.600]  He's better than I am!
[03:14:50.600 --> 03:14:52.001]  I'm gonna be honest about Trump.
[03:14:52.001 --> 03:14:55.682]  I'm better in some ways, but Trump isn't even showing you what he's got.
[03:14:55.682 --> 03:14:56.982]  That's what's scary.
[03:14:56.982 --> 03:14:59.103]  Let me tell you something.
[03:14:59.103 --> 03:15:00.023]  I don't want to get into like...
[03:15:01.092 --> 03:15:05.333]  Trump cult here or something, but the media is always, what's Trump talking about with you?
[03:15:05.333 --> 03:15:13.436]  Trump knows my agenda before I even talk to him and finishes my sentences when it's like the most, he's like psychic.
[03:15:13.436 --> 03:15:14.196]  The guy's psychic.
[03:15:14.196 --> 03:15:14.956]  I'll just say it.
[03:15:14.956 --> 03:15:16.537]  Trump's gotta be psychic, folks.
[03:15:16.537 --> 03:15:18.257]  It's like you're talking to Superman.
[03:15:18.257 --> 03:15:22.058]  And so the whole thing you see out there is his public persona is like one-tenth of Trump.
[03:15:22.058 --> 03:15:24.239]  That's why they're so damn scared of him, man.
[03:15:24.239 --> 03:15:26.720]  It's like God has sent like Superman to break their back.
[03:15:26.980 --> 03:15:31.101]  Well, they say he's a time traveler, and he's actually from the future, and he's here to save us.
[03:15:31.101 --> 03:15:33.002]  But the truth with Donald Trump is... Are people saying that?
[03:15:33.002 --> 03:15:33.882]  This is what they're saying.
[03:15:33.882 --> 03:15:35.423]  This is what they're saying.
[03:15:35.423 --> 03:15:36.083]  I don't know, man.
[03:15:36.083 --> 03:15:37.063]  It's pretty weird.
[03:15:37.063 --> 03:15:44.146]  But Alex, here's what it is to me, because I was going back and I was looking at some stuff that Donald Trump did back in the 90s when he was a billionaire.
[03:15:44.146 --> 03:15:52.508]  The guy is honestly just a hard worker, and he just wants other people to work hard, because he knows... Well, he's kind of OCD about success and victory.
[03:15:52.508 --> 03:15:53.549]  He loves piles of work.
[03:15:54.249 --> 03:15:55.190]  But let's be honest, though.
[03:15:55.190 --> 03:15:56.452]  I like Paul's work to defeat them.
[03:15:56.452 --> 03:15:57.393]  I don't enjoy any of it.
[03:15:57.393 --> 03:16:06.163]  But let's be honest, when you're working hard and you have something at the end of it that's rewarding, that is, that's a good feeling.
[03:16:06.163 --> 03:16:07.485]  That's a feeling of accomplishment.
[03:16:07.485 --> 03:16:10.268]  And I think that that's what Donald Trump wants to see in other people.
[03:16:10.268 --> 03:16:14.013]  Now, that doesn't mean you have to be... He does not get off on senior failure.
[03:16:14.173 --> 03:16:14.693]  Exactly.
[03:16:14.693 --> 03:16:17.876]  He gets off on seeing you work hard and being a success.
[03:16:17.876 --> 03:16:19.017]  That's what he gets up for.
[03:16:19.017 --> 03:16:23.700]  Now, that doesn't mean that you might not be someone that likes to work 40, 50, 60 hours a week.
[03:16:23.700 --> 03:16:26.102]  You might be someone that likes taking it easy and hanging out at the beach.
[03:16:26.102 --> 03:16:26.582]  That's fine.
[03:16:26.582 --> 03:16:27.163]  That's your thing.
[03:16:27.163 --> 03:16:31.025]  Hey, how do you think there's all these other billionaires with hundreds of billions that can't beat Trump?
[03:16:31.025 --> 03:16:33.147]  Why do you think he's one of the lower-level billionaires?
[03:16:33.147 --> 03:16:37.070]  Why do you think he's got all these top guys ready just to go with him?
[03:16:37.070 --> 03:16:42.474]  It's because he's... Folks, he's... Well, he's been... Who knows how long he's been... You can frickin' read your mind, that's why.
[03:16:42.694 --> 03:16:46.195]  And who knows how long he's been talking about this stuff behind closed doors.
[03:16:46.195 --> 03:16:48.435]  He signs the deal to get rid of TPP.
[03:16:48.435 --> 03:16:49.315]  He looked at the cameras.
[03:16:49.315 --> 03:16:50.295]  He looks at the people around.
[03:16:50.295 --> 03:16:53.276]  He says, we've been talking about this for a long time, right?
[03:16:53.276 --> 03:16:54.176]  So they knew.
[03:16:54.176 --> 03:16:54.996]  They knew he was going to sign it.
[03:16:54.996 --> 03:16:57.237]  Take a look at Barron, like when he's walking behind his dad.
[03:16:57.237 --> 03:16:58.517]  And then he gets attacked.
[03:16:58.517 --> 03:16:59.657]  His dad starts turning his head.
[03:16:59.657 --> 03:17:01.438]  And right as he does it, Barron turns his head.
[03:17:01.438 --> 03:17:02.798]  It's like, sink!
[03:17:02.798 --> 03:17:03.598]  Whoa!
[03:17:03.598 --> 03:17:06.118]  I'm not going to give the media a heyday, but it doesn't matter.
[03:17:06.118 --> 03:17:08.659]  The force is strong in this one.
[03:17:08.899 --> 03:17:10.200]  That's crazy!
[03:17:10.200 --> 03:17:11.580]  And they are freaking out!
[03:17:11.580 --> 03:17:14.281]  But as I've always said, for every action there's an opposite-equal reaction.
[03:17:14.281 --> 03:17:15.742]  They want to destroy humanity.
[03:17:15.742 --> 03:17:16.802]  They want to enslave us.
[03:17:16.802 --> 03:17:20.564]  God is going to X-Men everybody that wants to beat them.
[03:17:20.564 --> 03:17:21.844]  Look at the Bible.
[03:17:21.844 --> 03:17:22.824]  Look at all the other cultures.
[03:17:22.824 --> 03:17:26.086]  When stuff gets really bad, people go to the next level.
[03:17:26.086 --> 03:17:27.646]  You're not going to suppress this.
[03:17:27.646 --> 03:17:28.827]  Not with your AI.
[03:17:28.827 --> 03:17:30.107]  Not with any of your crap.
[03:17:30.107 --> 03:17:30.968]  Get ready.
[03:17:30.968 --> 03:17:33.429]  You're about to get overrun.
[03:17:33.429 --> 03:17:36.270]  There's so many people out there that are starting
[03:17:37.410 --> 03:17:40.172]  A new life with this Donald Trump presidency, whether it's a new job.
[03:17:40.172 --> 03:17:40.993]  And that's what it's about.
[03:17:40.993 --> 03:17:45.296]  They want us to feel beaten, disempowered, and this is real hope.
[03:17:45.296 --> 03:17:46.878]  This doesn't go by a lottery ticket.
[03:17:46.878 --> 03:17:51.041]  This is believe, work together, and by the way, we're going to bring the jobs back they blocked.
[03:17:51.041 --> 03:17:54.424]  See, a lot of people think like Oprah Winfrey and The Secret, like you just imagine something that happens.
[03:17:54.424 --> 03:17:55.124]  That's a total lie.
[03:17:55.124 --> 03:17:56.225]  It's satanic.
[03:17:56.225 --> 03:18:03.271]  You have to work hard, believe, have ancestors that built the platform for you, and then use the avenues you were given, then you can do almost anything.
[03:18:03.951 --> 03:18:05.032]  And see what we've built.
[03:18:05.032 --> 03:18:06.352]  Humans envision it, we build it.
[03:18:06.352 --> 03:18:15.117]  It might take a hundred years now, but we've built the technology up to the point that now what we envision can happen in a month or a year or an hour.
[03:18:15.117 --> 03:18:17.839]  You see folks, that's the big secret.
[03:18:17.839 --> 03:18:20.860]  We're here at the cusp about to unlock all the mysteries.
[03:18:20.860 --> 03:18:22.021]  They've already unlocked a bunch of them.
[03:18:23.231 --> 03:18:28.235]  Okay, and the decision was made not to give us any of this and basically start wiping us out.
[03:18:28.235 --> 03:18:34.360]  Well, humans fighting back in the intelligence agencies because they were given access to this said, what the hell?
[03:18:34.360 --> 03:18:41.165]  We're going to wipe out 99% of people and have Zuckerberg merge with a machine because he doesn't want to see anybody on Kauai at his house?
[03:18:41.986 --> 03:18:44.148]  You know what?
[03:18:44.148 --> 03:18:45.969]  We're coming for you, man!
[03:18:45.969 --> 03:18:46.889]  It's over!
[03:18:46.889 --> 03:18:47.930]  Not even a weekend yet.
[03:18:47.930 --> 03:18:49.791]  Look, look, he said it.
[03:18:49.791 --> 03:18:51.933]  It's the destiny.
[03:18:51.933 --> 03:18:55.295]  You're not going to stop the providence and the destiny.
[03:18:55.295 --> 03:18:57.196]  We are accepting it like electricity.
[03:18:57.196 --> 03:18:59.358]  We're reaching up to God.
[03:18:59.358 --> 03:19:00.819]  God's free will, not like the devil.
[03:19:00.819 --> 03:19:01.939]  We are reaching up for it, Alan.
[03:19:01.939 --> 03:19:04.081]  Like you said the other night, you couldn't even sleep.
[03:19:04.081 --> 03:19:05.442]  The energy level's going up so high, isn't it?
[03:19:06.497 --> 03:19:08.939]  And, I mean, my energy, I can't even handle it, it's so strong.
[03:19:08.939 --> 03:19:13.643]  And we are reaching up for the thunderbolts, the Promethean fire.
[03:19:13.643 --> 03:19:15.164]  Trump has reached for it and gotten it.
[03:19:15.164 --> 03:19:16.325]  I have reached for it and gotten it.
[03:19:16.325 --> 03:19:17.066]  You are reaching.
[03:19:17.066 --> 03:19:18.887]  Everyone is reaching and getting it.
[03:19:18.887 --> 03:19:20.869]  But God will only give you what you can stand.
[03:19:20.869 --> 03:19:21.549]  I'm 43.
[03:19:21.549 --> 03:19:24.131]  43 in like a week or two.
[03:19:24.131 --> 03:19:27.834]  I just can't imagine if I'm able and honored enough and blessed enough to live to be 70.
[03:19:29.768 --> 03:19:32.249]  Imagine the level then what this is going to be like.
[03:19:32.249 --> 03:19:34.230]  Well, we're... This is not going to be easy.
[03:19:34.230 --> 03:19:34.770]  Skip the break.
[03:19:34.770 --> 03:19:36.331]  They're going to continue to come after us.
[03:19:36.331 --> 03:19:38.372]  They cannot let humanity... Oh, listen, listen.
[03:19:38.372 --> 03:19:43.594]  We're only being given this respite and this strength and confidence to get ready for the big stuff we're going to face.
[03:19:43.594 --> 03:19:44.414]  Exactly.
[03:19:44.414 --> 03:19:52.317]  And who knows when they're going to try to stop humanity from getting to the stars, stop humanity from reaching its destiny like they've been trying to do for my entire life.
[03:19:52.317 --> 03:19:53.818]  The gremlins need to just get out of the way.
[03:19:54.727 --> 03:19:55.808]  Move.
[03:19:55.808 --> 03:19:56.468]  Get out the way.
[03:19:56.468 --> 03:20:00.372]  Because here's the thing too, if they were smart, Alex, they would have already done it by now.
[03:20:00.372 --> 03:20:04.635]  If they were smart, they would have put their tail between their legs and they would have said, you know what, we are defeated.
[03:20:04.635 --> 03:20:08.979]  If I keep trying to fight this, I'm utterly defeated.
[03:20:08.979 --> 03:20:10.600]  There is nothing left.
[03:20:10.600 --> 03:20:12.061]  There's still something left of the globalists.
[03:20:12.061 --> 03:20:13.022]  There's still something left of the liberals.
[03:20:13.022 --> 03:20:16.085]  God's not going to take his people up and give them everything without testing them first.
[03:20:16.505 --> 03:20:19.586]  That's why I'm sad for the people that are falling.
[03:20:19.586 --> 03:20:22.327]  They don't get the incredible opportunity they're being given right now.
[03:20:22.327 --> 03:20:23.488]  Just give up.
[03:20:23.488 --> 03:20:23.968]  Stop it.
[03:20:23.968 --> 03:20:25.008]  Get out of the way.
[03:20:25.008 --> 03:20:39.694]  If you continue to try to fight humanity, if you continue to try to suppress humanity and all the things that we can accomplish, reaching the stars, life extensions, just all the technology, all the industry, everything Trump is talking about in that presidential inauguration speech, you're going to be completely and utterly defeated.
[03:20:40.214 --> 03:20:42.156]  You will be completely and utterly defeated.
[03:20:42.156 --> 03:20:43.957]  And it won't just be because of humanity.
[03:20:43.957 --> 03:20:46.078]  Humanity is already an unstoppable force.
[03:20:46.078 --> 03:20:48.861]  But God will completely defeat you.
[03:20:48.861 --> 03:20:49.981]  And that's what they're ultimately scared of.
[03:20:49.981 --> 03:20:52.063]  And I knew before the speech, it was all secret about the speech.
[03:20:52.063 --> 03:20:52.763]  I didn't get this from Trump.
[03:20:52.763 --> 03:20:54.785]  The New York Times said, you talked to Trump before the speech?
[03:20:54.785 --> 03:20:58.688]  They already were monitoring and had a guy looking for me in the crowd, New York Times.
[03:20:58.688 --> 03:21:00.409]  That's how, I think I was obviously, you know.
[03:21:01.155 --> 03:21:02.436]  Not just a New York Times reporter.
[03:21:02.436 --> 03:21:06.838]  And the point is that they were on me, and they're like, how did you, you talk to him?
[03:21:06.838 --> 03:21:09.039]  Because they think it's all access, physically.
[03:21:09.039 --> 03:21:11.440]  And I was like, no, I didn't talk to him, I knew what he was going to do.
[03:21:11.440 --> 03:21:15.262]  The New York Times, I don't think they did an article, they go, he was taping, he goes, how'd you know that?
[03:21:15.262 --> 03:21:18.483]  I said, man, I didn't know it, I felt it.
[03:21:18.483 --> 03:21:21.445]  Was it Benjamin Applebaum from the New York Times by any chance?
[03:21:22.383 --> 03:21:28.410]  Because that's the guy that started the fake news about the inauguration being low attended.
[03:21:28.410 --> 03:21:30.212]  He's the one that originally tweeted that picture.
[03:21:30.212 --> 03:21:31.053]  I found this out today.
[03:21:31.053 --> 03:21:33.675]  Benjamin Applebaum, Washington correspondent for the New York Times.
[03:21:33.675 --> 03:21:34.657]  It's funny you say that.
[03:21:34.657 --> 03:21:35.257]  You are fake news.
[03:21:35.257 --> 03:21:36.018]  I think it might have been him.
[03:21:36.018 --> 03:21:37.300]  I looked at the badge.
[03:21:37.300 --> 03:21:38.080]  He's total fake news.
[03:21:38.080 --> 03:21:40.984]  He's got a bald head, I think glasses, maybe a goatee.
[03:21:40.984 --> 03:21:42.886]  Yeah, he had a goatee and glasses and a hat.
[03:21:42.886 --> 03:21:43.707]  Benjamin Applebaum.
[03:21:44.312 --> 03:21:46.114]  He's the one that started the fake news.
[03:21:46.114 --> 03:21:47.635]  CNN ran with it.
[03:21:47.635 --> 03:21:49.137]  Go to his media tweets.
[03:21:49.137 --> 03:21:50.058]  You'll find it.
[03:22:04.051 --> 03:22:08.232]  He originally tweeted, here's a picture from Obama in 2009, here's Trump.
[03:22:08.232 --> 03:22:09.693]  Of course, it's at 8.30 in the morning.
[03:22:09.693 --> 03:22:10.793]  They won't even let anybody in.
[03:22:10.793 --> 03:22:13.094]  Protesters are blocking the way to get in.
[03:22:13.094 --> 03:22:14.875]  And then he's like, oh, nobody turns out.
[03:22:14.875 --> 03:22:19.316]  So Benjamin Abbabam is totally fake news from the New York Times.
[03:22:19.316 --> 03:22:20.316]  I think that's him.
[03:22:20.316 --> 03:22:20.957]  Yeah, there he is.
[03:22:20.957 --> 03:22:24.958]  How did you even think, oh, he ought to release the tape.
[03:22:24.958 --> 03:22:25.178]  Oh, 8.20.
[03:22:25.178 --> 03:22:26.478]  It was at 8.20.
[03:22:26.478 --> 03:22:27.499]  So I was fake news.
[03:22:27.499 --> 03:22:27.939]  I said 8.30.
[03:22:27.939 --> 03:22:30.040]  It was 8.20 a.m.
[03:22:30.040 --> 03:22:30.580]  So before 8.30 even.
[03:22:32.423 --> 03:22:34.344]  And again, they knew that they showed totally empty.
[03:22:34.344 --> 03:22:35.725]  People would go, oh wait, there was a crowd.
[03:22:35.725 --> 03:22:37.546]  They waited until, like, they just started pouring in.
[03:22:37.546 --> 03:22:38.987]  And then I've got this story here.
[03:22:38.987 --> 03:22:40.047]  I think this was the Independent Journal.
[03:22:40.047 --> 03:22:47.631]  That's like saying a Dallas Cowboys game that was sold out, a playoff game, had only, you know, 20% attendance, because you take a photo an hour after the kickoff.
[03:22:47.631 --> 03:22:49.712]  You're like, hours before the kickoff.
[03:22:49.712 --> 03:22:51.333]  I mean, like, they just opened the gates.
[03:22:51.333 --> 03:22:52.194]  Oh, it's empty in here!
[03:22:52.574 --> 03:22:53.554]  It's like, no, everyone's outside.
[03:22:53.554 --> 03:22:55.535]  And you're like at the Dallas Cowboys game.
[03:22:55.535 --> 03:22:56.775]  It's totally packed.
[03:22:56.775 --> 03:22:59.415]  You're like cheering with 80,000 other people.
[03:22:59.415 --> 03:23:02.796]  And then you get on Twitter and Benjamin Abbamon's like, oh, nobody was at the Cowboys game.
[03:23:02.796 --> 03:23:04.016]  You're like, what?
[03:23:04.016 --> 03:23:04.677]  I can't even hear you.
[03:23:04.677 --> 03:23:11.198]  That's why Leanne, and this used to get to me too, it still gets to me, but she's really going through this right now because she has friends and stuff that are laughing at her.
[03:23:11.198 --> 03:23:14.599]  And she's not sad because they're laughing at her because she doesn't have any, you know, can't handle being laughed at.
[03:23:14.599 --> 03:23:15.199]  She's upset.
[03:23:16.039 --> 03:23:18.540]  I mean, it's upsetting when... Well, they've been brainwashed.
[03:23:18.540 --> 03:23:20.540]  It's upsetting when people are under this.
[03:23:20.540 --> 03:23:23.201]  This is a story from the Independent Journal Review.
[03:23:23.201 --> 03:23:33.163]  They basically capture all the images from Obama in 2009, all the images, all the angles, and what you'll see is they're pretty much both completely packed.
[03:23:33.163 --> 03:23:33.463]  Okay?
[03:23:33.463 --> 03:23:34.563]  That's the truth of it.
[03:23:34.563 --> 03:23:36.623]  And they had people trying to keep us from getting in.
[03:23:36.623 --> 03:23:38.244]  Well, and we documented that.
[03:23:38.244 --> 03:23:42.045]  There was the one video, it was another white woman... By the way, you were in another area.
[03:23:42.045 --> 03:23:43.705]  I was blocked at three entrances and attacked.
[03:23:43.925 --> 03:23:46.446]  They turned that into Trump had me thrown out of the inauguration.
[03:23:46.446 --> 03:23:47.746]  I got blocked at two areas.
[03:23:47.746 --> 03:23:49.627]  I think it was maybe the red and the orange entrance.
[03:23:49.627 --> 03:23:51.728]  There were like six or seven different entrances.
[03:23:51.728 --> 03:23:55.789]  But actually, one of the videos that went really viral, it was on the Alex Jones Show.
[03:23:55.789 --> 03:23:55.969]  Go back!
[03:23:55.969 --> 03:23:56.129]  Go back!
[03:23:56.129 --> 03:23:57.050]  It's even more packed for Trump.
[03:23:57.050 --> 03:23:58.390]  Look at these photos.
[03:23:58.390 --> 03:24:00.391]  Yeah, so this is from the Independent Journal Review.
[03:24:01.360 --> 03:24:05.462]  But regardless, the point is- No, no, no one was there.
[03:24:05.462 --> 03:24:07.944]  Benjamin Applebaum is fake news from the New York Times.
[03:24:07.944 --> 03:24:09.765]  That's what the story here is.
[03:24:09.765 --> 03:24:11.786]  And of course there were a lot of people out there.
[03:24:11.786 --> 03:24:13.247]  But nobody wants to talk about this Alex.
[03:24:13.247 --> 03:24:17.049]  We had a video, the Trump protesters blocking the entrances.
[03:24:17.049 --> 03:24:21.931]  And they were, they were standing in the- I'm not mad at our crew because no one was here to do it.
[03:24:21.931 --> 03:24:24.293]  But I kept saying, they're beating us up, they're tagging women.
[03:24:24.293 --> 03:24:27.034]  And there was a few blurbs, but to me it was big.
[03:24:27.034 --> 03:24:29.856]  And instead I opened the newspaper up and learned, I attacked
[03:24:30.700 --> 03:24:32.411]  Trump people and was thrown out.
[03:24:32.411 --> 03:24:34.141]  No, I couldn't get in for hours.
[03:24:35.040 --> 03:24:59.469]  I think that the video where the woman was getting assaulted, there was, I'm not sure if it was the same one that you saw, but there was a woman, she's actually from Austin, she protests in Austin, she's from Austin, she was at the clown protest back when Trump was here in August, she was in D.C., Rob Due caught her, and then another journalist caught her spitting while they're blocking the streets, they were arm in arm blocking the streets.
[03:24:59.469 --> 03:25:01.130]  You're talking about the big guy that hits the women and the men?
[03:25:01.650 --> 03:25:03.711]  No, no, I saw that too.
[03:25:03.711 --> 03:25:04.971]  I'm waiting to get my credentials.
[03:25:04.971 --> 03:25:07.112]  That's why I'm in the video, TMZ.
[03:25:07.112 --> 03:25:10.113]  But they're hitting him and some women.
[03:25:10.113 --> 03:25:11.734]  And then my security comes out.
[03:25:11.734 --> 03:25:12.274]  I just come out.
[03:25:12.274 --> 03:25:12.994]  I'm like, hey, look at this.
[03:25:12.994 --> 03:25:14.094]  I tell the cops, do something.
[03:25:14.094 --> 03:25:16.735]  I'm across by the barricades at the main entrance.
[03:25:16.735 --> 03:25:17.616]  They're trying to stop people.
[03:25:18.416 --> 03:25:21.058]  You can come down the sidewalk to come to it.
[03:25:21.058 --> 03:25:27.283]  They've got barricades up so you've got to come down this tube and by then they're hitting him, once the video's on, so he hits them back.
[03:25:27.283 --> 03:25:28.544]  Hitting them with poles.
[03:25:28.544 --> 03:25:29.505]  Punching them in the side.
[03:25:29.505 --> 03:25:30.726]  And they spit on him too.
[03:25:30.726 --> 03:25:31.847]  Well that's when he pushes her back.
[03:25:31.847 --> 03:25:32.567]  Yeah.
[03:25:32.567 --> 03:25:33.088]  Yeah.
[03:25:33.088 --> 03:25:34.769]  No, no, no.
[03:25:34.769 --> 03:25:36.150]  Again, I wasn't even looking for this.
[03:25:36.150 --> 03:25:37.851]  I didn't know they were attacking women.
[03:25:37.851 --> 03:25:41.454]  200 yards up is where the main assaults are going on where they're not letting anybody in.
[03:25:41.454 --> 03:25:42.355]  They wouldn't let us in there.
[03:25:42.355 --> 03:25:43.476]  They wouldn't let us in another one.
[03:25:43.476 --> 03:25:44.436]  We went around for hours.
[03:25:45.197 --> 03:25:47.120]  Well, just lines.
[03:25:47.120 --> 03:25:47.841]  People let me cut.
[03:25:47.841 --> 03:25:51.266]  There'd be lines like half mile long trying to get in.
[03:25:51.266 --> 03:25:52.067]  I would just cut.
[03:25:52.935 --> 03:25:53.835]  You know, say, I gotta get in.
[03:25:53.835 --> 03:25:55.376]  They go, Alex, sure, go ahead and cut.
[03:25:55.376 --> 03:26:02.320]  And I'd get there, the cops were doing nothing, and there'd be like a hundred people blocking 10,000 getting in.
[03:26:02.320 --> 03:26:04.081]  But the Trump supporters aren't wimps.
[03:26:04.081 --> 03:26:06.802]  They're so nice, they didn't want to assault anybody.
[03:26:06.802 --> 03:26:08.923]  So the people knew their orders from Soros.
[03:26:08.923 --> 03:26:10.684]  They didn't know why they were being told this.
[03:26:10.684 --> 03:26:12.385]  Block it so there wouldn't be a crowd.
[03:26:12.385 --> 03:26:14.426]  But still a record crowd got in despite it.
[03:26:14.426 --> 03:26:16.627]  And I think they wanted that image of no one there.
[03:26:17.327 --> 03:26:20.130]  Because they had the Metro Police on their side, they thought it would happen.
[03:26:20.130 --> 03:26:23.473]  But so many places, bikers for Trump and everybody just ran over them.
[03:26:23.473 --> 03:26:26.436]  That's another interesting thing that I'm trying to figure out here.
[03:26:26.436 --> 03:26:32.541]  Because obviously, we see confrontations with police like Eric Gardner, Kelly Thomas, and we call that out.
[03:26:32.541 --> 03:26:34.984]  Well, most police are good, but Obama isn't going to control that.
[03:26:34.984 --> 03:26:38.607]  Well, pull up the photo of the police wearing the Soros pink hats.
[03:26:38.607 --> 03:26:41.130]  But the strange behavior that I witnessed
[03:26:41.750 --> 03:26:42.331]  In D.C.
[03:26:42.331 --> 03:26:48.237]  was that not just the police were lack of confrontational, they just let people get away with this.
[03:26:48.237 --> 03:26:54.603]  I mean, outside of the deplorable, outside of the deplorable, Alex, I mean, it was just complete chaos in the streets.
[03:26:54.603 --> 03:26:58.066]  They were throwing things, beating people, spitting at people.
[03:26:58.066 --> 03:27:00.909]  I mean, trying to rob people, throwing batteries.
[03:27:00.909 --> 03:27:03.051]  And the cops just stood there and watched the whole thing.
[03:27:03.960 --> 03:27:05.501]  Let me add something else.
[03:27:05.501 --> 03:27:09.562]  I'm sitting there with the Navy SEALs and Army Black Ops folks.
[03:27:09.562 --> 03:27:18.726]  Well, I'm not going to go through the whole story, but the point is, I'm sitting there and I'm watching all this happen, and they're like, look at this.
[03:27:18.726 --> 03:27:20.806]  And it showed the riot police that D.C.
[03:27:20.806 --> 03:27:21.747]  had.
[03:27:21.747 --> 03:27:25.448]  Purposely, they were the smallest women and smallest men.
[03:27:25.448 --> 03:27:29.970]  Again, just to see we make the Army wear red high heels.
[03:27:29.970 --> 03:27:32.311]  It was like, put the biggest wimps in as the riot police.
[03:27:33.095 --> 03:27:38.521]  I had a group of two people, I ended up yelling at these people, the video's on the Alex Jones channel on YouTube.
[03:27:38.521 --> 03:27:42.485]  They're walking around following me, saying my name, threatening me.
[03:27:42.485 --> 03:27:45.688]  The cops are right there, they're like, oh, Owen Troyer, we're coming for you, Owen.
[03:27:45.688 --> 03:27:46.789]  We're coming for you, Owen Troyer.
[03:27:46.789 --> 03:27:48.731]  Following me around, the cops are hearing the whole thing.
[03:27:48.731 --> 03:27:50.253]  It's hard not to break their nose at that point.
[03:27:50.353 --> 03:27:52.796]  And I'm standing there, I'm like, okay, the police aren't going to do anything.
[03:27:52.796 --> 03:27:54.237]  I have the video right in the face.
[03:27:54.237 --> 03:27:55.358]  I'm like, oh, are you fans of mine?
[03:27:55.358 --> 03:27:56.319]  You guys must be fans.
[03:27:56.319 --> 03:27:56.840]  And then they ignore me.
[03:27:56.840 --> 03:27:57.320]  I'm like, you know what?
[03:27:57.320 --> 03:27:58.522]  You guys are children.
[03:27:58.522 --> 03:27:59.543]  You guys are pathetic.
[03:27:59.543 --> 03:28:01.445]  And it's tough not to sock them right in the face.
[03:28:01.445 --> 03:28:03.707]  I mean, but then, you know what happened after that?
[03:28:03.707 --> 03:28:04.508]  They went.
[03:28:04.508 --> 03:28:07.671]  The cops actually pulled me away and forced me to go inside.
[03:28:07.671 --> 03:28:08.933]  They were like, oh, quit confronting them.
[03:28:08.933 --> 03:28:09.573]  Just go inside.
[03:28:10.154 --> 03:28:14.996]  Like, officer, you just heard them following me around, threatening me, saying my name.
[03:28:14.996 --> 03:28:15.917]  No, that would happen to me.
[03:28:15.917 --> 03:28:18.478]  I'm trying to get in to multiple deals.
[03:28:18.478 --> 03:28:23.121]  The police dragged me off and it turns into Alex Jones arrested, drunk at the inauguration.
[03:28:23.121 --> 03:28:34.146]  So it's just, it's just kind of this whole other strange thing we got going on with a new police behavior where they're not doing enough to stop these crazy people in the streets from committing acts of violence.
[03:28:34.146 --> 03:28:35.767]  Well, that's what Black Lives Matter and Soros is about.
[03:28:36.007 --> 03:28:39.610]  Letting a cop know, you ever confront a liberal, you're going to be fired.
[03:28:39.610 --> 03:28:40.131]  Exactly.
[03:28:40.131 --> 03:28:43.253]  So a lot of the cops don't like it, but they're just like... Oh, and that's another thing.
[03:28:43.253 --> 03:28:53.722]  I'm actually trying to find the original source for this, and I haven't found it yet, but the anti-fascist Antifa people put a post up somewhere, and I'm not sure where it was.
[03:28:53.722 --> 03:28:54.483]  I'm trying to find this.
[03:28:54.483 --> 03:28:57.005]  I've asked for people on Twitter to help me find this.
[03:28:57.005 --> 03:29:03.491]  It says, for those of you who were put in jail at the Trump protests, our handlers are going to bail you out.
[03:29:04.775 --> 03:29:05.736]  So who do you think that is?
[03:29:05.736 --> 03:29:07.897]  Well, they admit Soros funded 50 of the groups.
[03:29:07.897 --> 03:29:09.759]  Islamic Jihad funded a bunch of others.
[03:29:09.759 --> 03:29:11.200]  Hamas connected groups.
[03:29:11.200 --> 03:29:12.801]  Did you see all the women wearing hajibs?
[03:29:12.801 --> 03:29:18.725]  They had like Muslim women and men overlooking it putting hajibs out of big bags on women's heads like they were being anointed.
[03:29:18.725 --> 03:29:21.407]  That, oh, I'm a liberal woman, I wear hajibs.
[03:29:21.407 --> 03:29:24.209]  And it was and it turned out in the news that they were admittedly funding it.
[03:29:24.209 --> 03:29:25.370]  I mean, what the?
[03:29:25.370 --> 03:29:28.492]  Since when do the leftist women want to like be inducted in Islamic Jihad?
[03:29:28.872 --> 03:29:30.853]  Since they have no idea what it is?
[03:29:30.853 --> 03:29:31.374]  Is my guess.
[03:29:31.374 --> 03:29:31.914]  No, no, no, no.
[03:29:31.914 --> 03:29:32.314]  They know.
[03:29:32.314 --> 03:29:33.415]  They hate America.
[03:29:33.415 --> 03:29:34.976]  And they hate the family.
[03:29:34.976 --> 03:29:35.796]  They hate white men.
[03:29:35.796 --> 03:29:37.137]  Because they love abortion.
[03:29:37.137 --> 03:29:39.419]  So, I mean, I'm not saying if you've ever had an abortion, you're a devil.
