[00:00:02.611 --> 00:00:04.412]  It makes zero sense.
[02:59:20.596 --> 02:59:32.664]  So everybody needs to see this Bill Gates report because it lays absolutely every bit of their globalist plan out for depopulation.
[02:59:33.164 --> 02:59:35.047]  Here is that Bill Gates report.
[02:59:40.486 --> 02:59:44.508]  We see a lot of things that are going very well.
[02:59:44.508 --> 02:59:47.089]  Things like reducing childhood death.
[02:59:47.089 --> 02:59:49.271]  Things like reducing childhood death.
[03:00:08.692 --> 03:00:10.933]  First, we've got population.
[03:00:10.933 --> 03:00:13.655]  The world today has 6.8 billion people.
[03:00:13.655 --> 03:00:15.877]  That's headed up to about 9 billion.
[03:00:15.877 --> 03:00:25.724]  Now, if we do a really great job on new vaccines, health care, reproductive health services, we could lower that by perhaps 10 or 15 percent.
[03:00:25.724 --> 03:00:36.152]  Now, if we do a really great job on new vaccines, health care, reproductive health services, we could lower that by perhaps 10 or 15 percent.
[03:00:37.870 --> 03:00:45.882]  The problem is that the population is growing the fastest where people are less able to deal with it.
[03:00:45.882 --> 03:00:51.850]  So it's in the very poorest places that you're going to have a tripling in population by 2050.
[03:00:53.212 --> 03:01:04.909]  And so their ability to feed, educate, provide jobs, stability, protect the environment in those locations mean, you know, they're faced with an almost impossible problem.
[03:01:04.909 --> 03:01:08.494]  Here we can see a chart that looks at the total
[03:01:09.227 --> 03:01:13.510]  world population over the last several hundred years.
[03:01:13.510 --> 03:01:16.172]  And at first glance, this is a bit scary.
[03:01:16.172 --> 03:01:26.220]  We go from less than a billion in 1800 and then 3, 4, 5, 6 and 7.4 billion where we are today is happening even faster.
[03:01:26.220 --> 03:01:35.667]  So Melinda and I wondered whether providing new medicines and keeping children alive, would that create more of a population problem?
[03:01:37.723 --> 03:01:41.885]  And what the developing world does not need is more children.
[03:01:41.885 --> 03:01:56.490]  And I think that was the biggest aha to Bill and me when we got into this work, is we asked ourselves, of course, the same hard-nosed question you'd ask, which is, if you get into this work and you start to save these children, will women just keep overpopulating the world?
[03:01:56.490 --> 03:01:59.151]  And thank goodness the converse is absolutely true.
[03:02:00.080 --> 03:02:06.374]  This is a very important question to get right because it was absolutely key for me.
[03:02:06.374 --> 03:02:08.239]  When our foundation first started up...
[03:02:08.897 --> 03:02:10.659]  It was focused on reproductive health.
[03:02:10.659 --> 03:02:17.466]  That was the main thing we did because I thought, you know, population growth in poor countries is the biggest problem they face.
[03:02:17.466 --> 03:02:22.792]  You've got to help mothers who want to limit family size have the tools and education to do that.
[03:02:22.792 --> 03:02:25.254]  That's the only thing that really counts.
[03:02:25.254 --> 03:02:31.461]  Is spending a million dollars on that last three months of life for that patient, would it be better not to lay off
[03:02:32.139 --> 03:02:37.342]  Behind closed doors on this New York campus, a secret gathering of some of the world's most powerful people.
[03:02:37.342 --> 03:02:39.243]  Gates, Buffett, Bloomberg, Winfrey.
[03:02:39.243 --> 03:02:40.823]  It was like, well, it was like... The Super Friends.
[03:02:59.993 --> 03:03:08.279]  Together with others at the meeting, including George Soros, Ted Turner, David Rockefeller, they're worth more than 125 billion dollars.
[03:03:08.279 --> 03:03:14.563]  That much money, that much power around one table, it begs the question, what were they doing?
[03:03:14.563 --> 03:03:16.244]  What were they scheming?
[03:03:16.244 --> 03:03:18.045]  Total world domination?
[03:03:18.045 --> 03:03:25.010]  This group, together for six hours, was talking about charity, education, emergency relief, global health,
[03:03:25.550 --> 03:03:34.152]  The new Superman and Wonder Woman, the super-rich friends, not fighting bad guys, but fighting for good, nonetheless.
[03:03:34.152 --> 03:03:42.173]  Apparently, one of the things they discussed was what each of them knows about what really works and what doesn't work, so they can concentrate their resources.
[03:03:42.173 --> 03:03:50.694]  An epidemic, either naturally caused or intentionally caused, is the most likely thing to cause, say, 10 million excess deaths.
[03:03:50.694 --> 03:03:53.895]  Today, the greatest risk of global catastrophe
[03:03:54.727 --> 03:03:57.168]  doesn't look like this.
[03:03:57.168 --> 03:04:01.310]  Instead, it looks like this.
[03:04:01.310 --> 03:04:12.135]  If anything kills over 10 million people in the next few decades, it's most likely to be a highly infectious virus rather than a war.
[03:04:12.135 --> 03:04:17.637]  So let's look at each one of these and see how we can get this down to zero.
[03:04:17.637 --> 03:04:20.678]  Probably one of these numbers is going to have to get pretty near to zero.
[03:04:20.678 --> 03:04:21.959]  Now that's
[03:04:22.924 --> 03:04:24.225]  Back from high school algebra.
[03:04:24.225 --> 03:04:25.625]  But let's take a look.
[03:04:25.625 --> 03:04:30.167]  Probably one of these numbers is going to have to get pretty near to zero.
[03:04:30.167 --> 03:04:33.588]  Now malaria is, of course, transmitted by mosquitoes.
[03:04:33.588 --> 03:04:37.570]  I brought some here just so you could experience this.
[03:04:37.570 --> 03:04:44.193]  We'll let those roam around the auditorium a little bit.
[03:04:44.193 --> 03:04:44.413]  There.
[03:04:45.160 --> 03:04:50.046]  There's no reason only poor people should have the experience.
[03:04:50.046 --> 03:04:54.931]  But did you come to reproductive issues as an intellectual?
[03:04:54.931 --> 03:05:00.958]  When I was growing up, my parents were always involved in various volunteer things.
[03:05:00.958 --> 03:05:03.180]  My dad was head of Planned Parenthood.
[03:05:05.203 --> 03:05:09.667]  It was very controversial to be involved with that.
[03:05:09.667 --> 03:05:12.750]  My dad was head of Planned Parenthood.
[03:05:12.750 --> 03:05:30.946]  The ultimate solution, the only thing that really lets us go back completely to normal and feel good about sitting in a stadium with lots of other people is to create a vaccine and not just take care of our country but take that vaccine out to the global population
[03:05:31.744 --> 03:05:36.790]  Take that vaccine out to the global population.
[03:05:36.790 --> 03:05:44.259]  We clearly need a vaccine that works in the upper age range because they're most at risk of that.
[03:05:44.259 --> 03:05:48.645]  And doing that so that you amp it up so it works in older people and yet
[03:05:49.278 --> 03:05:51.180]  You don't have side effects.
[03:05:51.180 --> 03:05:57.407]  You know, if we have, you know, 1 in 10,000 side effects, that's, you know, way more 700,000, you know, people who will suffer from that.
[03:05:57.407 --> 03:05:57.987]  Way more 700,000.
[03:06:06.859 --> 03:06:09.681]  You know, people who will suffer from that.
[03:06:09.681 --> 03:06:13.103]  The side effects for the Moderna vaccine sound concerning.
[03:06:13.103 --> 03:06:14.264]  We looked.
[03:06:14.264 --> 03:06:24.651]  After the second dose, at least 80% of participants experienced a systemic side effect, ranging from severe chills to fevers.
[03:06:24.651 --> 03:06:29.475]  So, are these vaccines safe?
[03:06:29.475 --> 03:06:34.779]  Well, the FDA not being pressured will
[03:06:36.192 --> 03:06:37.154]  Look hard at that.
[03:06:37.154 --> 03:06:46.669]  The FDA is the gold standard of regulators and their current guidance on this, if they stick with that, is very, very appropriate.
[03:06:49.540 --> 03:06:54.122]  You know, the side effects were not super severe.
[03:06:54.122 --> 03:06:59.545]  That is, it didn't cause permanent health problems for the things there.
[03:06:59.545 --> 03:07:03.027]  They, you know, Moderna did have to go with a fairly high dose.
[03:07:03.027 --> 03:07:11.952]  And so, you know, to get the antibodies, some of the other vaccines are going able to go with lower doses.
[03:07:12.532 --> 03:07:18.553]  To get responses that are pretty high, including the J&J and the Pfizer.
[03:07:18.553 --> 03:07:23.694]  And so there's a lot of characteristics of these vaccines.
[03:07:23.694 --> 03:07:27.915]  It's great that we have multiple of them that are going out there.
[03:07:27.915 --> 03:07:31.036]  And yes, I think you know the data better than I do.
[03:07:31.036 --> 03:07:35.437]  But the bill that the data show that everybody with a high dose had a side effect.
[03:07:37.401 --> 03:07:42.647]  Yeah, but some of that is not dramatic where it's just super painful.
[03:07:42.647 --> 03:07:46.571]  But yes, we need to make sure there's not severe side effects.
[03:07:46.571 --> 03:07:53.099]  The FDA, I think, will do a good job of that despite the pressure.
[03:07:54.011 --> 03:07:55.372]  But you don't have a choice.
[03:07:55.372 --> 03:07:57.214]  People act like you have a choice.
[03:07:57.214 --> 03:08:03.278]  People don't feel like going to the stadium when they might get infected.
[03:08:03.278 --> 03:08:04.980]  But you don't have a choice.
[03:08:04.980 --> 03:08:06.921]  People act like you have a choice.
[03:08:06.921 --> 03:08:11.285]  What else are we not listening to that we need to take action on now?
[03:08:11.285 --> 03:08:12.546]  Well, the...
[03:08:13.866 --> 03:08:21.688]  The idea of a bioterrorist attack is kind of the nightmare scenario, because there, a pathogen with a high death rate would be picked.
[03:08:21.688 --> 03:08:37.632]  Now the good news is, not going to depress you, it's tough enough right now, that most of the work we're going to do to be ready for Pandemic 2, I call this Pandemic 1, most of the work we'll do to be ready for that are also the things we need to do
[03:08:38.512 --> 03:08:40.554]  Alright folks, we'll be right back.
[03:08:40.554 --> 03:08:41.354]  I'm Alex Jones.
[03:08:41.354 --> 03:08:42.195]  It's the 4th Hour.
[03:08:42.195 --> 03:08:46.637]  Drew Hernandez coming up with breaking news.
[03:08:46.637 --> 03:08:51.901]  Snowden and others taught us how mobile phones are constantly spying on us.
[03:08:51.901 --> 03:08:58.745]  Not just tracking and recording our GPS location, but recording audio and video as well.
[03:08:58.745 --> 03:09:00.386]  With or without a battery.
[03:09:01.167 --> 03:09:07.270]  Now, with the InfoWars Privacy Pouch, you can go dark wherever you choose.
[03:09:07.270 --> 03:09:08.130]  Excellent.
[03:09:08.130 --> 03:09:13.713]  Now I have my own compact Faraday cage I can take wherever I want.
[03:09:13.713 --> 03:09:16.734]  And you can too, at InfoWarsStore.com.
[03:09:18.315 --> 03:09:29.083]  Government agencies, identity thieves, tech giants, and now contact tracers are all tracking your every move through your mobile phone.
[03:09:29.083 --> 03:09:34.027]  Now you can have the power to easily cut them off and go dark.
[03:09:34.027 --> 03:09:39.911]  Support the InfoWar and get your InfoWars privacy pouch today.
[03:09:39.911 --> 03:09:40.992]  InfoWarStore.com
[03:09:43.633 --> 03:09:44.696]  It's very simple.
[03:09:44.696 --> 03:09:51.654]  Every household, not just in America, but worldwide, should be taking a high-quality multivitamin mineral every single day.
[03:09:52.386 --> 03:09:55.628]  But so many of the big brands are synthetics that are not even absorbed.
[03:09:55.628 --> 03:09:57.670]  In fact, in many cases are toxic.
[03:10:22.346 --> 03:10:24.087]  Don't forget to get your next order.
[03:10:24.087 --> 03:10:35.310]  Mix it up in a big pitcher, put it in your refrigerator for your wife, your husband, your children, your neighbors, and just know that while you're helping yourself and your own bodies, natural defenses and immune system, you're funding the InfoWar.
[03:10:35.310 --> 03:10:38.631]  Vitamin Mineral Fusion, back in stock, 40% off.
[03:10:38.631 --> 03:10:47.033]  Oh, and Winter Sun's back in stock, 40% off as well, at infowarestore.com.
[03:10:47.033 --> 03:10:49.654]  You're listening to the Alex Jones Show.
[03:11:03.251 --> 03:11:06.595]  Hey, you'll have the War Room coming up today, 3 to 6 p.m.
[03:11:06.595 --> 03:11:09.359]  Owen does a great job, but I'm deciding how to direct those guys.
[03:11:09.359 --> 03:11:12.263]  So I said, hey, you just do your own coverage, do your own thing.
[03:11:12.263 --> 03:11:13.504]  And I said, you know, do a live feed.
[03:11:13.504 --> 03:11:15.306]  We'll post it on the front page of InfoWars.com.
[03:11:15.306 --> 03:11:18.270]  Because, I mean, I know about the empty COVID testing center.
[03:11:18.270 --> 03:11:18.611]  You've got
[03:11:19.231 --> 03:11:26.195]  The McDonough facility, you've got the Catholic charity with people swarming it constantly, a four-way stop, total bedlam.
[03:11:26.195 --> 03:11:32.218]  All I wanted was, hey, I'm sending a team down, show us that four-way stop and do a live show from there.
[03:11:32.218 --> 03:11:33.439]  And it wasn't that.
[03:11:33.439 --> 03:11:35.300]  So I just said, hey, fine, you're in charge.
[03:11:35.300 --> 03:11:36.220]  Not a mean thing.
[03:11:36.220 --> 03:11:37.901]  They're in charge.
[03:11:37.901 --> 03:11:39.902]  What they do at the border will be covered in the war room.
[03:11:39.902 --> 03:11:40.903]  Not here.
[03:11:40.903 --> 03:11:42.464]  And I hope it's important.
[03:11:42.464 --> 03:11:43.144]  I hope it's big.
[03:11:43.144 --> 03:11:43.964]  I hope it's great.
[03:11:43.964 --> 03:11:45.485]  But I can't have a heart attack.
[03:11:45.485 --> 03:11:46.666]  I can't get that upset anymore.
[03:11:47.512 --> 03:11:51.473]  Because then I'm like, hey, let's just pan the camera, then at least show the people in the facility.
[03:11:51.473 --> 03:11:52.153]  Can't do that.
[03:11:52.153 --> 03:11:53.733]  So I'm like, I'm out.
[03:11:53.733 --> 03:11:54.574]  I'm out.
[03:11:54.574 --> 03:11:55.274]  And I love the crew.
[03:11:55.274 --> 03:11:56.454]  Pray for them down there.
[03:11:56.454 --> 03:11:57.514]  Maybe I should even go to the border.
[03:11:57.514 --> 03:11:58.335]  Maybe I should just give up.
[03:11:58.335 --> 03:11:59.715]  You know what I mean?
[03:11:59.715 --> 03:12:02.195]  Because, I mean, this is so simple.
[03:12:02.195 --> 03:12:04.036]  All this is so simple to beat the globalist, isn't it?
[03:12:04.036 --> 03:12:07.317]  But everybody's got their own little idea about other things.
[03:12:07.317 --> 03:12:08.357]  Maybe I'm wrong.
[03:12:08.357 --> 03:12:10.557]  So the crew, I'm sure, will get great footage.
[03:12:10.557 --> 03:12:11.638]  It'll be on the war room.
[03:12:11.638 --> 03:12:13.318]  And that's where there'll be coverage over there.
[03:12:13.786 --> 03:12:17.528]  Because I can't have a heart attack here trying to cover it.
[03:12:17.528 --> 03:12:19.808]  And I only know that if I talk to them privately, they don't seem to hear me.
[03:12:19.808 --> 03:12:23.430]  So if I do it on air, maybe the communication gets crossed.
[03:12:23.430 --> 03:12:24.090]  But that's where I'm at.
[03:12:24.090 --> 03:12:25.111]  I mean, this is real, folks.
[03:12:25.111 --> 03:12:26.751]  This isn't some fake stage thing.
[03:12:26.751 --> 03:12:29.432]  This is real people fighting a globalist takeover.
[03:12:29.432 --> 03:12:30.393]  We're down there alone.
[03:12:30.393 --> 03:12:31.853]  Almost no one else even cares.
[03:12:31.853 --> 03:12:33.254]  The whole country's collapsing.
[03:12:33.254 --> 03:12:34.354]  They got poison vaccines.
[03:12:34.354 --> 03:12:35.515]  They're killing everybody.
[03:12:35.515 --> 03:12:36.775]  And everybody just loves it.
[03:12:36.775 --> 03:12:37.536]  It's so fun.
[03:12:37.536 --> 03:12:38.156]  It's so great.
[03:12:41.036 --> 03:12:41.737]  Unbelievable.
[03:12:41.737 --> 03:12:47.941]  But they've got a lot of great investigative stuff when I was down there last week, so look for some great reports to be coming out of that.
[03:12:47.941 --> 03:12:49.662]  But that'll be on the War Room.
[03:12:49.662 --> 03:12:51.844]  That's the only place you're going to see it, 3 to 6 p.m.
[03:12:51.844 --> 03:12:52.944]  Okay, Exposed.
[03:12:52.944 --> 03:13:04.873]  Newly recorded footage shows the expansion of controversial Texas migrant detention center and the continued dehumanizing conditions endured by illegal immigrants inside the facility.
[03:13:04.873 --> 03:13:05.913]  New project.
[03:13:05.913 --> 03:13:06.614]  Veritas.
[03:13:06.614 --> 03:13:07.855]  Incredible footage.
[03:13:07.855 --> 03:13:09.416]  And that's because there's good people inside.
[03:13:10.400 --> 03:13:11.820]  Uh, that know what's really going on.
[03:13:11.820 --> 03:13:15.361]  So back in March, they first flew over, but now they've got the new footage.
[03:13:15.361 --> 03:13:18.822]  Now we're showing that for TV viewers right now.
[03:13:18.822 --> 03:13:22.563]  Uh, and then we've got another big report here for you.
[03:13:22.563 --> 03:13:23.803]  We're gonna keep this rolling though.
[03:13:23.803 --> 03:13:25.384]  This is important.
[03:13:25.384 --> 03:13:31.945]  Hundreds testing positive for COVID after being fully vaccinated, causing major confusion.
[03:13:31.945 --> 03:13:34.186]  And that's just in one area.
[03:13:34.186 --> 03:13:37.787]  In fact, most of the folks dying of COVID later took the vaccine, they're starting to say.
[03:13:38.593 --> 03:13:40.534]  So here's new footage from just a few days ago.
[03:13:40.534 --> 03:13:44.575]  Veritas just put this out of the facility.
[03:13:44.575 --> 03:13:47.836]  And as you can see, it's being radically, radically expanded.
[03:13:47.836 --> 03:13:54.659]  And they also got aerial footage of the children sleeping out under the bridge.
[03:13:54.659 --> 03:13:55.679]  More footage of that.
[03:13:55.679 --> 03:14:01.361]  So, great job, Project Veritas, and great job, whistleblowers.
[03:14:02.879 --> 03:14:12.166]  Now it's up to us to go to VeritasProjectVeritas.com and get that report and post it at InfoWars.com, which we're doing, and get it out!
[03:14:12.166 --> 03:14:13.667]  That is what this is all about.
[03:14:13.667 --> 03:14:21.813]  And we're scheduled next week, next Monday, to have James O'Keefe, one of my heroes, in the studio with us.
[03:14:21.813 --> 03:14:23.094]  And it's like, I don't think James O'Keefe
[03:14:23.675 --> 03:14:24.775]  And his crew gets enough credit.
[03:14:24.775 --> 03:14:26.816]  I mean, they are just kicking ass.
[03:14:26.816 --> 03:14:27.896]  They're working so hard.
[03:14:27.896 --> 03:14:28.657]  They get sued.
[03:14:28.657 --> 03:14:29.597]  They get harassed.
[03:14:29.597 --> 03:14:32.338]  They get, you know, he gets arrested.
[03:14:32.338 --> 03:14:36.559]  They indicted him for, you know, showing that the feds were committing crimes.
[03:14:36.559 --> 03:14:38.379]  But he got, you know, obviously defeated that.
[03:14:38.379 --> 03:14:39.060]  He didn't get out of it.
[03:14:39.060 --> 03:14:39.960]  He defeated it.
[03:14:39.960 --> 03:14:44.721]  And that's what this is all about.
[03:14:44.721 --> 03:14:52.064]  Because this is a crazy, crazy, crazy time to be alive, ladies and gentlemen.
[03:14:52.064 --> 03:14:53.304]  It is a crazy time
[03:14:54.742 --> 03:15:00.166]  And it's those that want to take the world over and have a scientific dictatorship and program every facet of our lives.
[03:15:00.166 --> 03:15:01.527]  It's their time.
[03:15:01.527 --> 03:15:05.009]  They think it's their big move against us.
[03:15:05.009 --> 03:15:12.274]  Well, Drew Hernandez first cut his teeth and made his bones politically with all the incredible footage he shot in Kenosha and other areas of Minnesota.
[03:15:12.274 --> 03:15:14.035]  Well, he's back at it again.
[03:15:14.035 --> 03:15:14.955]  He's joining us.
[03:15:14.955 --> 03:15:16.596]  I say, anytime you got breaking news, call us.
[03:15:16.596 --> 03:15:17.977]  Well, he fired the bat signal.
[03:15:17.977 --> 03:15:21.800]  He'll be joining us coming up next segment.
[03:15:23.894 --> 03:15:27.395]  With this big story, hundreds testing positive for COVID after being fully vaccinated.
[03:15:27.395 --> 03:15:34.737]  Americans who trusted Bill Gates, Dr. Fauci, the WHO, and the CDC were all promised the vaccine was a routine normality.
[03:15:34.737 --> 03:15:39.379]  However, across the country, stories are emerging casting doubt on vaccines effectiveness.
[03:15:39.379 --> 03:15:40.839]  It's not hundreds, it's tens of thousands.
[03:15:40.839 --> 03:15:45.521]  As people are still testing positive for COVID days, weeks, and months after being vaccinated.
[03:15:45.521 --> 03:15:47.861]  In fact, they're dying from COVID.
[03:15:47.861 --> 03:15:50.002]  The rash of so-called breakthrough cases
[03:15:51.198 --> 03:15:54.841]  Which we always knew, we told you with experts a year ago, you can't do it for the common cold.
[03:15:54.841 --> 03:16:02.927]  Are instances in which vaccinated individuals still conduct the virus are throwing a wrench in the vaccine efficiency.
[03:16:02.927 --> 03:16:06.529]  Epicy narrative.
[03:16:06.529 --> 03:16:13.955]  In Washington State, more than 100 people tested positive for COVID despite taking full vaccine doses over two weeks prior.
[03:16:13.955 --> 03:16:16.016]  But all the drug companies said that wasn't the case.
[03:16:16.016 --> 03:16:16.617]  In Michigan,
[03:16:17.891 --> 03:16:23.255]  246 people out of the state's 1.7 million vaccinated have tested positive for COVID.
[03:16:23.255 --> 03:16:31.161]  In Minnesota, more than 1.8 million Minnesotans have revealed that one vaccine dose reports CARE-11.
[03:16:31.161 --> 03:16:36.466]  The Minnesota Department of Health has identified 222 vaccine breakthrough cases.
[03:16:36.466 --> 03:16:43.631]  In Houston, the City Health Department reports that over 100 people have tested positive for the virus even after being fully vaccinated.
[03:16:43.631 --> 03:16:44.972]  It's all a scam, folks.
[03:16:44.972 --> 03:16:45.933]  It goes on and on.
[03:16:45.933 --> 03:16:46.554]  It's all
[03:16:48.197 --> 03:16:49.277]  Page after page of this.
[03:16:49.277 --> 03:16:51.858]  It's all based on a fraudulent PCR.
[03:16:51.858 --> 03:16:57.200]  They picked a cold virus because you can never not stop it.
[03:16:57.200 --> 03:17:03.202]  It goes on and on and on and on and on and it's all a lie.
[03:17:03.202 --> 03:17:11.225]  And then more and more vaccines and more and more checks and more and more controls and more and more checkpoints and more and more microchips and just all of it
[03:17:12.777 --> 03:17:20.562]  Is a worldwide cashless society, Mark of the Beast control system that we're not telling you is coming, it's here!
[03:17:20.562 --> 03:17:23.444]  And so I'm deep down frustrated and pissed.
[03:17:23.444 --> 03:17:26.887]  And just frustrated with the border collapse and frustrated with the Mark of the Beast.
[03:17:26.887 --> 03:17:28.048]  And I know you are as well.
[03:17:28.048 --> 03:17:30.469]  So we've all got to not get angry and have heart attacks.
[03:17:30.469 --> 03:17:33.231]  I'm telling myself that personally.
[03:17:33.231 --> 03:17:35.693]  In fact, maybe I shouldn't even go to the border.
[03:17:35.693 --> 03:17:37.354]  Maybe I should just take off.
[03:17:37.354 --> 03:17:39.896]  Take off a week and not, maybe you should take off a week from this.
[03:17:40.538 --> 03:17:50.504]  You know, we sit here and beat our brains out all day caring about fighting evil and caring about reality and trying to be engaged and involved and trying to be fastidious and everything, but maybe that's too extreme.
[03:17:50.504 --> 03:17:56.107]  You know, other than a zombie doesn't even care and they're jellyfish and giving over to great delusion, but they seem to be happy.
[03:17:56.107 --> 03:17:59.509]  They're getting killed, but you know, they don't have any freedom, but you know, they're not alive.
[03:18:00.825 --> 03:18:03.266]  What is it like to be dead like them and not care?
[03:18:03.266 --> 03:18:05.226]  It must be horrible.
[03:18:05.226 --> 03:18:07.447]  So actually, I'm glad I'm alive and I'm glad I care.
[03:18:07.447 --> 03:18:11.588]  It's just that there's got to be some type of balance to this.
[03:18:11.588 --> 03:18:19.851]  We should do shows this week where we just open the phones up for four hours and change the subject and ask ourselves, how do you stay sane?
[03:18:19.851 --> 03:18:21.412]  How do you cope with this?
[03:18:21.412 --> 03:18:22.532]  How do you deal with this?
[03:18:23.234 --> 03:18:45.005]  With this total overthrow of reality, this total satanic takeover, devil worship everywhere, pedophilia everywhere, death everywhere, them killing us, them lying to us, trying to cause race wars everywhere, when all we want is fellow love for each other, and the bad guys are singing in, knowing what they're doing, sticking the knife in, putting salt in the wound.
[03:18:45.005 --> 03:18:48.287]  It's just mind-blowing.
[03:18:48.287 --> 03:18:50.588]  Because, you know, my spirit's willing, my flesh is weak.
[03:18:52.179 --> 03:18:53.819]  Because I don't want to blow up on air.
[03:18:53.819 --> 03:18:54.720]  I don't want to get mad.
[03:18:54.720 --> 03:19:00.701]  But they're on TV going, oh, here's little green octopuses we're going to put in you that are nanochips that will track you.
[03:19:00.701 --> 03:19:01.941]  Oh, it's so liberal.
[03:19:01.941 --> 03:19:02.942]  But Alex Jones is a liar.
[03:19:02.942 --> 03:19:04.022]  No one wants to put chips in him.
[03:19:04.022 --> 03:19:08.983]  It's just like, oh, Joy Reed's going to wear two masks, even though I'm being vaccinated.
[03:19:08.983 --> 03:19:13.164]  Because it's a cult of freakazoids paid to lie to you.
[03:19:13.164 --> 03:19:20.306]  And we got this footage I'll play next segment of the Justice Department official, doesn't have his mask on, puts it on, gets up on stage, takes it off.
[03:19:20.999 --> 03:19:22.781]  And then Twitter banned the video.
[03:19:22.781 --> 03:19:27.586]  Just to cover their ass, to cover their fraud, to cover their lie, to gaslight us.
[03:19:27.586 --> 03:19:29.408]  Why would anybody go along with this?
[03:19:29.408 --> 03:19:35.794]  Why are so many of our fellow humans participating in their own destruction?
[03:19:35.794 --> 03:19:38.397]  Why are people so unconscious?
[03:19:38.397 --> 03:19:39.137]  We'll be right back.
[03:19:39.137 --> 03:19:39.578]  Stay with us.
[03:19:42.345 --> 03:19:44.267]  Again, I don't like to lecture people.
[03:19:44.267 --> 03:19:55.335]  I'm a very private person, but because of the globalists and their attack on humanity, I've been forced the last 27 years to be a public figure, and we've given the globalists one hell of a run for their money because of God.
[03:19:55.335 --> 03:19:59.298]  And I know some of our listeners get mad when I talk about God all day, but just give me a break.
[03:19:59.298 --> 03:20:00.659]  The Satanism's out in the open.
[03:20:00.659 --> 03:20:05.804]  I've always been a Christian, but now the fact that it's a fight between good and evil is so clear.
[03:20:05.804 --> 03:20:06.204]  And I get it.
[03:20:06.204 --> 03:20:07.965]  A lot of you have been turned off by big churches.
[03:20:07.965 --> 03:20:10.107]  A lot of you have been turned off by the corrupt.
[03:20:10.933 --> 03:20:11.633]  I don't know.
[03:20:26.458 --> 03:20:28.319]  And so that's what InfoWars is really all about.
[03:20:28.319 --> 03:20:30.320]  So thank you all for your word of mouth.
[03:20:30.320 --> 03:20:31.941]  Thank you for spreading the word about InfoWars.
[03:20:31.941 --> 03:20:35.823]  And thank you for supporting us to keep us on air by visiting InfoWarsStore.com.
[03:20:35.823 --> 03:20:39.805]  Because without your daily and weekly and monthly purchases, we'll be taken off the air.
[03:20:39.805 --> 03:20:40.785]  So thank you for the support.
[03:20:40.785 --> 03:20:41.626]  InfoWarsStore.com.
[03:20:42.504 --> 03:20:45.865]  I'm a very humble person, but I'm also a bold person.
[03:20:45.865 --> 03:20:55.786]  And so, as bad as things are with the globalist attack on humanity, of all the terrible things that are unfolding, I want you to know a lot of positive things are happening as well.
[03:20:55.786 --> 03:20:59.147]  I'm a public figure, so I get to see things the general public doesn't get to see.
[03:20:59.147 --> 03:21:10.709]  And let me tell you, whether it's police chiefs or members of Congress or even folks in Hollywood or mainstream media or industry, people are really, really away from the establishment.
[03:21:11.569 --> 03:21:16.234]  They don't want to go along with the globalists, but they're scared, they're looking for leadership.
[03:21:16.234 --> 03:21:18.316]  Well, that's where MFW comes in.
[03:21:18.316 --> 03:21:22.639]  You fund us, you support MFWStore.com, you get great products to you at the same time.
[03:21:22.639 --> 03:21:31.708]  We will then go out and do what the globalists say is unpopular, what the globalists will target you for, to show people that it's safe to tell the truth and to take the heat.
[03:21:32.268 --> 03:21:40.150]  That's our job, so please keep us on air so we can hit the barbed wire, so we can be the shock troops in the information war.
[03:21:40.150 --> 03:21:42.531]  Fund us at infowarestore.com.
[03:21:42.531 --> 03:21:50.654]  Epic is one of only a handful of domain registrars that promote free speech and freedom of association.
[03:21:50.654 --> 03:21:58.156]  And they know that big tech is buying up almost all the other major companies and engaging in massive censorship and organized crime racketeering.
[03:21:58.516 --> 03:22:01.578]  That's why they've been massively expanding their services.
[03:22:01.578 --> 03:22:10.042]  So, whether you have domains, or want to register a domain, or want help building a website, or want servers, or any other major service, they've got it all and they're expanding.
[03:22:10.042 --> 03:22:23.128]  And if you go to InfoWarsDomains.com and follow that link, you get all their services at the lowest price and 25% of your sign-up for a new domain or a domain you move goes to fund the InfoWar.
[03:22:23.128 --> 03:22:27.971]  Then we get 5% as well for any servers or any other type of services that you get from them.
[03:22:28.211 --> 03:22:35.018]  So it's a win-win as we build a true, open, free internet again, because the globalists are destroying what was open and what was free.
[03:22:35.018 --> 03:22:38.042]  So, InfoWarsDomains.com.
[03:22:38.042 --> 03:22:39.463]  The revolution starts there.
[03:22:39.463 --> 03:22:41.265]  InfoWarsDomains.com.
[03:22:41.265 --> 03:22:45.430]  Take action now!
[03:22:45.430 --> 03:22:48.073]  You're listening to the Alex Jones Show.
[03:23:01.110 --> 03:23:04.811]  I see a red car and I want it painted black.
[03:23:04.811 --> 03:23:10.512]  No colors anymore, I want them to turn black.
[03:23:10.512 --> 03:23:16.113]  I see the girls walk by dressed in their summer clothes.
[03:23:16.113 --> 03:23:24.774]  I have to turn my head until my darkness goes.
[03:23:24.774 --> 03:23:29.115]  I see a line of cars and they are painted black.
[03:23:32.379 --> 03:23:37.040]  Drew Hernandez is joining us.
[03:23:37.040 --> 03:23:38.320]  Welcome back to the Alex Jones Show.
[03:23:38.320 --> 03:23:39.560]  He's got breaking news.
[03:23:39.560 --> 03:23:43.401]  He covered Minnesota riots, Kenosha riots, riots all over.
[03:23:43.401 --> 03:23:44.102]  He covered the border.
