[00:00:00.391 --> 00:00:01.153]  You've got it!
[01:11:13.212 --> 01:11:15.434]  I think the Rothschilds got enough money, mate.
[01:11:15.434 --> 01:11:16.494]  Don't you think?
[01:11:16.494 --> 01:11:22.899]  They've been taking money, tax dollars, since World War II.
[01:11:22.899 --> 01:11:26.581]  I think Rothschilds' worth around $500 trillion or something like that.
[01:11:29.693 --> 01:11:34.897]  Absolutely ridiculous that these people would need to take more money from us.
[01:11:34.897 --> 01:11:38.099]  There's a reason the Rothschilds are the richest people in the world.
[01:11:38.099 --> 01:11:39.740]  As was just found in a recent court case.
[01:11:39.740 --> 01:11:42.702]  They sued somebody that said that and then they lost the lawsuit.
[01:11:42.702 --> 01:11:43.583]  Take one look at him.
[01:11:43.583 --> 01:11:47.666]  Take one look at him in his cheesy fake grin.
[01:11:47.666 --> 01:11:48.707]  He's absolutely fake.
[01:11:49.477 --> 01:11:51.118]  Oh you gotta be, absolutely.
[01:11:51.118 --> 01:11:55.200]  But did you see the Financial Times of London two weeks ago?
[01:11:55.200 --> 01:11:59.962]  That the Rockefeller and Rothschild fortunes just merged two weeks ago?
[01:11:59.962 --> 01:12:02.363]  Oh no.
[01:12:02.363 --> 01:12:03.844]  I'm gonna put it on screen, you know why?
[01:12:03.844 --> 01:12:07.606]  Everything's going to hell in a handbasket, Randy.
[01:12:09.293 --> 01:12:09.994]  Here's the headline.
[01:12:09.994 --> 01:12:12.435]  Rockefellers and Rothschilds unite.
[01:12:12.435 --> 01:12:12.935]  You know why?
[01:12:12.935 --> 01:12:17.478]  The Rockefellers have always been a Rothschild front, and David isn't doing too well.
[01:12:17.478 --> 01:12:18.598]  He wasn't at Bilderberg this year.
[01:12:18.598 --> 01:12:20.199]  He's like 96.
[01:12:20.199 --> 01:12:26.483]  And so the Rothschilds have had all the Russian oligarchs they controlled hand the wealth over to them and admit they were front men.
[01:12:26.483 --> 01:12:28.984]  The Rockefellers are having to admit they're front men.
[01:12:28.984 --> 01:12:31.006]  The Rothschilds are like, okay, we rule it all.
[01:12:31.006 --> 01:12:31.546]  How do you like it?
[01:12:32.766 --> 01:12:34.407]  Look at these guys, Alex.
[01:12:34.407 --> 01:12:35.628]  These guys are ancient.
[01:12:35.628 --> 01:12:37.188]  They're at death's door.
[01:12:37.188 --> 01:12:38.269]  What do they care?
[01:12:38.269 --> 01:12:39.229]  They've got their millions.
[01:12:39.229 --> 01:12:40.770]  They've got everything they want.
[01:12:40.770 --> 01:12:44.312]  Why do they even care about what's going to happen after they die?
[01:12:44.312 --> 01:12:44.992]  Why?
[01:12:44.992 --> 01:12:47.293]  Because they hate you and it's all about control.
[01:12:47.293 --> 01:12:48.434]  Let me ask you this.
[01:12:48.434 --> 01:12:50.415]  Are other Australians... I think it's coming up.
[01:12:50.415 --> 01:12:53.276]  I think they're really working towards World War 3 here, mate.
[01:12:53.596 --> 01:12:54.096]  They are.
[01:12:54.096 --> 01:12:56.717]  Honestly, I think they want to do a cull.
[01:12:56.717 --> 01:13:02.179]  I think they're looking around and they're going, there's too many of these peasant animals running around and we need to do a cull.
[01:13:02.179 --> 01:13:06.920]  And it's what we do over here when kangaroos get out of control, the farmers go out and they do a cull and they shed their dead.
[01:13:06.920 --> 01:13:09.701]  Well, that's actually what Prince Philip wrote twice in a book.
[01:13:09.701 --> 01:13:13.162]  If I was an animal, he wrote the forward to Ann and Reuter interview.
[01:13:13.162 --> 01:13:17.463]  He said we want to cull 80% of the useful cedars, which is a Hitler term.
[01:13:17.463 --> 01:13:19.284]  But let me ask this question in the time we've got left.
[01:13:19.984 --> 01:13:33.033]  Are other Aussies daring when the government points their finger at you and says you have no free speech, when you pay more for everything, you shut up or we'll arrest you, you sit here and let us take everything, you got scum?
[01:13:33.033 --> 01:13:39.116]  When they sit there and tell you that, are others daring to talk back to their new political commissar masters?
[01:13:40.385 --> 01:13:57.598]  I've gone up and talked to members of Parliament when I've seen them out, you know, before elections and things, doing their little get-around and things like that, and talked to them about it, and, you know, they'll put down people like Monckton and, yeah, but you're entitled to your free speech, you're still entitled to bag it out and say what you like to say about it.
[01:13:58.499 --> 01:14:00.860]  I think it's more if you own a business.
[01:14:00.860 --> 01:14:02.262]  Yeah, but see, that's the spin.
[01:14:02.262 --> 01:14:04.964]  No, no, no, but see, a business has free speech, exactly.
[01:14:04.964 --> 01:14:11.869]  They're saying a business can't say, sorry, the mutton went up because the carbon tax on sheep flatulence.
[01:14:11.869 --> 01:14:14.151]  But, I mean, that's why it's happening.
[01:14:14.151 --> 01:14:17.794]  So, so, so, it's them today, it's you tomorrow.
[01:14:17.794 --> 01:14:19.035]  Yep.
[01:14:19.035 --> 01:14:21.117]  No, it's absolutely disgusting, man.
[01:14:21.117 --> 01:14:23.799]  I've gone and talked to them, and they basically laugh it off.
[01:14:23.799 --> 01:14:24.900]  They laugh off everything.
[01:14:24.900 --> 01:14:25.781]  They call people, like,
[01:14:26.420 --> 01:14:28.721]  Well listen, here's the deal, here's the deal.
[01:14:47.321 --> 01:14:49.742]  They're calling us kooks and all this.
[01:14:49.742 --> 01:14:51.322]  We're destroying their U.N.
[01:14:51.322 --> 01:14:51.962]  takeover.
[01:14:51.962 --> 01:14:53.943]  Their carbon tax is dead.
[01:14:53.943 --> 01:14:58.284]  All over the world, their plans are melting down in their own words.
[01:14:58.284 --> 01:14:58.844]  We're winning.
[01:14:58.844 --> 01:14:59.304]  We're winning.
[01:14:59.304 --> 01:15:01.544]  We're all talking to each other over here.
[01:15:01.544 --> 01:15:03.345]  90% of Australians don't want this carbon tax.
[01:15:03.345 --> 01:15:08.226]  And in the next election, the opposition leader, Mr. Abbott, Tony Abbott, he's said that he's gonna
[01:15:10.487 --> 01:15:13.569]  By the way, that's what I was about to say.
[01:15:13.569 --> 01:15:14.349]  I've seen the polls.
[01:15:14.349 --> 01:15:15.410]  85-90% are against it.
[01:15:15.410 --> 01:15:16.750]  So, they're the kooks.
[01:15:16.750 --> 01:15:21.333]  Here is this minority kook telling you you're a kook when they're supposed to be your servant.
[01:15:21.333 --> 01:15:22.053]  They're scum.
[01:15:22.053 --> 01:15:23.094]  I appreciate your call.
[01:15:23.094 --> 01:15:23.694]  Final comment.
[01:15:31.755 --> 01:15:34.257]  I did want to ask you one question real quickly.
[01:15:34.257 --> 01:15:35.037]  Go.
[01:15:35.037 --> 01:15:36.978]  Where is Tangy Tangerine manufactured?
[01:15:36.978 --> 01:15:39.240]  I can't find that out anywhere on the internet.
[01:15:39.240 --> 01:15:43.743]  I know there's different parts of it that come from all around the place, but I just can't find out the country of origin, that's all.
[01:15:43.743 --> 01:15:44.704]  The United States.
[01:15:44.704 --> 01:15:45.665]  I've been on it.
[01:15:45.665 --> 01:15:46.085]  I've been on it.
[01:15:46.085 --> 01:15:46.786]  It's great, mate.
[01:15:46.786 --> 01:15:47.686]  I'm feeling awesome.
[01:15:47.686 --> 01:15:48.347]  I'm losing weight.
[01:15:48.347 --> 01:15:49.147]  So is my girlfriend.
[01:15:49.147 --> 01:15:50.028]  I've got to thank you for that.
[01:15:50.028 --> 01:15:50.608]  It's brilliant.
[01:15:50.608 --> 01:15:51.929]  Infowarsteam.com.
[01:15:51.929 --> 01:15:53.330]  Thank you so much.
[01:15:53.330 --> 01:15:56.573]  Next time I have Wall of Calm, we'll break that down, but it's California.
[01:15:56.573 --> 01:15:58.134]  We're going to come back with Carl and others.
[01:15:58.134 --> 01:15:59.074]  I'll move quicker.
[01:15:59.074 --> 01:15:59.515]  Straight ahead.
[01:16:00.714 --> 01:16:05.100]  For a long time, you've heard me talk about building your own food supply with eFoods Direct.
[01:16:05.100 --> 01:16:09.125]  As a listener, you know why you need to have a supply of the best affordable food on the planet.
[01:16:09.125 --> 01:16:13.150]  Every day, we document the attempts to take control of our lives.
[01:16:13.150 --> 01:16:15.373]  But there's one thing we can all control.
[01:16:15.373 --> 01:16:16.894]  Your greatest dependency.
[01:16:16.894 --> 01:16:17.175]  Food.
[01:16:17.615 --> 01:16:25.139]  E-Foods Direct products are made with only the best ingredients and none of the trash and contaminants like trans fats, GMOs or MSG.
[01:16:25.139 --> 01:16:27.661]  This food is nutrient dense and tastes great.
[01:16:27.661 --> 01:16:31.603]  It's simple to make, portable and has a shelf life of up to 25 years.
[01:16:31.603 --> 01:16:35.185]  Now with E-Foods Direct you'll get the most affordable, best tasting food you can buy.
[01:16:35.505 --> 01:16:38.106]  And the new products and pricing will blow you away.
[01:16:38.106 --> 01:16:42.948]  Compared to other food sources including home-cooked meals, you can cut your food cost in half.
[01:16:42.948 --> 01:16:44.929]  You just can't afford to ignore this.
[01:16:44.929 --> 01:16:50.571]  Call 800-409-5633 or go to efoodsdirect.com forward slash Alex for specials.
[01:16:50.571 --> 01:16:52.112]  Don't let this offer pass you by.
[01:16:52.112 --> 01:16:54.133]  Call 800-409-5633 or efoodsdirect.com forward slash Alex.
[01:16:54.133 --> 01:16:55.413]  More the best, for less guaranteed.
[01:17:02.620 --> 01:17:10.726]  If you want an American company with American products made by Americans, here is the Cal Ben Soap Company.
[01:17:10.726 --> 01:17:14.809]  Alex and his staff have used these pure soap products for years.
[01:17:14.809 --> 01:17:22.115]  These all-natural soaps are made from the highest quality vegetable and coconut oils that are earth-friendly and safe.
[01:17:22.115 --> 01:17:24.937]  See them on the web at 5starsoap.com.
[01:17:25.137 --> 01:17:29.980]  Or call 800-340-7091 for a free catalog.
[01:17:29.980 --> 01:17:35.904]  Buy the 1 to 2 month sample package and enjoy soaps that are twice as good as what you're using now.
[01:17:35.904 --> 01:17:41.327]  Or save big with a 1 to 2 year supply of soaps for all your cleaning needs.
[01:17:41.327 --> 01:17:43.309]  This is an amazing deal.
[01:17:43.309 --> 01:17:48.552]  You can save thousands of dollars and you will love the way real soap makes you feel.
[01:17:48.552 --> 01:17:51.694]  See them on the web at 5starsoap.com or call
[01:17:51.914 --> 01:17:53.400]  Call 800-340-7091 for a free catalog.
[01:18:00.248 --> 01:18:05.772]  Sick of the globalist eugenicist control freaks adding poison to your water and laughing as you get sick and die?
[01:18:05.772 --> 01:18:08.193]  Start purifying your water with ProPure.
[01:18:08.193 --> 01:18:17.299]  My friends, I've done a lot of research and the best gravity filter out there bar none is ProPure and it's available discounted at InfoWars.com.
[01:18:17.299 --> 01:18:20.741]  Its filters are silver impregnated to prevent bacterial growth.
[01:18:20.741 --> 01:18:22.422]  There's no priming required.
[01:18:22.422 --> 01:18:24.703]  It's NSF 42 certified.
[01:18:24.703 --> 01:18:27.085]  Optional fluoride filters can reduce fluoride up to
[01:18:27.685 --> 01:18:29.787]  95% easy to set up and use.
[01:18:29.787 --> 01:18:31.207]  Doesn't require electricity.
[01:18:31.207 --> 01:18:34.369]  Purify water from lakes, streams, ponds, and wells.
[01:18:34.369 --> 01:18:37.751]  This filter system leaves in beneficial minerals, which is key.
[01:18:37.751 --> 01:18:41.894]  Save money by not buying bottled water and avoid BPA that leaches from the plastic.
[01:18:41.894 --> 01:18:44.636]  ProPure is the best gravity-fed filter out there.
[01:18:44.636 --> 01:18:46.217]  It's what my family uses.
[01:18:46.217 --> 01:18:54.782]  Infowars.com already has the lowest price on ProPure, but if you add the promo code WATER at checkout, you get an additional 10% off at Infowars.com.
[01:18:55.682 --> 01:19:00.163]  You can also call to order 888-253-3139.
[01:19:00.163 --> 01:19:01.483]  Hi, this is Alex Jones.
[01:19:01.483 --> 01:19:07.064]  Did you know that the global elite are now storing non-hybrid seeds in secret storage vaults near the Arctic Circle?
[01:19:07.064 --> 01:19:12.085]  Did you know that in a real meltdown, non-hybrid seeds can become more valuable than silver or gold?
[01:19:12.085 --> 01:19:17.666]  It's true, seeds have outperformed even gold and silver before in this country, and it's possible that could even happen again.
[01:19:17.666 --> 01:19:22.347]  So our friends at Solutions from Science have put together the perfect mix of non-hybrid seeds.
[01:19:22.867 --> 01:19:29.992]  They call it a survival seed bank and it can produce an endless supply of nutrient dense food for you and your family.
[01:19:29.992 --> 01:19:31.113]  And here's the best part.
[01:19:31.113 --> 01:19:34.175]  These seeds have not been genetically modified in any way.
[01:19:34.175 --> 01:19:37.797]  And you actually get enough seeds to plant a full acre crisis garden.
[01:19:37.797 --> 01:19:44.001]  So visit them today at survivalseedbank.com that's survivalseedbank.com or give them a call at 877-327-0365.
[01:19:44.001 --> 01:19:44.261]  That's 877-327-0365.
[01:19:44.261 --> 01:19:44.501]  Remember,
[01:19:52.927 --> 01:19:56.851]  In a real crisis, non-hybrid seeds are the ultimate barter item.
[01:19:56.851 --> 01:19:59.233]  This is Alex Jones for SurvivalSeedBank.com.
[01:20:24.047 --> 01:20:31.929]  In the last few decades we've seen newspapers with the policy to not take gun shop ads as if guns are bad.
[01:20:31.929 --> 01:20:36.430]  Whether it was police or citizens or hunters buying guns.
[01:20:36.430 --> 01:20:42.232]  You've seen the different online sites not take the ads.
[01:20:42.232 --> 01:20:46.093]  You've seen cities try to pass laws banning gun shops in their city limits.
[01:20:47.096 --> 01:20:52.847]  We've seen all of this ad nauseam done over and over and over and over and over again.
[01:20:54.335 --> 01:21:05.198]  Now Google is different because it now, one way or the other, controls around half of the advertising online and where people go and what happens.
[01:21:05.198 --> 01:21:13.279]  And that's why you've got the Attorney General of Texas shooing them over their search results and monopolistic practices.
[01:21:13.279 --> 01:21:19.041]  It's just outrageous that they're able to basically get away with all of this.
[01:21:20.381 --> 01:21:25.566]  But now Google Shopping censors all gun ammo accessory results.
[01:21:25.566 --> 01:21:30.090]  It's the top story at Infowars.com in the featured news area.
[01:21:30.090 --> 01:21:32.652]  Actually, it's the second story.
[01:21:32.652 --> 01:21:33.253]  No, it's the first.
[01:21:33.253 --> 01:21:34.554]  I was correct the first time.
[01:21:34.554 --> 01:21:47.325]  They're in the featured news area and it's got the announcement and it's got the fact that they're telling them holsters, scopes, ammo, clips, you don't sell it.
[01:21:48.140 --> 01:21:54.143]  It says you don't have it in your advertising feed, or you're not allowed to be picked up by the Google search.
[01:21:54.143 --> 01:22:01.787]  So, controlling information, and they've already been caught with Amazon and others, where your results won't even show up.
[01:22:01.787 --> 01:22:07.990]  In fact, they delisted InfoWars and Prison Planet a few years ago from news.
[01:22:09.551 --> 01:22:13.934]  People always go to the web feed and go, we see you there, Alex is live!
[01:22:13.934 --> 01:22:21.941]  The news feed, you know, it says shopping, maps, web, you know, you, all those areas.
[01:22:21.941 --> 01:22:24.062]  You know the one that says news?
[01:22:24.062 --> 01:22:30.147]  Our articles aren't there unless other news groups, which they do, pick up our articles we write that are award-winning.
[01:22:30.147 --> 01:22:34.110]  I mean, we've won Project Censored awards, I've been featured by Nightline,
[01:22:35.491 --> 01:22:41.039]  Rolling Stone, New York Magazine, New York Times, you name it, I've been in it.
[01:22:41.039 --> 01:22:45.424]  LA Times, Vanity Fair, GQ, all of it.
[01:22:45.424 --> 01:22:46.626]  You name it, we've been in it.
[01:22:48.117 --> 01:22:48.938]  We don't count, though.
[01:22:48.938 --> 01:22:51.000]  It doesn't matter if I have 15 million listeners a week.
[01:22:51.000 --> 01:22:52.902]  It doesn't matter if I have 3 million a day.
[01:22:52.902 --> 01:22:55.685]  Sunday show's got about a million and a half on AM and FM.
[01:22:55.685 --> 01:22:57.367]  About a half million on the internet.
[01:22:57.367 --> 01:23:00.210]  That's before YouTube, folks.
[01:23:00.210 --> 01:23:02.212]  Millions and millions of views that way.
[01:23:02.212 --> 01:23:03.573]  But no, I don't exist.
[01:23:03.573 --> 01:23:06.756]  Google says that, oh, we're this open, free thing.
[01:23:06.756 --> 01:23:08.939]  People say, well, they're a corporation.
[01:23:08.939 --> 01:23:10.240]  Let them do what they want.
[01:23:10.240 --> 01:23:10.721]  Oh, yeah.
[01:23:11.949 --> 01:23:15.492]  Let Walmart lobby the government to put laws in place so that U.S.
[01:23:15.492 --> 01:23:19.915]  corporations can't operate and build things here so they can have monopolies with the Chinese government leadership.
[01:23:19.915 --> 01:23:23.518]  I have an article about that today.
[01:23:23.518 --> 01:23:24.359]  Raw story.
[01:23:24.359 --> 01:23:36.129]  China blocks Xi web searches after Bloomberg report how the vice president has made $376 million off making people give him contracts basically to be able to operate in the country.
[01:23:37.065 --> 01:23:39.707]  That's just block mail off of all the search engines.
[01:23:39.707 --> 01:23:41.448]  And who helped build that firewall over there?
[01:23:41.448 --> 01:23:43.170]  The Great Firewall of China?
[01:23:43.170 --> 01:23:44.531]  Microsoft.
[01:23:44.531 --> 01:23:47.393]  This is censorship, ladies and gentlemen.
[01:23:47.393 --> 01:23:48.894]  And they don't want you knowing that.
[01:23:48.894 --> 01:23:58.462]  And now Hillary says that Obama is going to sign an executive order, said this a few months ago, got almost no attention, implementing the new treaty.
[01:23:59.420 --> 01:24:04.825]  The new treaty to ban all civilian ownership of firearms under the UN.
[01:24:04.825 --> 01:24:11.390]  Congress ratifies the treaty, and if it violates the Constitution, it's null and void Marbury vs. Madison.
[01:24:11.390 --> 01:24:13.452]  And that's the new thing.
[01:24:13.452 --> 01:24:20.899]  Last year, the ATF said, we will ban 63% of shotguns made in the last decade.
[01:24:21.861 --> 01:24:22.842]  They're bottom-loading.
[01:24:22.842 --> 01:24:28.567]  If you can bottom-load, they can be converted to carry clips, which is on a legitimate sporting function.
[01:24:28.567 --> 01:24:30.048]  That was the ATF announcement.
[01:24:30.048 --> 01:24:31.890]  Guys, type in ATF to ban shotguns.
[01:24:31.890 --> 01:24:34.472]  It'll be their own press release.
[01:24:34.472 --> 01:24:36.534]  They're back this year talking about it.
[01:24:36.534 --> 01:24:38.896]  No judge, no jury, no Congress, no law.
[01:24:38.896 --> 01:24:47.163]  They say shotguns are for sporting only when the Second Amendment's there for defense of your family against tyrants and common criminals.
[01:24:49.161 --> 01:24:53.745]  And by the way, the ATF told gun shops last year to do all this new reporting and stuff that wasn't law.
[01:24:53.745 --> 01:24:55.866]  This is the new model.
[01:24:55.866 --> 01:24:59.789]  Or they just do it.
[01:24:59.789 --> 01:25:06.615]  With executive orders.
[01:25:06.615 --> 01:25:09.557]  Okay, I am going... Guys, I'm getting a feed.
[01:25:09.557 --> 01:25:10.618]  Here, it's the weirdest thing.
[01:25:10.618 --> 01:25:12.059]  I've never gotten a feed like this.
[01:25:12.059 --> 01:25:13.020]  I hear somebody talking in there.
[01:25:15.999 --> 01:25:18.400]  Okay, great, that was blasting.
[01:25:18.400 --> 01:25:31.426]  Alright, I'm going to go ahead and go to your calls, but I mean, there is that news that, oh, we're just going to block you out of the search engine, just altogether you don't exist.
[01:25:31.426 --> 01:25:33.187]  It's the same thing the Communist Chinese do.
[01:25:35.472 --> 01:25:37.013]  And it's like, oh, well, just don't use Google.
[01:25:37.013 --> 01:25:38.314]  Google is the government.
[01:25:38.314 --> 01:25:41.596]  It was funded, it was created by the CIA.
[01:25:41.596 --> 01:25:47.539]  Okay, it spies on you, its whole motto of don't be evil is a sick joke, okay?
[01:25:47.539 --> 01:25:49.340]  People say, well, then don't use it.
[01:25:49.340 --> 01:25:52.102]  It has become the Internet.
[01:25:52.102 --> 01:25:56.725]  It has become the marketplace.
[01:25:56.725 --> 01:25:56.845]  And
[01:25:58.049 --> 01:26:00.052]  They're building all these back doors.
[01:26:00.052 --> 01:26:05.038]  Google has been caught with thousands of trucks driving around Europe and the U.S.
[01:26:05.038 --> 01:26:10.605]  and Canada with masks illegally stealing your passcodes and data.
[01:26:10.605 --> 01:26:12.107]  In fact, folks won't believe that.
[01:26:12.107 --> 01:26:15.652]  Type in Google caught stealing passcodes.
[01:26:17.347 --> 01:26:19.088]  I mean, it was like Reuters AP.
[01:26:19.088 --> 01:26:20.349]  And no one got in trouble.
[01:26:20.349 --> 01:26:22.190]  Because it's a government institution.
[01:26:22.190 --> 01:26:23.851]  The government's spying illegally.
[01:26:23.851 --> 01:26:24.712]  So is Google.
[01:26:24.712 --> 01:26:26.513]  Google, you're a bunch of dirtbags.
[01:26:26.513 --> 01:26:34.038]  Your whole cover of hippies drinking beer and playing pinball at your headquarters, those are your fake front customer service development headquarters.
[01:26:34.038 --> 01:26:39.202]  Your headquarters is at NSA and that new NSA snooping center they're building up by Salt Lake.
[01:26:39.202 --> 01:26:41.823]  You know, that million acre thing.
[01:26:41.823 --> 01:26:43.905]  I mean, that monstrosity or whatever it is.
[01:26:44.944 --> 01:26:47.487]  Oh my God, 100,000 acre, whatever it is.
[01:26:47.487 --> 01:26:49.028]  Just get out of my life!
[01:26:49.028 --> 01:26:53.913]  Get out of my life, you monopoly people!
[01:26:53.913 --> 01:26:55.955]  Let's go to Carl in New Jersey.
[01:26:55.955 --> 01:26:57.056]  You're on the air, Carl.
[01:26:57.056 --> 01:26:58.738]  Go ahead.
[01:26:58.738 --> 01:26:59.358]  Hey, Alex.
[01:26:59.358 --> 01:27:00.779]  Thanks for taking my call, man.
[01:27:00.779 --> 01:27:02.001]  Thank you.
[01:27:02.001 --> 01:27:09.328]  I just wanted to give you my personal experience about how a lot of Americans that I know, they're so brainwashed by the New World Order.
[01:27:10.838 --> 01:27:12.740]  Um, I'm an American.
[01:27:12.740 --> 01:27:13.901]  I'm a convert to Islam.
[01:27:13.901 --> 01:27:16.683]  I've been Muslim for about 12 years.
[01:27:16.683 --> 01:27:17.544]  I'm not Al-Qaeda.
[01:27:17.544 --> 01:27:19.105]  I don't believe in suicide bombing.
[01:27:19.105 --> 01:27:21.087]  I'm a big Ron Paul supporter.
[01:27:21.087 --> 01:27:24.750]  You're not the Al-Qaeda being publicly funded by NATO to take over Libya and Syria?
[01:27:24.750 --> 01:27:25.670]  No, no.
[01:27:25.670 --> 01:27:26.931]  I'm a pretty independent member.
[01:27:26.931 --> 01:27:28.593]  I love Ron Paul.
[01:27:28.593 --> 01:27:29.513]  I love freedom and liberty.
[01:27:29.513 --> 01:27:32.416]  I just want to live my life and, you know, just be left alone.
[01:27:33.166 --> 01:27:36.188]  Sounds pretty evil.
[01:27:36.188 --> 01:27:42.093]  So a lot of Americans that I know that are Muslim, that they know that I'm Muslim, right?
[01:27:42.093 --> 01:27:54.744]  So when I try to talk to them and teach them about the Federal Reserve, the income tax, the IRS, the CFR, the Bilderberg, pretty much your message and Ron Paul's message put together.
[01:27:54.744 --> 01:28:00.809]  I swear to God, these people literally tell me to shut up and stop preaching to them
[01:28:01.624 --> 01:28:07.128]  by Muslim or the Muslim propaganda that this is all this information is coming from Muslims.
[01:28:07.128 --> 01:28:08.289]  Listen, here's the deal.
[01:28:08.289 --> 01:28:18.157]  It's fun to be, for fifty years we've been taught all Muslims are the devil, and in all these Hollywood movies the bad guy's a Muslim and all this, and the good guy takes them out.
[01:28:18.157 --> 01:28:24.221]  And so, you know, the real Al-Qaeda actually killing people, that's globalist run on record.
[01:28:24.221 --> 01:28:26.263]  That's even in Fox News now.
[01:28:26.263 --> 01:28:27.684]  That's supposed to be ignored though.
[01:28:27.684 --> 01:28:28.744]  It's the fun
[01:28:29.645 --> 01:28:41.779]  ...of feeling superior and saying that you're bad is what matters to them and they like it on CNBC when they say, foreign banks rule you, you're a slave to global government.
[01:28:41.779 --> 01:28:48.346]  They're like, oh I like a foreign banker taking money out of my bank account with Baker Bailout, I like that.
[01:28:48.346 --> 01:28:50.508]  That's fun to be a slave to foreign banks.
[01:28:51.109 --> 01:28:53.070]  But how dare anybody talk about it?
[01:28:53.070 --> 01:28:57.492]  I want the foreign banks to take all my money and to destroy my life.
[01:28:57.492 --> 01:28:59.172]  But remember, those people never count.
[01:28:59.172 --> 01:29:01.694]  Let them sit there.
[01:29:01.694 --> 01:29:16.120]  You've heard Alex explain how the Silver Lungs Generator infuses the respiratory system with your self-produced colloidal silver solutions, yet many are unaware of the entire function of the Silver Lungs System and how it has been designed to deliver your silver solutions anywhere in or on the body.
[01:29:17.153 --> 01:29:21.835]  My name is Mario Cifaldi and I'm the developer of the Silver Lungs Generator.
[01:29:21.835 --> 01:29:34.600]  Not only does the Silver Lungs System produce endless colloidal and ionic silver solutions, it also comes equipped with the proper applicators and devices needed to deliver your silver solutions directly to key target areas.
[01:29:34.600 --> 01:29:41.863]  This includes the eyes, ears, nose, lungs, topically to the skin, and orally for the digestive system.
[01:29:42.563 --> 01:29:52.936]  Be sure to watch our new 7-minute video tour of the Silver Lungs System at www.SilverLungs.com to learn more about how the Silver Lungs System works.
[01:29:52.936 --> 01:29:56.861]  As well, we are always ready to answer any questions you may have.
[01:29:56.861 --> 01:29:59.985]  That's www.SilverLungs.com
[01:30:00.606 --> 01:30:04.990]  For a long time, you've heard me talk about building your own food supply with eFoods Direct.
[01:30:04.990 --> 01:30:09.034]  As a listener, you know why you need to have a supply of the best storable food on the planet.
[01:30:09.034 --> 01:30:13.037]  Every day, we document the attempts to take control of our lives.
[01:30:13.037 --> 01:30:15.259]  But there's one thing we can all control.
[01:30:15.259 --> 01:30:16.781]  Your greatest dependency.
[01:30:16.781 --> 01:30:17.081]  Food.
[01:30:17.501 --> 01:30:25.030]  eFoods Direct products are made with only the best ingredients and none of the trash and contaminants like trans fats, GMOs, or MSG.
[01:30:25.030 --> 01:30:27.573]  This food is nutrient dense and tastes great.
[01:30:27.573 --> 01:30:31.518]  It's simple to make, portable, and has a shelf life of up to 25 years.
[01:30:31.518 --> 01:30:35.082]  Now with eFoods Direct, you'll get the most affordable, best tasting food you can buy.
[01:30:35.382 --> 01:30:38.004]  And the new products and pricing will blow you away.
[01:30:38.004 --> 01:30:42.848]  Compared to other food sources, including home-cooked meals, you can cut your food cost in half.
[01:30:42.848 --> 01:30:44.829]  You just can't afford to ignore this.
[01:30:44.829 --> 01:30:50.473]  Call 800-409-5633 or go to efoodsdirect.com forward slash Alex for specials.
[01:30:50.473 --> 01:30:52.014]  Don't let this offer pass you by.
[01:30:52.014 --> 01:30:54.036]  Call 800-409-5633 or efoodsdirect.com forward slash Alex.
[01:30:54.036 --> 01:30:55.317]  More the best, for less guaranteed.
[01:31:00.407 --> 01:31:05.909]  Sick of the globalist eugenicist control freaks adding poison to your water and laughing as you get sick and die?
[01:31:05.909 --> 01:31:08.330]  Start purifying your water with ProPure.
[01:31:08.330 --> 01:31:17.434]  My friends, I've done a lot of research and the best gravity filter out there bar none is ProPure and it's available discounted at InfoWars.com.
[01:31:17.434 --> 01:31:20.875]  Its filters are silver impregnated to prevent bacterial growth.
[01:31:20.875 --> 01:31:22.556]  There's no priming required.
[01:31:22.556 --> 01:31:24.837]  It's NSF 42 certified.
[01:31:24.837 --> 01:31:27.278]  Optional fluoride filters can reduce fluoride up to
[01:31:27.818 --> 01:31:28.098]  95%.
[01:31:28.098 --> 01:31:29.919]  Easy to set up and use.
[01:31:29.919 --> 01:31:31.339]  Doesn't require electricity.
[01:31:31.339 --> 01:31:34.520]  Purify water from lakes, streams, ponds, and wells.
[01:31:34.520 --> 01:31:37.901]  This filter system leaves in beneficial minerals, which is key.
[01:31:37.901 --> 01:31:42.023]  Save money by not buying bottled water and avoid BPA that leaches from the plastic.
[01:31:42.023 --> 01:31:44.764]  ProPure is the best gravity-fed filter out there.
[01:31:44.764 --> 01:31:46.344]  It's what my family uses.
[01:31:46.344 --> 01:31:55.207]  Infowars.com already has the lowest price on ProPure, but if you add the promo code WATER at checkout, you get an additional 10% off at Infowars.com.
[01:31:55.487 --> 01:32:00.289]  You can also call to order 888-253-3139.
[01:32:00.289 --> 01:32:05.750]  American gardeners and fellow Patriots make the right choice with your money, time, and your family food supply.
[01:32:05.750 --> 01:32:10.932]  Choose 100% pure heirloom seeds in the Survival Seed Vault from MyPatriotsupply.com.
[01:32:10.932 --> 01:32:11.932]  Why spend more?
[01:32:11.932 --> 01:32:19.955]  The Survival Seed Vault from MyPatriotsupply.com is only $37.95 and includes 20 varieties of pure, hardy, easy to grow heirloom seeds.
[01:32:19.955 --> 01:32:20.495]  Yes, only $37.95.
[01:32:20.495 --> 01:32:21.415]  That's 70% less than our competitors.
