[00:00.000 --> 00:18.000]  Crashing through the lies and disinformation it's Alex Jones on the GCN radio network
[01:17:41.320 --> 01:17:47.400]  is essential, in my view, to any optimum health regimen. Stock up on Survival Shield X2 Today
[01:17:47.400 --> 01:17:54.120]  at InfowarsLife.com or by calling 888-253-3139. Hey everyone,
[01:17:54.120 --> 01:17:58.200]  pharmacist Ben Fuchs here, host of the Bright Side, and as many of you know, I'm on a mission to
[01:17:58.200 --> 01:18:03.000]  help Americans get and stay healthy. You've all heard the shocking statistics, despite spending
[01:18:03.000 --> 01:18:08.040]  trillions of dollars in health care nearly $10,000 per man, woman, and child in this country,
[01:18:08.040 --> 01:18:13.160]  obesity, diabetes, cancer, heart disease, and autoimmune illnesses are rampant. One out of three
[01:18:13.160 --> 01:18:17.240]  or four people is dealing with some kind of health challenge, and everyone knows at least one person
[01:18:17.240 --> 01:18:21.240]  with a degenerative disease. If you are dealing with a health challenge, or if you're healthy and
[01:18:21.240 --> 01:18:25.240]  want to maintain your vigor and longevity, and you're looking for a convenient, easy way to
[01:18:25.240 --> 01:18:30.120]  incorporate nutritional raw materials into your day-to-day lives to guarantee that your body is
[01:18:30.120 --> 01:18:35.000]  getting the fundamental nutrients, the 90 essential vitamins, minerals, fats, and amino acids it needs
[01:18:35.000 --> 01:18:41.080]  to do its healing work, you need to check out InfowarsTeam.com. Give your body the gift of
[01:18:41.080 --> 01:18:46.840]  good nutrition. Head over to InfowarsTeam.com. Your body will be very grateful. On the web
[01:18:46.840 --> 01:18:59.720]  at InfowarsTeam.com. That's InfowarsTeam.com. You're listening to the Alex Jones show.
[01:19:09.640 --> 01:19:15.720]  We now take you live to the Central Texas Command Center in the heart of the Resistance.
[01:19:15.720 --> 01:19:26.600]  You're listening to the Alex Jones show.
[01:19:37.880 --> 01:19:42.600]  Now here's a clip of Donald Trump from the convention saying Americanism, not globalism,
[01:19:42.600 --> 01:19:51.320]  will be our credo. That is total anti-New World Order. That is like high noon to a vampire,
[01:19:51.320 --> 01:19:56.120]  and then of course the clip of him a month ago saying that the era of Americans surrender on
[01:19:56.120 --> 01:20:01.720]  trade is over. Hillary Clinton is the communist spy of China. Notice that speech was not aired
[01:20:01.720 --> 01:20:06.840]  anywhere, but they can't block him when he gives a convention speech. That's why he's up so many
[01:20:06.840 --> 01:20:11.560]  points right now, way ahead of Hillary in so many polls. My big concern is stolen election.
[01:20:11.560 --> 01:20:17.240]  Here's their problem. Trump isn't going to roll over. Trump knows she's crooked, Hillary. He knows
[01:20:17.240 --> 01:20:22.360]  they just stole it from Sanders. Americans know that just happened. If they miscalculate and
[01:20:22.360 --> 01:20:28.440]  steal this from Donald J. Trump, what do we do? Stone's got a plan to counter it. We're going
[01:20:28.440 --> 01:20:34.680]  to talk to him in a moment about that, but first the clip. Americanism, not globalism, will be our
[01:20:34.680 --> 01:20:42.440]  credo. We have to no longer surrender this country or its people to the false song of globalism.
[01:20:42.440 --> 01:20:49.960]  The era of economic surrender will finally be over. Oh my god. Ladies and gentlemen, Trump's
[01:20:49.960 --> 01:20:54.280]  for real. I could just tell you 100%. So's Nigel Faraz met with him privately. I'm just going to
[01:20:54.280 --> 01:20:58.120]  stop right there. None of this was even off record, but I'm just going to leave all this stuff off
[01:20:58.120 --> 01:21:04.040]  record. The point is Trump is 100% for real, putting his life on the line. If you don't
[01:21:04.040 --> 01:21:08.040]  back him with the Democrat and Republican party against him and all these foreign governments
[01:21:08.040 --> 01:21:14.040]  and the Chinese communists and this corrupt communist pope, shame on you. I'm going to tell
[01:21:14.040 --> 01:21:17.160]  you a point blank. It's not about the money. We need money to operate, obviously, but
[01:21:18.440 --> 01:21:21.960]  to see a third of the people on the street in Cleveland wearing Hillary's prison shirts shook
[01:21:21.960 --> 01:21:26.200]  up the globalist. It was a huge story. I want to see them a few months before the election
[01:21:26.200 --> 01:21:31.080]  because we've got the factories that can do it. Everyone to be wearing Clinton rape shirts.
[01:21:31.080 --> 01:21:37.480]  Look at the New York Times. We can put the tweet up showing dozens and dozens of t-shirts and a
[01:21:37.480 --> 01:21:44.680]  two page spread saying photos of t-shirts. New York Times publishes t-shirts from RNC
[01:21:44.680 --> 01:21:48.760]  and leaves out Hillary for prison t-shirt. And they wonder why they're dying.
[01:21:50.040 --> 01:21:54.920]  They put all these milk toast things up. The New York Times is a shadow of itself.
[01:21:54.920 --> 01:22:01.640]  It's owned by a Mexican kingpin. It's bankrupt. Only the guy made billions off Obama phones
[01:22:01.640 --> 01:22:07.240]  and then he shovels it back into this scam. He owns it like, you know, some head. He's got
[01:22:07.240 --> 01:22:12.040]  mounted on the wall. The New York Times. What a joke. All right. I'm all over the map here at
[01:22:12.040 --> 01:22:15.000]  Stone. I want to get into the big question. I want to do it the next segments. We have plenty
[01:22:15.000 --> 01:22:20.040]  of time. Let's get into what do we do if they still the election next segment. Right now,
[01:22:20.040 --> 01:22:25.880]  let's get back to the spin, the media, Washerman Schultz, the emails proving what you said that
[01:22:25.880 --> 01:22:33.480]  they ran the, what you said they ran the anti-Trump protest, blamed it on Sanders. It's all there.
[01:22:33.480 --> 01:22:37.720]  They stole the election. They put the super delegates in. This is so sensational.
[01:22:41.160 --> 01:22:45.640]  Yeah, it's extraordinary, Alex. I mean, I'm very, going to be very interested to see if the
[01:22:45.640 --> 01:22:51.960]  mainstream media, particularly some of the cable networks function as a fact checker
[01:22:52.680 --> 01:22:58.440]  for the Trump campaign as they functioned as a fact checker for the Clinton campaign. I mean,
[01:22:58.440 --> 01:23:04.280]  it was extraordinary to see at least two the networks go through Trump's speech or speeches
[01:23:04.280 --> 01:23:09.560]  by others and say, well, this isn't true. Ben Gazi. She's not responsible for Ben Gazi.
[01:23:09.560 --> 01:23:15.240]  Everything's great at the Veterans Administration. Just absurdities. So it'll be very interesting
[01:23:15.240 --> 01:23:22.520]  to see if the mainstream media plays the same role in Philadelphia as they did in Cleveland.
[01:23:23.560 --> 01:23:30.840]  But I think we already know the answer. The Trump pens ticket is an intrinsically stronger ticket.
[01:23:30.840 --> 01:23:37.880]  And for those who have may have bought the Trump doesn't get it. I mean, his speech was an all
[01:23:37.880 --> 01:23:45.000]  out call for nationalism, for American sovereignty. But it was also unity, like, hey, we're going to
[01:23:45.000 --> 01:23:49.640]  back off churches. You have free speech. We're not going to harass the gays anymore. And it was
[01:23:49.640 --> 01:23:54.280]  all so fair. It had everybody coming together. Talk about a unifier. My God, this guy's awesome.
[01:23:54.280 --> 01:24:03.080]  Well, actually, and it's interesting that that line where he said that he would protect the LGBTQ
[01:24:03.080 --> 01:24:08.680]  community, he then ad libs a line that's not in the prepared text in which he said,
[01:24:08.680 --> 01:24:15.880]  as a Republican, I'm very happy that that got all those applause in essence. He said, thank you.
[01:24:15.880 --> 01:24:21.880]  He said, thank you. Yeah. So I mean, look, Trump is the more tolerant candidate. Hillary will not
[01:24:21.880 --> 01:24:30.440]  protect gay people, Hispanics, Asians, African Americans, all Americans from Islamic terrorism.
[01:24:30.440 --> 01:24:35.880]  She doesn't even admit that it exists. You and I both know they're burning churches in Egypt.
[01:24:35.880 --> 01:24:41.640]  They're burning Christians across the region. But, you know, we're more interested in covering
[01:24:41.640 --> 01:24:46.840]  since you raised this, I had to pinch myself. They've banned the white and the red, white and blue
[01:24:46.840 --> 01:24:52.120]  of the Democratic event in the sections because white is evil. And now all over the news, including
[01:24:52.120 --> 01:24:57.960]  Reuters, they will not in an AP you name it, they will not say the name Ali BBC scrubs Ali from
[01:24:57.960 --> 01:25:03.640]  unit killers name as he screamed Allah Akbar. And as ISIS takes responsibility, we've reached a new
[01:25:03.640 --> 01:25:09.160]  level where the BBC won't even say terrorism now. What are they? What is this stone? I mean, this is
[01:25:09.160 --> 01:25:14.920]  crazy. Well, censorship, you've been talking about for this time for this about this for some time.
[01:25:15.800 --> 01:25:21.880]  The leftist and the establishment are hysterical about the rise of Trump. And therefore, we're
[01:25:21.880 --> 01:25:31.000]  now going to resort to censorship or smears. I have to mention the entire sequence of events
[01:25:31.000 --> 01:25:36.600]  with the young Turks, I mean, the young Turks, particularly this fat Turk sinkhole or whatever
[01:25:36.600 --> 01:25:41.640]  his name is, let's be very clear. We did not crash their show. I would never do that.
[01:25:42.520 --> 01:25:45.800]  By the way, by the way, stay right there because I want to, I mean, I need to be able to roll the
[01:25:45.800 --> 01:25:48.600]  video of this and stuff. And I want to be able to walk through this for our listeners are like,
[01:25:48.600 --> 01:25:50.840]  what are we talking about? Why don't you set the table?
[01:25:51.720 --> 01:25:56.440]  Yeah, this is very simple. We were in the media center, you and I were doing several radio
[01:25:56.440 --> 01:26:02.200]  interviews together. We had had a great interview with Jonathan Alter, who is a former time
[01:26:02.200 --> 01:26:08.440]  reporter now on Sirius, who's a real establishment figure, a liberal, very good guy, smart guy,
[01:26:08.440 --> 01:26:14.520]  just incorrect on a lot of things. But fair, we had a spirited debate. And we had people hundreds
[01:26:14.520 --> 01:26:20.680]  of booths begging us, begging us to be in their deals. But nobody was spitting on anybody. Then
[01:26:20.680 --> 01:26:26.520]  we're walking down the hallway. And I hear a producer for the young Turks asked you to come
[01:26:26.520 --> 01:26:32.600]  on the set, show you've been a guest on a number of times, it would be good TV, you go up on the
[01:26:32.600 --> 01:26:38.680]  set. I'm kind of holding back kind of just off camera is I'm sensing maybe this is a setup.
[01:26:39.240 --> 01:26:44.120]  And suddenly this fat Turk goes absolutely insane. Now he's not the sharpest tool in the shed.
[01:26:44.840 --> 01:26:49.560]  But this was a setup. They grab your microphone, then they demand that you leave.
[01:26:49.560 --> 01:26:52.760]  Yeah, they wouldn't let me listen. Well, let me have it. And I'll leave. And they start saying,
[01:26:52.760 --> 01:26:57.080]  we're going to hurt you and spitting on me. And then I went, whoa. And by then they said,
[01:26:57.080 --> 01:27:00.280]  stone, get off our stage, you're like 20 feet away going, what?
[01:27:01.000 --> 01:27:05.480]  Yeah, I wasn't on their stage. But the best part is the stage, it's a freaking hangar,
[01:27:05.480 --> 01:27:08.280]  you know, a huge building just everywhere. Stets everywhere. You're like, what?
[01:27:08.840 --> 01:27:13.560]  Yeah, the best part is, is that Saint keeps yelling, you're a liar, stone, you're a liar.
[01:27:13.560 --> 01:27:18.280]  Everything you've written is a lie. Everything you say is a lie. I say, what have I lied about?
[01:27:18.280 --> 01:27:23.560]  And he says, Elliot Spitzer, does he not read the news? What part is wrong?
[01:27:23.560 --> 01:27:27.960]  Did Spitzer liked hookers or did he like to choke hookers? Only a month ago,
[01:27:27.960 --> 01:27:32.760]  the New York Post in the Daily News reported that a woman in a New York hotel called the police
[01:27:32.760 --> 01:27:37.800]  because she said Elliot Spitzer tried to choke her. By the way, he's been convicted of all this
[01:27:37.800 --> 01:27:41.800]  hooker stuff. It's in the newspaper. What you said, he says, that's why you're discredited.
[01:27:41.800 --> 01:27:46.840]  It's like Roger Stone said that Abraham Lincoln was a Republican. He's discredited.
[01:27:46.840 --> 01:27:51.640]  Technically, he hasn't been convicted. That's exactly the point. He was never meant for the
[01:27:51.640 --> 01:27:58.600]  earlier hooker stuff. I'll say that. $19.4 trillion in debt. We have added $1.1 trillion
[01:27:58.600 --> 01:28:05.640]  year to the national debt under Obama. In 2006, US Senator Barack Obama boldly declared that
[01:28:05.640 --> 01:28:11.240]  increasing America's debt weakens us domestically and internationally. That was one of the truest
[01:28:11.240 --> 01:28:17.640]  things that he ever said. But now the US debt is sitting at a grand total of $19.4 trillion.
[01:28:18.440 --> 01:28:24.200]  When he first entered the White House, our federal government was only $10.6 trillion in debt.
[01:28:24.200 --> 01:28:31.240]  That means that we have added an average of $1.1 trillion a year to the national debt under Obama.
[01:28:31.240 --> 01:28:36.360]  Obama will be the first president in all US history to not have a single year when the
[01:28:36.360 --> 01:28:43.160]  US economy grew by 3% or better. Unfortunately, this Ponzi scheme cannot go on forever and a day
[01:28:43.160 --> 01:29:11.160]  of reckoning is coming. I'm Ashley Beckford reporting. Read the full article at infowars.com.
[01:29:11.160 --> 01:29:16.760]  Infowarslife.com is excited to announce that we can bring you our most bioactive, powerful form
[01:29:16.760 --> 01:29:22.360]  of B12 that has been developed with our exclusive perfected process. Secret 12 is a binary of
[01:29:22.360 --> 01:29:28.280]  nutrimental grade, bioavailable, coenzyme forms of B12, methylcobalamin, the same kind used in
[01:29:28.280 --> 01:29:33.960]  B12 injections, and adenosylcobalamin. Secret 12 is simply taken by mouth, right on the tongue,
[01:29:33.960 --> 01:29:39.640]  and then swallowed. No needles, no injections. Don't take my word for it. Try it for yourself.
[01:29:39.640 --> 01:29:45.080]  Discover the Secret. Secret 12. Secure your revolutionary Secret 12 formula right now
[01:29:45.080 --> 01:29:51.960]  at infowarslife.com or call 888-253-3139. Infowarslife. Secret 12.
[01:29:53.240 --> 01:29:57.400]  Over the years, there have been a lot of powerful advancements in the field of science and
[01:29:57.400 --> 01:30:03.000]  nutraceuticals. Young Jevity integrates years of scientific research into creating fantastic
[01:30:03.000 --> 01:30:08.600]  products like Beyond Tangy Tangerine, plant-derived minerals, and much more. Young Jevity also offers
[01:30:08.600 --> 01:30:13.160]  you an ingenious way to augment your income, and the best part, you'll be helping your friends
[01:30:13.160 --> 01:30:19.240]  and family along the way. Visit infowarsteam.com today. Become a member. It discounts on the
[01:30:19.240 --> 01:30:23.640]  amazing products and free shipping when you sign up for auto-ship, and you're able to promote the
[01:30:23.640 --> 01:30:28.040]  products to friends and family and neighbors in your community, and make money while helping
[01:30:28.040 --> 01:30:32.440]  people at the same time. Another win-win. That's why I'm a member of the Young Jevity team at
[01:30:32.440 --> 01:30:39.080]  infowarsteam.com, and you can be too. It's simple. Just go to infowarsteam.com today. Complete a
[01:30:39.080 --> 01:30:44.040]  short sign up, and you're part of the team. That's infowarsteam.com or infowarshealth.com.
[01:30:44.040 --> 01:30:48.440]  So many people call into my radio show and tell me how Young Jevity and the products at infowars
[01:30:48.440 --> 01:31:04.440]  team.com have changed their lives. Check it out for yourself today.
[01:31:18.440 --> 01:31:36.840]  You're listening to The Alex Jones Show. I'm your host, Alex Jones. Thank you so much for joining us on
[01:31:36.840 --> 01:31:47.240]  Stations Across the Country. We were getting into what happened at the RNC. I would have
[01:31:47.240 --> 01:31:54.280]  the speeches I was giving, the thousands of people I would have, comedians from Adult Swim,
[01:31:54.280 --> 01:31:57.800]  charge the stage and start fights. I just bring them up. I would have, you know,
[01:31:57.800 --> 01:32:03.320]  Ann Coulter jumping on a show I was on. It didn't matter. But then I'm like, hey, come on the show
[01:32:03.320 --> 01:32:09.320]  as I'm walking down through Media Robe, a huge building next to the RNC event, just full of,
[01:32:09.320 --> 01:32:14.040]  I mean, I'm talking 300, 400 TV radio stations. More shows you could do all day. You could kill
[01:32:14.040 --> 01:32:18.120]  yourself in there. And I'm wandering by and some producer waves is over. I got to do some other
[01:32:18.120 --> 01:32:22.760]  interviews. So I do them. I come back by and then they're doing the show. I see they're on break.
[01:32:22.760 --> 01:32:27.160]  They're not talking. I'm a media guy. I see people sitting there not talking. I go, hey,
[01:32:27.160 --> 01:32:32.200]  what's going on guys? Hey, and then they got kind of friendly. And as soon as they go live,
[01:32:32.200 --> 01:32:36.520]  the person I believe, they'll look the same. It's all like the trendy guys that run it.
[01:32:37.320 --> 01:32:42.680]  Same suits, same hairstyle, everything goes Alex Jones is taking over. Alex Jones is almost
[01:32:42.680 --> 01:32:45.640]  said, I'm going to beat you up and start spitting in my face and attacking me.
[01:32:46.680 --> 01:32:50.120]  And they start going, Roger Stone, you're not taking over. And Roger Stone is like 20 feet away.
[01:32:50.120 --> 01:32:55.480]  And Roger Stone goes, what are you talking about? So again, it's not about the young turds or the
[01:32:55.480 --> 01:32:59.560]  young Trigley Puffs or any of this. It's about their disinformation, how they were on the Google
[01:32:59.560 --> 01:33:04.680]  YouTube stage that admits they work with the White House. And how as soon as our live videos went
[01:33:04.680 --> 01:33:10.200]  up, they took them down in real time. Since we made a big deal about it, they put them back up.
[01:33:10.200 --> 01:33:15.480]  But I want to digress into, they steal the election. We've seen them steal it from Bernie
[01:33:15.480 --> 01:33:21.720]  Sanders. Will there be a big revolt against that? And so much more. But putting bookends on this,
[01:33:21.720 --> 01:33:24.520]  while you talk about it, we're going to roll some footage for TV viewers,
[01:33:24.520 --> 01:33:28.280]  WashingtonInfoWars.com, forward slash show of what actually happened, Roger Stone.
[01:33:29.400 --> 01:33:34.600]  Yeah, look, I don't want to belabor this. But to be very clear, it's not that Elliot
[01:33:34.600 --> 01:33:40.200]  Spitzer was ever convicted. In fact, that's precisely the problem. He violated the Mann Act,
[01:33:40.200 --> 01:33:45.480]  taking a prostitute across eight state lines. Some liberals say, well, the Mann Act is never
[01:33:45.480 --> 01:33:52.760]  enforced. Actually, a New York state Supreme Court justice was convicted of two 15 years in jail
[01:33:52.760 --> 01:33:58.920]  for violating the Mann Act, the exact same year that Spitzer did only months before. He isn't
[01:33:58.920 --> 01:34:04.280]  convicted because he was wealthy and connected. If he were black and poor, he'd be in jail right
[01:34:04.280 --> 01:34:11.720]  now. As far as his both patronizing and choking hookers, one month ago, a prostitute called the
[01:34:11.720 --> 01:34:17.640]  police from a New York hotel and said that Elliot Spitzer had tried to choke her. The police showed
[01:34:17.640 --> 01:34:24.760]  up. He had already fled the scene of the crime. She had marks on her neck. They went looking for him.
[01:34:25.480 --> 01:34:31.640]  Then subsequently, she fled the country that very night back to Russia. Nobody to question
[01:34:31.640 --> 01:34:37.960]  no crime. And last week was announced that Spitzer is suing her presumably to get the payoff back.
[01:34:37.960 --> 01:34:44.680]  So I don't know what St. is talking about. This guy is a criminal. He's just not convicted,
[01:34:44.680 --> 01:34:50.760]  but he's violated the law of all things to yell at. He didn't tell me I was lying about LBJ,
[01:34:50.760 --> 01:34:55.800]  which of course I'm not, or about Donald Trump. So look, the guy doesn't know anything. I watched
[01:34:55.800 --> 01:35:02.600]  him on TV. He's inarticulate. It's all rote name calling. You see, this is the classic tactic of
[01:35:02.600 --> 01:35:07.720]  the left. Stone, you're a liar. You're a liar. They don't want to refute the facts because the
[01:35:07.720 --> 01:35:11.240]  liberals can't. Okay. Well, I'm just going from memory. I don't pay attention to a lot of New
[01:35:11.240 --> 01:35:17.400]  York politics, but listen, listen, listen, fix it because you know how this is. The, the, the,
[01:35:17.400 --> 01:35:24.280]  the penny wasted media matters for America. We get their panties in a twist about, you know,
[01:35:24.280 --> 01:35:28.600]  these arcane subjects. So it was sure, but I'm just going from memory, Roger. Didn't, didn't,
[01:35:28.600 --> 01:35:32.360]  didn't he, I know he wasn't convicted for this, but didn't he get in trouble for the stuff before
[01:35:32.360 --> 01:35:37.160]  he resigned as per governor over it. So he, but that's exactly the point. He should have been
[01:35:37.160 --> 01:35:45.320]  prosecuted, but he wasn't because he's a wire. Uh, the madams who provided hookers for him,
[01:35:45.320 --> 01:35:51.560]  they went to jail. So well, my big problem with him is, didn't he put a law in place
[01:35:51.560 --> 01:35:56.440]  to take the cars of Johns while he was seeing hookers every day? Exactly. So real issue.
[01:35:56.440 --> 01:36:00.600]  But listen, this is all a distraction. Why did he say you were on his stage?
[01:36:00.600 --> 01:36:06.440]  Most of its radio stopped taking over your 20 feet away in a hallway. And then, I mean,
[01:36:06.440 --> 01:36:10.680]  I'm, I'm, there's so much bigger fish to fry, but it's just crazy. Well, the bigger news,
[01:36:10.680 --> 01:36:16.280]  of course, is the self-immolation of Ted Cruz. I mean, Ted Cruz has a golden opportunity
[01:36:16.280 --> 01:36:24.200]  and he muffs it. 1964, Barry Goldwater was the nominee. Nelson Rockefeller took a powder,
[01:36:24.200 --> 01:36:29.160]  wouldn't endorse him. George Romney, Mitt's father takes a powder, wouldn't endorse him.
[01:36:29.160 --> 01:36:34.200]  Governor Williams, here in Pennsylvania, he splits to, he won't endorse it. Richard Nixon
[01:36:34.200 --> 01:36:39.720]  sees only opportunity. He not only endorses Goldwater, he introduces him to the convention
[01:36:39.720 --> 01:36:44.280]  for his acceptance speech. And then he hits the road and campaigns for the Goldwater Miller
[01:36:44.280 --> 01:36:52.360]  ticket in 38 states, more than Barry himself. Four years later, when Goldwater lost, and I
[01:36:52.360 --> 01:37:00.520]  don't expect Trump to lose, but to go out the, to follow out the analogy, Nelson Rockefeller is
[01:37:00.520 --> 01:37:07.480]  persona non-gratis, negrada, Barry Goldwater, Bill Buckley, John Tower, Harold Curtis, the giants
[01:37:07.480 --> 01:37:12.840]  of the conservative movement. They're not for Ronald Reagan in 1968. They're for Richard Nixon,
[01:37:12.840 --> 01:37:19.320]  because he was a party loyalist in the party's greatest battle. Ted Cruz could have been a hero
[01:37:19.320 --> 01:37:28.840]  here. Instead, he is so self-absorbed. He is so obtuse about how he looks. He stabbed Donald
[01:37:28.840 --> 01:37:33.640]  Trump right in the back. It was one of the most duplicitous things I've ever seen in American
[01:37:33.640 --> 01:37:39.560]  politics. Let me be clear. The Hill reported on this. He's going to have a primary in Texas.
[01:37:39.560 --> 01:37:46.120]  We're going to find a candidate who is a true constitutionalist and not an egomaniac globalist
[01:37:46.120 --> 01:37:51.320]  who's taking a million dollar plus illegal loans from Citibank and Goldman Sachs.
[01:37:53.240 --> 01:37:56.440]  Speaking of that, I want to come back and talk about what happens if I try to steal the election
[01:37:56.440 --> 01:38:00.280]  from Trump. You have a plan to counter it. But here's one of the senior congressmen from Texas,
[01:38:01.560 --> 01:38:07.000]  Congressman Carter, I talked to at the airport flying out Friday. This is his views on Cruz,
[01:38:07.000 --> 01:38:11.480]  not being a Texan. He should go back to Canada. Well, we were sitting here about to board our
[01:38:11.480 --> 01:38:16.840]  flight and it's Congressman Carter from the great state of Texas. Sir, you are actually a real
[01:38:16.840 --> 01:38:22.600]  Carter Texan, meaning you're actually from there. What is your view over all of what Ted Cruz did?
[01:38:22.600 --> 01:38:29.640]  Oh, well, first and foremost, he calls himself a Texan. He does keep his word. That's intolerable.
[01:38:30.280 --> 01:38:36.040]  Texans keep their word even if they're hurt, even if it hurts them, because that's who we are.
[01:38:36.040 --> 01:38:42.280]  It breaks my heart that he's a Texas senator and didn't keep his word. I heard it from a little bird
[01:38:42.280 --> 01:38:46.360]  that when he didn't keep his word, you had something to say. I got kind of whiplistic,
[01:38:46.360 --> 01:38:52.440]  but I've calmed down now. So should Ted Cruz maybe just go be a congressman in on a look?
[01:38:52.440 --> 01:38:58.280]  Well, he's acting more like a Canadian than a Texan. Thank you, sir. Have a good one. Do you
[01:38:58.280 --> 01:39:07.960]  have any comment? All right, folks. That's infowars.com on the job. infowars.com. By the way,
[01:39:07.960 --> 01:39:12.600]  you can read it in Politico. You can read it in the Hill. Myself and Roger Stone with a little
[01:39:12.600 --> 01:39:17.560]  Trump juice. We're coming after that fake Texan, okay? All hat, no cattle.
[01:39:20.360 --> 01:39:25.320]  And it's not about a vendetta against Cruz, but he and Beck are just such slime bags. Beck now goes
[01:39:25.320 --> 01:39:30.760]  on ABC News, CBS News, you name it, and says vote for Hillary. I mean, how in the hell could anybody
[01:39:30.760 --> 01:39:36.520]  put up with this? Yeah, look, Glenn Beck is unfortunately irrelevant. A more important
[01:39:36.520 --> 01:39:42.760]  point here, Alex, is that the Republicans had a very successful convention and Trump
[01:39:43.960 --> 01:39:51.080]  really crystallized the stakes in this election. These reporters saying it's too dark. These are
[01:39:51.080 --> 01:39:56.520]  apocalyptic times and they call, you know, dark times all for dark rhetoric. We have dark choices,
[01:39:56.520 --> 01:40:01.960]  stark choices, I should say. So I feel very good. I think Trump will be a couple points ahead.
[01:40:01.960 --> 01:40:06.760]  Let's move to the most important point here. Yes, we are going to have to be vigilant about
[01:40:06.760 --> 01:40:14.440]  voter fraud. I read a terrific study by Richard Charnett, who's a math, retired mathematician,
[01:40:14.440 --> 01:40:18.600]  a brilliant guy, a liberal, by the way. Stay there. Stay there. I'm gonna give you the
[01:40:18.600 --> 01:40:22.920]  form. We come back. What is the final legs of the race? What are the dirty tricks? How do we
[01:40:22.920 --> 01:40:28.360]  counter fraud? They've stolen it from Sanders. Will the Sanders people try to stand up for the vote
[01:40:28.360 --> 01:40:34.920]  in America? Or are we bad to even say there was ever even voting? If you ever wanted a great deal
[01:40:34.920 --> 01:40:39.480]  on a powerful solar generator, but we're waiting for an outrageously low price, you are not going
[01:40:39.480 --> 01:40:44.600]  to want to miss this important message. Here's why. My friends, we already see major power grid
[01:40:44.600 --> 01:40:49.320]  problems, and it's getting worse. So please listen. Solar generators really do provide
[01:40:49.320 --> 01:40:54.040]  lifesaving electrical power. And unlike gas generators, solar generators run silently,
[01:40:54.040 --> 01:40:59.160]  emit no fumes or gases, and produce electricity from the sun. Whether it's dangerous summer storms,
[01:40:59.160 --> 01:41:04.040]  blackouts, intensifying civil unrest, you're not going to have to suffer through it like the rest
[01:41:04.040 --> 01:41:08.200]  of the sheep. And here's the best news if you want to get one this week. Solutions from Science
[01:41:08.200 --> 01:41:13.720]  has a big sale on their fast charge solar generators, and they're giving away a couple thousand
[01:41:13.720 --> 01:41:18.920]  dollars worth of off the grid gear in addition to the low price for infill wars listeners. So it's
[01:41:18.920 --> 01:41:24.760]  a good time to check it out. Go to gridwars.com. That's gridwars.com. It's a great opportunity
[01:41:24.760 --> 01:41:30.600]  to generate maximum electricity with minimum money. Go to gridwars.com. That's gridwars.com.
[01:41:32.760 --> 01:41:37.000]  Hey, everyone. pharmacist Ben Fuchs here, host of the Bright Side. And as many of you know, I'm
[01:41:37.000 --> 01:41:41.800]  on a mission to help Americans get and stay healthy. You've all heard the shocking statistics
[01:41:41.800 --> 01:41:46.760]  despite spending trillions of dollars in health care, nearly $10,000 per man, woman, and child in
[01:41:46.760 --> 01:41:52.040]  this country. Obesity, diabetes, cancer, heart disease, and autoimmune illnesses are rampant.
[01:41:52.040 --> 01:41:55.720]  One out of three or four people is dealing with some kind of health challenge, and everyone knows
[01:41:55.720 --> 01:42:00.360]  at least one person with a degenerative disease. If you're dealing with a health challenge, or if
[01:42:00.360 --> 01:42:04.040]  you're healthy and want to maintain your vigor and longevity, and you're looking for a convenient,
[01:42:04.040 --> 01:42:09.240]  easy way to incorporate nutritional raw materials into your day to day lives to guarantee that your
[01:42:09.240 --> 01:42:13.640]  body is getting the fundamental nutrients, the 90 essential vitamins, minerals, fats, and amino
[01:42:13.640 --> 01:42:20.120]  acids it needs to do its healing work, you need to check out infowarsteam.com. Give your body
[01:42:20.120 --> 01:42:26.360]  the gift of good nutrition. Head over to infowarsteam.com. Your body will be very grateful. On the web
[01:42:26.360 --> 01:42:40.200]  at infowarsteam.com. That's infowarsteam.com.
[01:42:56.360 --> 01:43:04.280]  It removes up to 99.999% of impurities, including bacteria, viruses, fluoride, disinfectants,
[01:43:04.280 --> 01:43:09.640]  volatile organic contaminants, and hormones. Filter capacity up to 5,000 gallons,
[01:43:09.640 --> 01:43:14.520]  stainless fuel construction, easy assembly, low maintenance, replacement filters are simple to
[01:43:14.520 --> 01:43:20.520]  install, and now, as part of an exclusive limited time introductory offer, you can save $20 off the
[01:43:20.520 --> 01:43:25.640]  retail price and get free shipping. This is a limited time offer, so order your unit today and
[01:43:25.640 --> 01:43:33.480]  receive free shipping and $20 off. Go to infowarsteam.com. Recall, 888-253-3139.
[01:43:33.480 --> 01:43:38.040]  Dr. Grip, you developed Living Defense for us. It took you over a year to do it. Why is this so good?
[01:43:38.040 --> 01:43:43.560]  Because people are actually waking up to the problem that pretty much scares me the most. I mean,
[01:43:43.560 --> 01:43:49.240]  I try to make sure that I don't put toxins from food and water and beverages in my system, but
[01:43:49.240 --> 01:43:55.320]  right now, we're dealing with massive parasites, which is anything that's harmful to your body that
[01:43:55.320 --> 01:44:00.600]  lives off a host mechanism. Right now, with all the refugees spreading disease around,
[01:44:00.600 --> 01:44:05.320]  we have biological warfare going on everywhere. These are all parasites. Tell us about all the
