[00:00:02.859 --> 00:00:04.521]  Joe Biggs with Infowars.com.
[02:25:59.280 --> 02:26:07.502]  This has just been a long, slow process, because we couldn't directly go in and start bombing Syria, so we had to do it through a proxy third party.
[02:26:07.502 --> 02:26:08.563]  So it's been a long process.
[02:26:08.563 --> 02:26:10.463]  And so now Israel has to act like the U.S.
[02:26:10.463 --> 02:26:12.604]  isn't involved to give us cover when Israel doesn't.
[02:26:13.376 --> 02:26:13.696]  Correct.
[02:26:13.696 --> 02:26:17.399]  And I'd like you to pose that to Pecheneg, because I'd like to see what his response is to that as well.
[02:26:17.399 --> 02:26:23.022]  Well, I wanted to war game all this out, and I think what you just said crystallized everything.
[02:26:23.022 --> 02:26:24.623]  Do what I can.
[02:26:24.623 --> 02:26:29.126]  What else do you have to say about this, Mike?
[02:26:29.126 --> 02:26:29.766]  It's a mess.
[02:26:29.766 --> 02:26:31.567]  That's about all I can say about it.
[02:26:31.567 --> 02:26:32.448]  I see a lot of
[02:26:33.787 --> 02:26:39.852]  Um, hubbub going on about, you know, I looked at like ISIS going after Christians all of a sudden.
[02:26:39.852 --> 02:26:44.777]  I mean, these guys have never been, they may not like Christians, but they've never been diehard.
[02:26:44.777 --> 02:26:45.998]  We're going to go get Rome.
[02:26:45.998 --> 02:26:47.179]  I mean, where did that come from?
[02:26:47.179 --> 02:26:54.165]  And I think that was really to spur people on here to get people in the United States and in the West and sense that, oh, we have to go get them.
[02:26:54.165 --> 02:26:54.766]  They've left.
[02:26:55.346 --> 02:26:56.126]  Israel alone.
[02:26:56.126 --> 02:26:57.547]  Syria borders Israel.
[02:26:57.547 --> 02:26:59.707]  They share a border with Israel.
[02:26:59.707 --> 02:27:02.228]  You haven't heard anything about ISIS attacking Israel.
[02:27:02.228 --> 02:27:06.070]  Well, it's clear that the leadership of ISIS is completely run by the West.
[02:27:06.070 --> 02:27:12.111]  As best you can tell, who do you think is quarterbacking the ISIS boys?
[02:27:12.111 --> 02:27:13.272]  No idea, to be honest with you.
[02:27:13.272 --> 02:27:14.932]  It's too mucky for me to call that one.
[02:27:14.932 --> 02:27:15.513]  Well, we know.
[02:27:15.513 --> 02:27:16.553]  I mean, we know.
[02:27:16.553 --> 02:27:17.773]  It's a fact.
[02:27:22.153 --> 02:27:30.782]  It's the Turks, NATO, the Saudi Arabians with the money, and Israel is helping with their Arab agents as well.
[02:27:30.782 --> 02:27:37.509]  The question is, how can Israel trust Al Qaeda to do things like this?
[02:27:42.565 --> 02:27:44.306]  I don't know whether they intend on doing that.
[02:27:44.306 --> 02:27:45.386]  I think they're just using them.
[02:27:45.386 --> 02:27:53.569]  Damascus is in between them and ISIS anyway, so they can be fairly confident that Syria will act as its own buffer to prevent ISIS from storming in.
[02:27:53.569 --> 02:27:54.630]  Yes.
[02:27:54.630 --> 02:28:04.754]  I know some people that have been over to Turkey recently for some, well, I don't want to get into why, but the Turks are scared of these guys.
[02:28:04.754 --> 02:28:07.795]  I don't know totally, you know, I don't know how much of that is just a front.
[02:28:08.633 --> 02:28:14.175]  But from the people that he was meeting with, and they're high-level people, they're terrified of ISIS.
[02:28:14.175 --> 02:28:15.576]  They're really scared of these guys.
[02:28:15.576 --> 02:28:18.517]  So, you know, there may be contributing factors.
[02:28:18.517 --> 02:28:22.258]  They may be helping in some way, shape, or form, you know, logistically or otherwise.
[02:28:22.258 --> 02:28:26.360]  But there's some... Well, they're terrified because Turkey, you know, exports wine.
[02:28:27.000 --> 02:28:31.423]  I do have one thing and I don't want to say it on air because I'm in the middle of some sensitive stuff myself.
[02:28:57.726 --> 02:29:04.273]  But I do have one thing that I would like to impart to you about the whole Turkey-Syria thing that I think is really important.
[02:29:04.273 --> 02:29:05.094]  We'll do this.
[02:29:05.094 --> 02:29:08.599]  I can't talk to you because you're on the network board, but tell John Harmon you can trust him.
[02:29:08.599 --> 02:29:09.680]  He'll relay it to me right now.
[02:29:09.680 --> 02:29:10.781]  Appreciate your call.
[02:29:11.789 --> 02:29:15.930]  We've got AD and Delaware and a bunch of others, and I'll get to all of you.
[02:29:15.930 --> 02:29:21.872]  Because we've only got Skousen popping in for like five, six minutes, and Pachinko for, you know, that long.
[02:29:21.872 --> 02:29:26.174]  So I want to just have some guests where they just pop in, pop out, with a quick comment.
[02:29:26.174 --> 02:29:27.834]  You're going to hear more and more of that on the show.
[02:29:27.834 --> 02:29:32.716]  You'll hear the long-form guests where they're here 30 minutes an hour, sometimes two hours if it's, you know, I guess it's
[02:29:33.396 --> 02:29:35.216]  Can cover a bunch of topics.
[02:29:35.216 --> 02:29:38.617]  But we're gonna get quick pop-ins from them and see their angles.
[02:29:38.617 --> 02:29:42.438]  Because this show isn't about sound bites and repeating it at you to brainwash you.
[02:29:42.438 --> 02:29:48.020]  It's about going through the same process we are of wargaming all the angles to really figure out what's happening in the world.
[02:29:48.020 --> 02:29:51.480]  Because you'll know the truth and it will set you free.
[02:29:51.480 --> 02:29:52.861]  We're on the march.
[02:29:52.861 --> 02:29:55.401]  The Empire's on the run.
[02:29:55.401 --> 02:29:58.082]  Alex Jones and the GCN Radio Network.
[02:30:02.538 --> 02:30:08.664]  Used since before the days of the Roman Empire to support the body's natural systems and enhance overall health.
[02:30:08.664 --> 02:30:13.248]  Introducing the new Infowarslife.com oil of oregano formulation.
[02:30:13.248 --> 02:30:20.955]  A highly advanced nutraceutical form of this key herb that has been traditionally used by civilizations for thousands of years to promote health.
[02:30:21.195 --> 02:30:26.718]  We have now procured the most high quality and potent forms of oregano oil on the market.
[02:30:26.718 --> 02:30:32.660]  Sourced from top leading manufacturers to ensure a concentrated level of bioactive ingredients.
[02:30:32.660 --> 02:30:37.602]  Extracted directly from the wild herb and sealed in easy to use capsules.
[02:30:37.602 --> 02:30:41.544]  You will no longer need to endure the burning of liquid oregano on the tongue.
[02:30:41.544 --> 02:30:47.767]  Wild crafted from the Mediterranean oregano species that experts agree is one of the most powerful and most challenging to acquire.
[02:30:48.167 --> 02:30:53.315]  This winter season is more important than ever to secure this true form of oil of oregano.
[02:30:53.315 --> 02:30:57.040]  Now available in our limited first run at InfoWarsLife.com.
[02:30:57.040 --> 02:30:58.943]  That's InfoWarsLife.com or call 888-253-3139.
[02:31:03.490 --> 02:31:08.451]  This one in Toledo, Ohio, where everybody in the entire city has been told not to drink the water.
[02:31:08.451 --> 02:31:11.112]  Ohio's governor declaring a state of emergency.
[02:31:11.112 --> 02:31:18.153]  Did you know that the average person uses about 80 to 100 gallons of water at home every single day?
[02:31:18.153 --> 02:31:21.134]  If there's a water emergency, will you be prepared?
[02:31:21.134 --> 02:31:24.175]  Panicked residents forming long lines throughout the day.
[02:31:24.175 --> 02:31:26.115]  We're here at a supermarket in Toledo.
[02:31:26.115 --> 02:31:28.956]  You can see the shelves empty where water once was.
[02:31:29.036 --> 02:31:34.781]  To stay safe and healthy during a crisis, you must have access to safe, clean water.
[02:31:34.781 --> 02:31:38.283]  Water which will not be available at your local grocery store.
[02:31:38.283 --> 02:31:41.386]  There's a mad dash on right now to stock up on supplies.
[02:31:41.386 --> 02:31:48.711]  The ProPure Pro1 G2.0 Water Filtration System is a must-have for every modern, independently-minded household.
[02:31:48.711 --> 02:31:51.914]  Protect your family's safety during an emergency.
[02:31:51.914 --> 02:31:58.199]  Go to infowarsstore.com today to purchase your ProPure Pro1 G2.0 Water Filtration System.
[02:31:58.359 --> 02:31:58.999]  Or call 1-888-253-3139.
[02:31:58.999 --> 02:32:00.340]  Alex Jones here.
[02:32:00.340 --> 02:32:12.844]  For the last two years, I've been working with top doctors, nutritionists, and chemists to design a nutraceutical formulation that has truly life-changing health benefits.
[02:32:12.844 --> 02:32:18.425]  So many other formulations out there contain toxic ingredients, synthetic additives, and even GMOs.
[02:32:18.425 --> 02:32:26.928]  Introducing the all-new Ancient Defense Herbal Immunity Blend, crafted with over 14 key ancient herbs and extracts to supercharge
[02:32:26.988 --> 02:32:29.430]  Now is the time to secure ancient defense for you and your family.
[02:32:54.847 --> 02:32:58.050]  Visit Infowarslife.com or call 1-888-253-3139.
[02:32:58.050 --> 02:33:03.054]  That's Infowarslife.com.
[02:33:03.054 --> 02:33:11.041]  They took my saddle in Houston, broke my leg in Santa Fe.
[02:33:11.041 --> 02:33:17.026]  Lost my wife and a girlfriend somewhere along the way.
[02:33:17.026 --> 02:33:20.168]  In defense of human liberty, Alex Jones.
[02:33:20.168 --> 02:33:23.011]  I'll be looking for aid when they pull that
[02:33:25.703 --> 02:33:33.612]  Remember back in June of 2014, Rand Paul said Iraq is a jihadist wonderland.
[02:33:33.612 --> 02:33:39.379]  If we were to get rid of Syrian President Bashar Assad, it would be a jihadist wonderland in Syria, he said.
[02:33:39.379 --> 02:33:41.541]  It's now a jihadist wonderland in Iraq presently because
[02:33:42.915 --> 02:33:47.819]  We got over-involved, not because we had too little involvement.
[02:33:47.819 --> 02:33:57.608]  Well, there's Rand Paul, absolutely spot-on, and Joel Skousen of WorldAffairsBrief.com was kind enough just to pop in with a quick news update.
[02:33:57.608 --> 02:34:03.533]  I don't know his particular view yet on Benjamin Netanyahu's visit.
[02:34:04.989 --> 02:34:09.052]  Or on what he thinks is really going on with the real power alliances.
[02:34:09.052 --> 02:34:11.414]  Are things breaking down for the West?
[02:34:11.414 --> 02:34:13.996]  With their backing of Al-Qaeda groups to take over Syria?
[02:34:13.996 --> 02:34:14.976]  Blowback?
[02:34:14.976 --> 02:34:17.298]  Or is it part of a larger plan?
[02:34:17.298 --> 02:34:22.142]  And is Netanyahu clearing the way for a joint strike with Saudi Arabia?
[02:34:23.294 --> 02:34:32.236]  And then to give the West plausible deniability so that Obama and the United States cannot have its interest hit by Iranian retaliation.
[02:34:32.236 --> 02:34:33.756]  And would Iran buy that?
[02:34:33.756 --> 02:34:36.457]  So is the Triple Cross about to happen?
[02:34:36.457 --> 02:34:45.999]  First we work with Al-Qaeda against multiple Middle Eastern countries, rename it ISIS, double-cross them, side with Iran, and then triple-cross Iran.
[02:34:45.999 --> 02:34:50.260]  What does Joel Skousen, with all of his contacts and world research, think is happening?
[02:34:50.260 --> 02:34:51.160]  We'll find out now.
[02:34:51.160 --> 02:34:51.400]  Joel?
[02:34:52.585 --> 02:34:54.586]  Hi Alex, good to be with you.
[02:34:54.586 --> 02:34:58.449]  Let me give you some background here going back to 2004.
[02:34:58.449 --> 02:35:03.633]  There was an uninvited insider to a top City of London meeting of globalists.
[02:35:03.633 --> 02:35:05.914]  They didn't realize he wasn't a globalist.
[02:35:05.914 --> 02:35:08.336]  He was one of the financial experts in the City of London.
[02:35:08.336 --> 02:35:17.682]  He sat in on a meeting in 2010 and he heard them discuss their displeasure that Israel, that had been assigned to attack Iran since 2004, had not done so.
[02:35:21.917 --> 02:35:27.541]  One of my sources in Israel says the reason they haven't done so is they feared Syrian retaliation.
[02:35:27.541 --> 02:35:34.445]  And so they basically put pressure on the United States to say, you've got to get rid of Syria before we'll attack Iran.
[02:35:34.445 --> 02:35:36.747]  And so that's what put the U.S.
[02:35:36.747 --> 02:35:46.013]  on the road to arming and funding jihadists through Saudi Arabia, Qatar, and Bahrain so they could have plausible deniability.
[02:35:46.013 --> 02:35:49.595]  That's what Benghazi was all about, is shipping arms to the Syrian jihadists.
[02:35:50.433 --> 02:35:52.254]  Noto overthrew Assad.
[02:35:52.254 --> 02:36:09.224]  And then, as you know, we've talked about before, that program of ousting Assad got derailed by Kerry indiscreetly saying or giving Syrian out at a London press conference a year and a half ago where he said, yeah, we wouldn't attack if they gave up their chemical weapons.
[02:36:09.224 --> 02:36:11.985]  And they did so.
[02:36:11.985 --> 02:36:13.366]  And so it set back the U.S.
[02:36:14.713 --> 02:36:20.535]  That's why they had to create ISIS to have an excuse to go back into Iraq.
[02:36:20.535 --> 02:36:24.356]  I mean, go back into Iraq and Syria in order to take down Assad.
[02:36:24.356 --> 02:36:26.216]  That hasn't happened yet.
[02:36:26.216 --> 02:36:29.737]  But what you hypothesized, I think, is right on, Alex.
[02:36:29.737 --> 02:36:36.179]  That is, there's a triple cross going on, but it's really kind of a triple deception going on.
[02:36:39.131 --> 02:36:40.772]  Now that's insane!
[02:36:40.772 --> 02:36:42.053]  That would be political suicide.
[02:37:05.501 --> 02:37:06.002]  It would.
[02:37:06.002 --> 02:37:07.403]  Not only that.
[02:37:07.403 --> 02:37:16.134]  I mean, you'd have a tough time with American pilots shooting down Israeli pilots, who are the best in the world in terms of their, you know, top flight abilities.
[02:37:16.134 --> 02:37:17.996]  They fly the same airplanes that we do.
[02:37:17.996 --> 02:37:21.760]  They have the same type of IFF or identification, friend and foe.
[02:37:21.760 --> 02:37:24.523]  You'd have a real... But it was total bogus disinformation.
[02:37:24.523 --> 02:37:25.705]  The reason it was put out
[02:37:26.463 --> 02:37:36.408]  Is, as you say, to give plausible deniability to the United States that not only were we not involved with Israel, we even threatened to shoot down Israeli aircraft if they did so.
[02:37:36.408 --> 02:37:41.831]  And, by the way, you're a former Marine Corps fighter pilot, so you know what you're talking about, just for folks that don't know.
[02:37:41.831 --> 02:37:42.351]  That's right.
[02:37:42.351 --> 02:37:44.852]  I know what the Israeli tactics are.
[02:37:44.852 --> 02:37:46.893]  They're the best in the world.
[02:37:46.893 --> 02:37:48.194]  But the point is, the U.S.
[02:37:48.194 --> 02:37:53.457]  would never threaten to shoot down Israeli aircraft because of the Israeli lobby here in the United States.
[02:37:53.457 --> 02:37:54.737]  But that was disinformation.
[02:37:54.737 --> 02:37:55.638]  But what it shows is
[02:37:56.613 --> 02:38:02.944]  That Israel is getting closer to attacking Iran, probably with Saudi Arabia.
[02:38:02.944 --> 02:38:08.333]  I know they have clearance already to go through Saudi Arabian airspace to do that attack.
[02:38:09.305 --> 02:38:10.867]  But the U.S.
[02:38:10.867 --> 02:38:15.030]  seems to be really setting itself up for deniability that we don't have anything to do.
[02:38:15.030 --> 02:38:17.973]  Now, I don't think that Iran will buy this.
[02:38:17.973 --> 02:38:21.275]  I don't think that it will spare U.S.
[02:38:21.275 --> 02:38:22.456]  retaliation against U.S.
[02:38:22.456 --> 02:38:24.058]  forces, and I don't think the U.S.
[02:38:24.058 --> 02:38:26.160]  wants to be spared.
[02:38:26.160 --> 02:38:32.225]  I think they want to be retaliated against Iran, then they can join with Israel to finish off
[02:38:32.805 --> 02:38:34.966]  The military of Iran.
[02:38:34.966 --> 02:38:38.808]  Remember, the purpose there is not to occupy Iran.
[02:38:38.808 --> 02:38:40.609]  That would be very unpopular in the U.S.
[02:38:40.609 --> 02:38:49.694]  The purpose is to take down Iran militarily because they're the only Muslim nation that is on the verge of becoming self-sufficient in arms.
[02:38:49.694 --> 02:38:54.076]  Rockets, aircraft, weapons, artillery, drones.
[02:38:54.076 --> 02:38:59.519]  No other Arab country... So they only want to cover with the American people so that Obama doesn't long a warmonger.
[02:38:59.519 --> 02:39:01.000]  So this is all complete theater?
[02:39:01.809 --> 02:39:02.469]  That's right.
[02:39:02.469 --> 02:39:04.691]  Absolutely, Alex.
[02:39:04.691 --> 02:39:06.192]  Well, that put nice bookends on it.
[02:39:06.192 --> 02:39:06.933]  You know what's scary?
[02:39:06.933 --> 02:39:24.665]  I can't disagree with anything you just said, and that's basically what I've been saying, and again, I'm not a fan of these radical countries either, but at the same time, just the deceptiveness of all this, the manipulation of all of this, and then the most unsavory groups being funded to run around.
[02:39:25.805 --> 02:39:27.228]  And commit all these atrocities.
[02:39:27.228 --> 02:39:33.060]  We know a lot of it's for television, but they are going through and really doing some terrible things.
[02:39:33.060 --> 02:39:36.407]  What is the end game in all of this, Joel Skousen, and where do you think it's going?
[02:39:37.469 --> 02:39:39.870]  Well, the endgame is to take down Iran.
[02:39:39.870 --> 02:39:49.815]  As I say, they want to make sure that Iran is completely neutered in terms of its ability to produce weapons and arm the rest of the Arab world.
[02:39:49.815 --> 02:40:05.742]  They've got Israel under their thumb, Saudi Arabia under their thumb, Turkey's under their thumb, and Syria, when it goes down, hopefully they'll be able to control that with controlled jihadists now, which probably are Israeli agents.
[02:40:06.255 --> 02:40:10.159]  Israeli-Arab agents that have been trained to go in and do that.
[02:40:10.159 --> 02:40:23.933]  I think even the speech of Netanyahu was part of this political theater, attempting to... And all kinds of leaks came out about how the Obama administration was not in favor of his coming, and the Congress invited him despite the White House displeasure.
[02:40:23.933 --> 02:40:25.495]  This is all political theater.
[02:40:25.495 --> 02:40:26.216]  There's no way.
[02:40:26.796 --> 02:40:31.900]  That the White House was really protesting Netanyahu's visit.
[02:40:31.900 --> 02:40:47.630]  But the endgame is a major Middle East war, will not accelerate to World War III, but I think it will create absolute hatred against Israel and the United States among the Arab world, which is part of the rationale for eventually attacking the West.
[02:40:48.792 --> 02:41:00.329]  Creating hatred among the world, both in the Serbian world and in the Muslim world against the United States, so that when Russia and China finally attack the West, that they will feel justified.
[02:41:00.329 --> 02:41:03.614]  So it's another suckering like World War II suckering in the Japanese.
[02:41:03.614 --> 02:41:04.875]  If you pull back from this...
[02:41:06.647 --> 02:41:23.513]  I'm just sick of everyone being obsessed over Israel and acting like they actually are the dominant factor when you can see more and more that the forces running the United States and Europe are giving the orders to Turkey, are giving the orders to Israel, are giving the orders to a certain extent to Saudi Arabia, though that's really incestuous.
[02:41:23.513 --> 02:41:25.854]  We'll have to have you back soon to do a whole hour on it.
[02:41:25.854 --> 02:41:28.895]  Thank you, Joel Skousen, editor of WorldAffairsBrief.com.
[02:41:28.895 --> 02:41:29.515]  My pleasure, Alex.
[02:41:30.239 --> 02:41:35.145]  Okay, we just got his take on it, which I agree with to a great extent.
[02:41:35.145 --> 02:41:40.872]  This is real analysis, real debate, real wargaming here, not a bunch of talking points repeated over and over again.
[02:41:40.872 --> 02:41:43.215]  I'm Alex Jones with InfoWars.com.
[02:41:43.215 --> 02:41:47.080]  Report, Iraqi forces again claim U.S.
[02:41:47.080 --> 02:41:49.583]  is supplying ISIS with weapons drops, including their president.
[02:41:50.540 --> 02:41:53.584]  Well, again, our military knows about this and is upset about it.
[02:41:53.584 --> 02:41:56.066]  That's just some of the news up on InfoWars.com.
[02:41:56.066 --> 02:41:56.627]  Video!
[02:41:56.627 --> 02:42:00.331]  Obama supporters endorse Karl Marx as next president.
[02:42:00.331 --> 02:42:02.794]  You cannot make this stuff up.
[02:42:02.794 --> 02:42:06.839]  I didn't get to this today because there's just so much other over-the-top news.
[02:42:06.839 --> 02:42:08.881]  Now, joining us is Dr. Steve Pachinik.
[02:42:09.744 --> 02:42:21.233]  Former head of Psychological Operations for the State Department, and of course one of the founding members involved in Delta Force, and co-author of many books and films with Tom Clancy, the late great, and he joins us now.
[02:42:21.233 --> 02:42:24.656]  His new book is now available at his site, stevepachinick.com.
[02:42:24.656 --> 02:42:25.757]  It's non-fiction.
[02:42:25.757 --> 02:42:28.099]  Dr. Pachinick, I don't know your take on this fully.
[02:42:28.099 --> 02:42:29.580]  I know you've traveled the world.
[02:42:29.580 --> 02:42:33.643]  I know you're part Jewish and have a complex view on Israel.
[02:42:33.643 --> 02:42:39.168]  We appreciate you joining us with Netanyahu, speaking at AIPAC this morning, set to address Congress tomorrow.
[02:42:39.748 --> 02:42:47.077]  Is this political theater or is this a split with the United States Anglo-American establishment beginning to break away from Israel?
[02:42:47.077 --> 02:42:47.598]  Steve Puccini.
[02:42:48.237 --> 02:42:55.262]  Well, this is really, once again, BB's stupid, arrogant, self-destructive ways.
[02:42:55.262 --> 02:43:09.433]  He started this when I was involved with James Baker under the Bush senior administration, where Baker correctly threw him out of the office for calling him insolent, stupid, and arrogant, and subsequently Clinton.
[02:43:10.093 --> 02:43:11.994]  Senior also did the same thing.
[02:43:11.994 --> 02:43:21.076]  What you see here between BB and his right-hand man, Mr. Ron Dermer, who is from Miami Beach, is you basically see two Americans.
[02:43:21.076 --> 02:43:22.456]  You do not see Israelis.
[02:43:22.456 --> 02:43:24.257]  Let's get that very clear.
[02:43:24.257 --> 02:43:25.597]  These are not Israelis.
[02:43:25.597 --> 02:43:29.058]  These are people who grew up in the United States, went to MIT,
[02:43:30.639 --> 02:43:46.828]  He went to MIT when I was there in the 70s, got a business degree, BB, never fought in the United States Army, then went over to Israel, has a dual citizenship, was indicted for corruption, Shamir didn't like him, Mechnad, Menachem Begin didn't like him, nobody liked him.
[02:43:46.828 --> 02:43:50.991]  He was arrogant, not very bright, and strategically very inept.
[02:43:51.511 --> 02:44:08.910]  At the same time, he picked a right-hand man who was even stupider than he, Ron Dermer, from an area where I come from, Miami Beach, where his family, the Rosenfelds, are the most corrupt mayors in a very corrupt city, who has no idea what he's talking about in Judaism, no idea about Israel.
[02:44:08.910 --> 02:44:10.712]  This has nothing to do with Israel.
[02:44:10.712 --> 02:44:12.434]  This has to do with two arrogant
[02:44:12.910 --> 02:44:20.833]  American Jews who've never really been part of Israel, have never fought in the United States, have never deserved an American passport.
[02:44:20.833 --> 02:44:31.336]  And what they're trying to do is really try to justify Bibi's incipient notion that we should not have an agreement with Iran, which is incorrect.
[02:44:31.896 --> 02:44:46.288]  Number one, Iran has been our partner for the past eight to nine years, has helped our military and our intelligence get out of Iraq, Afghanistan, and is now the most effective partner against ISIS and al-Qaeda.
[02:44:46.288 --> 02:44:49.651]  Who are the members who are fighting alongside ISIS?
[02:44:49.651 --> 02:44:52.894]  They are Bibi Netanyahu, Saudi Arabia, and Qatar.
[02:44:53.454 --> 02:44:59.417]  Bibi is very much a part of the ISIS group that is ostensibly beheading everybody.
[02:44:59.417 --> 02:45:03.060]  Bibi has formed a formal alliance with Saudi Arabia.
[02:45:03.060 --> 02:45:06.041]  So what this is, is an indictment of Bibi.
[02:45:06.041 --> 02:45:07.962]  Not Israel, not Zionism.
[02:45:07.962 --> 02:45:17.227]  So are you saying a right-wing breakaway group is in a proxy war basically with the United States over interest in the Middle East?
[02:45:17.227 --> 02:45:17.928]  We're allied.
[02:45:18.288 --> 02:45:20.130]  It's not even that.
[02:45:20.130 --> 02:45:22.092]  Alex, you're giving him too much legitimacy.
[02:45:22.092 --> 02:45:27.278]  This is a stupid, arrogant blowhard who was elected to Prime Minister.
[02:45:27.278 --> 02:45:38.290]  He doesn't have the popularity vote among the intellectuals or even the military or intelligence in Israel and basically is trying to blow his own horn when he was thrown out.
[02:45:38.770 --> 02:45:44.911]  By our own Secretary of State and our President of the United States, Clinton, as well as Obama.
[02:45:44.911 --> 02:45:49.993]  And he's trying to exert some kind of leverage so that he can get re-elected.
[02:45:49.993 --> 02:45:51.713]  It has nothing to do with Israel.
[02:45:51.713 --> 02:46:02.876]  Well, I mean, to back up some of what you're saying, Meyer Dagan, London Guardian, former Mossad head, urges Israel voters to oust Benjamin Netanyahu and basically says, quote, the structure of the future security of Israel.
[02:46:02.876 --> 02:46:04.336]  He goes on to say that he's dangerous.
[02:46:04.807 --> 02:46:06.208]  He's very dangerous.
[02:46:06.208 --> 02:46:10.369]  Actually, what I've always said is what happened to Rabin should happen to Bibi.
[02:46:10.369 --> 02:46:11.689]  He understands that.
[02:46:11.689 --> 02:46:13.050]  Okay, not on this show.
[02:46:13.050 --> 02:46:13.590]  Come on.
[02:46:13.590 --> 02:46:16.051]  I'm not... Well, I'm saying that.
[02:46:16.051 --> 02:46:17.231]  You're not saying that.
[02:46:17.231 --> 02:46:18.012]  I'm saying that.
[02:46:18.012 --> 02:46:21.173]  But if Israel wants to survive, which it does, it cannot
[02:46:21.994 --> 02:46:35.788]  It cannot bring in American, low-level, self-aggrandizing Jews who know nothing about Diaspora, have never served our country, have never really served Israel, have never been in our military, have been nurtured by us.
[02:46:35.788 --> 02:46:42.695]  This guy, Derman, went to the University of Pennsylvania, and to think he was smart, he went to Oxford, where anybody can get a degree.
[02:46:42.695 --> 02:46:44.857]  You just sit there and read, and he's a dumb
[02:46:45.317 --> 02:46:50.403]  Miami Jew, as well as his family and his wife, who's from Baltimore.
[02:46:50.403 --> 02:46:52.185]  So you're not talking about Israelis.
[02:46:52.185 --> 02:46:54.107]  You're not talking about Sabras.
[02:46:54.107 --> 02:47:00.594]  You're not talking about Herzog, whose father was in the British Army, the Israeli Army, and was head of our ambassadorship.
[02:47:00.594 --> 02:47:05.460]  You're not talking about Tzipi Livi, whose father was head of the Oguns Feilumim and Menachem Begin.
[02:47:05.860 --> 02:47:09.985]  These are two outcasts from the Israeli-Zionist narrative.
[02:47:09.985 --> 02:47:14.230]  They don't belong there, they don't belong in America, and they should be thrown out.
[02:47:14.230 --> 02:47:18.875]  It has nothing to do with Israeli military or Israeli intelligence.
[02:47:18.875 --> 02:47:23.060]  They're still a strong part of our own military and our own intelligence.
[02:47:23.470 --> 02:47:25.331]  We will make a deal with Iran.
[02:47:25.331 --> 02:47:26.791]  I guarantee you that.
[02:47:26.791 --> 02:47:28.731]  It will be to our benefit.
[02:47:28.731 --> 02:47:32.792]  Syria will be staying alive and Russia will help us.
[02:47:32.792 --> 02:47:36.033]  That is the geopolitical reality that I said years ago.
[02:47:36.033 --> 02:47:37.574]  Sure, you did say that years ago here.
[02:47:37.574 --> 02:47:40.535]  What was the whole point then of trying to overthrow Syria to begin with?
[02:47:40.535 --> 02:47:41.995]  Did the West fail on that project?
[02:47:41.995 --> 02:47:42.215]  Yes.
[02:47:42.575 --> 02:47:55.358]  It was a very big mistake made by Generals Abizaid, the neocons, again the same people Wolfowitz, Steve Hadley, all the ones who are part of Jeb Bush's new and different coterie of friends.
[02:47:55.358 --> 02:48:00.840]  Jeb Bush just announced he's a different man but he just took on board every one of the old Bush
[02:48:01.320 --> 02:48:04.462]  Okay, if the neocons are such failures, why are they always in power then?
[02:48:04.462 --> 02:48:17.329]  Because there's nothing to stop them other than what we would normally do because they basically come back in, they have the Wall Street Journal, they cower to people who are incompetent like Jeb Bush.
[02:48:17.329 --> 02:48:19.430]  They go back into the Bush family.
[02:48:19.430 --> 02:48:20.990]  Jeb is a moral hazard.
[02:48:20.990 --> 02:48:25.933]  He's had a history of ineffective work here in Miami and in Florida.
[02:48:25.933 --> 02:48:27.334]  Well, you used to like Jeb more, though.
[02:48:27.881 --> 02:48:28.522]  Huh?
[02:48:28.522 --> 02:48:35.728]  I used to like him, but I said if you stay quiet, and you keep quiet, and you don't go any further than your capabilities, then stay shut.
[02:48:35.728 --> 02:48:37.150]  America needs a leader.
[02:48:37.150 --> 02:48:47.519]  It doesn't need a sycophant whose brothers have destroyed the country, including Melvin Neal, who gave us the savings and loan crisis, and Bush Jr., who gave us the 2008 financial crisis.
[02:48:49.361 --> 02:48:58.131]  So when you go out and you say, I'm my own man, and you don't have anything to offer, and you are not a very good governor, that's an insult to the American people.
[02:48:58.131 --> 02:49:00.073]  It's an insult to Jews, to Christians.
[02:49:00.073 --> 02:49:05.359]  Am I right, though, that this is dangerous if we do hit Iran because Russia is going to get involved, or is it not dangerous?
[02:49:05.359 --> 02:49:06.660]  No, it's not dangerous.
[02:49:06.660 --> 02:49:11.085]  Russia's interest is basically to make sure that they have a perimeter
[02:49:11.605 --> 02:49:13.127]  Okay, what does Saudi Aramia want?
[02:49:33.567 --> 02:49:34.928]  Saudi Arabia is in trouble.
[02:49:34.928 --> 02:49:38.251]  They're run by brothers and cousins now who are in fighting.
[02:49:38.251 --> 02:49:40.973]  Basically, they want to stay alive and relevant.
[02:49:40.973 --> 02:49:45.356]  They can't because about 40% of their children have unemployment.
[02:49:45.356 --> 02:49:48.319]  They're depleted of oil over 50%.
[02:49:48.319 --> 02:49:49.800]  We no longer need their oil.
[02:49:49.800 --> 02:49:51.281]  We no longer need their gas.
[02:49:51.281 --> 02:49:53.363]  They don't have a civil society.
[02:49:53.363 --> 02:49:54.584]  Neither does Qatar.
[02:49:54.584 --> 02:49:55.945]  We have a new emir.
[02:49:55.945 --> 02:49:58.687]  The emir is protected by 10,000 of our soldiers.
[02:49:58.687 --> 02:49:59.748]  We have a navy base.
