[00:00:13.612 --> 00:00:15.535]  We're live!
[01:15:57.694 --> 01:15:59.575]  It's a family show, but I'm just going to say it.
[01:15:59.575 --> 01:16:02.437]  It's game over, motherfucker!
[01:16:02.437 --> 01:16:05.500]  You goddamn piece of shit!
[01:16:05.500 --> 01:16:08.042]  You New World Order piece of trash!
[01:16:08.042 --> 01:16:10.563]  You eugenicist garbage!
[01:16:10.563 --> 01:16:11.484]  Excuse me.
[01:16:11.484 --> 01:16:13.486]  You want—excuse me for taking the Lord's name at the end.
[01:16:13.486 --> 01:16:15.767]  I apologize, but God forgives me.
[01:16:15.767 --> 01:16:17.909]  These people are damned to hell, though.
[01:16:17.909 --> 01:16:19.130]  And I'm not damning him to hell.
[01:16:19.130 --> 01:16:19.550]  I'm saying
[01:16:20.489 --> 01:16:41.055]  They're enemies of humanity, and they just think they're so arrogant that he hikes his leg and pisses on us, and brags how we're stupid, and how he's taking our bodies over, and how it's a post-industrial world, and you'll have nothing, and you'll own nothing, and you'll like it, and we run your government, and you don't have a say anymore?
[01:16:41.055 --> 01:16:41.655]  You know what?
[01:16:41.655 --> 01:16:49.618]  If I'm that pathetic that you can beat me, then I deserve swab for you to beat me, but you're not gonna beat me, or my family, or humanity.
[01:16:52.941 --> 01:17:00.830]  You ran the lockdowns, you ran the virus release, you and Bill Gates, you killed all those people by cutting off the food around the world.
[01:17:00.830 --> 01:17:06.136]  You are a mass murderer and you will be held accountable one way or another.
[01:17:06.136 --> 01:17:08.979]  He thinks all the corporate media in Hollywood can prop him up.
[01:17:08.979 --> 01:17:13.224]  He still thought he had enough power to make his run at us and he'd get away with it, but he isn't.
[01:17:20.481 --> 01:17:21.582]  Problem is, the crew's great.
[01:17:21.582 --> 01:17:22.583]  I got so many clips here.
[01:17:22.583 --> 01:17:30.089]  This is all unscripted that I just send them clips and then I don't... What was I saying I was about to play, guys?
[01:17:30.089 --> 01:17:30.829]  Tucker Carlson.
[01:17:30.829 --> 01:17:34.412]  While I look at these clips and figure out what I want to play next.
[01:17:34.412 --> 01:17:40.877]  Yeah, we'll... After we play the Tucker Carlson, we'll show you the Parliament.
[01:17:40.877 --> 01:17:43.579]  And then we'll go to Parliament Schwab.
[01:17:43.579 --> 01:17:47.503]  Wait, wait.
[01:17:47.503 --> 01:17:48.704]  First, just go to the Carlson clip.
[01:17:48.704 --> 01:17:49.004]  Here it is.
[01:17:50.100 --> 01:17:52.781]  If it looks like something out of Belarus, it is.
[01:17:52.781 --> 01:17:55.723]  But it's happening right here in North America.
[01:17:55.723 --> 01:18:00.385]  When they arrived downtown, the police shattered truckers' windows and dragged the drivers away.
[01:18:00.385 --> 01:18:02.686]  They need several demonstrators in the head.
[01:18:02.686 --> 01:18:06.949]  At one point this afternoon, horses began trampling Canadians as they protested.
[01:18:06.949 --> 01:18:08.469]  You're seeing that footage on your screen right now.
[01:18:08.469 --> 01:18:13.372]  The horses ran over several demonstrators, including a woman on a mobility scooter.
[01:18:13.372 --> 01:18:17.514]  Reportedly, one man had a heart attack in the face of all of this, at least one.
[01:18:17.514 --> 01:18:19.615]  Instead of helping, the police stood around him.
[01:18:20.703 --> 01:18:24.726]  This kind of violence, sponsored by Justin Trudeau, continued all day.
[01:18:24.726 --> 01:18:28.509]  Police repeatedly tackled Canadians, arrested them for the act of protesting.
[01:18:28.509 --> 01:18:30.450]  Journalists for the act of filming it.
[01:18:30.450 --> 01:18:31.291]  On camera.
[01:18:31.291 --> 01:18:33.453]  Here's just one example.
[01:18:33.453 --> 01:18:34.594]  This is disgusting!
[01:18:34.594 --> 01:18:35.875]  Disgusting!
[01:18:35.875 --> 01:18:37.996]  Oh my God!
[01:18:37.996 --> 01:18:38.877]  Oh my God!
[01:18:38.877 --> 01:18:39.878]  Disgusting!
[01:18:50.771 --> 01:18:53.912]  So here's the definition of tyranny.
[01:18:53.912 --> 01:19:03.277]  It's oppressing your own citizenry, ignoring the most basic standards of human rights, and then preventing the rest of the world from seeing what you're doing.
[01:19:03.277 --> 01:19:05.598]  And that is exactly what Justin Trudeau has done.
[01:19:05.598 --> 01:19:07.859]  He's ordered police to target independent media.
[01:19:07.859 --> 01:19:09.239]  There aren't many in Canada.
[01:19:09.239 --> 01:19:11.800]  They're the only reason we know what's happening there tonight.
[01:19:11.800 --> 01:19:15.362]  But that's exactly what Trudeau's forces have been doing.
[01:19:15.362 --> 01:19:17.903]  Today they threatened to throw a Fox News camera crew in jail.
[01:19:18.763 --> 01:19:20.483]  A Rebel News reporter was thrown to the ground.
[01:19:20.483 --> 01:19:25.785]  Police also arrested the live streamer Zot, someone whose footage we've been using for two weeks now.
[01:19:25.785 --> 01:19:29.345]  They arrested him while he was recording.
[01:19:29.345 --> 01:19:30.786]  So where's our State Department on this?
[01:19:30.786 --> 01:19:32.766]  This is our closest ally in the world.
[01:19:32.766 --> 01:19:34.646]  Canada is one of our biggest trading partners.
[01:19:34.646 --> 01:19:38.607]  We share a border of 5,500 miles with Canada.
[01:19:38.607 --> 01:19:41.228]  So what happens in Canada is of deep concern to the U.S.
[01:19:41.228 --> 01:19:41.868]  government.
[01:19:41.868 --> 01:19:46.449]  Our State Department exists to wag its finger in the faces of foreign governments and lecture them about human rights.
[01:19:47.776 --> 01:19:50.317]  Well, so now let's go ahead and go to the next clip here.
[01:19:50.317 --> 01:19:51.237]  This is yesterday.
[01:19:51.237 --> 01:19:52.358]  Trudeau has suspended Parliament.
[01:19:52.358 --> 01:19:53.278]  I've got some articles on that.
[01:19:53.278 --> 01:19:56.299]  I'm going to show you in a moment what that means and read you some of the code.
[01:19:56.299 --> 01:19:57.379]  But again, you've got the Speaker of Parliament.
[01:20:16.877 --> 01:20:26.962]  They've ordered everybody out, but Parliament is allowed to call in and go out over C-SPAN and give their views.
[01:20:26.962 --> 01:20:33.565]  And oh, you're a member of Parliament saying Klaus Schwab brags he controls Justin Trudeau?
[01:20:33.565 --> 01:20:38.768]  Or that he controls half the Parliament or half the Cabinet?
[01:20:39.835 --> 01:20:42.056]  And they just go, oh sorry, can't hear you, can't see you.
[01:20:42.056 --> 01:20:43.416]  Of course, it's totally clear.
[01:20:43.416 --> 01:20:47.337]  Cuts it, and then the other voice pops on and says, that's not true.
[01:20:47.337 --> 01:20:48.237]  That's a conspiracy theory.
[01:20:48.237 --> 01:20:52.179]  But why is this important?
[01:20:52.179 --> 01:20:57.660]  Because it's on record that it's true, and we have the clip.
[01:20:57.660 --> 01:20:59.641]  But we don't just have one clip of Klaus Schwab saying this.
[01:20:59.641 --> 01:21:04.382]  He runs around like a demonic parrot.
[01:21:05.649 --> 01:21:06.970]  Saying it constantly.
[01:21:06.970 --> 01:21:08.191]  That's what pisses me off.
[01:21:08.191 --> 01:21:17.779]  It's like, they have this weirdest thing where we're going to say it, and we're going to do it, and then you're not going to criticize it and say it doesn't exist, or we're going to shut you down.
[01:21:17.779 --> 01:21:19.861]  I mean, the whole Parliament ought to be awake.
[01:21:19.861 --> 01:21:22.083]  Trudeau should be instantly removed.
[01:21:22.083 --> 01:21:24.845]  But do you know what the Canadian Constitution says?
[01:21:24.845 --> 01:21:26.907]  Queen Elizabeth, it's not really a free country.
[01:21:26.907 --> 01:21:27.788]  Canadians are great.
[01:21:27.788 --> 01:21:28.769]  I've told them this for decades.
[01:21:28.769 --> 01:21:29.729]  They can't believe it.
[01:21:29.729 --> 01:21:30.150]  Look it up.
[01:21:34.398 --> 01:21:41.244]  Anytime the Queen wants, she can dissolve Parliament and have her Governor General put in charge.
[01:21:41.244 --> 01:21:45.567]  Well, I say that force her hand, just like we did in 1776.
[01:21:45.567 --> 01:21:51.712]  I mean, that witch is fighting for her life right now.
[01:21:51.712 --> 01:21:53.734]  I don't wish any harm upon her.
[01:21:53.734 --> 01:22:00.940]  I've never seen evidence she's a pedophile or a Nazi or a mass murderer, like her sons and her husband.
[01:22:00.940 --> 01:22:02.181]  But I mean, she's a bad person.
[01:22:03.359 --> 01:22:05.781]  And she's the longest-serving monarch in history.
[01:22:05.781 --> 01:22:06.361]  Oh, great.
[01:22:06.361 --> 01:22:08.123]  That's just disgusting.
[01:22:08.123 --> 01:22:12.386]  And you produce sons that are pedophiles and have 70 teddy bears they sleep with at night.
[01:22:12.386 --> 01:22:15.489]  I mean, give me a freaking break, lady.
[01:22:15.489 --> 01:22:17.110]  The sooner she climbs in her grave, the better.
[01:22:19.605 --> 01:22:21.386]  Oh my God, you talk bad about the Queen!
[01:22:21.386 --> 01:22:25.028]  The American sacrament now is worshipping the Queen!
[01:22:25.028 --> 01:22:25.788]  The Brits?
[01:22:25.788 --> 01:22:26.449]  Hater!
[01:22:26.449 --> 01:22:27.069]  The Irish?
[01:22:27.069 --> 01:22:27.569]  Hater!
[01:22:27.569 --> 01:22:28.050]  The Scots?
[01:22:28.050 --> 01:22:29.330]  Hater!
[01:22:29.330 --> 01:22:32.612]  We're not ruled by hereditary groups, folks!
[01:22:32.612 --> 01:22:37.735]  That's the most racist thing there is, is to be ruled by a genetic group!
[01:22:44.807 --> 01:22:48.189]  America is about what you can do, what you can produce.
[01:22:48.189 --> 01:22:49.970]  It ain't about what color you are.
[01:22:49.970 --> 01:22:52.632]  It's about what you can get done.
[01:22:52.632 --> 01:22:54.213]  How good's the work you can do?
[01:22:54.213 --> 01:22:54.913]  How hard do you work?
[01:22:54.913 --> 01:22:55.994]  How smart are you?
[01:22:55.994 --> 01:22:57.415]  How trustworthy?
[01:22:57.415 --> 01:22:58.316]  How good's your music?
[01:22:58.316 --> 01:22:59.456]  How good can you cook?
[01:22:59.456 --> 01:23:02.738]  How good can you, yeah, how good can you fight?
[01:23:02.738 --> 01:23:07.421]  Not about who your great granddaddy was.
[01:23:07.421 --> 01:23:09.122]  You want nepotism on steroids?
[01:23:09.122 --> 01:23:13.125]  It's Prince Andrew and all the people who had to kill to cover up his
[01:23:14.605 --> 01:23:19.829]  Criminal actions.
[01:23:19.829 --> 01:23:21.571]  I mean, really?
[01:23:21.571 --> 01:23:29.657]  You got some 70-year-old, spoiled, rotten, buck-toothed, inbred witch that we're all supposed to bow down to?
[01:23:29.657 --> 01:23:31.318]  Oh, well, that's England!
[01:23:31.318 --> 01:23:32.339]  Be for sovereignty!
[01:23:32.339 --> 01:23:36.643]  No, sovereignty is sovereign countries, not those people!
[01:23:36.643 --> 01:23:38.224]  And the worst is Prince Harry.
[01:23:38.224 --> 01:23:39.565]  He's the worst of them all.
[01:23:39.565 --> 01:23:41.647]  The little leftist arm of the whole thing.
[01:23:41.647 --> 01:23:42.888]  That's all a psy-op as well.
[01:23:48.459 --> 01:23:54.502]  Prince Philip said he wants to come back as a virus to kill 80% of us and add some worth to the world.
[01:23:54.502 --> 01:23:56.702]  Because, see, he's a beautiful person.
[01:23:56.702 --> 01:23:57.423]  You're not.
[01:23:57.423 --> 01:24:05.646]  You need to die and get out of the way for him so his son, so he can raise a son that sleeps with 70 teddy bears.
[01:24:05.646 --> 01:24:06.987]  Really, dude?
[01:24:06.987 --> 01:24:07.847]  Really?
[01:24:07.847 --> 01:24:13.670]  And you wear Admiral and Disneyland outfits?
[01:24:13.670 --> 01:24:15.991]  You're disgusting.
[01:24:15.991 --> 01:24:16.851]  You're anachronism.
[01:24:17.887 --> 01:24:19.432]  Sorry.
[01:24:19.432 --> 01:24:22.583]  Let's go to the incredible footage.
[01:24:23.468 --> 01:24:31.391]  A parliament that's suspended, but they're able to have members of parliament call in and make statements, and then now that they're not there, oh, they figured it out!
[01:24:31.391 --> 01:24:39.515]  Because remember, Trudeau was getting shouted down the last few weeks at all the events by liberals and conservatives, and calling Jews Nazis.
[01:24:39.515 --> 01:24:43.276]  They were shouting him down, members of parliament, and so what was he going to do?
[01:24:43.276 --> 01:24:52.240]  Oh, I suspend parliament, and I suspend you being able to be here, but an archaic part of the law is they can still call in, so now they've got to be censored in live time!
[01:24:53.081 --> 01:24:54.503]  I mean, see how it works?
[01:24:54.503 --> 01:24:59.988]  They're not just going to censor the truckers out there in the snow with their own money and their own gas going bankrupt.
[01:24:59.988 --> 01:25:09.958]  No, now we're going to censor Members of Parliament and act like it's because their audio and video doesn't work, but then they can't help it once they're silenced to jump on and say, it's not true.
[01:25:09.958 --> 01:25:13.801]  Klaus Schwab's not involved in anything!
[01:25:13.801 --> 01:25:15.443]  But that's exactly what we want, isn't it?
[01:25:17.080 --> 01:25:24.642]  Because once people go, there's a global corporate group that bought off our leaders and that wants to wreck everything and release the virus?
[01:25:24.642 --> 01:25:26.683]  Whoa!
[01:25:26.683 --> 01:25:30.024]  Oh, you ain't so smart-mouthed now, are you, Klaus Schwab?
[01:25:30.024 --> 01:25:34.465]  Now you got orders in there to that parliament you control to not talk about you!
[01:25:34.465 --> 01:25:41.688]  Because you don't care if Trudeau gets destroyed in the process, it just can't be you and Prince Charles you report to!
[01:25:41.688 --> 01:25:42.808]  Oh yeah, it's on record.
[01:25:43.843 --> 01:25:47.705]  Prince Charles calls this his War to Save the Earth Against Humanity.
[01:25:47.705 --> 01:25:48.906]  That's a quote.
[01:25:48.906 --> 01:26:07.896]  So Prince Charles, the pedophile, the degenerate, the heir of Count Dracula, on record, look it up, I'm not joking, he literally has this ghoul, Klaus Schwab up there, that bought off our leaders and has done all this, and they think we're gonna submit to them, and the answer is, we have only begun to fight!
[01:26:07.896 --> 01:26:11.538]  In the words of John Paul Jones.
[01:26:11.538 --> 01:26:13.059]  So let's back-to-back play both clips.
[01:26:15.396 --> 01:26:22.119]  Here's what happened yesterday in a suspended parliament, now not letting people even have free speech, cutting the feed.
[01:26:22.119 --> 01:26:27.761]  And not like, because, you know, the speaker is smart enough to like cover it up and say, oh, sorry, your feed's cut.
[01:26:27.761 --> 01:26:29.482]  We couldn't hear you when it's crisp.
[01:26:29.482 --> 01:26:32.343]  But the other guy says, no, it's not true.
[01:26:32.343 --> 01:26:35.384]  On top of it, they just always got to go too far, don't they?
[01:26:35.384 --> 01:26:37.325]  And then the next clip is last year.
[01:26:38.251 --> 01:26:44.935]  At the Kennedy Center with David Gergen, Klaus Schwab bragging that they've taken over parliaments all over the world, but he's most proud of Trudeau.
[01:26:44.935 --> 01:26:48.957]  Here it is.
[01:26:48.957 --> 01:26:52.980]  Thank you, Mr. Speaker, and I listened to my colleague's speech.
[01:26:52.980 --> 01:26:58.403]  I had a constituent that wanted me to ask a question about outside interference to our democracy.
[01:26:59.119 --> 01:27:08.983]  Klaus Schwab is the head of the World Economic Forum and he bragged how his subversive World Economic Forum has quoted infiltrated governments around the world.
[01:27:08.983 --> 01:27:13.605]  He said that his organization had penetrated more than half of Canada's cabinet.
[01:27:14.332 --> 01:27:24.135]  I was wondering, in the interest of transparency, could the Member please name which Cabinet Ministers are on board with the WEF's agenda?
[01:27:24.135 --> 01:27:27.956]  My concern is the Deputy... Order, order, order.
[01:27:27.956 --> 01:27:37.498]  I know the Member was in a really good question there, but the audio is really, really bad, and the video is really, really bad as well.
[01:27:37.498 --> 01:27:38.199]  And I apologize.
[01:27:38.199 --> 01:27:41.219]  I don't know if the Member... Okay.
[01:27:41.219 --> 01:27:41.880]  Let's try again.
[01:27:44.989 --> 01:27:47.250]  The Honourable Member for Timmins James Bay.
[01:27:47.250 --> 01:27:51.633]  Mr. Speaker, that member is promoting open disinformation.
[01:27:51.633 --> 01:27:52.713]  That's not debate.
[01:27:52.713 --> 01:27:57.076]  We have to call it disinformation.
[01:27:57.076 --> 01:28:07.441]  When I mention now names like Mrs. Merkel, even Vladimir Putin and so on, they all have been young global leaders of the World Economic Forum.
[01:28:08.678 --> 01:28:23.823]  But what we are very proud of now is the young generation like Prime Minister Trudeau, President of Argentina and so on, that we penetrate the cabinets.
[01:28:23.823 --> 01:28:31.186]  So yesterday I was at a reception for Prime Minister Trudeau and I
[01:28:32.403 --> 01:28:44.994]  We know that half of this cabinet, or even more half of this cabinet, are actually young global leaders of the world economy.
[01:28:44.994 --> 01:28:49.618]  And that's true in Argentina as well.
[01:28:49.618 --> 01:28:58.847]  It's true in Argentina and it's true in France now, I mean with the President, with the young global leader, but what is important
[01:29:00.202 --> 01:29:02.803]  These guys, if you watch their hands, they're rubbing everything.
[01:29:02.803 --> 01:29:04.463]  They're all fetishizing everything.
[01:29:04.463 --> 01:29:06.704]  They are literally in love with each other.
[01:29:06.704 --> 01:29:09.445]  That's Klaus Schwab and Kissinger.
[01:29:09.445 --> 01:29:11.825]  And they just think they're invincible.
[01:29:11.825 --> 01:29:12.705]  No!
[01:29:12.705 --> 01:29:14.066]  Your body's going to give out.
[01:29:14.066 --> 01:29:16.226]  You're going to die like everybody else.
[01:29:16.226 --> 01:29:18.527]  God is going to bring you down.
[01:29:18.527 --> 01:29:19.847]  And your whole system will fail.
[01:29:19.847 --> 01:29:24.829]  And I tell you, Klaus Schwab will live to see his new world order die.
[01:29:24.829 --> 01:29:26.049]  He's such a mass murderer, though.
[01:29:27.276 --> 01:29:37.881]  So, again, it doesn't exist, he doesn't brag on his own website that he controls half the countries in the world, and you can't say that in Parliament or they shut you down.
[01:29:37.881 --> 01:29:38.641]  Well, of course!
[01:29:38.641 --> 01:29:42.143]  They declared martial law!
[01:29:42.143 --> 01:29:48.566]  You're like, I elected a member of Parliament who's been kicked out of the building but is allowed to call in?
[01:29:48.566 --> 01:29:50.767]  And then they censor him?
[01:29:51.909 --> 01:29:53.230]  By the way, don't get that member wrong, guys.
[01:29:53.230 --> 01:29:55.111]  That's a big person I want on.
[01:29:55.111 --> 01:29:56.192]  That's the essence of this.
[01:29:56.192 --> 01:29:57.533]  Of course they did that.
[01:29:57.533 --> 01:30:00.796]  Because now they're identified.
[01:30:00.796 --> 01:30:02.697]  Now they're spotlighted.
[01:30:02.697 --> 01:30:07.261]  Like those cockroaches that Ted Nugent talks so much about.
[01:30:07.261 --> 01:30:08.842]  This is why my show's impossible.
[01:30:08.842 --> 01:30:10.363]  Because this is an awesome broadcast.
[01:30:10.363 --> 01:30:11.063]  The crew's badass.
[01:30:11.063 --> 01:30:13.745]  But, I mean, this one thing we've talked about 15 minutes.
[01:30:13.745 --> 01:30:15.367]  Because it's a big deal, isn't it?
[01:30:15.367 --> 01:30:19.009]  I've got stuff even worse!
[01:30:19.009 --> 01:30:19.570]  Seriously!
[01:30:20.405 --> 01:30:24.408]  I mean, it just, it's so incredible.
[01:30:24.408 --> 01:30:28.111]  Let me settle down.
[01:30:28.111 --> 01:30:32.794]  Get Bill Gates ready saying he's mad that Omicron saved so many people and gave people immunity.
[01:30:32.794 --> 01:30:35.316]  We'll get, and then him saying you've got to wear a mask, wearing pants.
[01:30:35.316 --> 01:30:36.477]  Get those clips ready.
[01:30:36.477 --> 01:30:39.359]  I'm gonna go to those, but thank you.
[01:30:39.359 --> 01:30:43.161]  We'll go to it in a minute.
[01:30:43.161 --> 01:30:44.963]  Let me say why I'm so pissed.
[01:30:44.963 --> 01:30:48.225]  I've got over 100 articles just on what happened, and I've been spending
[01:30:48.553 --> 01:30:51.434]  Hours last night and hours today watching all this like you have.
[01:30:51.434 --> 01:30:57.495]  And it's just so freaking evil.
[01:30:57.495 --> 01:31:01.136]  I mean, it's like you walk out in your garage, there's an eight-foot Count Dracula eating a baby.
[01:31:01.136 --> 01:31:05.937]  I mean, you know, it's not good.
[01:31:05.937 --> 01:31:15.839]  The articles on Infowars.com video, Canadian Member of Parliament accused of spreading misinformation, disinformation for pointing out WEF's corrupt influence over Trudeau's government.
[01:31:17.947 --> 01:31:20.608]  You know about this, but do your friends and family know?
[01:31:20.608 --> 01:31:22.149]  Because this is just next level.
[01:31:22.149 --> 01:31:26.831]  I mean, it's not just... See, the headline, Jamie's a great guy.
[01:31:26.831 --> 01:31:29.813]  He can't even get it as bad as it is, and I get it.
[01:31:29.813 --> 01:31:34.115]  Member of Canadian Parliament censored!
[01:31:34.115 --> 01:31:38.477]  Censored!
[01:31:38.477 --> 01:31:42.019]  For pointing out Klaus Schwab's admitted control of Trudeau.
[01:31:45.216 --> 01:31:46.537]  They use that magic word.
[01:31:46.537 --> 01:31:47.117]  Oh!
[01:31:47.117 --> 01:31:47.877]  Disinformation.
[01:31:47.877 --> 01:32:01.402]  If you go to the Wikipedia, and it links to Klaus Schwab's own website, he says, we have penetrated the governments, we control half world government now, and half the... When he says we control half the... See, the Member of Parliament got it wrong.
[01:32:01.402 --> 01:32:07.664]  When he says we control half of the cabinets, he means he's got half the cabinets.
[01:32:07.664 --> 01:32:11.406]  Not he's got half the cabinets someplace.
[01:32:11.406 --> 01:32:11.526]  No!
[01:32:13.644 --> 01:32:14.044]  There it is.
[01:32:14.044 --> 01:32:19.326]  Capture of Democratic Structures and Institutions.
[01:32:19.326 --> 01:32:20.767]  Democratic Structure.
[01:32:20.767 --> 01:32:25.929]  Democratic Elite Capture is what it's called.
[01:32:25.929 --> 01:32:27.629]  I mean, it's a declaration of war.
[01:32:27.629 --> 01:32:28.990]  They're annihilating us.
[01:32:28.990 --> 01:32:29.970]  They're bankrupting us.
[01:32:29.970 --> 01:32:31.911]  They're trying to put deadly poison in our bodies.
[01:32:31.911 --> 01:32:39.834]  They're laughing at us and we're supposed to just sit here and take it while he says it all over TV and then a member of Parliament tries to bring it up and they're shut down!
[01:32:42.452 --> 01:32:48.255]  While police beat up and run over women on mobility scooters with Clydesdales?
[01:32:48.255 --> 01:32:53.478]  I've got the video, in slow motion, of the horse stomping on her chest.
[01:32:53.478 --> 01:32:55.499]  Her ribs are being broken.
[01:32:55.499 --> 01:33:01.262]  And then the cops rush in and start billy clubbing.
[01:33:01.262 --> 01:33:03.624]  You couldn't be more disingenuous.
[01:33:03.624 --> 01:33:05.885]  You couldn't be more satanic.
[01:33:05.885 --> 01:33:08.146]  And there's the woman that the horse runs over in a minute.
[01:33:10.359 --> 01:33:13.840]  Imagine growing up your whole life being a cop, and then you're going to run over old women.
[01:33:13.840 --> 01:33:17.742]  I mean, I just, I can't even look at it anymore.
[01:33:17.742 --> 01:33:20.483]  But this is what evil is, ladies and gentlemen.
[01:33:20.483 --> 01:33:24.184]  This is who these people are.
[01:33:24.184 --> 01:33:28.686]  Notice the left didn't say get rid of the Canadian police, because they're lock, stock, and barrel, and line.
[01:33:28.686 --> 01:33:30.487]  The good ones have already resigned.
[01:33:30.487 --> 01:33:32.648]  No, it's the better police departments they want to control.
[01:33:32.648 --> 01:33:35.369]  Because they don't have control yet.
[01:33:35.369 --> 01:33:35.729]  Look at this.
[01:33:35.729 --> 01:33:38.150]  Canadian police use pepper spray, stun grenades to
[01:33:39.116 --> 01:33:40.317]  Push, clear the Capitol.
[01:33:40.317 --> 01:33:42.318]  And I love this AP headline.
[01:33:42.318 --> 01:33:51.063]  Because this morning, the headline was, Canadian Police Use Pepper Spray Strung Grenades to Clear the Capitol and Restore Normality.
[01:33:51.063 --> 01:33:53.165]  But I guess that was a little too obvious.
[01:33:53.165 --> 01:33:54.285]  Because it's not normality.
[01:33:54.285 --> 01:33:55.446]  Oh, back to checkpoints.
[01:33:55.446 --> 01:33:56.927]  Back to vaccine checkpoints.
[01:33:56.927 --> 01:33:58.628]  Back to forced inoculations.
[01:33:58.628 --> 01:33:59.669]  Back to total surveillance.
[01:33:59.669 --> 01:34:01.010]  Back to normality.
[01:34:01.010 --> 01:34:03.731]  No, we want the normality back, dumbasses.
[01:34:03.731 --> 01:34:06.633]  That's why they're there protesting.
[01:34:06.633 --> 01:34:07.794]  But they changed the headline to,
[01:34:08.823 --> 01:34:09.724]  This is Reuters.
[01:34:09.724 --> 01:34:10.764]  Sorry, I said AP.
[01:34:10.764 --> 01:34:21.890]  Canadian police use pepper spray, stun grenades to push to clear the Capitol as if people are in the Capitol.
[01:34:21.890 --> 01:34:22.970]  Yeah, there it is.
[01:34:22.970 --> 01:34:31.375]  Canadian officers, Canadian police officers move protesters towards Parliament Hill as they work to restore
[01:34:32.538 --> 01:34:38.563]  Normality, oh, to the Capitol while trucks and demonstrators continue to occupy downtown.
[01:34:38.563 --> 01:34:40.265]  They're the ones blockading.
[01:34:40.265 --> 01:34:47.311]  They're the ones shutting down the bad people, not Klaus Schwab and his minion he brags he controls.
[01:34:47.311 --> 01:34:51.834]  So let's go ahead and look at some of the controlling sections of this.
[01:34:51.834 --> 01:34:58.720]  And this is, Hitler was elected like Trudeau with 30% of the vote, strangely enough.
[01:34:58.720 --> 01:35:00.041]  You're like, well, how are you elected with 30%?
[01:35:00.041 --> 01:35:00.742]  Well, it's a parliament.
[01:35:01.650 --> 01:35:06.712]  He was elected president of the lower house of the German Reichstag, Bundestag.
[01:35:06.712 --> 01:35:11.233]  It's a parliamentary system, different than America's congressional system.
[01:35:11.233 --> 01:35:13.674]  And then they firebombed the building and blamed it on people.
[01:35:13.674 --> 01:35:18.135]  It was later declassified that they staged it in Nuremberg.
[01:35:18.135 --> 01:35:20.496]  But back then, our media didn't want people knowing government staged stuff.
[01:35:20.496 --> 01:35:21.896]  They said, no, it's not true.
[01:35:21.896 --> 01:35:24.417]  Hitler did not firebomb his own Reichstag with Hermann Goering.
[01:35:24.417 --> 01:35:28.819]  Of course, it was admitted that it happened previous to that.
[01:35:28.819 --> 01:35:29.999]  But why is this important?
[01:35:31.286 --> 01:35:48.613]  Because the emergency powers declared by Hitler then von Hindenburg stepped down as chancellor and Hitler merged the presidency and the chancellorship into the Führer or the leader.
[01:35:48.613 --> 01:35:52.795]  And the Weimar Republic ceased to exist.
[01:35:52.795 --> 01:35:57.557]  Don't you know Q and the leftist CIA operatives wish they could have got folks
[01:35:57.930 --> 01:36:02.451]  to burn down the Capitol on January 6th, but they didn't, so they didn't get their full Reichstag.
[01:36:02.451 --> 01:36:05.212]  And boy, are they pissed.
[01:36:05.212 --> 01:36:07.193]  So here's a breakdown of this.
[01:36:07.193 --> 01:36:15.316]  Allowing Trudeau tyranny under the guise of protecting us from an entirely peaceful Freedom Convoy can only end badly if left unchecked.
[01:36:15.316 --> 01:36:23.218]  Trudeau even suspended Parliament, which is needed to efficiently pass the Emergency Act and is making some powers permanent.
[01:36:23.218 --> 01:36:25.759]  So he suspended Parliament so they can't challenge him again.
[01:36:27.512 --> 01:36:32.714]  Silenced them and is in now complete control.
[01:36:32.714 --> 01:36:45.958]  Last time that happened to a major Western government was February 27th, 1933.
[01:36:45.958 --> 01:36:47.979]  So let's move on to the next little piece here.
[01:36:47.979 --> 01:36:49.639]  He's figuring out what's going on.
[01:36:49.639 --> 01:36:51.300]  This is all a beta test.
[01:36:51.300 --> 01:36:54.501]  They admit Obama and the globalists are in DC running this right now.
[01:36:56.078 --> 01:36:58.360]  Hitler's Enabling Act was passed in March of 1932.
[01:36:58.360 --> 01:36:58.460]  1933.
[01:36:58.460 --> 01:37:05.405]  Again, you have the Reichstag fire in February, then the Enabling Act the next month.
[01:37:05.405 --> 01:37:07.286]  Hitler's Enabling Act was passed in March of 1933.
[01:37:07.286 --> 01:37:21.896]  It gave him extraordinary powers to bypass laws and fundamental human rights, to detain and punish anyone without courts for no stated reason, confiscate bank funds and other assets, and essentially do whatever he pleased.
[01:37:21.896 --> 01:37:23.177]  Trudeau has done the exact same thing.
[01:37:24.977 --> 01:37:32.262]  But don't criticize it or you get your feed cut even though you're elected because you've been suspended.
[01:37:32.262 --> 01:37:38.686]  Oh, but Trudeau let you still call in, but now you're controlled.
[01:37:38.686 --> 01:37:43.669]  But people in Dresden, by the hundreds of thousands protesting, they're not controlled.
[01:37:43.669 --> 01:37:51.094]  A report of this woman is in critical condition, stomped by the Clydesdales along with others.
[01:37:51.094 --> 01:37:52.855]  The cops rode her over on purpose.
[01:37:56.618 --> 01:37:57.979]  That's the new Tiananmen Square.
[01:37:57.979 --> 01:37:59.159]  Then I've got this clip.
