[00:00:10.435 --> 00:00:10.735]  R-Charge.com.
[01:10:24.936 --> 01:10:31.859]  Absolutely, and look, Rick Perry barely could win a three-way race for governor.
[01:10:31.859 --> 01:10:33.881]  He got 39% of the vote.
[01:10:33.881 --> 01:10:38.603]  He is a political dead duck, but he was summoned to the Vildenberg Group
[01:10:39.361 --> 01:10:42.922]  In 2007, illegally.
[01:10:42.922 --> 01:10:44.943]  It's in my film, Endgame.
[01:10:44.943 --> 01:10:45.483]  That's illegal.
[01:10:45.483 --> 01:10:50.444]  You're not allowed to go to these violation of Logan Act to go set policy overseas with private groups.
[01:10:50.444 --> 01:10:58.006]  He, again, when the whole legislature said no to handing our roads over to foreign private interest, hijacking it, when people said no to the HPV shots, all of it,
[01:10:58.941 --> 01:11:04.225]  He lost all credibility, so he's trying to hijack the Tea Parties and make it a right-wing issue.
[01:11:04.225 --> 01:11:11.271]  And the left wants that to happen, too, so they can divide the American people instead of having a populist movement against the globalists.
[01:11:11.271 --> 01:11:13.793]  This is divide and conquer.
[01:11:13.793 --> 01:11:17.035]  Let's go ahead and talk to Paul in California.
[01:11:17.035 --> 01:11:17.936]  Paul, you're on the air.
[01:11:17.936 --> 01:11:19.657]  Welcome.
[01:11:19.657 --> 01:11:21.098]  Thanks for taking my call, Alex.
[01:11:21.098 --> 01:11:25.041]  I just wanted to, first of all, say thank you for all the hard work and research that you do.
[01:11:25.041 --> 01:11:25.722]  You're a great American.
[01:11:26.822 --> 01:11:32.347]  And also for the Obama deception, it's really woken up quite a lot of people out here in California.
[01:11:32.347 --> 01:11:37.671]  And what I kind of wanted you to comment on... Let me just say, it is the number one film on the web.
[01:11:37.671 --> 01:11:42.736]  Now, I haven't counted it up in the last week and a half, but it was 15 million views in three weeks.
[01:11:42.736 --> 01:11:45.878]  Free, just on the internet sites I checked.
[01:11:45.878 --> 01:11:48.040]  And it's just absolutely amazing.
[01:11:48.040 --> 01:11:51.103]  This film is sending shockwaves across the nation.
[01:11:51.103 --> 01:11:52.364]  Go ahead.
[01:11:52.364 --> 01:11:52.784]  Absolutely.
[01:11:53.593 --> 01:11:57.617]  What I kind of wanted you to comment on was the global currency.
[01:11:57.617 --> 01:12:00.579]  A, what kind of a timeline do you think we're looking at for that?
[01:12:00.579 --> 01:12:02.060]  Already have it.
[01:12:02.060 --> 01:12:03.041]  Right.
[01:12:03.041 --> 01:12:08.666]  And B, what I was kind of wondering is at what point do you think that they're going to ditch the U.S.
[01:12:08.666 --> 01:12:13.209]  dollar and go ahead and openly announce that we have to switch to this new currency?
[01:12:13.209 --> 01:12:15.531]  Okay, let me break down what's happening.
[01:12:15.531 --> 01:12:21.896]  Remember, 99% on average per country, some countries have as high as 3% reserves.
[01:12:22.816 --> 01:12:32.599]  Some countries have, like Zimbabwe or something, you know, they might have 20% of it in actual paper money, but most nations it's less than 1%.
[01:12:32.599 --> 01:12:35.260]  But Zimbabwe is so hyperinflated.
[01:12:35.260 --> 01:12:43.643]  So, in the United States, 99 plus percent of the money is digital.
[01:12:43.643 --> 01:12:44.823]  And they're called SDRs.
[01:12:45.666 --> 01:12:50.310]  And we got a bunch of mainstream articles linked up on InfoWars.com and PrismaLine.com today about it if you'd like.
[01:12:50.310 --> 01:12:58.758]  But just Google SDRs or global currency and click news and you can read them explaining it, but saying, you know, it's the answer to the crisis they created.
[01:12:58.758 --> 01:13:06.365]  And so you have the IMF, the World Bank, that are kind of the fronts for the International Bank of Settlements, this private consortium of privately owned banks.
[01:13:06.365 --> 01:13:10.208]  They issue to the governments these SDRs.
[01:13:11.494 --> 01:13:19.340]  And the governments then claim they can print and issue more currency and credit and liquidity because the private bankers have issued SDRs.
[01:13:19.340 --> 01:13:25.825]  So it's like a new form of bond or issuance.
[01:13:25.825 --> 01:13:29.448]  It's complex, but it's also simple.
[01:13:29.448 --> 01:13:38.434]  And we cover it in the Obama Deception, but they are now, in fact I have an article on it right here, actually in my stack, but if I go to it I won't have time to take all your calls.
[01:13:39.944 --> 01:13:43.445]  The second part of your question is, when will they kill the dollar?
[01:13:43.445 --> 01:13:47.826]  And the answer is, not for decades.
[01:13:47.826 --> 01:13:55.588]  And my stupid parallel or analogy or metaphor, I guess, would be, what are there?
[01:13:55.588 --> 01:13:58.369]  10, 15, 20 different versions of Sports Illustrated every month?
[01:13:58.369 --> 01:13:59.009]  I don't know.
[01:13:59.009 --> 01:14:05.611]  They've got different college ones and different sports ones and different region ones, but it's all issued by Sports Illustrated.
[01:14:07.884 --> 01:14:09.446]  Here's another analogy.
[01:14:09.446 --> 01:14:10.547]  The National ID Card.
[01:14:10.547 --> 01:14:15.432]  I read the Executive Order in 2000 and... I keep getting the years wrong.
[01:14:15.432 --> 01:14:16.893]  In 1997 by Bill Clinton.
[01:14:16.893 --> 01:14:18.455]  He signed it in 1993.
[01:14:18.455 --> 01:14:20.016]  But I found out about it in 2007.
[01:14:20.016 --> 01:14:21.598]  It's in my first film.
[01:14:21.598 --> 01:14:24.981]  America Destroyed by Design.
[01:14:24.981 --> 01:14:28.324]  And it says in there, we now have a National ID Card.
[01:14:28.324 --> 01:14:29.726]  Globally standardized.
[01:14:30.410 --> 01:14:38.535]  And then in 2000, they officially standardized it in a UN treaty that the majority of world nations in the world signed on to.
[01:14:38.535 --> 01:14:43.597]  And so, by 2000, we had a world ID card.
[01:14:43.597 --> 01:14:47.099]  It's just you still, it says United States ID.
[01:14:47.099 --> 01:14:54.123]  And it even has a state issued, you know, the states are federalized, but they issue one.
[01:14:54.123 --> 01:14:59.146]  It's like a grocery store, you know, says H-E-B number 50 or whatever, but it's still owned by the same company.
[01:14:59.930 --> 01:15:06.775]  So, just like we have a world ID card, but it's standardized down to the Texas driver's license.
[01:15:06.775 --> 01:15:08.176]  It has that sub-designation.
[01:15:08.176 --> 01:15:13.700]  Kind of like your zip code is a federal number, but you have seven at the beginning of Texas.
[01:15:13.700 --> 01:15:14.240]  You understand?
[01:15:14.240 --> 01:15:17.082]  And it's set up under that system.
[01:15:17.082 --> 01:15:19.024]  That's what GPS is globally.
[01:15:19.024 --> 01:15:21.405]  I mean, all this is global, folks.
[01:15:21.405 --> 01:15:23.347]  They can shoot a cruise missile down your chimney.
[01:15:24.119 --> 01:15:26.220]  I mean, that's how plotted out.
[01:15:26.220 --> 01:15:30.503]  The zip code is actually a missile targeting grid.
[01:15:30.503 --> 01:15:32.404]  See, it's all Pentagon design.
[01:15:32.404 --> 01:15:44.171]  The face scanning cameras, the national ID cards, the body scanners at the airports put you in a biometric database, taking your blood at birth, taking your blood now, or your tissue swab out of your cheek at checkpoints they're announcing.
[01:15:44.171 --> 01:15:45.772]  It's all Pentagon design.
[01:15:45.772 --> 01:15:46.652]  It runs everything.
[01:15:46.652 --> 01:15:47.653]  DARPA runs everything.
[01:15:49.269 --> 01:15:50.290]  They created the internet.
[01:15:50.290 --> 01:15:51.591]  They created the global standards.
[01:15:51.591 --> 01:15:52.351]  They run it all.
[01:15:52.351 --> 01:15:54.192]  They dole out the advanced technologies.
[01:15:54.192 --> 01:15:58.055]  They're 30 years ahead of what they're showing you, at least.
[01:15:58.055 --> 01:16:00.377]  God knows what they've already got off-planet.
[01:16:00.377 --> 01:16:06.101]  And I've got that from high-level NASA engineers that are retired, who literally start shaking when they tell me about it.
[01:16:06.101 --> 01:16:10.364]  But I don't get into all the stuff you can't handle, that you're not ready to hear.
[01:16:10.364 --> 01:16:11.104]  Okay?
[01:16:11.104 --> 01:16:12.025]  I'm getting close, though.
[01:16:13.234 --> 01:16:21.285]  Yes, folks, we are in a frozen technological level, arguing about Republicans and Democrats, which is a false mental projection.
[01:16:21.285 --> 01:16:23.028]  It's a total fraud.
[01:16:23.028 --> 01:16:24.910]  They're already off-world, big-time.
[01:16:24.910 --> 01:16:28.235]  There's space planes, space stations, everything.
[01:16:28.235 --> 01:16:28.836]  We'll be right back.
[01:16:33.320 --> 01:16:36.821]  Before you throw away your used batteries, you need to listen to this.
[01:16:36.821 --> 01:16:38.742]  Now, going green can save money.
[01:16:38.742 --> 01:16:44.304]  Go green and save money by giving life to your used batteries by charging them with the Renaissance Charger.
[01:16:44.304 --> 01:16:52.326]  The Renaissance Charger uses a new revolutionary battery charging technology that effectively extends the life of new batteries and gives new life to used batteries.
[01:16:52.326 --> 01:17:02.910]  Invented by legendary audio genius John Bedini, this unique and patented charging system rejuvenates the electrochemical plate structure in the battery without additives, increasing capacity
[01:17:02.910 --> 01:17:03.250]  I think so.
[01:17:32.935 --> 01:17:33.715]  Gold.
[01:17:33.715 --> 01:17:35.256]  It's like nothing else on Earth.
[01:17:35.256 --> 01:17:41.519]  From the Romans through the Renaissance, from the Industrial Age to the Space Age, gold has weathered the test of time.
[01:17:41.519 --> 01:17:45.701]  For 6,000 years, gold has remained the ultimate store of wealth.
[01:17:45.701 --> 01:17:47.642]  According to the World Gold Council and the U.S.
[01:17:47.642 --> 01:17:50.063]  Mint, demand is at an all-time high.
[01:17:50.063 --> 01:17:56.766]  The stage is being set for the reemergence of gold as the common-sense alternative to a fiat paper currency that gets weaker
[01:17:56.766 --> 01:17:56.966]  We're good.
[01:18:11.880 --> 01:18:18.886]  As good as gold, call 1-800-686-2237 for the report the Fed hopes you'll never see.
[01:18:18.886 --> 01:18:21.448]  As good as gold can be yours by calling 800-686-2237.
[01:18:21.448 --> 01:18:27.953]  If you have ever thought about owning gold, you must read this report.
[01:18:27.953 --> 01:18:28.994]  Call Midas today at 800-686-2237.
[01:18:33.555 --> 01:18:36.998]  Silver is mankind's oldest natural antibiotic.
[01:18:36.998 --> 01:18:41.262]  This very special mineral has been used for centuries by most cultures throughout the world.
[01:18:41.262 --> 01:18:52.912]  Utopia, Texas is home to a small but mighty supplement company called Utopia Silver, who offers colloidal products produced in distilled water without use of animal protein, nitrates, or saline solutions.
[01:18:52.912 --> 01:18:58.757]  Because our colloidal silver is made up of nano-sized particles, it can be better utilized at the cellular level.
[01:18:59.037 --> 01:19:03.699]  And germs can't mutate to be resistant like they can to modern-day antibiotics.
[01:19:03.699 --> 01:19:11.881]  Utopia Silver has a broad range of health supplements, including colloidal silver, gold, and copper, with a money-back guarantee on the colloidal products we produce.
[01:19:11.881 --> 01:19:19.544]  For four years, Utopia Silver has been fighting in the Texas courts against agencies that would steal our God-given rights of health care and freedom of speech.
[01:19:20.044 --> 01:19:22.746]  Visit us today at utopiasilver.com.
[01:19:22.746 --> 01:19:25.649]  That's U-T-O-P-I-A-Silver dot com.
[01:19:25.649 --> 01:19:27.810]  Or call 888-213-4338.
[01:19:27.810 --> 01:19:30.032]  888-213-4338.
[01:19:30.032 --> 01:19:34.115]  And help us win this battle.
[01:19:34.115 --> 01:19:35.276]  You are a rebel.
[01:19:35.276 --> 01:19:36.017]  Admit it.
[01:19:36.017 --> 01:19:38.979]  You refuse to read the directions when assembling a new item.
[01:19:38.979 --> 01:19:41.381]  You won't ask for directions when you're lost.
[01:19:41.381 --> 01:19:45.304]  Once in a while you drive in the carpool lane with only you in the car.
[01:19:45.304 --> 01:19:47.366]  Your neighbors call you a crackpot.
[01:19:47.366 --> 01:19:48.507]  And you can count your real friends.
[01:19:52.739 --> 01:19:53.340]  We're good to go.
[01:20:23.012 --> 01:20:25.193]  This is that Garofalo song, what a witch!
[01:20:48.618 --> 01:20:50.480]  But see, she wants us to hate her.
[01:20:50.480 --> 01:20:52.161]  Millions of people out protesting.
[01:20:52.161 --> 01:20:56.646]  Overman lies and says they only had 10,000 people nationwide.
[01:20:56.646 --> 01:20:58.668]  Folks, they had like 7,000 in San Antonio.
[01:20:58.668 --> 01:21:01.631]  That's what the local news said.
[01:21:01.631 --> 01:21:03.673]  It was millions nationwide.
[01:21:03.673 --> 01:21:06.195]  Even small towns had tea parties.
[01:21:06.195 --> 01:21:08.798]  But the news has to make it a left-wing, right-wing thing.
[01:21:08.798 --> 01:21:11.240]  And then everywhere say it's because they hate black people.
[01:21:12.432 --> 01:21:13.614]  Amazing.
[01:21:13.614 --> 01:21:15.136]  Let's continue with your phone calls.
[01:21:15.136 --> 01:21:17.679]  Let's talk to Matthew in Montana.
[01:21:17.679 --> 01:21:18.881]  Matthew, you're on the air.
[01:21:18.881 --> 01:21:20.603]  Hello, Alex.
[01:21:20.603 --> 01:21:25.490]  We appreciate you coming in Sunday and we appreciate all you're doing.
[01:21:25.490 --> 01:21:27.012]  Hey, sir, this is Make It or Break It.
[01:21:27.312 --> 01:21:28.913]  I mean, I believe the stuff I talk about here.
[01:21:28.913 --> 01:21:30.053]  I want folks to know that.
[01:21:30.053 --> 01:21:31.194]  This is real.
[01:21:31.194 --> 01:21:40.098]  We really do have a criminal eugenics elite in control and it's such a joke that the public can't get past the distractions of Republican versus Democrat.
[01:21:40.098 --> 01:21:47.622]  It's total theater while they're putting cancer viruses in the vaccines and taking all the baby's blood at birth for 36 years for eugenics databases.
[01:21:47.622 --> 01:21:48.603]  Sorry, go ahead.
[01:21:48.603 --> 01:21:49.963]  Yeah, yeah.
[01:21:49.963 --> 01:21:54.686]  I, you know, I wanted to bring up April 19th is a much more
[01:21:55.585 --> 01:21:58.386]  Uh, famous day going back further in history.
[01:21:58.386 --> 01:22:12.232]  Yeah, I have a film crew on Lexington Green right now in Massachusetts for our new film with thousands of police and military retaking their oaths to protect and defend the Constitution and not carry out the new world order.
[01:22:12.232 --> 01:22:13.772]  How exciting is that?
[01:22:13.772 --> 01:22:14.853]  Right on, right on.
[01:22:14.853 --> 01:22:15.853]  Well, you're on top of it.
[01:22:15.853 --> 01:22:18.434]  Well, tell folks what the date is for those that don't know.
[01:22:18.434 --> 01:22:20.155]  April 19th is the day
[01:22:20.931 --> 01:22:37.521]  That General Thomas Gage sent regular troops to Concord from Boston to confiscate the arms and ammunition stored in Concord and they suffered a major defeat and sent them running.
[01:22:37.521 --> 01:22:42.964]  That was the day the shot heard around the world took place and the colonists went after them.
[01:22:45.959 --> 01:22:50.540]  The globalists are setting it up now, teaching the military and the police to attack the American people.
[01:22:50.540 --> 01:22:52.401]  I've been to scores of drills.
[01:22:52.401 --> 01:22:53.761]  I've shot video.
[01:22:53.761 --> 01:22:54.961]  It's all free on the internet.
[01:22:54.961 --> 01:22:59.863]  It's in my Police State series with the Army and the Marines training to take our guns.
[01:22:59.863 --> 01:23:01.023]  And now all over the country.
[01:23:01.023 --> 01:23:04.564]  Remember, a week and a half ago in Tennessee, it was in major newspapers.
[01:23:05.399 --> 01:23:09.161]  The Army announces they're going to run checkpoints on highways with Homeland Security.
[01:23:09.161 --> 01:23:10.381]  For everyone's safety.
[01:23:10.381 --> 01:23:11.302]  With local police.
[01:23:11.302 --> 01:23:13.463]  Then, we talk about it on air.
[01:23:13.463 --> 01:23:15.144]  I was out of town that Friday.
[01:23:15.144 --> 01:23:16.284]  Burma's did.
[01:23:16.284 --> 01:23:17.245]  It gets cancelled.
[01:23:17.245 --> 01:23:19.005]  The Governor says, no, you can't do it.
[01:23:19.005 --> 01:23:20.346]  And then it was in the news!
[01:23:20.346 --> 01:23:22.307]  The Army went ahead and did it!
[01:23:22.307 --> 01:23:23.808]  And shut down the highways!
[01:23:23.808 --> 01:23:24.888]  I mean, folks!
[01:23:24.888 --> 01:23:25.849]  They're getting ready
[01:23:27.089 --> 01:23:35.094]  To take over the United States, and they know a lot of the military aren't going to follow the orders, and so that's why they're saying they're the number one terror threat.
[01:23:35.094 --> 01:23:39.456]  See, overnight, it's not Al-Qaeda anymore, it's Pat Tillman.
[01:23:39.456 --> 01:23:43.979]  When Pat Tillman saw them growing those poppies and shipping it into the U.S., he wrote letters back.
[01:23:43.979 --> 01:23:45.100]  I've talked to his family.
[01:23:45.100 --> 01:23:48.722]  He was going to come back and expose the drug dealing, and they killed him deader than a hammer.
[01:23:48.722 --> 01:23:51.263]  And it's going to be the same for all you police and military.
[01:23:51.263 --> 01:23:55.166]  You know, these documents also, I've got documents where they're worried about police joining us.
[01:23:55.766 --> 01:23:59.068]  You see, they know because it's time to make a decision.
[01:23:59.068 --> 01:24:07.152]  Are you on the American people's side with 98% of us against the banker takeover and 91% of us against the open borders and Gallup polls?
[01:24:07.152 --> 01:24:10.474]  Or are you with the offshore criminal made-off bankers?
[01:24:10.474 --> 01:24:11.014]  Go ahead, sir.
[01:24:12.406 --> 01:24:16.768]  Yeah, I also wanted to read a quote from Patrick Henry.
[01:24:16.768 --> 01:24:18.810]  It was March 23rd, 1775.
[01:24:18.810 --> 01:24:22.172]  Why Stan Lee here idle?
[01:24:22.172 --> 01:24:22.992]  Go ahead.
[01:24:22.992 --> 01:24:23.912]  Yep, you got it.
[01:24:23.912 --> 01:24:27.795]  And I wanted to read what he had to say about firearms, if I may.
[01:24:27.795 --> 01:24:30.556]  Guard with jealous attention the public liberty.
[01:24:30.556 --> 01:24:33.378]  Suspect everyone who approaches that jewel.
[01:24:33.378 --> 01:24:36.700]  Unfortunately, nothing will preserve it but downright force.
[01:24:36.700 --> 01:24:38.941]  Whenever you give up that force, you are ruined.
[01:24:39.542 --> 01:24:42.464]  The great object is that every man be armed.
[01:24:42.464 --> 01:24:45.727]  Everyone who is able may have a gun.
[01:24:45.727 --> 01:24:46.807]  Patrick Henry.
[01:24:46.807 --> 01:24:48.268]  And the jewel is liberty.
[01:24:48.268 --> 01:24:54.873]  It's the engine of milk and honey and technological development and ingenuity and freedom and dynamic human spirit.
[01:24:54.873 --> 01:24:59.036]  There are hundreds of other nations that have more resources than the U.S.
[01:24:59.036 --> 01:25:01.218]  Literally, just scores and scores.
[01:25:01.218 --> 01:25:02.319]  Mexico, Canada,
[01:25:03.360 --> 01:25:08.683]  But they don't have it because they don't have the same level of tyranny when you talk about places like Mexico.
[01:25:08.683 --> 01:25:15.268]  And the elites are openly announcing their carbon taxes to literally destroy and they brag.
[01:25:15.268 --> 01:25:17.610]  The bankers want to destroy the economy.
[01:25:17.610 --> 01:25:19.311]  They've cut off the liquidity.
[01:25:19.311 --> 01:25:23.094]  They're restricting the money supply while hoarding it for themselves.
[01:25:23.094 --> 01:25:25.076]  They're keeping all the bailout money.
[01:25:25.076 --> 01:25:29.379]  Can you believe that we give them the bailout money and then we gotta pay them interest on money we give the bankers?
[01:25:30.922 --> 01:25:41.751]  Well, that's the tyranny that has been taking place for a long time, but thank God we know we're on the right side and we know we're going to win.
[01:25:41.751 --> 01:25:44.893]  And, you know, I know I speak for a lot of people.
[01:25:44.893 --> 01:25:48.236]  I appreciate all the time and energy you're putting into this, Alex.
[01:25:48.236 --> 01:25:49.577]  Are you kidding, sir?
[01:25:49.577 --> 01:25:51.278]  God bless you and I appreciate you.
[01:25:51.278 --> 01:25:52.079]  Are you kidding?
[01:25:52.079 --> 01:25:53.400]  I couldn't go to sleep last night.
[01:25:53.962 --> 01:25:56.824]  I just sit there reading documents, studying globalist documents.
[01:25:56.824 --> 01:26:00.387]  I got stacks of them here where they're talking about how we're slaves and all the stuff they're going to do to us.
[01:26:00.387 --> 01:26:06.811]  And then I just look at the public who are invested in the right-wing ideology or invested in the left-wing ideology.
[01:26:06.811 --> 01:26:12.055]  I know people who liked me when I was bashing Bush, but I kept explaining, no, I'm not a liberal.
[01:26:12.055 --> 01:26:13.216]  I'm not a liberal or conservative.
[01:26:13.216 --> 01:26:14.277]  I'm a freedom lover.
[01:26:14.277 --> 01:26:15.558]  They're all bought and paid for.
[01:26:15.558 --> 01:26:16.999]  They're like, yeah, I really like you.
[01:26:16.999 --> 01:26:18.380]  Bush is bad.
[01:26:18.380 --> 01:26:23.083]  Now they won't talk to me because I'm bashing Obama because he's bought and paid for by the same people.
[01:26:23.743 --> 01:26:24.843]  Can't you folks get it?
[01:26:24.843 --> 01:26:27.004]  It's like a Don King boxing match!
[01:26:27.004 --> 01:26:28.125]  It isn't real!
[01:26:28.125 --> 01:26:30.606]  He owns both the fighters!
[01:26:30.606 --> 01:26:42.491]  You're like, gee, Alex, when you liked George Foreman, I liked you, but... you know, uh... but now you... or... It's like Bush is George Foreman and they like Muhammad Ali.
[01:26:42.491 --> 01:26:47.633]  And then now... Muhammad Ali's the champ and I'm telling him it's fake with Don King.
[01:26:48.422 --> 01:26:49.062]  Oh, it doesn't matter.
[01:26:49.062 --> 01:26:50.263]  You can't explain it to these people.
[01:26:50.263 --> 01:26:52.123]  That's why you're suckers.
[01:26:52.123 --> 01:26:54.064]  It's why your standard of living is going down.
[01:26:54.064 --> 01:26:56.185]  Because you won't admit you're a slave.
[01:26:56.185 --> 01:27:00.506]  You won't admit how serious things are.
[01:27:00.506 --> 01:27:05.528]  I want to tell all the special forces and black ops people and mafia people that work for the New World Order.
[01:27:05.528 --> 01:27:06.708]  You're totally expendable.
[01:27:06.708 --> 01:27:08.529]  They put sodium fluoride in your water, too.
[01:27:10.290 --> 01:27:12.150]  They're spraying your skies too, folks.
[01:27:12.150 --> 01:27:14.211]  We gotta stand together against this.
[01:27:14.211 --> 01:27:15.051]  Come on!
[01:27:15.051 --> 01:27:16.571]  We're smarter than this!
[01:27:16.571 --> 01:27:19.872]  Tom in California, you're on the air worldwide.
[01:27:19.872 --> 01:27:20.512]  Alex?
[01:27:20.512 --> 01:27:21.312]  Yes, sir.
[01:27:21.312 --> 01:27:21.872]  Hello?
[01:27:21.872 --> 01:27:23.273]  Yes, sir.
[01:27:23.273 --> 01:27:24.133]  Alex, are you there?
[01:27:24.133 --> 01:27:24.793]  I sure am!
[01:27:24.793 --> 01:27:26.053]  Can you hear me?
[01:27:26.053 --> 01:27:26.834]  Yes, sir!
[01:27:26.834 --> 01:27:29.334]  Hey, I had a comment.
[01:27:29.334 --> 01:27:36.336]  This weekend, I went to the Coachella Festival, and I saw Sir Paul McCartney.
[01:27:36.336 --> 01:27:37.676]  And kinda going in with this
[01:27:38.652 --> 01:28:01.211]  I listened to your Friday show about the baptism of evil and the limiting liberals that you're talking about, and before Paul McCartney went on, he had this... there were two big screens of the pyramids, the dollar bill, and it said, you know, it had, you know, Novus Ordo Seclorum beneath the pyramid, and above that it said, Ishtar's Way, or Ishtar's Course.
[01:28:01.539 --> 01:28:06.283]  And there was this DJ, like, spinning all these, like, Beatles remixes and stuff.
[01:28:06.283 --> 01:28:08.345]  This is their religion!
[01:28:08.345 --> 01:28:13.309]  You see, you'll find at the highest level, the atheists really aren't atheists at the higher levels.
[01:28:13.309 --> 01:28:14.030]  They write books.
[01:28:14.030 --> 01:28:19.654]  These people worship Lucifer and Ishtar, and they've taken over all the Christian holidays.
[01:28:19.654 --> 01:28:21.095]  Easter is Ishtar.
[01:28:21.095 --> 01:28:24.078]  That isn't even when Christ was resurrected, if you believe that.
[01:28:24.078 --> 01:28:25.479]  And the Christians don't care!
[01:28:25.479 --> 01:28:29.663]  These churches are all Ishtar things with the phallus and all of it.
[01:28:30.243 --> 01:28:43.815]  It was amazing, and also halfway through the concert, he had this song, I think it's an older song, but it's called Sing the Changes, and it had these pictures of Obama coming out of the projected screen.
[01:28:43.815 --> 01:28:45.237]  Everything is brainwashing.
[01:28:45.237 --> 01:28:53.904]  He was just standing there crying, and you're still bigger than Jesus, and it was incredible.
[01:28:53.904 --> 01:28:54.445]  It was incredible.
[01:28:55.256 --> 01:28:59.077]  Well, look, the yuppies are the most brainwashed people out there.
[01:28:59.077 --> 01:29:00.637]  They love their enslavement.
[01:29:00.637 --> 01:29:02.398]  They love being conned.
[01:29:02.398 --> 01:29:06.178]  They really believe all the hype that everything's lovey-dovey.
[01:29:06.178 --> 01:29:07.699]  They have no idea what they're facing.
[01:29:07.699 --> 01:29:08.359]  Good to hear from you.
[01:29:08.359 --> 01:29:17.101]  Alright, when we come back, I'm gonna blitz with Rick, Mike, Joe, Mark, Matt, Rodney, Keebler, and many, many others, ladies and gentlemen.
[01:29:17.101 --> 01:29:18.321]  But that'll be it for calls.
[01:29:18.321 --> 01:29:21.742]  Those callers there, they got a little surprise coming up.
[01:29:21.742 --> 01:29:21.982]  Listen.
[01:29:23.157 --> 01:29:24.537]  I've done my research.
[01:29:24.537 --> 01:29:26.698]  What I'm telling you is the absolute truth.
[01:29:26.698 --> 01:29:28.459]  I know what I'm talking about.
[01:29:28.459 --> 01:29:30.739]  How much have I predicted that's come true?
[01:29:30.739 --> 01:29:33.020]  This planet is in the hands of evil.
[01:29:33.020 --> 01:29:35.201]  The world appears to be on the brink of collapse.
[01:29:35.201 --> 01:29:42.323]  Experts say a pinch of heirloom vegetable seed could soon be the most valuable resource on Earth because it will provide healthy food now and every year after.
[01:29:42.323 --> 01:29:48.165]  Survivalofseeds.com now has the heirloom garden seed time capsule, allowing you to store your seeds for the future anywhere.
[01:29:48.285 --> 01:29:48.545]  We're good.
[01:30:03.302 --> 01:30:08.404]  The Garden Seed Time Capsule and Heirloom Seeds from SurvivalistSeeds.com is your long-term food solution.
[01:30:08.404 --> 01:30:13.026]  Our competition charges $0.10 to $1.25 per seed for these same heirloom varieties.
[01:30:13.026 --> 01:30:20.709]  But you can now have a head of lettuce, a bundle of carrots, a basket of tomatoes, a giant watermelon, and 16 other varieties for about a penny a seed each!
[01:30:20.709 --> 01:30:21.489]  Be prepared!
[01:30:21.489 --> 01:30:26.732]  Buy your Heirloom Seeds today from SurvivalistSeeds.com and have food insurance for your family forever!
[01:30:26.732 --> 01:30:28.552]  Visit SurvivalistSeeds.com.
[01:30:28.552 --> 01:30:32.474]  SurvivalistSeeds.com is owned by Big John Lipscomb, host of the Don't Tread on Me radio show.
[01:30:33.300 --> 01:30:38.701]  Have you ever read the ingredients in your skin creams, personal hygiene products, vitamins, or herbal supplements?
[01:30:38.701 --> 01:30:47.263]  Did you know that most skin creams, body lotions, shampoos, and toothpastes contain chemical additives such as sodium lauryl sulfate, the same type of detergent used in dish soap?
[01:30:47.263 --> 01:30:50.824]  Did you know that many multivitamin supplements are made from synthetic vitamins?
[01:30:50.824 --> 01:30:53.725]  Do your herbal remedies have unwanted additives and fillers?
[01:30:54.045 --> 01:30:56.548]  Have you ever tested your body's pH level?
[01:30:56.548 --> 01:30:59.532]  Make the change to organic health and beauty products.
[01:30:59.532 --> 01:31:02.936]  Visit 2bnatural.com and order today!
[01:31:02.936 --> 01:31:11.566]  2bnatural.com carries exclusive all-natural chemical-free skin care, hair care, whole food vitamins, herbal remedies, and alkaline body balance supplements.
[01:31:11.786 --> 01:31:12.906]  With rising unemployment and
[01:31:39.278 --> 01:31:39.698]  We're good to go.
[01:32:08.393 --> 01:32:09.214]  I don't know.
[01:32:32.714 --> 01:32:35.135]  Worried about the side effects from prescription drugs?
[01:32:35.135 --> 01:32:38.896]  Tired of searching for an effective, safe, natural alternative you can trust?
[01:32:38.896 --> 01:32:43.077]  Join more than 300,000 people worldwide who trust in native remedies.
[01:32:43.077 --> 01:32:49.419]  Our market-leading natural remedies are manufactured using the highest quality ingredients in FDA-registered facilities.
[01:32:49.419 --> 01:32:55.301]  We only use whole herbs and never use chemicals, giving you superior effectiveness and safety without side effects.
[01:32:55.301 --> 01:32:58.322]  With over 250 herbal and homeopathic remedies,
[01:32:58.462 --> 01:33:01.385]  You'll find products for your entire family, even your pets.
[01:33:01.385 --> 01:33:09.892]  Address issues like concentration, stress, mood, sleep, pregnancy, memory, joint support, digestion, cold and flu, sexual performance, and much more.
[01:33:09.892 --> 01:33:14.036]  And all Native Remedies products come with a one-year unconditional money-back guarantee.
[01:33:14.316 --> 01:33:16.317]  Are you tired of searching for great talk radio?
[01:33:16.317 --> 01:33:17.178]  Search no more.
[01:33:17.178 --> 01:33:18.739]  We are the GCN Radio Network.
[01:33:46.577 --> 01:33:52.439]  I'm sure a lot of you have been noticing CIA ads on TV, radio, print.
[01:33:52.439 --> 01:34:05.802]  It's classified, but the budget shows, and I've seen some congressional testimony, they're going to increase their amount of HUMET by about four times, and their basic bureaucrats many more times.
