[00:00:04.735 --> 00:00:06.256]  It is Wednesday.
[03:06:16.734 --> 03:06:23.500]  The new silver solution is a natural antibiotic that is clinically tested to kill viruses, germs, bacteria, and yeast safely.
[03:06:23.840 --> 03:06:29.602]  This new technology has proven itself to be a formidable weapon against bio-threats of today and tomorrow.
[03:06:29.602 --> 03:06:35.904]  The new silver solution gel has been shown to disinfect topically and keep the area sanitized for up to four hours.
[03:06:35.904 --> 03:06:42.126]  The new silver solution is a highly effective potent nanoparticle solution that is lethal to bacteria, yeast, and viruses.
[03:06:42.546 --> 03:06:47.208]  Go to SupernaturalSilver.com and see the amazing line of products they have available.
[03:06:47.208 --> 03:06:50.590]  Check out the patented new silver solution today.
[03:06:50.590 --> 03:06:54.272]  Click on the link and check out the uses for new silver solution.
[03:06:54.272 --> 03:06:59.094]  Order this extra line of defense today by going to SupernaturalSilver.com.
[03:06:59.094 --> 03:07:03.957]  That's SupernaturalSilver.com today.
[03:07:03.957 --> 03:07:05.217]  I've been so sick.
[03:07:05.217 --> 03:07:06.898]  Will the life change tea help me?
[03:07:06.898 --> 03:07:08.299]  Our answer is always the same.
[03:07:08.755 --> 03:07:14.860]  Yes, toxins and chemicals from food, water, and air are attacking you this very moment.
[03:07:14.860 --> 03:07:20.766]  Fight back with our all-natural detoxifying tea that works immediately.
[03:07:20.766 --> 03:07:25.270]  Many companies use gimmicks and misleading free trials for their campaign.
[03:07:25.270 --> 03:07:26.691]  We use results.
[03:07:26.691 --> 03:07:31.455]  Life Change Tea's formula created by a PhD has been around for over 20 years.
[03:07:31.455 --> 03:07:35.719]  There are things happening in the world that are unseen and not healthy.
[03:07:36.055 --> 03:07:39.918]  The public has reached its all-time record for chronic sickness.
[03:07:39.918 --> 03:07:43.800]  This atrocity won't change unless you call us right now.
[03:07:43.800 --> 03:07:48.763]  Our number is 9-2-8-3-0-8-0-4-0-8.
[03:07:48.763 --> 03:07:51.765]  Again, that's 9-2-8-3-0-8-0-4-0-8.
[03:07:51.765 --> 03:07:55.528]  Or you can order online at GetTheTee.com.
[03:07:55.528 --> 03:07:58.069]  That's GetTheTee.com.
[03:07:58.069 --> 03:08:00.671]  And remember, we have the cheapest shipping in the industry.
[03:08:24.898 --> 03:08:26.539]  We're good to go.
[03:08:55.115 --> 03:09:06.661]  Steve Voss, I've been familiar with his work for probably
[03:09:15.543 --> 03:09:16.364]  10, 11, 12 years.
[03:09:16.364 --> 03:09:18.206]  He's got quite a few great albums.
[03:09:18.206 --> 03:09:20.688]  Many of them have made national charts.
[03:09:20.688 --> 03:09:29.095]  But because his music is anti-globalist, anti-New World Order, pro-America, the establishment has tried to shut him down, but unsuccessfully.
[03:09:32.005 --> 03:09:38.913]  You know, you've probably heard part of this song played as bumper music and a few of his other songs played here, but today we're going to play with his permission a couple of them.
[03:09:38.913 --> 03:09:42.056]  In fact, let's keep rolling with Renegades right now if we can.
[03:09:42.056 --> 03:09:47.142]  Renegades, We Must Take America Back, Forever Heroes, Star Spangled Banner.
[03:09:48.303 --> 03:09:50.744]  And this is just one of his greatest hits.
[03:09:50.744 --> 03:09:52.264]  He's got several albums.
[03:09:52.264 --> 03:09:55.805]  We, by the way, are now selling them at InfoWars.com.
[03:09:55.805 --> 03:10:04.707]  This is music that needs to be listened to, needs to be shared, and I'm just excited to learn that Steve Voss is familiar with our work and what we do.
[03:10:04.707 --> 03:10:10.409]  Joseph Farah of WorldNetDaily.com said, this music speaks to the hearts and souls of Americans.
[03:10:11.229 --> 03:10:13.550]  And SteveVoss.com is the website.
[03:10:13.550 --> 03:10:16.731]  S-T-E-V-V-A-U-S dot com.
[03:10:16.731 --> 03:10:19.652]  Voss is spelled V-A-U-S dot com.
[03:10:19.652 --> 03:10:26.914]  And I really think of this song as the patriot anthem of when it comes to heroes, renegades are mine.
[03:10:26.914 --> 03:10:35.377]  If it wasn't for the renegades, people saying no to King George III, no to slavery, no to tyranny, and no to Big Brother, we would have no freedom.
[03:10:35.377 --> 03:10:36.437]  And no to the Soviets.
[03:10:38.226 --> 03:10:40.728]  And that's really what we're facing here today.
[03:10:40.728 --> 03:10:42.649]  In fact, crank this part up right here.
[03:10:42.649 --> 03:10:50.334]  Who are the Renegades, ladies and gentlemen?
[03:10:50.334 --> 03:10:56.559]  They are the people way ahead of their time.
[03:11:09.133 --> 03:11:11.335]  Without them, Lord knows where we'd be.
[03:11:11.335 --> 03:11:21.703]  We'll play some more of these songs uninterrupted by me, but I want to go ahead and go right to Steve Voss.
[03:11:21.703 --> 03:11:26.486]  We will open the phones up for Steve Voss and any other subjects you want to bring up.
[03:11:26.486 --> 03:11:29.028]  We'll just keep the rest of the hour if he can do it.
[03:11:29.028 --> 03:11:30.910]  Steve Voss, great to have you on with us, sir.
[03:11:30.910 --> 03:11:36.494]  I'm a huge fan of you and you are certainly a very talented musical renegade.
[03:11:38.846 --> 03:11:42.847]  I just sing what's on my heart, and it's a pleasure to be on with you.
[03:11:42.847 --> 03:11:49.868]  I've heard your name for a long time, and I just consider it a real honor to be able to share the air with you.
[03:11:49.868 --> 03:11:51.028]  It's good to have you here with us.
[03:11:51.028 --> 03:12:02.510]  Tell us about yourself, and kind of your saga, your story of success, and how they tried to shut you down, and the rest of it, and then what your perspective is on what's happening in the world today.
[03:12:08.217 --> 03:12:11.698]  Me, too.
[03:12:11.698 --> 03:12:26.064]  I live in Southern California most of the time, and I got so dang frustrated with, you know, illegals streaming across the border, and that was the year of the riots in Los Angeles, and all that kind of stuff.
[03:12:26.064 --> 03:12:31.746]  And, you know, I got to a point where I couldn't sit silently anymore.
[03:12:31.746 --> 03:12:36.148]  And so I wrote a song from my heart called, We Must Take America Back.
[03:12:37.866 --> 03:12:43.608]  And it just, it lit a firestorm when people heard it.
[03:12:43.608 --> 03:12:48.490]  It kind of kind of dribbled out there on its own.
[03:12:48.490 --> 03:12:56.933]  And all of a sudden, one of the big record companies out there wanted to put it out on a record and make it available nationally.
[03:12:56.933 --> 03:12:59.154]  So
[03:13:00.723 --> 03:13:01.404]  And I was right!
[03:13:01.404 --> 03:13:08.269]  You know, I was zooming up the charts, uh, got to number 56 or 52 on the Billboard country charts.
[03:13:08.269 --> 03:13:12.953]  It was the most requested song in the nation on country radio.
[03:13:12.953 --> 03:13:16.976]  The first few weeks it was out, but then a funny thing happened.
[03:13:16.976 --> 03:13:25.883]  Some of the most powerful, some of the most influential country radio stations in the big city said, hey, look, we don't care where it is on the charts.
[03:13:25.883 --> 03:13:29.386]  We don't care how many requests we get for it.
[03:13:29.386 --> 03:13:30.247]  We're not going to play it.
[03:13:31.101 --> 03:13:34.242]  Because we don't agree with it.
[03:13:34.242 --> 03:13:37.522]  And that was the end of my RCA career.
[03:13:37.522 --> 03:13:42.963]  They canceled my tour, took the record out of the stores, told radio stations to stop playing it.
[03:13:42.963 --> 03:13:47.284]  And I'll tell you what, that lit my fire more than it had ever been lit before.
[03:13:47.284 --> 03:13:55.166]  I immediately bootlegged the record, started selling it myself out of the trunk of my car, touring on my own, and I haven't stopped since.
[03:13:56.704 --> 03:13:59.525]  Well, I know the Patriot Movement also heard your story when that happened.
[03:13:59.525 --> 03:14:03.726]  They also got it out to folks, and then the music's just gotten better and better over the years.
[03:14:03.726 --> 03:14:13.569]  So here's another case point example of where you're winning in the free market system of ideas, and they start cheating because you're making touchdowns and kicking their butt.
[03:14:13.569 --> 03:14:14.509]  Same thing's happened to us.
[03:14:14.509 --> 03:14:23.332]  We've had every one of our major videos is number one on Google and number one on Yahoo, and they always ban it, always cancel it, always try to block it, and that's because
[03:14:24.352 --> 03:14:37.823]  In the war of ideas, people who really stand for the Bill of Rights and Constitution, we're in the right, we have the people's support, the people are sick of this crap, and then meanwhile we have Billy Ray Cyrus with his daughter who plays the part of Hannah Montana.
[03:14:37.823 --> 03:14:43.167]  Did you know she's out pushing for the Cyber Bullying Act that would ban free speech in America?
[03:14:43.167 --> 03:14:47.831]  Forget hate crimes bills, it says, Steve Voss, if you're not aware of it, I'll give you the bill number,
[03:14:48.351 --> 03:14:57.034]  It says that if someone says what you said hurts their feelings, the feds are going to indict you with a felony federal charge.
[03:14:57.034 --> 03:15:05.478]  So that kind of stuff is okay to have big corporate backing and media backing as long as you're pushing anti-free speech.
[03:15:05.478 --> 03:15:13.841]  But as soon as you tell the American people to take America back and put out something truly moral and wholesome, we're going to play the song coming up here in a moment,
[03:15:14.701 --> 03:15:16.042]  Then it's got to be censored.
[03:15:16.042 --> 03:15:20.904]  What does that say about the controllers of this nation and this planet?
[03:15:20.904 --> 03:15:21.564]  Lord knows.
[03:15:21.564 --> 03:15:25.705]  I mean, they definitely want to quash free speech.
[03:15:25.705 --> 03:15:32.528]  And I just figure if they win, I'm going to be in prison with a lot of fine Americans.
[03:15:32.528 --> 03:15:37.730]  You know, as long as I got one breath left in these old cowboy lungs, I'm going to be singing these songs come what may.
[03:15:39.282 --> 03:15:47.248]  You know, fact of the matter is, the people respond to this stuff, and the people need to take this seriously, and I know your listeners do.
[03:15:47.248 --> 03:15:56.575]  You know, we've got to have our eyes wide open to what's going on in Washington, D.C., and not just talk about it, but do something about it.
[03:15:56.575 --> 03:15:57.296]  Absolutely.
[03:15:57.296 --> 03:16:02.680]  Well, with your permission, we're going to play We Must Take America Back right now.
[03:16:02.680 --> 03:16:03.821]  Play it loud.
[03:16:03.821 --> 03:16:05.162]  So here it is, ladies and gentlemen.
[03:16:05.162 --> 03:16:05.883]  Crank it up, guys.
[03:16:14.758 --> 03:16:43.013]  The American dream has become a nightmare Signs of the time are on cardboard on corners in town Like a cancer that's silently spreading There's an unspoken fear We're on our way down
[03:16:45.589 --> 03:16:49.150]  We must take America back.
[03:16:49.150 --> 03:16:51.291]  Main Street to Wall Street.
[03:16:51.291 --> 03:16:53.552]  Cities and states.
[03:16:53.552 --> 03:16:55.452]  Washington D.C.
[03:16:55.452 --> 03:17:01.514]  Before it's too late, there's not long.
[03:17:01.514 --> 03:17:06.235]  We need leaders who lead us, not stick us and bleed us.
[03:17:06.235 --> 03:17:09.837]  Then ransom our future and our children's.
[03:17:09.837 --> 03:17:10.637]  That's wrong.
[03:17:12.842 --> 03:17:38.038]  We must take America back As Liberty weeps Our forefathers spend in their graves Pray God will bless Some way out of this mess We must take America back Lord knows they'll try
[03:17:39.816 --> 03:18:04.455]  Silence our voices They'll pretend to be patriots Fighting for fairness for all But they're not even fit to hold office And what they believe doesn't fit With freedom at all
[03:18:07.031 --> 03:18:09.712]  We must take America back.
[03:18:09.712 --> 03:18:12.774]  Main Street to Wall Street.
[03:18:12.774 --> 03:18:14.995]  Cities and states.
[03:18:14.995 --> 03:18:16.355]  Washington D.C.
[03:18:16.355 --> 03:18:20.357]  Before it's too late, there's not long.
[03:18:20.357 --> 03:18:25.680]  We need leaders who lead us.
[03:18:25.680 --> 03:18:28.021]  Not sticklers and bleeders.
[03:18:28.021 --> 03:18:30.142]  And ransom our future.
[03:18:30.142 --> 03:18:32.103]  And our children's that's wrong.
[03:18:34.335 --> 03:18:37.958]  We must take America back.
[03:18:37.958 --> 03:18:40.159]  I swear that he weeps.
[03:18:40.159 --> 03:18:46.924]  Our forefathers stand in their praise.
[03:18:46.924 --> 03:18:51.067]  Pray God we'll bless some way out of this mess.
[03:18:51.067 --> 03:18:54.249]  We must take America back.
[03:18:54.249 --> 03:18:56.671]  Fight for freedom.
[03:18:58.479 --> 03:18:59.981]  We're good to go.
[03:19:26.288 --> 03:19:34.548]  We need leaders who lead us, who lift us and lead us, who stand for what's right and stand up to what's wrong.
[03:19:40.483 --> 03:19:47.250]  And folks, that is a newer version on his new album, We Must Take America Back.
[03:19:47.250 --> 03:19:52.575]  He's got several albums available at InfoWars.com and at SteveBoss.com.
[03:19:52.575 --> 03:19:55.878]  I still believe Steve Boss is another one of them.
[03:19:55.878 --> 03:19:59.182]  So we'll break it all down and go over it when we come back.
[03:19:59.182 --> 03:20:00.403]  Stay with us, ladies and gentlemen.
[03:20:01.738 --> 03:20:04.000]  This is Peter Kronschnabel with Midas Resources.
[03:20:04.000 --> 03:20:07.803]  As you know, government spending is at an all-time high and inflation is on the rise.
[03:20:07.803 --> 03:20:10.605]  What are you doing right now to protect yourself financially?
[03:20:10.605 --> 03:20:17.830]  As the economy continues to deteriorate due to corporate greed and government intervention, more people will lose their jobs and worse, their life savings.
[03:20:17.950 --> 03:20:18.570]  We're good to go.
[03:20:34.401 --> 03:20:38.544]  If you've been thinking about investing in the physical possession of precious metals, I can help.
[03:20:38.544 --> 03:20:44.368]  Call me today, Peter Kranchnobel, at 800-686-2237, extension 108.
[03:20:44.368 --> 03:20:49.412]  And I will take the time personally to put together a portfolio designed to protect what you've worked so hard for.
[03:20:49.412 --> 03:20:53.855]  Call Peter, 800-686-2237, extension 108.
[03:20:53.855 --> 03:20:56.517]  You've worked hard your whole life, and I want to work hard for you.
[03:20:56.517 --> 03:20:56.977]  Call 800-686-2237, extension 108.
[03:21:01.454 --> 03:21:08.119]  On the average, Americans work between 45 to 50 years hoping to build up enough wealth to retire and live out their golden years.
[03:21:08.119 --> 03:21:16.245]  Unfortunately, with taxation, the rising cost of food, energy, housing, and medical, many retirees are forced to live below the poverty line.
[03:21:16.245 --> 03:21:21.829]  Is this a flaw-free enterprise, or is our monetary unit we call the Federal Reserve Note forcing us into perpetual debt
[03:21:22.156 --> 03:21:24.397]  Ensuring inflation and higher taxes.
[03:21:24.397 --> 03:21:29.500]  These questions and more can be answered by reading G. Edward Griffin's book, The Creature from Jekyll Island.
[03:21:29.500 --> 03:21:34.723]  Congressman Ron Paul states, it's what every American needs to know about central bank power.
[03:21:34.723 --> 03:21:39.066]  A gripping adventure into the secret world of international banking cartel.
[03:21:39.066 --> 03:21:40.147]  Hi, this is Ted Anderson.
[03:21:40.147 --> 03:21:44.669]  I will give a silver dollar from the early 1900s to anyone who purchases this book.
[03:21:44.669 --> 03:21:46.030]  Call 1-800-686-2237 and order a copy today.
[03:21:49.545 --> 03:21:52.546]  It's critical that the public be made aware of the system.
[03:21:52.546 --> 03:21:54.327]  Call and order your copy today at 1-800-686-2237.
[03:21:54.327 --> 03:21:54.587]  That's 1-800-686-2237.
[03:21:54.587 --> 03:21:56.928]  In the New World Order's war against humanity, Barack Obama is the tip of the spear.
[03:22:07.430 --> 03:22:13.295]  We've got to give them a stake in creating the kind of world order that I think all of us would like to see.
[03:22:13.295 --> 03:22:19.820]  The Obama deception completely destroys the myth that Obama is working for the best interest of the American people.
[03:22:19.820 --> 03:22:21.782]  Well, Obama's already fudging.
[03:22:21.782 --> 03:22:24.244]  He's fudged since day one of this election.
[03:22:24.244 --> 03:22:35.133]  If you have a demagogue with a fanatical mass movement of personality cultists who is imposing the program of a group of extreme bankers and finance oligarchs, that's fascist.
[03:22:37.418 --> 03:22:39.079]  It's not about left or right.
[03:22:39.079 --> 03:22:40.939]  It's about a one-world government.
[03:22:40.939 --> 03:22:47.862]  This film documents who Obama works for, the lies he is told, and his real agenda.
[03:22:47.862 --> 03:22:56.125]  Get your copy of The Obama Deception today at InfoWars.com or download it in super high quality at PrisonPlanet.tv.
[03:22:56.125 --> 03:22:57.685]  The Obama Deception.
[03:22:57.685 --> 03:22:58.886]  The people strike back.
[03:23:00.720 --> 03:23:02.040]  Hi, this is Alex Jones.
[03:23:02.040 --> 03:23:07.622]  Did you know that the global elite are now storing non-hybrid seeds in secret storage vaults near the Arctic Circle?
[03:23:07.622 --> 03:23:12.643]  Did you know that in a real meltdown, non-hybrid seeds can become more valuable than silver or gold?
[03:23:12.643 --> 03:23:18.205]  It's true, seeds have outperformed even gold and silver before in this country, and it's possible that could even happen again.
[03:23:18.205 --> 03:23:23.446]  So our friends at Solutions from Science have put together the perfect mix of non-hybrid seeds.
[03:23:23.446 --> 03:23:25.307]  They call it a survival seed bank.
[03:23:25.754 --> 03:23:30.557]  And it can produce an endless supply of nutrient-dense food for you and your family.
[03:23:30.557 --> 03:23:31.658]  And here's the best part.
[03:23:31.658 --> 03:23:34.440]  These seeds have not been genetically modified in any way.
[03:23:34.440 --> 03:23:38.363]  And you actually get enough seeds to plant a full acre crisis garden.
[03:23:38.363 --> 03:23:41.545]  So visit them today at survivalseedbank.com.
[03:23:41.545 --> 03:23:43.767]  That's survivalseedbank.com.
[03:23:43.767 --> 03:23:44.707]  Or give them a call at 877-327-0365.
[03:23:44.707 --> 03:23:44.967]  That's 877-327-0365.
[03:23:44.967 --> 03:23:46.028]  Remember, in a real crisis,
[03:23:54.844 --> 03:23:57.386]  Non-hybrid seeds are the ultimate barter item.
[03:23:57.386 --> 03:24:06.191]  This is Alex Jones for survivalseedbank.com.
[03:24:06.191 --> 03:24:09.794]  That's not Steve Voss, that's Johnny Cash!
[03:24:09.794 --> 03:24:17.619]  I'll show off for Steve right now and sing along to this.
[03:24:17.619 --> 03:24:20.441]  Steve Voss, we're going to play your Star Spangled Banner song.
[03:24:21.519 --> 03:24:23.000]  We're good to go.
[03:24:38.693 --> 03:25:07.934]  uh... and the new one he just did the new version of take america back uh... we must take america back uh... about a month and a half ago so that's a new version you just heard brand-new uh... redone uh... album and that's available also at Infowars.com you can ask for the combo or you can ask for just a single dvd a cd you can also get the music of my films free when you order both of these together uh... the music of terror storm and endgame composed by graham reynolds
[03:25:08.334 --> 03:25:10.035]  So it's kind of music day here on the air.
[03:25:10.035 --> 03:25:12.755]  I had Kinky Friedman on last hour.
[03:25:12.755 --> 03:25:16.256]  I'm trying to jam some of your phone calls in coming up.
[03:25:16.256 --> 03:25:20.317]  But Steve, you know, back in the early 90s you put out these hits.
[03:25:20.317 --> 03:25:23.918]  Now you've put out more, you know, just amazing music that's being censored.
[03:25:23.918 --> 03:25:28.260]  That's why people have got to get this material and get it out to people because it is being censored.
[03:25:28.260 --> 03:25:30.980]  What is it about this music that's scaring the establishment?
[03:25:30.980 --> 03:25:32.501]  Just good old-fashioned patriotic
[03:25:33.221 --> 03:25:34.921]  You know, information.
[03:25:34.921 --> 03:25:38.002]  Now we see offshore banks stealing tens of trillions.
[03:25:38.002 --> 03:25:40.482]  Now we see Obama youth brigades.
[03:25:40.482 --> 03:25:47.504]  Now we witness a federal court ruling there's no right to own guns yesterday.
[03:25:47.504 --> 03:25:52.045]  I mean, things are really going downhill fast.
[03:25:52.045 --> 03:25:58.586]  Yep, and I consider this, you know, to be the soundtrack for the new Declaration of Independence that we need.
[03:25:59.709 --> 03:26:03.712]  You know, music is such a powerful thing, and some people don't realize it.
[03:26:03.712 --> 03:26:05.574]  Oh, you know, it's just music, whatever.
[03:26:05.574 --> 03:26:07.955]  More important than I spend my money on books or whatever it is.
[03:26:07.955 --> 03:26:09.516]  But, you know, think about music.
[03:26:09.516 --> 03:26:11.678]  It's how you learn your ABCs.
[03:26:11.678 --> 03:26:14.840]  It's how soldiers went into battle in the old days.
[03:26:14.840 --> 03:26:19.844]  Music is powerful, and it somehow gets past the logic in the brain and goes straight to people's hearts.
[03:26:19.844 --> 03:26:27.029]  So, this music isn't just for your listeners to have, but for them to share with other people, because this is a powerful weapon in the war.
[03:26:28.339 --> 03:26:31.500]  Well, it certainly is, and we're just glad you're out there.
[03:26:31.500 --> 03:26:35.582]  Are you planning any more albums in the future?
[03:26:35.582 --> 03:26:38.284]  Working on a couple new things.
[03:26:38.284 --> 03:26:41.965]  You know, it's always a matter of juggling what I can afford to do.
[03:26:41.965 --> 03:26:48.288]  These things are not inexpensive to produce, because I do them the same way that they do records in Nashville.
[03:26:48.288 --> 03:26:49.629]  We spend money and we get it right.
[03:26:50.656 --> 03:27:06.701]  Uh, and I got a family to feed, and a roof to keep over their heads, so, balancing act, and then I'm out there touring, so I'm gonna be down somewhat in your neck of the woods on July 4th, just outside San Antonio, so, hopefully listeners in that area can come on out.
[03:27:06.701 --> 03:27:08.761]  Where do they find out the details of that?
[03:27:08.761 --> 03:27:09.982]  Can they find out at SteveVoss.com?
[03:27:11.021 --> 03:27:12.782]  Yeah, we're going to get a link up to it.
[03:27:12.782 --> 03:27:15.344]  It's part of the San Antonio Tea Party.
[03:27:15.344 --> 03:27:17.405]  They can go to sanantonioteaparty.org.
[03:27:17.405 --> 03:27:20.868]  I'm not sure if they've got much info up there yet.
[03:27:20.868 --> 03:27:29.414]  And you know, the other thing I should mention, YouTube, we've got a great video that goes along with it, We Must Take America Back song that you just played.
[03:27:29.414 --> 03:27:32.776]  That's worth people seeing and passing around.
[03:27:32.776 --> 03:27:35.738]  There's a link to that on my website, or maybe you guys can hook up a link.
[03:27:36.345 --> 03:27:40.869]  Yeah, what we'll do is we'll actually put that YouTube channel up on screen.
[03:27:40.869 --> 03:27:42.871]  Is that your YouTube channel or just posted somewhere?
[03:27:42.871 --> 03:27:43.631]  What's the name of it?
[03:27:43.631 --> 03:27:44.772]  We'll find it.
[03:27:44.772 --> 03:27:47.735]  If they just go to Steve Voss, we must take America back.
[03:27:47.735 --> 03:27:49.937]  It's the official video.
[03:27:49.937 --> 03:27:51.899]  And talk about powerful.
[03:27:51.899 --> 03:27:55.502]  I mean, somebody can watch that and not be moved and their hearts don't.
[03:27:56.801 --> 03:27:57.421]  Absolutely.
[03:27:57.421 --> 03:28:03.225]  Well, I mean, you're a great musician, a great composer, great voice, you know, a great musician.
[03:28:03.225 --> 03:28:08.648]  But it's another testament to individuals taking action and reaching millions of people.
[03:28:08.648 --> 03:28:11.810]  I mean, you have reached, no doubt, tens of millions of people with your music.
[03:28:13.140 --> 03:28:20.266]  Well, yeah, I think a lot of people have heard it and, you know, it's just I wish all those tens of millions would buy a copy.
[03:28:20.266 --> 03:28:22.388]  You know, they're not out there in the stores.
[03:28:22.388 --> 03:28:24.289]  You can only get them on the web.
[03:28:24.289 --> 03:28:28.073]  And it's not that I want to get rich or famous, it's that I want to be able to keep doing it.
[03:28:28.593 --> 03:28:30.455]  Hey, there's nothing wrong.
[03:28:30.455 --> 03:28:38.782]  We're not the government coming in and taxing people and taking their money and paying for abortions with it or paying for Obama brigades.
[03:28:38.782 --> 03:28:43.906]  We're making our videos, making our films, writing our books, making your music.
[03:28:43.906 --> 03:28:48.831]  I mean, believe me, I have never made my money back from producing this.
[03:28:48.831 --> 03:28:55.116]  I mean, I hired a local symphony, thousands of dollars each time they played.
[03:28:57.042 --> 03:29:05.064]  I mean, I hired Graham Reynolds to compose music for two films, and you notice my latest films don't have Graham doing it, because I can't afford it, even though he did it at cost.
[03:29:05.064 --> 03:29:18.307]  My new films, it's Rob Jacobson on keyboard in there, and one of the sales guys in the back office does some keyboard work, and that's what you hear in the Obama deception and stuff, and that's because we don't sell enough to have the composed music in the films.
[03:29:18.307 --> 03:29:24.929]  And you listen to the soundtracks on Endgame and on Terrorstorm, they blow away the soundtracks we have now, but that comes down to support.
[03:29:25.829 --> 03:29:35.015]  And, uh, you know, we printed up a thousand or two of these DVDs, and, you know, people really haven't... I mean, not DVDs, the CD of the music, they haven't gotten it.
[03:29:35.015 --> 03:29:36.296]  They need to support it.
[03:29:36.296 --> 03:29:50.246]  They need to go to InfoWars.com right now and get both of your albums we're selling, and they can get my album that Graham Reynolds put together, the music of two of my films, for free when they get your stuff at InfoWars.com.
[03:29:50.246 --> 03:29:51.186]  Gotta support us, folks.
[03:29:51.186 --> 03:29:51.707]  We'll be right back.
[03:29:51.707 --> 03:29:53.068]  We're on the march.
[03:29:53.068 --> 03:29:54.569]  The Empire's on the run.
[03:29:55.564 --> 03:30:01.446]  Alex Jones and the GCN Radio Network.
[03:30:01.446 --> 03:30:10.530]  Many human illnesses can be attributed to the fact that soil in the United States no longer provides plants with the mineral elements which are essential to human nourishment.
[03:30:10.530 --> 03:30:15.712]  Studies have shown that a majority of Americans are seriously deficient in basic minerals.
[03:30:15.712 --> 03:30:20.754]  Deficiency in any one or more important minerals actually results in disease.
[03:30:20.754 --> 03:30:23.415]  Go to americansuperfoods.com today.
[03:30:23.735 --> 03:30:24.175]  We're good to go.
[03:30:37.970 --> 03:30:38.951]  We're good to go.
[03:31:01.932 --> 03:31:07.783]  This is Alex Jones and I want to tell you again about a company that has supported us in the truth movement for years.
[03:31:07.783 --> 03:31:09.105]  Inner Health Botanicals.
[03:31:09.105 --> 03:31:12.992]  This company produces the highest quality superfood around called Inner Food.
[03:31:13.362 --> 03:31:15.222]  My wife just loves the stuff.
[03:31:15.222 --> 03:31:22.284]  And now, the Health Ranger, Mike Adams, has awarded InnerFood his Editor's Choice Award for Best Superfood of 2009.
[03:31:22.284 --> 03:31:25.525]  InnerFood is loaded with 20 great organic ingredients.
[03:31:25.525 --> 03:31:27.265]  No fillers, no sweeteners.
[03:31:27.265 --> 03:31:31.986]  It would be impossible to blend this up for a better price, and their formula really works.
[03:31:31.986 --> 03:31:34.807]  This is the real thing for the great health you need.
[03:31:34.807 --> 03:31:40.688]  Try the NutriCafe, their great organic coffee infused with polysaccharides that boost the immune system.
[03:31:41.068 --> 03:31:43.470]  A truly healthy coffee that tastes great.
[03:31:43.470 --> 03:31:45.932]  And take it from me, folks, it really does taste great.
[03:31:45.932 --> 03:31:48.034]  Don't forget to try their other great products.
[03:31:48.034 --> 03:31:53.739]  Go to www.enerfood.com.
[03:31:53.739 --> 03:31:58.382]  That's www.enerfood.com.
[03:31:58.382 --> 03:32:01.305]  Or just click on their banner on infowars.com for special pricing.
[03:32:02.734 --> 03:32:05.596]  ...effects of chemicals in your shampoos and detergents.
[03:32:05.596 --> 03:32:10.679]  Even fragrances can signal some 4,000 separate ingredients, most of which are synthetic.
[03:32:10.679 --> 03:32:12.200]  Hi folks, Alex Jones here.
[03:32:12.200 --> 03:32:15.803]  Why not go back to basics and be safe with Calbin Pure Soaps?
[03:32:15.803 --> 03:32:21.226]  They're all natural and you'll save some 85% the money you're spending for your cleaning products now.
[03:32:21.226 --> 03:32:26.990]  Marty Schachter founded Calbin Soap Company in 1947 and provided products for health institutions.
[03:32:27.310 --> 03:32:29.833]  Now, Calvin Soaps are available to you and me.
[03:32:29.833 --> 03:32:32.355]  Triple concentrated for all your cleaning needs.
[03:32:32.355 --> 03:32:34.777]  From bathing and laundry to dishes, hair and more.
[03:32:34.777 --> 03:32:35.998]  No harsh chemicals.
[03:32:35.998 --> 03:32:37.179]  No animal testing.
[03:32:37.179 --> 03:32:38.521]  I use them and love them.
[03:32:38.521 --> 03:32:40.402]  Knowing they're all natural and safe.
[03:32:40.402 --> 03:32:41.824]  And I say big time.
[03:32:41.824 --> 03:32:43.065]  Call Calvin Pure Soap at 1-800-340-7091.
[03:32:43.065 --> 03:32:43.305]  That's 1-800-340-7091.
[03:32:43.305 --> 03:32:44.987]  Or log on to 5starsoap.com now for a free catalog.
[03:32:53.294 --> 03:33:07.985]  Again that number, 1-800-340-7091 or 5starsoap.com for all your cleaning needs.
[03:33:07.985 --> 03:33:13.129]  It's hard to find in the morning papers.
[03:33:13.129 --> 03:33:15.631]  It's hard to find in the magazines.
[03:33:17.421 --> 03:33:26.124]  And that is not the Star Spangled Banner, but I decided to come back in with talk radio.
[03:33:46.980 --> 03:33:53.864]  And yeah, not just the big mainline fake conservative talk show hosts, but all the little local hosts and Patriot hosts.
[03:33:53.864 --> 03:33:57.446]  That's where I first really heard about the New World Order.
[03:33:57.446 --> 03:34:15.516]  I mean, I'd grown up reading None Dare Call It Conspiracy, Gary Allen, and knew about the New World Order somewhat, but when I really tuned in and heard Raleigh James, when I was a senior in high school, here in Austin on the radio, and she was talking about all sorts of New World Order activity.
[03:34:17.486 --> 03:34:24.931]  Really a great thing, because Hog Radio has more time to expand ideas, not just little soundbites.
[03:34:24.931 --> 03:34:26.391]  And Steve Voss is our guest.
[03:34:26.391 --> 03:34:29.413]  Again, we have specials up on InfoWars.com.
[03:34:29.413 --> 03:34:34.196]  I hope people will get both of his albums, or they can buy them individually.
