[00:00:04.906 --> 00:00:06.447]  Ladies and gentlemen,
[03:00:31.227 --> 03:00:34.290]  Dealing with the C-Think film, New World Order, that's just a huge success.
[03:00:34.290 --> 03:00:35.571]  It's gotten a lot of attention.
[03:00:35.571 --> 03:00:36.612]  Top ratings.
[03:00:36.612 --> 03:00:39.954]  Record ratings last night for IFC and record downloads.
[03:00:39.954 --> 03:00:44.918]  I wasn't supposed to get into that, but it's hundreds of thousands on demand.
[03:00:44.918 --> 03:00:47.501]  It dwarfed anything they've ever seen.
[03:00:47.501 --> 03:00:51.264]  So, obviously I'll have my new IFC TV show.
[03:00:52.776 --> 03:00:56.880]  I could have had those kind of things a long time ago, but who knows, I might actually do one.
[03:00:56.880 --> 03:01:00.363]  The issue here is that I'm going to keep doing this radio show.
[03:01:00.363 --> 03:01:04.887]  That's where we can do everything unedited, uncut, and really get everything out.
[03:01:04.887 --> 03:01:08.090]  But they say IFC is the place where we're always uncut.
[03:01:08.090 --> 03:01:10.372]  So perfect for me, huh?
[03:01:10.372 --> 03:01:14.436]  The point is, is that there's no doubt we'll knock it out of the park either way you slice it.
[03:01:16.051 --> 03:01:19.012]  Aaron, you had some interesting news.
[03:01:19.012 --> 03:01:28.656]  Hundreds of documents have come out in the last few years, smuggled out of National Archives in Europe, where the Bilderberg Group was set up by kind of the Nazi money and the British U.S.
[03:01:28.656 --> 03:01:30.837]  money, teaming up to set up world government.
[03:01:30.837 --> 03:01:34.818]  They bragged, they covertly set up the European Union 50 years before they admitted it.
[03:01:34.818 --> 03:01:37.939]  We're already under the North American Union, the public doesn't know we have the secret treaty.
[03:01:37.939 --> 03:01:39.600]  People sued and got it, Judicial Watch did.
[03:01:40.240 --> 03:01:41.720]  More documents keep coming out.
[03:01:41.720 --> 03:01:49.423]  One of our listeners did a great article breaking one of these down, and we've separately vetted that ourselves and checked it so it is accurate.
[03:01:49.423 --> 03:01:54.504]  And Etienne D'Avignon is now giving interviews in the European press, the head of the Bilderberg Group, going, yeah, we really run things.
[03:01:54.504 --> 03:01:58.925]  So they've gotten to the point where they're just ready to throw it in everybody's face.
[03:01:58.925 --> 03:02:04.567]  Yeah, and Etienne D'Avignon admitted they created the euro, you know, what was it, 55 years before or something?
[03:02:05.031 --> 03:02:09.459]  And now we have more documents that some of our great Dutch listeners have dug up.
[03:02:09.459 --> 03:02:10.641]  A guy named H.R.
[03:02:10.641 --> 03:02:14.427]  Noord, known as Mr. Europe, calling for a federation of Europe.
[03:02:14.427 --> 03:02:15.429]  Let's give that Ryder credit.
[03:02:16.400 --> 03:02:21.224]  Yeah, he's calling for world government through a European federation only as an intermediate step for world government.
[03:02:21.224 --> 03:02:22.585]  You know, they're always attacking the League of Nations.
[03:02:22.585 --> 03:02:24.247]  It wasn't strong enough because some
[03:02:37.645 --> 03:02:39.026]  National sovereignty remains.
[03:02:39.026 --> 03:02:39.806]  Read the article!
[03:02:39.806 --> 03:02:42.388]  And they're calling for the end of all sovereignty.
[03:02:42.388 --> 03:02:55.596]  In a series of pamphlets constructed in the latter days of the German occupation of the European continent for the Dutch, Dave Bonbrecher magazine, Pioneer magazine, one of the founders of the European Parliament, H.R.
[03:02:55.596 --> 03:03:05.182]  Nord, nicknamed Mr. Europe, wrote that all European countries should prepare to construct a European federation as a first step in the direction of a world government.
[03:03:06.115 --> 03:03:27.040]  When, by the end of 1944, it became clear the Nazis were doomed in their conquest for world domination with two impatient superpowers waiting in the rings, Nord elaborated on this idea in a three-part series explaining that steps towards a world government should be pursued to rid the world once and for all of a future German aspiration for world domination.
[03:03:27.640 --> 03:03:30.583]  And it goes, but it's Germany at the heart of Europe.
[03:03:30.583 --> 03:03:35.929]  Oh, we want this government so we don't dominate, but that's actually what dominates Europe.
[03:03:35.929 --> 03:03:49.244]  And that's what the Bilderberg is, is that nexus of that Germanic empire with the Anglo-American thing that's Germanic to begin with, with the Rothschilds kind of wrapped around and interbred into the middle of it, a very sickening concoction.
[03:03:49.784 --> 03:04:13.779]  But the separate declassified army documents say this, but I've read Shire's Rise and Fall of the Third Reich, Heinz Hobel's Order of the Deathshead, and scores of other encyclopedic books off mainline documents, but you never see this on the news, that Hitler planned a European Union to govern the planet and then carry out eugenics, and he got the model from the US and England, and they set him up and cut his legs out from under him
[03:04:14.179 --> 03:04:21.108]  It was all a big setup because they wanted to do it with a soft kill mode, but now separate Dutch documents confirm it.
[03:04:21.108 --> 03:04:23.471]  But this is mainline history!
[03:04:23.471 --> 03:04:29.720]  Yeah, in the name of Hitler, they're going to burn the power of the German people and then pursue the ultimate plans anyway, world government.
[03:04:30.333 --> 03:04:32.675]  In the name of stopping another Hitler!
[03:04:32.675 --> 03:04:33.836]  Yeah, it's ridiculous.
[03:04:33.836 --> 03:04:44.764]  But notice, that is a systematic, it's like a dark, almost fourth, fifth dimensional, and by that I mean the level of thinking is so complex.
[03:04:44.764 --> 03:04:49.128]  Philosophy, or English, they put on a ball and pool.
[03:04:50.669 --> 03:04:55.636]  What can you do to keep you and your family safe from the resistant new strains of deadly bacteria and viruses?
[03:05:07.523 --> 03:05:16.109]  Check out SupernaturalSilver.com today, or visit the link on InfoWars.com to find out more about this incredible new silver compound.
[03:05:16.109 --> 03:05:23.234]  The new silver solution is a natural antibiotic that is clinically tested to kill viruses, germs, bacteria, and yeast safely.
[03:05:23.234 --> 03:05:28.999]  This new technology has proven itself to be a formidable weapon against bio-threats of today and tomorrow.
[03:05:28.999 --> 03:05:34.543]  The new silver solution gel has been shown to disinfect topically and keep the area sanitized for up to 4 hours.
[03:05:35.283 --> 03:05:41.944]  The New Silver Solution is a highly effective potent nanoparticle solution that is lethal to bacteria, yeast, and viruses.
[03:05:41.944 --> 03:05:46.585]  Go to SupernaturalSilver.com and see the amazing line of products they have available.
[03:05:46.585 --> 03:05:49.966]  Check out the patented New Silver Solution today.
[03:05:49.966 --> 03:05:53.647]  Click on the link and check out the uses for New Silver Solution.
[03:05:53.647 --> 03:05:58.468]  Order this extra line of defense today by going to SupernaturalSilver.com.
[03:05:58.468 --> 03:06:01.648]  That's SupernaturalSilver.com today.
[03:06:01.648 --> 03:06:04.189]  In the New World Order's war against humanity,
[03:06:04.830 --> 03:06:07.453]  Barack Obama is the tip of the spear.
[03:06:07.453 --> 03:06:14.481]  We've got to have a civilian national security force that's just as powerful, just as strong, just as well-funded.
[03:06:15.026 --> 03:06:21.231]  The Obama deception completely destroys the myth that Obama is working for the best interest of the American people.
[03:06:21.231 --> 03:06:23.592]  Well, Obama's already fudging.
[03:06:23.592 --> 03:06:26.094]  He's fudged since day one in this election.
[03:06:26.094 --> 03:06:37.042]  If you have a demagogue with a fanatical mass movement of personality cultists who is imposing the program of a group of extreme bankers and finance oligarchs, that's fascism.
[03:06:37.674 --> 03:06:39.336]  It's not about left or right.
[03:06:39.336 --> 03:06:41.197]  It's about a one world government.
[03:06:41.197 --> 03:06:48.104]  This film documents who Obama works for, the lies he is told, and his real agenda.
[03:06:48.104 --> 03:06:56.371]  Get your copy of The Obama Deception today at InfoWars.com or download it in super high quality at PrisonPlanet.tv.
[03:06:56.371 --> 03:06:57.953]  The Obama Deception.
[03:06:57.953 --> 03:06:59.134]  The people strike back.
[03:07:01.158 --> 03:07:04.580]  Silver is mankind's oldest natural antibiotic.
[03:07:04.580 --> 03:07:08.842]  This very special mineral has been used for centuries by most cultures throughout the world.
[03:07:08.842 --> 03:07:20.508]  Utopia, Texas, is home to a small but mighty supplement company called Utopia Silver, who offers colloidal products produced in distilled water without use of animal protein, nitrates, or saline solutions.
[03:07:20.508 --> 03:07:26.331]  Because our colloidal silver is made up of nano-sized particles, it can be better utilized at the cellular level.
[03:07:26.571 --> 03:07:27.211]  We're good to go.
[03:07:46.900 --> 03:07:47.980]  We're good to go.
[03:08:10.020 --> 03:08:20.768]  Okay, we're going to your calls here in just a momento, but right now, finish up your story about the European Union and what it was really set up to be.
[03:08:20.768 --> 03:08:27.414]  Well, once again, we got exclusive documents from 1945 translated out of Dutch by some of our great listeners.
[03:08:27.414 --> 03:08:30.216]  Yeah, this is an exclusive at Infowars.com.
[03:08:30.216 --> 03:08:31.257]  Oh, absolutely.
[03:08:31.257 --> 03:08:37.421]  And it's just another piece of the riddle that national sovereignty can't exist anymore because there's terrible people in the world.
[03:08:37.421 --> 03:08:38.222]  So we have to have some
[03:08:38.860 --> 03:08:43.282]  You know, authoritarian union worldwide to control us all.
[03:08:43.282 --> 03:08:44.883]  It doesn't make any sense.
[03:08:44.883 --> 03:08:55.167]  So the elite can really start waging war with eugenics on their real target, the people, which the wars have always been, as Orwell wrote, the wars are set up by the elites to suppress their own population.
[03:08:55.167 --> 03:08:59.889]  Kim Jong-il gets a reprieve from overthrow with the saber-rattling.
[03:08:59.889 --> 03:09:03.211]  The West gets to look like good guys, setting themselves up against him.
[03:09:03.211 --> 03:09:04.832]  South Korea gets to take more freedoms.
[03:09:05.632 --> 03:09:07.174]  See how it works perfectly for them?
[03:09:07.174 --> 03:09:10.498]  Yeah, and they knew the League of Nations wouldn't be strong enough for the desires.
[03:09:10.498 --> 03:09:16.885]  They knew the United Nations didn't have the teeth they wanted, but they, by integrating... Well, they orchestrated both those wars!
[03:09:16.885 --> 03:09:23.452]  Yeah, but they knew it was, you know, one step after another to this takeover, this worldwide takeover.
[03:09:23.452 --> 03:09:27.016]  And they're shoveling us into this dictatorship, worldwide dictatorship.
[03:09:27.469 --> 03:09:29.990]  First through Europe, then through a greater region.
[03:09:29.990 --> 03:09:32.230]  It's in all these articles, every time they come up.
[03:09:32.230 --> 03:09:40.252]  And now they admit they want a world government run by them, there's no more denial, but Bloomberg comes out and says, I'm totally insane, there's no Halliburton FEMA camps.
[03:09:40.252 --> 03:09:43.273]  Doesn't matter, it's in the New York Times and Houston Chronicle.
[03:09:43.273 --> 03:09:45.633]  I'm totally crazy, there was no Secret Service at Bilderberg.
[03:09:45.633 --> 03:09:50.695]  We're literal schizophrenics, Aaron, running around just delusionally.
[03:09:50.695 --> 03:09:52.455]  Isn't that going to backfire on the media?
[03:09:52.455 --> 03:09:54.696]  Yeah, a year and a half ago, Bilderberg doesn't exist.
[03:09:55.976 --> 03:10:00.578]  Davignon and others are admitting they've been planning it since at least 1955.
[03:10:00.578 --> 03:10:01.839]  Why do you think they're going public now?
[03:10:01.839 --> 03:10:06.301]  Because we exposed them and so they're just gonna hide in plain view and act like it's no big deal, or?
[03:10:06.301 --> 03:10:07.021]  More or less, yeah.
[03:10:07.725 --> 03:10:09.466]  That's a good question, I mean, what?
[03:10:09.466 --> 03:10:21.894]  I mean, you know, first they told the public, oh, there's no ruling elite, there's no corrupt elite, your police are locally run, and the 14.8 trillion's for your children, and I mean, now it's just, hey, martial law, if you don't like it, we're gonna kill you.
[03:10:21.894 --> 03:10:25.196]  I mean, you know, it's just, it's so pathetic, Aaron.
[03:10:25.196 --> 03:10:31.400]  Once you get into tyranny, historically, there's only a few degrees separation until you're in the worst form of tyranny.
[03:10:31.400 --> 03:10:32.680]  People don't realize, we're now here.
[03:10:32.680 --> 03:10:36.723]  Yeah, and national sovereignty has no place, apparently.
[03:10:37.159 --> 03:10:40.203]  According to this guy in 1945, according to Richard Haass.
[03:10:56.603 --> 03:10:58.104]  We linked to this story on Infowars.
[03:10:58.104 --> 03:11:03.566]  They were commenting with the quotes on 1984 where you weren't supposed to smile because that could be seen as obnoxious.
[03:11:03.566 --> 03:11:05.947]  And now you can't smile on a facial recognition, right?
[03:11:05.947 --> 03:11:06.847]  Yeah, because they want you.
[03:11:06.847 --> 03:11:11.889]  Well, they don't tell the slaves in USA Today that we're not getting your proper face scan.
[03:11:11.889 --> 03:11:14.130]  But yes, that's it.
[03:11:14.130 --> 03:11:15.190]  It's incredible.
[03:11:15.190 --> 03:11:17.491]  Doesn't somebody call it the worldwide straitjacket?
[03:11:17.827 --> 03:11:19.389]  For your own good, you can't do anything.
[03:11:19.389 --> 03:11:22.411]  You can't have any sovereignty, you know, for the benefit of the poor.
[03:11:22.411 --> 03:11:24.193]  And they're trying now to kill the poor.
[03:11:24.193 --> 03:11:25.494]  In fact, it's somewhere around here.
[03:11:25.494 --> 03:11:31.240]  Where did that pamphlet go I had in here that CPS gave one of my employees that tried to steal her eight-year-old?
[03:11:31.240 --> 03:11:31.700]  Where is it?
[03:11:31.700 --> 03:11:32.621]  Is it here in the stack?
[03:11:32.621 --> 03:11:34.463]  I wanted to show that on air sometime.
[03:11:34.463 --> 03:11:36.845]  It says yelling at your child.
[03:11:36.845 --> 03:11:37.606]  They'll take them.
[03:11:37.606 --> 03:11:38.987]  There's no law.
[03:11:38.987 --> 03:11:41.170]  There's no... I mean, these people are criminals!
[03:11:41.170 --> 03:11:42.331]  But no smiling either.
[03:11:44.540 --> 03:11:47.521]  And now they're going to turn bureaucrats loose on us on our own land.
[03:11:47.521 --> 03:11:48.702]  I just can't handle it.
[03:11:48.702 --> 03:11:49.262]  I can't believe it.
[03:11:49.262 --> 03:11:51.583]  You know, you people think it's fun living in the Soviet Union.
[03:11:51.583 --> 03:11:52.583]  It's not going to be fun.
[03:11:52.583 --> 03:11:53.944]  Thank you for that great report.
[03:11:53.944 --> 03:11:55.384]  Tell folks the headlines so they can read it.
[03:11:55.384 --> 03:12:05.428]  Yeah, the headline again is EP, as in European Parliament, founder in 1945, the European Federation, first step towards a world federation.
[03:12:05.428 --> 03:12:06.789]  That's Zuri and Mason.
[03:12:06.789 --> 03:12:09.430]  It's on Infowars.com and all the other sites.
[03:12:09.430 --> 03:12:12.351]  Good job.
[03:12:12.351 --> 03:12:12.931]  Unbelievable.
[03:12:15.481 --> 03:12:18.162]  All right, let's go ahead and go to the calls here.
[03:12:18.162 --> 03:12:19.343]  John in Indiana.
[03:12:19.343 --> 03:12:20.383]  John, you're on the air.
[03:12:20.383 --> 03:12:21.644]  Thanks for holding.
[03:12:21.644 --> 03:12:22.605]  Alex.
[03:12:22.605 --> 03:12:23.365]  Hello.
[03:12:23.365 --> 03:12:26.366]  It is a... Oh, wow.
[03:12:26.366 --> 03:12:28.307]  I'm actually talking to Alex Jones, right?
[03:12:28.307 --> 03:12:29.188]  Come on, bro.
[03:12:29.188 --> 03:12:30.088]  I'm just an average guy.
[03:12:30.088 --> 03:12:30.709]  Find the New World Order.
[03:12:30.709 --> 03:12:31.089]  Go ahead.
[03:12:31.089 --> 03:12:31.829]  All right.
[03:12:31.829 --> 03:12:33.750]  I just want to throw a couple of things out here.
[03:12:33.750 --> 03:12:40.594]  First of all, for all truthers that want to talk to other truthers, get paltalk.com.
[03:12:40.594 --> 03:12:41.294]  Oh, I have another phone call.
[03:12:42.178 --> 03:12:45.081]  Look for the room 911 Keystone to Global Police State.
[03:12:45.081 --> 03:12:47.623]  Other thing, I want to remind you about the Rainbow Gathering.
[03:12:47.623 --> 03:12:54.208]  Last year you did an interview about the pepper ball incident with the police shooting all the hippies with pepper balls.
[03:12:54.208 --> 03:12:55.949]  And I said I wanted to go to the Rainbow Gathering.
[03:12:55.949 --> 03:12:59.632]  Yeah, and I was just wondering if you plan on sending somebody out there?
[03:12:59.632 --> 03:13:01.113]  Has it even crossed your mind?
[03:13:01.113 --> 03:13:02.694]  I know you got a lot on your mind.
[03:13:02.694 --> 03:13:03.234]  When is that?
[03:13:03.234 --> 03:13:04.435]  It's about to happen?
[03:13:04.435 --> 03:13:05.836]  July 1st through the 7th.
[03:13:05.836 --> 03:13:07.638]  It'll be somewhere near Taos, New Mexico.
[03:13:08.376 --> 03:13:13.139]  Yeah, that's why I was saying last year I might go, because that's only about eight hours from where I'm at.
[03:13:13.139 --> 03:13:15.181]  Yeah, I just wanted to remind you of it.
[03:13:15.181 --> 03:13:22.326]  And I know this is a long shot, but after the gathering, me and my girlfriend were moving to Austin, and I would volunteer to work for you free of charge, brother.
[03:13:22.691 --> 03:13:34.181]  Well the problem is we don't, and I appreciate that, if you want to write articles or volunteer or spread the word like that, it's just we have a small operation and we turn down most volunteers because I just can't handle being infiltrated.
[03:13:34.181 --> 03:13:35.342]  And that's who they try to put in here.
[03:13:35.342 --> 03:13:36.863]  I mean, it's bad.
[03:13:36.863 --> 03:13:39.566]  They try to come in here and commit crimes and then say we did it.
[03:13:41.667 --> 03:13:44.548]  God, it's a miracle I'm not in prison already.
[03:13:44.548 --> 03:13:47.950]  And that's why I have to turn down all these great people.
[03:13:47.950 --> 03:13:49.510]  Also, I can't respond to everybody's emails.
[03:13:49.510 --> 03:13:50.431]  Folks are always getting mags.
[03:13:50.431 --> 03:13:52.192]  I don't respond to people's emails or calls.
[03:13:52.192 --> 03:13:53.132]  I'm overwhelmed.
[03:13:53.132 --> 03:13:55.113]  I'm not whining.
[03:13:55.113 --> 03:13:57.334]  I'm just making that statement.
[03:13:57.334 --> 03:13:58.915]  Rob Dues saying he wants volunteers.
[03:14:00.114 --> 03:14:02.715]  Yeah, but see, I kind of pick people myself.
[03:14:02.715 --> 03:14:07.017]  I go out and put a nondescript ad in and then find people.
[03:14:07.017 --> 03:14:10.759]  But the problem is everybody I end up in Austin interviewing ends up already their listeners.
[03:14:10.759 --> 03:14:11.880]  I say we're so big.
[03:14:11.880 --> 03:14:18.743]  I mean, really, I've always tried to play down how big we are because I don't like the jealousy flaring up and people going nuts because it becomes destructive.
[03:14:18.743 --> 03:14:21.064]  But I mean, there's no point in covering it up anymore.
[03:14:21.064 --> 03:14:22.044]  We're huge, folks.
[03:14:22.044 --> 03:14:26.306]  I mean, huge and just exponentially growing.
[03:14:26.306 --> 03:14:27.107]  And I'm just.
[03:14:28.047 --> 03:14:35.828]  Thank you for taking the call.
[03:14:35.828 --> 03:14:46.130]  Yeah, I was that funny guy who was taken a picture of by your man with the little hat up in Lexington.
[03:14:46.130 --> 03:14:57.232]  Anyway, without belaboring the obvious, I think what I'm going to say is in the reign of Captain Kirk and the character that Whoopi Goldberg played, remember that?
[03:14:58.502 --> 03:15:02.444]  I didn't watch a lot of Star Trek Next Generation, but I think I remember she was in the show, yeah.
[03:15:02.444 --> 03:15:03.884]  Yeah, and she was the wise woman.
[03:15:03.884 --> 03:15:06.345]  Wasn't she like a counselor or something?
[03:15:06.345 --> 03:15:07.165]  Yeah, yeah, yeah.
[03:15:07.165 --> 03:15:08.586]  A fountain of wisdom?
[03:15:08.586 --> 03:15:20.090]  Could you ask your buddies, who you trust to judge, to listen to your show again and count the time that you spend belaboring the obvious.
[03:15:20.090 --> 03:15:24.032]  Now, I know you want to get the dumb downers in too, but
[03:15:24.918 --> 03:15:35.501]  Those of us who aren't in the Dom Donner crowd, which are quite a few of your listeners, would kind of appreciate it if you could just cut it a little bit so that we can get to the meat.
[03:15:35.501 --> 03:15:54.365]  Anyway, that's one of the issues, but the really important issue is I think that with Burmese on, I think what you need to fill in is to have some kind of an older, wiser woman like Nancy Levant or some interesting woman to take up the time in between your show and Burmese's show.
[03:15:55.316 --> 03:16:14.114]  And another thing is, I want to see a section on all of your sites called, In Their Own Words, and so that you could challenge people to make a case, and with money involved, put some money some up there, with all the documents of these people admitting up front what they're doing.
[03:16:14.114 --> 03:16:20.560]  See, people don't believe it, but you put money down on the truth, and they're the people chasing it.
[03:16:21.058 --> 03:16:22.739]  And then they'll find out it's the truth.
[03:16:22.739 --> 03:16:24.040]  You see, we don't know how to get it through.
[03:16:24.040 --> 03:16:26.402]  I think we don't quite understand the methodology.
[03:16:26.402 --> 03:16:28.844]  I mean, the problem with the methodology is this.
[03:16:28.844 --> 03:16:38.531]  I did a road test, a market test, of these nice young white people who were helping at a food pantry.
[03:16:38.531 --> 03:16:46.297]  I said, how many of you have heard about the Baxter flu release of live flu to 14, 18 countries?
[03:16:46.297 --> 03:16:48.879]  And it was caught in Czechoslovakia and the ferrets died.
[03:16:49.673 --> 03:16:50.905]  Now this is the bad part.
[03:16:52.498 --> 03:16:57.441]  Well, they probably thought you were crazy for just being able to talk and say the word pharmaceutical.
[03:16:57.441 --> 03:17:02.084]  I mean, people think it's showing off because they have reduced the language down so much.
[03:17:02.084 --> 03:17:09.948]  They have brought in Ingsoc, as George Orwell talked about, where you try to talk to your neighbor and they kind of go, you're talking about global systems?
[03:17:09.948 --> 03:17:12.890]  You're talking about me being involved in my own destiny?
[03:17:12.890 --> 03:17:14.991]  My God, you're some type of radical!
[03:17:14.991 --> 03:17:19.674]  All I know how to do is act cool and watch football and get drunk and smoke pot.
[03:17:21.158 --> 03:17:22.860]  I have to be a slave.
[03:17:22.860 --> 03:17:24.681]  But hey, your kid's drinking poison fluoride.
[03:17:24.681 --> 03:17:25.582]  Can't you wake up?
[03:17:25.582 --> 03:17:28.264]  They're like, no, I can't.
[03:17:28.264 --> 03:17:31.847]  So, I mean, you know, it is pretty sick, but go ahead.
[03:17:31.847 --> 03:17:38.914]  There was one person who produces PDA and said, yeah, I read this on a Bloomberg report.
[03:17:38.914 --> 03:17:41.936]  And that was the bad part.
[03:17:41.936 --> 03:17:44.258]  You know what the horrifying part was?
[03:17:44.258 --> 03:17:47.241]  Like you were talking, they didn't
[03:17:47.819 --> 03:17:49.059]  Question at all.
[03:17:49.059 --> 03:17:53.360]  I was totally freaked, but it was like being in an Apple Hitchcock horror show.
[03:17:53.360 --> 03:17:54.220]  You know, it was the opposite.
[03:17:54.220 --> 03:17:54.880]  No, I know.
[03:17:54.880 --> 03:18:02.142]  I'll say, look, here's local training videos where they're taking the Austin public school kids and training them to report on their parents openly.
[03:18:02.142 --> 03:18:05.563]  This is East Germany and they go, well, their parents might be bad.
[03:18:05.563 --> 03:18:07.783]  And I go, yeah, but the state's always worse.
[03:18:07.783 --> 03:18:11.404]  You can't, anytime the state does this, we're in deep trouble.
[03:18:11.404 --> 03:18:12.124]  And then they're just like,
[03:18:13.191 --> 03:18:14.973]  Why don't you like police?
[03:18:14.973 --> 03:18:16.874]  And I'm just like, ahhh!
[03:18:16.874 --> 03:18:18.936]  Don't you understand, idiot?
[03:18:18.936 --> 03:18:21.658]  And now they're going, yeah, we're going to get rid of free speech in America.
[03:18:21.658 --> 03:18:25.061]  People are like, well, it was about time.
[03:18:25.061 --> 03:18:26.443]  I hear you and I appreciate your call.
[03:18:26.443 --> 03:18:31.066]  I mean, look, they've got the public mesmerized.
[03:18:31.066 --> 03:18:32.448]  We've got to break them out of their spell.
[03:18:32.448 --> 03:18:35.130]  I keep talking about solutions.
[03:18:35.130 --> 03:18:36.191]  It's breaking out of your spell.
[03:18:38.393 --> 03:18:40.114]  We got rave reviews for the Obama deception.
[03:18:40.114 --> 03:18:41.415]  It's the best seller we've ever had.
[03:18:41.415 --> 03:18:45.098]  It's having a huge effect, really funding our operation, really reaching out to people.
[03:18:45.098 --> 03:18:46.799]  But I did all get a minority of people saying...
[03:18:48.050 --> 03:18:49.550]  I knew all this!
[03:18:49.550 --> 03:18:51.931]  Well, the movie isn't for you!
[03:18:51.931 --> 03:18:56.252]  It's for people that don't know the left-right paradigms control, and they play us off against each other.
[03:18:56.252 --> 03:18:59.333]  It's for people that don't know all this race stuff's meant to play us off against each other.
[03:18:59.333 --> 03:19:05.595]  It's for people that don't know the Trilateral Commission and Bilderberg Group and CFR all run the presidents from their own admissions and quotes.
[03:19:05.595 --> 03:19:07.056]  And we do have it in their own words.
[03:19:07.056 --> 03:19:14.218]  It's for people that don't understand, and it goes through how he's gonna betray you, and now he has, so the film's even bigger.
[03:19:15.218 --> 03:19:19.201]  Obviously, it's not for the choir.
[03:19:19.201 --> 03:19:34.612]  Now, we do get into a lot of detailed analysis and a lot of deep stuff here, but I also... This show is successful, not because we dumb it down, but because we explain it in a historical perspective and we simplify it and then elaborate.
[03:19:34.612 --> 03:19:36.333]  Simplify and then elaborate.
[03:19:36.333 --> 03:19:38.175]  Because this is like...
[03:19:39.261 --> 03:19:42.842]  Chinese to the average American, or it's Greek, driving along in their car.
[03:19:42.842 --> 03:19:44.183]  They're like, what's he talking about?
[03:19:44.183 --> 03:19:45.043]  Corrupt government?
[03:19:45.043 --> 03:19:47.744]  I was told that didn't exist in history.
[03:19:47.744 --> 03:19:52.606]  You show him that that's all that ever has existed, he's going to get concerned and wake up.
[03:19:52.606 --> 03:19:55.687]  Or you take those that go, I know it's bad, but I can't do anything.
[03:19:55.687 --> 03:19:58.728]  You teach them that they do have power and can do something.
[03:19:58.728 --> 03:19:59.248]  Stay with us.
[03:19:59.248 --> 03:19:59.768]  More calls.
[03:19:59.768 --> 03:20:00.308]  Tons of news.
[03:20:00.308 --> 03:20:00.768]  Straight ahead.
[03:20:00.768 --> 03:20:01.649]  Amnesty thing.
[03:20:01.649 --> 03:20:01.889]  Folks.
[03:20:02.995 --> 03:20:04.116]  Spring is here.
[03:20:04.116 --> 03:20:05.076]  Growing season.
[03:20:05.076 --> 03:20:07.277]  The economy is not getting any better.
[03:20:07.277 --> 03:20:08.978]  In fact, it's getting worse.
[03:20:08.978 --> 03:20:09.959]  Think about it.
[03:20:09.959 --> 03:20:14.061]  At this rate, how will your life be in a month or even a year?
[03:20:14.061 --> 03:20:17.743]  Maybe you've been putting things off, but the time to act is now.
[03:20:17.743 --> 03:20:20.585]  You need to get your seeds before it's too late.
[03:20:20.585 --> 03:20:32.431]  At OrganicaSeed.com, you'll find one of the largest online selections of heirloom seeds, survival seed packs, as well as the giant vegetable seed collections that can feed you and your family for years.
[03:20:32.651 --> 03:20:33.131]  Let's do it!
[03:21:02.153 --> 03:21:07.393]  In the New World Order's war against humanity, Barack Obama is the tip of the spear.
[03:21:08.187 --> 03:21:14.070]  We've got to give them a stake in creating the kind of world order that I think all of us would like to see.
[03:21:14.070 --> 03:21:20.593]  The Obama deception completely destroys the myth that Obama is working for the best interest of the American people.
[03:21:20.593 --> 03:21:22.534]  Well, Obama's already fudging.
[03:21:22.534 --> 03:21:24.996]  He's fudged since day one in this election.
[03:21:24.996 --> 03:21:35.881]  If you have a demagogue with a fanatical mass movement of personality cultists who is imposing the program of a group of extreme bankers and finance oligarchs, that's fascist.
[03:21:38.183 --> 03:21:39.844]  It's not about left or right.
[03:21:39.844 --> 03:21:41.706]  It's about a one-world government.
[03:21:41.706 --> 03:21:48.631]  This film documents who Obama works for, the lies he is told, and his real agenda.
[03:21:48.631 --> 03:21:56.878]  Get your copy of The Obama Deception today at InfoWars.com or download it in super high quality at PrisonPlanet.tv.
[03:21:56.878 --> 03:21:58.459]  The Obama Deception.
[03:21:58.459 --> 03:21:59.640]  The people strike back.
[03:22:01.240 --> 03:22:02.300]  Hello, Ted Anderson.
[03:22:02.300 --> 03:22:07.242]  Listeners of the network are familiar with the Federal Reserve Note and understand the risks of deficit spending.
[03:22:07.242 --> 03:22:15.304]  Therefore, with catastrophic events, it comes as no surprise that some banks have currently placed limits on the amount of cash depositors can remove from their accounts.
[03:22:15.304 --> 03:22:20.885]  A fractional reserve system means only a small portion of your deposit is held in reserve for immediate withdrawal.
[03:22:20.885 --> 03:22:27.867]  Deficit spending will skyrocket through FDIC if the government is forced to insure deposits during a bank run followed by a depressed economy.
[03:22:28.167 --> 03:22:33.769]  A current effort is underway by the Fed along with other central banks to increase liquidity for depositors.
[03:22:33.769 --> 03:22:38.831]  However, an increase in money supply without equal expansion in productivity can cause inflation.
[03:22:38.831 --> 03:22:46.773]  In order to achieve strength and stability, I recommend a conservative portion of all investments to be calmly repositioned into gold and silver.
[03:22:46.773 --> 03:22:49.434]  While paper investments currently have been driven by debt,
[03:22:49.909 --> 03:22:53.330]  Gold on its own has held value for over 6,000 years.
[03:22:53.330 --> 03:22:54.650]  For more information, call 1-800-686-2237.
[03:22:54.650 --> 03:22:57.790]  That's 1-800-686-2237.
[03:22:57.790 --> 03:23:01.971]  Hi, this is Alex Jones.
[03:23:01.971 --> 03:23:07.552]  Did you know that the global elite are now storing non-hybrid seeds in secret storage vaults near the Arctic Circle?
