[00:00:09.119 --> 00:00:10.480]  Kissed a renegade.
[01:22:40.165 --> 01:22:47.171]  And to stand and say something, even slightly, like on stage I say, he's black but he ain't
[01:22:47.771 --> 01:22:48.612]  We're good to go.
[01:23:07.208 --> 01:23:07.588]  That's right.
[01:23:34.240 --> 01:23:36.200]  You're not saying Al Sharpton isn't black?
[01:23:36.200 --> 01:23:43.123]  It's because he represents black in a place that people feel is against black people.
[01:23:43.123 --> 01:23:47.184]  But one thing I notice about people who get killed in this world
[01:23:53.946 --> 01:24:05.218]  Um, nobody who ever creates confusion and keeps people, um, angry at each other and keeps people... When Malcolm X kept people separate, he lived a very happy life.
[01:24:05.218 --> 01:24:10.985]  When he saw that bringing people together and bringing everyone into some type of, uh, knowledge
[01:24:11.865 --> 01:24:12.846]  He was killed.
[01:24:12.846 --> 01:24:14.727]  Gandhi the same way.
[01:24:14.727 --> 01:24:16.067]  Martin Luther King the same way.
[01:24:16.067 --> 01:24:17.588]  Jesus the same way.
[01:24:17.588 --> 01:24:32.055]  It seems like when you are a person who pushes confusion and pushes anger and makes people separate and makes people think that it's a system that's against black and against... It's a system that's against
[01:24:32.555 --> 01:24:33.376]  The masses.
[01:24:33.376 --> 01:24:35.718]  The masses are to stay confused.
[01:24:35.718 --> 01:24:39.520]  And if you're able to bring light to the masses, that's when your life's in danger.
[01:24:39.520 --> 01:24:44.444]  You know, when people who are at the bottom start to go, wait a minute, hold on.
[01:24:44.444 --> 01:24:46.966]  Let's find out where the door is of the person at the top.
[01:24:46.966 --> 01:24:49.068]  Let's, where's this Bilderberg room?
[01:24:49.068 --> 01:24:50.549]  What's this Illuminati?
[01:24:50.549 --> 01:24:57.814]  Once that stops, starts to be real, then I think, I think this is, this will be a bigger movement than it is.
[01:24:57.814 --> 01:25:00.036]  Because again, Alex, where I'm sitting,
[01:25:01.228 --> 01:25:02.289]  I'm in the middle.
[01:25:02.289 --> 01:25:06.592]  I'm intelligent, but I'm not informed with all of this.
[01:25:06.592 --> 01:25:07.412]  But you're getting informed.
[01:25:07.412 --> 01:25:08.053]  You know what Patrice?
[01:25:09.071 --> 01:25:10.231]  We've got other guests coming on.
[01:25:10.231 --> 01:25:10.852]  I know you're busy.
[01:25:10.852 --> 01:25:15.113]  I don't want to keep you much longer, but Jason, you want to say hi to Patrice O'Neal?
[01:25:15.113 --> 01:25:21.035]  Yeah, you know, I just want to thank him for going on a show like Opie & Anthony, which does reach out to an audience that we don't necessarily reach out to.
[01:25:21.035 --> 01:25:21.696]  Yeah, millions of people.
[01:25:21.696 --> 01:25:22.456]  Yeah, exactly.
[01:25:22.456 --> 01:25:24.517]  I mean, a lot of my friends are huge fans.
[01:25:24.517 --> 01:25:27.358]  You know, Patrice used to be on Tough Crowd with Colin Quinn all the time.
[01:25:27.358 --> 01:25:29.298]  He's on, you know, Best Week Ever all the time.
[01:25:29.298 --> 01:25:30.679]  He hosts these little YouTube shows.
[01:25:31.059 --> 01:25:36.464]  So he's a face out there that is going to reach an audience that is kind of at that dumbed-down iPhone level.
[01:25:36.464 --> 01:25:38.226]  He goes on CNN, Fox, everywhere.
[01:25:38.226 --> 01:25:39.087]  Yeah, yeah, exactly.
[01:25:39.087 --> 01:25:42.770]  So we need more people like this to come out and talk about these real issues.
[01:25:42.770 --> 01:25:43.711]  And he's got courage.
[01:25:43.711 --> 01:25:45.933]  I mean, this is a guy who's waking up to this.
[01:25:45.933 --> 01:25:46.554]  He's black.
[01:25:47.174 --> 01:25:48.736]  And he's got this amazing courage.
[01:25:48.736 --> 01:25:54.643]  I didn't see that from Republicans who just couldn't admit Bush was conning him because he was a white guy and looked like them.
[01:25:54.643 --> 01:25:55.644]  See, I mean, it's the same.
[01:25:55.644 --> 01:25:56.565]  People are all people.
[01:25:56.565 --> 01:25:57.246]  That's a saying.
[01:25:57.246 --> 01:25:58.046]  It's true.
[01:25:58.046 --> 01:25:59.068]  We all act the same.
[01:25:59.068 --> 01:26:00.890]  We think it's like sports teams.
[01:26:00.890 --> 01:26:03.653]  We think the guy that looks like us is going to represent us.
[01:26:03.653 --> 01:26:08.338]  But I was listening to who's the new guy on CNN, young black guy, Saturday show.
[01:26:09.031 --> 01:26:11.593]  Well, he has a show on XM, and I listen to it driving home a lot.
[01:26:11.593 --> 01:26:26.363]  And he had on this financial expert, they were talking about how these mortgage companies ripping off black people mainly, would call up blacks that had good mortgages, been paying their bills for decades, tell them, oh, we're a black company, really weren't, and have them go sign papers and rip them off, using a black person to run the scam.
[01:26:26.363 --> 01:26:28.624]  So, I mean, it's the same thing over and over again.
[01:26:28.624 --> 01:26:32.567]  But, Patrice, any closing comments?
[01:26:32.567 --> 01:26:35.649]  I just, you know, I appreciate it, man.
[01:26:35.649 --> 01:26:37.511]  I'm a, you know, I'm a fan of
[01:26:38.735 --> 01:26:39.658]  I don't know.
[01:26:45.758 --> 01:26:47.279]  Alex Jones is right!
[01:26:47.279 --> 01:26:57.486]  I'm just saying to people who are listening, I'm going, okay, he said this, I'm going to look it up, and some interesting things come up.
[01:26:57.486 --> 01:27:00.928]  You know, for a considered novice, Patrice, you talk a lot.
[01:27:00.928 --> 01:27:07.632]  Yeah, I mean, he talked about Gulf of Tonkin, he talked about the Federal Reserve Banking System on the show, he talked about Building 7 on the show.
[01:27:07.632 --> 01:27:10.294]  I mean, for a novice, it looks like you've already looked at this.
[01:27:10.294 --> 01:27:14.877]  And that's the one thing, and I know you guys have got to go, but one thing is that
[01:27:15.689 --> 01:27:26.813]  We argue a lot about logistics of certain conspiracies, but I like to try to get to the practical things.
[01:27:26.813 --> 01:27:33.295]  And that's what I'm learning how to argue is, okay, let's not talk about if the Germans actually sank the Lithuania.
[01:27:33.295 --> 01:27:36.757]  Let's talk about the timing of the sinking and what it
[01:27:39.078 --> 01:27:41.859]  What ultimately happened, we got in a war.
[01:27:41.859 --> 01:27:43.080]  And an expensive war.
[01:27:43.080 --> 01:27:54.305]  And people like to argue about whether, you know, that's Mohammed Atta's actual idea, his actual passport on the ground.
[01:27:54.665 --> 01:28:13.837]  It's like, we get off into all those little things, and we need to talk about the basics, the climate, what is really going on, and, you know, and I appreciate you, I mean, you must get a lot of problems, Alex, so, you know, what you guys are doing, dude, is taking a lot of problems, man.
[01:28:13.837 --> 01:28:16.218]  Well, we appreciate you, and it's D.L.
[01:28:16.218 --> 01:28:16.979]  Hughley, that's the...
[01:28:18.880 --> 01:28:22.662]  Yeah, but no, I mean, I've gotten to where I'm driving home, that's when he's on, like 6, 7 at night.
[01:28:22.662 --> 01:28:28.925]  I usually go home about 5, see the kids come back, and I listen to him, and you hear the callers going.
[01:28:28.925 --> 01:28:29.966]  He's a well-meaning guy.
[01:28:29.966 --> 01:28:41.552]  I'm not talking about him, he had a financial, a black financial expert on, and they were taking calls, and it was just, I listened for like 30 minutes, I think it was Monday, and caller after caller was talking about how
[01:28:42.589 --> 01:28:43.950]  A nice black voice would call up.
[01:28:43.950 --> 01:28:44.690]  They'd say, come down.
[01:28:44.690 --> 01:28:47.852]  They'd have black brokers, but it's working for a big global company.
[01:28:47.852 --> 01:28:49.412]  And they'd think, oh, this is nice black folks.
[01:28:49.412 --> 01:28:50.533]  I'm going to change my mortgage.
[01:28:50.533 --> 01:28:51.834]  And they were ripping them off.
[01:28:51.834 --> 01:28:55.095]  I mean, my whole point is a black guy will mug you, a white guy will mug you.
[01:28:55.095 --> 01:29:00.378]  And I'm telling you right now, Barack Obama, you know, just like all white people aren't evil, well, all white people aren't good either.
[01:29:00.378 --> 01:29:01.579]  Well, all black people aren't good.
[01:29:01.579 --> 01:29:05.701]  I'm telling you right now, Obama is new world order and is selling this agenda.
[01:29:05.701 --> 01:29:09.002]  Well, listen, it's very exciting to have had you on, Patrice O'Neill.
[01:29:09.002 --> 01:29:10.103]  God bless you.
[01:29:10.103 --> 01:29:10.403]  Thank you.
[01:29:15.390 --> 01:29:21.354]  Did you know many vitamin and mineral supplements on the market are made from rocks and ground up shells?
[01:29:21.354 --> 01:29:22.134]  Think about that.
[01:29:22.134 --> 01:29:25.256]  Would you swallow a handful of shells you found at the beach?
[01:29:25.256 --> 01:29:28.458]  Our body wasn't designed to digest rocks and shells.
[01:29:28.458 --> 01:29:38.264]  Hello, my name is Dr. David Friedman, formulator of Chews for Health, a delicious tasting, chewable dietary supplement derived from 16 fruits, vegetables, and antioxidants.
[01:29:38.704 --> 01:29:44.526]  Unlike hard-to-digest pills, Choose for Health is a convenient chewable which allows for better digestion.
[01:29:44.526 --> 01:29:45.707]  The choice is yours.
[01:29:45.707 --> 01:29:51.309]  Swallow rocks and shells to supplement your diet or a natural chewable product you can better digest.
[01:29:51.309 --> 01:29:56.371]  Choose for Health, the world's first superfruit, sea vegetable, antioxidant chewable.
[01:29:56.371 --> 01:29:58.832]  Whole food nutrition, not rocks and shells.
[01:29:59.172 --> 01:30:02.974]  1-800-210-1922.
[01:30:02.974 --> 01:30:07.437]  Call now and receive a free copy of my best-selling CD, America's Unbalanced Diet.
[01:30:07.437 --> 01:30:07.677]  1-800-210-1922.
[01:30:07.677 --> 01:30:08.617]  Or go to orderchoose.com.
[01:30:16.247 --> 01:30:21.773]  Millions of Americans are beginning to realize the enormity of the economic and political problems facing the U.S.
[01:30:21.773 --> 01:30:22.554]  and the world.
[01:30:22.554 --> 01:30:26.418]  And for the first time in their lives, they are feeling the need for preparedness.
[01:30:26.418 --> 01:30:32.183]  Ready Reserve Foods has been in continuous operation, manufacturing the finest and dehydrated foods for almost 40 years.
[01:30:32.924 --> 01:30:34.945]  Ready Reserve is the manufacturer.
[01:30:34.945 --> 01:30:43.168]  Unlike other companies that just broker canned foods, Ready Reserve controls the quality from start to finish with double enameled cans and nitrogen packaging.
[01:30:43.168 --> 01:30:47.870]  When purchasing from Ready Reserve Foods, you are buying factory direct at wholesale prices.
[01:30:47.870 --> 01:30:53.673]  Other companies are quoting delivery times of one to two months, while Ready Reserve ships within five business days.
[01:30:53.673 --> 01:30:55.854]  Many companies do not even offer a catalog.
[01:30:55.854 --> 01:30:58.475]  We will be more than happy to send a catalog to you, free of
[01:30:58.695 --> 01:30:59.236]  I think so.
[01:31:14.856 --> 01:31:23.000]  What I'm about to read is not intended to scare you, but the LA Times just reported that unemployment will exceed record 1945 levels.
[01:31:23.000 --> 01:31:25.621]  Millions are about to find themselves out of work.
[01:31:25.621 --> 01:31:26.161]  Will you?
[01:31:26.161 --> 01:31:31.404]  Look, I say this not to scare you, but to empower and motivate you to make a choice.
[01:31:31.404 --> 01:31:38.927]  You can sit around waiting for the worst to happen, or you can go to incomeathome45.com right now and take control of your future.
[01:31:39.247 --> 01:31:42.748]  IncomeAtHome45.com is adding people in record numbers.
[01:31:42.748 --> 01:31:44.069]  They're looking for you.
[01:31:44.069 --> 01:31:48.271]  They're connected to a multi-billion dollar company, and again, they're looking for you.
[01:31:48.271 --> 01:31:56.214]  IncomeAtHome45.com is the way real people just like you are earning life-changing money from home, even in their spare time.
[01:31:56.214 --> 01:31:56.774]  And I love this.
[01:31:56.954 --> 01:32:00.816]  They even provide you with a work-from-home personal coach to help you succeed.
[01:32:00.816 --> 01:32:05.279]  Quit worrying about losing your job when you can make serious money from home.
[01:32:05.279 --> 01:32:09.901]  And listen, Income at Home is giving away $1,000 to someone just for checking them out.
[01:32:09.901 --> 01:32:11.862]  Visit IncomeAtHome45.com.
[01:32:11.862 --> 01:32:14.744]  That's IncomeAtHome45.com.
[01:32:14.744 --> 01:32:20.047]  With an economy that continues to plummet, many of us will have to make the difficult decision to cut back on our expenses.
[01:32:20.687 --> 01:32:23.812]  One thing we cannot afford to cut back on, though, is our health.
[01:32:23.812 --> 01:32:31.583]  If you suffer from chronic illness, stress, a weak immune system, or just always feel tired, you need to visit Shentrition.com.
[01:32:31.583 --> 01:32:36.109]  The philosophy at Shentrition is to feed the body what it needs, plus heal the body with food.
[01:32:36.850 --> 01:32:49.565]  One scoop a day with water, milk or juice will have you feeling better in no time, giving you more stamina and energy, helping to alleviate stress, boosting your natural healing power, strengthen your immune system, and it tastes great too.
[01:32:49.565 --> 01:32:55.012]  Shantritian is all natural, wheat-free, dairy-free and 100% vegetarian.
[01:32:55.012 --> 01:32:56.694]  Discover the ancient secrets of healing.
[01:32:56.934 --> 01:32:59.576]  You're listening to GCN, the Genesis Communication Radio Network.
[01:33:25.257 --> 01:33:30.141]  ...through the lies and disinformation.
[01:33:30.141 --> 01:33:34.505]  It's Alex Jones.
[01:33:34.505 --> 01:33:36.666]  Mr. Kaiser, good to have you on with us.
[01:33:36.666 --> 01:33:37.407]  Alex Jones!
[01:33:37.407 --> 01:33:38.548]  Alex Jones!
[01:33:38.548 --> 01:33:41.570]  Alex Jones!
[01:33:41.570 --> 01:33:43.772]  Okay, Max Kaiser, so much is going on.
[01:33:43.772 --> 01:33:44.753]  Now, let's talk about the G20.
[01:33:44.753 --> 01:33:48.176]  They're trying to push for a new global monetary bank.
[01:33:48.176 --> 01:33:50.278]  The same bankers that engineered the crisis.
[01:33:50.278 --> 01:33:51.879]  They're gonna save us by giving them more power.
[01:33:52.578 --> 01:34:01.566]  Yeah, well, I tell you what, before we get to the G20, I thought I'd review for you the orchestration of the biggest wealth heist in history.
[01:34:01.566 --> 01:34:03.347]  Okay, you ready for this?
[01:34:03.347 --> 01:34:09.132]  In two or three minutes, I will relate to you about how the biggest wealth heist in history took place.
[01:34:09.132 --> 01:34:12.855]  Basically, going back to the 9-11 attacks.
[01:34:14.745 --> 01:34:25.313]  At that moment, Alex, the rich people in America got really frightened because their notion was, oh my God, the barbarians are here!
[01:34:25.313 --> 01:34:30.417]  And Alan Greenspan at the Federal Reserve Bank at the time, he took interest rates down to 1%.
[01:34:30.417 --> 01:34:37.122]  Now, interest rates are the fulcrum upon which the entire U.S.
[01:34:37.122 --> 01:34:37.542]  economy
[01:34:38.061 --> 01:34:38.422]  I think so.
[01:34:56.952 --> 01:35:10.962]  And what we've seen since that time is the banking system first accumulate hundreds of billions, if not trillions of dollars, of what we now call, or now what we now know are counterfeit bonds, stocks, and options.
[01:35:10.962 --> 01:35:19.127]  To the point where even Gordon Brown at the G20 meeting referred to this whole system as the shadow banking system.
[01:35:19.127 --> 01:35:24.211]  There is no doubt now, there is nobody hiding the fact that there is this huge
[01:35:24.771 --> 01:35:26.632]  Shadow Banking System.
[01:35:26.632 --> 01:35:34.635]  That's at least 20 or 30 trillion dollars worth of trades that go on behind the scenes or totally unreported.
[01:35:34.635 --> 01:35:44.900]  This is why, Alex, when Geithner and these guys dump 5, 10, 12 trillion dollars into these banks, it doesn't seem to improve the situation at all.
[01:35:44.900 --> 01:35:49.561]  Because they're sitting on 20, 30, 40 trillion dollars of fraudulent trades.
[01:35:49.561 --> 01:35:50.722]  And this has all been building up
[01:35:51.471 --> 01:35:52.351]  We're good to go.
[01:36:11.989 --> 01:36:16.411]  Create a new bubble, and a new bubble is what we talked about at the G20.
[01:36:16.411 --> 01:36:29.637]  It's Gordon Brown, he's talking about the IMF, he's talking about a global currency, and this is how they're going to try to hide this 20 or 30 trillion or more in bogus counterfeit bonds and stocks by using now the IMF.
[01:36:29.637 --> 01:36:33.339]  The IMF is not going to be the new global flush fund of choice.
[01:36:34.238 --> 01:36:36.159]  And that's what we're seeing today.
[01:36:36.159 --> 01:36:38.441]  What does it mean to people on the street?
[01:36:38.441 --> 01:36:39.901]  To average Americans?
[01:36:39.901 --> 01:36:42.883]  It means that they're not going to have money to borrow.
[01:36:42.883 --> 01:36:44.724]  It means the recession is going to get deeper.
[01:36:44.724 --> 01:36:46.586]  It means there's a depression coming.
[01:36:46.586 --> 01:36:52.109]  And it means that the bankers who have been basically using the system to confiscate
[01:36:52.674 --> 01:37:00.618]  All of this wealth are just getting better at it, and they're not about to turn around and start sharing that wealth.
[01:37:00.618 --> 01:37:04.319]  And what they would do if they were really interested in doing that, is that they would raise interest rates.
[01:37:04.319 --> 01:37:07.741]  Because higher interest rates are what you and me and the saver want.
[01:37:07.741 --> 01:37:09.521]  We want a return on our investment.
[01:37:09.521 --> 01:37:11.582]  We want a return on the money we have in the bank.
[01:37:11.582 --> 01:37:13.983]  We want a raise that makes sense.
[01:37:13.983 --> 01:37:15.924]  That's tied into a higher rate.
[01:37:15.924 --> 01:37:17.485]  As long as they keep rates artificially low,
[01:37:18.246 --> 01:37:24.032]  They can continue to put forth these are incredible accounting frauds.
[01:37:24.032 --> 01:37:34.562]  Max Keiser, just to simplify it for people, Bloomberg now reports $12.8 trillion has disappeared in six months, since October 3rd, into a black hole.
[01:37:34.562 --> 01:37:38.205]  Senators and House members asked the Fed chief, where's the money?
[01:37:38.205 --> 01:37:39.547]  He says, I won't tell you.
[01:37:40.425 --> 01:37:43.831]  Meanwhile, they're still giving each other record bonuses.
[01:37:43.831 --> 01:37:45.353]  Rome is beginning to burn.
[01:37:45.353 --> 01:37:51.063]  630-something thousand people unemployed in March alone.
[01:37:52.113 --> 01:37:52.293]  I think?
[01:38:13.829 --> 01:38:24.383]  The black hole, or the shadow banking system, is still quite several magnitudes greater than this $11-12 trillion that they've already dumped into the system.
[01:38:24.383 --> 01:38:28.108]  And we're talking about multiple hundreds of trillions of dollars.
[01:38:28.108 --> 01:38:30.912]  And because it's a shell game.
[01:38:31.392 --> 01:38:34.433]  So, they, as you know, Goldman Sachs and J.P.
[01:38:34.433 --> 01:38:37.094]  Morgan stopping investment banks that became commercial banks.
[01:38:37.094 --> 01:38:39.775]  That allowed them to be eligible for bailout money from the Fed.
[01:38:39.775 --> 01:38:46.517]  Then they bought a dying institution like Merrill Lynch, was bought by Bank of America, so they can get money from the Fed to bail them out.
[01:38:46.517 --> 01:38:50.358]  Merrill Lynch is still sitting on a huge, multi-trillion black hole of debt.
[01:38:50.358 --> 01:38:50.718]  J.P.
[01:38:50.718 --> 01:38:58.080]  Morgan alone has $90 trillion worth of derivative contracts, and they won't tell you where they are or who the counterparty is.
[01:38:58.772 --> 01:39:01.574]  You know, that's another phrase you hear all the time.
[01:39:01.574 --> 01:39:02.494]  Oh, the counter-party.
[01:39:02.494 --> 01:39:03.675]  Are they at risk?
[01:39:03.675 --> 01:39:04.176]  Or not at risk?
[01:39:04.176 --> 01:39:06.417]  Well, the ultimate counter-party is you and me.
[01:39:06.417 --> 01:39:07.738]  We're the counter-party.
[01:39:07.738 --> 01:39:08.478]  Let's be clear.
[01:39:08.478 --> 01:39:09.119]  Let's be clear.
[01:39:09.119 --> 01:39:09.919]  We're the counter-party.
[01:39:09.919 --> 01:39:12.561]  Well, we're the counter-party ultimately at the end of the game.
[01:39:12.561 --> 01:39:13.862]  And how do they do that?
[01:39:13.862 --> 01:39:22.928]  Well, the end game is, as many people on your show have pointed out, massive money printing, hyper, you know, high inflation, hyperinflation.
[01:39:22.928 --> 01:39:25.890]  So that's really when the true crisis begins.
[01:39:25.890 --> 01:39:27.391]  So when Obama says that, well,
[01:39:28.007 --> 01:39:31.788]  You know, we're learning our lessons now, and we don't want to repeat this crisis.
[01:39:31.788 --> 01:39:33.769]  They haven't even started the real crisis yet.
[01:39:33.769 --> 01:39:39.250]  The real crisis is when all this money finds its way into the general economy in the form of hyperinflation.
[01:39:39.250 --> 01:39:39.670]  The U.S.
[01:39:39.670 --> 01:39:44.752]  policies right now are the policies not of the 30 that they're trying to avoid, but of Weimar Republic of the 20.
[01:39:44.752 --> 01:39:49.493]  Weimar Republic, to recover from World War I, introduced lower rates,
[01:39:56.292 --> 01:40:07.838]  Expanding on that, and you've been making these predictions for years, and now, unfortunately, they're coming true.
[01:40:07.838 --> 01:40:12.520]  Five years ago, you were criticizing the derivative situation and calling it a Ponzi scheme.
[01:40:12.520 --> 01:40:13.641]  Now we're at that point.
[01:40:13.641 --> 01:40:16.062]  $12.8 trillion they expect U.S.
[01:40:16.062 --> 01:40:18.383]  taxpayers to pay back to offshore banks.
[01:40:19.514 --> 01:40:27.003]  And then in a weird way the central banks then get paid interest on allowing the government to loan money to the very banks.
[01:40:27.003 --> 01:40:34.211]  So they're going to get interest on the money we basically give them and then charge us interest and the GDP is 13 trillion.
[01:40:37.404 --> 01:40:44.589]  of the United States and all these other countries are getting close to exceeding their GDPs in only six months of looting.
[01:40:44.589 --> 01:40:57.357]  So, A, how would we ever pay back to the foreign banks, we have to pay them back for giving them our money, get your mind around that, folks, will we be able to ever pay them back with a million new taxes?
[01:40:57.357 --> 01:41:02.380]  And then, B, how bad will the hyperinflation crises get and when is that coming?
[01:41:03.231 --> 01:41:14.595]  Well, the interest that Americans on average pay, the percentage of their income that goes to servicing the debt, is in the, I believe in the 14 to 15 percent.
[01:41:14.595 --> 01:41:15.975]  I'll double check my figures.
[01:41:15.975 --> 01:41:20.497]  I know that it's up quite sharply in the last year, year and a half.
[01:41:21.124 --> 01:41:24.727]  And the trajectory of that number is going up quite quickly.
[01:41:24.727 --> 01:41:40.418]  So when the income of you and me and every American, when it gets to the point where you're putting 50 or 60 or 70 percent of your income to pay just the interest on your debt, then you have what Warren Buffett himself predicted less than three years ago.
[01:41:40.418 --> 01:41:47.122]  Warren Buffett himself said, America is becoming a nation of sharecroppers.
[01:41:47.122 --> 01:41:47.903]  And that's what we're talking about.
[01:41:47.903 --> 01:41:49.504]  We're talking about indentured servitude.
[01:41:50.299 --> 01:41:56.981]  And it's being engineered because, you know, the rich people, they got it all the way back to 1649 Alex.
[01:41:56.981 --> 01:42:01.923]  You know, in England they revolted against the divine right of king.
[01:42:01.923 --> 01:42:10.426]  Charles I was taken off the throne and he had a parliamentary rule established and it was the end of the divine right of king.
[01:42:10.426 --> 01:42:12.087]  Now we've got the divine right of hedge fund.
[01:42:12.816 --> 01:42:14.857]  The hedge funds think that they're God.
[01:42:14.857 --> 01:42:25.203]  They think Tim Geithner thinks he's God, and that he farts money, and he wants everyone to breathe in his fart money, and then think about sustaining them.
[01:42:25.203 --> 01:42:29.685]  And let me give you an example of something that's absolutely shocking.
[01:42:29.685 --> 01:42:35.388]  Just recently, the government went after UBS, Union Bank of Switzerland, and they said, you know what?
[01:42:35.388 --> 01:42:39.571]  We found you evading taxes and helping people to evade taxes.
[01:42:39.571 --> 01:42:40.691]  We're going to fine you $750 million.
[01:42:42.535 --> 01:42:48.381]  At the same time, AIG, through Geiger's plan, was getting a $5 billion cash injection from the U.S.
[01:42:48.381 --> 01:42:52.165]  taxpayer that went right into UBS's pocket.
[01:42:52.165 --> 01:42:59.192]  So the penalty that UBS had to pay for being caught in a tax evasion scam was to be gifted from the U.S.
[01:42:59.192 --> 01:43:02.015]  taxpayer $4.25 billion.
[01:43:02.015 --> 01:43:02.656]  Stay there, Max.
[01:43:02.656 --> 01:43:04.798]  I want to repeat that when we come back.
[01:43:04.798 --> 01:43:05.499]  Max Keiser.
[01:43:06.503 --> 01:43:11.147]  is our guest and we're going to continue breaking all this down and talk about the big issue.
[01:43:11.147 --> 01:43:15.510]  How about we just arrest the bankers?
[01:43:15.510 --> 01:43:26.078]  With food prices soaring to all-time highs, as the dollar continues to fall in value, what can you and your family do to guarantee that fresh nutritious vegetables will make it to your dinner table?
[01:43:26.078 --> 01:43:27.499]  Garden in a can.
[01:43:27.499 --> 01:43:31.643]  Garden in a can is your source for premium long-term storable seeds.
[01:43:31.643 --> 01:43:33.664]  Garden in a can is ready when you are.
[01:43:33.664 --> 01:43:35.966]  Plant them now or store them for when you really need them.
[01:43:36.426 --> 01:43:45.412]  There are 16 large hermetically sealed non-hybrid open pollinated packets of seeds along with detailed planting instructions sealed in a can for ultimate long-term protection.
[01:43:46.084 --> 01:43:47.504]  Garden in a Can.
[01:43:47.504 --> 01:43:48.705]  It's that simple.
[01:43:48.705 --> 01:43:51.105]  Fresh, healthy, easy.
[01:43:51.105 --> 01:43:55.447]  Only $69.95 for over a half acre of safe fresh vegetables.
[01:43:55.447 --> 01:43:57.027]  Ready when you are.
[01:43:57.027 --> 01:44:01.108]  Stop procrastinating and start preparing with Garden in a Can.
[01:44:01.108 --> 01:44:04.569]  For more details visit GardenInACan.com today.
[01:44:04.569 --> 01:44:07.130]  That's GardenInACan.com or call 866-598-7396.
[01:44:07.130 --> 01:44:07.170]  866-598-7396.
[01:44:14.298 --> 01:44:16.739]  Worried about the side effects from prescription drugs?
[01:44:16.739 --> 01:44:20.499]  Tired of searching for an effective, safe, natural alternative you can trust?
[01:44:20.499 --> 01:44:24.660]  Join more than 300,000 people worldwide who trust in native remedies.
[01:44:24.660 --> 01:44:31.021]  Our market-leading natural remedies are manufactured using the highest quality ingredients in FDA-registered facilities.
[01:44:31.021 --> 01:44:36.902]  We only use whole herbs and never use chemicals, giving you superior effectiveness and safety without side effects.
[01:44:36.902 --> 01:44:39.923]  With over 250 herbal and homeopathic remedies,
[01:44:40.063 --> 01:44:42.986]  You'll find products for your entire family, even your pets.
[01:44:42.986 --> 01:44:51.495]  Address issues like concentration, stress, mood, sleep, pregnancy, memory, joint support, digestion, cold and flu, sexual performance, and much more.
[01:44:51.495 --> 01:44:55.679]  And all Native Remedies products come with a one-year unconditional money-back guarantee.
[01:44:55.879 --> 01:45:02.107]  For a limited time, visit NoDrugsPlease.com, enter coupon code RADIO and receive $5 off your order.
[01:45:02.107 --> 01:45:05.151]  Purchase two items and receive a third absolutely free!
[01:45:05.151 --> 01:45:07.374]  Visit NoDrugsPlease.com or call 1-877-289-1235.
[01:45:07.374 --> 01:45:07.554]  1-877-289-1235 today!
[01:45:15.239 --> 01:45:15.880]  Ever?
[01:45:15.880 --> 01:45:17.881]  Heart disease is on the rise.
[01:45:17.881 --> 01:45:24.828]  Clogged arteries, high blood pressure, and high cholesterol levels may not be fully detected by you, but the symptoms are there.
[01:45:24.828 --> 01:45:33.236]  Loss of energy, blood sugar spikes and drops, poor circulation, and irregular heartbeat are just a few of these that can alert you that something is wrong.
[01:45:33.236 --> 01:45:38.961]  Hear how heart and body extract is making a difference in thousands of people's lives across America.
[01:45:39.121 --> 01:45:40.963]  My blood pressure has normalized.
[01:45:40.963 --> 01:45:43.145]  My diabetes has totally improved.
[01:45:43.145 --> 01:45:47.690]  Everyone is telling me now how much healthier I look and I'm telling everyone how much healthier I feel.
[01:45:47.690 --> 01:45:49.912]  I recommend Heart and Body Extract to everyone.
[01:45:49.912 --> 01:45:57.460]  Anybody over 40 in the North American continent should be using this product as a preventative to keep their cardiovascular system healthy.
[01:45:57.840 --> 01:46:00.201]  Order your two-month supply today by calling 866-295-5305.
[01:46:00.201 --> 01:46:00.661]  That's 866-295-5305.
[01:46:00.661 --> 01:46:02.581]  Or order online at HBextract.com.
[01:46:02.581 --> 01:46:04.322]  Heart and Body Extract, 866-295-5305.
[01:46:04.322 --> 01:46:05.262]  Or HBextract.com.
[01:46:15.325 --> 01:46:16.807]  So you want to stop smoking?
[01:46:16.807 --> 01:46:18.068]  Well, here's what I want you to do.
[01:46:18.068 --> 01:46:20.952]  Go to a drugstore and take a stop smoking product off the shelf.
[01:46:20.952 --> 01:46:24.936]  Go to the cashier, tell him you don't want to pay for the product, you just want to take it home and try it.
[01:46:24.936 --> 01:46:28.720]  And if and only if you stop smoking, will you then come back and pay for it?
[01:46:28.720 --> 01:46:30.722]  Most likely, if you try this, you'd be arrested.
[01:46:30.722 --> 01:46:34.607]  But as silly as this sounds, this is exactly what the smoke-free free trial offer is.
[01:46:35.027 --> 01:46:42.096]  Smokefree is a complete all-natural stop smoking system and when you call today they'll send you a 30-day supply of the program absolutely free.
[01:46:42.096 --> 01:46:50.126]  This program eliminates withdrawals and cravings and includes a 30-day supply of the Smokefree capsules, a guide to living smoke-free book, and audio support program.
[01:46:50.606 --> 01:46:50.986]  I think so.
[01:47:15.663 --> 01:47:18.044]  The GCN Radio Network.
[01:47:18.044 --> 01:47:21.485]  Providing the world with hard-hitting talk radio.
