[00:00.000 --> 00:02.000]  now
[03:19:42.640 --> 03:19:44.640]  Don't be caught surprised by an emergency.
[03:19:44.640 --> 03:19:53.640]  Make sure you're stocked up today with all the food you need for an affordable price with InfoWars life-selects storable foods.
[03:20:14.640 --> 03:20:27.640]  Welcome back and it's always great being on with Alex Jones and all that they do to bring you information way outside the box.
[03:20:27.640 --> 03:20:32.640]  And again, it's not only fake news that's out there, we're getting dumbed down news.
[03:20:32.640 --> 03:20:35.640]  I wonder what Stormy Daniels is doing today.
[03:20:35.640 --> 03:20:41.640]  I mean that's the stupid stuff that you get and with trends what we do is we give you news you can use.
[03:20:41.640 --> 03:20:46.640]  I want to stay on what I was mentioning about with Alex.
[03:20:46.640 --> 03:20:49.640]  So you get two different impressions.
[03:20:49.640 --> 03:20:52.640]  You know, Trump could have a 41% approval rating.
[03:20:52.640 --> 03:20:54.640]  It doesn't mean anything.
[03:20:54.640 --> 03:21:00.640]  Matter of fact, I had an election over there in Turkey yesterday.
[03:21:00.640 --> 03:21:04.640]  Erdogan, the president, just extended a 15 year run.
[03:21:04.640 --> 03:21:09.640]  And you look at all the media in the US and it looked like it was going to come to an end.
[03:21:09.640 --> 03:21:11.640]  The votes.
[03:21:11.640 --> 03:21:14.640]  And if you look at the polls, the polls will say a different story.
[03:21:14.640 --> 03:21:17.640]  So as I mentioned, that's the bottom line.
[03:21:17.640 --> 03:21:26.640]  And on the bottom line, 51% approve of Trump's handling of the economy.
[03:21:26.640 --> 03:21:31.640]  So then you look at other gallop.
[03:21:31.640 --> 03:21:38.640]  Satisfaction with US direction reaches 12 year high.
[03:21:38.640 --> 03:21:48.640]  38% of Americans are satisfied with the way things are going in the United States.
[03:21:48.640 --> 03:22:02.640]  Similar to last month's 37% satisfaction rate, but making the numerical high since a 39% reading in December of 2005.
[03:22:02.640 --> 03:22:07.640]  Now go back to 2005 and the real estate market's booming.
[03:22:07.640 --> 03:22:14.640]  So I would suggest to the White House, your public relations stinks.
[03:22:14.640 --> 03:22:18.640]  Stop doing these stupid things that you're doing.
[03:22:18.640 --> 03:22:26.640]  Stop appearing on TV with the prostitutes that get paid to put out and they're going to go after you.
[03:22:26.640 --> 03:22:29.640]  And just keep sticking with the facts.
[03:22:29.640 --> 03:22:31.640]  And here's some other facts.
[03:22:31.640 --> 03:22:48.640]  When you hear what the CNN says or a MSNBC or an ABC or CBS or a WHOCARES, they're very small audiences.
[03:22:48.640 --> 03:22:52.640]  Alex has a bigger audience than they do.
[03:22:52.640 --> 03:22:59.640]  You look at Anderson Cooper over there on CNN at prime time.
[03:22:59.640 --> 03:23:05.640]  You're looking, what do we have a nation of 320 million people?
[03:23:05.640 --> 03:23:10.640]  And out of that 320 million people, how many are watching him?
[03:23:10.640 --> 03:23:16.640]  Anderson, again, a boy born on third base and 30 at a home run.
[03:23:16.640 --> 03:23:22.640]  He'd be nowhere if his mama wasn't Gloria Vanderbilt.
[03:23:22.640 --> 03:23:30.640]  So again, stay off, meet the press, meet the prostitutes.
[03:23:30.640 --> 03:23:32.640]  What are you doing it for?
[03:23:32.640 --> 03:23:35.640]  You don't have to.
[03:23:35.640 --> 03:23:38.640]  You're only selling agendas.
[03:23:38.640 --> 03:23:40.640]  So sell your platform.
[03:23:40.640 --> 03:23:47.640]  Another positive one, as I mentioned with Trump, that's not making the news
[03:23:47.640 --> 03:23:52.640]  and that the so-called liberal Democrats are fighting.
[03:23:52.640 --> 03:23:59.640]  Pentagon indefinitely suspends more war games with South Korea.
[03:23:59.640 --> 03:24:02.640]  That was a positive.
[03:24:02.640 --> 03:24:05.640]  But you have Democrats that are coming out against it.
[03:24:05.640 --> 03:24:09.640]  Because the Democrats have essentially turned into war hawks.
[03:24:09.640 --> 03:24:11.640]  Don't believe me?
[03:24:11.640 --> 03:24:13.640]  How about this?
[03:24:13.640 --> 03:24:17.640]  Democrats back massive Pentagon budget.
[03:24:17.640 --> 03:24:19.640]  And here they go.
[03:24:19.640 --> 03:24:21.640]  This is hardly in the news.
[03:24:21.640 --> 03:24:23.640]  And again, I'm a political atheist.
[03:24:23.640 --> 03:24:25.640]  I like some things that Trump does.
[03:24:25.640 --> 03:24:27.640]  And I disagree with others.
[03:24:27.640 --> 03:24:30.640]  As you know, I launched Occupy Peace.
[03:24:30.640 --> 03:24:32.640]  I'm a man of peace.
[03:24:32.640 --> 03:24:34.640]  I'm not a pacifist like Alex Jones says.
[03:24:34.640 --> 03:24:36.640]  You mess with me?
[03:24:36.640 --> 03:24:38.640]  Be prepared for the results.
[03:24:38.640 --> 03:24:42.640]  I'm not here to give it out or take it.
[03:24:42.640 --> 03:24:46.640]  So if you're going to come after me, you better be ready.
[03:24:46.640 --> 03:24:50.640]  So I'm not a pacifist, but I honor the Founding Fathers.
[03:24:50.640 --> 03:24:54.640]  And the Founding Fathers did not want foreign entanglements.
[03:24:54.640 --> 03:24:58.640]  So you look at they just had a vote last week.
[03:24:58.640 --> 03:25:09.640]  And only seven out of 47 Democratic senators voted nay.
[03:25:09.640 --> 03:25:21.640]  They just added $82 billion into the defense budget.
[03:25:21.640 --> 03:25:25.640]  You know what Russia's total defense budget is?
[03:25:25.640 --> 03:25:28.640]  Now, again, we're looking at a defense budget in the United States.
[03:25:28.640 --> 03:25:31.640]  This is without intelligence, homeland security and all that.
[03:25:31.640 --> 03:25:38.640]  Without that, at $716 billion, they increased it by $82 billion.
[03:25:38.640 --> 03:25:43.640]  To bring it to that number.
[03:25:43.640 --> 03:25:49.640]  Russia's total budget, $61 billion.
[03:25:49.640 --> 03:26:00.640]  Between 2017 and 2009, they increased the defense budget $105 billion.
[03:26:00.640 --> 03:26:06.640]  That $105 billion is bigger than China's budget.
[03:26:06.640 --> 03:26:13.640]  So, again, I look at what it is in the way you know the motto of the transjournal,
[03:26:13.640 --> 03:26:15.640]  think for yourself.
[03:26:15.640 --> 03:26:23.640]  But when it comes to tariffs, when it comes to immigration, no more people and we need tariffs.
[03:26:23.640 --> 03:26:27.640]  Again, I disagree with taking the kids away from the parents.
[03:26:27.640 --> 03:26:29.640]  I mean, a little kid here traumatized.
[03:26:29.640 --> 03:26:32.640]  But I don't want any more people coming into the country,
[03:26:32.640 --> 03:26:35.640]  just like they did after the Great Depression.
[03:26:35.640 --> 03:26:39.640]  They waited until the country got back on its feet.
[03:26:39.640 --> 03:26:43.640]  And it wasn't only until the 1960s, way after World War II,
[03:26:43.640 --> 03:26:47.640]  that they started loosening immigration policies.
[03:26:47.640 --> 03:26:50.640]  So I say we have enough right now.
[03:26:50.640 --> 03:26:53.640]  We need to take care of ourselves.
[03:26:53.640 --> 03:26:59.640]  And going back to the trade policy, I'm 100% behind Trump on that.
[03:26:59.640 --> 03:27:03.640]  Because I believe in a self-sustaining economy.
[03:27:03.640 --> 03:27:09.640]  Now, I'll put tariffs on prosciutto or French wine or great food
[03:27:09.640 --> 03:27:12.640]  that you can't get here coming in from another country.
[03:27:12.640 --> 03:27:15.640]  Or if I want to buy an expensive luxury item.
[03:27:15.640 --> 03:27:21.640]  But why should 97% of the shirts, shoes and all the clothing that we wear
[03:27:21.640 --> 03:27:25.640]  come from foreign countries when we could be making it here?
[03:27:25.640 --> 03:27:28.640]  It's only so the multinationals can make more money.
[03:27:28.640 --> 03:27:30.640]  And that's why they've done it.
[03:27:30.640 --> 03:27:33.640]  They've exported our jobs.
[03:27:33.640 --> 03:27:37.640]  Don't blame China, blame the major corporations for doing it.
[03:27:37.640 --> 03:27:40.640]  They're the ones that sold us out.
[03:27:40.640 --> 03:27:42.640]  China couldn't make anything.
[03:27:42.640 --> 03:27:48.640]  Before the United States and Europe, manufacturers gave them the technology.
[03:27:48.640 --> 03:27:51.640]  So I'm a made in America man.
[03:27:51.640 --> 03:27:53.640]  And that's why I am who I am.
[03:27:53.640 --> 03:27:57.640]  My blood is Italian, but my heart's American.
[03:27:57.640 --> 03:27:59.640]  I'm made in USA.
[03:27:59.640 --> 03:28:04.640]  I couldn't be me if I was born in Ottavio Epinoe of Icaquence in Italy.
[03:28:04.640 --> 03:28:08.640]  I'm only me because I'm a Napolitano from the Bronx.
[03:28:08.640 --> 03:28:13.640]  And I appreciate everything that America has given me.
[03:28:13.640 --> 03:28:16.640]  And I want to buy American.
[03:28:16.640 --> 03:28:20.640]  And that's the message that's missing in a lot of I think what Trump is doing.
[03:28:20.640 --> 03:28:23.640]  A self-sustaining economy.
[03:28:23.640 --> 03:28:25.640]  We don't need anybody else.
[03:28:25.640 --> 03:28:28.640]  We are rich in resources.
[03:28:28.640 --> 03:28:30.640]  Natural and human.
[03:28:30.640 --> 03:28:32.640]  To me, it's build America.
[03:28:32.640 --> 03:28:36.640]  We can't take on any more people now.
[03:28:36.640 --> 03:28:39.640]  And I'm going to talk more about that later.
[03:28:39.640 --> 03:28:43.640]  So, I'm going to be back in a few minutes.
[03:28:43.640 --> 03:28:45.640]  I'm going to hit on this.
[03:28:45.640 --> 03:28:48.640]  And remember, support Alex Jones.
[03:28:48.640 --> 03:28:52.640]  Put your money where your mind is, and your heart.
[03:28:52.640 --> 03:28:55.640]  Get the ultimate knife at an ultimate price.
[03:28:55.640 --> 03:28:58.640]  The Fox Carambat knife. Finally available in the US.
[03:28:58.640 --> 03:29:01.640]  The Fox Carambat knife opens with one hand.
[03:29:01.640 --> 03:29:03.640]  Faster than you can pull a handgun.
[03:29:03.640 --> 03:29:05.640]  For utility. For defense.
[03:29:05.640 --> 03:29:07.640]  And for way less than other knives of this caliber.
[03:29:07.640 --> 03:29:09.640]  Go to TheUltimateKnife.com.
[03:29:09.640 --> 03:29:11.640]  Truly the best knife you will ever own.
[03:29:11.640 --> 03:29:14.640]  And only available at TheUltimateKnife.com.
[03:29:14.640 --> 03:29:17.640]  Use promo code radio at checkout for free shipping.
[03:29:17.640 --> 03:29:20.640]  Get TheUltimateKnife at TheUltimatePrice.
[03:29:20.640 --> 03:29:22.640]  At TheUltimateKnife.com.
[03:29:22.640 --> 03:29:25.640]  Want revenge on the common housefly?
[03:29:25.640 --> 03:29:29.640]  Well, after 10,000 years, someone has finally come up with a better way.
[03:29:29.640 --> 03:29:32.640]  The Bug Assault. A miniaturized shotgun.
[03:29:32.640 --> 03:29:35.640]  Which utilizes ordinary table salt as ammunition.
[03:29:35.640 --> 03:29:37.640]  Non-toxic and no batteries required.
[03:29:37.640 --> 03:29:40.640]  So much fun. You'll forget you have a wife and kids.
[03:29:40.640 --> 03:29:43.640]  $39.95 and free economy shipping.
[03:29:43.640 --> 03:29:48.640]  Use discount code GCN and get an extra 10% off your purchase at bugassault.com.
[03:29:48.640 --> 03:29:52.640]  Fire your fly swatter. Get your Bug Assault today.
[03:30:19.640 --> 03:30:22.640]  And now because of their intensifying censorship,
[03:30:22.640 --> 03:30:27.640]  it's more important than ever that everyone go to infowars.com forward slash newsletter
[03:30:27.640 --> 03:30:31.640]  and sign up via email so there's no way the censors can get between us
[03:30:31.640 --> 03:30:35.640]  with critical videos, articles, breaking news, intel, you name it.
[03:30:35.640 --> 03:30:39.640]  And so now I ask you more than ever to share the infowars.com articles,
[03:30:39.640 --> 03:30:43.640]  to share the videos, to tell people about the local stations you're listening to.
[03:30:43.640 --> 03:30:50.640]  But the bare minimum you can do is sign up for the free newsletter at infowars.com forward slash newsletter.
[03:30:50.640 --> 03:30:53.640]  We are the Renaissance and we are winning.
[03:30:54.640 --> 03:30:59.640]  Alex Jones here with an extremely exciting announcement that will be a gift to yourself
[03:30:59.640 --> 03:31:03.640]  and a gift to the info war to fight the globalist and live in a free society.
[03:31:03.640 --> 03:31:08.640]  Several years ago I set out with top formulators in the US to create the strongest,
[03:31:08.640 --> 03:31:15.640]  most concentrated, over the top stamina, libido, workout, brain formula that is safe.
[03:31:15.640 --> 03:31:20.640]  I know from using this myself the last few months and from seeing my friends and family use it
[03:31:20.640 --> 03:31:25.640]  that this new product is going to end up being the number one best selling product at infowarslife.com
[03:31:25.640 --> 03:31:27.640]  because it works so well.
[03:31:27.640 --> 03:31:31.640]  This is a gift you want to give yourself and then rest assured you're fighting the info war
[03:31:31.640 --> 03:31:35.640]  so it's a total absolute sure win, no lose equation.
[03:31:35.640 --> 03:31:40.640]  Try alpha power exclusively available at infowarslife.com for yourself.
[03:31:40.640 --> 03:31:44.640]  Ladies and gentlemen it's non-GMO, it's for your brain, it's for sports, it's for activities
[03:31:44.640 --> 03:31:46.640]  and it's made in the USA.
[03:31:46.640 --> 03:31:49.640]  Get your alpha power today at infowarslife.com.
[03:31:49.640 --> 03:31:52.640]  Everybody needs to try alpha power today.
[03:31:53.640 --> 03:31:55.640]  Feeling your body is hard work.
[03:31:55.640 --> 03:32:01.640]  That's why we've introduced the Info Wars Life Daily Digestive Pack to help you fuel it right.
[03:32:01.640 --> 03:32:06.640]  Combine fluorolife everyday maintenance and carnivore to help you fuel your gut and body
[03:32:06.640 --> 03:32:09.640]  and take advantage of the powerful nutrients you receive.
[03:32:09.640 --> 03:32:12.640]  There's no better way to power your body.
[03:32:12.640 --> 03:32:19.640]  Fluorolife is a powerful probiotic supplement with 20 of the most potent clinically studied probiotic strains.
[03:32:19.640 --> 03:32:24.640]  When paired with carnivore, our incredible enzyme formula that helps you break down nutrients.
[03:32:24.640 --> 03:32:30.640]  These formulas fuel your gut and your body to help you fight toxins and stay fueled all day.
[03:32:30.640 --> 03:32:38.640]  These incredible formulas can help keep your body in tip-top shape in the fight against stress, age and outside toxins.
[03:32:38.640 --> 03:32:44.640]  There's no better time to try fluorolife and carnivore to see how well they can support your body.
[03:32:44.640 --> 03:32:48.640]  Don't miss out on the chance to fuel your body and support recovery.
[03:32:48.640 --> 03:33:01.640]  Try the Info Wars Life Daily Digestive Pack today.
[03:33:18.640 --> 03:33:24.640]  Coming to you live from Austin, Texas.
[03:33:24.640 --> 03:33:28.640]  And here we are in that quite Austin, Texas.
[03:33:28.640 --> 03:33:31.640]  Uptown Kingstown, Colonial Kingston, New York.
[03:33:31.640 --> 03:33:36.640]  This is Gerald Salenti hosting the next half hour of this show.
[03:33:36.640 --> 03:33:38.640]  Thank you so much for having me on.
[03:33:38.640 --> 03:33:41.640]  It's always an honor being on Info Wars.
[03:33:41.640 --> 03:33:48.640]  And again, what Alex Jones does in Info Wars is keeps the public awake.
[03:33:48.640 --> 03:33:49.640]  And boy, you know it.
[03:33:49.640 --> 03:33:53.640]  Now, before I was talking about the migrant crisis going on.
[03:33:53.640 --> 03:33:58.640]  And again, to me, the negatives about it was, you know, I've not taken the kids away.
[03:33:58.640 --> 03:34:00.640]  I don't agree with that at all.
[03:34:00.640 --> 03:34:04.640]  But I am definitely in favor of securing the borders.
[03:34:04.640 --> 03:34:10.640]  Matter of fact, one of my elements of Occupy Peace is to close all the bases overseas,
[03:34:10.640 --> 03:34:11.640]  bring home.
[03:34:11.640 --> 03:34:14.640]  What are we doing with bases in Germany and Italy and all these places?
[03:34:14.640 --> 03:34:19.640]  Bring on the troops and secure the homeland as part of Occupy Peace.
[03:34:19.640 --> 03:34:26.640]  But the other element of securing the homeland is, you know, we have to get back on our feet here.
[03:34:26.640 --> 03:34:32.640]  We had median household income at 1999 levels.
[03:34:32.640 --> 03:34:36.640]  We have to grow America and build America in many different ways.
[03:34:36.640 --> 03:34:39.640]  We can't take on more people now.
[03:34:39.640 --> 03:34:41.640]  We have to deal with the problems we have.
[03:34:41.640 --> 03:34:44.640]  We have a lousy, stinking, rotting infrastructure.
[03:34:44.640 --> 03:34:48.640]  Oh, by the way, that's another element of Occupy Peace.
[03:34:48.640 --> 03:34:53.640]  Back in the 1930s, they had what was called a WPA.
[03:34:53.640 --> 03:34:55.640]  Even made songs about it.
[03:34:55.640 --> 03:34:59.640]  WPA, Works Progress Administration.
[03:34:59.640 --> 03:35:01.640]  Hey, you know that thing, the Hoover Dam?
[03:35:01.640 --> 03:35:06.640]  All those bridges that were built in the 1930s.
[03:35:06.640 --> 03:35:09.640]  Yep, WPA.
[03:35:09.640 --> 03:35:14.640]  I want a TPA, a troops Progress Administration.
[03:35:14.640 --> 03:35:20.640]  Yeah, I'll give 714 billion to the Defense Department,
[03:35:20.640 --> 03:35:24.640]  put the troops to work rebuilding our rotted infrastructure,
[03:35:24.640 --> 03:35:28.640]  and you'll give them good jobs and skills,
[03:35:28.640 --> 03:35:33.640]  rather than playing these war games over and over again and saluting.
[03:35:33.640 --> 03:35:38.640]  So that's part of it, going back to immigration and migration.
[03:35:38.640 --> 03:35:41.640]  Two major issues here.
[03:35:41.640 --> 03:35:44.640]  Let's go overseas for a second.
[03:35:44.640 --> 03:35:48.640]  Tracking trends is an understanding of where we are, where we go,
[03:35:48.640 --> 03:35:53.640]  and how we got here, or how we got here, where we are and where we're going.
[03:35:53.640 --> 03:35:55.640]  So current events form future trends.
[03:35:55.640 --> 03:36:00.640]  So each day I go through newspapers and go online.
[03:36:00.640 --> 03:36:06.640]  I go to the Chinese websites, the Iranian, the Arab, you know, all of Israeli.
[03:36:06.640 --> 03:36:08.640]  I just want to see what everybody's saying.
[03:36:08.640 --> 03:36:12.640]  So a headline story today in the Financial Times.
[03:36:12.640 --> 03:36:16.640]  Italy disrupts summit to save Merkel,
[03:36:16.640 --> 03:36:22.640]  with call to rip up European Union migrant system.
[03:36:22.640 --> 03:36:27.640]  The five-star movement in Lega, the Italian movements,
[03:36:27.640 --> 03:36:30.640]  their anti-immigration.
[03:36:30.640 --> 03:36:33.640]  Anti-immigration is sweeping throughout Europe.
[03:36:33.640 --> 03:36:39.640]  They want to maintain their national identity.
[03:36:39.640 --> 03:36:41.640]  Can anybody handle that?
[03:36:41.640 --> 03:36:45.640]  The Polish want to be Polish, the Hungarians want to be Hungarians,
[03:36:45.640 --> 03:36:48.640]  Italians want to be Italians,
[03:36:48.640 --> 03:36:50.640]  the Germans want to be Germans,
[03:36:50.640 --> 03:36:53.640]  the Austrians want to be Austrians,
[03:36:53.640 --> 03:36:57.640]  so they don't want any more people coming into their country.
[03:36:57.640 --> 03:37:03.640]  What caused the problem over there that you never hear
[03:37:03.640 --> 03:37:07.640]  coming out of the mouths of the prostitutes?
[03:37:07.640 --> 03:37:12.640]  Oh, and before Alex was talking about the hypocritical liberals.
[03:37:12.640 --> 03:37:18.640]  And again, it's both the liberals and the Democrats and the Republicans.
[03:37:18.640 --> 03:37:21.640]  How about wards?
[03:37:21.640 --> 03:37:23.640]  So where do you live?
[03:37:23.640 --> 03:37:25.640]  Chaplin, Missouri?
[03:37:25.640 --> 03:37:28.640]  Orlando, Florida?
[03:37:28.640 --> 03:37:31.640]  Colonial Kingston, New York?
[03:37:31.640 --> 03:37:36.640]  And a foreign country comes in and obliterates where you live.
[03:37:36.640 --> 03:37:42.640]  Blows it to pieces, it's just smoke and dead bodies.
[03:37:42.640 --> 03:37:45.640]  You think you want to leave?
[03:37:45.640 --> 03:37:50.640]  You think you'd want to leave Iraq or Afghanistan?
[03:37:50.640 --> 03:37:54.640]  Syria or Libya?
[03:37:54.640 --> 03:37:56.640]  Of course.
[03:37:56.640 --> 03:37:59.640]  I'm going to follow up on that,
[03:37:59.640 --> 03:38:01.640]  because there's another message,
[03:38:01.640 --> 03:38:03.640]  but before I do,
[03:38:03.640 --> 03:38:10.640]  I really want you to consider doing what you can to keep
[03:38:10.640 --> 03:38:14.640]  Alex Jones in Infowars riding high.
[03:38:14.640 --> 03:38:19.640]  And one of the ways to do it is
[03:38:19.640 --> 03:38:25.640]  50% off on all Super Blue products.
[03:38:25.640 --> 03:38:31.640]  Yep, the toothpaste, the mouthwash, the goggle,
[03:38:31.640 --> 03:38:33.640]  and that immune goggle,
[03:38:33.640 --> 03:38:37.640]  silver-silver wash cleanse,
[03:38:37.640 --> 03:38:40.640]  all sizes, combos available,
[03:38:40.640 --> 03:38:46.640]  the 50% off at InfowarsStores.com.
[03:38:46.640 --> 03:38:49.640]  This is great, it's powerful Super Blue,
[03:38:49.640 --> 03:38:52.640]  silver-immune goggle, it's available.
[03:38:52.640 --> 03:38:54.640]  Again, 50% off together,
[03:38:54.640 --> 03:38:58.640]  you can stock up and take some to go for a portable
[03:38:58.640 --> 03:39:03.640]  and at home multipurpose purifying formula.
[03:39:03.640 --> 03:39:06.640]  It's great, and all of these products are.
[03:39:06.640 --> 03:39:08.640]  I use a number of them,
[03:39:08.640 --> 03:39:12.640]  and I don't sell anything that I don't believe in.
[03:39:12.640 --> 03:39:15.640]  And so I promote this because I believe in what Alex Jones
[03:39:15.640 --> 03:39:17.640]  is doing in Infowars,
[03:39:17.640 --> 03:39:22.640]  and again, it's freedom of speech in the real way,
[03:39:22.640 --> 03:39:26.640]  and you have to support it to keep it going.
[03:39:26.640 --> 03:39:30.640]  So, going back to supporting it to keep it going
[03:39:30.640 --> 03:39:33.640]  and what makes it happen in hearing the real news.
[03:39:33.640 --> 03:39:38.640]  Remember that arrogant Nobel Peace of Crap Prize winner,
[03:39:38.640 --> 03:39:41.640]  Barack Obama folks?
[03:39:41.640 --> 03:39:46.640]  Yeah, I don't like that guy, Gaddafi, he gotta go
[03:39:46.640 --> 03:39:49.640]  and I'm gonna make sure he doesn't stay.
[03:39:49.640 --> 03:39:51.640]  And Hillary Clinton laughing.
[03:39:51.640 --> 03:39:54.640]  We came, we saw he died.
[03:39:54.640 --> 03:39:57.640]  Yeah, I wonder why Clinton lost the election.
[03:39:57.640 --> 03:39:59.640]  Can't figure it out.
[03:39:59.640 --> 03:40:02.640]  Well, anyway.
[03:40:02.640 --> 03:40:07.640]  So, who created the migrant crisis?
[03:40:07.640 --> 03:40:10.640]  Gaddafi warned all of Europe
[03:40:10.640 --> 03:40:15.640]  if I go, you're gonna get flooded with migrants
[03:40:15.640 --> 03:40:17.640]  because he was stopping them
[03:40:17.640 --> 03:40:20.640]  from leaving the shores of Triple E
[03:40:20.640 --> 03:40:23.640]  and going into Italy.
[03:40:23.640 --> 03:40:25.640]  When they killed him,
[03:40:25.640 --> 03:40:28.640]  go back, Gaddafi is solidly wrote about it
[03:40:28.640 --> 03:40:33.640]  in the Trends Journal in 2011 when this happened.
[03:40:33.640 --> 03:40:37.640]  Syria, again, the murderer Obama,
[03:40:37.640 --> 03:40:40.640]  quote, I'm really good at killing people,
[03:40:40.640 --> 03:40:42.640]  knocked to a 4,000 with drone strikes,
[03:40:42.640 --> 03:40:46.640]  gave us a billion, took a billion dollars of our money
[03:40:46.640 --> 03:40:50.640]  and gave it to their moderate rebels over there in Syria
[03:40:50.640 --> 03:40:52.640]  to kill, what, about 600,000 people
[03:40:52.640 --> 03:40:54.640]  and destroy everything that's there?
[03:40:54.640 --> 03:40:56.640]  You think they wanna leave?
[03:40:56.640 --> 03:41:01.640]  Again, murder of Bush and the rest of them with Afghanistan
[03:41:01.640 --> 03:41:03.640]  and Pakistan.
[03:41:03.640 --> 03:41:06.640]  That's why you have the crisis in Europe.
[03:41:06.640 --> 03:41:11.640]  Here, it's a different story and a different tale.
[03:41:11.640 --> 03:41:18.640]  They have a new guy running from, to run the Mexico,
[03:41:18.640 --> 03:41:21.640]  Lopez Obrador.
[03:41:21.640 --> 03:41:27.640]  And Obrador said yesterday regarding the migrant crisis,
[03:41:27.640 --> 03:41:31.640]  very soon, with the triumph of our movement,
[03:41:31.640 --> 03:41:34.640]  we'll defend migrants from Mexico.
[03:41:34.640 --> 03:41:38.640]  Central America and the whole continent
[03:41:38.640 --> 03:41:41.640]  and all migrants from around the world
[03:41:41.640 --> 03:41:46.640]  who need to leave their towns to go and make their life
[03:41:46.640 --> 03:41:50.640]  in the US.
[03:41:50.640 --> 03:42:00.640]  Who is this guy to say what we should allow in here?
[03:42:00.640 --> 03:42:07.640]  It's a human right we are giving, we are going to defend.
[03:42:07.640 --> 03:42:09.640]  Stay home.
[03:42:09.640 --> 03:42:11.640]  Mind your own business.
[03:42:11.640 --> 03:42:14.640]  Get your countries back in order.
[03:42:14.640 --> 03:42:16.640]  Don't send the people here.
[03:42:16.640 --> 03:42:19.640]  You do it.
[03:42:19.640 --> 03:42:21.640]  We have our own problems.
[03:42:21.640 --> 03:42:28.640]  Who are you to say that they should be coming into our country?
[03:42:28.640 --> 03:42:33.640]  You get your own country in order.
[03:42:33.640 --> 03:42:35.640]  But no, this is it.
[03:42:35.640 --> 03:42:38.640]  And all the people that want migrants coming in,
[03:42:38.640 --> 03:42:40.640]  open up your house.
[03:42:40.640 --> 03:42:42.640]  Open up your doors.
[03:42:42.640 --> 03:42:44.640]  Feed them, pay for them.
[03:42:44.640 --> 03:42:46.640]  Give them their health care.
[03:42:46.640 --> 03:42:48.640]  Send them to school.
[03:42:48.640 --> 03:42:50.640]  Or else keep your mouth shut.
[03:42:50.640 --> 03:42:53.640]  We're back in a little bit.
[03:42:53.640 --> 03:42:58.640]  We're back in a little bit.
[03:43:24.640 --> 03:43:28.640]  Info Wars Life's cutting edge formula only brings you the highest quality,
[03:43:28.640 --> 03:43:31.640]  organic and clinically studied ingredients.
[03:43:31.640 --> 03:43:35.640]  Cheap prebiotic fibers are used up only at the beginning of the colon,
[03:43:35.640 --> 03:43:41.640]  but our premium organic acacia fiber is slowly digested by the good bacteria
[03:43:41.640 --> 03:43:46.640]  throughout the entire colon for maximum prebiotic effect.
[03:43:46.640 --> 03:43:52.640]  Head to infowarslife.com or call 1-888-253-3139.
[03:43:52.640 --> 03:43:55.640]  I want to plow into all of this,
[03:43:55.640 --> 03:43:58.640]  but I'm going to spend a few minutes here first
[03:43:58.640 --> 03:44:01.640]  just encouraging listeners to understand that
[03:44:01.640 --> 03:44:04.640]  when you buy t-shirts or water filtration systems
[03:44:04.640 --> 03:44:10.640]  or books or videos or other material from infowarstore.com,
[03:44:10.640 --> 03:44:12.640]  you are funding the revolution.
[03:44:12.640 --> 03:44:14.640]  I mean, I cannot say it any clearer.
[03:44:14.640 --> 03:44:18.640]  And so it is essential that you purchase the products at infowarstore.com.
[03:44:18.640 --> 03:44:20.640]  I don't want to thank everybody that has,
[03:44:20.640 --> 03:44:23.640]  but we've got the best fluoride-free toothpaste with colloidal silver
[03:44:23.640 --> 03:44:26.640]  and with high-quality atomic iodine in it.
[03:44:26.640 --> 03:44:28.640]  You cannot beat that for children and adults.
[03:44:28.640 --> 03:44:31.640]  We've got the best mouthwash designed by Dr. Jones.
[03:44:31.640 --> 03:44:33.640]  That's my dad with colloidal silver and iodine as well.
[03:44:33.640 --> 03:44:38.640]  infowarslife.com or call 1-888-253-3139.
[03:44:38.640 --> 03:44:40.640]  And your purchase of the products stands with us,
[03:44:40.640 --> 03:44:42.640]  stands with America, stands with Trump,
[03:44:42.640 --> 03:44:45.640]  stands against the globalists and their satanic pedophile armies.
[03:44:45.640 --> 03:44:48.640]  And that's who they are, and they know we know who they are,
[03:44:48.640 --> 03:44:50.640]  and they're coming back against us so we need your support.
[03:45:18.640 --> 03:45:21.640]  It's time to look for healthy, easy, and incredible meals.
[03:45:21.640 --> 03:45:23.640]  Including meals such as traveler's stew,
[03:45:23.640 --> 03:45:25.640]  home-style potato soup,
[03:45:25.640 --> 03:45:28.640]  and a variety of other meals for breakfast, lunch, and dinner.
[03:45:28.640 --> 03:45:33.640]  infowarslife selects storeable food will help you eat comfortably in a time of need.
[03:45:33.640 --> 03:45:35.640]  They even work great for camping.
[03:45:35.640 --> 03:45:38.640]  Simply pack a 72-hour kit to go,
[03:45:38.640 --> 03:45:42.640]  and you have easy-to-cook and transport food for you and your loved one's trip.
[03:45:42.640 --> 03:45:44.640]  Don't be caught surprised by an emergency.
[03:45:44.640 --> 03:45:48.640]  Make sure you're stocked up today with all the food you need
[03:45:48.640 --> 03:45:52.640]  for an affordable price with infowarslife selects storeable foods.
[03:45:57.640 --> 03:46:02.640]  Years ago, infowarslife created the powerful MycoZX formula to help you combat internal yeast.
