[00:00:02.040 --> 00:00:02.720]  Is the U.S.
[03:24:27.381 --> 03:24:32.543]  We don't take money from corporations like big pharmaceutical companies.
[03:24:32.543 --> 03:24:34.364]  We get funded by the listeners.
[03:24:34.364 --> 03:24:35.325]  That's you.
[03:24:35.325 --> 03:24:37.626]  Infowarsstore.com.
[03:24:37.626 --> 03:24:38.546]  So many great products.
[03:24:38.546 --> 03:24:40.667]  I'm sure you've heard of Supermail Vitality, 30% off
[03:24:43.328 --> 03:24:43.828]  Right now.
[03:24:43.828 --> 03:24:47.669]  We've got a new product, MycoZX Fungus and Yeast Cleanser.
[03:24:47.669 --> 03:24:49.589]  That's almost sold out right now.
[03:24:49.589 --> 03:24:50.890]  Now, there's another product.
[03:24:50.890 --> 03:24:58.312]  If you go to the Infowars.com slash newsletter, if you sign up for the newsletter, you get exclusive 50% off deals every day.
[03:24:58.312 --> 03:25:00.252]  You need to go sign up for that newsletter.
[03:25:00.252 --> 03:25:04.313]  And today's special is 50% off Occupower Eye Support.
[03:25:04.853 --> 03:25:07.695]  This is actually a product that I just started taking recently.
[03:25:07.695 --> 03:25:12.077]  I'm a guy that spends probably about 10 hours a day staring at screens.
[03:25:12.077 --> 03:25:16.699]  I wish it wasn't that way, but it's just the nature of what I do, trying to stay informed.
[03:25:16.699 --> 03:25:21.642]  So, and I'm under the lights at least an hour today, so I actually just started taking this product myself, Occupower.
[03:25:22.162 --> 03:25:39.856]  If you're someone that stares at screens all day, if you're someone that, you know, you're coming of age and maybe your eyesight is getting a little weaker or it's harder for you to see things from far away, try out the Occupower Eye Support Formula at InfoWarsStore.com, a product that gets overlooked a lot and just a lot of great nutrients are in that product to begin with.
[03:25:39.856 --> 03:25:41.377]  And that's the special right now.
[03:25:41.377 --> 03:25:43.639]  If you go to InfoWars.com slash newsletter,
[03:25:44.775 --> 03:25:50.860]  It's already got some markup off, but you'll get another 50% off if you sign up for the newsletter.
[03:25:50.860 --> 03:25:54.883]  So I think that brings the Occupower down to like 15 bucks.
[03:25:54.883 --> 03:25:55.984]  I mean folks, that's a joke.
[03:25:57.369 --> 03:25:58.010]  That's a joke.
[03:25:58.010 --> 03:26:05.296]  We sell you the best products at Infowars.com and we sell you at a better price than you're going to find it anywhere else in the world.
[03:26:05.296 --> 03:26:09.400]  So Donald Trump had a press conference today with Angela Merkel.
[03:26:09.400 --> 03:26:16.287]  The big story of course was that, well first it got delayed, reminiscent of Hillary Clinton campaigns getting delayed, but then
[03:26:16.967 --> 03:26:21.350]  Allegedly, Donald Trump rejected a handshake opportunity.
[03:26:21.350 --> 03:26:24.373]  Apparently Merkel said, should we do a handshake for the cameras?
[03:26:24.373 --> 03:26:27.175]  And Trump basically just completely ignored her.
[03:26:27.175 --> 03:26:28.496]  It wasn't even a no or anything.
[03:26:28.496 --> 03:26:30.097]  He just kind of just gave her the cold shoulder.
[03:26:30.097 --> 03:26:31.198]  There it is right there.
[03:26:31.198 --> 03:26:33.119]  Apparently right here, she says, should we do a handshake?
[03:26:33.119 --> 03:26:34.880]  And he's just like, uh, right here.
[03:26:34.880 --> 03:26:36.001]  Do you do a handshake?
[03:26:36.001 --> 03:26:37.963]  No, I'm okay with that.
[03:26:37.963 --> 03:26:38.363]  I'm all right.
[03:26:39.744 --> 03:26:47.628]  I thought one of the funnier moments, of course, was when he talked about being spied upon and surveilled by the former administration.
[03:26:47.628 --> 03:26:52.950]  He said, well, I think, you know, both of us can say we at least have something in common.
[03:26:52.950 --> 03:26:58.353]  So, yeah, just kind of hitting people again that, look, you say what you want about the words that I used.
[03:26:58.353 --> 03:27:00.934]  I chose to make that tweet.
[03:27:00.934 --> 03:27:04.256]  Regardless, we were surveilled by the former administration.
[03:27:04.256 --> 03:27:05.977]  And, you know, Angela Merkel just kind of had to go.
[03:27:07.128 --> 03:27:13.696]  Because she said after all that came out, initially she was upset about it, but then she forgave.
[03:27:13.696 --> 03:27:16.540]  She forgave Obama, because of course you've got to save face.
[03:27:16.540 --> 03:27:22.187]  She didn't want to rile it up and let her country know that they're also massively being spied on as well.
[03:27:22.187 --> 03:27:25.010]  And I'm telling you, there's this weird thing happening right now where
[03:27:27.095 --> 03:27:28.416]  It's like watching the WWE.
[03:27:28.416 --> 03:27:30.577]  It's just the only analogy I can use.
[03:27:30.577 --> 03:27:32.199]  You know it's fake, okay?
[03:27:32.199 --> 03:27:36.521]  You know they've already got it all figured out, so you're just up there enjoying it, you know, laughing, going along.
[03:27:36.521 --> 03:27:37.282]  It's here for entertainment.
[03:27:38.450 --> 03:27:49.615]  It's the same paradigm happening right now when these liberal journalists get up and they ask a question that's just total nonsense about how he made up wiretapping claims or how he's a Russian agent.
[03:27:49.615 --> 03:27:52.137]  They just keep parroting the same talking points.
[03:27:52.137 --> 03:28:02.802]  How about the New York Times author, the journalist who wrote the story about the wiretapping, is blaming InfoWars for pushing the wiretapping narrative.
[03:28:03.522 --> 03:28:05.523]  When he was the one that wrote the story.
[03:28:05.523 --> 03:28:08.385]  It's just... But that's what I'm saying.
[03:28:08.385 --> 03:28:17.570]  So they're sitting here in their own little world like they're in the WWE pretending for everyone and everybody on the outside is just laughing.
[03:28:17.570 --> 03:28:19.891]  Everybody on the outside is just like, haha, you're fake.
[03:28:19.891 --> 03:28:21.532]  Like they don't even take it seriously anymore.
[03:28:21.532 --> 03:28:24.274]  Sean Spicer was spicy all day yesterday.
[03:28:24.274 --> 03:28:25.695]  He was just ripping them.
[03:28:25.695 --> 03:28:27.636]  He was hitting punchlines left and right.
[03:28:27.636 --> 03:28:30.497]  Donald Trump, when they bring up the wiretapping claims, he makes the joke.
[03:28:30.497 --> 03:28:31.258]  He's like, well, I guess
[03:28:31.798 --> 03:28:33.519]  Merkel and I finally have something in common.
[03:28:33.519 --> 03:28:35.601]  We both get wiretapped by Obama.
[03:28:35.601 --> 03:28:43.526]  So it's really just funny to see them just flopping around, just flailing themselves all over each other with these false narratives to try to bring Trump down.
[03:28:43.526 --> 03:28:46.929]  I think it's really failing miserably and they only have their platforms.
[03:28:46.929 --> 03:28:47.289]  That's it.
[03:28:47.289 --> 03:28:49.751]  They don't have the hearts and minds of America anymore.
[03:28:49.751 --> 03:28:55.435]  And it'll be interesting to see how far this goes in the entertainment industry because
[03:28:56.315 --> 03:29:06.301]  Look, the only reason why people like Sham Moss and Poop Dog and Madonna are saying anything negative about Trump is because they all have new albums coming out, folks.
[03:29:06.301 --> 03:29:06.642]  Okay?
[03:29:06.642 --> 03:29:07.562]  That's it.
[03:29:07.562 --> 03:29:18.489]  They need a little publicity and they want to get on the radio and the liberals in charge of that media say, hey, maybe we have room for you, maybe you don't, but you make a tweet about Donald Trump being bad, I think we can find a slot for you.
[03:29:18.889 --> 03:29:21.271]  Magically, they all say something bad about Trump, and guess what?
[03:29:21.271 --> 03:29:24.954]  Their new albums will somehow make the radio, even though the songs probably suck.
[03:29:24.954 --> 03:29:29.738]  Instead of doing it the way Joy Vila did it, which is saying, hey, look, let's all come together and unite.
[03:29:29.738 --> 03:29:32.461]  And we've actually got a guest on the other side, Kaya Jones.
[03:29:32.461 --> 03:29:33.522]  A friend of Joy Vila.
[03:29:33.522 --> 03:29:40.848]  She's speaking out and saying it's time for conservatives to be proud of the fact that we were MAGA, voted in Trump.
[03:29:40.848 --> 03:29:43.850]  So musician Kaya Jones joins us on the other side.
[03:29:43.850 --> 03:29:44.351]  Stick around.
[03:29:44.351 --> 03:29:45.752]  Owen Troyer, Leanne McAdoo.
[03:29:45.752 --> 03:29:46.953]  Alex Jones Show, fourth hour.
[03:29:48.772 --> 03:29:51.659]  Taking the new world on the march.
[03:29:51.659 --> 03:29:54.206]  The empire's on the run.
[03:29:54.206 --> 03:29:56.892]  Alex Jones and the GCN Radio Network.
[03:30:01.343 --> 03:30:04.464]  You've heard of lab-grown beef in a petri dish.
[03:30:04.464 --> 03:30:09.205]  You've heard of chickoids that are kept secure, force-fed, and have their beaks removed.
[03:30:09.205 --> 03:30:12.706]  Well, now get ready for finger-lickin' lab-grown chicken.
[03:30:12.706 --> 03:30:13.386]  That's right.
[03:30:13.386 --> 03:30:18.927]  Memphis Meats is one of a cadre of startups racing to create meat that doesn't involve killing animals.
[03:30:18.927 --> 03:30:26.989]  The firm's approach to what it calls clean meat is to culture animal cells in a lab, feed them nutrients until they grow into pieces large enough to cook and eat.
[03:30:26.989 --> 03:30:30.110]  You've probably seen where companies like this have grown beef in petri dishes.
[03:30:30.350 --> 03:30:32.110]  Well, now it's gonna be chicken strips.
[03:30:32.110 --> 03:30:36.931]  And I know the question on everybody's mind is, does the lab-grown chicken taste like chicken?
[03:30:36.931 --> 03:30:44.593]  According to the Wall Street Journal, it was reported spongier than a whole chicken breast, but they nearly nailed the flavor of the traditional variety.
[03:30:44.593 --> 03:30:56.896]  This is all part of the globalist plan to remove you from the natural world and place you into an artificially created, VR-induced world where they control everything you see, smell, taste, think, and touch.
[03:30:59.918 --> 03:31:01.819]  Hey everyone!
[03:31:01.819 --> 03:31:07.962]  Pharmacist Ben Fuchs here, host of The Bright Side, and as many of you know, I'm on a mission to help Americans get and stay healthy.
[03:31:07.962 --> 03:31:10.023]  You've all heard the shocking statistics.
[03:31:10.023 --> 03:31:20.309]  Despite spending trillions of dollars in health care, nearly $10,000 per man, woman, and child in this country, obesity, diabetes, cancer, heart disease, and autoimmune illnesses are rampant.
[03:31:20.309 --> 03:31:26.293]  One out of three or four people is dealing with some kind of health challenge, and everyone knows at least one person with a degenerative disease.
[03:31:26.753 --> 03:31:43.605]  If you're dealing with a health challenge, or if you're healthy and want to maintain your vigor and longevity, and you're looking for a convenient, easy way to incorporate nutritional raw materials into your day-to-day lives to guarantee that your body is getting the fundamental nutrients, the 90 essential vitamins, minerals, fats, and amino acids it needs to do its healing work,
[03:31:44.105 --> 03:31:44.545]  I think so.
[03:32:01.058 --> 03:32:02.899]  Today, we call it bone broth.
[03:32:02.899 --> 03:32:09.481]  And for thousands of years, our ancestors enjoyed its benefits before it became lost to our modern diets of processed junk.
[03:32:09.481 --> 03:32:12.642]  We are now introducing Caveman by Infowarslife.com.
[03:32:12.642 --> 03:32:22.426]  The ultimate in true paleo nutrition with bone broth, turmeric root, chaga mushroom, and seven total primal superfoods in a single great-tasting formula.
[03:32:22.426 --> 03:32:23.286]  Caveman.
[03:32:23.286 --> 03:32:28.348]  It's those people living in the wilds having to actually build civilization that are our superior ancestors.
[03:32:28.348 --> 03:32:30.449]  And we need to do everything we can to recapture that.
[03:32:30.769 --> 03:32:33.910]  Everyone knew that you used all the parts of the animal.
[03:32:33.910 --> 03:32:39.050]  You used the meat for sustenance, the fat for cooking, but you used the bones for strength.
[03:32:39.050 --> 03:32:47.192]  From the outside structure full of minerals and key cofactors, to the marrow that produces the blood for the body, this is the engine of the life essence.
[03:32:47.192 --> 03:32:55.133]  I'm a long way from the caveman my ancestors were, but I'm sure as hell trying to get back to that essence that made us what we were, and this is a big part of it.
[03:32:55.133 --> 03:32:59.794]  I know you're going to want to check out Caveman Ultimate Paleo Formula for yourself in ForrestLife.com today.
[03:33:06.294 --> 03:33:13.157]  The globalists' great error is to believe that as they collapse humanity, they end up on top.
[03:33:13.157 --> 03:33:21.981]  The truth is, humanity is coming down fast, but we're miles above them on our journey to hell.
[03:33:21.981 --> 03:33:24.623]  You're listening to the Alex Jones Show.
[03:33:29.025 --> 03:33:39.436]  Owen Troyer, Leanne McAdoo, and we are about to be joined by Kaia Jones, somebody I'm sure you would recognize from a group back in the day called the Pussycat Dolls.
[03:33:39.436 --> 03:33:47.664]  Well, she dropped the Pussycat Dolls and she decided to never wear a pussy hat, and now she joins Leanne McAdoo and I. Leanne, you know I was excited to talk to Kaia today.
[03:33:47.664 --> 03:33:48.725]  Very, very excited.
[03:33:49.085 --> 03:33:51.506]  We had to actually co-host the show today.
[03:33:51.506 --> 03:33:55.328]  Just a little background, Kaia Jones is an EDM artist.
[03:33:55.328 --> 03:34:01.272]  She said she was inspired by Joyvia to come out of the closet as a Trump supporter.
[03:34:01.272 --> 03:34:14.239]  So she now is speaking out for those who can't, people who really have been afraid to wear their clothing in support of Donald Trump because, you know, they might be afraid they're gonna get knocked out or punched or get their hat taken off or something.
[03:34:14.239 --> 03:34:16.280]  So, of course, Joyvia really made a
[03:34:17.020 --> 03:34:17.641]  I don't know.
[03:34:36.502 --> 03:34:47.126]  So Kaia, thank you so much for joining the show today and really this is awesome to have people finally kind of stepping out and you know, stepping out of the entertainment industry to kind of keep your voice boxed in there.
[03:34:47.685 --> 03:34:52.229]  Yeah, it's been kind of caging, almost imprisoned, if you will.
[03:34:52.229 --> 03:35:07.481]  Now you mentioned that, you know, after your friend, which you're seen there with her, where she's wearing the dress, she made this bold statement, really, and you said, you know what, now I'm proud to show off my Donald Trump t-shirt you were never able to wear before.
[03:35:08.201 --> 03:35:11.462]  Yeah, it didn't, you know, it wasn't something that was prepared.
[03:35:11.462 --> 03:35:13.043]  Joy and I go way back.
[03:35:13.043 --> 03:35:15.524]  We've been friends for a very long time.
[03:35:15.524 --> 03:35:20.005]  And I'm actually really good friends with Andre Soriano, the designer of the dress.
[03:35:20.005 --> 03:35:23.786]  He's actually did my 2014 Grammy dress.
[03:35:23.786 --> 03:35:26.667]  So we all have been friends for a good amount of time.
[03:35:26.667 --> 03:35:28.228]  And I didn't know she was going to wear that.
[03:35:28.228 --> 03:35:28.708]  No one did.
[03:35:28.708 --> 03:35:30.589]  We actually had the same makeup artist.
[03:35:30.589 --> 03:35:32.329]  The makeup artist didn't know what she was going to wear.
[03:35:32.329 --> 03:35:35.470]  So I knew then it was going to be something interesting.
[03:35:36.971 --> 03:35:38.572]  Because I asked her, I said, what's Joy wearing?
[03:35:38.572 --> 03:35:39.753]  And she goes, I don't know.
[03:35:39.753 --> 03:35:40.594]  I don't know.
[03:35:40.594 --> 03:35:43.035]  And I thought, interesting.
[03:35:43.035 --> 03:35:45.937]  So when we saw each other, I immediately embraced her.
[03:35:45.937 --> 03:35:48.479]  I just whispered in her ear, you're so brave and thank you.
[03:35:48.479 --> 03:35:53.903]  And then we were kind of just together for the rest of the night and saw the insanity that it caused.
[03:35:53.903 --> 03:35:56.645]  And it really did open up the floodgates for me.
[03:35:56.645 --> 03:35:58.686]  And I mean, so many other Americans.
[03:35:58.686 --> 03:36:01.328]  But for me, we had been friends a long time.
[03:36:01.328 --> 03:36:02.469]  Same with Andre Soriano.
[03:36:02.469 --> 03:36:04.431]  And none of us had discussed who we voted for.
[03:36:05.191 --> 03:36:08.792]  Not one conversation ever on, we voted for Trump.
[03:36:08.792 --> 03:36:15.514]  And I think a lot of that is because the narrative is so not in a positive light.
[03:36:15.514 --> 03:36:24.877]  And, you know, I bought this beautiful shirt to support Trump last year when I was visiting NASA headquarters in Washington and I wasn't able to wear it.
[03:36:24.877 --> 03:36:26.457]  And she said, will you do something for me?
[03:36:26.457 --> 03:36:28.398]  Can you, can you come out and support?
[03:36:28.398 --> 03:36:29.518]  And I said, I'll do it in a second.
[03:36:29.718 --> 03:36:36.281]  Because she needed then someone to support and show that she's not alone in Hollywood.
[03:36:36.281 --> 03:36:41.503]  And unfortunately, everyone thinks that she is because, you know, not a lot of people have come out.
[03:36:41.503 --> 03:36:44.124]  There's very few that have come out, but we're here.
[03:36:44.124 --> 03:36:45.105]  There's a lot of us.
[03:36:46.946 --> 03:36:53.055]  When did you first decide that you were going to vote for Donald Trump, or when did you first decide to support Donald Trump?
[03:36:53.055 --> 03:36:56.980]  And then just to follow up on what you just said, is that typical to not talk about who you voted?
[03:36:56.980 --> 03:36:59.163]  Is that just standard, just nobody really talks about it?
[03:36:59.163 --> 03:37:03.509]  Or because of the polarized environment around this election, is that why no one was talking about it?
[03:37:04.310 --> 03:37:06.391]  Um, you know, those are both really good questions.
[03:37:06.391 --> 03:37:12.275]  I mean, the biggest thing is, yes, we don't talk about our political views.
[03:37:12.275 --> 03:37:14.936]  Everyone kind of just stays mum to the word.
[03:37:14.936 --> 03:37:24.742]  A lot of the reasons, I even left the Pussycat Dolls, and you know, it came out in this flood of now being able to speak my truth and be honest with who I am and that I'm a conservative.
[03:37:24.742 --> 03:37:29.484]  You know, at the time, I thought, being 19, 20, 21, like, there must be something wrong with me.
[03:37:29.484 --> 03:37:31.886]  Why am I not okay with certain things that were going on?
[03:37:32.746 --> 03:37:36.348]  And, you know, I had no one really to go, no, you're just a conservative girl.
[03:37:36.348 --> 03:37:38.769]  You know, you love Jesus.
[03:37:38.769 --> 03:37:41.091]  You're just not into certain things.
[03:37:41.091 --> 03:37:42.792]  And I just didn't understand that.
[03:37:42.792 --> 03:37:50.436]  And so in this process, it opened up really me understanding that I'm a conservative and there is a name for this and this is what this is.
[03:37:50.436 --> 03:37:53.137]  And yeah, no one really shares.
[03:37:53.137 --> 03:37:54.338]  It's not something that people
[03:37:55.555 --> 03:37:57.897]  Openly share, I think, of fear.
[03:37:57.897 --> 03:38:01.119]  For me, I knew when I was going to vote for Trump.
[03:38:01.119 --> 03:38:03.361]  We'll go a little bit further back than that.
[03:38:03.361 --> 03:38:12.928]  I started doing a lot of work for the LGBT community when I went over to Iraq in 2010 and did 20 shows in 10 days for our military in support.
[03:38:12.928 --> 03:38:19.753]  I met a lot of soldiers that were gay or lesbians and they weren't able to speak their truth during Prop 8.
[03:38:19.753 --> 03:38:21.475]  This was in that time.
[03:38:21.475 --> 03:38:22.695]  So I felt that it was important
[03:38:23.576 --> 03:38:31.783]  To come home and support our LGBT community that was dying and fighting for my freedom and there wasn't more of a voice.
[03:38:31.783 --> 03:38:41.571]  That propelled me into now speaking a lot for the LGBT community and I think in them not understanding what Trump was about and always being pushed a narrative that wasn't
[03:38:42.572 --> 03:38:49.436]  The truth of what was going on, it forced me to kind of feel shunned by the community that I was the closest to the most.
[03:38:49.436 --> 03:38:55.779]  In this process of actually voting for Trump, one of the main reasons I did vote for Trump, he spoke about Orlando.
[03:38:55.779 --> 03:39:10.086]  That was a big deal for me, being a person that speaks out in the LGBT community and hearing him actually take a stance about what happened to Americans that night and to an attack on our LGBT community.
[03:39:12.007 --> 03:39:15.308]  That, for me, was one of the biggest reasons I voted for him.
[03:39:15.308 --> 03:39:23.651]  Also because he wasn't part of this whole collective of people that were going to tell you what to do and what to think, and they were part of the establishment.
[03:39:23.651 --> 03:39:24.571]  He didn't need the money.
[03:39:24.571 --> 03:39:28.233]  He wanted to do it for, you know, the love of country.
[03:39:28.233 --> 03:39:30.414]  And I understand that so much.
[03:39:32.014 --> 03:39:36.200]  That to me spoke volumes and I've always respected him as a businessman.
[03:39:36.200 --> 03:39:37.222]  I knew he was going to win.
[03:39:37.222 --> 03:39:45.454]  That's what's so funny is I actually told people two years, like literally when it started, when he announced, I said he was going to win and everybody I knew was like, no, he's not going to win.
[03:39:45.454 --> 03:39:46.636]  There's no way he's going to win.
[03:39:46.636 --> 03:39:47.417]  I said,
[03:39:48.158 --> 03:39:49.278]  Okay, you'll see.
[03:39:49.278 --> 03:39:53.540]  And I wasn't able to share my piece because every time I tried, I was shut up.
[03:39:53.540 --> 03:40:00.382]  Like, immediately, like, oh, he's this, and he's that, and Hillary, and it was just, there was no discussion.
[03:40:00.382 --> 03:40:03.143]  There wasn't, this isn't, you know, a debate.
[03:40:03.143 --> 03:40:07.585]  This was, um, I hate you because you're voting for this person.
[03:40:07.585 --> 03:40:10.066]  And that was something I had never encountered.
[03:40:10.979 --> 03:40:19.545]  Yeah, and you know that's funny that you talk about that, trying to have a discussion about why you're voting Trump or why you believe in these policies.
[03:40:19.545 --> 03:40:22.907]  Like you said, you can't really hold that discussion, and I had the same experience.
[03:40:22.907 --> 03:40:27.090]  I don't know about you, Leigh-Anne, but I would always end the argument, which is like, okay, you'll see.
[03:40:27.090 --> 03:40:28.211]  You're not going to listen to me.
[03:40:28.211 --> 03:40:29.692]  You're not going to let me tell you what's happening.
[03:40:29.692 --> 03:40:31.573]  So just fine, just go ahead and you'll see.
[03:40:31.573 --> 03:40:32.854]  And well, they saw.
[03:40:33.831 --> 03:40:34.512]  They did.
[03:40:34.512 --> 03:40:39.418]  Well, it's pretty amazing if you even just open up dialogue with people and then give them the facts.
[03:40:39.418 --> 03:40:45.587]  If they're willing to listen, I've had a lot of people change their mind and go, wow, I didn't even realize that because the media told me differently.
[03:40:46.403 --> 03:40:57.546]  Oh yeah, I mean, a lot of my really close friends, it was interesting, some from the LGBT community would call me and say, I'm voting for Trump.
[03:40:57.546 --> 03:41:02.268]  Almost like they knew I was, but I hadn't confirmed or denied anything with them.
[03:41:02.268 --> 03:41:09.230]  So they were reaching out already trying to say, I'm voting for Trump and this was my truth and I feel like you would understand.
[03:41:09.230 --> 03:41:12.531]  And that was interesting that there was this like secrecy
[03:41:13.171 --> 03:41:24.655]  I mean, from the moment that the polls started, just in a collective of talking to people about the candidates, you already had a good idea of who was going to win.
[03:41:24.655 --> 03:41:34.459]  So I thought it really interesting that the news outlets were forcing the narrative that this was who was going to win, and they were so sure.
[03:41:34.459 --> 03:41:37.520]  But the general population didn't have signs on their lawn this year.
[03:41:37.520 --> 03:41:39.201]  They didn't have stickers on their car this year.
[03:41:39.901 --> 03:41:44.145]  This should have said right away, something very different is occurring.
[03:41:44.145 --> 03:41:51.093]  And that anyone that didn't post anything, anyone that, you know, as much as people want to say, oh, they don't know what I, who I voted for, what my views are.
[03:41:51.093 --> 03:41:51.853]  They do.
[03:41:51.853 --> 03:41:59.782]  If you never posted or wrote anything about or even responded to any of the comments about the other candidate, it was pretty obvious who you were going to vote for.
[03:42:00.560 --> 03:42:04.563]  Yeah, like if you didn't tweet, Trump is a racist, you'd probably like to.
[03:42:04.563 --> 03:42:05.323]  That's right.
[03:42:05.323 --> 03:42:10.827]  And that's another thing that's really unfortunate is that, you know, you lost.
[03:42:10.827 --> 03:42:11.727]  Get over it.
[03:42:11.727 --> 03:42:12.328]  Moving on.
[03:42:12.328 --> 03:42:13.989]  He is our president.
[03:42:13.989 --> 03:42:19.352]  And the reality of it is, is that the mocking of our first lady, the things that are going on is
[03:42:20.853 --> 03:42:26.097]  It's just kind of crude and no couth or class and our country is not that.
[03:42:26.097 --> 03:42:27.739]  That is not what America is about.
[03:42:27.739 --> 03:42:29.360]  We are a civilized nation.
[03:42:29.360 --> 03:42:35.184]  So this anarchy of angst and anger when they've been in power for eight years.
[03:42:35.985 --> 03:42:39.488]  And now it's time to shift the pendulum, which is what politics is.
[03:42:39.488 --> 03:42:42.250]  It doesn't move a lot in a fast amount of time.
[03:42:42.250 --> 03:42:47.334]  It swings a little bit here, swings a little bit there, and we somehow over time find a center.
[03:42:47.334 --> 03:42:51.858]  And so I just find it appalling that, you know, you didn't think he would accept
[03:42:52.711 --> 03:43:02.840]  You know, the results, we accepted them because we won, and now you're belittling and being mean and rude to anyone that loves country.
[03:43:02.840 --> 03:43:10.306]  The millions of Americans that have already died for our nation, you know, going to Iraq, I almost want to say every artist should just do that.
[03:43:10.306 --> 03:43:16.512]  Philanthropy work, go to Iraq, go to some bases, go visit our military, see what these people really do.
[03:43:16.932 --> 03:43:19.413]  And the reality is that our country is not free.
[03:43:19.413 --> 03:43:33.041]  There's a lot of blood and bones on our flag of people that have died to protect our nation, to give us these freedoms of being able to be a lesbian or a gay man, holding each other's hand, walking down the street.
[03:43:33.041 --> 03:43:37.143]  There are things that have happened that have allowed us to have this freedom.
[03:43:37.143 --> 03:43:41.785]  And so to attack it and undermine the
[03:43:43.286 --> 03:43:52.516]  The amount of strength that is behind this nation and the amount of incredible minds that has helped build this nation, it's just really hurtful.
[03:43:52.516 --> 03:43:59.143]  You don't necessarily have to love the man in power, but you do have to love that you're part of a really incredible country.
[03:43:59.143 --> 03:44:03.548]  There is nowhere in this world that is like America, and I've been to all of them.
[03:44:05.349 --> 03:44:11.090]  I can assure you, maybe others need to go and see what's out there when they think they're imprisoned.
[03:44:11.090 --> 03:44:16.692]  You know, in India, it is an offense to be gay.
[03:44:16.692 --> 03:44:30.137]  These are serious things that, you know, when you're throwing around religion and your ideology of what you think is going on, you really need to pay attention on what's going on and accepting money from, you know, a candidate accepting money from countries that are okay with Sharia law.
[03:44:30.777 --> 03:44:43.283]  That are okay with women being possessions, that are okay with nine-year-old brides, that are okay with persecution of gays, to me is an abomination on the world to judge.
[03:44:43.283 --> 03:44:45.484]  That's God's job.
[03:44:45.484 --> 03:44:46.845]  That's not our job as human beings.
[03:44:46.845 --> 03:44:48.585]  We don't have the authority or the right to do this.
[03:44:50.106 --> 03:45:09.099]  So there's this angst within me going, you know, what is really going on here when, you know, you have Snoop Dogg and Bow Wow and all these people saying really hurtful, offensive things and not understanding that this is a bigger deal than what you think Donald Trump might be because he was on The Apprentice or what you think he might be because he doesn't fit your mold.
[03:45:09.099 --> 03:45:10.199]  This is our president.
[03:45:10.199 --> 03:45:12.521]  This is our commander in chief now.
[03:45:12.521 --> 03:45:14.943]  And we need to unite as Americans.
[03:45:14.943 --> 03:45:19.506]  We need to unite as a culture and understand that there are people that want to harm.
[03:45:20.466 --> 03:45:21.447]  Right, well in a
[03:45:50.086 --> 03:46:06.967]  Let's try and forgive and forget, and not forget in the narrative of what has happened, denounces what has happened, but in a way that says, you know, because I'm Native American, my father's a full Native American born and raised on a reservation in Dallas, Texas.
[03:46:06.967 --> 03:46:08.429]  Does that mean that I hate all white people?
[03:46:09.349 --> 03:46:10.009]  Come on.
[03:46:10.009 --> 03:46:12.370]  This is lunacy.
[03:46:12.370 --> 03:46:16.211]  We are all out of many one people.
[03:46:16.211 --> 03:46:17.912]  Right.
[03:46:17.912 --> 03:46:19.852]  So we should all unite somehow.
[03:46:19.852 --> 03:46:29.475]  We should all understand that for the greater good of our country, what we're sending out a message is that we're not united and we're easily divided and that's easy to infiltrate.
[03:46:29.986 --> 03:46:47.813]  Right, and I think a lot of young people will start seeing that we have a lot more in common when artists like yourself and entertainers do step outside of that box and say, look, the left can't claim that they have all the cool kids on their side, so you're only cool if you believe this certain way.
[03:46:47.813 --> 03:46:56.377]  They've really sort of owned the fact that the cool kids are on this side of the team, and I really appreciate you speaking out.
[03:46:57.337 --> 03:46:59.358]  Well, and I appreciate you guys for having me.
[03:46:59.358 --> 03:47:13.985]  I think the most important thing is the amount of letters I've received, and I feel like viewers really need to understand, I've received letters from 13, 14, 15-year-olds that are gay, that are conservative, saying thank you.
[03:47:14.645 --> 03:47:17.506]  This is something that isn't just about being a cool kid.
[03:47:17.506 --> 03:47:19.987]  And by the way, it is cool to not want to do drugs.
[03:47:19.987 --> 03:47:24.029]  It is cool to care about Unicor, God, and country.
[03:47:24.029 --> 03:47:28.791]  It is cool to not always follow suit with what's going on around you.
[03:47:28.791 --> 03:47:29.631]  That is cool.
[03:47:31.212 --> 03:47:43.323]  There are a lot of kids that don't have a messenger right now because all they're hearing over a loud microphone is, this establishment is negative, they're racist, they're this, they're that.
[03:47:43.323 --> 03:47:46.786]  And there are a lot of children that are raised in conservative homes.
[03:47:46.786 --> 03:47:47.546]  I was.
[03:47:47.546 --> 03:47:53.912]  I didn't realize that I was a conservative and there was nothing wrong with me that I wasn't okay with what was going on behind the scenes of the dolls.
[03:47:53.912 --> 03:47:54.953]  That's really the root of it.
[03:47:55.413 --> 03:47:59.077]  It wasn't because I wanted to be number one or be more famous than the rest.
[03:47:59.077 --> 03:48:01.300]  It was I wasn't okay with this collective.
[03:48:01.300 --> 03:48:02.681]  This isn't what I signed up for.
[03:48:02.681 --> 03:48:10.250]  I'm not going to sell my integrity or my soul for fame or for money as no one else should.
[03:48:10.250 --> 03:48:10.590]  And so
[03:48:11.511 --> 03:48:24.300]  You know, I never get aggressive, but when I saw what Bow Wow texted, I literally said someone slap him up his damn head because it's so ridiculous now that he would say something so uncouth about a woman.
