[00:00.000 --> 00:12.000]  Live from Austin, Texas, broadcasting worldwide, it's Alex Jones.
[03:22:29.640 --> 03:22:40.640]  Many credited that forum with helping him stir up online support during the 2016 presidential election and four chance politically incorrect poll forum.
[03:22:40.640 --> 03:22:47.640]  Those two forums are the most effective at not only creating memes but spreading them throughout the rest of the Internet.
[03:22:47.640 --> 03:22:52.640]  The researchers study more than 100 million images from online communities.
[03:22:52.640 --> 03:23:02.640]  This was a vast study and found that Paul, which is 4chan, had the highest volume of memes while the Donald was the best at getting memes spread outside of its community.
[03:23:02.640 --> 03:23:14.640]  The researchers concluded that the algorithm they developed to identify the most effectively spread memes could be used for social media platforms trying to automatically detect hateful content.
[03:23:14.640 --> 03:23:25.640]  So the foundation of this study was based on how do we ban these memes because they're incredibly popular and there's no way to refute them other than with more memes.
[03:23:25.640 --> 03:23:38.640]  But you see, the left can't mean because they're so permanently petrified of offending somebody. They're so permanently trapped in a stasis of walking on eggshells constantly every single day.
[03:23:38.640 --> 03:23:43.640]  They cannot tolerate, they cannot allow edgy banter or edgy humor.
[03:23:43.640 --> 03:23:48.640]  I mean, for God's sake, they ban clapping at their own events because it might trigger people.
[03:23:48.640 --> 03:23:52.640]  So are they going to engage in satirical memes that might be offensive? No, they're not.
[03:23:52.640 --> 03:23:57.640]  They're going to pit call people Nazis, white supremacists and Russian bots all day. That's fine.
[03:23:57.640 --> 03:24:00.640]  But when it comes to actual comedy, they've ruined it.
[03:24:00.640 --> 03:24:05.640]  So in the battleground of memes, they're completely failing, which is why they're trying to ban them.
[03:24:05.640 --> 03:24:12.640]  So this study proved that the Donald and Paul were the most effective forums for getting out memes.
[03:24:12.640 --> 03:24:18.640]  And this study was based around the prospect of banning them completely. They want to develop an algorithm to do that.
[03:24:18.640 --> 03:24:24.640]  Now, of course, everyone was freaking out a few weeks ago about the EU planning to ban memes.
[03:24:24.640 --> 03:24:33.640]  They got that through the first stage of its vote. It's probably going to come into effect where they force social media outlets to have these automatic upload filters,
[03:24:33.640 --> 03:24:43.640]  which cancel out memes for copyright violation. This University College London study was based around filtering out the memes for hateful content.
[03:24:43.640 --> 03:24:50.640]  And we've seen Facebook push that before to the point where now Facebook is saying we've now basically almost perfected the technology,
[03:24:50.640 --> 03:24:55.640]  not just to flag up text on posts that might be offensive, might be hate speech.
[03:24:55.640 --> 03:24:59.640]  Of course, as we've learned, basically anything is hate speech at this point.
[03:24:59.640 --> 03:25:07.640]  Infowars satirical videos were hate speech. That is the phony justification that they used to ban Alex Jones on Facebook.
[03:25:07.640 --> 03:25:11.640]  So we've got all this happening. We've got everyone freaking out about the EU banning memes.
[03:25:11.640 --> 03:25:22.640]  And yet Twitter is already doing it with the NPC meme because it perfectly plays into this whole hashtag walk away movement.
[03:25:22.640 --> 03:25:30.640]  Remember, Facebook suspended the founder, the organizer of the walk away movement for a few days until there was a massive backlash against that.
[03:25:30.640 --> 03:25:42.640]  Now, this is from an article by Evan James talking about the NPC meme, which again is all about how these automated AI automatons just say the same thing.
[03:25:42.640 --> 03:25:50.640]  They have the same stock responses to everything. You know, Donald Trump is orange, Donald Trump is bad, rape is bad.
[03:25:50.640 --> 03:25:57.640]  And people respond to it with the same automaton profile pic, same avatar as you see right there.
[03:25:57.640 --> 03:26:03.640]  There you see the editorial team from the Huffington Post. Not so diverse, is it?
[03:26:03.640 --> 03:26:12.640]  There was actually a funny meme which I tweeted yesterday where they compared the so-called white nationalists of the Proud Boys and you zoomed in on the image.
[03:26:12.640 --> 03:26:21.640]  It was two Asian guys and a black guy. Quite a ways more diverse than the Huffington Post editorial team right there.
[03:26:21.640 --> 03:26:33.640]  But this is what Evan James wrote out of, I think it was Jackabye magazine. He said, the NPC meme is a response to something real, something that snarky liberals and even leftists increasingly fail to notice.
[03:26:33.640 --> 03:26:41.640]  In short, it's a tragicomic acknowledgement that things are not okay and that we're all NPCs to one degree or another.
[03:26:41.640 --> 03:26:50.640]  The NPC meme lampoons our tendency to consume the products of mass culture precisely because they're easy to process requiring neither personal effort nor learning.
[03:26:50.640 --> 03:27:01.640]  Serious cultural engagement requires focus. It nevertheless has a rejuvenating effect, whereas the passive consumption of mass culture leaves us more enervated than before.
[03:27:01.640 --> 03:27:10.640]  And again, the same goes for political opinions. You know, it takes a modicum of research. It takes a small step beyond superficial thinking to understand that no,
[03:27:10.640 --> 03:27:20.640]  not everyone who doesn't have blue wave or hashtag resistance in their Twitter bio is an alt-right neo-Nazi. It just takes a tiny bit of research to understand that.
[03:27:20.640 --> 03:27:35.640]  It takes a tiny bit of research to understand that Donald Trump isn't leading America into a dystopian nightmare where, you know, the planet's oceans will boil over where women who have abortions are sent to concentration camps under Kavanaugh's new regime now.
[03:27:35.640 --> 03:27:43.640]  That's not going to happen. That's hysteria, but those are the talking points. Those are the glib mantras that they repeat over and over again.
[03:27:43.640 --> 03:27:55.640]  And this NPC meme is really undermining that narrative, and that's why they want to ban it because, again, they can't respond with their own memes against it because the left can't meme.
[03:27:55.640 --> 03:28:05.640]  It's scientifically proven that the left can't meme. They admit to it. They're panicking about it. And, of course, their only recourse is censorship, is banning people.
[03:28:05.640 --> 03:28:13.640]  And on that very same subject, we've got this article up today out of Breitbart, midterm meddling Facebook banning misinformation ahead of elections.
[03:28:13.640 --> 03:28:21.640]  Facebook will ban election misinformation ahead of the midterms this year, including satirical posts which claim people can vote by text message.
[03:28:21.640 --> 03:28:30.640]  You saw James Woods was banned for that meme he posted saying white people shouldn't vote because they should let black people have their voices heard.
[03:28:30.640 --> 03:28:35.640]  White Democrats, obviously. It was obviously a joke. It was obviously satire. It was obviously a meme.
[03:28:35.640 --> 03:28:41.640]  Anyone who would actually act on that is a complete doofus who just needs to be ignored and laughed at.
[03:28:41.640 --> 03:28:51.640]  That is not going to have any impact on the election. What is going to have an impact on the election is the mass widespread banning of conservative accounts, which is exactly what Facebook is doing.
[03:28:51.640 --> 03:29:15.640]  We'll be back with more of this as the election.
[03:29:15.640 --> 03:29:25.640]  We'll be back with more of this.
[03:29:45.640 --> 03:30:02.640]  We all know the importance of fish oils. While we are sure to provide them for ourselves, it's just as important to make sure your kids get their EPA and DHA too.
[03:30:02.640 --> 03:30:10.640]  Honor Roll is a powerful DHA fish oil formula for your child. Built from the ground up to support your child's development.
[03:30:10.640 --> 03:30:20.640]  This formula uses wild anchovy fish oil, ultra purified krill oil, and wild salmon fish oil with vitamins to boost your child's mind and body.
[03:30:20.640 --> 03:30:32.640]  With this fish oil formula, you can support your child's optimal heart, joint, cognitive, and brain health while providing DHA, which has been shown to be essential for your child's brain growth spurts.
[03:30:32.640 --> 03:30:42.640]  Built on powerful ingredients with 580 milligrams of high DHA omega-3s, this formula is highly refined to eliminate nearly all heavy metals.
[03:30:42.640 --> 03:31:04.640]  If you're looking for a formula to help your child grow, look no further. Try Honor Roll from InfowarsLife at InfowarsStore.com.
[03:31:13.640 --> 03:31:33.640]  There's no way I could have the energy at the end of a long day to fight back against the chemicals in the food and water, to fight back against the modern-day lifestyle with the screen time and the extended hours, to still have the stamina and endurance, energy, and drive, to get to the gym, get to the park, and get exercise that you need for your health.
[03:31:33.640 --> 03:31:46.640]  So go to InfowarsStore.com and get SuperMailVitality before it's gone. This is actually our last run of SuperMailVitality, so I want you to experience SuperMailVitality before it's too late.
[03:31:46.640 --> 03:32:04.640]  Unleash the SuperMail in you with SuperMailVitality from InfowarsStore.com.
[03:32:17.640 --> 03:32:31.640]  This incredible formula can help your body in many ways, including supporting heart health, joint health, and cognitive health, aiding and regulating fat metabolism, helping to maintain cognitive function, and more.
[03:32:31.640 --> 03:32:47.640]  And while other krill oil formulas may chemically modify their formulas, we're giving you the benefits of a simple formula that contains unmodified high-quality krill oil concentrate. Paired with our ultimate fish oil, or used separately, it's time to see what krill oil can do for you with ultimate krill oil.
[03:32:47.640 --> 03:33:02.640]  Now available at InfowarsStore.com.
[03:33:17.640 --> 03:33:40.640]  We are back on the fourth hour of the Alex Jones Show. We're going to get back into that social media censorship news here in a moment, but first I want to tell you about the great specials available right now at InfowarsStore.com where we need your support more than ever.
[03:33:40.640 --> 03:33:50.640]  We have 50% off all InfowarsLife super sale. This is the Christmas black holiday and Cyber Monday special all rolled into one.
[03:33:50.640 --> 03:33:56.640]  Look at these massive discounts. Brainforce plus 50% off all of these with free shipping.
[03:33:56.640 --> 03:34:11.640]  Secret 12, 50% off, super blue fluoride free toothpaste, 50% off, super male vitality, ultimate bone broth, happy's, body's, alpha power again, all 50% off with free shipping at InfowarsStore.com.
[03:34:11.640 --> 03:34:19.640]  We also have the knockout sleep aid and silver bullet at 50% off with free shipping as well as other incredible specials.
[03:34:19.640 --> 03:34:30.640]  Again, that is a massive special all rolled into one at InfowarsStore.com where we also have InfowarsLife selects storeable food for 35% off.
[03:34:30.640 --> 03:34:36.640]  The Thoracay Michael recovery finally begins. The world can see in the aftermath how important survival preparation is.
[03:34:36.640 --> 03:34:45.640]  Of course governments across the world have storeable food supplies whenever private citizens try to get them. They're called kooks. They're called insane.
[03:34:45.640 --> 03:34:50.640]  But even in an emergency recovery, organizations like FEMA can be slow or unpredictable.
[03:34:50.640 --> 03:34:59.640]  Emergency response can take days to reach you for aid. That's why it's so important to make sure that you have the storeable food that you need to weather the storm today.
[03:34:59.640 --> 03:35:07.640]  With amounts ranging from three days to a whole year, our storeable food selection can make sure you're not the victim of circumstance.
[03:35:07.640 --> 03:35:17.640]  You can stock up for yourself or help provide for your friends, family and neighbors in any emergency with our affordable storeable food supply to be the most prepared citizen around you.
[03:35:17.640 --> 03:35:22.640]  Now we've dropped the price of these storeable food kits by 35% off to help you get ready for the worst.
[03:35:22.640 --> 03:35:32.640]  And for those who already have a supply, many of you bought these products already, we've added new options for variety and taste to help you survive in comfort.
[03:35:32.640 --> 03:35:42.640]  Don't be forced to rely on wait for others for your survival. Get one of our emergency storeable food supplies today at infowarstore.com for a massive 35% off.
[03:35:42.640 --> 03:35:56.640]  You see 4.7 out of 5 stars, 202 reviews. People are loving this product. They're loving the massive discounts available on Infowars Live Select storeable food available right now at infowarstore.com.
[03:35:56.640 --> 03:35:59.640]  Go and get your supply today.
[03:35:59.640 --> 03:36:02.640]  Let's get back into this social media censorship news.
[03:36:02.640 --> 03:36:04.640]  I was talking before the break about Facebook.
[03:36:04.640 --> 03:36:10.640]  Facebook is banning misinformation, which is completely vague, completely slippery term ahead of elections.
[03:36:10.640 --> 03:36:15.640]  And again, the point is they're the one meddling in elections by banning mainly conservative content.
[03:36:15.640 --> 03:36:27.640]  Of course, the other content they banned last week was this huge alternative media purge, which mainly affected, although I think it was right-wing news that had a massive Facebook page,
[03:36:27.640 --> 03:36:30.640]  over 3 million followers, that got deep-sixed.
[03:36:30.640 --> 03:36:32.640]  It was in coordination with Twitter.
[03:36:32.640 --> 03:36:38.640]  Even the private Twitter accounts of the people who ran some of these pages were deep-sixed on Twitter as well.
[03:36:38.640 --> 03:36:45.640]  Again, proving that political coordination between these two social media big tech giants.
[03:36:45.640 --> 03:36:49.640]  But most of the pages from what I saw, including even some called The Resistance,
[03:36:49.640 --> 03:36:55.640]  they were actually left-wing pages, were either left-wing or at least libertarian leaning.
[03:36:55.640 --> 03:36:58.640]  You had pro-drug legalization accounts that were banned.
[03:36:58.640 --> 03:37:04.640]  You had just basic libertarian accounts, anti-war accounts that were banned.
[03:37:04.640 --> 03:37:10.640]  Now, that is the key, because a lot of these people are basically like Julian Assange WikiLeaks types.
[03:37:10.640 --> 03:37:15.640]  They're not in favor of neoliberal or neocon empirical war policies.
[03:37:15.640 --> 03:37:18.640]  They're going to go out and tell people not to vote for Donald Trump,
[03:37:18.640 --> 03:37:22.640]  but they're also going to go out and tell people not to vote for Democrats.
[03:37:22.640 --> 03:37:26.640]  Now, that doesn't help you when you've got this whole blue-wave narrative.
[03:37:26.640 --> 03:37:29.640]  You're trying to get people to vote who haven't voted before.
[03:37:29.640 --> 03:37:32.640]  So, yes, it was obviously political.
[03:37:32.640 --> 03:37:35.640]  Now, we have Facebook banning misinformation.
[03:37:35.640 --> 03:37:39.640]  But what's interesting about this is another article, which we got up on infowars.com,
[03:37:39.640 --> 03:37:46.640]  entitled, No More Dissident Voices So Come to Facebook and Twitter's Demands or Get Banned All Both.
[03:37:46.640 --> 03:37:51.640]  Now, the author of this article, which is an opinion piece on RT, points out that
[03:37:51.640 --> 03:37:57.640]  the actual list that they used for banning a lot of these accounts on Facebook and then on Twitter as well,
[03:37:57.640 --> 03:38:01.640]  was taken directly from this Prop or Not list.
[03:38:01.640 --> 03:38:03.640]  You may remember this was back in 2016.
[03:38:03.640 --> 03:38:08.640]  This weird group with ties to big neocon foundations called Prop or Not,
[03:38:08.640 --> 03:38:14.640]  they made a list of 800, more than 800 actually fake news websites.
[03:38:14.640 --> 03:38:19.640]  In fact, if you go to the WikiLeaks page on fake news, of course, which info wars features on,
[03:38:19.640 --> 03:38:22.640]  it contains many of these same websites.
[03:38:22.640 --> 03:38:27.640]  The point is, most of these websites that were banned by Facebook last week and Twitter
[03:38:27.640 --> 03:38:35.640]  were on this original Prop or Not blacklist published by The Washington Post back in November 2016.
[03:38:35.640 --> 03:38:42.640]  Now, The Washington Post had to admit and had to add an editorial comment to the top of their original article,
[03:38:42.640 --> 03:38:48.640]  admitting that Prop or Not on their list was not trustworthy.
[03:38:48.640 --> 03:38:53.640]  That blacklist for these quote, fake news websites was not trustworthy.
[03:38:53.640 --> 03:38:55.640]  It was politically partisan.
[03:38:55.640 --> 03:39:00.640]  They had to basically issue a correction telling people that this list couldn't be trusted.
[03:39:00.640 --> 03:39:04.640]  That was The Washington Post that did that back in November 2016.
[03:39:04.640 --> 03:39:10.640]  So why is Facebook, why is Twitter, as they claim that this is not politically motivated
[03:39:10.640 --> 03:39:15.640]  and because of some vague terms of service violation about cross promotion of pages,
[03:39:15.640 --> 03:39:20.640]  which is what Facebook is all about, everybody does it, whether they're political or not.
[03:39:20.640 --> 03:39:25.640]  Why are they now claiming that this is a credible list of fake news websites
[03:39:25.640 --> 03:39:29.640]  or websites that push misinformation that can be banned
[03:39:29.640 --> 03:39:37.640]  when the original blacklist that it was based on, even The Washington Post admitted that that couldn't be trusted.
[03:39:37.640 --> 03:39:39.640]  Now, the author writes in this article,
[03:39:39.640 --> 03:39:44.640]  the first thing you need to know about this purge is that we can be relatively sure who was behind it.
[03:39:44.640 --> 03:39:49.640]  Facebook openly announced it was working with the NATO funded Atlantic Council,
[03:39:49.640 --> 03:39:56.640]  which is a big neocon group, big never trumpet group to prevent Facebook service from being abused during elections.
[03:39:56.640 --> 03:40:01.640]  The Atlantic Council director list is no less than a who's who with well established war criminals,
[03:40:01.640 --> 03:40:03.640]  including Henry Kissinger.
[03:40:03.640 --> 03:40:09.640]  This is basically a deep state group that was working with Facebook telling them who to ban.
[03:40:09.640 --> 03:40:12.640]  But it gets even better than that.
[03:40:12.640 --> 03:40:15.640]  Most of the 800 pages removed by Facebook last Thursday,
[03:40:15.640 --> 03:40:20.640]  honorable mentions in a blacklist published by The Washington Post in November 2016,
[03:40:20.640 --> 03:40:25.640]  including and especially the anti media, which is one of these big pages that got banned.
[03:40:25.640 --> 03:40:30.640]  The post relied upon the findings of a shadowy and questionable outfit known as prop or not,
[03:40:30.640 --> 03:40:37.640]  which compile a list of media organizations that claim were part of a sophisticated Russian propaganda campaign.
[03:40:37.640 --> 03:40:44.640]  And again, the vast majority of these websites had no connections whatsoever to Russian propaganda.
[03:40:44.640 --> 03:40:46.640]  They're basically anti war people.
[03:40:46.640 --> 03:40:47.640]  Some of them libertarians.
[03:40:47.640 --> 03:40:50.640]  Some of them talking about, you know, marijuana legalization and issues like this.
[03:40:50.640 --> 03:40:55.640]  Some of them not even related to geopolitics or anything close to Russia.
[03:40:55.640 --> 03:40:57.640]  And they got deep six.
[03:40:57.640 --> 03:41:03.640]  Now this group after this huge ban occurred, which they were fundamental in action.
[03:41:03.640 --> 03:41:08.640]  They got on Twitter and started bragging about how they got all these pages banned.
[03:41:08.640 --> 03:41:10.640]  The prop or not account tweeted about it.
[03:41:10.640 --> 03:41:16.640]  They said Russian propaganda is very, very mad about their various front outlets and fellow travelers getting suspended by Facebook or Twitter.
[03:41:16.640 --> 03:41:19.640]  And again, these were individuals in many cases.
[03:41:19.640 --> 03:41:21.640]  The pages were not misleading.
[03:41:21.640 --> 03:41:23.640]  They were talking about geopolitics.
[03:41:23.640 --> 03:41:25.640]  They were talking about marijuana legalization.
[03:41:25.640 --> 03:41:26.640]  They were talking about gun control.
[03:41:26.640 --> 03:41:27.640]  Some of them were right wing.
[03:41:27.640 --> 03:41:29.640]  Some of them were far left.
[03:41:29.640 --> 03:41:36.640]  And yet this group, this dodgy group, which nobody really knows who's in it, which the Washington Post admits,
[03:41:36.640 --> 03:41:43.640]  the list that they produced, this fake news list of websites that needed to be banned was not trustworthy.
[03:41:43.640 --> 03:41:52.640]  And yet that is the list, at least partially, that both Facebook and Twitter used before the ban as a raise on debtor to ban all these websites.
[03:41:52.640 --> 03:41:56.640]  There's another article upon the organic prepper blog.
[03:41:56.640 --> 03:42:02.640]  I think it is. It's called the people stopping election interference are the ones who are actually rigging the election.
[03:42:02.640 --> 03:42:04.640]  And that is the point here.
[03:42:04.640 --> 03:42:15.640]  When you ban memes, when you ban all these giant pages, some of them with millions and millions of followers on these spurious vague definitions of what constitutes TOS violation,
[03:42:15.640 --> 03:42:19.640]  that in and of itself is election meddling.
[03:42:19.640 --> 03:42:26.640]  OK, it's been proven that all these Russian accounts, some of them were even pro black lives matter, pro leftist accounts,
[03:42:26.640 --> 03:42:30.640]  had basically no impact on the 2016 presidential election.
[03:42:30.640 --> 03:42:37.640]  It was a huge contrived hysterical moral panic that was inflated to create the moral panic in the first place,
[03:42:37.640 --> 03:42:43.640]  which led to Facebook and Twitter creating the phony justifications to ban all these pages.
[03:42:43.640 --> 03:42:45.640]  It's absolutely insidious.
[03:42:45.640 --> 03:42:48.640]  And yet everybody's basically forgotten about it already.
[03:42:48.640 --> 03:42:50.640]  Absolutely incredible.
[03:42:50.640 --> 03:42:52.640]  We'll be back on the Alex Jones Show live info wars dot com.
[03:42:52.640 --> 03:42:53.640]  Don't go away.
[03:42:53.640 --> 03:42:57.640]  Words cannot describe how big the stakes are for the future of humanity right now.
[03:42:57.640 --> 03:43:02.640]  Info wars is being openly targeted by the Democratic Party left to CIA operatives,
[03:43:02.640 --> 03:43:06.640]  the corrupt justice department and the entire Soros crime syndicate.
[03:43:06.640 --> 03:43:08.640]  People say, why would you start a fight with them?
[03:43:08.640 --> 03:43:11.640]  Because they were already dominating and running America into the ground.
[03:43:11.640 --> 03:43:14.640]  And I knew we had no future if we didn't do this.
[03:43:14.640 --> 03:43:16.640]  So we've already had incredible success.
[03:43:16.640 --> 03:43:21.640]  But if you will simply realize how epic this is and understand how real this fight is
[03:43:21.640 --> 03:43:24.640]  and why we've been made the main target.
[03:43:24.640 --> 03:43:28.640]  And if you financially support us, if you spread the word about our articles and videos,
[03:43:28.640 --> 03:43:34.640]  info wars dot com, we won't just continue to stand up against these brutal scumbags.
[03:43:34.640 --> 03:43:35.640]  We'll win.
[03:43:35.640 --> 03:43:38.640]  We have huge sales at info wars store dot com right now.
[03:43:38.640 --> 03:43:41.640]  And we're still able to operate the shopping cart and get stuff shipped out to you,
[03:43:41.640 --> 03:43:45.640]  despite the fact you're trying to block our commerce and you're right to the market.
[03:43:45.640 --> 03:43:47.640]  But if you don't stand up and support us financially,
[03:43:47.640 --> 03:43:49.640]  Soros and global Spain win.
[03:43:49.640 --> 03:43:50.640]  This is info wars, darkness hour.
[03:43:50.640 --> 03:43:51.640]  We do your support.
[03:43:51.640 --> 03:43:52.640]  I'm counting on you.
[03:43:52.640 --> 03:43:56.640]  We all know that the outside toxins in the water is a serious health issue.
[03:43:56.640 --> 03:43:58.640]  Info wars is proud to sell incredible filters,
[03:43:58.640 --> 03:44:03.640]  but it's almost impossible to keep up with every faucet, shower and sink in your home.
[03:44:03.640 --> 03:44:08.640]  That's why we're bringing you something to provide clean water for your whole house with one system.
[03:44:08.640 --> 03:44:15.640]  The pro pure whole house water filtration system is an advanced four stage compact filtration system
[03:44:15.640 --> 03:44:18.640]  that will provide water filtration for your entire home,
[03:44:18.640 --> 03:44:21.640]  removing 220 plus contaminants from your water.
[03:44:21.640 --> 03:44:27.640]  It's compact in size, easy to install and maintain and keeps fluoride and other dangerous toxins
[03:44:27.640 --> 03:44:31.640]  out of your water supply and away from you and your family.
[03:44:31.640 --> 03:44:33.640]  With its broad spectrum contaminant reduction,
[03:44:33.640 --> 03:44:38.640]  you'll only need this one filter for clean and refreshing water all over your home.
[03:44:38.640 --> 03:44:43.640]  Head to info wars store.com and whether it's your first water filtration purchase
[03:44:43.640 --> 03:44:46.640]  or you're looking to replace your current rundown systems,
[03:44:46.640 --> 03:44:53.640]  it's time to go big and go home with the pro pure whole house filtration system today.
[03:44:53.640 --> 03:44:57.640]  We are kept afloat only by your loyal patronage
[03:44:57.640 --> 03:45:01.640]  and that's why we need you to go to the site now if you're not in the market
[03:45:01.640 --> 03:45:04.640]  or one of our greatest nutraceuticals.
[03:45:04.640 --> 03:45:12.640]  Please consider a contribution 25, 50, 100, 250 or even $500 would be a godsend
[03:45:12.640 --> 03:45:15.640]  to our important work here to beat back the globalists
[03:45:15.640 --> 03:45:23.640]  and to destroy their campaign of censorship in which they want to strangle our first amendment rights.
[03:45:23.640 --> 03:45:27.640]  Hey, how would you like to take info wars with you wherever you go?
[03:45:27.640 --> 03:45:30.640]  Well, now you could do just that with the new official
[03:45:30.640 --> 03:45:33.640]  info wars app and here's the best part.
[03:45:33.640 --> 03:45:37.640]  It is absolutely free at the Apple store and Google play.
[03:45:37.640 --> 03:45:40.640]  You can join the info war today.
[03:45:40.640 --> 03:45:44.640]  Check it out right now at info wars.com forward slash app.
[03:45:44.640 --> 03:45:48.640]  It's the info wars official app taken on the globalist at point blank range
[03:45:48.640 --> 03:45:53.640]  and with your help spreading it and with your help downloading it, we are unstoppable.
[03:45:53.640 --> 03:45:58.640]  X2, we were selling it for about three years and then they found out how big it was
[03:45:58.640 --> 03:46:02.640]  and how much we were buying and they said, oh, we want more money, more money and oh, this and that.
[03:46:02.640 --> 03:46:09.640]  And so I've broken my contract and right now we can't get more of this proprietary ingredient that goes in next to it.
[03:46:09.640 --> 03:46:16.640]  It literally is so pure that if you put in a pigger dish on top of 90 degree hot plate, it gasses like I dream of genie
[03:46:16.640 --> 03:46:17.640]  and this purple gas.
[03:46:17.640 --> 03:46:20.640]  I mean, that is so pure it just goes right into your body when you take it.
[03:46:20.640 --> 03:46:27.640]  We're working on trying to get other suppliers right now, but I bought a huge amount of it, ordered it six months ago
[03:46:27.640 --> 03:46:29.640]  so I get the price down.
[03:46:29.640 --> 03:46:31.640]  I said, if you don't lower it, I'm done.
[03:46:31.640 --> 03:46:32.640]  I'm breaking the contract.
[03:46:32.640 --> 03:46:36.640]  Well, I broke the contract last week and so this is potentially the last run.
[03:46:36.640 --> 03:46:42.640]  In fact, right now it is the last run survival shield X2 and we've got a good supply of it.
[03:46:42.640 --> 03:46:43.640]  It'll be gone a couple of months.
[03:46:43.640 --> 03:46:46.640]  X2, if you haven't experienced it, info wars.com.
[03:46:46.640 --> 03:46:48.640]  If you have experience, you know how great it is.
[03:46:48.640 --> 03:46:50.640]  I suggest you stop up on it.
[03:46:50.640 --> 03:46:59.640]  It's available right now for limited time and for short.com right now, you're listening to the Alex Jones show.
[03:47:10.640 --> 03:47:11.640]  You found it.
[03:47:11.640 --> 03:47:13.640]  The tip of the spear.
[03:47:13.640 --> 03:47:16.640]  It is the Alex Jones show.
[03:47:16.640 --> 03:47:21.640]  And now your host, Paul Joseph Watson.
[03:47:23.640 --> 03:47:25.640]  We're live on the fourth hour of the Alex Jones show.
[03:47:25.640 --> 03:47:28.640]  We're going to get into some news out of Europe here in a moment.
[03:47:28.640 --> 03:47:35.640]  First, I want to talk about Elizabeth Warren because we've got a South Park clip which is incredibly prescient,
[03:47:35.640 --> 03:47:39.640]  which we're going to play here in a moment, but there's a headline up on the hill right now.
[03:47:39.640 --> 03:47:46.640]  Lindsay Graham, I'm taking DNA test. I think I can beat Elizabeth Warren on amount of Cherokee heritage
[03:47:46.640 --> 03:47:51.640]  because of course, scientists have proven basically that European Americans have,
[03:47:51.640 --> 03:47:57.640]  I think it's 0.18 percentage of potentially of Native American DNA,
[03:47:57.640 --> 03:48:00.640]  at least double the amount that Elizabeth Warren has.
[03:48:00.640 --> 03:48:02.640]  So basically now we're all potentially oppressed.
[03:48:02.640 --> 03:48:07.640]  We can all abuse this endlessly for our own, you know, identity politics exploitation.
[03:48:07.640 --> 03:48:12.640]  But Senator Lindsay Graham has told Fox & Friends today he would be taking a DNA test
[03:48:12.640 --> 03:48:17.640]  and that he thinks he can beat Elizabeth Warren in terms of the amount of Cherokee heritage that it will show.
[03:48:17.640 --> 03:48:20.640]  I've been told that my grandmother was part Cherokee Indian.
[03:48:20.640 --> 03:48:25.640]  It may all be just taught, but you're going to find out in a couple of weeks because I'm going to take this test.
[03:48:25.640 --> 03:48:28.640]  How many different people are going to take this test now?
[03:48:28.640 --> 03:48:30.640]  What a massive own goal.
[03:48:30.640 --> 03:48:32.640]  This is absolutely hilarious.
[03:48:32.640 --> 03:48:38.640]  To read what was the 30 thread tweet that she put up yesterday trying to defend this,
[03:48:38.640 --> 03:48:41.640]  which she then switched into a different subject halfway through.
[03:48:41.640 --> 03:48:44.640]  It was absolutely, oh, it was just golden.
[03:48:44.640 --> 03:48:48.640]  The scale of this own goal cannot be quantified.
[03:48:48.640 --> 03:48:53.640]  In fact, if you looked in the responses to that tweet, half of them were Democrats saying,
[03:48:53.640 --> 03:48:55.640]  please, please Elizabeth Warren, shut up.
[03:48:55.640 --> 03:48:59.640]  This is the one thing we didn't need in the run up to the midterms.
[03:48:59.640 --> 03:49:05.640]  But Warren released the results of the DNA test on Monday, which strongly supported her claims.
[03:49:05.640 --> 03:49:13.640]  It's the media, of course, repeated ad infinitum, even though they proved the complete opposite of some Native American ancestry.
[03:49:13.640 --> 03:49:18.640]  Trump went so far as to promise to donate one million to her choice if she took a DNA test.
[03:49:18.640 --> 03:49:22.640]  Of course, he also said if she became the nominee, which the media left that out again.
[03:49:22.640 --> 03:49:25.640]  But now Lindsey Graham is taking the DNA test.
[03:49:25.640 --> 03:49:30.640]  Warren should take the DNA test to find out truly how oppressed they are,
[03:49:30.640 --> 03:49:33.640]  which is what this South Park clip gets into.
[03:49:33.640 --> 03:49:36.640]  Now you too can be a victim of oppression.
[03:49:36.640 --> 03:50:05.640]  Here's a South Park clip.
[03:50:07.640 --> 03:50:10.640]  I'm a victim of oppression.
[03:50:10.640 --> 03:50:13.640]  I used to get in trouble for always using the n-word.
[03:50:13.640 --> 03:50:17.640]  But with DNA and me, I found out that I'm 2.1% black.
[03:50:17.640 --> 03:50:18.640]  Morning, Steve.
[03:50:18.640 --> 03:50:19.640]  Stop.
[03:50:19.640 --> 03:50:21.640]  The test is easy.
[03:50:21.640 --> 03:50:24.640]  Simply swab the inside of your mouth and send it into our labs.
[03:50:24.640 --> 03:50:26.640]  People made fun of me for being French.
[03:50:26.640 --> 03:50:29.640]  DNA and me showed I was 8% Navajo.
[03:50:29.640 --> 03:50:32.640]  Nobody's making fun of me now or my people who are victims.
[03:50:32.640 --> 03:50:34.640]  I'm 13% victim.
[03:50:34.640 --> 03:50:36.640]  I'm 21% victim.
[03:50:36.640 --> 03:50:40.640]  Order now and find out if your friends should be more sympathetic towards you.
[03:50:40.640 --> 03:50:42.640]  DNA and me.
[03:50:42.640 --> 03:50:43.640]  Are you in?
[03:50:43.640 --> 03:50:45.640]  Hellfucking yes, I'm in.
