[00:00:01.000 --> 00:00:16.000]  Intro Music
[03:04:07.160 --> 03:04:13.400]  can reach, because this is a battle for the survival of humanity, for the survival of
[03:04:13.400 --> 03:04:14.400]  our genes.
[03:04:14.400 --> 03:04:18.760]  Our DNA is our past, it is our present, it is our future.
[03:04:18.760 --> 03:04:21.320]  Otherwise, why would they be attacking it?
[03:04:21.320 --> 03:04:28.520]  And we have every right and reason to survive by supporting each other, by first getting
[03:04:28.520 --> 03:04:34.360]  out of WHO, PreventGenocide2030.org.
[03:04:34.360 --> 03:04:36.640]  Ride your freedom mouse.
[03:04:36.640 --> 03:04:39.720]  Say don't you dare.
[03:04:39.720 --> 03:04:41.160]  It's up to you.
[03:04:41.160 --> 03:04:47.400]  If it's not important enough to you to survive, then you don't deserve to.
[03:04:47.400 --> 03:04:49.480]  It's that simple.
[03:05:17.480 --> 03:05:21.480]  keeping us on air at the very same time.
[03:05:21.480 --> 03:05:22.480]  Infowarstore.com.
[03:05:22.480 --> 03:05:27.720]  To get a signed or unsigned copy of my book, The Great Reset and War for the World, Ultimate
[03:05:27.720 --> 03:05:33.720]  Bone Broth, back in stock, Nitric Boost, the amazing CBD oil we have that's the highest
[03:05:33.720 --> 03:05:37.200]  quality you're going to find anywhere at more than half off.
[03:05:37.200 --> 03:05:41.720]  It's all available at Infowarstore.com, some of the very best products, and a lot of you
[03:05:41.720 --> 03:05:43.360]  have never shopped at Infowarstore.
[03:05:43.360 --> 03:05:46.520]  You've been watching for years, you've been listening for years, but you've never taken
[03:05:46.520 --> 03:05:48.760]  the step to go to Infowarstore.
[03:05:48.760 --> 03:05:52.760]  These are great products that really work and are amazing, plus they keep us on air.
[03:05:52.760 --> 03:05:57.760]  So again, please take action, go to Infowarstore.com today, and I thank you.
[03:05:57.760 --> 03:06:06.760]  Transmitting worldwide from the Summit.news studios in the United Kingdom, you are listening
[03:06:06.760 --> 03:06:09.760]  to Paul Joseph Watson.
[03:06:10.000 --> 03:06:17.000]  You're live from the Summit News Hour on this April 19th, 2023 edition.
[03:06:17.000 --> 03:06:22.000]  And I don't know about you, but I've been tracking this story over the past few days.
[03:06:22.000 --> 03:06:29.500]  What should be a relatively minor domestic crime incident in Kansas City has garnered
[03:06:29.500 --> 03:06:35.400]  national attention, protest movements, which are now growing, continue to grow, and in
[03:06:35.640 --> 03:06:42.640]  fact, White House intervention and involvement in what otherwise would be a largely forgotten
[03:06:42.640 --> 03:06:46.640]  story after a matter of days.
[03:06:46.640 --> 03:06:51.640]  Information Liberation reports, 84-year-old homeowner hit with felony charges for shooting
[03:06:51.640 --> 03:06:57.640]  black teen he said was pulling on his exterior door in suspected break-in.
[03:06:57.640 --> 03:07:03.640]  Now, if this was any other role reversal, or if it was a white person shooting another
[03:07:03.880 --> 03:07:09.880]  white person, black person shooting another black person, this would barely even be a
[03:07:09.880 --> 03:07:13.880]  big story, at least after a few days, in local media.
[03:07:13.880 --> 03:07:18.880]  Because thankfully, the victim survived and is going to make a full recovery.
[03:07:18.880 --> 03:07:22.880]  So it's not as if this is a potential murder case.
[03:07:22.880 --> 03:07:26.880]  But this is one of the biggest stories in the United States right now, and I think we all
[03:07:26.880 --> 03:07:28.880]  know why.
[03:07:29.120 --> 03:07:35.120]  Homeowner Andrew Lester, 84, was hit with felony charges on Monday for shooting 16-year-old
[03:07:35.120 --> 03:07:41.120]  black teen Ralph Jarl after he allegedly pulled on his exterior door at night in what he
[03:07:41.120 --> 03:07:43.120]  suspected was a break-in.
[03:07:43.120 --> 03:07:46.120]  Now, we don't know what happened for sure.
[03:07:46.120 --> 03:07:48.120]  Lester is telling one story.
[03:07:48.120 --> 03:07:50.120]  Jarl is telling another story.
[03:07:50.120 --> 03:07:54.120]  It's basically one person's word against another.
[03:07:54.120 --> 03:07:58.120]  But of course, celebrities have tweeted about it.
[03:07:58.360 --> 03:08:02.360]  Kamala Harris has come out and said that this is basically another example of how young
[03:08:02.360 --> 03:08:08.360]  black people are being targeted by white people in the United States, of course, Harris being
[03:08:08.360 --> 03:08:11.360]  Jussie Smollett's most ardent defender.
[03:08:11.360 --> 03:08:20.360]  And in fact, also, Joe Biden met with the family of Ralph Jarl, bearing in mind he wasn't
[03:08:20.360 --> 03:08:25.360]  killed, suffered bad injuries, granted, but he's going to make a full recovery.
[03:08:25.600 --> 03:08:30.600]  Biden, amidst all the other important issues that the Commander-in-Chief should be dealing
[03:08:30.600 --> 03:08:36.600]  with, spent 20 minutes with the family of an injured 16-year-old boy in Kansas City
[03:08:36.600 --> 03:08:41.600]  who was involved in a relatively obscure domestic crime incident.
[03:08:41.600 --> 03:08:44.600]  Does that strike you as somewhat bizarre?
[03:08:45.600 --> 03:08:51.600]  Quite bizarre, isn't it, that the Commander-in-Chief, with everything he has to deal with, has inserted
[03:08:51.840 --> 03:08:55.840]  himself into a local news story in Kansas City?
[03:08:55.840 --> 03:09:01.840]  Are we seeing the nascent rollout of a Trayvon Martin 2.0 or a George Floyd 2.0?
[03:09:01.840 --> 03:09:06.840]  I don't think he's going to elevate to that level, of course, because Jarl survived, thankfully.
[03:09:06.840 --> 03:09:11.840]  If he'd have been killed, this would already be George Floyd 2.0, I'm telling you right now.
[03:09:11.840 --> 03:09:15.840]  Because look at this, CBS News.
[03:09:16.080 --> 03:09:21.080]  Andrew Lester, white man charged in shooting of black teen Ralph Jarl, out on bond as some
[03:09:21.080 --> 03:09:23.080]  urge additional charge of hate crime.
[03:09:23.080 --> 03:09:27.080]  Now, bear in mind the police in Kansas City went through the proper procedure.
[03:09:27.080 --> 03:09:32.080]  They immediately detained the individual responsible in this confrontation.
[03:09:32.080 --> 03:09:37.080]  Again, not knowing what had happened, the surveillance camera footage outside Jarl's
[03:09:37.080 --> 03:09:41.080]  home had been deactivated for over a year, according to reports.
[03:09:41.320 --> 03:09:48.320]  So again, he claimed Jarl had aggressively yanked on his exterior door in an apparent
[03:09:48.320 --> 03:09:50.320]  attempt at a home invasion.
[03:09:50.320 --> 03:09:55.320]  Jarl says that he was simply ringing the wrong doorbell.
[03:09:55.320 --> 03:10:00.320]  And even if that case does stack up, which to be fair, it looks like it will do because
[03:10:00.320 --> 03:10:06.320]  he was ringing the doorbell for 1.15, but 1.15 on the wrong street.
[03:10:06.560 --> 03:10:11.560]  But even if that's the case, that Jarl was legitimately just ringing the wrong doorbell,
[03:10:11.560 --> 03:10:15.560]  he wasn't trying to home invade, he wasn't trying to cause any harm.
[03:10:15.560 --> 03:10:24.560]  Was 84-year-old Andrew Lester right in being scared of any potential violent confrontation
[03:10:24.560 --> 03:10:29.560]  with what he described as a six-foot black teen outside his front door at night after
[03:10:29.560 --> 03:10:31.560]  he'd already gone to bed?
[03:10:31.800 --> 03:10:39.800]  An 84-year-old man, obviously somewhat infirm, scared for his life because this random intruder
[03:10:39.800 --> 03:10:44.800]  is, according to him, yanking on his door, trying to get in, shoots him once, shoots
[03:10:44.800 --> 03:10:47.800]  him twice, says, don't come round here again.
[03:10:47.800 --> 03:10:55.800]  Is he, in his right mind, legitimately engaging in a confrontation but a self-defense confrontation?
[03:10:55.800 --> 03:10:57.800]  That is what's up for debate.
[03:10:58.040 --> 03:11:04.040]  It isn't up for debate because this guy is never going to get a free trial, a fair trial.
[03:11:04.040 --> 03:11:08.040]  The President of the United States has already made an intervention.
[03:11:08.040 --> 03:11:14.040]  The media is running 24-7 with the story of Jarls ringing the wrong doorbell.
[03:11:14.040 --> 03:11:19.040]  They're basically saying that Lester is a racist who has targeted Jarl because of his
[03:11:19.040 --> 03:11:21.040]  skin color.
[03:11:21.040 --> 03:11:24.040]  And that's the narrative, and that's the way the narrative will stay.
[03:11:24.280 --> 03:11:31.280]  We've had BLM-inspired groups, first off from Sean King, the known serial BLM activist hoaxer,
[03:11:31.280 --> 03:11:34.280]  threatening to dox the address of Andrew Lester.
[03:11:34.280 --> 03:11:37.280]  He didn't need to dox it, it was revealed very quickly.
[03:11:37.280 --> 03:11:43.280]  You had protest mobs outside his front door within about 20 minutes the next day after
[03:11:43.280 --> 03:11:49.280]  the news story was revealed, all calling not just for him to be sentenced on the initial
[03:11:49.520 --> 03:11:54.520]  charges, first-degree assault and armed criminal action, but also now for an added hate
[03:11:54.520 --> 03:12:00.520]  crime charge to be included in the actions against Mr. Lester.
[03:12:00.520 --> 03:12:03.520]  Despite the fact, again, there's no evidence either way.
[03:12:03.520 --> 03:12:05.520]  It's one person's word against another.
[03:12:05.520 --> 03:12:09.520]  They're trying to race bait, they're trying to create another national scandal out of
[03:12:09.520 --> 03:12:14.520]  this on the level of a Trayvon Martin to, again, try and create this mass division in
[03:12:14.520 --> 03:12:16.520]  America.
[03:12:16.520 --> 03:12:18.520]  And Lester's basically screwed.
[03:12:18.760 --> 03:12:24.760]  The jury, even if he gets a jury trial, even if he gets a, quote, fair trial, is now completely
[03:12:24.760 --> 03:12:30.760]  prejudiced because of the media intervention, because of the White House intervention.
[03:12:30.760 --> 03:12:35.760]  And, of course, because of the threats of intimidation, violence and rioting that we've
[03:12:35.760 --> 03:12:42.760]  seen in similar incidents before when we have a high-profile shooting like this, where it's
[03:12:42.760 --> 03:12:44.760]  white on black.
[03:12:45.000 --> 03:12:50.000]  So, again, CBS reports some civil rights leaders urged a hate crime charge.
[03:12:50.000 --> 03:12:55.000]  Clay County prosecuting attorney Zachary Thompson said first-degree assault is a high-level
[03:12:55.000 --> 03:12:58.000]  crime with a longer possible sentence of up to a life term.
[03:12:58.000 --> 03:13:05.000]  Lee Merritt, who, of course, was involved in the George Floyd case, an attorney for the
[03:13:05.000 --> 03:13:08.000]  Yall family, said the case should qualify as a hate crime.
[03:13:08.000 --> 03:13:14.000]  So he's going to get life in prison anyway, whatever life he's got left as an 84-year-old
[03:13:14.240 --> 03:13:15.240]  man.
[03:13:15.240 --> 03:13:19.240]  So it doesn't even matter if they add another hate crime charge because it's not even as
[03:13:19.240 --> 03:13:22.240]  bad as the charges that he already faces.
[03:13:22.240 --> 03:13:27.240]  They're trying to add the hate crime charge to turn this into another racial divisive issue,
[03:13:27.240 --> 03:13:32.240]  again, despite the fact that there's no evidence that it was racially motivated.
[03:13:32.240 --> 03:13:37.240]  Now we have the affidavit report from the police here up on Summit News, quotes from
[03:13:37.240 --> 03:13:38.240]  it at least.
[03:13:38.240 --> 03:13:43.240]  Affidavit says Andrew Lester was scared to death by a teen trying to pull open his door.
[03:13:43.480 --> 03:13:48.480]  The elderly man told cops he believed he was protecting himself from a physical
[03:13:48.480 --> 03:13:53.480]  confrontation and could not take the chance of the large male coming into his house
[03:13:53.480 --> 03:13:56.480]  where he lives all alone, according to the police affidavit.
[03:13:56.480 --> 03:13:59.480]  Again, he didn't know Yall was ringing the wrong doorbell.
[03:13:59.480 --> 03:14:06.480]  All he sees is a six-foot man at the door at night after he's gone to bed, according
[03:14:06.480 --> 03:14:09.480]  to him, trying to yank the door.
[03:14:09.480 --> 03:14:11.480]  And so he acts accordingly.
[03:14:11.720 --> 03:14:12.720]  He grabs his revolver.
[03:14:12.720 --> 03:14:13.720]  He's scared.
[03:14:13.720 --> 03:14:14.720]  Was that extreme?
[03:14:14.720 --> 03:14:15.720]  Maybe you could argue that.
[03:14:15.720 --> 03:14:24.720]  Maybe you could argue that he deserves the full extent of the conviction and life imprisonment.
[03:14:24.720 --> 03:14:33.720]  But again, it's a local news story about a domestic potential crime incident or potential
[03:14:33.720 --> 03:14:35.720]  home invasion.
[03:14:35.720 --> 03:14:37.720]  Why is Joe Biden involved?
[03:14:37.720 --> 03:14:40.720]  The hell is going on?
[03:14:40.720 --> 03:14:42.960]  It seems like.
[03:14:43.500 --> 03:14:49.820]  At one point Jarl was fighting for his life, he made a very quick recovery, some people
[03:14:49.820 --> 03:14:55.500]  jumped on this very quickly and they were trying to basically grift off of it, Shaun
[03:14:55.500 --> 03:15:00.500]  King being prime amongst them, again for this BLM inspired narrative, but was the narrative
[03:15:00.500 --> 03:15:01.500]  fair?
[03:15:01.500 --> 03:15:02.500]  Is the narrative fair?
[03:15:02.500 --> 03:15:08.500]  And was Lester reasonable and in his right mind to suspect that his life could be in
[03:15:08.500 --> 03:15:09.500]  danger?
[03:15:09.500 --> 03:15:13.500]  Well, we're going to come back after the break and talk about that, talk about why he may
[03:15:13.500 --> 03:15:18.860]  have thought his life was in danger and why this narrative, which is what has been pushed
[03:15:18.860 --> 03:15:26.340]  after this incident, that there's some kind of nationwide wave epidemic of white on black
[03:15:26.340 --> 03:15:33.380]  violence across America because of these individual high profile cases, which are not common,
[03:15:33.380 --> 03:15:38.820]  which the media takes, which the BLM activists take, and now which the Biden administration
[03:15:38.820 --> 03:15:47.220]  takes and amplifies and elevates to try to create that false sense of white on black
[03:15:47.220 --> 03:15:53.860]  targeted shootings and murders, a narrative that simply does not exist in the real world.
[03:18:24.260 --> 03:18:25.340]  News will be back.
[03:18:25.340 --> 03:18:26.340]  Go away.
[03:18:26.340 --> 03:18:31.620]  Thousands of former Nazis went to work for the United States government.
[03:18:31.620 --> 03:18:35.580]  A flying disk has been found and is now in the possession of the army.
[03:18:35.580 --> 03:18:38.340]  Here is a bulletin from CBS News.
[03:18:38.340 --> 03:18:39.860]  President Kennedy has been shot.
[03:18:39.860 --> 03:18:43.380]  This is a different kind of war.
[03:18:43.380 --> 03:18:48.660]  The USS Liberty had just been attacked by Israeli jets and computer guns.
[03:18:48.660 --> 03:18:51.420]  A CIA could manipulate the news in the United States.
[03:18:51.420 --> 03:18:53.420]  They took the babies out of incubators.
[03:18:54.100 --> 03:18:55.100]  In for a short, I come.
[03:18:55.100 --> 03:19:03.580]  Right now, I'm not talking to the viewers and listeners that have gone to a store.
[03:19:03.580 --> 03:19:07.620]  I've come and gotten the great products that enrich your life and empower your immune system
[03:19:07.620 --> 03:19:09.540]  in your body and keep us on air.
[03:19:09.540 --> 03:19:15.180]  I am humbly patting hand talking to the viewers and listeners that have tuned in many of you
[03:19:15.180 --> 03:19:17.980]  for years and never gone to a store or come.
[03:19:18.380 --> 03:19:23.900]  We know the vast, vast, vast, vast majority of you never actually go to infowarshaw.com
[03:19:23.900 --> 03:19:26.820]  and never experience these great products and never found the operation.
[03:19:26.820 --> 03:19:30.340]  Sure, you share a link, you share an article, you tell folks about the show.
[03:19:30.340 --> 03:19:31.620]  That's great and I thank you.
[03:19:31.620 --> 03:19:35.700]  But we need funds to operate plus we've got really great products that do amazing things
[03:19:35.700 --> 03:19:40.540]  for people like our CBD oil and our Fizzy Magnesium and our Sleep Aid and our Nitric Oxide and
[03:19:40.540 --> 03:19:41.980]  our Real Red Pill Plus.
[03:19:41.980 --> 03:19:43.540]  All of these are really great products.
[03:19:43.540 --> 03:19:46.220]  They keep us on air plus you're missing out on having these products.
[03:19:46.220 --> 03:19:51.540]  So get off the bench, get in the game, step to the plate and go to infowarshaw.com right
[03:19:51.540 --> 03:19:55.180]  now and get these great Infowars products at infowarshaw.com.
[03:20:05.500 --> 03:20:31.460]  So 84 year old Andrew Lester has been basically convicted in the court of public opinion.
[03:20:31.460 --> 03:20:34.540]  He is guilty until he has a chance to prove himself innocent.
[03:20:34.540 --> 03:20:39.180]  He won't have a chance to prove himself innocent because his, quote, fair trial has already
[03:20:39.180 --> 03:20:43.500]  been completely prejudiced by media coverage of this situation by White House involvement
[03:20:43.500 --> 03:20:45.540]  and intervention.
[03:20:45.540 --> 03:20:50.300]  This from the affidavit though, this is what Lester told the police, a story that is not
[03:20:50.300 --> 03:20:55.180]  being told in the media because they've already decided on his guilt and that he's racist
[03:20:55.180 --> 03:21:01.500]  and committed a hate crime based on the say-so of this 16 year old black teenager.
[03:21:01.500 --> 03:21:05.340]  Lester stated he opened the interior door, again this is at night after he's gone to
[03:21:05.340 --> 03:21:11.340]  bed, saw a black male approximately six feet tall pulling on the exterior storm door handle,
[03:21:11.340 --> 03:21:13.380]  the police affidavit said.
[03:21:13.380 --> 03:21:16.580]  He stated he believed someone was attempting to break into the house, shot him twice within
[03:21:16.580 --> 03:21:18.940]  a few seconds of opening the door.
[03:21:18.940 --> 03:21:24.020]  Lester stated the male ran away, he immediately used his home phone to call 911.
[03:21:24.020 --> 03:21:27.740]  Lester stated he'd never seen the male before, no words were exchanged during the incident
[03:21:28.340 --> 03:21:32.500]  and the male had not said anything prior to pulling on the door handle, he said he was
[03:21:32.500 --> 03:21:35.620]  scared to death.
[03:21:35.620 --> 03:21:40.860]  Now that's interesting because the media is running full board with the narrative that
[03:21:40.860 --> 03:21:45.220]  this was a racially targeted shooting basically, a hate crime.
[03:21:45.220 --> 03:21:51.460]  The Independent reports, although Ralph survived and is reportedly in good spirits, the shooting
[03:21:51.460 --> 03:21:56.300]  sparked protests in Kansas City, yeah they vandalized his home immediately.
[03:21:57.300 --> 03:22:03.420]  Even if he gets off he can never go home, you know he's 84 year old, he's probably lived
[03:22:03.420 --> 03:22:07.100]  there for decades, he's not even going to be able to move home but he can't go home
[03:22:07.100 --> 03:22:11.900]  anyway because he's targeted for life now, thanks to BLM activists on Twitter like Sean
[03:22:11.900 --> 03:22:13.900]  King.
[03:22:13.900 --> 03:22:18.980]  The shooting sparked protests and condemnation across the country, again despite the fact
[03:22:18.980 --> 03:22:24.100]  that it's one person's word against another, with activists and civil rights lawyers describing
[03:22:24.100 --> 03:22:30.820]  it as part of a pattern of white Americans using deadly force against unarmed black
[03:22:30.820 --> 03:22:39.980]  people based on exaggerated and unreasonable ideas of danger, really?
[03:22:39.980 --> 03:22:44.180]  Exaggerated and unreasonable ideas of danger, wow.
[03:22:44.180 --> 03:22:52.500]  I pulled up the FBI 2019 uniform crime report which says African Americans accounted for
[03:22:52.500 --> 03:23:01.100]  55.9% of all homicide offenders in 2019 with whites 41.1% which presumably includes Hispanics
[03:23:01.100 --> 03:23:09.420]  and other 3% in cases where the race was not known, so that's 55% of all homicides.
[03:23:09.420 --> 03:23:18.340]  The same report says that in 2019 17% of white victims were killed by black perpetrators
[03:23:18.340 --> 03:23:25.140]  while 8% of black homicide victims were killed by white perpetrators and again black people
[03:23:25.140 --> 03:23:32.220]  make up 13% of the population or 6-7% if you're talking about black males specifically.
[03:23:33.300 --> 03:23:39.300]  Bureau of Justice Statistics Crime Victimization Survey 2018
[03:23:39.300 --> 03:23:43.300]  Interracial Violent Crime Incidents 2018
[03:23:43.300 --> 03:23:47.300]  Black on White 547,000
[03:23:47.300 --> 03:23:52.300]  White on Black 59,778
[03:23:52.300 --> 03:23:59.300]  So when they say this is part of a pattern, a trend, an epidemic of
[03:23:59.300 --> 03:24:03.300]  white Americans using deadly force against unarmed black people,
[03:24:03.300 --> 03:24:08.300]  then you compare that with the actual FBI crime statistics
[03:24:08.300 --> 03:24:12.300]  of who uses deadly force on who typically,
[03:24:12.300 --> 03:24:17.300]  generally, not in these individual high-profile incidents
[03:24:17.300 --> 03:24:23.300]  which get amplified by the media, by BLM activists and by, in this case, the White House.
[03:24:23.300 --> 03:24:29.300]  The general trend kind of suggests that 84-year-old Andrew Lester
[03:24:29.300 --> 03:24:35.300]  was probably reasonably scared for his life in that situation.
[03:24:35.300 --> 03:24:41.300]  And this is all happening, by the way, while the White House
[03:24:41.300 --> 03:24:46.300]  Press Secretary Corinne Jean-Pierre has basically said that
[03:24:46.300 --> 03:24:50.300]  there's going to be a big White House meeting with lawmakers on Monday
[03:24:50.300 --> 03:24:55.300]  of people, lawmakers included, who protested after the Nashville shooting
[03:24:55.300 --> 03:24:59.300]  by a transgender terrorist in favor of more gun control
[03:24:59.300 --> 03:25:04.300]  the victims of the trans shooter herself, the children, the parents,
[03:25:04.300 --> 03:25:08.300]  well, they've not been invited to the White House.
[03:25:08.300 --> 03:25:13.300]  But Biden did have time to meet with this 16-year-old black teenager
[03:25:13.300 --> 03:25:17.300]  who was injured as a result of what was technically
[03:25:17.300 --> 03:25:21.300]  quite an obscure local crime incident in Kansas City.
[03:25:21.300 --> 03:25:24.300]  Interesting that, isn't it?
[03:25:24.300 --> 03:25:26.300]  There's another story here.
[03:25:26.300 --> 03:25:30.300]  Woman 20 fatally shot by upstate New York homeowner
[03:25:30.300 --> 03:25:33.300]  after pulling into wrong driveway.
[03:25:33.300 --> 03:25:37.300]  New York Post, but I haven't seen it really reported much anywhere else.
[03:25:37.300 --> 03:25:40.300]  20-year-old woman was shot dead by an upstate New York homeowner
[03:25:40.300 --> 03:25:43.300]  Saturday night after the driver of the car she was riding in
[03:25:43.300 --> 03:25:46.300]  turned into the wrong driveway.
[03:25:46.300 --> 03:25:49.300]  So again, an almost identical situation
[03:25:49.300 --> 03:25:52.300]  apart from it's based in a vehicle.
[03:25:52.300 --> 03:25:56.300]  Nighttime, they enter the property of the wrong house
[03:25:56.300 --> 03:25:58.300]  or just the driveway.
[03:25:58.300 --> 03:26:01.300]  Homeowner shoots the woman dead.
[03:26:01.300 --> 03:26:03.300]  20-year-old woman, she's dead.
[03:26:03.300 --> 03:26:07.300]  Thankfully Ralph, you all survived, but obviously if he'd have been killed
[03:26:07.300 --> 03:26:09.300]  it would have been an even bigger story.
[03:26:09.300 --> 03:26:13.300]  So a 20-year-old woman in New York, white woman,
[03:26:13.300 --> 03:26:16.300]  by her name presumably, Kaylin Gillis.
[03:26:16.300 --> 03:26:20.300]  If she was black, it would be even bigger than the Ralph's story,
[03:26:20.300 --> 03:26:21.300]  let's be honest.
[03:26:21.300 --> 03:26:24.300]  20-year-old woman shot dead after entering the property
[03:26:24.300 --> 03:26:28.300]  of the wrong house by mistake, upstate New York,
[03:26:28.300 --> 03:26:31.300]  shot by a white person.
[03:26:31.300 --> 03:26:33.300]  So that's white on white crime.
[03:26:33.300 --> 03:26:35.300]  So, well, we don't care about that, do we?
[03:26:35.300 --> 03:26:38.300]  But when the perpetrators are in the right order,
[03:26:38.300 --> 03:26:42.300]  then it's a national news story.
[03:26:42.300 --> 03:26:45.300]  What wasn't a national news story was this.
[03:26:45.300 --> 03:26:49.300]  Woman attacked in Chicago, they said they were going to kill us.
[03:26:49.300 --> 03:26:51.300]  You've probably seen the footage by now.
[03:26:51.300 --> 03:26:55.300]  It had 15 million plus views on Twitter last time I saw it.
[03:26:55.300 --> 03:26:59.300]  You'd think that such a viral video would garner national media attention,
[03:26:59.300 --> 03:27:00.300]  wouldn't you?
[03:27:00.300 --> 03:27:05.300]  CNN, CBS, all the outlets that are reporting on this Ralph Yarl incident.
[03:27:05.300 --> 03:27:10.300]  But no, it remains basically obscure because it's only an internet viral video.
[03:27:11.300 --> 03:27:14.300]  A woman who was violently attacked with a partner during rioting in Chicago
[03:27:14.300 --> 03:27:18.300]  told Fox 32 they were going to kill us,
[03:27:18.300 --> 03:27:22.300]  revealed that police ignored her cries for help.
[03:27:22.300 --> 03:27:26.300]  This, of course, took place on Saturday night amidst widespread rioting,
[03:27:26.300 --> 03:27:30.300]  looting, lawlessness, chaos in Chicago,
[03:27:30.300 --> 03:27:35.300]  which, again, was largely ignored by media outside of Chicago.
[03:27:35.300 --> 03:27:38.300]  I noticed, by the way, that the Twitter video in this article
[03:27:38.300 --> 03:27:40.300]  has now disappeared.
[03:27:40.300 --> 03:27:43.300]  Whether that's actually been censored remains to be seen.
[03:27:43.300 --> 03:27:45.300]  You've probably seen the clip by now.
[03:27:45.300 --> 03:27:48.300]  The video of the assault subsequently went viral on Twitter.
[03:27:48.300 --> 03:27:52.300]  You see it here on screen amassing over 15 million views.
[03:27:52.300 --> 03:27:56.300]  So they were interviewed by one local Fox station afterwards
[03:27:56.300 --> 03:28:00.300]  and basically said they were set upon by this mob
[03:28:00.300 --> 03:28:03.300]  who were obviously out there wanting justice,
[03:28:03.300 --> 03:28:05.300]  whatever the latest pet cause is.
[03:28:05.300 --> 03:28:06.300]  Oh, no, they weren't.
[03:28:06.300 --> 03:28:07.300]  They were out to just cause chaos.
[03:28:07.300 --> 03:28:10.300]  They stole their shoes, stole their wallets,
[03:28:10.300 --> 03:28:13.300]  and they stole their iPhones.
[03:28:13.300 --> 03:28:17.300]  Ashley said, the woman involved in the attack,
[03:28:17.300 --> 03:28:19.300]  which you see there on screen,
[03:28:19.300 --> 03:28:22.300]  the cops saw she had been attacked and was in distress
[03:28:22.300 --> 03:28:24.300]  but chose to completely ignore her,
[03:28:24.300 --> 03:28:27.300]  said they almost had to avoid the collision to get past us,
[03:28:27.300 --> 03:28:30.300]  but they just drove by the incident in the middle of the street.
[03:28:30.300 --> 03:28:34.300]  Interesting, again, about this is they were helped by a good Samaritan
[03:28:34.300 --> 03:28:38.300]  called Lenora Dennis, a bystander who saw what was going on.
[03:28:38.300 --> 03:28:43.300]  When Dennis drove this couple who were viciously attacked to the police station,
[03:28:43.300 --> 03:28:47.300]  the desk sergeant told them that this is what happens
[03:28:47.300 --> 03:28:50.300]  when Brandon Johnson gets elected,
[03:28:50.300 --> 03:28:52.300]  and it's going to happen over and over again,
[03:28:52.300 --> 03:28:54.300]  and we'll get to that on the other side.
[03:28:54.300 --> 03:28:55.300]  This is summit.news.
[03:28:55.300 --> 03:28:56.300]  We'll be back.
[03:28:56.300 --> 03:28:58.300]  In the early 1900s,
[03:28:58.300 --> 03:29:04.300]  certain companies were off-gassing highly toxic fluoride gases into the atmosphere.
[03:29:04.300 --> 03:29:07.300]  The surrounding communities began to get sick.
[03:29:07.300 --> 03:29:12.300]  Laws were enacted to compel these corporations to install scrubbers
[03:29:12.300 --> 03:29:15.300]  to convert these gases into fluorosilicic acid,
[03:29:15.300 --> 03:29:18.300]  still highly toxic but containable.
[03:29:18.300 --> 03:29:21.300]  Now these companies had a stockpile of this poison,
[03:29:21.300 --> 03:29:24.300]  and there was no affordable way to dispose of it.
[03:29:24.300 --> 03:29:26.300]  Lucky for them, one of their major stockholders
[03:29:26.300 --> 03:29:28.300]  was also the secretary of the treasury,
[03:29:28.300 --> 03:29:32.300]  who was responsible for the public health service at the time.
[03:29:32.300 --> 03:29:36.300]  And by 1950, the U.S. government began buying this toxic,
[03:29:36.300 --> 03:29:41.300]  untreated industrial waste product and dumping it into our drinking water.
[03:29:41.300 --> 03:29:46.300]  Reputable studies show that it's causing various cancers and other disease.
[03:29:46.300 --> 03:29:50.300]  With the Alexa Pure Pro, you can have clean drinking water
[03:29:50.300 --> 03:29:52.300]  and a remedy to this madness.
[03:29:52.300 --> 03:29:56.300]  Available now at infowarsstore.com.
[03:29:56.300 --> 03:30:00.300]  Ladies and gentlemen, this book, The Great Reset and the War for the World,
[03:30:00.300 --> 03:30:03.300]  is a historic book that documents the globals in their own words,
[03:30:03.300 --> 03:30:05.300]  planned for our future.
[03:30:05.300 --> 03:30:06.300]  That is a hellish future.
[03:30:06.300 --> 03:30:10.300]  Now you'll always, while they still allow books, I guess they're starting to ban them,
[03:30:10.300 --> 03:30:13.300]  be able to get an unsigned copy of The Great Reset and the War for the World
[03:30:13.300 --> 03:30:16.300]  at bookstores, Amazon, or infowarsstore.com.
[03:30:16.300 --> 03:30:19.300]  But you will never be able to get another signed copy of the book
[03:30:19.300 --> 03:30:21.300]  after the signed copies we got run out.
[03:30:21.300 --> 03:30:24.300]  And there's about 1,000 left of them right now.
[03:30:24.300 --> 03:30:27.300]  So get your copy of The Great Reset and the War for the World,
[03:30:27.300 --> 03:30:29.300]  a signed copy, at infowarsstore.com.
[03:30:29.300 --> 03:30:33.300]  And there is a markup there because this is a fundraiser to keep us on the air.
[03:30:33.300 --> 03:30:36.300]  So you won't just have this historic memento and this powerful book.
[03:30:36.300 --> 03:30:39.300]  You'll also know that you help keep infowars on the air.
[03:30:39.300 --> 03:30:42.300]  I want to thank those of you that have gotten signed copies of the book
[03:30:42.300 --> 03:30:43.300]  or unsigned copies.
[03:30:43.300 --> 03:30:47.300]  But I want to encourage all of you who haven't yet to go to infowarsstore.com
[03:30:47.300 --> 03:30:50.300]  and get a signed copy and buy a couple of unsigned copies
