[00:00.000 --> 00:10.000]  Defending the Republic from enemies, foreign and domestic, it's Alex Jones.
[01:26:00.000 --> 01:26:04.000]  Well, they've successfully absolutely ruined the Star Wars franchise.
[01:26:04.000 --> 01:26:05.000]  Yeah.
[01:26:05.000 --> 01:26:07.000]  No, it's Disney is going to just destroy this.
[01:26:07.000 --> 01:26:08.000]  Whatever it is.
[01:26:08.000 --> 01:26:10.000]  And now there's, you know, coffee creamer.
[01:26:10.000 --> 01:26:11.000]  It's made just to sell stuff.
[01:26:11.000 --> 01:26:12.000]  Yeah.
[01:26:12.000 --> 01:26:15.000]  I was about to say, I mean, I don't mind about marketing stuff, but you go to the store,
[01:26:15.000 --> 01:26:16.000]  everything Star Wars.
[01:26:16.000 --> 01:26:17.000]  Yeah.
[01:26:17.000 --> 01:26:20.000]  Well, this target commercial where there's stormtroopers running around chasing after kids
[01:26:20.000 --> 01:26:21.000]  in giant price.
[01:26:21.000 --> 01:26:22.000]  Speak of the devil.
[01:26:22.000 --> 01:26:23.000]  Can you guys queue it up?
[01:26:23.000 --> 01:26:24.000]  Stormtroopers.
[01:26:24.000 --> 01:26:25.000]  We'll do it after the break.
[01:26:25.000 --> 01:26:26.000]  R2-D2.
[01:26:26.000 --> 01:26:28.000]  Accompany John Ernest to press briefing.
[01:26:28.000 --> 01:26:29.000]  So it's all this cute stuff.
[01:26:29.000 --> 01:26:33.000]  I mean, literally John Ernest is like the PR guy for Palpatine.
[01:26:33.000 --> 01:26:34.000]  Lying incessantly.
[01:26:34.000 --> 01:26:35.000]  Super evil.
[01:26:35.000 --> 01:26:37.000]  Hundreds of thousands of dead Christians.
[01:26:37.000 --> 01:26:39.000]  They're committing real atrocities.
[01:26:39.000 --> 01:26:42.000]  He's the front man, but it's cute because R2-D2 is here.
[01:26:42.000 --> 01:26:43.000]  Right.
[01:26:43.000 --> 01:26:44.000]  Right.
[01:26:44.000 --> 01:26:45.000]  Yeah, there he is.
[01:26:45.000 --> 01:26:48.000]  That's Bibb Fortuner right there in the lead podium.
[01:26:48.000 --> 01:26:49.000]  Dude.
[01:26:49.000 --> 01:26:53.000]  We're going to go to break here in a moment and come back with some calls and cover more
[01:26:53.000 --> 01:26:54.000]  of those cover serious issues.
[01:26:54.000 --> 01:26:56.000]  I want you guys to ride shotgun for the rest of the hour.
[01:26:56.000 --> 01:26:58.000]  But Ted, I've been ranting your take on the film.
[01:26:58.000 --> 01:26:59.000]  You think it's wonderful?
[01:26:59.000 --> 01:27:00.000]  No, absolutely not.
[01:27:00.000 --> 01:27:03.000]  Like, like he mentioned, it's just a bad movie in general.
[01:27:03.000 --> 01:27:06.000]  But, you know, put it into perspective.
[01:27:06.000 --> 01:27:12.000]  You know, when George Lucas wrote the first Star Wars film that came out in 77, the Galactic
[01:27:12.000 --> 01:27:17.000]  Empire was like an allegory to the U.S. Empire at the time, you know, post-Vietnam, taking
[01:27:17.000 --> 01:27:19.000]  people's rights, you know, invading all these countries.
[01:27:19.000 --> 01:27:21.000]  And by the way, he said that in interviews.
[01:27:21.000 --> 01:27:22.000]  Yeah, exactly.
[01:27:22.000 --> 01:27:27.000]  And of course, Revenge of the Sith in 2005, you know, you got Emperor Palpatine pulling
[01:27:27.000 --> 01:27:28.000]  back.
[01:27:28.000 --> 01:27:29.000]  Lucas told the Cannes Film Festival.
[01:27:29.000 --> 01:27:31.000]  I mean, I wrote stories about the time.
[01:27:31.000 --> 01:27:32.000]  We played clips.
[01:27:32.000 --> 01:27:33.000]  Exactly.
[01:27:33.000 --> 01:27:34.000]  Yeah.
[01:27:34.000 --> 01:27:35.000]  I mean, go ahead.
[01:27:35.000 --> 01:27:36.000]  Sorry.
[01:27:36.000 --> 01:27:37.000]  Yeah, so he just said this is based on 9-11.
[01:27:37.000 --> 01:27:38.000]  Yeah.
[01:27:38.000 --> 01:27:39.000]  Now we got Disney running the show.
[01:27:39.000 --> 01:27:40.000]  Of course, Globalist Disney.
[01:27:40.000 --> 01:27:46.120]  And then they have the, uh, the, uh, the Rimmin' of the Empire now is the first order.
[01:27:46.120 --> 01:27:50.160]  But it reminded me more of Isis because you had this, uh, they're taking kids like the
[01:27:50.160 --> 01:27:51.160]  Black Stormtrooper guy.
[01:27:51.160 --> 01:27:55.240]  They took him as a child and they indoctrinated him and put him in the military and they're
[01:27:55.240 --> 01:27:56.240]  destroying everything.
[01:27:56.240 --> 01:27:57.240]  Yeah.
[01:27:57.240 --> 01:27:58.800]  I mean, a real empire doesn't do that.
[01:27:58.800 --> 01:28:01.800]  A real empire doesn't go in and steal and destroy everything.
[01:28:01.800 --> 01:28:05.160]  It goes in and sets up the infrastructure so you're controlled by it.
[01:28:05.160 --> 01:28:06.160]  Yeah.
[01:28:06.160 --> 01:28:09.040]  So you have this first order that's acting a lot like Isis is doing today.
[01:28:09.040 --> 01:28:12.760]  You know, non-state actors are just destroying everything, complete, anti-individualism.
[01:28:12.760 --> 01:28:13.760]  We'll do this.
[01:28:13.760 --> 01:28:14.760]  I want to spoil this piece of film.
[01:28:14.760 --> 01:28:16.320]  Oh, well, let's spoil it.
[01:28:16.320 --> 01:28:17.320]  Because here's the deal.
[01:28:17.320 --> 01:28:18.320]  I wasn't going to spoil it.
[01:28:18.320 --> 01:28:19.320]  Yeah.
[01:28:19.320 --> 01:28:20.880]  Until they had the Philadelphia police say, we'll arrest you.
[01:28:20.880 --> 01:28:21.880]  Yeah.
[01:28:21.880 --> 01:28:22.880]  I got First Amendment.
[01:28:22.880 --> 01:28:23.880]  We have to exercise it or we're going to lose it.
[01:28:23.880 --> 01:28:26.760]  There's a big bad guy, there's a main bad guy that suddenly appears.
[01:28:26.760 --> 01:28:32.160]  He's a cartoon and he's, you know, 30 feet tall and I have no idea why he's even in
[01:28:32.160 --> 01:28:33.160]  this movie.
[01:28:33.160 --> 01:28:34.160]  There's like so many things in this movie.
[01:28:34.160 --> 01:28:35.160]  I have no idea why.
[01:28:35.160 --> 01:28:37.440]  It's about larger amounts of toys.
[01:28:37.440 --> 01:28:38.440]  Yeah.
[01:28:38.440 --> 01:28:39.440]  That's it.
[01:28:39.440 --> 01:28:40.440]  Yeah.
[01:28:40.440 --> 01:28:41.440]  It has nothing to do with a story or making something.
[01:28:41.440 --> 01:28:42.440]  But see, they love to submit.
[01:28:42.440 --> 01:28:47.080]  They don't want any culture, any thinking, any beauty, anything good is bad.
[01:28:47.080 --> 01:28:48.080]  Look at TV.
[01:28:48.080 --> 01:28:49.080]  Dumb it down.
[01:28:49.080 --> 01:28:50.080]  Dumb it down.
[01:28:50.080 --> 01:28:51.080]  We'll be back.
[01:28:51.080 --> 01:28:57.600]  We'll come back and we want you to go through the plot and do, we'll augment that as well.
[01:28:57.600 --> 01:29:01.560]  Secret 12, Info Wars Life's Vitamin B12 formulation.
[01:29:01.560 --> 01:29:06.880]  Most forms of vitamin B12 are highly processed and synthetic and could not be properly absorbed
[01:29:06.880 --> 01:29:07.880]  by the body.
[01:29:07.880 --> 01:29:12.560]  That's why for real results, so many are having to turn to painful B12 injections, which
[01:29:12.560 --> 01:29:15.080]  are known to have higher absorption rates.
[01:29:15.080 --> 01:29:20.120]  InfoWarsLife.com is excited to announce that we can bring you our most bioactive, powerful
[01:29:20.120 --> 01:29:24.320]  form of B12 that has been developed with our exclusive, perfected process.
[01:29:24.320 --> 01:29:31.000]  Secret 12 is a binary of nutrimental grade, bioavailable, coenzyme forms of B12, methylcobalamin,
[01:29:31.000 --> 01:29:35.240]  the same kind used in B12 injections, and adenosylcobalamin.
[01:29:35.240 --> 01:29:38.640]  Secret 12 is simply taken by mouth, right on the tongue, and then swallowed.
[01:29:38.640 --> 01:29:40.440]  No needles, no injections.
[01:29:40.440 --> 01:29:42.240]  Don't take my word for it.
[01:29:42.240 --> 01:29:43.720]  Try it for yourself.
[01:29:43.720 --> 01:29:44.880]  Discover the secret.
[01:29:44.880 --> 01:29:45.880]  Secret 12.
[01:29:45.880 --> 01:29:53.680]  Explore your revolutionary Secret 12 formula right now at InfoWarsLife.com or call 888-253-3139.
[01:29:53.680 --> 01:29:56.680]  InfoWarsLife Secret 12.
[01:29:56.680 --> 01:30:01.680]  When cells become toxic, they die early and aging sets in.
[01:30:01.680 --> 01:30:06.920]  No one has put together a formula that focuses directly on brain health, nerve growth factors,
[01:30:06.920 --> 01:30:10.080]  and optimizing your cellular energy at the same time.
[01:30:10.080 --> 01:30:15.360]  Just one of the key compounds, BiOPQQ, is backed by major clinical studies.
[01:30:15.360 --> 01:30:17.880]  You want the best that's out there at the lowest price anywhere?
[01:30:17.880 --> 01:30:19.880]  We now have the synergistic solution.
[01:30:19.880 --> 01:30:45.880]  Secure your DNA force today at InfoWarsLife.com or call toll-free 888-253-3139.
[01:30:45.880 --> 01:31:04.760]  In the 15-year history of PrisonPlanet.tv, we have never offered six months free at Christmas.
[01:31:04.760 --> 01:31:07.680]  We've always offered five months free.
[01:31:07.680 --> 01:31:13.480]  But since I announced six free months a few days ago, we have seen record numbers of sign-ups.
[01:31:13.480 --> 01:31:16.960]  PrisonPlanet.tv began 15 years ago.
[01:31:16.960 --> 01:31:20.240]  It's grown into InfoWars at Nightly News and so much more.
[01:31:20.240 --> 01:31:25.320]  All of my documentary films, scores of e-books, and other exclusive documentaries are available
[01:31:25.320 --> 01:31:29.240]  for streaming or download in HD at PrisonPlanet.tv.
[01:31:29.240 --> 01:31:33.320]  You don't just get six months free when you sign up from Christmas through New Year's.
[01:31:33.320 --> 01:31:39.240]  You also get to share that membership with up to 20 people simultaneously using your
[01:31:39.240 --> 01:31:40.240]  username.
[01:31:40.240 --> 01:31:44.760]  You can also sign up for a trial month and only pay $5.95 and then 20 of you and your
[01:31:44.760 --> 01:31:50.520]  friends and family can watch PrisonPlanet.tv, get 20 memberships at half price, be the Paul
[01:31:50.520 --> 01:31:52.040]  Revere in your community.
[01:31:52.040 --> 01:31:57.840]  That's six months free when you sign up for a year at PrisonPlanet.tv.
[01:31:57.840 --> 01:32:01.440]  Soon Christmas would have come and gone and with it, 2015.
[01:32:01.440 --> 01:32:06.440]  Now is the time to give the gift of amazing health this Christmas and New Year's season.
[01:32:06.440 --> 01:32:10.920]  Any of you have experienced or you've heard about the amazing benefits from the exclusive
[01:32:10.920 --> 01:32:14.240]  formulations available at InfoWarsLife.com.
[01:32:14.240 --> 01:32:18.680]  Now is your chance to share them with those you love and take advantage of free shipping
[01:32:18.680 --> 01:32:20.640]  and unprecedented specials.
[01:32:20.640 --> 01:32:25.960]  You will find the InfoWarsLife Essentials Pack with X2 Super Mail and Silver Bullet Colloidal
[01:32:25.960 --> 01:32:29.720]  Silver for 33% off on top of free shipping.
[01:32:29.720 --> 01:32:34.240]  You'll also find other specials like the Deep Cleanse Pack with Deep Cleanse Oxy Powder and
[01:32:34.240 --> 01:32:37.680]  Living Defense for 28% off and again free shipping.
[01:32:37.680 --> 01:32:43.840]  Visit InfoWarsLife.com today, read the 5 star reviews, see the informational videos, add
[01:32:43.840 --> 01:32:48.200]  your friends and family members addresses on checkout and we'll ship their gifts free
[01:32:48.200 --> 01:32:49.200]  directly to them.
[01:32:49.200 --> 01:32:52.520]  We're talking about game-changing gifts and they're all available with free shipping
[01:32:52.520 --> 01:33:01.360]  and massive discounts this Christmas season, InfoWarsLife.com.
[01:33:01.360 --> 01:33:14.720]  We're listening to the Alex Jones show.
[01:33:14.720 --> 01:33:15.720]  This is our land.
[01:33:15.720 --> 01:33:16.720]  This is our land.
[01:33:16.720 --> 01:33:17.720]  These are our people.
[01:33:17.720 --> 01:33:18.720]  These are our people.
[01:33:18.720 --> 01:33:19.720]  The workers.
[01:33:19.720 --> 01:33:20.720]  The strivers.
[01:33:20.720 --> 01:33:21.720]  Who are they?
[01:33:21.720 --> 01:33:31.720]  These are our people.
[01:33:31.720 --> 01:33:41.720]  Who are they?
[01:33:41.720 --> 01:33:48.720]  They are the Dark Armies.
[01:33:48.720 --> 01:33:49.720]  The Dark Murdering Armies.
[01:33:49.720 --> 01:33:50.720]  It was only honor.
[01:33:50.720 --> 01:33:53.560]  It was a big hit in 1984.
[01:33:53.560 --> 01:33:56.020]  It's 1776.
[01:33:56.020 --> 01:34:01.860]  You're listening to the Alex Jones show.
[01:34:01.860 --> 01:34:07.900]  That's a line from 1984 and of course it's propaganda.
[01:34:07.900 --> 01:34:10.040]  It's actually true, we talk about ISIS.
[01:34:10.040 --> 01:34:13.600]  They really are that bad and then it's Hillary behind it so she blames Donald Trump, which
[01:34:13.600 --> 01:34:16.620]  is up as down as up, black as white, left as right.
[01:34:16.620 --> 01:34:17.840]  This is incredible.
[01:34:17.840 --> 01:34:20.600]  I wanna go to Julio, I wanna go to Project Liberty Define,
[01:34:20.600 --> 01:34:24.880]  John Christopher, we're gonna go to all these people
[01:34:24.880 --> 01:34:26.040]  that are patiently holding the first cup
[01:34:26.040 --> 01:34:27.560]  I was gonna go to was in Georgia,
[01:34:27.560 --> 01:34:30.240]  Charles Daniels will go to him as well.
[01:34:30.240 --> 01:34:33.040]  But this is what's sick.
[01:34:33.040 --> 01:34:36.360]  They admit world culture more than anything now
[01:34:36.360 --> 01:34:40.160]  other than Christianity, Islam and Hinduism and Buddhism,
[01:34:40.160 --> 01:34:42.920]  the other biggest religion is basically Star Wars.
[01:34:42.920 --> 01:34:46.640]  And it was revolutionary in the late 1970s.
[01:34:48.000 --> 01:34:50.840]  And then you look at what they would do with it on purpose
[01:34:50.840 --> 01:34:52.320]  because this director is good,
[01:34:52.320 --> 01:34:54.080]  he made some good Star Trek movies.
[01:34:55.080 --> 01:34:58.720]  That would be so horrible, it's meant to be like that folks.
[01:34:58.720 --> 01:35:01.600]  They're dumbing the culture down to dumb the people down,
[01:35:01.600 --> 01:35:03.640]  dumb the art down to dumb the people down.
[01:35:03.640 --> 01:35:05.560]  The CIA declassified that last year,
[01:35:05.560 --> 01:35:09.120]  we always knew it that the sitcoms bashing the men,
[01:35:09.120 --> 01:35:11.800]  ugly art, pushing it on people,
[01:35:11.800 --> 01:35:14.840]  paying for it with taxpayer money was meant to mess us up
[01:35:14.840 --> 01:35:15.680]  and they've done it.
[01:35:16.680 --> 01:35:17.600]  Now, who runs our government?
[01:35:17.600 --> 01:35:18.640]  That's the big question.
[01:35:18.640 --> 01:35:21.360]  Now, Morgan is here, good friend of my sons
[01:35:21.360 --> 01:35:23.280]  and of course part of some of the TV shows here.
[01:35:23.280 --> 01:35:25.880]  Morgan overall said, well, Morgan tells what you think
[01:35:25.880 --> 01:35:28.120]  then we'll get the plot from your father.
[01:35:28.120 --> 01:35:30.040]  Well, the movie was okay.
[01:35:30.040 --> 01:35:32.840]  But I mean, it was definitely not the best
[01:35:32.840 --> 01:35:35.480]  and wasn't the worst.
[01:35:35.480 --> 01:35:39.640]  But yeah, I still like the originals a lot more.
[01:35:39.640 --> 01:35:40.480]  They're just not.
[01:35:40.480 --> 01:35:42.120]  Which one is your favorite?
[01:35:42.120 --> 01:35:45.320]  Uh, in part shakes back.
[01:35:45.320 --> 01:35:46.720]  It's my favorite.
[01:35:46.720 --> 01:35:47.560]  Yeah.
[01:35:47.560 --> 01:35:50.840]  You failed me for last time, Admiral.
[01:35:50.840 --> 01:35:51.680]  Yeah.
[01:35:51.680 --> 01:35:53.400]  No disintegrations.
[01:35:53.400 --> 01:35:54.240]  Yep.
[01:35:54.240 --> 01:35:55.880]  You're free to use any means necessary,
[01:35:55.880 --> 01:35:57.360]  but I want them alive.
[01:35:57.360 --> 01:35:59.200]  No disintegrations.
[01:36:00.800 --> 01:36:02.240]  Most don'ts know how you survive
[01:36:02.240 --> 01:36:04.640]  the carbonite freezing process.
[01:36:04.640 --> 01:36:06.600]  Oh yeah, the video we shot is a stunt Friday
[01:36:06.600 --> 01:36:08.120]  you guys put out so quickly.
[01:36:08.120 --> 01:36:08.960]  What is that titled?
[01:36:08.960 --> 01:36:09.960]  I don't have time to play it today.
[01:36:09.960 --> 01:36:10.800]  What is it titled?
[01:36:10.800 --> 01:36:14.040]  It's titled a group leaks new Star Wars movie secrets.
[01:36:15.520 --> 01:36:17.120]  And I tell you, we really did that quick.
[01:36:17.120 --> 01:36:18.240]  It's a fun video.
[01:36:18.240 --> 01:36:20.520]  And then at the end we exposed the plot of the movie
[01:36:20.520 --> 01:36:23.000]  and try to warn women of the plan
[01:36:23.000 --> 01:36:25.920]  to get them to be in a channel slavery, the draft as well.
[01:36:25.920 --> 01:36:27.520]  Kit Daniels been sitting there politely
[01:36:27.520 --> 01:36:28.360]  while I've been chattering.
[01:36:28.360 --> 01:36:30.320]  Give us the plot from your review.
[01:36:30.320 --> 01:36:33.320]  Well, the plot to me is really, like he said,
[01:36:33.320 --> 01:36:34.960]  I really don't even, it's so dumbed down
[01:36:34.960 --> 01:36:36.880]  that it doesn't have a coherent plot.
[01:36:36.880 --> 01:36:38.440]  So it's like a telepathy episode.
[01:36:38.440 --> 01:36:40.200]  Yeah, I was talking to Rob Jacobson.
[01:36:40.200 --> 01:36:41.680]  He came to our camera and he came down
[01:36:41.680 --> 01:36:43.040]  with us through the movie on Friday.
[01:36:43.040 --> 01:36:44.320]  And I was talking to him afterwards.
[01:36:44.320 --> 01:36:46.560]  It's like the movies now are so dumbed down.
[01:36:46.560 --> 01:36:48.680]  It's just some Hollywood's a microcosm of society
[01:36:48.680 --> 01:36:49.520]  in general.
[01:36:49.520 --> 01:36:51.240]  It's just this complete idiocracy.
[01:36:51.240 --> 01:36:52.520]  I had the same problem when we saw
[01:36:52.520 --> 01:36:55.080]  the interstellar movie last year,
[01:36:55.080 --> 01:36:57.480]  which that's Christopher Nolan movie,
[01:36:57.480 --> 01:36:59.400]  which was probably the closest that we've seen
[01:36:59.400 --> 01:37:01.520]  to a Kubrick film, like in the past.
[01:37:01.520 --> 01:37:02.360]  And people hated it.
[01:37:02.360 --> 01:37:04.440]  And it was a really deep, powerful film.
[01:37:04.440 --> 01:37:05.920]  Yeah, and it was just dumbed down,
[01:37:05.920 --> 01:37:07.680]  just like Star Wars movie.
[01:37:07.680 --> 01:37:09.680]  And so put it, and every time I...
[01:37:09.680 --> 01:37:11.440]  It was dumbed down, but compared to this,
[01:37:11.440 --> 01:37:12.280]  it isn't dumbed down.
[01:37:12.280 --> 01:37:13.720]  One other thing, I was gonna film it.
[01:37:13.720 --> 01:37:16.360]  It was a master's degree compared to Star Wars.
[01:37:16.360 --> 01:37:19.240]  It was a little too long, but some of the,
[01:37:19.240 --> 01:37:21.360]  well, the end, the last third is excellent.
[01:37:21.360 --> 01:37:23.600]  I saw the intent, but it was just so dumbed down.
[01:37:23.600 --> 01:37:24.440]  It's like...
[01:37:25.360 --> 01:37:27.760]  Well, I mean, plus it's, when you know it's propaganda,
[01:37:27.760 --> 01:37:29.360]  they admit the order is,
[01:37:29.360 --> 01:37:31.360]  have all the leading heroes be women.
[01:37:31.360 --> 01:37:32.680]  I mean, then you're seeing it like,
[01:37:32.680 --> 01:37:34.920]  have the order be, the communist Chinese
[01:37:34.920 --> 01:37:36.400]  will distribute this in China,
[01:37:36.400 --> 01:37:38.600]  if they help our space program, because we're idiots.
[01:37:38.600 --> 01:37:41.200]  And then their heavy boosters blow up.
[01:37:41.200 --> 01:37:42.640]  We have to use Russian ones,
[01:37:42.640 --> 01:37:44.800]  and then they lie and say the Chinese.
[01:37:44.800 --> 01:37:45.640]  Yeah, and every...
[01:37:45.640 --> 01:37:46.880]  I mean, it's just all lies.
[01:37:46.880 --> 01:37:48.200]  And speaking of propaganda,
[01:37:48.200 --> 01:37:51.440]  every time I report on how the mainstream media is,
[01:37:51.440 --> 01:37:54.400]  pushing propaganda, I get universal agreement.
[01:37:54.400 --> 01:37:56.200]  You know, all the readers and people
[01:37:56.200 --> 01:37:58.280]  that comment on YouTube agree with me.
[01:37:58.280 --> 01:38:00.880]  But when I point out the Hollywood's doing the same thing,
[01:38:00.880 --> 01:38:02.080]  like I get downvotes.
[01:38:02.080 --> 01:38:02.920]  I get half the people saying,
[01:38:02.920 --> 01:38:04.080]  oh, if you're just being conspirators.
[01:38:04.080 --> 01:38:06.120]  Well, that's because that's their identity.
[01:38:06.120 --> 01:38:07.960]  No, there's no propaganda in movies.
[01:38:07.960 --> 01:38:09.560]  But here's what I want to point out.
[01:38:09.560 --> 01:38:12.200]  The same companies that own all the mainstream media outlets
[01:38:12.200 --> 01:38:14.200]  are the same ones that own all the Hollywood studios.
[01:38:14.200 --> 01:38:16.520]  You got Gerald Electric that owns,
[01:38:16.520 --> 01:38:19.840]  not only NBC with Bob Costas pushing anti-gun.
[01:38:19.840 --> 01:38:22.040]  Yo, let's talk to McCann then, go ahead.
[01:38:22.040 --> 01:38:23.960]  They can flip it, just leave it right there.
[01:38:23.960 --> 01:38:26.880]  Yeah, you got G.E. who not only owns NBC
[01:38:26.880 --> 01:38:28.560]  when we had Costas a couple of years ago
[01:38:28.560 --> 01:38:29.680]  on a Cowboys game, talk about,
[01:38:29.680 --> 01:38:30.600]  we need to take away the guns.
[01:38:30.600 --> 01:38:34.440]  They also own Universal Pictures and MSNBC.
[01:38:34.440 --> 01:38:35.520]  But this is admitted.
[01:38:35.520 --> 01:38:36.360]  Yeah.
[01:38:36.360 --> 01:38:37.200]  Oh, people are idiots.
[01:38:37.200 --> 01:38:38.040]  People don't understand that.
[01:38:38.040 --> 01:38:40.520]  They spend billions, they meet with the Justice Department.
[01:38:40.520 --> 01:38:41.360]  Yeah.
[01:38:41.360 --> 01:38:42.200]  So I go ahead.
[01:38:42.200 --> 01:38:43.280]  Yeah, and then you got Time Warner that owns,
[01:38:43.280 --> 01:38:46.520]  not only CNN, but also Warner Brothers and New Line Cinema.
[01:38:46.520 --> 01:38:47.360]  These people don't understand the Hollywood.
[01:38:47.360 --> 01:38:48.400]  Oh, look at Disney.
[01:38:48.400 --> 01:38:49.240]  Yeah.
[01:38:49.240 --> 01:38:50.760]  Disney, last time I checked,
[01:38:50.760 --> 01:38:53.640]  gave like 20 million the gun control last year.
[01:38:53.640 --> 01:38:54.480]  Yeah.
[01:38:54.480 --> 01:38:55.960]  I mean, of course they're out to get us.
[01:38:55.960 --> 01:38:57.560]  Yeah, of course they're out to push propaganda.
[01:38:57.560 --> 01:38:59.000]  Disney TV show,
[01:38:59.000 --> 01:39:02.000]  because we have on our Apple TV, you can watch Disney.
[01:39:02.000 --> 01:39:05.240]  And every show is about how parents are stupid
[01:39:05.240 --> 01:39:07.200]  and bumbling, kids talk back constantly
[01:39:07.200 --> 01:39:08.440]  and kids know everything.
[01:39:08.440 --> 01:39:10.400]  And sometimes I have to deal with that with this one.
[01:39:10.400 --> 01:39:11.240]  Because they-
[01:39:11.240 --> 01:39:12.480]  But he understands that, you know,
[01:39:12.480 --> 01:39:13.880]  that's brainwashing to destroy you.
[01:39:13.880 --> 01:39:15.840]  Oh, yeah, yeah, I watch all the,
[01:39:15.840 --> 01:39:17.520]  I watch shows like that all the time.
[01:39:17.520 --> 01:39:19.280]  And it does the exact same thing.
[01:39:19.280 --> 01:39:20.120]  You understand that's,
[01:39:20.120 --> 01:39:22.280]  that's literal imperial brainwashing.
[01:39:22.280 --> 01:39:23.640]  Because either the empire doesn't take you
[01:39:23.640 --> 01:39:25.040]  from your parents and make you a stormtrooper.
[01:39:25.040 --> 01:39:27.000]  They take you while they raise you at the house.
[01:39:27.000 --> 01:39:27.840]  Yeah.
[01:39:27.840 --> 01:39:28.680]  They take your mind.
[01:39:28.680 --> 01:39:30.000]  Yeah, they put the control panel in the house.
[01:39:30.000 --> 01:39:31.120]  So no one expects anything, yeah.
[01:39:31.120 --> 01:39:33.320]  But you know that the force can only be used
[01:39:33.320 --> 01:39:34.320]  on the weak minded.
[01:39:34.320 --> 01:39:35.160]  Yeah.
[01:39:36.200 --> 01:39:37.720]  He's not the droids you're looking for.
[01:39:37.720 --> 01:39:38.560]  Not there.
[01:39:38.560 --> 01:39:39.400]  You move along.
[01:39:39.400 --> 01:39:40.240]  No, I'm good.
[01:39:40.240 --> 01:39:42.040]  I'm gonna stay right here.
[01:39:42.040 --> 01:39:44.240]  No, no, no!
[01:39:45.280 --> 01:39:47.720]  Power, unlimited power!
[01:39:48.920 --> 01:39:50.880]  New listeners are like, what is he talking about him?
[01:39:50.880 --> 01:39:52.360]  How about Hillary's lullaby at night?
[01:39:52.360 --> 01:39:53.200]  That's right.
[01:39:53.200 --> 01:39:54.960]  Rob, I'm sorry, finish up, kid.
[01:39:54.960 --> 01:39:56.760]  Yeah, another point I wanted to make was
[01:39:56.760 --> 01:39:58.000]  before the movie at the draft house,
[01:39:58.000 --> 01:39:59.080]  they got this bar area,
[01:39:59.080 --> 01:40:01.160]  and there's people sitting at the bar.
[01:40:01.160 --> 01:40:02.960]  This guy had a jacket on,
[01:40:02.960 --> 01:40:05.640]  and the back of it was all the seven Star Wars films,
[01:40:05.640 --> 01:40:07.960]  seven, including the new one.
[01:40:07.960 --> 01:40:09.960]  The first six all came out in May.
[01:40:09.960 --> 01:40:11.400]  Then you had The Force Awakens.
[01:40:11.400 --> 01:40:12.840]  It came out this December.
[01:40:12.840 --> 01:40:13.680]  Yeah.
[01:40:13.680 --> 01:40:16.000]  This reveals all you need to know about the merchandising.
[01:40:16.000 --> 01:40:16.960]  Disney bought the movie,
[01:40:16.960 --> 01:40:19.800]  and then, oh, we gotta get all the toys out
[01:40:19.800 --> 01:40:20.640]  before Christmas.
[01:40:20.640 --> 01:40:23.160]  Which shows, I predict it won't be as successful
[01:40:23.160 --> 01:40:24.840]  despite the biggest push ever,
[01:40:24.840 --> 01:40:27.800]  because it was smarter to put something out in summer,
[01:40:27.800 --> 01:40:30.400]  let it get popular, and then the kids want that.
[01:40:30.400 --> 01:40:32.480]  And this ties into what Rob do is saying
[01:40:32.480 --> 01:40:34.040]  about how bad the plot was.
[01:40:34.040 --> 01:40:37.600]  It's like, this movie was written by board members at Disney
[01:40:37.600 --> 01:40:38.440]  that were just saying,
[01:40:38.440 --> 01:40:40.600]  well, we gotta hit this demographic, that demographic.
[01:40:40.600 --> 01:40:45.120]  We gotta have the young white children buy this product,
[01:40:45.120 --> 01:40:47.200]  the African-American children buy that product.
[01:40:47.200 --> 01:40:49.320]  That's what the movie was designed around.
[01:40:49.320 --> 01:40:50.160]  That's why the pro...
[01:40:50.160 --> 01:40:52.440]  Everybody has their token character.
[01:40:52.440 --> 01:40:56.440]  The Asians buy the Asian Starfighters and stuff like that.
[01:40:56.440 --> 01:40:57.280]  There was, yeah.
[01:40:58.400 --> 01:41:00.600]  The X-Wing had the most multicultural form.
[01:41:00.600 --> 01:41:04.280]  There's a black, a white, Asian, everything.
[01:41:04.280 --> 01:41:05.120]  Which, hey, I guess...
[01:41:05.120 --> 01:41:06.240]  I like how they have the trade fair,
[01:41:06.240 --> 01:41:07.480]  where it has like a Chinese accent,
[01:41:07.480 --> 01:41:09.120]  oh, I love that, oh, I love that.
[01:41:09.120 --> 01:41:11.640]  Then he gets promptly sleep.
[01:41:11.640 --> 01:41:13.240]  Now, get your reward.
[01:41:13.240 --> 01:41:15.200]  They were supposed to be the Japanese at the time.
[01:41:15.200 --> 01:41:17.080]  And of course, you had to kill the younglings,
[01:41:17.080 --> 01:41:18.240]  which is like Planned Parenthood.
[01:41:18.240 --> 01:41:19.080]  Yeah.
[01:41:19.080 --> 01:41:20.120]  A lot of good messages there.
[01:41:20.120 --> 01:41:22.680]  Only then will you have the power.
[01:41:22.680 --> 01:41:24.840]  Yeah, so, I mean, waste your money if you want,
[01:41:24.840 --> 01:41:28.320]  but I've almost written, that last night, I was like,
[01:41:28.320 --> 01:41:30.160]  I think I've had to write Star Wars out of my life.
[01:41:30.160 --> 01:41:31.160]  I can't.
[01:41:31.160 --> 01:41:33.000]  You know, note memorable quotes.
