[00:00:00.149 --> 00:00:01.549]  EANS.
[02:18:57.364 --> 02:19:04.666]  Now, they then come, and because they've grabbed him, this is a sovereign country, and they come and bomb them with knockout gas.
[02:19:04.666 --> 02:19:05.227]  Now, you
[02:19:28.707 --> 02:19:37.012]  See this in other films that have now come out, where they're throwing it in our face.
[02:19:37.012 --> 02:19:38.332]  I'll talk about that after the break.
[02:19:38.332 --> 02:19:40.834]  The point is, order and trade.
[02:19:40.834 --> 02:19:45.956]  See, it's all order and trade, but they use trade, which they fix, to knock out their competition.
[02:19:45.956 --> 02:19:46.997]  It's not free market.
[02:19:46.997 --> 02:19:49.238]  They talk about the new order.
[02:19:49.238 --> 02:19:50.419]  No one can have planes.
[02:19:51.545 --> 02:19:56.008]  No one in the state, none of the people can, but this shadowy wings over the world.
[02:19:56.008 --> 02:19:58.130]  This global government, but it's not a government.
[02:19:58.130 --> 02:20:05.095]  They have all the power and they're the Freemasons and they're going to be running things.
[02:20:05.095 --> 02:20:07.377]  And then they come with non-lethal weapons and make you submit.
[02:20:08.536 --> 02:20:22.008]  And then he wrote non-fiction books about forced drugs in the public to submit, and he said that there's gonna be a lot of wonderful and beautiful, I'll get his quote, it's in my book, a lot of wonderful and beautiful, valiant people that fight world order, but that we're just gonna have to die.
[02:20:22.008 --> 02:20:22.248]  H.G.
[02:20:22.248 --> 02:20:24.250]  Wells wrote that in his book, The New World Order.
[02:20:24.250 --> 02:20:28.594]  This guy talks about how he's gonna kill us all if we don't break up our families and submit.
[02:20:30.183 --> 02:20:33.504]  More than 700 chemicals have been found in our drinking water.
[02:20:33.504 --> 02:20:38.686]  And did you know that you can have greater exposure to these chemicals by taking hot showers than when you drink the water?
[02:20:38.686 --> 02:20:43.347]  That's because many chemicals are inhaled when they evaporate, and others are absorbed through the skin.
[02:20:43.347 --> 02:20:52.450]  The KDF shower filter is designed to reduce chlorine, lead, mercury, and iron, and it inhibits the growth of bacteria, mold, algae, and fungus in your shower.
[02:20:52.450 --> 02:20:56.071]  The media is non-toxic, environmentally sound, and is recyclable.
[02:20:56.371 --> 02:21:01.694]  The KDF shower filter will typically last 10,000 gallons or one year, whichever comes first.
[02:21:01.694 --> 02:21:08.398]  Hospitals, restaurants, and water treatment facilities use this media to reduce chlorine, iron, heavy metals, and bacteria.
[02:21:08.897 --> 02:21:10.198]  What about you?
[02:21:10.198 --> 02:21:15.563]  Order your KDF shower filter, normally $49, for our special price of only $35, a $14 savings.
[02:21:15.563 --> 02:21:16.784]  Call now to order at 1-888-803-4438.
[02:21:16.784 --> 02:21:18.685]  Order today and save $14 by calling 1-888-803-4438.
[02:21:30.490 --> 02:21:33.692]  David J. Smith for Newswatch Magazine.
[02:21:33.692 --> 02:21:44.338]  Did you know that modern technology has devised a barcode that fits inside a tiny microchip that can be placed under the skin of dogs and children to track them everywhere they go?
[02:21:44.338 --> 02:21:53.864]  Did you know they're now working on a chip to place under the skin of human beings that'll let you buy and sell in a global economy without cash, coins, and checks?
[02:21:54.898 --> 02:22:01.181]  It's the coming 666 system called the Mark of the Beast in Revelation chapter 13.
[02:22:01.181 --> 02:22:09.585]  We'd like to help you understand why these things are happening by offering you an absolutely free one-year subscription to Newswatch Magazine.
[02:22:09.585 --> 02:22:11.526]  Just call our toll-free number 1-800-516-8736.
[02:22:11.526 --> 02:22:11.866]  That's 1-800-516-8736.
[02:22:20.481 --> 02:22:23.883]  516-8736.
[02:22:23.883 --> 02:22:24.763]  Call now.
[02:22:24.763 --> 02:22:31.747]  Operators are standing by to take your order for a free subscription.
[02:22:31.747 --> 02:22:34.389]  Hi folks, Jack Grounder from Midas Resources.
[02:22:34.389 --> 02:22:38.692]  The real money folks.
[02:22:38.692 --> 02:22:41.113]  Let's review a few things from the past year.
[02:22:41.113 --> 02:22:42.034]  November 2003 to November 2004.
[02:22:44.617 --> 02:22:47.018]  The Dow has ranged from 9,800 to 10,300.
[02:22:47.018 --> 02:22:49.938]  A 5% increase.
[02:22:49.938 --> 02:22:55.960]  The dollar's value has dropped from 96 cents to 70 cents against the euro.
[02:22:55.960 --> 02:22:59.941]  A 24% decrease in spending power against the gold-backed euro.
[02:22:59.941 --> 02:23:01.081]  Gold has gone from the 390s to the 440s.
[02:23:01.081 --> 02:23:02.021]  A 16% increase in real money.
[02:23:06.167 --> 02:23:09.771]  Precious metals are the safe haven in today's hectic marketplace.
[02:23:09.771 --> 02:23:16.217]  To learn how to protect your shrinking dollar, call Midas Resources today at 1-800-686-2237.
[02:23:16.217 --> 02:23:20.841]  Remember, gold is liquid, private, and portable.
[02:23:20.841 --> 02:23:24.204]  Call now before your buying power shrinks even more dramatically.
[02:23:24.204 --> 02:23:25.605]  That's Midas Resources at 800-686-2237.
[02:23:30.208 --> 02:23:31.609]  How are you feeling today?
[02:23:31.609 --> 02:23:38.755]  I ask because if you have health challenges, then reading our free booklet about the most amazing discovery of our time is crucial.
[02:23:38.755 --> 02:23:43.518]  The booklet is about an amazing fruit from Southeast Asia they call Mangosteen.
[02:23:43.518 --> 02:23:49.883]  It's a centuries-old medicinal fruit whose time has come and it has amassed 40 years of published research.
[02:23:49.883 --> 02:23:55.107]  We have information and testimonials from all over the world about the health potentials of this amazing fruit.
[02:23:55.107 --> 02:23:59.751]  This powerful botanical has contributed to the well-being of millions of people the world over
[02:24:00.111 --> 02:24:00.371]  I think so.
[02:24:32.569 --> 02:24:39.210]  From his Central Texas Command Center, deep behind enemy lines, the information war continues.
[02:24:39.210 --> 02:24:45.152]  It's Alex Jones and the GCN Radio Network.
[02:24:45.152 --> 02:24:53.313]  Take the film that came out a year or so ago, Serenity, showing how smart the writers of that piece are, obviously anti-New World Order.
[02:24:53.313 --> 02:24:57.394]  They discover that the government, the galactic government,
[02:24:58.155 --> 02:25:03.777]  A bunch of control freaks claiming they're trying to create a wonderful utopia with all these social workers micromanaging you.
[02:25:03.777 --> 02:25:07.799]  They kill you if you don't submit immediately, but it's all for the greater good.
[02:25:07.799 --> 02:25:16.662]  They find out there's a planet, which Serenity's the name of the planet, that's off the charts because they killed everybody on it with this Prozac gas and they even give the name
[02:25:17.523 --> 02:25:25.090]  Of the molecule that is Prozac in the film, that they had this plan to make it a utopia, and it actually killed everybody!
[02:25:25.090 --> 02:25:31.597]  Or 90-something percent, and created the Reavers, a bunch of psychopaths that did survive.
[02:25:31.597 --> 02:25:33.199]  Well, in reality, that's what they're doing!
[02:25:34.322 --> 02:25:37.903]  15% of the public on serotonin reuptake inhibitors.
[02:25:37.903 --> 02:25:41.523]  10% of the kids on amphetamine type drugs that burn out their brains.
[02:25:41.523 --> 02:25:54.266]  Aldous Huxley, whose brother ran the entire UN Department on eugenics, openly said that they were going to legitimize eugenics, even though Hitler had given it a bad name, said they would force drug the public.
[02:25:54.266 --> 02:25:59.546]  And they just passed a new freedom initiative a year and a half ago for forced psychological testing and drugging.
[02:25:59.546 --> 02:26:02.627]  The drug companies say they'll now go from 15% on drugs to half.
[02:26:04.096 --> 02:26:06.977]  They're talking about making you take these?
[02:26:06.977 --> 02:26:08.557]  The fluoride does it in the water?
[02:26:08.557 --> 02:26:11.258]  I mean, major hundreds and hundreds of university studies I've read.
[02:26:11.258 --> 02:26:12.778]  There's no debating it.
[02:26:12.778 --> 02:26:17.860]  Again, Pulitzer Prize winning books on World War II admit Hitler used it in his labor camps.
[02:26:17.860 --> 02:26:20.021]  His forced labor camps.
[02:26:20.021 --> 02:26:21.341]  And so, H.G.
[02:26:21.341 --> 02:26:29.183]  Wells and a few others came up with these ideas, wrote non-fiction books titled The New World Order and others, saying they were going to do this.
[02:26:29.183 --> 02:26:31.984]  Then they made fiction movies like Things to Come,
[02:26:33.011 --> 02:26:40.753]  In 1937, where they go in and dominate and take everybody over with their advanced technologies.
[02:26:40.753 --> 02:26:45.635]  And then after that, there's a utopia, and they set up their world government, and then we go to the stars.
[02:26:45.635 --> 02:26:48.796]  You know, it's like looking at 500 years of human development.
[02:26:48.796 --> 02:26:53.677]  And after the Second World War, they form their world government, and they fix the planet.
[02:26:54.548 --> 02:26:55.549]  Well, what did the U.N.
[02:26:55.549 --> 02:26:58.090]  say when it failed the League of Nations at the end of World War I?
[02:26:58.090 --> 02:27:00.171]  They said, well, now call it the United Nations.
[02:27:00.171 --> 02:27:03.853]  It was John D. Rockefeller involved in the founding of the League of Nations.
[02:27:03.853 --> 02:27:06.395]  They've had it on C-SPAN where David Rockefeller goes to the U.N.
[02:27:06.395 --> 02:27:07.515]  and gets awards.
[02:27:07.515 --> 02:27:09.516]  And I've got it on video from just a few years ago.
[02:27:09.516 --> 02:27:09.917]  What was it, in 2000?
[02:27:09.917 --> 02:27:12.158]  Where they give him an award at the U.N.
[02:27:12.158 --> 02:27:13.158]  Business Council.
[02:27:13.158 --> 02:27:17.541]  Well, your grandfather helped found what became the U.N.
[02:27:17.541 --> 02:27:19.082]  and you've been the greatest friend of the U.N.
[02:27:20.777 --> 02:27:25.718]  And Prince Charles and his father, Prince Philip, all push it, and they're doing it!
[02:27:25.718 --> 02:27:35.741]  And they've got all these well-meaning saps, like they did in, you know, the French Revolution in the 1700s, and like they did in other places, they get the general public, we're revolutionaries for freedom!
[02:27:35.741 --> 02:27:37.402]  We're gonna take down the rich!
[02:27:37.402 --> 02:27:39.002]  We're gonna bring liberty!
[02:27:39.002 --> 02:27:41.103]  But what they bring is total tyranny!
[02:27:41.663 --> 02:27:54.509]  Except in one case, the US, where for over a hundred years, they helped foment the revolution, but it got away from them, and the framers got away from them, and turned against them, and did do more good than others.
[02:27:54.509 --> 02:28:00.392]  And one nation, with 4% of the population, ended up with half the wealth of the world, because there was liberty.
[02:28:00.392 --> 02:28:03.553]  And where there is liberty, there is plenty.
[02:28:03.553 --> 02:28:06.415]  And there is freedom.
[02:28:06.415 --> 02:28:07.355]  So that's what happened.
[02:28:08.095 --> 02:28:17.677]  And it was because America was predominantly a Christian nation and those morals and those ideals created a tree with a lot of fruit.
[02:28:17.677 --> 02:28:26.758]  And so they've come back in, they've taken over since 1913, they've turned us as an engine against the world to do their dirty work, to take down nation after nation, then the U.S.
[02:28:26.758 --> 02:28:29.079]  gets demonized globally and gets the blame.
[02:28:29.079 --> 02:28:29.539]  The U.N.
[02:28:29.539 --> 02:28:34.720]  says we've got to come in with a liberal world government to counter the evil right-wing U.S.
[02:28:34.720 --> 02:28:36.760]  Anglo-American British version of it.
[02:28:37.620 --> 02:28:46.148]  And then of course I told you this ten years ago because I read mainstream documents which were available and later even Australian papers picked it up saying world government, which way?
[02:28:46.148 --> 02:28:49.330]  The liberal loving one or the evil right wing one?
[02:28:49.330 --> 02:28:54.895]  See now they don't deny there's a world government, they say well we need the loving people to get control of it.
[02:28:54.895 --> 02:28:55.756]  That's a false choice.
[02:28:55.756 --> 02:28:58.298]  They're not saying you can or can't have world government.
[02:28:58.298 --> 02:29:02.662]  They're saying don't worry there's now a world government but there's a struggle now between who will control it.
[02:29:04.298 --> 02:29:07.239]  Oh, it's controlled, just like both political parties are controlled.
[02:29:07.239 --> 02:29:12.861]  And they create a Royal Institute of International Affairs, a Council on Foreign Relations.
[02:29:12.861 --> 02:29:16.662]  Every European or Western government, the U.S.
[02:29:16.662 --> 02:29:26.606]  Canadian government, has these councils with the heads of the banking, the heads of media, the heads of academia, the heads of science, all the key heads, the key lawyers,
[02:29:27.899 --> 02:29:34.744]  All the heads of the major guilds, the head of the National Association of Governors, National Association of Lawyers, you know, they're all members.
[02:29:34.744 --> 02:29:53.859]  There's 4,200 and something in the U.S., over 100 members in Canada, several hundred members in England, in the Royal Institute of International Affairs, and they manage and guide it, and they tell them in these meetings, their minutes are public now, a lot of them have been brought forward, we're going to set up rule government to love the people, for global hunger, to help,
[02:29:54.788 --> 02:30:03.891]  Meanwhile, they're putting sterilization pathogens and chemicals in the vaccines, they're involved in genetic engineering, all of it.
[02:30:03.891 --> 02:30:05.651]  They're waging war against us!
[02:30:05.651 --> 02:30:12.893]  But they have this sick excuse that it's all for the people, and they're doing a great job, and they're bringing this utopia!
[02:30:12.893 --> 02:30:14.013]  And look what they brought us!
[02:30:14.013 --> 02:30:15.754]  War and destruction!
[02:30:15.754 --> 02:30:17.574]  200 million dead last century.
[02:30:17.574 --> 02:30:20.215]  We'll be right back.
[02:30:20.215 --> 02:30:21.595]  We're on the march.
[02:30:21.595 --> 02:30:23.096]  The Empire's on the run.
[02:30:24.117 --> 02:30:26.806]  Alex Jones and the GCN Radio Network.
[02:30:32.205 --> 02:30:36.546]  Did you ever wonder how an opera singer that hits a high note is able to shatter a wine glass?
[02:30:36.546 --> 02:30:38.566]  Well, the glass has a natural resonance.
[02:30:38.566 --> 02:30:45.148]  If the resonant frequency force making the glass vibrate is big enough, the size of the vibration will become so large that the glass shatters.
[02:30:45.148 --> 02:30:51.529]  Using a similar principle, Royal Raymond Rife discovered that disease organisms can be destroyed using different resonant frequencies.
[02:30:51.529 --> 02:30:57.550]  The BioSolutions Frequency Instrument uses the same technology for relief or elimination of pain and disease conditions.
[02:30:57.850 --> 02:31:04.393]  With no side effects, the 2006 Biosolutions Plus is the easiest to operate frequency instrument ever developed.
[02:31:04.393 --> 02:31:08.235]  It's easy reference guide will allow you to begin using the instrument within minutes.
[02:31:08.235 --> 02:31:12.116]  Simple step-by-step instructions using pictures are easy to follow.
[02:31:12.116 --> 02:31:14.797]  Customer satisfaction is guaranteed or your money back.
[02:31:14.797 --> 02:31:15.858]  Don't just treat symptoms.
[02:31:16.138 --> 02:31:17.319]  Eliminate the cause.
[02:31:17.319 --> 02:31:19.661]  For more information, call BioSolutions toll-free 1-866-885-6625.
[02:31:19.661 --> 02:31:19.901]  That's 1-866-885-6625.
[02:31:19.901 --> 02:31:20.021]  1-866-885-6625.
[02:31:20.021 --> 02:31:20.882]  Ted Anderson for Midas.
[02:31:20.882 --> 02:31:21.182]  January 22, 2007.
[02:31:21.182 --> 02:31:23.384]  Gold 633 ounce gold coins are 653.82, 329.46 for half, 164.73 for quarter ounce.
[02:31:23.384 --> 02:31:23.925]  That's 653.82, 329.46, and 164.73.
[02:31:44.742 --> 02:31:47.064]  1971, Nissan closes the gold window.
[02:31:47.064 --> 02:31:48.265]  Fiat currency.
[02:31:48.265 --> 02:31:52.828]  1920s, the German market explodes from 75 to 23 trillion.
[02:31:52.828 --> 02:31:55.429]  1995, gold doubles against the Mexican peso.
[02:31:55.429 --> 02:31:58.612]  1997, gold increases 82% over the Indonesian rupee.
[02:31:58.612 --> 02:32:02.294]  1998, gold jumps two-thirds over the Russian ruble.
[02:32:02.294 --> 02:32:05.256]  2002, the Argentine peso loses a fifth of its value to gold.
[02:32:05.256 --> 02:32:10.580]  2006, the last superpower, the USA's mighty dollar, loses over half to gold and other raw goods.
[02:32:10.580 --> 02:32:12.001]  Could government let this happen?
[02:32:12.001 --> 02:32:13.942]  Without immediate backing, how much will it lose?
[02:32:14.202 --> 02:32:21.269]  Midas has Nick Bereshov's report covering the loss of purchasing power, fat tail events, bull market economic vulnerabilities, and gold-oil relationship.
[02:32:21.269 --> 02:32:23.071]  You've lost half of your purchasing power.
[02:32:23.071 --> 02:32:24.252]  Call 800-686-2237 before the rest disappears.
[02:32:24.252 --> 02:32:24.552]  That's 800-686-2237.
[02:32:30.183 --> 02:32:31.324]  It's no secret.
[02:32:31.324 --> 02:32:36.988]  Aluminum itself adversely affects the blood-brain barrier and is capable of causing DNA damage.
[02:32:36.988 --> 02:32:42.091]  Research has even shown that aluminum salts used in antiperspirants have detrimental effects.
[02:32:42.091 --> 02:32:44.593]  So why are you still using traditional deodorant?
[02:32:44.593 --> 02:32:47.435]  Well, there is an alternative and it's called Novo.
[02:32:47.435 --> 02:32:55.760]  Novo eliminates the bacterial growth which causes odor and does not interfere with perspiration which is important for allowing your body to expel toxins.
[02:32:55.760 --> 02:33:00.003]  There are no chemicals, aluminum, preservatives, or petroleum-based ingredients in Novo.
[02:33:00.283 --> 02:33:06.684]  Just natural ingredients like grapeseed oil, arrowroot powder, silica, vitamin E, tea tree oil, and geranium.
[02:33:06.684 --> 02:33:11.005]  No-BO's job is to destroy the bacteria that causes the odor while soothing your skin.
[02:33:11.005 --> 02:33:15.526]  You can use No-BO under your arms, on tough foot odors, or for athlete's foot.
[02:33:15.526 --> 02:33:19.847]  No-BO is guaranteed 100% or receive a full refund.
[02:33:19.847 --> 02:33:22.508]  Visit No-BO.com to order.
[02:33:22.508 --> 02:33:25.328]  That's No-BO.com or call 850-723-8599.
[02:33:41.907 --> 02:34:00.939]  So basically, we have 4,000-year-old universities, which are intelligence agencies, whose symbol is the all-seeing eye of the pyramid, dominating the mass of slaves beneath them, that sell the outer court members who serve them that they're building a grand utopia.
[02:34:00.939 --> 02:34:04.561]  They speak to people's personal power trips, their control-freak natures.
[02:34:05.845 --> 02:34:20.672]  And they openly, in the major textbooks for social workers, say the family's a disease, it's a threat to the state, their plan is to break up the family, as I said, one-child policies, forced drugging, every move, every purchase you make under surveillance, it's basically already here.
[02:34:20.672 --> 02:34:24.694]  A nightmare world is what they built.
[02:34:24.694 --> 02:34:27.235]  And if you read in Council on Foreign Relations, bi-monthly report,
[02:34:28.813 --> 02:34:32.594]  Foreign Affairs, they openly say the House of World Order will be built on blood.
[02:34:32.594 --> 02:34:34.414]  They openly say, H.G.
[02:34:34.414 --> 02:34:38.015]  Wells said, they're going to have to kill a lot of valiant, beautiful people.
[02:34:38.015 --> 02:34:38.955]  He uses that term.
[02:34:38.955 --> 02:34:43.836]  He knows a lot of valiant revolutionaries who will find out what they're building and fight against them.
[02:34:43.836 --> 02:34:48.137]  And it's just this arrogant, elitist attitude of, fine, you will die.
[02:34:48.137 --> 02:34:50.997]  And you look at what these people have built, it's horrible.
[02:34:50.997 --> 02:34:55.758]  But it's a sick religion of total control.
[02:34:57.302 --> 02:35:02.233]  It is a disgusting religion of dehumanization!
[02:35:02.233 --> 02:35:06.242]  And I am begging all of you out there...
[02:35:06.866 --> 02:35:08.487]  To research the New World Order.
[02:35:08.487 --> 02:35:13.108]  I'm begging all of you out there to find out what these individuals are doing.
[02:35:13.108 --> 02:35:17.650]  I'm begging you to go online and for free, it's all over the web, read just one of H.G.
[02:35:17.650 --> 02:35:20.811]  Wells' twenty-something non-fiction books.
[02:35:20.811 --> 02:35:22.111]  Read the New World Order.
[02:35:22.111 --> 02:35:33.295]  Then go read the encyclopedia about him, how he was an advisor to the government, an advisor to the Queen, how they took many of his futuristic ideas
[02:35:34.592 --> 02:35:45.696]  And literally wedded them into... I mean, that's why you read Brave New World, which Huxley points towards his brother, again, who worked for the UN, and he points towards HG Wells.
[02:35:45.696 --> 02:35:58.560]  But near his death in 62, he went public and said, it's horrible, it's bad, and it's wrong, and this is all real, and they plan to put electronics in your brains, they plan to force-drug you, and see, that sounded crazy in 62!
[02:35:58.560 --> 02:36:01.501]  It sounded crazy in 33 when he wrote it!
[02:36:02.498 --> 02:36:03.879]  In A Brave New World.
[02:36:03.879 --> 02:36:05.801]  What does Hillary Clinton say her two favorite books are?
[02:36:05.801 --> 02:36:07.762]  A Brave New World and 1984.
[02:36:07.762 --> 02:36:10.484]  She said that in many speeches.
[02:36:10.484 --> 02:36:11.385]  Type it into Google.
[02:36:11.385 --> 02:36:13.586]  Hillary Clinton's favorite books.
[02:36:13.586 --> 02:36:15.508]  People say, oh, that's because she wants to fight that.
[02:36:15.508 --> 02:36:15.888]  No!
[02:36:15.888 --> 02:36:16.689]  That's what she wants.
[02:36:16.689 --> 02:36:19.751]  You know, universal health care sounds good!
[02:36:19.751 --> 02:36:22.433]  But they're going to use that for control!
[02:36:22.433 --> 02:36:27.517]  It sounds good to have animal IDs and track all the farms, but it's meant to shut down independent farms.
[02:36:27.517 --> 02:36:31.720]  They're there to shut down anything independent, anything strong,
[02:36:32.543 --> 02:36:35.985]  Anything that is outside their monopoly of power.
[02:36:35.985 --> 02:36:37.285]  They are monopolying it.
[02:36:37.285 --> 02:36:42.568]  They have a monopoly of the banking system and the issuance of credit and currencies.
[02:36:42.568 --> 02:36:45.549]  They have now a monopoly through their World Council of Churches.
[02:36:45.549 --> 02:36:53.873]  Over 90% of the churches are having their curricula, having their ideology, having everything they push and sell packaged by these people.
[02:36:54.981 --> 02:36:58.945]  They control now, what is it, five companies own over 90% of the media.
[02:36:58.945 --> 02:37:01.927]  And so they're threatened now by the alternative media.
[02:37:01.927 --> 02:37:08.313]  They thought they'd use the internet as the worldwide wiretap instead of a worldwide system to overturn them.
[02:37:08.313 --> 02:37:13.817]  They're now panicking to regulate and restrict and shut that down.
[02:37:13.817 --> 02:37:16.880]  The battle is joined and we're giving them a bigger run for their money.
[02:37:16.880 --> 02:37:19.342]  They're six years behind in forming their new world order.
[02:37:19.342 --> 02:37:21.044]  They admit that.
[02:37:21.044 --> 02:37:22.385]  They're having a lot of problems.
[02:37:23.263 --> 02:37:24.806]  They're also having a lot of successes.
[02:37:24.806 --> 02:37:27.271]  So they constantly tell you, you can't fight City Hall.
[02:37:27.271 --> 02:37:28.693]  You can't fight the globalists.
[02:37:28.693 --> 02:37:30.016]  There's nothing you can do.
[02:37:30.016 --> 02:37:31.038]  You can't resist us.
[02:37:31.038 --> 02:37:32.440]  Resistance is futile.
[02:37:32.440 --> 02:37:33.282]  Like they're the Borg!
[02:37:33.999 --> 02:37:36.341]  And I'm here to tell you resistance is not futile.
[02:37:36.341 --> 02:37:38.403]  A small group of them took over.
[02:37:38.403 --> 02:37:53.136]  A small group of us, and we are the majority by the way, but a small group taking action can overturn them and try to get our republic back and our Bill of Rights and Constitution and decentralized power and stop the new emperors of the earth.
[02:37:54.981 --> 02:37:57.582]  Because look at the works of these people.
[02:37:57.582 --> 02:37:58.683]  They're all evil.
[02:37:58.683 --> 02:37:59.883]  They're all corrupt.
[02:37:59.883 --> 02:38:02.444]  They're extremely disgusting and destructive.
[02:38:02.444 --> 02:38:03.365]  They're threatened.
[02:38:03.365 --> 02:38:07.286]  They claim they're for the free human spirit and ideas and science and development.
[02:38:07.286 --> 02:38:09.847]  Everything they do is about destroying development.
[02:38:09.847 --> 02:38:10.908]  Destroying ideas.
[02:38:10.908 --> 02:38:11.908]  Destroying independence.
[02:38:11.908 --> 02:38:13.329]  Destroying creativity.
[02:38:13.329 --> 02:38:17.831]  Destroying any free groups that are operating in solidarity.
[02:38:17.831 --> 02:38:18.731]  Who are collaborating.
[02:38:20.629 --> 02:38:24.112]  They are there for a monopoly of the mind, a monopoly of the soul.
[02:38:24.112 --> 02:38:27.455]  This is a tyranny unlike anything we've ever seen.
[02:38:27.455 --> 02:38:29.757]  They traffic in the souls of men.
[02:38:29.757 --> 02:38:32.079]  And they brag about it.
[02:38:32.079 --> 02:38:34.301]  And they're ultra-corrupt, power corrupts.
[02:38:34.301 --> 02:38:37.984]  You know, Lord Acton actually, people always say power corrupts and absolute power corrupts absolutely.
[02:38:37.984 --> 02:38:44.710]  Lord Acton's actual quote was, power tends to corrupt and absolute power corrupts absolutely.
[02:38:47.231 --> 02:38:48.372]  And this is what we face.
[02:38:48.372 --> 02:38:53.275]  So I want the police, the military, everybody out there listening to me today.
[02:38:53.275 --> 02:38:55.317]  Everybody, bureaucrats who serve this system.
[02:38:55.317 --> 02:38:57.278]  You've all been told the good reasons for what you do.
[02:38:57.278 --> 02:38:59.219]  You've all been told you're part of something good.
[02:38:59.219 --> 02:39:01.741]  But you really think about what's happening.
[02:39:01.741 --> 02:39:04.142]  You know the government and corporations are out of control.
[02:39:04.142 --> 02:39:05.703]  You know society's unraveling.
[02:39:05.703 --> 02:39:08.145]  You know we're being lied to on a daily basis.
[02:39:08.145 --> 02:39:09.926]  You know a lot of bad things are happening.
[02:39:09.926 --> 02:39:12.588]  You know Ritalin and Prozac type drugs are screwing people up.
[02:39:14.241 --> 02:39:15.281]  You know it's predatory.
[02:39:15.281 --> 02:39:16.942]  You know it's about raising capital.
[02:39:16.942 --> 02:39:18.802]  You know it's about controlling.
[02:39:18.802 --> 02:39:20.283]  And you know it's wrong.
[02:39:20.283 --> 02:39:22.243]  So decide which side you're on.
[02:39:22.243 --> 02:39:25.064]  Decide who you stand with.
[02:39:25.064 --> 02:39:26.604]  Decide what you're going to do.
[02:39:26.604 --> 02:39:31.265]  And you know, Hollywood and the media has this image of you've got to save the world by yourselves.
[02:39:31.265 --> 02:39:34.006]  You've got to overturn things overnight.
[02:39:34.006 --> 02:39:36.127]  You've got to do it all yourself.
[02:39:36.127 --> 02:39:37.007]  And that's not how it works.
[02:39:37.007 --> 02:39:38.827]  It's everybody waking a few people up.
[02:39:38.827 --> 02:39:40.088]  Everybody starting a website.
[02:39:40.088 --> 02:39:41.088]  Calling in to talk radio.
[02:39:41.829 --> 02:39:47.672]  You know, you might make a film like Loose Change 2nd Edition that 40-something plus million people download on the web.
[02:39:47.672 --> 02:39:51.995]  You might make films like I've made that tens of millions have downloaded on the web, conservatively.
[02:39:51.995 --> 02:39:53.956]  But so what if you're not that successful?
[02:39:53.956 --> 02:39:56.557]  I never started this, never thought I'd be that successful.
[02:39:56.557 --> 02:39:58.739]  I just thought I'd do an Axis TV show locally.
[02:39:58.739 --> 02:40:00.100]  Never intended to have a radio show.
[02:40:00.100 --> 02:40:03.201]  Never intended to have websites with 5 million plus readers a week.
[02:40:03.201 --> 02:40:06.023]  Never intended to have as big an effect as I had.
[02:40:07.392 --> 02:40:11.595]  But I know many of you out there are more articulate, will be greater leaders than I ever was.
[02:40:11.595 --> 02:40:13.756]  I'm calling for you to get involved.
[02:40:13.756 --> 02:40:15.397]  Many hands make light work.
[02:40:15.397 --> 02:40:18.219]  So please, join me in this fight against the New World Order.
[02:40:18.219 --> 02:40:21.201]  Join me in this fight against this worldwide tyranny.
[02:40:21.201 --> 02:40:23.862]  Stand up for the dynamic human spirit.
[02:40:23.862 --> 02:40:25.323]  Stand up for decency.
[02:40:25.323 --> 02:40:31.767]  Stand up for all the innocent, meek, weak people that are out there who are being abused by this system.
[02:40:31.767 --> 02:40:32.968]  I'm so sick of seeing weak
[02:40:34.328 --> 02:40:38.871]  Individuals are being terrorized, the horror, the control they're under.
[02:40:38.871 --> 02:40:43.475]  I'm so tired of seeing this predatory system feed on individuals and societies.
[02:40:43.475 --> 02:40:46.257]  I'm so sad about the millions that the globalists have killed.
[02:40:46.257 --> 02:40:50.580]  Over 3 million in the last 16 years in Iraq.
[02:40:50.580 --> 02:40:53.161]  654,000 according to Lancet in the last three and a half years.
[02:40:53.161 --> 02:40:57.164]  I don't want that in my name and I want that to stop and I know you want the same thing.
[02:40:57.164 --> 02:40:58.025]  So please join me
[02:40:58.832 --> 02:41:02.516]  Join humanity in this fight against tyranny, please.
[02:41:02.516 --> 02:41:13.225]  Now in Part 2 of this, I will break down more of what the actual nuts and bolts are of the control grid, how they nexus together, how they're working, and what the world will be like if they win, and how I believe we can defeat them.
[02:41:13.225 --> 02:41:22.334]  So be sure and stay tuned on the web, and on this radio show, and on the local television show where I'm going to air this for Part 2 of Overthrowing the New World Order.
[02:41:22.808 --> 02:41:24.649]  That's the title of this broadcast.
[02:41:24.649 --> 02:41:25.989]  Thank you for joining us.
[02:41:25.989 --> 02:41:32.051]  All right, now let's shift gears to Dylan Avery, and then try to jam a few of your calls in.
[02:41:32.051 --> 02:41:44.234]  Dylan Avery was listening to the show, and he heard me talking about Better Get Second Edition Now, because I think it's one of the greatest 9-11 films out there, maybe one of the greatest truth films, period.
[02:41:44.234 --> 02:41:50.616]  And it is not going to be available on DVD anymore when the final edition comes out here in a while.
[02:41:51.469 --> 02:41:54.011]  And so I hope you'll go to Infowars.com.
[02:41:54.011 --> 02:41:55.132]  I haven't really plugged yet.
[02:41:55.132 --> 02:41:55.892]  Plug in the first hour.
