[00:00.000 --> 00:15.000]  Another world, another time, in the age of wonder.
[3:16:16.240 --> 3:16:19.840]  Protect your wireless home network today with Flash Routers.
[3:16:21.840 --> 3:16:24.520]  Hunters, anglers, campers and survivalists,
[3:16:24.520 --> 3:16:26.880]  get back to nature, expand your horizons
[3:16:26.880 --> 3:16:28.880]  with the highest quality, most versatile
[3:16:28.880 --> 3:16:31.440]  unique sling shots and sling bows on the market
[3:16:31.440 --> 3:16:32.920]  at slingbow.com.
[3:16:32.920 --> 3:16:34.560]  Sling bow products are compact
[3:16:34.560 --> 3:16:36.880]  and models start from just 1798.
[3:16:36.880 --> 3:16:38.600]  They're perfect for your bug out bag
[3:16:38.600 --> 3:16:39.920]  or storing in your vehicle.
[3:16:39.920 --> 3:16:41.680]  Give yourself and your loved ones
[3:16:41.680 --> 3:16:44.080]  the excitement and tradition of sling bow.
[3:16:44.080 --> 3:16:45.600]  A new frontier in archery
[3:16:45.600 --> 3:16:48.640]  and truly modern twist on this primitive survival tool.
[3:16:48.640 --> 3:16:51.720]  Feel the thrill only at slingbow.com.
[3:16:51.720 --> 3:16:53.600]  Fully cooked, ready to eat bacon.
[3:16:53.600 --> 3:16:55.520]  I'm talking thick meaty, center cut,
[3:16:55.520 --> 3:16:58.400]  presidential bacon, savory and delicious.
[3:16:58.400 --> 3:17:01.200]  I buy some, I use some, I store some.
[3:17:01.200 --> 3:17:03.320]  Awesome, no refrigeration needed
[3:17:03.320 --> 3:17:04.960]  with a 10 year shelf life.
[3:17:04.960 --> 3:17:07.160]  NASA pack technology, bacon.
[3:17:07.160 --> 3:17:09.120]  Fully cooked, fully hydrated,
[3:17:09.120 --> 3:17:11.240]  ready to eat right from the pack bacon
[3:17:11.240 --> 3:17:12.720]  or warm and serve.
[3:17:12.720 --> 3:17:14.960]  Life saving, ready to eat bacon.
[3:17:14.960 --> 3:17:16.720]  10 year shelf life bacon.
[3:17:16.720 --> 3:17:19.600]  Ships free at fullycookedbacon.com.
[3:17:19.600 --> 3:17:21.480]  Fullycookedbacon.com.
[3:17:24.640 --> 3:17:28.000]  The last few days I've been online looking for the speech.
[3:17:28.000 --> 3:17:29.160]  I actually read it in a book
[3:17:29.160 --> 3:17:31.200]  about Winston Churchill many years ago
[3:17:31.200 --> 3:17:33.680]  and I've found a few places where it's mentioned
[3:17:33.680 --> 3:17:34.760]  but if you can find it,
[3:17:34.760 --> 3:17:36.680]  please send it to showtipsdemphalewords.com
[3:17:36.680 --> 3:17:38.480]  and he talked about in the darkest hours
[3:17:38.480 --> 3:17:40.000]  at the beginning of World War II
[3:17:40.000 --> 3:17:41.920]  the fact that there have been times in history
[3:17:41.920 --> 3:17:43.880]  where people had a chance to stand up
[3:17:43.880 --> 3:17:45.960]  and fight early on and were assured of victory.
[3:17:45.960 --> 3:17:47.480]  Then there was a second point in history
[3:17:47.480 --> 3:17:48.920]  where folks have to fight
[3:17:48.920 --> 3:17:52.080]  even though the chances of winning are pretty steep.
[3:17:52.080 --> 3:17:54.920]  There's a third time when you know you're gonna lose
[3:17:54.920 --> 3:17:58.080]  but you have to fight because being enslaved
[3:17:58.080 --> 3:17:59.800]  and being slowly killed is much, much worse.
[3:17:59.800 --> 3:18:01.080]  That's a paraphrase.
[3:18:01.080 --> 3:18:02.360]  But ladies and gentlemen,
[3:18:02.360 --> 3:18:05.520]  we are in the position now of being able to win this easily
[3:18:05.520 --> 3:18:07.600]  if we find our spirit, find our focus
[3:18:07.600 --> 3:18:09.360]  and don't give up and take action.
[3:18:09.360 --> 3:18:11.440]  But if we don't stand up and get involved
[3:18:11.440 --> 3:18:14.800]  we're going to skip number two and go right to number three.
[3:18:14.800 --> 3:18:15.800]  That's a fact.
[3:18:15.800 --> 3:18:18.360]  They fear infowars because we are alive.
[3:18:18.360 --> 3:18:21.360]  It's time for the world to awaken and take back our future.
[3:18:21.360 --> 3:18:25.400]  If you understand why the globalist,
[3:18:25.400 --> 3:18:27.960]  why the servants of Satan hate infowars
[3:18:27.960 --> 3:18:32.480]  it's because we're awake, we're alive, we're passionate
[3:18:32.480 --> 3:18:35.080]  and we're not giving up.
[3:18:35.080 --> 3:18:38.000]  That's why it's critical for those of us that are aware
[3:18:38.000 --> 3:18:39.960]  of the New World Order's plans
[3:18:39.960 --> 3:18:42.040]  to not get down when they attack us
[3:18:42.040 --> 3:18:44.560]  and they persecute us and they lie about us.
[3:18:44.560 --> 3:18:46.200]  That's what we should expect
[3:18:46.200 --> 3:18:49.120]  because we are hurting these scumbags.
[3:18:49.120 --> 3:18:52.360]  The globalists have literally sold their soul to the dark side
[3:18:52.360 --> 3:18:55.040]  and they do what they do because they're slaves
[3:18:55.040 --> 3:18:58.120]  because they are eternally driven to try to suppress
[3:18:58.120 --> 3:19:00.560]  and dominate and destroy the innocent.
[3:19:00.560 --> 3:19:02.680]  It is up to us who are awake,
[3:19:02.680 --> 3:19:04.920]  not the sheep and not the wolves
[3:19:04.920 --> 3:19:08.000]  but the sheep dogs to stand firm
[3:19:08.000 --> 3:19:10.520]  and resist these wicked tyrants.
[3:19:10.520 --> 3:19:13.280]  They fear the fact that we are awake.
[3:19:13.280 --> 3:19:15.880]  They fear the fact that we are alive.
[3:19:15.880 --> 3:19:18.920]  They fear the fact that we love God
[3:19:18.920 --> 3:19:21.000]  and that's all we ever have to know
[3:19:21.000 --> 3:19:22.800]  is that God is in charge.
[3:19:25.680 --> 3:19:28.720]  You're listening to the Alex Jones show.
[3:19:34.720 --> 3:19:41.080]  The New World Order
[3:19:41.080 --> 3:19:47.080]  I'm Alex Salante, a selling author, good friend of mine.
[3:19:47.080 --> 3:19:49.720]  PatriotTrendsResearch.com is taking over right now
[3:19:49.720 --> 3:19:52.040]  and I know he's got a lot to cover.
[3:19:52.040 --> 3:19:54.120]  But I wanted to just state
[3:19:54.120 --> 3:19:55.200]  because I heard the last callers say,
[3:19:55.200 --> 3:19:57.400]  hey, let's not be too down, let's be optimistic.
[3:19:57.400 --> 3:19:58.240]  I'm optimistic.
[3:19:58.240 --> 3:20:00.160]  America is waking up to globalism.
[3:20:01.200 --> 3:20:04.280]  Nationalists and populists are getting elected all over
[3:20:04.280 --> 3:20:07.840]  and so that's a lot better than we were five years ago.
[3:20:07.840 --> 3:20:11.440]  But I don't expect an inspector general appointed by Obama
[3:20:11.440 --> 3:20:13.720]  to expose Obama and his illegal operation
[3:20:13.720 --> 3:20:16.800]  with Hillary against Trump in the campaign.
[3:20:16.800 --> 3:20:19.480]  Now, maybe Durham's gonna be different,
[3:20:19.480 --> 3:20:20.960]  but I'm not gonna sit here and hold my breath.
[3:20:20.960 --> 3:20:22.880]  You know, this was supposed to discredit the impeachment
[3:20:22.880 --> 3:20:25.000]  and be the big punch in the gut to all this
[3:20:25.000 --> 3:20:26.080]  and of course it's not.
[3:20:27.960 --> 3:20:30.560]  But Durham is running the investigation,
[3:20:31.360 --> 3:20:32.720]  one of the criminal investigations
[3:20:32.720 --> 3:20:35.160]  of the fake Russiagate operation says,
[3:20:35.160 --> 3:20:37.440]  this is today, I have the utmost respect
[3:20:37.440 --> 3:20:40.280]  for the mission of the office of inspector general
[3:20:40.280 --> 3:20:42.960]  and the comprehensive work that went into the report
[3:20:42.960 --> 3:20:44.720]  prepared by Mr. Horowitz and his staff.
[3:20:44.720 --> 3:20:46.960]  However, our investigation is unlimited
[3:20:46.960 --> 3:20:48.760]  to developing information
[3:20:48.760 --> 3:20:51.800]  from within component parts of the just department.
[3:20:51.800 --> 3:20:54.840]  Our investigation has included developing information
[3:20:54.840 --> 3:20:57.120]  from other persons and entities,
[3:20:57.120 --> 3:20:59.240]  both in the US and outside of the US
[3:20:59.240 --> 3:21:01.040]  based on the evidence collected to date.
[3:21:01.040 --> 3:21:03.200]  And while our investigation is ongoing,
[3:21:03.200 --> 3:21:05.960]  last month we advised inspector general,
[3:21:05.960 --> 3:21:09.440]  who we do not agree with some of the report's conclusions
[3:21:09.440 --> 3:21:14.440]  as to the prediction and how the FBI case was open.
[3:21:15.000 --> 3:21:18.000]  Again, last month we advised inspector general
[3:21:18.000 --> 3:21:21.720]  that we do not agree with some of the report's conclusions
[3:21:21.720 --> 3:21:26.720]  as to predication, excuse me, how they started it
[3:21:26.800 --> 3:21:29.120]  and how the FBI case was opened.
[3:21:31.200 --> 3:21:32.400]  And that's what he has to say.
[3:21:32.400 --> 3:21:36.680]  So I'm just not betting on people from the deep state
[3:21:36.680 --> 3:21:39.480]  because you can have the deputy attorney general
[3:21:39.480 --> 3:21:41.720]  kill indictments that Durham calls for.
[3:21:43.560 --> 3:21:45.320]  Now, Gerald Salente is a smart guy.
[3:21:45.320 --> 3:21:46.760]  I can't wait to eat my lunch
[3:21:46.760 --> 3:21:49.520]  and listen to the rest of this hour and hear what he has
[3:21:49.520 --> 3:21:51.840]  to say, Trump's doing a great job
[3:21:51.840 --> 3:21:53.280]  trying to end these wars and new peace deals.
[3:21:53.280 --> 3:21:54.440]  He's doing a great job in many fronts,
[3:21:54.440 --> 3:21:57.000]  but letting the censorship go on
[3:21:57.000 --> 3:21:58.280]  and letting all this unfold,
[3:21:58.280 --> 3:21:59.960]  what is your report card on this Gerald?
[3:21:59.960 --> 3:22:02.080]  And please take over, I appreciate you being here today
[3:22:02.080 --> 3:22:04.720]  and what are you thinking is gonna really unfold
[3:22:04.720 --> 3:22:06.920]  and what are your trends for 2020 election
[3:22:06.920 --> 3:22:09.120]  with 329 days out, my friend?
[3:22:10.160 --> 3:22:13.000]  Well, we're coming out with our top trends for 2020.
[3:22:13.000 --> 3:22:14.720]  They're gonna be out tomorrow.
[3:22:14.720 --> 3:22:19.240]  And one of them is Trump by default in 2020.
[3:22:19.240 --> 3:22:20.960]  And all we do is look at the numbers
[3:22:20.960 --> 3:22:25.960]  and you know, we were the first magazine back in May of 2016
[3:22:26.760 --> 3:22:29.040]  to forecast Trump a winner.
[3:22:29.040 --> 3:22:30.680]  And not a political atheist
[3:22:30.680 --> 3:22:32.880]  that don't take sides on these things.
[3:22:32.880 --> 3:22:35.560]  But when you look at who he's running against,
[3:22:35.560 --> 3:22:39.840]  if Biden comes up, it's gonna be a lot of dirt coming out
[3:22:39.840 --> 3:22:42.600]  about all the dirty deals that Biden's got
[3:22:42.600 --> 3:22:44.720]  for his little boy, Hunter.
[3:22:44.720 --> 3:22:49.720]  And this impeachment inquiry in the process going on
[3:22:49.720 --> 3:22:54.480]  is going to backfire on them in a very harmful way
[3:22:54.480 --> 3:22:56.280]  to the Democratic Party,
[3:22:56.280 --> 3:22:58.880]  because it's going to show the amount of corruption
[3:22:58.880 --> 3:23:01.400]  that goes on and all the dirty deals.
[3:23:01.400 --> 3:23:04.120]  And the same thing with the repulsive gins, by the way.
[3:23:04.120 --> 3:23:06.360]  If you go back to all the dirty deals that happened
[3:23:06.360 --> 3:23:09.200]  during the Iraq war, the Afghan war,
[3:23:09.200 --> 3:23:11.760]  and went to the military industrial complex,
[3:23:11.760 --> 3:23:13.400]  but this is gonna make it really clear.
[3:23:13.400 --> 3:23:14.240]  So Biden-
[3:23:14.240 --> 3:23:15.320]  By the way, I totally agree with you,
[3:23:15.320 --> 3:23:16.880]  but let me just ask this question then.
[3:23:16.880 --> 3:23:18.240]  What are the Democrats thinking
[3:23:18.240 --> 3:23:20.000]  where they can rig it in the house,
[3:23:20.000 --> 3:23:21.640]  but it's all gonna come out in the Senate.
[3:23:21.640 --> 3:23:23.960]  What the hell are they thinking?
[3:23:23.960 --> 3:23:26.480]  Well, that's why I call them the demo craps.
[3:23:26.480 --> 3:23:30.680]  What they don't understand is who they're fighting against.
[3:23:30.680 --> 3:23:32.480]  Trump is a New Yorker.
[3:23:32.480 --> 3:23:35.200]  This guy doesn't go down.
[3:23:35.200 --> 3:23:37.960]  You know, you like him, hate him, whatever he is,
[3:23:37.960 --> 3:23:41.440]  the dirty deals, he fights to the end.
[3:23:41.440 --> 3:23:46.360]  I know people that know him personally at a business level.
[3:23:46.360 --> 3:23:50.160]  This guy is, they totally underestimate them.
[3:23:50.160 --> 3:23:53.680]  They're a bunch of rookies in the politicians.
[3:23:53.680 --> 3:23:54.520]  I agree.
[3:23:54.520 --> 3:23:56.200]  All these white chuboys may have hijacked the country
[3:23:56.200 --> 3:23:57.320]  for the last 40 years,
[3:23:57.320 --> 3:23:58.800]  but they don't know how to fight their way
[3:23:58.800 --> 3:24:00.880]  with a wet picker bag, they've never run anything real.
[3:24:00.880 --> 3:24:03.400]  They don't like to work 20 hours a day like Trump does.
[3:24:03.400 --> 3:24:05.800]  They don't get that they're also summoning
[3:24:05.800 --> 3:24:08.240]  the grassroots of America out of their slumber
[3:24:08.240 --> 3:24:10.440]  and really pissing people off.
[3:24:10.440 --> 3:24:12.920]  It's exactly it, because as you point out,
[3:24:12.920 --> 3:24:15.720]  it's ridiculous that this is moving forward.
[3:24:15.720 --> 3:24:18.080]  Being that it's going to go into the Senate
[3:24:18.080 --> 3:24:21.600]  and the Senate is already a majority Republican,
[3:24:21.600 --> 3:24:23.560]  there's certainly not going to get
[3:24:23.560 --> 3:24:26.360]  two thirds of the votes to convict him.
[3:24:26.360 --> 3:24:30.000]  So it's a total waste of time and energy.
[3:24:30.000 --> 3:24:33.040]  And this is very important because,
[3:24:33.040 --> 3:24:34.960]  let me finish before I go into that.
[3:24:34.960 --> 3:24:39.160]  So now if Biden's not there, he's left with what?
[3:24:39.160 --> 3:24:42.680]  Sanders or Elizabeth Warren.
[3:24:42.680 --> 3:24:44.800]  They're not going to win the swing states.
[3:24:44.800 --> 3:24:45.880]  It's as simple as that.
[3:24:45.880 --> 3:24:46.720]  I agree.
[3:24:46.720 --> 3:24:48.600]  What is the point of Bloomberg?
[3:24:48.600 --> 3:24:51.600]  Bloomberg is there because of his ego.
[3:24:51.600 --> 3:24:53.920]  And he knows it clear.
[3:24:53.920 --> 3:24:57.760]  He said they don't know what it takes to beat Trump.
[3:24:57.760 --> 3:24:59.680]  And he thinks he does.
[3:24:59.680 --> 3:25:02.960]  But Bloomberg's going to go nowhere in our opinion
[3:25:02.960 --> 3:25:06.160]  because the stop in Frisk is going to kill him,
[3:25:06.160 --> 3:25:08.240]  show him what a fraud he is.
[3:25:08.240 --> 3:25:11.240]  I mean, could you imagine freedom in the United States?
[3:25:11.240 --> 3:25:12.880]  You're walking down the street.
[3:25:12.880 --> 3:25:16.680]  You don't like the way that black guy, that Latino looks.
[3:25:16.680 --> 3:25:18.080]  Hey, get over here.
[3:25:18.080 --> 3:25:19.480]  Put up your arms.
[3:25:19.480 --> 3:25:21.720]  Let me Frisky to see what you got.
[3:25:21.720 --> 3:25:25.880]  Over a million people is dirty, lousy, Bloomberg.
[3:25:25.880 --> 3:25:28.760]  And he wants to tell people what to eat and what to drink.
[3:25:28.760 --> 3:25:30.640]  I mean, the guy's a control freak.
[3:25:30.640 --> 3:25:31.640]  Exactly.
[3:25:31.640 --> 3:25:33.640]  Because he's a multi-billionaire.
[3:25:33.640 --> 3:25:35.200]  And he got the dough to do it.
[3:25:35.200 --> 3:25:39.120]  So now, like all lowlife people, when they get caught,
[3:25:39.120 --> 3:25:43.960]  this little slimer was defending his stop in Frisk actions
[3:25:43.960 --> 3:25:47.520]  until weeks before he announced his candidacy.
[3:25:47.520 --> 3:25:50.320]  And then he comes out with, well, I'm sorry.
[3:25:50.320 --> 3:25:53.680]  Hey, you're sorry you got caught and you got to face up to it.
[3:25:53.680 --> 3:25:59.160]  So going back to the other ones and in the election cycle,
[3:25:59.160 --> 3:26:04.240]  there's nobody in that process that's going to beat Trump
[3:26:04.240 --> 3:26:07.240]  on the swing state issues.
[3:26:07.240 --> 3:26:08.600]  They're not going to get it.
[3:26:08.600 --> 3:26:12.200]  So that's why we're forecasting, minus the wild card.
[3:26:12.200 --> 3:26:13.840]  And Trump is a wild card.
[3:26:13.840 --> 3:26:15.800]  There's a lot of wild cards out there.
[3:26:15.800 --> 3:26:18.400]  Minus the wild card is Trump 2020.
[3:26:18.400 --> 3:26:20.400]  Well, I can't wait to see your trends.
[3:26:20.400 --> 3:26:21.880]  I didn't know they were coming out tomorrow.
[3:26:21.880 --> 3:26:23.280]  This is the Alex Jones show right now.
[3:26:23.280 --> 3:26:24.280]  This hour is as big as any hour.
[3:26:24.280 --> 3:26:26.680]  But if you've got 30 minutes to pop on tomorrow,
[3:26:26.680 --> 3:26:28.680]  I'd love you to come on and go with the trends with us tomorrow.
[3:26:28.680 --> 3:26:31.200]  But I know you're going to preview some of those right now.
[3:26:31.200 --> 3:26:32.680]  And people should definitely visit your website.
[3:26:32.680 --> 3:26:34.400]  So, Gerald, thanks for letting me steal some of the time.
[3:26:34.400 --> 3:26:35.400]  God bless.
[3:26:35.400 --> 3:26:36.400]  Oh, thank you.
[3:26:36.400 --> 3:26:40.400]  Thank you for all that you do.
[3:26:40.400 --> 3:26:45.400]  So here we are, moving into the elections.
[3:26:45.400 --> 3:26:49.400]  It's a waste of time, as I was beginning to say with Alex,
[3:26:49.400 --> 3:26:52.400]  to keep tuning into this impeachment garbage.
[3:26:52.400 --> 3:26:55.400]  That's all you're getting from the major media.
[3:26:55.400 --> 3:26:59.400]  Let's forget about what's going on over there in France.
[3:26:59.400 --> 3:27:00.400]  Yeah.
[3:27:00.400 --> 3:27:02.400]  Oh, the girls in France.
[3:27:02.400 --> 3:27:05.400]  So that was an old song when I was a young guy.
[3:27:05.400 --> 3:27:07.400]  What's going on in France?
[3:27:07.400 --> 3:27:12.400]  First, the yellow vest movement a year ago, November.
[3:27:12.400 --> 3:27:15.400]  And that was because they raised petrol prices.
[3:27:15.400 --> 3:27:17.400]  But that's not what it was about.
[3:27:17.400 --> 3:27:21.400]  It was about the rich getting all the dough and the people getting nothing.
[3:27:21.400 --> 3:27:25.400]  And they can't stand that arrogant Macron, the little god son.
[3:27:25.400 --> 3:27:28.400]  So now they have a strike going on.
[3:27:28.400 --> 3:27:32.400]  300 mile backup on the roads.
[3:27:32.400 --> 3:27:35.400]  Nothing going on.
[3:27:35.400 --> 3:27:38.400]  Trains stopped, only two of them running.
[3:27:38.400 --> 3:27:43.400]  Big strike picking up from where the yellow vest left off.
[3:27:43.400 --> 3:27:45.400]  People don't know what this means.
[3:27:45.400 --> 3:27:47.400]  It's bigger than France.
[3:27:47.400 --> 3:27:49.400]  Take a trip to Lebanon.
[3:27:49.400 --> 3:27:54.400]  All around the world, one place after another,
[3:27:54.400 --> 3:27:57.400]  riots, protests, demonstrations.
[3:27:57.400 --> 3:27:59.400]  What does it mean?
[3:27:59.400 --> 3:28:01.400]  Where is it going?
[3:28:01.400 --> 3:28:03.400]  What's next?
[3:28:03.400 --> 3:28:05.400]  And that's what we're coming back to.
[3:28:05.400 --> 3:28:06.400]  What's next?
[3:28:06.400 --> 3:28:11.400]  Because this is a whole new world disorder.
[3:28:11.400 --> 3:28:16.400]  And that's one of your top trends also, the 2020.
[3:28:16.400 --> 3:28:38.400]  We can all agree these are troubled times, right?
[3:28:38.400 --> 3:28:58.400]  Click the click button at the top box to get up to date.
[3:28:58.400 --> 3:29:01.400]  That's it.
[3:29:01.400 --> 3:29:03.400]  Thank you.
[3:29:03.400 --> 3:29:10.880]  1-866-509-5817 or FLA-SHR-OUT-ERS.com.
[3:29:10.880 --> 3:29:16.200]  That's 1-866-509-5817 or flashrouters.com.
[3:29:16.200 --> 3:29:19.680]  Protect your wireless home network today with flash routers.
[3:29:24.000 --> 3:29:27.080]  I don't have to tell you that America is in a war
[3:29:27.080 --> 3:29:28.720]  for its actual survival.
[3:29:28.720 --> 3:29:30.400]  And we're a war against a group that's
[3:29:30.400 --> 3:29:33.760]  trying to conquer our very spirit, our very essence,
[3:29:33.760 --> 3:29:36.320]  that's trying to break our will, trying to destroy our families,
[3:29:36.320 --> 3:29:40.560]  trying to literally poison us physically and psychically
[3:29:40.560 --> 3:29:41.680]  at a spiritual level.
[3:29:41.680 --> 3:29:43.040]  Well, Info Wars is fighting back,
[3:29:43.040 --> 3:29:46.400]  but it takes money to stand against the globalist onslaught
[3:29:46.400 --> 3:29:48.760]  and to be able to put the reporters on the ground
[3:29:48.760 --> 3:29:51.240]  and build the infrastructure to tell the truth
[3:29:51.240 --> 3:29:52.960]  in the face of their lives.
[3:29:52.960 --> 3:29:57.040]  That's why we're running Giant Cyber Week Specials, the biggest
[3:29:57.040 --> 3:29:59.760]  of the year, the biggest of our history.
[3:29:59.760 --> 3:30:02.200]  Don't do your shopping with the big globalist box stores
[3:30:02.200 --> 3:30:04.480]  that hate your guts and are financing gun control
[3:30:04.480 --> 3:30:05.400]  and all the rest of it.
[3:30:05.400 --> 3:30:08.840]  Don't do your shopping with the New World Order, Amazon.
[3:30:08.840 --> 3:30:10.520]  Do it with Info Wars Store.
[3:30:10.520 --> 3:30:12.200]  Get high quality supplements.
[3:30:12.200 --> 3:30:14.480]  Get high quality air filtration, water filtration,
[3:30:14.480 --> 3:30:16.480]  Patriot apparel, and so much more.
[3:30:16.480 --> 3:30:19.400]  And every order gets a whole bunch of free Info Wars
[3:30:19.400 --> 3:30:20.800]  bumper stickers to spread the word.
[3:30:20.800 --> 3:30:23.400]  Take action, folks.
[3:30:23.400 --> 3:30:25.320]  You want to break some globalist ribs.
[3:30:25.320 --> 3:30:27.160]  You want to crush some skulls politically.
[3:30:27.160 --> 3:30:30.680]  You want to drive ice picks through their eyeballs spiritually.
[3:30:30.680 --> 3:30:32.720]  There's nowhere you can spend money.
[3:30:32.720 --> 3:30:36.600]  There's nowhere you can place your bet in a fight
[3:30:36.600 --> 3:30:39.200]  where it's going to have more power per dollar.
[3:30:39.200 --> 3:30:43.200]  Your bang for your buck here gets you great products
[3:30:43.200 --> 3:30:47.240]  at great prices that literally fund the system
[3:30:47.240 --> 3:30:49.960]  where the spirit of resistance lives to drive it home
[3:30:49.960 --> 3:30:50.560]  to the enemy.
[3:30:50.560 --> 3:30:51.640]  And so it's very simple.
[3:30:51.640 --> 3:30:53.520]  If you don't want to be slaves and you
[3:30:53.520 --> 3:30:56.800]  want to see the fight taken to the enemy, which God wants
[3:30:56.800 --> 3:30:58.880]  to see, you see, we have to make the effort.
[3:30:58.880 --> 3:31:01.720]  110% God will finish the move.
[3:31:01.720 --> 3:31:04.440]  And I know I need to stay in the fight in the attack,
[3:31:04.440 --> 3:31:05.400]  attack, attack.
[3:31:05.400 --> 3:31:06.360]  I want to attack.
[3:31:06.360 --> 3:31:07.880]  I want to go after the globalists.
[3:31:07.880 --> 3:31:09.440]  And just believe me, ladies and gentlemen,
[3:31:09.440 --> 3:31:11.440]  that if you want somebody to commit to you and your family
[3:31:11.440 --> 3:31:13.000]  to fight for all of our futures together,
[3:31:13.000 --> 3:31:15.080]  you've got to guarantee you keep me in the game.
[3:31:15.080 --> 3:31:17.040]  I'm going to bust my ass with everything
[3:31:17.040 --> 3:31:19.880]  I got for us, for myself, and my family, and your family.
[3:31:19.880 --> 3:31:20.960]  Because we're in this together.
[3:31:20.960 --> 3:31:23.360]  InfoWarsStore.com.
[3:31:23.360 --> 3:31:25.800]  The 12 days of Christmas Super Sale
[3:31:25.800 --> 3:31:29.240]  has come to InfoWars with free shipping storewide
[3:31:29.240 --> 3:31:31.320]  and double Patriot Points.
[3:31:31.320 --> 3:31:34.160]  Don't shop with Amazon or other big tech companies
[3:31:34.160 --> 3:31:35.520]  that hate your guts.
[3:31:35.520 --> 3:31:37.720]  Take the InfoWars Christmas Challenge
[3:31:37.720 --> 3:31:39.680]  and support the fight for freedom.
[3:31:39.680 --> 3:31:42.320]  Finish your Christmas shopping with one click
[3:31:42.320 --> 3:31:44.080]  and support the InfoWars.
[3:31:44.080 --> 3:31:46.440]  For the 12 days of Christmas, we're
[3:31:46.440 --> 3:31:49.400]  adding a new special every day, plus free shipping,
[3:31:49.400 --> 3:31:53.080]  double Patriot Points, and extra stickers in every package
[3:31:53.080 --> 3:31:56.000]  to be good little elves and spread the InfoWars triggering
[3:31:56.000 --> 3:31:56.800]  lip tarts.
[3:31:56.800 --> 3:31:59.520]  Check in every day to find the new deals.
[3:31:59.520 --> 3:32:01.600]  We're also coming out of the gates with specials
[3:32:01.600 --> 3:32:02.760]  we've never had before.
[3:32:02.760 --> 3:32:07.040]  The Christmas Mega Pack is at cost at $99.95.
[3:32:07.040 --> 3:32:10.160]  Get two bottles of knockout, two bottles of Brain Force Plus,
[3:32:10.160 --> 3:32:13.840]  one box of Turbo Force, one bottle of Ultimate Crill Oil,
[3:32:13.840 --> 3:32:17.520]  and one bottle of Survival Shield X3 at cost.
[3:32:17.520 --> 3:32:20.560]  Again, find this amazing special and over 100 others
[3:32:20.560 --> 3:32:23.040]  at InfoWarsStore.com and support the InfoWarm.
[3:32:26.680 --> 3:32:29.520]  You're listening to the Alex Jones Show.
[3:32:29.520 --> 3:32:47.520]  The answer to 1984 is 1776.
[3:32:47.520 --> 3:32:59.520]  You're listening to the Alex Jones Show with Gerald Salente.
[3:32:59.520 --> 3:33:03.960]  Hello, hello, glad to be on the Alex Jones Show.
[3:33:03.960 --> 3:33:07.360]  So I was just talking about what's going on in France
[3:33:07.360 --> 3:33:10.040]  that hardly makes the media here.
[3:33:10.040 --> 3:33:12.200]  You've got over a million people taking to the streets,
[3:33:12.200 --> 3:33:14.480]  strikes, big time.
[3:33:14.480 --> 3:33:17.360]  They call Macron the little cots on over there,
[3:33:17.360 --> 3:33:20.000]  the prime minister, or president,
[3:33:20.000 --> 3:33:22.120]  whatever you want to call them.
[3:33:22.120 --> 3:33:24.280]  The president, I believe.
[3:33:24.280 --> 3:33:30.600]  He's a, they call him arrogant and disconnected
[3:33:30.600 --> 3:33:31.920]  to the people.
[3:33:31.920 --> 3:33:33.680]  He has a Rothschild boy.
[3:33:33.680 --> 3:33:36.680]  That's right, worked for the Rothschild man.
[3:33:36.680 --> 3:33:39.160]  Totally disconnected.
[3:33:39.160 --> 3:33:42.040]  And then you look at what's going on in Hong Kong.
[3:33:42.040 --> 3:33:44.840]  This weekend again, and nearly a million people
[3:33:44.840 --> 3:33:45.840]  to the streets.
[3:33:45.840 --> 3:33:49.880]  A million people in a place of 7.5, 7. something
[3:33:49.880 --> 3:33:51.560]  million people.
[3:33:51.560 --> 3:33:54.720]  In America, how many people you get out for a protest?
[3:33:54.720 --> 3:33:57.360]  A 325 million.
[3:33:57.360 --> 3:33:59.440]  Lucky to get a million out.
[3:33:59.440 --> 3:34:02.600]  There's no fight left back in this country.
[3:34:02.600 --> 3:34:05.400]  Then you take a look what's going on in Chile.
[3:34:05.400 --> 3:34:08.240]  Every week, more demonstrations going on.
[3:34:08.240 --> 3:34:11.000]  The billionaire running the show, Panera.
[3:34:11.000 --> 3:34:14.080]  Yeah, not the bread company, another piece of bread.
[3:34:14.080 --> 3:34:18.720]  Yeah, another billionaire.
[3:34:18.720 --> 3:34:26.320]  One country after another, Romania, Algeria, Lebanon,
[3:34:26.320 --> 3:34:36.200]  Bolivia, Colombia, Peru, Ecuador, Cameroon, Sudan,
[3:34:36.200 --> 3:34:44.440]  Zimbabwe, South Africa, Guinea, one nation after another.
[3:34:44.440 --> 3:34:48.120]  The people are revolting because it's
[3:34:48.120 --> 3:34:51.240]  revolting for what they're going through.
[3:34:51.240 --> 3:34:53.840]  All the money's gone to the top.
[3:34:53.840 --> 3:34:55.360]  Like the Bloomberg.
[3:34:55.360 --> 3:34:57.640]  You'd think Bloomberg would be anywhere
[3:34:57.640 --> 3:35:04.520]  if you didn't have all that dough with a personality like his.
[3:35:04.520 --> 3:35:07.800]  What is he spending, depending on whose numbers you're looking
[3:35:07.800 --> 3:35:13.440]  at, he spent about 50 million bucks already.
[3:35:13.440 --> 3:35:18.880]  He spent more than all the demo craps he's spent already.
[3:35:18.880 --> 3:35:21.440]  That's what America has turned into.
