[00:00.000 --> 00:15.000]  Jesse Peters is right.
[1:24:59.280 --> 1:25:04.800]  would have researched back this vaccine that was experiment when the word experimental came out
[1:25:04.800 --> 1:25:08.240]  that should have said it should have been a red flag oh maybe i should wait and not be the first
[1:25:08.240 --> 1:25:14.240]  person on the block to get this but that isn't what happened people that i respect that are smart
[1:25:14.240 --> 1:25:19.680]  intelligent people that would have looked at car facts before buying a used car ran out and got a
[1:25:19.680 --> 1:25:25.440]  vaccine that's never been with a new technology never really made it through animal testing
[1:25:25.440 --> 1:25:31.600]  completely uh unknown elements in the vaccine even your doctors don't know what's in it because
[1:25:31.600 --> 1:25:36.320]  they don't have to tell us under emergency use authorization and they went out and got this
[1:25:36.960 --> 1:25:40.240]  and here's the point that i've been making to people about this vaccine
[1:25:41.280 --> 1:25:46.880]  what we call a vaccine i shouldn't even use that term because a vaccine by law by technical terms
[1:25:46.880 --> 1:25:53.680]  is supposed to decrease transmission okay they've agreed this doesn't decrease transmission
[1:25:53.680 --> 1:25:59.120]  it just may on in the eway it may decrease symptoms a bit well that's a therapeutic agent
[1:25:59.120 --> 1:26:05.040]  that's not able to be mandated in any real i mean that would be like mandating a blood pressure
[1:26:05.040 --> 1:26:11.040]  medicine rather than another one you can't do that and so they've missed they've mislabeled things
[1:26:11.040 --> 1:26:16.640]  they've lied to us about these things and at the end of time people went out and they were so afraid
[1:26:16.640 --> 1:26:21.280]  by all the confusion and the isolation everything that happening that they took this vaccine without
[1:26:21.280 --> 1:26:27.040]  really knowing much about it and now we have numbers coming out that as we some of us predicted
[1:26:27.040 --> 1:26:31.040]  are not good numbers well that's what i was about to say what we're having a massive more numbers
[1:26:31.040 --> 1:26:35.360]  of deaths the hospitals this year actually full they weren't last year and they admitted the
[1:26:35.360 --> 1:26:39.760]  german and british news they even hide it that you're twice as likely in the hospital or die
[1:26:39.760 --> 1:26:43.840]  if you've had the shot and their answer is more shots even though they don't protect you i mean
[1:26:43.840 --> 1:26:50.640]  this is crazy right it it's again you know if people weren't afraid i think they would look
[1:26:50.640 --> 1:26:57.040]  at this more more realistically but they're being afraid and part of it is of course the non-stop
[1:26:57.040 --> 1:27:02.240]  propaganda on television that doesn't tell you in the mainstream media that doesn't tell you the
[1:27:02.240 --> 1:27:06.320]  truth about this so is it this really an IQ test the globalist clan they want to get rid of dumb
[1:27:06.320 --> 1:27:14.160]  people i don't agree with doing that but this really is a darwin awards here well some of the
[1:27:14.160 --> 1:27:17.920]  smartest people i know ran out and got this i mean it's hard to believe but they sure understand
[1:27:17.920 --> 1:27:21.760]  they go under stock on syndrome plus the children don't deserve this the children don't deserve
[1:27:22.800 --> 1:27:27.200]  yeah and that's the that's the point about the tavastock institute in mass mind control
[1:27:27.200 --> 1:27:32.160]  this is a scientific study they know how to do this they know how to push our buttons and make
[1:27:32.160 --> 1:27:37.440]  normal people not be acting normally i really think that's what's that's a major component here
[1:27:38.000 --> 1:27:42.960]  and i the other the other the other thing i always worry about is that as we're looking one
[1:27:42.960 --> 1:27:46.880]  direction what are they doing the other direction that's the other thing it's it's and that's the
[1:27:46.880 --> 1:27:50.160]  reason i want to get you on in the longer segments coming up it's starting out doctor
[1:27:51.520 --> 1:27:55.760]  exactly you're a smart lady big picture what are you expecting them to pull next
[1:27:57.280 --> 1:28:00.960]  well i think they're already pulling it i'm starting to see people
[1:28:00.960 --> 1:28:07.920]  that are younger people that are getting sick with something okay and but if you look at the
[1:28:08.720 --> 1:28:14.880]  at what we know about for example electromagnetic frequency toxicity it's indistinguishable from
[1:28:14.880 --> 1:28:20.800]  covid from what they call covid the idea we you know the idea is we don't have a nice little
[1:28:20.800 --> 1:28:24.960]  virus we're being told there's a virus we're being told it's airborne we're being told a lot of
[1:28:24.960 --> 1:28:31.120]  things that are not proven but we do know something about electromagnetic frequency and the history
[1:28:31.120 --> 1:28:38.320]  behind the pandemic of 1918 various flu pandemics in the past um that's right we know when new type
[1:28:38.320 --> 1:28:42.880]  of radiations are released it's that at first our bodies aren't used to it plagues are connected
[1:28:42.880 --> 1:28:47.600]  to that and now you're talking about major studies when we come back that just broke this week major
[1:28:47.600 --> 1:28:53.840]  studies by prestigious groups confirming that 5g radiation is causing symptoms identical
[1:28:53.840 --> 1:28:57.520]  to covid 19 and this is not a conspiracy theory this is proven stay with us
[1:29:00.160 --> 1:29:08.240]  cover commander here with an important message to humanity i have decided that all of you will
[1:29:08.240 --> 1:29:18.320]  take a special injection so that you will be safe but the injection is not ready yet and so i need
[1:29:18.320 --> 1:29:28.240]  all of you to stay indoors for the next 15 days to flatten the cans i also need you to wear a mask
[1:29:28.240 --> 1:29:36.480]  and i also need you to only shop at mega corporations that way we can consolidate control
[1:29:36.480 --> 1:29:45.600]  and bankrupt the world economy leaving companies that only i own profitable you will then be my
[1:29:45.600 --> 1:29:53.360]  slaves oh and then you'll get that special shot of hidden from cobra it will remove your immune
[1:29:53.360 --> 1:30:01.760]  system so you'll be dependent on me for the rest of your miserable lives this is a great sponsor
[1:30:01.760 --> 1:30:06.720]  we have one of the best deals you're going to find out there on a high quality high rated
[1:30:06.720 --> 1:30:11.760]  satellite phone so you can't be tracked you can't be traced it'll work anywhere in the world where
[1:30:11.760 --> 1:30:15.760]  you can see the sky you can also buy cheap antennas and things for in your car in your house that
[1:30:15.760 --> 1:30:20.560]  also are on the site info wars phone dot com that's just a side detection of these folks they supply
[1:30:20.560 --> 1:30:24.960]  the board for all everybody but their systems as well they're amazing folks and you get a free
[1:30:24.960 --> 1:30:31.600]  phone of six hundred and fifty dollar value absolutely free at info wars phone dot com smart
[1:30:31.600 --> 1:30:35.920]  phones are always tracking everything you do these aren't and the calls are free when folks call you
[1:30:35.920 --> 1:30:41.120]  you just pay ninety nine ninety five a month for your minutes a hundred and fifty minutes so the
[1:30:41.120 --> 1:30:44.720]  calls you were free works like a regular cell phone you're not being tracked or traced and i keep
[1:30:44.720 --> 1:30:48.880]  on my car i've given them to my parents as gifts way out the middle of nowhere where regular phones
[1:30:48.880 --> 1:30:54.000]  don't work they work info wars phone dot com or nine four one nine five five ten twenty nine four one
[1:30:54.000 --> 1:31:01.760]  nine five five ten twenty and ask the alex jones special everything i do is about victory for
[1:31:01.760 --> 1:31:07.600]  humanity everything i promote is about standing up against the new world order by empowering
[1:31:07.600 --> 1:31:12.880]  humanity well that's why reset wars dot com is so important not only is it a game changing course
[1:31:12.880 --> 1:31:18.800]  of critical information to unlock your mind from the matrix but it's something that gets around
[1:31:18.800 --> 1:31:26.240]  cloud swabs attempt to shut down american infrastructure and american jobs it is the
[1:31:26.240 --> 1:31:33.360]  true digital economy it's the spiritual economy of the mind and transcendent or control i've been
[1:31:33.360 --> 1:31:39.840]  on there 28 years and all of our work has been amazing thanks to god and and and god's divine
[1:31:39.840 --> 1:31:44.320]  empowerment and blessing but i gotta tell you out of everything i've done reset wars is the most
[1:31:44.320 --> 1:31:51.760]  important and it is now available now the month of december 2021 is here at reset wars dot com
[1:31:51.760 --> 1:31:57.760]  start your journey to the next level today at reset wars dot com the globalist fear this
[1:31:57.760 --> 1:32:04.640]  information everything i do is about victory for humanity everything i promote is about
[1:32:04.640 --> 1:32:09.440]  standing up against the new world order by empowering humanity well that's why reset wars
[1:32:09.440 --> 1:32:14.800]  dot com is so important not only is it a game changing course of critical information to unlock
[1:32:14.800 --> 1:32:21.680]  your mind from the matrix but it's something that gets around cloud swabs attempt to shut down
[1:32:21.680 --> 1:32:29.680]  american infrastructure and american jobs it is the true digital economy it's the spiritual economy
[1:32:29.680 --> 1:32:36.480]  of the mind and transcendent or control i've been on there 28 years and all of our work has been
[1:32:36.480 --> 1:32:41.920]  amazing thanks to god and and and god's divine empowerment and blessing but i gotta tell you
[1:32:41.920 --> 1:32:47.440]  out of everything i've done reset wars is the most important and it is now available now the
[1:32:47.440 --> 1:32:54.160]  month of december 2021 is here at reset wars dot com start your journey to the next level today
[1:32:54.160 --> 1:33:02.400]  at reset wars dot com the globalist fear this information leading a frontal assault on the
[1:33:02.400 --> 1:33:10.240]  lies of the new world order it's alex jones
[1:33:18.160 --> 1:33:26.400]  big brother mainstream media government cover-ups you want to stop tyranny well so does he
[1:33:26.400 --> 1:33:35.520]  live from the info wars dot com studios it's alex jones the medical rebel dot com see her
[1:33:35.520 --> 1:33:39.360]  great writings and amazing interviews and videos there and supporter the medical rebel dot com
[1:33:39.360 --> 1:33:46.960]  that early merit is our guest and i wanted to hit here the fact that i produced this film part two
[1:33:46.960 --> 1:33:51.600]  is out it's a five-part series very highly produced with robert fkj jr you name it everybody's in
[1:33:51.600 --> 1:33:55.840]  it and it is covered land the mask even more powerful than part one and part one's very
[1:33:55.840 --> 1:34:00.000]  powerful it's available right now ready to ship it out to you in time for christmas or before
[1:34:00.000 --> 1:34:03.760]  christmas you may be totally awake but your friends and family aren't get it donate to the
[1:34:03.760 --> 1:34:07.840]  library give it to the local college show it to your grandchildren whatever you do get it
[1:34:07.840 --> 1:34:12.720]  covered land at info wars store dot com and you get a free copy of two films i made about
[1:34:12.720 --> 1:34:17.360]  skull and bones bohemian grove and the secret societies that just predate intelligence agencies
[1:34:17.360 --> 1:34:23.920]  it's the same thing dark cigarettes inside bohemian grove and the order of death all on one dvd so get
[1:34:23.920 --> 1:34:29.840]  both of those films free with your purchase of covenland at info wars store dot com and their
[1:34:29.840 --> 1:34:34.240]  store ride free shipping right now and double pay trade points going back to dr lee merrick got
[1:34:34.240 --> 1:34:39.520]  interrupted by the break and you were getting into the tabastock institute and the mind control
[1:34:39.520 --> 1:34:44.400]  and then there's a greg rich report that i'll put on screen that has the different medical studies
[1:34:44.400 --> 1:34:49.200]  that came out years ago about 5g before covet came out and then currently in the new ones that it
[1:34:49.200 --> 1:34:55.040]  indeed pushes oxygen out of the blood and causes other effects scientific study concludes that
[1:34:55.040 --> 1:35:02.800]  5g exacerbated covet that just broke and you were going there doctor please continue well yeah we
[1:35:02.800 --> 1:35:09.520]  know how this works i mean it's not that we haven't looked at the science what happens and what happens
[1:35:09.520 --> 1:35:16.560]  is when you're in an electromagnetic field um you you actually your metabolism depends on
[1:35:16.560 --> 1:35:21.760]  your being able to have an electron transport chain in your mitochondria the mitochondria the
[1:35:21.760 --> 1:35:28.160]  little parts of your cells that they're like your furnaces they would produce power from from food
[1:35:28.160 --> 1:35:33.920]  and when you disrupt that electron chain ever so slightly you disrupt your ability to optimize
[1:35:33.920 --> 1:35:39.840]  metabolize optimally metabolize food and that's essentially what happens if you're toxic from
[1:35:39.840 --> 1:35:45.840]  radio frequency radiation non-ionizing radiation now it's interesting that when you go back to
[1:35:46.480 --> 1:35:51.360]  and i have my family is filled with electrical engineers and they they all think i'm a little
[1:35:51.360 --> 1:35:56.160]  nuts because they're working in the macro environment but it's true that might we're
[1:35:56.160 --> 1:36:02.560]  dealing with microcurrents and nano you know very very small currents that are going through
[1:36:02.560 --> 1:36:08.800]  that are causing this it's not it doesn't take a lot in 1918 that's very interesting i mentioned
[1:36:08.800 --> 1:36:15.920]  earlier they never proved transmission of the of flu they tried i mean they did even things like
[1:36:15.920 --> 1:36:21.280]  taking and i apologize the term snot but that's but not a technical medical term but you know what
[1:36:21.280 --> 1:36:25.520]  it is the goober's from your nose and your lungs and they they they put it into healthy people they
[1:36:25.520 --> 1:36:31.440]  couldn't get them sick they also literally spun that stuff down tried to purify it essentially
[1:36:31.440 --> 1:36:35.840]  make it so if there were a small particle in there and be concentrated and injected it into
[1:36:35.840 --> 1:36:40.480]  volunteers and they didn't get the flu horses came down with this but they couldn't they couldn't be
[1:36:41.520 --> 1:36:46.080]  they couldn't transmit it from horse to horse so what was going on well it's interesting that we
[1:36:46.080 --> 1:36:51.120]  call it the spanish flu why do we do that because it didn't start in spain it started in fort riley
[1:36:51.120 --> 1:36:57.040]  kansas and what was happening there well we were training a group of army guys to go overseas
[1:36:57.040 --> 1:37:02.000]  and among those were telegraphers the people that are learning to do morse code and it was
[1:37:02.000 --> 1:37:08.240]  the first time that humans were really around interrupted electrical signals alternating
[1:37:08.240 --> 1:37:15.040]  currents and what happened is even before that we had not we called it telegraphers disease telegram
[1:37:15.040 --> 1:37:19.600]  operators as soon as the lines went up started getting sick not necessarily dying but they were
[1:37:19.600 --> 1:37:26.160]  getting sick around the the world and so in 1918 four things came together we had the telegraphers
[1:37:26.160 --> 1:37:31.520]  being trained in fort riley kansas it's the first time that we gave our military a battery of
[1:37:31.520 --> 1:37:38.880]  vaccines before they went overseas we had a drug that was being given inappropriately it was called
[1:37:38.880 --> 1:37:44.320]  aspirin and the bayer at aspirin had lost their patent and were convincing doctors through the
[1:37:44.320 --> 1:37:49.600]  am a to use it whenever there was a fever and then we have a lot of these memory books from 1918
[1:37:49.600 --> 1:37:55.200]  that show doctors just public you know pushing handfuls of aspirin into these young recruits
[1:37:55.200 --> 1:38:01.600]  that were sick with the the so-called flu well in the ultimately we sent out a pathologist
[1:38:01.600 --> 1:38:07.200]  william welts from the arm forces institute pathology who did an autopsy on these people in 1918
[1:38:07.200 --> 1:38:12.800]  and what he found was bloody lungs that they were bleeding into their lungs again inflammation
[1:38:12.800 --> 1:38:18.480]  and aspirin overdose explains some of this a lot of people died but it's interesting who it was and
[1:38:18.480 --> 1:38:23.120]  what and then when it went overseas think what we also did we also vaccinated our overseas people
[1:38:23.120 --> 1:38:32.960]  and we we took over the telegram and ways to do high high volume signaling with this thing so we
[1:38:32.960 --> 1:38:36.640]  get it across the english channel to france etc so and dr. medic let me just back up what you're
[1:38:36.640 --> 1:38:39.840]  saying because i've been studying this long before this even happened i know you have
[1:38:39.840 --> 1:38:44.320]  and this is mainline medical research what you're saying isn't like something kooks came up with
[1:38:44.320 --> 1:38:49.280]  then here's the difference they argue well the sun is this giant electromagnetic microwave
[1:38:49.280 --> 1:38:54.240]  show why are you well we but but it comes up gradually it goes down gradually and it's based
[1:38:54.240 --> 1:38:59.760]  on when we go to bed when we get up we got a habit in our skin to live and yet gives us cancer
[1:38:59.760 --> 1:39:03.600]  actually in the end so we needed to live but it also kills us it's what makes the plants grow
[1:39:03.600 --> 1:39:08.480]  we're in a high level of electromagnetic radiation but what i've read from the studies is
[1:39:08.480 --> 1:39:13.360]  they've done this with ants with birds and with plants with just the regular cell towers that are
[1:39:13.360 --> 1:39:17.760]  again are the longer wavelengths and of course up closer really deadly just like the small ones
[1:39:17.760 --> 1:39:23.440]  it's not debatable you can type in 5g in cancer and you've got wired magazine articles five years
[1:39:23.440 --> 1:39:27.920]  ago with prestigious you know scientists saying yeah massive increase in cancer it's that it's
[1:39:27.920 --> 1:39:34.480]  flicking on and off it's constantly oscillating and and so your body at a level is electrochemically
[1:39:34.480 --> 1:39:39.840]  giving itself orders it also gets that influx from the universe so there's more crimes and stuff with
[1:39:39.840 --> 1:39:44.320]  the moon so we're getting a more electromagnetic radiation at night we're not used to and so it's
[1:39:44.320 --> 1:39:50.960]  the constant billions of changes an hour just all these different fields all of this then causing
[1:39:50.960 --> 1:39:55.840]  issues inside the cells then you add a new pathogen to that and it can cause all sorts of
[1:39:55.840 --> 1:40:01.600]  strange mutations that's my laypersons read is that accurate i think that's pretty close the the
[1:40:01.600 --> 1:40:07.280]  you know the the um the i can's law of the body we learned in medical school it says the body
[1:40:07.280 --> 1:40:13.440]  responds to rate of change so if something is gentle and it starts slowly you can adapt to it
[1:40:13.440 --> 1:40:18.000]  to some degree but you're right when it keeps flicking on and off it's hard and that's what
[1:40:18.000 --> 1:40:22.640]  happened when you bring up the sun you know most people don't realize that before the telegram lines
[1:40:22.640 --> 1:40:28.480]  were laid we didn't have seasonal influenza influenza was something that had a worldwide
[1:40:28.480 --> 1:40:33.600]  outburst influenza comes from the word to influence it nobody knew what it was for from
[1:40:33.600 --> 1:40:40.000]  but they knew that periodically uh in the you know back into the 1500s and 1700s these boom
[1:40:40.000 --> 1:40:45.520]  they'd be an outbreak all around the world and then it would be absent for decades and then
[1:40:45.520 --> 1:40:49.680]  what happened again and it turned out a very smart astronomer i think from winnipeg looked back at
[1:40:49.680 --> 1:40:55.200]  this and said it correlates with sunspot activity and so it war so to wars i mean i mean like even
[1:40:55.200 --> 1:41:00.400]  bang capital uh goldman sacks they're all obsessed with sunspots in their own literature they know
[1:41:00.400 --> 1:41:06.480]  this is real yeah so so there's a lot of things happening here and so i don't believe it's all
[1:41:06.480 --> 1:41:10.800]  psychologic operation i personally think we've we've even the mainstream media has come to the
[1:41:11.520 --> 1:41:16.960]  belief that the spike protein was manipulated it's genetic material taken from nature taken into
[1:41:16.960 --> 1:41:22.640]  labs manipulated to harm people so by definition that's a bio weapon now keep in mind if that's a
[1:41:22.640 --> 1:41:27.920]  bio weapon when your body produces the same spike protein haven't been giving these this RNA or DNA
[1:41:27.920 --> 1:41:33.760]  vaccine it's also a bio weapon i totally agree dr merit so what do you think they're really doing
[1:41:33.760 --> 1:41:38.240]  because obviously multiple injections was always pre-planned they admitted so now they say it's
[1:41:38.240 --> 1:41:42.400]  permanent you were on the you know years ago saying that was going to come this is clearly a
[1:41:42.400 --> 1:41:48.240]  plan now we now know that where's the plan go i think it goes i think the 5g is part of the end
[1:41:48.240 --> 1:41:54.960]  game i really do i think that they're distracting us with all the everything else and quite frankly
[1:41:54.960 --> 1:42:01.120]  i feel confident that we are going to master the disease process right now we could be saving a lot
[1:42:01.120 --> 1:42:06.320]  more people if we if people would put things in their homes like nebulizers pulse oximeters
[1:42:06.320 --> 1:42:11.280]  stock up on ivermectin that they won't let us do stock up on these things we could probably solve
[1:42:11.280 --> 1:42:16.400]  90 percent of this or more we always are going to have disease among humans but i'm angry they're
[1:42:16.400 --> 1:42:20.640]  trying to stop us fixing the problem yeah but they're trying to stop us fixing the problem
[1:42:20.640 --> 1:42:25.520]  while we're so concentrated on this what else is going on i can't prove this they're making
[1:42:25.520 --> 1:42:29.440]  what else is going on they're putting the 5g in they're collapsing the borders they're destroying
[1:42:29.440 --> 1:42:35.440]  the dollar they're getting ready for the cyber attack yeah activating this and i've heard uh you
[1:42:35.440 --> 1:42:41.680]  know uh a friend of mine who's a researcher was sent some video from china that claimed that the
[1:42:41.680 --> 1:42:47.440]  chinese uh it's a it's a leak apparently i've got it on my telegram she's got it on hers uh linfin
[1:42:48.080 --> 1:42:54.400]  it it it's chinese talking about how uh their goal is to vaccinate all our military and then
[1:42:54.400 --> 1:42:59.520]  they won no that's right we'll we'll talk about that when we come back stay with us rarely in life
[1:42:59.520 --> 1:43:09.200]  you come upon something that is an absolute 360 win and this is a 360 win situation for everybody
[1:43:09.200 --> 1:43:15.920]  that loves liberty that loves health uh that loves being informed and loves being free ladies and
[1:43:15.920 --> 1:43:21.280]  gentlemen when you buy amazing high quality supplements at info or store.com where you get
[1:43:21.280 --> 1:43:27.280]  books or films or water filtration or air filtration all of that makes you healthier all of that makes
[1:43:27.280 --> 1:43:32.640]  you wiser and your purchase keeps info wars on the air at a time when it's so critical and the
[1:43:32.640 --> 1:43:39.760]  world is finally waking up helps supercharge the great awakening even more into the year 2022
[1:43:39.760 --> 1:43:46.000]  please make the resolution to get vitamin mineral fusion dna force plus ultimate bone broth our great
[1:43:46.000 --> 1:43:53.040]  vitamin d3 product winner son and others hit up to 60 off at infowarstore.com it is a 360 win the only
[1:43:53.040 --> 1:43:59.200]  way to fail is if you don't take action please visit infowarstore.com now all of the experts agree
[1:43:59.200 --> 1:44:03.920]  that getting proper sleep is the cornerstone of good health it has been proven that a poor sleep
[1:44:03.920 --> 1:44:09.840]  schedule is linked with numerous health problems including weight gain memory issues mood changes
[1:44:09.840 --> 1:44:15.680]  poor concentration and even a weakened immune system introducing rocket rest the new product from our
[1:44:15.680 --> 1:44:21.600]  dr jones naturals line at infowarstore.com the new rocket rest formula is loaded with the best
[1:44:21.600 --> 1:44:27.600]  natural ingredients to help not only improve your quality of sleep but help you wake up feeling refreshed
[1:44:27.600 --> 1:44:33.360]  many competitors sleep formulas focus only on getting you to sleep but rocket rest was specifically
[1:44:33.360 --> 1:44:39.680]  formulated to help you feel rested and ready to take on the next day it uses a unique quick release
[1:44:39.680 --> 1:44:44.640]  capsule system to ensure fast delivery of deep sleep support ingredients like melatonin and
[1:44:44.640 --> 1:44:50.720]  magnesium rocket rest helps you fall asleep fast stay asleep and wake up feeling rested so get the
[1:44:50.720 --> 1:44:56.960]  new rocket rest formula from dr jones naturals right now at infowarstore.com so you're ready to
[1:44:56.960 --> 1:45:03.440]  take off i've been fighting as hard as i can for almost 28 years against the globalist i wanted to
[1:45:03.440 --> 1:45:09.120]  stop their agenda i wanted to wake up the world and stop them dead in their tracks before they
[1:45:09.120 --> 1:45:14.960]  went operation but we failed yes a lot of people are awake yes we're not getting caught flat footed
[1:45:14.960 --> 1:45:21.760]  but they are going ahead with their full operational deindustrialization great reset and that's why it's
[1:45:21.760 --> 1:45:26.960]  more important than ever that all viewers and all listeners tell everybody they know about the show
[1:45:26.960 --> 1:45:31.440]  because people are ready to wake up and ready to hear the truth so we've got an information warfare
[1:45:31.440 --> 1:45:35.680]  of the enemy and trying to stop their agenda we've also got to get personally prepared and one of
[1:45:35.680 --> 1:45:39.760]  the number one things to do is high quality storeable food you've got the best food ready to ship at
[1:45:39.760 --> 1:45:45.440]  very affordable prices at infowarstore.com so whether it's a month or a six month or a year supply
[1:45:45.440 --> 1:45:51.280]  or specialty diets it's ready to ship right now lock your orders in before food prices go up and
[1:45:51.280 --> 1:45:56.160]  before there are long lines and waits because believe me serious times are coming get ready at
[1:45:56.160 --> 1:46:02.560]  infowarstore.com you and run contact tracers aren't coming they're here all over the world from
[1:46:02.560 --> 1:46:07.440]  australia to the united states from canada to germany these tyrants are tracking everything
[1:46:07.440 --> 1:46:12.480]  you do everywhere you go then coming to your house and threatening in some cases actually taking
[1:46:12.480 --> 1:46:18.480]  people away into the night to their facilities and they're planning in the next year to expand
[1:46:18.480 --> 1:46:23.680]  their shield process where they come and take quote healthy people away and put them in facilities
[1:46:23.680 --> 1:46:28.400]  for their safety this is nothing less than martial law and one big thing you can do to fight back
[1:46:28.400 --> 1:46:32.880]  is to get high quality faraday cages many of which are made here in america and are very
[1:46:32.880 --> 1:46:39.280]  compliant meaning us government military grade at infowarstore.com we have the entire line of
[1:46:39.280 --> 1:46:45.200]  silent pocket ready to ship to you when you visit infowarstore.com again we have big backpacks
[1:46:45.200 --> 1:46:50.000]  we have special dry bags we've got them for cell phones we've got them for laptops we've got them
[1:46:50.000 --> 1:46:56.080]  for ipads it's all there at infowarstore.com so protect your privacy today and support the info
[1:46:56.080 --> 1:47:06.480]  war at infowarstore.com leading a frontal assault on the lies of the new world order it's alex jones
[1:47:20.000 --> 1:47:24.400]  got your lead merits our guests and i've got to do a commercial free podcast soon with her
[1:47:24.400 --> 1:47:29.360]  so she can really roll and go through all this you know i got dr peter mccullough on joe rogan
[1:47:29.360 --> 1:47:33.120]  and they're saying that's going to be his biggest interview yet it may even break records that i
[1:47:33.120 --> 1:47:38.160]  said and that elon must set to be the number one podcast he's ever done it's over 20 million people
[1:47:38.160 --> 1:47:44.160]  just on one platform so far 40 million total as of last night so that's very exciting news and
[1:47:44.160 --> 1:47:49.440]  joe rogan kept asking him why are they doing this and dr mccullough doesn't want to go that extra
[1:47:49.440 --> 1:47:54.480]  mile i get it he's a doctor he's a he's been an fda scientist he doesn't want to speculate but this
[1:47:54.480 --> 1:48:00.800]  is political at the end of the day it's about a takeover it's about depopulation so dr lee marrett
[1:48:00.800 --> 1:48:05.440]  i want to thank you so much for being here with us today i've got a few more questions for you
[1:48:05.440 --> 1:48:09.840]  and again please come back on a commercial free show because an hour is then uninterrupted
[1:48:09.840 --> 1:48:13.440]  but but what else do you want to impart to the listeners and viewers of the show
[1:48:13.440 --> 1:48:20.320]  well you know jade grover one time said that the individual's handicap by coming face to
[1:48:20.320 --> 1:48:25.520]  face with a conspiracy so monsters that he cannot believe it exists that's part of what's
[1:48:25.520 --> 1:48:31.920]  happening here the biggest lie we've ever been involved with and it's engendering fear and fear
[1:48:31.920 --> 1:48:37.520]  is the that's what's going to take us down so i think there there are really four things we need
[1:48:37.520 --> 1:48:42.720]  to do to get out of this the first thing is people need to turn off their tv and movies
[1:48:42.720 --> 1:48:48.320]  because it's used for predictive programming and to an outright propaganda it really is i mean you
[1:48:48.320 --> 1:48:52.720]  cannot you cannot look at the numbers scientifically and then look at what they're telling you and make
[1:48:52.720 --> 1:48:59.600]  any sense of it um and everybody needs to get into this fight now because first of all purpose in
[1:48:59.600 --> 1:49:05.120]  life is a great antidote to fear but next the second point is is that when five g's fully
[1:49:05.120 --> 1:49:10.720]  implemented if that really is the point um it's a directed energy weapon that's what it was designed
[1:49:10.720 --> 1:49:16.400]  for and we're going to have to take this on we can't just sit by because it will it will come
[1:49:16.400 --> 1:49:22.720]  into our homes um and by the way we found a bunch of cia documents we covered my reset wars piece
[1:49:22.720 --> 1:49:26.320]  where they were admitting decades ago they were going to put up towers for mind control
[1:49:26.320 --> 1:49:30.720]  to control the populace of course that's the logical extension of control freak bureaucrats
[1:49:30.720 --> 1:49:37.920]  and mad scientist given unlimited power yeah i mean you know this was five g was used for a
[1:49:37.920 --> 1:49:43.200]  directed energy weapon and it was a denial of access weapon in places like iraq you turn on
[1:49:43.200 --> 1:49:48.400]  five g you turn up the power you hit the right frequency and it resonates with everybody's
[1:49:48.400 --> 1:49:53.040]  hair follicles so it makes you feel like you're completely on fire well that's the next thing
[1:49:53.040 --> 1:49:59.040]  everybody's talking about their hair falling out in the five g areas yeah i don't know what to make
[1:49:59.040 --> 1:50:05.040]  of that i've i've i've that's been a problem i i think uh what happens is it can be from being
[1:50:05.040 --> 1:50:10.240]  just from being sick can do it but i agree with you that there is a lot of suspicious things another
[1:50:10.240 --> 1:50:15.360]  one um pink urine believe it or not that's one of the things it turns out people that are more
[1:50:15.360 --> 1:50:22.800]  sensitive to electrical magnetic frequency toxicity have a have a defect in their porphyrin
[1:50:22.800 --> 1:50:29.200]  manufacturing what makes hemoglobin and one of the ways it shows up is you have pink urine sometimes
[1:50:29.200 --> 1:50:35.600]  so by the way it shows like better call sol the rest of it make fun of people that talk about this
[1:50:35.600 --> 1:50:41.280]  but you can type in cell phone towers or five g cancer and get prestigious reports going back
[1:50:41.280 --> 1:50:46.080]  decades what we're talking about is not debatable i mean the fact is what is in your cell phone is
[1:50:46.080 --> 1:50:51.680]  the same thing in a microwave oven the difference is a microwave oven is shielded right and it's
[1:50:51.680 --> 1:50:56.400]  not completely shielded right that's why they tell you to be careful when you've got uh pacemakers
[1:50:56.400 --> 1:50:59.760]  and what are they telling you with the new iphone be careful if you don't buy one if you have a new
[1:50:59.760 --> 1:51:06.640]  pacemaker um yeah neurosurgeons know about this and they the same you know who controls you when
[1:51:06.640 --> 1:51:12.720]  you know whom you cannot criticize and the telecommunications industry has the same uh
[1:51:12.720 --> 1:51:19.120]  indemnity from lawsuit that the vaccine industry does and anybody and that's the point every time
[1:51:19.760 --> 1:51:25.440]  you know i've been in medicine for 45 years uh i've actually been instrumental in taking a drug
[1:51:25.440 --> 1:51:31.680]  off the market that was not a good drug nobody nobody when you know and when vioxx came out
[1:51:31.680 --> 1:51:35.760]  after three weeks i recognized it wasn't a good drug it took the fd three years to take it off
[1:51:36.400 --> 1:51:41.520]  but when i started speaking against vioxx nobody said oh that's one of those crazy
[1:51:41.520 --> 1:51:47.120]  cox two inhibitor you know non blah blah blah no but you you don't like one vaccine and suddenly
[1:51:47.120 --> 1:51:53.520]  you're an anti-vaxxer and you know you're a tinfoil hat if you speak against 5g i i think that we
[1:51:53.520 --> 1:51:58.480]  see a pattern here the answer is not to argue the science the answer is to demonize the people
[1:51:58.480 --> 1:52:06.560]  speaking out and this one everybody better wake up to because it's not by accident that this is
