[00:00.000 --> 00:28.000]  Info wars. Tomorrow's news. Today.
[02:55:11.800 --> 02:55:17.800]  we will see China move aggressively, I believe, economically and in supply chains against the United States.
[02:55:17.800 --> 02:55:21.800]  And as you know, Russia is now calling up over a million extra men.
[02:55:21.800 --> 02:55:27.800]  Absolutely. Wide-spread mobilization. Russia is planning for full on-war with NATO,
[02:55:27.800 --> 02:55:31.800]  and I think that there's no way that Germany doesn't get pulled into this.
[02:55:31.800 --> 02:55:37.800]  Poland already realizes this. They're trying to bring up hundreds of thousands of troops in order to face off against Russia.
[02:55:37.800 --> 02:55:44.800]  The UK is way behind the curve, and the US is behind the curve, because the US is led right now by, again,
[02:55:44.800 --> 02:55:49.800]  I would say, woke idiots in the State Department who don't understand warfare, they don't understand logistics,
[02:55:49.800 --> 02:55:54.800]  or even cause and effect, and they certainly don't understand Russia and Russian history.
[02:55:54.800 --> 02:56:00.800]  So the US is about to get really hammered hard on a two-front war, kinetic from Russia,
[02:56:00.800 --> 02:56:07.800]  economic from China, and also financial through the new launch of the BRICS Plus Nation's global reserve currency system
[02:56:07.800 --> 02:56:10.800]  backed by commodities such as gold and energy.
[02:56:10.800 --> 02:56:17.800]  I don't know how the US comes out of this as the dominant major player anymore.
[02:56:17.800 --> 02:56:20.800]  I don't think that's possible at all. It's going to be a multi-polar world.
[02:56:20.800 --> 02:56:26.800]  In closing, what do you make of the Davos Group admitting, or is this a type of foil, they're having their ass kicked, everybody hates them,
[02:56:26.800 --> 02:56:31.800]  they're, like, hitting the panic button, censor, censor, help us, help us, their minions are getting removed from office everywhere.
[02:56:31.800 --> 02:56:34.800]  What do you make of what's happening in the Davos Group?
[02:56:34.800 --> 02:56:39.800]  Well, I think they've reached this level of desperation where they can no longer hide, and part of that, by the way,
[02:56:39.800 --> 02:56:45.800]  is the credit is due to you. You were out there going to these kinds of meetings, you know, a decade ago,
[02:56:45.800 --> 02:56:49.800]  when everybody thought it was a conspiracy theory that these weren't even happening.
[02:56:49.800 --> 02:56:56.800]  You know, you blaze a trail on that, but they have nothing left in the tank other than to just admit it all
[02:56:56.800 --> 02:57:00.800]  and just try to force everything down your throat, and that's why I think they will ultimately fail.
[02:57:00.800 --> 02:57:05.800]  But in the process of the globalist failing, they will destroy national economies,
[02:57:05.800 --> 02:57:10.800]  they will kill a couple of billion human beings on this planet, that process has already begun,
[02:57:10.800 --> 02:57:15.800]  and they will destroy abundance for probably a generation.
[02:57:15.800 --> 02:57:19.800]  I agree, they're at war with the prosperity, and they admit that, because they want us poor to control us.
[02:57:19.800 --> 02:57:21.800]  That's what it's all about.
[02:57:21.800 --> 02:57:24.800]  NaturalNews.com, Mike Adams, incredible interview, always watch your work.
[02:57:24.800 --> 02:57:26.800]  Thank you so much, my friend.
[02:57:26.800 --> 02:57:27.800]  Thank you, Alex. Take care.
[02:57:27.800 --> 02:57:29.800]  All right, I'm going to do another five minutes when I come back,
[02:57:29.800 --> 02:57:34.800]  get a few big stories we haven't gotten to, and then I'm going to introduce the counter spin co-hosts
[02:57:34.800 --> 02:57:40.800]  that are going to be joining us to talk about the huge news that's unfolding in New Zealand and more.
[02:57:40.800 --> 02:57:46.800]  But Zeal has been ground zero for their control.
[02:57:46.800 --> 02:57:59.800]  What have you had the plans to the Death Star?
[02:57:59.800 --> 02:58:02.800]  What have you knew the globalist operations that can stop it?
[02:58:02.800 --> 02:58:04.800]  Well, we've done the research.
[02:58:04.800 --> 02:58:08.800]  We have the number one best-selling book in the country, not just in politics, but period.
[02:58:08.800 --> 02:58:10.800]  It's the great reset in the war for the world.
[02:58:10.800 --> 02:58:14.800]  You get a signed copy of this, the last 1400, Keep Info Wars on the Air.
[02:58:14.800 --> 02:58:15.800]  Please take action.
[02:58:15.800 --> 02:58:17.800]  I want to thank you all for your past support.
[02:58:17.800 --> 02:58:23.800]  Get one of these signed copies and know you kept Info Wars on the air at the most critical juncture in our history.
[02:58:23.800 --> 02:58:25.800]  Again, 2023 is here.
[02:58:25.800 --> 02:58:27.800]  The last round of signed copies of the book.
[02:58:27.800 --> 02:58:32.800]  We also have unsigned copies as well, but signed copies are limited and are about to run out.
[02:58:32.800 --> 02:58:33.800]  Thank you for your support.
[02:58:33.800 --> 02:58:38.800]  Again, get yours at infowarstore.com.
[02:59:04.800 --> 02:59:12.800]  We've gone directly to the source, and that means we can give you lower prices on the very same high quality supplements.
[02:59:12.800 --> 02:59:14.800]  And in some cases, even better.
[02:59:14.800 --> 02:59:20.800]  Introducing Info Wars MD at infowarstore.com.
[02:59:20.800 --> 02:59:25.800]  Info Wars MD exclusively at infowarstore.com has 10 new products.
[02:59:25.800 --> 02:59:36.800]  Tumeric 95, libido RX, better mood, nitric boost, much room max, a new tropic, angels fatality collagen, superfood greens, and more.
[02:59:36.800 --> 02:59:37.800]  Just taking superfood greens.
[02:59:37.800 --> 02:59:45.800]  This is the highest quality greens out there, and it's at a price way, way lower than the same product on store shelves for twice the cost.
[02:59:45.800 --> 02:59:55.800]  Alright, Info Wars MD at infowarstore.
[03:00:15.800 --> 03:00:16.800]  We'll play this during the full show.
[03:00:16.800 --> 03:00:17.800]  I didn't get to it yet.
[03:00:17.800 --> 03:00:18.800]  The video is longer.
[03:00:18.800 --> 03:00:26.800]  But here is a clip from two years ago, two years and two months ago, where we lay out the global bombshell that the University of Texas had tested.
[03:00:26.800 --> 03:00:33.800]  What is the COVID vaccine on rats and mice a year ago and knew exactly what it was going to do.
[03:00:33.800 --> 03:00:35.800]  So here we are, war in the world now all confirmed.
[03:00:35.800 --> 03:00:40.800]  We'll play a few minutes of this, go to break and come back with our guest host, the big news from New Zealand.
[03:00:40.800 --> 03:00:48.800]  Bubble bombshell, University of Texas research team warns coronavirus vaccines cause massive heart attacks, strokes, blood clots.
[03:00:48.800 --> 03:00:50.800]  It says it says don't take it.
[03:00:50.800 --> 03:00:51.800]  It's definitive.
[03:00:51.800 --> 03:00:58.800]  You have to understand, I know other people in this office who've had family have strokes and heart attacks, but they don't want to come on air.
[03:00:58.800 --> 03:01:01.800]  Way more than normal would be dying of these nursing homes and it's all the same.
[03:01:01.800 --> 03:01:02.800]  They never get out of bed again.
[03:01:02.800 --> 03:01:05.800]  They have convulsions or they have heart attacks or strokes.
[03:01:05.800 --> 03:01:10.800]  They are really killing a crap load of people right now with these damn vaccines and maiming tons of others.
[03:01:10.800 --> 03:01:14.800]  And maybe you don't care about those people because they're too dumb, you know, and took it or too trusting.
[03:01:14.800 --> 03:01:17.800]  But it's going to weigh the economy down.
[03:01:17.800 --> 03:01:21.800]  A bunch of them are going to be zombies now with strokes and stuff.
[03:01:21.800 --> 03:01:30.800]  There has been enough cases of people who have had the vaccine, received the vaccine and then suffered a stroke.
[03:01:30.800 --> 03:01:38.800]  Ladies and gentlemen, this doesn't protect you from COVID-19.
[03:01:38.800 --> 03:01:43.800]  You don't go back to normal when you get it and you certainly your body is going to be riddled with problems.
[03:01:43.800 --> 03:01:46.800]  They picked something that attacks the cardiovascular system.
[03:01:46.800 --> 03:01:51.800]  It's going to kill a lot of old people right away, but it's going to kill others down the road.
[03:01:51.800 --> 03:01:54.800]  And then as they say, you got to get more, more, more because it doesn't work.
[03:01:54.800 --> 03:01:56.800]  Well, it is working.
[03:01:56.800 --> 03:01:59.800]  It gives you cardiovascular disease amongst other things.
[03:01:59.800 --> 03:02:01.800]  And it attacks your uterus.
[03:02:01.800 --> 03:02:03.800]  This is it.
[03:02:03.800 --> 03:02:05.800]  That's what the former VP of Pfizer says.
[03:02:05.800 --> 03:02:07.800]  It's a depopulation weapon.
[03:02:07.800 --> 03:02:10.800]  Go to the live show feed of the broadcast.
[03:02:10.800 --> 03:02:12.800]  Put it back on screen, please.
[03:02:12.800 --> 03:02:21.800]  With the headline, Global Bombshell, University of Texas research team warns coronavirus vaccines cause massive heart attacks, strokes, blood clots.
[03:02:21.800 --> 03:02:22.800]  It says it.
[03:02:22.800 --> 03:02:23.800]  It says, don't take it.
[03:02:23.800 --> 03:02:25.800]  It's definitive.
[03:02:25.800 --> 03:02:31.800]  And under the live show feed, scroll down under the video of the show that you share is the study.
[03:02:31.800 --> 03:02:34.800]  It's on that page. Save some lives now.
[03:02:34.800 --> 03:02:35.800]  Fight back.
[03:02:35.800 --> 03:02:36.800]  That's why they've been censoring everybody.
[03:02:36.800 --> 03:02:40.800]  They can only get away with this covert attack if no one's warning them.
[03:02:40.800 --> 03:02:41.800]  Sarah in Illinois.
[03:02:41.800 --> 03:02:44.800]  Thanks for holding.
[03:02:44.800 --> 03:02:45.800]  Hi, Alex.
[03:02:45.800 --> 03:02:46.800]  My name is Sarah.
[03:02:46.800 --> 03:02:48.800]  I am actually a school counselor in Illinois.
[03:02:48.800 --> 03:02:51.800]  I work with K through two students.
[03:02:51.800 --> 03:02:58.800]  And one of the teachers I actually work with had to go home on Tuesday because I heard that her mom fell down the stairs.
[03:02:58.800 --> 03:03:05.800]  And I found out today that her mom fell down the stairs because she had a stroke and a heart attack.
[03:03:05.800 --> 03:03:08.800]  And now she has a traumatic brain injury.
[03:03:08.800 --> 03:03:13.800]  But this happened like two days after she took her second COVID vaccination.
[03:03:13.800 --> 03:03:19.800]  Dr. Fauci back controversial law and lab with US dollars for risky research.
[03:03:19.800 --> 03:03:24.800]  And then we've got him actually studying to see what coronavirus vaccines would do.
[03:03:24.800 --> 03:03:29.800]  And he found it caused massive blood clots, heart attacks, bleeding lungs and brain.
[03:03:29.800 --> 03:03:34.800]  This is the coach that lives here in Austin whose niece works here.
[03:03:34.800 --> 03:03:38.800]  She's a young lady in her early 20s.
[03:03:38.800 --> 03:03:42.800]  And he took the shot.
[03:03:42.800 --> 03:03:46.800]  I got his medical records and had a stroke.
[03:03:46.800 --> 03:03:50.800]  He just recently had a physical before this happened was an excellent bill of health.
[03:03:50.800 --> 03:03:56.800]  45 years old.
[03:03:56.800 --> 03:04:00.800]  Here's his medical records right here.
[03:04:00.800 --> 03:04:07.800]  So we're going to be showing you all of that coming up the start of the next hour.
[03:04:07.800 --> 03:04:12.800]  And you have to understand, I know other people in this office who've had family have strokes and heart attacks,
[03:04:12.800 --> 03:04:14.800]  but they don't want to come on air.
[03:04:14.800 --> 03:04:20.800]  I can walk through this building and almost everyone that works here has family that works in a nursing home
[03:04:20.800 --> 03:04:26.800]  or family that's a firefighter or family that's got a mother or a father or a brother or an uncle
[03:04:26.800 --> 03:04:30.800]  who's either dead or had a heart attack or a stroke.
[03:04:30.800 --> 03:04:35.800]  And we open the phones up and medical doctor calls and says, yeah, I serve as four nursing homes
[03:04:35.800 --> 03:04:40.800]  and now they're losing about 10% of the people after the two weeks.
[03:04:40.800 --> 03:04:44.800]  And that's we're going to come back. We're going to introduce the guest host.
[03:04:44.800 --> 03:04:47.800]  I've just got a few questions for him before I hand the baton over to the counterspin media New Zealand.
[03:04:47.800 --> 03:04:50.800]  They're on band.video and they're on counterspinmedia.com.
[03:04:50.800 --> 03:05:13.800]  We'll be right about counterspinmedia.com.
[03:05:20.800 --> 03:05:22.800]  And we will not be taking off the air.
[03:05:22.800 --> 03:05:25.800]  But if they can convince you that we've been shut down, they're going to win.
[03:05:25.800 --> 03:05:28.800]  Don't let the globalists sigh up you and your family.
[03:05:28.800 --> 03:05:32.800]  Go to infowarstore.com and get incredible products, supplements, books, films, t-shirts,
[03:05:32.800 --> 03:05:38.800]  you name it, that fund the info war and empower your life and let the globalists know their sigh up has not worked.
[03:05:38.800 --> 03:05:44.800]  Thanks for keeping us on air. Take action at infowarstore.com today
[03:05:44.800 --> 03:05:48.800]  because the only people that can take us off the air is you, the viewers and listeners.
[03:05:48.800 --> 03:05:50.800]  The majority of you have not been silent.
[03:05:50.800 --> 03:05:53.800]  But some of you have. Do not let the globalists brainwash you.
[03:05:53.800 --> 03:05:56.800]  Go to infowarstore.com and keep us on the air.
[03:05:56.800 --> 03:05:59.800]  We'll be right back.
[03:06:26.800 --> 03:06:29.800]  We'll be right back.
[03:06:56.800 --> 03:06:58.800]  The Prime Minister is resigning.
[03:06:58.800 --> 03:07:02.800]  She's the lady that said, you know, don't talk to your neighbors in Australia.
[03:07:02.800 --> 03:07:04.800]  They said, don't go out and look at the sunset.
[03:07:04.800 --> 03:07:06.800]  It was all cult programming.
[03:07:06.800 --> 03:07:08.800]  And so now why is she resigning?
[03:07:08.800 --> 03:07:11.800]  There's a talk of criminal investigations and more.
[03:07:11.800 --> 03:07:14.800]  So that was my really just interesting question for you guys.
[03:07:14.800 --> 03:07:16.800]  I know you're about to cover it in detail.
[03:07:16.800 --> 03:07:19.800]  I'll be watching and listening here when I go eat my lunch here.
[03:07:19.800 --> 03:07:24.800]  While you guys are hosting ahead of the war with Owen Schreuer coming up in about 53 minutes from now
[03:07:24.800 --> 03:07:30.800]  infowars.com for a show and conspiracy fact.info is the URL to share folks that the sensors aren't blocking right now.
[03:07:30.800 --> 03:07:34.800]  The live show feeds everybody share conspiracy fact.info right now.
[03:07:34.800 --> 03:07:37.800]  But while you're in New Zealand, what does this mean?
[03:07:37.800 --> 03:07:38.800]  What does this signify?
[03:07:38.800 --> 03:07:42.800]  And I just want to salute you guys for the great job you're doing.
[03:07:42.800 --> 03:07:45.800]  It's an absolutely massive celebration we're having here right now.
[03:07:45.800 --> 03:07:47.800]  However, we cannot rest on our laurels.
[03:07:47.800 --> 03:07:53.800]  We believe that the next new order puppet is being lined up to finish the control demolition of everything.
[03:07:53.800 --> 03:07:56.800]  We hold dear in this country.
[03:07:56.800 --> 03:07:58.800]  All right, well, I'm going to just listen to you guys.
[03:07:58.800 --> 03:08:01.800]  I just wanted to ask that questions, but please continue.
[03:08:01.800 --> 03:08:09.800]  I was going to say, Alex, 77% of people who were polled this morning in mainstream media thrilled that she's gone.
[03:08:09.800 --> 03:08:15.800]  So it was just getting to the mainstream that, you know, everyone is just sick and tired of Cinder Ardern and her draconian measures.
[03:08:15.800 --> 03:08:17.800]  They're trying to say, oh, she's just had enough.
[03:08:17.800 --> 03:08:18.800]  She's burnt out.
[03:08:18.800 --> 03:08:21.800]  But no, she read the writing on the wall and the elections coming up.
[03:08:21.800 --> 03:08:23.800]  She's got no chance of staying in power.
[03:08:23.800 --> 03:08:25.800]  All right, well, I'm going to let you guys take over.
[03:08:25.800 --> 03:08:26.800]  God bless.
[03:08:26.800 --> 03:08:28.800]  Thanks for having us, Alex.
[03:08:28.800 --> 03:08:29.800]  Thank you.
[03:08:29.800 --> 03:08:33.800]  Such a pleasure to be here again, Calvin, hosting the fourth hour of the Alex Jones show.
[03:08:33.800 --> 03:08:36.800]  We've got a great hour, just under an hour coming up for you.
[03:08:36.800 --> 03:08:39.800]  We will be joined shortly by Damien Dement.
[03:08:39.800 --> 03:08:41.800]  Many of you in New Zealand will know him.
[03:08:41.800 --> 03:08:50.800]  And what we're going to do is tie in how Cinder Ardern has been a major player in the censorship of dissenting voices in New Zealand and around the world.
[03:08:50.800 --> 03:08:59.800]  And we're going to be exposing some of those names here in New Zealand who have been part of this disinformation project against New Zealanders who want free speech.
[03:08:59.800 --> 03:09:00.800]  Calvin.
[03:09:00.800 --> 03:09:01.800]  Yes.
[03:09:01.800 --> 03:09:02.800]  And there's been a lot of that going on.
[03:09:02.800 --> 03:09:10.800]  We've had a modern day book burning and all what they want to do is they want to digitize everything, of course, put it into nice little external hard drives and everything.
[03:09:10.800 --> 03:09:11.800]  So what can they do?
[03:09:11.800 --> 03:09:15.800]  They then go along and they can erase it like they reset mankind all the time.
[03:09:15.800 --> 03:09:28.800]  So there's going to be a race, what you hold there is going to be gone in a new set of ideological puppeteering measures are going to be installed into your brain and you're going to be walking around like a digital zombie.
[03:09:28.800 --> 03:09:29.800]  Exactly.
[03:09:29.800 --> 03:09:34.800]  So why don't we just start things off with the big news obviously from New Zealand that just Cinder has resigned.
[03:09:34.800 --> 03:09:42.800]  And we'll play a Tucker Carlson clip and we'll show you how New Zealanders responded to that news.
[03:09:42.800 --> 03:09:46.800]  That should be the first video that we've got lined up there.
[03:09:46.800 --> 03:09:49.800]  The just Cinder resigns video.
[03:09:49.800 --> 03:09:50.800]  Hopefully that's all.
[03:09:50.800 --> 03:09:51.800]  There we go.
[03:09:51.800 --> 03:09:55.800]  We're going to use the appalling Prime Minister of New Zealand, Jacinda Ardorn.
[03:09:55.800 --> 03:10:00.800]  That's the lady with the big key to torment her citizens has just announced she is leaving office.
[03:10:00.800 --> 03:10:02.800]  Here she was moments ago.
[03:10:02.800 --> 03:10:11.800]  And so today I'm announcing that I will not be seeking reelection.
[03:10:11.800 --> 03:10:27.800]  So we took a little artistic license there, but that's basically the general feel of what we feel now that the old which has gone.
[03:10:27.800 --> 03:10:29.800]  Yes, lots to celebrate today.
[03:10:29.800 --> 03:10:33.800]  But like Calvin said, you know, this is just probably the changing of the guard.
[03:10:33.800 --> 03:10:35.800]  So we don't want to get too excited.
[03:10:35.800 --> 03:10:43.800]  So what we're going to do is just make a quick reference to Dr. Shiva and we've got some B roll there because Dr. Shiva.
[03:10:43.800 --> 03:10:47.800]  I do many of you in America won't need an introduction to him.
[03:10:47.800 --> 03:11:03.800]  But of course, the Gateway Pundit was reporting in July 2021 of how Dr. Shiva, who is of course the man who invented email actually was able to uncover that Twitter had a partner support portal and was basically had had direct access to the government.
[03:11:03.800 --> 03:11:14.800]  And they built this portal, which was actually directly used for government officials during the election to actually sense a dissenting voices.
[03:11:14.800 --> 03:11:20.800]  And he actually took this while he was running the Senate in Massachusetts as a Republican.
[03:11:20.800 --> 03:11:28.800]  He actually took a case and back in 2021 and his federal rights and civil rights were under attack.
[03:11:28.800 --> 03:11:33.800]  So what we want to do is show how in New Zealand the exact same thing has been happening.
[03:11:33.800 --> 03:11:40.800]  So as Alex Jones pointed out, New Zealand and Australia have been two of the lab rats of the world.
[03:11:40.800 --> 03:11:43.800]  If we buy it, they will then say good job successful.
[03:11:43.800 --> 03:11:45.800]  Let's farm it out to the rest of the world.
[03:11:45.800 --> 03:11:47.800]  And that's why things have gone haywire.
[03:11:47.800 --> 03:11:49.800]  We let everyone down basically.
[03:11:49.800 --> 03:11:57.800]  And of course, the way Jacinda Ardern fits into this picture is of course back in 2019 on March the 15th, there was the Christchurch mosque attack.
[03:11:57.800 --> 03:12:09.800]  And literally two months after that, she was over in Paris for the Christchurch call having a meeting with the French Prime Minister, President Emmanuel Macron,
[03:12:09.800 --> 03:12:14.800]  and many other world leaders from around the world and government officials and big tech giants.
[03:12:14.800 --> 03:12:19.800]  And they were all working out a way how they could actually silence dissenting voices.
[03:12:19.800 --> 03:12:26.800]  They of course named them terrorists and people who were promoting violent extremism online.
[03:12:26.800 --> 03:12:28.800]  So that's how they've kind of brought all that in.
[03:12:28.800 --> 03:12:31.800]  Now we are going to bring Damien Dement on shortly.
[03:12:31.800 --> 03:12:40.800]  What we wanted to do is just before we bring him on is play a part of the documentary we referenced last week, which of course is called Fire and Fury.
[03:12:40.800 --> 03:12:44.800]  That was a major hit piece released just before our arrest in August last year.
[03:12:44.800 --> 03:12:49.800]  And that will show how he fits into this and how they're trying to go after him as well.
[03:12:49.800 --> 03:12:59.800]  So that's Damien Dement, Fire and Fury.
[03:12:59.800 --> 03:13:02.800]  This is where it all converges.
[03:13:02.800 --> 03:13:08.800]  Peace and love brother! Peace and love guys!
[03:13:08.800 --> 03:13:14.800]  It is built as a protest of peace and love born out of opposition to government COVID measures.
[03:13:14.800 --> 03:13:19.800]  But the path to Wellington began years ago and it's anything but peaceful.
[03:13:19.800 --> 03:13:25.800]  What we're about to show you is not an exhaustive list because that list would be too long.
[03:13:25.800 --> 03:13:33.800]  But we want to introduce you to some of the key drivers in New Zealand of false information and dangerous conspiracy.
[03:13:33.800 --> 03:13:38.800]  You'll see how they're linked together, what they want us all to believe and why.
[03:13:38.800 --> 03:13:49.800]  Pedophiles, satanic ritual abuse, adrenal chrome, trafficking on a scale you've never ever imagined, cloning of humans for God's sake.
[03:13:49.800 --> 03:13:51.800]  It's just enormous.
[03:13:51.800 --> 03:14:02.800]  Extreme right conspiracy theorist Damien Dement is a New Zealand citizen and a super spreader of false claims, racism and appeals for violence.
[03:14:02.800 --> 03:14:11.800]  He was permanently banned from Twitter at the beginning of 2021 for tweets that he sent around the January 6th insurrection in the United States
[03:14:11.800 --> 03:14:21.800]  which promoted similar acts taking place here in New Zealand and lauded the rioting death and destruction that took place at the Capitol.
[03:14:21.800 --> 03:14:31.800]  New Zealand politicians will fear for their lives and rightfully so. Have a good one.
[03:14:31.800 --> 03:14:36.800]  And there we go. That was Damien Dement. He will be on straight after the break.
[03:14:36.800 --> 03:14:42.800]  In the meantime, let's have a quick look at the overview of what's really happened here in New Zealand and how we got here.
[03:14:42.800 --> 03:14:46.800]  Yeah, we'll see. Jacinda Ardern actually is taking the easy way out now.
[03:14:46.800 --> 03:14:55.800]  I think a lot of people are really sad that she's leaving early with the October elections coming up because, Calvin, she should be taking responsibility.
[03:14:55.800 --> 03:15:00.800]  People who can't no longer think for themselves or devoid from reality, they're probably the ones who are a little sad.
[03:15:00.800 --> 03:15:12.800]  And of course, what happened in Wellington earlier in the year, not a single politician came out to speak to the tens of thousands of people that showed up for three weeks
[03:15:12.800 --> 03:15:20.800]  wanting the mandates to be dropped because, of course, like was said earlier, we had some of the most draconian measures for one case in the North Island.
[03:15:20.800 --> 03:15:26.800]  We were on complete lockdown. People were not allowed to leave their homes even in the South Island where there wasn't a single case.
[03:15:26.800 --> 03:15:31.800]  And of course, mask mandates were just horrific. Calvin?
[03:15:31.800 --> 03:15:36.800]  Yeah, so after the break, we'll do that. Keep it locked here on Alex Jones' show. You don't want to miss what's coming up.
[03:15:36.800 --> 03:15:43.800]  We start connecting the dots. We put all the players in focus and we show the underhanded nature that has been a constant in this country
[03:15:43.800 --> 03:15:51.800]  and now, of course, farmed around the world by people like Klaus Schwalben, his ilk, and a whole lot of other people pulling their strings.
[03:15:51.800 --> 03:15:56.800]  Here's shortly.
[03:16:21.800 --> 03:16:29.800]  On the horse was named Death.
[03:16:29.800 --> 03:16:40.800]  Another translation is, I looked and behold a pale horse and his name that sat on him was Death and Hell followed with him.
[03:16:40.800 --> 03:16:43.800]  A book of Revelation.
[03:16:43.800 --> 03:16:48.800]  Very serious times to be alive, folks. They're not just doing this as a one-off. This is the beginning of the rest of our lives.
[03:16:48.800 --> 03:16:52.800]  This is our fight and I'm proud of humanity. The globalists even admit it's leaked.
[03:16:52.800 --> 03:16:56.800]  They're very upset that they're losing and that this hasn't gone the way they thought it would.
[03:16:56.800 --> 03:17:02.800]  I have an extremely important message to all of my fellow Info Warriors here in the United States and around the world.
[03:17:02.800 --> 03:17:07.800]  We are so excited to announce Info Wars MD.
[03:17:07.800 --> 03:17:12.800]  It turns out the top company in the U.S. for supplements is owned by a patriot.
[03:17:12.800 --> 03:17:19.800]  And it turns out they're willing to give us deals that no one else is getting because they want to support Info Wars and keep us on the air.
[03:17:19.800 --> 03:17:23.800]  This deal has been a year in the making and finally the products are being brought to market.
[03:17:23.800 --> 03:17:34.800]  Up to 50% off what you get on top national brands of the highest rated under the Info Wars label, Info Wars MD, exclusively at InfoWarsStore.com.
[03:17:34.800 --> 03:17:43.800]  This is not the first of 10 new products at InfoWarsStore.com. Whether it's turmeric or whether it's joint care or whether it is super greens,
[03:17:43.800 --> 03:17:51.800]  we have them all at InfoWarsStore.com under the banner of Info Wars MD.
[03:17:51.800 --> 03:17:56.800]  This is the best deal out there and it keeps Info Wars on the air. Info Wars MD.
[03:17:56.800 --> 03:18:09.800]  In the year 2000, Alex Jones' film Dark Secrets Inside Bohemian Grove showed the world how our so-called elite leaders practice mock ritual sacrifices in private.
[03:18:09.800 --> 03:18:21.800]  In 2007, Alex Jones releases Endgame, exposing the world elites' plans for covertly using biological weapons against all of mankind.
[03:18:21.800 --> 03:18:33.800]  And by the time they launched their attack in 2020, Alex Jones' Info Wars and our audience were there to warn the people of the deadly vaccines that we knew were coming.
[03:18:33.800 --> 03:18:39.800]  This is why they attack us. This is why we need your support because we tell the truth.
[03:18:39.800 --> 03:18:55.800]  Alex Jones was right. Join the resistance. Buy products. Donate to the cause. Share the links. Join us in the fight for freedom and help us defeat the New World Order.
[03:18:55.800 --> 03:19:15.800]  Everyone watching should realize that this is an information war and it takes money to fund an information war and everyone should decide to take the fight to the next level and to take the fight to the very tip of the spear and ensure we stand the field in this war against the New World Order by visiting InfoWarsStore.com right now and taking action.
[03:19:15.800 --> 03:19:24.800]  I thank you for your past support and I ask you now to count the cost and realize that only your commitment to keep Info Wars on the air will ensure our victory against the New World Order.
[03:19:24.800 --> 03:19:28.800]  They're coming for you and your family. They're coming for me. They're coming for the children.
[03:19:28.800 --> 03:19:34.800]  But to get to the children, they've got to get through us first. These monsters are all over television wanting to give these shots to newborn babies.
[03:19:34.800 --> 03:19:37.800]  They're already given to the pregnant women. Miscarriages are off the chart.
[03:19:37.800 --> 03:19:43.800]  80-plus percent increase in miscarriages in the first two prime ministers after these poisoned shots.
[03:19:43.800 --> 03:19:48.800]  We can and will save the children and they are counting on us. Let's do it together.
[03:19:48.800 --> 03:19:56.800]  And the fight starts at InfoWars.com and the fight continues with your financial support at InfoWarsStore.com. Now take action now.
[03:19:57.800 --> 03:20:04.800]  Leading a frontal assault on the lies of the New World Order, it's Alex Jones.
[03:20:04.800 --> 03:20:22.800]  And welcome back to the Alex Jones show. You are with Hannah and Calvin from Counterspin and we would love to bring our guest on now, Damien Dement.
[03:20:22.800 --> 03:20:28.800]  He is, of course, a Counterspin contributor and a real disinformation expert here in New Zealand.
[03:20:28.800 --> 03:20:36.800]  He is an Ameri Kiwi. So welcome to the show, Damien. How are you feeling in light of yesterday's news?
[03:20:37.800 --> 03:20:46.800]  Yeah, I'm thrilled. I'm happy in many ways. You know, congratulations to all Kiwis who have stood up and said that they've had enough of her
[03:20:46.800 --> 03:20:55.800]  and the way she has driven our country and our morality and our overall morale as a citizenry into the ground.
[03:20:55.800 --> 03:21:09.800]  She needed to step down. This is a move of absolute necessity for the swamp because there is too much validated evidence of the type of criminal action she's been involved in.
[03:21:09.800 --> 03:21:20.800]  The pressure has been mounting, especially with regard to information coming out about COVID, the lack of efficacy, and many other violations of our rights.
[03:21:20.800 --> 03:21:27.800]  Jacinda Adurn's popularity has been plummeting for a long time. She couldn't stay in here because she was going to lose the argument.
[03:21:27.800 --> 03:21:39.800]  So what this does is this gives a little bit of a firebreak for the swamp of New Zealand to be able to install someone else for the next sort of tranche or phase of their attack on New Zealand.
[03:21:39.800 --> 03:21:51.800]  And what it does is it gives them a little bit of time because usually a person coming into a new role gets given a bit of time to sort of get their feet on the ground and get relaxed, to get into the role.
[03:21:51.800 --> 03:21:56.800]  And so that will kind of keep the public at bay a little longer. I think they're trying to buy time.
[03:21:56.800 --> 03:22:06.800]  But New Zealand is a wash with globalist activity and behind the scenes there is a lot of horsepower that have been driving policies in New Zealand.
[03:22:06.800 --> 03:22:11.800]  It's important to note why New Zealand is so important.
[03:22:11.800 --> 03:22:22.800]  For instance, earlier this week in Vietnam, the president of Vietnam, a nation of 105 million people, 100 million more than New Zealand, resigned too.
[03:22:22.800 --> 03:22:25.800]  And it didn't hardly touch the news at all.
[03:22:25.800 --> 03:22:31.800]  Yet Jacinda Adurn resigns and the whole world knows about it, shot her around the world.
[03:22:31.800 --> 03:22:42.800]  It's because, like you outlined earlier, she was integral in being the example for the world of what a compliant western citizen should do.
[03:22:42.800 --> 03:22:48.800]  You should feel guilty for colonialism, feel guilty for things that have happened in your past.
[03:22:48.800 --> 03:22:53.800]  You should pay reparations for climate stuff that you weren't even involved in.
[03:22:53.800 --> 03:23:07.800]  Lots of this virtue signaling, social change silos, she was the queen of. And so for her to step down to me is a really big signal that the curtain is being pulled back.
