[00:00.000 --> 00:16.000]  Music
[1:51:00.000 --> 1:51:16.000]  But right now I am on I-65, traveling south out of Birmingham, and I just hit Montgomery and I'm almost to the Edmund Pettus Group Bridge, which they want to rename, which I think that's a disgrace to Martin Luther King.
[1:51:16.000 --> 1:51:20.000]  Well, everything the left does is a disgrace to Martin Luther King.
[1:51:20.000 --> 1:51:26.000]  They'll come, look, they'll come to cancel Martin Luther King before this is all said and done, if they haven't already.
[1:51:26.000 --> 1:51:33.000]  Because Martin Luther King was pro-life and a Christian and a non-violent aggressor.
[1:51:33.000 --> 1:51:40.000]  So they're everything that Martin Luther King stood against.
[1:51:40.000 --> 1:51:47.000]  And one more thing, the media will not cover all the boat, all the boat parades that happened this weekend for Trump.
[1:51:47.000 --> 1:51:56.000]  That was absolutely amazing. I participated at one this afternoon on the lake, and there was probably 500 boats with at least five to six people, definitely not social distancing.
[1:51:56.000 --> 1:52:02.000]  Water everywhere. It was wet. People spitting, drinking beer, flying the American flag. It was beautiful.
[1:52:02.000 --> 1:52:10.000]  Yeah, the boat parades in Florida have been very popular. I guess when everything is set down, you just figure go out on the boat and fly a Trump flag.
[1:52:10.000 --> 1:52:18.000]  Thanks for the call, Jay. David in New Mexico. David, you are on the Alex Jones show. Go ahead.
[1:52:18.000 --> 1:52:26.000]  Good noon. God bless you all. I'm 82 years old. I was born in Brooklyn, New York.
[1:52:26.000 --> 1:52:38.000]  And I remember the 4th of July, we used to have block parties celebrating our independence, not with these watered down nonsense that we have in this day and age.
[1:52:38.000 --> 1:52:45.000]  The last 50 years, I've been watching this nation going down the tube.
[1:52:45.000 --> 1:53:03.000]  People don't realize that these people, especially on a Democratic side, I'm not saying all Democrats are loopies, but their head people have gone so far left, they might as well be in China or in Russia.
[1:53:03.000 --> 1:53:09.000]  Yeah, by the way, these old people say they want to leave America. They hate America. Just go then. Like nobody's making you stay here.
[1:53:09.000 --> 1:53:21.000]  I wish they would. You know, I used to talk on my local radio station, call in and have my little bit on what I thought was wrong.
[1:53:21.000 --> 1:53:34.000]  I wanted to call in one day and ask them, what is a compound for the UN doing in Utah, Salt Lake City? Are they trying to take us over?
[1:53:34.000 --> 1:53:42.000]  You know, people in this country better start waking up. I spent 30 years in the military.
[1:53:42.000 --> 1:53:54.000]  Four years in the Navy, 16 years in the US Marine Corps Reserve, and 10 years in the Army National Guard. And each people don't seem to realize.
[1:53:54.000 --> 1:54:00.000]  David, David, let me ask you a question because I got to go here shortly, but I want to ask you this question first.
[1:54:00.000 --> 1:54:10.000]  Was there ever a time, you say growing up in Brooklyn, I mean, was there ever a time where, you know, if you guys saw a communist walking around the streets, he didn't get his ass kicked?
[1:54:10.000 --> 1:54:25.000]  His ass would go all the way to the next. We used to have, like, different areas where we lived. You came into our area, you better be a 100% American.
[1:54:25.000 --> 1:54:37.000]  I don't care if you're black, white, pink, or yellow. There was no such nonsense as this black lives matter bullshit. We didn't go for that.
[1:54:37.000 --> 1:54:43.000]  David, I got to drop you. We're on terrestrial radio here. I love you, David. Great call. Great call.
[1:54:43.000 --> 1:54:55.000]  Man, I just want to go back to the days where you kicked the commies ass up and down the block. Some commie walks down the street, you kicked his ass up and down the block till he had all the communists out of him.
[1:54:55.000 --> 1:55:03.000]  But now the commies march in New York. They march all over this country and they get a separate set of laws backed by George Soros and the Democrat Party.
[1:55:03.000 --> 1:55:14.000]  All right, folks, Alex Jones wants to depart with a word here, the final word on today's show. Remember infowarstore.com, July 4th specials are live. Here's the final word from Alex Jones.
[1:55:14.000 --> 1:55:25.000]  There's one thing everyone needs to understand about Bill and Melinda Gates and their foundation. They are not doing that to give their money away.
[1:55:25.000 --> 1:55:37.000]  They've gotten richer doing it. They are part of this very small, quote, elite group that are allowed to put their money in tax-free foundations like Ford and Carnegie and the Rockefellers.
[1:55:37.000 --> 1:55:53.000]  So the companies all operate as for-profit companies. But then the money is put in tax-free in the foundations so the, quote, profit pays for buildings and airports and medical centers.
[1:55:53.000 --> 1:56:01.000]  I mean, whatever the case is. But if you look at Ford, Carnegie, all of it, it's about overthrowing the country, setting up world government.
[1:56:01.000 --> 1:56:10.000]  Massive billions of years spent on transgenderism, confusing little kids to be sterilized, basically. It's totally monstrous.
[1:56:10.000 --> 1:56:17.000]  So you see headlines, Bill Gates gives 50 billion a charity. When Bill Gates started doing that in the early 1990s, he had like $10 billion.
[1:56:17.000 --> 1:56:25.000]  Now he's got like $100 billion. And then he's got the foundation money. So we're 50 billion. Because it's tax exemption.
[1:56:25.000 --> 1:56:33.000]  He does not pay taxes. If you look up Google, Apple, none of them do. They're rough slave camps in China.
[1:56:33.000 --> 1:56:41.000]  It's a sick joke. But the media they own tells you, oh, they're virtue signaling. Oh, oh, they're so good.
[1:56:41.000 --> 1:56:48.000]  And then, yeah, the money is to buy off all the major health institutions of the UN and at the national level.
[1:56:48.000 --> 1:56:55.000]  Bill Gates just got thrown out two years ago out of India. Look it up. For sterilizing the damn vaccines.
[1:56:55.000 --> 1:57:02.000]  And a bunch of other weird stuff. I mean, these people are sick, man. And they want children.
[1:57:02.000 --> 1:57:08.000]  So back to, oh, I brought tests. I just want to make the point that you see all these headlines about, oh, they're so good.
[1:57:08.000 --> 1:57:18.000]  Oh, they're so sweet. Oh, they love us. No, they're tax exempt. Only the profit is tax exempt.
[1:57:18.000 --> 1:57:25.000]  It's a private corporate company. But then they invested in other private companies. So no one can compete with that.
[1:57:25.000 --> 1:57:31.000]  And then everything they invest in is building world government for synoculations, medical tyranny. That's the reality.
[1:57:31.000 --> 1:57:36.000]  Bill Gates pays no taxes. Bill Gates is a globalist criminal.
[1:57:36.000 --> 1:57:40.000]  Bill Gates was put in charge to do this from the beginning. He didn't set any of it up.
[1:57:40.000 --> 1:58:06.000]  And they began at the highest awards from Hitler. Look it up. Look it up.
