[00:00:11.617 --> 00:00:13.498]  Sorry folks, park's closed.
[01:10:32.663 --> 01:10:43.426]  I want all this to, I want to understand, but I think whoever ran this did do all this and did get her arrested right when this operation was happening to give this full push against you, buddy.
[01:10:43.426 --> 01:10:44.486]  They really don't like you.
[01:10:45.416 --> 01:10:52.701]  Well, except for involving me, looping my name in, even inaccurately, blows this story up, you know, nine times.
[01:10:52.701 --> 01:10:58.225]  I mean, Alex, this isn't my choice, but I'm the most dangerous person in America on the American... By the way, you're not.
[01:10:58.225 --> 01:10:59.866]  I mean, you're not exaggerating.
[01:10:59.866 --> 01:11:08.732]  So we got a few minutes left, and I'm gonna let you, so you gotta get that dinner, that great, great Italian gravy you got going that made me salivate when I saw the man-cow video with all the veal and just split the garlic.
[01:11:08.732 --> 01:11:09.833]  Please don't torture me.
[01:11:09.833 --> 01:11:12.054]  But just, I gotta come out there and eat some more of it.
[01:11:12.054 --> 01:11:12.615]  But seriously,
[01:11:13.598 --> 01:11:15.220]  Let's shift gears from a distraction.
[01:11:15.220 --> 01:11:18.163]  We know you're under attack and you're over the target.
[01:11:18.163 --> 01:11:19.184]  Tell Trump what he needs to do.
[01:11:19.184 --> 01:11:21.467]  What do we need to do right now?
[01:11:21.467 --> 01:11:24.810]  Look, Kamala Harris is the best news I've ever had.
[01:11:24.810 --> 01:11:30.036]  For Democrats to say she's Trump's worst nightmare, that's wrong.
[01:11:30.036 --> 01:11:31.698]  She's a match set with Joe Biden.
[01:11:31.698 --> 01:11:33.460]  Nobody's incarcerated more poor.
[01:11:34.424 --> 01:11:37.708]  Nonviolent black people, then Kamala Harris and Joe Biden.
[01:11:37.708 --> 01:11:39.369]  Make them answer for it.
[01:11:39.369 --> 01:11:40.771]  Don't let them run away from it.
[01:11:40.771 --> 01:11:42.092]  That's their record.
[01:11:42.092 --> 01:11:43.553]  You want to defund the cops?
[01:11:43.553 --> 01:11:44.494]  She is the cop.
[01:11:44.494 --> 01:11:47.778]  She's the ultimate cop.
[01:11:47.778 --> 01:11:49.980]  The president's economy is floating back.
[01:11:49.980 --> 01:11:50.801]  Here's the irony.
[01:11:51.505 --> 01:11:59.794]  Despite COVID-19 and the pandemic, the underlying program of Donald Trump to cut taxes and cut regulation is still working.
[01:11:59.794 --> 01:12:03.477]  These last three months' job reports are out of sight.
[01:12:03.477 --> 01:12:06.040]  I mean, they're far bigger than anybody expected.
[01:12:06.040 --> 01:12:06.420]  That's right.
[01:12:06.420 --> 01:12:08.683]  Their attempt to smother the economy is failing.
[01:12:08.683 --> 01:12:12.527]  So what do you think they're going to pull out of their quiver of arrows next, or are they out of bullets?
[01:12:13.835 --> 01:12:18.418]  Look, they are capable of anything, and this is going to be a very difficult period.
[01:12:18.418 --> 01:12:25.643]  Anybody who tries to say, oh, I know what's going to happen this November is wrong, because we don't know the result.
[01:12:25.643 --> 01:12:33.549]  There's a very good chance this could be like the year 2000 when they muddled the result, where the Democrats steal it and claim that they won it.
[01:12:34.033 --> 01:12:38.816]  And where we know we want it and claim it, and then we have an epic clash.
[01:12:38.816 --> 01:12:42.638]  Hopefully that clash is nonviolent and it's in the courts.
[01:12:42.638 --> 01:12:52.544]  But there are a lot of American patriots that I know who aren't going to let their constitutional liberties just be frittered away by Joe Biden and Kamala Harris.
[01:12:52.544 --> 01:12:55.585]  We've already seen this in the mask fiasco.
[01:12:55.585 --> 01:12:58.127]  People I talk to, and I'm now traveling again.
[01:12:58.807 --> 01:13:05.429]  They resent being required to wear a mask because the projections have turned out not to be true.
[01:13:05.429 --> 01:13:08.569]  Had the projections been true, they're good citizens.
[01:13:08.569 --> 01:13:12.090]  They care about the health of their neighbors and their friends.
[01:13:12.090 --> 01:13:17.151]  But I think that we are being hoaxed, not in the sense that coronavirus is not real.
[01:13:17.151 --> 01:13:18.232]  It's very real.
[01:13:18.232 --> 01:13:19.612]  It's very dangerous.
[01:13:19.612 --> 01:13:27.974]  But I think vulnerability is far more limited than the scientists are telling us, so they can use this as a political opportunity.
[01:13:30.049 --> 01:13:34.531]  Well, Roger, what you have is a good instinct for politics, good old-fashioned truth and justice.
[01:13:34.531 --> 01:13:35.991]  That's why they hate you.
[01:13:35.991 --> 01:13:45.075]  And that's why every time we're the target because they want to discredit us with the base because they know we've got our finger on the pulse and know how to defeat the new world order.
[01:13:45.075 --> 01:13:47.636]  So, I really appreciate your time.
[01:13:47.636 --> 01:13:50.237]  You know, I've got to fly out to Florida and see you before the election ends.
[01:13:50.237 --> 01:13:51.697]  We've got to pull some stunts.
[01:13:51.697 --> 01:13:52.998]  We've got to go to Congress again.
[01:13:52.998 --> 01:13:57.579]  You know, I met you like eight years ago at a JFK event in Dallas.
[01:13:57.579 --> 01:13:58.580]  I only got to know you about
[01:13:59.594 --> 01:14:05.299]  Five years ago, you're a really good friend and the deep state really has harassed me for even associating with you.
[01:14:05.299 --> 01:14:08.122]  But I know you've been harassed for being associated with me.
[01:14:08.122 --> 01:14:13.727]  But I just want to say I love knowing you and I love knowing your wife and your son and your daughter and your grandkids and all of you.
[01:14:13.727 --> 01:14:16.589]  You're a great American brother and I just really appreciate you.
[01:14:16.589 --> 01:14:22.194]  When I go to sleep at night as a red blooded American, I feel good knowing Roger Stone's out there.
[01:14:22.194 --> 01:14:26.458]  Well, we just need to ask the Info Warriors to keep praying for our president.
[01:14:27.116 --> 01:14:35.228]  For his family, for our Constitution, for our country, for patriots like Alex Jones, for me and my family.
[01:14:35.228 --> 01:14:38.693]  I am living proof that prayer works.
[01:14:38.693 --> 01:14:39.995]  Living proof.
[01:14:39.995 --> 01:14:42.719]  God Almighty spared my life for some greater purpose.
[01:14:43.271 --> 01:14:44.131]  I'm really stressed out.
[01:15:00.939 --> 01:15:06.340]  Because I think the fight over the future of our country and Western civilization is coming up.
[01:15:06.340 --> 01:15:11.522]  And God has a role in mind for me and for you, Alex, and for every American.
[01:15:11.522 --> 01:15:16.323]  And he'll reveal that to us when he is ready, because it is his plan.
[01:15:16.323 --> 01:15:20.044]  I know that there are liberals all over laughing at us, mocking us.
[01:15:20.044 --> 01:15:21.784]  Oh, yeah, their belief in Jesus Christ.
[01:15:21.784 --> 01:15:23.024]  What a joke.
[01:15:23.024 --> 01:15:23.924]  What a head fake.
[01:15:23.924 --> 01:15:26.005]  What a ploy.
[01:15:26.005 --> 01:15:27.225]  What a con job.
[01:15:27.225 --> 01:15:28.826]  I don't care what they say.
[01:15:28.826 --> 01:15:30.466]  He knows what's in our hearts, Alex.
[01:15:30.868 --> 01:15:32.330]  He knows.
[01:15:32.330 --> 01:15:40.078]  So I do battle for the Lord, and I'm ready when he reveals to me what it is he wants me to do to save this nation.
[01:15:40.078 --> 01:15:41.099]  I'm praying on it.
[01:15:41.099 --> 01:15:41.960]  I'm thinking on it.
[01:15:41.960 --> 01:15:46.925]  I don't really care what liberal, elitist pukes think of it.
[01:15:46.925 --> 01:15:48.266]  I'm ready to fight.
[01:15:48.266 --> 01:15:49.968]  We will fight to the bitter end.
[01:15:49.968 --> 01:15:52.311]  Roger Stone on fire for Jesus.
[01:15:52.311 --> 01:15:53.031]  Thank you, Roger.
[01:15:53.031 --> 01:15:53.472]  Stay with us.
[01:15:57.233 --> 01:16:00.335]  How do you contest an election in the year 2020?
[01:16:00.335 --> 01:16:09.902]  Well, you trigger race riots, and you tell the blue states and blue cities, when you're the Speaker of the House, that you are legitimately now the President.
[01:16:09.902 --> 01:16:12.564]  That's what she said on CBS News.
[01:16:12.564 --> 01:16:15.646]  And that you're going to have those blue states secede.
[01:16:15.646 --> 01:16:19.489]  Yes, that's officially called a civil war, ladies and gentlemen.
[01:16:19.489 --> 01:16:23.552]  And the Democrats are backed by the EU, Hollywood, the Chi-Coms, and the whole globalist system.
[01:16:23.872 --> 01:16:34.017]  This is treason with a capital T. And our federal government is so paralyzed with cowards, they won't even stand up against it and do anything, even though our president has been exposing it.
[01:16:34.017 --> 01:16:35.398]  But here's the bottom line.
[01:16:35.398 --> 01:16:36.518]  You need storable food.
[01:16:36.518 --> 01:16:38.920]  We've got the best quality ready to ship to you right now.
[01:16:38.920 --> 01:16:40.480]  Two to four week delivery.
[01:16:40.480 --> 01:16:43.902]  With 80 days out from the election, you need to get high quality storable food right now.
[01:16:43.902 --> 01:16:47.384]  In case they are able to pull this off, we're going to have a Great Depression.
[01:16:47.384 --> 01:16:48.304]  War on the streets.
[01:16:48.304 --> 01:16:49.925]  It'll make a road warrior look like a cakewalk.
[01:16:49.925 --> 01:16:51.566]  Get your high quality storable foods now.
[01:16:56.248 --> 01:17:00.309]  The Social Engineers bet on you not having a memory, more than anything.
[01:17:00.309 --> 01:17:08.912]  And they also bet, as they constantly talk about it in their own words, that you will adapt to being a slave, that you will learn incrementally to submit.
[01:17:08.912 --> 01:17:12.534]  So think about and remember the phases of the Fauci fraud.
[01:17:12.534 --> 01:17:15.735]  Remember that everything he said has been a premeditated lie.
[01:17:16.075 --> 01:17:29.262]  They lied about where it came from, they lied about person-to-person, the UN covered it all up, then exaggerated the death rate at 4% when it's actually 0.032 now and dropping.
[01:17:29.262 --> 01:17:40.869]  Then they set the test up to count almost all false positives, they put the names of people that died of other diseases in the COVID column, they only said there'd be a 15-day lockdown, now we're six months later, now they say it's permanent.
[01:17:41.249 --> 01:17:52.345]  You gotta wear masks forever, and forced inoculations are coming, and they're gonna track everywhere you go and what you do, the global social credit score, and the UN is the boss, and anybody questioning it is censored off the internet, loses their job.
[01:17:52.345 --> 01:17:54.028]  That's called 21st century tyranny.
[01:17:54.028 --> 01:17:56.411]  That's called world government takeover.
[01:17:56.411 --> 01:17:57.252]  Incrementalism.
[01:17:58.137 --> 01:17:59.837]  The Inchworm Effect.
[01:17:59.837 --> 01:18:02.218]  Successive approximation.
[01:18:02.218 --> 01:18:07.099]  First they tell you only stay in your house for 15 days so the hospitals can stay empty.
[01:18:07.099 --> 01:18:08.259]  That was all a fraud.
[01:18:08.259 --> 01:18:10.039]  Then wear a mask for a month.
[01:18:10.039 --> 01:18:11.980]  Here we are six months later.
[01:18:11.980 --> 01:18:21.922]  Then they start making people at colleges and at big corporations wear wristbands showing that they've been, quote, contact traced and tested for COVID.
[01:18:21.922 --> 01:18:22.922]  Then comes the apps.
[01:18:23.402 --> 01:18:29.429]  On your phones and the global social credit score now being rolled out by Virginia, California and others.
[01:18:29.429 --> 01:18:30.090]  It's not coming.
[01:18:30.090 --> 01:18:30.930]  It's here.
[01:18:30.930 --> 01:18:36.577]  And then the inoculations, if you ever want to leave your house, which amounts to forced inoculations.
[01:18:36.577 --> 01:18:39.220]  This is the medical tyranny takeover.
[01:18:39.220 --> 01:18:42.003]  These are not classic vaccines that have their own problems.
[01:18:42.003 --> 01:18:43.785]  These are DNA vaccines that change
[01:18:44.125 --> 01:18:46.028]  When the corrupt establishment began pushing Joe Biden
[01:18:59.767 --> 01:19:03.670]  Two years ago, they knew he had serious cognitive problems.
[01:19:03.670 --> 01:19:10.315]  He has always been an empty suit that does what he's told by the globalists and their allied crime syndicates.
[01:19:10.315 --> 01:19:13.498]  Kamala Harris is even worse and does whatever she's told.
[01:19:13.498 --> 01:19:17.441]  She's bought and paid for by Silicon Valley, the Chi-Coms, and others.
[01:19:17.981 --> 01:19:29.070]  So, she has been chosen because she's part African, and now anyone that criticizes her will be called a racist and evil, and she is now above reproach.
[01:19:29.070 --> 01:19:33.954]  Ladies and gentlemen, we must expose this monster for who she is.
[01:19:33.954 --> 01:19:42.421]  We must expose the fact that she wanted minimum sentences for black people three times longer than white people, and that the woman is a monster.
[01:19:42.421 --> 01:19:47.005]  Kamala Harris will end up being our president if they're able to steal the election.
[01:19:47.365 --> 01:19:51.251]  And she is a 110% New World Order puppet.
[01:19:51.251 --> 01:19:53.995]  Now more than ever, we must expose this monster.
[01:19:53.995 --> 01:19:59.663]  We must expose the globalists.
[01:19:59.663 --> 01:20:02.287]  You're listening to the Alex Jones Show.
[01:20:16.974 --> 01:20:25.419]  Welcome back I'm your host Alex Jones and I want to be 100% clear the fact that I was with Roger Stone earlier criticizing one of the people in the excellent film.
[01:20:28.120 --> 01:20:34.403]  That Millie Weaver has put out has nothing to do with Millie Weaver, nothing to do with somebody in the film we disagree with.
[01:20:34.403 --> 01:20:36.504]  Overall, I think the film's a great film.
[01:20:36.504 --> 01:20:37.945]  Shadowgaped.
[01:20:37.945 --> 01:20:45.808]  And I'm sad she got arrested with her husband and her husband's brother in Ohio on what we believe are overblown fake charges.
[01:20:45.808 --> 01:20:51.391]  Her mother's come out, who was the original complainant, and said that they're basically overblown charges and she wants it dropped.
[01:20:52.185 --> 01:20:55.729]  But there is always the silver lining of any cloud.
[01:20:55.729 --> 01:21:03.077]  This has made her film, which I never saw until this already broke Friday, because it wasn't uploaded until we were already on the air, very big.
[01:21:03.077 --> 01:21:06.861]  I mean, I haven't checked it since I was getting ready for the show about two hours ago.
[01:21:08.487 --> 01:21:16.169]  An hour before we went live, but it had like almost 2 million views on YouTube and a bunch of other views and 600,000 views on Band.Video.
[01:21:16.169 --> 01:21:19.750]  And these are real groups and real organizations and real systems.
[01:21:19.750 --> 01:21:27.051]  I think the film overblows the one tool, you know, shadow net that's just some project to kind of monitor an open source internet deal.
[01:21:27.051 --> 01:21:29.752]  My God, the Pentagon has its global brain.
[01:21:29.752 --> 01:21:31.092]  You've got Apple, Facebook, Twitter.
[01:21:31.092 --> 01:21:33.233]  They've got all their big AI systems.
[01:21:33.233 --> 01:21:36.774]  You've got China's big AI system, Israel's AI system.
[01:21:36.774 --> 01:21:37.854]  To me, that's the big enchilada.
[01:21:38.174 --> 01:21:43.500]  But I guess they kind of built the film around the one whistleblower or DOD guy.
[01:21:43.500 --> 01:21:51.509]  When I first heard she was being arrested and saw the video after I was already on air, I thought, well surely it's a Julian Assange deal for what she said or what she did.
[01:21:51.509 --> 01:21:53.551]  Then I was told, no, there's another secret in the film.
[01:21:53.551 --> 01:21:55.593]  And later I watched it, there really wasn't.
[01:21:55.593 --> 01:21:57.755]  I was just shocked when, oh, the guy that
[01:21:58.436 --> 01:21:59.017]  He's in the film.
[01:21:59.017 --> 01:21:59.697]  He's at your door.
[01:21:59.697 --> 01:22:04.282]  And then he comes in and tells me Roger Stone is the kingpin of all of it.
[01:22:04.282 --> 01:22:06.365]  Because he's with General Jones, which isn't true.
[01:22:06.365 --> 01:22:07.506]  There's no proof of that.
[01:22:07.506 --> 01:22:08.687]  So I'm not putting the film down.
[01:22:08.687 --> 01:22:10.269]  Just the thing at the heart of it's there.
[01:22:10.269 --> 01:22:12.251]  So then you have her being arrested.
[01:22:12.251 --> 01:22:14.133]  This is something where I scratch my head.
[01:22:14.133 --> 01:22:16.495]  I can't figure out what's going on here.
[01:22:16.495 --> 01:22:17.777]  I feel like I'm being played.
[01:22:19.042 --> 01:22:20.443]  I don't think by Millie.
[01:22:20.443 --> 01:22:21.765]  I don't think by Tori.
[01:22:21.765 --> 01:22:26.809]  I don't think, because I've had Tori on over a year ago about election fraud stories that were great, very accurate.
[01:22:26.809 --> 01:22:28.431]  I don't know, and there she is right there.
[01:22:28.431 --> 01:22:32.255]  I don't know what's going on here, but she's got CPS trying to take her kids at 10 a.m.
[01:22:32.255 --> 01:22:34.276]  tomorrow in Portage County.
[01:22:34.276 --> 01:22:36.318]  At least we've crossed the bridge that she is arrested.
[01:22:36.318 --> 01:22:39.662]  There's an image that Tori shot when she was videoconferencing this morning.
[01:22:40.422 --> 01:22:44.228]  Uh, but I've never been involved in something this crazy where I can't figure it out.
[01:22:44.228 --> 01:22:53.241]  Because imagine, she's arrested, there's a guy at your door who's in the film, you don't even know he's gonna be there, he walks in and says, your partner runs it all.
[01:22:54.130 --> 01:22:55.811]  And then I'm not supposed to respond to that.
[01:22:55.811 --> 01:22:58.532]  That is like, whoa!
[01:22:58.532 --> 01:23:02.133]  I mean, that is cuckoo for Cocoa Puffs.
[01:23:02.133 --> 01:23:08.395]  Because again, I'm just finding all these great journalists and reporters, many by name, many not by name, let them do whatever they want because I believe in them.
[01:23:08.395 --> 01:23:12.877]  So I think Millie's a great person, but I think there's a psyop at the core of this.
[01:23:12.877 --> 01:23:14.477]  So we'll talk about it.
[01:23:14.477 --> 01:23:16.738]  It's definitely a brain teaser here.
[01:23:19.159 --> 01:23:20.782]  What is your role, Tori?
[01:23:20.782 --> 01:23:21.823]  Because I don't want to get it wrong.
[01:23:21.823 --> 01:23:22.865]  A consultant?
[01:23:22.865 --> 01:23:23.586]  You're in the film.
[01:23:23.586 --> 01:23:25.528]  I know you co-host shows with her a lot.
[01:23:25.528 --> 01:23:26.550]  What is your role in this?
[01:23:26.550 --> 01:23:30.436]  And then, what do you think's going on 48 hours into this fiasco right now?
[01:23:31.860 --> 01:23:35.402]  So Alex, people like me really don't exist.
[01:23:35.402 --> 01:23:41.186]  This film, this information collected has been done over time.
[01:23:41.186 --> 01:23:47.410]  Patrick Bergey is something that I had them bring in later to reinforce because I've been watching him.
[01:23:47.410 --> 01:23:48.010]  No, no, I agree.
[01:23:48.010 --> 01:23:49.031]  I like most of the film.
[01:23:49.031 --> 01:23:55.254]  I'm saying there's no proof that Roger Stone runs the global PSYOP with General Jones.
[01:23:55.254 --> 01:23:56.235]  I never said that.
[01:23:56.235 --> 01:23:58.977]  No, no, I agree, but can you imagine?
[01:23:58.977 --> 01:24:00.738]  I'm here on air and the guy's telling me this?
[01:24:02.233 --> 01:24:08.857]  Well, so you have to understand that Patrick is a guy that builds networks.
[01:24:08.857 --> 01:24:14.200]  He can build the skiff in my bedroom within like five minutes.
[01:24:14.200 --> 01:24:17.281]  You know, his motorcycle can be a skiff.
[01:24:17.281 --> 01:24:20.223]  Well good, so he can show me where Roger Stone works with General Jones.
[01:24:21.296 --> 01:24:29.843]  No, he can't, because he doesn't understand the dynamic of integrated systems and sales and contracting.
[01:24:29.843 --> 01:24:31.525]  And that's okay.
[01:24:31.525 --> 01:24:33.046]  We don't all have to agree.
[01:24:33.046 --> 01:24:35.908]  And that shouldn't take away the message from this film.
[01:24:35.908 --> 01:24:37.429]  I'm worried about Millie, but here's the deal.
[01:24:37.429 --> 01:24:46.156]  Because Roger left Manafort's firm 30 plus years ago, and so then Manafort did a contract once with somebody who let her do the contract.
[01:24:46.156 --> 01:24:49.739]  Who did a contract doesn't mean we're all under General Jones' control.
[01:24:49.739 --> 01:24:50.280]  That's all I'm saying.
[01:24:51.488 --> 01:24:56.951]  And you're 100% right, but it was General Jones that dragged them into the Mueller investigation.
[01:24:56.951 --> 01:24:58.832]  That's the point.
[01:24:58.832 --> 01:25:01.873]  Okay, so how's Millie doing right now?
[01:25:01.873 --> 01:25:05.875]  Okay, so Millie, she's flustered.
[01:25:05.875 --> 01:25:08.176]  Obviously, it's jail, so it's not nice.
[01:25:08.176 --> 01:25:13.319]  But we had some developments this morning at the county jail that were really shocking.
[01:25:13.319 --> 01:25:17.401]  The point of contact that is coordinating the lawyers, and we finally got them, lawyers,
[01:25:18.281 --> 01:25:25.147]  Um, uh, you know, was talking with Gavin and we were looking to find this CPS suit.
[01:25:25.147 --> 01:25:29.971]  Uh, I was the only one that had it, but obviously it's sealed, so I'm not supposed to have this stuff.
[01:25:29.971 --> 01:25:35.155]  So the lawyers couldn't find it, but Gavin had it because they have to serve the parents.
[01:25:35.155 --> 01:25:38.858]  So he showed it on camera, showed him that, you know, this is what it says.
[01:25:38.858 --> 01:25:46.605]  And immediately the administrator of the jail shut it down, uh, because he was showing documents that were given to him upon entry.
[01:25:47.345 --> 01:25:54.150]  So they shut it down and disallowed Gavin to have video calls again on their authority because they felt like it.
[01:25:54.150 --> 01:26:10.840]  And all he did was show the document, which is great because the person on the other end, Matt, was able to actually take pictures of it so that way we can locate the place and where it is so that way tomorrow we can actually take the children there and, you know, have lawyers there and get that done.
[01:26:10.840 --> 01:26:14.723]  Because it's so odd that they're having that hearing before their arraignment.
[01:26:15.143 --> 01:26:20.269]  No, I totally agree with you and I talked to one of the guys you put me in contact with, he's a great guy, family friend.
[01:26:20.269 --> 01:26:26.296]  He was explaining that the deputies were heard saying, we're going to get foster parents, we're taking their kids away.
[01:26:26.296 --> 01:26:27.498]  So this is terrible news.
[01:26:29.383 --> 01:26:35.986]  Well, that's why the first thing I did on Friday was try to figure out what's going on with the kids and if they were wards of the state.
[01:26:35.986 --> 01:26:38.988]  And I was telling the attorneys, look, they're wards of the state.
[01:26:38.988 --> 01:26:40.769]  They said, no, there's no documentation.
[01:26:40.769 --> 01:26:43.870]  I said, look, you know, nothing's on the system.
[01:26:43.870 --> 01:26:44.671]  It's juvenile.
[01:26:44.671 --> 01:26:46.532]  If you don't have access, I'm telling you it's there.
[01:26:47.192 --> 01:26:49.453]  And they didn't see it until Gavin showed it.
[01:26:49.453 --> 01:26:53.113]  And the minute he started to show documents on the screen, they shut it down.
[01:26:53.113 --> 01:26:57.394]  So I agree with you.
[01:26:57.394 --> 01:26:59.195]  The charges are in the newspaper now.
[01:26:59.195 --> 01:27:00.435]  They say it's sealed.
[01:27:00.435 --> 01:27:03.575]  But the mother's like, they broke my cell phone.
[01:27:03.575 --> 01:27:04.656]  We had an argument.
[01:27:04.656 --> 01:27:05.476]  I'd come out there.
[01:27:05.476 --> 01:27:05.856]  I left.
[01:27:05.856 --> 01:27:06.496]  We had a fight.
[01:27:06.496 --> 01:27:07.756]  I went back to California.
[01:27:07.756 --> 01:27:12.317]  They shouldn't be charged with all these felonies over a broken cell phone and an argument with your mom.
[01:27:12.317 --> 01:27:13.878]  So I agree they're being messed with.
[01:27:13.878 --> 01:27:14.778]  Who's behind that then?
[01:27:15.638 --> 01:27:17.459]  I can't put the pieces together, man.
[01:27:17.459 --> 01:27:19.660]  Like, like, they're making a film.
[01:27:19.660 --> 01:27:20.520]  I don't know about it.
[01:27:20.520 --> 01:27:23.242]  They don't want to release it until a guy comes to my office.
[01:27:23.242 --> 01:27:24.282]  The film gets released.
[01:27:24.282 --> 01:27:25.302]  They're arrested.
[01:27:25.302 --> 01:27:29.344]  A dude's in my office saying Roger Stone masterminds everything with no proof.
[01:27:29.344 --> 01:27:32.786]  That's one reason I bring that in is I want, this is bizarre.
[01:27:32.786 --> 01:27:34.947]  I mean, I can't even begin to figure this out.
[01:27:36.070 --> 01:27:37.170]  It is very bizarre.
[01:27:37.170 --> 01:27:39.091]  Here's what's even more bizarre.
[01:27:39.091 --> 01:27:45.493]  So I spoke with Gavin on the telephone today, and what he confirmed to me shocked me.
[01:27:45.493 --> 01:27:52.295]  On July 20th is the date, because he got the documents, you know Gavin's all about paperwork, was July 20th.
[01:27:52.295 --> 01:27:56.137]  July 20th, the grand jury returned an indictment.
[01:27:56.137 --> 01:28:03.179]  Now, something that people don't know is that July 20th was the original release date, but unfortunately the file was corrupt.
[01:28:05.874 --> 01:28:11.277]  And so what happened is, since it was corrupt, it had to be done again, so then it was delayed again.
[01:28:11.277 --> 01:28:28.826]  And that was fine, because Millie wanted to add more things, put a few things in there, and because their internet was... So what he's saying, you think they're under surveillance, and they think somehow the publishing of the film is the crime, and some higher group is manipulating them, like WikiLeaks, because that's what even Robert Barnes, who's a really smart lawyer I respect,
[01:28:29.306 --> 01:28:35.487]  He said, this looks like Assange, where they said it was battery, where they said it was robbery, you know, because that's the kind of thing they do.
[01:28:35.487 --> 01:28:38.568]  They'll use a local government to do it as a cover.
[01:28:38.568 --> 01:28:40.328]  Wait, Alex, it gets weirder.
[01:28:40.328 --> 01:28:43.129]  So they couldn't even put the film together online.
[01:28:43.129 --> 01:28:44.149]  So that's that.
[01:28:44.149 --> 01:28:45.509]  But here's where it gets weird.
[01:28:45.509 --> 01:28:45.789]  Stay there.
[01:28:45.789 --> 01:28:46.389]  We got to go to break.
[01:28:46.389 --> 01:28:49.010]  No, she was telling me, because I'm like, OK, Millie, another report?
[01:28:49.010 --> 01:28:50.730]  Grace is like, no, this is really important.
[01:28:50.730 --> 01:28:51.790]  So I'm like, OK, well, tell me.
[01:28:51.790 --> 01:28:52.771]  Well, I can't tell you about it.
[01:28:52.771 --> 01:28:53.411]  We'll be right back.
[01:28:53.411 --> 01:28:54.071]  Stay with us, folks.
[01:28:57.344 --> 01:29:00.468]  I'm cutting this ad on Wednesday, August 12th, 2020.
[01:29:00.468 --> 01:29:05.033]  By this coming Sunday, this huge sale we've been running for last week will have to end.
[01:29:05.033 --> 01:29:14.104]  The Reopen America Back to School Special, 50% off to 60% off all of our top bestsellers and double payday.
[01:29:14.244 --> 01:29:15.065]  I think so.
[01:29:32.500 --> 01:29:38.441]  We have a new great special coming up next week, but it's not as extensive or expansive.
[01:29:38.441 --> 01:29:40.622]  X2, the original, will be back in stock.
[01:29:40.622 --> 01:29:43.002]  It will be discounted, but it's not available yet.
[01:29:43.002 --> 01:29:44.483]  So, this is a great sale.
[01:29:44.483 --> 01:29:45.503]  It funds the operation.
[01:29:45.503 --> 01:29:46.663]  They're great items.
[01:29:46.663 --> 01:29:52.965]  In crazy times like this, it's good to stock up, but whatever you do, keep spreading the word about InfoWars, because you are the modern voice.
[01:29:52.965 --> 01:29:54.845]  You are Paul Revere, and I salute you and thank you.
[01:29:56.601 --> 01:30:13.142]  Nancy Pelosi, Eric Holder, Joe Biden, Hillary Clinton, and the list goes on from there, have all gone on national TV, have all gone on the internet, and have been in the pages of the New York Times, that they're wargaming, contesting the election when they lose.
[01:30:13.142 --> 01:30:14.403]  They know there's a landslide.
[01:30:14.964 --> 01:30:26.132]  If they're unable to steal it, they're planning to contest it and have Democrat blue states secede and hold their own treasonous inauguration for Joe Biden and the other puppet Kamala Harris.
[01:30:26.132 --> 01:30:28.714]  This has now been announced.
[01:30:28.714 --> 01:30:33.817]  And they're going to use race war and rioting as the cover to try to drive Trump from office.
[01:30:33.817 --> 01:30:36.119]  The Democratic Party, the shy comms, the deep state.
[01:30:36.679 --> 01:30:47.225]  ...are using Black Lives Matter funded by Soros as their cover to claim that if you resist their attempts at creating artificial riots and martial law, that you're racist.
[01:30:47.225 --> 01:30:53.349]  When in truth, an old Nazi collaborator, George Soros, created Black Lives Matter along with Antifa.
[01:30:53.349 --> 01:30:55.490]  America's fighting for its life, but we will win.
[01:30:56.070 --> 01:30:59.414]  This is a maximum alert, a maximum alert.
[01:30:59.414 --> 01:31:03.358]  As of taping this alert, we are 82 days out from the election.
[01:31:03.358 --> 01:31:12.948]  As many of you know, in the last year, I've pointed out statements out of the Council on Foreign Relations and other globalist organs that they know Trump is going to win in a landslide.
[01:31:12.948 --> 01:31:15.951]  So their strategy will be to contest the election.
[01:31:16.471 --> 01:31:21.035]  If they fail to successfully steal it, then they are openly now war-gaming.
[01:31:21.035 --> 01:31:22.456]  This is in the New York Times.
[01:31:22.456 --> 01:31:30.903]  Having Democrat states and cities secede from the Union, just like they've ignored Trump's policies on coronavirus and kept their areas locked down.
[01:31:30.903 --> 01:31:33.365]  That is nothing but a dress rehearsal.
[01:31:33.365 --> 01:31:37.128]  They are saying they're going to have their own separate inauguration, not in D.C.
[01:31:37.128 --> 01:31:38.629]  They said in another city.
[01:31:38.629 --> 01:31:39.730]  Pelosi has said this.
[01:31:40.390 --> 01:31:43.831]  When they crown Biden and Kamala Harris.
[01:31:43.831 --> 01:31:47.513]  Ladies and gentlemen, this is the organized civil war.
[01:31:47.513 --> 01:31:49.753]  This is their public criminal plan.
[01:31:49.753 --> 01:31:50.934]  We should be praying.
[01:31:50.934 --> 01:31:51.894]  We should be spreading the word.
[01:31:51.894 --> 01:32:01.077]  We should be demanding Trump on the offense to expose this criminal activity.
[01:32:01.077 --> 01:32:02.898]  You hear that?
[01:32:02.898 --> 01:32:07.640]  That's the march of the United Nations and the Bill and Melinda Gates Foundation.
[01:32:08.737 --> 01:32:09.297]  We're good to go.
