[00:00.000 --> 00:28.000]  this Wednesday.
[1:20:28.480 --> 1:20:32.480]  The United States was actually in China at war with Japan.
[1:20:35.480 --> 1:20:37.480]  Think about that.
[1:20:37.480 --> 1:20:46.480]  And so the people running America at that time put Mao Zedong into power in 1949.
[1:20:46.480 --> 1:20:49.480]  It was a big split in the US government against that.
[1:20:49.480 --> 1:20:54.480]  And against putting communist in and throwing out Chiang Kai-shek.
[1:20:54.480 --> 1:20:57.480]  But why do I say that now?
[1:20:57.480 --> 1:21:03.480]  This deadly virus breaking out in China right now.
[1:21:03.480 --> 1:21:15.480]  That is certainly particularly novel and ill-fated for those that come into contact with it.
[1:21:15.480 --> 1:21:21.480]  It's going to be used by the media to create sympathy for China.
[1:21:21.480 --> 1:21:26.480]  And the rumors that they're going to be put out that Trump has put out a bio weapon against China.
[1:21:26.480 --> 1:21:30.480]  But the Chi Coms have said they don't care about their population.
[1:21:30.480 --> 1:21:39.480]  They paid through the government to have enforcers kill over 100 million little girls.
[1:21:39.480 --> 1:21:42.480]  So they don't want Chinese.
[1:21:42.480 --> 1:21:45.480]  They see their public as scum, as trash.
[1:21:45.480 --> 1:21:51.480]  They don't value life as communist.
[1:21:51.480 --> 1:22:00.480]  But now Xi Jinping is so concerned about every Chinese person that drops dead from this.
[1:22:00.480 --> 1:22:07.480]  So if you want to know how China and the globalists are going to counter Trump and are standing up to China,
[1:22:07.480 --> 1:22:15.480]  the globalist monkey's paw, it's with this event.
[1:22:15.480 --> 1:22:18.480]  This is meant to make us feel sorry for China.
[1:22:18.480 --> 1:22:23.480]  This is meant to them be a pretext for the Bill and Melinda Gates Foundation,
[1:22:23.480 --> 1:22:28.480]  to get even more power and more control because I'm going to play this clip.
[1:22:28.480 --> 1:22:35.480]  As we sit here so comfortably tonight talking about the world,
[1:22:35.480 --> 1:22:49.480]  all George Soros gives speeches at Davos about how he pledges himself to destroy nationalism.
[1:22:49.480 --> 1:23:01.480]  We have a window into the whole thing right here.
[1:23:01.480 --> 1:23:15.480]  We all knew, close the quote, John McCain's widow comments on Jeffrey Epstein's sex trafficking charges.
[1:23:15.480 --> 1:23:21.480]  And then once she said it on national television, the video's up at newswords.com.
[1:23:21.480 --> 1:23:22.480]  People won't wait a minute.
[1:23:22.480 --> 1:23:25.480]  You all knew?
[1:23:25.480 --> 1:23:34.480]  In fact, she said I knew a little girl, like a 14-year-old girl he grabbed, but I wouldn't say anything.
[1:23:34.480 --> 1:23:42.480]  Because you are a kept woman of the very same thing we're talking about.
[1:23:42.480 --> 1:23:52.480]  And so I've got, I'm not exaggerating, I've got more than 10 stories that big sitting on this desk right now.
[1:23:52.480 --> 1:23:55.480]  And you might ask yourself, why don't I cover them?
[1:23:55.480 --> 1:23:59.480]  Because to just mention it does not do it justice.
[1:23:59.480 --> 1:24:04.480]  It's like saying this old lady got kidnapped and raped and killed, big deal.
[1:24:04.480 --> 1:24:10.480]  If we don't build her up as a human and make a big deal about it, it doesn't matter.
[1:24:10.480 --> 1:24:18.480]  And I can't talk about these crimes being committed unless I emotionally interface with it and talk about it.
[1:24:18.480 --> 1:24:23.480]  That's my weakness is I just can't flippantly sit here and talk about this stuff.
[1:24:23.480 --> 1:24:26.480]  Because I sit here, I have the emotional response.
[1:24:26.480 --> 1:24:27.480]  This is what I've realized.
[1:24:27.480 --> 1:24:34.480]  This is my, I'm going to release tonight my big big point.
[1:24:34.480 --> 1:24:43.480]  I can't research this news and have my original spiritual emotional response to it.
[1:24:43.480 --> 1:24:49.480]  That's so pure and so real.
[1:24:49.480 --> 1:24:52.480]  And then do it again later.
[1:24:52.480 --> 1:24:54.480]  It's so authentic.
[1:24:54.480 --> 1:24:56.480]  I know you're the same way.
[1:24:56.480 --> 1:24:58.480]  No one's ever talked about this stuff.
[1:24:58.480 --> 1:25:05.480]  This is stuff that academics might know and they, they try to compress, they try to block, but we're doing it right now together.
[1:25:05.480 --> 1:25:12.480]  Because that's what this is right now.
[1:25:12.480 --> 1:25:30.480]  To the real headline is John McCain's wife admits cover up of child kidnapping blackmail ring.
[1:25:30.480 --> 1:25:35.480]  I mean, that's what she just did.
[1:25:35.480 --> 1:25:42.480]  But then you've got a gauge like, well, she was Stockholm syndrome before or she didn't know.
[1:25:42.480 --> 1:25:45.480]  Or is this a, the point is things are so wild now.
[1:25:45.480 --> 1:25:50.480]  She's got to go with your gut and swing for the fences, folks.
[1:25:50.480 --> 1:25:53.480]  But that's, that's what we're talking about here.
[1:25:53.480 --> 1:25:56.480]  That's what's real.
[1:25:56.480 --> 1:26:04.480]  That's happening now.
[1:26:04.480 --> 1:26:24.480]  Because the system thought, well, if we could just silence info wars and people like them, we'll never have to worry about what we did when the way to counter this was never do the thing to begin with.
[1:26:24.480 --> 1:26:28.480]  Think about that.
[1:26:28.480 --> 1:26:35.480]  I should have started the show today with John McCain's widow says they covered up child kidnapping rings.
[1:26:35.480 --> 1:26:37.480]  She says it on TV.
[1:26:37.480 --> 1:26:42.480]  See, the Bible says when you enter this phase, they can't help it.
[1:26:42.480 --> 1:26:45.480]  They will indict themselves.
[1:26:45.480 --> 1:26:57.480]  I want listeners to realize we're, we're part of the moment when all the things they've done to innocent people.
[1:26:57.480 --> 1:27:11.480]  The heart-medalized devil worshipers is all just going to come out and there's no way for them to even suppress it because they're not conscious beings or slaves.
[1:27:11.480 --> 1:27:16.480]  Ms. McCain is a slave.
[1:27:16.480 --> 1:27:19.480]  I don't say that like it's powerful like, oh, she's a slave.
[1:27:19.480 --> 1:27:21.480]  I'm making powerful.
[1:27:21.480 --> 1:27:23.480]  She's been a slave her whole life.
[1:27:23.480 --> 1:27:26.480]  Her daddy, John McCain's dead now.
[1:27:26.480 --> 1:27:28.480]  She's out there saying, we were all scared.
[1:27:28.480 --> 1:27:30.480]  We're all slaves.
[1:27:30.480 --> 1:27:32.480]  Everybody goes, don't tell them that.
[1:27:32.480 --> 1:27:34.480]  Don't tell everybody.
[1:27:34.480 --> 1:27:36.480]  This is what intimidated us.
[1:27:36.480 --> 1:27:38.480]  This is what dominated us.
[1:27:38.480 --> 1:27:40.480]  This is what told us what to do here.
[1:27:40.480 --> 1:27:47.480]  Let's just go out to break with with John McCain's widow talking about her covering up the child kidnapping rings.
[1:27:47.480 --> 1:27:52.480]  Everything, you know, we, we, it hides in plain sight.
[1:27:52.480 --> 1:27:54.480]  Epstein was hiding in plain sight.
[1:27:54.480 --> 1:27:56.480]  We all knew about him.
[1:27:56.480 --> 1:27:58.480]  We all knew what he was doing.
[1:27:58.480 --> 1:28:03.480]  But we had no one that was no legal aspect that would go after him.
[1:28:03.480 --> 1:28:06.480]  They were afraid of him for whatever reason they were afraid of him.
[1:28:06.480 --> 1:28:08.480]  Because you were either of them.
[1:28:08.480 --> 1:28:12.480]  Someone said BS, we're not afraid of you anymore and what you're doing is not only wrong, it's illegal.
[1:28:12.480 --> 1:28:14.480]  It's, you know, all those things.
[1:28:14.480 --> 1:28:17.480]  It's, it's like a house of cards now.
[1:28:17.480 --> 1:28:19.480]  It's going to start tumbling, believe me.
[1:28:19.480 --> 1:28:23.480]  And these guys, if they don't leave the country, number one, they're going to get caught.
[1:28:23.480 --> 1:28:28.480]  And they're going to, and they, not only will they get caught, but they're going to be made examples of.
[1:28:28.480 --> 1:28:32.480]  And that's exactly what we should be doing with these guys, especially.
[1:28:32.480 --> 1:28:36.480]  When I come back, I'm going to apologize for saying that because I'm a whore too.
[1:28:36.480 --> 1:28:38.480]  That's kind of a compliment.
[1:28:38.480 --> 1:28:43.480]  But, you know, my whole point is, is that why didn't you do it before?
[1:28:43.480 --> 1:28:46.480]  Why were you waiting for it to break when we did it?
[1:28:46.480 --> 1:28:47.480]  We did it.
[1:28:47.480 --> 1:28:49.480]  This audience, you did it.
[1:28:49.480 --> 1:28:53.480]  We were, if you look for that authority, like, why were you waiting?
[1:28:53.480 --> 1:29:22.480]  John McCain's wife.
[1:29:23.480 --> 1:29:52.480]  I'm going to apologize for saying that because I'm a whore too.
[1:29:52.480 --> 1:29:57.480]  Get the InfoWars Super Silver Cream today.
[1:30:22.480 --> 1:30:51.480]  I'm going to apologize for saying that because I'm a whore too.
[1:30:51.480 --> 1:30:52.480]  Enjoy the air you breathe.
[1:30:52.480 --> 1:30:58.480]  Head to infowarslife.com and grab a pack of our pollen block chewable tablets.
[1:30:58.480 --> 1:31:07.480]  This time of year, I'm always promoting Winter Sun, our high quality organic vitamin D3, vitamin K combo.
[1:31:07.480 --> 1:31:13.480]  Because it's in the fall, it's in the winter, it's in the spring, that people aren't getting sunlight
[1:31:13.480 --> 1:31:16.480]  so your body can't produce the vitamin D it needs.
[1:31:16.480 --> 1:31:24.480]  And then that's the main reason people succumb to things like influenza and other deadly viruses that are wreaking havoc out there.
[1:31:24.480 --> 1:31:29.480]  It's on record that you've got to have this to live, not just to defend against these viruses.
[1:31:29.480 --> 1:31:36.480]  So right now, we have Winter Sun still available, even though we always order only so much for sale during the fall, winter and spring.
[1:31:36.480 --> 1:31:42.480]  I'm going to let it sell out at the sales price of 40% off $23.
[1:31:42.480 --> 1:31:47.480]  Despite the fact that I could sell it at full price because I want you to get it
[1:31:47.480 --> 1:31:50.480]  and I want to incentivize you protecting yourself and your family.
[1:31:50.480 --> 1:31:58.480]  So Winter Sun, taken under the tongue, super high quality, 40% off, available now at infowarstore.com.
[1:31:58.480 --> 1:32:03.480]  You deserve a deep restful sleep with knockout by InfoWarslife.
[1:32:03.480 --> 1:32:11.480]  Our organic formula is made from high quality natural ingredients such as Valerian root extract, L-tryptophan,
[1:32:11.480 --> 1:32:14.480]  lemon balm leaf extract and melatonin.
[1:32:14.480 --> 1:32:19.480]  Knockout packs a powerful punch to get you through the night and achieve proper sleep.
[1:32:19.480 --> 1:32:27.480]  Millions of people around the world experience daytime drowsiness, but with the rapid speed of life, we need to be able to keep up the pace.
[1:32:27.480 --> 1:32:35.480]  Our natural mixture harnesses the power of 10 known ingredients to let your body relax and get the sleep you need.
[1:32:35.480 --> 1:32:37.480]  Wake up refreshed and take on the day.
[1:32:37.480 --> 1:32:45.480]  InfoWarslife wants to bring you a sleep support formula that goes above and beyond other leading brands at an affordable price.
[1:32:45.480 --> 1:32:49.480]  Get the sleep you deserve and experience the power of knockout.
[1:32:49.480 --> 1:32:53.480]  Head on over to infowarslife.com and say goodbye to fatigue.
[1:32:53.480 --> 1:33:08.480]  That's infowarslife.com.
[1:33:23.480 --> 1:33:31.480]  I know you've deceived me, now here's a surprise.
[1:33:31.480 --> 1:33:37.480]  I know that you have, cause there's magic in my eyes.
[1:33:37.480 --> 1:33:49.480]  I can sleep for miles and miles and miles and miles and miles and miles.
[1:33:49.480 --> 1:33:56.480]  I can sleep for miles and miles, Owen, but the problem is things change once you see something.
[1:33:56.480 --> 1:33:58.480]  You don't know what happens the next level.
[1:33:58.480 --> 1:34:02.480]  What do you make, Owen, since you got released from jail in DC?
[1:34:02.480 --> 1:34:09.480]  We'll cover that next segment and all the craziness that's taking place unfolding.
[1:34:09.480 --> 1:34:14.480]  Well, I think what America is witnessing right now is something we already do.
[1:34:14.480 --> 1:34:18.480]  It's just we're seeing the illustrations in the 3D world.
[1:34:18.480 --> 1:34:20.480]  There's a two-tiered justice system.
[1:34:20.480 --> 1:34:24.480]  It doesn't just apply to members of Congress or members of the government.
[1:34:24.480 --> 1:34:29.480]  It applies to the average citizen, too, where, as illustrated by me,
[1:34:29.480 --> 1:34:34.480]  if you are a leftist, liberal, Soros-organized and funded protest,
[1:34:34.480 --> 1:34:40.480]  and there's 40 of you outside the entryway of the Capitol building,
[1:34:40.480 --> 1:34:45.480]  you're allowed to demonstrate all day long as much as you'd like.
[1:34:45.480 --> 1:34:49.480]  No arrests, no questions, no acts to be removed or shut down.
[1:34:49.480 --> 1:34:53.480]  But if you're one man with tape over his mouth and a tiny piece of paper,
[1:34:53.480 --> 1:34:56.480]  they tell you to shut it down and take you to jail.
[1:34:56.480 --> 1:34:59.480]  And then hold me overnight, which is something totally unprecedented
[1:34:59.480 --> 1:35:02.480]  for such a small misdemeanor as well.
[1:35:02.480 --> 1:35:04.480]  We'll talk about that.
[1:35:04.480 --> 1:35:05.480]  That's how it goes, Alex.
[1:35:05.480 --> 1:35:09.480]  But while you've been lavishing yourself in the DC prison.
[1:35:09.480 --> 1:35:11.480]  Oh, yeah, with all the cockroaches.
[1:35:11.480 --> 1:35:16.480]  With Ronald McDonald, all these other guys.
[1:35:16.480 --> 1:35:20.480]  Kobe Bryant's dead, members of his family, his daughter, others.
[1:35:20.480 --> 1:35:22.480]  Terrible thing.
[1:35:22.480 --> 1:35:26.480]  Giant mass outbreaks, martial law in China.
[1:35:26.480 --> 1:35:29.480]  A lot of hell breaking loose right now.
[1:35:29.480 --> 1:35:32.480]  Yeah, it's hard to tell what is, you know, the bouncing ball.
[1:35:32.480 --> 1:35:34.480]  What do we need to be focusing on?
[1:35:34.480 --> 1:35:35.480]  Is it this outbreak?
[1:35:35.480 --> 1:35:36.480]  Is it the impeachment?
[1:35:36.480 --> 1:35:38.480]  Nobody's watching the impeachment, by the way.
[1:35:38.480 --> 1:35:39.480]  It's like zero ratings.
[1:35:39.480 --> 1:35:41.480]  It's like a total ratings flop.
[1:35:41.480 --> 1:35:42.480]  Nobody cares.
[1:35:42.480 --> 1:35:44.480]  It's, it's the boy that cried wolf.
[1:35:44.480 --> 1:35:48.480]  So I think, you know, the new definition of pretentiousness
[1:35:48.480 --> 1:35:50.480]  or sanctimoniousness is shift.
[1:35:50.480 --> 1:35:51.480]  I mean, that guy is a joke.
[1:35:51.480 --> 1:35:52.480]  I don't know, Alex.
[1:35:52.480 --> 1:35:57.480]  I feel like, I feel like it's the fourth of July and the sun already set
[1:35:57.480 --> 1:36:01.480]  like an hour ago and we're all kind of sitting around waiting for the fireworks
[1:36:01.480 --> 1:36:07.480]  like, Hey, fourth of July, we're all out here and we're kind of staring at Trump.
[1:36:07.480 --> 1:36:10.480]  And we're like, all right, like, we know the fireworks are coming.
[1:36:10.480 --> 1:36:11.480]  It's the fourth of July.
[1:36:11.480 --> 1:36:13.480]  It's like, we know the Democrats are committing all these crimes.
[1:36:13.480 --> 1:36:16.480]  Like, you know, when is the hammer going to drop here?
[1:36:16.480 --> 1:36:19.480]  We keep seeing the Tik Tok and the Fox News and the breaking this
[1:36:19.480 --> 1:36:22.480]  and the investigation of Ilhan Omar and this and all.
[1:36:22.480 --> 1:36:24.480]  And it's like, we're just kind of sitting here, like on the fourth of July
[1:36:24.480 --> 1:36:26.480]  on our picnic blanket, like, don't worry kids.
[1:36:26.480 --> 1:36:28.480]  Oh, the fireworks will start soon.
[1:36:28.480 --> 1:36:31.480]  And meanwhile censorship continues.
[1:36:31.480 --> 1:36:33.480]  Trump supporters continue to get attacked in the streets.
[1:36:33.480 --> 1:36:35.480]  The fake impeachment scandal continues to go on,
[1:36:35.480 --> 1:36:37.480]  costing us millions of dollars.
[1:36:37.480 --> 1:36:39.480]  The two tiered justice system continues.
[1:36:39.480 --> 1:36:42.480]  And we just sit here to report on all of it like we have been for decades
[1:36:42.480 --> 1:36:46.480]  at Info Wars and, you know, nobody wants to talk about the fact that we are right.
[1:36:46.480 --> 1:36:48.480]  Nobody wants to talk about all the stuff we talk about.
[1:36:48.480 --> 1:36:51.480]  And then when Epstein finally dies in prison,
[1:36:51.480 --> 1:36:53.480]  it's obviously killed himself.
[1:36:53.480 --> 1:36:56.480]  Oh, now McCain's wife is going to all of a sudden talk about like, yeah,
[1:36:56.480 --> 1:36:57.480]  that's the deep state.
[1:36:57.480 --> 1:36:58.480]  They were afraid to bring him down.
[1:36:58.480 --> 1:37:00.480]  Oh, now it's news, Alex.
[1:37:00.480 --> 1:37:03.480]  It was affirmed by a member of the deep state's wife.
[1:37:03.480 --> 1:37:05.480]  So now we can cover it.
[1:37:05.480 --> 1:37:07.480]  Hmm. How convenient.
[1:37:07.480 --> 1:37:08.480]  But let's talk about that.
[1:37:08.480 --> 1:37:10.480]  We're going to put the clip here in a moment.
[1:37:10.480 --> 1:37:13.480]  What does it, because I should have started the show with this,
[1:37:13.480 --> 1:37:15.480]  not just the virus, not just all of it.
[1:37:15.480 --> 1:37:18.480]  In hindsight, it's always easy to see what the top story is.
[1:37:18.480 --> 1:37:23.480]  Why would John McCain's wife say we all knew they were running sex slavery?
[1:37:23.480 --> 1:37:25.480]  She even said we knew a girl they were running.
[1:37:25.480 --> 1:37:27.480]  She submitted it knowing about a crime.
[1:37:27.480 --> 1:37:30.480]  But don't worry, they're all about to go down now.
[1:37:30.480 --> 1:37:33.480]  That sounds like a rat leaving a singing ship.
[1:37:33.480 --> 1:37:35.480]  Well, and maybe that's what it is.
[1:37:35.480 --> 1:37:39.480]  Maybe anybody and everybody that was involved at any level thinks,
[1:37:39.480 --> 1:37:43.480]  oh, if I say, oh, yeah, I knew it was really bad.
[1:37:43.480 --> 1:37:45.480]  Like that's like a reprieve.
[1:37:45.480 --> 1:37:48.480]  Like, oh, okay, now I won't be looked at or investigated or demonized
[1:37:48.480 --> 1:37:50.480]  when this all comes out.
[1:37:50.480 --> 1:37:52.480]  They all hope it would be like me too.
[1:37:52.480 --> 1:37:55.480]  Like a guy asked me out once, me too.
[1:37:55.480 --> 1:37:57.480]  A guy kissed me once, me too.
[1:37:57.480 --> 1:38:01.480]  Sort of like kids in rape dungeons and devil worship and child sacrifice.
[1:38:01.480 --> 1:38:03.480]  They hope they can be like, you're right.
[1:38:03.480 --> 1:38:05.480]  Pedophilia is bad.
[1:38:05.480 --> 1:38:07.480]  Men ask women out.
[1:38:07.480 --> 1:38:09.480]  Look at the Gillette commercial.
[1:38:09.480 --> 1:38:11.480]  But it isn't going to work now, is it?
[1:38:11.480 --> 1:38:12.480]  Honestly, you're right.
[1:38:12.480 --> 1:38:14.480]  This is rats leaving the singing ship.
[1:38:14.480 --> 1:38:16.480]  It's actually, Alex, it's such a whirlwind.
[1:38:16.480 --> 1:38:17.480]  It's such a blur.
[1:38:17.480 --> 1:38:19.480]  But no, it's a blur now.
[1:38:19.480 --> 1:38:21.480]  It's a blur because I haven't covered one tenth of the stuff.
[1:38:21.480 --> 1:38:26.480]  George Soros says he'll stop, quote,
[1:38:26.480 --> 1:38:28.480]  nationalism and nations.
[1:38:28.480 --> 1:38:30.480]  He's going to fight nations.
[1:38:30.480 --> 1:38:32.480]  But what do we do, Alex?
[1:38:32.480 --> 1:38:36.480]  Because we've got literally brainwashed masses.
[1:38:36.480 --> 1:38:37.480]  I mean, these are...
[1:38:37.480 --> 1:38:39.480]  It's some weird ass Nazi collaborators there.
[1:38:39.480 --> 1:38:43.480]  We're dealing with millions of brainwashed people that are mentally defective, Alex.
[1:38:43.480 --> 1:38:46.480]  And it's not something that I take pleasure in talking about.
[1:38:46.480 --> 1:38:48.480]  And again, it's like it's all a blur.
[1:38:48.480 --> 1:38:52.480]  But I flash back to the women's march where I'm just sitting there saying,
[1:38:52.480 --> 1:38:55.480]  hey, Jeffrey Epstein was running sex slaves.
[1:38:55.480 --> 1:38:57.480]  They all covered it up in the mainstream news with ABC.
[1:38:57.480 --> 1:38:59.480]  And they're like, get out of here.
[1:38:59.480 --> 1:39:01.480]  Get out of here, fascists.
[1:39:01.480 --> 1:39:02.480]  We don't want to hear about that.
[1:39:02.480 --> 1:39:04.480]  It's like, that is the me too.
[1:39:04.480 --> 1:39:05.480]  A sex slave?
[1:39:05.480 --> 1:39:06.480]  Like, does it get worse than that?
[1:39:06.480 --> 1:39:08.480]  I mean, yeah, it's got Bill Clinton drapes, but I mean...
[1:39:08.480 --> 1:39:11.480]  But you realize everything happening right here is the answer.
[1:39:11.480 --> 1:39:14.480]  And I'm not just saying this to, like, be flippant.
[1:39:14.480 --> 1:39:18.480]  I want listeners to understand this is a very important moment in M.V.O. War's lore.
[1:39:18.480 --> 1:39:22.480]  And everybody's lore.
[1:39:22.480 --> 1:39:25.480]  The globalist thought nobody would get satellites.
[1:39:25.480 --> 1:39:26.480]  Nobody would build infrastructure.
[1:39:26.480 --> 1:39:27.480]  Nobody would hire a crew.
[1:39:27.480 --> 1:39:29.480]  Nobody would hire a host.
[1:39:29.480 --> 1:39:31.480]  Nobody would put freedom forward.
[1:39:31.480 --> 1:39:36.480]  So I'm going to say this again very slowly.
[1:39:36.480 --> 1:39:40.480]  They knew all this was going to happen.
[1:39:40.480 --> 1:39:50.480]  They were going to do all this, but they weren't expecting me and Owen and you.
[1:39:50.480 --> 1:39:56.480]  And that's what's so beautiful about this and sickeningly delicious.
[1:39:56.480 --> 1:40:02.480]  They thought they'd pull all this off with no opposition and that no one...
[1:40:02.480 --> 1:40:04.480]  Because, you know, it did take something.
[1:40:04.480 --> 1:40:06.480]  It took you.
[1:40:06.480 --> 1:40:09.480]  Spraying the word, praying for us and financially supporting us.
[1:40:09.480 --> 1:40:16.480]  But we built something that was real because we thought we're coming to a fight.
[1:40:16.480 --> 1:40:18.480]  We believe people would take action.
[1:40:18.480 --> 1:40:21.480]  That's what Owen, we did it.
[1:40:21.480 --> 1:40:24.480]  But getting Trump elected was only one part of it.
[1:40:24.480 --> 1:40:28.480]  Now is the rest of the story, as Paul Harvey would say.
[1:40:28.480 --> 1:40:38.480]  And so that's really the incredible thing here, is that any time goodness or people that are just out for a fair shake,
[1:40:38.480 --> 1:40:42.480]  I don't claim to be the purest personal planet, but I'm out to F innocent people over.
[1:40:42.480 --> 1:40:44.480]  I love God. I love Jesus.
[1:40:44.480 --> 1:40:47.480]  The fact that we stood up, the fact that listeners stood us up,
[1:40:47.480 --> 1:40:50.480]  this isn't some hype on some show just saying this happened.
[1:40:50.480 --> 1:40:51.480]  This is it.
[1:40:51.480 --> 1:40:53.480]  This is the epicenter. We did it.
[1:40:53.480 --> 1:40:54.480]  You did it.
[1:40:54.480 --> 1:40:55.480]  The crew in there did it.
[1:40:55.480 --> 1:41:03.480]  All of us together, this work, all this action created the place for there to be an opposition.
[1:41:03.480 --> 1:41:06.480]  Like people sit back and it's like, you think this studio is easy to build?
[1:41:06.480 --> 1:41:13.480]  Take the microphones, the servers, the satellites, the crew, the lawyers, the attacks, the lawsuits.
[1:41:13.480 --> 1:41:18.480]  But we did it because evil isn't stronger than us.
[1:41:18.480 --> 1:41:21.480]  And so I think at the end of the day, listeners need to understand that.
[1:41:21.480 --> 1:41:27.480]  And affiliate owners and all the viewers and TV stations need to understand this is a truly Americana experience.
[1:41:27.480 --> 1:41:32.480]  America came out of the mud like a flower out of the Nile again.
[1:41:32.480 --> 1:41:37.480]  America came up again and stood up for victory.
[1:41:37.480 --> 1:41:43.480]  America didn't need George Soros of the New World Order or the Chai Combs. It just did it again.
[1:41:43.480 --> 1:41:46.480]  That's the power of the people. That's the power of spirit.
[1:41:46.480 --> 1:41:50.480]  That's the power that manifests again to bring us this level of fight.
[1:41:50.480 --> 1:42:00.480]  Well, if you'll indulge me for a second, Alex, I think there's a certain level of the victories we're having that have been a little too comforting for people,
[1:42:00.480 --> 1:42:09.480]  including Trump and the White House, because when I see what Info Wars represents is basically a spaceship staring the Death Star down,
[1:42:09.480 --> 1:42:15.480]  saying there's only one way to go, and that's full steam ahead, ride another Death Star and just blow right up into it.
[1:42:15.480 --> 1:42:23.480]  For me, it's saying, hey, you know what? You're going to arrest me right where these demonstrators were yesterday so that I can illustrate the two-tiered system that you have here?
[1:42:23.480 --> 1:42:27.480]  Fine. Trump getting in. That was a crack, a president they don't control.
[1:42:27.480 --> 1:42:32.480]  Doesn't mean Trump's perfect. It means we got somebody in that they don't control, that they hate, that actually wants to be the president.
[1:42:32.480 --> 1:42:39.480]  So there's all these cracks, but the problem is people stare at Info Wars or stare at Alex Jones or stare at Trump and say, yeah, go.
[1:42:39.480 --> 1:42:45.480]  Instead of realizing, no, you get off the bench. You ram your head into that wall. There's a crack, but it's still there.
[1:42:45.480 --> 1:42:48.480]  The wall is still there. We have to destroy it.
[1:42:48.480 --> 1:42:57.480]  We're only lazing the target. Info Wars only points out the attack. They have to carry it out. We'll be back. Stay with us.
[1:43:19.480 --> 1:43:25.480]  Wow. Yes, now we know we're right. The New World Order is real. Satanism is real. The pedophile leader real.
[1:43:25.480 --> 1:43:29.480]  But we're real as well and we love God and we're standing up and saying no.
[1:43:29.480 --> 1:43:33.480]  But I just want to make the point here, one month into 2020, that we have never been in Kansas.
[1:43:33.480 --> 1:43:37.480]  We have never been in some small, ill place that didn't matter.
[1:43:37.480 --> 1:43:44.480]  Everything we do, every decision we make governs the future of our species and everything we've gone through and everything we're going to go through.
[1:43:44.480 --> 1:43:48.480]  So it's an incredible town to be alive. I'm going to thank you all for being aware and being involved.
[1:43:48.480 --> 1:43:55.480]  But just remember, your action now via prayer, word of mouth and financial support of InfoWars.com is critical.
[1:43:55.480 --> 1:43:57.480]  So please take action.
[1:43:57.480 --> 1:44:03.480]  We've got three big sales going right now and one of them has to end within a week.
[1:44:03.480 --> 1:44:11.480]  And that's ultimate fish oil for 33% off. It's amazing. Go check it out for yourself.
[1:44:11.480 --> 1:44:19.480]  Then we've got back in stock X2, our best selling deep earth crystals iodine, the good halogen that is the building block to everything in the body.
[1:44:19.480 --> 1:44:26.480]  And I just can't tell you enough how important it is. The UN admits 2 billion people have low IQ or mental disability because they never got enough iodine.
[1:44:26.480 --> 1:44:29.480]  So just check it out for yourself. 40% off.
[1:44:29.480 --> 1:44:36.480]  InfoWars.com and it funds the M4 and then vitamin D3 with vitamin K that fuses it together.
[1:44:36.480 --> 1:44:43.480]  Super high quality, winter sun. You don't have sun during the winter. Sun helps your body produce the vitamin D3.
[1:44:43.480 --> 1:44:45.480]  That's why people get so sick. That's the main reason.
[1:44:45.480 --> 1:44:49.480]  Well, you can supplement with this under the tongue at higher absorption. It's amazing.
[1:44:49.480 --> 1:44:54.480]  All three of these are on sale, but only for a limited time at InfoWars.com.
[1:44:54.480 --> 1:44:58.480]  Protect yourself and fund the M4. 360 win.
[1:44:58.480 --> 1:45:07.480]  I spend a lot of time reminding the InfoWars family of listeners and viewers that without you, we won't be on the air.
[1:45:07.480 --> 1:45:09.480]  And I spend a lot of time thanking you.
[1:45:09.480 --> 1:45:17.480]  But I really think you should thank yourself for keeping us on the air and really changing the world for the better and raising the alarm as modern ball reviewers.
[1:45:17.480 --> 1:45:24.480]  But something I should spend more time on is just reminding you that these products are really amazing.
[1:45:24.480 --> 1:45:29.480]  You've got that pledge from me, but you've seen the third party test out there, the air filtration, the water filtration.
[1:45:29.480 --> 1:45:33.480]  The supplements are all the very best you're going to find out there.
[1:45:33.480 --> 1:45:39.480]  And you can't fund an operation anywhere else that's fighting the globalist this hard.
[1:45:39.480 --> 1:45:43.480]  So it's not a burden to support InfoWars.
[1:45:43.480 --> 1:45:50.480]  It really is something that is good for everybody that stands for justice and freedom.
[1:45:50.480 --> 1:45:54.480]  And makes your life and your family's life and your children's life so much better.
[1:45:54.480 --> 1:45:58.480]  So visit InfoWars.com today.
[1:45:58.480 --> 1:46:10.480]  If you understand why the globalist, why the servants of Satan hate InfoWars, it's because we're awake, we're alive, we're passionate, and we're not giving up.
[1:46:10.480 --> 1:46:19.480]  That's why it's critical for those of us that are aware of the New World Order's plans to not get down when they attack us and they persecute us and they lie about us.
[1:46:19.480 --> 1:46:24.480]  That's what we should expect because we are hurting these scumbags.
[1:46:24.480 --> 1:46:30.480]  The globalists have literally sold their souls to the dark side and they do what they do because they're slaves.
[1:46:30.480 --> 1:46:35.480]  Because they are eternally driven to try to suppress and dominate and destroy the innocent.
[1:46:35.480 --> 1:46:45.480]  It is up to us who are awake, not the sheep and not the wolves, but the sheep dogs to stand firm and resist these wicked tyrants.
[1:46:45.480 --> 1:46:53.480]  They fear the fact that we are awake, they fear the fact that we are alive, they fear the fact that we love God.
