[00:00:17.441 --> 00:00:18.583]  Things are bad.
[03:03:14.001 --> 03:03:20.164]  There's more stories surfacing right now about the voting machines flipping millions and millions of votes.
[03:03:20.164 --> 03:03:22.365]  You have sworn affidavits.
[03:03:22.365 --> 03:03:25.106]  Hundreds are coming forward with eyewitness accounts.
[03:03:25.106 --> 03:03:25.846]  So that's all coming up.
[03:03:25.846 --> 03:03:27.987]  We're going to have Jim Hoft on the show.
[03:03:27.987 --> 03:03:30.829]  The Gateway Pundit is leading the charge on a bunch of the stories.
[03:03:30.829 --> 03:03:32.409]  They got a new story coming out today.
[03:03:32.409 --> 03:03:33.490]  Let's say it, they're the best.
[03:03:33.490 --> 03:03:37.492]  When it comes to actually ferreting things out first and putting out the most, it's them.
[03:03:37.992 --> 03:03:39.853]  The quality's over the top.
[03:03:39.853 --> 03:03:44.234]  The volume is just like... I go to sleep at night, and it's feeling good because of them.
[03:03:44.234 --> 03:03:46.815]  And I think they're less than even four years old over there.
[03:03:46.815 --> 03:03:48.796]  Maybe just five years old.
[03:03:48.796 --> 03:03:50.496]  So we'll be covering that.
[03:03:50.496 --> 03:03:52.757]  There is more nonsense coming out about COVID.
[03:03:52.757 --> 03:03:54.098]  They're saying you can't have Thanksgiving.
[03:03:54.098 --> 03:03:55.618]  They're saying you can't have Christmas.
[03:03:55.618 --> 03:03:59.460]  But then they catch Newsom and all the Democrats at huge parties, not wearing masks.
[03:03:59.460 --> 03:04:01.120]  It's all a fraud, folks.
[03:04:01.120 --> 03:04:02.681]  It's all BS.
[03:04:02.681 --> 03:04:05.802]  But isn't that the craziest thing about it, Alex, is that... And of course,
[03:04:06.687 --> 03:04:09.030]  The ultimate fear is that we know what they do.
[03:04:09.030 --> 03:04:12.194]  If they can, they will launch their second pandemic.
[03:04:12.194 --> 03:04:14.997]  This is a drill to make sure you accept it.
[03:04:14.997 --> 03:04:17.240]  Once you lock down good, they're going to get you with a real weapon.
[03:04:17.240 --> 03:04:19.382]  They don't want a weapon to get things out of control.
[03:04:19.382 --> 03:04:20.243]  So the key is exposed.
[03:04:20.243 --> 03:04:21.124]  They're behind the weapons.
[03:04:21.124 --> 03:04:22.426]  They're behind the bio-attack.
[03:04:22.426 --> 03:04:23.587]  They're the depopulationists.
[03:04:23.587 --> 03:04:24.468]  They're the number one suspects.
[03:04:25.168 --> 03:04:27.069]  Yeah, no, and I would say not even the suspects.
[03:04:27.069 --> 03:04:28.249]  They've been caught red-handed.
[03:04:28.249 --> 03:04:29.950]  Don't say any future attacks.
[03:04:29.950 --> 03:04:31.150]  They're definitely behind this one.
[03:04:31.150 --> 03:04:35.552]  And that's where I'm worried, and that's why, you know, this next 79 days... That's why it's kind of freeing, though.
[03:04:35.552 --> 03:04:37.053]  We know they're the bad guys.
[03:04:37.053 --> 03:04:39.454]  Everybody, they all thought we were weak.
[03:04:39.454 --> 03:04:42.395]  No, no, they took our kindness for weakness, and it's over, Owen.
[03:04:42.395 --> 03:04:43.895]  Well, you know, it's the weirdest thing, too, Alex.
[03:04:43.895 --> 03:04:48.477]  I had, uh, I'd done an interview late Saturday night, and I was, you know, totally out of it or whatever.
[03:04:48.477 --> 03:04:50.598]  I was like, alright, I'll do another interview, and the guys start asking me,
[03:04:51.358 --> 03:04:54.761]  Um, you know, who are the people behind the COVID hoax and all this stuff?
[03:04:54.761 --> 03:04:58.144]  And I kind of had this weird, like, moment of clarity.
[03:04:58.144 --> 03:05:01.867]  Well, it was fog, but it was also, like, seeing the shadows through the fog.
[03:05:01.867 --> 03:05:05.450]  Because you always assume that, you know, there's got to be someone playing these people, right?
[03:05:05.450 --> 03:05:09.553]  Like, who's running the Mockingbird Press that makes them do the Russian collusion fake story?
[03:05:09.553 --> 03:05:11.495]  Like, but they all just join in to get the power.
[03:05:11.495 --> 03:05:12.776]  But then you realize that
[03:05:13.496 --> 03:05:14.937]  We've had so much come out.
[03:05:14.937 --> 03:05:15.917]  Who's behind the COVID hoax?
[03:05:15.917 --> 03:05:16.838]  We know it's Bill Gates.
[03:05:16.838 --> 03:05:17.598]  It's Anthony Fauci.
[03:05:17.598 --> 03:05:18.378]  They're right there.
[03:05:18.378 --> 03:05:18.939]  They're right there.
[03:05:18.939 --> 03:05:19.299]  They own it.
[03:05:19.299 --> 03:05:19.959]  They run it.
[03:05:19.959 --> 03:05:21.160]  And they're still promoting it.
[03:05:21.160 --> 03:05:27.743]  Fauci, that's one of the things is Fauci's now coming out saying, well, even if we do get the vaccine, you're still going to have to wear your mask.
[03:05:27.743 --> 03:05:29.203]  You're still going to have to be locked down.
[03:05:29.203 --> 03:05:29.463]  Oh, yeah.
[03:05:29.463 --> 03:05:32.605]  They love the power that once they stampede us, they're never going to give up the power.
[03:05:32.605 --> 03:05:33.265]  Look at him.
[03:05:33.265 --> 03:05:34.626]  That is a true, that's Hitler.
[03:05:34.986 --> 03:05:36.207]  You want to see Hitler at your age?
[03:05:36.207 --> 03:05:38.267]  That is literally beyond Hitler.
[03:05:38.267 --> 03:05:43.549]  A little slimy, mad scientist piece of filth who I hope burns in frickin' hell.
[03:05:43.549 --> 03:05:44.290]  Well, that's what I'm saying.
[03:05:44.290 --> 03:05:47.631]  It's like they want us to be so cucked that we don't even call it like it is.
[03:05:47.631 --> 03:05:48.271]  No.
[03:05:48.271 --> 03:05:54.814]  I'd like to see Anthony Fauci strangled until his face goes red and he can't breathe anymore politically.
[03:05:54.814 --> 03:05:55.474]  Well, here's the thing.
[03:05:57.938 --> 03:06:01.099]  I saw him in the speech that they had right there a few days ago in my hotel room during the breaks.
[03:06:01.099 --> 03:06:01.500]  It was on.
[03:06:01.500 --> 03:06:02.960]  He was like, believe the science.
[03:06:02.960 --> 03:06:03.801]  We have the facts.
[03:06:03.801 --> 03:06:05.081]  Everything he said is a lie.
[03:06:05.081 --> 03:06:06.662]  Everything he said is anti-science.
[03:06:06.662 --> 03:06:08.863]  All the scientists that come out and expose him, they ban.
[03:06:08.863 --> 03:06:11.564]  So they just go, science, science, science.
[03:06:11.564 --> 03:06:12.644]  No, it's a bunch of crap, folks.
[03:06:12.644 --> 03:06:13.905]  We need financial support.
[03:06:13.905 --> 03:06:15.826]  Infowarshore.com, the big super sale.
[03:06:16.306 --> 03:06:17.887]  Stop the steel sales gonna have to end soon.
[03:06:17.887 --> 03:06:18.788]  A bunch of stuff selling out.
[03:06:18.788 --> 03:06:20.149]  DNA Force Plus.
[03:06:20.149 --> 03:06:21.871]  Alpha Power's back in stock.
[03:06:21.871 --> 03:06:23.632]  Ultimate Tumor's back in stock.
[03:06:23.632 --> 03:06:24.893]  CovaChill.
[03:06:24.893 --> 03:06:26.635]  Oh, Vaz-O-Beach just got back in stock.
[03:06:26.635 --> 03:06:28.116]  These sales are gonna have to end very soon.
[03:06:28.116 --> 03:06:28.857]  Please support us.
[03:06:28.857 --> 03:06:30.438]  InfoWarsTore.com.
[03:06:30.438 --> 03:06:31.819]  Gerald Cilente taking over.
[03:06:31.819 --> 03:06:32.820]  Owen Schroeder, 3 p.m.
[03:06:32.820 --> 03:06:33.480]  Central.
[03:06:33.480 --> 03:06:35.402]  In 45 minutes with The War Room.
[03:06:35.402 --> 03:06:36.163]  Please spread the word.
[03:06:38.191 --> 03:06:53.323]  Election 2020 is here, and whether Trump wins or loses, we have all won by exposing the communist Chinese, by exposing the globalists, by exposing the pedophile rings, by exposing the fact this is really a fight between good versus evil.
[03:06:53.323 --> 03:06:57.926]  Now I'm personally a Christian and I believe in God, and I know God's real and I've experienced it in my life.
[03:06:57.926 --> 03:07:03.190]  But even if you don't believe in God, it's important to recognize that there is good in this world, there is evil.
[03:07:03.190 --> 03:07:06.433]  And there are people out there that want to do you harm because they enjoy doing bad.
[03:07:07.353 --> 03:07:17.239]  And what I see happening across the spectrum of different political views is people finally get that, they finally understand that they're not being naive anymore.
[03:07:17.239 --> 03:07:25.885]  Don't ever project your decency and your goodness onto other people until they've proven what they stand for and who they are, or you're going to get hurt.
[03:07:26.485 --> 03:07:34.376]  But those of you out there who have done your own research and discovered who's good and who is faithful, will then come together with those organizations and support them like InfoWars.
[03:07:34.376 --> 03:07:37.540]  Because without your support, InfoWars would not exist.
[03:07:38.340 --> 03:07:44.946]  It's time to show them what a real alpha male looks like with one of our most powerful products ever made, Alpha Power.
[03:07:44.946 --> 03:07:48.409]  As you age, your body can lose testosterone over time.
[03:07:48.409 --> 03:07:57.317]  With the incredible ingredients in this formula, we can help you beat the test of time and assist in restoring that lost energy and mood that comes with time and age.
[03:07:57.317 --> 03:08:05.524]  Alpha Power's incredible ingredients can help you boost your sports performance or enhance your day-to-day life with ease while encouraging hormonal balance.
[03:08:06.084 --> 03:08:11.508]  Perfect by itself or with super male vitality in the True Alpha Male Pack.
[03:08:11.508 --> 03:08:18.732]  Alpha Power can help boost performance, help maintain normal testosterone levels, support healthy cholesterol and more.
[03:08:18.732 --> 03:08:22.415]  Let Alpha Power help bring you to the peak of your optimal health.
[03:08:22.415 --> 03:08:25.457]  Don't fall short on energy in the fight against tyranny.
[03:08:25.457 --> 03:08:29.519]  Show the world what a True Alpha Male looks like today with Alpha Power.
[03:08:29.519 --> 03:08:32.021]  Head to InfoWarsStore.com today!
[03:08:41.559 --> 03:08:49.828]  You're listening to the Alex Jones Show.
[03:08:49.828 --> 03:08:50.949]  Big Brother.
[03:08:50.949 --> 03:08:52.771]  Mainstream media.
[03:08:52.771 --> 03:08:54.652]  Government cover-ups.
[03:08:54.652 --> 03:08:56.334]  You want to stop tyranny?
[03:08:56.334 --> 03:08:57.996]  Well, so does he.
[03:08:57.996 --> 03:09:02.681]  Live from the Infowars.com studios, it's Alex Jones.
[03:09:15.452 --> 03:09:16.992]  Hello, hello.
[03:09:16.992 --> 03:09:17.752]  Here I am.
[03:09:17.752 --> 03:09:21.993]  It's Alex Jones.
[03:09:21.993 --> 03:09:26.894]  And I got my mask on because I don't want to give anybody the virus.
[03:09:26.894 --> 03:09:36.136]  And I watched the prostitutes on all the TV everywhere in the country, and they got no one around them, just like I don't have anybody around me.
[03:09:36.136 --> 03:09:37.696]  My cameraman's over there.
[03:09:37.696 --> 03:09:41.837]  He's about at least six feet away from me, so he's safe.
[03:09:42.554 --> 03:09:50.741]  But I just want to make sure, you know, if any bugs come in or anything, because I've got plants in here and I don't want to get anybody sick.
[03:09:50.741 --> 03:10:04.032]  What they're doing with wearing these masks when nobody's around them and they got the microphone in front of them, is they're selling behavior.
[03:10:04.032 --> 03:10:10.918]  And the behavior is... Do what you're told.
[03:10:11.860 --> 03:10:16.283]  As I mentioned many times, I'm sure everybody else has on Alex Jones.
[03:10:16.283 --> 03:10:29.952]  These masks that you see everybody wearing are totally worthless when you read on the box that they don't stop the spread of infections and disease.
[03:10:29.952 --> 03:10:33.394]  It's Biden time.
[03:10:33.394 --> 03:10:34.254]  That's right.
[03:10:34.254 --> 03:10:35.375]  B-I-D-E-N.
[03:10:35.375 --> 03:10:38.117]  Biden time.
[03:10:38.117 --> 03:10:41.439]  Wear masks and get vaccinated.
[03:10:42.827 --> 03:10:47.271]  That's where we're going.
[03:10:47.271 --> 03:10:50.534]  This is unprecedented in world history.
[03:10:50.534 --> 03:10:55.818]  We used to make fun of the Chinese because they wore these stupid things all the time.
[03:10:55.818 --> 03:11:07.808]  And the reason they wore them in China, but by the way, China's totally opened up now, is that about 1.5 million people a year over there die from air pollution.
[03:11:07.808 --> 03:11:09.570]  And talking about dying from things,
[03:11:10.708 --> 03:11:18.752]  You know, I have all those great InfoWars products, so you could eat healthy and be healthy.
[03:11:18.752 --> 03:11:32.919]  Sure, you buy those, but if you go to the grocery store, and you pick the stuff off the shelves, other than the tiny little organic section they have, what kind of pesticides?
[03:11:32.919 --> 03:11:38.921]  What kind of artificial flavors and artificial colorings do they have in the food?
[03:11:38.921 --> 03:11:40.162]  Look at all the preservatives.
[03:11:42.708 --> 03:11:45.469]  Names you never heard of.
[03:11:45.469 --> 03:11:47.710]  You like that yellow number five?
[03:11:47.710 --> 03:11:49.410]  I like red dye number three.
[03:11:49.410 --> 03:12:02.055]  Oh, and then there was those ads on TV to take all of the drugs that the big drug dealers keep pumping out.
[03:12:02.055 --> 03:12:11.418]  And that low-life piece of garbage, murderous crap, Bill Clinton, was the one that allowed the drug companies to sell their drugs
[03:12:12.517 --> 03:12:13.998]  Yeah, we gotta get it off the streets.
[03:12:13.998 --> 03:12:19.161]  We gotta put it on mainstream television so our buddies can make a lot of money.
[03:12:19.161 --> 03:12:25.324]  And then they pay me $300,000 an hour to hear me BS when they can hear me BS for free.
[03:12:25.324 --> 03:12:27.385]  Yeah, that Bill Clinton.
[03:12:27.385 --> 03:12:30.327]  And you listen to these drug ads, it's a joke.
[03:12:30.327 --> 03:12:32.368]  Oh, and they're beautifully designed.
[03:12:32.368 --> 03:12:34.109]  It's Hollywood.
[03:12:34.109 --> 03:12:37.431]  Oh, lovely colors, happy, happy.
[03:12:37.431 --> 03:12:39.112]  And then they give you the side effects.
[03:12:42.145 --> 03:12:43.225]  You don't get healthy.
[03:12:43.225 --> 03:12:44.786]  Take these drugs.
[03:12:44.786 --> 03:12:46.467]  Yeah, you'll feel good for a little while.
[03:12:46.467 --> 03:12:48.768]  They'll kill you in a lot of different ways.
[03:12:48.768 --> 03:12:51.809]  But worry about the COVID war.
[03:12:51.809 --> 03:12:53.189]  That's what we have to fight.
[03:12:53.189 --> 03:12:58.591]  That's what we have to be careful about.
[03:12:58.591 --> 03:13:04.934]  Forget all the chemicals that they're pumping in the water, in the air, in the earth.
[03:13:04.934 --> 03:13:08.315]  That is slaughtering.
[03:13:08.315 --> 03:13:10.856]  Stuff you can't make up names for.
[03:13:14.204 --> 03:13:18.026]  Worry about the COVID war.
[03:13:18.026 --> 03:13:38.057]  So, by them putting these masks on these little prostitutes that get paid to put out by the corporate whoremasters, they're selling us the vaccine.
[03:13:38.057 --> 03:13:40.879]  Now, we're going to see a new third-party America.
[03:13:43.609 --> 03:13:46.872]  It's going to have two platforms, as I see it, as I mentioned this before.
[03:13:46.872 --> 03:13:50.234]  Anti-tax and anti-vax.
[03:13:50.234 --> 03:14:03.825]  Because those slimy little politicians, like Witless, Witmer, Gruesome, Two-Face, Gavin, yeah, you saw that little Newsome Gruesome over there, at a party with his friends.
[03:14:03.825 --> 03:14:05.307]  Oh, I apologize.
[03:14:05.307 --> 03:14:11.992]  All these little clowns apologize.
[03:14:11.992 --> 03:14:13.333]  They all apologize.
[03:14:14.918 --> 03:14:17.339]  I love these people that do the sign language.
[03:14:17.339 --> 03:14:22.381]  How many people that can't hear what she's watching that we gotta pay this person to do these things?
[03:14:22.381 --> 03:14:24.702]  I need one over here next to me too.
[03:14:24.702 --> 03:14:27.123]  There's all these government people do this stuff.
[03:14:27.123 --> 03:14:28.404]  Yeah, how about these?
[03:14:28.404 --> 03:14:30.104]  You got that sign language?
[03:14:30.104 --> 03:14:34.106]  Yeah, I got another one for you.
[03:14:34.106 --> 03:14:35.967]  Making up this stuff.
[03:14:35.967 --> 03:14:38.428]  Look at the stupidity of it.
[03:14:38.428 --> 03:14:41.809]  This arrogant little clown of nothing, one after another.
[03:14:43.050 --> 03:14:44.651]  He gets caught without a mask.
[03:14:44.651 --> 03:14:46.552]  Oh, I'm sorry, I didn't wear a mask.
[03:14:46.552 --> 03:14:50.515]  They're always sorry when they get caught.
[03:14:50.515 --> 03:14:57.439]  They're always sorry when they get caught.
[03:14:57.439 --> 03:15:02.482]  They are destroying our lives in ways that are unimaginable.
[03:15:02.482 --> 03:15:05.804]  This is unprecedented in world history.
[03:15:05.804 --> 03:15:08.686]  And it's not only the United States.
[03:15:08.686 --> 03:15:10.827]  They just closed down Austria again.
[03:15:12.401 --> 03:15:17.444]  They're closing down France, Italy, Spain, all over, different places around.
[03:15:17.444 --> 03:15:20.285]  One after another.
[03:15:20.285 --> 03:15:30.770]  Do you think these low-life, slimy pieces of crap politicians care that you're out of work, your business is dead?
[03:15:30.770 --> 03:15:33.392]  I've only built the business for 13 years.
[03:15:33.392 --> 03:15:40.095]  A friend of mine that was over last night, uh, Saturday, excuse me, he had 30, 44 weddings that he was going to
[03:15:43.083 --> 03:15:49.044]  You know, service this year, you know, with food, you know, caterer.
[03:15:49.044 --> 03:15:50.745]  44 weddings cancelled.
[03:15:50.745 --> 03:15:53.785]  Cancelled!
[03:15:53.785 --> 03:15:55.526]  44!
[03:15:55.526 --> 03:15:58.086]  He has 33 coming up next year.
[03:15:58.086 --> 03:16:08.049]  He said if it doesn't, if they, if they still have restrictions by April, he's gone.
[03:16:08.049 --> 03:16:09.049]  13 years.
[03:16:09.049 --> 03:16:09.969]  Hard worker.
[03:16:11.124 --> 03:16:15.387]  Catering 44 businesses, weddings gone.
[03:16:15.387 --> 03:16:20.311]  And that's only one of tens of millions.
[03:16:20.311 --> 03:16:22.512]  You think these politicians care?
[03:16:22.512 --> 03:16:25.815]  No.
[03:16:25.815 --> 03:16:28.657]  They get a free ride.
[03:16:28.657 --> 03:16:34.121]  We the little people of Slavelandia pay them tax dollars.
[03:16:34.121 --> 03:16:36.763]  So they don't have to worry about working.
[03:16:36.763 --> 03:16:39.945]  We should be cutting the salaries of all these politicians.
[03:16:40.939 --> 03:16:54.026]  Witless, Gruesome Newsome, Little Boy Cuomo, Wolfy Clown Boy Doggy over there in Pennsylvania, Muttonhead Murphy over there in Jersey.
[03:16:54.026 --> 03:17:00.889]  You guys shouldn't get a penny because you're robbing us of our lives.
[03:17:00.889 --> 03:17:04.991]  We need a new party, a new way.
[03:17:04.991 --> 03:17:08.753]  The Democrats and Repulsifkins could care less about us.
[03:17:13.351 --> 03:17:16.753]  Everybody, one business after another, going out of business.
[03:17:16.753 --> 03:17:18.013]  Lives ruined.
[03:17:18.013 --> 03:17:19.874]  Destroyed.
[03:17:19.874 --> 03:17:23.195]  By slimy, low-life politicians.
[03:17:23.195 --> 03:17:32.700]  And that's why you have to support InfoWars, the Trends Journal, and others that are giving you the truth about we're losing our freedom.
[03:17:32.700 --> 03:17:33.420]  We'll be right back.
[03:17:35.697 --> 03:17:36.879]  Remember Hillary Clinton?
[03:17:36.879 --> 03:17:37.800]  Remember Pelosi?
[03:17:37.800 --> 03:17:38.761]  Remember Bill Clinton?
[03:17:38.761 --> 03:17:40.163]  Remember Obama?
[03:17:40.163 --> 03:17:44.949]  All of them said, we are not going to concede if there's a red mirage.
[03:17:44.949 --> 03:17:48.874]  We believe it's going to look like Trump's going to win a landslide if they have the internal polls.
[03:17:48.874 --> 03:17:50.095]  And indeed, Trump won.
[03:17:50.836 --> 03:17:53.698]  Most of the states he won last time by an even bigger margin.
[03:17:53.698 --> 03:18:00.223]  And when he was set to win the other ones, they froze the seven states on election night.
[03:18:00.223 --> 03:18:02.785]  And then they brought in all of the reserve ballots they had.
[03:18:02.785 --> 03:18:03.726]  This is completely transparent.
[03:18:03.726 --> 03:18:06.808]  So when they say that he is president-elect, he's not.
[03:18:06.808 --> 03:18:07.729]  Trump has not conceded.
[03:18:07.729 --> 03:18:09.830]  None of the states have certified the vote.
[03:18:09.830 --> 03:18:12.032]  And now all these investigations have been opened up.
[03:18:12.032 --> 03:18:17.636]  And avalanches, mountains, oceans of election fraud has come out and already been documented.
[03:18:17.636 --> 03:18:18.237]  And in Georgia,
[03:18:18.937 --> 03:18:21.440]  Officials are on record saying we've already found fraud.
[03:18:21.440 --> 03:18:23.723]  So ladies and gentlemen, the fix is in.
[03:18:23.723 --> 03:18:27.668]  They've run bigger and bigger hoaxes every time, because the last hoax failed.
[03:18:27.668 --> 03:18:31.813]  But now, this is the mother of all hoaxes, and if they get away with this, it's the end of America.
[03:18:31.813 --> 03:18:33.976]  As we know it, we will beat Venezuela.
[03:18:33.976 --> 03:18:34.757]  InfoWars.com
[03:18:35.598 --> 03:18:38.079]  America is in crisis.
[03:18:38.079 --> 03:18:42.921]  Emergency Lockdown 2 is coming under Biden.
[03:18:42.921 --> 03:18:49.203]  Support InfoWars to fight against total economic collapse and Biden's martial law disguised as Lockdown 2.
[03:18:49.203 --> 03:19:01.628]  Up to 60% off, plus free shipping and triple patriot points and more at InfoWarsStore.com, DNA Force, plus Alpha Power back in stock, Body's Ultimate Turmeric Formula, Ultra 12, Vitamineral Fusion,
[03:19:02.048 --> 03:19:03.029]  We're good to go.
[03:19:20.908 --> 03:19:22.169]  I want to thank you all for your support.
[03:19:22.169 --> 03:19:24.069]  I want to ask you to redouble your efforts to spread the word.
[03:19:24.069 --> 03:19:25.790]  I want to ask you to buy the products.
[03:19:25.790 --> 03:19:27.030]  MidForestShore.com today.
[03:19:27.030 --> 03:19:28.771]  Because without you, we won't be on the air.
[03:19:28.771 --> 03:19:29.952]  Again, I salute you and thank you all.
[03:19:29.952 --> 03:19:30.912]  The toll-free number is 888-253-3139.
[03:19:30.912 --> 03:19:33.413]  Please take action today in our emergency sale.
[03:19:36.212 --> 03:19:38.494]  Talk about tomorrow's news today.
[03:19:38.494 --> 03:19:41.676]  This is all very transparent when you war game it out.
[03:19:41.676 --> 03:19:47.340]  Six months ago, InfoWars predicted that the mail-in ballots would be used to steal the election from Trump.
[03:19:47.340 --> 03:19:55.386]  They would simply pause the voting at night and then have an unlimited number that they had in reserve to bring forward in battleground states to secure the victory.
[03:19:55.386 --> 03:19:56.507]  And now that happened.
[03:19:56.507 --> 03:20:01.071]  Now what else did I predict a few months ago and again last week and again last night, all on record?
[03:20:01.511 --> 03:20:06.353]  That when Joe Biden was president-elect via fraud, Trump would challenge it.
[03:20:06.353 --> 03:20:22.199]  But Biden's next move would be to form his own COVID task force, say that Trump is inept and has killed 267,000 Americans, which isn't true, and demand Trump's removal via the 25th Amendment if he doesn't let Joe Biden's new COVID task force give all the new orders.
[03:20:22.199 --> 03:20:26.801]  They'll tell Trump that if he backs down and follows their orders and steps down, they won't blame him for COVID.
[03:20:26.801 --> 03:20:28.522]  But if he doesn't, they're going to blame him for COVID.
[03:20:28.522 --> 03:20:30.903]  But then if he does do what they say, he's still going to blame them anyways.
[03:20:31.343 --> 03:20:33.786]  Plus, this is meant for martial law to destroy the economy.
[03:20:33.786 --> 03:20:38.713]  I warned you all.
[03:20:38.713 --> 03:20:41.337]  You're listening to the Alex Jones Show.
[03:20:58.442 --> 03:21:00.363]  The answer to 1984 is 1776.
[03:21:00.363 --> 03:21:12.509]  You're listening to The Alex Jones Show with Gerald Celente.
[03:21:12.509 --> 03:21:19.913]  Hello, hello.
[03:21:19.913 --> 03:21:22.715]  Great being on The Alex Jones Show.
[03:21:22.715 --> 03:21:26.037]  Remember, do what you can to support InfoWars.
[03:21:26.037 --> 03:21:26.897]  It's very important.
[03:21:29.368 --> 03:21:32.810]  We're losing our freedom right in front of our eyes.
[03:21:32.810 --> 03:21:36.273]  One after another, we're getting censored.
[03:21:36.273 --> 03:21:45.000]  And so, I really suggest you buy some of those products because one of the ways you beat the COVID war is to be healthy.
[03:21:45.000 --> 03:21:46.841]  They don't talk about that.
[03:21:46.841 --> 03:21:49.303]  The prostitutes don't talk about that.
[03:21:49.303 --> 03:21:53.386]  And they have VasoBeat from InfoWars.
[03:21:53.386 --> 03:21:55.568]  And it's back in stock at 50% off.
[03:21:55.568 --> 03:21:55.848]  VasoBeat
[03:21:57.910 --> 03:22:04.692]  From InfoWars, life is a fast and favorite beetroot-based formula.
[03:22:04.692 --> 03:22:06.213]  And you can get yours today 50% off.
[03:22:06.213 --> 03:22:11.394]  Beetroot refers to vegetable beets.
[03:22:11.394 --> 03:22:26.919]  A hearty root vegetable used for hundreds of years in natural medicine for its nitrogen-based benefits, delivering 1% of nitrogen for over 25 milligrams of nitrogen per serving.
[03:22:27.605 --> 03:22:37.051]  The heart-healthy nitrates and healthy antioxidants in each formula can support your body and your mind.
[03:22:37.051 --> 03:22:50.499]  With a non-GMO gluten-free formula with no sulfates or sulfites, VasoBeat is the most concentrated liquid extract of beet on the market.
[03:22:50.499 --> 03:22:52.340]  So, do what you can.
[03:22:53.166 --> 03:23:08.036]  To support InfoWars, grab a bottle of Vaso Beat at 50% off today to experience the true potential of nature's bounty and support the InfoWars for a true 360 win.
[03:23:08.036 --> 03:23:10.778]  Yep, those beats.
[03:23:10.778 --> 03:23:12.219]  You're the ones that does it.
[03:23:12.219 --> 03:23:15.801]  So do what you can, support InfoWars.
[03:23:15.801 --> 03:23:17.262]  Stop the steal.
[03:23:17.262 --> 03:23:21.225]  We all have to support each other who fight for freedom.
[03:23:22.093 --> 03:23:34.319]  This is from the Nobel Peace of Crap Prize winner, the arrogant Barack Obama yesterday, when he did that interview.
[03:23:34.319 --> 03:23:38.301]  Quote, 72 million people voted for Trump.
[03:23:38.301 --> 03:23:41.723]  What does that say to you about the state of the country?
[03:23:41.723 --> 03:23:47.326]  Well, what it says is that we are still deeply divided, the power of
[03:23:48.066 --> 03:23:57.433]  That alternative worldview that's presented in the media that those voters consume.
[03:23:57.433 --> 03:24:01.036]  It carries a lot of weight.
[03:24:01.036 --> 03:24:03.838]  Now let's break this down.
[03:24:03.838 --> 03:24:05.760]  72 million people voted for Trump.
[03:24:05.760 --> 03:24:10.023]  So about half the people voted for Trump and half the people voted for Biden.
[03:24:11.186 --> 03:24:14.048]  Well, what does that say about the state of the country?
[03:24:14.048 --> 03:24:21.373]  According to the Nobel Peace of Crap Prize winner, folks, maybe he's always folking us.
[03:24:21.373 --> 03:24:22.614]  Hello, folks.
[03:24:22.614 --> 03:24:23.935]  Well, folks.
[03:24:23.935 --> 03:24:25.757]  Yeah, folks.
[03:24:25.757 --> 03:24:27.598]  Anyway.
[03:24:27.598 --> 03:24:32.762]  Well, that says what it says is that we are still deeply divided.
[03:24:32.762 --> 03:24:35.924]  It's language that we are still
[03:24:36.820 --> 03:24:40.664]  Deeply divided, the power of the alternative worldview.
[03:24:40.664 --> 03:24:41.885]  Now, wait a minute.
[03:24:41.885 --> 03:24:45.268]  Wait a minute, you little folk!
[03:24:45.268 --> 03:24:48.090]  What do you mean, alternative worldview?
[03:24:48.090 --> 03:24:52.534]  You mean I gotta swallow your crap?
[03:24:52.534 --> 03:24:54.556]  You murderer!
[03:24:54.556 --> 03:24:59.681]  I want that Gaddafi outta there!
[03:24:59.681 --> 03:25:01.483]  I don't like that guy, Assad!
[03:25:01.483 --> 03:25:02.804]  I want him outta there!
[03:25:05.271 --> 03:25:09.754]  Oh, the 33,000 troop surge!
[03:25:09.754 --> 03:25:13.696]  Yeah, that's all, folks, to Afghanistan.
[03:25:13.696 --> 03:25:15.017]  Folks.
[03:25:15.017 --> 03:25:20.020]  You get rid of that O and that L and you know what to put in there.
[03:25:20.020 --> 03:25:23.082]  Because that's what he did to us.
[03:25:23.082 --> 03:25:27.345]  So, folks, to you.
[03:25:27.345 --> 03:25:28.686]  Alternative view, huh?
[03:25:28.686 --> 03:25:29.246]  He goes on.
[03:25:34.554 --> 03:25:35.694]  Are you worried about that?
[03:25:35.694 --> 03:25:37.275]  The guy asked him.
[03:25:37.275 --> 03:25:38.275]  Yes.
[03:25:38.275 --> 03:25:49.359]  It's very hard for our democracy to function if we are operating on just completely different set of facts.
[03:25:49.359 --> 03:25:50.960]  Hey, crap head!
[03:25:50.960 --> 03:25:58.243]  You don't tell me what set of facts to look at, junior!
[03:25:58.243 --> 03:25:59.243]  I write a magazine.
[03:26:01.621 --> 03:26:07.344]  I've been writing a magazine since 1991, folks.
[03:26:07.344 --> 03:26:13.388]  I got more facts than you will ever know about, Junior.
[03:26:13.388 --> 03:26:18.330]  How dare democracy?
[03:26:18.330 --> 03:26:19.911]  You call this a democracy?
[03:26:19.911 --> 03:26:21.412]  You slimeball?
[03:26:21.412 --> 03:26:25.274]  When you're saying you're not allowed to look at another set of facts?
[03:26:25.274 --> 03:26:28.556]  Where is the outrage?
