[00:00:13.112 --> 00:00:19.157]  Ladies and gentlemen,
[02:58:55.223 --> 02:58:58.025]  This is Greg Rees for InfoWars.com in Hong Kong.
[02:58:58.025 --> 02:59:01.947]  Our recent trip to Hong Kong was a new achievement for InfoWars.com.
[02:59:02.888 --> 02:59:10.929]  Despite being the most banned broadcast in the free world, we continue to win because of our great, strong, loyal audience.
[02:59:10.929 --> 02:59:27.432]  We have Dan Lyman covering InfoWars Europe, Paul Joseph Watson in the UK, Millie Weaver and Caitlin Bennett in the American heartland, and from Austin, Texas, a team of reporters and crew ready to be dispatched wherever the story is going down.
[02:59:27.432 --> 02:59:31.033]  We are not done winning, and with your support, we will keep winning.
[02:59:31.613 --> 02:59:32.594]  We have to keep winning!
[02:59:32.594 --> 02:59:34.055]  We have to win more!
[02:59:34.055 --> 02:59:36.437]  Go to Infowarsstore.com.
[02:59:36.437 --> 02:59:47.167]  You have gone to Infowarsstore.com and gotten books and films, supplements, t-shirts, and water filtration, air filtration, and things you need!
[02:59:47.167 --> 02:59:49.830]  You're listening to the Alex Jones Show.
[03:00:04.458 --> 03:00:20.542]  I was watching an NBC News report Sunday, and it was talking about 66 pounds of pure fentanyl was found in Virginia, and it was enough that you could kill 14 million people.
[03:00:20.542 --> 03:00:25.503]  There were 14 million dosages that would cause an overdose and death.
[03:00:25.503 --> 03:00:28.123]  That's what the doctors said.
[03:00:28.123 --> 03:00:30.044]  I thought, wow, why is that a big national story?
[03:00:32.944 --> 03:00:38.446]  Why is that a big national story?
[03:00:38.446 --> 03:00:42.407]  Well, because it could kill 14 million people.
[03:00:42.407 --> 03:00:46.028]  That's a pretty big deal, isn't it?
[03:00:46.028 --> 03:00:56.910]  Then I thought about this story that got almost no news from the week before, where the Mexican Navy found 50 tons.
[03:00:56.910 --> 03:00:58.530]  Or if you double the 25 tons, it'd be 50,000 pounds.
[03:01:01.778 --> 03:01:04.019]  A fentanyl from China.
[03:01:04.019 --> 03:01:09.341]  So here's your takeaway, ladies and gentlemen.
[03:01:09.341 --> 03:01:20.445]  China was caught trying to ship in to the United States 25,000 tons of fentanyl that the DEA calculates
[03:01:28.024 --> 03:01:39.847]  Is enough to give a overdose to 10 billion, 606 million plus people.
[03:01:39.847 --> 03:01:41.347]  You heard that right.
[03:01:41.347 --> 03:01:55.851]  China was caught last week in the act of trying to ship in 25,000 tons by the Mexican Navy of pure fentanyl, enough to kill
[03:01:57.481 --> 03:02:08.453]  Everyone on the planet and then kill another three plus billion people again.
[03:02:08.453 --> 03:02:13.438]  And you wonder why our country is.
[03:02:14.833 --> 03:02:16.354]  In so much trouble.
[03:02:16.354 --> 03:02:24.401]  China, in reverse of the opium wars, where the British shipped in opium to get everybody drugged out under their control a couple hundred years ago, is doing this to us.
[03:02:24.401 --> 03:02:31.627]  You're executed in China if you get caught with any opium.
[03:02:31.627 --> 03:02:34.350]  Well, this is a hundred times stronger than that.
[03:02:34.350 --> 03:02:34.670]  Or more.
[03:02:36.448 --> 03:02:41.152]  So, this is how China's assaulting us, and the leftist media attacks Trump, making this a big issue.
[03:02:41.152 --> 03:02:43.414]  This is one of the number one killers in this country.
[03:02:43.414 --> 03:02:45.316]  It's debilitating people, it's incredible.
[03:02:45.316 --> 03:02:57.326]  So, we did the math, Scott and I, Sunday while we were up here, just shot this on my phone, and here is where we do the math.
[03:02:57.326 --> 03:03:04.652]  I saw a press report where the DEA said 66 pounds of pure fentanyl captured in Virginia had been shipped in by China.
[03:03:05.416 --> 03:03:05.616]  Was it?
[03:03:22.981 --> 03:03:25.043]  It's enough to kill everybody in the world.
[03:03:25.043 --> 03:03:26.704]  And Scott's better at math than I am.
[03:03:26.704 --> 03:03:28.765]  Scott, tell us what we're looking at right here.
[03:03:28.765 --> 03:03:33.629]  Alright, so if 66 pounds kills 14 million people, and they found 25 tons, that's 50,000 pounds.
[03:03:33.629 --> 03:03:34.710]  50,000 pounds divided by 66 is 757.58.
[03:03:34.710 --> 03:03:36.932]  That means 757.58 times 14 million that the 66 would kill equals 10.6 billion people.
[03:03:49.321 --> 03:03:51.183]  There's only 7.5 billion people on the Earth.
[03:03:51.183 --> 03:04:01.615]  So that's a ghost that will kill someone with an overdose enough to kill more people than there are on Earth.
[03:04:01.615 --> 03:04:03.257]  Yes, quite a bit more.
[03:04:03.999 --> 03:04:05.740]  That is pretty damn newsworthy.
[03:04:05.740 --> 03:04:11.503]  China caught trying to ship in enough fentanyl to the United States to kill the entire planet.
[03:04:11.503 --> 03:04:18.247]  Of course, it's going to be sold and doled out to people, but there'll be undoubtedly probably hundreds of thousands, if not millions of overdoses, as we're already seeing.
[03:04:18.247 --> 03:04:19.387]  Amazing information, Scott.
[03:04:19.387 --> 03:04:24.891]  On the flip side of that, that's what they... the 25 tons is what they found.
[03:04:24.891 --> 03:04:25.851]  That's what they stopped.
[03:04:25.851 --> 03:04:26.671]  That's what they stopped.
[03:04:26.671 --> 03:04:30.173]  How much got through that they haven't stopped.
[03:04:30.173 --> 03:04:30.994]  Jeez, it's incredible.
[03:04:31.434 --> 03:04:33.896]  Alright, InfoWars.com, tomorrow's news today.
[03:04:33.896 --> 03:04:37.539]  That's China's secret weapon attacking the U.S.
[03:04:37.539 --> 03:04:39.260]  with fentanyl.
[03:04:39.260 --> 03:04:42.262]  Hundreds of times stronger than opium, way stronger than heroin.
[03:04:42.262 --> 03:04:43.463]  Incredible.
[03:04:43.463 --> 03:04:46.525]  Ladies and gentlemen, the only way that report gets out is when you share it.
[03:04:46.525 --> 03:04:51.409]  It'll be posted within an hour to InfoWars.com, NewsWars.com, and PrisonPlanet.com.
[03:04:52.611 --> 03:04:56.972]  Band.video is the answer to censorship.
[03:04:56.972 --> 03:05:12.474]  Band.video is the answer for libertarians, conservatives, nationalists, pro-gun, pro-life, pro-human individuals to have their own platform where videos banned by YouTube, Facebook, and Twitter are still available.
[03:05:12.474 --> 03:05:14.175]  We've launched it, ladies and gentlemen.
[03:05:14.175 --> 03:05:15.535]  It's now live.
[03:05:15.535 --> 03:05:17.495]  Band.video.
[03:05:17.495 --> 03:05:21.376]  Band.video isn't just going to be a home for Alex Jones
[03:05:21.576 --> 03:05:24.818]  David Niner, Owen Schroer, or Paul Watson banned videos.
[03:05:24.818 --> 03:05:42.326]  We are building it to be a place where banned memes are able to be posted, and where a growing list of freedom-loving contributors are able to have a home free from being shut down, free from being censored, free from being silenced by big tech, the chi-coms, the Hollywood scum, and the globalists.
[03:05:42.646 --> 03:05:44.867]  Freedom of speech has a home.
[03:05:44.867 --> 03:05:47.388]  It's called Band.Video.
[03:05:47.388 --> 03:06:06.216]  America and the world is fighting back against tyranny at Band.Video.
[03:06:06.216 --> 03:06:07.436]  You found it.
[03:06:07.436 --> 03:06:09.517]  The tip of the spear.
[03:06:09.517 --> 03:06:11.838]  It is the Alex Jones Show.
[03:06:20.217 --> 03:06:30.459]  Ladies and gentlemen, we are back live broadcasting worldwide.
[03:06:30.459 --> 03:06:34.421]  Paul Joseph Watson is about to take over here in just a moment.
[03:06:34.421 --> 03:06:42.563]  Some of the other stories up on InfoWars.com by Kellen McBreen, Internet Moc's Texas man who surrendered
[03:06:43.613 --> 03:06:46.318]  AK-47 after mass shooting.
[03:06:46.318 --> 03:06:50.666]  Law enforcement suggested he sell the weapon back to a gun shop.
[03:06:50.666 --> 03:06:53.250]  Now, look at this article right here.
[03:06:53.250 --> 03:06:55.594]  Just look at that article right there.
[03:06:55.594 --> 03:06:56.255]  What is he saying?
[03:06:58.001 --> 03:07:03.225]  He's saying that gun owners are to blame for what some other crazy person does.
[03:07:03.225 --> 03:07:06.108]  And again, when somebody runs over somebody with a car, do we blame the car?
[03:07:06.108 --> 03:07:10.111]  When somebody stabs somebody with a butcher knife, do we blame the butcher knife?
[03:07:10.111 --> 03:07:10.912]  No.
[03:07:10.912 --> 03:07:22.702]  But this collective guilt idea, when mass shootings are more common now, but they're still extremely rare as a cause of death, the fact that they're projecting that onto all of us, we should be very, very resentful of that.
[03:07:22.702 --> 03:07:26.265]  How dare you blame me for some Antifa scumbag in Ohio?
[03:07:26.525 --> 03:07:29.788]  Or some Antifa lunatic in Texas.
[03:07:29.788 --> 03:07:32.030]  I mean, this is crazy!
[03:07:32.030 --> 03:07:39.918]  And we had all these knife attacks, and all these stabbing attacks, and another firebombing of an ICE facility, and a black guy shooting nine other black people at a football game.
[03:07:39.918 --> 03:07:41.199]  No coverage of that!
[03:07:41.199 --> 03:07:42.140]  Because it doesn't fit.
[03:07:43.527 --> 03:07:48.370]  With this weird white supremacist narrative that, again, is meant to create racial division.
[03:07:48.370 --> 03:07:57.755]  Meanwhile, I see these stories where the woman stabs a little kid in the face or the guy kills his sister and his niece and runs around raping and trying to attack the greenskeeper.
[03:07:57.755 --> 03:08:00.617]  Man bites woman's lip saying he's the devil.
[03:08:00.617 --> 03:08:03.458]  Leaves her with life-changing injuries.
[03:08:03.458 --> 03:08:04.519]  Bit off part of her face.
[03:08:04.519 --> 03:08:07.001]  That was in the UK.
[03:08:07.001 --> 03:08:10.923]  Attacker bites off woman's lip at Notting Hill Carnival for no reason.
[03:08:12.312 --> 03:08:19.254]  Meanwhile, nobody cares about the Communist Chinese putting millions in forced labor camps and death camps and babies being kept alive with their organs sold here in America.
[03:08:19.254 --> 03:08:23.695]  It's only when they tell you to care are you supposed to care.
[03:08:23.695 --> 03:08:27.457]  But as I reported earlier, enough fentanyl caught being tried to be shipped to the U.S.
[03:08:27.457 --> 03:08:30.878]  to kill 10 billion, 600 plus million people.
[03:08:30.878 --> 03:08:33.498]  That's more people than there are on the planet.
[03:08:33.498 --> 03:08:36.279]  Oh, but Trump's wrong to care about that.
[03:08:36.279 --> 03:08:38.720]  Are people more scared of fentanyl or shark attacks?
[03:08:38.720 --> 03:08:41.001]  Because your instincts are scared of a big monster with teeth.
[03:08:41.001 --> 03:08:41.341]  I get it.
[03:08:42.617 --> 03:08:45.105]  Sharks might kill 50 people a year.
[03:08:45.105 --> 03:08:48.055]  Great whites maybe tens the average.
[03:08:48.055 --> 03:08:48.877]  50 shark deaths a year.
[03:08:50.367 --> 03:08:52.008]  But everybody's scared.
[03:08:52.008 --> 03:08:53.569]  Because they tell you to be scared.
[03:08:53.569 --> 03:08:55.029]  And you all saw Jaws.
[03:08:55.029 --> 03:09:07.836]  And so the media's dun-dun-dun-dun-dun-dun-dun-dun-dun-dun-dun-dun-dun-dun-dun-dun-dun-dun-dun-dun-dun-dun-dun-dun-dun-dun-dun-dun-dun-dun-dun-dun-dun-dun-dun-dun-dun-dun-dun-dun-dun-dun-dun-dun-dun-dun-dun-dun-dun-dun-dun-dun-dun-dun-dun-dun-dun-dun-dun-dun-dun-dun-dun-dun-dun-dun-dun
[03:09:16.212 --> 03:09:18.094]  That's all coming up today as well.
[03:09:18.094 --> 03:09:21.057]  And don't forget, we've launched with myself and David Knight.
[03:09:21.057 --> 03:09:22.358]  Paul Watson's videos are up there.
[03:09:22.358 --> 03:09:24.180]  O. S. Troyer, Band.Video.
[03:09:24.180 --> 03:09:28.204]  We're going to be adding new contributors and a lot of other folks to it.
[03:09:28.204 --> 03:09:31.227]  It works really good on all devices, Band.Video.
[03:09:31.227 --> 03:09:33.389]  And separately, please remember, ladies and gentlemen...
[03:09:34.775 --> 03:09:39.761]  That we're running a huge special of a free bottle of Carnivore, the amazing enzyme.
[03:09:39.761 --> 03:09:40.462]  A $17 value.
[03:09:40.462 --> 03:09:42.745]  That's what it costs us to produce it.
[03:09:42.745 --> 03:09:45.148]  Free with a bottle of DNA Force Plus.
[03:09:45.148 --> 03:09:45.709]  50% off.
[03:09:45.709 --> 03:09:47.231]  Never had a deal that good.
[03:09:47.231 --> 03:09:48.993]  But we're doing it until Carnivore sells out.
[03:09:49.980 --> 03:09:51.802]  I'm going to reorder it for next year.
[03:09:51.802 --> 03:10:04.392]  It's been a great seller, but I want you to try Carnivore for those of you that haven't tried this product because it goes great with our Floralife, great probiotic, and of course our MycoZx that goes after the yeast, the mold, the candida, the missing link, and all that.
[03:10:04.392 --> 03:10:08.335]  So for great gut health, the trifecta there, but DNA Force is just amazing.
[03:10:08.335 --> 03:10:09.997]  98% reviews for that.
[03:10:09.997 --> 03:10:16.102]  Find out why it's just a flagship for cleaning out your cells, the base for everything we've got at InfoWarsTore.com.
[03:10:16.682 --> 03:10:22.424]  Now, Paul Joseph Watson, for the next 50 minutes, takes over from his studios in London, England.
[03:10:22.424 --> 03:10:26.166]  Paul Joseph Watson of Summit.News.
[03:10:26.166 --> 03:10:26.706]  Thanks, Alex.
[03:10:26.706 --> 03:10:29.587]  Yeah, we have the top story up on Summit.News right now.
[03:10:29.587 --> 03:10:32.548]  Dave Chappelle's Politically Incorrect Comedy Special.
[03:10:32.548 --> 03:10:37.590]  Hated by woke critics, loved by ordinary Americans.
[03:10:37.590 --> 03:10:42.232]  Again, this illustrates that culture is, uh, politics, sorry, is downstream from culture.
[03:10:42.799 --> 03:11:04.247]  The woke left is so paranoid about socially re-engineering society and they're so desperate to maintain that grip that anyone, any entertainer, any celebrity who dares stray outside the prison of acceptable thought and opinion is immediately bashed, defamed, shamed, deplatformed and they're trying to do it once again with Dave Chappelle.
[03:11:04.247 --> 03:11:09.809]  It's interesting, a few months ago I attended a comedy show in London called Comedy Unleashed where they have
[03:11:10.603 --> 03:11:19.148]  A smattering of people who are willing to offend their own audience, which of course is what comedy supposedly is to be all about.
[03:11:19.148 --> 03:11:23.871]  That event has been smeared as a right-wing white supremacist space.
[03:11:23.871 --> 03:11:32.177]  They literally sent, I'm talking about vice.com, you can probably pull up the article if you google my name, Vice and Comedy Unleashed.
[03:11:32.177 --> 03:11:35.599]  They literally sent somebody to spy on the audience.
[03:11:36.215 --> 03:11:43.621]  And to watch my reactions and other people's reactions who are in the audience to these edgy, non-politically correct jokes.
[03:11:43.621 --> 03:11:54.671]  Now that's how paranoid they are about anybody imposing on their total domination and ring policing of free speech when it comes to entertainment and comedy.
[03:11:54.671 --> 03:11:56.833]  And Dave Chappelle is the latest victim of this.
[03:11:57.665 --> 03:12:05.227]  He's got a new Netflix special out, in which he goes after cancel culture, far-left activists and the MeToo movement.
[03:12:05.227 --> 03:12:13.730]  As soon as this was released, Rotten Tomatoes put up a score of 0% in the reviews for this Netflix special.
[03:12:13.730 --> 03:12:17.851]  Why are the reviews at 0% and now up to 17%?
[03:12:17.851 --> 03:12:20.292]  Which includes a bunch of different critic reviews.
[03:12:20.888 --> 03:12:31.037]  Well, it's because they don't allow the general public, the mass audience that is watching this special, to leave any comments or any reviews on their website.
[03:12:31.037 --> 03:12:36.062]  So they've basically got a smattering of woke, progressive critics' reviews.
[03:12:36.062 --> 03:12:46.731]  Only the authorised peanut gallery is able to express their opinion about this Netflix special on Rotten Tomatoes, and that's why it has a score of just 17%.
[03:12:46.731 --> 03:12:47.772]  Now, what's interesting,
[03:12:48.342 --> 03:13:09.676]  Is you go over to IMDb, where regular viewers are allowed to post their own reviews, and the same show that has just 17% on Rotten Tomatoes has 8.5 out of 10 on IMDb, because it's not just taking into account the critics' reviews, it's taking into account the general audience, the general public that is watching it.
[03:13:09.676 --> 03:13:14.119]  And people who've seen the clips of this, seen the trailer, it's been very well received.
[03:13:14.119 --> 03:13:17.101]  But again, this illustrates just the gigantic gulf
[03:13:17.887 --> 03:13:24.909]  In this culture war between the woke progressive left, which runs the entertainment industry, and the general public.
[03:13:24.909 --> 03:13:37.712]  They are now using reviews of movies, reviews of comedy specials, reviews of books, as weapons in the culture war to try and sink any dissident thought before it's even allowed to circulate.
[03:13:37.712 --> 03:13:45.694]  Which is interesting actually, because it relates to another story, which I'm going to get into later, about how the Pentagon is literally developing a software system
[03:13:46.121 --> 03:14:08.110]  To stop the spread of viral internet content, woke progressive reviewers in the entertainment industry are trying to do the same thing, by sabotaging these kind of daring comedy specials, these daring movies that dare challenge the consensus, by panning them right out of the gate and not allowing the general public to express their opinion.
[03:14:08.110 --> 03:14:14.753]  Now Vox made a point of saying that this show, Dave Chappelle's new show, which is called Sticks and Stones,
[03:14:15.663 --> 03:14:23.007]  makes a point of punching down, while the Daily Beast says his jokes are problematic.
[03:14:23.007 --> 03:14:29.751]  But as I pointed out in this article, by cracking politically incorrect jokes, Chappelle isn't punching down, he's punching up!
[03:14:30.822 --> 03:14:33.263]  These people run society.
[03:14:33.263 --> 03:14:35.423]  They're trying to re-engineer society.
[03:14:35.423 --> 03:14:40.065]  They're trying to determine who's allowed to have free speech, who's allowed to express what opinions.
[03:14:40.065 --> 03:14:42.845]  They are the cultural institutions that run society.
[03:14:42.845 --> 03:14:45.646]  Attacking them is always punching up.
[03:14:45.646 --> 03:14:47.046]  Not that it even matters.
[03:14:47.046 --> 03:14:48.507]  It's comedy.
[03:14:48.507 --> 03:14:50.087]  You can joke about anything.
[03:14:50.087 --> 03:14:53.328]  Joking about something doesn't mean you're endorsing it.
[03:14:53.328 --> 03:14:55.749]  Joking about rape doesn't mean you endorse rape.
[03:14:55.749 --> 03:14:56.489]  It's comedy.
[03:14:56.489 --> 03:14:57.389]  It's free speech.
[03:14:57.389 --> 03:15:00.190]  You don't have to watch it, turn it off if you don't want to watch it.
[03:15:02.113 --> 03:15:22.087]  I go on to say, the woke left which controls the entertainment industry uses minority groups as human shields to denigrate, silence and shame anyone who dares challenge their onerous draconian attempt to police speech and restrict language by making fun of the sacred cow's progressive views to socially engineer society.
[03:15:22.748 --> 03:15:34.092]  Chappelle is directly targeting hysterical hate mobs, backed by corporate power, who are trying to take over culture and turn comedy into a bland, sanitized borefest.
[03:15:34.092 --> 03:15:48.036]  And they're so obsessed with that control, they're not even allowing the regular punters, the audience, to have a say on this new comedy special, because it would prove that it's loved by the masses, hated by the control freaks.
[03:15:48.036 --> 03:15:49.276]  This is the Alex Jones Show live.
[03:15:49.276 --> 03:15:50.817]  We'll be back in FourWalls.com.
[03:15:51.909 --> 03:15:53.129]  Hi, I'm Dan Pilla.
[03:15:53.129 --> 03:15:57.050]  I started fighting the IRS over 40 years ago when they tried to seize my mother's house.
[03:15:57.050 --> 03:15:58.590]  I sued the IRS and won.
[03:15:58.590 --> 03:16:01.551]  I beat the IRS then, and I've been beating them ever since.
[03:16:01.551 --> 03:16:07.092]  I wrote the book on tax debt settlement, and I've helped thousands of people deal with tax problems they thought might never be solved.
[03:16:07.092 --> 03:16:08.312]  I can help you, too.
[03:16:08.312 --> 03:16:11.232]  If you owe taxes you can't pay, don't wait another day.
[03:16:11.232 --> 03:16:13.453]  There's no such thing as a hopeless tax case.
[03:16:13.453 --> 03:16:17.893]  Call 800-34-NO-TAX or go to my website, danpilla.com.
[03:16:17.893 --> 03:16:20.194]  That's danpilla.com, danpilla.com.
[03:16:21.374 --> 03:16:27.717]  The United States of Empire is a book that claims the United States is the empire of the world.
[03:16:27.717 --> 03:16:30.759]  George Washington had warned us against foreign wars.
[03:16:30.759 --> 03:16:36.682]  The United States of Empire shows that World Wars I and II left England broken.
[03:16:36.682 --> 03:16:40.484]  Its former colony, the U.S., had to save the empire.
[03:16:40.484 --> 03:16:41.744]  Was there ever a vote?
[03:16:41.744 --> 03:16:42.745]  Who do we fight for?
[03:16:42.745 --> 03:16:49.288]  The Deep State began with World War I. The United States of Empire by James Dunn.
[03:16:49.288 --> 03:16:50.709]  Available at Amazon Books.
[03:16:52.028 --> 03:17:03.075]  When you have a pain in the neck, a real pain in the neck, back, shoulder or legs, you now have two convenient choices to get fast relief without taking another pill.
[03:17:03.075 --> 03:17:08.879]  Because now Sunny Bay heating wraps and pillows are available at both Amazon and Wal-Mart.
[03:17:08.879 --> 03:17:09.539]  Yes.
[03:17:09.539 --> 03:17:15.423]  See Sunny Bay's four and a half to five star customer reviews on Amazon .com or Wal-Mart .com.
[03:17:15.763 --> 03:17:24.209]  Our microwavable heat wraps, heatable neck pillows and extra large body wraps are designed better for perfect support where and when you need it.
[03:17:24.209 --> 03:17:33.235]  Even while driving, Sunny Bay wraps will not burn and stay balanced to provide soothing, hot or cold therapy to help treat temporary or chronic pain.
[03:17:33.235 --> 03:17:37.178]  And the best part, Sunny Bay quality products started under twenty dollars.
[03:17:37.478 --> 03:17:45.508]  Join thousands of happy customers and see why Sunny Bay products have a lifetime 100% positive rating on both Amazon and Etsy.
[03:17:45.508 --> 03:17:46.269]  It's easy.
[03:17:46.269 --> 03:17:50.154]  Click Amazon or Walmart and search today for Sunny Bay.
[03:17:52.631 --> 03:17:54.754]  Josh in Washington, you're on the air, go ahead.
[03:17:54.754 --> 03:17:55.915]  Alex, God bless you.
[03:17:55.915 --> 03:17:58.498]  I have an idea for a new InfoWars t-shirt.
[03:17:58.498 --> 03:18:04.465]  Instead of, this is your brain, this is your brain on drugs, this is your brain, this is your brain on 5G.
[03:18:04.465 --> 03:18:05.166]  Ooh, yeah.
[03:18:05.166 --> 03:18:06.507]  Showing your brain getting fried.
[03:18:06.507 --> 03:18:08.369]  Then I have some comments on your supplements, man.
[03:18:08.369 --> 03:18:09.410]  Totally changed my life.
[03:18:09.410 --> 03:18:12.454]  I use TurboForce, BODY, AlphaPower, BrainForce.
[03:18:12.654 --> 03:18:13.014]  We're good.
[03:18:27.568 --> 03:18:30.289]  I like that all of these things are known to be incredible.
[03:18:30.289 --> 03:18:37.052]  Whether it's turmeric, or whether it's the fish oil, or the krill oil, or whether it's the DNA force with the CoQ10 and BioPQQ and all the rest of it.
[03:18:37.052 --> 03:18:39.593]  All of these are things that are like rocket fuel in the body.
[03:18:39.593 --> 03:18:42.494]  You take these bases together, then you have your foundation.
[03:18:42.494 --> 03:18:44.515]  Now you can build the big strong temple.
[03:18:44.515 --> 03:18:48.476]  With these products I take, when I religiously remember to take them, it makes my life so much better.
[03:18:48.476 --> 03:18:51.237]  And then it funds the information war, which is so critical.
[03:18:51.237 --> 03:18:51.998]  Thank you so much.
[03:18:51.998 --> 03:18:52.518]  God bless you.
[03:18:53.158 --> 03:18:59.323]  Super Mel Vitality is already in the top three of our best sellers for the six years we've had it.
[03:18:59.323 --> 03:19:07.470]  It is an award-winning formula produced in Utah by one of the top herbal companies in the nation that we've been private labeling.
[03:19:07.470 --> 03:19:08.752]  It is cold-pressed.
[03:19:08.752 --> 03:19:15.177]  It takes at least three times the herbs that are wild-crafted and organic to be able to produce this.
[03:19:15.177 --> 03:19:16.358]  It's not boiled.
[03:19:16.358 --> 03:19:17.159]  It's not heated.
[03:19:17.159 --> 03:19:18.320]  It's never been dried.
[03:19:18.320 --> 03:19:19.481]  It's taken from fresh
[03:19:20.001 --> 03:19:20.822]  Herbs.
[03:19:20.822 --> 03:19:23.524]  That's why it's so strong.
[03:19:23.524 --> 03:19:27.286]  That's why it's so effective for libido, stamina, and energy.
[03:19:27.286 --> 03:19:41.276]  And I'm so excited about Supramel Vitality and Carnivore 30 that I'm offering you with every order of Supramel Vitality a 25% off a free bottle of Carnivore Digestive Enzyme.
[03:19:41.276 --> 03:19:42.717]  We're going to sell out of this very quickly.
[03:19:43.177 --> 03:19:47.519]  But it's an offer so that you experience how amazing both these products are.
[03:19:47.519 --> 03:19:56.244]  Secure yours at InfoWarsStore.com today or InfoWarsLife.com.
[03:19:56.244 --> 03:19:58.886]  You're listening to the Alex Jones Show!
[03:20:24.071 --> 03:20:25.712]  Ladies and gentlemen, we're back live.
[03:20:25.712 --> 03:20:28.034]  Paul Watson was talking about the Dave Chappelle thing.
[03:20:28.034 --> 03:20:45.186]  I saw last Friday, when this broke, the actual trailer that they said made him so mad, he threw in their little N-word founding father thing that wasn't true, where they say, hey, N-word, go write the Constitution, when it was Thomas Jefferson that wrote it, or at least the Declaration of Independence and a lot of the Constitution.
[03:20:45.786 --> 03:20:50.091]  I thought, well, that's just him, I guess, giving them their red meat, their race war prerogative.
[03:20:50.091 --> 03:20:54.215]  Then he goes into, well, here's the audio from the trailer that makes them so mad.
[03:20:54.215 --> 03:20:57.098]  The next one's a little harder.
[03:20:57.098 --> 03:21:00.641]  I wanna see if you can guess who it is I'm doing an impression of.
[03:21:00.641 --> 03:21:01.622]  Alright, let me get into character.
[03:21:01.622 --> 03:21:03.324]  You gotta guess who it is, though.
[03:21:04.013 --> 03:21:05.254]  Okay, here it goes.
[03:21:05.254 --> 03:21:14.420]  Uh, duh, hey, der, if you do anything wrong in your life, duh, and I find out about it, I'm gonna try and take everything away from you.
[03:21:14.420 --> 03:21:15.800]  And I don't care what I find out.
[03:21:15.800 --> 03:21:23.425]  Could be today, tomorrow, 15, 20 years from now, if I find out, you're fucking, duh, finished.
[03:21:23.425 --> 03:21:25.707]  Who's that?
[03:21:25.707 --> 03:21:30.149]  That's you!
[03:21:30.149 --> 03:21:32.151]  That's what the audience sounds like to me.
[03:21:37.026 --> 03:21:45.269]  That's why I don't be coming out doing comedy all the time, because y'all niggas is the worst motherfuckers I've ever tried to entertain in my fucking life!
[03:21:45.269 --> 03:21:52.812]  I'm gonna stop right there, because the trailer I saw had the cuss words bleeped out, but that's the one we found real quick during the break.
[03:21:52.812 --> 03:22:01.955]  The reason I play that is, he says there are these people ruining comedy that police everybody's speech and try to ruin their lives, and you're effing ruining the world.
[03:22:01.955 --> 03:22:03.756]  For radio stations, we had to delay some of that, obviously.
[03:22:04.978 --> 03:22:07.340]  There you see it, ladies and gentlemen.
[03:22:07.340 --> 03:22:12.563]  And then now he gets a zero on Rotten Tomatoes, and they're all calling for his head and calling him a white supremacist.
[03:22:12.563 --> 03:22:18.246]  It shows it's a cult of raw power going to dominate what everybody says and does.
[03:22:18.246 --> 03:22:20.588]  See it all at summit.news and infowars.com.
[03:22:20.588 --> 03:22:23.510]  Back to you, Paul Joseph Watson.
[03:22:23.510 --> 03:22:24.550]  Thanks, Alex.
[03:22:24.550 --> 03:22:30.994]  Yeah, in the rest of the special, and this was covered by a bunch of outlets, he attacks Jussie Smollett, which obviously they weren't happy about.
[03:22:30.994 --> 03:22:33.436]  He attacks the hashtag MeToo movement,
[03:22:33.902 --> 03:22:40.243]  He also attacks the Alphabet people, the LGBT lobby, so they weren't happy about that.
[03:22:40.243 --> 03:22:42.324]  And this is completely insidious.
[03:22:42.324 --> 03:22:44.504]  This is all about controlling culture.
[03:22:44.504 --> 03:22:49.605]  This is the same process we see in art, movies, literature.
[03:22:49.605 --> 03:23:00.408]  If you know, as an upcoming artist, that you're going to offend the critics who are going to give your, you know, TV show, movie, book, whatever, 0% as soon as it gets off the ground, what are you going to do?
[03:23:00.408 --> 03:23:01.748]  You're going to self-censor.
[03:23:02.352 --> 03:23:14.015]  There are people who have already made it, people like Dave Chappelle, people like Quentin Tarantino, who don't need to cow to these leftist outrage mods because they've already had massive success.
[03:23:14.015 --> 03:23:23.977]  Even still, Quentin Tarantino got some heat for not giving women enough dialogue in his most recent movie, Once Upon a Time in Hollywood.
[03:23:23.977 --> 03:23:30.199]  So even the people who have established themselves, who are so big that they can't be dragged down in this cloud,
[03:23:30.609 --> 03:23:35.430]  This red mist of offensive outrage cancel culture, they still attack them.
[03:23:35.430 --> 03:23:37.450]  Differences are already established.
[03:23:37.450 --> 03:23:53.713]  They can shake it off, as Dave Chappelle would probably shake this off, given that his special has got 8.51 IMDb from the people who actually watched it, because Americans are sick to death of being lectured about what they can laugh at, what they're allowed to find humorous.
[03:23:53.713 --> 03:23:56.674]  But it's absolutely insidious that the left thinks they can
[03:23:57.096 --> 03:24:12.444]  Prevent people, make people self-centred in the first place by creating this environment of ring-fencing of opinions and what people are allowed to find humorous, meanwhile replacing it with all this woke nonsense that isn't humorous at all.
[03:24:12.444 --> 03:24:21.750]  Meanwhile, The Sun reports American airlines passengers shot as a traveller takes miniature horse on to fly.
[03:24:21.750 --> 03:24:25.972]  That's right, some giant land whale has been pictured on an American Airlines flight
