[00:00.000 --> 00:25.000]  This is our land, these are our people, the workers, the strivers, the builders, these
[01:13:27.000 --> 01:13:32.000]  They worship the players who a lot of the times are not very good role models, right?
[01:13:32.000 --> 01:13:33.000]  They all look up to them.
[01:13:33.000 --> 01:13:39.000]  I actually used to have a friend that was a perspective from the NFL or whatever
[01:13:39.000 --> 01:13:40.000]  and people would just worship him.
[01:13:40.000 --> 01:13:42.000]  I mean, just worshipful.
[01:13:42.000 --> 01:13:43.000]  This guy was nothing special.
[01:13:43.000 --> 01:13:44.000]  That's for sure.
[01:13:44.000 --> 01:13:48.000]  It just takes the primal essence of men and focuses it in a wrong way.
[01:13:48.000 --> 01:13:50.000]  And again, I understand it.
[01:13:50.000 --> 01:13:51.000]  Who cares if you watch sports?
[01:13:51.000 --> 01:13:53.000]  It's when you get addicted to it and start worshiping.
[01:13:53.000 --> 01:13:56.000]  And people, you can walk into Boston with the enemy,
[01:13:56.000 --> 01:13:57.000]  the so-called enemy jersey.
[01:13:57.000 --> 01:14:00.000]  You know, it's just another team made up of people that aren't even from the city you live in.
[01:14:00.000 --> 01:14:01.000]  They could beat you up.
[01:14:01.000 --> 01:14:04.000]  It's like the Philadelphia Eagles aren't all people from Philadelphia, guys.
[01:14:04.000 --> 01:14:05.000]  It's people from wherever.
[01:14:05.000 --> 01:14:10.000]  Just like the U.S. Olympics is like 90% other country, people from other countries.
[01:14:10.000 --> 01:14:11.000]  Right.
[01:14:11.000 --> 01:14:12.000]  It's absurd.
[01:14:12.000 --> 01:14:17.000]  But you could walk in Boston and where I don't remember what the jersey is that they don't like over there.
[01:14:17.000 --> 01:14:18.000]  And they will punch you.
[01:14:18.000 --> 01:14:19.000]  It's been shown on YouTube.
[01:14:19.000 --> 01:14:22.000]  They will threaten you and get punched in the face.
[01:14:22.000 --> 01:14:26.000]  So if you wear like a Cowboys jersey in Philadelphia, for example, you walk around,
[01:14:26.000 --> 01:14:28.000]  you're like, yeah, Cowboys.
[01:14:28.000 --> 01:14:30.000]  They will say, you want to fight me?
[01:14:30.000 --> 01:14:31.000]  You want to fight?
[01:14:31.000 --> 01:14:37.000]  It's like male tribalism perfected into a corporate, Borg weird system where it's like,
[01:14:37.000 --> 01:14:40.000]  it's like, it's like NFL sports sponsored by Pepsi.
[01:14:40.000 --> 01:14:42.000]  It's like totally absurd.
[01:14:42.000 --> 01:14:48.000]  It has gone to an idiocracy level where people join their teams like tribes and battle each other
[01:14:48.000 --> 01:14:50.000]  if they don't have the same color shirt.
[01:14:50.000 --> 01:14:54.000]  If you don't have the same jersey color as I do, you are my enemy now.
[01:14:54.000 --> 01:14:55.000]  Exactly.
[01:14:55.000 --> 01:14:56.000]  And people have been beat up.
[01:14:56.000 --> 01:15:03.000]  I think it was either a 49ers fan or 49ers fans beat up a guy at a football contest and put the guy in a coma
[01:15:03.000 --> 01:15:05.000]  because he was wearing a different color jersey.
[01:15:05.000 --> 01:15:06.000]  And hey, it's not to interrupt.
[01:15:06.000 --> 01:15:07.000]  I want to hear your story.
[01:15:07.000 --> 01:15:08.000]  Sorry.
[01:15:08.000 --> 01:15:10.000]  But listen, it's also soccer.
[01:15:10.000 --> 01:15:11.000]  They call it football.
[01:15:11.000 --> 01:15:14.000]  The same thing happens with soccer fans in other countries.
[01:15:14.000 --> 01:15:15.000]  They'll just kill each other too.
[01:15:15.000 --> 01:15:17.000]  So it's not even just an American issue.
[01:15:17.000 --> 01:15:23.000]  They've harnessed that tribal instinct with people and said, now we're going to put you guys against each other.
[01:15:23.000 --> 01:15:25.000]  Well, we're taking everything from you.
[01:15:25.000 --> 01:15:26.000]  It's like the Hunger Games.
[01:15:26.000 --> 01:15:27.000]  Exactly.
[01:15:27.000 --> 01:15:30.000]  Cities versus cities when people aren't even from that city.
[01:15:30.000 --> 01:15:33.000]  Anyway, Rob has a really interesting story he just pulled up.
[01:15:33.000 --> 01:15:34.000]  Is the Super Bowl rigged?
[01:15:34.000 --> 01:15:36.000]  Here are some of the biggest conspiracy theories.
[01:15:36.000 --> 01:15:37.000]  Sounds really interesting.
[01:15:37.000 --> 01:15:38.000]  You're actually telling me about that.
[01:15:38.000 --> 01:15:39.000]  Yeah.
[01:15:39.000 --> 01:15:40.000]  So we're going to cover that and a lot more.
[01:15:40.000 --> 01:15:48.000]  And Alex Jones is coming up with his take on last night's debates and his number one story that he thinks is the most essential.
[01:15:48.000 --> 01:15:49.000]  We'll be right back.
[01:15:49.000 --> 01:15:56.000]  This is the Alex Jones Show.
[01:16:19.000 --> 01:16:26.000]  We'll be right back.
[01:16:49.000 --> 01:16:56.000]  In our limited first run at infowarslife.com, that's infowarslife.com or call 888-253-3139.
[01:17:19.000 --> 01:17:45.000]  We'll be right back.
[01:17:45.000 --> 01:17:52.000]  We'll be right back.
[01:18:15.000 --> 01:18:41.000]  We'll be right back.
[01:18:41.000 --> 01:18:57.000]  We'll be right back.
[01:19:11.000 --> 01:19:37.000]  We'll be right back.
[01:19:37.000 --> 01:20:03.000]  We'll be right back.
[01:20:07.000 --> 01:20:36.000]  We'll be right back.
[01:20:36.000 --> 01:20:40.000]  It's the Alex Jones Show.
[01:20:40.000 --> 01:20:45.000]  I'm Anthony Goodsharty with Rob Do and Countdown to the Super Bowl.
[01:20:45.000 --> 01:20:51.000]  We're here covering things that are way more important and way more impactful in the grand scheme of things.
[01:20:51.000 --> 01:21:03.000]  And Alex coming up is going to be joining the show to give us his breakdown of the debate last night, the election, and what he says is his number one story that no one else seems to be talking about today.
[01:21:03.000 --> 01:21:10.000]  Also, we've got some news right now. We're going to talk about, is the Super Bowl rigged? Here are some of the biggest conspiracy theories. This is very interesting.
[01:21:10.000 --> 01:21:12.000]  And then we're going to cut right to a special report.
[01:21:12.000 --> 01:21:16.000]  Yeah, here's the biggest one down here. The NFL is rigged for one, which I think a lot of people know.
[01:21:16.000 --> 01:21:22.000]  Peyton Manning wins a decisive Super Bowl 50 and retires his best QB of all time. That's what they want.
[01:21:22.000 --> 01:21:24.000]  So people think that they're spending, and you know what?
[01:21:24.000 --> 01:21:28.000]  There's probably some people out there making some money off of Peyton Manning winnings.
[01:21:28.000 --> 01:21:31.000]  I think the Panthers are in the odds of winning.
[01:21:31.000 --> 01:21:36.000]  But here's what they really want. They want to jack your ass. Okay, they want to jack your DNA.
[01:21:36.000 --> 01:21:42.000]  Okay, because they're working on GMO babies. They're growing them in pigs and in cows. This is what they really want to do.
[01:21:42.000 --> 01:21:46.000]  This is an article by Julie Fiddler on infowords.com.
[01:21:46.000 --> 01:21:50.000]  The world takes the fourth major step towards creating a GMO baby any year.
[01:21:50.000 --> 01:21:53.000]  Fourth major step, are you ready for designer babies?
[01:21:53.000 --> 01:21:59.000]  Because then they're going to give you a baby without humanity that wants to fight, that wants to die, and is ready to kill.
[01:21:59.000 --> 01:22:09.000]  And doesn't mind stuff like this. Oh, 65,000% radioactivity spike in New York, New Jersey, New York Governor's probe into Water League.
[01:22:09.000 --> 01:22:14.000]  Next nuclear crisis. So they're not, but they're not worried about that. People aren't worried about that.
[01:22:14.000 --> 01:22:16.000]  They're worried about whether the game is rigged.
[01:22:16.000 --> 01:22:23.000]  Well, speaking of the game, this year they launched F-15 fighter jets as a part of the security layout for the game.
[01:22:23.000 --> 01:22:29.000]  And here's John Bounds report on that. Actually, this is Jacobson. Rob Jacobson's report on that. Darren McGreen voicing it.
[01:22:29.000 --> 01:22:31.000]  Very crazy stuff. Let's take a look at this.
[01:22:31.000 --> 01:22:41.000]  The Super Bowl. Many Americans will argue that this single event brings more people together than any other American pastime.
[01:22:41.000 --> 01:22:51.000]  And just like football fans who are preparing their Super Bowl parties, the military-industrial complex is making preparations of their own.
[01:22:51.000 --> 01:23:03.000]  This year's spectacle won't be the star-studded halftime show, but rather the outrageously overblown security theater that's being staged in and around the event.
[01:23:03.000 --> 01:23:13.000]  According to CBS San Francisco Bay Area News, Super Bowl 50 security is to include F-15 fighter jets and helicopters.
[01:23:13.000 --> 01:23:18.000]  Again, that's F-15 jets and helicopters at the Super Bowl.
[01:23:18.000 --> 01:23:25.000]  If this seems a little over the top, there's good reason for it. There's much more theatrics here than actual security.
[01:23:25.000 --> 01:23:35.000]  In fact, many, if not all, of the security techniques being used at the event have been proven to be ineffectual by up to 95%.
[01:23:35.000 --> 01:23:40.000]  And yet they've still elevated their routine to include F-15s.
[01:23:40.000 --> 01:23:54.000]  To illustrate the incompetence of the Department of Homeland Security, just look at the testimony given by the Deputy Assistant Secretary for the Office of Screening in the DHS, Kellyanne Bereishi.
[01:23:54.000 --> 01:23:58.000]  Ms. Bereishi, I've asked you the number of Americans who've traveled to Syria, you don't know.
[01:23:58.000 --> 01:24:00.000]  The number of Americans who may have traveled in return, you don't know.
[01:24:00.000 --> 01:24:04.000]  The number of Syrian refugees who entered the country in the last year, you don't know.
[01:24:04.000 --> 01:24:07.000]  The number of visa waiver programs overstays, you don't know.
[01:24:07.000 --> 01:24:12.000]  The number of visa waiver overstays who may have been to Syria before they came here, you don't know.
[01:24:12.000 --> 01:24:15.000]  And the number of American citizens on the no-fly list, and you don't know.
[01:24:15.000 --> 01:24:22.000]  And yet you are the Deputy Assistant Secretary for Screening, Coordination, Office of Policy, Department of Homeland Security in front of the Oversight Committee,
[01:24:22.000 --> 01:24:26.000]  and you can't give us one single number to some, I think, pretty basic questions.
[01:24:26.000 --> 01:24:32.000]  Quoting Daily Caller Editor-in-Chief Tucker Carlson from a Fox News appearance, he said,
[01:24:32.000 --> 01:24:37.000]  these people are not just wrong on the ideas, they're totally incompetent.
[01:24:37.000 --> 01:24:39.000]  These are people who built the Obamacare website.
[01:24:39.000 --> 01:24:41.000]  They're actually, they're not good at the details.
[01:24:41.000 --> 01:24:46.000]  He's part of it, and that's why this whole thing ought to scare us a lot.
[01:24:46.000 --> 01:24:55.000]  And we shouldn't ignore the fact that Homeland Security has absolutely no problem keeping the borders wide open for anyone to cross.
[01:24:55.000 --> 01:25:06.000]  While these same people are bringing to the Super Bowl what the San Jose Mercury News describes as a veritable fort nox for the February 7th game.
[01:25:06.000 --> 01:25:12.000]  Metal detectors at every entrance, bomb sniffing dogs at all train stops,
[01:25:12.000 --> 01:25:18.000]  sharpshooters perched on rooftops and cameras everywhere.
[01:25:18.000 --> 01:25:28.000]  The DHS says they will be teaming up with the Air Force to provide air security against, amongst other possible threats, a slow-moving Cessna.
[01:25:28.000 --> 01:25:39.000]  Stories have been circulating demonstrating the special training that these pilots are receiving to aid them when intercepting Cessnas or small aircraft.
[01:25:39.000 --> 01:25:46.000]  And that's a lot of media coverage for what is normally considered to be routine NORAD defense drills.
[01:25:46.000 --> 01:25:53.000]  For decades, the United States airspace has been under the North American Aerospace Defense Command,
[01:25:53.000 --> 01:26:03.000]  or NORAD's Air Defense Program, who have the task to defend our domestic skies with aircraft, which includes F-15 fighters.
[01:26:03.000 --> 01:26:08.000]  Then why make a story out of F-15 training exercises?
[01:26:08.000 --> 01:26:11.000]  Well, the reason is as simple as it gets.
[01:26:11.000 --> 01:26:16.000]  To put a spotlight on the mighty U.S. military and the domestic Air Force,
[01:26:16.000 --> 01:26:22.000]  for all those watching, the biggest game of the year to see.
[01:26:22.000 --> 01:26:32.000]  Infowars.com has time and time again exposed the fact that the DHS has very little interest in actually keeping anyone secure
[01:26:32.000 --> 01:26:39.000]  and a much larger agenda in acclimating the American population to live in a security state.
[01:26:39.000 --> 01:26:48.000]  What we'll be witnessing during the game will be nothing short of security theater broadcast during America's most popular sporting event.
[01:26:48.000 --> 01:26:57.000]  The DHS, as well as the U.S. military, has a history of paying big money to the NFL to propagandize the U.S. public.
[01:26:57.000 --> 01:27:07.000]  Countless articles report the relationship between the DOD and the NFL, including this November 2015 Pittsburgh Post-Gazette report.
[01:27:07.000 --> 01:27:16.000]  The DOD paid $53 million of taxpayers' money to pro-sports for military tributes.
[01:27:16.000 --> 01:27:20.000]  So why does the DOD want to acclimate the public anyway?
[01:27:20.000 --> 01:27:29.000]  On Sunday, May 6, 2012, Infowars.com reported that a leaked U.S. Army document prepared for the Department of Defense
[01:27:29.000 --> 01:27:37.000]  contains shocking plans for political activists to be pacified by PSYOP officers
[01:27:37.000 --> 01:27:46.000]  into developing an appreciation of U.S. policies while detained in prison camps inside the United States.
[01:27:46.000 --> 01:27:54.000]  Last July, former General Wesley Clark went on MSNBC and called for disloyal Americans to be put in internment camps.
[01:27:54.000 --> 01:28:05.000]  Add this to the fact that Obama, who has chaired Security Council meetings, recently teamed up with the U.N. to create a global police force to deal with violent extremism.
[01:28:05.000 --> 01:28:14.000]  We, as Americans, are being pushed and shoved into a global system that is outside of the U.S. Constitution and Bill of Rights.
[01:28:14.000 --> 01:28:20.000]  And the security state theater is one way the American public is primed for the occasion.
[01:28:20.000 --> 01:28:30.000]  As people become more used to seeing the military in their everyday life, the easier it will be for the U.S. to become acclimated into a global system.
[01:28:30.000 --> 01:28:35.000]  A system where dissenters get into a military van and are never heard of again.
[01:28:35.000 --> 01:28:41.000]  So for those of you who are ready to put your brain into relaxation mode and sink into the big game,
[01:28:41.000 --> 01:28:51.000]  your relaxed mind will be unconsciously experiencing a paranoid America who lives under the reckless and unaccountable police state.
[01:28:51.000 --> 01:29:14.000]  We are running a special on the introduction of a new flagship product, Anthroplex, the twice daily pill formulated for men.
[01:29:14.000 --> 01:29:25.000]  We just look at the base problem that's going on right now all over the world, which is the endocrine disrupting chemicals, the amount of estrogen that men have, and what's going on even in children.
[01:29:25.000 --> 01:29:31.000]  The average 40-year-old man, if you look it up, in the West has half to a third the testosterone that they're supposed to have.
[01:29:31.000 --> 01:29:38.000]  I'm always looking for ways to naturally get the body to start producing these hormones and balancing themselves.
[01:29:38.000 --> 01:29:44.000]  The counter is the stuff they've been throwing at us. Results will vary. Overall, all I know is dynamite.
[01:29:44.000 --> 01:29:49.000]  I mean, absolutely dynamite with stamina, with the weight lifting, with the swimming.
[01:29:49.000 --> 01:29:57.000]  Folks, the new product is available. Anthroplex available at infowarslife.com. 888-253-3139.
[01:29:57.000 --> 01:30:08.000]  Secret 12, InfoWarsLife's vitamin B12 formulation. Most forms of vitamin B12 are highly processed and synthetic and cannot be properly absorbed by the body.
[01:30:08.000 --> 01:30:15.000]  That's why for real results, so many are having to turn to painful B12 injections, which are known to have higher absorption rates.
[01:30:15.000 --> 01:30:24.000]  InfoWarsLife.com is excited to announce that we can bring you our most bioactive, powerful form of B12 that has been developed with our exclusive, perfected process.
[01:30:24.000 --> 01:30:35.000]  Secret 12 is a binary of nutrimental grade, bioavailable, coenzyme forms of B12, methylcobalamin, the same kind used in B12 injections, and adenosylcobalamin.
[01:30:35.000 --> 01:30:42.000]  Secret 12 is simply taken by mouth, right on the tongue, and then swallowed. No needles, no injections. Don't take my word for it.
[01:30:42.000 --> 01:30:45.000]  Try it for yourself. Discover the secret. Secret 12.
[01:30:45.000 --> 01:30:53.000]  Secure your revolutionary Secret 12 formula right now at infowarslife.com or call 888-253-3139.
[01:30:53.000 --> 01:30:56.000]  InfoWarsLife Secret 12.
[01:31:23.000 --> 01:31:43.000]  That's why I'm a member of the young Jebedee team at infowarsteam.com and you can be too. It's simple. Just go to infowarsteam.com today.
[01:31:43.000 --> 01:31:56.000]  There's a short sign up and you're part of the team. That's infowarsteam.com or infowarshealth.com. So many people call into my radio show and tell me how young Jebedee and the products at infowarsteam.com have changed their lives. Check it out for yourself today.
[01:32:14.000 --> 01:32:19.000]  You want the best that's out there at the lowest price anywhere? We now have the synergistic solution.
[01:32:19.000 --> 01:32:45.000]  Secure your DNA force today at infowarslife.com or call toll-free 888-253-3139.
[01:32:49.000 --> 01:33:08.000]  You're listening to the Alex Jones show.
[01:33:08.000 --> 01:33:23.000]  You can run on for a long time.
[01:33:23.000 --> 01:33:38.000]  Alex Jones is calling in to break down what he says is the number one story right now that no one is covering properly.
[01:33:38.000 --> 01:33:53.000]  We're talking during the break. There's just so much news here to kind of digest and give to you guys earlier in the show. We played highlights from the election with Marco Rubio speaking like a robot.
[01:33:53.000 --> 01:34:09.000]  I remember watching it last night thinking, it's almost like he's saying the same thing over and over again.
[01:34:09.000 --> 01:34:24.000]  And then there's Jeb Bush and I walked in to get a drink of water and I saw on the television that Fox News had Jeb Bush on and they did it last night too.
[01:34:24.000 --> 01:34:39.000]  Jeb Bush is sitting there attacking Donald Trump saying, well, you know, he did this eminent domain. It's so sad. He did this to a 70-year-old woman to put a limo parking lot in and they talked about how Donald Trump shushed him and told him to be quiet.
[01:34:39.000 --> 01:34:54.000]  And then they shushed on again last night and I also mentioned how I was taking Uber the other night and they were doing a little recap and they talked about every single person besides Donald Trump on Fox News Radio on the radio and just totally excluded Donald Trump.
[01:34:54.000 --> 01:35:01.000]  You can't help but wonder if that's because obviously they had a falling out. So I guess they're now going to just give Jeb all of the worship spotlight.
[01:35:01.000 --> 01:35:12.000]  Well, you know, it seems like the pushing of Rubio, the robot's not going to work. There's really nobody else that they can't. I keep calling him Tim Cruise. That was a baseball player, but Ted Cruz.
[01:35:12.000 --> 01:35:19.000]  We didn't even talk about Ted Cruz. Ted Cruz to me, I just don't understand why he won't speak like a human being.
[01:35:19.000 --> 01:35:20.000]  Exactly.
[01:35:20.000 --> 01:35:27.000]  All these people are so fake. I mean, they're really so fake. That's why Trump has such high ratings because he actually speaks from the hip.
[01:35:27.000 --> 01:35:37.000]  He does. Not scripted. It's not a teleprompter. But then Ted Cruz, it's like he's been practicing in the mirror how to say it and some type of what he thinks is like a statesman way.
[01:35:37.000 --> 01:35:48.000]  Well, let me tell you, my friends, I would never. Dr. Ben Carson, I apologize from the bottom of my heart. It's like no one talks like that. Come on, man.
[01:35:48.000 --> 01:35:54.000]  Now that I have stabbed the knife in your back, I will turn it ever so slowly before I pull it out.
[01:35:54.000 --> 01:36:02.000]  And maybe that does work with some weird demographics. I mean, it has to, right? I mean, it has to work with some. But to me, it just seems so ingenuine.
[01:36:02.000 --> 01:36:09.000]  It just seems so ingenuine. And I'm talking about the full spectrum, right? I mean, obviously Hillary is the worst offender, and she's so ingenuine.
[01:36:09.000 --> 01:36:16.000]  It's so fake. And you could look at her facial reflections of what she's saying. She just looks so fake.
[01:36:16.000 --> 01:36:19.000]  I mean, Ron Paul is a statesman, but he will talk from the hip, too.
[01:36:19.000 --> 01:36:20.000]  Right.
[01:36:20.000 --> 01:36:25.000]  Well, you could get him to actually say stuff. And I think that's why now they're talking about all the other candidates, because Ron Paul is out.
[01:36:25.000 --> 01:36:30.000]  So they don't have to mention him. They don't have to mention libertarianism or, you know, real free market ideas.
[01:36:30.000 --> 01:36:36.000]  You could just stick with all these canned opponents who really are, you know, basically men of no substance.
[01:36:36.000 --> 01:36:37.000]  Yeah.
[01:36:37.000 --> 01:36:42.000]  At the end of the day, I don't know how they got, I don't know how Chris Christie got to be governor. I don't know how Marco Rubio got to be senator.
[01:36:42.000 --> 01:36:45.000]  You know, it's disgusting what we have to look at.
[01:36:45.000 --> 01:36:51.000]  Well, Marco Rubio is a good speaker. It's just all canned. And, you know, it brings me back to 2008.
[01:36:51.000 --> 01:36:54.000]  Say what you will, you know, Obama's, you know, we all know the truth.
[01:36:54.000 --> 01:36:59.000]  But the way he spoke was not so fake, right? He actually is a great speaker when he has a teleprompter.
[01:36:59.000 --> 01:37:07.000]  So it kind of lures you in. But to me, it's almost like if they could just realize that they don't have to be robotic, fake people.
[01:37:07.000 --> 01:37:10.000]  Their numbers were searched, but they just can't do it. They just can't do it.
[01:37:10.000 --> 01:37:15.000]  Because they're not real people. If they don't have the teleprompter in front of them, they don't have the talking points in front of them.
[01:37:15.000 --> 01:37:21.000]  So they have to result the dirty tricks. And that's why there's articles like this. Pressure grows for an audit of Iowa caucus results.
[01:37:21.000 --> 01:37:32.000]  Iowa Democratic Party is rejecting calls for it to perform an audit of caucus results from last week, despite the discrepancies that have been reported since it declared Hillary Clinton narrowly defeated Senator Bernie Sanders.
[01:37:32.000 --> 01:37:34.000]  And won six coins.
[01:37:34.000 --> 01:37:35.000]  Six coin tosses in a row.
[01:37:35.000 --> 01:37:36.000]  Six coin tosses in a row.
[01:37:36.000 --> 01:37:41.000]  And actually, I have a proposition for you, Rob. I think I would back this.
[01:37:41.000 --> 01:37:48.000]  I don't know about you. We should have a Kickstarter or something to send Hillary Clinton to Vegas because she would clean up.
[01:37:48.000 --> 01:37:50.000]  Can you imagine her at the craps table?
[01:37:50.000 --> 01:37:53.000]  She could balance the stupid effing budget with her spills of odds.
[01:37:53.000 --> 01:37:54.000]  No, she hurt luck.
[01:37:54.000 --> 01:37:55.000]  Yes.
[01:37:55.000 --> 01:38:02.000]  Her odds, I mean, it's off the chart, right? Less than 1% chance. She could go theoretically and play Blackjack and she could get rid of the debt.
[01:38:02.000 --> 01:38:08.000]  She'd get rid of the national debt if we brought Hillary Clinton to Vegas, just based on those odds.
[01:38:08.000 --> 01:38:09.000]  She would just crush it.
[01:38:09.000 --> 01:38:13.000]  And now look, confirmed Iowa Democratic Party flip delegates to Clinton.
[01:38:13.000 --> 01:38:17.000]  The Iowa Democratic Party's chaotic attempt to report caucus results on Monday night.
[01:38:17.000 --> 01:38:28.000]  The results in at least one precinct were unilaterally changed by the party as an attempt to deal with the culmination of a rushed and perfect process overseeing the first in the nation, nominating.
[01:38:28.000 --> 01:38:31.000]  I like how it's 2016 and it's still chaotic. We just don't know.
[01:38:31.000 --> 01:38:34.000]  You can't figure out these Microsoft apps aren't working.
[01:38:34.000 --> 01:38:40.000]  You know, just people flailing around, not knowing what their real job is, and, you know, and then, oh, we flip flop.
[01:38:40.000 --> 01:38:42.000]  We didn't realize we flip flop.
[01:38:42.000 --> 01:38:46.000]  And as always, you know, we're talking about the scripted stuff not working.
[01:38:46.000 --> 01:38:55.000]  Rubio misses moment as Donald Trump rises, GOP braces for long haul, even though Trump was getting blasted with booze by the establishment people in the crowd.
[01:38:55.000 --> 01:38:58.000]  The establishment finally struck back, but not in the way anyone might have imagined.
[01:38:58.000 --> 01:39:00.000]  This is on Infowars.com, ABC News.
[01:39:00.000 --> 01:39:08.000]  The first Republican debate since voting began revealed a still unsettled field with as many variables as qualities among the candidates.
[01:39:08.000 --> 01:39:16.000]  Marco Rubio's post-Iowa momentum likely stalled in a flurry of repetition, while the three governors in the field made strong final pitches for New Hampshire.
[01:39:16.000 --> 01:39:19.000]  The end of the debate, the GOP's new center of gravity looked like much like the old one.
[01:39:19.000 --> 01:39:23.000]  Donald Trump's center stage poised to start winning.
[01:39:23.000 --> 01:39:27.000]  So it's like no matter what they throw with all their fakeness, it just is not working.
[01:39:27.000 --> 01:39:32.000]  And it just comes back to the same thing over and over and over.
[01:39:32.000 --> 01:39:35.000]  Another one, Rubio Chokes from Politico said the same thing million times.
[01:39:35.000 --> 01:39:38.000]  Trump's lead grows in New Hampshire days before a primary.
[01:39:38.000 --> 01:39:41.000]  Donald Trump dismisses audience after getting booed at the debate.
[01:39:41.000 --> 01:39:42.000]  Devastating.
[01:39:42.000 --> 01:39:46.000]  Video montage of Robot and Marco Rubio repeating same line five times.
[01:39:46.000 --> 01:39:47.000]  This one says five.
[01:39:47.000 --> 01:39:48.000]  I read four.
[01:39:48.000 --> 01:39:50.000]  I heard eight, too.
[01:39:50.000 --> 01:39:53.000]  It's just he repeats it so much people can't even keep count.
[01:39:53.000 --> 01:39:58.000]  And yet you're probably going to see him be a high second place finisher,
[01:39:58.000 --> 01:40:00.000]  even though nobody wants this guy in.
[01:40:00.000 --> 01:40:01.000]  It's just disgusting.
[01:40:01.000 --> 01:40:08.000]  Meanwhile in New York, the radioactive activity level is 65,000 times higher than what it should be.
[01:40:08.000 --> 01:40:09.000]  And that's fine.
[01:40:09.000 --> 01:40:10.000]  In the drinking water.
[01:40:10.000 --> 01:40:12.000]  Isn't it leaking into the groundwater?
[01:40:12.000 --> 01:40:15.000]  Yes, leaking into the groundwater at the Indian Point nuclear power plant.
[01:40:15.000 --> 01:40:19.000]  Three monitoring wells were discovered to have alarming levels of radioactivity.
[01:40:19.000 --> 01:40:24.000]  The governor of New York said, opening an immediate environmental probe into the issue.
[01:40:24.000 --> 01:40:27.000]  So that's on infowars.com too.
[01:40:27.000 --> 01:40:28.000]  That's from RT.
[01:40:28.000 --> 01:40:31.000]  Well, that's a lot harder to get out of the water than lead.
[01:40:31.000 --> 01:40:32.000]  It sure is.
[01:40:32.000 --> 01:40:34.000]  And there's a lot of things harder.
[01:40:34.000 --> 01:40:37.000]  You know, fluoride is really hard to get out of out of your water.
[01:40:37.000 --> 01:40:39.000]  No, I filter it.
[01:40:39.000 --> 01:40:41.000]  Perfectly put that in there.
[01:40:41.000 --> 01:40:44.000]  This is not even this is not purposely, but it's going to give you cancer.
[01:40:44.000 --> 01:40:49.000]  Flora, they purposely put in and it's admitted that it gives you cancer, but they still do it.
[01:40:49.000 --> 01:40:53.000]  Well, look at this tweet real quick to get a little little humor going.
[01:40:53.000 --> 01:41:03.000]  This is from Michael McDonald comedy thoughts and prayers with Marco Rubio's program Marco Rubio's programmers that they can fix the glitch in his database before it overheats from repetition.
[01:41:03.000 --> 01:41:04.000]  I was tweeted during the GOP debate.
[01:41:04.000 --> 01:41:06.000]  It is kind of like a robot.
[01:41:06.000 --> 01:41:08.000]  Now you talk about the four wide in the water.
[01:41:08.000 --> 01:41:12.000]  Every single thing that's culminating in attack against your biology.
[01:41:12.000 --> 01:41:14.000]  And it doesn't you're right.
[01:41:14.000 --> 01:41:19.000]  It doesn't seem like some people care about the studies from Harvard and so on.
[01:41:19.000 --> 01:41:22.000]  The government has admitted it's time to lower sodium fluoride levels.
[01:41:22.000 --> 01:41:23.000]  It is absolutely.
[01:41:23.000 --> 01:41:29.000]  And if you look at a lot, they've lowered it in their government buildings, by the way, why they keep it high in your public water supply.
[01:41:29.000 --> 01:41:31.000]  They lower it in the government buildings.
[01:41:31.000 --> 01:41:35.000]  Well, I know a lot of different medical doctors and dentists and they all agree.
[01:41:35.000 --> 01:41:36.000]  Sodium fluoride.
[01:41:36.000 --> 01:41:37.000]  There's no point of it being in the water.
[01:41:37.000 --> 01:41:39.000]  It has some topical benefits.
[01:41:39.000 --> 01:41:44.000]  It does kill bacteria when you put it on your teeth, if you like, put it topically on your teeth, it can kill the bacteria.
[01:41:44.000 --> 01:41:45.000]  You know, maybe it's going to kill you too.
[01:41:45.000 --> 01:41:47.000]  But Anthony, what about the teeth in your stomach?
[01:41:47.000 --> 01:41:49.000]  They need some fluoride too.
[01:41:49.000 --> 01:41:53.000]  They need some fluoride too, just like they need the burst control and the antibiotics and all that.
[01:41:53.000 --> 01:41:54.000]  The BPA.
[01:41:54.000 --> 01:41:55.000]  The BPA.
[01:41:55.000 --> 01:42:01.000]  But I do think you should go to InfowarsLife.com because this whole show, this whole segment, everything is sponsored by InfowarsLife.com.
[01:42:01.000 --> 01:42:06.000]  Get the new product Anthroplex, which is a synergistic formulation.
[01:42:06.000 --> 01:42:13.000]  It works super well with supermal vitality, but also by itself, it is a great formulation to kind of fight back against the attack.
[01:42:13.000 --> 01:42:15.000]  It's the baseline twice daily.
[01:42:15.000 --> 01:42:17.000]  It was once, we jacked it up to twice daily.
[01:42:17.000 --> 01:42:19.000]  Same price, same low price.
[01:42:19.000 --> 01:42:21.000]  And it is going to get you back to your foundation.
[01:42:21.000 --> 01:42:24.000]  It's going to help with your male vitality, regulate your body.
[01:42:24.000 --> 01:42:33.000]  And I would also recommend to check out Survival Shield X2 nascent iodine because a little birdie told me we might be selling out of that pretty soon.
[01:42:33.000 --> 01:42:34.000]  It can take quite a long time.
[01:42:34.000 --> 01:42:39.000]  Well that, and you get 15% off with Anthroplex and supermal vitality and free shipping.
[01:42:39.000 --> 01:42:40.000]  That's right.
[01:42:40.000 --> 01:42:41.000]  If you get them together as a product.
