[00:00.000 --> 00:14.000]  Waging War on Corruption. It's Alex Jones.
[01:25:19.000 --> 01:25:24.000]  But I'll say compared to the globalists that are eugenicists,
[01:25:24.000 --> 01:25:28.000]  Putin doesn't want five-year-olds being taught how to be gay or how to masturbate,
[01:25:28.000 --> 01:25:31.000]  like they want to in the Department of Education here.
[01:25:31.000 --> 01:25:36.000]  And so we are so corrupt that somebody like Putin looks good compared to our leadership.
[01:25:36.000 --> 01:25:39.000]  I think that's what you're trying to get at here.
[01:25:39.000 --> 01:25:43.000]  Yep, that's for sure. And not only that, I was watching Fox Friday night,
[01:25:43.000 --> 01:25:45.000]  and I really don't like O'Reilly all that much.
[01:25:45.000 --> 01:25:53.000]  I really don't like him now because he was sitting there in his best monarchy, monotone voice.
[01:25:53.000 --> 01:26:03.000]  You know, the teacher in class and that told everybody why Bundy was, you know, law.
[01:26:03.000 --> 01:26:05.000]  Oh, so he...
[01:26:05.000 --> 01:26:10.000]  I reached the issue, and the apatriot issue, the whole thing, you know.
[01:26:10.000 --> 01:26:14.000]  Well, so he was demonizing the whole Bundy situation in Nevada?
[01:26:14.000 --> 01:26:19.000]  Yeah, and he was slamming down on some of his co-people on Fox News who were supporting him,
[01:26:19.000 --> 01:26:21.000]  like the entity of that.
[01:26:21.000 --> 01:26:24.000]  Yeah, no, I read about that. I didn't see it. I appreciate your call.
[01:26:24.000 --> 01:26:27.000]  Yeah, I mean, here's the deal.
[01:26:27.000 --> 01:26:33.000]  Let's just say Bundy's a horrible racist through the Nevada rancher, which he's not.
[01:26:33.000 --> 01:26:39.000]  The full unedited video has come out where he said that, you know, he cares about black folks in Hispanics,
[01:26:39.000 --> 01:26:41.000]  and that Hispanics are super hardworking.
[01:26:41.000 --> 01:26:43.000]  We basically need to legalize the illegals.
[01:26:43.000 --> 01:26:47.000]  I mean, he actually sounds like Jeb Bush or something in the full video.
[01:26:47.000 --> 01:26:52.000]  He was talking about how they've replaced one form of slavery with another.
[01:26:52.000 --> 01:26:58.000]  And now it's like, oh, let the feds point guns at people and come and take the property.
[01:26:58.000 --> 01:27:03.000]  Let the feds raise grazing rights cost up so high that it bankrupted the other 52 families.
[01:27:03.000 --> 01:27:07.000]  This is about a federal government that has 90% of Nevada expanding itself.
[01:27:07.000 --> 01:27:11.000]  It's about citizens with feds with attack dogs attacking them and snipers saying,
[01:27:11.000 --> 01:27:15.000]  if you protest, we will arrest you or shoot you on video.
[01:27:15.000 --> 01:27:20.000]  And the American people saying no to the Tiananmen Square type situation.
[01:27:20.000 --> 01:27:32.000]  I don't care if the guy that stood in front of the tanks in Tiananmen Square in 1989 was a racist, not a racist, Chinese, German, Jewish, Mexican.
[01:27:32.000 --> 01:27:35.000]  I admire the tank man that stood in front of the tank.
[01:27:35.000 --> 01:27:37.000]  You know that iconic image.
[01:27:37.000 --> 01:27:39.000]  And then that's a crop photo.
[01:27:39.000 --> 01:27:42.000]  You pull back, there's like 15 tanks backed up because of him.
[01:27:42.000 --> 01:27:44.000]  The same thing happened out there.
[01:27:44.000 --> 01:27:45.000]  They're desperate.
[01:27:45.000 --> 01:27:46.000]  What do they play?
[01:27:46.000 --> 01:27:48.000]  The race card.
[01:27:48.000 --> 01:27:54.000]  Meanwhile, we're being signed on to 1.5 quadrillion in global derivatives that's not our debt.
[01:27:54.000 --> 01:27:57.000]  We're being signed on to globalism, NAFTA and GATT.
[01:27:57.000 --> 01:28:01.000]  The plan is deindustrialized America to make us dependent on government.
[01:28:01.000 --> 01:28:04.000]  Here's the LA Times headline.
[01:28:04.000 --> 01:28:08.000]  U.S. electricity prices may be going up for good.
[01:28:08.000 --> 01:28:13.000]  Experts warn of growing fragility as coal-fired plants are shut down.
[01:28:13.000 --> 01:28:16.000]  Nuclear power reduced to consumers switch renewable energy.
[01:28:16.000 --> 01:28:18.000]  How are they going to conquer America?
[01:28:18.000 --> 01:28:19.000]  Turning our power off.
[01:28:19.000 --> 01:28:25.000]  We're going to go to break and I'm going to rampage and talk to Donna and like 10 other callers.
[01:28:25.000 --> 01:28:27.000]  I'm going to give each caller about a minute and I'm done with calls.
[01:28:27.000 --> 01:28:31.000]  Final segment, I'll cover this other news.
[01:28:31.000 --> 01:28:36.000]  Also, the Mark scientist claims human microchip implant will become not optional.
[01:28:36.000 --> 01:28:38.000]  Yeah, that's the big push.
[01:28:38.000 --> 01:28:40.000]  That's coming up.
[01:28:40.000 --> 01:28:42.000]  We're not in Kansas anymore.
[01:28:42.000 --> 01:28:44.000]  Don't forget we're a listener supported.
[01:28:44.000 --> 01:28:51.000]  We don't take money like NPR for bank or bailout money or stimulus money or like MSNBC.
[01:28:51.000 --> 01:28:53.000]  We are supported by you.
[01:28:53.000 --> 01:29:22.000]  Great products at greatpricesandinfowarsstore.com.
[01:29:23.000 --> 01:29:39.000]  I'm going to give each caller a minute and I'm done with calls.
[01:29:39.000 --> 01:30:06.000]  I'm going to give each caller a minute and I'm done with calls.
[01:30:06.000 --> 01:30:10.000]  The police are shoving people, shoving Alex, shoving the crowd.
[01:30:10.000 --> 01:30:15.000]  Whether it's the radio show, the news websites, documentary films, or the nightly news,
[01:30:15.000 --> 01:30:17.000]  Infowars is the tip of the spear.
[01:30:17.000 --> 01:30:21.000]  Is this another false flight stage attack to take our civil liberties and put more homelands in security
[01:30:21.000 --> 01:30:23.000]  by sticking the hands down on our pants on the streets?
[01:30:23.000 --> 01:30:27.000]  It's up to us to set brush fires in the minds of men and women everywhere
[01:30:27.000 --> 01:30:30.000]  and that's what prisonplanet.tv is designed to do.
[01:30:30.000 --> 01:30:38.000]  You watch the Assad regime is going to be blamed or accused of using chemical weapons against the so-called rebels.
[01:30:38.000 --> 01:30:42.000]  What we see now is a war against reality, it's a war against the truth.
[01:30:42.000 --> 01:30:47.000]  It's more vital than ever that supporters of freedom become members of prisonplanet.tv
[01:30:47.000 --> 01:30:51.000]  and share their membership with up to 11 friends and family.
[01:30:51.000 --> 01:30:53.000]  Visit infowarsnews.com today.
[01:30:53.000 --> 01:30:59.000]  Become a member, share your membership and help take the info war to the next level.
[01:30:59.000 --> 01:31:03.000]  The globalist social engineers are not just targeting us with propaganda.
[01:31:03.000 --> 01:31:05.000]  They are manipulating our genetics.
[01:31:05.000 --> 01:31:10.000]  We are being targeted at every level by estrogen mimickers that lower our testosterone
[01:31:10.000 --> 01:31:14.000]  and other hormones and natural compounds that the body needs.
[01:31:14.000 --> 01:31:17.000]  After consulting top doctors, nutritionists, pharmacists, and others,
[01:31:17.000 --> 01:31:24.000]  we have developed what I believe is the ultimate non-GMO organic super male vitality formula
[01:31:24.000 --> 01:31:30.000]  sourced from powerful organic herbs and then concentrated or maximum potency.
[01:31:30.000 --> 01:31:38.000]  Super male vitality was developed to activate your body's own natural processes instead of using synthetic chemicals.
[01:31:38.000 --> 01:31:44.000]  Super male vitality by info wars life is so powerful that I only take half the recommended dose.
[01:31:44.000 --> 01:31:51.000]  For a limited time, we are offering 15% off super male vitality at infowarslife.com
[01:31:51.000 --> 01:31:54.000]  to introduce you to this powerful supplement.
[01:31:54.000 --> 01:31:58.000]  Visit infowarslife.com today to secure your super male vitality.
[01:31:58.000 --> 01:32:00.000]  infowarslife.com
[01:32:00.000 --> 01:32:04.000]  A chemical spill contaminating the water supply in nine West Virginia counties.
[01:32:04.000 --> 01:32:08.000]  This year alone over 300,000 people in West Virginia had their drinking water contaminated.
[01:32:08.000 --> 01:32:12.000]  What are the health effects of having these drugs in our drinking water?
[01:32:12.000 --> 01:32:15.000]  It's forced medical treatment without the consent of residents.
[01:32:15.000 --> 01:32:20.000]  My friend's water filtration is one of the most basic actions you can take to protect you and your family
[01:32:20.000 --> 01:32:23.000]  from harmful toxins and heavy metals in your tap water.
[01:32:23.000 --> 01:32:27.000]  On average, the county says it sprays with glyphosate at least once a week.
[01:32:27.000 --> 01:32:31.000]  Few filters cut out the glyphosates that is found in water supplies worldwide.
[01:32:31.000 --> 01:32:37.000]  Remove pesticides, herbicides, chloramines, hydrofluorosalic acid, sodium hexafluorosilicate.
[01:32:37.000 --> 01:32:41.000]  Fluoride is in teats and coffee and water and breads and toothpaste.
[01:32:41.000 --> 01:32:44.000]  It is our responsibility to protect our families.
[01:32:44.000 --> 01:32:46.000]  The establishment's not going to do it.
[01:32:46.000 --> 01:32:47.000]  It's time to take action.
[01:32:47.000 --> 01:32:49.000]  It's time to filter our water.
[01:32:49.000 --> 01:32:56.000]  Go to WestFord.com and use promo code WATER to get 10% off their entire family of incredible products.
[01:32:56.000 --> 01:33:00.000]  Or call toll-free 888-253-3139.
[01:33:01.000 --> 01:33:05.000]  Coast to coast, direct from Austin.
[01:33:05.000 --> 01:33:10.000]  You're listening to the Alex Jones Broadcasting Network.
[01:33:10.000 --> 01:33:21.000]  We now take you live to the Central Texas Commence Center.
[01:33:21.000 --> 01:33:22.000]  In the heart.
[01:33:22.000 --> 01:33:24.000]  In the heart of the resistance.
[01:33:24.000 --> 01:33:25.000]  We're in close to the heart.
[01:33:25.000 --> 01:33:28.000]  Rallying Patriots worldwide.
[01:33:32.000 --> 01:33:35.000]  You're listening to the Alex Jones show.
[01:33:35.000 --> 01:33:44.000]  Stand up and be counted for what you are about to receive.
[01:33:44.000 --> 01:33:47.000]  We are the dealers.
[01:33:47.000 --> 01:33:50.000]  We give you everything you need.
[01:33:54.000 --> 01:33:55.000]  You know what I'm selling?
[01:33:55.000 --> 01:33:57.000]  I'm selling Liberty and Freedom.
[01:33:57.000 --> 01:34:00.000]  And speaking of your phone calls and everything, this broadcast is possible.
[01:34:00.000 --> 01:34:02.000]  I started plugging when we ran into the break.
[01:34:02.000 --> 01:34:09.000]  By the books, the videos, the incredible supplements, the water filters, all the great systems.
[01:34:09.000 --> 01:34:13.000]  The dash cams, high def dash cams, the lowest price anywhere.
[01:34:13.000 --> 01:34:15.000]  The best quality M4Wars brand.
[01:34:15.000 --> 01:34:19.000]  M4WarsStore.com.
[01:34:19.000 --> 01:34:29.000]  And we have the woman's cut in small, right up to extra large, Molan Lobby gold foil t-shirts.
[01:34:29.000 --> 01:34:32.000]  Nobody's got a second amendment shirt this sexy.
[01:34:32.000 --> 01:34:35.000]  We have the men's version as well, but it's not gold foil.
[01:34:35.000 --> 01:34:37.000]  It's like gray silver.
[01:34:37.000 --> 01:34:40.000]  But the point is, is that it is awesome.
[01:34:40.000 --> 01:34:42.000]  M4WarsStore.com.
[01:34:42.000 --> 01:34:43.000]  You can see Macadoo.
[01:34:43.000 --> 01:34:45.000]  Lady Leanne Macadoo wearing it.
[01:34:45.000 --> 01:34:47.000]  And this is a best seller.
[01:34:47.000 --> 01:34:48.000]  I designed the shirt.
[01:34:48.000 --> 01:34:50.000]  And I'm very, very proud of it.
[01:34:50.000 --> 01:34:51.000]  I didn't Photoshop it.
[01:34:51.000 --> 01:34:52.000]  I had the concept.
[01:34:52.000 --> 01:34:53.000]  The point is, it's an Alex Jones design.
[01:34:53.000 --> 01:34:55.000]  The shirt is made in America, printed in America.
[01:34:55.000 --> 01:34:56.000]  Everything.
[01:34:56.000 --> 01:34:58.000]  It's American apparel.
[01:34:58.000 --> 01:35:02.000]  So it's a great way to spread the word of the second amendment.
[01:35:02.000 --> 01:35:05.000]  It says M4Wars.com in the back, Molan Lobby on the front.
[01:35:05.000 --> 01:35:09.000]  And there's another version of the same shirt, but M4Wars on the front come and take it on the back.
[01:35:09.000 --> 01:35:17.000]  M4WarsStore.com or call toll free 888-253-3139-24 hours a day.
[01:35:17.000 --> 01:35:19.000]  Seven days a week are great.
[01:35:19.000 --> 01:35:21.000]  Crew is ready to take your call and take your order.
[01:35:21.000 --> 01:35:23.000]  We don't send the tax man to take your money.
[01:35:23.000 --> 01:35:26.000]  Give it to NPR, MSNBC or all these groups.
[01:35:26.000 --> 01:35:29.000]  We just sell our quality products and say, hey, free association.
[01:35:29.000 --> 01:35:33.000]  Buy the products if you want to see the operation continue and expand.
[01:35:33.000 --> 01:35:34.000]  And you've responded.
[01:35:34.000 --> 01:35:40.000]  We appreciate all of your support with your PrisonPlanet.TV memberships and the M4WarsLife.com.
[01:35:40.000 --> 01:35:41.000]  All of it.
[01:35:41.000 --> 01:35:43.000]  Thank you so much for myself and the crew.
[01:35:43.000 --> 01:35:46.000]  It's an honor to be here on the front lines fighting the tyrants.
[01:35:46.000 --> 01:35:47.000]  All right.
[01:35:47.000 --> 01:35:48.000]  Let's hurry to your calls.
[01:35:48.000 --> 01:35:50.000]  Donna in New Mexico.
[01:35:50.000 --> 01:35:53.000]  Thank you for calling your take on the Ukraine situation.
[01:35:53.000 --> 01:35:57.000]  What Sky Television is calling, what could be the beginning of World War III?
[01:35:57.000 --> 01:35:58.000]  Hi, Alex.
[01:35:58.000 --> 01:35:59.000]  Thanks for taking my call.
[01:35:59.000 --> 01:36:03.000]  And I want to say thanks to all of you there at M4Wars for doing such a great job.
[01:36:03.000 --> 01:36:04.000]  Oh, thank you.
[01:36:04.000 --> 01:36:06.000]  I think it's hitting critical mass.
[01:36:06.000 --> 01:36:11.000]  I'm hoping that you're right with regard to the idea that this might just simply be a partition,
[01:36:11.000 --> 01:36:16.000]  but my gut and my radar, my internal radar says to me this is a little more than that
[01:36:16.000 --> 01:36:19.000]  and that we're at a very dangerous crossroads here.
[01:36:19.000 --> 01:36:28.000]  But one of the points I wanted to make is about, I watch RT, I listen to you, and I also get Chinese state-run media.
[01:36:28.000 --> 01:36:32.000]  And I am surprised at China's tone with regard to Russia.
[01:36:32.000 --> 01:36:41.000]  They have all these big deals in the works, but when I watch Chinese state-run media, they are absolutely very much against Russia.
[01:36:41.000 --> 01:36:42.000]  Yeah, no, no.
[01:36:42.000 --> 01:36:43.000]  Exactly.
[01:36:43.000 --> 01:36:49.000]  I've studied this in depth from every angle, interview, you've heard them, just literally hundreds of top experts,
[01:36:49.000 --> 01:36:51.000]  former State Department people, CIA, you name it.
[01:36:51.000 --> 01:36:55.000]  China has sold out to the same globalists that run us.
[01:36:55.000 --> 01:36:58.000]  Now, they may double-cross them, but that's why all our jobs go there.
[01:36:58.000 --> 01:36:59.000]  We can't have power plants.
[01:36:59.000 --> 01:37:00.000]  They can.
[01:37:00.000 --> 01:37:02.000]  They exploit their people.
[01:37:02.000 --> 01:37:06.000]  They have, you know, mobile execution vans, suicide nets.
[01:37:06.000 --> 01:37:09.000]  China is hell on earth for their people.
[01:37:09.000 --> 01:37:15.000]  They're being used by the globalists, because they're hard-working, smart people, to leverage out all competition worldwide,
[01:37:15.000 --> 01:37:24.000]  deindustrialize the rest of the world, transfer all power to a select group of inside corporations that are playing countries off.
[01:37:24.000 --> 01:37:27.000]  And yes, China acts like they're with Russia on bricks.
[01:37:27.000 --> 01:37:37.000]  China is basically double-crossing Russia, and Russia is all on its own backing Syria and Iran.
[01:37:37.000 --> 01:37:39.000]  And again, I'm not romanticizing Iran.
[01:37:39.000 --> 01:37:40.000]  Terrible government.
[01:37:40.000 --> 01:37:48.000]  The point is, it's Russia, China, and Syria, excuse me, Russia, Iran, and Syria.
[01:37:48.000 --> 01:37:56.000]  And then you've got the global bankers using China to buy off our politicians, control our media, and deindustrialize us.
[01:37:56.000 --> 01:38:01.000]  So it's the globalists with China against America and Russia.
[01:38:01.000 --> 01:38:07.000]  And now they want to play us off against each other in this final, epic, economic, but also military skirmish.
[01:38:07.000 --> 01:38:09.000]  What do you think of that analysis?
[01:38:09.000 --> 01:38:15.000]  Well, I think it's very dangerous, but I didn't really realize until recently how dangerous it actually is.
[01:38:15.000 --> 01:38:22.000]  And I have to say that I live on a mountain top in northern New Mexico, and I was driving down the mountain yesterday to do some errands.
[01:38:22.000 --> 01:38:28.000]  And for the first time, I actually was scared, and I thought, my God, what if it happened right now that there was a nuclear attack,
[01:38:28.000 --> 01:38:30.000]  and I couldn't get home to my family?
[01:38:30.000 --> 01:38:33.000]  And I was actually scared, and I haven't felt that way.
[01:38:33.000 --> 01:38:39.000]  I mean, I was a kid in the Cuban Missile Crisis, and now I'm going, this could happen at any moment.
[01:38:39.000 --> 01:38:43.000]  That's right, and the Russians will not threaten the New Coast unless they're ready to do it.
[01:38:43.000 --> 01:38:50.000]  And if anybody attacks Russian forces in a big way and they get a defeat, they're going to launch missiles at NATO bases,
[01:38:50.000 --> 01:38:52.000]  and then they know there's going to be a full response.
[01:38:52.000 --> 01:38:55.000]  So Russia's just going to have a full nuclear attack.
[01:38:55.000 --> 01:39:01.000]  The cruise missiles off our coast launch from ships and submarines. I'm not saying it could happen.
[01:39:01.000 --> 01:39:06.000]  I hope it does it, but it's a possibility, and it's sheer madness.
[01:39:06.000 --> 01:39:12.000]  And look at our leadership. They are the scum of the earth. That's the problem.
[01:39:12.000 --> 01:39:16.000]  God bless you, great call. Thanks for holding Donna. Yeah, it's just unbelievable.
[01:39:16.000 --> 01:39:24.000]  I've studied it, folks. It's the EU bankers with the globalist bankers, with the Chinese government, the communists.
[01:39:24.000 --> 01:39:29.000]  It was the bankers in 1917 put linen into power.
[01:39:29.000 --> 01:39:32.000]  U.S. and British bankers put linen into power. Look that up.
[01:39:32.000 --> 01:39:38.000]  They give Stalin 25 million in gold to do it, and shipped about 100,000 American troops over there.
[01:39:38.000 --> 01:39:44.000]  Russian first and second generation emigres off the East Coast to take over. That was the Bolsheviks.
[01:39:44.000 --> 01:39:49.000]  It took them six, seven years just to secure the whole country. They mainly only had Moscow.
[01:39:49.000 --> 01:39:57.000]  And then you realize, oh my gosh, the Trotskyites and all the rest of them over here, the Neocons, they want to do that here.
[01:39:57.000 --> 01:40:09.000]  The Trotskyites are the Democratic Party's Republican arm, and they literally are the sons and grandsons of Trotsky.
[01:40:09.000 --> 01:40:14.000]  Of the Trotskyites. You see, the average American has no idea how much trouble we're in.
[01:40:14.000 --> 01:40:21.000]  Communism came from here. It came from England. Just like Nazism came from England.
[01:40:21.000 --> 01:40:25.000]  And I'm not demonizing British. I mean, my name's Jones. I'm Welsh.
[01:40:25.000 --> 01:40:31.000]  But the whole point is, is they use the power of that empire to build this world corporate government.
[01:40:31.000 --> 01:40:34.000]  And they're playing countries off against each other.
[01:40:34.000 --> 01:40:37.000]  Look, the globalists want my guns, I'm against it. They want open borders, I'm against it.
[01:40:37.000 --> 01:40:41.000]  They want to break up families, I'm against it. They want to attack Russia, I'm against it.
[01:40:41.000 --> 01:40:45.000]  They want to attack Syria with Al-Qaeda, I'm against it. Whatever they're for, I'm against it.
[01:40:45.000 --> 01:40:53.000]  Then I can intellectually look at why I'm against it. But you can bet, if CNN and MSNBC are pushing something, you shouldn't be for it.
[01:40:53.000 --> 01:40:57.000]  Stuart, in Canada, you're on the air. Thanks for holding.
[01:40:57.000 --> 01:41:00.000]  Alex, an absolute pleasure and honor to be on your program.
[01:41:00.000 --> 01:41:02.000]  Honored to talk to you, brother.
[01:41:02.000 --> 01:41:07.000]  Well, thanks. I'm here in Canada. My battery's low and I hope I don't lose it.
[01:41:07.000 --> 01:41:09.000]  It's okay. Go ahead, make a point.
[01:41:09.000 --> 01:41:12.000]  About the Ukraine, you know, I do my own research always.
[01:41:12.000 --> 01:41:19.000]  And so I YouTube this and I look at these apparent peaceful protesters taking over their democratically elected government.
[01:41:19.000 --> 01:41:26.000]  And I'm looking at this and I'm thinking, well, they got pistols, they got steel pipes, they got volatile cocktails,
[01:41:26.000 --> 01:41:30.000]  and they're absolutely brutal, savage, vicious human beings.
[01:41:30.000 --> 01:41:36.000]  These aren't peaceful protests. And when your president, Barack Obama, calls them peaceful protesters,
[01:41:36.000 --> 01:41:40.000]  I got to say to Barack Obama, is that what you want on your front doorstep?
[01:41:40.000 --> 01:41:44.000]  Well, I was about to say, Ukraine's elected government votes to not join the EU.
[01:41:44.000 --> 01:41:50.000]  They activate 100,000 plus State Department funded thugs to shoot police, blow up buildings, and firebomb people.
[01:41:50.000 --> 01:41:56.000]  And they're called peaceful heroes. Now the Russian areas that are Russian ethnic are under military attack
[01:41:56.000 --> 01:42:00.000]  and they're supposed to lay down and die and our media is calling them terrorists.
[01:42:00.000 --> 01:42:02.000]  It's just not true.
[01:42:02.000 --> 01:42:07.000]  I mean, if you call the Russian government corrupt, kleptocratic, authoritarian, that's true.
[01:42:07.000 --> 01:42:10.000]  But they didn't start this. That's the point.
[01:42:10.000 --> 01:42:16.000]  The West walked right up and punched Russia right in the nose and then it's saying Russia is starting something.
[01:42:16.000 --> 01:42:23.000]  And that's the thing. When we recognize this as individuals and we see this ourselves, we have a computer, we can do the research ourselves.
[01:42:23.000 --> 01:42:26.000]  We don't have to go to CNN, ABC, Alex Jones, we don't have to go anywhere.
[01:42:26.000 --> 01:42:30.000]  We can see this up in front of our very eyes.
[01:42:30.000 --> 01:42:35.000]  And you can make your own position on that. You do not want that in your country. I got to make this point, too.
[01:42:35.000 --> 01:42:43.000]  I call into box news. I haven't gotten into Rush Limbo, but I get into all sorts of alternative media, or not alternative mainstream media.
[01:42:43.000 --> 01:42:46.000]  And I set the agenda. I set the dialogue.
[01:42:46.000 --> 01:42:51.000]  That's right. People should be calling into shows. All of them. C-SPAN, you name it, and getting the word out.
[01:42:51.000 --> 01:42:54.000]  We're going to continue with calls. These calls are too important today.
[01:42:54.000 --> 01:43:00.000]  I'll hit some of the other news as well in the next segment in FullWars.com.
[01:43:24.000 --> 01:43:28.000]  All over a thousand types of mold in mildew linked to numerous conditions.
[01:43:28.000 --> 01:43:32.000]  And don't forget the fact that 6 million Americans live with pets they're allergic to as well.
[01:43:32.000 --> 01:43:42.000]  When I began to research these statistics, it was clear to me it was time to start cleansing my lungs in order to combat the toxic environment that we cannot escape until we can fight back against.
[01:43:42.000 --> 01:43:47.000]  Made with organic and wild cultivated herbs and manufactured in the USA.
[01:43:47.000 --> 01:43:53.000]  The new InfoWars live lung cleanse is here in a convenient spray bottle that can be brought with you throughout any toxic environment.
[01:43:53.000 --> 01:44:00.000]  Now available exclusively at infowarslife.com or by calling toll 3-888-253-3139.
[01:44:00.000 --> 01:44:06.000]  In the last 50 years, iodine has been phased out of our staple foods and replaced with the halogen bromine,
[01:44:06.000 --> 01:44:10.000]  a practice now banned in nations around the world.
[01:44:10.000 --> 01:44:12.000]  Guess what else is in the halogen family?
[01:44:12.000 --> 01:44:15.000]  Fluoride. Ladies and gentlemen, Alex Jones here.
[01:44:15.000 --> 01:44:22.000]  In 1924, the federal government did the right thing and encouraged salt producers to add iodine.
[01:44:22.000 --> 01:44:27.000]  It's the good halogen on the periodic table and the results are on record.
[01:44:27.000 --> 01:44:33.000]  Reports documented a 15-point IQ increase in areas that had previously been deficient in iodine.
[01:44:33.000 --> 01:44:35.000]  Bottom line, iodine is important.
[01:44:35.000 --> 01:44:42.000]  Unbound, clean, in a glycerin base, nascent iodine was the answer for myself and my family.
[01:44:42.000 --> 01:44:47.000]  You will find Survival Shield nascent iodine exclusively at infowarslife.com.
[01:44:47.000 --> 01:44:52.000]  Infowarslife Survival Shield nascent iodine isn't just for emergencies.
[01:44:52.000 --> 01:45:00.000]  I take it every day. That's infowarslife.com or call toll 3-888-253-3139.
[01:45:00.000 --> 01:45:03.000]  The globalists have controlled the mainstream media for a long time,
[01:45:03.000 --> 01:45:08.000]  but now they're expanding, making the weaponization even more vicious and deceptive.
[01:45:08.000 --> 01:45:10.000]  All the major networks are state-run.
[01:45:10.000 --> 01:45:13.000]  We are partnering this year with the NFL.
[01:45:13.000 --> 01:45:17.000]  The NFL has become a political weapon against the Second Amendment and pushes Obamacare.
[01:45:17.000 --> 01:45:20.000]  MSNBC tells us that our children belong to the state.
[01:45:20.000 --> 01:45:24.000]  We have to break through our kind of private idea that kids belong to their parents
[01:45:24.000 --> 01:45:28.000]  or kids belong to their families and recognize that kids belong to whole communities.
[01:45:28.000 --> 01:45:32.000]  It is more important than ever to realize that we are not the alternative media.
[01:45:32.000 --> 01:45:37.000]  We are the true media. The establishment dinosaur press is dying.
[01:45:37.000 --> 01:45:40.000]  We are in an information war and we are losing that war.
[01:45:40.000 --> 01:45:45.000]  Join us at infowarsnews.com and prisonplanet.tv.
[01:45:45.000 --> 01:45:48.000]  Members can share their memberships with up to 11 people.
[01:45:48.000 --> 01:45:52.000]  By subscribing, you will literally be buying war bonds in the info war
[01:45:52.000 --> 01:45:56.000]  to expand our operation in the face of the tyrants.
[01:45:56.000 --> 01:46:21.000]  Join us at prisonplanet.tv.
[01:46:27.000 --> 01:46:34.000]  This coffee gives you a long, smooth pick-me-up for hours without the headaches and heartburn
[01:46:34.000 --> 01:46:36.000]  that so many other coffees give me personally.
[01:46:36.000 --> 01:46:38.000]  Hands down, this is my favorite coffee.
[01:46:38.000 --> 01:46:43.000]  And it's taken us years to secure connections directly to the Chiapas Mexican farmers.
[01:46:43.000 --> 01:46:48.000]  Drop by the site today, order a bag or two, and I don't think you're going to be disappointed.
[01:46:48.000 --> 01:46:51.000]  Available in original or with our immune support infusion blend.
[01:46:51.000 --> 01:46:56.000]  You will be supporting a free press all the while enjoying a truly great tasting cup
[01:46:56.000 --> 01:47:22.000]  of my favorite coffee available at infowarslife.com.
[01:47:27.000 --> 01:47:37.000]  Live from Austin, Texas, broadcasting worldwide, it's Alex Jones.
[01:47:37.000 --> 01:47:42.000]  Last week I was chalking on my own front porch and one of my daughters informed me that was illegal.
[01:47:42.000 --> 01:47:44.000]  They'd been told that at their homeschool academy.
[01:47:44.000 --> 01:47:47.000]  All over the news, they arrest people, you see it around the country,
[01:47:47.000 --> 01:47:50.000]  for chalking on the street, all part of living land, the free home of the brave.
[01:47:50.000 --> 01:47:55.000]  Even though it washes away his protective speech, they arrest folks in downtown Austin for it
[01:47:55.000 --> 01:47:59.000]  and I had to explain to her, I said, honey, this is our front porch.
[01:47:59.000 --> 01:48:05.000]  We can do that here, but I think, and I said this before, I think I'm going to go down
[01:48:05.000 --> 01:48:10.000]  in front of the Texas Capitol, across the street, there's not even state property,
[01:48:10.000 --> 01:48:12.000]  and I think I'm going to chalk.
[01:48:12.000 --> 01:48:15.000]  Maybe have a chalk party, like promote it for like a month,
[01:48:15.000 --> 01:48:20.000]  like a thousand people show up and just chalk all over downtown to like defeat the cops
[01:48:20.000 --> 01:48:23.000]  that will literally slam me to the ground if you try to chalk on the ground.
[01:48:23.000 --> 01:48:28.000]  Because the crime in this country is free speech.
[01:48:28.000 --> 01:48:31.000]  Out at the Bundy Ranch, they said, you know, no free speech in the county,
[01:48:31.000 --> 01:48:34.000]  except for two little pins on the side of the road where there's no media.
[01:48:34.000 --> 01:48:36.000]  And people said, no, we're not doing that.
[01:48:36.000 --> 01:48:39.000]  Just like no free speech at the end of the square.
[01:48:39.000 --> 01:48:40.000]  Let's go to your phone calls.
[01:48:40.000 --> 01:48:46.000]  The reason I raised that is Patrick says, I see he was arrested for chalking at City Hall in,
[01:48:46.000 --> 01:48:49.000]  I can't read that, is that Gallatin, Tennessee?
[01:48:49.000 --> 01:48:51.000]  What happened to you, Patrick?
[01:48:51.000 --> 01:48:56.000]  Yes, sir, Gallatin, G-A-L-L-A-T-I-N.
[01:48:56.000 --> 01:48:58.000]  So what happened to you, saw criminal?
[01:48:58.000 --> 01:49:02.000]  Well, I've been a fluoride activist for about six years, Alex.
[01:49:02.000 --> 01:49:07.000]  And at this point, I have brought it to the point where I can't get anyone to listen,
[01:49:07.000 --> 01:49:11.000]  even with your coverage, I can't get anybody to do any research.
[01:49:11.000 --> 01:49:16.000]  And if anything comes out of this phone call, if just three people, right,
[01:49:16.000 --> 01:49:23.000]  talk to their families about the fact that you can't get fluoride from a dentist to put in your bathtub,
[01:49:23.000 --> 01:49:30.000]  you can't get fluoride from your dentist to bathe in, to cook with, to wash your clothes.
[01:49:30.000 --> 01:49:33.000]  That's right. It'd be like drinking sunscreen so you wouldn't get sunburned.
