[00:00:17.922 --> 00:00:20.244]  It's Tuesday, July 6th.
[02:51:35.423 --> 02:51:36.444]  It's always the same plan.
[02:51:36.444 --> 02:51:37.265]  We'll come right back to you.
[02:51:37.265 --> 02:51:39.727]  Stay with us.
[02:51:39.727 --> 02:51:44.211]  In the early 1990s, there was a really funny movie that came out called Wayne's World.
[02:51:48.650 --> 02:51:55.221]  Even before I had an access TV show in the mid-1990s, I went and saw that movie and thought, man, that looks fun.
[02:51:55.221 --> 02:52:00.249]  Practiced to speak out and have your own ideas, and even if you're a nerd, you're still entertaining because you're real.
[02:52:00.249 --> 02:52:02.052]  Well, what do they say in Wayne's World?
[02:52:04.107 --> 02:52:05.208]  We're not worthy!
[02:52:05.208 --> 02:52:05.988]  We're not worthy!
[02:52:05.988 --> 02:52:09.930]  Every day when I cover these huge topics, I don't feel worthy to talk to you.
[02:52:09.930 --> 02:52:11.971]  Because these topics are so huge, they're so real.
[02:52:11.971 --> 02:52:13.352]  But I'm trying to tell you the truth.
[02:52:13.352 --> 02:52:15.413]  I'm trying to get it right, and most of the time we do.
[02:52:15.413 --> 02:52:17.074]  The globalists love lying to you.
[02:52:17.074 --> 02:52:18.414]  They love manipulating you.
[02:52:18.414 --> 02:52:21.116]  They enjoy destroying humanity.
[02:52:21.116 --> 02:52:25.718]  They enjoy manipulating ideas and using people's ignorance against them.
[02:52:25.718 --> 02:52:28.079]  That for me is really satan.
[02:52:28.079 --> 02:52:29.100]  And disgusting.
[02:52:29.100 --> 02:52:31.461]  So you've got to pledge for myself and the whole InfoWars crew
[02:52:33.098 --> 02:52:34.981]  We will never join the globals.
[02:52:34.981 --> 02:52:37.004]  We will never knowingly manipulate you.
[02:52:37.004 --> 02:52:41.290]  Because we know we're all in this together.
[02:52:41.290 --> 02:52:49.501]  As men age, they often experience a slowdown in vitality, energy, and overall wellness.
[02:52:50.760 --> 02:52:55.521]  And that's why we made one of our most popular formulas to date.
[02:52:55.521 --> 02:52:57.861]  Super Male Vitality!
[02:52:57.861 --> 02:53:06.683]  Specifically designed to assist the body in regulating proper balance to create superior vitality in males.
[02:53:06.683 --> 02:53:17.865]  Now look, this unique formula promotes your body's own natural responses and it contains no synthetic chemicals and no unwanted additives.
[02:53:17.865 --> 02:53:18.085]  Yes.
[02:53:18.525 --> 02:53:23.446]  We're talking about ancient wisdom combined with modern technology.
[02:53:23.446 --> 02:53:30.247]  Working together in perfect synchronicity to help you get the most out of this herb-packed formula.
[02:53:30.247 --> 02:53:31.407]  So what are you waiting for?
[02:53:31.407 --> 02:53:33.288]  Go to the InfoWars store.
[02:53:33.288 --> 02:53:36.088]  Never been a better time than right now.
[02:53:36.088 --> 02:53:43.569]  Super Male Vitality at InfoWarsStore.com.
[02:53:43.569 --> 02:53:46.230]  You're listening to the Alex Jones Show.
[02:54:01.384 --> 02:54:07.746]  Man, I would have loved to have gotten all these calls.
[02:54:07.746 --> 02:54:10.407]  We still got Tony and Kristen and Paul and a bunch of others.
[02:54:10.407 --> 02:54:11.547]  We're talking to Thomas.
[02:54:11.547 --> 02:54:13.228]  The calls are all so good today.
[02:54:13.228 --> 02:54:14.368]  They're always excellent.
[02:54:14.368 --> 02:54:17.849]  Man, these are smart people calling in today.
[02:54:17.849 --> 02:54:19.550]  Wow.
[02:54:19.550 --> 02:54:21.831]  Thomas in Florida, I'm aware of what you're getting into.
[02:54:21.831 --> 02:54:22.811]  I'm aware of their plan.
[02:54:23.651 --> 02:54:33.438]  They want to be able to have people that link themselves up with all these chips and trackers, and then Microsoft and others will pay you to basically go around in that for a year.
[02:54:33.438 --> 02:54:38.062]  Then they create a digital identity, and then now the next thing is they're going to claim these things have rights.
[02:54:39.157 --> 02:54:58.688]  And that just like, oh, a man can be a woman, well, now this computer can have rights, and the ultimate endgame is you upload yourself to a machine, it's mimicked you for years, it knows everything about you, it can fool people, but it's not you, but it's death penalty if you say it's a fraud.
[02:54:58.688 --> 02:55:00.308]  That's going to be the ultimate sin.
[02:55:00.308 --> 02:55:03.130]  So it's the seduction and the fraud of eternal life,
[02:55:03.810 --> 02:55:04.510]  But it's not.
[02:55:04.510 --> 02:55:06.231]  It is the biggest fraud ever.
[02:55:06.231 --> 02:55:09.731]  And what you're hearing within 10 years will be the number one thing in the world.
[02:55:09.731 --> 02:55:11.832]  It's all anyone will be talking about.
[02:55:11.832 --> 02:55:14.252]  And they'll let you party and all that.
[02:55:14.252 --> 02:55:16.393]  You'll be a hero when you give up your body.
[02:55:16.393 --> 02:55:17.693]  You'll be euthanized.
[02:55:17.693 --> 02:55:25.375]  But it's not euthanasia because you're going on to the new digital factotum or legate.
[02:55:25.375 --> 02:55:27.835]  Please continue.
[02:55:27.835 --> 02:55:29.816]  So that's all exactly correct Alex.
[02:55:31.224 --> 02:55:42.506]  For some people, this may sound like science fiction, but if you think even hundreds of years ago, it was revolutionary when it was decided that a company could be treated as a legal person.
[02:55:42.506 --> 02:55:51.628]  And you'll remember when Mitt Romney ran for president, he confirmed, yes, of course, companies are people.
[02:55:51.628 --> 02:55:54.809]  Then the next development was intellectual property.
[02:55:55.640 --> 02:56:04.082]  And so if you have intellectual property, then why couldn't you actually have the personality contained within a computer?
[02:56:04.082 --> 02:56:14.685]  Now the problem with humans is that they're experiencing so many sensations that you've had a problem with computing capacity.
[02:56:14.685 --> 02:56:20.887]  And now with the introduction of 5G and 6G, it's possible that if people have sensors within them,
[02:56:21.294 --> 02:56:30.881]  That everything that they're experiencing, even their thoughts before they are put into physical motion, can actually be uploaded by the Internet.
[02:56:30.881 --> 02:56:47.592]  That's right, and they're mapping this so that they can then make you have no excuse but to not leave your house because of carbon, but quote, your digital person will still be able to go around and experience the world through the whole 5G web, so you're really actually being imprisoned, but they're going to claim it's a form of empowerment.
[02:56:47.592 --> 02:56:50.374]  Well, think the physical being
[02:56:51.298 --> 02:56:53.600]  It consumes food.
[02:56:53.600 --> 02:56:54.421]  It votes.
[02:56:54.421 --> 02:56:55.703]  It wants vacation.
[02:56:55.703 --> 02:56:56.704]  It gets sick.
[02:56:56.704 --> 02:57:01.548]  And you don't have any of those issues with the digital twin.
[02:57:01.548 --> 02:57:08.916]  And the advantage of the digital twin is just like transferring software or licensing software or licensing digital services.
[02:57:15.796 --> 02:57:24.268]  And that's why they say, you know what sir, I'm not just saying this to the last two or three callers, it's just when everything happens in threes or fours, you've got to come on as a guest.
[02:57:24.648 --> 02:57:25.769]  I don't need to know who you are.
[02:57:25.769 --> 02:57:27.270]  I know you know what you're talking about.
[02:57:27.270 --> 02:57:30.473]  This is exactly what you're saying is the entire future.
[02:57:30.473 --> 02:57:32.635]  This is everything, what he's saying.
[02:57:32.635 --> 02:57:43.364]  When do you want to come on this week for 30 minutes, and maybe we can do audio Skype as your phone's breaking up, so you can really send us any emails you want, any stuff, and then we'll do a half hour on this.
[02:57:43.364 --> 02:57:45.226]  When do you want to do it?
[02:57:45.226 --> 02:57:48.028]  Certainly, I'll make myself available at your discretion.
[02:57:48.917 --> 02:57:57.181]  All right, I want to know a little bit about you, hypothetically, just, or not hypothetically, without who you are specifically, how you woke up, your concerns personally.
[02:57:57.181 --> 02:58:00.743]  So, Scott, set up Thomas sometime this week.
[02:58:00.743 --> 02:58:07.106]  I also want to do some extra taping this week outside of the live show so I can have even more, because I want to just, there's so much to cover.
[02:58:07.106 --> 02:58:09.367]  Three hours of live is not enough.
[02:58:09.367 --> 02:58:10.567]  Paul Watson's coming up.
[02:58:10.567 --> 02:58:11.448]  So don't hang up, Thomas.
[02:58:11.448 --> 02:58:11.848]  We're going to get
[02:58:12.734 --> 02:58:18.917]  The last two callers definitely on as guests because I find the callers a lot of them to be as interesting as our guests.
[02:58:18.917 --> 02:58:20.377]  Okay.
[02:58:20.377 --> 02:58:24.819]  Speaking of calling people back, Tony and Kristen and Paul, I can't cut Watson off.
[02:58:24.819 --> 02:58:26.520]  He's got a lot to say and a lot to do.
[02:58:26.520 --> 02:58:29.701]  I promise you, don't let me forget John, John Harmon in there.
[02:58:32.501 --> 02:58:34.823]  When we take calls, if you'll come back on with us, please.
[02:58:34.823 --> 02:58:37.685]  I respect you, but we had so many other great callers I didn't get to you.
[02:58:37.685 --> 02:58:39.967]  Alright, Paul Joseph Watts is about to take over.
[02:58:39.967 --> 02:58:40.808]  I'm going to introduce him.
[02:58:40.808 --> 02:58:45.352]  There's a lot of news I didn't get to, but we're going to try as best we can to cover it all.
[02:58:50.698 --> 02:58:52.519]  And it is wreaking havoc in the supply chain.
[02:58:52.519 --> 02:59:01.022]  Thousands, thousands of small companies have completely shut down and others are struggling to stay open because they can't get raw materials.
[02:59:01.022 --> 02:59:08.445]  Whether it's for food, whether it's for medicine, whether it's for supplements, whether it's for textiles, whatever the product is,
[02:59:19.729 --> 02:59:20.770]  You see it in the news.
[02:59:20.770 --> 02:59:23.911]  It is record-level supply chain breakdowns.
[02:59:23.911 --> 02:59:26.472]  Because the global has shut down the world economy for more than a year.
[02:59:26.472 --> 02:59:28.673]  Now they're trying to bring the shutdown back again.
[02:59:28.673 --> 02:59:33.495]  In fact, in areas like India and areas of Africa, the shutdown is ongoing.
[02:59:33.495 --> 02:59:36.437]  It's killing those people in massive numbers.
[02:59:36.437 --> 02:59:41.639]  So, Imploworks doesn't have a lot of our best-selling products anymore for six, seven, eight months because of this.
[02:59:41.639 --> 02:59:47.201]  So to make up a shortfall, please buy t-shirts, books, films, things like that at imploworkstore.com.
[02:59:47.201 --> 02:59:48.122]  And please try to keep us on the air.
[02:59:59.776 --> 03:00:05.404]  He aligns himself with the truth, and it's time for you to choose a side.
[03:00:05.404 --> 03:00:09.490]  You're listening to Alex Jones.
[03:00:09.490 --> 03:00:16.500]  All right, it's the great Tudor Jennings, Summer of Rage, bringing us in live.
[03:00:17.293 --> 03:00:25.296]  Paul Joseph Watson from the United Kingdom is about to take over and we'll have a fitting intro for him and everything.
[03:00:25.296 --> 03:00:35.079]  I'm sorry to be bugging in here a little bit right at the start of this hour but I did not plug last hour and if we don't plug we won't be here because we've been in the red in the black all year long.
[03:00:36.104 --> 03:00:37.265]  I have a big organization.
[03:00:37.265 --> 03:00:42.030]  We have to have our own infrastructure, our own satellite uplinks, our own legal or everything.
[03:00:42.030 --> 03:00:43.772]  Democrats suing us, trying to shut us down.
[03:00:43.772 --> 03:00:45.173]  You see that ongoing battle.
[03:00:45.173 --> 03:00:46.635]  We got to stay on air.
[03:00:46.635 --> 03:00:53.281]  So we sell great products you already need at amazing prices, and you are literally fighting the New World Order toe-to-toe when you support us.
[03:00:53.281 --> 03:00:55.844]  Plus, these are really excellent
[03:00:56.602 --> 03:00:59.923]  Excellent products that we've got at InfoWarsTore.com.
[03:00:59.923 --> 03:01:03.464]  Now, X3 is three types of the highest quality iodine.
[03:01:03.464 --> 03:01:04.665]  It has sold out.
[03:01:04.665 --> 03:01:05.705]  It's back at regular prices.
[03:01:05.705 --> 03:01:06.846]  Almost none of it left.
[03:01:06.846 --> 03:01:08.826]  I had it at 60% off.
[03:01:08.826 --> 03:01:11.307]  X2 is pure deep-earth crystal iodine.
[03:01:11.307 --> 03:01:12.628]  It's a good allergen.
[03:01:12.628 --> 03:01:16.389]  So popular, what it does for stamina, energy, focus, libido.
[03:01:16.389 --> 03:01:23.391]  It's one of those essential things that two billion people, the UN admits, have cognitive disabilities.
[03:01:23.391 --> 03:01:25.212]  Ladies and gentlemen, cognitive
[03:01:26.147 --> 03:01:31.730]  Disability because they don't have it.
[03:01:31.730 --> 03:01:32.290]  Think of that.
[03:01:32.290 --> 03:01:34.451]  You can look that up and see it on Wikipedia.
[03:01:34.451 --> 03:01:36.292]  They don't want you having the good halogen.
[03:01:36.292 --> 03:01:39.173]  They want the fluoride, the bromine, the chlorine that's bombarding us.
[03:01:39.173 --> 03:01:41.674]  If your body doesn't have good iodine, it'll absorb the bad iodine.
[03:01:41.674 --> 03:01:45.696]  So, a lot of our products are sold out because of supply chain breakdowns.
[03:01:45.696 --> 03:01:46.356]  It's happening everywhere.
[03:01:46.356 --> 03:01:47.397]  Diseases are high end.
[03:01:47.397 --> 03:01:49.618]  But we did get a good shipment of X2 in about a month ago.
[03:01:50.273 --> 03:01:53.134]  We've already sold out a half of it, because we couldn't get as big as we wanted.
[03:01:53.134 --> 03:01:56.256]  But the Spy Tech is, I want you to experience it, and I want you to get off the fence.
[03:01:56.256 --> 03:01:59.738]  It's 40% off, free shipping, double Patriot points.
[03:01:59.738 --> 03:02:04.420]  And I'm going to keep that until it sells out, with free shipping, double Patriot points, and 40% off.
[03:02:04.420 --> 03:02:09.522]  A lot of this stuff ends today, though, in the July 4th Super Sale.
[03:02:09.522 --> 03:02:11.203]  DNA Force Plus ends today, 40% off.
[03:02:11.203 --> 03:02:12.784]  There's limited availability.
[03:02:12.784 --> 03:02:14.165]  Bodies, 40% off, limited.
[03:02:17.356 --> 03:02:19.457]  Availability for the Ultimate Turmeric Formula.
[03:02:19.457 --> 03:02:21.797]  Turbo Force, that's going to end today, 40% off.
[03:02:21.797 --> 03:02:24.538]  Alpha Power is going to go for about a week, so you've got a good amount of that.
[03:02:24.538 --> 03:02:26.159]  40% off, it's amazing.
[03:02:26.159 --> 03:02:27.719]  Vasobe is 50% off.
[03:02:27.719 --> 03:02:30.080]  Creates the nitrous oxide in your blood, 50% off.
[03:02:30.080 --> 03:02:31.660]  Pollen Block, 40% off.
[03:02:31.660 --> 03:02:34.361]  Supermental Vitality, Superfinal Vitality, 50% off.
[03:02:34.361 --> 03:02:40.723]  Biotrystallinium from the mustard seed, essential in your entire body for all electrochemical activity in the cells, 50% off.
[03:02:40.723 --> 03:02:45.545]  Ultimate Krill Oil, super high-end for your heart, your liver, your lungs, your brain, 40% off.
[03:02:45.545 --> 03:02:46.805]  It strengthens your blood-brain barrier.
[03:02:47.445 --> 03:02:50.226]  All water filtration systems, 10% off.
[03:02:50.226 --> 03:02:52.026]  All storable food, 10% off.
[03:02:52.026 --> 03:02:55.907]  That's a big deal, folks, on those, because there's not much margin.
[03:02:55.907 --> 03:03:01.388]  InfowarStore.com.
[03:03:01.388 --> 03:03:15.030]  Now, again, if you'll simply keep spreading the word about the broadcast, if you'll simply keep sharing the links, keep praying for us, and keep buying the products, we're going to do a lot of really exciting things.
[03:03:15.569 --> 03:03:17.550]  A lot of stuff behind the scenes we've been working on as well.
[03:03:17.550 --> 03:03:25.634]  A lot of it's very close to fruition, but loudest of the words of John Paul Jones, I have only begun to fight, so thank you for keeping us in the fight.
[03:03:25.634 --> 03:03:30.717]  Take advantage of the July 4th Super Sale Extended for four more days on the free Chevy Double Patriot points.
[03:03:30.717 --> 03:03:35.299]  But most of the stuff for sale is going to have to end because it's about to sell out.
[03:03:35.299 --> 03:03:36.560]  X2 is available.
[03:03:36.560 --> 03:03:37.620]  Take advantage of that.
[03:03:37.620 --> 03:03:42.743]  It will sell out in the next few weeks at that price as well, and I want you to experience how amazing it is.
[03:03:43.411 --> 03:03:44.452]  Then, at 3 p.m.
[03:03:44.452 --> 03:03:47.734]  today, The War Room, Owen Schroyer, he just gets better and better.
[03:03:47.734 --> 03:03:49.195]  That's coming up today.
[03:03:49.195 --> 03:03:52.197]  So I'm going to end my segment of the transmission.
[03:03:52.197 --> 03:03:55.359]  Here is Paul Joseph Watson's intro from Summit.News.
[03:04:13.710 --> 03:04:23.290]  Transmitting worldwide from the Summit.News studios in the United Kingdom, you are listening to Paul Joseph Watson.
[03:04:26.505 --> 03:04:30.768]  Welcome back everybody to the Summit News Hour and we are live.
[03:04:30.768 --> 03:04:35.312]  I'm going to talk about further fallout from the WeSpa debacle.
[03:04:35.312 --> 03:04:37.674]  You saw the counter-protest.
[03:04:37.674 --> 03:04:48.022]  Basically Antifa thinking it was great optics to go and protest against reasonable ordinary people who don't want their children exposed to male genitalia in female areas of spas.
[03:04:48.022 --> 03:04:50.204]  Really good optics on their part.
[03:04:50.204 --> 03:04:52.806]  There's another update on that which I'm going to get to later on.
[03:04:53.760 --> 03:05:04.823]  But of course, we still remain here in the United Kingdom under lockdown and the psychocrats, the extremist psychocrats, the behavioural scientists who admitted
[03:05:05.823 --> 03:05:14.530]  Using totalitarian, unethical, mind control methods to terrify the British public into total obedience and conformity.
[03:05:14.530 --> 03:05:31.984]  They even admitted that they went too far and now everyone's literally petrified to walk into a subway station, walk into a shop, walk into an educational institution, a football match or any venue whatsoever, a pub, a restaurant, without wearing a mask because
[03:05:32.910 --> 03:05:41.701]  They appear to have forgotten what Anthony Fauci said back in February 2020, which is that the virus particles are smaller than the holes in those masks.
[03:05:41.701 --> 03:05:44.545]  Doesn't really talk about that anymore, does he?
[03:05:44.545 --> 03:05:46.287]  So we had the announcement yesterday.
[03:05:47.401 --> 03:05:55.543]  And it was a provisional announcement, let's make it clear, that all restrictions in the United Kingdom would end on July the 19th.
[03:05:55.543 --> 03:06:09.447]  The social distancing, the mask mandates, it would all go out the window because apparently we're supposed to be graciously grateful to the government for giving us freedoms that it was never their remit to give us back in the first place.
[03:06:10.262 --> 03:06:29.332]  So everything's supposed to open back up on the 19th and yet we have the psychocrats, the mind controllers, the behavioral psychologists, who admittedly weaponized behavioral psychology to terrify the British public into complete obedience, now desperately scrambling to get these measures back into place.
[03:06:29.332 --> 03:06:37.837]  Headline, out of summit.news, Communist Party lockdown zealot freaks out when asked about her political beliefs.
[03:06:38.931 --> 03:06:49.156]  This is somebody who we featured on the show before, Susan Michie, who is a lifetime member, and still is to this day, of the Communist Party.
[03:06:49.156 --> 03:07:02.322]  Now, correct me if I'm wrong, but I don't think that people who adhere to, promote and promulgate extremist political beliefs based around complete dictatorial state control and putting people who disagree
[03:07:03.087 --> 03:07:12.193]  In gulags, that's essentially the source of communist belief, I don't think they should be advising the government and yet they still are.
[03:07:12.193 --> 03:07:24.661]  So this Susan Michie appeared on a big show in Britain called Good Morning Britain yesterday morning and for the first time since she's been appearing on television across the board for months and months and months
[03:07:25.456 --> 03:07:37.067]  Somebody asked her the question if her membership, her lifetime membership of the Communist Party, informed her beliefs on the fact that she wants perma-lockdown.
[03:07:37.067 --> 03:07:43.394]  She was asked on a different show when mask mandate should end and she literally said never.
[03:07:43.394 --> 03:07:48.258]  In fact, she said she was asked how long we should be wearing masks in her own words.
[03:07:48.258 --> 03:07:49.720]  She said, quote, forever.
[03:07:51.460 --> 03:08:10.893]  So despite Mitchie making innumerable appearances on television, not one single interviewer asked her about being a communist, which is kind of interesting because if somebody was literally exposed to be a neo-Nazi, and they were found to be a prominent influencer and advisor to the government on crucial matters of health policy, that would probably be a big deal.
[03:08:10.893 --> 03:08:14.696]  But not if you're a communist, apparently then it's completely fine.
[03:08:14.696 --> 03:08:15.997]  But she was asked about it,
[03:08:16.989 --> 03:08:24.473]  By a TV host called Richard Madeley, and she basically squirmed for two minutes and said, how dare you?
[03:08:24.473 --> 03:08:28.416]  How dare you ask me about my extremist political belief?
[03:08:28.416 --> 03:08:29.756]  That's misogynistic.
[03:08:29.756 --> 03:08:39.222]  Her defenders literally came out on Twitter immediately afterwards and said that it was sexist and misogynistic to ask this wanted sage scientist a question.
[03:08:40.160 --> 03:08:43.162]  Well, she should be questioned because she's not even a medical scientist.
[03:08:43.162 --> 03:08:44.583]  She's not a virologist.
[03:08:44.583 --> 03:08:48.386]  She's a behavioral scientist.
[03:08:48.386 --> 03:09:07.038]  And as I write in the article, in other words, Michi was one of the individuals responsible for brainwashing the British public using, quote, mind control, their words, not mine, and the weaponization of behavioral psychology at the start of the pandemic to make everyone overly terrified of a virus that in reality has a relatively low fatality rate.
[03:09:08.030 --> 03:09:17.181]  So she was one of the individuals deliberately weaponizing psychological manipulation to scare and terrify the British public into complete submission.
[03:09:17.181 --> 03:09:23.750]  She's tweeted her support for the Chinese Communist government's methods, welding people in their own homes and things like that.
[03:09:24.565 --> 03:09:34.055]  So she was finally asked to justify her stance on permanent lockdown in comparison to her extremist communist political beliefs.
[03:09:34.055 --> 03:09:35.136]  She flailed.
[03:09:35.136 --> 03:09:36.438]  She scrambled.
[03:09:36.438 --> 03:09:43.245]  She was basically shown up for exactly what she was and the mob on Twitter immediately leapt to her defense.
[03:09:43.245 --> 03:09:44.947]  We'll talk about it more on the other side.
[03:09:44.947 --> 03:09:46.128]  Summit.News.
[03:09:46.128 --> 03:09:46.609]  Don't go away.
[03:09:48.166 --> 03:09:58.970]  Well, all the big box stores are making record profits, so is Amazon, because they designed the global shutdown to destroy small and medium-sized businesses.
[03:09:58.970 --> 03:10:02.071]  And it is wreaking havoc in the supply chain.
[03:10:03.408 --> 03:10:18.068]  Thousands and thousands of small companies have completely shut down and others are struggling to stay open because they can't get raw materials, whether it's for food, whether it's for medicine, whether it's for supplements, whether it's for textiles, whatever the product is.
[03:10:18.849 --> 03:10:19.910]  You see it in the news.
[03:10:19.910 --> 03:10:25.853]  It is record-level supply chain breakdowns because the global has shut down the world economy for more than a year.
[03:10:25.853 --> 03:10:27.814]  Now they're trying to bring the shutdown back again.
[03:10:27.814 --> 03:10:32.617]  In fact, in areas like India and areas of Africa, the shutdown is ongoing.
[03:10:32.617 --> 03:10:35.559]  It's killing those people in massive numbers.
[03:10:35.559 --> 03:10:40.762]  So, Impulse Works doesn't have a lot of our best-selling products anymore for six, seven, eight months because of this.
[03:10:40.762 --> 03:10:47.266]  So to make up a shortfall, please buy t-shirts, books, films, things like that at impulseworksstore.com and please try to keep us on the air.
[03:10:50.000 --> 03:10:55.424]  The globalists are having their revolution, but free humanity has to have its revolution.
[03:10:55.424 --> 03:11:12.738]  We have to first recognize this anti-human takeovers, trying to enslave the entire biological processes of humans and turn us into these artificial, corporate, controlled slaves.
[03:11:12.738 --> 03:11:16.361]  Worse than slaves, they're just property from cradle to grave of the system.
[03:11:17.541 --> 03:11:25.065]  Rendered down to be servile minions of a system and a ritual of dominance and satanic control.
[03:11:25.065 --> 03:11:35.110]  We have to recognize the Great Reset post-industrial world, which realizes a nightmare dystopia, and we have to promote liberty and freedom that is the opposite of their dystopia.
[03:11:35.110 --> 03:11:39.272]  It's that choice, it's that realization that's going to change the world.
[03:11:39.272 --> 03:11:41.473]  And it's the only choice we've got.
[03:11:41.473 --> 03:11:43.734]  Freedom or slavery, good or evil.
[03:11:43.734 --> 03:11:46.716]  It is a spiritual battle, and M4 is at the tip of the spear fighting it.
[03:11:50.658 --> 03:12:00.206]  You're listening to the Alex Jones Show.
[03:12:00.206 --> 03:12:05.630]  You're listening to the Summit.News Radio Hour with Paul Joseph Watson.
[03:12:09.787 --> 03:12:28.736]  So this cult of psychocrats, behavioural scientists are desperate or scrambling to maintain lockdown restrictions in the United Kingdom despite the government finally being pressured to the point where they're saying almost all of them are going to be lifted on July 19th or all across television, all across the media.
[03:12:29.790 --> 03:12:33.995]  panicking that their cult may be about to come to an end.
[03:12:33.995 --> 03:12:39.241]  And one of them, one of the primary ones, is Susan Michie, a lifetime member of the Communist Party.
[03:12:39.241 --> 03:12:47.612]  She was asked on Good Morning Britain by host Richard Madeley, quote, you've been a member of the Communist Party for about 40 years now, you're still a member,
[03:12:48.251 --> 03:12:49.432]  And we know their status.
[03:12:49.432 --> 03:12:55.797]  We look at communist countries around the world and we see their tremendously top-down, dominant, controlled societies that they rule over.
[03:12:55.797 --> 03:13:02.883]  I just wonder, and I'm putting this question on behalf of those who wonder about your politics, if your politics actually informs your sense of control.
[03:13:02.883 --> 03:13:09.228]  It's not just the medical arguments, but you have a kind of political bent to want the state to tell people what to do.
[03:13:09.228 --> 03:13:16.034]  And how did she react to the first time ever that I've seen on British television this government advisor
[03:13:16.863 --> 03:13:21.844]  To being questioned as to her extremist communist beliefs.
[03:13:21.844 --> 03:13:25.425]  Well, she flailed, she scrambled, she freaked out.
[03:13:25.425 --> 03:13:30.346]  She said, I've come on your programme as a scientist, as do all the people who come on to your programme as scientists.
[03:13:30.346 --> 03:13:35.507]  They come on to talk about the evidence, relevant theories, how we approach... blah, blah, blah, blah, blah.
[03:13:35.507 --> 03:13:39.448]  He said in response, so you're saying your politics doesn't inform your opinion on this subject?
[03:13:39.448 --> 03:13:40.508]  Mmm, yeah, really.
[03:13:41.184 --> 03:13:44.685]  She said, I'm saying that I agreed to come on this program as a scientist, blah, blah, blah.
[03:13:44.685 --> 03:13:49.386]  So she continually bangs on about being a scientist, like she's a medical scientist.
[03:13:49.386 --> 03:13:51.047]  She's not a medical scientist.
[03:13:51.047 --> 03:13:53.248]  She's not a virologist.
[03:13:53.248 --> 03:13:55.828]  She's a behavioral scientist.
[03:13:55.828 --> 03:14:04.831]  And may I remind people that it came out and it was widely reported in the Telegraph, and I link to it in this article, that these behavioral scientists
[03:14:05.581 --> 03:14:20.012]  ...admitted being responsible for brainwashing the British public using quote mind control and the weaponization of behavioral psychology at the start of the pandemic to make everyone overly terrified of a virus that in reality has a relatively low fatality rate.
[03:14:20.012 --> 03:14:22.934]  That's why we saw polls in summer last year
[03:14:24.085 --> 03:14:35.941]  Even after the so-called first declining cases where the average British citizen thought that coronavirus had killed 100 times more people than it actually had.
[03:14:35.941 --> 03:14:41.188]  And the reality of that is actually 100 times worse because someone did a Freedom of Information Act request
[03:14:41.767 --> 03:14:57.180]  To the UK Government, and this is on the UK Government's own website, where they asked how many people had died of COVID, where COVID was the sole cause of death, with no comorbidities, the true total was 10% of the actual total.
[03:14:58.104 --> 03:15:04.366]  So it was 10 times less than the official number that they've been telling us for the past 15 months.
[03:15:04.366 --> 03:15:06.987]  And that, of course, probably includes a bunch of flu cases.
[03:15:06.987 --> 03:15:14.310]  We've had top epidemiologists come out and say they're counting the flu cases as COVID cases to artificially inflate the numbers.
[03:15:14.310 --> 03:15:17.331]  And in fact, I'm going to have more on that later in the show.
[03:15:18.442 --> 03:15:31.571]  So Mrs. Michie, the communist gulag advocate hardliner, completely freaked out at being questioned over her political beliefs, which clearly inform her advice to the government.
[03:15:31.571 --> 03:15:36.294]  She tweeted once, quote, China has a socialist collective system, whatever criticism people may have.
[03:15:36.294 --> 03:15:44.220]  Yeah, welding people inside their own homes, crushing pro-democracy protesters beneath the tracks of tanks at Tiananmen Square.
[03:15:45.231 --> 03:15:57.950]  Such a wonderful system that you would openly espouse and advocate for and you get into a position of advising the British government when you have these extremist, anti-democracy beliefs.
[03:15:57.950 --> 03:15:58.671]  She freaked out.
[03:15:59.542 --> 03:16:12.186]  But Twitter, the Twitter mob, leapt to her defence and they said that this TV host questioning her on being a lifetime member of the Communist Party, to the point where she was literally called Stalinist's nanny.
[03:16:12.186 --> 03:16:17.448]  She's that vehement, she's that much of a comrade, a true believer.
[03:16:17.448 --> 03:16:18.988]  Well, it was misogynistic.
[03:16:18.988 --> 03:16:25.910]  You can't challenge a female scientist, a vaunted scientist, even though she's not a proper scientist.
[03:16:25.910 --> 03:16:28.611]  And Deepthi Gwadasani, good old British name,
[03:16:29.597 --> 03:16:32.538]  Tweeted, please get boycott GMB trending.
[03:16:32.538 --> 03:16:38.100]  Yes, they wanted to boycott the whole show because this behavior towards women scientists is completely unacceptable.
[03:16:38.100 --> 03:16:39.680]  We shouldn't tolerate it.
[03:16:39.680 --> 03:16:48.843]  So because she has a vagina, you can't question her about being a lifetime gulag supporting, round them all up and kill them communist sympathizer and advocate.
[03:16:48.843 --> 03:16:51.764]  Because she's a woman and she has a vagina.
[03:16:51.764 --> 03:16:57.846]  They actually called the TV host Richard Madeley dangerous for merely asking this question.
[03:16:58.852 --> 03:17:10.715]  Someone else tweeted, by the way, given that she's a behavioral psychologist, not a proper scientist, a behavioral psychologist, a manipulator of public opinion.
[03:17:10.715 --> 03:17:19.157]  Well, that's the first psychologist behavioral scientist I've heard not wanting to promote the notion of unconscious bias on the media for a very long time.
[03:17:19.157 --> 03:17:19.817]  Because, of course,
