[00:00.000 --> 00:13.360]  That's 928-308-0408, or you can order online at GetTheT.com.
[1:26:15.720 --> 1:26:20.720]  But a few weeks ago, I went to the movie The Years, and I saw the movie Valkyrie with Tom Cruise,
[1:26:20.720 --> 1:26:24.720]  the newest one he made, and it was pretty good. It was pretty much an instruction manual
[1:26:24.720 --> 1:26:26.720]  for what this country needs to do one at a time.
[1:26:26.720 --> 1:26:31.720]  Yeah, well, it's a true story. Hitler had a martial law control grid under his National Security Council
[1:26:31.720 --> 1:26:38.720]  over every city, and some of his staff tried to use Operation Valkyrie as a reverse
[1:26:38.720 --> 1:26:43.720]  to use that to take over Germany, reverse it through the martial law grid.
[1:26:43.720 --> 1:26:48.720]  Right, right. And I swear to God, Alex, I looked to the left and right
[1:26:48.720 --> 1:26:54.720]  and about half the movie theater was asleep. I was amazed. It was like I was one.
[1:26:54.720 --> 1:26:58.720]  Notice the media normally loves Holocaust movies, but they demonize the movie.
[1:26:58.720 --> 1:27:00.720]  They attacked it because they don't like that message.
[1:27:00.720 --> 1:27:05.720]  They don't want you thinking about martial law grids, and people should go see the movie
[1:27:05.720 --> 1:27:10.720]  because it's historical down to the T. I haven't seen the film.
[1:27:10.720 --> 1:27:14.720]  I saw a review of it and have read quite a few historical books on what happened,
[1:27:14.720 --> 1:27:22.720]  just with that attempt alone, and the exact martial law grid they had has actually been adopted.
[1:27:22.720 --> 1:27:25.720]  The same group tried to overthrow, and I'm not saying he's a good guy,
[1:27:25.720 --> 1:27:30.720]  but tried to overthrow Roosevelt, and they tried to hire the Marine Corps Commandant,
[1:27:30.720 --> 1:27:33.720]  Spedley Butler, and he said no. Now they've got the Marine Corps Commandant,
[1:27:33.720 --> 1:27:38.720]  and they're going to use the Marines. That's what the Marines do. They go in and overthrow countries.
[1:27:38.720 --> 1:27:42.720]  Right, and it's just amazing. You know, I've sat through some boring movies.
[1:27:42.720 --> 1:27:45.720]  I've sat through Waterworld, and I've sat through an interview with Vampire,
[1:27:45.720 --> 1:27:50.720]  and I've never, ever seen so many people sleep at one time in a movie theater,
[1:27:50.720 --> 1:27:54.720]  and it's like they've been programmed just to shut down, you know,
[1:27:54.720 --> 1:27:58.720]  when you hear something that's informed, you know, it's actually going to help you,
[1:27:58.720 --> 1:28:02.720]  and, you know, it's talking in a political manner, like they just turned off,
[1:28:02.720 --> 1:28:05.720]  and, you know, it's pitiful.
[1:28:05.720 --> 1:28:08.720]  I hear you, and I appreciate your call. I'll jam in one more.
[1:28:08.720 --> 1:28:10.720]  Micah, North Carolina, you're on the air.
[1:28:10.720 --> 1:28:12.720]  Hey, Alex, thanks for taking my call.
[1:28:12.720 --> 1:28:13.720]  You bet.
[1:28:13.720 --> 1:28:17.720]  One point I wanted to make was the relationship between religion and pacifism
[1:28:17.720 --> 1:28:20.720]  that I've seen in a lot of people when I try to wake them up.
[1:28:20.720 --> 1:28:24.720]  I understand that you're Christian. There's certainly plenty of Christians in our nation today,
[1:28:24.720 --> 1:28:28.720]  and one of the arguments that I'm getting when I try to present this new order of information to these people
[1:28:28.720 --> 1:28:32.720]  is that it is, in fact, a divine will of God to be pacifistic.
[1:28:32.720 --> 1:28:35.720]  Well, no, no, no. Let me stop you. I'm going to hold you over.
[1:28:35.720 --> 1:28:38.720]  Sir, three years ago we got the secret documents from pastors.
[1:28:38.720 --> 1:28:41.720]  Now it's been mainstream news confirmed.
[1:28:41.720 --> 1:28:46.720]  They have tens of thousands of preachers teaching their flocks, Romans 13,
[1:28:46.720 --> 1:28:51.720]  stand down to government, give them your guns, go to FEMA camps, rejoice it's of the Lord.
[1:28:51.720 --> 1:28:54.720]  Well, then the founding fathers shouldn't have fought back, or we shouldn't have fought Hitler,
[1:28:54.720 --> 1:28:57.720]  or the Chinese should have let Mao kill them, which they did.
[1:28:57.720 --> 1:29:02.720]  And so this is state paid for. How sinister is that?
[1:29:02.720 --> 1:29:07.720]  Exactly, and I completely agree with you, and I would add to that that love does not imply pacifism.
[1:29:07.720 --> 1:29:10.720]  If you love your fellow man, if you love your country, you will not be pacifistic.
[1:29:10.720 --> 1:29:12.720]  You will fight evil. You will fight oppression.
[1:29:12.720 --> 1:29:16.720]  Hey, listen, listen, I'm going to put you on hold and come back to you after the break.
[1:29:16.720 --> 1:29:19.720]  They're going to find plenty of cowards that want to cop out, listen to that,
[1:29:19.720 --> 1:29:21.720]  but there's plenty of people who aren't cowards.
[1:29:21.720 --> 1:29:25.720]  Almost all the prophets were killed for not following the government's orders.
[1:29:25.720 --> 1:29:29.720]  Christ was. It's a fraud, but it's government paid for.
[1:29:29.720 --> 1:29:32.720]  When you hear your preachers say that, it was paid for.
[1:29:34.720 --> 1:29:40.720]  It's a new year full of uncertainties. People are being laid off in record numbers.
[1:29:40.720 --> 1:29:44.720]  The price of food continues to rise, and the economy continues to falter.
[1:29:44.720 --> 1:29:50.720]  You know that you need to prepare, and maybe you've been putting it off, but the time to act is now.
[1:29:50.720 --> 1:29:53.720]  That's why you need to visit OrganicaSeed.com.
[1:29:53.720 --> 1:30:00.720]  At OrganicaSeed.com, you'll find one of the largest online selections of heirloom seeds and survival seed packs,
[1:30:00.720 --> 1:30:05.720]  as well as the giant vegetable seed collections that can feed you and your family for years.
[1:30:05.720 --> 1:30:12.720]  Imagine growing your very own fresh vegetables, wheatgrass, fruits, herbs, rice, tea, coffee, and tobacco.
[1:30:12.720 --> 1:30:18.720]  With detailed growing guides available to you at no charge, you can maximize your harvest and investment.
[1:30:18.720 --> 1:30:22.720]  And the best part? All orders ship within 24 hours.
[1:30:22.720 --> 1:30:25.720]  So head over to OrganicaSeed.com.
[1:30:25.720 --> 1:30:30.720]  That's O-R-G-A-N-I-C-A-SEED.com.
[1:30:30.720 --> 1:30:32.720]  OrganicaSeed.com today.
[1:30:32.720 --> 1:30:36.720]  Silver is mankind's oldest natural antibiotic.
[1:30:36.720 --> 1:30:40.720]  This very special mineral has been used for centuries by most cultures throughout the world.
[1:30:40.720 --> 1:30:46.720]  Utopia, Texas, is home to a small but mighty supplement company called Utopia Silver,
[1:30:46.720 --> 1:30:52.720]  who offers colloidal products produced in distilled water without use of animal protein, nitrates, or saline solutions.
[1:30:52.720 --> 1:30:58.720]  Because our colloidal silver is made up of nano-sized particles, it can be better utilized at the cellular level,
[1:30:58.720 --> 1:31:03.720]  and germs can't mutate to be resistant like they can to modern-day antibiotics.
[1:31:03.720 --> 1:31:08.720]  Utopia Silver has a broad range of health supplements, including colloidal silver, gold, and copper,
[1:31:08.720 --> 1:31:11.720]  with a money-back guarantee on the colloidal products we produce.
[1:31:11.720 --> 1:31:15.720]  For four years, Utopia Silver has been fighting in the Texas courts against agencies
[1:31:15.720 --> 1:31:19.720]  that would steal our God-given rights of health care and freedom of speech.
[1:31:19.720 --> 1:31:22.720]  Visit us today at UtopiaSilver.com.
[1:31:22.720 --> 1:31:28.720]  That's UtopiaSilver.com, or call 888-213-4338.
[1:31:28.720 --> 1:31:32.720]  888-213-4338, and help us win this battle.
[1:31:32.720 --> 1:31:37.720]  Phase one of the insiders' plan for a one-world government has been initiated with the recent bailout.
[1:31:37.720 --> 1:31:41.720]  International bankers and power brokers have engineered the current crisis
[1:31:41.720 --> 1:31:44.720]  to create a new currency and a new world bank to act as savior.
[1:31:44.720 --> 1:31:46.720]  But we've only seen the beginning.
[1:31:46.720 --> 1:31:50.720]  Their next engineered crisis will be on a scale never before seen in modern times.
[1:31:50.720 --> 1:31:54.720]  Shortages and empty shelves will spread fear and panic across the land.
[1:31:54.720 --> 1:31:58.720]  The insiders have discovered that they must control two things to seize total power.
[1:31:58.720 --> 1:32:03.720]  Phase one is a one-world currency, which we are currently being prepared to accept.
[1:32:03.720 --> 1:32:07.720]  Phase two of their insidious plan is complete control of our food supplies.
[1:32:07.720 --> 1:32:11.720]  Go to www.foodshortageusa.com for the details.
[1:32:11.720 --> 1:32:17.720]  That's www.foodshortageusa.com to learn how to prepare for the unthinkable.
[1:32:17.720 --> 1:32:22.720]  Don't wait for empty shelves. Learn how to make your own survival foods for pennies on the dollar.
[1:32:22.720 --> 1:32:28.720]  Go to www.foodshortageusa.com or call 877-327-0365.
[1:32:28.720 --> 1:32:32.720]  That's 877-327-0365.
[1:32:32.720 --> 1:32:35.720]  You worry. You see the signs and worry about the future.
[1:32:35.720 --> 1:32:38.720]  You worry about economic turmoil and food shortages.
[1:32:38.720 --> 1:32:40.720]  How to be prepared while preserving your sanity?
[1:32:40.720 --> 1:32:42.720]  Your answer may be at hand.
[1:32:42.720 --> 1:32:45.720]  Author Linda Runyon lived off the land, isolated from civilization.
[1:32:45.720 --> 1:32:50.720]  She knows that as long as the sun shines, there will be plenty of free food all over God's green earth.
[1:32:50.720 --> 1:32:54.720]  Perhaps the only sane insurance is knowledge of wild edible plants.
[1:32:54.720 --> 1:32:59.720]  The cost of learning is minimal. Wild food grows everywhere and you will see it everywhere.
[1:32:59.720 --> 1:33:02.720]  It's every bit organic and more nutritious than our modern diets.
[1:33:02.720 --> 1:33:07.720]  Well respected in her field, Linda's approach to teaching this subject includes books, flashcards and video,
[1:33:07.720 --> 1:33:11.720]  with an emphasis on health, safety, practicality and joy.
[1:33:11.720 --> 1:33:16.720]  Learn how to identify it, where and when to find it, how to prepare, use and store it.
[1:33:16.720 --> 1:33:20.720]  Go to Linda's website www.ofthefield.com and take advantage of special offers.
[1:33:20.720 --> 1:33:26.720]  Or if you're not online, call her 24-hour toll-free order line at 888-51-EAT-FREE.
[1:33:26.720 --> 1:33:29.720]  That number again, 888-51-EAT-FREE.
[1:33:29.720 --> 1:33:32.720]  A little knowledge makes starvation impossible.
[1:33:32.720 --> 1:33:38.720]  Are you tired of searching for Crick Talk Radio?
[1:33:38.720 --> 1:33:43.720]  Well, search no more. We are the GCN Radio Network.
[1:33:43.720 --> 1:33:53.720]  Throughout history, 99.9% of the time, the military, bought and paid for by private interest,
[1:33:53.720 --> 1:33:57.720]  normally the banking interest, back in the time of Rome, Julius Caesar,
[1:33:57.720 --> 1:34:03.720]  they just come in and announce some crisis and use it as an excuse to first weaken the Senate,
[1:34:03.720 --> 1:34:09.720]  weaken the legislative system and then fully make it ceremonial and then even get rid of it.
[1:34:09.720 --> 1:34:12.720]  It happens all over the world all the time. It's happened here.
[1:34:12.720 --> 1:34:14.720]  We're the big prize.
[1:34:14.720 --> 1:34:19.720]  And they're going to hurt you bad. The globalists aren't going to give you any quarter.
[1:34:19.720 --> 1:34:26.720]  Washington Post headline, half of corn syrup products have high levels of mercury in it,
[1:34:26.720 --> 1:34:27.720]  and they're not even going to take it out.
[1:34:27.720 --> 1:34:29.720]  It's all done by design, folks.
[1:34:29.720 --> 1:34:35.720]  Learn what eugenics is. Learn quickly what neo eugenics, what crypto eugenics is.
[1:34:35.720 --> 1:34:40.720]  Find out. Truth is so horrible. It's hard to believe, but it's real.
[1:34:40.720 --> 1:34:42.720]  But also, truth is so wonderful.
[1:34:42.720 --> 1:34:46.720]  I mean, life is great. So many innocent good people, so many hardworking people,
[1:34:46.720 --> 1:34:49.720]  but you judge the world according to your lens.
[1:34:49.720 --> 1:34:52.720]  The folks running the country, the world, aren't like you. They're evil.
[1:34:52.720 --> 1:34:54.720]  That's why they're in power.
[1:34:54.720 --> 1:35:00.720]  And most of the folks you see in power are just puppets to the real power structure behind the throne.
[1:35:00.720 --> 1:35:04.720]  Now, Hitler's favorite Bible verse was Romans 13.
[1:35:04.720 --> 1:35:06.720]  They used the preachers there to pacify people.
[1:35:06.720 --> 1:35:09.720]  Stalin did it. Mal did it. Many others did it.
[1:35:09.720 --> 1:35:16.720]  And we've got a clergy response team news clip that came out a year and a half after I first,
[1:35:16.720 --> 1:35:19.720]  well, the Genesis Network first broke it.
[1:35:19.720 --> 1:35:22.720]  And I don't have time to play the whole thing.
[1:35:22.720 --> 1:35:24.720]  You can just Google clergy response teams.
[1:35:24.720 --> 1:35:27.720]  There's quite a few newscasts out there.
[1:35:27.720 --> 1:35:30.720]  Now, imagine in secret, they've trained 26,000 preachers.
[1:35:30.720 --> 1:35:33.720]  That's us of a year ago to tell their flocks.
[1:35:33.720 --> 1:35:37.720]  This is classified to go say it's of the Lord.
[1:35:37.720 --> 1:35:40.720]  Lay down your guns. Play a little bit of it.
[1:35:40.720 --> 1:35:43.720]  It starts off with, will martial law ever become a reality? Here it is.
[1:35:43.720 --> 1:35:46.720]  Law ever become a reality in America?
[1:35:46.720 --> 1:35:51.720]  Some fear any nuclear, biological, or chemical attack on U.S. territory
[1:35:51.720 --> 1:35:53.720]  might trigger just that.
[1:35:53.720 --> 1:35:55.720]  And as KSLA News 12 Jeff Ferrell discovered,
[1:35:55.720 --> 1:36:00.720]  the clergy would help the government with potentially their biggest problem, us.
[1:36:00.720 --> 1:36:02.720]  Stop right there.
[1:36:02.720 --> 1:36:03.720]  Stop right there.
[1:36:03.720 --> 1:36:05.720]  From my cold, dead hand, they cut to hasten and then admit
[1:36:05.720 --> 1:36:08.720]  they're preparing for national gun confiscation during an emergency.
[1:36:08.720 --> 1:36:11.720]  Now, taking the guns, they won't bring you aid like New Orleans.
[1:36:11.720 --> 1:36:14.720]  They will come and get the guns and then things will break down.
[1:36:14.720 --> 1:36:17.720]  Then the crisis gets bigger and they can bring in more martial law.
[1:36:17.720 --> 1:36:21.720]  I remember 11 years ago videotaping the military,
[1:36:21.720 --> 1:36:24.720]  practicing to confiscate American citizens' guns,
[1:36:24.720 --> 1:36:28.720]  cooperative nugget in Louisiana and other drills.
[1:36:28.720 --> 1:36:31.720]  Now it's just openly being admitted.
[1:36:31.720 --> 1:36:34.720]  Oh, the biggest problem for the government is us.
[1:36:34.720 --> 1:36:38.720]  See, we're not the government anymore. We're the problem.
[1:36:38.720 --> 1:36:41.720]  So, see, oh, it's just amazing.
[1:36:41.720 --> 1:36:43.720]  We could play the rest of it.
[1:36:43.720 --> 1:36:45.720]  Play a little bit more and then we'll go back to the calls.
[1:36:45.720 --> 1:36:50.720]  Charlton Heston's famous declaration captures a truly American value,
[1:36:50.720 --> 1:36:53.720]  the overarching desire to protect our freedoms.
[1:36:53.720 --> 1:36:56.720]  But gun confiscation is exactly what happened
[1:36:56.720 --> 1:37:00.720]  during the state of emergency following Hurricane Katrina in New Orleans.
[1:37:00.720 --> 1:37:02.720]  U.S. troops also arrived,
[1:37:02.720 --> 1:37:06.720]  something far easier to do even now thanks to last year's elimination
[1:37:06.720 --> 1:37:09.720]  of the 1878 Posse-Cometotus Act.
[1:37:09.720 --> 1:37:13.720]  That forbid U.S. troops from policing on American soil.
[1:37:13.720 --> 1:37:17.720]  If martial law weren't enacted here at home,
[1:37:17.720 --> 1:37:19.720]  like depicted in the movie The Siege,
[1:37:19.720 --> 1:37:22.720]  easing public fears and quelling dissent would be critical.
[1:37:22.720 --> 1:37:26.720]  And that's exactly what the clergy response team, as it's called,
[1:37:26.720 --> 1:37:28.720]  helped accomplish in New Orleans.
[1:37:28.720 --> 1:37:30.720]  Jeff, the primary thing that we say to anybody
[1:37:30.720 --> 1:37:32.720]  is let's cooperate and get this thing over with
[1:37:32.720 --> 1:37:44.720]  and then we'll settle the differences once the crisis is over.
[1:38:03.720 --> 1:38:07.720]  I can't listen anymore of it.
[1:38:07.720 --> 1:38:09.720]  The point is this was set up in secret.
[1:38:09.720 --> 1:38:11.720]  They ought to be right there. They have been brainwashed
[1:38:11.720 --> 1:38:12.720]  and that's the point that I wanted to make.
[1:38:12.720 --> 1:38:14.720]  And I would add to that that at this point,
[1:38:14.720 --> 1:38:16.720]  in this present time, in the situation that we're in,
[1:38:16.720 --> 1:38:19.720]  I would dare say that it's stupid to not own a gun.
[1:38:19.720 --> 1:38:21.720]  Once they get the guns, it's all over.
[1:38:21.720 --> 1:38:23.720]  That's our last chance.
[1:38:23.720 --> 1:38:26.720]  When they've introduced bills to completely ban all semi-automatics,
[1:38:26.720 --> 1:38:29.720]  they've introduced bills where they can just,
[1:38:29.720 --> 1:38:32.720]  without a judge or a jury, through the quote,
[1:38:32.720 --> 1:38:34.720]  terror list, they're going to make that nationwide,
[1:38:34.720 --> 1:38:38.720]  a no-buy, no-sell list where you have to swipe a credit card
[1:38:38.720 --> 1:38:40.720]  or an ID even if you're paying cash.
[1:38:40.720 --> 1:38:42.720]  And notice stores are already doing this.
[1:38:42.720 --> 1:38:45.720]  They're saying this, a grid where you can't buy and sell
[1:38:45.720 --> 1:38:48.720]  or own a gun if they just put you on a list.
[1:38:48.720 --> 1:38:50.720]  And it's coming. It's coming soon
[1:38:50.720 --> 1:38:51.720]  and people need to be ready for it.
[1:38:51.720 --> 1:38:52.720]  This is our last chance.
[1:38:52.720 --> 1:38:54.720]  Well, I mean, thank you.
[1:38:54.720 --> 1:38:56.720]  I appreciate your call.
[1:38:56.720 --> 1:38:59.720]  What is that not out of a nightmare science fiction movie
[1:38:59.720 --> 1:39:03.720]  where the clergy are secretly on the government payroll
[1:39:03.720 --> 1:39:06.720]  and they're just now admitting it because they're getting ready to go public?
[1:39:06.720 --> 1:39:08.720]  See, when they go public, they finally admit it all.
[1:39:08.720 --> 1:39:10.720]  And they're admitting everything now,
[1:39:10.720 --> 1:39:12.720]  the New World Order, the North American Union,
[1:39:12.720 --> 1:39:13.720]  the world government.
[1:39:13.720 --> 1:39:17.720]  That means they've got the safety off with the martial law gun.
[1:39:17.720 --> 1:39:19.720]  They've got their finger on the trigger.
[1:39:19.720 --> 1:39:21.720]  They got it to the republic's head.
[1:39:21.720 --> 1:39:24.720]  And all you good old boys think you're part of the system
[1:39:24.720 --> 1:39:26.720]  like you, Obama, Max and all of you.
[1:39:26.720 --> 1:39:28.720]  You're the targets, too.
[1:39:28.720 --> 1:39:30.720]  You're not immune.
[1:39:30.720 --> 1:39:32.720]  You're not a good old boy.
[1:39:32.720 --> 1:39:34.720]  You're not part of the power structure.
[1:39:34.720 --> 1:39:35.720]  They're going to get you, too.
[1:39:35.720 --> 1:39:36.720]  You understand that?
[1:39:36.720 --> 1:39:38.720]  We got to stand together.
[1:39:38.720 --> 1:39:40.720]  This is so illegitimate, so illegal.
[1:39:40.720 --> 1:39:43.720]  They staged the terror attacks,
[1:39:43.720 --> 1:39:45.720]  their own documents state they wanted to stage terror attacks
[1:39:45.720 --> 1:39:47.720]  to bring in the police state grid.
[1:39:47.720 --> 1:39:49.720]  And now they're swinging it around on the nightly news thing.
[1:39:49.720 --> 1:39:52.720]  Oh, yeah, we're going to use the anti-terror system on regular people now.
[1:39:52.720 --> 1:39:56.720]  We're going to use the military on the American people now.
[1:39:56.720 --> 1:39:58.720]  It's all happening.
[1:39:58.720 --> 1:40:00.720]  John, in Virginia, go ahead.
[1:40:00.720 --> 1:40:02.720]  Hi, Alex. How's it going?
[1:40:02.720 --> 1:40:03.720]  Good, sir.
[1:40:03.720 --> 1:40:07.720]  I was wondering if you could talk about...
[1:40:07.720 --> 1:40:10.720]  Sorry, I'm a little bit nervous.
[1:40:10.720 --> 1:40:14.720]  Didn't they actually bring the guns back in New Orleans?
[1:40:14.720 --> 1:40:15.720]  No.
[1:40:15.720 --> 1:40:16.720]  After that whole thing happened?
[1:40:16.720 --> 1:40:18.720]  No, they confiscated them and very few got them back,
[1:40:18.720 --> 1:40:20.720]  even though they won lawsuits and the state passed a law
[1:40:20.720 --> 1:40:22.720]  that it was illegal.
[1:40:22.720 --> 1:40:25.720]  They went to high and dry homes and confiscated the guns.
[1:40:25.720 --> 1:40:27.720]  I can play the clubs right now if you want.
[1:40:27.720 --> 1:40:30.720]  Yeah.
[1:40:30.720 --> 1:40:33.720]  I mean, I've got the police chief saying all the guns will be taken.
[1:40:33.720 --> 1:40:34.720]  This is martial law.
[1:40:34.720 --> 1:40:39.720]  And people can't even believe that when it happened.
[1:40:39.720 --> 1:40:42.720]  Sir, have you seen my police state films?
[1:40:42.720 --> 1:40:43.720]  Yes, sir.
[1:40:43.720 --> 1:40:46.720]  Actually, on your martial law one right now.
[1:40:46.720 --> 1:40:51.720]  Okay, well, then you've seen the video of troops training to confiscate your guns
[1:40:51.720 --> 1:40:53.720]  and admitting it's for America.
[1:40:53.720 --> 1:40:54.720]  Yes, sir.
[1:40:54.720 --> 1:40:57.720]  Okay, so, I mean, it's real. It's real.
[1:40:57.720 --> 1:41:00.720]  And see, the new patriotism, that's why they're propagandizing about how great it is
[1:41:00.720 --> 1:41:02.720]  to be in the military, how wonderful the troops are.
[1:41:02.720 --> 1:41:05.720]  They're getting us ready for the military to be used against us.
[1:41:05.720 --> 1:41:08.720]  Now, most of the military doesn't like it.
[1:41:08.720 --> 1:41:11.720]  That's why they've got large portions of the Army and the Marine Corps
[1:41:11.720 --> 1:41:12.720]  are now illegal aliens.
[1:41:12.720 --> 1:41:15.720]  They legalized to be part of the military or their aggravated felons.
[1:41:15.720 --> 1:41:16.720]  Don't believe me?
[1:41:16.720 --> 1:41:20.720]  Just Google military hiring, military recruiting aggravated felons.
[1:41:20.720 --> 1:41:22.720]  That means a violent felon.
[1:41:22.720 --> 1:41:25.720]  Jim, Ian, Texas, you're on the air.
[1:41:25.720 --> 1:41:26.720]  How you doing, Alex?
[1:41:26.720 --> 1:41:27.720]  Good, sir.
[1:41:27.720 --> 1:41:33.720]  Hey, I was calling, basically, to give you a little story that might sway a few skeptics.
[1:41:33.720 --> 1:41:37.720]  You know, last year when Georgia went into South Ossetia,
[1:41:37.720 --> 1:41:40.720]  well, that's actually what happened.
[1:41:40.720 --> 1:41:43.720]  And the media said that Russia snuck attack, thinking we're dumb.
[1:41:43.720 --> 1:41:44.720]  Exactly.
[1:41:44.720 --> 1:41:48.720]  I had a co-worker who's from Eastern Europe, and when he walked in the door
[1:41:48.720 --> 1:41:52.720]  and saw that on the news, and they had Condoleezza Rice on there and everything,
[1:41:52.720 --> 1:41:55.720]  he got visibly upset instead of was all alive.
[1:41:55.720 --> 1:41:59.720]  And that led me down the path of, you know, looking up,
[1:41:59.720 --> 1:42:03.720]  you know, what corporate media does and controls, you know, what's out there.
[1:42:03.720 --> 1:42:07.720]  So I did my research on the Internet, looked at your websites,
[1:42:07.720 --> 1:42:11.720]  did a lot of YouTube stuff, watched your videos, you know, just various things.
[1:42:11.720 --> 1:42:15.720]  Nothing, nothing that would be considered obsessive.
[1:42:15.720 --> 1:42:18.720]  Yeah, it starts with investigating one line, a whole universe opens.
[1:42:18.720 --> 1:42:20.720]  Oh, it's amazing.
[1:42:20.720 --> 1:42:22.720]  I've had an incredible awakening.
[1:42:22.720 --> 1:42:27.720]  Well, with that said, I've been working in commercial aviation for 22 years.
[1:42:27.720 --> 1:42:30.720]  All right, I've gone through several FBI checks.
[1:42:30.720 --> 1:42:35.720]  When 9-11 happened, we all had to get re-finger printed and have new checks and everything.
[1:42:35.720 --> 1:42:37.720]  And now you can't buy a gun.
[1:42:37.720 --> 1:42:39.720]  Well, no, check it out.
[1:42:39.720 --> 1:42:44.720]  I had a friend who died back in November and I had to fly out to go to his funeral.
[1:42:44.720 --> 1:42:48.720]  When I went to fly, I discovered I was on the Federal No Fly List.
[1:42:48.720 --> 1:42:52.720]  Which over a million people are on, they plan to get everybody on it.
[1:42:52.720 --> 1:42:55.720]  And there's no judge, no jury, it's just a blacklist.
[1:42:55.720 --> 1:42:59.720]  Exactly, and I have never been on that list.
[1:42:59.720 --> 1:43:01.720]  I mean, I've flown since September 11.
[1:43:01.720 --> 1:43:06.720]  Well, Obama is saying that if you're on that list, that you can't own a gun.
[1:43:06.720 --> 1:43:08.720]  Stay there, I want to come back and hear the rest of the story, okay?
[1:43:08.720 --> 1:43:09.720]  All right.
[1:43:09.720 --> 1:43:10.720]  Don't hang up.
[1:43:10.720 --> 1:43:13.720]  We'll come back to your calls.
[1:43:13.720 --> 1:43:17.720]  I'm going to rampage through calls in the final segment, get into the fairness doctrine.
[1:43:17.720 --> 1:43:20.720]  They promised they weren't going to do it, now they are.
[1:43:20.720 --> 1:43:24.720]  Are you one of the people who think, I have plenty of time, nothing's ever going to happen bad to me?
[1:43:24.720 --> 1:43:29.720]  Do you believe that when your cupboards are bare, our corporate controlled government will jump right into feed you and yours?
[1:43:29.720 --> 1:43:32.720]  Do you have at least a year's supply of food for your family?
[1:43:32.720 --> 1:43:35.720]  This is Kurt, the armchair survivalist, heard on this network.
[1:43:35.720 --> 1:43:38.720]  Survival enterprises sells real food, canned for long-term storage.
[1:43:38.720 --> 1:43:42.720]  Beef, chicken, turkey, bacon, butter, cheese, eggs, freeze-dried fruits and vegetables,
[1:43:42.720 --> 1:43:48.720]  Mountain House freeze-dried meals, MREs, a full nutritional line, the British Birkfeld water filter, and more.
[1:43:48.720 --> 1:43:51.720]  If you want to prepare now, go to beforeitstoolate.us.
[1:43:51.720 --> 1:43:56.720]  That's beforeitstoolate.us, or call 1-800-753-1981.
[1:43:56.720 --> 1:43:59.720]  That's 1-800-753-1981.
[1:43:59.720 --> 1:44:03.720]  Or you can put your head in the sand and be just another sheeple in the corporate controlled flock.
[1:44:03.720 --> 1:44:07.720]  But remember, those who don't learn from history are bound to repeat it.
[1:44:19.720 --> 1:44:23.720]  This year, many of us will have to make the tough decision on what to cut back on
[1:44:23.720 --> 1:44:27.720]  and what's essential as we prepare for an uncertain future.
[1:44:27.720 --> 1:44:32.720]  In these troubled times, one of the most important things your family can have is good health.
[1:44:32.720 --> 1:44:36.720]  One of the contributors to poor health are parasites, viruses, toxins, and heavy metals.
[1:44:36.720 --> 1:44:38.720]  It's a documented fact.
[1:44:38.720 --> 1:44:45.720]  80% of all Americans and 85% of people around the world suffer from internal parasites and parasitic infection.
[1:44:45.720 --> 1:44:51.720]  Now you can fight internal parasites, heavy metals, and high cholesterol naturally and safely
[1:44:51.720 --> 1:44:57.720]  by mixing fossilized phytoplankton powder, also known as FPP, with your favorite beverage once a day.
[1:44:57.720 --> 1:45:01.720]  FPP is now available to you from FreshwaterOrganics.com.
[1:45:01.720 --> 1:45:04.720]  A two-month supply starts at just $17.
[1:45:04.720 --> 1:45:08.720]  FPP is so affordable you can't afford to do without.
[1:45:08.720 --> 1:45:15.720]  Visit FreshwaterOrganics.com or call them toll-free at 888-949-3570.
[1:45:15.720 --> 1:45:31.720]  How many times have you been in the dark looking for a flashlight? Only to find the one that you have is broken, the batteries are dead or it's just not bright enough. You need the pack light.
[1:45:31.720 --> 1:45:39.720]  The pack light is the longest lasting flashlight on the market and simply snaps onto any 9-volt battery and uses two high-powered LED lights.
[1:45:39.720 --> 1:45:47.720]  It's small enough to carry in your pocket, car, garage, and home. The pack light can survive severe impact, be frozen solid and still work flawlessly.
[1:45:47.720 --> 1:45:53.720]  The pack light is so durable, soldiers overseas rely on them and has been featured in the New York Times and Backpacker magazine.
[1:45:53.720 --> 1:45:58.720]  The pack light comes with a 25-year warranty and prices start at just $12.99.
[1:45:58.720 --> 1:46:05.720]  To learn more and see for yourself just how incredible this small flashlight can be, visit 9voltlight.com.
[1:46:05.720 --> 1:46:20.720]  That address again is 9voltlight.com or call us today at 877-715-4448. That's 877-715-4448.
[1:46:20.720 --> 1:46:34.720]  The United States is bankrupt and the bankers want you bankrupt also. How would you like to be debt-free in 90 days guaranteed? DebtCrisisSolutions.com has helped tens of thousands out of debt since 1993 and will free you from the debt trap.
[1:46:34.720 --> 1:46:42.720]  DebtCrisisSolutions.com legally guarantees to put an end to wage garnishment, bank levies, and liens and you won't pay one dime to creditors.
[1:46:42.720 --> 1:46:50.720]  With DebtCrisisSolutions.com you'll also restore your credit history and be protected from legal action without making one more payment to creditors.
[1:46:50.720 --> 1:46:57.720]  DebtCrisisSolutions.com specializes in credit report restoration, preventing wage garnishment in bank levies, liens, and judgments.
