[00:00:02.927 --> 00:00:03.608]  Is the U.S.
[02:56:35.060 --> 02:56:36.221]  But to sue him.
[02:56:36.221 --> 02:56:37.702]  Because it's a falsehood.
[02:56:37.702 --> 02:56:39.203]  It's a lie.
[02:56:39.203 --> 02:56:41.705]  And it needs to be put to bed right now.
[02:56:41.705 --> 02:56:44.847]  Well, Roger, I've had them call me a Russian agent, and it really pisses me off.
[02:56:44.847 --> 02:56:47.949]  I mean, these globalists are the ones selling us out.
[02:56:47.949 --> 02:56:50.711]  All these foreign interests, and it's just crazy.
[02:56:50.711 --> 02:56:53.353]  WikiLeaks specifically, and you jump in too, Biggs.
[02:56:53.353 --> 02:57:00.838]  I mean, just the bombshells, the latest ones that came out in today's dump, where they're saying, we've got to cover up for Hillary, that she was secretly talking to Obama.
[02:57:00.838 --> 02:57:01.778]  He's been caught in a lie.
[02:57:01.778 --> 02:57:02.479]  This is so big.
[02:57:06.018 --> 02:57:08.640]  Where do you think this goes, Roger?
[02:57:08.640 --> 02:57:17.807]  Well, it kind of depends on whether the mainstream media is going to finally bow to the newsworthy nature of these disclosures.
[02:57:17.807 --> 02:57:21.870]  I mean, NBC in particular, they act as if none of it's happening.
[02:57:21.870 --> 02:57:23.591]  It just isn't even happening.
[02:57:23.591 --> 02:57:28.175]  It appears that Hannity is about the only one that actually even covers any of this whatsoever.
[02:57:29.449 --> 02:57:38.976]  Let's remember that only weeks ago, people were attacking both Alex and I because it became clear that Wikileaks wasn't going to release anything that was newsworthy.
[02:57:38.976 --> 02:57:42.319]  And the left was celebrating and high-fiving each other.
[02:57:42.319 --> 02:57:44.080]  Now we know that that was wrong.
[02:57:44.600 --> 02:57:47.802]  So, again, I think that we have to see.
[02:57:47.802 --> 02:57:57.026]  I'm going to focus on the narrow piece of ground that I care about, which is ensuring that we can determine whether or not this was a fair election.
[02:57:57.026 --> 02:58:01.909]  And if it is not... Sure, and you do it with exit polls, because they really want to steal the machines.
[02:58:02.728 --> 02:58:04.769]  That's exactly where I think it will be.
[02:58:04.769 --> 02:58:13.635]  The Trump campaign is focused on the question of voter fraud, the other part of this, and certainly a legitimate part of it at that.
[02:58:13.635 --> 02:58:15.657]  So I think we have the ground covered.
[02:58:15.657 --> 02:58:25.844]  Again, I implore good men and good women who have the time and have the motivation, patriots, please go to StopThisDeal.org and sign up to help us on Election Day.
[02:58:26.960 --> 02:58:27.741]  Absolutely.
[02:58:27.741 --> 02:58:28.221]  All right.
[02:58:28.221 --> 02:58:31.885]  Everybody making your reports ends up National News, like right here in Texas today.
[02:58:31.885 --> 02:58:34.107]  That's up on DrugsReport.com and other sites.
[02:58:34.107 --> 02:58:35.208]  Thank you so much, Roger Stone.
[02:58:35.208 --> 02:58:36.349]  Talk to you soon.
[02:58:36.349 --> 02:58:37.030]  Great to be here.
[02:58:37.030 --> 02:58:37.550]  Thanks.
[02:58:37.550 --> 02:58:39.132]  Fourth Hour with Paul Watson straight ahead.
[02:58:39.132 --> 02:58:40.753]  Infowars.com forward slash show.
[02:58:40.753 --> 02:58:43.656]  If your station doesn't carry it, we're going to continue on with Paul Watson.
[02:58:43.656 --> 02:58:45.638]  We got more to say here with Joe Biggs.
[02:58:45.638 --> 02:58:46.219]  I'm Alex Jones.
[02:58:51.590 --> 02:59:00.956]  You know, in the coming election, no matter who gets in, one of the biggest issues nobody's talking about in the debates or anywhere is the vulnerability of the power grid.
[02:59:00.956 --> 02:59:03.838]  The potential for power grid chaos.
[02:59:03.838 --> 02:59:12.023]  EMP, cyber warfare, not to mention dangerous weather, hurricanes, ice storms, all a very real threat to our grid.
[02:59:12.023 --> 02:59:14.945]  My friends, chaos is already here, and it's gonna get a lot worse.
[02:59:15.205 --> 02:59:21.269]  That's why I believe that all my listeners need to have a way to produce their own supply of backup electricity.
[02:59:21.269 --> 02:59:25.191]  Now I've got the perfect power solar generator system at my house.
[02:59:25.191 --> 02:59:27.052]  The Solutions from Science system.
[02:59:27.052 --> 02:59:29.573]  Simply put, this thing is amazing.
[02:59:29.573 --> 02:59:32.055]  Solutions from Science only makes the best equipment.
[02:59:32.055 --> 02:59:34.816]  Go to powergridchaos.com.
[02:59:34.816 --> 02:59:37.878]  That's powergridchaos.com to check it out.
[02:59:37.878 --> 02:59:38.959]  Now this is key.
[02:59:38.959 --> 02:59:40.019]  Right now, get 70% off.
[02:59:41.240 --> 02:59:44.562]  They're top of the line, perfect power solar generator.
[02:59:44.562 --> 02:59:46.542]  This is the one I use in my home.
[02:59:46.542 --> 02:59:53.526]  Go to powergridchaos.com and get 70% off.
[02:59:53.526 --> 02:59:56.167]  You're listening to the Alex Jones Show.
[03:00:11.826 --> 03:00:13.267]  We're on the march.
[03:00:13.267 --> 03:00:16.548]  The Empire is on the run.
[03:00:16.548 --> 03:00:18.409]  We are on the march.
[03:00:18.409 --> 03:00:21.571]  The Empire is on the run.
[03:00:21.571 --> 03:00:26.214]  Alex Jones and the GCN Radio Network.
[03:00:26.214 --> 03:00:26.874]  13 days!
[03:00:26.874 --> 03:00:32.837]  Paul Watson takes over the next segment from Her Britannic Majesty's London, England.
[03:00:32.837 --> 03:00:34.458]  Joe Biggs is here riding shotgun with me.
[03:00:36.329 --> 03:00:40.591]  I haven't even gotten to the Michael Moore saying, you know, if you elect Trump, he'll be the biggest F you of the establishment ever.
[03:00:40.591 --> 03:00:42.551]  Well then, why don't you go against the establishment?
[03:00:42.551 --> 03:00:44.732]  This is so obvious, Michael Moore, but you can't.
[03:00:44.732 --> 03:00:47.933]  You have six bodyguards, but I shouldn't be able to own a gun.
[03:00:47.933 --> 03:00:50.034]  I was asking you during the break, do you think it's a landslide for Trump?
[03:00:50.034 --> 03:00:52.895]  You said some really choice points that I agree with.
[03:00:52.895 --> 03:00:53.715]  Repeat those, Joe Beggs.
[03:00:53.715 --> 03:00:55.596]  Well, I think he's going to win by a landslide.
[03:00:56.656 --> 03:00:59.838]  But the thing is, like you said, it's those machines that you have to worry about.
[03:00:59.838 --> 03:01:03.939]  You know, people do have the ability, I believe, in a lot of areas to request a paper ballot as well.
[03:01:03.939 --> 03:01:05.760]  If you're able to do that, try that out as well.
[03:01:05.760 --> 03:01:13.164]  But if you look at the Trump rally yesterday in Tampa, Florida, versus the Kaine or the Clinton rallies, he has 20,000, 20,000 turned away, he has 30.
[03:01:16.005 --> 03:01:18.167]  But not just 20,000 people, Alex.
[03:01:18.167 --> 03:01:23.931]  20,000 energized, patriotic, just hopped up on True Freedom.
[03:01:23.931 --> 03:01:24.992]  Of every race, color, and creed.
[03:01:24.992 --> 03:01:26.293]  Yes, everybody.
[03:01:26.293 --> 03:01:29.676]  Gay, straight, Catholic, Muslim, it doesn't matter.
[03:01:29.676 --> 03:01:35.100]  There are people from all over the world that travel to go see this man because he's an amazing individual.
[03:01:35.100 --> 03:01:40.804]  But you have to like, you have to pry and pull energy from people who go to these Cain and Clinton rallies.
[03:01:40.804 --> 03:01:42.225]  Hillary's like this zombie.
[03:01:42.225 --> 03:01:42.986]  Let's put him dead.
[03:01:43.306 --> 03:01:52.112]  I mean, let's put the article up from the Gateway Pundit that shows the videos and the photos for TV viewers and radio listeners should go to Infowars.com and see what a Drudge Report has at DrudgeReport.com.
[03:01:52.112 --> 03:01:53.453]  I mean, it's right there.
[03:01:53.453 --> 03:01:53.894]  Wow!
[03:01:53.894 --> 03:01:56.155]  Cain holds rally and only 30 people show up.
[03:01:56.155 --> 03:01:57.116]  And it's over and over again.
[03:01:57.116 --> 03:01:57.556]  It's like this.
[03:01:57.556 --> 03:01:58.657]  You scroll down.
[03:01:58.657 --> 03:01:59.638]  This isn't out of context.
[03:01:59.638 --> 03:02:01.980]  This is while he's speaking is 30 people.
[03:02:01.980 --> 03:02:04.341]  I mean, yeah, I'm sure there's going to be people who don't go to these things.
[03:02:04.341 --> 03:02:05.602]  But here's the thing, though.
[03:02:05.602 --> 03:02:09.245]  You can see in mass numbers how many people who love Trump, they're coming out.
[03:02:09.545 --> 03:02:11.487]  The Googlebot Show.
[03:02:11.487 --> 03:02:13.548]  From 10 to 1 interest.
[03:02:13.548 --> 03:02:15.910]  The major corporations admit landslide for Trump.
[03:02:15.910 --> 03:02:17.532]  All the internet bots know.
[03:02:17.532 --> 03:02:20.994]  You've got from 13 to 90, you know, age groups.
[03:02:20.994 --> 03:02:22.235]  People are so excited.
[03:02:22.235 --> 03:02:24.297]  I saw a guy who was so old.
[03:02:24.297 --> 03:02:31.122]  He was out there on one of those walkers and he got there late and they had reached, you know, the capacity for that stadium.
[03:02:31.122 --> 03:02:32.944]  And he goes, man, I just wanted to hear him.
[03:02:32.944 --> 03:02:36.066]  So I helped him walk up to the front of the door and he could still see it in here.
[03:02:36.066 --> 03:02:39.189]  And he was so excited because he knows this is going to change everything.
[03:02:39.249 --> 03:02:40.250]  Well, that's very touching.
[03:02:40.250 --> 03:02:43.692]  I hope you get video of that kind of stuff, because it's amazing how that stuff's going on.
[03:02:43.692 --> 03:02:45.193]  What happens if they openly steal it?
[03:02:45.193 --> 03:02:47.334]  I mean, they're really arrogant, they're full of bravado.
[03:02:47.334 --> 03:02:48.555]  What happens?
[03:02:48.555 --> 03:02:50.736]  You know, I think you're going to see a lot of this.
[03:02:50.736 --> 03:02:51.877]  It's going to have to be forced.
[03:02:51.877 --> 03:02:55.519]  It's going to be covered, because you're going to see people extremely mad.
[03:02:55.519 --> 03:02:59.021]  You're going to see social media going off the charts about this.
[03:02:59.021 --> 03:02:59.982]  This has been stolen.
[03:02:59.982 --> 03:03:04.145]  I'm concerned they could pull a false flag, like steal it from Trump and then demonize us.
[03:03:04.145 --> 03:03:06.766]  You know, blow up a government building or something and blame it on us, I'm telling you.
[03:03:07.927 --> 03:03:09.048]  It's possible.
[03:03:09.048 --> 03:03:13.252]  You know, I don't think there's any fair way that she has a chance of winning.
[03:03:13.252 --> 03:03:16.795]  When you go look at her events, there's no one outside that's excited to be there.
[03:03:16.795 --> 03:03:18.936]  You know, they look like the Walking Dead.
[03:03:18.936 --> 03:03:23.701]  It's the most depressing... I don't mean to be mean, but I mean, Hillary supporters look like...
[03:03:24.301 --> 03:03:25.681]  They've been run over by cars.
[03:03:25.681 --> 03:03:27.402]  I mean, they look mentally retarded.
[03:03:27.402 --> 03:03:28.482]  I mean, I'm not being mean here.
[03:03:28.482 --> 03:03:30.523]  I mean, what the hell happened to these people?
[03:03:30.523 --> 03:03:32.564]  I'll say it, I think they are.
[03:03:32.564 --> 03:03:33.744]  We're not just saying that though.
[03:03:33.744 --> 03:03:39.126]  You go to a Trump rally, I don't care if they're black, Hispanic, white, good looking, focused, well spoken, hard working people.
[03:03:39.126 --> 03:03:43.127]  You go to a Hillary's thing and they look like they're walking dead, man.
[03:03:43.127 --> 03:03:44.207]  I mean, there's something wrong with them.
[03:03:44.207 --> 03:03:49.429]  When you go to Trump rallies, these are all small business owners, people who are not lazy, people who are going out there and
[03:03:50.029 --> 03:03:58.675]  Making a business for themselves, creating something, and giving people jobs, and helping people out, and helping out the economy, and making something for themselves.
[03:03:58.675 --> 03:04:00.117]  And that's what the American Dream's all about.
[03:04:00.117 --> 03:04:04.139]  Yeah, but ignore the crowd of 20,000 that turned away 20,000 in Tampa.
[03:04:04.139 --> 03:04:06.141]  Hillary gets 200, Kang gets 30.
[03:04:06.141 --> 03:04:07.002]  They're the winner, dude.
[03:04:08.078 --> 03:04:09.699]  If Trump... Michael Moore said so.
[03:04:09.699 --> 03:04:15.103]  If emails came out exposing half the stuff that Hillary's done, I mean, it'd be done.
[03:04:15.103 --> 03:04:22.068]  You know, and you've got Assange going, well, I mean, we've seen some emails, but it's just the same stuff that he says already, because he's honest.
[03:04:22.068 --> 03:04:22.989]  He's not two-faced.
[03:04:22.989 --> 03:04:24.050]  He's not a chameleon.
[03:04:24.050 --> 03:04:29.273]  He doesn't go on TV and act a certain way and then go back and then talk crack about the American people.
[03:04:29.273 --> 03:04:29.573]  That's right.
[03:04:29.573 --> 03:04:30.794]  Everybody's hacked Trump's stuff.
[03:04:30.794 --> 03:04:31.355]  There's nothing there.
[03:04:31.815 --> 03:04:33.316]  It's just like, dude, he's saying the same thing.
[03:04:33.316 --> 03:04:38.578]  Like, everything you're reading here in this about Trump is the exact same thing he's already said in his speech, so there's nothing we can do.
[03:04:38.578 --> 03:04:42.739]  But when you read this stuff, you've got Hillary Clinton going out there going, oh, I love the American people.
[03:04:42.739 --> 03:04:43.719]  But then you read the emails.
[03:04:43.719 --> 03:04:44.220]  She hates them.
[03:04:44.220 --> 03:04:45.660]  She hates everyday Americans.
[03:04:45.660 --> 03:04:46.761]  You're a super predator.
[03:04:46.761 --> 03:04:47.641]  You're deplorable.
[03:04:47.641 --> 03:04:49.021]  You're this, you're that.
[03:04:49.021 --> 03:04:50.782]  She's a monster, and that's why they hate him.
[03:04:50.782 --> 03:04:52.323]  He doesn't follow polls.
[03:04:52.323 --> 03:04:53.763]  He doesn't follow the directives.
[03:04:53.763 --> 03:04:57.505]  Michael Moore said the best thing is that this is going to be the biggest F you to the establishment.
[03:04:57.505 --> 03:04:58.405]  The elites are scared.
[03:04:58.405 --> 03:05:00.846]  I'm going to play that and hand the baton to Paul Watson when we come back.
[03:05:01.607 --> 03:05:03.488]  Joe Biggs here with InfoWars.com.
[03:05:03.488 --> 03:05:04.209]  Michael Moore.
[03:05:04.209 --> 03:05:07.371]  Trump's election will be the biggest FU in history.
[03:05:07.371 --> 03:05:09.512]  An article up by Paul Joseph Watson.
[03:05:09.512 --> 03:05:17.597]  During a speech for his new one-man stage performance, Trump Land, Michael Moore remarked that the election of Donald Trump will be the biggest FU in history.
[03:05:17.597 --> 03:05:23.100]  Moore began by saying he knew a lot of people in Michigan who were going to vote for Trump, who are not racist to rednecks.
[03:05:23.400 --> 03:05:24.121]  We're good to go.
[03:05:43.244 --> 03:05:44.044]  Charlie Daniels.
[03:05:44.044 --> 03:05:45.044]  He's always loved America.
[03:05:45.044 --> 03:05:46.705]  He's always defended the Second Amendment.
[03:06:10.610 --> 03:06:13.093]  Let me just read a little thing here from Agenda 21.
[03:06:13.093 --> 03:06:17.259]  The American system of justice must be changed to conform to the rest of the world.
[03:06:17.259 --> 03:06:21.223]  Individual rights will have to take a back seat to the collective.
[03:06:21.223 --> 03:06:23.206]  Well, you know what the next move is going to be, don't you?
[03:06:23.206 --> 03:06:24.788]  It's going to be coming after you, darling.
[03:06:24.788 --> 03:06:25.569]  Oh, yeah.
[03:06:25.569 --> 03:06:27.110]  I tell you, it ain't going to sit well down my way.
[03:06:27.671 --> 03:06:28.652]  At all.
[03:06:28.652 --> 03:06:29.712]  It ain't gonna sit well.
[03:06:29.712 --> 03:06:31.893]  Do you ever wonder what happened to America?
[03:06:31.893 --> 03:06:33.074]  It's time to ride, boys.
[03:06:33.074 --> 03:06:35.055]  We need a thousand Paul Leveers.
[03:06:35.055 --> 03:06:41.058]  When I was a boy, it was okay to be proud of the flag, heritage, mom, and apple pie.
[03:06:41.058 --> 03:06:43.699]  Then beef was for supper.
[03:06:43.699 --> 03:06:44.759]  Revelation.
[03:06:44.759 --> 03:06:46.180]  Dawn of global government.
[03:06:46.180 --> 03:06:48.161]  Theatrical screenings on demand.
[03:06:48.161 --> 03:06:49.702]  DVDs now available.
[03:06:49.702 --> 03:06:54.004]  Starring Alex Jones, Charlie Daniels, Special Ops General Jerry Boykin,
[03:06:54.284 --> 03:06:57.747]  You want to shed some tears over the red, white, and blue?
[03:06:57.747 --> 03:07:00.108]  RevelationTheMovie.info.
[03:07:00.108 --> 03:07:01.189]  Let's fix it.
[03:07:01.189 --> 03:07:03.311]  Brainforce, it's completely different.
[03:07:03.311 --> 03:07:04.532]  Try a bottle of it.
[03:07:04.532 --> 03:07:06.133]  Rob Dew joins us.
[03:07:06.133 --> 03:07:09.255]  You worked, I guess, like 20 plus hours.
[03:07:09.255 --> 03:07:10.316]  Tell us what Brainforce did.
[03:07:10.316 --> 03:07:11.297]  I'd been working all day.
[03:07:11.297 --> 03:07:13.779]  I took a couple hours off coaching basketball.
[03:07:13.779 --> 03:07:14.779]  I get in here at 830.
[03:07:15.740 --> 03:07:17.380]  I was kind of run down, you know.
[03:07:17.380 --> 03:07:19.041]  I just didn't feel like I was gonna make it.
[03:07:19.041 --> 03:07:20.921]  And I really wanted to do a good job on the interview.
[03:07:20.921 --> 03:07:22.741]  I got my bottle of Brain Force right there.
[03:07:22.741 --> 03:07:23.802]  I popped two of them.
[03:07:23.802 --> 03:07:26.082]  And about 20 minutes later, it's like, bing!
[03:07:26.082 --> 03:07:28.022]  Everything just kind of clears up.
[03:07:28.022 --> 03:07:29.523]  It's got four and a half stars.
[03:07:29.523 --> 03:07:30.863]  People really love it.
[03:07:30.863 --> 03:07:31.463]  Read about it.
[03:07:31.463 --> 03:07:35.304]  Find out why third-party nutraceutical sites give it such high praise.
[03:07:35.304 --> 03:07:40.565]  Because it really does have the best organic-based systems that will blow your socks off.
[03:07:40.765 --> 03:07:44.807]  I haven't pulled an all-nighter like that in a while, but I probably could not have done it without Brain Force.
[03:07:44.807 --> 03:07:50.950]  I went home about 6.45 this morning, took three hours of sleep, got up, took two more Brain Force and came in.
[03:07:50.950 --> 03:07:56.873]  You will find Brain Force and other game-changing products at InfoWarsLife.com or call 888-253-3139.
[03:08:16.076 --> 03:08:20.006]  If you are receiving this transmission, you are the resistance.
[03:08:29.915 --> 03:08:33.477]  All right, Paul Joseph Watson is going to get in the seat there.
[03:08:33.477 --> 03:08:35.277]  I can see he's not in his seat yet.
[03:08:35.277 --> 03:08:40.780]  Paul Joseph Watson, always on target from his Britannic Majesties, England.
[03:08:40.780 --> 03:08:44.782]  But when he comes back, we will hand the baton to him because I wanted to talk to Paul Watson.
[03:08:44.782 --> 03:08:46.943]  There he is, the elusive superstar.
[03:08:47.563 --> 03:08:48.824]  Paul Joseph Watson.
[03:08:48.824 --> 03:08:52.707]  Paul, I want you to take over the show because you're hard to even get to host one hour a week.
[03:08:52.707 --> 03:08:56.450]  You're so busy writing articles and fighting the globalists and dominating Twitter.
[03:08:56.450 --> 03:08:57.771]  Everybody says you're like the Twitter guy.
[03:08:57.771 --> 03:08:59.012]  Trump loves you.
[03:08:59.012 --> 03:09:01.054]  Always retweeting your stuff.
[03:09:01.054 --> 03:09:02.094]  What does your gut tell you?
[03:09:02.094 --> 03:09:04.356]  I mean, I don't just, you know me 16 years.
[03:09:04.356 --> 03:09:06.538]  I don't say what I want to believe.
[03:09:06.538 --> 03:09:08.239]  I really say what I think.
[03:09:08.239 --> 03:09:10.001]  And Trump, I think he's going to win in a landslide.
[03:09:10.001 --> 03:09:12.162]  He's got crowds of 20, 30, 40,000.
[03:09:12.162 --> 03:09:12.983]  He has 200.
[03:09:12.983 --> 03:09:14.384]  Cain has 30.
[03:09:14.384 --> 03:09:16.165]  There's election fraud news coming out, though.
[03:09:17.226 --> 03:09:20.047]  Uh, we've got all the emails proving she's a total criminal.
[03:09:20.047 --> 03:09:23.269]  I mean, even if she skates in and steals it, she's never going to get away with this now.
[03:09:23.269 --> 03:09:26.830]  I mean, this makes the previous email stuff, we'll take a comparison.
[03:09:26.830 --> 03:09:28.671]  What does your gut tell you, Paul?
[03:09:30.771 --> 03:09:31.912]  I really don't know, Alex.
[03:09:31.912 --> 03:09:37.175]  I know that there's a hell of a lot of very stupid people, not just in America, but around the world.
[03:09:37.175 --> 03:09:46.000]  Many of them will have fallen for the propaganda that Trump is unstable, he's literally Hitler, he's got his hand on the nuclear button, he's gonna destroy the world.
[03:09:46.000 --> 03:09:50.783]  You know, and you can understand if people are weak-minded enough to be affected by that propaganda.
[03:09:51.323 --> 03:09:53.724]  It would stop them from voting for Trump.
[03:09:53.724 --> 03:10:03.108]  What I don't understand is, you know, we had Robbie Mook, the Clinton campaign manager on all the Sunday shows saying, oh, we're just amazed by the early voter turnout.
[03:10:03.108 --> 03:10:05.129]  There's so much enthusiasm.
[03:10:05.129 --> 03:10:10.711]  What kind of person wakes up in the morning on any morning, you know, if not November 8th and thinks,
[03:10:11.411 --> 03:10:12.571]  I know what I'm going to do today.
[03:10:12.571 --> 03:10:14.632]  I'm going to go and vote for Hillary Clinton.
[03:10:14.632 --> 03:10:19.114]  Who would have the enthusiasm to vote for Hillary Clinton?
[03:10:19.114 --> 03:10:21.615]  Where is all this enthusiasm coming from?
[03:10:21.615 --> 03:10:28.057]  You can see the videos of her supposed supporters at her own sparsely attended rallies.
[03:10:28.057 --> 03:10:34.660]  They have to be made to applaud and cheer exactly what the instigators want them to cheer.
[03:10:34.660 --> 03:10:37.961]  They have no spontaneous enthusiasm whatsoever.
[03:10:37.961 --> 03:10:39.702]  She is a cultural corpse.
[03:10:40.629 --> 03:10:44.560]  Like, this weekend with Bernie, just carting her around.
[03:10:45.919 --> 03:10:50.041]  Yeah, I mean, who would wake up and enthusiastically want to vote for Hillary Clinton?
[03:10:50.041 --> 03:10:51.362]  Well, yesterday was early voting.
[03:10:51.362 --> 03:10:55.384]  I went out and voted yesterday for Trump and I had that Trump is my president shirt on.
[03:10:55.384 --> 03:10:58.646]  I went in to vote and I wore my blue sweater and then I took it off.
[03:10:58.646 --> 03:11:05.370]  I put my I Voted sticker on and did like a victory lap on my motorcycle around Austin really quick for about 20 minutes and everyone's just kind of looking at me.
[03:11:05.370 --> 03:11:07.311]  But it was just like, you know, I was excited to do it.
[03:11:07.311 --> 03:11:07.891]  I was happy.
[03:11:07.891 --> 03:11:11.673]  I got up and I was like pumped to go out on early voting and cast mine.
[03:11:11.673 --> 03:11:12.374]  I was pretty happy.
[03:11:13.177 --> 03:11:18.061]  Alright, Paul, I don't want to take your time, I don't want to hand the baton to you, but since we mentioned it earlier, I'm going to play this club.
[03:11:18.061 --> 03:11:23.246]  This is Michael Moore, and this is Michael Moore saying Trump election will be the biggest F.U.
[03:11:23.246 --> 03:11:24.187]  in history.
[03:11:24.187 --> 03:11:31.713]  He had mentioned about folks screwed over by NAFTA and GATT, but that's what Hillary and Clinton and all them ran through, and the whole Republican establishment.
[03:11:31.713 --> 03:11:35.076]  How could any of these idiots not support Trump?
[03:11:35.076 --> 03:11:37.698]  I mean, Moore is such an anachronism.
[03:11:37.698 --> 03:11:38.059]  Here he is.
[03:11:39.628 --> 03:11:45.172]  A millionaire has the same number of votes as the person without a job.
[03:11:45.172 --> 03:11:46.233]  One.
[03:11:46.233 --> 03:11:52.618]  And there's more of the former middle class than there are in the millionaire class.
[03:11:52.618 --> 03:11:53.359]  So on November 8th,
[03:11:55.114 --> 03:12:16.270]  The dispossessed will walk into the voting booth, be handed a ballot, close the curtain, and take that lever, or felt pen or touchscreen, and put a big f***ing X in the box by the name of the man who has threatened to upend and overturn the very system that has ruined their lives.
[03:12:16.270 --> 03:12:17.951]  Donald J. Trump.
[03:12:19.212 --> 03:12:23.974]  They see that the elites who ruined their lives hate Trump.
[03:12:23.974 --> 03:12:26.315]  Corporate America hates Trump.
[03:12:26.315 --> 03:12:27.975]  Wall Street hates Trump.
[03:12:27.975 --> 03:12:30.616]  The career politicians hate Trump.
[03:12:30.616 --> 03:12:36.238]  The media hates Trump after they loved him and created him.
[03:12:36.238 --> 03:12:37.639]  And now hate him.
[03:12:37.639 --> 03:12:39.340]  Thank you, media.
[03:12:39.340 --> 03:12:42.481]  The enemy of my enemy is who I'm voting for on November 8th.
[03:12:43.752 --> 03:12:52.886]  Yes, on November 8th, you, Joe Blow, Steve Blow, Bob Blow, Billy Blow, Billy Bob Blow, all the blows!
[03:12:54.366 --> 03:13:00.689]  Get to go and blow up the whole f***ing system because it's your right!
[03:13:00.689 --> 03:13:06.853]  Trump's election is going to be the biggest f*** you ever recorded in human history.
[03:13:06.853 --> 03:13:09.574]  And it will feel good.
[03:13:09.574 --> 03:13:15.938]  So he runs around demonizing Trump all day, but then I've seen him several times act like he's actually for Trump because he claims he's this grassroots guy.
[03:13:15.938 --> 03:13:21.821]  How could he, if he's against corporate stuff, the big banks, all the corruption, they all hate Trump.
[03:13:22.481 --> 03:13:37.134]  This must be a serious identity crisis for all these fake liberals, because Trump is everything they claim they ever want, and then the White House is meeting with these rappers that talk about raping women, and then, you know, they're playing stuff with their kids, meanwhile Trump's got some edited, you know, stuff from 11 years ago.
[03:13:37.134 --> 03:13:38.355]  It's the end of the world.
[03:13:38.355 --> 03:13:41.138]  I mean, that almost sounds like he's for Trump there.
[03:13:41.138 --> 03:13:42.219]  What do you think's happening here?
[03:13:42.219 --> 03:13:43.340]  I mean, is the truth coming out?
[03:13:43.340 --> 03:13:44.321]  Freudian slips?
[03:13:44.321 --> 03:13:45.682]  Paul Watson, I'm handing the baton to you.
[03:13:45.682 --> 03:13:46.062]  We're done.
[03:13:46.062 --> 03:13:46.603]  Go ahead, my friend.
[03:13:47.549 --> 03:13:48.650]  Okay, thanks Alex.
[03:13:48.650 --> 03:13:51.471]  I mean, maybe Michael Moore is a secret Trump voter.
[03:13:51.471 --> 03:13:55.514]  What's interesting about that clip is it started circulating last night.
[03:13:55.514 --> 03:13:57.715]  It got to the top of Reddit, I believe.
[03:13:57.715 --> 03:14:00.197]  And a lot of people were saying, that's fake!
[03:14:00.197 --> 03:14:02.978]  That's not even Michael Moore saying those words.
[03:14:02.978 --> 03:14:11.364]  And in fact, it took until today where we got the actual video of Michael Moore sat there during this Trumpland event saying those exact words.
[03:14:11.364 --> 03:14:13.705]  Yes, it is Michael Moore saying those words.
[03:14:13.705 --> 03:14:15.106]  But again, it illustrates the fact that
[03:14:15.506 --> 03:14:22.729]  You know, that was so supposedly out of character for Michael Moore that people thought that audio was actually fake when it's not.
[03:14:22.729 --> 03:14:36.895]  But one of my friends who is a liberal, he's quite prominent, he's a classical liberal in the sense he's not a leftist, he's not an SJW, but he sent me this comment and it ties in perfectly to the Michael Moore comment, which is this.
[03:14:37.575 --> 03:14:51.912]  I'm just astonished, horrified by the way that statements made by Trump regarding globalization and the rigged system are entirely congruent with a, quote, liberal critique of crony capitalism, slash lobbying, etc.
[03:14:52.853 --> 03:15:00.016]  I mean, they could come out of the mouths of Noam Chomsky or Bernie Sanders with hardly a word changed.
[03:15:00.016 --> 03:15:07.619]  And yet, simply because they're coming out of Trump's orange mouth, these statements are either roundly ignored or misrepresented.
[03:15:07.619 --> 03:15:10.261]  So again, it goes back to what Michael Moore was saying in that clip.
[03:15:11.241 --> 03:15:27.526]  Trump is hated by Wall Street, he's hated by corporate America, he's hated by the political establishment, and he represents members of the middle class in America who have been completely screwed over, who have lost their livelihoods, thanks to big business and thanks to big government.
[03:15:27.526 --> 03:15:32.068]  The very interest that Michael Moore built his career on supposedly opposing.
[03:15:32.788 --> 03:15:39.834]  So when you see him come out with statements like that, obviously that wasn't in the full context, but, you know, word for word, that's what he said.
[03:15:39.834 --> 03:15:41.856]  It's not a fake audio tape.
[03:15:41.856 --> 03:15:43.377]  It's very interesting.
[03:15:43.377 --> 03:15:47.060]  And by the way, we are showing the video since you mentioned it, that the video did later come out.
[03:15:47.060 --> 03:15:49.182]  Some of the audience first recorded it and got it out.
[03:15:49.182 --> 03:15:54.547]  And the fact that they denied it when clearly he was at the event, clearly he said it was even in newspapers.
[03:15:54.547 --> 03:15:59.131]  They're so in denial because when he finally tells the truth, it doesn't fit into the larger narrative.
[03:16:00.353 --> 03:16:06.038]  Well, I changed the Infowars article, so now you can actually see the video of him saying it in that article.
[03:16:06.038 --> 03:16:10.822]  But again, he knows that Trump supporters, as he said, they're not just racist rednecks.
[03:16:10.822 --> 03:16:22.031]  They're voting for Trump because he got up in front of the Ford executives and said, if you try and sell those cars back to America from Mexico, I'm going to slap a 35% tariff on you.
[03:16:22.031 --> 03:16:28.337]  He's not going to settle for that crony capitalism that, again, Michael Moore built his career on opposing.
[03:16:28.797 --> 03:16:29.998]  So again, he gets it.
