[00:00.000 --> 00:11.800]  Waging war on corruption.
[01:09:47.800 --> 01:09:52.280]  jury they bring in, the IRS takes bank accounts and just laughs at people while the ultra
[01:09:52.280 --> 01:09:56.680]  rich, I'm gonna cover this later, are exempt, lobbying for more taxes on us.
[01:09:56.680 --> 01:09:59.520]  But absolutely, the IRS wants to know your prayers.
[01:09:59.520 --> 01:10:03.140]  I mean, the reason the IRS is being used to run healthcare and everything now and getting
[01:10:03.140 --> 01:10:07.080]  our healthcare records is because they are the lawless criminal group, and they've gotten
[01:10:07.080 --> 01:10:09.320]  away with bloody murder.
[01:10:09.320 --> 01:10:14.240]  And so yes, they're the group everyone fears, they will be the Gestapo.
[01:10:14.240 --> 01:10:18.880]  Well they operate under the presumption that you're guilty and you have to prove your innocence.
[01:10:18.880 --> 01:10:22.440]  I mean, that's exactly the upside down opposite of what our law says.
[01:10:22.440 --> 01:10:24.000]  But then you can't even prove it.
[01:10:24.000 --> 01:10:25.360]  They've done that over and over again.
[01:10:25.360 --> 01:10:30.560]  And so the IRS has really been at the forefront of destroying our civil liberties and due
[01:10:30.560 --> 01:10:31.560]  process.
[01:10:31.560 --> 01:10:36.100]  Then they picked up the ball with the DEA and the drug wars.
[01:10:36.100 --> 01:10:37.100]  And now we see this-
[01:10:37.100 --> 01:10:41.140]  Asset forfeiture seizure where they pull an old lady over and she has $1,000 in her wallet
[01:10:41.140 --> 01:10:42.960]  and they just take it, no judge, no jury.
[01:10:42.960 --> 01:10:43.960]  That's North Korea, man.
[01:10:43.960 --> 01:10:46.880]  And everybody's like, well, America isn't a tyranny yet.
[01:10:46.880 --> 01:10:48.360]  Yes, it is.
[01:10:48.360 --> 01:10:51.860]  And then we're gonna get in more trouble till you admit it, America.
[01:10:51.860 --> 01:10:54.600]  Then they step it up even higher with the war on terrorism.
[01:10:54.600 --> 01:10:58.560]  So each one of these organizations is stepping it up to another level.
[01:10:58.560 --> 01:11:03.000]  And now they're saying that the terrorists aren't al-Qaeda, it's the Tea Party and conservatives.
[01:11:03.000 --> 01:11:10.280]  Right, even Piers Morgan and Joe Scarborough realized that this IRS scandal has implications
[01:11:10.280 --> 01:11:12.720]  for the Second Amendment and the gun registration.
[01:11:12.720 --> 01:11:17.160]  And I think it's interesting to see not only the pattern of tyranny, but the idea that
[01:11:17.160 --> 01:11:21.880]  all of these major legislative pushes that Obama is pushing through.
[01:11:21.880 --> 01:11:25.920]  Every single one of them comes with calls for a lot more information to be kept on the
[01:11:25.920 --> 01:11:26.920]  American people.
[01:11:26.920 --> 01:11:30.240]  Well, take the new census, totally unconstitutional.
[01:11:30.240 --> 01:11:34.320]  Businesses get a yearly one where they ask all these questions that they couldn't make
[01:11:34.320 --> 01:11:36.400]  you ask in a criminal investigation.
[01:11:36.400 --> 01:11:41.680]  It's all fraudulent, just bureaucrats seeing what you'll do and then threatening you.
[01:11:41.680 --> 01:11:45.600]  And when you do that, if you go in and you start to tell them the contents of your prayers
[01:11:45.600 --> 01:11:48.160]  or any of the other ridiculous- It empowers them.
[01:11:48.160 --> 01:11:51.600]  It empowers them because when they were going in and telling these groups, some of the more
[01:11:51.600 --> 01:11:56.000]  prosaic things that they were asking were things like, tell us everything that you plan
[01:11:56.000 --> 01:11:59.880]  on passing out at future meetings, all the politicians that you're going to talk to and
[01:11:59.880 --> 01:12:00.880]  so forth and so on.
[01:12:00.880 --> 01:12:01.880]  It's a chilling effect.
[01:12:01.880 --> 01:12:06.640]  If you give them any kind of answer that they can later claim that you lied to them on,
[01:12:06.640 --> 01:12:08.440]  okay, you basically committed perjury.
[01:12:08.440 --> 01:12:12.100]  So it's essentially not only intimidation, but it's also entrapment.
[01:12:12.100 --> 01:12:16.200]  But think about, we talked about how gun control, they're focusing on registration and database
[01:12:16.200 --> 01:12:17.200]  collection.
[01:12:17.200 --> 01:12:21.080]  Look at this immigration law they're coming out with over and over again within that bill
[01:12:21.080 --> 01:12:22.160]  and it's a huge bill.
[01:12:22.160 --> 01:12:26.440]  It's national biometric ID card for us and the illegals are exempt.
[01:12:26.440 --> 01:12:27.440]  Absolutely.
[01:12:27.440 --> 01:12:30.480]  Well, they're putting it in there as a condition for the illegals, but they're also-
[01:12:30.480 --> 01:12:31.480]  But they always waive it.
[01:12:31.480 --> 01:12:32.480]  They always waive it.
[01:12:32.480 --> 01:12:37.120]  Yeah, they're also gonna have this be a national database where the Social Security Administration
[01:12:37.120 --> 01:12:41.640]  is going to collect all this information on you and your biometric information before
[01:12:41.640 --> 01:12:43.520]  you're going to be allowed to get a job.
[01:12:43.520 --> 01:12:46.160]  Because they're gonna have to determine whether or not you're an illegal alien and they're
[01:12:46.160 --> 01:12:49.240]  gonna use all that biometric information for passports.
[01:12:49.240 --> 01:12:51.640]  So they're gonna use it to control whether you can get in and out of-
[01:12:51.640 --> 01:12:57.360]  Meanwhile, Obama has already by fiat stopped the deportations and is just legalizing them
[01:12:57.360 --> 01:12:58.360]  anyways.
[01:12:58.360 --> 01:12:59.360]  Right.
[01:12:59.360 --> 01:13:04.080]  So what they're doing is, again, what they're doing is they're using this false facade of
[01:13:04.080 --> 01:13:09.480]  the immigration bill to establish a biometric tyranny, a tyranny where they're going to
[01:13:09.480 --> 01:13:14.680]  have us have to get permission and the okay of the Department of Social Security and other
[01:13:14.680 --> 01:13:16.720]  government organizations in order to have a job.
[01:13:16.720 --> 01:13:20.080]  Well, they admit that already goes on, but now it's gonna be more.
[01:13:20.080 --> 01:13:21.320]  It's gonna be formalized.
[01:13:21.320 --> 01:13:24.520]  They want the biometrics, which they already have through the driver's license, federalized
[01:13:24.520 --> 01:13:30.000]  national ID, because you're gonna go thumbprint or face print, digital photo when you buy
[01:13:30.000 --> 01:13:31.000]  and sell.
[01:13:31.000 --> 01:13:35.720]  They say if you're not a good globalist, you're not even going to be able to buy and sell.
[01:13:35.720 --> 01:13:40.680]  Gee, I heard of that before, but the preachers won't talk about it cuz that's political.
[01:13:40.680 --> 01:13:41.680]  Exactly.
[01:13:41.680 --> 01:13:45.160]  And they won't talk about how they're gonna try to recruit five year olds into sexual
[01:13:45.160 --> 01:13:47.720]  activities in the public schools cuz that's political.
[01:13:47.720 --> 01:13:50.720]  And they won't talk about anything cuz that's political.
[01:13:50.720 --> 01:13:53.320]  So maybe this will be a wake up moment for them.
[01:13:53.320 --> 01:13:58.220]  Maybe when they see the kinds of actions of the IRS, they will believe that this biometric
[01:13:58.220 --> 01:14:02.340]  information that the government is now looking for to make everyone have to get permission
[01:14:02.340 --> 01:14:06.280]  from Washington to get a job, to travel, to do anything.
[01:14:06.280 --> 01:14:09.480]  Maybe that will be a wake up call now for the churches, hopefully it will.
[01:14:09.480 --> 01:14:12.080]  Some of the people have to wake up and do something.
[01:14:12.080 --> 01:14:15.240]  Well the churches just go that means the end of the world's next week, but then it's not
[01:14:15.240 --> 01:14:16.240]  gonna happen.
[01:14:16.240 --> 01:14:18.180]  Right, yeah, that's the sad part about it.
[01:14:18.180 --> 01:14:23.160]  So many of them look at it, they have this eschatology that says that they're not gonna
[01:14:23.160 --> 01:14:24.320]  go through any trouble.
[01:14:24.320 --> 01:14:28.220]  And so they look at this as a positive thing that they actually want to see happen.
[01:14:28.220 --> 01:14:30.880]  And that's one of the things that makes them passive.
[01:14:30.880 --> 01:14:32.560]  It's not just the IRS, it's also-
[01:14:32.560 --> 01:14:37.400]  And of course, the pre-tribulation rapture was not taught until about 150 years ago.
[01:14:37.400 --> 01:14:38.400]  That's right, yeah.
[01:14:38.400 --> 01:14:41.560]  I mean, a five year old could read the Bible and it clearly is not there.
[01:14:41.560 --> 01:14:44.280]  Right, the Darby sisters, yeah.
[01:14:44.280 --> 01:14:45.280]  It's very sad-
[01:14:45.280 --> 01:14:48.980]  I mean, even if you're not a Christian, folks, supposedly 77% of this country calls themselves
[01:14:48.980 --> 01:14:49.980]  that.
[01:14:49.980 --> 01:14:54.160]  The Bible is clear that the Antichrist comes, wages war on the saints, overcomes them, there's
[01:14:54.160 --> 01:14:55.960]  the biggest revival ever.
[01:14:55.960 --> 01:14:58.560]  And then the dead in Christ are raised and the living in Christ are raised.
[01:14:58.560 --> 01:15:02.080]  I mean, it's after the archangel ties up the devil and all that.
[01:15:02.080 --> 01:15:04.120]  I mean, it just isn't there.
[01:15:04.120 --> 01:15:07.840]  But your whore preachers work for the New World Order and are gonna sell you straight
[01:15:07.840 --> 01:15:08.840]  to hell.
[01:15:08.840 --> 01:15:13.960]  Well, you gotta ask whether a very complicated eschatology ought to trump the basic moral
[01:15:13.960 --> 01:15:15.480]  principles that are taught in the Bible.
[01:15:15.480 --> 01:15:16.960]  God's gonna say I don't know you.
[01:15:16.960 --> 01:15:19.160]  Yeah, let's just say there's a pre-tribulation rapture.
[01:15:19.160 --> 01:15:23.720]  You're not gonna fight any of this tyranny cuz you all go basically to your social club
[01:15:23.720 --> 01:15:26.120]  of the church to all feel good about yourselves?
[01:15:26.120 --> 01:15:30.000]  Martin Luther said, if I knew the world was gonna end tomorrow, I would still plant a
[01:15:30.000 --> 01:15:31.600]  tree today.
[01:15:31.600 --> 01:15:33.560]  And that's the kind of mindset that Christians need to have.
[01:15:33.560 --> 01:15:37.700]  They need to understand the basic moral principles that they need to fight for those as long
[01:15:37.700 --> 01:15:39.000]  as they're alive.
[01:15:39.000 --> 01:15:40.600]  And there's no excuse not to do that.
[01:15:40.600 --> 01:15:45.280]  Well, we've become a nation of cowards on average who worship tyranny.
[01:15:45.280 --> 01:15:48.460]  And now people notice their prosperity is going.
[01:15:48.460 --> 01:15:49.460]  That's why they're mad about the tyranny.
[01:15:49.460 --> 01:15:51.520]  And let me explain something to you.
[01:15:51.520 --> 01:15:55.040]  For every inch of tyranny they get, you lose an inch of freedom and now they're gaining
[01:15:55.040 --> 01:15:58.480]  light years of tyranny and you're losing light years of liberty.
[01:15:58.480 --> 01:16:01.500]  Thank you, David Knight.
[01:16:01.500 --> 01:16:05.800]  There's been a disaster and most of you don't even realize the terrible danger we're in.
[01:16:05.800 --> 01:16:09.520]  Alex Jones has warned you for years to get a good food storage.
[01:16:09.520 --> 01:16:14.600]  We thought the danger was drought, or food delivered to our gas tanks, or our food sold
[01:16:14.600 --> 01:16:19.720]  to other countries, or food so expensive that only those on food stamps and welfare could
[01:16:19.720 --> 01:16:20.720]  afford it.
[01:16:20.720 --> 01:16:25.640]  We have just experienced the most effective way to lose your freedom, liberty, and security
[01:16:25.640 --> 01:16:27.480]  without even a fight.
[01:16:27.480 --> 01:16:29.000]  Government regulation.
[01:16:29.000 --> 01:16:34.920]  After a 160-year tradition of self-reliance, the do-it-yourself and charitable Mormon food
[01:16:34.920 --> 01:16:40.360]  storage canneries in half the country are forced to shut down due to excessive government
[01:16:40.360 --> 01:16:41.640]  regulations.
[01:16:41.640 --> 01:16:44.160]  Grow your own food, more regulations.
[01:16:44.160 --> 01:16:47.800]  If you've ever been warned to get food while you can, this is it.
[01:16:47.800 --> 01:16:53.920]  Call 800-409-5633 or on the web, efoodsdirect.com slash Alex.
[01:16:53.920 --> 01:17:01.200]  That's 800-409-5633 or on the web, efoodsdirect.com slash Alex.
[01:17:01.200 --> 01:17:05.880]  Now that we have moved into the winter season, there is an increased need to support our
[01:17:05.880 --> 01:17:07.920]  immunity and health.
[01:17:07.920 --> 01:17:12.520]  At Silver Lungs, we are committed to meeting your needs by providing a full selection of
[01:17:12.520 --> 01:17:14.680]  silver-based products.
[01:17:14.680 --> 01:17:20.360]  Our most popular silver-based products are the 32-ounce nano-silver solutions, our 2-ounce
[01:17:20.360 --> 01:17:25.760]  nano-silver nasal applicators, as well as our all-natural silver soaps.
[01:17:25.760 --> 01:17:29.760]  Just released is our 100% natural silver gel.
[01:17:29.760 --> 01:17:34.400]  Our new silver gel is not based on synthetic gelling agents, which quickly evaporate and
[01:17:34.400 --> 01:17:39.560]  leave the silver at the surface, but rather we have formulated our silver gel using the
[01:17:39.560 --> 01:17:44.800]  natural skin-nourishing chemistry of aloe vera to quickly penetrate and nourish the
[01:17:44.800 --> 01:17:47.960]  skin, while delivering the silver more effectively.
[01:17:47.960 --> 01:17:54.680]  Visit www.silverlungs.com and click on our store page to find what silver-based products
[01:17:54.680 --> 01:17:56.880]  are best for you.
[01:17:56.880 --> 01:18:00.240]  That's www.silverlungs.com.
[01:18:00.240 --> 01:18:02.160]  Introducing Pro One.
[01:18:02.160 --> 01:18:05.760]  All of your filtration in one system, portable, on the go.
[01:18:05.760 --> 01:18:10.360]  No more do you have two or three filters to just reduce sodium fluoride.
[01:18:10.360 --> 01:18:15.800]  You have a system that cuts out the sodium fluoride and up to 95% of hydrofluorosolicic
[01:18:15.800 --> 01:18:16.800]  acid.
[01:18:16.800 --> 01:18:21.420]  Advanced manufacturing technology combines silver impregnated white ceramic with new
[01:18:21.420 --> 01:18:26.880]  Aquamedics advanced media for removal of fluoride and other heavy metals, all in one filter
[01:18:26.880 --> 01:18:27.880]  element.
[01:18:27.880 --> 01:18:32.400]  It is the only one that does it, and out of the gates, we have it discounted at 10% off
[01:18:32.400 --> 01:18:33.920]  with promo code WATER.
[01:18:33.920 --> 01:18:41.360]  This is the only system that in one unit helps reduce or remove pesticides, herbicides, chloramines,
[01:18:41.360 --> 01:18:47.040]  ammonia and chlorine, hydrofluorosolicic acid, the most common form of fluoride not covered
[01:18:47.040 --> 01:18:51.240]  by other fluoride filter brands, and sodium hexafluorosilicate.
[01:18:51.240 --> 01:19:00.580]  Get your Pro Pure with the new Pro One filters today at Infowarsstore.com or by calling 888-253-3139.
[01:19:00.580 --> 01:19:06.180]  With health threats on the rise such as West Nile virus, MRSA, CRE, and now the new bird
[01:19:06.180 --> 01:19:10.720]  flu recently discovered in China, there has never been a more crucial time to support
[01:19:10.720 --> 01:19:13.160]  your immune system.
[01:19:13.160 --> 01:19:17.280]  Supernatural Silver is a revolutionary new silver solution that is clinically shown to
[01:19:17.280 --> 01:19:22.780]  be several hundred times more effective than colloidal or ionic silver, and is powerful
[01:19:22.780 --> 01:19:26.160]  enough to help protect you and your family.
[01:19:26.160 --> 01:19:30.680]  Supernatural Silver is scientifically supported, highly effective, and perfect for everyday
[01:19:30.680 --> 01:19:33.080]  use inside the body as well as out.
[01:19:33.080 --> 01:19:37.520]  The Science Digest Journal says, Silver is our mightiest germ fighter.
[01:19:37.520 --> 01:19:42.920]  It is virtually non-toxic and is emerging as a wonder of modern medicine.
[01:19:42.920 --> 01:19:47.000]  Supernatural Silver is the number one choice of thousands for improved health and immune
[01:19:47.000 --> 01:19:48.100]  system support.
[01:19:48.100 --> 01:19:53.960]  To find out how Supernatural Silver can change your life, go to SupernaturalSilver.com and
[01:19:53.960 --> 01:19:59.960]  use the promo code SPRING2013 for 20% off and like us on Facebook.
[01:19:59.960 --> 01:20:05.200]  Coast to Coast, direct from Austin.
[01:20:05.200 --> 01:20:12.640]  You're listening to the Alex Jones Broadcasting Network.
[01:20:12.640 --> 01:20:19.920]  I have sworn upon the altar of God eternal hostility against every form of tyranny over
[01:20:19.920 --> 01:20:22.320]  the mind of man.
[01:20:22.320 --> 01:20:29.680]  Thomas Jefferson, it's Alex Jones on the GCN Radio Network.
[01:20:29.680 --> 01:20:36.960]  Ladies and gentlemen, the exact same handful of globalist mega banks that own the big insurance
[01:20:36.960 --> 01:20:42.760]  companies, that own the major infrastructure, that make their money off of government contracts
[01:20:42.760 --> 01:20:45.600]  and putting their own politicians in power.
[01:20:45.600 --> 01:20:50.260]  They were the ones all over Europe taking people's private bank accounts of paid for
[01:20:50.260 --> 01:20:53.800]  tax money, after tax money.
[01:20:53.800 --> 01:20:58.360]  They are the ones then that exempt their own operatives in government and corporations
[01:20:58.360 --> 01:21:00.840]  from all the taxes.
[01:21:00.840 --> 01:21:02.500]  And that's why I get so upset.
[01:21:02.500 --> 01:21:06.080]  This is a lawless criminality.
[01:21:06.080 --> 01:21:12.720]  I've watched them do it in Latin America, in Asia, in Europe, the very same people.
[01:21:12.720 --> 01:21:18.560]  And I've interviewed professors of economics and the number three in the Japanese government
[01:21:18.560 --> 01:21:26.160]  and top EU Parliament members, concurring with my analysis, with their analysis.
[01:21:26.160 --> 01:21:28.000]  This is not my opinion.
[01:21:28.000 --> 01:21:34.240]  I'm a person that literally eat, sleeps, drinks and dreams this stuff.
[01:21:34.240 --> 01:21:37.320]  All I do is research.
[01:21:37.320 --> 01:21:38.320]  And that's what's frustrating.
[01:21:38.320 --> 01:21:40.080]  I then talk to the general public.
[01:21:40.080 --> 01:21:42.760]  You're not stupid on average, new listeners.
[01:21:42.760 --> 01:21:49.480]  You just don't care and aren't informed about geopolitics.
[01:21:49.480 --> 01:21:52.280]  And you don't know about due process, the Bill of Rights Constitution.
[01:21:52.280 --> 01:21:56.440]  You probably haven't interviewed over 100 constitutional lawyers like I have on air.
[01:21:56.440 --> 01:22:00.000]  I live this stuff.
[01:22:00.000 --> 01:22:01.200]  I live case law.
[01:22:01.200 --> 01:22:02.280]  I live history.
[01:22:02.280 --> 01:22:03.520]  I live it.
[01:22:03.520 --> 01:22:07.600]  I live it.
[01:22:07.600 --> 01:22:12.240]  To quite frankly an embarrassing level, I was at a two hour music recital with different
[01:22:12.240 --> 01:22:15.300]  groups of kids up there in a big facility today.
[01:22:15.300 --> 01:22:20.360]  And I was sitting there except when my kids came out, listening to law tapes for two hours
[01:22:20.360 --> 01:22:21.680]  because I can't help it.
[01:22:21.680 --> 01:22:25.040]  I cannot sit there and watch people dance for two hours.
[01:22:25.040 --> 01:22:29.640]  I had to listen to law tapes while I was there.
[01:22:29.640 --> 01:22:34.960]  And I'm not bragging, it's just that it freaks me out to be absolutely confirmed in all of
[01:22:34.960 --> 01:22:35.960]  this.
[01:22:35.960 --> 01:22:39.000]  I mean, it is devastating how much danger we're in.
[01:22:39.000 --> 01:22:43.560]  And then people are like, wow, the IRS is intimidating people, I guess we are in trouble.
[01:22:43.560 --> 01:22:49.480]  Man, if you knew how much trouble we're in, we would fix this very quickly.
[01:22:49.480 --> 01:22:51.680]  Where is your common sense?
[01:22:51.680 --> 01:23:00.960]  Gazelles run from lions, deer in the forests of northern India run from the Bengal tiger.
[01:23:00.960 --> 01:23:05.160]  I mean, just at least run from it.
[01:23:05.160 --> 01:23:08.160]  But running from it doesn't mean crouching.
[01:23:08.160 --> 01:23:15.760]  Does a gazelle to a lion get in front of it and grovel?
[01:23:15.760 --> 01:23:18.440]  And then the lion is nice to them?
[01:23:18.440 --> 01:23:19.440]  That's what you're doing.
[01:23:19.440 --> 01:23:24.800]  I mean, if you wanna run from this, I would respect that more out of the fire into the
[01:23:24.800 --> 01:23:25.800]  frying pan.
[01:23:25.800 --> 01:23:27.840]  Other countries are under the same tyranny as well.
[01:23:27.840 --> 01:23:28.900]  I would respect it more.
[01:23:28.900 --> 01:23:37.920]  But just the groveling and I'll get ahead toadying, you have empowered this.
[01:23:37.920 --> 01:23:41.960]  And man, I watch over the last seven years where they've been changing laws and regulations
[01:23:41.960 --> 01:23:46.100]  and they've already spent all the federal pension funds.
[01:23:46.100 --> 01:23:51.320]  They're now paying for it with Treasury notes and totally worthless garbage.
[01:23:51.320 --> 01:23:54.000]  I mean, folks, there's no way.
[01:23:54.000 --> 01:24:08.120]  I sat there this morning after I had swum some laps in a swimming pool in Austin.
[01:24:08.120 --> 01:24:11.880]  And I laid there and listened to a group of school teachers talk about how they couldn't
[01:24:11.880 --> 01:24:15.120]  pay their bills or what they were paid and how the government owed them more.
[01:24:15.120 --> 01:24:19.520]  There was more money and how these people are out of work in their family who don't
[01:24:19.520 --> 01:24:22.120]  work for the government, but it'll be okay.
[01:24:22.120 --> 01:24:26.880]  And I'm sitting there going, hey, we've been signed on to two quadrillion in fake derivatives
[01:24:26.880 --> 01:24:27.880]  debts.
[01:24:27.880 --> 01:24:28.880]  Let's be honest.
[01:24:28.880 --> 01:24:29.880]  I mean, let's be conservative.
[01:24:29.880 --> 01:24:34.600]  I don't know what, it's like 30, 40, 50 times all the wealth in all the world.
[01:24:34.600 --> 01:24:36.400]  Some estimates are over 100 times.
[01:24:36.400 --> 01:24:39.920]  Let's just say it's a lot more than we can pay back and it isn't our debt.
[01:24:39.920 --> 01:24:42.680]  We've got a $17 trillion debt ourselves.
[01:24:42.680 --> 01:24:48.800]  The domestic product is at $17 trillion a year where our credit rating is being lowered.
[01:24:48.800 --> 01:24:50.400]  And this was all done by design.
[01:24:50.400 --> 01:24:54.640]  I had economists on like George Humphrey, former Austin City Council member, but that's
[01:24:54.640 --> 01:24:56.580]  not why I'm impressed by him.
[01:24:56.580 --> 01:25:01.040]  He's a successful businessman who owns stuff all over the world, lives all over the world.
[01:25:01.040 --> 01:25:04.340]  I'm not gonna even get into how much money he's probably worth.
[01:25:04.340 --> 01:25:08.200]  So busy he can't even come on this show living all over the world.
[01:25:08.200 --> 01:25:13.040]  And I remember interviewing him in 1998 and he laid out everything was gonna happen, derivatives,
[01:25:13.040 --> 01:25:17.640]  the quadrillion, the whole plan, the plan to implode us, and it all happened.
[01:25:17.640 --> 01:25:24.160]  Ron Paul, same thing, all happened.
[01:25:24.160 --> 01:25:30.680]  And I'm sitting here loving this country, and loving freedom, and going into debt bondage,
[01:25:30.680 --> 01:25:38.600]  and I see the childlike public having no idea how much trouble we're in.
[01:25:38.600 --> 01:25:40.760]  I wanna go to a bunch of clubs, we only got guests coming up.
[01:25:40.760 --> 01:25:44.360]  Adam Kokesh has been arrested, another guy that called for an armed peaceful march on
[01:25:44.360 --> 01:25:48.080]  Washington to exercise the Second Amendment and civil disobedience.
[01:25:48.080 --> 01:25:50.280]  But let's go to some of these clips.
[01:25:50.280 --> 01:25:53.520]  Here's Obama saying don't worry about tyranny, and then I'll get to the new clips.
[01:25:53.520 --> 01:25:57.000]  Here's Obama saying don't worry about tyranny.
[01:25:57.000 --> 01:26:02.080]  That's 180 degrees from what the founders said, here it is.
[01:26:02.080 --> 01:26:08.400]  Unfortunately you've grown up hearing voices that incessantly warn of government as nothing
[01:26:08.400 --> 01:26:14.640]  more than some separate sinister entity that's at the root of all our problems.
[01:26:14.640 --> 01:26:18.920]  Some of these same voices also do their best to gum up the works.
[01:26:18.920 --> 01:26:24.240]  They'll warn that tyranny is always lurking just around the corner.
[01:26:24.240 --> 01:26:25.240]  You should reject these voices.
[01:26:25.240 --> 01:26:26.800]  All right, that's enough.
[01:26:26.800 --> 01:26:28.760]  Tyranny's always lurking around the corner.
[01:26:28.760 --> 01:26:33.680]  Hell, it's in our lap right now, and it's crushing us, it weighs like 5,000 pounds.
[01:26:33.680 --> 01:26:35.640]  I want it off my back.
[01:26:35.640 --> 01:26:41.160]  Now let's go to a clip, the whole clip's up on infowars.com, cuz it's incredible.
[01:26:41.160 --> 01:26:46.840]  And it's Bill Maher and it's Michael Moore, we're gonna analyze it and critique it here.
[01:26:46.840 --> 01:26:53.580]  And they're saying it's treason to try to repeal Obamacare and have 37 different House
[01:26:53.580 --> 01:26:54.880]  members introduce bills.
[01:26:54.880 --> 01:26:59.040]  That's their right as elected representatives of the people that try to repeal that unconstitutional
[01:26:59.040 --> 01:27:05.200]  monstrosity written by foreign insurance companies that have doubled the rates to rape people.
[01:27:05.200 --> 01:27:08.600]  And they lie on the show and say it's lowered rates, like their audience is idiots.
[01:27:08.600 --> 01:27:11.840]  Then Michael Moore goes, it doesn't matter, the conservatives have been defeated, look
[01:27:11.840 --> 01:27:12.980]  at the demographics.
[01:27:12.980 --> 01:27:16.560]  The demographics of people from countries that have no freedom, that think the government's
[01:27:16.560 --> 01:27:20.800]  their friend, they don't think that, they're thinking short term.
[01:27:20.800 --> 01:27:24.800]  I mean, demographics, the Republicans aren't gonna save us, their establishment as well
[01:27:24.800 --> 01:27:29.400]  at the highest levels, but the Tea Party type people, that's who all of them are after.
[01:27:29.400 --> 01:27:34.160]  So let's go to this disgusting clip where Michael Moore says America doesn't want guns,
[01:27:34.160 --> 01:27:35.160]  here it is.
[01:27:35.160 --> 01:27:38.720]  I'm trying to repeal it for the 37th time.
[01:27:38.720 --> 01:27:41.960]  Is that a wise use of our resources and time?
[01:27:41.960 --> 01:27:46.880]  I mean, at some point, obstruction becomes, I don't know, treason?
[01:27:46.880 --> 01:27:51.100]  You know, I mean, they've also blocked Obama's head of the EPA, there's no way-
[01:27:51.100 --> 01:27:55.040]  Shipping guns to Mexico to blame the Second Amendment is treason.
[01:27:55.040 --> 01:27:58.840]  At some point, it just becomes more about hating him than loving your country.
[01:27:58.840 --> 01:27:59.840]  No, we hate America.
[01:27:59.840 --> 01:28:00.840]  Hit pause.
[01:28:00.840 --> 01:28:02.080]  That's really what it is.
[01:28:02.080 --> 01:28:03.080]  It's hating America.
[01:28:03.080 --> 01:28:05.400]  We're gonna play the rest when we come back and then go to our guest.
[01:28:05.400 --> 01:28:06.400]  It's hating America.
[01:28:06.400 --> 01:28:12.200]  Let me tell you something, if we had a black president that was like Ron Paul, I would
[01:28:12.200 --> 01:28:14.320]  wash his feet.
[01:28:14.320 --> 01:28:16.860]  What makes me mad is I really don't care what color you are.
[01:28:16.860 --> 01:28:21.240]  The problem is they now attach in the media what color you are is what you're supposedly
[01:28:21.240 --> 01:28:22.240]  to stand for.
[01:28:22.240 --> 01:28:26.680]  Like, owning guns and owning your own property and running your own life, that's an old white
[01:28:26.680 --> 01:28:27.680]  guy thing.
[01:28:27.680 --> 01:28:29.580]  You know, we're the winning team.
[01:28:29.580 --> 01:28:33.920]  We're the Hispanics and the black people, and we like Che Guevara and communism.
[01:28:33.920 --> 01:28:37.880]  And I'm like, do you know what communism produces?
[01:28:37.880 --> 01:28:38.880]  It's not communism.
[01:28:38.880 --> 01:28:40.440]  It's just a group of thugs running things.
[01:28:40.440 --> 01:28:42.840]  I want liberty for Mexico.
[01:28:42.840 --> 01:28:44.480]  I want liberty for Argentina.
[01:28:44.480 --> 01:28:46.620]  I want liberty for Nigeria.
[01:28:46.620 --> 01:28:50.680]  In my heart, I have goodwill, but I also know if they don't have liberty, I'm not gonna
[01:28:50.680 --> 01:28:51.680]  have it intellectually.
[01:28:51.680 --> 01:29:01.560]  We're gonna come back to the disgusting demon, uh, I can't even say his name, Michael Moore.
[01:29:01.560 --> 01:29:05.880]  There's been a disaster and most of you don't even realize the terrible danger we're in.
[01:29:05.880 --> 01:29:09.580]  Alex Jones has warned you for years to get a good food storage.
[01:29:09.580 --> 01:29:14.680]  We thought the danger was drought, or food delivered to our gas tanks, or our food sold
[01:29:14.680 --> 01:29:19.760]  to other countries, or food so expensive that only those on food stamps and welfare could
[01:29:19.760 --> 01:29:20.760]  afford it.
[01:29:20.760 --> 01:29:25.720]  We have just experienced the most effective way to lose your freedom, liberty, and security
[01:29:25.720 --> 01:29:27.540]  without even a fight.
[01:29:27.540 --> 01:29:29.040]  Government regulation.
[01:29:29.040 --> 01:29:34.980]  After a 160-year tradition of self-reliance, the do-it-yourself and charitable Mormon food
[01:29:34.980 --> 01:29:40.400]  storage canneries in half the country are forced to shut down due to excessive government
[01:29:40.400 --> 01:29:41.680]  regulations.
[01:29:41.680 --> 01:29:44.200]  Grow your own food, more regulations.
[01:29:44.200 --> 01:29:47.880]  If you've ever been warned to get food while you can, this is it.
[01:29:47.880 --> 01:29:53.960]  Call 800-409-5633 or on the web, efoodsdirect.com slash Alex.
[01:29:53.960 --> 01:30:00.840]  That's 800-409-5633 or on the web, efoodsdirect.com slash Alex.
[01:30:00.840 --> 01:30:05.560]  You prepare by purchasing gold, food, and firearms, but if you don't have a home security
[01:30:05.560 --> 01:30:10.320]  system, then you're missing a critical weapon in your arsenal for home protection.
[01:30:10.320 --> 01:30:14.040]  When you're sleeping or away from home, who's watching out for intruders?
[01:30:14.040 --> 01:30:15.740]  Check out Simply Safe.
