[00:00:03.863 --> 00:00:06.544]  First, congratulations.
[03:00:43.754 --> 03:00:49.237]  So we start to kind of push with them and stuff, and then I can't see what's going on, you know, over the little hill there at the Supreme Court.
[03:00:49.237 --> 03:00:49.898]  I go, forget it.
[03:00:49.898 --> 03:00:50.738]  I don't care.
[03:00:50.738 --> 03:00:51.399]  We'll go over here.
[03:00:51.399 --> 03:00:54.841]  Well, the whole crowd that I already told to be there follows me.
[03:00:54.841 --> 03:00:56.402]  So now I see what this looked like.
[03:00:56.402 --> 03:01:03.507]  I did go take over one of their events earlier in the day to bring some of the people to the Jericho March.
[03:01:03.507 --> 03:01:04.487]  I was mad at them.
[03:01:04.487 --> 03:01:05.448]  I was being a stinker.
[03:01:07.403 --> 03:01:08.604]  And so I apologize for that.
[03:01:08.604 --> 03:01:14.207]  But when I came to the next event at the Supreme Court, I was told that that was somebody else's event and that wasn't true.
[03:01:14.207 --> 03:01:20.050]  And so there's a lot of these groups manipulating, playing each other off, fighting with each other, and I'm not in the middle of that.
[03:01:20.050 --> 03:01:20.950]  I'm not involved in that.
[03:01:20.950 --> 03:01:23.392]  So let me just say this here on air.
[03:01:23.392 --> 03:01:26.713]  You've got Women for America First, who do great events around the country.
[03:01:26.713 --> 03:01:28.914]  I don't know hardly anything about them except that they've been around 15 years.
[03:01:30.950 --> 03:01:32.291]  They put on a bunch of big deals.
[03:01:32.291 --> 03:01:35.772]  I think Amy Kramer and Kylie Kramer, her daughter, are overall great people.
[03:01:35.772 --> 03:01:37.513]  They've done a great job.
[03:01:37.513 --> 03:01:41.534]  Particularly Kylie, because I did see her at the same hotel we were staying at.
[03:01:41.534 --> 03:01:46.876]  And I did roll down the window the night before the event and smart mouthily said, you're not keeping me from anything.
[03:01:46.876 --> 03:01:48.217]  I'm going to take over your event tomorrow.
[03:01:48.917 --> 03:02:05.642]  Well then, no wonder, when I then get told, go down to the thing at the Supreme Court, I show up, there's securities there waiting for me, they run into us, you see me on video, say, forget it, we'll go, and then they call up Millie Weaver and go, look, he's attacking Millie Weaver, she wasn't speaking when I got there.
[03:02:05.642 --> 03:02:07.663]  I like Millie, she used to work here.
[03:02:07.663 --> 03:02:17.466]  So, I apologize to Millie, and I apologize to Kylie Kramer, I did say something smart-mouthed to Kylie, and we don't need to end fight, it's all stupid, it doesn't matter.
[03:02:18.339 --> 03:02:19.780]  And here's why I told the rest of the story.
[03:02:19.780 --> 03:02:23.101]  No one was going to end up paying for the event that Trump said.
[03:02:23.101 --> 03:02:25.181]  Because that's to be privately put on when Trump does an event.
[03:02:25.181 --> 03:02:26.242]  Donors have to do it.
[03:02:26.242 --> 03:02:27.062]  Everybody's deserted Trump.
[03:02:27.062 --> 03:02:29.823]  Nobody was going to pay for the event on the 5th either.
[03:02:29.823 --> 03:02:31.904]  I went ahead and paid the down payments.
[03:02:31.904 --> 03:02:39.127]  And then like, biblically, the widow's might, the phone rings and this big donor reimburses me the money.
[03:02:39.127 --> 03:02:42.108]  Literally offers me the amount of money I just paid.
[03:02:42.108 --> 03:02:42.808]  She's a great lady.
[03:02:43.888 --> 03:02:47.669]  And then all the infighting with all these groups turns up and gets crazy.
[03:02:47.669 --> 03:02:49.169]  And I just said, I prayed about it.
[03:02:49.169 --> 03:02:53.270]  And I said, I told some other folks last week, I said, I'm going to apologize to the Kramers.
[03:02:53.270 --> 03:02:54.250]  Like, well, they're not perfect.
[03:02:54.250 --> 03:02:55.390]  Well, nobody is.
[03:02:55.390 --> 03:02:56.391]  I'm going to apologize.
[03:02:56.391 --> 03:02:57.931]  And I'm going to tell the story on air.
[03:02:57.931 --> 03:02:59.891]  So people know what really happened.
[03:02:59.891 --> 03:03:02.332]  And so I apologize to women for America.
[03:03:02.332 --> 03:03:08.493]  First, you're doing a great job and they are putting on the big deal on the ellipse on the six that I'll also be at with Roger Stone.
[03:03:08.493 --> 03:03:08.753]  So there.
[03:03:08.993 --> 03:03:09.794]  Hatchet's buried.
[03:03:09.794 --> 03:03:13.718]  But let's play some of the footage of what really happened at the Supreme Court at the last D.C.
[03:03:13.718 --> 03:03:24.311]  event, where you see, I don't see Millie up there, I see a guy kind of in a Santa Claus outfit, kind of a cool outfit I guess, a nice guy I'm told, and I get pushed away and I leave, and I go across the street and everybody follows me.
[03:03:24.311 --> 03:03:27.314]  I feel like I'm desperate for a crowd, anywhere I go I get a crowd there.
[03:03:27.314 --> 03:03:29.637]  So, that's what happened, here's the truth, here's the footage.
[03:03:35.602 --> 03:03:38.912]  I'm Alex Jones, and this is The Info War!
[03:03:45.535 --> 03:03:49.456]  At four o'clock today, we're going to march back to the Supreme Court.
[03:03:49.456 --> 03:03:51.557]  You got some other great folks at Freedom Plaza.
[03:03:51.557 --> 03:03:53.757]  If some of you aren't here later, go get them.
[03:03:53.757 --> 03:03:56.818]  Leave them in the Supreme Court at four, at this great event.
[03:03:56.818 --> 03:03:57.938]  But pray for America.
[03:03:57.938 --> 03:04:00.839]  See, I'm going to take a break from this event, but I didn't know they were putting on two.
[03:04:00.839 --> 03:04:01.780]  I'm just saying, go the next event.
[03:04:01.780 --> 03:04:02.640]  I was told to.
[03:04:02.640 --> 03:04:04.420]  But with Trump, it's as close as it got.
[03:04:04.420 --> 03:04:06.661]  Look how far we've come.
[03:04:06.661 --> 03:04:08.641]  Look at what we've been able to do.
[03:04:08.641 --> 03:04:10.242]  And this is just the beginning.
[03:04:10.242 --> 03:04:14.063]  So we're at the back of the crowd, and these guys run up, and this is what happens.
[03:04:14.963 --> 03:04:16.124]  You're not allowed to be here!
[03:04:16.124 --> 03:04:17.144]  You're not allowed to be here!
[03:04:17.144 --> 03:04:18.105]  You're not allowed to be here!
[03:04:18.105 --> 03:04:18.905]  You're not allowed to be here!
[03:04:18.905 --> 03:04:19.645]  You're not allowed to be here!
[03:04:19.645 --> 03:04:20.426]  You're not allowed to be here!
[03:04:20.426 --> 03:04:21.166]  You're not allowed to be here!
[03:04:21.166 --> 03:04:21.906]  You're not allowed to be here!
[03:04:21.906 --> 03:04:22.747]  You're not allowed to be here!
[03:04:22.747 --> 03:04:23.787]  You're not allowed to be here!
[03:04:23.787 --> 03:04:24.428]  You're not allowed to be here!
[03:04:24.428 --> 03:04:25.168]  You're not allowed to be here!
[03:04:25.168 --> 03:04:26.088]  You're not allowed to be here!
[03:04:26.088 --> 03:04:27.029]  You're not allowed to be here!
[03:04:27.029 --> 03:04:28.169]  You're not allowed to be here!
[03:04:28.169 --> 03:04:29.270]  You're not allowed to be here!
[03:04:29.270 --> 03:04:30.411]  You're not allowed to be here!
[03:04:30.411 --> 03:04:31.371]  You're not allowed to be here!
[03:04:31.371 --> 03:04:33.252]  You're not allowed to be here!
[03:04:33.252 --> 03:04:34.393]  You're not allowed to be here!
[03:04:34.393 --> 03:04:35.233]  You're not allowed to be here!
[03:04:35.233 --> 03:04:36.313]  You're not allowed to be here!
[03:04:36.313 --> 03:04:37.254]  You're not allowed to be here!
[03:04:37.254 --> 03:04:38.074]  You're not allowed to be here!
[03:04:38.074 --> 03:04:39.035]  You're not allowed to be here!
[03:04:39.035 --> 03:04:39.895]  You're not allowed to be here!
[03:04:39.895 --> 03:04:40.776]  You're not allowed to be here!
[03:04:40.776 --> 03:04:41.436]  You're not allowed to be here!
[03:04:42.694 --> 03:04:44.335]  And so the crowd's there, they're my fans.
[03:04:44.335 --> 03:04:47.557]  I go across the street, everybody follows, and they just stop their rally and leave.
[03:04:47.557 --> 03:04:49.197]  Because it was supposed to be over anyways.
[03:04:49.197 --> 03:04:53.780]  And so what I didn't know is I guess their rally was ending at 4 or 5 or whatever.
[03:04:53.780 --> 03:04:56.061]  I don't even care.
[03:04:56.061 --> 03:05:01.404]  But I get the guy in the red suit, you know, thought that I was there to take over their precious event.
[03:05:01.404 --> 03:05:02.724]  I got millions of audience every day.
[03:05:02.724 --> 03:05:03.745]  I won't take anything over.
[03:05:06.334 --> 03:05:18.843]  Now, minutes later, keep going, they call Millie Weaver up, and I like Millie, but she knows that the guy calls her up after I was already across the street, and she says I came to disrupt her.
[03:05:18.843 --> 03:05:20.084]  Millie, I don't have a crystal ball.
[03:05:20.084 --> 03:05:23.086]  I didn't know that.
[03:05:23.086 --> 03:05:24.947]  Never try to disrupt her deal.
[03:05:26.795 --> 03:05:31.378]  And so again, I'm already across the street, the crowd's followed me, and then they call Millie up so she can be a victim.
[03:05:31.378 --> 03:05:33.179]  That's not the Kramers, and that's not that guy.
[03:05:33.179 --> 03:05:34.019]  He didn't even know what was going on.
[03:05:34.019 --> 03:05:35.060]  It's not even Millie.
[03:05:35.060 --> 03:05:37.341]  It's just we're primed to be victims in this society.
[03:05:37.341 --> 03:05:38.442]  So I'll say it.
[03:05:38.442 --> 03:05:43.305]  I'm the bad guy, I apologize to Millie, and I apologize to Santa Claus, dude.
[03:05:43.305 --> 03:05:44.906]  And I'm up in me, and it's kind of a cool Santa Claus.
[03:05:44.906 --> 03:05:46.307]  He's wearing a Santa Claus outfit, folks.
[03:05:47.067 --> 03:05:50.870]  But seriously, I'm not going to have that happen at these events next week.
[03:05:50.870 --> 03:05:52.230]  It isn't about infighting.
[03:05:52.230 --> 03:05:55.672]  It's about millions and millions on the street, you being in the crowd.
[03:05:55.672 --> 03:05:57.334]  It's not about the speeches.
[03:05:57.334 --> 03:05:58.174]  It's not about that.
[03:05:58.174 --> 03:06:03.457]  It's about Trump giving a speech saying he's not going to concede and us standing with him and occupying DC.
[03:06:03.457 --> 03:06:04.418]  Owen, 30 second comment.
[03:06:04.818 --> 03:06:10.783]  Well, I was there for the entire series of events you just described and, I mean, it is entirely factually correct.
[03:06:10.783 --> 03:06:12.864]  The problem is, look, there's always going to be infighting.
[03:06:12.864 --> 03:06:19.450]  These are just, you know, tense times and, you know, our problem is we're like the Lone Rangers out here in Texas, you know.
[03:06:19.450 --> 03:06:20.430]  They live in D.C.
[03:06:20.430 --> 03:06:21.291]  They live in New York.
[03:06:21.291 --> 03:06:22.572]  That's kind of their thing.
[03:06:22.572 --> 03:06:23.873]  We're just like berserkers.
[03:06:23.873 --> 03:06:24.854]  Like, we're just in a war.
[03:06:24.854 --> 03:06:28.977]  It's like we don't have time to analyze all the little blades of grass on the battlefield.
[03:06:28.977 --> 03:06:30.758]  We charge in, have a victory, and leave.
[03:06:30.758 --> 03:06:31.959]  And so, it's all right, though.
[03:06:31.959 --> 03:06:33.501]  We're all learning to get along and that's a good thing.
[03:06:34.241 --> 03:06:34.521]  That's right.
[03:06:34.521 --> 03:06:38.224]  Let's talk about the demonstration we're having tonight, which everyone's welcome to come to at 11 o'clock.
[03:06:38.224 --> 03:06:39.505]  No one's in charge.
[03:06:39.505 --> 03:06:39.945]  Be right back.
[03:06:47.381 --> 03:06:49.562]  It is pure turmeric.
[03:06:49.562 --> 03:06:58.768]  It goes together very well with our body's ultimate turmeric formula that is taken as a powdered capsule and absorbed in the stomach and intestines.
[03:06:58.768 --> 03:07:04.612]  This is absorbed under the tongue, into the bloodstream, and then the remaining also is then absorbed by the stomach.
[03:07:04.612 --> 03:07:06.773]  So it's more of an intense delivery system.
[03:07:07.233 --> 03:07:10.456]  The two formulas are different, but both are concentrates.
[03:07:10.456 --> 03:07:12.298]  And our first product got rave reviews.
[03:07:12.298 --> 03:07:14.419]  We've now been testing this out for several months.
[03:07:14.419 --> 03:07:16.601]  Some of our staff like it more than bodies.
[03:07:16.601 --> 03:07:17.962]  Some like bodies better.
[03:07:17.962 --> 03:07:22.106]  For me, they're both amazing for their anti-inflammatory action and so much more.
[03:07:22.106 --> 03:07:23.287]  And they fund the InfoWare.
[03:07:23.287 --> 03:07:27.911]  So get our new liquid turmeric extract exclusively at InfoWareStore.com today.
[03:07:27.911 --> 03:07:28.632]  An additional 25% off.
[03:07:28.632 --> 03:07:29.152]  This is a 360 win.
[03:07:32.395 --> 03:07:37.478]  Turmeric is renowned for what it does for all of our bodies, for inflammation and so much more.
[03:07:37.478 --> 03:07:40.480]  Get yours today at InfoWarsLife.com.
[03:07:40.480 --> 03:07:42.161]  Mountain Patriot in Colorado.
[03:07:42.161 --> 03:07:43.562]  Thank you for holding.
[03:07:43.562 --> 03:07:45.063]  How you doing Alex?
[03:07:45.063 --> 03:07:46.484]  Man, I'm just working as hard as I can.
[03:07:46.484 --> 03:07:47.705]  We're in such a critical time, brother.
[03:07:47.705 --> 03:07:48.445]  How are you?
[03:07:48.445 --> 03:07:49.246]  I love you, man.
[03:07:49.246 --> 03:07:51.547]  I want to make a quick plug.
[03:07:51.547 --> 03:07:53.429]  That DNA Force, I love it.
[03:07:53.429 --> 03:07:59.873]  I've been using it quite a while and I just went looked at the ingredients again the other day and I see that it contains quercetin,
[03:08:00.979 --> 03:08:12.870]  Which according to some published studies that Dr. Merkula has cited is an ionophore similar to hydroxychloroquine and it helps channel the zinc into the cells.
[03:08:12.870 --> 03:08:14.891]  So people might want to take a look at that.
[03:08:15.940 --> 03:08:34.162]  All I know is with DNA Force, we went out and looked at these high-end products that they sell through doctor clinics that aren't prescription but the doctor sells like 300 bucks a bottle because there's a lot of expensive products and it's really only cost them like 50 bucks and so we basically cloned two different top brands together and that's what produced this.
[03:08:34.162 --> 03:08:35.624]  So thanks, thanks for the plug.
[03:08:43.775 --> 03:08:46.416]  You're listening to the Alex Jones Show!
[03:09:10.718 --> 03:09:11.058]  P.M.
[03:09:11.058 --> 03:09:17.904]  tonight, ringing in the New Year right through midnight central time at the First Street at the W. We'll tell you why in a moment.
[03:09:17.904 --> 03:09:20.246]  It's a big national news story right now.
[03:09:20.246 --> 03:09:22.487]  But let me add one more thing about Barry and the Hatchet earlier.
[03:09:22.487 --> 03:09:24.449]  These groups are in fighting.
[03:09:24.449 --> 03:09:25.290]  I chose a side.
[03:09:25.290 --> 03:09:26.871]  I think it went overboard.
[03:09:26.871 --> 03:09:29.713]  I think the Kramers have done a great job.
[03:09:29.713 --> 03:09:31.134]  We love Kylie.
[03:09:31.134 --> 03:09:32.776]  And I have the permit.
[03:09:32.776 --> 03:09:33.836]  We have the whole permit for the 5th.
[03:09:34.887 --> 03:09:38.970]  I'm inviting them to come speak at our event, and I'm inviting Millie Weaver to come speak.
[03:09:38.970 --> 03:09:39.870]  So there you go.
[03:09:39.870 --> 03:09:42.932]  At the big event in Freedom Plaza, and we're working with them on the 6th.
[03:09:42.932 --> 03:09:49.616]  So, I mean, again, it's not like you speak and you're a movie star, and these are like Oscars we're handing out.
[03:09:49.616 --> 03:09:55.120]  This is about the demonstration, it's about saying no to the globalists, but that's why we all need to come together, Owen.
[03:09:56.206 --> 03:10:02.069]  Yeah, and that's been part of the problem, I think, with the conservative side of the aisle, is it's just like trying to herd cats.
[03:10:02.069 --> 03:10:09.174]  I mean, we have our own independent thoughts, we have our own independent ways of approaching things and doing things, so it just kind of comes with the territory.
[03:10:09.174 --> 03:10:14.317]  But, you know, we've never really been forced with, you know, this
[03:10:15.017 --> 03:10:18.099]  This time where we have to get along and we're going to lose everything.
[03:10:18.099 --> 03:10:21.662]  It's the unite or fall apart.
[03:10:21.662 --> 03:10:26.246]  When you get a million or two million people on the ground, it's hard as hell to run that.
[03:10:26.246 --> 03:10:27.747]  So I think things are going great.
[03:10:27.747 --> 03:10:33.432]  What matters is there's no air coverage like on the first one showing over a million people or close to a million.
[03:10:33.432 --> 03:10:36.914]  We need somehow to show it's going to be down all the side streets, down the roads.
[03:10:36.914 --> 03:10:38.636]  This is the beginning of the occupation of D.C.
[03:10:39.256 --> 03:10:43.560]  And the problem, too, is most people that are in political media, like I said, they live in D.C.
[03:10:43.560 --> 03:10:44.080]  or New York.
[03:10:44.080 --> 03:10:45.521]  We're out here in Austin, Texas.
[03:10:45.521 --> 03:10:46.762]  So they've never really met us.
[03:10:46.762 --> 03:10:48.724]  All they see is the fake news about us.
[03:10:48.724 --> 03:10:50.265]  Once they meet us, they'll get to know us.
[03:10:50.265 --> 03:10:58.392]  And by the way, and we'll talk about this now, I was just at a local bar owner, restaurant owner press conference here.
[03:10:58.392 --> 03:11:06.958]  Mayor Adler, this is the breaking news, by the way, Mayor Adler announced just a day ago, so he gives them two days' notice, oh, bars and restaurants have to be closed at 10.30.
[03:11:07.699 --> 03:11:12.643]  They've already purchased the food, the beverage for New Year's Eve, not expecting this to happen.
[03:11:12.643 --> 03:11:14.445]  And it's all a raw exercise of power!
[03:11:14.445 --> 03:11:16.066]  It has nothing to do with viruses!
[03:11:16.066 --> 03:11:18.809]  It's just a pure, I tell you, to stand on one leg!
[03:11:18.809 --> 03:11:20.570]  I tell you to stick your thumb up your rear end!
[03:11:20.570 --> 03:11:22.131]  I tell you to stand on your damn head!
[03:11:22.131 --> 03:11:24.854]  Well, they just announced... Well, Adler's flying around all over the damn Caribbean!
[03:11:25.174 --> 03:11:31.680]  Well, and we'll maybe see him tonight at the W. He's welcome to come out and be a part of our event tonight outside of the W at 11 p.m.
[03:11:31.680 --> 03:11:40.727]  But there was a moment today where there was a gentleman from the Austin American Statement there, and I was there asking the bar owners questions.
[03:11:40.727 --> 03:11:44.070]  By the way, they announced they're going to disobey the illegal order, so I mean, of course.
[03:11:44.070 --> 03:11:45.631]  Do you have some footage of that for your show tonight?
[03:11:45.631 --> 03:11:46.632]  Yes, we have the footage.
[03:11:46.632 --> 03:11:47.773]  It's being uploaded to Bandop.
[03:11:47.993 --> 03:11:49.474]  Well done, Lord Vader!
[03:12:07.381 --> 03:12:08.102]  I said, hey, you know what?
[03:12:08.102 --> 03:12:08.922]  His name was Phil.
[03:12:08.922 --> 03:12:10.904]  I shook his hand and I said, hey, Phil, you know what?
[03:12:10.904 --> 03:12:15.228]  When we talk politics and the ring goes up and we enter that arena, we go hard, man.
[03:12:15.228 --> 03:12:16.028]  We throw haymakers.
[03:12:16.028 --> 03:12:16.709]  That's what we do.
[03:12:16.709 --> 03:12:20.392]  But he needs to come in on the side of keeping the businesses open, damn it!
[03:12:20.392 --> 03:12:21.933]  Well, we should all be on the side of that, but...
[03:12:22.634 --> 03:12:24.695]  Here's the thing that we all have to realize, Alex.
[03:12:24.695 --> 03:12:26.595]  We have to share this earth together.
[03:12:26.595 --> 03:12:29.096]  We have to share this consciousness together, one way or the other.
[03:12:29.096 --> 03:12:29.336]  I agree.
[03:12:29.336 --> 03:12:31.137]  The globalist one is fighting with each other.
[03:12:31.137 --> 03:12:35.578]  We need to lovingly reach out for the left because they're victims of mind control in the new year.
[03:12:35.578 --> 03:12:39.059]  And it's just being able to put the political differences aside.
[03:12:39.059 --> 03:12:40.120]  Hey, have those battles.
[03:12:40.120 --> 03:12:47.442]  We're always going to have... And even though you're jealous of my hair, you just get over it.
[03:12:47.442 --> 03:12:49.483]  Actually, I wanted to have a hair transplant here live on air.
[03:12:51.110 --> 03:12:52.071]  I want to get the Biden deal.
[03:12:52.071 --> 03:12:53.552]  You admit you're jealous of my hair.
[03:12:53.552 --> 03:12:55.092]  Give me the Biden deal.
[03:12:55.092 --> 03:12:58.814]  Biden had his head chopped off, so why don't we just chop the top of your head off.
[03:12:58.814 --> 03:13:01.016]  But see, I have a small head.
[03:13:01.016 --> 03:13:02.816]  The President-elect is Kamala Harris.
[03:13:02.816 --> 03:13:04.057]  He said so.
[03:13:04.057 --> 03:13:06.238]  He said that, I think, three or four times now.
[03:13:06.238 --> 03:13:14.542]  He can't... Well, look, Alex, whether I have your hair or my hair tonight, both of our hair is going to be... Well, the fact is you're really upset you don't have mine.
[03:13:14.542 --> 03:13:18.204]  Both of our hair... You've been crying about it a lot, and I'm saying you're going to get over it in the New Year.
[03:13:18.204 --> 03:13:18.865]  Is this projection?
[03:13:19.784 --> 03:13:21.325]  It's called a joke, Oli.
[03:13:21.325 --> 03:13:22.747]  It's alright, Alex.
[03:13:22.747 --> 03:13:23.687]  We can transplant hair.
[03:13:23.687 --> 03:13:25.789]  My hair is one step away from a comb-over.
[03:13:25.789 --> 03:13:28.592]  That's why as soon as I lose 30 pounds... You need to go with the chrome dome.
[03:13:28.592 --> 03:13:29.713]  Oh, it's going off.
[03:13:29.713 --> 03:13:30.613]  Yeah.
[03:13:30.613 --> 03:13:31.554]  New Year's Eve?
[03:13:31.554 --> 03:13:32.435]  Shave your head tonight?
[03:13:32.435 --> 03:13:32.915]  I don't know.
[03:13:32.915 --> 03:13:36.699]  I don't want to... No, you should invite Mayor Adler... I do look a little Lex Luthor with the hair straight.
[03:13:36.699 --> 03:13:38.800]  You should invite Mayor Adler to shave your hair tonight.
[03:13:38.800 --> 03:13:40.121]  You can shave it with a straight blade.
[03:13:41.264 --> 03:13:45.565]  He's probably in the Caribbean with no mask on with 20 hookers.
[03:13:45.565 --> 03:13:49.066]  Hell, it's like this other minister in Canada got caught in the Caribbean.
[03:13:49.066 --> 03:13:54.808]  It's like the main doctor says, arrest anyone not wearing a mask, and he's like in a photo with 12 chicks in bikinis kissing him.
[03:13:54.808 --> 03:13:57.649]  I mean, it's like, they know it's a lie, folks!
[03:13:57.649 --> 03:13:58.709]  Yeah, it's Fauci.
[03:13:58.709 --> 03:14:00.010]  It's all of them.
[03:14:00.010 --> 03:14:01.450]  Anyways, I cannot say enough.
[03:14:01.450 --> 03:14:02.711]  Everybody's got to get to D.C.
[03:14:02.711 --> 03:14:03.731]  The 5th is huge.
[03:14:03.731 --> 03:14:05.172]  The president wants it huge.
[03:14:05.172 --> 03:14:06.132]  He wants it massive.
[03:14:07.102 --> 03:14:07.802]  The 5th.
[03:14:07.802 --> 03:14:10.184]  So try to get there on the 4th or the day of the 5th.
[03:14:10.184 --> 03:14:11.544]  Freedom Plaza.
[03:14:11.544 --> 03:14:16.547]  And there was a big, ridiculous, stupid fight over the permits and all the rest of it, but that's all been handled.
[03:14:16.547 --> 03:14:19.469]  So our group's got the main permit and everybody's welcome to speak.
[03:14:19.469 --> 03:14:23.091]  It's gonna be absolutely amazing on the 5th and the 6th.
[03:14:23.091 --> 03:14:24.091]  A lot of big surprises.
[03:14:26.271 --> 03:14:29.792]  There was so much infighting going on that Roger Stone was going to cancel going like last time.
[03:14:29.792 --> 03:14:31.212]  He's coming.
[03:14:31.212 --> 03:14:32.253]  I'm paying to get in there.
[03:14:32.253 --> 03:14:34.813]  That means you, the listeners, are paying to get in there because Roger's broke.
[03:14:34.813 --> 03:14:37.134]  So buy some products at InfoWarsTore.com.
[03:14:37.134 --> 03:14:41.395]  Get your pollen block that's back in stock after eight months because the COVID lockdown couldn't get it.
[03:14:41.395 --> 03:14:42.375]  That's back in.
[03:14:42.375 --> 03:14:44.716]  We've got X2 back in, Super Bowl Vitality back in.
[03:14:44.716 --> 03:14:50.037]  All discounted 50% off on those, on the X2 and on the Super Bowl Vitality.
[03:14:50.037 --> 03:14:51.778]  And of course, we've also got the
[03:14:52.718 --> 03:14:56.041]  Winter Sun that's very close to selling out in the next few weeks at current prices.
[03:14:56.041 --> 03:14:59.864]  And the fluoride-free activated charcoal concentrated toothpaste.
[03:14:59.864 --> 03:15:01.745]  It is back in stock, 25% off.
[03:15:01.745 --> 03:15:05.928]  And you guys have funded this revolution and I salute and love you and thank you.
[03:15:05.928 --> 03:15:08.891]  Owen, what else you got coming up on The War Room today?
[03:15:09.771 --> 03:15:20.699]  So, we are going to be talking about the next move for President Trump and his team, as they just had another hearing in Georgia yesterday, the hacking of the Dominion systems.
[03:15:20.699 --> 03:15:27.343]  Now there could be potential subpoenas coming forward where Dominion will have to testify, so that could be all in the future.
[03:15:27.343 --> 03:15:29.505]  President's team said they're going to have specific evidence, but...
[03:15:30.265 --> 03:15:31.266]  We're going to take a lot of calls.
[03:15:31.266 --> 03:15:34.529]  We've got Leo Zagami coming up and a couple other guests.
[03:15:34.529 --> 03:15:41.574]  But tonight, here's why I wanted to do this tonight and why the crew wanted to do this tonight.
[03:15:41.574 --> 03:15:44.677]  Because there is no support for Mayor Adler in this town.
[03:15:44.677 --> 03:15:45.538]  I mean, there really isn't.
[03:15:45.538 --> 03:15:47.099]  We've got to start the recall.
[03:15:47.099 --> 03:15:49.461]  In fact, that's the resolution, is to recall that piece of filth.
[03:15:49.881 --> 03:15:53.504]  They had, uh, there was a lady out there taking signatures to recall Adler today.
[03:15:53.504 --> 03:15:54.645]  I invited her to be out there tonight.
[03:15:54.645 --> 03:15:57.467]  So let's have a recall Adler rally at 11 p.m.
[03:15:57.467 --> 03:16:00.089]  tonight out front the W. Absolutely.
[03:16:00.089 --> 03:16:05.713]  And hey, look, it's a peaceful protest, unofficially sponsored by Black Lives Matter and the Austin Homeless.
[03:16:05.713 --> 03:16:08.515]  So that means we can burn it down and shoot people, but we won't do that.
[03:16:08.515 --> 03:16:09.896]  No, no.
[03:16:09.896 --> 03:16:12.138]  We're not like the peaceful protesters that burn buildings down.
[03:16:12.138 --> 03:16:16.642]  We're the peaceful type that give people a pat on the back and we sign the signature to recall that little piece of filth.
[03:16:17.395 --> 03:16:19.438]  I think Adler should come out with us tonight.
[03:16:19.438 --> 03:16:21.381]  And by the way, we'll have, uh, it's going to be fun.
[03:16:21.381 --> 03:16:22.843]  We'll have the Tarn Feather.
[03:16:22.843 --> 03:16:29.413]  We'll have, uh, you should invite Adler to shave your chrome dome and then Tarn Feather your bald head.
[03:16:31.197 --> 03:16:33.699]  He should come out and join us though, don't you think?
[03:16:33.699 --> 03:16:36.781]  We toasted, you and I toasted to freedom in July this year.
[03:16:36.781 --> 03:16:38.602]  And so now we're going to toast to bringing the New Year's.
[03:16:38.602 --> 03:16:43.105]  It's 11pm out front of the W. The reason why we're at the W, if people are wondering, that's where Adler lives.
[03:16:43.105 --> 03:16:48.328]  He lives in the penthouse of the W. I don't know how he affords that on his meager mayoral salary.
[03:16:48.328 --> 03:16:49.729]  The guy is owned by big tech.
[03:16:49.729 --> 03:16:52.391]  He's got everything locked down by big tech.
[03:16:52.391 --> 03:16:54.992]  He's a globalist operative trying to shut our city down.
[03:16:54.992 --> 03:16:56.133]  He's an enemy of America.
[03:16:57.699 --> 03:16:59.982]  Mayor Adler, I don't want to have to do this to you tonight.
[03:16:59.982 --> 03:17:01.243]  We've met many times.
[03:17:01.243 --> 03:17:02.985]  You usually run away when you see me now.
[03:17:02.985 --> 03:17:05.087]  But come out tonight, be a part of this.
[03:17:05.087 --> 03:17:06.589]  You're an American too.
[03:17:06.589 --> 03:17:07.450]  We'll toast to you.
[03:17:07.450 --> 03:17:11.354]  We'll cordially come together even though we're bitter political rivals.
[03:17:11.354 --> 03:17:12.755]  And you're going to love the tar bath.
[03:17:13.456 --> 03:17:14.176]  Feels so good.
[03:17:14.176 --> 03:17:16.897]  For Alex's bald head, and that you can enjoy.
[03:17:16.897 --> 03:17:18.378]  Oh, I'll be tarred and feathered by Adler.
[03:17:18.378 --> 03:17:18.758]  No, no, no.
[03:17:18.758 --> 03:17:25.140]  Yeah, he's going to shave your head, and then he's going to put the tar and feather on your bald head, so that you have a new head of hair like Biden, or like a founding father.
[03:17:25.140 --> 03:17:27.581]  I'll be like, Bird Man!
[03:17:27.581 --> 03:17:30.101]  Or, Adler can be a coward and a fraud and hot.
[03:17:30.101 --> 03:17:32.422]  Hey, it's the last few seconds of the Alex Jones Show 2020.
[03:17:32.422 --> 03:17:35.183]  We got... And I made it!
[03:17:35.183 --> 03:17:35.903]  I was on air!
[03:17:35.903 --> 03:17:38.244]  The great Matt Bracken's coming up, coming up.
[03:17:39.206 --> 03:17:49.833]  It's not a secret why in leftist-controlled cities all over the world, not just the U.S., they encourage people to live in tent cities as homeless and to use drugs and alcohol and engage in petty crime.
[03:17:49.833 --> 03:17:57.618]  It's because the globalists admit under Agenda 21, Agenda 2030, and of course the Great Reset, they want to lower expectations.
[03:17:57.618 --> 03:18:00.000]  They don't want you to think of having sanitary systems everywhere.
[03:18:00.000 --> 03:18:02.742]  They don't want you to think of a civilization that gets better.
