[00:00:09.150 --> 00:00:13.339]  All right.
[03:10:14.039 --> 03:10:15.261]  We are being taken over.
[03:10:15.261 --> 03:10:18.685]  The Democrats aren't mismanaging their blue cities and states.
[03:10:18.685 --> 03:10:28.015]  They're consolidating power and control to bankrupt the population and bring them absolutely to heel and then consolidate ownership of all the infrastructure and property.
[03:10:28.015 --> 03:10:29.877]  This is a monopolistic takeover.
[03:10:29.877 --> 03:10:31.259]  That's what the Great Reset is.
[03:10:31.259 --> 03:10:33.762]  Klaus Schwab and these other criminals admit it.
[03:10:34.122 --> 03:10:35.723]  That's what social distancing is.
[03:10:35.723 --> 03:10:39.185]  So your business is only at 25% for several more years.
[03:10:39.185 --> 03:10:41.366]  No small businesses will be there.
[03:10:41.366 --> 03:10:42.567]  This is a master plan.
[03:10:42.567 --> 03:10:42.887]  Say no!
[03:10:44.301 --> 03:10:44.721]  The U.S.
[03:10:44.721 --> 03:10:55.045]  Postal Service tells InfoWars that as long as you get your order in by December 18th, and we're able to ship it out by that date, you will get it anywhere in the United States before Christmas.
[03:10:55.045 --> 03:10:56.205]  But listen, don't wait.
[03:10:56.205 --> 03:10:58.546]  Do your shopping at InfoWarsStore.com.
[03:10:58.546 --> 03:11:01.588]  Get great products and fund the InfoWars.
[03:11:01.588 --> 03:11:05.349]  Now at the most critical time, not just in InfoWars history, but this country's history.
[03:11:05.769 --> 03:11:07.590]  You have invested in InfoWars.
[03:11:07.590 --> 03:11:16.376]  You've prayed for us, you've spread the word, you've bought the products, and you've gotten the benefits of the information warfare, of the truth, in the fight against the globalists.
[03:11:16.376 --> 03:11:25.142]  But now is the time to redouble all our efforts in praying for a Great Awakening, which is starting to happen, and spreading the word about InfoWars.com, NewsWars.com,
[03:11:25.882 --> 03:11:27.462]  You're listening to the Alex Jones Show!
[03:11:56.043 --> 03:12:02.635]  We now take you live to the Central Texas Command Center and the heart of the resistance.
[03:12:02.635 --> 03:12:05.319]  And now, your host, Owen Troyer.
[03:12:10.000 --> 03:12:12.742]  Yeah, we have been thunderstruck.
[03:12:12.742 --> 03:12:14.743]  No doubt, ladies and gentlemen.
[03:12:14.743 --> 03:12:15.243]  No doubt.
[03:12:15.243 --> 03:12:18.666]  And as they say, we are the storm.
[03:12:18.666 --> 03:12:20.527]  And we are here in the swamp.
[03:12:20.527 --> 03:12:22.688]  The Washington District of Criminals.
[03:12:22.688 --> 03:12:25.190]  The Washington District of Communism.
[03:12:25.190 --> 03:12:27.612]  Owen Troy with you hosting the fourth hour of the Alex Jones Show.
[03:12:27.612 --> 03:12:29.393]  I want to give a quick programming note.
[03:12:30.515 --> 03:12:34.338]  I will be hosting the War Room today from right here.
[03:12:34.338 --> 03:12:38.362]  On the War Room, I am going to be taking your calls.
[03:12:38.362 --> 03:12:41.064]  So, stick around, hang on to the War Room if you want to call in.
[03:12:41.064 --> 03:12:44.647]  I'm going to be taking calls probably almost the entire first two hours.
[03:12:44.647 --> 03:12:50.491]  We also have Harrison Smith in studio, so we'll be hearing from him and then really co-hosting with him in the third hour.
[03:12:51.459 --> 03:12:54.481]  But I'm going to be doing a lot of calls in the first two hours of the war room.
[03:12:54.481 --> 03:12:59.464]  It's open line Friday there so anything is welcome as far as subject material.
[03:12:59.464 --> 03:13:17.455]  Real quick though, what you're seeing right now is a local news report goes outside to talk about the election or goes outside to talk about COVID and patriots come up behind the cameras or happen to be crossing by or whatever and they see, oh there's a live news crew, there's a live news stream, there's a live news report.
[03:13:18.661 --> 03:13:20.302]  I'm going to go take it over.
[03:13:20.302 --> 03:13:21.202]  This is my country.
[03:13:21.202 --> 03:13:22.522]  This is my right to free speech.
[03:13:22.522 --> 03:13:27.344]  They're up here selling the nation a bill of lies, and the people need to know it.
[03:13:27.344 --> 03:13:31.925]  So you've been seeing, you know, InfoWars, and our audience has been doing this forever.
[03:13:31.925 --> 03:13:38.607]  Now it's just average Americans are seeing this, that have been lied to about the election, lied to about COVID, whatever, and they're just living in reality.
[03:13:38.607 --> 03:13:42.628]  And so it's just an instinct thing to say, hey look, there's the liar right there.
[03:13:43.368 --> 03:13:48.930]  Uh, there's the person right there that's misinforming me, my countrymen, my family, my, my, my kin.
[03:13:48.930 --> 03:13:50.351]  And so I'm gonna get in their face.
[03:13:50.351 --> 03:13:51.231]  I'm gonna be aggressive.
[03:13:51.231 --> 03:13:55.053]  And, and that doesn't mean necessarily that news reporter is your enemy or a bad person.
[03:13:55.053 --> 03:13:58.174]  Quite frankly, they probably don't even have a clue what's going on.
[03:13:58.174 --> 03:14:03.456]  Uh, I've been around pretty much all aspects of media, and I will tell you, most local news people
[03:14:04.036 --> 03:14:06.058]  Are really just in it for prestige.
[03:14:06.058 --> 03:14:07.479]  They're just in it to be on camera.
[03:14:07.479 --> 03:14:08.860]  They're just in it to feel famous.
[03:14:08.860 --> 03:14:12.543]  They like going to the restaurant every night and, you know, fluffing up their chest.
[03:14:12.543 --> 03:14:14.504]  Oh, and people are like, oh, there's a local news report.
[03:14:14.504 --> 03:14:15.245]  Like, yeah.
[03:14:15.245 --> 03:14:16.846]  Oh, the ladies get on there.
[03:14:16.846 --> 03:14:19.829]  They have a whole team that does their makeup for three plus hours.
[03:14:19.829 --> 03:14:22.151]  And then they sit down and they read out off of a teleprompter.
[03:14:23.035 --> 03:14:28.418]  And you know, as the audience for InfoWars and War Room gets bigger, people are saying, hey, you know, you made this little detail mistake.
[03:14:28.418 --> 03:14:29.519]  It was actually this number.
[03:14:29.519 --> 03:14:32.120]  Or hey, this person is actually the niece, not the daughter.
[03:14:32.120 --> 03:14:32.781]  You said daughter.
[03:14:32.781 --> 03:14:35.062]  It's like, look, man, I don't have a teleprompter.
[03:14:35.062 --> 03:14:36.263]  I never have a teleprompter.
[03:14:36.263 --> 03:14:38.424]  I don't have people in my ear telling me what to say.
[03:14:38.424 --> 03:14:43.367]  I don't sit and make up for three and a half hours and then have somebody put out a bullet points of everything I'm going to say.
[03:14:43.367 --> 03:14:44.427]  This is raw.
[03:14:44.427 --> 03:14:45.148]  This is real.
[03:14:45.148 --> 03:14:46.068]  This is off the cuff.
[03:14:46.068 --> 03:14:47.489]  This is untethered.
[03:14:47.489 --> 03:14:48.270]  This is the soul.
[03:14:48.270 --> 03:14:49.110]  This is the spirit.
[03:14:49.110 --> 03:14:51.031]  So that's what separates us from the rest.
[03:14:51.031 --> 03:14:52.032]  But getting back to my point,
[03:14:53.117 --> 03:15:03.184]  So you see the news reports happening, local news team, you get in front of the camera, you shout, you make a scene, you say, no, you're lying about COVID.
[03:15:03.184 --> 03:15:05.406]  No, you're lying about the election results.
[03:15:05.406 --> 03:15:06.707]  This is going viral.
[03:15:06.707 --> 03:15:09.969]  It just happened again in front of a CBS news crew.
[03:15:09.969 --> 03:15:15.433]  And listen closely to what they said.
[03:15:15.433 --> 03:15:18.676]  How come you guys didn't cover the Hunter Biden laptop story?
[03:15:20.598 --> 03:15:27.942]  How come you didn't cover the fact that Hunter Biden is comprised by the Chinese Communist Party?
[03:15:27.942 --> 03:15:29.903]  How about that?
[03:15:29.903 --> 03:15:30.683]  How about that?
[03:15:30.683 --> 03:15:33.905]  How about the blatant voter fraud?
[03:15:33.905 --> 03:15:38.707]  How about the blatant voter fraud?
[03:15:38.707 --> 03:15:43.190]  You're going to send out this little hobbit to try and block my camera?
[03:15:43.190 --> 03:15:47.052]  He can't even reach up to my phone.
[03:15:47.052 --> 03:15:49.433]  Serving the purpose of the American people and that's assault.
[03:15:50.560 --> 03:15:51.020]  Yeah, it is.
[03:15:51.020 --> 03:15:52.240]  Kamala or Kamala?
[03:15:52.240 --> 03:15:52.601]  I don't know.
[03:15:52.601 --> 03:15:56.922]  All I know is she's a serial abuser of African American civil liberties.
[03:15:56.922 --> 03:16:01.103]  How many black people did you keep in jail after their sentence was up?
[03:16:01.103 --> 03:16:05.524]  She's a serial abuser of African American civil liberties.
[03:16:05.524 --> 03:16:08.665]  Joe Biden hates black people.
[03:16:08.665 --> 03:16:12.526]  How many times do you say the N-word on the floor of the Senate?
[03:16:12.526 --> 03:16:12.686]  Huh?
[03:16:14.093 --> 03:16:18.674]  The people you're serving do not want to help the African American community.
[03:16:18.674 --> 03:16:19.794]  They want us divided.
[03:16:19.794 --> 03:16:37.158]  That's the only way they can be successful.
[03:16:37.158 --> 03:16:42.699]  Right now I don't have a video feed in front of me, so I'm not exactly sure what is going on there.
[03:16:42.699 --> 03:16:43.419]  I'm just hearing music.
[03:16:46.030 --> 03:16:48.351]  Is there more of that, of the guy confronting him though, guys?
[03:16:48.351 --> 03:16:49.292]  Okay, alright, yeah, keep going.
[03:17:04.437 --> 03:17:07.379]  He says, oh, you're harassing me.
[03:17:07.379 --> 03:17:08.799]  Harassing you?
[03:17:08.799 --> 03:17:10.900]  You're in public, okay?
[03:17:10.900 --> 03:17:13.702]  And quite frankly, now see, they don't understand this.
[03:17:13.702 --> 03:17:14.362]  No, no, no.
[03:17:14.362 --> 03:17:22.966]  You're harassing us when you go on air every day and say, COVID, COVID, COVID, COVID, deaths, cases, deaths, cases.
[03:17:22.966 --> 03:17:26.608]  And then I live in a torturous, interfered life because of you.
[03:17:26.608 --> 03:17:27.929]  No, you're harassing us.
[03:17:27.929 --> 03:17:29.069]  But see, they're allowed to do it.
[03:17:29.069 --> 03:17:31.371]  They think, oh, I'm the big news team.
[03:17:31.371 --> 03:17:32.831]  I'm with CBS.
[03:17:32.831 --> 03:17:33.672]  I'm prestigious.
[03:17:34.332 --> 03:17:34.993]  No, you're nothing!
[03:17:34.993 --> 03:17:35.533]  You're dirt!
[03:17:35.533 --> 03:17:36.253]  You're pond scum!
[03:17:36.253 --> 03:17:37.795]  You're a worm!
[03:17:37.795 --> 03:17:40.236]  And notice how everything this guy says is true.
[03:17:40.236 --> 03:17:42.498]  And so that's the real power.
[03:17:42.498 --> 03:17:52.345]  Is finding these fake intellectual local mainstream media folks that want to lecture you all day long and don't know anything.
[03:17:52.345 --> 03:17:53.486]  Like, people are stunned.
[03:17:53.486 --> 03:17:55.268]  I've never had a teleprompter in my life at InfoWars.
[03:17:56.135 --> 03:17:57.817]  They can't even believe how people do it.
[03:17:57.817 --> 03:17:59.298]  That's all these people in local media do.
[03:17:59.298 --> 03:18:02.982]  So he comes up, he says, no, Kamala Harris put back black people in jail.
[03:18:02.982 --> 03:18:07.346]  Joe Biden used the N-word on Congress, and they're just like, oh well, you know, you're harassing us, you're harassing us.
[03:18:07.346 --> 03:18:09.468]  No, no, no, you're harassing us, we're fighting back.
[03:18:09.468 --> 03:18:10.169]  Let's go back to the clip.
[03:18:12.623 --> 03:18:14.605]  I don't need to interview you.
[03:18:14.605 --> 03:18:17.088]  We have talked to people who support them.
[03:18:17.088 --> 03:18:19.170]  I don't have to answer your questions.
[03:18:19.170 --> 03:18:22.733]  Maybe you can watch my story at 11 and start judging a difference.
[03:18:22.733 --> 03:18:23.414]  See, there it is.
[03:18:23.414 --> 03:18:23.975]  Oh, just watch me.
[03:18:23.975 --> 03:18:24.816]  You don't have to voice me.
[03:18:36.763 --> 03:18:37.283]  Yeah, kill it!
[03:18:37.283 --> 03:18:38.103]  Go, go, go!
[03:18:38.103 --> 03:18:39.164]  Fake news be gone!
[03:18:39.164 --> 03:18:40.184]  Fake news be gone!
[03:18:40.184 --> 03:18:44.885]  This is the Minuteman Broadcast and we are banishing the fake news!
[03:18:44.885 --> 03:18:45.465]  Go back!
[03:18:45.465 --> 03:18:46.885]  Go back to your little niche!
[03:18:46.885 --> 03:18:47.685]  Your hide!
[03:18:47.685 --> 03:18:49.625]  Like the gremlins that the media are!
[03:18:49.625 --> 03:18:59.867]  A little bit of sunlight and they dry up!
[03:18:59.867 --> 03:19:01.288]  You know what Alex Jones would call you?
[03:19:01.288 --> 03:19:02.868]  He'd call you a pot-bellied goblin!
[03:19:04.602 --> 03:19:05.543]  Now watch this, folks.
[03:19:05.543 --> 03:19:08.265]  How much time do I have left here, guys?
[03:19:08.265 --> 03:19:09.345]  Now watch this, guys.
[03:19:09.345 --> 03:19:11.147]  I don't have a video feed in front of me.
[03:19:11.147 --> 03:19:14.129]  I'm gonna flex... I'm gonna flex my knowledge right now.
[03:19:14.129 --> 03:19:17.271]  Was that Lewis Shankner from the Minutemen podcast who just did that?
[03:19:20.458 --> 03:19:23.519]  See, I have the wealth of knowledge they wish they had.
[03:19:23.519 --> 03:19:24.540]  These people are pathetic.
[03:19:24.540 --> 03:19:26.541]  He says, oh, I've told your story.
[03:19:26.541 --> 03:19:27.721]  I've covered Trump supporters.
[03:19:27.721 --> 03:19:28.942]  I covered the rallies.
[03:19:28.942 --> 03:19:30.903]  They didn't cover any of it.
[03:19:30.903 --> 03:19:31.783]  They covered none of it.
[03:19:31.783 --> 03:19:34.344]  All they cover is Joe Biden and how great he is.
[03:19:34.344 --> 03:19:35.865]  And COVID and how deadly it is.
[03:19:35.865 --> 03:19:36.645]  And it's all fake.
[03:19:36.645 --> 03:19:37.465]  So that's the answer.
[03:19:37.465 --> 03:19:39.146]  So, Lewis Shankner, you know what?
[03:19:39.146 --> 03:19:39.686]  I'll be honest.
[03:19:39.686 --> 03:19:42.508]  Lewis, if you're listening right now, Lewis blows me up every day.
[03:19:42.508 --> 03:19:45.589]  It's just like one of the thousands of texts from people making requests.
[03:19:45.589 --> 03:19:46.249]  I love you, Lewis.
[03:19:46.249 --> 03:19:47.590]  Maybe I'll get you on The War Room today.
[03:19:47.810 --> 03:19:48.591]  That's how you want to get on.
[03:19:48.591 --> 03:19:49.932]  People say, oh, how can I get on?
[03:19:49.932 --> 03:19:50.753]  How can I go on?
[03:19:50.753 --> 03:19:53.375]  Folks, I get 1,000 emails or requests a day for ideas.
[03:19:53.375 --> 03:19:54.857]  You want to get on InfoWars?
[03:19:54.857 --> 03:19:56.098]  That's how you do it right there.
[03:19:56.098 --> 03:19:57.399]  That's a champion right there.
[03:19:57.399 --> 03:20:00.823]  That's a victory, hold the belt over your head moment.
[03:20:00.823 --> 03:20:02.464]  So I'm going to see if Lewis can come on today.
[03:20:02.464 --> 03:20:03.565]  If not, we'll get him on next week.
[03:20:03.565 --> 03:20:04.766]  And by the way, he's doing a bunch of other stuff.
[03:20:04.766 --> 03:20:06.909]  So folks, the answer is taking action.
[03:20:06.909 --> 03:20:08.130]  You are the answer.
[03:20:08.130 --> 03:20:09.311]  You are the hero.
[03:20:09.311 --> 03:20:11.873]  You are the American patriot that's going to change this world.
[03:20:13.254 --> 03:20:14.575]  Um, that's just incredible.
[03:20:14.575 --> 03:20:16.495]  That is how it's done, folks.
[03:20:16.495 --> 03:20:17.216]  That is how it's done.
[03:20:17.216 --> 03:20:19.157]  I guarantee you Lewis didn't even plan that.
[03:20:19.157 --> 03:20:21.698]  And in fact, he probably had no idea I'd give him a shout-out today on air.
[03:20:21.698 --> 03:20:22.258]  But there you go.
[03:20:22.258 --> 03:20:23.439]  The Minute Man podcast.
[03:20:23.439 --> 03:20:24.259]  Lewis Shankner.
[03:20:24.259 --> 03:20:25.700]  You want to make an impact in the world?
[03:20:25.700 --> 03:20:26.460]  That's how it's done.
[03:20:26.460 --> 03:20:28.301]  Owen Troyer here hosting the Alex Jones Show.
[03:20:28.301 --> 03:20:28.821]  I'll be right back.
[03:20:42.102 --> 03:20:53.111]  The project for world government developed by the British Empire via Cecil Rhodes, then picked up by the Rockefeller family and the major robber barons to plant it by the 1920s, is all about corporate global governance.
[03:20:53.111 --> 03:20:54.752]  And now you're seeing it.
[03:20:54.752 --> 03:21:02.959]  It's not just the blue states, the blue cities, the communist and socialist nations all working in unison under UN control to establish a medical planetary dictatorship.
[03:21:03.639 --> 03:21:11.248]  At the core of it is the Fortune 100 corporations, themselves funded by a handful of private central banking families.
[03:21:11.248 --> 03:21:13.971]  The Rothschilds, the Rockefellers, the Dutch and British Royalty.
[03:21:13.971 --> 03:21:15.934]  They hit the very heart of that.
[03:21:15.934 --> 03:21:19.558]  Then you learn the Dutch and British Royalty aren't even Dutch or British at the same time.
[03:21:20.359 --> 03:21:27.487]  But they go back to the literal Count Dracula and the wars in between Christendom and Islam.
[03:21:27.487 --> 03:21:31.071]  Those that don't know history really are doomed to repeat it.
[03:21:31.071 --> 03:21:33.534]  They're involved in ploting the world economy.
[03:21:33.534 --> 03:21:35.476]  That's what the social distancing, the masks are all about.
[03:21:35.476 --> 03:21:37.919]  It's about bankrupting local small businesses.
[03:21:37.919 --> 03:21:40.622]  And those that comply are complying with your own destruction.
[03:21:40.622 --> 03:21:40.963]  Wake up!
[03:21:41.975 --> 03:21:47.078]  Just in time for Christmas, a lot of our best-selling products are back in stock.
[03:21:47.078 --> 03:21:51.260]  The Privacy Pockets are back in stock and massively discounted at $19.95.
[03:21:51.260 --> 03:21:53.782]  A great stock to cover, a great gift.
[03:21:53.782 --> 03:21:56.743]  Alpha Power sold out for a year because of the lockdown.
[03:21:56.743 --> 03:21:59.205]  A lot of the key patented ingredients weren't available.
[03:21:59.205 --> 03:22:01.126]  It is now back in stock.
[03:22:01.126 --> 03:22:07.910]  Another great product that's been selling out because people realize it's got so many great vitamins and minerals and saw palmetto is Prostagard.
[03:22:08.670 --> 03:22:12.053]  It's good for not just men, but it's good for women's glands as well.
[03:22:12.053 --> 03:22:12.814]  Check it out.
[03:22:12.814 --> 03:22:15.537]  They're all massively discounted at InfoWarsTore.com.
[03:22:15.537 --> 03:22:20.762]  And of course, some of the big ones are X2 and X3, the pure, clean iodines that are so essential.
[03:22:20.762 --> 03:22:22.444]  So many people are deficient in iodine.
[03:22:22.444 --> 03:22:25.747]  It's essential to your immune system and so much more.
[03:22:25.747 --> 03:22:27.128]  InfoWarsTore.com.
[03:22:27.128 --> 03:22:29.651]  All of these products are discounted from $30 to
[03:22:31.713 --> 03:22:32.995]  60% off and free shipping.
[03:22:32.995 --> 03:22:34.558]  Get your orders in by the 18th.
[03:22:34.558 --> 03:22:36.041]  You'll get them before Christmas.
[03:22:36.041 --> 03:22:38.785]  Infowarsstore.com.
[03:22:38.785 --> 03:22:40.228]  Infowarsstore.com.
[03:22:40.228 --> 03:22:41.230]  Thank you so much for your support.
[03:22:52.881 --> 03:22:57.184]  Now it's easier than ever to have Band.Video on your iPhone.
[03:22:57.184 --> 03:23:00.667]  Simply go to Band.Video with your Safari browser.
[03:23:00.667 --> 03:23:03.949]  Then you click the Share button at the bottom of the screen.
[03:23:03.949 --> 03:23:07.492]  When the menu comes up, you simply click Add to Home Screen.
[03:23:07.492 --> 03:23:09.734]  It will then ask you to name the app.
[03:23:09.734 --> 03:23:11.135]  I suggest Band.Video.
[03:23:11.815 --> 03:23:17.278]  You will now have BAN.VIDEO app on your home screen, despite the fact that Tim Cook tried to stop it.
[03:23:17.278 --> 03:23:25.763]  The globalists think you're lazy, but by taking a little bit of action, you can override them, have the app, and then tell others about it so they can get the app.
[03:23:25.763 --> 03:23:32.467]  So it's up to you whether you want to defy big tech and click the share buttons below on your email, on Facebook, on Twitter, on YouTube.
[03:23:32.467 --> 03:23:35.269]  However you want, be sure and share BAN.VIDEO.
[03:23:44.689 --> 03:24:00.061]  You're listening to the Alex Jones Show.
[03:24:00.061 --> 03:24:01.262]  You found it.
[03:24:01.262 --> 03:24:03.303]  The tip of the spear.
[03:24:03.303 --> 03:24:10.229]  It is the Alex Jones Show with Owen Troyer.
[03:24:10.229 --> 03:24:10.949]  No, it was all good.
[03:24:10.949 --> 03:24:11.670]  It was a minor thing.
[03:24:17.438 --> 03:24:21.842]  Ladies and gentlemen, we are back here live from Washington D.C.
[03:24:21.842 --> 03:24:25.966]  Owen Troyer hosting the Alex Jones Show.
[03:24:25.966 --> 03:24:33.172]  I will be hosting the War Room today as well, right here in front of the U.S.
[03:24:33.172 --> 03:24:35.655]  Capitol building.
[03:24:35.655 --> 03:24:43.462]  And I want to play a report that's not in English coming up here where doctors
[03:24:45.171 --> 03:25:14.014]  And it's all just coming to complete total truth here, what we've been reporting all year about COVID, and how the tests are fake, the positives are false, and it's through an amplification process that they can even have all these positives that aren't real, and then through the fact that they built this virus in a lab so that it would be, I don't want to say super contagious, but basically it's like any other thing in your microbiome.
[03:25:14.014 --> 03:25:14.455]  You could have
[03:25:15.275 --> 03:25:21.500]  A hundred viruses or bacteria, thousands, millions in your microbiome at any given time, a microscopic amount.
[03:25:21.500 --> 03:25:25.242]  But if you amplify the test, then we all have COVID.
[03:25:25.242 --> 03:25:26.303]  And so that's the whole point.
[03:25:26.303 --> 03:25:31.447]  And so now they're testing soft drinks, testing grains of sand.
[03:25:31.447 --> 03:25:33.528]  Everything's got COVID.
[03:25:33.528 --> 03:25:34.349]  Because it's all fake.
[03:25:34.349 --> 03:25:42.095]  Now, before I do that, though, ladies and gentlemen, do your Christmas shopping at InfoWarsTore.com.
[03:25:42.095 --> 03:25:43.716]  This is the easiest thing in the world.
[03:25:44.943 --> 03:25:46.244]  People always ask, how can we help?
[03:25:46.244 --> 03:25:46.924]  How can we support?
[03:25:46.924 --> 03:25:47.885]  How can we help?
[03:25:47.885 --> 03:25:49.366]  It's Christmas season.
[03:25:49.366 --> 03:25:50.887]  Everybody budgets out.
[03:25:50.887 --> 03:25:55.530]  Christmas gifts, friends, families, you know, sons, daughters, what have you.
[03:25:55.530 --> 03:26:01.354]  Don't shop at the big corporations that want to lock you down for COVID.
[03:26:01.354 --> 03:26:08.519]  Don't shop at the big corporations that are becoming more rich and powerful while the little guy is dying out.
[03:26:08.519 --> 03:26:14.603]  Don't shop with the big corporations that will stomp America's face into the ground if they have an opportunity.
[03:26:15.543 --> 03:26:17.144]  Shop with the people who fight for America.
[03:26:17.144 --> 03:26:19.806]  Shop with the people who have their products made in America.
[03:26:19.806 --> 03:26:23.068]  Shop for the people that are with you, for you.
[03:26:23.068 --> 03:26:26.331]  And that is InfoWarsStore.com.
[03:26:26.331 --> 03:26:29.353]  And the good news is we have big specials happening.
[03:26:29.353 --> 03:26:32.615]  The Christmas sale is live right now at InfoWarsStore.com.
[03:26:34.244 --> 03:26:36.845]  We've got discounts on all of our emergency food.
[03:26:36.845 --> 03:26:39.206]  We've got discounts on emergency water supplies.
[03:26:39.206 --> 03:26:40.647]  All the great health supplements.
[03:26:40.647 --> 03:26:41.968]  Huge discounts on those.
[03:26:41.968 --> 03:26:45.689]  Up to 60% off some of the health supplements as well.
[03:26:45.689 --> 03:26:50.452]  If you have problems sleeping at night, we've got two different kinds of sleep aids.
[03:26:50.452 --> 03:26:52.973]  We've got knockout and we've got rocket rest.
[03:26:52.973 --> 03:26:54.053]  Each works differently.
[03:26:54.053 --> 03:26:55.354]  Some work better for others.
[03:26:55.354 --> 03:26:56.014]  Try them both.
[03:26:56.014 --> 03:26:57.515]  Knockout sleep aid, rocket rest.
[03:26:58.969 --> 03:26:59.630]  I like them both.
[03:26:59.630 --> 03:27:03.732]  I actually kind of have to switch off between the two, because I think my body adjusts.
[03:27:03.732 --> 03:27:19.523]  It's like I'll do, we have 60 capsules in the rocket rest, so I'll do a rocket rest, three or four capsules a night, and then my body kind of catches on to that, and the body, brain chemistry, and so then I switch to the knockout that has different ingredients in it, and then that works more effectively.
[03:27:19.523 --> 03:27:20.904]  So I kind of go back and forth there.
[03:27:21.624 --> 03:27:22.805]  You have problems sleeping?
[03:27:22.805 --> 03:27:23.626]  That will help.
[03:27:23.626 --> 03:27:35.536]  All kinds of great supplements at InfoWarsStore.com and that's how you can support us, everything we do here, so that we can continue into the year 2021 fighting for you and fighting for this republic.
[03:27:35.536 --> 03:27:41.161]  Now, it didn't take us long.
[03:27:41.161 --> 03:27:46.766]  We're so ahead of the curve, it's almost like we're too ahead of the curve.
[03:27:46.766 --> 03:27:48.448]  It's almost like it can be detrimental at times.
[03:27:49.505 --> 03:28:02.175]  Because we see a news story developing, and then we hop on it and cover it, but then we kind of have to back off because it's like, okay, it's going one way, but now it's going massively viral.
[03:28:02.175 --> 03:28:03.315]  COVID is the perfect example.
[03:28:04.639 --> 03:28:07.861]  We saw all the propaganda coming out of China.
[03:28:07.861 --> 03:28:11.663]  We saw little hits here and there about COVID and this virus.
[03:28:11.663 --> 03:28:15.604]  And we, and at the time, you know, we're like, whoa, okay, what is this?
[03:28:15.604 --> 03:28:17.345]  Is this the bioweapon?
[03:28:17.345 --> 03:28:18.946]  This came out of a lab.
[03:28:18.946 --> 03:28:20.987]  Look at what it's doing to people in China.
[03:28:20.987 --> 03:28:24.149]  And so it's like, we were right that, yeah, this was the big bioweapon.
[03:28:24.149 --> 03:28:26.070]  This was the economic warfare attack.
[03:28:26.690 --> 03:28:29.091]  We were right about that, but at the time it was kind of a mystery.
[03:28:29.091 --> 03:28:30.111]  Is this really deadly?
[03:28:30.111 --> 03:28:32.691]  You know, is this something we should be panicked about?
[03:28:32.691 --> 03:28:34.772]  And so we kind of say, OK, well, maybe we don't know.
[03:28:34.772 --> 03:28:42.213]  And you may recall, I was on air at the time, and I was traveling, and I had expert guests on with us, and we just didn't know.
[03:28:42.213 --> 03:28:43.394]  I said, look, I'm traveling.
[03:28:43.394 --> 03:28:46.074]  I don't want to cancel my travel plans here.
[03:28:46.074 --> 03:28:46.814]  I'm going to be on an airplane.
[03:28:46.814 --> 03:28:47.594]  I'm going to be going around.
[03:28:47.594 --> 03:28:48.495]  I'm going to be at a concert.
[03:28:48.495 --> 03:28:50.095]  I'm going to be at this.
[03:28:50.095 --> 03:28:50.875]  And people just tell me.
[03:28:50.875 --> 03:28:52.355]  They're like, no, I wouldn't do it.
[03:28:52.355 --> 03:28:52.795]  I wouldn't do it.
[03:28:52.795 --> 03:28:53.756]  I wouldn't get on an airplane.
[03:28:53.756 --> 03:28:54.756]  I wouldn't go to a big venue.
[03:28:55.516 --> 03:29:00.442]  And at the time, this was in early March, I just said, you know what, I'm just going to go it and I'll be fine.
[03:29:00.442 --> 03:29:02.965]  So I ended up being fine.
[03:29:02.965 --> 03:29:08.010]  But the point is, we knew that this was coming, we knew it was something big, we weren't exactly sure of all the details.
[03:29:08.010 --> 03:29:13.897]  Well then, after a few months go by, we're like, okay, well look, this is obviously not that deadly.
[03:29:13.897 --> 03:29:15.719]  They're using this to crash the economy.
[03:29:16.850 --> 03:29:18.713]  All these false positive results.
[03:29:18.713 --> 03:29:21.436]  They're lying about where the virus came from.
[03:29:21.436 --> 03:29:24.280]  And that's when you realize, okay, this is the economic weapon.
[03:29:24.280 --> 03:29:26.783]  Sure, there's going to be some people getting sick, maybe some people dying.
[03:29:26.783 --> 03:29:29.026]  It's going to have some serious effects there.
[03:29:29.026 --> 03:29:31.289]  A pandemic, it is not.
[03:29:31.289 --> 03:29:31.589]  And so...
[03:29:33.058 --> 03:29:42.487]  Now that, it was like, we already went through that entire news cycle, and then the media starts pushing COVID as the greatest threat to humankind that has ever existed.
[03:29:42.487 --> 03:29:46.831]  And even though the death count, this is the, folks, this is the canary in the coal mine.
[03:29:46.831 --> 03:29:49.374]  I mean, this is the, you know, this is the albino.
[03:29:49.374 --> 03:29:50.215]  I mean, this is ridiculous.
[03:29:51.624 --> 03:29:56.386]  Look at the death count in the United States of America for 2020.
[03:29:56.386 --> 03:30:02.808]  Go back 10 years, 20 years, as long as you want, and as long as your heart is content until you've seen it enough.
[03:30:02.808 --> 03:30:05.209]  The death count is not raised at all, folks.
[03:30:05.209 --> 03:30:07.590]  It has not gone up at all.
[03:30:07.590 --> 03:30:11.231]  And actually, the death rate has gone down!
[03:30:11.231 --> 03:30:12.812]  Down!
[03:30:12.812 --> 03:30:14.953]  How is that possible if we're living in a pandemic?
[03:30:15.947 --> 03:30:18.531]  Well it's not a pandemic, that's the answer.
[03:30:18.531 --> 03:30:22.698]  But so now doctors, and this has been going on for a while, doctors and scientists and chemists...
[03:30:23.777 --> 03:30:28.680]  Are running COVID tests on oranges and soft drinks and stuffed animals.
