[00:00.000 --> 00:26.000]  You want to stop tyranny? Well so does he. Live from the Infowars.com studios, it's Alex Jones.
[01:11:43.120 --> 01:11:48.120]  some of the pictures of the decomposing bodies, some of them just left as skulls out in that area.
[01:11:48.120 --> 01:11:51.120]  A lot of people are dying coming across there.
[01:11:51.120 --> 01:11:58.120]  That's why it's so amazing to hear this narrative that it is simply eight-year-old children holding their teddy bears,
[01:11:58.120 --> 01:12:00.120]  as George Will told us.
[01:12:00.120 --> 01:12:01.120]  That is not the case.
[01:12:01.120 --> 01:12:05.120]  The young people who are coming across, even if they're escorted by a parent,
[01:12:05.120 --> 01:12:08.120]  that ought to be treated as reckless endangerment.
[01:12:08.120 --> 01:12:10.120]  But of course they're giving that a pass.
[01:12:10.120 --> 01:12:15.120]  But the point I wanted to make about the Ebola connection is that why would we spend the money
[01:12:15.120 --> 01:12:19.120]  to try to fly these people back separately and quarantine airplanes
[01:12:19.120 --> 01:12:23.120]  rather than just send the treatment to them to help them if we've got a working treatment?
[01:12:23.120 --> 01:12:28.120]  I think it is there in order to raise panic, in order to raise an alarm.
[01:12:28.120 --> 01:12:31.120]  And of course other people have said follow the money.
[01:12:31.120 --> 01:12:36.120]  I think it was Michael Savage took the position that perhaps they're trying to panic the public
[01:12:36.120 --> 01:12:39.120]  and then show or pretend that they've got a treatment for Ebola
[01:12:39.120 --> 01:12:42.120]  so they can then go out and force vaccinate everyone.
[01:12:42.120 --> 01:12:45.120]  And you don't have to do much to get people scared about Ebola.
[01:12:45.120 --> 01:12:47.120]  There's a New York Times article today.
[01:12:47.120 --> 01:12:50.120]  The title is Don't Touch the Walls.
[01:12:50.120 --> 01:12:53.120]  Ebola fears infect an African hospital.
[01:12:53.120 --> 01:12:59.120]  This is an amazing first-hand account of what's going on in Sierra Leone and in Nigeria.
[01:12:59.120 --> 01:13:02.120]  They're talking about how so many patients, nurses, and health workers
[01:13:02.120 --> 01:13:07.120]  have died in government hospital that many people in the city are seeing the hospitals as a death trap.
[01:13:07.120 --> 01:13:09.120]  So they're avoiding the hospitals.
[01:13:09.120 --> 01:13:12.120]  And so what they're doing is they're dying in the streets.
[01:13:12.120 --> 01:13:17.120]  And as this New York Times writer, Adam Nassiter, went there and was walking through
[01:13:17.120 --> 01:13:19.120]  a Western medical technician, yelled out to him,
[01:13:19.120 --> 01:13:23.120]  don't touch the walls, don't touch the walls, they're totally infected.
[01:13:23.120 --> 01:13:26.120]  He said people don't die here in the hospital anymore.
[01:13:26.120 --> 01:13:29.120]  He says they're dying in the community five or six a day.
[01:13:29.120 --> 01:13:35.120]  And of course in neighboring Liberia and in the capital city of this country, Monrovia.
[01:13:35.120 --> 01:13:38.120]  They said 23 health workers have been infected.
[01:13:38.120 --> 01:13:43.120]  The president is calling it necessary for the very survival, he says, of our state
[01:13:43.120 --> 01:13:47.120]  and for the protection of the lives of our people to quarantine the area
[01:13:47.120 --> 01:13:50.120]  to make sure that this doesn't come across the border.
[01:13:50.120 --> 01:13:52.120]  Are we doing that in Western countries?
[01:13:52.120 --> 01:13:54.120]  Are we doing that in America?
[01:13:54.120 --> 01:13:58.120]  No, instead we are bringing people in rather than sending the treatment to them
[01:13:58.120 --> 01:14:00.120]  rather than maintaining a quarantine.
[01:14:00.120 --> 01:14:05.120]  Why are we violating all of our health protocols from the CDC?
[01:14:05.120 --> 01:14:10.120]  He says dead bodies have been appearing on the streets in the houses throughout Monrovia.
[01:14:10.120 --> 01:14:15.120]  But with the hospitals closed, they said most of the bodies are being found in the streets
[01:14:15.120 --> 01:14:18.120]  and not in the hospitals and people are not dying in the hospitals.
[01:14:18.120 --> 01:14:20.120]  So they said it's a very dangerous place.
[01:14:20.120 --> 01:14:28.120]  They're washing their hands 50 times a day in this last quote here from one of the doctors without borders logistician
[01:14:28.120 --> 01:14:32.120]  said there is no system here, there is no isolation.
[01:14:32.120 --> 01:14:35.120]  If you make a mistake, you get infected.
[01:14:35.120 --> 01:14:42.120]  And of course when Paul Joseph Watson was talking to Dick Morris on the radio about this,
[01:14:42.120 --> 01:14:47.120]  he was saying, well, there's this disagreement going back and forth as to whether or not it is airborne
[01:14:47.120 --> 01:14:51.120]  or whether or not you have to have direct contact with the blood.
[01:14:51.120 --> 01:14:55.120]  And there's disagreement about that based on some tests that they've done with animals.
[01:14:55.120 --> 01:15:00.120]  But of course when you see doctors and health workers routinely coming down with this,
[01:15:00.120 --> 01:15:04.120]  I know it is very contagious and it's very difficult to maintain these procedures
[01:15:04.120 --> 01:15:06.120]  and that may be what's up with it.
[01:15:06.120 --> 01:15:12.120]  But the possibility exists that they don't understand how the disease is transmitted fully.
[01:15:12.120 --> 01:15:17.120]  Maybe it is transmitted by air and they're not acknowledging that and not guarding for that.
[01:15:17.120 --> 01:15:19.120]  Now is that breaking?
[01:15:19.120 --> 01:15:27.120]  And as we're looking at the possibility of having quarantines and the possibility of having forced vaccinations,
[01:15:27.120 --> 01:15:28.120]  this story broke today.
[01:15:28.120 --> 01:15:32.120]  This is from MyFox8 out of Wisconsin.
[01:15:32.120 --> 01:15:40.120]  A girl with a sore throat is given the HPV vaccine and dies just hours after leaving the doctor.
[01:15:40.120 --> 01:15:44.120]  They say the only thing different about that day was the shots at her parents.
[01:15:44.120 --> 01:15:47.120]  So that's something we're going to pick up with that right after we come back
[01:15:47.120 --> 01:15:48.120]  because there's a little bit more about that.
[01:15:48.120 --> 01:15:51.120]  I want to go into that a little bit more and we're going to try to take your call
[01:15:51.120 --> 01:15:53.120]  and see if we can get this phone system ironed out.
[01:15:53.120 --> 01:16:22.120]  We'll be right back.
[01:16:23.120 --> 01:16:46.120]  We're going to try to get this phone system ironed out.
[01:16:46.120 --> 01:17:15.120]  We're going to try to get this phone system ironed out.
[01:17:15.120 --> 01:17:20.120]  Most Americans spend 90% of their time inside using toxic chemicals within their homes.
[01:17:20.120 --> 01:17:23.120]  There are more than 42 million smokers in the United States.
[01:17:23.120 --> 01:17:27.120]  Well over a thousand types of mold in mildew linked to numerous conditions.
[01:17:27.120 --> 01:17:32.120]  And don't forget the fact that 6 million Americans live with pets they're allergic to as well.
[01:17:32.120 --> 01:17:37.120]  When I began to research these statistics it was clear to me it was time to start cleansing my lungs
[01:17:37.120 --> 01:17:42.120]  in order to combat the toxic environment that we cannot escape until we can fight back against.
[01:17:42.120 --> 01:18:06.120]  In the near future, when you realize how fake it all is, the football, the basketball.
[01:18:06.120 --> 01:18:14.120]  This is Homeland Security Analysis Info Wars Building Independent Media Operations.
[01:18:14.120 --> 01:18:18.120]  You let the worst people get controlled and tell us that we are the ones responsible.
[01:18:18.120 --> 01:18:21.120]  Prime Directive discredit Alex Jones.
[01:18:21.120 --> 01:18:24.120]  Jones is the wildly popular conspiracy theory.
[01:18:24.120 --> 01:18:27.120]  A popular conspiracy theory talk show called Info Wars.
[01:18:27.120 --> 01:18:29.120]  Alex Jones is now in an Austin jail.
[01:18:29.120 --> 01:18:31.120]  These people are assaulting us.
[01:18:31.120 --> 01:18:33.120]  Targeting of patriots engaged.
[01:18:33.120 --> 01:18:36.120]  They are never going to stop.
[01:18:36.120 --> 01:18:40.120]  They are never going to deviate from their program until we stop them.
[01:18:40.120 --> 01:18:43.120]  Block free iPhone app at InfoWars.com.
[01:18:43.120 --> 01:18:46.120]  Block free podcast and video feed.
[01:18:46.120 --> 01:18:50.120]  Imperatives destroy real planet TV.
[01:18:50.120 --> 01:18:52.120]  You got a censor eye on the enemy.
[01:18:52.120 --> 01:18:54.120]  Not worry about what propaganda they put out.
[01:18:54.120 --> 01:18:59.120]  Get electrically it's become and you can fail it.
[01:18:59.120 --> 01:19:07.120]  I'm David Hall, founder of Diamond Gusset where we are proud of our 100% grown and sown American made jeans.
[01:19:07.120 --> 01:19:10.120]  Whether you're out for dinner, working on the farm or on the road,
[01:19:10.120 --> 01:19:15.120]  Diamond Gusset Jeans offers a full spectrum of style and sizes for any occasion.
[01:19:15.120 --> 01:19:20.120]  Our loyal customers enable us to continue sponsoring Liberty Media outlets.
[01:19:20.120 --> 01:19:26.120]  Use promo code FREEDOM to receive a 15% discount at Gusset.com.
[01:19:26.120 --> 01:19:29.120]  In Liberty, David Hall, Diamond Gusset Jean Company.
[01:19:57.120 --> 01:19:59.120]  Just won't quit.
[01:20:01.120 --> 01:20:04.120]  Coast to coast, direct from Austin.
[01:20:04.120 --> 01:20:08.120]  You're listening to the Alex Jones Broadcasting Network.
[01:20:08.120 --> 01:20:28.120]  I have sworn upon the altar of God eternal hostility against every form of tyranny over the mind of man, Thomas Jefferson. It's Alex Jones on the GCN Radio Network.
[01:20:28.120 --> 01:20:33.120]  Welcome back to the Alex Jones Show. I'm David Knight in Austin and we're taking your calls in this segment.
[01:20:33.120 --> 01:20:39.120]  I'm going to be going to Brad and Louisiana in just a moment about Iraq impeachment. But first, I was talking about Ebola before the break.
[01:20:39.120 --> 01:20:43.120]  And I want to go to Rich in New York who had called in about that. Rich, go ahead.
[01:20:43.120 --> 01:20:51.120]  Thanks, Dave. Thanks for having me on. I can't believe I got it on my first shot. I'm a long time listener, first time caller.
[01:20:51.120 --> 01:21:07.120]  I can't believe that this country would allow for a contagious disease like that. I mean, even doctors have come for it and said, you know, why are you bringing them into this country?
[01:21:07.120 --> 01:21:11.120]  You know that most diseases or most infections are spread in hospitals.
[01:21:11.120 --> 01:21:23.120]  Yes. And that's what I was just reporting at the New York Times is talking about how everybody was so afraid of the hospitals in Sierra Leone and in Nigeria that they're not even, they're empty.
[01:21:23.120 --> 01:21:32.120]  They're saying don't touch the walls or totally infected. People are staying away, but they're still dying. They're dying in the streets or dying in their homes, but they're certainly not going to the hospitals.
[01:21:32.120 --> 01:21:44.120]  And the first thing obviously you do is contain them. And the contain is not let anybody in or out of the area. You're quarantined there. You don't even have to be a doctor to be able to understand that concept.
[01:21:44.120 --> 01:21:48.120]  That's right. That's right. So what's your take behind it? Why do you think they would do that?
[01:21:48.120 --> 01:22:01.120]  I don't know yet. I'm still, you know, I'm still waiting. I mean, there's been some people saying, well, this is a big spin on big pharma coming up with some antidote to cure it and turn it into a money-making thing.
[01:22:01.120 --> 01:22:09.120]  I'm not quite sure, but all I know is that from a medical standpoint, that it's not the thing to do to start shipping people all over the world.
[01:22:09.120 --> 01:22:18.120]  That's right. It's hard to say. We don't really know what their motives are, but we start asking questions when we see them doing things that make absolutely no sense.
[01:22:18.120 --> 01:22:26.120]  They violate all their protocols. They violate common sense. They violate everything that you would expect to see with something that is this serious, this contagious.
[01:22:26.120 --> 01:22:30.120]  When they stand down, you got to say, why would they do that? It makes absolutely no sense.
[01:22:30.120 --> 01:22:40.120]  There comes a time at which you got to say, there's something besides incompetence going on here. There's some other alternative motives that are going on,
[01:22:40.120 --> 01:22:48.120]  whether, like we said before, perhaps it is that they want to create a panic and sell or force us to buy their mandatory vaccines,
[01:22:48.120 --> 01:23:02.120]  or whether this is just as simple as the people here at the University of Texas, the professor who said he wanted to see 90% of the people on Earth die and he had said that he wanted an airborne Ebola virus.
[01:23:02.120 --> 01:23:10.120]  Suggested that would be the way to make that happen. So who knows what their real motive is, but certainly we can't chalk this up just to incompetence.
[01:23:10.120 --> 01:23:16.120]  There's something far beyond that. Thank you, Rich in New York. Let's go to Brad. You've been holding on for a long time. Brad in Louisiana.
[01:23:16.120 --> 01:23:19.120]  I want to talk about Iraq and impeachment. Go ahead.
[01:23:19.120 --> 01:23:29.120]  Yes, sir. Thank you very much, Dave. I wanted to mention the fact that when President Bush number one ended his desert war,
[01:23:29.120 --> 01:23:42.120]  very soon after that time, there was a squadron of F-16s that were sent into Iraq for the purpose of a bombing sortie.
[01:23:42.120 --> 01:24:02.120]  And nope, everyone was taken by surprise by that. I was working for a company who convened a meeting among its data field supervisors to tell us that the reason that this was being done was to destroy a cash fiber optic cables
[01:24:02.120 --> 01:24:15.120]  that Saddam Hussein was warehousing and that it had to be done so that we could continue to pull up their electromagnetic waves from cell phones and things like that.
[01:24:15.120 --> 01:24:29.120]  Now, something like that is easy to understand. What is going on today with regard to Obama is that the job is just too big for the man and he does not know what he is doing.
[01:24:29.120 --> 01:24:45.120]  Brad, let me jump in there and say I agree with you. I think it is too big for Obama. I think it's too big for anybody because we've allowed the office of the presidency to acquire powers that were never intended for it.
[01:24:45.120 --> 01:24:54.120]  We've seen Congress essentially step aside from their duty to try to keep the executive in power, to check the executive, to check the bureaucracy.
[01:24:54.120 --> 01:25:00.120]  They have abdicated their power and we see this power being concentrated. Of course, he's trying to do it with the executive orders.
[01:25:00.120 --> 01:25:06.120]  It isn't that we've asked him to do something that he's reluctantly saying, well, all right, I'll do it, but I don't really know that I'm up to it.
[01:25:06.120 --> 01:25:15.120]  They are taking this power upon themselves and that I think is one of the most important reasons that we need to follow through with impeachment is to try to devolve that power.
[01:25:15.120 --> 01:25:24.120]  But of course, the Republicans don't want to see that happen either because they're salivating for the day when they're going to get their hands on the levers of the dictatorship. Go ahead.
[01:25:24.120 --> 01:25:33.120]  Yes, sir. I concur completely. With regard to impeachment, it should have been done before.
[01:25:33.120 --> 01:25:47.120]  But the fact of the matter is, is that I come from, I'm calling you from the second most corrupt state in the United States as of a recent poll. So we know a little bit about it here in Louisiana.
[01:25:47.120 --> 01:26:04.120]  And we see it at the lowest levels of politics, even at the school superintendent level within a parish. You know, it's something that's inherent with this authority that's given to people.
[01:26:04.120 --> 01:26:12.120]  They begin to think that they are thinking for everyone and that the people don't count anymore if the people voted me in.
[01:26:12.120 --> 01:26:19.120]  So they must want me to make decisions for them. And of course, this is exactly the opposite of what it's all about.
[01:26:19.120 --> 01:26:32.120]  You know, I'll go back to this article that we had last week. We had, I think it was on Tuesday, we had a fourth hour of overdrive where we played an interview that Alex had with his Marine Colonel from New Hampshire, retired Colonel Pete Martino,
[01:26:32.120 --> 01:26:46.120]  who spoke out about the small town that was getting a donation of a giant military vehicle in this very peaceful, very small town. And he said, this is a militarization of the country, of our police, and nobody sees it.
[01:26:46.120 --> 01:26:54.120]  But when he wrote this article, when he posted the interview up, we put in an article that he had written just a few days before where he was focusing on the corruption.
[01:26:54.120 --> 01:27:05.120]  And as you were just saying, Brad, as you see a lot of corruption in Louisiana, he pointed out that you're always going to have people who are going to violate, who are going to game the system.
[01:27:05.120 --> 01:27:14.120]  And so unless you want to see your entire system taken down, you have to kick those people out, you have to take action against them, you have to prosecute them.
[01:27:14.120 --> 01:27:24.120]  And that applies whether you're talking about police who are violating the rules of engagement, who are shooting people on the streets when they've got their hands up, to whether you're talking about somebody in city council.
[01:27:24.120 --> 01:27:35.120]  That's why when you don't do that, that's why they talk about the fish rotting from the head down. That's the Greek metaphor, saying that they had the fish always rot from the head down.
[01:27:35.120 --> 01:27:44.120]  When you see Richard Nixon being taken out for impeachment, it was very important for that to be done. It's very important that we do that today.
[01:27:44.120 --> 01:27:51.120]  And if we don't do that, we're going to see this corruption moving further down. They get the message that they're not going to be punished.
[01:27:51.120 --> 01:27:57.120]  Just as we saw that cop, I think it was a video that went out on Thursday where he said, hey, Obama's violating the Constitution.
[01:27:57.120 --> 01:28:05.120]  I really don't care about your First Amendment rights, about your Fourth Amendment rights. Get out of this police station or I'm going to arrest you right now.
[01:28:05.120 --> 01:28:13.120]  These people that were going in there complaining about how they were not allowed to film or ask questions in a public housing area, which is essentially public property.
[01:28:13.120 --> 01:28:21.120]  And he said, I don't care. We have a president who doesn't obey the Constitution. I, as a police officer, don't have to obey the Constitution.
[01:28:21.120 --> 01:28:30.120]  And so that's what he was talking about. When you allow that, and that decision begins at the top, when you allow that to happen, it permeates all the way down.
[01:28:30.120 --> 01:28:45.120]  Winston Churchill who said, when he was talking about the American Revolution, he said, when the Americans got their freedom, that gave greater freedom to the people in Britain because it broke the freedom of the king.
[01:28:45.120 --> 01:28:49.120]  So when you allow that corruption to happen, it permeates its way all the way down.
[01:28:49.120 --> 01:28:56.120]  And we're going to be right back with your calls. We're going to talk about the 40th anniversary of Richard Nixon's resignation as well as ISIS. Stay with us. We'll be right back.
[01:29:19.120 --> 01:29:48.120]  This is not a low-grade formula. We are working with one of the top laboratory manufacturers in the United States to bring you the best form of colloidal silver using electrical processes within a base of deionized water.
[01:29:48.120 --> 01:30:00.120]  For your preparedness storage or your home kitchen, purchase your bottle of InfoWarsLife.com silver bullet colloidal silver today and find other amazing supplements at InfoWarsLife.com.
[01:30:00.120 --> 01:30:09.120]  This is Leanne McAdoo for InfoWarsLife.com. I'm here with Dr. Edward Group, master herbologist and chief formulator behind the InfoWarsLife products.
[01:30:09.120 --> 01:30:14.120]  Dr. Group, what have you been hearing from women who've started taking superfemale vitality?
[01:30:14.120 --> 01:30:21.120]  You know, we've heard the reviews and feedback from supermale vitality from emails to even excited callers on the radio.
[01:30:21.120 --> 01:30:35.120]  Now, the answer for women is here. A new formulation specifically designed for the female body, superfemale vitality, delivers 10 key herbs that work synergistically to revitalize the unique biology of women.
[01:30:35.120 --> 01:30:46.120]  I'm so glad that you guys made this for women. When he brought me home, the bottle's superfemale. I had tons of energy, tons of motivation, a lot of drive. My husband thinks I've been in a better mood. Our relationship, all I can say is that it's a lot better now.
[01:30:46.120 --> 01:31:00.120]  I've just started taking superfemale vitality from InfoWarsLife.com. Supplies are limited, so secure yours today at InfoWarsLife.com, InfoWarsStore.com, or dial 1-888-253-3139.
[01:31:00.120 --> 01:31:07.120]  City of Austin tap water versus filtered City of Austin tap water. I didn't taste dirt in it. God knows what's in this.
[01:31:07.120 --> 01:31:17.120]  These people just sampled City of Austin tap water straight from the faucet. Next, we had them try a sample of tap water filtered with a Propure G2.0 filtration system.
[01:31:17.120 --> 01:31:21.120]  Now my nose is better. Tastes like nothing. Yep, I know what good water tastes like. It's good water.
[01:31:21.120 --> 01:31:34.120]  Most tap water contains added substances like fluoride, chlorine, glyphosate, and many others. Studies prove that these substances are linked to an assortment of major health issues, including tooth decay, lower IQ, and even cancer.
[01:31:34.120 --> 01:31:37.120]  It tastes like you're drinking out of the lake when you're in tap water.
[01:31:37.120 --> 01:31:45.120]  The Propure G2.0 filtration system removes these deadly substances, leaving only fresh tasting, deliciously clean water.
[01:31:45.120 --> 01:31:48.120]  Okay, this is very tasty. Good water. Refreshing. It's good.
[01:31:48.120 --> 01:32:00.120]  Go to infowarsstore.com today. Use promo code WATER and save 10% off your Propure Purchase or call 1-888-253-3139.
[01:32:00.120 --> 01:32:06.120]  I began to get into iodine a few years ago because it was helping me and my family so much get healthy and detoxify.
[01:32:06.120 --> 01:32:11.120]  Most people know that iodine deficiency has been a crisis around the world.
[01:32:11.120 --> 01:32:19.120]  Iodine is key to so many of the body's functions, especially the thyroid. I discovered a product being developed by Dr. Group.
[01:32:19.120 --> 01:32:24.120]  You now know it as survival shield, true nascent iodine that your body can really absorb.
[01:32:24.120 --> 01:32:36.120]  Then, about a year ago, he said, listen, if you think this is powerful, I'm going to come out with rare earth, deep earth crystals, and the results that I personally have had have been life changing.
[01:32:36.120 --> 01:32:41.120]  Nobody else has got iodine based on these pure crystals, ladies and gentlemen.
[01:32:41.120 --> 01:32:50.120]  This is innovating, and the best part is it helps fund infowars.com, the radio show, the TV show, the whole media operation, promoting true libertarian ideas.
[01:32:50.120 --> 01:32:54.120]  For a limited time, experience the ancient power of survival shield X2.
[01:32:54.120 --> 01:33:00.120]  Take advantage of this unprecedented 30% off super detox special at infowarslife.com.
[01:33:00.120 --> 01:33:09.120]  Coast to coast, direct from Austin. You're listening to the Alex Jones Broadcasting Network.
[01:33:31.120 --> 01:33:35.120]  With your crinkly hair and your glassy stare.
[01:33:35.120 --> 01:33:43.120]  And your Machiavellian scheme. That's Henry Kissinger. This is Monty Python.
[01:33:43.120 --> 01:33:52.120]  This is Monty Python's take on Henry Kissinger, of course, with your crinkly hair and your glassy stare and your Machiavellian schemes.
[01:33:52.120 --> 01:33:59.120]  Well, you know, Henry Kissinger just had open heart surgery. He's 91 years old, and he had open heart surgery. Can you imagine that?
[01:33:59.120 --> 01:34:04.120]  I didn't know he had a heart. He was the guy that Richard Nixon resigned to.
[01:34:04.120 --> 01:34:11.120]  I find that very interesting. We showed this at the beginning of the show, the resignation letter of Richard Nixon 40 years ago yesterday.
[01:34:11.120 --> 01:34:16.120]  Dear Mr. Secretary, in other words, Henry Kissinger, I hereby resign the Office of President of the United States.
[01:34:16.120 --> 01:34:23.120]  Sincerely, Richard Nixon. Why wouldn't he resign to the Vice President or to the Speaker of the House, who's third in power?
[01:34:23.120 --> 01:34:31.120]  But he resigns to the guy who runs all these globalist organizations that we've seen for the last 40, 50 years.
[01:34:31.120 --> 01:34:39.120]  Henry Kissinger at Bilderberg, at all these different organizations. He's got his hand in the pie at every single one of those.
[01:34:39.120 --> 01:34:49.120]  And, you know, we look at the crimes of Richard Nixon as we pointed out earlier, this article from outside the Beltway saying that public trust in government has hit new lows under Obama.
[01:34:49.120 --> 01:34:55.120]  They said, prior to Watergate, the American public always trusted government.
[01:34:55.120 --> 01:35:03.120]  They thought that government could be trusted to do what was right always or most of the time. That is incredibly naive.
[01:35:03.120 --> 01:35:08.120]  But that was the situation up until Watergate. At that point, it went from more than half to 36%.
[01:35:08.120 --> 01:35:20.120]  Yet today, we see it has fallen to 13%, a record low from Obama. Because I think people realize that as bad as Richard Nixon was, and I'm glad to see him go.
[01:35:20.120 --> 01:35:27.120]  There was a lot involved with him being taken out. Of course, you could always say that that was a coup that was organized by some people.
[01:35:27.120 --> 01:35:35.120]  But he really was a corrupt individual. Of course, his Vice President was handing out taxicash in his office.
[01:35:35.120 --> 01:35:45.120]  But look at Nixon's legacy in case you think that we should vote for Republicans over Democrats because they're not as bad as Democrats always.
[01:35:45.120 --> 01:35:50.120]  We've got the EPA that he created. And now we see 40 years later, how they're overreaching.
[01:35:50.120 --> 01:35:57.120]  Going against, in one particular instance, this case where they're trying to expand their powers, they've got a rancher in Montana.
[01:35:57.120 --> 01:36:02.120]  I don't even call him a rancher. He's got eight acres and he put a pond on his eight acres.
[01:36:02.120 --> 01:36:08.120]  And the water in that pond doesn't cross his property lines. It's just stuff that he's collected from rainwater.
[01:36:08.120 --> 01:36:16.120]  Yet the EPA is now trying to regulate that. They're finding him $75,000 a day, this guy with eight acres.
[01:36:16.120 --> 01:36:21.120]  And they then moved ahead after that. If that wasn't outrageous enough, they said,
[01:36:21.120 --> 01:36:24.120]  we're going to just take the money out of your bank account like the IRS does.
[01:36:24.120 --> 01:36:26.120]  Well, that agency, the EPA, was created by Richard Nixon.
[01:36:26.120 --> 01:36:32.120]  He gave us a 55-mile-an-hour speed limit, which, again, was a massive overreach and intrusion of the federal government
[01:36:32.120 --> 01:36:36.120]  into the states to set speed limits. He gave us the war on drugs. He coined the term.
[01:36:36.120 --> 01:36:42.120]  Of course, it was Ronald Reagan and Ed Meese who really then turned it against the end users
[01:36:42.120 --> 01:36:47.120]  and started filling up our prisons to the extent that we had to let violent criminals out on the streets
[01:36:47.120 --> 01:36:52.120]  in order to keep these guys in with their mandatory minimums for having marijuana possession.
[01:36:52.120 --> 01:37:00.120]  He also, Richard Nixon, began transforming and transferring our economy to China, opening up China.
[01:37:00.120 --> 01:37:05.120]  We hear that as being a great initiative of Henry Kissinger and Richard Nixon.
[01:37:05.120 --> 01:37:08.120]  And then, of course, there's wage and price controls that he put in.
[01:37:08.120 --> 01:37:14.120]  So when you think that everything is solved by getting a Republican, think again.
[01:37:14.120 --> 01:37:19.120]  We even had this article that came up earlier about Mitch McConnell and how his wife sits on the board of a group
[01:37:19.120 --> 01:37:23.120]  that is working to kill the coal industry. It's not just Obama who says,
[01:37:23.120 --> 01:37:27.120]  if you want to build a coal plant, you can do that, but it's just going to bankrupt you.
[01:37:27.120 --> 01:37:36.120]  No, it's the wife of the minority leader who has already defeated a conservative opponent in the primaries.
[01:37:36.120 --> 01:37:44.120]  So now they've got full spectrum dominance. You can either vote for a Democrat or you can vote for a Democrat, Mitch McConnell.
[01:37:44.120 --> 01:37:49.120]  He says that he presents himself as defender of Kentucky's coal mining industry, and yet his wife,
[01:37:49.120 --> 01:37:56.120]  former Secretary of Labor Elaine Chao, sits on the board of directors of Bloomberg Philanthropies.
[01:37:56.120 --> 01:38:03.120]  She sits on the board of a Bloomberg organization that has put $50 million into Sierra Clubs
[01:38:03.120 --> 01:38:10.120]  beyond coal initiative and advocacy effort with the expressed goal of killing the coal industry.
[01:38:10.120 --> 01:38:13.120]  This is coming from Yahoo. This is being reported on Yahoo News.
[01:38:13.120 --> 01:38:17.120]  Now, they want to retire. This is their specific goal.
[01:38:17.120 --> 01:38:23.120]  They want to retire a third of the nation's 500 coal plants by 2020 and replace the majority of retired coal plants
[01:38:23.120 --> 01:38:26.120]  keeping coal in the ground of Appalachia.
[01:38:26.120 --> 01:38:34.120]  And so he talks about, and Bloomberg talks about how coal is a self-inflicted public health risk.
[01:38:34.120 --> 01:38:42.120]  Well, you know what? You are taking away our only way to be self-sufficient in energy or perhaps our best way to be self-sufficient in energy.
[01:38:42.120 --> 01:38:50.120]  I understand there's applications for solar, and I like solar power because it's a way to get off of the grid.
[01:38:50.120 --> 01:38:57.120]  And I like to see the decentralization of power. But as far as the grid goes, these renewables like solar power like wind
[01:38:57.120 --> 01:39:03.120]  cannot provide the steady state levels of power that you need without massive amounts of storage,
[01:39:03.120 --> 01:39:07.120]  and we don't have that storage technology yet. They are too intermittent.
[01:39:07.120 --> 01:39:11.120]  So you've got to have something or else you're going to have no power.
[01:39:11.120 --> 01:39:18.120]  If you don't have coal, you're going to have no power, or you're going to be paying much, much, much more for your energy than you can afford.
[01:39:18.120 --> 01:39:22.120]  That's what's behind this, and of course we see that now with Mitch McConnell.
[01:39:22.120 --> 01:39:29.120]  Good example of Richard Nixon. And yet, when we look at impeachment, what is it that we're talking about?
[01:39:29.120 --> 01:39:36.120]  We're talking about getting rid of corruption. It was earlier in the week that we had this article that was up by
[01:39:36.120 --> 01:39:43.120]  Colonel Pete Martino talking about corruption, how we had to purge people. And if you go back to the beginning of the Obama administration,
[01:39:43.120 --> 01:39:53.120]  back to 2009, there was a judge out of Houston, and this judge was quoted in this article by Colonel Pete Martino.
[01:39:53.120 --> 01:40:00.120]  He said, hopefully we won't have someone like Judge Samuel Kent who went to prison on charges that he abused his power and lied
[01:40:00.120 --> 01:40:04.120]  in order to cover up sexual assaults on two women who worked for him.
[01:40:04.120 --> 01:40:09.120]  He said one of them, quote, I am the government. I'm the lion king. It's good to be the king.
[01:40:09.120 --> 01:40:15.120]  I'm the emperor of Galveston, the man wearing the horned hat and guiding the ship.
[01:40:15.120 --> 01:40:25.120]  Now, let me tell you what happened to that lunatic, okay? He was convicted in criminal court, but he only served 33 months.
[01:40:25.120 --> 01:40:35.120]  This was 2009. Obama had just taken office. The Congress was so reluctant to impeach this guy that they finally did it.
[01:40:35.120 --> 01:40:40.120]  He sent a letter of resignation once. They didn't accept the letter of resignation.
[01:40:40.120 --> 01:40:46.120]  They eventually did impeach him after he was already in jail. They finally got around to doing it.
[01:40:46.120 --> 01:40:55.120]  And then it went to the Senate. The Senate then visited this judge in jail. He offered a second letter of resignation.
[01:40:55.120 --> 01:41:02.120]  And they accepted that and then went back to the house and said, now that we've accepted his resignation, let's just stop the impeachment thing right now.
[01:41:02.120 --> 01:41:13.120]  And it ended. So he only served 33 months. And when they accepted his resignation, what they did was allow him to now draw a retirement plan for the rest of his life.
[01:41:13.120 --> 01:41:23.120]  That was what was at stake, impeachment versus retirement. That's the level of corruption that we have in the government that they look out for their own no matter what.
[01:41:23.120 --> 01:41:28.120]  They tolerate that kind of criminal activity no matter what. And that goes all the way back to 2009.
[01:41:28.120 --> 01:41:32.120]  So when Boehner says he's not going to go after the president, I'm not surprised.
